Orthogroup	Syag	Syap
OG0000120	Syag.g_02535	Syap.g_02075
OG0000121	Syag.g_01414	Syap.g_02471
OG0000123	Syag.g_02781	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464
OG0000124	Syag.g_02367, Syag.g_02485	Syap.g_02456, Syap.g_02457, Syap.g_01130
OG0000125	Syag.g_02136, Syag.g_02134	Syap.g_01046, Syap.g_01047
OG0000126	Syag.g_02266	Syap.g_02317, Syap.g_02576, Syap.g_02316
OG0000128	Syag.g_02284	Syap.g_00069
OG0000129	Syag.g_02121	Syap.g_00130, Syap.g_00129
OG0000130	Syag.g_01819	Syap.g_01688, Syap.g_01689
OG0000131	Syag.g_01951	Syap.g_02189
OG0000132	Syag.g_01972	Syap.g_01205
OG0000133	Syag.g_00806	Syap.g_02017
OG0000134	Syag.g_00008	Syap.g_02047
OG0000135	Syag.g_02171	Syap.g_02090
OG0000136	Syag.g_00038	Syap.g_00089
OG0000137	Syag.g_01356	Syap.g_02756
OG0000138	Syag.g_01511	Syap.g_00278
OG0000139	Syag.g_01448	Syap.g_00410
OG0000140	Syag.g_01446	Syap.g_01976
OG0000141	Syag.g_00351	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000142	Syag.g_00410	Syap.g_00895, Syap.g_00894
OG0000143	Syag.g_00414	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000144	Syag.g_00493	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Syag.g_01504	Syap.g_01860, Syap.g_01859
OG0000146	Syag.g_00800	Syap.g_02024
OG0000147	Syag.g_00799	Syap.g_02025
OG0000148	Syag.g_00693	Syap.g_02720
OG0000149	Syag.g_00731	Syap.g_00824
OG0000150	Syag.g_00352	Syap.g_01540
OG0000151	Syag.g_00623	Syap.g_00142
OG0000152	Syag.g_00810	Syap.g_02012
OG0000153	Syag.g_00845	Syap.g_02682
OG0000154	Syag.g_00870	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Syag.g_01107	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Syag.g_01166	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Syag.g_01167	Syap.g_00249, Syap.g_00286
OG0000158	Syag.g_02422	Syap.g_01075
OG0000160	Syag.g_01415	Syap.g_02470, Syap.g_02469
OG0000161	Syag.g_01409	Syap.g_02476
OG0000162	Syag.g_01402	Syap.g_02531
OG0000164	Syag.g_01725	Syap.g_01391, Syap.g_01392
OG0000165	Syag.g_01733	Syap.g_01381, Syap.g_01382
OG0000166	Syag.g_02733	Syap.g_00512, Syap.g_01238
OG0000167	Syag.g_02437	Syap.g_02080
OG0000168	Syag.g_02417	Syap.g_01076
OG0000169	Syag.g_02405	Syap.g_01049, Syap.g_01093
OG0000170	Syag.g_02398	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Syag.g_02368	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Syag.g_02360	Syap.g_01143, Syap.g_00635
OG0000173	Syag.g_02337	Syap.g_00982, Syap.g_00983, Syap.g_01213
OG0000174	Syag.g_02175	Syap.g_02092
OG0000175	Syag.g_02240	Syap.g_02654
OG0000176	Syag.g_02276	Syap.g_00059
OG0000177	Syag.g_02277	Syap.g_00061, Syap.g_00060
OG0000178	Syag.g_02278	Syap.g_00062
OG0000179	Syag.g_02293	Syap.g_00077, Syap.g_02638
OG0000180	Syag.g_02294	Syap.g_00078, Syap.g_02640
OG0000181	Syag.g_02295	Syap.g_00079, Syap.g_02641
OG0000182	Syag.g_02296	Syap.g_00080, Syap.g_02642
OG0000183	Syag.g_02300	Syap.g_00084
OG0000184	Syag.g_02110	Syap.g_01337
OG0000185	Syag.g_02092	Syap.g_01322
OG0000186	Syag.g_01815	Syap.g_01684
OG0000187	Syag.g_01816	Syap.g_01686
OG0000188	Syag.g_01839	Syap.g_02547
OG0000191	Syag.g_01909	Syap.g_02233
OG0000192	Syag.g_01915	Syap.g_02224
OG0000193	Syag.g_01952	Syap.g_02187, Syap.g_02188
OG0000194	Syag.g_01955	Syap.g_02183
OG0000195	Syag.g_01957	Syap.g_02180
OG0000196	Syag.g_01968	Syap.g_01208, Syap.g_02167
OG0000197	Syag.g_01969	Syap.g_01207, Syap.g_02166
OG0000198	Syag.g_00108, Syag.g_01971	Syap.g_01206
OG0000199	Syag.g_01979	Syap.g_01197
OG0000200	Syag.g_01996	Syap.g_01181
OG0000201	Syag.g_02019, Syag.g_02023	Syap.g_02265
OG0000202	Syag.g_02024	Syap.g_02264
OG0000203	Syag.g_02025	Syap.g_01601
OG0000204	Syag.g_02020, Syag.g_02026	Syap.g_01602
OG0000205	Syag.g_02035	Syap.g_01616
OG0000206	Syag.g_02047	Syap.g_01628
OG0000207	Syag.g_02051	Syap.g_01426, Syap.g_00424
OG0000208	Syag.g_02052	Syap.g_00426, Syap.g_01425
OG0000209	Syag.g_02069	Syap.g_01906
OG0000210	Syag.g_02070	Syap.g_01905
OG0000211	Syag.g_01788	Syap.g_01160
OG0000212	Syag.g_01777	Syap.g_02664
OG0000213	Syag.g_02632	Syap.g_00107, Syap.g_01599
OG0000214	Syag.g_02615	Syap.g_02344, Syap.g_02345
OG0000215	Syag.g_02584	Syap.g_01347, Syap.g_01629
OG0000216	Syag.g_02580	Syap.g_01634
OG0000217	Syag.g_02576	Syap.g_01638
OG0000218	Syag.g_02574	Syap.g_01641, Syap.g_01640
OG0000219	Syag.g_02573	Syap.g_01642, Syap.g_01643
OG0000220	Syag.g_02572	Syap.g_01645
OG0000221	Syag.g_02566	Syap.g_01646
OG0000222	Syag.g_02550	Syap.g_01669
OG0000223	Syag.g_02475	Syap.g_02072, Syap.g_02073
OG0000224	Syag.g_02471	Syap.g_02064
OG0000225	Syag.g_02861	Syap.g_00553, Syap.g_00552
OG0000226	Syag.g_02865	Syap.g_02029, Syap.g_02144
OG0000227	Syag.g_02867	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Syag.g_00004	Syap.g_00116, Syap.g_02041
OG0000229	Syag.g_00033	Syap.g_02059
OG0000230	Syag.g_00035	Syap.g_02061
OG0000231	Syag.g_00048	Syap.g_02533
OG0000232	Syag.g_00059	Syap.g_02510, Syap.g_02511
OG0000233	Syag.g_01330	Syap.g_02133
OG0000234	Syag.g_01358	Syap.g_02755
OG0000235	Syag.g_01529	Syap.g_00732, Syap.g_02258
OG0000236	Syag.g_01513	Syap.g_02238
OG0000237	Syag.g_01495	Syap.g_00262, Syap.g_00263
OG0000238	Syag.g_01490	Syap.g_00257, Syap.g_00258
OG0000239	Syag.g_01472	Syap.g_02744
OG0000240	Syag.g_01471	Syap.g_02742
OG0000241	Syag.g_00396	Syap.g_00888
OG0000242	Syag.g_01456	Syap.g_01455
OG0000243	Syag.g_00255	Syap.g_01938
OG0000244	Syag.g_00268	Syap.g_01146, Syap.g_01145
OG0000245	Syag.g_00270	Syap.g_01148
OG0000246	Syag.g_00274	Syap.g_00308
OG0000247	Syag.g_00286	Syap.g_00288, Syap.g_00293
OG0000248	Syag.g_00289	Syap.g_00290
OG0000249	Syag.g_00291	Syap.g_01296, Syap.g_01295
OG0000250	Syag.g_00299	Syap.g_01306
OG0000251	Syag.g_00328	Syap.g_00442
OG0000252	Syag.g_00331	Syap.g_01857
OG0000253	Syag.g_00333	Syap.g_00443
OG0000254	Syag.g_00356	Syap.g_01527, Syap.g_01528
OG0000256	Syag.g_00385	Syap.g_01287
OG0000257	Syag.g_00395	Syap.g_00886
OG0000258	Syag.g_00423	Syap.g_00907
OG0000260	Syag.g_00570	Syap.g_01970
OG0000261	Syag.g_00581	Syap.g_01962, Syap.g_01961
OG0000262	Syag.g_00586	Syap.g_01954
OG0000263	Syag.g_01079	Syap.g_00432, Syap.g_00433
OG0000266	Syag.g_00907	Syap.g_00519
OG0000267	Syag.g_00762	Syap.g_02333, Syap.g_02332
OG0000268	Syag.g_00763	Syap.g_00646
OG0000269	Syag.g_00662	Syap.g_00188
OG0000270	Syag.g_00665	Syap.g_00192
OG0000271	Syag.g_00673	Syap.g_00200, Syap.g_00201
OG0000273	Syag.g_00713	Syap.g_02703
OG0000274	Syag.g_00714	Syap.g_02702
OG0000275	Syag.g_00717	Syap.g_01847
OG0000276	Syag.g_00723	Syap.g_01838, Syap.g_01839
OG0000277	Syag.g_00724	Syap.g_01837
OG0000278	Syag.g_00727	Syap.g_01834
OG0000279	Syag.g_00735	Syap.g_00829, Syap.g_00830
OG0000280	Syag.g_00741	Syap.g_00365
OG0000281	Syag.g_00572	Syap.g_01977
OG0000282	Syag.g_00611	Syap.g_01252
OG0000283	Syag.g_00775	Syap.g_01728
OG0000284	Syag.g_00780	Syap.g_01736
OG0000285	Syag.g_00791	Syap.g_01746, Syap.g_01744
OG0000286	Syag.g_00809	Syap.g_02014, Syap.g_02013
OG0000288	Syag.g_00869	Syap.g_02764, Syap.g_02763
OG0000289	Syag.g_00884	Syap.g_02784
OG0000290	Syag.g_00970	Syap.g_01552
OG0000292	Syag.g_02265	Syap.g_02314
OG0000293	Syag.g_01155	Syap.g_00240
OG0000294	Syag.g_01154	Syap.g_00239
OG0000295	Syag.g_01115	Syap.g_00206
OG0000296	Syag.g_01113	Syap.g_00204
OG0000297	Syag.g_01099	Syap.g_01887
OG0000298	Syag.g_01098	Syap.g_01888
OG0000299	Syag.g_01067	Syap.g_02620
OG0000302	Syag.g_01060	Syap.g_02445
OG0000303	Syag.g_01048	Syap.g_02435
OG0000304	Syag.g_01041	Syap.g_02430
OG0000305	Syag.g_00977	Syap.g_01557
OG0000306	Syag.g_00460	Syap.g_01966
OG0000307	Syag.g_01546	Syap.g_02517
OG0000308	Syag.g_01548	Syap.g_02514, Syap.g_02515
OG0000309	Syag.g_01553	Syap.g_02198, Syap.g_02446
OG0000310	Syag.g_01291	Syap.g_02660, Syap.g_02661
OG0000311	Syag.g_01300	Syap.g_02657
OG0000312	Syag.g_01434	Syap.g_02114
OG0000313	Syag.g_00966, Syag.g_01412	Syap.g_02473
OG0000315	Syag.g_01369	Syap.g_00017
OG0000316	Syag.g_01641	Syap.g_00030
OG0000317	Syag.g_01684	Syap.g_00618
OG0000318	Syag.g_01688	Syap.g_00622, Syap.g_02786
OG0000319	Syag.g_01710	Syap.g_01764, Syap.g_01771
OG0000320	Syag.g_01712	Syap.g_01761, Syap.g_01769
OG0000321	Syag.g_01713	Syap.g_01760, Syap.g_01768
OG0000322	Syag.g_01714	Syap.g_01759, Syap.g_01767
OG0000323	Syag.g_01728	Syap.g_01389
OG0000324	Syag.g_01757	Syap.g_01503
OG0000325	Syag.g_02690	Syap.g_02680
OG0000326	Syag.g_02698	Syap.g_00544
OG0000327	Syag.g_02728	Syap.g_01233, Syap.g_01913
OG0000328	Syag.g_02729	Syap.g_01234, Syap.g_01912
OG0000329	Syag.g_02747	Syap.g_00498
OG0000330	Syag.g_02748	Syap.g_00497
OG0000331	Syag.g_02749	Syap.g_00496
OG0000332	Syag.g_02764	Syap.g_00481
OG0000333	Syag.g_02767	Syap.g_00478
OG0000334	Syag.g_02777	Syap.g_00468
OG0000335	Syag.g_02782	Syap.g_00101, Syap.g_00463
OG0000336	Syag.g_02786	Syap.g_00417, Syap.g_00607
OG0000337	Syag.g_02445	Syap.g_01054
OG0000338	Syag.g_02440	Syap.g_01059
OG0000340	Syag.g_02416	Syap.g_01077
OG0000341	Syag.g_02414	Syap.g_01079
OG0000342	Syag.g_02413	Syap.g_01080, Syap.g_02477
OG0000343	Syag.g_02411	Syap.g_01086, Syap.g_02078
OG0000344	Syag.g_02407	Syap.g_01091
OG0000345	Syag.g_02397	Syap.g_01107, Syap.g_01470
OG0000346	Syag.g_02392	Syap.g_01113
OG0000347	Syag.g_02366	Syap.g_01131, Syap.g_02459
OG0000348	Syag.g_02357	Syap.g_00632
OG0000349	Syag.g_02330	Syap.g_00110, Syap.g_01813
OG0000351	Syag.g_02244	Syap.g_02594
OG0000352	Syag.g_02245	Syap.g_02596, Syap.g_02597
OG0000353	Syag.g_02271	Syap.g_00054
OG0000354	Syag.g_02291	Syap.g_00075, Syap.g_02635
OG0000355	Syag.g_02273	Syap.g_00056
OG0000356	Syag.g_02274	Syap.g_00057
OG0000357	Syag.g_02275	Syap.g_00058
OG0000358	Syag.g_02279	Syap.g_00063
OG0000359	Syag.g_02281	Syap.g_00065
OG0000360	Syag.g_02282	Syap.g_00067
OG0000361	Syag.g_02283	Syap.g_00068
OG0000362	Syag.g_02285	Syap.g_00070
OG0000363	Syag.g_02287	Syap.g_00072
OG0000364	Syag.g_02288	Syap.g_00620
OG0000365	Syag.g_02297	Syap.g_00081
OG0000366	Syag.g_02298	Syap.g_00082
OG0000367	Syag.g_02299	Syap.g_00083
OG0000368	Syag.g_02301	Syap.g_00085
OG0000369	Syag.g_02302	Syap.g_00086
OG0000370	Syag.g_02303	Syap.g_00087
OG0000372	Syag.g_02317	Syap.g_01805
OG0000373	Syag.g_02318	Syap.g_01806
OG0000374	Syag.g_02319	Syap.g_01807
OG0000375	Syag.g_02326	Syap.g_01808
OG0000376	Syag.g_02328	Syap.g_01811
OG0000377	Syag.g_02119	Syap.g_00128
OG0000378	Syag.g_02099	Syap.g_01326
OG0000380	Syag.g_01817	Syap.g_01687
OG0000381	Syag.g_01820	Syap.g_01690
OG0000382	Syag.g_01838	Syap.g_02548
OG0000383	Syag.g_01843	Syap.g_02359
OG0000384	Syag.g_01844	Syap.g_02360
OG0000385	Syag.g_01845	Syap.g_02361
OG0000386	Syag.g_01846	Syap.g_02362
OG0000387	Syag.g_01876	Syap.g_01864
OG0000391	Syag.g_01908	Syap.g_02234
OG0000392	Syag.g_01914	Syap.g_02225
OG0000393	Syag.g_01917	Syap.g_02222
OG0000394	Syag.g_01918	Syap.g_02221
OG0000395	Syag.g_01919	Syap.g_02220
OG0000396	Syag.g_01922	Syap.g_02217
OG0000397	Syag.g_01924	Syap.g_02215
OG0000398	Syag.g_01929	Syap.g_02211
OG0000399	Syag.g_01930	Syap.g_02210
OG0000400	Syag.g_01931	Syap.g_02209
OG0000401	Syag.g_01932	Syap.g_02208
OG0000402	Syag.g_01934	Syap.g_02206
OG0000403	Syag.g_01935	Syap.g_02205
OG0000404	Syag.g_01937	Syap.g_02204, Syap.g_02618
OG0000405	Syag.g_01949	Syap.g_02191
OG0000406	Syag.g_01953	Syap.g_02186
OG0000407	Syag.g_01954	Syap.g_02185
OG0000408	Syag.g_01956	Syap.g_02181, Syap.g_02182
OG0000409	Syag.g_01958	Syap.g_02179
OG0000410	Syag.g_01959	Syap.g_02178
OG0000411	Syag.g_01960	Syap.g_02177
OG0000412	Syag.g_01961	Syap.g_02176
OG0000413	Syag.g_01963	Syap.g_02174
OG0000414	Syag.g_01964	Syap.g_02173
OG0000415	Syag.g_01965	Syap.g_02172
OG0000416	Syag.g_01966	Syap.g_02171
OG0000417	Syag.g_01967	Syap.g_02169
OG0000418	Syag.g_01973	Syap.g_01204
OG0000419	Syag.g_01975	Syap.g_01201
OG0000420	Syag.g_01977	Syap.g_01199
OG0000421	Syag.g_01982	Syap.g_01195
OG0000422	Syag.g_01983	Syap.g_01194
OG0000423	Syag.g_01984	Syap.g_01193
OG0000424	Syag.g_01985	Syap.g_01192
OG0000425	Syag.g_01986	Syap.g_01191
OG0000426	Syag.g_01987	Syap.g_01190
OG0000427	Syag.g_01988	Syap.g_01189
OG0000428	Syag.g_01991	Syap.g_01186
OG0000429	Syag.g_01993	Syap.g_01184
OG0000430	Syag.g_01995	Syap.g_01182
OG0000431	Syag.g_01998	Syap.g_01179
OG0000432	Syag.g_02007	Syap.g_02277
OG0000433	Syag.g_02009	Syap.g_02272
OG0000434	Syag.g_02010	Syap.g_02271
OG0000435	Syag.g_02017	Syap.g_02268
OG0000436	Syag.g_02028	Syap.g_01607
OG0000437	Syag.g_02029	Syap.g_01608
OG0000438	Syag.g_02031	Syap.g_01612
OG0000439	Syag.g_02033	Syap.g_01614
OG0000440	Syag.g_02034	Syap.g_01615
OG0000441	Syag.g_02041	Syap.g_01619
OG0000442	Syag.g_02044	Syap.g_01620
OG0000443	Syag.g_02046	Syap.g_01622
OG0000444	Syag.g_02053	Syap.g_01424
OG0000445	Syag.g_02054	Syap.g_01421
OG0000446	Syag.g_02056	Syap.g_01419
OG0000447	Syag.g_02059	Syap.g_01410
OG0000448	Syag.g_02060	Syap.g_01407
OG0000449	Syag.g_02061	Syap.g_01406
OG0000450	Syag.g_02066	Syap.g_01909
OG0000451	Syag.g_02067	Syap.g_01908
OG0000452	Syag.g_02071	Syap.g_01904
OG0000453	Syag.g_02072	Syap.g_01903
OG0000454	Syag.g_02073	Syap.g_01902
OG0000455	Syag.g_02074	Syap.g_01901
OG0000456	Syag.g_02075	Syap.g_01900
OG0000457	Syag.g_02077	Syap.g_01896
OG0000458	Syag.g_02080	Syap.g_01895
OG0000459	Syag.g_02081	Syap.g_01894
OG0000460	Syag.g_01786	Syap.g_01159
OG0000461	Syag.g_02675	Syap.g_01575
OG0000462	Syag.g_02672	Syap.g_01578
OG0000463	Syag.g_02671	Syap.g_01579
OG0000464	Syag.g_02670	Syap.g_01580
OG0000465	Syag.g_02668	Syap.g_01582
OG0000466	Syag.g_02662	Syap.g_01587
OG0000467	Syag.g_02660	Syap.g_01588
OG0000468	Syag.g_02636	Syap.g_01593
OG0000469	Syag.g_02621	Syap.g_02352
OG0000470	Syag.g_02619	Syap.g_02349
OG0000471	Syag.g_02618	Syap.g_02348
OG0000472	Syag.g_02616	Syap.g_02347
OG0000473	Syag.g_02614	Syap.g_02343
OG0000474	Syag.g_02613	Syap.g_02342
OG0000475	Syag.g_02612	Syap.g_02341
OG0000476	Syag.g_02610	Syap.g_02339
OG0000477	Syag.g_02604	Syap.g_01367
OG0000478	Syag.g_02603	Syap.g_01366
OG0000479	Syag.g_02602	Syap.g_01364
OG0000480	Syag.g_02595	Syap.g_01357
OG0000482	Syag.g_02592	Syap.g_01355
OG0000483	Syag.g_02588	Syap.g_01344
OG0000484	Syag.g_02587	Syap.g_01350
OG0000485	Syag.g_02586	Syap.g_01349
OG0000487	Syag.g_02579	Syap.g_01635
OG0000488	Syag.g_02575	Syap.g_01639
OG0000489	Syag.g_02565	Syap.g_02482
OG0000490	Syag.g_02553	Syap.g_01673
OG0000491	Syag.g_02551	Syap.g_01670
OG0000492	Syag.g_02549	Syap.g_01668
OG0000493	Syag.g_02548	Syap.g_01667
OG0000494	Syag.g_02547	Syap.g_01666
OG0000495	Syag.g_02546	Syap.g_01665
OG0000496	Syag.g_02545	Syap.g_01663
OG0000497	Syag.g_02544	Syap.g_01662
OG0000498	Syag.g_02543	Syap.g_01661
OG0000499	Syag.g_02542	Syap.g_01660
OG0000500	Syag.g_02541	Syap.g_01659
OG0000501	Syag.g_02538	Syap.g_01656
OG0000502	Syag.g_02467	Syap.g_02066
OG0000503	Syag.g_02843	Syap.g_00569
OG0000504	Syag.g_02845	Syap.g_00567
OG0000505	Syag.g_02846	Syap.g_00566
OG0000506	Syag.g_02849	Syap.g_00564
OG0000507	Syag.g_02855	Syap.g_00558
OG0000508	Syag.g_02860	Syap.g_00554
OG0000509	Syag.g_02862	Syap.g_00551
OG0000510	Syag.g_02863	Syap.g_00550
OG0000511	Syag.g_02864	Syap.g_00548
OG0000512	Syag.g_02866	Syap.g_02145
OG0000513	Syag.g_00009	Syap.g_02048
OG0000514	Syag.g_00018	Syap.g_02051
OG0000515	Syag.g_00019	Syap.g_02052
OG0000516	Syag.g_00025	Syap.g_02054
OG0000517	Syag.g_00032	Syap.g_02057
OG0000519	Syag.g_00045	Syap.g_00457
OG0000520	Syag.g_00046	Syap.g_00456
OG0000521	Syag.g_00054	Syap.g_01997
OG0000522	Syag.g_00056	Syap.g_01995
OG0000523	Syag.g_00057	Syap.g_02507
OG0000524	Syag.g_01327	Syap.g_02135
OG0000525	Syag.g_01345	Syap.g_02159
OG0000526	Syag.g_01348	Syap.g_02157
OG0000527	Syag.g_01354	Syap.g_02758
OG0000528	Syag.g_01532	Syap.g_02261
OG0000529	Syag.g_01527	Syap.g_02254
OG0000530	Syag.g_01524	Syap.g_02252
OG0000531	Syag.g_01523	Syap.g_02251
OG0000532	Syag.g_01520	Syap.g_02247
OG0000533	Syag.g_01518	Syap.g_02244
OG0000534	Syag.g_01517	Syap.g_02243
OG0000535	Syag.g_01516	Syap.g_02242
OG0000536	Syag.g_01515	Syap.g_02241
OG0000537	Syag.g_01514	Syap.g_02240
OG0000538	Syag.g_01502	Syap.g_00271
OG0000539	Syag.g_01501	Syap.g_00270
OG0000540	Syag.g_01500	Syap.g_00269
OG0000541	Syag.g_01499	Syap.g_00268
OG0000542	Syag.g_01496	Syap.g_00264
OG0000543	Syag.g_01494	Syap.g_00261
OG0000544	Syag.g_01493	Syap.g_00260
OG0000545	Syag.g_01491	Syap.g_00259
OG0000546	Syag.g_01489	Syap.g_00256
OG0000547	Syag.g_01487	Syap.g_00254
OG0000548	Syag.g_01486	Syap.g_00253
OG0000549	Syag.g_01480	Syap.g_00758
OG0000550	Syag.g_01474	Syap.g_02747
OG0000551	Syag.g_01470	Syap.g_02739
OG0000552	Syag.g_01469	Syap.g_02738
OG0000553	Syag.g_01464	Syap.g_02735
OG0000554	Syag.g_01453	Syap.g_01450
OG0000555	Syag.g_00075	Syap.g_01941
OG0000556	Syag.g_00257	Syap.g_01933
OG0000557	Syag.g_00267	Syap.g_01931
OG0000558	Syag.g_00269	Syap.g_01147
OG0000560	Syag.g_00276	Syap.g_00305
OG0000561	Syag.g_00277	Syap.g_00304
OG0000562	Syag.g_00278	Syap.g_00302
OG0000563	Syag.g_00279	Syap.g_00301
OG0000564	Syag.g_00280	Syap.g_00300
OG0000565	Syag.g_00284	Syap.g_00296
OG0000566	Syag.g_00288	Syap.g_00291
OG0000567	Syag.g_00292	Syap.g_01297
OG0000568	Syag.g_00295	Syap.g_01302
OG0000569	Syag.g_00296	Syap.g_01303
OG0000570	Syag.g_00297	Syap.g_01304
OG0000571	Syag.g_00301	Syap.g_01307
OG0000573	Syag.g_00329	Syap.g_00765
OG0000574	Syag.g_00330	Syap.g_00759
OG0000575	Syag.g_00335	Syap.g_00445
OG0000576	Syag.g_00337	Syap.g_00450
OG0000577	Syag.g_00338	Syap.g_00451
OG0000578	Syag.g_00339	Syap.g_00452
OG0000579	Syag.g_00340	Syap.g_00453
OG0000580	Syag.g_00341	Syap.g_00454
OG0000581	Syag.g_00348	Syap.g_01521
OG0000582	Syag.g_00353	Syap.g_01533
OG0000583	Syag.g_00354	Syap.g_01532
OG0000584	Syag.g_00355	Syap.g_01530
OG0000585	Syag.g_00357	Syap.g_01526
OG0000586	Syag.g_00358	Syap.g_01525
OG0000587	Syag.g_00360	Syap.g_01523
OG0000588	Syag.g_00371	Syap.g_00776
OG0000589	Syag.g_00375	Syap.g_00941
OG0000590	Syag.g_00376	Syap.g_00940
OG0000591	Syag.g_00383	Syap.g_01289
OG0000592	Syag.g_00384	Syap.g_01288
OG0000593	Syag.g_00406	Syap.g_00890
OG0000594	Syag.g_00407	Syap.g_00891
OG0000595	Syag.g_00408	Syap.g_00892
