Orthogroup	Syag	Syak
OG0000280	Syag.g_00741	Syak.g_00582
OG0000281	Syag.g_00572	Syak.g_00339
OG0000282	Syag.g_00611	Syak.g_00375
OG0000283	Syag.g_00775	Syak.g_00541
OG0000284	Syag.g_00780	Syak.g_00536
OG0000285	Syag.g_00791	Syak.g_00523
OG0000286	Syag.g_00809	Syak.g_00504
OG0000287	Syag.g_00838	Syak.g_00477
OG0000288	Syag.g_00869	Syak.g_00644
OG0000289	Syag.g_00884	Syak.g_00659
OG0000290	Syag.g_00970	Syak.g_00738
OG0000291	Syag.g_00972	Syak.g_00737
OG0000292	Syag.g_02265	Syak.g_01802
OG0000293	Syag.g_01155	Syak.g_00910
OG0000294	Syag.g_01154	Syak.g_00909
OG0000295	Syag.g_01115	Syak.g_00863
OG0000296	Syag.g_01113	Syak.g_00861
OG0000297	Syag.g_01099	Syak.g_00848
OG0000298	Syag.g_01098	Syak.g_00847
OG0000299	Syag.g_01067	Syak.g_00820
OG0000300	Syag.g_01062	Syak.g_00813
OG0000301	Syag.g_01061	Syak.g_00812
OG0000302	Syag.g_01060	Syak.g_00811
OG0000303	Syag.g_01048	Syak.g_00674
OG0000304	Syag.g_01041	Syak.g_00680
OG0000305	Syag.g_00977	Syak.g_00732
OG0000306	Syag.g_00460	Syak.g_00094
OG0000307	Syag.g_01546	Syak.g_02556
OG0000308	Syag.g_01548	Syak.g_02554
OG0000309	Syag.g_01553	Syak.g_02549
OG0000310	Syag.g_01291	Syak.g_00994
OG0000311	Syag.g_01300	Syak.g_00999
OG0000312	Syag.g_01434	Syak.g_01028
OG0000313	Syag.g_00966, Syag.g_01412	Syak.g_01046
OG0000314	Syag.g_01380	Syak.g_01079
OG0000315	Syag.g_01369	Syak.g_01090
OG0000316	Syag.g_01641	Syak.g_02462
OG0000317	Syag.g_01684	Syak.g_02419
OG0000318	Syag.g_01688	Syak.g_02415
OG0000319	Syag.g_01710	Syak.g_02399
OG0000320	Syag.g_01712	Syak.g_02397
OG0000321	Syag.g_01713	Syak.g_02396
OG0000322	Syag.g_01714	Syak.g_02395
OG0000323	Syag.g_01728	Syak.g_02380
OG0000324	Syag.g_01757	Syak.g_02347
OG0000325	Syag.g_02690	Syak.g_01391
OG0000326	Syag.g_02698	Syak.g_01384
OG0000327	Syag.g_02728	Syak.g_01350
OG0000328	Syag.g_02729	Syak.g_01349
OG0000329	Syag.g_02747	Syak.g_01331
OG0000330	Syag.g_02748	Syak.g_01330
OG0000331	Syag.g_02749	Syak.g_01329
OG0000332	Syag.g_02764	Syak.g_01314
OG0000333	Syag.g_02767	Syak.g_01311
OG0000334	Syag.g_02777	Syak.g_01302
OG0000335	Syag.g_02782	Syak.g_01298
OG0000336	Syag.g_02786	Syak.g_01294
OG0000337	Syag.g_02445	Syak.g_01555
OG0000338	Syag.g_02440	Syak.g_01558
OG0000340	Syag.g_02416	Syak.g_01626
OG0000341	Syag.g_02414	Syak.g_01628
OG0000342	Syag.g_02413	Syak.g_01629
OG0000343	Syag.g_02411	Syak.g_01631
OG0000344	Syag.g_02407	Syak.g_01635
OG0000345	Syag.g_02397	Syak.g_01645
OG0000346	Syag.g_02392	Syak.g_01651
OG0000347	Syag.g_02366	Syak.g_01694
OG0000348	Syag.g_02357	Syak.g_01717
OG0000349	Syag.g_02330	Syak.g_01740
OG0000350	Syag.g_02705	Syak.g_01377
OG0000351	Syag.g_02244	Syak.g_01823
OG0000352	Syag.g_02245	Syak.g_01822
OG0000353	Syag.g_02271	Syak.g_01796
OG0000354	Syag.g_01484	Syak.g_02618
OG0000354	Syag.g_02291	Syak.g_01775
OG0000355	Syag.g_02273	Syak.g_01793
OG0000356	Syag.g_02274	Syak.g_01792
OG0000357	Syag.g_02275	Syak.g_01791
OG0000358	Syag.g_02279	Syak.g_01787
OG0000359	Syag.g_02281	Syak.g_01785
OG0000360	Syag.g_02282	Syak.g_01784
OG0000361	Syag.g_02283	Syak.g_01783
OG0000362	Syag.g_02285	Syak.g_01781
OG0000363	Syag.g_02287	Syak.g_01779
OG0000364	Syag.g_02288	Syak.g_01778
OG0000365	Syag.g_02297	Syak.g_01769
OG0000366	Syag.g_02298	Syak.g_01768
OG0000367	Syag.g_02299	Syak.g_01767
OG0000368	Syag.g_02301	Syak.g_01765
OG0000369	Syag.g_02302	Syak.g_01764
OG0000370	Syag.g_02303	Syak.g_01763
OG0000371	Syag.g_02312	Syak.g_01753
OG0000372	Syag.g_02317	Syak.g_01748
OG0000373	Syag.g_02318	Syak.g_01747
OG0000374	Syag.g_02319	Syak.g_01746
OG0000375	Syag.g_02326	Syak.g_01744
OG0000376	Syag.g_02328	Syak.g_01742
OG0000377	Syag.g_02119	Syak.g_01948
OG0000378	Syag.g_02099	Syak.g_01968
OG0000379	Syag.g_02091	Syak.g_01972
OG0000380	Syag.g_01817	Syak.g_02256
OG0000381	Syag.g_01820	Syak.g_02254
OG0000382	Syag.g_01838	Syak.g_02236
OG0000383	Syag.g_01843	Syak.g_02229
OG0000384	Syag.g_01844	Syak.g_02228
OG0000385	Syag.g_01845	Syak.g_02227
OG0000386	Syag.g_01846	Syak.g_02226
OG0000387	Syag.g_01876	Syak.g_02200
OG0000388	Syag.g_01880	Syak.g_02196
OG0000389	Syag.g_01884	Syak.g_02193
OG0000390	Syag.g_01903	Syak.g_02177
OG0000391	Syag.g_01908	Syak.g_02172
OG0000392	Syag.g_01914	Syak.g_02166
OG0000393	Syag.g_01917	Syak.g_02163
OG0000394	Syag.g_01918	Syak.g_02162
OG0000395	Syag.g_01919	Syak.g_02161
OG0000396	Syag.g_01922	Syak.g_02158
OG0000397	Syag.g_01924	Syak.g_02156
OG0000398	Syag.g_01929	Syak.g_02151
OG0000399	Syag.g_01930	Syak.g_02150
OG0000400	Syag.g_01931	Syak.g_02149
OG0000401	Syag.g_01932	Syak.g_02148
OG0000402	Syag.g_01934	Syak.g_02146
OG0000403	Syag.g_01935	Syak.g_02145
OG0000404	Syag.g_01937	Syak.g_02143
OG0000405	Syag.g_01949	Syak.g_02131
OG0000406	Syag.g_01953	Syak.g_02126
OG0000407	Syag.g_01954	Syak.g_02125
OG0000408	Syag.g_01956	Syak.g_02123
OG0000409	Syag.g_01958	Syak.g_02121
OG0000410	Syag.g_01959	Syak.g_02120
OG0000411	Syag.g_01960	Syak.g_02119
OG0000412	Syag.g_01961	Syak.g_02118
OG0000413	Syag.g_01963	Syak.g_02116
OG0000415	Syag.g_01965	Syak.g_02114
OG0000416	Syag.g_01966	Syak.g_02113
OG0000417	Syag.g_01967	Syak.g_02112
OG0000418	Syag.g_01973	Syak.g_02107
OG0000419	Syag.g_01975	Syak.g_02105
OG0000420	Syag.g_01977	Syak.g_02103
OG0000421	Syag.g_01982	Syak.g_02097
OG0000422	Syag.g_01983	Syak.g_02096
OG0000423	Syag.g_01984	Syak.g_02095
OG0000424	Syag.g_01985	Syak.g_02094
OG0000425	Syag.g_01986	Syak.g_02093
OG0000426	Syag.g_01987	Syak.g_02092
OG0000427	Syag.g_01988	Syak.g_02091
OG0000428	Syag.g_01991	Syak.g_02088
OG0000429	Syag.g_01993	Syak.g_02086
OG0000430	Syag.g_01995	Syak.g_02084
OG0000431	Syag.g_01998	Syak.g_02081
OG0000432	Syag.g_02007	Syak.g_02075
OG0000433	Syag.g_02009	Syak.g_02073
OG0000434	Syag.g_02010	Syak.g_02072
OG0000435	Syag.g_02017	Syak.g_02071
OG0000436	Syag.g_02028	Syak.g_02064
OG0000437	Syag.g_02029	Syak.g_02063
OG0000438	Syag.g_02031	Syak.g_02062
OG0000439	Syag.g_02033	Syak.g_02060
OG0000440	Syag.g_02034	Syak.g_02059
OG0000441	Syag.g_02041	Syak.g_02053
OG0000442	Syag.g_02044	Syak.g_02043
OG0000443	Syag.g_02046	Syak.g_02041
OG0000444	Syag.g_02053	Syak.g_02022
OG0000445	Syag.g_02054	Syak.g_02015
OG0000446	Syag.g_02056	Syak.g_02013
OG0000447	Syag.g_02059	Syak.g_02006
OG0000448	Syag.g_02060	Syak.g_02005
OG0000449	Syag.g_02061	Syak.g_02004
OG0000450	Syag.g_02066	Syak.g_01998
OG0000451	Syag.g_02067	Syak.g_01997
OG0000452	Syag.g_02071	Syak.g_01993
OG0000453	Syag.g_02072	Syak.g_01992
OG0000454	Syag.g_02073	Syak.g_01991
OG0000455	Syag.g_02074	Syak.g_01990
OG0000456	Syag.g_02075	Syak.g_01989
OG0000457	Syag.g_02077	Syak.g_01987
OG0000458	Syag.g_02080	Syak.g_01986
OG0000459	Syag.g_02081	Syak.g_01985
OG0000460	Syag.g_01786	Syak.g_02303
OG0000461	Syag.g_02675	Syak.g_01402
OG0000462	Syag.g_02672	Syak.g_01405
OG0000463	Syag.g_02671	Syak.g_01406
OG0000464	Syag.g_02670	Syak.g_01407
OG0000465	Syag.g_02668	Syak.g_01409
OG0000466	Syag.g_02662	Syak.g_01414
OG0000467	Syag.g_02660	Syak.g_01416
OG0000468	Syag.g_02636	Syak.g_01421
OG0000469	Syag.g_02621	Syak.g_01436
OG0000470	Syag.g_02619	Syak.g_01438
OG0000471	Syag.g_02618	Syak.g_01439
OG0000472	Syag.g_02616	Syak.g_01441
OG0000473	Syag.g_02614	Syak.g_01443
OG0000474	Syag.g_02613	Syak.g_01444
OG0000475	Syag.g_02612	Syak.g_01445
OG0000476	Syag.g_02610	Syak.g_01447
OG0000477	Syag.g_02604	Syak.g_01453
OG0000478	Syag.g_02603	Syak.g_01454
OG0000479	Syag.g_02602	Syak.g_01455
OG0000480	Syag.g_02595	Syak.g_01462
OG0000481	Syag.g_02593	Syak.g_01464
OG0000482	Syag.g_02592	Syak.g_01465
OG0000483	Syag.g_02588	Syak.g_01469
OG0000484	Syag.g_02587	Syak.g_01470
OG0000485	Syag.g_02586	Syak.g_01472
OG0000486	Syag.g_02585	Syak.g_01473
OG0000487	Syag.g_02579	Syak.g_01479
OG0000488	Syag.g_02575	Syak.g_01483
OG0000489	Syag.g_02565	Syak.g_01499
OG0000490	Syag.g_02553	Syak.g_01507
OG0000491	Syag.g_02551	Syak.g_01511
OG0000492	Syag.g_02549	Syak.g_01513
OG0000493	Syag.g_02548	Syak.g_01514
OG0000494	Syag.g_02547	Syak.g_01515
OG0000495	Syag.g_02546	Syak.g_01516
OG0000496	Syag.g_02545	Syak.g_01517
OG0000497	Syag.g_02544	Syak.g_01518
OG0000498	Syag.g_02543	Syak.g_01519
OG0000499	Syag.g_02542	Syak.g_01520
OG0000500	Syag.g_02541	Syak.g_01521
OG0000501	Syag.g_02538	Syak.g_01524
OG0000502	Syag.g_02467	Syak.g_01538
OG0000503	Syag.g_02843	Syak.g_01246
OG0000504	Syag.g_02845	Syak.g_01244
OG0000505	Syag.g_02846	Syak.g_01243
OG0000506	Syag.g_02849	Syak.g_01241
OG0000507	Syag.g_02855	Syak.g_01235
OG0000508	Syag.g_02860	Syak.g_01231
OG0000509	Syag.g_02862	Syak.g_01229
OG0000510	Syag.g_02863	Syak.g_01228
OG0000511	Syag.g_02864	Syak.g_01227
OG0000512	Syag.g_02866	Syak.g_01225
OG0000513	Syag.g_00009	Syak.g_01211
OG0000514	Syag.g_00018	Syak.g_01204
OG0000515	Syag.g_00019	Syak.g_01203
OG0000516	Syag.g_00025	Syak.g_01199
OG0000517	Syag.g_00032	Syak.g_01192
OG0000518	Syag.g_00044	Syak.g_01180
OG0000519	Syag.g_00045	Syak.g_01179
OG0000520	Syag.g_00046	Syak.g_01178
OG0000521	Syag.g_00054	Syak.g_01167
OG0000522	Syag.g_00056	Syak.g_01163
OG0000523	Syag.g_00057	Syak.g_01162
OG0000524	Syag.g_01327	Syak.g_01149
OG0000525	Syag.g_01345	Syak.g_01130
OG0000526	Syag.g_01348	Syak.g_01127
OG0000527	Syag.g_01354	Syak.g_01120
OG0000528	Syag.g_01532	Syak.g_02570
OG0000529	Syag.g_01527	Syak.g_02575
OG0000530	Syag.g_01524	Syak.g_02578
OG0000531	Syag.g_01523	Syak.g_02579
OG0000532	Syag.g_01520	Syak.g_02582
OG0000533	Syag.g_01518	Syak.g_02584
OG0000534	Syag.g_01517	Syak.g_02585
OG0000535	Syag.g_01516	Syak.g_02586
OG0000536	Syag.g_01515	Syak.g_02587
OG0000537	Syag.g_01514	Syak.g_02588
OG0000538	Syag.g_01502	Syak.g_02600
OG0000539	Syag.g_01501	Syak.g_02601
OG0000540	Syag.g_01500	Syak.g_02602
OG0000541	Syag.g_01499	Syak.g_02603
OG0000542	Syag.g_01496	Syak.g_02606
OG0000543	Syag.g_01494	Syak.g_02608
OG0000544	Syag.g_01493	Syak.g_02609
OG0000545	Syag.g_01491	Syak.g_02611
OG0000546	Syag.g_01489	Syak.g_02613
OG0000547	Syag.g_01487	Syak.g_02615
OG0000548	Syag.g_01486	Syak.g_02616
OG0000549	Syag.g_01480	Syak.g_02622
OG0000550	Syag.g_01474	Syak.g_02626
OG0000551	Syag.g_01470	Syak.g_02631
OG0000552	Syag.g_01469	Syak.g_02632
OG0000553	Syag.g_01464	Syak.g_02636
OG0000554	Syag.g_01453	Syak.g_02641
OG0000555	Syag.g_00075	Syak.g_02657
OG0000556	Syag.g_00257	Syak.g_02661
OG0000557	Syag.g_00267	Syak.g_02663
OG0000558	Syag.g_00269	Syak.g_02666
OG0000559	Syag.g_00273	Syak.g_02670
OG0000560	Syag.g_00276	Syak.g_02672
OG0000561	Syag.g_00277	Syak.g_02673
OG0000562	Syag.g_00278	Syak.g_02674
OG0000563	Syag.g_00279	Syak.g_02675
OG0000564	Syag.g_00280	Syak.g_02676
OG0000565	Syag.g_00284	Syak.g_02679
OG0000566	Syag.g_00288	Syak.g_02683
OG0000567	Syag.g_00292	Syak.g_02687
OG0000568	Syag.g_00295	Syak.g_02690
