Orthogroup	Syag	Praf
OG0000025	Syag.g_00718	Praf.g_01591
OG0000026	Syag.g_02309	Praf.g_00037
OG0000028	Syag.g_02540	Praf.g_02333
OG0000029	Syag.g_00195	Praf.g_02647, Praf.g_02091
OG0000030	Syag.g_02375	Praf.g_00160
OG0000030	Syag.g_02374	Praf.g_00159
OG0000031	Syag.g_02486	Praf.g_00113
OG0000032	Syag.g_01366	Praf.g_01851
OG0000032	Syag.g_02480	Praf.g_02346
OG0000033	Syag.g_02481	Praf.g_00117
OG0000033	Syag.g_01978	Praf.g_02457
OG0000034	Syag.g_01225, Syag.g_01947	Praf.g_00783
OG0000035	Syag.g_01420	Praf.g_01794
OG0000036	Syag.g_01274	Praf.g_02488, Praf.g_02527, Praf.g_02460, Praf.g_02459, Praf.g_02116, Praf.g_02481, Praf.g_02529
OG0000037	Syag.g_00173	Praf.g_00240
OG0000038	Syag.g_02130	Praf.g_02660
OG0000038	Syag.g_02132	Praf.g_02662
OG0000039	Syag.g_01325	Praf.g_00406
OG0000039	Syag.g_02155	Praf.g_02541
OG0000041	Syag.g_01750	Praf.g_00426
OG0000042	Syag.g_01094, Syag.g_02378	Praf.g_00164, Praf.g_00920
OG0000045	Syag.g_00225, Syag.g_00223	Praf.g_00322
OG0000046	Syag.g_02805, Syag.g_02812, Syag.g_02819	Praf.g_02072
OG0000047	Syag.g_00768	Praf.g_01898, Praf.g_01864
OG0000048	Syag.g_02611	Praf.g_02267
OG0000051	Syag.g_01026	Praf.g_01022
OG0000051	Syag.g_00214	Praf.g_01479
OG0000052	Syag.g_02451	Praf.g_02366
OG0000053	Syag.g_01391	Praf.g_01828
OG0000054	Syag.g_00350	Praf.g_00763
OG0000055	Syag.g_00946	Praf.g_01257
OG0000057	Syag.g_00985	Praf.g_01125
OG0000059	Syag.g_02721	Praf.g_02172
OG0000060	Syag.g_01530	Praf.g_00592
OG0000061	Syag.g_01141	Praf.g_00854, Praf.g_01859
OG0000063	Syag.g_02313	Praf.g_00041
OG0000065	Syag.g_00182, Syag.g_01885	Praf.g_00244
OG0000066	Syag.g_01443	Praf.g_00672
OG0000067	Syag.g_00667	Praf.g_01530
OG0000068	Syag.g_01537	Praf.g_00585, Praf.g_00583
OG0000070	Syag.g_00049	Praf.g_01962
OG0000071	Syag.g_01192	Praf.g_00796
OG0000072	Syag.g_02859	Praf.g_02469
OG0000073	Syag.g_01505	Praf.g_00616
OG0000075	Syag.g_02434	Praf.g_02384
OG0000076	Syag.g_02393	Praf.g_00178
OG0000077	Syag.g_01831	Praf.g_00309
OG0000078	Syag.g_01778	Praf.g_00391
OG0000079	Syag.g_02659	Praf.g_02234, Praf.g_02218
OG0000082	Syag.g_00318	Praf.g_00731
OG0000084	Syag.g_01425	Praf.g_01790
OG0000085	Syag.g_01676	Praf.g_00491
OG0000086	Syag.g_01853	Praf.g_00297
OG0000087	Syag.g_01939	Praf.g_02420
OG0000088	Syag.g_01974	Praf.g_01239, Praf.g_02454
OG0000089	Syag.g_00005	Praf.g_02015
OG0000090	Syag.g_01454	Praf.g_00660
OG0000091	Syag.g_00418	Praf.g_01700
OG0000093	Syag.g_00649	Praf.g_01503
OG0000095	Syag.g_00974	Praf.g_01274
OG0000097	Syag.g_01065	Praf.g_00905
OG0000098	Syag.g_00578	Praf.g_01886
OG0000099	Syag.g_02536	Praf.g_02342
OG0000100	Syag.g_00704	Praf.g_00370, Praf.g_01561
OG0000101	Syag.g_02773	Praf.g_02119
OG0000102	Syag.g_02387	Praf.g_00173
OG0000103	Syag.g_02253	Praf.g_02765
OG0000104	Syag.g_02268	Praf.g_02779
OG0000105	Syag.g_02606	Praf.g_02271
OG0000106	Syag.g_00462	Praf.g_00496
OG0000107	Syag.g_02689	Praf.g_02201
OG0000108	Syag.g_01528	Praf.g_00595
OG0000109	Syag.g_01512	Praf.g_00611
OG0000110	Syag.g_00303	Praf.g_00718
OG0000111	Syag.g_00984	Praf.g_01126
OG0000112	Syag.g_00801	Praf.g_01400
OG0000113	Syag.g_00699	Praf.g_01556
OG0000114	Syag.g_00609	Praf.g_01461
OG0000115	Syag.g_01397	Praf.g_01825
OG0000116	Syag.g_01156	Praf.g_00825
OG0000117	Syag.g_01097	Praf.g_00919
OG0000118	Syag.g_01232	Praf.g_00779
OG0000120	Syag.g_02535	Praf.g_02343
OG0000121	Syag.g_01414	Praf.g_01796
OG0000122	Syag.g_00446	Praf.g_00976
OG0000123	Syag.g_02781	Praf.g_02108
OG0000124	Syag.g_02367, Syag.g_02485	Praf.g_00153
OG0000125	Syag.g_02136, Syag.g_02134	Praf.g_02664
OG0000126	Syag.g_02266	Praf.g_02777
OG0000128	Syag.g_02284	Praf.g_00012
OG0000129	Syag.g_02121	Praf.g_02652
OG0000130	Syag.g_01819	Praf.g_00321
OG0000131	Syag.g_01951	Praf.g_02432
OG0000132	Syag.g_01972	Praf.g_02452
OG0000133	Syag.g_00806	Praf.g_02336
OG0000134	Syag.g_00008	Praf.g_02012
OG0000135	Syag.g_02171	Praf.g_02705
OG0000136	Syag.g_00038	Praf.g_01984
OG0000137	Syag.g_01356	Praf.g_01907
OG0000138	Syag.g_01511	Praf.g_00612
OG0000139	Syag.g_01448	Praf.g_00666
OG0000140	Syag.g_01446	Praf.g_00670
OG0000141	Syag.g_00351	Praf.g_00764
OG0000142	Syag.g_00410	Praf.g_01692
OG0000143	Syag.g_00414	Praf.g_01696
OG0000144	Syag.g_00493	Praf.g_01721
OG0000145	Syag.g_01504	Praf.g_00617
OG0000146	Syag.g_00800	Praf.g_01401
OG0000147	Syag.g_00799	Praf.g_01402
OG0000148	Syag.g_00693	Praf.g_01548
OG0000149	Syag.g_00731	Praf.g_01604
OG0000150	Syag.g_00352	Praf.g_01625
OG0000151	Syag.g_00623	Praf.g_01478
OG0000152	Syag.g_00810	Praf.g_01392
OG0000153	Syag.g_00845	Praf.g_01362
OG0000154	Syag.g_00870	Praf.g_01337
OG0000155	Syag.g_01107	Praf.g_00886
OG0000156	Syag.g_01166	Praf.g_00810
OG0000157	Syag.g_01167	Praf.g_00809
OG0000158	Syag.g_02422	Praf.g_02394
OG0000160	Syag.g_01415	Praf.g_01795
OG0000161	Syag.g_01409	Praf.g_01805
OG0000162	Syag.g_01402	Praf.g_01817
OG0000163	Syag.g_01618	Praf.g_00538
OG0000164	Syag.g_01725	Praf.g_00453
OG0000165	Syag.g_01733	Praf.g_00444
OG0000166	Syag.g_02733	Praf.g_02157
OG0000167	Syag.g_02437	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Syag.g_02417	Praf.g_02395
OG0000169	Syag.g_02405	Praf.g_00191
OG0000170	Syag.g_02398	Praf.g_00183
OG0000171	Syag.g_02368	Praf.g_00154
OG0000172	Syag.g_02360	Praf.g_00087
OG0000173	Syag.g_02337	Praf.g_00062
OG0000174	Syag.g_02175	Praf.g_02717
OG0000175	Syag.g_02240	Praf.g_02754
OG0000176	Syag.g_02276	Praf.g_00004
OG0000177	Syag.g_02277	Praf.g_00005
OG0000178	Syag.g_02278	Praf.g_00006
OG0000179	Syag.g_02293	Praf.g_00021
OG0000180	Syag.g_02294	Praf.g_00022
OG0000181	Syag.g_02295	Praf.g_00023
OG0000182	Syag.g_02296	Praf.g_00024
OG0000183	Syag.g_02300	Praf.g_00028
OG0000184	Syag.g_02110	Praf.g_02611
OG0000185	Syag.g_02092	Praf.g_02602
OG0000186	Syag.g_01815	Praf.g_00328
OG0000187	Syag.g_01816	Praf.g_00326
OG0000188	Syag.g_01839	Praf.g_00303
OG0000189	Syag.g_01872	Praf.g_00257
OG0000190	Syag.g_01874	Praf.g_00255
OG0000191	Syag.g_01909	Praf.g_00218
OG0000192	Syag.g_01915	Praf.g_00212
OG0000193	Syag.g_01952	Praf.g_02433
OG0000194	Syag.g_01955	Praf.g_02436
OG0000195	Syag.g_01957	Praf.g_02438
OG0000196	Syag.g_01968	Praf.g_02449
OG0000197	Syag.g_01969	Praf.g_02450
OG0000198	Syag.g_00108, Syag.g_01971	Praf.g_02451
OG0000199	Syag.g_01979	Praf.g_02468
OG0000200	Syag.g_01996	Praf.g_02711, Praf.g_02492
OG0000201	Syag.g_02019	Praf.g_02511
OG0000202	Syag.g_02024	Praf.g_02512
OG0000203	Syag.g_02025	Praf.g_02513
OG0000204	Syag.g_02020, Syag.g_02026	Praf.g_02514
OG0000205	Syag.g_02035	Praf.g_02708, Praf.g_02521
OG0000206	Syag.g_02047	Praf.g_02532
OG0000207	Syag.g_02051	Praf.g_02582
OG0000208	Syag.g_02052	Praf.g_02581
OG0000209	Syag.g_02069	Praf.g_02557
OG0000210	Syag.g_02070	Praf.g_02556
OG0000211	Syag.g_01788	Praf.g_00378
OG0000212	Syag.g_01777	Praf.g_00392
OG0000213	Syag.g_02632	Praf.g_02245
OG0000214	Syag.g_02615	Praf.g_02263
OG0000215	Syag.g_02584	Praf.g_02293
OG0000216	Syag.g_02580	Praf.g_02296
OG0000217	Syag.g_02576	Praf.g_02300
OG0000218	Syag.g_02574	Praf.g_02302
OG0000219	Syag.g_02573	Praf.g_02303
OG0000220	Syag.g_02572	Praf.g_02304
OG0000221	Syag.g_02566	Praf.g_02314
OG0000222	Syag.g_02550	Praf.g_02323
OG0000223	Syag.g_02475	Praf.g_02347
OG0000224	Syag.g_02471	Praf.g_02358
OG0000225	Syag.g_02861	Praf.g_02030
OG0000226	Syag.g_02865	Praf.g_02026
OG0000227	Syag.g_02867	Praf.g_02024
OG0000228	Syag.g_00004	Praf.g_02016
OG0000229	Syag.g_00033	Praf.g_01989
OG0000230	Syag.g_00035	Praf.g_01987
OG0000231	Syag.g_00048	Praf.g_01963
OG0000232	Syag.g_00059	Praf.g_01952
OG0000233	Syag.g_01330	Praf.g_01938
OG0000234	Syag.g_01358	Praf.g_01905
OG0000235	Syag.g_01529	Praf.g_00594
OG0000236	Syag.g_01513	Praf.g_00610
OG0000237	Syag.g_01495	Praf.g_00627
OG0000238	Syag.g_01490	Praf.g_00631
OG0000239	Syag.g_01472	Praf.g_00647
OG0000240	Syag.g_01471	Praf.g_00648
OG0000241	Syag.g_00396	Praf.g_01177
OG0000242	Syag.g_01456	Praf.g_00658
OG0000243	Syag.g_00255	Praf.g_00681
OG0000244	Syag.g_00268	Praf.g_00685
OG0000245	Syag.g_00270	Praf.g_00688
OG0000246	Syag.g_00274	Praf.g_00692
OG0000247	Syag.g_00286	Praf.g_00703
OG0000248	Syag.g_00289	Praf.g_00706
OG0000249	Syag.g_00291	Praf.g_00708
OG0000250	Syag.g_00299	Praf.g_00714
OG0000251	Syag.g_00328	Praf.g_00739
OG0000252	Syag.g_00331	Praf.g_00742
OG0000253	Syag.g_00333	Praf.g_00749
OG0000254	Syag.g_00356	Praf.g_00768
OG0000255	Syag.g_00369	Praf.g_01662
OG0000256	Syag.g_00385	Praf.g_01676
OG0000257	Syag.g_00395	Praf.g_01685
OG0000258	Syag.g_00423	Praf.g_01708
OG0000259	Syag.g_00560	Praf.g_01736
OG0000260	Syag.g_00570	Praf.g_01739
OG0000261	Syag.g_00581	Praf.g_01742
OG0000262	Syag.g_00586	Praf.g_01748
OG0000263	Syag.g_01079	Praf.g_02570
OG0000264	Syag.g_01011	Praf.g_01218, Praf.g_01219
OG0000265	Syag.g_01021	Praf.g_01302, Praf.g_01238
OG0000266	Syag.g_00907	Praf.g_01313
OG0000267	Syag.g_00762	Praf.g_01436
OG0000268	Syag.g_00763	Praf.g_01435
OG0000269	Syag.g_00662	Praf.g_01525
OG0000270	Syag.g_00665	Praf.g_01528
OG0000271	Syag.g_00673	Praf.g_01536
OG0000274	Syag.g_00714	Praf.g_01586
OG0000275	Syag.g_00717	Praf.g_01590
OG0000276	Syag.g_00723	Praf.g_01596
OG0000277	Syag.g_00724	Praf.g_01597
OG0000278	Syag.g_00727	Praf.g_01600
OG0000279	Syag.g_00735	Praf.g_01608
OG0000280	Syag.g_00741	Praf.g_01614
OG0000281	Syag.g_00572	Praf.g_01627
OG0000282	Syag.g_00611	Praf.g_01463
OG0000283	Syag.g_00775	Praf.g_01426
OG0000284	Syag.g_00780	Praf.g_01420
OG0000285	Syag.g_00791	Praf.g_01006
OG0000286	Syag.g_00809	Praf.g_01393
OG0000287	Syag.g_00838	Praf.g_01073
OG0000288	Syag.g_00869	Praf.g_01338
OG0000289	Syag.g_00884	Praf.g_01325
OG0000290	Syag.g_00970	Praf.g_01277
OG0000291	Syag.g_00972	Praf.g_01275
OG0000292	Syag.g_02265	Praf.g_02776
OG0000293	Syag.g_01155	Praf.g_00826
OG0000294	Syag.g_01154	Praf.g_00827
OG0000295	Syag.g_01115	Praf.g_00879
OG0000296	Syag.g_01113	Praf.g_00881
OG0000297	Syag.g_01099	Praf.g_00917
OG0000298	Syag.g_01098	Praf.g_00918
OG0000299	Syag.g_01067	Praf.g_00908
OG0000301	Syag.g_01061	Praf.g_00901
OG0000302	Syag.g_01060	Praf.g_00898
OG0000303	Syag.g_01048	Praf.g_00888
OG0000304	Syag.g_01041	Praf.g_00938
OG0000305	Syag.g_00977	Praf.g_01271
OG0000306	Syag.g_00460	Praf.g_01635
OG0000307	Syag.g_01546	Praf.g_00575
OG0000308	Syag.g_01548	Praf.g_00573
OG0000309	Syag.g_01553	Praf.g_00569
OG0000310	Syag.g_01291	Praf.g_01772
OG0000311	Syag.g_01300	Praf.g_01778, Praf.g_01776
OG0000312	Syag.g_01434	Praf.g_01782
OG0000313	Syag.g_00966, Syag.g_01412	Praf.g_01802
OG0000314	Syag.g_01380	Praf.g_01837
OG0000315	Syag.g_01369	Praf.g_01848
OG0000316	Syag.g_01641	Praf.g_00526
OG0000317	Syag.g_01684	Praf.g_00485
OG0000318	Syag.g_01688	Praf.g_00479
OG0000319	Syag.g_01710	Praf.g_00464
OG0000320	Syag.g_01712	Praf.g_00462
OG0000321	Syag.g_01713	Praf.g_00461
OG0000322	Syag.g_01714	Praf.g_00460
OG0000323	Syag.g_01728	Praf.g_00449
OG0000324	Syag.g_01757	Praf.g_00419
OG0000325	Syag.g_02690	Praf.g_02200
OG0000326	Syag.g_02698	Praf.g_02193
OG0000327	Syag.g_02728	Praf.g_02162
OG0000328	Syag.g_02729	Praf.g_02161
OG0000329	Syag.g_02747	Praf.g_02144
OG0000330	Syag.g_02748	Praf.g_02143
OG0000331	Syag.g_02749	Praf.g_02142
OG0000332	Syag.g_02764	Praf.g_02127
OG0000333	Syag.g_02767	Praf.g_02125
OG0000334	Syag.g_02777	Praf.g_02112
OG0000335	Syag.g_02782	Praf.g_02107
OG0000336	Syag.g_02786	Praf.g_02103
OG0000337	Syag.g_02445	Praf.g_02372
OG0000338	Syag.g_02440	Praf.g_02375
OG0000340	Syag.g_02416	Praf.g_02396
OG0000341	Syag.g_02414	Praf.g_02398
OG0000342	Syag.g_02413	Praf.g_02399
OG0000343	Syag.g_02411	Praf.g_00196
OG0000344	Syag.g_02407	Praf.g_00193
OG0000345	Syag.g_02397	Praf.g_00182
OG0000346	Syag.g_02392	Praf.g_00177
OG0000347	Syag.g_02366	Praf.g_00152
OG0000348	Syag.g_02357	Praf.g_00081
OG0000349	Syag.g_02330	Praf.g_00054
OG0000350	Syag.g_02705	Praf.g_02699
OG0000351	Syag.g_02244	Praf.g_02757
OG0000352	Syag.g_02245	Praf.g_02758
OG0000353	Syag.g_02271	Praf.g_02782
OG0000354	Syag.g_01484	Praf.g_00637
OG0000354	Syag.g_02291	Praf.g_00019
OG0000355	Syag.g_02273	Praf.g_00001
OG0000356	Syag.g_02274	Praf.g_00002
OG0000357	Syag.g_02275	Praf.g_00003
OG0000358	Syag.g_02279	Praf.g_00007
OG0000359	Syag.g_02281	Praf.g_00009
OG0000360	Syag.g_02282	Praf.g_00010
OG0000361	Syag.g_02283	Praf.g_00011
OG0000362	Syag.g_02285	Praf.g_00013
OG0000363	Syag.g_02287	Praf.g_00015
OG0000364	Syag.g_02288	Praf.g_00016
OG0000365	Syag.g_02297	Praf.g_00025
OG0000366	Syag.g_02298	Praf.g_00026
OG0000367	Syag.g_02299	Praf.g_00027
OG0000368	Syag.g_02301	Praf.g_00029
OG0000369	Syag.g_02302	Praf.g_00030
OG0000370	Syag.g_02303	Praf.g_00031
OG0000371	Syag.g_02312	Praf.g_00040
OG0000372	Syag.g_02317	Praf.g_00045
OG0000373	Syag.g_02318	Praf.g_00046
OG0000374	Syag.g_02319	Praf.g_00047
OG0000375	Syag.g_02326	Praf.g_00050
OG0000376	Syag.g_02328	Praf.g_00052
OG0000377	Syag.g_02119	Praf.g_02618
OG0000378	Syag.g_02099	Praf.g_02605
OG0000379	Syag.g_02091	Praf.g_02601
OG0000380	Syag.g_01817	Praf.g_00325
OG0000381	Syag.g_01820	Praf.g_00320
OG0000382	Syag.g_01838	Praf.g_00304
OG0000383	Syag.g_01843	Praf.g_00302
OG0000384	Syag.g_01844	Praf.g_00301
OG0000385	Syag.g_01845	Praf.g_00300
OG0000386	Syag.g_01846	Praf.g_00299
OG0000387	Syag.g_01876	Praf.g_00253
OG0000388	Syag.g_01880	Praf.g_00249
OG0000389	Syag.g_01884	Praf.g_00245
OG0000390	Syag.g_01903	Praf.g_00224
OG0000391	Syag.g_01908	Praf.g_00219
OG0000392	Syag.g_01914	Praf.g_00214
OG0000393	Syag.g_01917	Praf.g_00209
OG0000394	Syag.g_01918	Praf.g_00208
OG0000395	Syag.g_01919	Praf.g_00207
OG0000396	Syag.g_01922	Praf.g_02403
OG0000397	Syag.g_01924	Praf.g_02405
OG0000398	Syag.g_01929	Praf.g_02410
OG0000399	Syag.g_01930	Praf.g_02411
OG0000400	Syag.g_01931	Praf.g_02412
OG0000401	Syag.g_01932	Praf.g_02413
OG0000402	Syag.g_01934	Praf.g_02415
OG0000403	Syag.g_01935	Praf.g_02416
OG0000404	Syag.g_01937	Praf.g_02418
OG0000405	Syag.g_01949	Praf.g_02430
OG0000406	Syag.g_01953	Praf.g_02434
OG0000407	Syag.g_01954	Praf.g_02435
OG0000408	Syag.g_01956	Praf.g_02437
OG0000409	Syag.g_01958	Praf.g_02439
OG0000410	Syag.g_01959	Praf.g_02440
OG0000411	Syag.g_01960	Praf.g_02441
OG0000412	Syag.g_01961	Praf.g_02442
OG0000413	Syag.g_01963	Praf.g_02444
OG0000414	Syag.g_01964	Praf.g_02445
OG0000415	Syag.g_01965	Praf.g_02446
OG0000416	Syag.g_01966	Praf.g_02447
OG0000417	Syag.g_01967	Praf.g_02448
OG0000418	Syag.g_01973	Praf.g_02453
OG0000419	Syag.g_01975	Praf.g_02455
OG0000420	Syag.g_01977	Praf.g_02456
OG0000421	Syag.g_01982	Praf.g_02470
OG0000422	Syag.g_01983	Praf.g_02471
OG0000423	Syag.g_01984	Praf.g_02472
OG0000424	Syag.g_01985	Praf.g_02473
OG0000425	Syag.g_01986	Praf.g_02474
OG0000426	Syag.g_01987	Praf.g_02475
OG0000427	Syag.g_01988	Praf.g_02476
OG0000428	Syag.g_01991	Praf.g_01486
OG0000429	Syag.g_01993	Praf.g_02489
OG0000430	Syag.g_01995	Praf.g_02491
OG0000431	Syag.g_01998	Praf.g_02495
OG0000432	Syag.g_02007	Praf.g_02502
OG0000433	Syag.g_02009	Praf.g_02505
OG0000434	Syag.g_02010	Praf.g_02506
OG0000435	Syag.g_02017	Praf.g_02509
OG0000436	Syag.g_02028	Praf.g_02515
OG0000437	Syag.g_02029	Praf.g_02516
OG0000438	Syag.g_02031	Praf.g_02517
OG0000439	Syag.g_02033	Praf.g_02519
OG0000440	Syag.g_02034	Praf.g_02520
OG0000441	Syag.g_02041	Praf.g_02524
OG0000442	Syag.g_02044	Praf.g_02525
OG0000443	Syag.g_02046	Praf.g_02531
OG0000444	Syag.g_02053	Praf.g_02575
OG0000445	Syag.g_02054	Praf.g_02574
OG0000446	Syag.g_02056	Praf.g_02572
OG0000447	Syag.g_02059	Praf.g_02568
OG0000448	Syag.g_02060	Praf.g_02567
OG0000449	Syag.g_02061	Praf.g_02566
OG0000450	Syag.g_02066	Praf.g_02560
OG0000451	Syag.g_02067	Praf.g_02559
OG0000452	Syag.g_02071	Praf.g_02555
OG0000453	Syag.g_02072	Praf.g_02554
OG0000454	Syag.g_02073	Praf.g_02553
OG0000455	Syag.g_02074	Praf.g_02552
OG0000456	Syag.g_02075	Praf.g_02551
OG0000457	Syag.g_02077	Praf.g_02549
OG0000458	Syag.g_02080	Praf.g_02548
OG0000459	Syag.g_02081	Praf.g_02547
OG0000460	Syag.g_01786	Praf.g_00379
OG0000461	Syag.g_02675	Praf.g_02203
OG0000462	Syag.g_02672	Praf.g_02207
OG0000463	Syag.g_02671	Praf.g_02208
OG0000464	Syag.g_02670	Praf.g_02209
OG0000465	Syag.g_02668	Praf.g_02210
OG0000466	Syag.g_02662	Praf.g_02215
OG0000467	Syag.g_02660	Praf.g_02217
OG0000468	Syag.g_02636	Praf.g_02242
OG0000469	Syag.g_02621	Praf.g_02255
OG0000470	Syag.g_02619	Praf.g_02259
OG0000471	Syag.g_02618	Praf.g_02260
OG0000472	Syag.g_02616	Praf.g_02262
OG0000473	Syag.g_02614	Praf.g_02264
OG0000474	Syag.g_02613	Praf.g_02265
OG0000475	Syag.g_02612	Praf.g_02266
OG0000476	Syag.g_02610	Praf.g_02268
OG0000477	Syag.g_02604	Praf.g_02273
OG0000478	Syag.g_02603	Praf.g_02274
OG0000479	Syag.g_02602	Praf.g_02275
OG0000480	Syag.g_02595	Praf.g_02282
OG0000481	Syag.g_02593	Praf.g_02284
OG0000482	Syag.g_02592	Praf.g_02285
OG0000483	Syag.g_02588	Praf.g_02289
OG0000484	Syag.g_02587	Praf.g_02290
OG0000485	Syag.g_02586	Praf.g_02291
OG0000486	Syag.g_02585	Praf.g_02292
OG0000487	Syag.g_02579	Praf.g_02297
OG0000488	Syag.g_02575	Praf.g_02301
OG0000489	Syag.g_02565	Praf.g_02315
OG0000490	Syag.g_02553	Praf.g_02321
OG0000491	Syag.g_02551	Praf.g_02322
OG0000492	Syag.g_02549	Praf.g_02324
OG0000493	Syag.g_02548	Praf.g_02325
OG0000494	Syag.g_02547	Praf.g_02326
OG0000495	Syag.g_02546	Praf.g_02327
OG0000496	Syag.g_02545	Praf.g_02328
OG0000497	Syag.g_02544	Praf.g_02329
OG0000498	Syag.g_02543	Praf.g_02330
OG0000499	Syag.g_02542	Praf.g_02331
OG0000500	Syag.g_02541	Praf.g_02332
OG0000501	Syag.g_02538	Praf.g_02335
OG0000502	Syag.g_02467	Praf.g_02349
OG0000503	Syag.g_02843	Praf.g_02054
OG0000504	Syag.g_02845	Praf.g_02052
OG0000505	Syag.g_02846	Praf.g_02051
OG0000506	Syag.g_02849	Praf.g_02049
OG0000507	Syag.g_02855	Praf.g_02045
OG0000508	Syag.g_02860	Praf.g_02031
OG0000509	Syag.g_02862	Praf.g_02029
OG0000510	Syag.g_02863	Praf.g_02028
OG0000511	Syag.g_02864	Praf.g_02027
OG0000512	Syag.g_02866	Praf.g_02025
OG0000513	Syag.g_00009	Praf.g_02011
OG0000514	Syag.g_00018	Praf.g_02002
OG0000515	Syag.g_00019	Praf.g_02001
OG0000516	Syag.g_00025	Praf.g_01999
OG0000517	Syag.g_00032	Praf.g_01990
OG0000518	Syag.g_00044	Praf.g_01978
OG0000519	Syag.g_00045	Praf.g_01977
OG0000520	Syag.g_00046	Praf.g_01972
OG0000521	Syag.g_00054	Praf.g_01959
OG0000522	Syag.g_00056	Praf.g_01957
OG0000523	Syag.g_00057	Praf.g_01956
OG0000524	Syag.g_01327	Praf.g_01942
OG0000525	Syag.g_01345	Praf.g_01915
OG0000526	Syag.g_01348	Praf.g_01913
OG0000527	Syag.g_01354	Praf.g_01909
OG0000528	Syag.g_01532	Praf.g_00589
OG0000529	Syag.g_01527	Praf.g_00596
OG0000530	Syag.g_01524	Praf.g_00599
OG0000531	Syag.g_01523	Praf.g_00600
OG0000532	Syag.g_01520	Praf.g_00603
OG0000533	Syag.g_01518	Praf.g_00605
OG0000534	Syag.g_01517	Praf.g_00606
OG0000535	Syag.g_01516	Praf.g_00607
OG0000536	Syag.g_01515	Praf.g_00608
OG0000537	Syag.g_01514	Praf.g_00609
OG0000538	Syag.g_01502	Praf.g_00619
OG0000539	Syag.g_01501	Praf.g_00621
OG0000540	Syag.g_01500	Praf.g_00622
OG0000541	Syag.g_01499	Praf.g_00623
OG0000542	Syag.g_01496	Praf.g_00626
OG0000543	Syag.g_01494	Praf.g_00628
OG0000544	Syag.g_01493	Praf.g_00629
OG0000545	Syag.g_01491	Praf.g_00630
OG0000546	Syag.g_01489	Praf.g_00632
OG0000547	Syag.g_01487	Praf.g_00634
OG0000548	Syag.g_01486	Praf.g_00635
OG0000549	Syag.g_01480	Praf.g_00641
OG0000550	Syag.g_01474	Praf.g_00646
OG0000551	Syag.g_01470	Praf.g_00650
OG0000552	Syag.g_01469	Praf.g_00651
OG0000553	Syag.g_01464	Praf.g_00656
OG0000554	Syag.g_01453	Praf.g_00661
OG0000555	Syag.g_00075	Praf.g_00677
OG0000556	Syag.g_00257	Praf.g_00683
OG0000557	Syag.g_00267	Praf.g_00684
OG0000558	Syag.g_00269	Praf.g_00687
OG0000559	Syag.g_00273	Praf.g_00691
OG0000560	Syag.g_00276	Praf.g_00694
OG0000561	Syag.g_00277	Praf.g_00695
OG0000562	Syag.g_00278	Praf.g_00696
OG0000563	Syag.g_00279	Praf.g_00697
OG0000564	Syag.g_00280	Praf.g_00698
OG0000565	Syag.g_00284	Praf.g_00701
OG0000566	Syag.g_00288	Praf.g_00705
