Orthogroup	Syag	Syac
OG0000138	Syag.g_01511	Syac.g_01888
OG0000139	Syag.g_01448	Syac.g_01830
OG0000140	Syag.g_01446	Syac.g_01829
OG0000141	Syag.g_00351	Syac.g_00934
OG0000142	Syag.g_00410	Syac.g_00979
OG0000143	Syag.g_00414	Syac.g_00983
OG0000144	Syag.g_00493	Syac.g_01090
OG0000145	Syag.g_01504	Syac.g_01882
OG0000146	Syag.g_00800	Syac.g_01172
OG0000147	Syag.g_00799	Syac.g_01171
OG0000148	Syag.g_00693	Syac.g_01320
OG0000149	Syag.g_00731	Syac.g_00832
OG0000150	Syag.g_00352	Syac.g_00935
OG0000151	Syag.g_00623	Syac.g_01383
OG0000152	Syag.g_00810	Syac.g_01182
OG0000153	Syag.g_00845	Syac.g_01217
OG0000154	Syag.g_00870	Syac.g_01241
OG0000155	Syag.g_01107	Syac.g_00804
OG0000156	Syag.g_01166	Syac.g_00743
OG0000157	Syag.g_01167	Syac.g_00742
OG0000158	Syag.g_02422	Syac.g_00182
OG0000159	Syag.g_02425	Syac.g_00181
OG0000160	Syag.g_01415	Syac.g_01633
OG0000161	Syag.g_01409	Syac.g_01641
OG0000162	Syag.g_01402	Syac.g_01648
OG0000163	Syag.g_01618	Syac.g_00619
OG0000164	Syag.g_01725	Syac.g_00508
OG0000165	Syag.g_01733	Syac.g_00674
OG0000166	Syag.g_02733	Syac.g_02132
OG0000167	Syag.g_02437	Syac.g_00194
OG0000168	Syag.g_02417	Syac.g_00179
OG0000169	Syag.g_02405	Syac.g_00168
OG0000170	Syag.g_02398	Syac.g_00161
OG0000171	Syag.g_02368	Syac.g_00136
OG0000172	Syag.g_02360	Syac.g_00084
OG0000173	Syag.g_02337	Syac.g_00057
OG0000174	Syag.g_02175	Syac.g_02401
OG0000175	Syag.g_02240	Syac.g_02465
OG0000176	Syag.g_02276	Syac.g_00004
OG0000177	Syag.g_02277	Syac.g_00005
OG0000178	Syag.g_02278	Syac.g_00006
OG0000179	Syag.g_02293	Syac.g_00019
OG0000180	Syag.g_02294	Syac.g_00020
OG0000181	Syag.g_02295	Syac.g_00021
OG0000182	Syag.g_02296	Syac.g_00022
OG0000183	Syag.g_02300	Syac.g_00026
OG0000184	Syag.g_02110	Syac.g_02339
OG0000185	Syag.g_02092	Syac.g_02336
OG0000186	Syag.g_01815	Syac.g_00454
OG0000187	Syag.g_01816	Syac.g_00453
OG0000188	Syag.g_01839	Syac.g_00433
OG0000189	Syag.g_01872	Syac.g_00408
OG0000190	Syag.g_01874	Syac.g_00406
OG0000191	Syag.g_01909	Syac.g_00373
OG0000192	Syag.g_01915	Syac.g_00368
OG0000193	Syag.g_01952	Syac.g_00329
OG0000194	Syag.g_01955	Syac.g_00326
OG0000195	Syag.g_01957	Syac.g_00324
OG0000196	Syag.g_01968	Syac.g_00313
OG0000197	Syag.g_01969	Syac.g_00312
OG0000198	Syag.g_00108, Syag.g_01971	Syac.g_00311
OG0000199	Syag.g_01979	Syac.g_00303
OG0000200	Syag.g_01996	Syac.g_02261
OG0000201	Syag.g_02023	Syac.g_02278
OG0000202	Syag.g_02024	Syac.g_02279
OG0000203	Syag.g_02025	Syac.g_02280
OG0000204	Syag.g_02020, Syag.g_02026	Syac.g_02281
OG0000205	Syag.g_02035	Syac.g_02288
OG0000206	Syag.g_02047	Syac.g_02297
OG0000207	Syag.g_02051	Syac.g_02300
OG0000208	Syag.g_02052	Syac.g_02301
OG0000209	Syag.g_02069	Syac.g_02316
OG0000210	Syag.g_02070	Syac.g_02317
OG0000211	Syag.g_01788	Syac.g_01972
OG0000212	Syag.g_01777	Syac.g_01963
OG0000213	Syag.g_02632	Syac.g_02219
OG0000214	Syag.g_02615	Syac.g_02236
OG0000215	Syag.g_02584	Syac.g_00281
OG0000216	Syag.g_02580	Syac.g_00277
OG0000217	Syag.g_02576	Syac.g_00273
OG0000218	Syag.g_02574	Syac.g_00271
OG0000219	Syag.g_02573	Syac.g_00270
OG0000220	Syag.g_02572	Syac.g_00269
OG0000221	Syag.g_02566	Syac.g_00261
OG0000222	Syag.g_02550	Syac.g_00247
OG0000223	Syag.g_02475	Syac.g_00225
OG0000224	Syag.g_02471	Syac.g_00217
OG0000225	Syag.g_02861	Syac.g_02004
OG0000226	Syag.g_02865	Syac.g_02000
OG0000227	Syag.g_02867	Syac.g_01998
OG0000228	Syag.g_00004	Syac.g_01989
OG0000229	Syag.g_00033	Syac.g_00692
OG0000230	Syag.g_00035	Syac.g_00694
OG0000231	Syag.g_00048	Syac.g_00710
OG0000232	Syag.g_00059	Syac.g_01717
OG0000233	Syag.g_01330	Syac.g_01713
OG0000234	Syag.g_01358	Syac.g_01699
OG0000235	Syag.g_01529	Syac.g_01905
OG0000236	Syag.g_01513	Syac.g_01890
OG0000237	Syag.g_01495	Syac.g_01873
OG0000238	Syag.g_01490	Syac.g_01868
OG0000239	Syag.g_01472	Syac.g_01852
OG0000240	Syag.g_01471	Syac.g_01851
OG0000241	Syag.g_00396	Syac.g_00970
OG0000242	Syag.g_01456	Syac.g_01839
OG0000243	Syag.g_00255	Syac.g_01821
OG0000244	Syag.g_00268	Syac.g_01814
OG0000245	Syag.g_00270	Syac.g_01811
OG0000246	Syag.g_00274	Syac.g_01807
OG0000247	Syag.g_00286	Syac.g_01795
OG0000248	Syag.g_00289	Syac.g_01792
OG0000249	Syag.g_00291	Syac.g_01790
OG0000250	Syag.g_00299	Syac.g_01782
OG0000251	Syag.g_00328	Syac.g_01757
OG0000252	Syag.g_00331	Syac.g_01753
OG0000253	Syag.g_00333	Syac.g_01752
OG0000254	Syag.g_00356	Syac.g_00939
OG0000255	Syag.g_00369	Syac.g_00947
OG0000256	Syag.g_00385	Syac.g_00963
OG0000257	Syag.g_00395	Syac.g_00969
OG0000258	Syag.g_00423	Syac.g_00988
OG0000259	Syag.g_00560	Syac.g_01425
OG0000260	Syag.g_00570	Syac.g_01422
OG0000261	Syag.g_00581	Syac.g_01418
OG0000262	Syag.g_00586	Syac.g_01413
OG0000263	Syag.g_01079	Syac.g_01497
OG0000264	Syag.g_01011	Syac.g_00915
OG0000265	Syag.g_01021	Syac.g_00673
OG0000266	Syag.g_00907	Syac.g_01271
OG0000267	Syag.g_00762	Syac.g_01131
OG0000268	Syag.g_00763	Syac.g_01132
OG0000269	Syag.g_00662	Syac.g_01346
OG0000270	Syag.g_00665	Syac.g_01343
OG0000271	Syag.g_00673	Syac.g_01335
OG0000274	Syag.g_00714	Syac.g_00853
OG0000275	Syag.g_00717	Syac.g_00848
OG0000276	Syag.g_00723	Syac.g_00840
OG0000277	Syag.g_00724	Syac.g_00839
OG0000278	Syag.g_00727	Syac.g_00836
OG0000279	Syag.g_00735	Syac.g_00828
OG0000280	Syag.g_00741	Syac.g_00814
OG0000281	Syag.g_00572	Syac.g_02158
OG0000282	Syag.g_00611	Syac.g_01392
OG0000283	Syag.g_00775	Syac.g_01142
OG0000284	Syag.g_00780	Syac.g_01148
OG0000285	Syag.g_00791	Syac.g_01160
OG0000286	Syag.g_00809	Syac.g_01181
OG0000287	Syag.g_00838	Syac.g_01692, Syac.g_01209
OG0000288	Syag.g_00869	Syac.g_01240
OG0000289	Syag.g_00884	Syac.g_01254
OG0000290	Syag.g_00970	Syac.g_00881
OG0000291	Syag.g_00972	Syac.g_00883
OG0000292	Syag.g_02265	Syac.g_02487
OG0000293	Syag.g_01155	Syac.g_00754
OG0000294	Syag.g_01154	Syac.g_00755
OG0000295	Syag.g_01115	Syac.g_00796
OG0000296	Syag.g_01113	Syac.g_00798
OG0000297	Syag.g_01099	Syac.g_01475
OG0000298	Syag.g_01098	Syac.g_01476
OG0000299	Syag.g_01067	Syac.g_01503
OG0000301	Syag.g_01061	Syac.g_01511
OG0000302	Syag.g_01060	Syac.g_01512
OG0000303	Syag.g_01048	Syac.g_01520
OG0000304	Syag.g_01041	Syac.g_01526
OG0000305	Syag.g_00977	Syac.g_00886
OG0000306	Syag.g_00460	Syac.g_00810
OG0000307	Syag.g_01546	Syac.g_01924
OG0000308	Syag.g_01548	Syac.g_01926
OG0000309	Syag.g_01553	Syac.g_01931
OG0000310	Syag.g_01291	Syac.g_01607
OG0000311	Syag.g_01300	Syac.g_01611
OG0000312	Syag.g_01434	Syac.g_01619
OG0000313	Syag.g_00966, Syag.g_01412	Syac.g_01638
OG0000314	Syag.g_01380	Syac.g_01665
OG0000315	Syag.g_01369	Syac.g_01675
OG0000316	Syag.g_01641	Syac.g_00601
OG0000317	Syag.g_01684	Syac.g_00552
OG0000318	Syag.g_01688	Syac.g_00543
OG0000319	Syag.g_01710	Syac.g_00525
OG0000320	Syag.g_01712	Syac.g_00523
OG0000321	Syag.g_01713	Syac.g_00522
OG0000322	Syag.g_01714	Syac.g_00521
OG0000323	Syag.g_01728	Syac.g_00506
OG0000324	Syag.g_01757	Syac.g_00648
OG0000325	Syag.g_02690	Syac.g_02190
OG0000326	Syag.g_02698	Syac.g_02183
OG0000327	Syag.g_02728	Syac.g_02137
OG0000328	Syag.g_02729	Syac.g_02136
OG0000329	Syag.g_02747	Syac.g_02119
OG0000330	Syag.g_02748	Syac.g_02118
OG0000331	Syag.g_02749	Syac.g_02117
OG0000332	Syag.g_02764	Syac.g_02103
OG0000333	Syag.g_02767	Syac.g_02100
OG0000334	Syag.g_02777	Syac.g_02090
OG0000335	Syag.g_02782	Syac.g_02085
OG0000336	Syag.g_02786	Syac.g_02081
OG0000337	Syag.g_02445	Syac.g_00199
OG0000338	Syag.g_02440	Syac.g_00196
OG0000340	Syag.g_02416	Syac.g_00178
OG0000341	Syag.g_02414	Syac.g_00176
OG0000342	Syag.g_02413	Syac.g_00175
OG0000343	Syag.g_02411	Syac.g_00174
OG0000344	Syag.g_02407	Syac.g_00170
OG0000345	Syag.g_02397	Syac.g_00160
OG0000346	Syag.g_02392	Syac.g_00155
OG0000347	Syag.g_02366	Syac.g_00129
OG0000348	Syag.g_02357	Syac.g_00070, Syac.g_00074
OG0000349	Syag.g_02330	Syac.g_00050
OG0000350	Syag.g_02705	Syac.g_02176
OG0000351	Syag.g_02244	Syac.g_02468
OG0000352	Syag.g_02245	Syac.g_02469
OG0000353	Syag.g_02271	Syac.g_02493
OG0000354	Syag.g_01484	Syac.g_01862
OG0000355	Syag.g_02273	Syac.g_00001
OG0000356	Syag.g_02274	Syac.g_00002
OG0000357	Syag.g_02275	Syac.g_00003
OG0000358	Syag.g_02279	Syac.g_00007
OG0000359	Syag.g_02281	Syac.g_00009
OG0000360	Syag.g_02282	Syac.g_00010
OG0000361	Syag.g_02283	Syac.g_00011
OG0000362	Syag.g_02285	Syac.g_00013
OG0000363	Syag.g_02287	Syac.g_00015
OG0000364	Syag.g_02288	Syac.g_00016
OG0000365	Syag.g_02297	Syac.g_00023
OG0000366	Syag.g_02298	Syac.g_00024
OG0000367	Syag.g_02299	Syac.g_00025
OG0000368	Syag.g_02301	Syac.g_00027
OG0000369	Syag.g_02302	Syac.g_00028
OG0000370	Syag.g_02303	Syac.g_00029
OG0000371	Syag.g_02312	Syac.g_00036
OG0000372	Syag.g_02317	Syac.g_00041
OG0000373	Syag.g_02318	Syac.g_00042
OG0000374	Syag.g_02319	Syac.g_00043
OG0000375	Syag.g_02326	Syac.g_00046
OG0000376	Syag.g_02328	Syac.g_00048
OG0000377	Syag.g_02119	Syac.g_02346
OG0000378	Syag.g_02099	Syac.g_02338
OG0000379	Syag.g_02091	Syac.g_02335
OG0000380	Syag.g_01817	Syac.g_00452
OG0000381	Syag.g_01820	Syac.g_00449
OG0000382	Syag.g_01838	Syac.g_00434
OG0000383	Syag.g_01843	Syac.g_00432
OG0000384	Syag.g_01844	Syac.g_00431
OG0000385	Syag.g_01845	Syac.g_00430
OG0000386	Syag.g_01846	Syac.g_00429
OG0000387	Syag.g_01876	Syac.g_00404
OG0000388	Syag.g_01880	Syac.g_00401
OG0000389	Syag.g_01884	Syac.g_00397
OG0000390	Syag.g_01903	Syac.g_00379
OG0000391	Syag.g_01908	Syac.g_00374
OG0000392	Syag.g_01914	Syac.g_00369
OG0000393	Syag.g_01917	Syac.g_00366
OG0000394	Syag.g_01918	Syac.g_00365
OG0000395	Syag.g_01919	Syac.g_00364
OG0000396	Syag.g_01922	Syac.g_00361
OG0000397	Syag.g_01924	Syac.g_00359
OG0000398	Syag.g_01929	Syac.g_00354
OG0000399	Syag.g_01930	Syac.g_00353
OG0000400	Syag.g_01931	Syac.g_00352
OG0000401	Syag.g_01932	Syac.g_00351
OG0000402	Syag.g_01934	Syac.g_00348
OG0000403	Syag.g_01935	Syac.g_00347
OG0000404	Syag.g_01937	Syac.g_00345
OG0000405	Syag.g_01949	Syac.g_00332
OG0000406	Syag.g_01953	Syac.g_00328
OG0000407	Syag.g_01954	Syac.g_00327
OG0000408	Syag.g_01956	Syac.g_00325
OG0000409	Syag.g_01958	Syac.g_00323
OG0000410	Syag.g_01959	Syac.g_00322
OG0000411	Syag.g_01960	Syac.g_00321
OG0000412	Syag.g_01961	Syac.g_00320
OG0000413	Syag.g_01963	Syac.g_00318
OG0000414	Syag.g_01964	Syac.g_00317
OG0000415	Syag.g_01965	Syac.g_00316
OG0000416	Syag.g_01966	Syac.g_00315
OG0000417	Syag.g_01967	Syac.g_00314
OG0000418	Syag.g_01973	Syac.g_00309
OG0000419	Syag.g_01975	Syac.g_00307
OG0000420	Syag.g_01977	Syac.g_00305
OG0000421	Syag.g_01982	Syac.g_00300
OG0000422	Syag.g_01983	Syac.g_00299
OG0000423	Syag.g_01984	Syac.g_00298
OG0000424	Syag.g_01985	Syac.g_00297
OG0000425	Syag.g_01986	Syac.g_00296
OG0000426	Syag.g_01987	Syac.g_00295
OG0000427	Syag.g_01988	Syac.g_00294
OG0000428	Syag.g_01991	Syac.g_02257
OG0000429	Syag.g_01993	Syac.g_02259
OG0000430	Syag.g_01995	Syac.g_02260
OG0000431	Syag.g_01998	Syac.g_02264
OG0000432	Syag.g_02007	Syac.g_02270
OG0000433	Syag.g_02009	Syac.g_02272
OG0000434	Syag.g_02010	Syac.g_02273
OG0000435	Syag.g_02017	Syac.g_02277
OG0000436	Syag.g_02028	Syac.g_02282
OG0000437	Syag.g_02029	Syac.g_02283
OG0000438	Syag.g_02031	Syac.g_02284
OG0000439	Syag.g_02033	Syac.g_02286
OG0000440	Syag.g_02034	Syac.g_02287
OG0000441	Syag.g_02041	Syac.g_02294
OG0000442	Syag.g_02044	Syac.g_02295
OG0000443	Syag.g_02046	Syac.g_02296
OG0000444	Syag.g_02053	Syac.g_02303
OG0000445	Syag.g_02054	Syac.g_02304
OG0000446	Syag.g_02056	Syac.g_02305
OG0000447	Syag.g_02059	Syac.g_02308
OG0000448	Syag.g_02060	Syac.g_02309
OG0000449	Syag.g_02061	Syac.g_02310
OG0000450	Syag.g_02066	Syac.g_02313
OG0000451	Syag.g_02067	Syac.g_02314
OG0000452	Syag.g_02071	Syac.g_02318
OG0000453	Syag.g_02072	Syac.g_02319
OG0000454	Syag.g_02073	Syac.g_02320
OG0000455	Syag.g_02074	Syac.g_02321
OG0000456	Syag.g_02075	Syac.g_02322
OG0000457	Syag.g_02077	Syac.g_02324
OG0000458	Syag.g_02080	Syac.g_02325
OG0000459	Syag.g_02081	Syac.g_02326
OG0000460	Syag.g_01786	Syac.g_01970
OG0000461	Syag.g_02675	Syac.g_02198
OG0000462	Syag.g_02672	Syac.g_02201
OG0000463	Syag.g_02671	Syac.g_02202
OG0000464	Syag.g_02670	Syac.g_02203
OG0000465	Syag.g_02668	Syac.g_02204
OG0000466	Syag.g_02662	Syac.g_02208
OG0000467	Syag.g_02660	Syac.g_02210
OG0000468	Syag.g_02636	Syac.g_02216
OG0000469	Syag.g_02621	Syac.g_02230
OG0000470	Syag.g_02619	Syac.g_02232
OG0000471	Syag.g_02618	Syac.g_02233
OG0000472	Syag.g_02616	Syac.g_02235
OG0000473	Syag.g_02614	Syac.g_02237
OG0000474	Syag.g_02613	Syac.g_02238
OG0000475	Syag.g_02612	Syac.g_02239
OG0000476	Syag.g_02610	Syac.g_02241
OG0000477	Syag.g_02604	Syac.g_02247
OG0000478	Syag.g_02603	Syac.g_02248
OG0000479	Syag.g_02602	Syac.g_02249
OG0000480	Syag.g_02595	Syac.g_00293
OG0000481	Syag.g_02593	Syac.g_00291
OG0000482	Syag.g_02592	Syac.g_00290
OG0000483	Syag.g_02588	Syac.g_00286
OG0000484	Syag.g_02587	Syac.g_00285
OG0000485	Syag.g_02586	Syac.g_00284
OG0000486	Syag.g_02585	Syac.g_00283
OG0000487	Syag.g_02579	Syac.g_00276
OG0000488	Syag.g_02575	Syac.g_00272
OG0000489	Syag.g_02565	Syac.g_00260
OG0000490	Syag.g_02553	Syac.g_00249
OG0000491	Syag.g_02551	Syac.g_00248
OG0000492	Syag.g_02549	Syac.g_00246
OG0000493	Syag.g_02548	Syac.g_00245
OG0000494	Syag.g_02547	Syac.g_00244
OG0000495	Syag.g_02546	Syac.g_00243
OG0000496	Syag.g_02545	Syac.g_00242
OG0000497	Syag.g_02544	Syac.g_00241
OG0000498	Syag.g_02543	Syac.g_00240
OG0000499	Syag.g_02542	Syac.g_00239
OG0000500	Syag.g_02541	Syac.g_00238
OG0000501	Syag.g_02538	Syac.g_00235
OG0000502	Syag.g_02467	Syac.g_00223
OG0000503	Syag.g_02843	Syac.g_02020
OG0000504	Syag.g_02845	Syac.g_02018
OG0000505	Syag.g_02846	Syac.g_02017
OG0000506	Syag.g_02849	Syac.g_02015
OG0000507	Syag.g_02855	Syac.g_02009
OG0000508	Syag.g_02860	Syac.g_02005
OG0000509	Syag.g_02862	Syac.g_02003
OG0000510	Syag.g_02863	Syac.g_02002
OG0000511	Syag.g_02864	Syac.g_02001
OG0000512	Syag.g_02866	Syac.g_01999
OG0000513	Syag.g_00009	Syac.g_01984
OG0000514	Syag.g_00018	Syac.g_01977
OG0000515	Syag.g_00019	Syac.g_01976
OG0000516	Syag.g_00025	Syac.g_00697
OG0000517	Syag.g_00032	Syac.g_00691
OG0000518	Syag.g_00044	Syac.g_00707
OG0000519	Syag.g_00045	Syac.g_00708
OG0000520	Syag.g_00046	Syac.g_00709
OG0000521	Syag.g_00054	Syac.g_01721
OG0000522	Syag.g_00056	Syac.g_01719
OG0000523	Syag.g_00057	Syac.g_01718
OG0000524	Syag.g_01327	Syac.g_01716
OG0000525	Syag.g_01345	Syac.g_01709
OG0000526	Syag.g_01348	Syac.g_01706
OG0000527	Syag.g_01354	Syac.g_01702
OG0000528	Syag.g_01532	Syac.g_01911
OG0000529	Syag.g_01527	Syac.g_01903
OG0000530	Syag.g_01524	Syac.g_01900
OG0000531	Syag.g_01523	Syac.g_01899
OG0000532	Syag.g_01520	Syac.g_01896
OG0000533	Syag.g_01518	Syac.g_01895
OG0000534	Syag.g_01517	Syac.g_01894
OG0000535	Syag.g_01516	Syac.g_01893
OG0000536	Syag.g_01515	Syac.g_01892
OG0000537	Syag.g_01514	Syac.g_01891
OG0000538	Syag.g_01502	Syac.g_01880
OG0000539	Syag.g_01501	Syac.g_01879
OG0000540	Syag.g_01500	Syac.g_01878
OG0000541	Syag.g_01499	Syac.g_01877
OG0000542	Syag.g_01496	Syac.g_01874
OG0000543	Syag.g_01494	Syac.g_01872
OG0000544	Syag.g_01493	Syac.g_01871
OG0000545	Syag.g_01491	Syac.g_01869
OG0000546	Syag.g_01489	Syac.g_01867
OG0000547	Syag.g_01487	Syac.g_01865
OG0000548	Syag.g_01486	Syac.g_01864
OG0000549	Syag.g_01480	Syac.g_01858
OG0000550	Syag.g_01474	Syac.g_01854
OG0000551	Syag.g_01470	Syac.g_01849
OG0000552	Syag.g_01469	Syac.g_01848
OG0000553	Syag.g_01464	Syac.g_01846
OG0000554	Syag.g_01453	Syac.g_01835
OG0000555	Syag.g_00075	Syac.g_01822
OG0000556	Syag.g_00257	Syac.g_01817
OG0000557	Syag.g_00267	Syac.g_01815
OG0000558	Syag.g_00269	Syac.g_01813
OG0000559	Syag.g_00273	Syac.g_01808
OG0000560	Syag.g_00276	Syac.g_01805
OG0000561	Syag.g_00277	Syac.g_01804
OG0000562	Syag.g_00278	Syac.g_01803
OG0000563	Syag.g_00279	Syac.g_01802
OG0000564	Syag.g_00280	Syac.g_01801
OG0000565	Syag.g_00284	Syac.g_01797
OG0000566	Syag.g_00288	Syac.g_01793
OG0000567	Syag.g_00292	Syac.g_01789
OG0000568	Syag.g_00295	Syac.g_01786
OG0000569	Syag.g_00296	Syac.g_01785
OG0000570	Syag.g_00297	Syac.g_01784
OG0000571	Syag.g_00301	Syac.g_01780
OG0000572	Syag.g_00251, Syag.g_00320	Syac.g_01765
OG0000573	Syag.g_00329	Syac.g_01755
OG0000574	Syag.g_00330	Syac.g_01754
OG0000575	Syag.g_00335	Syac.g_01750
