Orthogroup	Syag	Prak
OG0000102	Syag.g_02387	Prak.g_01847
OG0000103	Syag.g_02253	Prak.g_01932
OG0000104	Syag.g_02268	Prak.g_01941
OG0000105	Syag.g_02606	Prak.g_00292
OG0000106	Syag.g_00462	Prak.g_00687
OG0000108	Syag.g_01528	Prak.g_00441
OG0000109	Syag.g_01512	Prak.g_00455
OG0000110	Syag.g_00303	Prak.g_00535
OG0000111	Syag.g_00984	Prak.g_00830
OG0000112	Syag.g_00801	Prak.g_00608
OG0000113	Syag.g_00699	Prak.g_00868
OG0000114	Syag.g_00609	Prak.g_00770
OG0000115	Syag.g_01397	Prak.g_01241
OG0000116	Syag.g_01156	Prak.g_01183
OG0000117	Syag.g_01097	Prak.g_01145
OG0000118	Syag.g_01232	Prak.g_01290
OG0000120	Syag.g_02535	Prak.g_01349
OG0000121	Syag.g_01414	Prak.g_01393
OG0000122	Syag.g_00446	Prak.g_01248, Prak.g_01434
OG0000123	Syag.g_02781	Prak.g_01787
OG0000124	Syag.g_02367	Prak.g_01859
OG0000125	Syag.g_02136, Syag.g_02134	Prak.g_01895
OG0000126	Syag.g_02266	Prak.g_01940
OG0000128	Syag.g_02284	Prak.g_00011
OG0000129	Syag.g_02121	Prak.g_00045
OG0000130	Syag.g_01819	Prak.g_00074
OG0000131	Syag.g_01951	Prak.g_00156
OG0000132	Syag.g_01972	Prak.g_00176
OG0000133	Syag.g_00806	Prak.g_00339
OG0000134	Syag.g_00008	Prak.g_00381
OG0000135	Syag.g_02171	Prak.g_01259
OG0000136	Syag.g_00038	Prak.g_00403
OG0000137	Syag.g_01356	Prak.g_00436
OG0000138	Syag.g_01511	Prak.g_00456
OG0000139	Syag.g_01448	Prak.g_00496
OG0000140	Syag.g_01446	Prak.g_00497
OG0000141	Syag.g_00351	Prak.g_00569
OG0000142	Syag.g_00410	Prak.g_01108
OG0000143	Syag.g_00414	Prak.g_01104
OG0000144	Syag.g_00493	Prak.g_01090
OG0000145	Syag.g_01504	Prak.g_01261
OG0000146	Syag.g_00800	Prak.g_00607
OG0000147	Syag.g_00799	Prak.g_00606
OG0000148	Syag.g_00693	Prak.g_00862
OG0000149	Syag.g_00731	Prak.g_00894
OG0000150	Syag.g_00352	Prak.g_00904
OG0000151	Syag.g_00623	Prak.g_00780
OG0000152	Syag.g_00810	Prak.g_00973
OG0000153	Syag.g_00845	Prak.g_00992
OG0000154	Syag.g_00870	Prak.g_01012
OG0000155	Syag.g_01107	Prak.g_01151
OG0000156	Syag.g_01166	Prak.g_01266
OG0000157	Syag.g_01167	Prak.g_01267
OG0000158	Syag.g_02422	Prak.g_01824
OG0000160	Syag.g_01415	Prak.g_01392
OG0000161	Syag.g_01409	Prak.g_01398
OG0000162	Syag.g_01402	Prak.g_01404
OG0000163	Syag.g_01618	Prak.g_01443
OG0000164	Syag.g_01725	Prak.g_01669
OG0000165	Syag.g_01733	Prak.g_01676
OG0000166	Syag.g_02733	Prak.g_01743
OG0000167	Syag.g_02437	Prak.g_01814
OG0000168	Syag.g_02417	Prak.g_01825
OG0000169	Syag.g_02405	Prak.g_01835
OG0000170	Syag.g_02398	Prak.g_01838
OG0000171	Syag.g_02368	Prak.g_01858
OG0000172	Syag.g_02360	Prak.g_01865
OG0000173	Syag.g_02337	Prak.g_01880
OG0000174	Syag.g_02175	Prak.g_01910
OG0000175	Syag.g_02240	Prak.g_01923
OG0000176	Syag.g_02276	Prak.g_00004
OG0000177	Syag.g_02277	Prak.g_00005
OG0000178	Syag.g_02278	Prak.g_00006
OG0000179	Syag.g_02293	Prak.g_00016
OG0000180	Syag.g_02294	Prak.g_00017
OG0000181	Syag.g_02295	Prak.g_00018
OG0000182	Syag.g_02296	Prak.g_00019
OG0000183	Syag.g_02300	Prak.g_00023
OG0000184	Syag.g_02110	Prak.g_00049
OG0000185	Syag.g_02092	Prak.g_00052
OG0000186	Syag.g_01815	Prak.g_00068
OG0000187	Syag.g_01816	Prak.g_00069
OG0000188	Syag.g_01839	Prak.g_00086
OG0000189	Syag.g_01872	Prak.g_00100
OG0000190	Syag.g_01874	Prak.g_00102
OG0000191	Syag.g_01909	Prak.g_00125
OG0000192	Syag.g_01915	Prak.g_00130
OG0000193	Syag.g_01952	Prak.g_00157
OG0000194	Syag.g_01955	Prak.g_00160
OG0000195	Syag.g_01957	Prak.g_00162
OG0000196	Syag.g_01968	Prak.g_00173
OG0000197	Syag.g_01969	Prak.g_00174
OG0000198	Syag.g_00108, Syag.g_01971	Prak.g_00175
OG0000199	Syag.g_01979	Prak.g_00182
OG0000200	Syag.g_01996	Prak.g_00196
OG0000201	Syag.g_02019	Prak.g_00205
OG0000202	Syag.g_02024	Prak.g_00206
OG0000203	Syag.g_02025	Prak.g_00207
OG0000204	Syag.g_02020, Syag.g_02026	Prak.g_00208
OG0000205	Syag.g_02035	Prak.g_00215
OG0000206	Syag.g_02047	Prak.g_00220
OG0000207	Syag.g_02051	Prak.g_00223
OG0000208	Syag.g_02052	Prak.g_00224
OG0000209	Syag.g_02069	Prak.g_00233
OG0000210	Syag.g_02070	Prak.g_00234
OG0000211	Syag.g_01788	Prak.g_00249
OG0000212	Syag.g_01777	Prak.g_00257
OG0000213	Syag.g_02632	Prak.g_00275
OG0000214	Syag.g_02615	Prak.g_00285
OG0000215	Syag.g_02584	Prak.g_00312
OG0000216	Syag.g_02580	Prak.g_00313
OG0000217	Syag.g_02576	Prak.g_00316
OG0000218	Syag.g_02574	Prak.g_00318
OG0000219	Syag.g_02573	Prak.g_00319
OG0000220	Syag.g_02572	Prak.g_00320
OG0000221	Syag.g_02566	Prak.g_00321
OG0000222	Syag.g_02550	Prak.g_00328
OG0000223	Syag.g_02475	Prak.g_00340
OG0000224	Syag.g_02471	Prak.g_00342
OG0000225	Syag.g_02861	Prak.g_00368
OG0000226	Syag.g_02865	Prak.g_00372
OG0000227	Syag.g_02867	Prak.g_00374
OG0000228	Syag.g_00004	Prak.g_00378
OG0000229	Syag.g_00033	Prak.g_00398
OG0000230	Syag.g_00035	Prak.g_00400
OG0000231	Syag.g_00048	Prak.g_00411
OG0000232	Syag.g_00059	Prak.g_00422
OG0000233	Syag.g_01330	Prak.g_00428
OG0000234	Syag.g_01358	Prak.g_00437
OG0000235	Syag.g_01529	Prak.g_00440
OG0000236	Syag.g_01513	Prak.g_00454
OG0000237	Syag.g_01495	Prak.g_00467
OG0000238	Syag.g_01490	Prak.g_00473
OG0000239	Syag.g_01472	Prak.g_00484
OG0000240	Syag.g_01471	Prak.g_00485
OG0000241	Syag.g_00396	Prak.g_00489
OG0000242	Syag.g_01456	Prak.g_00491
OG0000243	Syag.g_00255	Prak.g_00502
OG0000244	Syag.g_00268	Prak.g_00506
OG0000245	Syag.g_00270	Prak.g_00508
OG0000246	Syag.g_00274	Prak.g_00512
OG0000247	Syag.g_00286	Prak.g_00522
OG0000248	Syag.g_00289	Prak.g_00525
OG0000249	Syag.g_00291	Prak.g_00527
OG0000250	Syag.g_00299	Prak.g_00532
OG0000251	Syag.g_00328	Prak.g_00552
OG0000252	Syag.g_00331	Prak.g_00555
OG0000253	Syag.g_00333	Prak.g_00556
OG0000254	Syag.g_00356	Prak.g_00573
OG0000255	Syag.g_00369	Prak.g_00579
OG0000256	Syag.g_00385	Prak.g_00589
OG0000257	Syag.g_00395	Prak.g_01113
OG0000258	Syag.g_00423	Prak.g_01099
OG0000259	Syag.g_00560	Prak.g_01082
OG0000260	Syag.g_00570	Prak.g_01079
OG0000261	Syag.g_00581	Prak.g_01076
OG0000262	Syag.g_00586	Prak.g_01072
OG0000263	Syag.g_01079	Prak.g_00808
OG0000264	Syag.g_01011	Prak.g_00819
OG0000265	Syag.g_01021	Prak.g_00837
OG0000266	Syag.g_00907	Prak.g_01053
OG0000267	Syag.g_00762	Prak.g_01041
OG0000268	Syag.g_00763	Prak.g_01040
OG0000269	Syag.g_00662	Prak.g_00840
OG0000270	Syag.g_00665	Prak.g_00843
OG0000271	Syag.g_00673	Prak.g_00851
OG0000274	Syag.g_00714	Prak.g_00877
OG0000275	Syag.g_00717	Prak.g_00880
OG0000276	Syag.g_00723	Prak.g_00886
OG0000277	Syag.g_00724	Prak.g_00887
OG0000278	Syag.g_00727	Prak.g_00890
OG0000279	Syag.g_00735	Prak.g_00897
OG0000280	Syag.g_00741	Prak.g_00898
OG0000281	Syag.g_00572	Prak.g_00905
OG0000282	Syag.g_00611	Prak.g_00772
OG0000283	Syag.g_00775	Prak.g_00949
OG0000284	Syag.g_00780	Prak.g_00954
OG0000285	Syag.g_00791	Prak.g_00959
OG0000286	Syag.g_00809	Prak.g_00972
OG0000287	Syag.g_00838	Prak.g_01238
OG0000288	Syag.g_00869	Prak.g_01011
OG0000289	Syag.g_00884	Prak.g_01027
OG0000290	Syag.g_00970	Prak.g_00923
OG0000291	Syag.g_00972	Prak.g_00921
OG0000292	Syag.g_02265	Prak.g_01217
OG0000293	Syag.g_01155	Prak.g_01182
OG0000294	Syag.g_01154	Prak.g_01181
OG0000295	Syag.g_01115	Prak.g_01158
OG0000296	Syag.g_01113	Prak.g_01156
OG0000297	Syag.g_01099	Prak.g_01147
OG0000298	Syag.g_01098	Prak.g_01146
OG0000299	Syag.g_01067	Prak.g_01127
OG0000301	Syag.g_01061	Prak.g_01123
OG0000302	Syag.g_01060	Prak.g_01121
OG0000303	Syag.g_01048	Prak.g_01115
OG0000304	Syag.g_01041	Prak.g_00594
OG0000305	Syag.g_00977	Prak.g_01215
OG0000306	Syag.g_00460	Prak.g_00909
OG0000307	Syag.g_01546	Prak.g_01338
OG0000308	Syag.g_01548	Prak.g_01339
OG0000309	Syag.g_01553	Prak.g_01343
OG0000310	Syag.g_01291	Prak.g_01377
OG0000311	Syag.g_01300	Prak.g_01379
OG0000312	Syag.g_01434	Prak.g_01382
OG0000313	Syag.g_00966, Syag.g_01412	Prak.g_01395
OG0000314	Syag.g_01380	Prak.g_01418
OG0000315	Syag.g_01369	Prak.g_01428
OG0000316	Syag.g_01641	Prak.g_01453
OG0000317	Syag.g_01684	Prak.g_01642
OG0000318	Syag.g_01688	Prak.g_01646
OG0000319	Syag.g_01710	Prak.g_01659
OG0000320	Syag.g_01712	Prak.g_01661
OG0000321	Syag.g_01713	Prak.g_01662
OG0000322	Syag.g_01714	Prak.g_01663
OG0000323	Syag.g_01728	Prak.g_01672
OG0000324	Syag.g_01757	Prak.g_01699
OG0000325	Syag.g_02690	Prak.g_01710
OG0000326	Syag.g_02698	Prak.g_01717
OG0000327	Syag.g_02728	Prak.g_01738
OG0000328	Syag.g_02729	Prak.g_01739
OG0000329	Syag.g_02747	Prak.g_01756
OG0000330	Syag.g_02748	Prak.g_01757
OG0000331	Syag.g_02749	Prak.g_01758
OG0000332	Syag.g_02764	Prak.g_01772
OG0000333	Syag.g_02767	Prak.g_01774
OG0000334	Syag.g_02777	Prak.g_01783
OG0000335	Syag.g_02782	Prak.g_01788
OG0000336	Syag.g_02786	Prak.g_01792
OG0000337	Syag.g_02445	Prak.g_01810
OG0000338	Syag.g_02440	Prak.g_01811
OG0000340	Syag.g_02416	Prak.g_01826
OG0000341	Syag.g_02414	Prak.g_01828
OG0000342	Syag.g_02413	Prak.g_01829
OG0000343	Syag.g_02411	Prak.g_01830
OG0000344	Syag.g_02407	Prak.g_01833
OG0000345	Syag.g_02397	Prak.g_01839
OG0000346	Syag.g_02392	Prak.g_01843
OG0000347	Syag.g_02366	Prak.g_01860
OG0000348	Syag.g_02357	Prak.g_01868
OG0000349	Syag.g_02330	Prak.g_01886
OG0000350	Syag.g_02705	Prak.g_00656
OG0000351	Syag.g_02244	Prak.g_01926
OG0000352	Syag.g_02245	Prak.g_01927
OG0000353	Syag.g_02271	Prak.g_01944
OG0000355	Syag.g_02273	Prak.g_00001
OG0000356	Syag.g_02274	Prak.g_00002
OG0000357	Syag.g_02275	Prak.g_00003
OG0000358	Syag.g_02279	Prak.g_00007
OG0000359	Syag.g_02281	Prak.g_00008
OG0000360	Syag.g_02282	Prak.g_00009
OG0000361	Syag.g_02283	Prak.g_00010
OG0000362	Syag.g_02285	Prak.g_00012
OG0000363	Syag.g_02287	Prak.g_00014
OG0000364	Syag.g_02288	Prak.g_00015
OG0000365	Syag.g_02297	Prak.g_00020
OG0000366	Syag.g_02298	Prak.g_00021
OG0000367	Syag.g_02299	Prak.g_00022
OG0000368	Syag.g_02301	Prak.g_00024
OG0000369	Syag.g_02302	Prak.g_00025
OG0000370	Syag.g_02303	Prak.g_00026
OG0000371	Syag.g_02312	Prak.g_00033
OG0000372	Syag.g_02317	Prak.g_00036
OG0000373	Syag.g_02318	Prak.g_00037
OG0000374	Syag.g_02319	Prak.g_00038
OG0000375	Syag.g_02326	Prak.g_00040
OG0000376	Syag.g_02328	Prak.g_00042
OG0000377	Syag.g_02119	Prak.g_00046
OG0000378	Syag.g_02099	Prak.g_00050
OG0000379	Syag.g_02091	Prak.g_00053
OG0000380	Syag.g_01817	Prak.g_00070
OG0000381	Syag.g_01820	Prak.g_00075
OG0000382	Syag.g_01838	Prak.g_00085
OG0000383	Syag.g_01843	Prak.g_00087
OG0000384	Syag.g_01844	Prak.g_00088
OG0000385	Syag.g_01845	Prak.g_00089
OG0000386	Syag.g_01846	Prak.g_00090
OG0000387	Syag.g_01876	Prak.g_00104
OG0000388	Syag.g_01880	Prak.g_00108
OG0000389	Syag.g_01884	Prak.g_00111
OG0000390	Syag.g_01903	Prak.g_00121
OG0000391	Syag.g_01908	Prak.g_00124
OG0000392	Syag.g_01914	Prak.g_00128
OG0000393	Syag.g_01917	Prak.g_00131
OG0000394	Syag.g_01918	Prak.g_00132
OG0000395	Syag.g_01919	Prak.g_00133
OG0000396	Syag.g_01922	Prak.g_00135
OG0000397	Syag.g_01924	Prak.g_00137
OG0000398	Syag.g_01929	Prak.g_00140
OG0000399	Syag.g_01930	Prak.g_00141
OG0000400	Syag.g_01931	Prak.g_00142
OG0000401	Syag.g_01932	Prak.g_00143
OG0000402	Syag.g_01934	Prak.g_01035
OG0000403	Syag.g_01935	Prak.g_00145
OG0000404	Syag.g_01937	Prak.g_00146
OG0000405	Syag.g_01949	Prak.g_00150
OG0000406	Syag.g_01953	Prak.g_00158
OG0000407	Syag.g_01954	Prak.g_00159
OG0000408	Syag.g_01956	Prak.g_00161
OG0000409	Syag.g_01958	Prak.g_00163
OG0000410	Syag.g_01959	Prak.g_00164
OG0000411	Syag.g_01960	Prak.g_00165
OG0000412	Syag.g_01961	Prak.g_00166
OG0000413	Syag.g_01963	Prak.g_00168
OG0000414	Syag.g_01964	Prak.g_00169
OG0000415	Syag.g_01965	Prak.g_00170
OG0000416	Syag.g_01966	Prak.g_00171
OG0000417	Syag.g_01967	Prak.g_00172
OG0000418	Syag.g_01973	Prak.g_00177
OG0000419	Syag.g_01975	Prak.g_00179
OG0000420	Syag.g_01977	Prak.g_00180
OG0000421	Syag.g_01982	Prak.g_00185
OG0000422	Syag.g_01983	Prak.g_00186
OG0000423	Syag.g_01984	Prak.g_00187
OG0000424	Syag.g_01985	Prak.g_00188
OG0000425	Syag.g_01986	Prak.g_00189
OG0000426	Syag.g_01987	Prak.g_00190
OG0000427	Syag.g_01988	Prak.g_00191
OG0000428	Syag.g_01991	Prak.g_00193
OG0000429	Syag.g_01993	Prak.g_00194
OG0000430	Syag.g_01995	Prak.g_00195
OG0000431	Syag.g_01998	Prak.g_00197
OG0000432	Syag.g_02007	Prak.g_00201
OG0000433	Syag.g_02009	Prak.g_00202
OG0000434	Syag.g_02010	Prak.g_00203
OG0000435	Syag.g_02017	Prak.g_00204
OG0000436	Syag.g_02028	Prak.g_00209
OG0000437	Syag.g_02029	Prak.g_00210
OG0000438	Syag.g_02031	Prak.g_00211
OG0000439	Syag.g_02033	Prak.g_00213
OG0000440	Syag.g_02034	Prak.g_00214
OG0000441	Syag.g_02041	Prak.g_00217
OG0000442	Syag.g_02044	Prak.g_00218
OG0000443	Syag.g_02046	Prak.g_00219
OG0000444	Syag.g_02053	Prak.g_00225
OG0000445	Syag.g_02054	Prak.g_00226
OG0000446	Syag.g_02056	Prak.g_00227
OG0000447	Syag.g_02059	Prak.g_00228
OG0000448	Syag.g_02060	Prak.g_00229
OG0000449	Syag.g_02061	Prak.g_00230
OG0000450	Syag.g_02066	Prak.g_00231
OG0000451	Syag.g_02067	Prak.g_00232
OG0000452	Syag.g_02071	Prak.g_00235
OG0000453	Syag.g_02072	Prak.g_00236
OG0000454	Syag.g_02073	Prak.g_00237
OG0000455	Syag.g_02074	Prak.g_00238
OG0000456	Syag.g_02075	Prak.g_00239
OG0000457	Syag.g_02077	Prak.g_00241
OG0000458	Syag.g_02080	Prak.g_00242
OG0000459	Syag.g_02081	Prak.g_00243
OG0000460	Syag.g_01786	Prak.g_00251
OG0000461	Syag.g_02675	Prak.g_00259
OG0000462	Syag.g_02672	Prak.g_00261
OG0000463	Syag.g_02671	Prak.g_00262
OG0000464	Syag.g_02670	Prak.g_00263
OG0000465	Syag.g_02668	Prak.g_00264
OG0000466	Syag.g_02662	Prak.g_00267
OG0000467	Syag.g_02660	Prak.g_00268
OG0000468	Syag.g_02636	Prak.g_00271
OG0000469	Syag.g_02621	Prak.g_00279
OG0000470	Syag.g_02619	Prak.g_00281
OG0000471	Syag.g_02618	Prak.g_00282
OG0000472	Syag.g_02616	Prak.g_00284
OG0000473	Syag.g_02614	Prak.g_00286
OG0000474	Syag.g_02613	Prak.g_00287
OG0000475	Syag.g_02612	Prak.g_00288
OG0000476	Syag.g_02610	Prak.g_00290
OG0000477	Syag.g_02604	Prak.g_00293
OG0000478	Syag.g_02603	Prak.g_00294
OG0000479	Syag.g_02602	Prak.g_00295
OG0000480	Syag.g_02595	Prak.g_00300
OG0000481	Syag.g_02593	Prak.g_00303
OG0000482	Syag.g_02592	Prak.g_00304
OG0000483	Syag.g_02588	Prak.g_00307
OG0000484	Syag.g_02587	Prak.g_00308
OG0000485	Syag.g_02586	Prak.g_00310
OG0000486	Syag.g_02585	Prak.g_00311
OG0000487	Syag.g_02579	Prak.g_00314
OG0000488	Syag.g_02575	Prak.g_00317
OG0000489	Syag.g_02565	Prak.g_00322
OG0000490	Syag.g_02553	Prak.g_00326
OG0000491	Syag.g_02551	Prak.g_00327
OG0000492	Syag.g_02549	Prak.g_00329
OG0000493	Syag.g_02548	Prak.g_00330
OG0000494	Syag.g_02547	Prak.g_00331
OG0000495	Syag.g_02546	Prak.g_00332
OG0000496	Syag.g_02545	Prak.g_00333
OG0000497	Syag.g_02544	Prak.g_00334
OG0000498	Syag.g_02543	Prak.g_00335
OG0000499	Syag.g_02542	Prak.g_00336
OG0000500	Syag.g_02541	Prak.g_00337
OG0000501	Syag.g_02538	Prak.g_00338
OG0000502	Syag.g_02467	Prak.g_00341
OG0000503	Syag.g_02843	Prak.g_00356
OG0000504	Syag.g_02845	Prak.g_00358
OG0000505	Syag.g_02846	Prak.g_00359
OG0000506	Syag.g_02849	Prak.g_00360
OG0000507	Syag.g_02855	Prak.g_00363
OG0000508	Syag.g_02860	Prak.g_00367
OG0000509	Syag.g_02862	Prak.g_00369
OG0000510	Syag.g_02863	Prak.g_00370
OG0000511	Syag.g_02864	Prak.g_00371
OG0000512	Syag.g_02866	Prak.g_00373
OG0000513	Syag.g_00009	Prak.g_00382
OG0000514	Syag.g_00018	Prak.g_00393
OG0000515	Syag.g_00019	Prak.g_00394
OG0000516	Syag.g_00025	Prak.g_00395
OG0000517	Syag.g_00032	Prak.g_00397
OG0000518	Syag.g_00044	Prak.g_00408
OG0000519	Syag.g_00045	Prak.g_00409
OG0000520	Syag.g_00046	Prak.g_00410
OG0000521	Syag.g_00054	Prak.g_00418
OG0000522	Syag.g_00056	Prak.g_00420
OG0000523	Syag.g_00057	Prak.g_00421
OG0000524	Syag.g_01327	Prak.g_00426
OG0000525	Syag.g_01345	Prak.g_00430
OG0000526	Syag.g_01348	Prak.g_00431
OG0000527	Syag.g_01354	Prak.g_00434
OG0000528	Syag.g_01532	Prak.g_00439
OG0000529	Syag.g_01527	Prak.g_00442
OG0000530	Syag.g_01524	Prak.g_00445
OG0000531	Syag.g_01523	Prak.g_00446
OG0000532	Syag.g_01520	Prak.g_00448
OG0000533	Syag.g_01518	Prak.g_00449
OG0000534	Syag.g_01517	Prak.g_00450
OG0000535	Syag.g_01516	Prak.g_00451
OG0000536	Syag.g_01515	Prak.g_00452
OG0000537	Syag.g_01514	Prak.g_00453
OG0000538	Syag.g_01502	Prak.g_00462
OG0000539	Syag.g_01501	Prak.g_00463
OG0000540	Syag.g_01500	Prak.g_00464
OG0000541	Syag.g_01499	Prak.g_00465
OG0000542	Syag.g_01496	Prak.g_00466
OG0000543	Syag.g_01494	Prak.g_00468
OG0000544	Syag.g_01493	Prak.g_00469
OG0000545	Syag.g_01491	Prak.g_00471
OG0000546	Syag.g_01489	Prak.g_00474
OG0000547	Syag.g_01487	Prak.g_00476
OG0000548	Syag.g_01486	Prak.g_00477
OG0000549	Syag.g_01480	Prak.g_00479
OG0000550	Syag.g_01474	Prak.g_00483
OG0000551	Syag.g_01470	Prak.g_00486
OG0000552	Syag.g_01469	Prak.g_00487
OG0000553	Syag.g_01464	Prak.g_00488
OG0000554	Syag.g_01453	Prak.g_00493
OG0000555	Syag.g_00075	Prak.g_00501
OG0000556	Syag.g_00257	Prak.g_00503
OG0000557	Syag.g_00267	Prak.g_00504
OG0000558	Syag.g_00269	Prak.g_00507
OG0000559	Syag.g_00273	Prak.g_00511
OG0000560	Syag.g_00276	Prak.g_00514
OG0000561	Syag.g_00277	Prak.g_00515
OG0000562	Syag.g_00278	Prak.g_00516
OG0000563	Syag.g_00279	Prak.g_00517
OG0000564	Syag.g_00280	Prak.g_00518
OG0000565	Syag.g_00284	Prak.g_00520
OG0000566	Syag.g_00288	Prak.g_00524
OG0000567	Syag.g_00292	Prak.g_00528
OG0000568	Syag.g_00295	Prak.g_00529
OG0000569	Syag.g_00296	Prak.g_00530
OG0000570	Syag.g_00297	Prak.g_00531
OG0000571	Syag.g_00301	Prak.g_00533
OG0000572	Syag.g_00251, Syag.g_00320	Prak.g_00547
OG0000573	Syag.g_00329	Prak.g_00553
OG0000574	Syag.g_00330	Prak.g_00554
OG0000575	Syag.g_00335	Prak.g_00558
OG0000576	Syag.g_00337	Prak.g_00560
OG0000577	Syag.g_00338	Prak.g_00561
OG0000578	Syag.g_00339	Prak.g_00562
OG0000579	Syag.g_00340	Prak.g_00563
OG0000580	Syag.g_00341	Prak.g_00564
OG0000581	Syag.g_00348	Prak.g_00567
OG0000582	Syag.g_00353	Prak.g_00570
OG0000583	Syag.g_00354	Prak.g_00571
OG0000584	Syag.g_00355	Prak.g_00572
OG0000585	Syag.g_00357	Prak.g_00574
OG0000586	Syag.g_00358	Prak.g_00575
