Orthogroup	Syag	Prbk
OG0000154	Syag.g_00870	Prbk.g_00584
OG0000155	Syag.g_01107	Prbk.g_00099
OG0000156	Syag.g_01166	Prbk.g_00164
OG0000157	Syag.g_01167	Prbk.g_00163
OG0000158	Syag.g_02422	Prbk.g_00526
OG0000160	Syag.g_01415	Prbk.g_00260
OG0000161	Syag.g_01409	Prbk.g_00274
OG0000162	Syag.g_01402	Prbk.g_00280
OG0000163	Syag.g_01618	Prbk.g_02002
OG0000164	Syag.g_01725	Prbk.g_01432
OG0000165	Syag.g_01733	Prbk.g_01423
OG0000166	Syag.g_02733	Prbk.g_00982
OG0000167	Syag.g_02437	Prbk.g_00512
OG0000168	Syag.g_02417	Prbk.g_00527
OG0000169	Syag.g_02405	Prbk.g_00220
OG0000170	Syag.g_02398	Prbk.g_00232
OG0000171	Syag.g_02368	Prbk.g_01538
OG0000172	Syag.g_02360	Prbk.g_01573
OG0000173	Syag.g_02337	Prbk.g_01594
OG0000174	Syag.g_02175	Prbk.g_02211
OG0000175	Syag.g_02240	Prbk.g_02249
OG0000176	Syag.g_02276	Prbk.g_02282
OG0000177	Syag.g_02277	Prbk.g_02283
OG0000178	Syag.g_02278	Prbk.g_02284
OG0000179	Syag.g_02293	Prbk.g_01633
OG0000180	Syag.g_02294	Prbk.g_01632
OG0000181	Syag.g_02295	Prbk.g_01631
OG0000182	Syag.g_02296	Prbk.g_01630
OG0000183	Syag.g_02300	Prbk.g_01626
OG0000184	Syag.g_02110	Prbk.g_02148
OG0000185	Syag.g_02092	Prbk.g_02126
OG0000186	Syag.g_01815	Prbk.g_01326
OG0000187	Syag.g_01816	Prbk.g_01324
OG0000188	Syag.g_01839	Prbk.g_01303
OG0000189	Syag.g_01872	Prbk.g_00024
OG0000190	Syag.g_01874	Prbk.g_00022
OG0000191	Syag.g_01909	Prbk.g_00197
OG0000192	Syag.g_01915	Prbk.g_00206
OG0000193	Syag.g_01952	Prbk.g_00752
OG0000194	Syag.g_01955	Prbk.g_00755
OG0000195	Syag.g_01957	Prbk.g_00757
OG0000196	Syag.g_01968	Prbk.g_00768
OG0000197	Syag.g_01969	Prbk.g_00769
OG0000198	Syag.g_00108, Syag.g_01971	Prbk.g_00770
OG0000199	Syag.g_01979	Prbk.g_00777
OG0000200	Syag.g_01996	Prbk.g_01280
OG0000201	Syag.g_02019	Prbk.g_01261
OG0000202	Syag.g_02024	Prbk.g_01260
OG0000203	Syag.g_02025	Prbk.g_01259
OG0000204	Syag.g_02020, Syag.g_02026	Prbk.g_01258
OG0000205	Syag.g_02035	Prbk.g_01251
OG0000206	Syag.g_02047	Prbk.g_00632
OG0000207	Syag.g_02051	Prbk.g_00686
OG0000208	Syag.g_02052	Prbk.g_00685
OG0000209	Syag.g_02069	Prbk.g_00658
OG0000210	Syag.g_02070	Prbk.g_00657
OG0000211	Syag.g_01788	Prbk.g_01368
OG0000212	Syag.g_01777	Prbk.g_01514
OG0000213	Syag.g_02632	Prbk.g_00374
OG0000214	Syag.g_02615	Prbk.g_00401
OG0000215	Syag.g_02584	Prbk.g_00431
OG0000216	Syag.g_02580	Prbk.g_00434
OG0000217	Syag.g_02576	Prbk.g_00438
OG0000218	Syag.g_02574	Prbk.g_00442
OG0000219	Syag.g_02573	Prbk.g_00443
OG0000220	Syag.g_02572	Prbk.g_00444
OG0000221	Syag.g_02566	Prbk.g_00449
OG0000222	Syag.g_02550	Prbk.g_00458
OG0000223	Syag.g_02475	Prbk.g_00481
OG0000224	Syag.g_02471	Prbk.g_00492
OG0000225	Syag.g_02861	Prbk.g_00889
OG0000226	Syag.g_02865	Prbk.g_00893
OG0000227	Syag.g_02867	Prbk.g_00895
OG0000228	Syag.g_00004	Prbk.g_00365
OG0000229	Syag.g_00033	Prbk.g_00328
OG0000230	Syag.g_00035	Prbk.g_00326
OG0000231	Syag.g_00048	Prbk.g_00311
OG0000232	Syag.g_00059	Prbk.g_00295
OG0000233	Syag.g_01330	Prbk.g_02092
OG0000234	Syag.g_01358	Prbk.g_02114
OG0000235	Syag.g_01529	Prbk.g_02060
OG0000236	Syag.g_01513	Prbk.g_02076
OG0000237	Syag.g_01495	Prbk.g_01047
OG0000238	Syag.g_01490	Prbk.g_01051
OG0000239	Syag.g_01472	Prbk.g_01067
OG0000240	Syag.g_01471	Prbk.g_01068
OG0000241	Syag.g_00396	Prbk.g_01965
OG0000242	Syag.g_01456	Prbk.g_01078
OG0000243	Syag.g_00255	Prbk.g_02684
OG0000244	Syag.g_00268	Prbk.g_01897
OG0000245	Syag.g_00270	Prbk.g_01894
OG0000246	Syag.g_00274	Prbk.g_01890
OG0000247	Syag.g_00286	Prbk.g_01879
OG0000248	Syag.g_00289	Prbk.g_01876
OG0000249	Syag.g_00291	Prbk.g_01874
OG0000250	Syag.g_00299	Prbk.g_01106
OG0000251	Syag.g_00328	Prbk.g_01130
OG0000252	Syag.g_00331	Prbk.g_01133
OG0000253	Syag.g_00333	Prbk.g_01139
OG0000254	Syag.g_00356	Prbk.g_01158
OG0000255	Syag.g_00369	Prbk.g_02604
OG0000256	Syag.g_00385	Prbk.g_02618
OG0000257	Syag.g_00395	Prbk.g_02624
OG0000258	Syag.g_00423	Prbk.g_02647
OG0000259	Syag.g_00560	Prbk.g_00720
OG0000260	Syag.g_00570	Prbk.g_00717
OG0000261	Syag.g_00581	Prbk.g_00714
OG0000262	Syag.g_00586	Prbk.g_00709
OG0000263	Syag.g_01079	Prbk.g_00672
OG0000264	Syag.g_01011	Prbk.g_01815
OG0000265	Syag.g_01021	Prbk.g_00619, Prbk.g_01835
OG0000266	Syag.g_00907	Prbk.g_00608
OG0000267	Syag.g_00762	Prbk.g_02371
OG0000268	Syag.g_00763	Prbk.g_02370
OG0000269	Syag.g_00662	Prbk.g_02463
OG0000270	Syag.g_00665	Prbk.g_02466
OG0000271	Syag.g_00673	Prbk.g_02474
OG0000274	Syag.g_00714	Prbk.g_02527
OG0000275	Syag.g_00717	Prbk.g_02530
OG0000276	Syag.g_00723	Prbk.g_02536
OG0000277	Syag.g_00724	Prbk.g_02537
OG0000278	Syag.g_00727	Prbk.g_02540
OG0000279	Syag.g_00735	Prbk.g_02548
OG0000280	Syag.g_00741	Prbk.g_02554
OG0000281	Syag.g_00572	Prbk.g_02568
OG0000282	Syag.g_00611	Prbk.g_02398
OG0000283	Syag.g_00775	Prbk.g_02359
OG0000284	Syag.g_00780	Prbk.g_02353
OG0000285	Syag.g_00791	Prbk.g_01698
OG0000286	Syag.g_00809	Prbk.g_02325
OG0000287	Syag.g_00838	Prbk.g_01728
OG0000288	Syag.g_00869	Prbk.g_00583
OG0000289	Syag.g_00884	Prbk.g_00596
OG0000290	Syag.g_00970	Prbk.g_00059
OG0000291	Syag.g_00972	Prbk.g_00057
OG0000292	Syag.g_02265	Prbk.g_02271
OG0000293	Syag.g_01155	Prbk.g_01032
OG0000294	Syag.g_01154	Prbk.g_01031
OG0000295	Syag.g_01115	Prbk.g_00106
OG0000296	Syag.g_01113	Prbk.g_00104
OG0000297	Syag.g_01099	Prbk.g_01498
OG0000298	Syag.g_01098	Prbk.g_01497
OG0000299	Syag.g_01067	Prbk.g_01508
OG0000301	Syag.g_01061	Prbk.g_00185
OG0000302	Syag.g_01060	Prbk.g_00182
OG0000303	Syag.g_01048	Prbk.g_00097
OG0000304	Syag.g_01041	Prbk.g_00121
OG0000305	Syag.g_00977	Prbk.g_00055
OG0000306	Syag.g_00460	Prbk.g_02578
OG0000307	Syag.g_01546	Prbk.g_02044
OG0000308	Syag.g_01548	Prbk.g_02042
OG0000309	Syag.g_01553	Prbk.g_02038
OG0000310	Syag.g_01291	Prbk.g_01937
OG0000311	Syag.g_01300	Prbk.g_00243
OG0000312	Syag.g_01434	Prbk.g_00247
OG0000313	Syag.g_00966, Syag.g_01412	Prbk.g_00271
OG0000314	Syag.g_01380	Prbk.g_01222
OG0000315	Syag.g_01369	Prbk.g_01212
OG0000316	Syag.g_01641	Prbk.g_01991
OG0000317	Syag.g_01684	Prbk.g_00913
OG0000318	Syag.g_01688	Prbk.g_00906
OG0000319	Syag.g_01710	Prbk.g_01443
OG0000320	Syag.g_01712	Prbk.g_01441
OG0000321	Syag.g_01713	Prbk.g_01440
OG0000322	Syag.g_01714	Prbk.g_01439
OG0000323	Syag.g_01728	Prbk.g_01428
OG0000324	Syag.g_01757	Prbk.g_01399
OG0000325	Syag.g_02690	Prbk.g_01904
OG0000326	Syag.g_02698	Prbk.g_01912
OG0000327	Syag.g_02728	Prbk.g_00987
OG0000328	Syag.g_02729	Prbk.g_00986
OG0000329	Syag.g_02747	Prbk.g_00969
OG0000330	Syag.g_02748	Prbk.g_00968
OG0000331	Syag.g_02749	Prbk.g_00967
OG0000332	Syag.g_02764	Prbk.g_00952
OG0000333	Syag.g_02767	Prbk.g_00950
OG0000334	Syag.g_02777	Prbk.g_00801
OG0000335	Syag.g_02782	Prbk.g_00806
OG0000336	Syag.g_02786	Prbk.g_00810
OG0000337	Syag.g_02445	Prbk.g_00506
OG0000338	Syag.g_02440	Prbk.g_00510
OG0000340	Syag.g_02416	Prbk.g_00528
OG0000341	Syag.g_02414	Prbk.g_00530
OG0000342	Syag.g_02413	Prbk.g_00531
OG0000343	Syag.g_02411	Prbk.g_00215
OG0000344	Syag.g_02407	Prbk.g_00218
OG0000345	Syag.g_02397	Prbk.g_00233
OG0000346	Syag.g_02392	Prbk.g_00238
OG0000347	Syag.g_02366	Prbk.g_01540
OG0000348	Syag.g_02357	Prbk.g_01578
OG0000349	Syag.g_02330	Prbk.g_01602
OG0000350	Syag.g_02705	Prbk.g_02204
OG0000351	Syag.g_02244	Prbk.g_02252
OG0000352	Syag.g_02245	Prbk.g_02253
OG0000353	Syag.g_02271	Prbk.g_02277
OG0000354	Syag.g_01484	Prbk.g_01057
OG0000354	Syag.g_02291	Prbk.g_01635
OG0000355	Syag.g_02273	Prbk.g_02279
OG0000356	Syag.g_02274	Prbk.g_02280
OG0000357	Syag.g_02275	Prbk.g_02281
OG0000358	Syag.g_02279	Prbk.g_02285
OG0000359	Syag.g_02281	Prbk.g_02287
OG0000360	Syag.g_02282	Prbk.g_02288
OG0000361	Syag.g_02283	Prbk.g_02289
OG0000362	Syag.g_02285	Prbk.g_02291
OG0000363	Syag.g_02287	Prbk.g_01639
OG0000364	Syag.g_02288	Prbk.g_01638
OG0000365	Syag.g_02297	Prbk.g_01629
OG0000366	Syag.g_02298	Prbk.g_01628
OG0000367	Syag.g_02299	Prbk.g_01627
OG0000368	Syag.g_02301	Prbk.g_01625
OG0000369	Syag.g_02302	Prbk.g_01624
OG0000370	Syag.g_02303	Prbk.g_01623
OG0000371	Syag.g_02312	Prbk.g_01614
OG0000372	Syag.g_02317	Prbk.g_01609
OG0000373	Syag.g_02318	Prbk.g_01608
OG0000374	Syag.g_02319	Prbk.g_01607
OG0000375	Syag.g_02326	Prbk.g_01606
OG0000376	Syag.g_02328	Prbk.g_01604
OG0000377	Syag.g_02119	Prbk.g_02155
OG0000378	Syag.g_02099	Prbk.g_02141
OG0000379	Syag.g_02091	Prbk.g_02125
OG0000380	Syag.g_01817	Prbk.g_01323
OG0000381	Syag.g_01820	Prbk.g_01319
OG0000382	Syag.g_01838	Prbk.g_01304
OG0000383	Syag.g_01843	Prbk.g_01302
OG0000384	Syag.g_01844	Prbk.g_01301
OG0000385	Syag.g_01845	Prbk.g_01300
OG0000386	Syag.g_01846	Prbk.g_01299
OG0000387	Syag.g_01876	Prbk.g_00020
OG0000388	Syag.g_01880	Prbk.g_00016
OG0000389	Syag.g_01884	Prbk.g_00012
OG0000390	Syag.g_01903	Prbk.g_00191
OG0000391	Syag.g_01908	Prbk.g_00196
OG0000392	Syag.g_01914	Prbk.g_00202
OG0000393	Syag.g_01917	Prbk.g_00207
OG0000394	Syag.g_01918	Prbk.g_00208
OG0000395	Syag.g_01919	Prbk.g_00209
OG0000396	Syag.g_01922	Prbk.g_00542
OG0000397	Syag.g_01924	Prbk.g_00544
OG0000398	Syag.g_01929	Prbk.g_00549
OG0000399	Syag.g_01930	Prbk.g_00550
OG0000400	Syag.g_01931	Prbk.g_00551
OG0000401	Syag.g_01932	Prbk.g_00552
OG0000402	Syag.g_01934	Prbk.g_00554
OG0000403	Syag.g_01935	Prbk.g_00555
OG0000404	Syag.g_01937	Prbk.g_00557
OG0000405	Syag.g_01949	Prbk.g_00749
OG0000406	Syag.g_01953	Prbk.g_00753
OG0000407	Syag.g_01954	Prbk.g_00754
OG0000408	Syag.g_01956	Prbk.g_00756
OG0000409	Syag.g_01958	Prbk.g_00758
OG0000410	Syag.g_01959	Prbk.g_00759
OG0000411	Syag.g_01960	Prbk.g_00760
OG0000412	Syag.g_01961	Prbk.g_00761
OG0000413	Syag.g_01963	Prbk.g_00763
OG0000414	Syag.g_01964	Prbk.g_00764
OG0000415	Syag.g_01965	Prbk.g_00765
OG0000416	Syag.g_01966	Prbk.g_00766
OG0000417	Syag.g_01967	Prbk.g_00767
OG0000418	Syag.g_01973	Prbk.g_00772
OG0000419	Syag.g_01975	Prbk.g_00774
OG0000420	Syag.g_01977	Prbk.g_00775
OG0000421	Syag.g_01982	Prbk.g_00779
OG0000422	Syag.g_01983	Prbk.g_00780
OG0000423	Syag.g_01984	Prbk.g_00781
OG0000424	Syag.g_01985	Prbk.g_00782
OG0000425	Syag.g_01986	Prbk.g_00783
OG0000426	Syag.g_01987	Prbk.g_00784
OG0000427	Syag.g_01988	Prbk.g_00785
OG0000428	Syag.g_01991	Prbk.g_02425
OG0000429	Syag.g_01993	Prbk.g_01283
OG0000430	Syag.g_01995	Prbk.g_01281
OG0000431	Syag.g_01998	Prbk.g_01277
OG0000432	Syag.g_02007	Prbk.g_01270
OG0000433	Syag.g_02009	Prbk.g_01267
OG0000434	Syag.g_02010	Prbk.g_01266
OG0000435	Syag.g_02017	Prbk.g_01263
OG0000436	Syag.g_02028	Prbk.g_01257
OG0000437	Syag.g_02029	Prbk.g_01256
OG0000438	Syag.g_02031	Prbk.g_01255
OG0000439	Syag.g_02033	Prbk.g_01253
OG0000440	Syag.g_02034	Prbk.g_01252
OG0000441	Syag.g_02041	Prbk.g_01245
OG0000442	Syag.g_02044	Prbk.g_01244
OG0000443	Syag.g_02046	Prbk.g_00631
OG0000444	Syag.g_02053	Prbk.g_00683
OG0000445	Syag.g_02054	Prbk.g_00682
OG0000446	Syag.g_02056	Prbk.g_00680
OG0000447	Syag.g_02059	Prbk.g_00670
OG0000448	Syag.g_02060	Prbk.g_00669
OG0000449	Syag.g_02061	Prbk.g_00668
OG0000450	Syag.g_02066	Prbk.g_00662
OG0000451	Syag.g_02067	Prbk.g_00661
OG0000452	Syag.g_02071	Prbk.g_00656
OG0000453	Syag.g_02072	Prbk.g_00655
OG0000454	Syag.g_02073	Prbk.g_00654
OG0000455	Syag.g_02074	Prbk.g_00653
OG0000456	Syag.g_02075	Prbk.g_00652
OG0000457	Syag.g_02077	Prbk.g_00650
OG0000458	Syag.g_02080	Prbk.g_00649
OG0000459	Syag.g_02081	Prbk.g_00648
OG0000460	Syag.g_01786	Prbk.g_01369
OG0000461	Syag.g_02675	Prbk.g_01900
OG0000462	Syag.g_02672	Prbk.g_01012
OG0000463	Syag.g_02671	Prbk.g_01011
OG0000464	Syag.g_02670	Prbk.g_01010
OG0000465	Syag.g_02668	Prbk.g_01008
OG0000466	Syag.g_02662	Prbk.g_01003
OG0000467	Syag.g_02660	Prbk.g_01001
OG0000468	Syag.g_02636	Prbk.g_00371
OG0000469	Syag.g_02621	Prbk.g_00384
OG0000470	Syag.g_02619	Prbk.g_00397
OG0000471	Syag.g_02618	Prbk.g_00398
OG0000472	Syag.g_02616	Prbk.g_00400
OG0000473	Syag.g_02614	Prbk.g_00402
OG0000474	Syag.g_02613	Prbk.g_00403
OG0000475	Syag.g_02612	Prbk.g_00404
OG0000476	Syag.g_02610	Prbk.g_00406
OG0000477	Syag.g_02604	Prbk.g_00411
OG0000478	Syag.g_02603	Prbk.g_00412
OG0000479	Syag.g_02602	Prbk.g_00413
OG0000480	Syag.g_02595	Prbk.g_00420
OG0000481	Syag.g_02593	Prbk.g_00422
OG0000482	Syag.g_02592	Prbk.g_00423
OG0000483	Syag.g_02588	Prbk.g_00427
OG0000484	Syag.g_02587	Prbk.g_00428
OG0000485	Syag.g_02586	Prbk.g_00429
OG0000486	Syag.g_02585	Prbk.g_00430
OG0000487	Syag.g_02579	Prbk.g_00435
OG0000488	Syag.g_02575	Prbk.g_00439
OG0000489	Syag.g_02565	Prbk.g_00450
OG0000490	Syag.g_02553	Prbk.g_00456
OG0000491	Syag.g_02551	Prbk.g_00457
OG0000492	Syag.g_02549	Prbk.g_00460
OG0000493	Syag.g_02548	Prbk.g_00461
OG0000494	Syag.g_02547	Prbk.g_00462
OG0000495	Syag.g_02546	Prbk.g_00463
OG0000496	Syag.g_02545	Prbk.g_00464
OG0000497	Syag.g_02544	Prbk.g_00465
OG0000498	Syag.g_02543	Prbk.g_00466
OG0000499	Syag.g_02542	Prbk.g_00467
OG0000500	Syag.g_02541	Prbk.g_00468
OG0000501	Syag.g_02538	Prbk.g_00471
OG0000502	Syag.g_02467	Prbk.g_00483
OG0000503	Syag.g_02843	Prbk.g_00871
OG0000504	Syag.g_02845	Prbk.g_00873
OG0000505	Syag.g_02846	Prbk.g_00874
OG0000506	Syag.g_02849	Prbk.g_00876
OG0000507	Syag.g_02855	Prbk.g_00881
OG0000508	Syag.g_02860	Prbk.g_00888
OG0000509	Syag.g_02862	Prbk.g_00890
OG0000510	Syag.g_02863	Prbk.g_00891
OG0000511	Syag.g_02864	Prbk.g_00892
OG0000512	Syag.g_02866	Prbk.g_00894
OG0000513	Syag.g_00009	Prbk.g_00360
OG0000514	Syag.g_00018	Prbk.g_00352
OG0000515	Syag.g_00019	Prbk.g_00351
OG0000516	Syag.g_00025	Prbk.g_00339
OG0000517	Syag.g_00032	Prbk.g_00329
OG0000518	Syag.g_00044	Prbk.g_00317
OG0000519	Syag.g_00045	Prbk.g_00316
OG0000520	Syag.g_00046	Prbk.g_00315
OG0000521	Syag.g_00054	Prbk.g_00301
OG0000522	Syag.g_00056	Prbk.g_00299
OG0000523	Syag.g_00057	Prbk.g_00298
OG0000524	Syag.g_01327	Prbk.g_02088
OG0000525	Syag.g_01345	Prbk.g_02105
OG0000526	Syag.g_01348	Prbk.g_02107
OG0000527	Syag.g_01354	Prbk.g_02111
OG0000528	Syag.g_01532	Prbk.g_02056
OG0000529	Syag.g_01527	Prbk.g_02062
OG0000530	Syag.g_01524	Prbk.g_02065
OG0000531	Syag.g_01523	Prbk.g_02066
OG0000532	Syag.g_01520	Prbk.g_02069
OG0000533	Syag.g_01518	Prbk.g_02071
OG0000534	Syag.g_01517	Prbk.g_02072
OG0000535	Syag.g_01516	Prbk.g_02073
OG0000536	Syag.g_01515	Prbk.g_02074
OG0000537	Syag.g_01514	Prbk.g_02075
OG0000538	Syag.g_01502	Prbk.g_01865
OG0000539	Syag.g_01501	Prbk.g_01041
OG0000540	Syag.g_01500	Prbk.g_01042
OG0000541	Syag.g_01499	Prbk.g_01043
OG0000542	Syag.g_01496	Prbk.g_01046
OG0000543	Syag.g_01494	Prbk.g_01048
OG0000544	Syag.g_01493	Prbk.g_01049
OG0000545	Syag.g_01491	Prbk.g_01050
OG0000546	Syag.g_01489	Prbk.g_01052
OG0000547	Syag.g_01487	Prbk.g_01054
OG0000548	Syag.g_01486	Prbk.g_01055
OG0000549	Syag.g_01480	Prbk.g_01061
OG0000550	Syag.g_01474	Prbk.g_01066
OG0000551	Syag.g_01470	Prbk.g_01070
OG0000552	Syag.g_01469	Prbk.g_01071
