Orthogroup	Syag	Prat
OG0000047	Syag.g_00768	Prat.g_00374
OG0000048	Syag.g_02611	Prat.g_00278
OG0000053	Syag.g_01391	Prat.g_01375
OG0000054	Syag.g_00350	Prat.g_00569
OG0000055	Syag.g_00946	Prat.g_00852
OG0000057	Syag.g_00985	Prat.g_00775
OG0000058	Syag.g_02477	Prat.g_01311
OG0000059	Syag.g_02721	Prat.g_01679
OG0000061	Syag.g_01141	Prat.g_01156
OG0000062	Syag.g_01669	Prat.g_01442
OG0000063	Syag.g_02313	Prat.g_01516
OG0000064	Syag.g_00487, Syag.g_01589, Syag.g_00076	Prat.g_00064
OG0000065	Syag.g_00182, Syag.g_01885	Prat.g_00104
OG0000066	Syag.g_01443	Prat.g_01499
OG0000067	Syag.g_00667	Prat.g_01037
OG0000068	Syag.g_01537	Prat.g_01291
OG0000070	Syag.g_00049	Prat.g_00412
OG0000071	Syag.g_01192	Prat.g_01249
OG0000072	Syag.g_01980, Syag.g_02859	Prat.g_00172
OG0000073	Syag.g_01505	Prat.g_00462
OG0000075	Syag.g_02434	Prat.g_01761
OG0000076	Syag.g_02393	Prat.g_01788
OG0000077	Syag.g_01831	Prat.g_00075
OG0000078	Syag.g_01778	Prat.g_00245
OG0000079	Syag.g_02659, Syag.g_02652	Prat.g_00258
OG0000080	Syag.g_00124, Syag.g_02500, Syag.g_02499	Prat.g_01323
OG0000082	Syag.g_00318	Prat.g_01507
OG0000084	Syag.g_01425	Prat.g_01348
OG0000085	Syag.g_01676	Prat.g_01584
OG0000086	Syag.g_01853	Prat.g_00086
OG0000087	Syag.g_01939	Prat.g_00138
OG0000088	Syag.g_01974	Prat.g_00166
OG0000089	Syag.g_00005	Prat.g_00370
OG0000090	Syag.g_01454	Prat.g_00495
OG0000091	Syag.g_00418	Prat.g_01082
OG0000092	Syag.g_00242	Prat.g_00721, Prat.g_01275
OG0000093	Syag.g_00649	Prat.g_01053
OG0000097	Syag.g_01065	Prat.g_01111
OG0000098	Syag.g_00578	Prat.g_01282
OG0000099	Syag.g_02536	Prat.g_01312
OG0000100	Syag.g_00704	Prat.g_01437
OG0000101	Syag.g_02773	Prat.g_01726
OG0000102	Syag.g_02387	Prat.g_01793
OG0000103	Syag.g_02253	Prat.g_01880
OG0000104	Syag.g_02268	Prat.g_01889
OG0000105	Syag.g_02606	Prat.g_00281
OG0000106	Syag.g_00462	Prat.g_00637
OG0000108	Syag.g_01528	Prat.g_00440
OG0000109	Syag.g_01512	Prat.g_00455
OG0000110	Syag.g_00303	Prat.g_00539
OG0000111	Syag.g_00984	Prat.g_00776
OG0000112	Syag.g_00801	Prat.g_00888
OG0000113	Syag.g_00699	Prat.g_01014
OG0000114	Syag.g_00609	Prat.g_00716
OG0000115	Syag.g_01397	Prat.g_01373
OG0000116	Syag.g_01156	Prat.g_01166
OG0000117	Syag.g_01097	Prat.g_01129
OG0000118	Syag.g_01232	Prat.g_01261
OG0000120	Syag.g_02535	Prat.g_00344
OG0000121	Syag.g_01414	Prat.g_01355
OG0000122	Syag.g_00446	Prat.g_00781, Prat.g_01398
OG0000123	Syag.g_02781	Prat.g_01733
OG0000124	Syag.g_02367	Prat.g_01805
OG0000125	Syag.g_02136, Syag.g_02134	Prat.g_01841
OG0000126	Syag.g_02266	Prat.g_01888
OG0000128	Syag.g_02284	Prat.g_00012, Prat.g_00011
OG0000129	Syag.g_02121	Prat.g_00047
OG0000130	Syag.g_01819	Prat.g_00066
OG0000131	Syag.g_01951	Prat.g_00144
OG0000132	Syag.g_01972	Prat.g_00164
OG0000133	Syag.g_00806	Prat.g_00329
OG0000134	Syag.g_00008	Prat.g_00372
OG0000135	Syag.g_02171	Prat.g_01477
OG0000136	Syag.g_00038	Prat.g_00401
OG0000137	Syag.g_01356	Prat.g_00434
OG0000138	Syag.g_01511	Prat.g_00456
OG0000139	Syag.g_01448	Prat.g_00499
OG0000140	Syag.g_01446	Prat.g_00500
OG0000141	Syag.g_00351	Prat.g_00570
OG0000142	Syag.g_00410	Prat.g_01090
OG0000143	Syag.g_00414	Prat.g_01086
OG0000144	Syag.g_00493	Prat.g_01072
OG0000145	Syag.g_01504	Prat.g_01472
OG0000146	Syag.g_00800	Prat.g_00887
OG0000147	Syag.g_00799	Prat.g_00886
OG0000148	Syag.g_00693	Prat.g_01020
OG0000149	Syag.g_00731	Prat.g_00991
OG0000150	Syag.g_00352	Prat.g_00981
OG0000151	Syag.g_00623	Prat.g_00726
OG0000152	Syag.g_00810	Prat.g_00896, Prat.g_01277
OG0000153	Syag.g_00845	Prat.g_00915
OG0000154	Syag.g_00870	Prat.g_00934
OG0000155	Syag.g_01107	Prat.g_01135
OG0000156	Syag.g_01166	Prat.g_01238
OG0000157	Syag.g_01167	Prat.g_01239
OG0000158	Syag.g_02422	Prat.g_01769
OG0000160	Syag.g_01415	Prat.g_01354
OG0000161	Syag.g_01409	Prat.g_01360
OG0000162	Syag.g_01402	Prat.g_01366
OG0000163	Syag.g_01618	Prat.g_01409
OG0000164	Syag.g_01725	Prat.g_01615
OG0000165	Syag.g_01733	Prat.g_01623
OG0000166	Syag.g_02733	Prat.g_01690
OG0000167	Syag.g_02437	Prat.g_01759
OG0000168	Syag.g_02417	Prat.g_01770
OG0000169	Syag.g_02405	Prat.g_01781
OG0000170	Syag.g_02398	Prat.g_01784
OG0000171	Syag.g_02368	Prat.g_01804
OG0000172	Syag.g_02360	Prat.g_01811
OG0000173	Syag.g_02337	Prat.g_01826
OG0000174	Syag.g_02175	Prat.g_01858
OG0000175	Syag.g_02240	Prat.g_01870
OG0000176	Syag.g_02276	Prat.g_00004
OG0000177	Syag.g_02277	Prat.g_00005
OG0000178	Syag.g_02278	Prat.g_00006
OG0000179	Syag.g_02293	Prat.g_00017
OG0000180	Syag.g_02294	Prat.g_00018
OG0000181	Syag.g_02295	Prat.g_00019
OG0000182	Syag.g_02296	Prat.g_00020
OG0000183	Syag.g_02300	Prat.g_01314, Prat.g_00024
OG0000184	Syag.g_02110	Prat.g_00051
OG0000185	Syag.g_02092	Prat.g_00054
OG0000186	Syag.g_01815	Prat.g_00060
OG0000187	Syag.g_01816	Prat.g_00061
OG0000188	Syag.g_01839	Prat.g_00080
OG0000189	Syag.g_01872	Prat.g_00093
OG0000190	Syag.g_01874	Prat.g_00094
OG0000191	Syag.g_01909	Prat.g_00116
OG0000192	Syag.g_01915	Prat.g_00121
OG0000193	Syag.g_01952	Prat.g_00145
OG0000194	Syag.g_01955	Prat.g_00148
OG0000195	Syag.g_01957	Prat.g_00150
OG0000196	Syag.g_01968	Prat.g_00161
OG0000197	Syag.g_01969	Prat.g_00162
OG0000198	Syag.g_00108, Syag.g_01971	Prat.g_00163
OG0000199	Syag.g_01979	Prat.g_00171
OG0000200	Syag.g_01996	Prat.g_00185
OG0000201	Syag.g_02019	Prat.g_00194
OG0000202	Syag.g_02024	Prat.g_00195
OG0000203	Syag.g_02025	Prat.g_00196
OG0000204	Syag.g_02020, Syag.g_02026	Prat.g_00197
OG0000205	Syag.g_02035	Prat.g_00204
OG0000206	Syag.g_02047	Prat.g_00209
OG0000207	Syag.g_02051	Prat.g_00211
OG0000208	Syag.g_02052	Prat.g_00212
OG0000209	Syag.g_02069	Prat.g_00221
OG0000210	Syag.g_02070	Prat.g_00222
OG0000211	Syag.g_01788	Prat.g_00238
OG0000212	Syag.g_01777	Prat.g_00246
OG0000213	Syag.g_02632	Prat.g_00264
OG0000214	Syag.g_02615	Prat.g_00274
OG0000215	Syag.g_02584	Prat.g_00300
OG0000216	Syag.g_02580	Prat.g_00302
OG0000217	Syag.g_02576	Prat.g_00305
OG0000218	Syag.g_02574	Prat.g_00307
OG0000219	Syag.g_02573	Prat.g_00308
OG0000220	Syag.g_02572	Prat.g_00309
OG0000221	Syag.g_02566	Prat.g_00310
OG0000222	Syag.g_02550	Prat.g_00317
OG0000223	Syag.g_02475	Prat.g_00330
OG0000224	Syag.g_02471	Prat.g_00332
OG0000225	Syag.g_02861	Prat.g_00360
OG0000226	Syag.g_02865	Prat.g_00364
OG0000227	Syag.g_02867	Prat.g_00366
OG0000228	Syag.g_00004	Prat.g_00369
OG0000229	Syag.g_00033	Prat.g_00396
OG0000230	Syag.g_00035	Prat.g_00398
OG0000231	Syag.g_00048	Prat.g_00411
OG0000232	Syag.g_00059	Prat.g_00419
OG0000233	Syag.g_01330	Prat.g_00426
OG0000234	Syag.g_01358	Prat.g_00435
OG0000235	Syag.g_01529	Prat.g_00439
OG0000236	Syag.g_01513	Prat.g_00454
OG0000237	Syag.g_01495	Prat.g_00469
OG0000238	Syag.g_01490	Prat.g_00475
OG0000239	Syag.g_01472	Prat.g_00487
OG0000240	Syag.g_01471	Prat.g_00488
OG0000241	Syag.g_00396	Prat.g_00492
OG0000242	Syag.g_01456	Prat.g_00494
OG0000243	Syag.g_00255	Prat.g_00504
OG0000244	Syag.g_00268	Prat.g_00507
OG0000245	Syag.g_00270	Prat.g_00509
OG0000246	Syag.g_00274	Prat.g_00514, Prat.g_00513
OG0000247	Syag.g_00286	Prat.g_00525
OG0000248	Syag.g_00289	Prat.g_00528
OG0000249	Syag.g_00291	Prat.g_00530
OG0000250	Syag.g_00299	Prat.g_00536
OG0000251	Syag.g_00328	Prat.g_00553
OG0000252	Syag.g_00331	Prat.g_00556
OG0000253	Syag.g_00333	Prat.g_00557
OG0000254	Syag.g_00356	Prat.g_00574
OG0000255	Syag.g_00369	Prat.g_00581
OG0000256	Syag.g_00385	Prat.g_00591
OG0000257	Syag.g_00395	Prat.g_01097
OG0000258	Syag.g_00423	Prat.g_01081
OG0000259	Syag.g_00560	Prat.g_01064
OG0000260	Syag.g_00570	Prat.g_01061
OG0000261	Syag.g_00581	Prat.g_01058
OG0000262	Syag.g_00586	Prat.g_01054
OG0000263	Syag.g_01079	Prat.g_00754
OG0000264	Syag.g_01011	Prat.g_00765
OG0000265	Syag.g_01021	Prat.g_00788
OG0000266	Syag.g_00907	Prat.g_00801
OG0000267	Syag.g_00762	Prat.g_00814
OG0000268	Syag.g_00763	Prat.g_00815
OG0000269	Syag.g_00662	Prat.g_01042
OG0000270	Syag.g_00665	Prat.g_01039
OG0000271	Syag.g_00673	Prat.g_01031
OG0000274	Syag.g_00714	Prat.g_01006
OG0000275	Syag.g_00717	Prat.g_01004
OG0000276	Syag.g_00723	Prat.g_00999
OG0000277	Syag.g_00724	Prat.g_00998
OG0000278	Syag.g_00727	Prat.g_00995
OG0000279	Syag.g_00735	Prat.g_00988
OG0000280	Syag.g_00741	Prat.g_00987
OG0000281	Syag.g_00572	Prat.g_00980
OG0000282	Syag.g_00611	Prat.g_00718
OG0000283	Syag.g_00775	Prat.g_00868
OG0000284	Syag.g_00780	Prat.g_00873
OG0000285	Syag.g_00791	Prat.g_00879
OG0000286	Syag.g_00809	Prat.g_00895
OG0000287	Syag.g_00838	Prat.g_00912
OG0000288	Syag.g_00869	Prat.g_00933
OG0000289	Syag.g_00884	Prat.g_00948
OG0000290	Syag.g_00970	Prat.g_00962
OG0000291	Syag.g_00972	Prat.g_00964
OG0000292	Syag.g_02265	Prat.g_01208
OG0000293	Syag.g_01155	Prat.g_01165
OG0000294	Syag.g_01154	Prat.g_01164
OG0000295	Syag.g_01115	Prat.g_01142
OG0000296	Syag.g_01113	Prat.g_01140
OG0000297	Syag.g_01099	Prat.g_01131
OG0000298	Syag.g_01098	Prat.g_01130
OG0000299	Syag.g_01067	Prat.g_01112
OG0000301	Syag.g_01061	Prat.g_01107
OG0000302	Syag.g_01060	Prat.g_01105
OG0000303	Syag.g_01048	Prat.g_01099
OG0000304	Syag.g_01041	Prat.g_00595
OG0000305	Syag.g_00977	Prat.g_01200
OG0000306	Syag.g_00460	Prat.g_00976
OG0000307	Syag.g_01546	Prat.g_01300
OG0000308	Syag.g_01548	Prat.g_01301
OG0000309	Syag.g_01553	Prat.g_01305
OG0000310	Syag.g_01291	Prat.g_01336
OG0000311	Syag.g_01300	Prat.g_01338
OG0000312	Syag.g_01434	Prat.g_01341
OG0000313	Syag.g_00966, Syag.g_01412	Prat.g_01357
OG0000314	Syag.g_01380	Prat.g_01382
OG0000315	Syag.g_01369	Prat.g_01392
OG0000316	Syag.g_01641	Prat.g_01420
OG0000317	Syag.g_01684	Prat.g_01589
OG0000318	Syag.g_01688	Prat.g_01593
OG0000319	Syag.g_01710	Prat.g_01605
OG0000320	Syag.g_01712	Prat.g_01607
OG0000321	Syag.g_01713	Prat.g_01608
OG0000322	Syag.g_01714	Prat.g_01609
OG0000323	Syag.g_01728	Prat.g_01618
OG0000324	Syag.g_01757	Prat.g_01647
OG0000325	Syag.g_02690	Prat.g_01657
OG0000326	Syag.g_02698	Prat.g_01664
OG0000327	Syag.g_02728	Prat.g_01685
OG0000328	Syag.g_02729	Prat.g_01686
OG0000329	Syag.g_02747	Prat.g_01703
OG0000330	Syag.g_02748	Prat.g_01704
OG0000331	Syag.g_02749	Prat.g_01705
OG0000332	Syag.g_02764	Prat.g_01718
OG0000333	Syag.g_02767	Prat.g_01720
OG0000334	Syag.g_02777	Prat.g_01729
OG0000335	Syag.g_02782	Prat.g_01734
OG0000336	Syag.g_02786	Prat.g_01738
OG0000337	Syag.g_02445	Prat.g_01756
OG0000338	Syag.g_02440	Prat.g_01757
OG0000340	Syag.g_02416	Prat.g_01771
OG0000341	Syag.g_02414	Prat.g_01773
OG0000342	Syag.g_02413	Prat.g_01775
OG0000343	Syag.g_02411	Prat.g_01776
OG0000344	Syag.g_02407	Prat.g_01779
OG0000345	Syag.g_02397	Prat.g_01785
OG0000346	Syag.g_02392	Prat.g_01789
OG0000347	Syag.g_02366	Prat.g_01806
OG0000348	Syag.g_02357	Prat.g_01814
OG0000349	Syag.g_02330	Prat.g_01832
OG0000350	Syag.g_02705	Prat.g_01853
OG0000351	Syag.g_02244	Prat.g_01873
OG0000352	Syag.g_02245	Prat.g_01874
OG0000353	Syag.g_02271	Prat.g_01892
OG0000354	Syag.g_02291	Prat.g_00845
OG0000355	Syag.g_02273	Prat.g_00001
OG0000356	Syag.g_02274	Prat.g_00002
OG0000357	Syag.g_02275	Prat.g_00003
OG0000358	Syag.g_02279	Prat.g_00007
OG0000359	Syag.g_02281	Prat.g_00008
OG0000360	Syag.g_02282	Prat.g_00009
OG0000361	Syag.g_02283	Prat.g_00010
OG0000362	Syag.g_02285	Prat.g_00013
OG0000363	Syag.g_02287	Prat.g_00015
OG0000364	Syag.g_02288	Prat.g_00016
OG0000365	Syag.g_02297	Prat.g_00021
OG0000366	Syag.g_02298	Prat.g_00022
OG0000367	Syag.g_02299	Prat.g_00023
OG0000368	Syag.g_02301	Prat.g_00025
OG0000369	Syag.g_02302	Prat.g_00026
OG0000370	Syag.g_02303	Prat.g_00027
OG0000371	Syag.g_02312	Prat.g_00034
OG0000372	Syag.g_02317	Prat.g_00036
OG0000373	Syag.g_02318	Prat.g_00037
OG0000374	Syag.g_02319	Prat.g_00038
OG0000375	Syag.g_02326	Prat.g_00042
OG0000376	Syag.g_02328	Prat.g_00044
OG0000377	Syag.g_02119	Prat.g_00048
OG0000378	Syag.g_02099	Prat.g_00052
OG0000379	Syag.g_02091	Prat.g_00055
OG0000380	Syag.g_01817	Prat.g_00062
OG0000381	Syag.g_01820	Prat.g_00067
OG0000382	Syag.g_01838	Prat.g_00079
OG0000383	Syag.g_01843	Prat.g_00081
OG0000384	Syag.g_01844	Prat.g_00082
OG0000385	Syag.g_01845	Prat.g_00083
OG0000386	Syag.g_01846	Prat.g_00084
OG0000387	Syag.g_01876	Prat.g_00096
OG0000388	Syag.g_01880	Prat.g_00100
OG0000389	Syag.g_01884	Prat.g_00103
OG0000390	Syag.g_01903	Prat.g_00112
OG0000391	Syag.g_01908	Prat.g_00115
OG0000392	Syag.g_01914	Prat.g_00118
OG0000393	Syag.g_01917	Prat.g_00122
OG0000394	Syag.g_01918	Prat.g_00123
OG0000395	Syag.g_01919	Prat.g_00124
OG0000396	Syag.g_01922	Prat.g_00126
OG0000397	Syag.g_01924	Prat.g_00128
OG0000398	Syag.g_01929	Prat.g_00131
OG0000399	Syag.g_01930	Prat.g_00132
OG0000400	Syag.g_01931	Prat.g_00133
OG0000401	Syag.g_01932	Prat.g_00134
OG0000402	Syag.g_01934	Prat.g_00601
OG0000403	Syag.g_01935	Prat.g_00136
OG0000404	Syag.g_01937	Prat.g_00137
OG0000405	Syag.g_01949	Prat.g_00141
OG0000406	Syag.g_01953	Prat.g_00146
OG0000407	Syag.g_01954	Prat.g_00147
OG0000408	Syag.g_01956	Prat.g_00149
OG0000409	Syag.g_01958	Prat.g_00151
OG0000410	Syag.g_01959	Prat.g_00152
OG0000411	Syag.g_01960	Prat.g_00153
OG0000412	Syag.g_01961	Prat.g_00154
OG0000413	Syag.g_01963	Prat.g_00156
OG0000414	Syag.g_01964	Prat.g_00157
OG0000415	Syag.g_01965	Prat.g_00158
OG0000416	Syag.g_01966	Prat.g_00159
OG0000417	Syag.g_01967	Prat.g_00160
OG0000418	Syag.g_01973	Prat.g_00165
OG0000419	Syag.g_01975	Prat.g_00167
OG0000420	Syag.g_01977	Prat.g_00169
OG0000421	Syag.g_01982	Prat.g_00174
OG0000422	Syag.g_01983	Prat.g_00175
OG0000423	Syag.g_01984	Prat.g_00176
OG0000424	Syag.g_01985	Prat.g_00177
OG0000425	Syag.g_01986	Prat.g_00178
OG0000426	Syag.g_01987	Prat.g_00179
OG0000427	Syag.g_01988	Prat.g_00180
OG0000428	Syag.g_01991	Prat.g_00182
OG0000429	Syag.g_01993	Prat.g_00183
OG0000430	Syag.g_01995	Prat.g_00184
OG0000431	Syag.g_01998	Prat.g_00186
OG0000432	Syag.g_02007	Prat.g_00190
OG0000433	Syag.g_02009	Prat.g_00191
OG0000434	Syag.g_02010	Prat.g_00192
OG0000435	Syag.g_02017	Prat.g_00193
OG0000436	Syag.g_02028	Prat.g_00198
OG0000437	Syag.g_02029	Prat.g_00199
OG0000438	Syag.g_02031	Prat.g_00200
OG0000439	Syag.g_02033	Prat.g_00202
OG0000440	Syag.g_02034	Prat.g_00203
OG0000441	Syag.g_02041	Prat.g_00206
OG0000442	Syag.g_02044	Prat.g_00207
OG0000443	Syag.g_02046	Prat.g_00208
OG0000444	Syag.g_02053	Prat.g_00213
OG0000445	Syag.g_02054	Prat.g_00214
OG0000446	Syag.g_02056	Prat.g_00215
OG0000447	Syag.g_02059	Prat.g_00216
OG0000448	Syag.g_02060	Prat.g_00217
OG0000449	Syag.g_02061	Prat.g_00218
OG0000450	Syag.g_02066	Prat.g_00219
OG0000451	Syag.g_02067	Prat.g_00220
OG0000452	Syag.g_02071	Prat.g_00223
OG0000453	Syag.g_02072	Prat.g_00224
OG0000454	Syag.g_02073	Prat.g_00225
OG0000455	Syag.g_02074	Prat.g_00226
OG0000456	Syag.g_02075	Prat.g_00227
OG0000457	Syag.g_02077	Prat.g_00229
OG0000458	Syag.g_02080	Prat.g_00230
OG0000459	Syag.g_02081	Prat.g_00231
OG0000460	Syag.g_01786	Prat.g_00240
OG0000461	Syag.g_02675	Prat.g_00249
OG0000462	Syag.g_02672	Prat.g_00250
OG0000463	Syag.g_02671	Prat.g_00251
OG0000464	Syag.g_02670	Prat.g_00252
OG0000465	Syag.g_02668	Prat.g_00253
OG0000466	Syag.g_02662	Prat.g_00256
OG0000467	Syag.g_02660	Prat.g_00257
OG0000468	Syag.g_02636	Prat.g_00260
OG0000469	Syag.g_02621	Prat.g_00269
OG0000470	Syag.g_02619	Prat.g_00271
OG0000471	Syag.g_02618	Prat.g_00272
OG0000472	Syag.g_02616	Prat.g_00273
OG0000473	Syag.g_02614	Prat.g_00275
OG0000474	Syag.g_02613	Prat.g_00276
OG0000475	Syag.g_02612	Prat.g_00277
OG0000476	Syag.g_02610	Prat.g_00279
OG0000477	Syag.g_02604	Prat.g_00282
OG0000478	Syag.g_02603	Prat.g_00283
OG0000479	Syag.g_02602	Prat.g_00284
OG0000480	Syag.g_02595	Prat.g_00290
OG0000481	Syag.g_02593	Prat.g_00292
OG0000482	Syag.g_02592	Prat.g_00293
OG0000483	Syag.g_02588	Prat.g_00296
OG0000484	Syag.g_02587	Prat.g_00297
OG0000485	Syag.g_02586	Prat.g_00298
OG0000486	Syag.g_02585	Prat.g_00299
OG0000487	Syag.g_02579	Prat.g_00303
OG0000488	Syag.g_02575	Prat.g_00306
OG0000489	Syag.g_02565	Prat.g_00311
OG0000490	Syag.g_02553	Prat.g_00315
OG0000491	Syag.g_02551	Prat.g_00316
OG0000492	Syag.g_02549	Prat.g_00318
OG0000493	Syag.g_02548	Prat.g_00319
OG0000494	Syag.g_02547	Prat.g_00320
OG0000495	Syag.g_02546	Prat.g_00321
OG0000496	Syag.g_02545	Prat.g_00322
OG0000497	Syag.g_02544	Prat.g_00323
OG0000498	Syag.g_02543	Prat.g_00324
OG0000499	Syag.g_02542	Prat.g_00325
OG0000500	Syag.g_02541	Prat.g_00326
OG0000501	Syag.g_02538	Prat.g_00328
OG0000502	Syag.g_02467	Prat.g_00331
OG0000503	Syag.g_02843	Prat.g_00348
OG0000504	Syag.g_02845	Prat.g_00350
OG0000505	Syag.g_02846	Prat.g_00351
OG0000506	Syag.g_02849	Prat.g_00352
OG0000507	Syag.g_02855	Prat.g_00355
OG0000508	Syag.g_02860	Prat.g_00359
OG0000509	Syag.g_02862	Prat.g_00361
OG0000510	Syag.g_02863	Prat.g_00362
OG0000511	Syag.g_02864	Prat.g_00363
OG0000512	Syag.g_02866	Prat.g_00365
OG0000513	Syag.g_00009	Prat.g_00373
OG0000514	Syag.g_00018	Prat.g_00390
OG0000515	Syag.g_00019	Prat.g_00391
OG0000516	Syag.g_00025	Prat.g_00392
OG0000517	Syag.g_00032	Prat.g_00395
OG0000518	Syag.g_00044	Prat.g_00407
OG0000519	Syag.g_00045	Prat.g_00408
OG0000520	Syag.g_00046	Prat.g_00410
OG0000521	Syag.g_00054	Prat.g_00415
OG0000522	Syag.g_00056	Prat.g_00417
OG0000523	Syag.g_00057	Prat.g_00418
OG0000524	Syag.g_01327	Prat.g_00424
OG0000525	Syag.g_01345	Prat.g_00428
OG0000526	Syag.g_01348	Prat.g_00429
OG0000527	Syag.g_01354	Prat.g_00432
OG0000528	Syag.g_01532	Prat.g_00438
OG0000529	Syag.g_01527	Prat.g_00441
OG0000530	Syag.g_01524	Prat.g_00444
OG0000531	Syag.g_01523	Prat.g_00445
OG0000532	Syag.g_01520	Prat.g_00447
OG0000533	Syag.g_01518	Prat.g_00448
OG0000534	Syag.g_01517	Prat.g_00449
OG0000535	Syag.g_01516	Prat.g_00450
OG0000536	Syag.g_01515	Prat.g_00451
OG0000537	Syag.g_01514	Prat.g_00453
OG0000538	Syag.g_01502	Prat.g_00463
OG0000539	Syag.g_01501	Prat.g_00464
OG0000540	Syag.g_01500	Prat.g_00465
OG0000541	Syag.g_01499	Prat.g_00466
OG0000542	Syag.g_01496	Prat.g_00468
OG0000543	Syag.g_01494	Prat.g_00470
OG0000544	Syag.g_01493	Prat.g_00471
OG0000545	Syag.g_01491	Prat.g_00473
OG0000546	Syag.g_01489	Prat.g_00476
OG0000547	Syag.g_01487	Prat.g_00478
OG0000548	Syag.g_01486	Prat.g_00479
OG0000549	Syag.g_01480	Prat.g_00482
OG0000550	Syag.g_01474	Prat.g_00486
OG0000551	Syag.g_01470	Prat.g_00489
OG0000552	Syag.g_01469	Prat.g_00490
OG0000553	Syag.g_01464	Prat.g_00491
OG0000554	Syag.g_01453	Prat.g_00496
OG0000555	Syag.g_00075	Prat.g_00503
OG0000556	Syag.g_00257	Prat.g_00505
OG0000557	Syag.g_00267	Prat.g_00506
OG0000558	Syag.g_00269	Prat.g_00508
OG0000559	Syag.g_00273	Prat.g_00512
OG0000560	Syag.g_00276	Prat.g_00516
OG0000561	Syag.g_00277	Prat.g_00517
OG0000562	Syag.g_00278	Prat.g_00518
OG0000563	Syag.g_00279	Prat.g_00519
OG0000564	Syag.g_00280	Prat.g_00520
OG0000565	Syag.g_00284	Prat.g_00523
OG0000566	Syag.g_00288	Prat.g_00527
OG0000567	Syag.g_00292	Prat.g_00531
OG0000568	Syag.g_00295	Prat.g_00532
OG0000569	Syag.g_00296	Prat.g_00533
OG0000570	Syag.g_00297	Prat.g_00534
OG0000571	Syag.g_00301	Prat.g_00537
OG0000572	Syag.g_00251, Syag.g_00320	Prat.g_00549
OG0000573	Syag.g_00329	Prat.g_00554
OG0000574	Syag.g_00330	Prat.g_00555
OG0000575	Syag.g_00335	Prat.g_00559
OG0000576	Syag.g_00337	Prat.g_00561
OG0000577	Syag.g_00338	Prat.g_00562
OG0000578	Syag.g_00339	Prat.g_00563
OG0000579	Syag.g_00340	Prat.g_00564
OG0000580	Syag.g_00341	Prat.g_00565
OG0000581	Syag.g_00348	Prat.g_00568
OG0000582	Syag.g_00353	Prat.g_00571
OG0000583	Syag.g_00354	Prat.g_00572
OG0000584	Syag.g_00355	Prat.g_00573
