Orthogroup	Syag	Syaa
OG0000412	Syag.g_01961	Syaa.g_02463
OG0000413	Syag.g_01963	Syaa.g_02465
OG0000415	Syag.g_01965	Syaa.g_02466
OG0000416	Syag.g_01966	Syaa.g_02467
OG0000417	Syag.g_01967	Syaa.g_02468
OG0000418	Syag.g_01973	Syaa.g_02473
OG0000419	Syag.g_01975	Syaa.g_02475
OG0000420	Syag.g_01977	Syaa.g_02477
OG0000421	Syag.g_01982	Syaa.g_02482
OG0000422	Syag.g_01983	Syaa.g_02483
OG0000423	Syag.g_01984	Syaa.g_02484
OG0000424	Syag.g_01985	Syaa.g_02485
OG0000425	Syag.g_01986	Syaa.g_02486
OG0000426	Syag.g_01987	Syaa.g_02487
OG0000427	Syag.g_01988	Syaa.g_02488
OG0000428	Syag.g_01991	Syaa.g_02491
OG0000429	Syag.g_01993	Syaa.g_02493
OG0000430	Syag.g_01995	Syaa.g_02495
OG0000431	Syag.g_01998	Syaa.g_02498
OG0000432	Syag.g_02007	Syaa.g_02504
OG0000433	Syag.g_02009	Syaa.g_02513
OG0000434	Syag.g_02010	Syaa.g_02514
OG0000435	Syag.g_02017	Syaa.g_02516
OG0000436	Syag.g_02028	Syaa.g_02525
OG0000437	Syag.g_02029	Syaa.g_02526
OG0000438	Syag.g_02031	Syaa.g_02527
OG0000439	Syag.g_02033	Syaa.g_02529
OG0000440	Syag.g_02034	Syaa.g_02530
OG0000441	Syag.g_02041	Syaa.g_02534
OG0000442	Syag.g_02044	Syaa.g_02535
OG0000443	Syag.g_02046	Syaa.g_02536
OG0000444	Syag.g_02053	Syaa.g_02542
OG0000445	Syag.g_02054	Syaa.g_02543
OG0000446	Syag.g_02056	Syaa.g_02545
OG0000447	Syag.g_02059	Syaa.g_02548
OG0000448	Syag.g_02060	Syaa.g_02549
OG0000449	Syag.g_02061	Syaa.g_02550
OG0000450	Syag.g_02066	Syaa.g_02553
OG0000451	Syag.g_02067	Syaa.g_02554
OG0000452	Syag.g_02071	Syaa.g_02558
OG0000453	Syag.g_02072	Syaa.g_02559
OG0000454	Syag.g_02073	Syaa.g_02560
OG0000455	Syag.g_02074	Syaa.g_02561
OG0000456	Syag.g_02075	Syaa.g_02562
OG0000457	Syag.g_02077	Syaa.g_02564
OG0000458	Syag.g_02080	Syaa.g_02565
OG0000459	Syag.g_02081	Syaa.g_02566
OG0000460	Syag.g_01786	Syaa.g_02111
OG0000461	Syag.g_02675	Syaa.g_00318
OG0000462	Syag.g_02672	Syaa.g_00315
OG0000463	Syag.g_02671	Syaa.g_00314
OG0000464	Syag.g_02670	Syaa.g_00313
OG0000465	Syag.g_02668	Syaa.g_00311
OG0000466	Syag.g_02662	Syaa.g_00306
OG0000467	Syag.g_02660	Syaa.g_00304
OG0000468	Syag.g_02636	Syaa.g_00299
OG0000469	Syag.g_02621	Syaa.g_00285
OG0000470	Syag.g_02619	Syaa.g_00283
OG0000471	Syag.g_02618	Syaa.g_00282
OG0000472	Syag.g_02616	Syaa.g_00280
OG0000473	Syag.g_02614	Syaa.g_00278
OG0000474	Syag.g_02613	Syaa.g_00277
OG0000475	Syag.g_02612	Syaa.g_00276
OG0000476	Syag.g_02610	Syaa.g_00274
OG0000477	Syag.g_02604	Syaa.g_00268
OG0000478	Syag.g_02603	Syaa.g_00267
OG0000479	Syag.g_02602	Syaa.g_00266
OG0000480	Syag.g_02595	Syaa.g_00259
OG0000481	Syag.g_02593	Syaa.g_00257
OG0000482	Syag.g_02592	Syaa.g_00256
OG0000483	Syag.g_02588	Syaa.g_00252
OG0000484	Syag.g_02587	Syaa.g_00251
OG0000485	Syag.g_02586	Syaa.g_00250
OG0000486	Syag.g_02585	Syaa.g_00249
OG0000487	Syag.g_02579	Syaa.g_00243
OG0000488	Syag.g_02575	Syaa.g_00239
OG0000489	Syag.g_02565	Syaa.g_00228
OG0000490	Syag.g_02553	Syaa.g_00220
OG0000491	Syag.g_02551	Syaa.g_00218
OG0000492	Syag.g_02549	Syaa.g_00214
OG0000493	Syag.g_02548	Syaa.g_00213
OG0000494	Syag.g_02547	Syaa.g_00212
OG0000495	Syag.g_02546	Syaa.g_00211
OG0000496	Syag.g_02545	Syaa.g_00210
OG0000497	Syag.g_02544	Syaa.g_00209
OG0000498	Syag.g_02543	Syaa.g_00208
OG0000499	Syag.g_02542	Syaa.g_00207
OG0000500	Syag.g_02541	Syaa.g_00206
OG0000501	Syag.g_02538	Syaa.g_00203
OG0000502	Syag.g_02467	Syaa.g_00190
OG0000503	Syag.g_02843	Syaa.g_02182
OG0000504	Syag.g_02845	Syaa.g_02180
OG0000505	Syag.g_02846	Syaa.g_02179
OG0000506	Syag.g_02849	Syaa.g_02177
OG0000507	Syag.g_02855	Syaa.g_02171
OG0000508	Syag.g_02860	Syaa.g_02167
OG0000509	Syag.g_02862	Syaa.g_02165
OG0000510	Syag.g_02863	Syaa.g_02164
OG0000511	Syag.g_02864	Syaa.g_02163
OG0000512	Syag.g_02866	Syaa.g_02161
OG0000513	Syag.g_00009	Syaa.g_02145
OG0000514	Syag.g_00018	Syaa.g_02118
OG0000515	Syag.g_00019	Syaa.g_02117
OG0000516	Syag.g_00025	Syaa.g_00698
OG0000517	Syag.g_00032	Syaa.g_00702
OG0000518	Syag.g_00044	Syaa.g_00714
OG0000519	Syag.g_00045	Syaa.g_00715
OG0000520	Syag.g_00046	Syaa.g_00716
OG0000521	Syag.g_00054	Syaa.g_01864
OG0000522	Syag.g_00056	Syaa.g_01862
OG0000523	Syag.g_00057	Syaa.g_01859
OG0000524	Syag.g_01327	Syaa.g_01856
OG0000525	Syag.g_01345	Syaa.g_01851
OG0000526	Syag.g_01348	Syaa.g_01848
OG0000527	Syag.g_01354	Syaa.g_01844
OG0000528	Syag.g_01532	Syaa.g_02054
OG0000529	Syag.g_01527	Syaa.g_02050
OG0000530	Syag.g_01524	Syaa.g_02047
OG0000531	Syag.g_01523	Syaa.g_02046
OG0000532	Syag.g_01520	Syaa.g_02043
OG0000533	Syag.g_01518	Syaa.g_02042
OG0000534	Syag.g_01517	Syaa.g_02041
OG0000535	Syag.g_01516	Syaa.g_02040
OG0000536	Syag.g_01515	Syaa.g_02039
OG0000537	Syag.g_01514	Syaa.g_02038
OG0000538	Syag.g_01502	Syaa.g_02027
OG0000539	Syag.g_01501	Syaa.g_02026
OG0000540	Syag.g_01500	Syaa.g_02025
OG0000541	Syag.g_01499	Syaa.g_02024
OG0000542	Syag.g_01496	Syaa.g_02021
OG0000543	Syag.g_01494	Syaa.g_02019
OG0000544	Syag.g_01493	Syaa.g_02018
OG0000545	Syag.g_01491	Syaa.g_02016
OG0000546	Syag.g_01489	Syaa.g_02014
OG0000547	Syag.g_01487	Syaa.g_02012
OG0000548	Syag.g_01486	Syaa.g_02011
OG0000549	Syag.g_01480	Syaa.g_02003
OG0000550	Syag.g_01474	Syaa.g_01998
