Orthogroup	Syag	Prad
OG0000066	Syag.g_01443	Prad.g_00090
OG0000067	Syag.g_00667	Prad.g_01146
OG0000068	Syag.g_01537	Prad.g_00594
OG0000070	Syag.g_00049	Prad.g_00057
OG0000071	Syag.g_01192	Prad.g_00628
OG0000072	Syag.g_01980, Syag.g_02859	Prad.g_01820
OG0000073	Syag.g_01505	Prad.g_00130
OG0000075	Syag.g_02434	Prad.g_00775
OG0000076	Syag.g_02393	Prad.g_01631
OG0000077	Syag.g_01831	Prad.g_01915
OG0000078	Syag.g_01778	Prad.g_01752
OG0000079	Syag.g_02659, Syag.g_02652	Prad.g_01739
OG0000080	Syag.g_02499	Prad.g_00560
OG0000082	Syag.g_00318	Prad.g_01374
OG0000084	Syag.g_01425	Prad.g_00519
OG0000085	Syag.g_01676	Prad.g_00948
OG0000086	Syag.g_01853	Prad.g_01905
OG0000087	Syag.g_01939	Prad.g_01854
OG0000088	Syag.g_01974	Prad.g_01825
OG0000089	Syag.g_00005	Prad.g_00755
OG0000090	Syag.g_01454	Prad.g_00096
OG0000091	Syag.g_00418	Prad.g_01431
OG0000092	Syag.g_00242	Prad.g_00240
OG0000094	Syag.g_00881	Prad.g_01038
OG0000097	Syag.g_01065	Prad.g_01454
OG0000098	Syag.g_00578	Prad.g_00612
OG0000099	Syag.g_02536	Prad.g_00566
OG0000100	Syag.g_00704	Prad.g_00440
OG0000101	Syag.g_02773	Prad.g_00807
OG0000102	Syag.g_02387	Prad.g_01626
OG0000103	Syag.g_02253	Prad.g_01548
OG0000104	Syag.g_02268	Prad.g_01540
OG0000105	Syag.g_02606	Prad.g_01717
OG0000106	Syag.g_00462	Prad.g_00739
OG0000108	Syag.g_01528	Prad.g_00027
OG0000109	Syag.g_01512	Prad.g_00013
OG0000110	Syag.g_00303	Prad.g_01364
OG0000111	Syag.g_00984	Prad.g_01273
OG0000112	Syag.g_00801	Prad.g_01109
OG0000113	Syag.g_00699	Prad.g_01168
OG0000114	Syag.g_00609	Prad.g_00245
OG0000115	Syag.g_01397	Prad.g_00641
OG0000116	Syag.g_01156	Prad.g_01506
OG0000117	Syag.g_01097	Prad.g_01214
OG0000118	Syag.g_01232	Prad.g_00616
OG0000120	Syag.g_02535	Prad.g_00564
OG0000121	Syag.g_01414	Prad.g_00513
OG0000122	Syag.g_00446	Prad.g_00474
OG0000123	Syag.g_02781	Prad.g_00800
OG0000124	Syag.g_02367	Prad.g_01616
OG0000125	Syag.g_02136, Syag.g_02134	Prad.g_01580
OG0000126	Syag.g_02266	Prad.g_01541
OG0000128	Syag.g_02284	Prad.g_01975
OG0000129	Syag.g_02121	Prad.g_01943
OG0000130	Syag.g_01819	Prad.g_01924
OG0000131	Syag.g_01951	Prad.g_01846
OG0000132	Syag.g_01972	Prad.g_01827
OG0000133	Syag.g_00806	Prad.g_01669
OG0000134	Syag.g_00008	Prad.g_00754
OG0000135	Syag.g_02171	Prad.g_00727
OG0000136	Syag.g_00038	Prad.g_00066
OG0000137	Syag.g_01356	Prad.g_00032
OG0000138	Syag.g_01511	Prad.g_00012
OG0000139	Syag.g_01448	Prad.g_00092
OG0000140	Syag.g_01446	Prad.g_00091
OG0000141	Syag.g_00351	Prad.g_01396
OG0000142	Syag.g_00410	Prad.g_01424
OG0000143	Syag.g_00414	Prad.g_01428
OG0000144	Syag.g_00493	Prad.g_01226
OG0000145	Syag.g_01504	Prad.g_01107
OG0000146	Syag.g_00800	Prad.g_01110
OG0000147	Syag.g_00799	Prad.g_01111
OG0000148	Syag.g_00693	Prad.g_01162
OG0000149	Syag.g_00731	Prad.g_00301
OG0000150	Syag.g_00352	Prad.g_00293
OG0000151	Syag.g_00623	Prad.g_00235
OG0000152	Syag.g_00810	Prad.g_00186
OG0000153	Syag.g_00845	Prad.g_00167
OG0000154	Syag.g_00870	Prad.g_00139
OG0000155	Syag.g_01107	Prad.g_01476
OG0000156	Syag.g_01166	Prad.g_00359
OG0000157	Syag.g_01167	Prad.g_00360
OG0000158	Syag.g_02422	Prad.g_00567
OG0000160	Syag.g_01415	Prad.g_00514
OG0000161	Syag.g_01409	Prad.g_00508
OG0000162	Syag.g_01402	Prad.g_00502
OG0000163	Syag.g_01618	Prad.g_00467
OG0000164	Syag.g_01725	Prad.g_00917
OG0000165	Syag.g_01733	Prad.g_00910
OG0000166	Syag.g_02733	Prad.g_00843
OG0000167	Syag.g_02437	Prad.g_00777
OG0000168	Syag.g_02417	Prad.g_00767
OG0000169	Syag.g_02405	Prad.g_01637
OG0000170	Syag.g_02398	Prad.g_01635
OG0000171	Syag.g_02368	Prad.g_01617
OG0000172	Syag.g_02360	Prad.g_01609
OG0000173	Syag.g_02337	Prad.g_01594
OG0000174	Syag.g_02175	Prad.g_01566
OG0000175	Syag.g_02240	Prad.g_01556
OG0000176	Syag.g_02276	Prad.g_01532
OG0000177	Syag.g_02277	Prad.g_01531
OG0000178	Syag.g_02278	Prad.g_01530
OG0000179	Syag.g_02293	Prad.g_01970
OG0000180	Syag.g_02294	Prad.g_01969
OG0000181	Syag.g_02295	Prad.g_01968
OG0000182	Syag.g_02296	Prad.g_01967
OG0000183	Syag.g_02300	Prad.g_01963
OG0000184	Syag.g_02110	Prad.g_01940
OG0000185	Syag.g_02092	Prad.g_01937
OG0000186	Syag.g_01815	Prad.g_01929
OG0000187	Syag.g_01816	Prad.g_01928
OG0000188	Syag.g_01839	Prad.g_01911
OG0000189	Syag.g_01872	Prad.g_01897
OG0000190	Syag.g_01874	Prad.g_01896
OG0000191	Syag.g_01909	Prad.g_01876
OG0000192	Syag.g_01915	Prad.g_01872
OG0000193	Syag.g_01952	Prad.g_01845
OG0000194	Syag.g_01955	Prad.g_01842
OG0000195	Syag.g_01957	Prad.g_01840
OG0000196	Syag.g_01968	Prad.g_01830
OG0000197	Syag.g_01969	Prad.g_01829
OG0000198	Syag.g_00108, Syag.g_01971	Prad.g_01828
OG0000199	Syag.g_01979	Prad.g_01821
OG0000200	Syag.g_01996	Prad.g_01807
OG0000201	Syag.g_02019	Prad.g_01799
OG0000202	Syag.g_02024	Prad.g_01798
OG0000203	Syag.g_02025	Prad.g_01797
OG0000204	Syag.g_02020, Syag.g_02026	Prad.g_01796
OG0000205	Syag.g_02035	Prad.g_01789
OG0000206	Syag.g_02047	Prad.g_01784
OG0000207	Syag.g_02051	Prad.g_01782
OG0000208	Syag.g_02052	Prad.g_01781
OG0000209	Syag.g_02069	Prad.g_01772
OG0000210	Syag.g_02070	Prad.g_01771
OG0000212	Syag.g_01777	Prad.g_01751
OG0000213	Syag.g_02632	Prad.g_01734
OG0000214	Syag.g_02615	Prad.g_01724
OG0000215	Syag.g_02584	Prad.g_01699
OG0000216	Syag.g_02580	Prad.g_01697
OG0000217	Syag.g_02576	Prad.g_01694
OG0000218	Syag.g_02574	Prad.g_01692
OG0000219	Syag.g_02573	Prad.g_01691
OG0000220	Syag.g_02572	Prad.g_01690
OG0000221	Syag.g_02566	Prad.g_01689
OG0000222	Syag.g_02550	Prad.g_01681
OG0000223	Syag.g_02475	Prad.g_01668
OG0000224	Syag.g_02471	Prad.g_01666
OG0000225	Syag.g_02861	Prad.g_01645
OG0000226	Syag.g_02865	Prad.g_00761
OG0000227	Syag.g_02867	Prad.g_00759
OG0000228	Syag.g_00004	Prad.g_00756
OG0000229	Syag.g_00033	Prad.g_00666
OG0000230	Syag.g_00035	Prad.g_00069
OG0000231	Syag.g_00048	Prad.g_00058
OG0000232	Syag.g_00059	Prad.g_00049
OG0000233	Syag.g_01330	Prad.g_00043
OG0000234	Syag.g_01358	Prad.g_00031
OG0000235	Syag.g_01529	Prad.g_00028
OG0000236	Syag.g_01513	Prad.g_00014
OG0000237	Syag.g_01495	Prad.g_00123
OG0000238	Syag.g_01490	Prad.g_00117
OG0000239	Syag.g_01472	Prad.g_00104
OG0000240	Syag.g_01471	Prad.g_00103
OG0000241	Syag.g_00396	Prad.g_00099
OG0000242	Syag.g_01456	Prad.g_00097
OG0000243	Syag.g_00255	Prad.g_01333
OG0000244	Syag.g_00268	Prad.g_01336
OG0000245	Syag.g_00270	Prad.g_01338
OG0000246	Syag.g_00274	Prad.g_01342
OG0000247	Syag.g_00286	Prad.g_01352
OG0000248	Syag.g_00289	Prad.g_01354
OG0000249	Syag.g_00291	Prad.g_01356
OG0000250	Syag.g_00299	Prad.g_01361
OG0000251	Syag.g_00328	Prad.g_01380
OG0000252	Syag.g_00331	Prad.g_01383
OG0000253	Syag.g_00333	Prad.g_01384
OG0000254	Syag.g_00356	Prad.g_01400
OG0000255	Syag.g_00369	Prad.g_01406
OG0000256	Syag.g_00385	Prad.g_01416
OG0000257	Syag.g_00395	Prad.g_01419
OG0000258	Syag.g_00423	Prad.g_01432
OG0000259	Syag.g_00560	Prad.g_01234
OG0000260	Syag.g_00570	Prad.g_01237
OG0000261	Syag.g_00581	Prad.g_01239
OG0000262	Syag.g_00586	Prad.g_01243
OG0000263	Syag.g_01079	Prad.g_01255
OG0000264	Syag.g_01011	Prad.g_01265
OG0000265	Syag.g_01021	Prad.g_01049
OG0000266	Syag.g_00907	Prad.g_01059
OG0000267	Syag.g_00762	Prad.g_01070
OG0000268	Syag.g_00763	Prad.g_01071
OG0000269	Syag.g_00662	Prad.g_01141
OG0000270	Syag.g_00665	Prad.g_01144
OG0000271	Syag.g_00673	Prad.g_01152
OG0000274	Syag.g_00714	Prad.g_01177
OG0000275	Syag.g_00717	Prad.g_01180
OG0000276	Syag.g_00723	Prad.g_01185
OG0000277	Syag.g_00724	Prad.g_00308
OG0000278	Syag.g_00727	Prad.g_00305
OG0000279	Syag.g_00735	Prad.g_00298
OG0000280	Syag.g_00741	Prad.g_00297
OG0000281	Syag.g_00572	Prad.g_00292
OG0000282	Syag.g_00611	Prad.g_00243
OG0000283	Syag.g_00775	Prad.g_00209
OG0000284	Syag.g_00780	Prad.g_00204
OG0000285	Syag.g_00791	Prad.g_00199
OG0000286	Syag.g_00809	Prad.g_00187
OG0000287	Syag.g_00838	Prad.g_00170
OG0000288	Syag.g_00869	Prad.g_00140
OG0000289	Syag.g_00884	Prad.g_01035
OG0000290	Syag.g_00970	Prad.g_01021
OG0000291	Syag.g_00972	Prad.g_01019
OG0000292	Syag.g_02265	Prad.g_00972
OG0000293	Syag.g_01155	Prad.g_01505
OG0000294	Syag.g_01154	Prad.g_01504
OG0000295	Syag.g_01115	Prad.g_01484
OG0000296	Syag.g_01113	Prad.g_01482
OG0000297	Syag.g_01099	Prad.g_01474
OG0000298	Syag.g_01098	Prad.g_01473
OG0000299	Syag.g_01067	Prad.g_01455
OG0000301	Syag.g_01061	Prad.g_01451
OG0000302	Syag.g_01060	Prad.g_01449
OG0000303	Syag.g_01048	Prad.g_01442
OG0000304	Syag.g_01041	Prad.g_01438
OG0000305	Syag.g_00977	Prad.g_00602
OG0000306	Syag.g_00460	Prad.g_00599
OG0000307	Syag.g_01546	Prad.g_00585
OG0000308	Syag.g_01548	Prad.g_00584
OG0000309	Syag.g_01553	Prad.g_00580
OG0000310	Syag.g_01291	Prad.g_00530
OG0000311	Syag.g_01300	Prad.g_00528
OG0000312	Syag.g_01434	Prad.g_00525
OG0000313	Syag.g_00966, Syag.g_01412	Prad.g_00511
OG0000314	Syag.g_01380	Prad.g_00487
OG0000315	Syag.g_01369	Prad.g_00477
OG0000316	Syag.g_01641	Prad.g_00457
OG0000317	Syag.g_01684	Prad.g_00943
OG0000318	Syag.g_01688	Prad.g_00940
OG0000319	Syag.g_01710	Prad.g_00927
OG0000320	Syag.g_01712	Prad.g_00925
OG0000321	Syag.g_01713	Prad.g_00924
OG0000322	Syag.g_01714	Prad.g_00923
OG0000323	Syag.g_01728	Prad.g_00914
OG0000324	Syag.g_01757	Prad.g_00887
OG0000325	Syag.g_02690	Prad.g_00878
OG0000326	Syag.g_02698	Prad.g_00872
OG0000327	Syag.g_02728	Prad.g_00848
OG0000328	Syag.g_02729	Prad.g_00847
OG0000329	Syag.g_02747	Prad.g_00830
OG0000330	Syag.g_02748	Prad.g_00829
OG0000331	Syag.g_02749	Prad.g_00828
OG0000332	Syag.g_02764	Prad.g_00814
OG0000333	Syag.g_02767	Prad.g_00812
OG0000334	Syag.g_02777	Prad.g_00804
OG0000335	Syag.g_02782	Prad.g_00799
OG0000336	Syag.g_02786	Prad.g_00795
OG0000337	Syag.g_02445	Prad.g_00779
OG0000338	Syag.g_02440	Prad.g_00778
OG0000340	Syag.g_02416	Prad.g_00766, Prad.g_01294
OG0000341	Syag.g_02414	Prad.g_00764
OG0000342	Syag.g_02413	Prad.g_00763
OG0000343	Syag.g_02411	Prad.g_00762
OG0000344	Syag.g_02407	Prad.g_01639
OG0000345	Syag.g_02397	Prad.g_01634
OG0000346	Syag.g_02392	Prad.g_01630
OG0000347	Syag.g_02366	Prad.g_01615
OG0000348	Syag.g_02357	Prad.g_01606
OG0000349	Syag.g_02330	Prad.g_01589
OG0000350	Syag.g_02705	Prad.g_01570
OG0000351	Syag.g_02244	Prad.g_01553
OG0000352	Syag.g_02245	Prad.g_01552
OG0000353	Syag.g_02271	Prad.g_01537
OG0000354	Syag.g_02291	Prad.g_01041
OG0000355	Syag.g_02273	Prad.g_01535
OG0000356	Syag.g_02274	Prad.g_01534
OG0000357	Syag.g_02275	Prad.g_01533
OG0000358	Syag.g_02279	Prad.g_01529
OG0000359	Syag.g_02281	Prad.g_01528
OG0000360	Syag.g_02282	Prad.g_01527
OG0000361	Syag.g_02283	Prad.g_01976
OG0000362	Syag.g_02285	Prad.g_01974
OG0000363	Syag.g_02287	Prad.g_01972
OG0000364	Syag.g_02288	Prad.g_01971
OG0000365	Syag.g_02297	Prad.g_01966
OG0000366	Syag.g_02298	Prad.g_01965
OG0000367	Syag.g_02299	Prad.g_01964
OG0000368	Syag.g_02301	Prad.g_01962
OG0000369	Syag.g_02302	Prad.g_01961
OG0000370	Syag.g_02303	Prad.g_01960
OG0000371	Syag.g_02312	Prad.g_01954
OG0000372	Syag.g_02317	Prad.g_01951
OG0000373	Syag.g_02318	Prad.g_01950
OG0000374	Syag.g_02319	Prad.g_01949
OG0000375	Syag.g_02326	Prad.g_01947
OG0000376	Syag.g_02328	Prad.g_01945
OG0000377	Syag.g_02119	Prad.g_01941
OG0000378	Syag.g_02099	Prad.g_01939
OG0000379	Syag.g_02091	Prad.g_01936
OG0000380	Syag.g_01817	Prad.g_01927
OG0000381	Syag.g_01820	Prad.g_01923
OG0000382	Syag.g_01838	Prad.g_01912
OG0000383	Syag.g_01843	Prad.g_01910
OG0000384	Syag.g_01844	Prad.g_01909
OG0000385	Syag.g_01845	Prad.g_01908
OG0000386	Syag.g_01846	Prad.g_01907
OG0000387	Syag.g_01876	Prad.g_01894
OG0000388	Syag.g_01880	Prad.g_01891
OG0000389	Syag.g_01884	Prad.g_01887
OG0000390	Syag.g_01903	Prad.g_00011, Prad.g_01880
OG0000391	Syag.g_01908	Prad.g_01877
OG0000392	Syag.g_01914	Prad.g_01873
OG0000393	Syag.g_01917	Prad.g_01871
OG0000394	Syag.g_01918	Prad.g_01870
OG0000395	Syag.g_01919	Prad.g_01869
OG0000396	Syag.g_01922	Prad.g_01866
OG0000397	Syag.g_01924	Prad.g_01864
OG0000398	Syag.g_01929	Prad.g_01862
OG0000399	Syag.g_01930	Prad.g_01861
OG0000400	Syag.g_01931	Prad.g_01860
OG0000401	Syag.g_01932	Prad.g_01859
OG0000402	Syag.g_01934	Prad.g_01857
OG0000403	Syag.g_01935	Prad.g_01856
OG0000404	Syag.g_01937	Prad.g_01855
OG0000405	Syag.g_01949	Prad.g_01851
OG0000406	Syag.g_01953	Prad.g_01844
OG0000407	Syag.g_01954	Prad.g_01843
OG0000408	Syag.g_01956	Prad.g_01841
OG0000409	Syag.g_01958	Prad.g_01839
OG0000410	Syag.g_01959	Prad.g_01838
OG0000411	Syag.g_01960	Prad.g_01837
OG0000412	Syag.g_01961	Prad.g_01836
OG0000413	Syag.g_01963	Prad.g_01835
OG0000414	Syag.g_01964	Prad.g_01834
OG0000415	Syag.g_01965	Prad.g_01833
OG0000416	Syag.g_01966	Prad.g_01832
OG0000417	Syag.g_01967	Prad.g_01831
OG0000418	Syag.g_01973	Prad.g_01826
OG0000419	Syag.g_01975	Prad.g_01824
OG0000420	Syag.g_01977	Prad.g_01823
OG0000421	Syag.g_01982	Prad.g_01818
OG0000422	Syag.g_01983	Prad.g_01817
OG0000423	Syag.g_01984	Prad.g_01816
OG0000424	Syag.g_01985	Prad.g_01815
OG0000425	Syag.g_01986	Prad.g_01814
OG0000426	Syag.g_01987	Prad.g_01813
OG0000427	Syag.g_01988	Prad.g_01812
OG0000428	Syag.g_01991	Prad.g_01810
OG0000429	Syag.g_01993	Prad.g_01809
OG0000430	Syag.g_01995	Prad.g_01808
OG0000431	Syag.g_01998	Prad.g_01806
OG0000432	Syag.g_02007	Prad.g_01803
OG0000433	Syag.g_02009	Prad.g_01802
OG0000434	Syag.g_02010	Prad.g_01801
OG0000435	Syag.g_02017	Prad.g_01800
OG0000436	Syag.g_02028	Prad.g_01795
OG0000437	Syag.g_02029	Prad.g_01794
OG0000438	Syag.g_02031	Prad.g_01793
OG0000439	Syag.g_02033	Prad.g_01791
OG0000440	Syag.g_02034	Prad.g_01790
OG0000441	Syag.g_02041	Prad.g_01787
OG0000442	Syag.g_02044	Prad.g_01786
OG0000443	Syag.g_02046	Prad.g_01785
OG0000444	Syag.g_02053	Prad.g_01780
OG0000445	Syag.g_02054	Prad.g_01779
OG0000446	Syag.g_02056	Prad.g_01778
OG0000447	Syag.g_02059	Prad.g_01777
OG0000448	Syag.g_02060	Prad.g_01776
OG0000449	Syag.g_02061	Prad.g_01775
OG0000450	Syag.g_02066	Prad.g_01774
OG0000451	Syag.g_02067	Prad.g_01773
OG0000452	Syag.g_02071	Prad.g_01770
OG0000453	Syag.g_02072	Prad.g_01769
OG0000454	Syag.g_02073	Prad.g_01768
OG0000455	Syag.g_02074	Prad.g_01767
OG0000456	Syag.g_02075	Prad.g_01766
OG0000457	Syag.g_02077	Prad.g_01765
OG0000458	Syag.g_02080	Prad.g_01764
OG0000459	Syag.g_02081	Prad.g_01763
OG0000460	Syag.g_01786	Prad.g_01756
OG0000461	Syag.g_02675	Prad.g_01749
OG0000462	Syag.g_02672	Prad.g_01747
OG0000463	Syag.g_02671	Prad.g_01746
OG0000464	Syag.g_02670	Prad.g_01745
OG0000465	Syag.g_02668	Prad.g_01744
OG0000466	Syag.g_02662	Prad.g_01741
OG0000467	Syag.g_02660	Prad.g_01740
OG0000468	Syag.g_02636	Prad.g_01738
OG0000469	Syag.g_02621	Prad.g_01729
OG0000470	Syag.g_02619	Prad.g_01727
OG0000471	Syag.g_02618	Prad.g_01726
OG0000472	Syag.g_02616	Prad.g_01725
OG0000473	Syag.g_02614	Prad.g_01723
OG0000474	Syag.g_02613	Prad.g_01722
OG0000475	Syag.g_02612	Prad.g_01721
OG0000476	Syag.g_02610	Prad.g_01720
OG0000477	Syag.g_02604	Prad.g_01716
OG0000478	Syag.g_02603	Prad.g_01715
OG0000479	Syag.g_02602	Prad.g_01714
OG0000480	Syag.g_02595	Prad.g_01709
OG0000481	Syag.g_02593	Prad.g_01707
OG0000482	Syag.g_02592	Prad.g_01706
OG0000483	Syag.g_02588	Prad.g_01703
OG0000484	Syag.g_02587	Prad.g_01702
OG0000485	Syag.g_02586	Prad.g_01701
OG0000486	Syag.g_02585	Prad.g_01700
OG0000487	Syag.g_02579	Prad.g_01696
OG0000488	Syag.g_02575	Prad.g_01693
OG0000489	Syag.g_02565	Prad.g_01688
OG0000490	Syag.g_02553	Prad.g_01683
OG0000491	Syag.g_02551	Prad.g_01682
OG0000492	Syag.g_02549	Prad.g_01680
OG0000493	Syag.g_02548	Prad.g_01679
OG0000494	Syag.g_02547	Prad.g_01678
OG0000495	Syag.g_02546	Prad.g_01677
OG0000496	Syag.g_02545	Prad.g_01676
OG0000497	Syag.g_02544	Prad.g_01675
OG0000498	Syag.g_02543	Prad.g_01674
OG0000499	Syag.g_02542	Prad.g_01673
OG0000500	Syag.g_02541	Prad.g_01672
OG0000501	Syag.g_02538	Prad.g_01670
OG0000502	Syag.g_02467	Prad.g_01667
OG0000503	Syag.g_02843	Prad.g_01657
OG0000504	Syag.g_02845	Prad.g_01656
OG0000505	Syag.g_02846	Prad.g_01655
OG0000506	Syag.g_02849	Prad.g_01653
OG0000507	Syag.g_02855	Prad.g_01650
OG0000508	Syag.g_02860	Prad.g_01646
OG0000509	Syag.g_02862	Prad.g_01644
OG0000510	Syag.g_02863	Prad.g_01643
OG0000511	Syag.g_02864	Prad.g_01642
OG0000512	Syag.g_02866	Prad.g_00760
OG0000513	Syag.g_00009	Prad.g_00753
OG0000514	Syag.g_00018	Prad.g_00671
OG0000515	Syag.g_00019	Prad.g_00670
OG0000516	Syag.g_00025	Prad.g_00669
OG0000517	Syag.g_00032	Prad.g_00667
OG0000518	Syag.g_00044	Prad.g_00061
OG0000519	Syag.g_00045	Prad.g_00060
OG0000520	Syag.g_00046	Prad.g_00059
OG0000521	Syag.g_00054	Prad.g_00054
OG0000522	Syag.g_00056	Prad.g_00052
OG0000523	Syag.g_00057	Prad.g_00051
OG0000524	Syag.g_01327	Prad.g_00045
OG0000525	Syag.g_01345	Prad.g_00042
OG0000526	Syag.g_01348	Prad.g_00041
OG0000527	Syag.g_01354	Prad.g_00034
OG0000528	Syag.g_01532	Prad.g_00029
OG0000529	Syag.g_01527	Prad.g_00026
OG0000530	Syag.g_01524	Prad.g_00023
OG0000531	Syag.g_01523	Prad.g_00022
OG0000532	Syag.g_01520	Prad.g_00020
OG0000533	Syag.g_01518	Prad.g_00019
OG0000534	Syag.g_01517	Prad.g_00018
OG0000535	Syag.g_01516	Prad.g_00017
OG0000536	Syag.g_01515	Prad.g_00016
OG0000537	Syag.g_01514	Prad.g_00015
OG0000538	Syag.g_01502	Prad.g_00129
OG0000539	Syag.g_01501	Prad.g_00128
OG0000540	Syag.g_01500	Prad.g_00127
OG0000541	Syag.g_01499	Prad.g_00126
OG0000542	Syag.g_01496	Prad.g_00124
OG0000543	Syag.g_01494	Prad.g_00122
OG0000544	Syag.g_01493	Prad.g_00121
OG0000545	Syag.g_01491	Prad.g_00119
OG0000546	Syag.g_01489	Prad.g_00116
OG0000547	Syag.g_01487	Prad.g_00114
OG0000548	Syag.g_01486	Prad.g_00113
OG0000549	Syag.g_01480	Prad.g_00111
OG0000550	Syag.g_01474	Prad.g_00106
OG0000551	Syag.g_01470	Prad.g_00102
OG0000552	Syag.g_01469	Prad.g_00101
OG0000553	Syag.g_01464	Prad.g_00100
OG0000554	Syag.g_01453	Prad.g_00095
OG0000555	Syag.g_00075	Prad.g_01332
OG0000556	Syag.g_00257	Prad.g_01334
OG0000557	Syag.g_00267	Prad.g_01335
OG0000558	Syag.g_00269	Prad.g_01337
OG0000559	Syag.g_00273	Prad.g_01341
OG0000560	Syag.g_00276	Prad.g_01344
OG0000561	Syag.g_00277	Prad.g_01345
OG0000562	Syag.g_00278	Prad.g_01346
OG0000563	Syag.g_00279	Prad.g_01347
OG0000564	Syag.g_00280	Prad.g_01348
OG0000565	Syag.g_00284	Prad.g_01351
OG0000566	Syag.g_00288	Prad.g_01353
OG0000567	Syag.g_00292	Prad.g_01357
OG0000568	Syag.g_00295	Prad.g_01358
OG0000569	Syag.g_00296	Prad.g_01359
OG0000570	Syag.g_00297	Prad.g_01360
OG0000571	Syag.g_00301	Prad.g_01362
OG0000572	Syag.g_00251, Syag.g_00320	Prad.g_01375
OG0000573	Syag.g_00329	Prad.g_01381
OG0000574	Syag.g_00330	Prad.g_01382
OG0000575	Syag.g_00335	Prad.g_01386
OG0000576	Syag.g_00337	Prad.g_01388
OG0000577	Syag.g_00338	Prad.g_01389
OG0000578	Syag.g_00339	Prad.g_01390
OG0000579	Syag.g_00340	Prad.g_01391
OG0000580	Syag.g_00341	Prad.g_01392
OG0000581	Syag.g_00348	Prad.g_01394
OG0000582	Syag.g_00353	Prad.g_01397
OG0000583	Syag.g_00354	Prad.g_01398
OG0000584	Syag.g_00355	Prad.g_01399
OG0000585	Syag.g_00357	Prad.g_01401
OG0000586	Syag.g_00358	Prad.g_01402
OG0000587	Syag.g_00360	Prad.g_01403
OG0000588	Syag.g_00371	Prad.g_01407
OG0000589	Syag.g_00375	Prad.g_01410
OG0000590	Syag.g_00376	Prad.g_01411
OG0000591	Syag.g_00383	Prad.g_01414
OG0000592	Syag.g_00384	Prad.g_01415
OG0000593	Syag.g_00406	Prad.g_01421
