Orthogroup	Syag	Prbb
OG0000205	Syag.g_02035	Prbb.g_00259
OG0000206	Syag.g_02047	Prbb.g_00263
OG0000207	Syag.g_02051	Prbb.g_00265
OG0000208	Syag.g_02052	Prbb.g_00266
OG0000209	Syag.g_02069	Prbb.g_00275
OG0000210	Syag.g_02070	Prbb.g_00276
OG0000212	Syag.g_01777	Prbb.g_00298
OG0000213	Syag.g_02632	Prbb.g_00313
OG0000214	Syag.g_02615	Prbb.g_00321
OG0000215	Syag.g_02584	Prbb.g_00344
OG0000216	Syag.g_02580	Prbb.g_00345
OG0000217	Syag.g_02576	Prbb.g_00348
OG0000218	Syag.g_02574	Prbb.g_00350
OG0000219	Syag.g_02573	Prbb.g_00351
OG0000220	Syag.g_02572	Prbb.g_00352
OG0000221	Syag.g_02566	Prbb.g_00353
OG0000222	Syag.g_02550	Prbb.g_00361
OG0000223	Syag.g_02475	Prbb.g_00374
OG0000224	Syag.g_02471	Prbb.g_00376
OG0000225	Syag.g_02861	Prbb.g_00405
OG0000226	Syag.g_02865	Prbb.g_00409
OG0000227	Syag.g_02867	Prbb.g_00411
OG0000228	Syag.g_00004	Prbb.g_00415
OG0000229	Syag.g_00033	Prbb.g_00441
OG0000230	Syag.g_00035	Prbb.g_00443
OG0000231	Syag.g_00048	Prbb.g_00454
OG0000232	Syag.g_00059	Prbb.g_00462
OG0000233	Syag.g_01330	Prbb.g_00470
OG0000234	Syag.g_01358	Prbb.g_00479
OG0000235	Syag.g_01529	Prbb.g_00483
OG0000236	Syag.g_01513	Prbb.g_00497
OG0000237	Syag.g_01495	Prbb.g_00510
OG0000238	Syag.g_01490	Prbb.g_00516
OG0000239	Syag.g_01472	Prbb.g_00528
OG0000240	Syag.g_01471	Prbb.g_00529
OG0000241	Syag.g_00396	Prbb.g_00533
OG0000242	Syag.g_01456	Prbb.g_00535
OG0000243	Syag.g_00255	Prbb.g_00546
OG0000244	Syag.g_00268	Prbb.g_00550
OG0000245	Syag.g_00270	Prbb.g_00552
OG0000246	Syag.g_00274	Prbb.g_00556
OG0000247	Syag.g_00286	Prbb.g_00566
OG0000248	Syag.g_00289	Prbb.g_00568
OG0000249	Syag.g_00291	Prbb.g_00570
OG0000250	Syag.g_00299	Prbb.g_00575
OG0000251	Syag.g_00328	Prbb.g_00591
OG0000252	Syag.g_00331	Prbb.g_00593
OG0000253	Syag.g_00333	Prbb.g_00595
OG0000254	Syag.g_00356	Prbb.g_00612
OG0000255	Syag.g_00369	Prbb.g_00618
OG0000256	Syag.g_00385	Prbb.g_00628
OG0000257	Syag.g_00395	Prbb.g_00631
OG0000258	Syag.g_00423	Prbb.g_00644
OG0000259	Syag.g_00560	Prbb.g_00661
OG0000260	Syag.g_00570	Prbb.g_00665
OG0000261	Syag.g_00581	Prbb.g_00668
OG0000262	Syag.g_00586	Prbb.g_00673
OG0000263	Syag.g_01079	Prbb.g_00686
OG0000264	Syag.g_01011	Prbb.g_00697, Prbb.g_00698
OG0000265	Syag.g_01021	Prbb.g_00713
OG0000266	Syag.g_00907	Prbb.g_00723
OG0000267	Syag.g_00762	Prbb.g_00736
OG0000268	Syag.g_00763	Prbb.g_00737
OG0000269	Syag.g_00662	Prbb.g_00778
OG0000270	Syag.g_00665	Prbb.g_00781
OG0000271	Syag.g_00673	Prbb.g_00789
OG0000274	Syag.g_00714	Prbb.g_00815
OG0000275	Syag.g_00717	Prbb.g_00817
OG0000276	Syag.g_00723	Prbb.g_00823
OG0000277	Syag.g_00724	Prbb.g_00824
OG0000278	Syag.g_00727	Prbb.g_00828
OG0000279	Syag.g_00735	Prbb.g_00835
OG0000280	Syag.g_00741	Prbb.g_01370
OG0000281	Syag.g_00572	Prbb.g_00841
OG0000282	Syag.g_00611	Prbb.g_00934
OG0000283	Syag.g_00775	Prbb.g_00965
OG0000284	Syag.g_00780	Prbb.g_00970
OG0000285	Syag.g_00791	Prbb.g_00975
OG0000286	Syag.g_00809	Prbb.g_00990
OG0000287	Syag.g_00838	Prbb.g_00101
OG0000288	Syag.g_00869	Prbb.g_01039
OG0000289	Syag.g_00884	Prbb.g_01051
OG0000290	Syag.g_00970	Prbb.g_01067
OG0000291	Syag.g_00972	Prbb.g_01069
OG0000292	Syag.g_02265	Prbb.g_01238
OG0000293	Syag.g_01155	Prbb.g_01527
OG0000294	Syag.g_01154	Prbb.g_01526
OG0000295	Syag.g_01115	Prbb.g_01502
OG0000296	Syag.g_01113	Prbb.g_01500
OG0000297	Syag.g_01099	Prbb.g_01491
OG0000298	Syag.g_01098	Prbb.g_01490
OG0000299	Syag.g_01067	Prbb.g_01471
OG0000301	Syag.g_01061	Prbb.g_01467
OG0000302	Syag.g_01060	Prbb.g_01464
OG0000303	Syag.g_01048	Prbb.g_01459
OG0000304	Syag.g_01041	Prbb.g_01456
OG0000305	Syag.g_00977	Prbb.g_01789
OG0000306	Syag.g_00460	Prbb.g_00845
OG0000307	Syag.g_01546	Prbb.g_01648
OG0000308	Syag.g_01548	Prbb.g_01649
OG0000309	Syag.g_01553	Prbb.g_01653
OG0000310	Syag.g_01291	Prbb.g_01671
OG0000311	Syag.g_01300	Prbb.g_01673
OG0000312	Syag.g_01434	Prbb.g_01676
OG0000313	Syag.g_00966, Syag.g_01412	Prbb.g_01690
OG0000314	Syag.g_01380	Prbb.g_01711
OG0000315	Syag.g_01369	Prbb.g_01721
OG0000316	Syag.g_01641	Prbb.g_01746
OG0000317	Syag.g_01684	Prbb.g_01821
OG0000318	Syag.g_01688	Prbb.g_01824
OG0000319	Syag.g_01710	Prbb.g_01835
OG0000320	Syag.g_01712	Prbb.g_01837
OG0000321	Syag.g_01713	Prbb.g_01838
OG0000322	Syag.g_01714	Prbb.g_01839
OG0000323	Syag.g_01728	Prbb.g_01848
OG0000324	Syag.g_01757	Prbb.g_01875
OG0000325	Syag.g_02690	Prbb.g_01924
OG0000326	Syag.g_02698	Prbb.g_01930
OG0000327	Syag.g_02728	Prbb.g_01959
OG0000328	Syag.g_02729	Prbb.g_01960
OG0000329	Syag.g_02747	Prbb.g_01977
OG0000330	Syag.g_02748	Prbb.g_01978
OG0000331	Syag.g_02749	Prbb.g_01979
OG0000332	Syag.g_02764	Prbb.g_01993
OG0000333	Syag.g_02767	Prbb.g_01995
OG0000334	Syag.g_02777	Prbb.g_02004
OG0000335	Syag.g_02782	Prbb.g_02009
OG0000336	Syag.g_02786	Prbb.g_02013
OG0000337	Syag.g_02445	Prbb.g_02031
OG0000338	Syag.g_02440	Prbb.g_02032
OG0000340	Syag.g_02416	Prbb.g_02046
OG0000341	Syag.g_02414	Prbb.g_02048
OG0000342	Syag.g_02413	Prbb.g_02049
OG0000343	Syag.g_02411	Prbb.g_02050
OG0000344	Syag.g_02407	Prbb.g_02053
OG0000345	Syag.g_02397	Prbb.g_02058
OG0000346	Syag.g_02392	Prbb.g_02062
OG0000347	Syag.g_02366	Prbb.g_02082
OG0000348	Syag.g_02357	Prbb.g_02104
OG0000349	Syag.g_02330	Prbb.g_02122
OG0000350	Syag.g_02705	Prbb.g_02143
OG0000351	Syag.g_02244	Prbb.g_02168
OG0000352	Syag.g_02245	Prbb.g_02169
OG0000353	Syag.g_02271	Prbb.g_02188
OG0000355	Syag.g_02273	Prbb.g_00001
OG0000356	Syag.g_02274	Prbb.g_00002
OG0000357	Syag.g_02275	Prbb.g_00003
OG0000358	Syag.g_02279	Prbb.g_00008
OG0000359	Syag.g_02281	Prbb.g_00009
OG0000360	Syag.g_02282	Prbb.g_00010
OG0000361	Syag.g_02283	Prbb.g_00011
OG0000362	Syag.g_02285	Prbb.g_00013
OG0000363	Syag.g_02287	Prbb.g_00015
OG0000364	Syag.g_02288	Prbb.g_00016
OG0000365	Syag.g_02297	Prbb.g_00021
OG0000366	Syag.g_02298	Prbb.g_00022
OG0000367	Syag.g_02299	Prbb.g_00023
OG0000368	Syag.g_02301	Prbb.g_00025
OG0000369	Syag.g_02302	Prbb.g_00026
OG0000370	Syag.g_02303	Prbb.g_00027
OG0000371	Syag.g_02312	Prbb.g_00033
OG0000372	Syag.g_02317	Prbb.g_00035
OG0000373	Syag.g_02318	Prbb.g_00036
OG0000374	Syag.g_02319	Prbb.g_00037
OG0000375	Syag.g_02326	Prbb.g_00055
OG0000376	Syag.g_02328	Prbb.g_00057
OG0000377	Syag.g_02119	Prbb.g_00060
OG0000378	Syag.g_02099	Prbb.g_00062
OG0000379	Syag.g_02091	Prbb.g_00065
OG0000380	Syag.g_01817	Prbb.g_00121
OG0000381	Syag.g_01820	Prbb.g_00125
OG0000382	Syag.g_01838	Prbb.g_00136
OG0000383	Syag.g_01843	Prbb.g_00138
OG0000384	Syag.g_01844	Prbb.g_00139
OG0000385	Syag.g_01845	Prbb.g_00140
OG0000386	Syag.g_01846	Prbb.g_00141
OG0000387	Syag.g_01876	Prbb.g_00154
OG0000388	Syag.g_01880	Prbb.g_00158
OG0000389	Syag.g_01884	Prbb.g_00161
OG0000390	Syag.g_01903	Prbb.g_00170
OG0000391	Syag.g_01908	Prbb.g_00174
OG0000392	Syag.g_01914	Prbb.g_00177
OG0000393	Syag.g_01917	Prbb.g_00180
OG0000394	Syag.g_01918	Prbb.g_00181
OG0000395	Syag.g_01919	Prbb.g_00182
OG0000396	Syag.g_01922	Prbb.g_00185
OG0000397	Syag.g_01924	Prbb.g_00187
OG0000398	Syag.g_01929	Prbb.g_00190
OG0000399	Syag.g_01930	Prbb.g_00191
OG0000400	Syag.g_01931	Prbb.g_00192
OG0000401	Syag.g_01932	Prbb.g_00193
OG0000402	Syag.g_01934	Prbb.g_01101
OG0000403	Syag.g_01935	Prbb.g_00194
OG0000404	Syag.g_01937	Prbb.g_00195
OG0000405	Syag.g_01949	Prbb.g_00200
OG0000406	Syag.g_01953	Prbb.g_00204
OG0000407	Syag.g_01954	Prbb.g_00205
OG0000408	Syag.g_01956	Prbb.g_00207
OG0000409	Syag.g_01958	Prbb.g_00209
OG0000410	Syag.g_01959	Prbb.g_00210
OG0000411	Syag.g_01960	Prbb.g_00211
OG0000412	Syag.g_01961	Prbb.g_00212
OG0000413	Syag.g_01963	Prbb.g_00213
OG0000414	Syag.g_01964	Prbb.g_00214
OG0000415	Syag.g_01965	Prbb.g_00215
OG0000416	Syag.g_01966	Prbb.g_00216
OG0000417	Syag.g_01967	Prbb.g_00217
OG0000418	Syag.g_01973	Prbb.g_00222
OG0000419	Syag.g_01975	Prbb.g_00224
OG0000420	Syag.g_01977	Prbb.g_00225
OG0000421	Syag.g_01982	Prbb.g_00229
OG0000422	Syag.g_01983	Prbb.g_00230
OG0000423	Syag.g_01984	Prbb.g_00231
OG0000424	Syag.g_01985	Prbb.g_00232
OG0000425	Syag.g_01986	Prbb.g_00233
OG0000426	Syag.g_01987	Prbb.g_00234
OG0000427	Syag.g_01988	Prbb.g_00235
OG0000428	Syag.g_01991	Prbb.g_00237
OG0000429	Syag.g_01993	Prbb.g_00238
OG0000430	Syag.g_01995	Prbb.g_00239
OG0000431	Syag.g_01998	Prbb.g_00241
OG0000432	Syag.g_02007	Prbb.g_00245
OG0000433	Syag.g_02009	Prbb.g_00246
OG0000434	Syag.g_02010	Prbb.g_00247
OG0000435	Syag.g_02017	Prbb.g_00248
OG0000436	Syag.g_02028	Prbb.g_00253
OG0000437	Syag.g_02029	Prbb.g_00254
OG0000438	Syag.g_02031	Prbb.g_00255
OG0000439	Syag.g_02033	Prbb.g_00257
OG0000440	Syag.g_02034	Prbb.g_00258
OG0000441	Syag.g_02041	Prbb.g_00260
OG0000442	Syag.g_02044	Prbb.g_00261
OG0000443	Syag.g_02046	Prbb.g_00262
OG0000444	Syag.g_02053	Prbb.g_00267
OG0000445	Syag.g_02054	Prbb.g_00268
OG0000446	Syag.g_02056	Prbb.g_00269
OG0000447	Syag.g_02059	Prbb.g_00270
OG0000448	Syag.g_02060	Prbb.g_00271
OG0000449	Syag.g_02061	Prbb.g_00272
OG0000450	Syag.g_02066	Prbb.g_00273
OG0000451	Syag.g_02067	Prbb.g_00274
OG0000452	Syag.g_02071	Prbb.g_00277
OG0000453	Syag.g_02072	Prbb.g_00278
OG0000454	Syag.g_02073	Prbb.g_00279
OG0000455	Syag.g_02074	Prbb.g_00280
OG0000456	Syag.g_02075	Prbb.g_00281
OG0000457	Syag.g_02077	Prbb.g_00282
OG0000458	Syag.g_02080	Prbb.g_00283
OG0000459	Syag.g_02081	Prbb.g_00284
OG0000460	Syag.g_01786	Prbb.g_00292
OG0000461	Syag.g_02675	Prbb.g_00300
OG0000462	Syag.g_02672	Prbb.g_00302
OG0000463	Syag.g_02671	Prbb.g_00303
OG0000464	Syag.g_02670	Prbb.g_00304
OG0000465	Syag.g_02668	Prbb.g_00305
OG0000466	Syag.g_02662	Prbb.g_00306
OG0000467	Syag.g_02660	Prbb.g_00307
OG0000468	Syag.g_02636	Prbb.g_00309
OG0000469	Syag.g_02621	Prbb.g_00316
OG0000470	Syag.g_02619	Prbb.g_00318
OG0000471	Syag.g_02618	Prbb.g_00319
OG0000472	Syag.g_02616	Prbb.g_00320
OG0000473	Syag.g_02614	Prbb.g_00322
OG0000474	Syag.g_02613	Prbb.g_00323
OG0000475	Syag.g_02612	Prbb.g_00324
OG0000476	Syag.g_02610	Prbb.g_00326
OG0000477	Syag.g_02604	Prbb.g_00328
OG0000478	Syag.g_02603	Prbb.g_00329
OG0000479	Syag.g_02602	Prbb.g_00330
OG0000480	Syag.g_02595	Prbb.g_00334
OG0000481	Syag.g_02593	Prbb.g_00336
OG0000482	Syag.g_02592	Prbb.g_00337
OG0000483	Syag.g_02588	Prbb.g_00340
OG0000484	Syag.g_02587	Prbb.g_00341
OG0000485	Syag.g_02586	Prbb.g_00342
OG0000486	Syag.g_02585	Prbb.g_00343
OG0000487	Syag.g_02579	Prbb.g_00346
OG0000488	Syag.g_02575	Prbb.g_00349
OG0000489	Syag.g_02565	Prbb.g_00354
OG0000490	Syag.g_02553	Prbb.g_00359
OG0000491	Syag.g_02551	Prbb.g_00360
OG0000492	Syag.g_02549	Prbb.g_00362
OG0000493	Syag.g_02548	Prbb.g_00363
OG0000494	Syag.g_02547	Prbb.g_00364
OG0000495	Syag.g_02546	Prbb.g_00365
OG0000496	Syag.g_02545	Prbb.g_00366
OG0000497	Syag.g_02544	Prbb.g_00367
OG0000498	Syag.g_02543	Prbb.g_00368
OG0000499	Syag.g_02542	Prbb.g_00369
OG0000500	Syag.g_02541	Prbb.g_00370
OG0000501	Syag.g_02538	Prbb.g_00372
OG0000502	Syag.g_02467	Prbb.g_00375
OG0000503	Syag.g_02843	Prbb.g_00394
OG0000504	Syag.g_02845	Prbb.g_00396
OG0000505	Syag.g_02846	Prbb.g_00397
OG0000506	Syag.g_02849	Prbb.g_00398
OG0000507	Syag.g_02855	Prbb.g_00401
OG0000508	Syag.g_02860	Prbb.g_00404
OG0000509	Syag.g_02862	Prbb.g_00406
OG0000510	Syag.g_02863	Prbb.g_00407
OG0000511	Syag.g_02864	Prbb.g_00408
OG0000512	Syag.g_02866	Prbb.g_00410
OG0000513	Syag.g_00009	Prbb.g_00419
OG0000514	Syag.g_00018	Prbb.g_00436
OG0000515	Syag.g_00019	Prbb.g_00437
OG0000516	Syag.g_00025	Prbb.g_00438
OG0000517	Syag.g_00032	Prbb.g_00440
OG0000518	Syag.g_00044	Prbb.g_00451
OG0000519	Syag.g_00045	Prbb.g_00452
OG0000520	Syag.g_00046	Prbb.g_00453
OG0000521	Syag.g_00054	Prbb.g_00458
OG0000522	Syag.g_00056	Prbb.g_00460
OG0000523	Syag.g_00057	Prbb.g_00461
OG0000524	Syag.g_01327	Prbb.g_00468
OG0000525	Syag.g_01345	Prbb.g_00472
OG0000526	Syag.g_01348	Prbb.g_00473
OG0000527	Syag.g_01354	Prbb.g_00476
OG0000528	Syag.g_01532	Prbb.g_00482
OG0000529	Syag.g_01527	Prbb.g_00486
OG0000530	Syag.g_01524	Prbb.g_00489
OG0000531	Syag.g_01523	Prbb.g_00490
OG0000532	Syag.g_01520	Prbb.g_00491
OG0000533	Syag.g_01518	Prbb.g_00492
OG0000534	Syag.g_01517	Prbb.g_00493
OG0000535	Syag.g_01516	Prbb.g_00494
OG0000536	Syag.g_01515	Prbb.g_00495
OG0000537	Syag.g_01514	Prbb.g_00496
OG0000538	Syag.g_01502	Prbb.g_00504
OG0000539	Syag.g_01501	Prbb.g_00505
OG0000540	Syag.g_01500	Prbb.g_00506
OG0000541	Syag.g_01499	Prbb.g_00507
OG0000542	Syag.g_01496	Prbb.g_00509
OG0000543	Syag.g_01494	Prbb.g_00511
OG0000544	Syag.g_01493	Prbb.g_00512
OG0000545	Syag.g_01491	Prbb.g_00514
OG0000546	Syag.g_01489	Prbb.g_00517
OG0000547	Syag.g_01487	Prbb.g_00519
OG0000548	Syag.g_01486	Prbb.g_00520
OG0000549	Syag.g_01480	Prbb.g_00523
OG0000550	Syag.g_01474	Prbb.g_00527
OG0000551	Syag.g_01470	Prbb.g_00530
OG0000552	Syag.g_01469	Prbb.g_00531
OG0000553	Syag.g_01464	Prbb.g_00532
OG0000554	Syag.g_01453	Prbb.g_00537
OG0000555	Syag.g_00075	Prbb.g_00545
OG0000556	Syag.g_00257	Prbb.g_00547
OG0000557	Syag.g_00267	Prbb.g_00548
OG0000558	Syag.g_00269	Prbb.g_00551
OG0000559	Syag.g_00273	Prbb.g_00555
OG0000560	Syag.g_00276	Prbb.g_00558
OG0000561	Syag.g_00277	Prbb.g_00559
OG0000562	Syag.g_00278	Prbb.g_00560
OG0000563	Syag.g_00279	Prbb.g_00561
OG0000564	Syag.g_00280	Prbb.g_00562
OG0000565	Syag.g_00284	Prbb.g_00565
OG0000566	Syag.g_00288	Prbb.g_00567
OG0000567	Syag.g_00292	Prbb.g_00571
