Orthogroup	Syag	Prba
OG0000151	Syag.g_00623	Prba.g_01385
OG0000152	Syag.g_00810	Prba.g_01337
OG0000153	Syag.g_00845	Prba.g_01318
OG0000154	Syag.g_00870	Prba.g_01290
OG0000155	Syag.g_01107	Prba.g_00043
OG0000156	Syag.g_01166	Prba.g_01181
OG0000157	Syag.g_01167	Prba.g_01182
OG0000158	Syag.g_02422	Prba.g_00154
OG0000160	Syag.g_01415	Prba.g_00712
OG0000161	Syag.g_01409	Prba.g_00706
OG0000162	Syag.g_01402	Prba.g_00700
OG0000163	Syag.g_01618	Prba.g_00341
OG0000164	Syag.g_01725	Prba.g_00596
OG0000165	Syag.g_01733	Prba.g_00589
OG0000166	Syag.g_02733	Prba.g_00393
OG0000167	Syag.g_02437	Prba.g_01069
OG0000168	Syag.g_02417	Prba.g_01079
OG0000169	Syag.g_02405	Prba.g_00761
OG0000170	Syag.g_02398	Prba.g_00763
OG0000171	Syag.g_02368	Prba.g_00783
OG0000172	Syag.g_02360	Prba.g_00792
OG0000173	Syag.g_02337	Prba.g_00807
OG0000174	Syag.g_02175	Prba.g_00835
OG0000175	Syag.g_02240	Prba.g_00845
OG0000176	Syag.g_02276	Prba.g_01797
OG0000177	Syag.g_02277	Prba.g_01798
OG0000178	Syag.g_02278	Prba.g_01799
OG0000179	Syag.g_02293	Prba.g_01809
OG0000180	Syag.g_02294	Prba.g_01810
OG0000181	Syag.g_02295	Prba.g_01811
OG0000182	Syag.g_02296	Prba.g_01812
OG0000183	Syag.g_02300	Prba.g_01816
OG0000184	Syag.g_02110	Prba.g_01840
OG0000185	Syag.g_02092	Prba.g_01843
OG0000186	Syag.g_01815	Prba.g_01852
OG0000187	Syag.g_01816	Prba.g_01853
OG0000188	Syag.g_01839	Prba.g_01870
OG0000189	Syag.g_01872	Prba.g_01884
OG0000190	Syag.g_01874	Prba.g_01885
OG0000191	Syag.g_01909	Prba.g_01905
OG0000192	Syag.g_01915	Prba.g_01909
OG0000193	Syag.g_01952	Prba.g_01934
OG0000194	Syag.g_01955	Prba.g_01937
OG0000195	Syag.g_01957	Prba.g_01939
OG0000196	Syag.g_01968	Prba.g_01949
OG0000197	Syag.g_01969	Prba.g_01950
OG0000198	Syag.g_00108, Syag.g_01971	Prba.g_01951
OG0000199	Syag.g_01979	Prba.g_00626
OG0000200	Syag.g_01996	Prba.g_00640
OG0000201	Syag.g_02019	Prba.g_00648
OG0000202	Syag.g_02024	Prba.g_00649
OG0000203	Syag.g_02025	Prba.g_00650
OG0000204	Syag.g_02020, Syag.g_02026	Prba.g_00651
OG0000205	Syag.g_02035	Prba.g_00658
OG0000206	Syag.g_02047	Prba.g_00663
OG0000207	Syag.g_02051	Prba.g_00665
OG0000208	Syag.g_02052	Prba.g_00666
OG0000209	Syag.g_02069	Prba.g_00675
OG0000210	Syag.g_02070	Prba.g_00439
OG0000212	Syag.g_01777	Prba.g_00459
OG0000213	Syag.g_02632	Prba.g_00476
OG0000214	Syag.g_02615	Prba.g_00485
OG0000215	Syag.g_02584	Prba.g_00509
OG0000216	Syag.g_02580	Prba.g_00510
OG0000217	Syag.g_02576	Prba.g_00513
OG0000218	Syag.g_02574	Prba.g_00515
OG0000219	Syag.g_02573	Prba.g_00516
OG0000220	Syag.g_02572	Prba.g_00517
OG0000221	Syag.g_02566	Prba.g_00518
OG0000222	Syag.g_02550	Prba.g_00526
OG0000223	Syag.g_02475	Prba.g_00539
OG0000224	Syag.g_02471	Prba.g_00541
OG0000225	Syag.g_02861	Prba.g_00562
OG0000226	Syag.g_02865	Prba.g_00221
OG0000227	Syag.g_02867	Prba.g_00223
OG0000228	Syag.g_00004	Prba.g_00849
OG0000229	Syag.g_00033	Prba.g_01025
OG0000230	Syag.g_00035	Prba.g_01023
OG0000231	Syag.g_00048	Prba.g_01012
OG0000232	Syag.g_00059	Prba.g_01003
OG0000233	Syag.g_01330	Prba.g_00998
OG0000234	Syag.g_01358	Prba.g_00985
OG0000235	Syag.g_01529	Prba.g_00982
OG0000236	Syag.g_01513	Prba.g_00968
OG0000237	Syag.g_01495	Prba.g_00955
OG0000238	Syag.g_01490	Prba.g_00949
OG0000239	Syag.g_01472	Prba.g_00936
OG0000240	Syag.g_01471	Prba.g_00935
OG0000241	Syag.g_00396	Prba.g_00931
OG0000242	Syag.g_01456	Prba.g_00929
OG0000243	Syag.g_00255	Prba.g_01772
OG0000244	Syag.g_00268	Prba.g_01769
OG0000245	Syag.g_00270	Prba.g_01767
OG0000246	Syag.g_00274	Prba.g_01763
OG0000247	Syag.g_00286	Prba.g_01753
OG0000248	Syag.g_00289	Prba.g_01751
OG0000249	Syag.g_00291	Prba.g_01749
OG0000250	Syag.g_00299	Prba.g_01744
OG0000251	Syag.g_00328	Prba.g_01726
OG0000252	Syag.g_00331	Prba.g_01723
OG0000253	Syag.g_00333	Prba.g_01722
OG0000254	Syag.g_00356	Prba.g_01706
OG0000255	Syag.g_00369	Prba.g_01700
OG0000256	Syag.g_00385	Prba.g_01690
OG0000257	Syag.g_00395	Prba.g_01687
OG0000258	Syag.g_00423	Prba.g_01674
OG0000259	Syag.g_00560	Prba.g_01657
OG0000260	Syag.g_00570	Prba.g_01654
OG0000261	Syag.g_00581	Prba.g_01652
OG0000262	Syag.g_00586	Prba.g_01648
OG0000263	Syag.g_01079	Prba.g_01636
OG0000264	Syag.g_01011	Prba.g_01626
OG0000265	Syag.g_01021	Prba.g_01594
OG0000266	Syag.g_00907	Prba.g_01584
OG0000267	Syag.g_00762	Prba.g_01573
OG0000268	Syag.g_00763	Prba.g_01572
OG0000269	Syag.g_00662	Prba.g_01504
OG0000270	Syag.g_00665	Prba.g_01501
OG0000271	Syag.g_00673	Prba.g_01493
OG0000274	Syag.g_00714	Prba.g_01468
OG0000275	Syag.g_00717	Prba.g_01465
OG0000276	Syag.g_00723	Prba.g_01460
OG0000277	Syag.g_00724	Prba.g_01459
OG0000278	Syag.g_00727	Prba.g_01456
OG0000279	Syag.g_00735	Prba.g_01449
OG0000280	Syag.g_00741	Prba.g_01448
OG0000281	Syag.g_00572	Prba.g_01443
OG0000282	Syag.g_00611	Prba.g_01393
OG0000283	Syag.g_00775	Prba.g_01360
OG0000284	Syag.g_00780	Prba.g_01355
OG0000285	Syag.g_00791	Prba.g_01350
OG0000286	Syag.g_00809	Prba.g_01338
OG0000287	Syag.g_00838	Prba.g_01321
OG0000288	Syag.g_00869	Prba.g_01291
OG0000289	Syag.g_00884	Prba.g_01280
OG0000290	Syag.g_00970	Prba.g_01267
OG0000291	Syag.g_00972	Prba.g_01265
OG0000292	Syag.g_02265	Prba.g_01216
OG0000293	Syag.g_01155	Prba.g_00073
OG0000294	Syag.g_01154	Prba.g_00072
OG0000295	Syag.g_01115	Prba.g_00051
OG0000296	Syag.g_01113	Prba.g_00049
OG0000297	Syag.g_01099	Prba.g_00041
OG0000298	Syag.g_01098	Prba.g_00040
OG0000299	Syag.g_01067	Prba.g_00023
OG0000301	Syag.g_01061	Prba.g_00019
OG0000302	Syag.g_01060	Prba.g_00017
OG0000303	Syag.g_01048	Prba.g_00010
OG0000304	Syag.g_01041	Prba.g_00006
OG0000305	Syag.g_00977	Prba.g_00204
OG0000306	Syag.g_00460	Prba.g_00201
OG0000307	Syag.g_01546	Prba.g_00187
OG0000308	Syag.g_01548	Prba.g_00186
OG0000309	Syag.g_01553	Prba.g_00182
OG0000310	Syag.g_01291	Prba.g_00112
OG0000311	Syag.g_01300	Prba.g_00110
OG0000312	Syag.g_01434	Prba.g_00107
OG0000313	Syag.g_00966, Syag.g_01412	Prba.g_00709
OG0000314	Syag.g_01380	Prba.g_00686
OG0000315	Syag.g_01369	Prba.g_00351, Prba.g_00676
OG0000316	Syag.g_01641	Prba.g_00331
OG0000317	Syag.g_01684	Prba.g_00228
OG0000318	Syag.g_01688	Prba.g_00619
OG0000319	Syag.g_01710	Prba.g_00606
OG0000320	Syag.g_01712	Prba.g_00604
OG0000321	Syag.g_01713	Prba.g_00603
OG0000322	Syag.g_01714	Prba.g_00602
OG0000323	Syag.g_01728	Prba.g_00593
OG0000324	Syag.g_01757	Prba.g_00567
OG0000325	Syag.g_02690	Prba.g_00358
OG0000326	Syag.g_02698	Prba.g_00364
OG0000327	Syag.g_02728	Prba.g_00388
OG0000328	Syag.g_02729	Prba.g_00389
OG0000329	Syag.g_02747	Prba.g_00406
OG0000330	Syag.g_02748	Prba.g_00407
OG0000331	Syag.g_02749	Prba.g_00408
OG0000332	Syag.g_02764	Prba.g_00422
OG0000333	Syag.g_02767	Prba.g_00424
OG0000334	Syag.g_02777	Prba.g_00432
OG0000335	Syag.g_02782	Prba.g_00437
OG0000336	Syag.g_02786	Prba.g_01050
OG0000337	Syag.g_02445	Prba.g_01067
OG0000338	Syag.g_02440	Prba.g_01068
OG0000340	Syag.g_02416	Prba.g_00752
OG0000341	Syag.g_02414	Prba.g_00754
OG0000342	Syag.g_02413	Prba.g_00755
OG0000343	Syag.g_02411	Prba.g_00756
OG0000344	Syag.g_02407	Prba.g_00759
OG0000345	Syag.g_02397	Prba.g_00764
OG0000346	Syag.g_02392	Prba.g_00769
OG0000347	Syag.g_02366	Prba.g_00785
OG0000348	Syag.g_02357	Prba.g_00795
OG0000349	Syag.g_02330	Prba.g_00812
OG0000350	Syag.g_02705	Prba.g_00831
OG0000351	Syag.g_02244	Prba.g_00848, Prba.g_01776
OG0000352	Syag.g_02245	Prba.g_01777
OG0000353	Syag.g_02271	Prba.g_01792
OG0000355	Syag.g_02273	Prba.g_01794
OG0000356	Syag.g_02274	Prba.g_01795
OG0000357	Syag.g_02275	Prba.g_01796
OG0000358	Syag.g_02279	Prba.g_01800
OG0000359	Syag.g_02281	Prba.g_01801
OG0000360	Syag.g_02282	Prba.g_01802
OG0000361	Syag.g_02283	Prba.g_01803
OG0000362	Syag.g_02285	Prba.g_01805
OG0000363	Syag.g_02287	Prba.g_01807
OG0000364	Syag.g_02288	Prba.g_01808
OG0000365	Syag.g_02297	Prba.g_01813
OG0000366	Syag.g_02298	Prba.g_01814
OG0000367	Syag.g_02299	Prba.g_01815
OG0000368	Syag.g_02301	Prba.g_01817
OG0000369	Syag.g_02302	Prba.g_01818
OG0000370	Syag.g_02303	Prba.g_01819
OG0000371	Syag.g_02312	Prba.g_01825
OG0000372	Syag.g_02317	Prba.g_01828
OG0000373	Syag.g_02318	Prba.g_01829
OG0000374	Syag.g_02319	Prba.g_01830
OG0000375	Syag.g_02326	Prba.g_01834
OG0000376	Syag.g_02328	Prba.g_01836
OG0000377	Syag.g_02119	Prba.g_01839
OG0000378	Syag.g_02099	Prba.g_01841
OG0000379	Syag.g_02091	Prba.g_01844
OG0000380	Syag.g_01817	Prba.g_01854
OG0000381	Syag.g_01820	Prba.g_01858
OG0000382	Syag.g_01838	Prba.g_01869
OG0000383	Syag.g_01843	Prba.g_01871
OG0000384	Syag.g_01844	Prba.g_01872
OG0000385	Syag.g_01845	Prba.g_01873
OG0000386	Syag.g_01846	Prba.g_01874
OG0000387	Syag.g_01876	Prba.g_01887
OG0000388	Syag.g_01880	Prba.g_01890
OG0000389	Syag.g_01884	Prba.g_01894
OG0000390	Syag.g_01903	Prba.g_01901
OG0000391	Syag.g_01908	Prba.g_01904
OG0000392	Syag.g_01914	Prba.g_01908
OG0000393	Syag.g_01917	Prba.g_01910
OG0000394	Syag.g_01918	Prba.g_01911
OG0000395	Syag.g_01919	Prba.g_01912
OG0000396	Syag.g_01922	Prba.g_01915
OG0000397	Syag.g_01924	Prba.g_01917
OG0000398	Syag.g_01929	Prba.g_01919
OG0000399	Syag.g_01930	Prba.g_01920
OG0000400	Syag.g_01931	Prba.g_01921
OG0000401	Syag.g_01932	Prba.g_01922
OG0000402	Syag.g_01934	Prba.g_01924
OG0000403	Syag.g_01935	Prba.g_01925
OG0000404	Syag.g_01937	Prba.g_01926
OG0000405	Syag.g_01949	Prba.g_01930
OG0000406	Syag.g_01953	Prba.g_01935
OG0000407	Syag.g_01954	Prba.g_01936
OG0000408	Syag.g_01956	Prba.g_01938
OG0000409	Syag.g_01958	Prba.g_01940
OG0000410	Syag.g_01959	Prba.g_01941
OG0000411	Syag.g_01960	Prba.g_01942
OG0000412	Syag.g_01961	Prba.g_01943
OG0000413	Syag.g_01963	Prba.g_01944
OG0000414	Syag.g_01964	Prba.g_01945
OG0000415	Syag.g_01965	Prba.g_01946
OG0000416	Syag.g_01966	Prba.g_01947
OG0000417	Syag.g_01967	Prba.g_01948
OG0000418	Syag.g_01973	Prba.g_01953
OG0000419	Syag.g_01975	Prba.g_00623
OG0000420	Syag.g_01977	Prba.g_00624
OG0000421	Syag.g_01982	Prba.g_00629
OG0000422	Syag.g_01983	Prba.g_00630
OG0000423	Syag.g_01984	Prba.g_00631
OG0000424	Syag.g_01985	Prba.g_00632
OG0000425	Syag.g_01986	Prba.g_00633
OG0000426	Syag.g_01987	Prba.g_00634
OG0000427	Syag.g_01988	Prba.g_00635
OG0000428	Syag.g_01991	Prba.g_00637
OG0000429	Syag.g_01993	Prba.g_00638
OG0000430	Syag.g_01995	Prba.g_00639
OG0000431	Syag.g_01998	Prba.g_00641
OG0000432	Syag.g_02007	Prba.g_00644
OG0000433	Syag.g_02009	Prba.g_00645
OG0000434	Syag.g_02010	Prba.g_00646
OG0000435	Syag.g_02017	Prba.g_00647
OG0000436	Syag.g_02028	Prba.g_00652
OG0000437	Syag.g_02029	Prba.g_00653
OG0000438	Syag.g_02031	Prba.g_00654
OG0000439	Syag.g_02033	Prba.g_00656
OG0000440	Syag.g_02034	Prba.g_00657
OG0000441	Syag.g_02041	Prba.g_00660
OG0000442	Syag.g_02044	Prba.g_00661
OG0000443	Syag.g_02046	Prba.g_00662
OG0000444	Syag.g_02053	Prba.g_00667
OG0000445	Syag.g_02054	Prba.g_00668
OG0000446	Syag.g_02056	Prba.g_00669
OG0000447	Syag.g_02059	Prba.g_00670
OG0000448	Syag.g_02060	Prba.g_00671
OG0000449	Syag.g_02061	Prba.g_00672
OG0000450	Syag.g_02066	Prba.g_00673
OG0000451	Syag.g_02067	Prba.g_00674
OG0000452	Syag.g_02071	Prba.g_00440
OG0000453	Syag.g_02072	Prba.g_00441
OG0000454	Syag.g_02073	Prba.g_00442
OG0000455	Syag.g_02074	Prba.g_00443
OG0000456	Syag.g_02075	Prba.g_00444
OG0000457	Syag.g_02077	Prba.g_00445
OG0000458	Syag.g_02080	Prba.g_00446
OG0000459	Syag.g_02081	Prba.g_00447
OG0000460	Syag.g_01786	Prba.g_00454
OG0000461	Syag.g_02675	Prba.g_00461
OG0000462	Syag.g_02672	Prba.g_00463
OG0000463	Syag.g_02671	Prba.g_00464
OG0000464	Syag.g_02670	Prba.g_00465
OG0000465	Syag.g_02668	Prba.g_00466
OG0000466	Syag.g_02662	Prba.g_00469
OG0000467	Syag.g_02660	Prba.g_00470
OG0000468	Syag.g_02636	Prba.g_00472
OG0000469	Syag.g_02621	Prba.g_00480
OG0000470	Syag.g_02619	Prba.g_00482
OG0000471	Syag.g_02618	Prba.g_00483
OG0000472	Syag.g_02616	Prba.g_00484
OG0000473	Syag.g_02614	Prba.g_00486
OG0000474	Syag.g_02613	Prba.g_00487
OG0000475	Syag.g_02612	Prba.g_00488
OG0000476	Syag.g_02610	Prba.g_00489
OG0000477	Syag.g_02604	Prba.g_00492
OG0000478	Syag.g_02603	Prba.g_00493
OG0000479	Syag.g_02602	Prba.g_00494
OG0000480	Syag.g_02595	Prba.g_00499
OG0000481	Syag.g_02593	Prba.g_00501
OG0000482	Syag.g_02592	Prba.g_00502
OG0000483	Syag.g_02588	Prba.g_00505
OG0000484	Syag.g_02587	Prba.g_00506
OG0000485	Syag.g_02586	Prba.g_00507
OG0000486	Syag.g_02585	Prba.g_00508
OG0000487	Syag.g_02579	Prba.g_00511
OG0000488	Syag.g_02575	Prba.g_00514
OG0000489	Syag.g_02565	Prba.g_00519
OG0000490	Syag.g_02553	Prba.g_00524
OG0000491	Syag.g_02551	Prba.g_00525
OG0000492	Syag.g_02549	Prba.g_00527
OG0000493	Syag.g_02548	Prba.g_00528
OG0000494	Syag.g_02547	Prba.g_00529
OG0000495	Syag.g_02546	Prba.g_00530
OG0000496	Syag.g_02545	Prba.g_00531
OG0000497	Syag.g_02544	Prba.g_00532
OG0000498	Syag.g_02543	Prba.g_00533
OG0000499	Syag.g_02542	Prba.g_00534
OG0000500	Syag.g_02541	Prba.g_00535
OG0000501	Syag.g_02538	Prba.g_00537
OG0000502	Syag.g_02467	Prba.g_00540
OG0000503	Syag.g_02843	Prba.g_00550
OG0000504	Syag.g_02845	Prba.g_00551
OG0000505	Syag.g_02846	Prba.g_00552
OG0000506	Syag.g_02849	Prba.g_00554
OG0000507	Syag.g_02855	Prba.g_00557
OG0000508	Syag.g_02860	Prba.g_00561
OG0000509	Syag.g_02862	Prba.g_00218
OG0000510	Syag.g_02863	Prba.g_00219
OG0000511	Syag.g_02864	Prba.g_00220
OG0000512	Syag.g_02866	Prba.g_00222
OG0000513	Syag.g_00009	Prba.g_00852
OG0000514	Syag.g_00018	Prba.g_01030
OG0000515	Syag.g_00019	Prba.g_01029
OG0000516	Syag.g_00025	Prba.g_01028
OG0000517	Syag.g_00032	Prba.g_01026
OG0000518	Syag.g_00044	Prba.g_01015
OG0000519	Syag.g_00045	Prba.g_01014
OG0000520	Syag.g_00046	Prba.g_01013
OG0000521	Syag.g_00054	Prba.g_01008
OG0000522	Syag.g_00056	Prba.g_01006
OG0000523	Syag.g_00057	Prba.g_01005
OG0000524	Syag.g_01327	Prba.g_01000
OG0000525	Syag.g_01345	Prba.g_00997
OG0000526	Syag.g_01348	Prba.g_00996
OG0000527	Syag.g_01354	Prba.g_00988
OG0000528	Syag.g_01532	Prba.g_00983
OG0000529	Syag.g_01527	Prba.g_00980
OG0000530	Syag.g_01524	Prba.g_00977
OG0000531	Syag.g_01523	Prba.g_00976
OG0000532	Syag.g_01520	Prba.g_00974
OG0000533	Syag.g_01518	Prba.g_00973
OG0000534	Syag.g_01517	Prba.g_00972
OG0000535	Syag.g_01516	Prba.g_00971
OG0000536	Syag.g_01515	Prba.g_00970
OG0000537	Syag.g_01514	Prba.g_00969
OG0000538	Syag.g_01502	Prba.g_00961
OG0000539	Syag.g_01501	Prba.g_00960
OG0000540	Syag.g_01500	Prba.g_00959
OG0000541	Syag.g_01499	Prba.g_00958
OG0000542	Syag.g_01496	Prba.g_00956
OG0000543	Syag.g_01494	Prba.g_00954
OG0000544	Syag.g_01493	Prba.g_00953
OG0000545	Syag.g_01491	Prba.g_00951
OG0000546	Syag.g_01489	Prba.g_00948
OG0000547	Syag.g_01487	Prba.g_00946
OG0000548	Syag.g_01486	Prba.g_00945
OG0000549	Syag.g_01480	Prba.g_00943
OG0000550	Syag.g_01474	Prba.g_00938
OG0000551	Syag.g_01470	Prba.g_00934
OG0000552	Syag.g_01469	Prba.g_00933
OG0000553	Syag.g_01464	Prba.g_00932
OG0000554	Syag.g_01453	Prba.g_00927
OG0000555	Syag.g_00075	Prba.g_01773
OG0000556	Syag.g_00257	Prba.g_01771
OG0000557	Syag.g_00267	Prba.g_01770
OG0000558	Syag.g_00269	Prba.g_01768
OG0000559	Syag.g_00273	Prba.g_01764
OG0000560	Syag.g_00276	Prba.g_01761
OG0000561	Syag.g_00277	Prba.g_01760
OG0000562	Syag.g_00278	Prba.g_01759
OG0000563	Syag.g_00279	Prba.g_01758
OG0000564	Syag.g_00280	Prba.g_01757
OG0000565	Syag.g_00284	Prba.g_01754
OG0000566	Syag.g_00288	Prba.g_01752
OG0000567	Syag.g_00292	Prba.g_01748
OG0000568	Syag.g_00295	Prba.g_01747
OG0000569	Syag.g_00296	Prba.g_01746
OG0000570	Syag.g_00297	Prba.g_01745
OG0000571	Syag.g_00301	Prba.g_01743
OG0000572	Syag.g_00251, Syag.g_00320	Prba.g_01730
OG0000573	Syag.g_00329	Prba.g_01725
OG0000574	Syag.g_00330	Prba.g_01724
OG0000575	Syag.g_00335	Prba.g_01720
OG0000576	Syag.g_00337	Prba.g_01718
OG0000577	Syag.g_00338	Prba.g_01717
OG0000578	Syag.g_00339	Prba.g_01716
OG0000579	Syag.g_00340	Prba.g_01715
OG0000580	Syag.g_00341	Prba.g_01714
OG0000581	Syag.g_00348	Prba.g_01712
OG0000582	Syag.g_00353	Prba.g_01709
OG0000583	Syag.g_00354	Prba.g_01708
OG0000584	Syag.g_00355	Prba.g_01707
OG0000585	Syag.g_00357	Prba.g_01705
OG0000586	Syag.g_00358	Prba.g_01704
OG0000587	Syag.g_00360	Prba.g_01703
OG0000588	Syag.g_00371	Prba.g_01699
OG0000589	Syag.g_00375	Prba.g_01696
OG0000590	Syag.g_00376	Prba.g_01695
OG0000591	Syag.g_00383	Prba.g_01692
OG0000592	Syag.g_00384	Prba.g_01691
OG0000593	Syag.g_00406	Prba.g_01685
