Orthogroup	Syag	Syad
OG0000059	Syag.g_02721	Syad.g_00642
OG0000060	Syag.g_01338	Syad.g_02370
OG0000060	Syag.g_01530	Syad.g_00899
OG0000060	Syag.g_01095	Syad.g_01508
OG0000061	Syag.g_01141	Syad.g_01152
OG0000062	Syag.g_01669	Syad.g_02598
OG0000063	Syag.g_02313	Syad.g_00202
OG0000064	Syag.g_00487	Syad.g_00081, Syad.g_02125
OG0000065	Syag.g_00182	Syad.g_02574
OG0000066	Syag.g_01443	Syad.g_00992
OG0000067	Syag.g_00667	Syad.g_01889
OG0000068	Syag.g_01537	Syad.g_00891
OG0000070	Syag.g_00049	Syad.g_02424
OG0000071	Syag.g_01192	Syad.g_02405
OG0000072	Syag.g_01980	Syad.g_02905
OG0000073	Syag.g_01505	Syad.g_00926
OG0000075	Syag.g_02434	Syad.g_00416
OG0000076	Syag.g_02393	Syad.g_00348
OG0000077	Syag.g_01831	Syad.g_02741
OG0000078	Syag.g_01778	Syad.g_00824
OG0000079	Syag.g_02659	Syad.g_00565
OG0000080	Syag.g_00124	Syad.g_02935
OG0000082	Syag.g_00318	Syad.g_01063
OG0000084	Syag.g_01425	Syad.g_02272
OG0000085	Syag.g_01676	Syad.g_02612
OG0000086	Syag.g_01853	Syad.g_02770
OG0000087	Syag.g_01939	Syad.g_02860
OG0000088	Syag.g_01974	Syad.g_02899
OG0000089	Syag.g_00005	Syad.g_00785, Syad.g_02829
OG0000090	Syag.g_01454	Syad.g_00977
OG0000091	Syag.g_00418	Syad.g_02144
OG0000092	Syag.g_00242	Syad.g_01190
OG0000093	Syag.g_00649	Syad.g_01905
OG0000094	Syag.g_00881	Syad.g_01676
OG0000095	Syag.g_00974	Syad.g_01290
OG0000097	Syag.g_01065	Syad.g_01458
OG0000098	Syag.g_00578	Syad.g_00625
OG0000099	Syag.g_02536	Syad.g_00460
OG0000100	Syag.g_00704	Syad.g_01846
OG0000101	Syag.g_02773	Syad.g_00694
OG0000102	Syag.g_02387	Syad.g_00343
OG0000103	Syag.g_02253	Syad.g_00143
OG0000104	Syag.g_02268	Syad.g_00158
OG0000105	Syag.g_02606	Syad.g_00530
OG0000106	Syag.g_00462	Syad.g_01993
OG0000107	Syag.g_02689	Syad.g_00590
OG0000108	Syag.g_01528	Syad.g_00904
OG0000109	Syag.g_01512	Syad.g_00919
OG0000110	Syag.g_00303	Syad.g_01048
OG0000111	Syag.g_00984	Syad.g_01300
OG0000112	Syag.g_00801	Syad.g_01766
OG0000113	Syag.g_00699	Syad.g_01851
OG0000114	Syag.g_00609	Syad.g_01617
OG0000115	Syag.g_01397	Syad.g_02300
OG0000116	Syag.g_01156	Syad.g_01123
OG0000117	Syag.g_01097	Syad.g_01510
OG0000118	Syag.g_01232	Syad.g_01104
OG0000120	Syag.g_02535	Syad.g_00459
OG0000121	Syag.g_01414	Syad.g_02280
OG0000122	Syag.g_00446	Syad.g_02122
OG0000123	Syag.g_02781	Syad.g_00701
OG0000124	Syag.g_02367	Syad.g_00320
OG0000125	Syag.g_02136, Syag.g_02134	Syad.g_03040
OG0000126	Syag.g_02266	Syad.g_00156
OG0000128	Syag.g_02284	Syad.g_00174
OG0000129	Syag.g_02121	Syad.g_03028
OG0000130	Syag.g_01819	Syad.g_02728
OG0000131	Syag.g_01951	Syad.g_02876
OG0000132	Syag.g_01972	Syad.g_02897
OG0000133	Syag.g_00806	Syad.g_01761
OG0000134	Syag.g_00008	Syad.g_00788
OG0000135	Syag.g_02171	Syad.g_00063
OG0000136	Syag.g_00038	Syad.g_02445
OG0000137	Syag.g_01356	Syad.g_02353
OG0000138	Syag.g_01511	Syad.g_00920
OG0000139	Syag.g_01448	Syad.g_00983
OG0000140	Syag.g_01446	Syad.g_00987
OG0000141	Syag.g_00351	Syad.g_02208
OG0000142	Syag.g_00410	Syad.g_02152
OG0000143	Syag.g_00414	Syad.g_02148
OG0000144	Syag.g_00493	Syad.g_02024
OG0000145	Syag.g_01504	Syad.g_00927
OG0000146	Syag.g_00800	Syad.g_01767
OG0000147	Syag.g_00799	Syad.g_01768
OG0000148	Syag.g_00693	Syad.g_01861
OG0000149	Syag.g_00731	Syad.g_01221
OG0000150	Syag.g_00352	Syad.g_02207, Syad.g_00989
OG0000151	Syag.g_00623	Syad.g_01956
OG0000152	Syag.g_00810	Syad.g_01757
OG0000153	Syag.g_00845	Syad.g_01713
OG0000154	Syag.g_00870	Syad.g_01686
OG0000155	Syag.g_01107	Syad.g_01189
OG0000156	Syag.g_01166	Syad.g_01116
OG0000157	Syag.g_01167	Syad.g_01115
OG0000158	Syag.g_02422	Syad.g_00374
OG0000159	Syag.g_02425	Syad.g_00373
OG0000160	Syag.g_01415	Syad.g_02279
OG0000161	Syag.g_01409	Syad.g_02287
OG0000162	Syag.g_01402	Syad.g_02293
OG0000163	Syag.g_01618	Syad.g_02542
OG0000164	Syag.g_01725	Syad.g_02659
OG0000165	Syag.g_01733	Syad.g_02476
OG0000166	Syag.g_02733	Syad.g_00654
OG0000167	Syag.g_02437	Syad.g_00419
OG0000168	Syag.g_02417	Syad.g_00371
OG0000169	Syag.g_02405	Syad.g_00360
OG0000170	Syag.g_02398	Syad.g_00353
OG0000171	Syag.g_02368	Syad.g_00321
OG0000172	Syag.g_02360	Syad.g_00244
OG0000173	Syag.g_02337	Syad.g_00220
OG0000174	Syag.g_02175	Syad.g_00065
OG0000175	Syag.g_02240	Syad.g_00129
OG0000176	Syag.g_02276	Syad.g_00166
OG0000177	Syag.g_02277	Syad.g_00167
OG0000178	Syag.g_02278	Syad.g_00168
OG0000179	Syag.g_02293	Syad.g_00183
OG0000180	Syag.g_02294	Syad.g_00184
OG0000181	Syag.g_02295	Syad.g_00185
OG0000182	Syag.g_02296	Syad.g_00186
OG0000183	Syag.g_02300	Syad.g_00190
OG0000184	Syag.g_02110	Syad.g_03018
OG0000185	Syag.g_02092	Syad.g_03006
OG0000186	Syag.g_01815	Syad.g_02722
OG0000187	Syag.g_01816	Syad.g_02724
OG0000188	Syag.g_01839	Syad.g_02759
OG0000189	Syag.g_01872	Syad.g_02788
OG0000190	Syag.g_01874	Syad.g_02790
OG0000191	Syag.g_01909	Syad.g_02824
OG0000192	Syag.g_01915	Syad.g_02834
OG0000193	Syag.g_01952	Syad.g_02877
OG0000194	Syag.g_01955	Syad.g_02880
OG0000195	Syag.g_01957	Syad.g_02884
OG0000196	Syag.g_01968	Syad.g_02894
OG0000197	Syag.g_01969	Syad.g_02895
OG0000198	Syag.g_01971	Syad.g_02896
OG0000199	Syag.g_01979	Syad.g_02904
OG0000200	Syag.g_01996	Syad.g_02921
OG0000201	Syag.g_02019, Syag.g_02023	Syad.g_02937
OG0000202	Syag.g_02024	Syad.g_02938
OG0000203	Syag.g_02025	Syad.g_02939
OG0000204	Syag.g_02020, Syag.g_02026	Syad.g_02940
OG0000205	Syag.g_02035	Syad.g_02948
OG0000206	Syag.g_02047	Syad.g_02955
OG0000207	Syag.g_02051	Syad.g_02957
OG0000208	Syag.g_02052	Syad.g_02958
OG0000209	Syag.g_02069	Syad.g_02981
OG0000210	Syag.g_02070	Syad.g_02982
OG0000211	Syag.g_01788	Syad.g_00813
OG0000212	Syag.g_01777	Syad.g_00825
OG0000213	Syag.g_02632	Syad.g_00556
OG0000214	Syag.g_02615	Syad.g_00538
OG0000215	Syag.g_02584	Syad.g_00508
OG0000216	Syag.g_02580	Syad.g_00504, Syad.g_00285
OG0000217	Syag.g_02576	Syad.g_00500
OG0000218	Syag.g_02574	Syad.g_00498
OG0000219	Syag.g_02573	Syad.g_00497
OG0000220	Syag.g_02572	Syad.g_00496
OG0000221	Syag.g_02566	Syad.g_00488
OG0000222	Syag.g_02550	Syad.g_00473
OG0000223	Syag.g_02475	Syad.g_00451
OG0000224	Syag.g_02471	Syad.g_00444
OG0000225	Syag.g_02861	Syad.g_00777
OG0000226	Syag.g_02865	Syad.g_00781
OG0000227	Syag.g_02867	Syad.g_00783
OG0000228	Syag.g_00004	Syad.g_00784
OG0000229	Syag.g_00033	Syad.g_02450
OG0000230	Syag.g_00035	Syad.g_02448
OG0000231	Syag.g_00048	Syad.g_02436
OG0000232	Syag.g_00059	Syad.g_02392
OG0000233	Syag.g_01330	Syad.g_02382
OG0000234	Syag.g_01358	Syad.g_02351
OG0000235	Syag.g_01529	Syad.g_00903
OG0000236	Syag.g_01513	Syad.g_00918
OG0000237	Syag.g_01495	Syad.g_00936
OG0000238	Syag.g_01490	Syad.g_00941
OG0000239	Syag.g_01472	Syad.g_00957
OG0000240	Syag.g_01471	Syad.g_00958
OG0000241	Syag.g_00396	Syad.g_02160
OG0000242	Syag.g_01456	Syad.g_00975
OG0000243	Syag.g_00255	Syad.g_01000
OG0000244	Syag.g_00268	Syad.g_01012
OG0000245	Syag.g_00270	Syad.g_01014
OG0000246	Syag.g_00274	Syad.g_01017
OG0000247	Syag.g_00286	Syad.g_01029
OG0000248	Syag.g_00289	Syad.g_01032
OG0000249	Syag.g_00291	Syad.g_01034
OG0000250	Syag.g_00299	Syad.g_01044
OG0000251	Syag.g_00328	Syad.g_01071
OG0000252	Syag.g_00331	Syad.g_01078
OG0000253	Syag.g_00333	Syad.g_01081
OG0000254	Syag.g_00356	Syad.g_02203
OG0000255	Syag.g_00369	Syad.g_02185
OG0000256	Syag.g_00385	Syad.g_02167
OG0000257	Syag.g_00395	Syad.g_02161
OG0000258	Syag.g_00423	Syad.g_02143
OG0000259	Syag.g_00560	Syad.g_01576
OG0000260	Syag.g_00570	Syad.g_01587
OG0000261	Syag.g_00581	Syad.g_01590
OG0000262	Syag.g_00586	Syad.g_01595
OG0000263	Syag.g_01079	Syad.g_01475
OG0000264	Syag.g_01011	Syad.g_01360
OG0000265	Syag.g_01021	Syad.g_01383
OG0000266	Syag.g_00907	Syad.g_01804
OG0000267	Syag.g_00762	Syad.g_01645
OG0000268	Syag.g_00763	Syad.g_01646
OG0000269	Syag.g_00662	Syad.g_01894
OG0000270	Syag.g_00665	Syad.g_01891
OG0000271	Syag.g_00673	Syad.g_01883
OG0000274	Syag.g_00714	Syad.g_01246
OG0000275	Syag.g_00717	Syad.g_01242
OG0000276	Syag.g_00723	Syad.g_01229
OG0000277	Syag.g_00724	Syad.g_01228
OG0000278	Syag.g_00727	Syad.g_01225
OG0000279	Syag.g_00735	Syad.g_01208
OG0000280	Syag.g_00741	Syad.g_01198
OG0000281	Syag.g_00572	Syad.g_00624
OG0000282	Syag.g_00611	Syad.g_01619
OG0000283	Syag.g_00775	Syad.g_01661
OG0000284	Syag.g_00780	Syad.g_01787
OG0000285	Syag.g_00791	Syad.g_01776
OG0000286	Syag.g_00809	Syad.g_01758
OG0000287	Syag.g_00838	Syad.g_01720
OG0000288	Syag.g_00869	Syad.g_01687
OG0000289	Syag.g_00884	Syad.g_01672
OG0000290	Syag.g_00970	Syad.g_01287
OG0000291	Syag.g_00972	Syad.g_01289
OG0000292	Syag.g_02265	Syad.g_00155
OG0000293	Syag.g_01155	Syad.g_01124
OG0000294	Syag.g_01154	Syad.g_01125
OG0000295	Syag.g_01115	Syad.g_01181
OG0000296	Syag.g_01113	Syad.g_01183
OG0000297	Syag.g_01099	Syad.g_01512
OG0000298	Syag.g_01098	Syad.g_01511
OG0000299	Syag.g_01067	Syad.g_01462
OG0000301	Syag.g_01061	Syad.g_01454
OG0000302	Syag.g_01060	Syad.g_01453
OG0000303	Syag.g_01048	Syad.g_01442
OG0000304	Syag.g_01041	Syad.g_01436
OG0000305	Syag.g_00977	Syad.g_01292
OG0000306	Syag.g_00460	Syad.g_01989
OG0000307	Syag.g_01546	Syad.g_00883
OG0000308	Syag.g_01548	Syad.g_00881
OG0000309	Syag.g_01553	Syad.g_00876
OG0000310	Syag.g_01291	Syad.g_02250
OG0000311	Syag.g_01300	Syad.g_02254
OG0000312	Syag.g_01434	Syad.g_02265
OG0000313	Syag.g_00966, Syag.g_01412	Syad.g_02284
OG0000314	Syag.g_01380	Syad.g_02313
OG0000315	Syag.g_01369	Syad.g_02323
OG0000316	Syag.g_01641	Syad.g_02564
OG0000317	Syag.g_01684	Syad.g_02620
OG0000318	Syag.g_01688	Syad.g_02624
OG0000319	Syag.g_01710	Syad.g_02642
OG0000320	Syag.g_01712	Syad.g_02644
OG0000321	Syag.g_01713	Syad.g_02645
OG0000322	Syag.g_01714	Syad.g_02646
OG0000323	Syag.g_01728	Syad.g_02661
OG0000324	Syag.g_01757	Syad.g_02505
OG0000325	Syag.g_02690	Syad.g_00591
OG0000326	Syag.g_02698	Syad.g_00598
OG0000327	Syag.g_02728	Syad.g_00649
OG0000328	Syag.g_02729	Syad.g_00650
OG0000329	Syag.g_02747	Syad.g_00668
OG0000330	Syag.g_02748	Syad.g_00669
OG0000331	Syag.g_02749	Syad.g_00670
OG0000332	Syag.g_02764	Syad.g_00685
OG0000333	Syag.g_02767	Syad.g_00688
OG0000334	Syag.g_02777	Syad.g_00697
OG0000335	Syag.g_02782	Syad.g_00702
OG0000336	Syag.g_02786	Syad.g_00706
OG0000337	Syag.g_02445	Syad.g_00425, Syad.g_00427
OG0000338	Syag.g_02440	Syad.g_00421
OG0000340	Syag.g_02416	Syad.g_00370
OG0000341	Syag.g_02414	Syad.g_00368
OG0000342	Syag.g_02413	Syad.g_00367
OG0000343	Syag.g_02411	Syad.g_00366
OG0000344	Syag.g_02407	Syad.g_00362
OG0000345	Syag.g_02397	Syad.g_00352
OG0000346	Syag.g_02392	Syad.g_00347
OG0000347	Syag.g_02366	Syad.g_00318
OG0000348	Syag.g_02357	Syad.g_00233
OG0000349	Syag.g_02330	Syad.g_00213
OG0000350	Syag.g_02705	Syad.g_00605
OG0000351	Syag.g_02244	Syad.g_00134
OG0000352	Syag.g_02245	Syad.g_00135
OG0000353	Syag.g_02271	Syad.g_00161
OG0000354	Syag.g_01484	Syad.g_00947
OG0000354	Syag.g_02291	Syad.g_00181
OG0000355	Syag.g_02273	Syad.g_00163
OG0000356	Syag.g_02274	Syad.g_00164
OG0000357	Syag.g_02275	Syad.g_00165
OG0000358	Syag.g_02279	Syad.g_00169
OG0000359	Syag.g_02281	Syad.g_00171
OG0000360	Syag.g_02282	Syad.g_00172
OG0000361	Syag.g_02283	Syad.g_00173
OG0000362	Syag.g_02285	Syad.g_00175
OG0000363	Syag.g_02287	Syad.g_00177
OG0000364	Syag.g_02288	Syad.g_00178
OG0000365	Syag.g_02297	Syad.g_00187
OG0000366	Syag.g_02298	Syad.g_00188
OG0000367	Syag.g_02299	Syad.g_00189
OG0000368	Syag.g_02301	Syad.g_00191
OG0000369	Syag.g_02302	Syad.g_00192
OG0000370	Syag.g_02303	Syad.g_00193
OG0000371	Syag.g_02312	Syad.g_00201
OG0000372	Syag.g_02317	Syad.g_00206
OG0000373	Syag.g_02318	Syad.g_00207
OG0000374	Syag.g_02319	Syad.g_00208
OG0000375	Syag.g_02326	Syad.g_00209
OG0000376	Syag.g_02328	Syad.g_00211
OG0000377	Syag.g_02119	Syad.g_03027
OG0000378	Syag.g_02099	Syad.g_03012
OG0000379	Syag.g_02091	Syad.g_03005
OG0000380	Syag.g_01817	Syad.g_02725
OG0000381	Syag.g_01820	Syad.g_02729
OG0000382	Syag.g_01838	Syad.g_02758
OG0000383	Syag.g_01843	Syad.g_02761
OG0000384	Syag.g_01844	Syad.g_02762
OG0000385	Syag.g_01845	Syad.g_02763
OG0000386	Syag.g_01846	Syad.g_02764
OG0000387	Syag.g_01876	Syad.g_02792
OG0000388	Syag.g_01880	Syad.g_02796
OG0000389	Syag.g_01884	Syad.g_02800
OG0000390	Syag.g_01903	Syad.g_02818
OG0000391	Syag.g_01908	Syad.g_02823
OG0000392	Syag.g_01914	Syad.g_02833
OG0000393	Syag.g_01917	Syad.g_02837
OG0000394	Syag.g_01918	Syad.g_02838
OG0000395	Syag.g_01919	Syad.g_02839
OG0000396	Syag.g_01922	Syad.g_02843
OG0000397	Syag.g_01924	Syad.g_02845
OG0000398	Syag.g_01929	Syad.g_02850
OG0000399	Syag.g_01930	Syad.g_02851
OG0000400	Syag.g_01931	Syad.g_02852
OG0000401	Syag.g_01932	Syad.g_02853
OG0000402	Syag.g_01934	Syad.g_02855
OG0000403	Syag.g_01935	Syad.g_02856
OG0000404	Syag.g_01937	Syad.g_02858
OG0000405	Syag.g_01949	Syad.g_02874
OG0000406	Syag.g_01953	Syad.g_02878
OG0000407	Syag.g_01954	Syad.g_02879
OG0000408	Syag.g_01956	Syad.g_02883
OG0000409	Syag.g_01958	Syad.g_02885
OG0000410	Syag.g_01959	Syad.g_02886
OG0000411	Syag.g_01960	Syad.g_02887
OG0000412	Syag.g_01961	Syad.g_02888
OG0000413	Syag.g_01963	Syad.g_02890
OG0000415	Syag.g_01965	Syad.g_02891
OG0000416	Syag.g_01966	Syad.g_02892
OG0000417	Syag.g_01967	Syad.g_02893
OG0000418	Syag.g_01973	Syad.g_02898
OG0000419	Syag.g_01975	Syad.g_02900
OG0000420	Syag.g_01977	Syad.g_02902
OG0000421	Syag.g_01982	Syad.g_02907
OG0000422	Syag.g_01983	Syad.g_02908
OG0000423	Syag.g_01984	Syad.g_02909
OG0000424	Syag.g_01985	Syad.g_02910
OG0000425	Syag.g_01986	Syad.g_02911
OG0000426	Syag.g_01987	Syad.g_02912
OG0000427	Syag.g_01988	Syad.g_02913
OG0000428	Syag.g_01991	Syad.g_02916
OG0000429	Syag.g_01993	Syad.g_02918
OG0000430	Syag.g_01995	Syad.g_02920
OG0000431	Syag.g_01998	Syad.g_02923
OG0000432	Syag.g_02007	Syad.g_02930
OG0000433	Syag.g_02009	Syad.g_02933
OG0000434	Syag.g_02010	Syad.g_02934
OG0000435	Syag.g_02017	Syad.g_02936
OG0000436	Syag.g_02028	Syad.g_02942
OG0000437	Syag.g_02029	Syad.g_02943
OG0000438	Syag.g_02031	Syad.g_02944
OG0000439	Syag.g_02033	Syad.g_02946
OG0000440	Syag.g_02034	Syad.g_02947
OG0000441	Syag.g_02041	Syad.g_02951
OG0000442	Syag.g_02044	Syad.g_02952
OG0000443	Syag.g_02046	Syad.g_02953
OG0000444	Syag.g_02053	Syad.g_02964
OG0000445	Syag.g_02054	Syad.g_02965
OG0000446	Syag.g_02056	Syad.g_02967
OG0000447	Syag.g_02059	Syad.g_02970
OG0000448	Syag.g_02060	Syad.g_02971
OG0000449	Syag.g_02061	Syad.g_02972
OG0000450	Syag.g_02066	Syad.g_02978
OG0000451	Syag.g_02067	Syad.g_02979
OG0000452	Syag.g_02071	Syad.g_02983
OG0000453	Syag.g_02072	Syad.g_02984
OG0000454	Syag.g_02073	Syad.g_02985
OG0000455	Syag.g_02074	Syad.g_02986
OG0000456	Syag.g_02075	Syad.g_02987
OG0000457	Syag.g_02077	Syad.g_02989
OG0000458	Syag.g_02080	Syad.g_02998
OG0000459	Syag.g_02081	Syad.g_02999
OG0000460	Syag.g_01786	Syad.g_00815
OG0000461	Syag.g_02675	Syad.g_00579
OG0000462	Syag.g_02672	Syad.g_00576
OG0000463	Syag.g_02671	Syad.g_00575
OG0000464	Syag.g_02670	Syad.g_00574
OG0000465	Syag.g_02668	Syad.g_00573
OG0000466	Syag.g_02662	Syad.g_00568
OG0000467	Syag.g_02660	Syad.g_00566
OG0000468	Syag.g_02636	Syad.g_00561
OG0000469	Syag.g_02621	Syad.g_00545
OG0000470	Syag.g_02619	Syad.g_00542
OG0000471	Syag.g_02618	Syad.g_00541
OG0000472	Syag.g_02616	Syad.g_00539
OG0000473	Syag.g_02614	Syad.g_00537
OG0000474	Syag.g_02613	Syad.g_00536
OG0000475	Syag.g_02612	Syad.g_00535
OG0000476	Syag.g_02610	Syad.g_00533
OG0000477	Syag.g_02604	Syad.g_00528
OG0000478	Syag.g_02603	Syad.g_00527
OG0000479	Syag.g_02602	Syad.g_00526
OG0000480	Syag.g_02595	Syad.g_00520
OG0000481	Syag.g_02593	Syad.g_00518
OG0000482	Syag.g_02592	Syad.g_00517
OG0000483	Syag.g_02588	Syad.g_00513
OG0000484	Syag.g_02587	Syad.g_00512
OG0000485	Syag.g_02586	Syad.g_00511
OG0000486	Syag.g_02585	Syad.g_00510
OG0000487	Syag.g_02579	Syad.g_00503
OG0000488	Syag.g_02575	Syad.g_00499
OG0000489	Syag.g_02565	Syad.g_00487
OG0000490	Syag.g_02553	Syad.g_00475
OG0000491	Syag.g_02551	Syad.g_00474
OG0000492	Syag.g_02549	Syad.g_00472
OG0000493	Syag.g_02548	Syad.g_00471
OG0000494	Syag.g_02547	Syad.g_00470
OG0000495	Syag.g_02546	Syad.g_00469
OG0000496	Syag.g_02545	Syad.g_00468
OG0000497	Syag.g_02544	Syad.g_00467
OG0000498	Syag.g_02543	Syad.g_00466
OG0000499	Syag.g_02542	Syad.g_00465
OG0000500	Syag.g_02541	Syad.g_00464
OG0000501	Syag.g_02538	Syad.g_00461
OG0000502	Syag.g_02467	Syad.g_00449
OG0000503	Syag.g_02843	Syad.g_00761
OG0000504	Syag.g_02845	Syad.g_00763
OG0000505	Syag.g_02846	Syad.g_00764
OG0000506	Syag.g_02849	Syad.g_00766
OG0000507	Syag.g_02855	Syad.g_00772
OG0000508	Syag.g_02860	Syad.g_00776
OG0000509	Syag.g_02862	Syad.g_00778
OG0000510	Syag.g_02863	Syad.g_00779
OG0000511	Syag.g_02864	Syad.g_00780
OG0000512	Syag.g_02866	Syad.g_00782
OG0000513	Syag.g_00009	Syad.g_00789
OG0000514	Syag.g_00018	Syad.g_00795
OG0000515	Syag.g_00019	Syad.g_00796
OG0000516	Syag.g_00025	Syad.g_02456
OG0000517	Syag.g_00032	Syad.g_02451
OG0000518	Syag.g_00044	Syad.g_02439
OG0000519	Syag.g_00045	Syad.g_02438
OG0000520	Syag.g_00046	Syad.g_02437
OG0000521	Syag.g_00054	Syad.g_01108
OG0000522	Syag.g_00056	Syad.g_01109
OG0000523	Syag.g_00057	Syad.g_01110
OG0000524	Syag.g_01327	Syad.g_02386
OG0000525	Syag.g_01345	Syad.g_02363
OG0000526	Syag.g_01348	Syad.g_02360
OG0000527	Syag.g_01354	Syad.g_02355
OG0000528	Syag.g_01532	Syad.g_00897
OG0000529	Syag.g_01527	Syad.g_00905
OG0000530	Syag.g_01524	Syad.g_00908
OG0000531	Syag.g_01523	Syad.g_00909
OG0000532	Syag.g_01520	Syad.g_00912
OG0000533	Syag.g_01518	Syad.g_00913
OG0000534	Syag.g_01517	Syad.g_00914
OG0000535	Syag.g_01516	Syad.g_00915
OG0000536	Syag.g_01515	Syad.g_00916
OG0000537	Syag.g_01514	Syad.g_00917
OG0000538	Syag.g_01502	Syad.g_00929
OG0000539	Syag.g_01501	Syad.g_00930
OG0000540	Syag.g_01500	Syad.g_00931
OG0000541	Syag.g_01499	Syad.g_00932
OG0000542	Syag.g_01496	Syad.g_00935
OG0000543	Syag.g_01494	Syad.g_00937
OG0000544	Syag.g_01493	Syad.g_00938
OG0000545	Syag.g_01491	Syad.g_00940
OG0000546	Syag.g_01489	Syad.g_00942
OG0000547	Syag.g_01487	Syad.g_00944
OG0000548	Syag.g_01486	Syad.g_00945
OG0000549	Syag.g_01480	Syad.g_00952
OG0000550	Syag.g_01474	Syad.g_00956
OG0000551	Syag.g_01470	Syad.g_00960
OG0000552	Syag.g_01469	Syad.g_00961
OG0000553	Syag.g_01464	Syad.g_00965
OG0000554	Syag.g_01453	Syad.g_00978
OG0000555	Syag.g_00075	Syad.g_00999
OG0000556	Syag.g_00257	Syad.g_01003
OG0000557	Syag.g_00267	Syad.g_01011
OG0000558	Syag.g_00269	Syad.g_01013
OG0000559	Syag.g_00273	Syad.g_01016
OG0000560	Syag.g_00276	Syad.g_01019
OG0000561	Syag.g_00277	Syad.g_01020
OG0000562	Syag.g_00278	Syad.g_01021
