Orthogroup	Syag	Syal
OG0000032	Syag.g_02480	Syal.g_00183
OG0000033	Syag.g_01978	Syal.g_00912
OG0000034	Syag.g_01225, Syag.g_01947	Syal.g_00881, Syal.g_01586
OG0000035	Syag.g_01420	Syal.g_00020, Syal.g_00370
OG0000037	Syag.g_00173	Syal.g_00824
OG0000038	Syag.g_02130	Syal.g_01071
OG0000038	Syag.g_02132	Syal.g_01073
OG0000039	Syag.g_02155	Syal.g_01097
OG0000040	Syag.g_02215	Syal.g_01149
OG0000041	Syag.g_01750	Syal.g_00649
OG0000042	Syag.g_01094, Syag.g_02378	Syal.g_01705, Syal.g_01508
OG0000043	Syag.g_00564	Syal.g_02183
OG0000044	Syag.g_00945	Syal.g_01847
OG0000045	Syag.g_00225	Syal.g_01563
OG0000046	Syag.g_02805	Syal.g_00309
OG0000046	Syag.g_02812	Syal.g_00316
OG0000046	Syag.g_02819	Syal.g_00321
OG0000047	Syag.g_00768	Syal.g_01568
OG0000048	Syag.g_02611	Syal.g_01250
OG0000051	Syag.g_01026	Syal.g_01550
OG0000052	Syag.g_02451	Syal.g_01338
OG0000053	Syag.g_01391	Syal.g_00406
OG0000054	Syag.g_00350	Syal.g_02739
OG0000055	Syag.g_00946	Syal.g_01845
OG0000057	Syag.g_00985	Syal.g_01812
OG0000058	Syag.g_02477	Syal.g_01326
OG0000059	Syag.g_02721	Syal.g_00225, Syal.g_01332
OG0000060	Syag.g_01338	Syal.g_00480
OG0000060	Syag.g_01530	Syal.g_02895
OG0000060	Syag.g_01095	Syal.g_02214
OG0000061	Syag.g_01141	Syal.g_01653
OG0000062	Syag.g_01669	Syal.g_00567
OG0000063	Syag.g_02313	Syal.g_00136
OG0000064	Syag.g_00487	Syal.g_02544
OG0000064	Syag.g_01589	Syal.g_01681
OG0000064	Syag.g_00076	Syal.g_01545
OG0000065	Syag.g_00182	Syal.g_02528
OG0000066	Syag.g_01443	Syal.g_02828
OG0000067	Syag.g_00667	Syal.g_02414
OG0000068	Syag.g_01537	Syal.g_02888
OG0000070	Syag.g_00049	Syal.g_00509
OG0000071	Syag.g_01192	Syal.g_01601
OG0000072	Syag.g_01980	Syal.g_00914
OG0000073	Syag.g_01505	Syal.g_02920
OG0000075	Syag.g_02434	Syal.g_01350
OG0000076	Syag.g_02393	Syal.g_01459
OG0000077	Syag.g_01831	Syal.g_00763, Syal.g_00506
OG0000078	Syag.g_01778	Syal.g_00680
OG0000079	Syag.g_02659, Syag.g_02652	Syal.g_01213
OG0000080	Syag.g_00124, Syag.g_02500, Syag.g_02499	Syal.g_01394
OG0000081	Syag.g_00167	Syal.g_02555
OG0000082	Syag.g_00318	Syal.g_02769
OG0000084	Syag.g_00212	Syal.g_01896
OG0000084	Syag.g_01425	Syal.g_00023
OG0000085	Syag.g_01676	Syal.g_00575
OG0000086	Syag.g_01853	Syal.g_00784
OG0000087	Syag.g_01939	Syal.g_00871
OG0000088	Syag.g_01974	Syal.g_00908
OG0000089	Syag.g_00005	Syal.g_00555
OG0000090	Syag.g_01454	Syal.g_02838
OG0000091	Syag.g_00418	Syal.g_02628
OG0000093	Syag.g_00649	Syal.g_02233
OG0000094	Syag.g_00881	Syal.g_01907
OG0000095	Syag.g_00974	Syal.g_01823
OG0000097	Syag.g_01065	Syal.g_01735
OG0000098	Syag.g_00578	Syal.g_02196
OG0000099	Syag.g_02536	Syal.g_01323
OG0000100	Syag.g_00704	Syal.g_02448
OG0000101	Syag.g_02773	Syal.g_00275
OG0000102	Syag.g_02387	Syal.g_01488
OG0000103	Syag.g_02253	Syal.g_01897, Syal.g_00077
OG0000104	Syag.g_02268	Syal.g_00092
OG0000105	Syag.g_02606	Syal.g_01255
OG0000106	Syag.g_00462	Syal.g_02577
OG0000107	Syag.g_02689	Syal.g_00194
OG0000108	Syag.g_01528	Syal.g_02897
OG0000109	Syag.g_01512	Syal.g_02913
OG0000110	Syag.g_00303	Syal.g_02782
OG0000111	Syag.g_00984	Syal.g_01813
OG0000112	Syag.g_00801	Syal.g_02000
OG0000113	Syag.g_00699	Syal.g_02443
OG0000114	Syag.g_00609	Syal.g_02286
OG0000115	Syag.g_01397	Syal.g_00404
OG0000116	Syag.g_01156	Syal.g_01630
OG0000117	Syag.g_01097	Syal.g_01704
OG0000118	Syag.g_01232	Syal.g_01583
OG0000120	Syag.g_02535	Syal.g_01324
OG0000121	Syag.g_01414	Syal.g_00374
OG0000122	Syag.g_00446	Syal.g_02602
OG0000123	Syag.g_02781	Syal.g_00283
OG0000124	Syag.g_02367	Syal.g_01519
OG0000125	Syag.g_02136, Syag.g_02134	Syal.g_01075
OG0000126	Syag.g_02266	Syal.g_00090
OG0000128	Syag.g_02284	Syal.g_00109
OG0000129	Syag.g_02121	Syal.g_01062
OG0000130	Syag.g_01819	Syal.g_00751
OG0000131	Syag.g_01951	Syal.g_00886
OG0000132	Syag.g_01972	Syal.g_00906
OG0000133	Syag.g_00806	Syal.g_01995
OG0000134	Syag.g_00008	Syal.g_00552
OG0000135	Syag.g_02171	Syal.g_01119
OG0000136	Syag.g_00038	Syal.g_00520
OG0000137	Syag.g_01356	Syal.g_00463
OG0000138	Syag.g_01511	Syal.g_02914
OG0000139	Syag.g_01448	Syal.g_02832
OG0000140	Syag.g_01446	Syal.g_02830
OG0000141	Syag.g_00351	Syal.g_02738
OG0000142	Syag.g_00410	Syal.g_02636
OG0000143	Syag.g_00414	Syal.g_02632
OG0000144	Syag.g_00493	Syal.g_02515
OG0000145	Syag.g_01504	Syal.g_02921
OG0000146	Syag.g_00800	Syal.g_02001
OG0000147	Syag.g_00799	Syal.g_02002
OG0000148	Syag.g_00693	Syal.g_02437
OG0000149	Syag.g_00731	Syal.g_02475
OG0000150	Syag.g_00352	Syal.g_02737
OG0000151	Syag.g_00623	Syal.g_02263
OG0000152	Syag.g_00810	Syal.g_01991
OG0000153	Syag.g_00845	Syal.g_01958
OG0000154	Syag.g_00870	Syal.g_01918
OG0000155	Syag.g_01107	Syal.g_01695
OG0000156	Syag.g_01166	Syal.g_01620
OG0000157	Syag.g_01167	Syal.g_01619
OG0000158	Syag.g_02422	Syal.g_01431
OG0000160	Syag.g_01415	Syal.g_00372
OG0000161	Syag.g_01409	Syal.g_00384
OG0000162	Syag.g_01402	Syal.g_00396
OG0000163	Syag.g_01618	Syal.g_02971
OG0000164	Syag.g_01725	Syal.g_00623
OG0000165	Syag.g_01733	Syal.g_00632
OG0000166	Syag.g_02733	Syal.g_00236
OG0000167	Syag.g_02437	Syal.g_01347
OG0000168	Syag.g_02417	Syal.g_01433
OG0000169	Syag.g_02405	Syal.g_01447
OG0000170	Syag.g_02398	Syal.g_01454
OG0000171	Syag.g_02368	Syal.g_01518
OG0000172	Syag.g_02360	Syal.g_00174, Syal.g_00173
OG0000173	Syag.g_02337	Syal.g_00155
OG0000174	Syag.g_02175	Syal.g_01121
OG0000175	Syag.g_02240	Syal.g_01172
OG0000176	Syag.g_02276	Syal.g_00101
OG0000177	Syag.g_02277	Syal.g_00102
OG0000178	Syag.g_02278	Syal.g_00103
OG0000179	Syag.g_02293	Syal.g_00118
OG0000180	Syag.g_02294	Syal.g_00119
OG0000181	Syag.g_02295	Syal.g_00120
OG0000182	Syag.g_02296	Syal.g_00121
OG0000183	Syag.g_02300	Syal.g_00125
OG0000184	Syag.g_02110	Syal.g_01050
OG0000185	Syag.g_02092	Syal.g_01025
OG0000186	Syag.g_01815	Syal.g_02684, Syal.g_00747
OG0000187	Syag.g_01816	Syal.g_02685, Syal.g_00748
OG0000188	Syag.g_01839	Syal.g_00771
OG0000189	Syag.g_01872	Syal.g_00807
OG0000190	Syag.g_01874	Syal.g_01364
OG0000191	Syag.g_01909	Syal.g_00841
OG0000192	Syag.g_01915	Syal.g_00847
OG0000193	Syag.g_01952	Syal.g_00887
OG0000194	Syag.g_01955	Syal.g_00890
OG0000195	Syag.g_01957	Syal.g_00892
OG0000196	Syag.g_01968	Syal.g_00903
OG0000197	Syag.g_01969	Syal.g_00904
OG0000198	Syag.g_00108	Syal.g_00905
OG0000199	Syag.g_01979	Syal.g_00913
OG0000200	Syag.g_01996	Syal.g_00932
OG0000201	Syag.g_02019	Syal.g_00949
OG0000202	Syag.g_02024	Syal.g_00950
OG0000203	Syag.g_02025	Syal.g_00951
OG0000204	Syag.g_02020, Syag.g_02026	Syal.g_00952
OG0000205	Syag.g_02035	Syal.g_00959
OG0000206	Syag.g_02047	Syal.g_00971
OG0000207	Syag.g_02051	Syal.g_00974
OG0000208	Syag.g_02052	Syal.g_00975
OG0000209	Syag.g_02069	Syal.g_01000
OG0000210	Syag.g_02070	Syal.g_01001
OG0000211	Syag.g_01788	Syal.g_00688
OG0000212	Syag.g_01777	Syal.g_00679
OG0000213	Syag.g_02632	Syal.g_01229
OG0000214	Syag.g_02615	Syal.g_01246
OG0000215	Syag.g_02584	Syal.g_01277
OG0000216	Syag.g_02580	Syal.g_01281
OG0000217	Syag.g_02576	Syal.g_01285
OG0000218	Syag.g_02574	Syal.g_01287
OG0000219	Syag.g_02573	Syal.g_01288
OG0000220	Syag.g_02572	Syal.g_01289
OG0000221	Syag.g_02566	Syal.g_01297
OG0000222	Syag.g_02550	Syal.g_01309
OG0000223	Syag.g_02475	Syal.g_01327
OG0000224	Syag.g_02471	Syal.g_01329
OG0000225	Syag.g_02861	Syal.g_00363
OG0000226	Syag.g_02865	Syal.g_00367
OG0000227	Syag.g_02867	Syal.g_00369
OG0000228	Syag.g_00004	Syal.g_00556
OG0000229	Syag.g_00033	Syal.g_00525
OG0000230	Syag.g_00035	Syal.g_00523
OG0000231	Syag.g_00048	Syal.g_00510
OG0000232	Syag.g_00059	Syal.g_00495
OG0000233	Syag.g_01330	Syal.g_00487
OG0000234	Syag.g_01358	Syal.g_00461
OG0000235	Syag.g_01529	Syal.g_02896
OG0000236	Syag.g_01513	Syal.g_02912
OG0000237	Syag.g_01495	Syal.g_02930
OG0000238	Syag.g_01490	Syal.g_02935
OG0000239	Syag.g_01472	Syal.g_02951
OG0000240	Syag.g_01471	Syal.g_02952
OG0000241	Syag.g_00396	Syal.g_02696
OG0000242	Syag.g_01456	Syal.g_02840
OG0000243	Syag.g_00255	Syal.g_02822
OG0000244	Syag.g_00268	Syal.g_02815
OG0000245	Syag.g_00270	Syal.g_02813
OG0000246	Syag.g_00274	Syal.g_02809
OG0000247	Syag.g_00286	Syal.g_02797
OG0000248	Syag.g_00289	Syal.g_02794
OG0000249	Syag.g_00291	Syal.g_02792
OG0000250	Syag.g_00299	Syal.g_02786
OG0000251	Syag.g_00328	Syal.g_02760
OG0000252	Syag.g_00331	Syal.g_02757
OG0000253	Syag.g_00333	Syal.g_02755
OG0000254	Syag.g_00356	Syal.g_02732
OG0000255	Syag.g_00369	Syal.g_02719
OG0000256	Syag.g_00385	Syal.g_02705
OG0000257	Syag.g_00395	Syal.g_02697
OG0000258	Syag.g_00423	Syal.g_02623
OG0000259	Syag.g_00560	Syal.g_02182
OG0000260	Syag.g_00570	Syal.g_02188
OG0000261	Syag.g_00581	Syal.g_02199
OG0000262	Syag.g_00586	Syal.g_02204
OG0000263	Syag.g_01079	Syal.g_01720
OG0000264	Syag.g_01011	Syal.g_01788
OG0000265	Syag.g_01021	Syal.g_02534
OG0000266	Syag.g_00907	Syal.g_02421
OG0000267	Syag.g_00762	Syal.g_02043
OG0000268	Syag.g_00763	Syal.g_02042
OG0000269	Syag.g_00662	Syal.g_02409
OG0000270	Syag.g_00665	Syal.g_02412
OG0000271	Syag.g_00673	Syal.g_01871
OG0000273	Syag.g_00713	Syal.g_02454
OG0000274	Syag.g_00714	Syal.g_02455
OG0000275	Syag.g_00717	Syal.g_02458
OG0000276	Syag.g_00723	Syal.g_02467
OG0000277	Syag.g_00724	Syal.g_02468
OG0000278	Syag.g_00727	Syal.g_02471
OG0000279	Syag.g_00735	Syal.g_02479
OG0000280	Syag.g_00741	Syal.g_02493
OG0000281	Syag.g_00572	Syal.g_02190
OG0000282	Syag.g_00611	Syal.g_02284
OG0000283	Syag.g_00775	Syal.g_02028
OG0000284	Syag.g_00780	Syal.g_02023
OG0000285	Syag.g_00791	Syal.g_02012
OG0000286	Syag.g_00809	Syal.g_01992
OG0000287	Syag.g_00838	Syal.g_01965
OG0000288	Syag.g_00869	Syal.g_01919
OG0000289	Syag.g_00884	Syal.g_01904
OG0000290	Syag.g_00970	Syal.g_01826
OG0000291	Syag.g_00972	Syal.g_01824
OG0000292	Syag.g_02265	Syal.g_00089
OG0000293	Syag.g_01155	Syal.g_01631
OG0000294	Syag.g_01154	Syal.g_01632
OG0000295	Syag.g_01115	Syal.g_01687
OG0000296	Syag.g_01113	Syal.g_01689
OG0000297	Syag.g_01099	Syal.g_01702
OG0000298	Syag.g_01098	Syal.g_01703
OG0000299	Syag.g_01067	Syal.g_01732
OG0000300	Syag.g_01062	Syal.g_01738
OG0000301	Syag.g_01061	Syal.g_01739
OG0000302	Syag.g_01060	Syal.g_01740
OG0000303	Syag.g_01048	Syal.g_01763
OG0000304	Syag.g_01041	Syal.g_01756
OG0000305	Syag.g_00977	Syal.g_01821
OG0000306	Syag.g_00460	Syal.g_02579
OG0000307	Syag.g_01546	Syal.g_02880
OG0000308	Syag.g_01548	Syal.g_02878
OG0000309	Syag.g_01553	Syal.g_02873
OG0000310	Syag.g_01291	Syal.g_01537
OG0000311	Syag.g_01300	Syal.g_00061
OG0000312	Syag.g_01434	Syal.g_00031
OG0000313	Syag.g_00966, Syag.g_01412	Syal.g_00381
OG0000314	Syag.g_01380	Syal.g_00416
OG0000315	Syag.g_01369	Syal.g_00426
OG0000316	Syag.g_01641	Syal.g_02987
OG0000317	Syag.g_01684	Syal.g_00583
OG0000318	Syag.g_01688	Syal.g_00588
OG0000319	Syag.g_01710	Syal.g_00608
OG0000320	Syag.g_01712	Syal.g_00610
OG0000321	Syag.g_01713	Syal.g_00611
OG0000322	Syag.g_01714	Syal.g_00612
OG0000323	Syag.g_01728	Syal.g_00626
OG0000324	Syag.g_01757	Syal.g_00656
OG0000325	Syag.g_02690	Syal.g_00195
OG0000326	Syag.g_02698	Syal.g_00202
OG0000327	Syag.g_02728	Syal.g_00230
OG0000328	Syag.g_02729	Syal.g_00231
OG0000329	Syag.g_02747	Syal.g_00249
OG0000330	Syag.g_02748	Syal.g_00250
OG0000331	Syag.g_02749	Syal.g_00251
OG0000332	Syag.g_02764	Syal.g_00266
OG0000333	Syag.g_02767	Syal.g_00269
OG0000334	Syag.g_02777	Syal.g_00279
OG0000335	Syag.g_02782	Syal.g_00284
OG0000336	Syag.g_02786	Syal.g_00288
OG0000337	Syag.g_02445	Syal.g_01343
OG0000338	Syag.g_02440	Syal.g_01345
OG0000340	Syag.g_02416	Syal.g_01434
OG0000341	Syag.g_02414	Syal.g_01436
OG0000342	Syag.g_02413	Syal.g_01437
OG0000343	Syag.g_02411	Syal.g_01441
OG0000344	Syag.g_02407	Syal.g_01445
OG0000345	Syag.g_02397	Syal.g_01455
OG0000346	Syag.g_02392	Syal.g_01460
OG0000347	Syag.g_02366	Syal.g_01525
OG0000348	Syag.g_02357	Syal.g_00170
OG0000349	Syag.g_02330	Syal.g_00148
OG0000350	Syag.g_02705	Syal.g_00209
OG0000351	Syag.g_02244	Syal.g_01175
OG0000352	Syag.g_02245	Syal.g_01176
OG0000353	Syag.g_02271	Syal.g_00095
OG0000354	Syag.g_01484	Syal.g_02941
OG0000354	Syag.g_02291	Syal.g_00116
OG0000355	Syag.g_02273	Syal.g_00098
OG0000356	Syag.g_02274	Syal.g_00099
OG0000357	Syag.g_02275	Syal.g_00100
OG0000358	Syag.g_02279	Syal.g_00104
OG0000359	Syag.g_02281	Syal.g_00106
OG0000360	Syag.g_02282	Syal.g_00107
OG0000361	Syag.g_02283	Syal.g_00108
OG0000362	Syag.g_02285	Syal.g_00110
OG0000363	Syag.g_02287	Syal.g_00112
OG0000364	Syag.g_02288	Syal.g_00113
OG0000365	Syag.g_02297	Syal.g_00122
OG0000366	Syag.g_02298	Syal.g_00123
OG0000367	Syag.g_02299	Syal.g_00124
OG0000368	Syag.g_02301	Syal.g_00126
OG0000369	Syag.g_02302	Syal.g_00127
OG0000370	Syag.g_02303	Syal.g_00128
OG0000371	Syag.g_02312	Syal.g_00135
OG0000372	Syag.g_02317	Syal.g_00141
OG0000373	Syag.g_02318	Syal.g_00142
OG0000374	Syag.g_02319	Syal.g_00143
OG0000375	Syag.g_02326	Syal.g_00144
OG0000376	Syag.g_02328	Syal.g_00146
OG0000377	Syag.g_02119	Syal.g_01061
OG0000378	Syag.g_02099	Syal.g_01027
OG0000379	Syag.g_02091	Syal.g_01024
OG0000380	Syag.g_01817	Syal.g_00749
OG0000381	Syag.g_01820	Syal.g_00752
OG0000382	Syag.g_01838	Syal.g_00770
OG0000383	Syag.g_01843	Syal.g_00775
OG0000384	Syag.g_01844	Syal.g_00776
OG0000385	Syag.g_01845	Syal.g_00777
OG0000386	Syag.g_01846	Syal.g_00778
OG0000387	Syag.g_01876	Syal.g_00811
OG0000388	Syag.g_01880	Syal.g_00815
OG0000389	Syag.g_01884	Syal.g_00819
OG0000390	Syag.g_01903	Syal.g_00835
OG0000391	Syag.g_01908	Syal.g_00840
OG0000392	Syag.g_01914	Syal.g_00846
OG0000393	Syag.g_01917	Syal.g_00849
OG0000394	Syag.g_01918	Syal.g_00850
OG0000395	Syag.g_01919	Syal.g_00851
OG0000396	Syag.g_01922	Syal.g_00854
OG0000397	Syag.g_01924	Syal.g_00857
OG0000398	Syag.g_01929	Syal.g_00862
OG0000399	Syag.g_01930	Syal.g_00863
OG0000400	Syag.g_01931	Syal.g_00864
OG0000401	Syag.g_01932	Syal.g_00865
OG0000402	Syag.g_01934	Syal.g_00867
OG0000403	Syag.g_01935	Syal.g_00868
OG0000404	Syag.g_01937	Syal.g_00870
OG0000405	Syag.g_01949	Syal.g_00883
OG0000406	Syag.g_01953	Syal.g_00888
OG0000407	Syag.g_01954	Syal.g_00889
OG0000408	Syag.g_01956	Syal.g_00891
OG0000409	Syag.g_01958	Syal.g_00893
OG0000410	Syag.g_01959	Syal.g_00894
OG0000411	Syag.g_01960	Syal.g_00895
OG0000412	Syag.g_01961	Syal.g_00896
OG0000413	Syag.g_01963	Syal.g_00898
OG0000414	Syag.g_01964	Syal.g_00899
OG0000415	Syag.g_01965	Syal.g_00900
OG0000416	Syag.g_01966	Syal.g_00901
OG0000417	Syag.g_01967	Syal.g_00902
OG0000418	Syag.g_01973	Syal.g_00907
OG0000419	Syag.g_01975	Syal.g_00909
OG0000420	Syag.g_01977	Syal.g_00911
OG0000421	Syag.g_01982	Syal.g_00916
OG0000422	Syag.g_01983	Syal.g_00917
OG0000423	Syag.g_01984	Syal.g_00918
OG0000424	Syag.g_01985	Syal.g_00919
OG0000425	Syag.g_01986	Syal.g_00920
OG0000426	Syag.g_01987	Syal.g_00921
OG0000427	Syag.g_01988	Syal.g_00922
OG0000428	Syag.g_01991	Syal.g_00925
OG0000429	Syag.g_01993	Syal.g_00929
OG0000430	Syag.g_01995	Syal.g_00931
OG0000431	Syag.g_01998	Syal.g_00934
OG0000432	Syag.g_02007	Syal.g_00940
OG0000433	Syag.g_02009	Syal.g_00943
OG0000434	Syag.g_02010	Syal.g_00944
OG0000435	Syag.g_02017	Syal.g_00946
OG0000436	Syag.g_02028	Syal.g_00953
OG0000437	Syag.g_02029	Syal.g_00954
OG0000438	Syag.g_02031	Syal.g_00955
OG0000439	Syag.g_02033	Syal.g_00957
OG0000440	Syag.g_02034	Syal.g_00958
OG0000441	Syag.g_02041	Syal.g_00962
OG0000442	Syag.g_02044	Syal.g_00964
OG0000443	Syag.g_02046	Syal.g_00966
OG0000444	Syag.g_02053	Syal.g_00978
OG0000445	Syag.g_02054	Syal.g_00979
OG0000446	Syag.g_02056	Syal.g_00981
OG0000447	Syag.g_02059	Syal.g_00989
OG0000448	Syag.g_02060	Syal.g_00990
OG0000449	Syag.g_02061	Syal.g_00991
OG0000450	Syag.g_02066	Syal.g_00997
OG0000451	Syag.g_02067	Syal.g_00998
OG0000452	Syag.g_02071	Syal.g_01002
OG0000453	Syag.g_02072	Syal.g_01003
OG0000454	Syag.g_02073	Syal.g_01004
OG0000455	Syag.g_02074	Syal.g_01005
OG0000456	Syag.g_02075	Syal.g_01006
OG0000457	Syag.g_02077	Syal.g_01008
OG0000458	Syag.g_02080	Syal.g_01009
OG0000459	Syag.g_02081	Syal.g_01010
OG0000460	Syag.g_01786	Syal.g_00686
OG0000461	Syag.g_02675	Syal.g_01199
OG0000462	Syag.g_02672	Syal.g_01202
OG0000463	Syag.g_02671	Syal.g_01203
OG0000464	Syag.g_02670	Syal.g_01204
OG0000465	Syag.g_02668	Syal.g_01205
OG0000466	Syag.g_02662	Syal.g_01210
OG0000467	Syag.g_02660	Syal.g_01212
OG0000468	Syag.g_02636	Syal.g_01225
OG0000469	Syag.g_02621	Syal.g_01240
OG0000470	Syag.g_02619	Syal.g_01242
OG0000471	Syag.g_02618	Syal.g_01243
OG0000472	Syag.g_02616	Syal.g_01245
OG0000473	Syag.g_02614	Syal.g_01247
OG0000474	Syag.g_02613	Syal.g_01248
OG0000475	Syag.g_02612	Syal.g_01249
OG0000476	Syag.g_02610	Syal.g_01251
OG0000477	Syag.g_02604	Syal.g_01257
OG0000478	Syag.g_02603	Syal.g_01258
OG0000479	Syag.g_02602	Syal.g_01259
OG0000480	Syag.g_02595	Syal.g_01266
OG0000481	Syag.g_02593	Syal.g_01268
OG0000482	Syag.g_02592	Syal.g_01269
OG0000483	Syag.g_02588	Syal.g_01273
OG0000484	Syag.g_02587	Syal.g_01274
OG0000485	Syag.g_02586	Syal.g_01275
OG0000486	Syag.g_02585	Syal.g_01276
OG0000487	Syag.g_02579	Syal.g_01282
OG0000488	Syag.g_02575	Syal.g_01286
OG0000489	Syag.g_02565	Syal.g_01298
OG0000490	Syag.g_02553	Syal.g_01307
OG0000491	Syag.g_02551	Syal.g_01308
OG0000492	Syag.g_02549	Syal.g_01310
OG0000493	Syag.g_02548	Syal.g_01311
OG0000494	Syag.g_02547	Syal.g_01312
OG0000495	Syag.g_02546	Syal.g_01313
OG0000496	Syag.g_02545	Syal.g_01314
OG0000497	Syag.g_02544	Syal.g_01315
OG0000498	Syag.g_02543	Syal.g_01316
OG0000499	Syag.g_02542	Syal.g_01317
OG0000500	Syag.g_02541	Syal.g_01318
OG0000501	Syag.g_02538	Syal.g_01321
OG0000502	Syag.g_02467	Syal.g_01328
OG0000503	Syag.g_02843	Syal.g_00347
OG0000504	Syag.g_02845	Syal.g_00349
OG0000505	Syag.g_02846	Syal.g_00350
OG0000506	Syag.g_02849	Syal.g_00352
OG0000507	Syag.g_02855	Syal.g_00358
OG0000508	Syag.g_02860	Syal.g_00362
OG0000509	Syag.g_02862	Syal.g_00364
OG0000510	Syag.g_02863	Syal.g_00365
OG0000511	Syag.g_02864	Syal.g_00366
OG0000512	Syag.g_02866	Syal.g_00368
OG0000513	Syag.g_00009	Syal.g_00551
OG0000514	Syag.g_00018	Syal.g_00539
OG0000515	Syag.g_00019	Syal.g_00538
OG0000516	Syag.g_00025	Syal.g_00534
OG0000517	Syag.g_00032	Syal.g_00526
OG0000518	Syag.g_00044	Syal.g_00514
OG0000519	Syag.g_00045	Syal.g_00513
OG0000520	Syag.g_00046	Syal.g_00512
OG0000521	Syag.g_00054	Syal.g_00502
OG0000522	Syag.g_00056	Syal.g_00500
OG0000523	Syag.g_00057	Syal.g_00499
OG0000524	Syag.g_01327	Syal.g_00491
OG0000525	Syag.g_01345	Syal.g_00473
OG0000526	Syag.g_01348	Syal.g_00471
OG0000527	Syag.g_01354	Syal.g_00465
OG0000528	Syag.g_01532	Syal.g_02893
OG0000529	Syag.g_01527	Syal.g_02898
OG0000530	Syag.g_01524	Syal.g_02901
OG0000531	Syag.g_01523	Syal.g_02902
OG0000532	Syag.g_01520	Syal.g_02905
OG0000533	Syag.g_01518	Syal.g_02907
OG0000534	Syag.g_01517	Syal.g_02908
OG0000535	Syag.g_01516	Syal.g_02909
OG0000536	Syag.g_01515	Syal.g_02910
OG0000537	Syag.g_01514	Syal.g_02911
OG0000538	Syag.g_01502	Syal.g_02923
OG0000539	Syag.g_01501	Syal.g_02924
OG0000540	Syag.g_01500	Syal.g_02925
OG0000541	Syag.g_01499	Syal.g_02926
OG0000542	Syag.g_01496	Syal.g_02929
OG0000543	Syag.g_01494	Syal.g_02931
OG0000544	Syag.g_01493	Syal.g_02932
OG0000545	Syag.g_01491	Syal.g_02934
OG0000546	Syag.g_01489	Syal.g_02936
OG0000547	Syag.g_01487	Syal.g_02938
OG0000548	Syag.g_01486	Syal.g_02939
OG0000549	Syag.g_01480	Syal.g_02945
OG0000550	Syag.g_01474	Syal.g_02949
OG0000551	Syag.g_01470	Syal.g_02953
OG0000552	Syag.g_01469	Syal.g_02954
OG0000553	Syag.g_01464	Syal.g_02843
OG0000554	Syag.g_01453	Syal.g_02837
OG0000555	Syag.g_00075	Syal.g_02823
OG0000556	Syag.g_00257	Syal.g_02819
OG0000557	Syag.g_00267	Syal.g_02816
OG0000558	Syag.g_00269	Syal.g_02814
OG0000559	Syag.g_00273	Syal.g_02810
OG0000560	Syag.g_00276	Syal.g_02807
