Orthogroup	Syag	Praz
OG0000035	Syag.g_01420	Praz.g_01041
OG0000037	Syag.g_00173	Praz.g_00469
OG0000038	Syag.g_02130, Syag.g_02132	Praz.g_00154
OG0000039	Syag.g_01325, Syag.g_02155	Praz.g_01644
OG0000042	Syag.g_01094, Syag.g_02378	Praz.g_00198
OG0000043	Syag.g_00564	Praz.g_01440
OG0000045	Syag.g_00223	Praz.g_00803
OG0000047	Syag.g_00768	Praz.g_01921, Praz.g_00687
OG0000048	Syag.g_02611	Praz.g_00800
OG0000051	Syag.g_01026	Praz.g_01204
OG0000052	Syag.g_02451	Praz.g_01103
OG0000053	Syag.g_01391	Praz.g_01021
OG0000054	Syag.g_00350	Praz.g_01724
OG0000055	Syag.g_00946	Praz.g_01531
OG0000057	Syag.g_00985	Praz.g_01632
OG0000058	Syag.g_02477	Praz.g_01096
OG0000059	Syag.g_02721	Praz.g_00311, Praz.g_01071
OG0000061	Syag.g_01141	Praz.g_00755
OG0000063	Syag.g_02313	Praz.g_00398
OG0000065	Syag.g_00182, Syag.g_01885	Praz.g_00467
OG0000066	Syag.g_01443	Praz.g_01789
OG0000067	Syag.g_00667	Praz.g_01512
OG0000068	Syag.g_01537	Praz.g_01139
OG0000070	Syag.g_00049	Praz.g_01878
OG0000071	Syag.g_01192	Praz.g_01180
OG0000072	Syag.g_01980, Syag.g_02859	Praz.g_00531
OG0000073	Syag.g_01505	Praz.g_01829
OG0000075	Syag.g_02434	Praz.g_00230
OG0000076	Syag.g_02393	Praz.g_00205
OG0000077	Syag.g_01831	Praz.g_00438
OG0000078	Syag.g_01778	Praz.g_00599
OG0000079	Syag.g_02659, Syag.g_02652	Praz.g_00612
OG0000082	Syag.g_00318	Praz.g_01744
OG0000084	Syag.g_01425	Praz.g_01045
OG0000085	Syag.g_01676	Praz.g_00884
OG0000086	Syag.g_01853	Praz.g_00448
OG0000087	Syag.g_01939	Praz.g_00499
OG0000088	Syag.g_01974	Praz.g_00526
OG0000089	Syag.g_00005	Praz.g_00818
OG0000090	Syag.g_01454	Praz.g_01795
OG0000091	Syag.g_00418	Praz.g_01688
OG0000092	Syag.g_00242	Praz.g_01403, Praz.g_00244
OG0000094	Syag.g_00881	Praz.g_01296
OG0000097	Syag.g_01065	Praz.g_00713
OG0000098	Syag.g_00578	Praz.g_01157
OG0000099	Syag.g_02536	Praz.g_01098
OG0000100	Syag.g_00704	Praz.g_00967
OG0000101	Syag.g_02773	Praz.g_00263
OG0000102	Syag.g_02387	Praz.g_00200
OG0000103	Syag.g_02253	Praz.g_00120
OG0000104	Syag.g_02268	Praz.g_00361
OG0000105	Syag.g_02606	Praz.g_00632
OG0000106	Syag.g_00462	Praz.g_00804
OG0000108	Syag.g_01528	Praz.g_01848
OG0000109	Syag.g_01512	Praz.g_01834
OG0000110	Syag.g_00303	Praz.g_01754
OG0000111	Syag.g_00984	Praz.g_01631
OG0000112	Syag.g_00801	Praz.g_01547
OG0000113	Syag.g_00699	Praz.g_01490
OG0000114	Syag.g_00609	Praz.g_01408
OG0000115	Syag.g_01397	Praz.g_00054
OG0000116	Syag.g_01156	Praz.g_00002
OG0000117	Syag.g_01097	Praz.g_01237
OG0000118	Syag.g_01232	Praz.g_01168
OG0000120	Syag.g_02535	Praz.g_01118
OG0000121	Syag.g_01414	Praz.g_01039
OG0000122	Syag.g_00446	Praz.g_01001
OG0000123	Syag.g_02781	Praz.g_00256
OG0000124	Syag.g_02367	Praz.g_00189
OG0000125	Syag.g_02136, Syag.g_02134	Praz.g_00152
OG0000126	Syag.g_02266	Praz.g_00360
OG0000128	Syag.g_02284	Praz.g_00376
OG0000129	Syag.g_02121	Praz.g_00410
OG0000130	Syag.g_01819	Praz.g_00429
OG0000131	Syag.g_01951	Praz.g_00505
OG0000132	Syag.g_01972	Praz.g_00524
OG0000133	Syag.g_00806	Praz.g_00679
OG0000134	Syag.g_00008	Praz.g_00817
OG0000135	Syag.g_02171	Praz.g_00791
OG0000136	Syag.g_00038	Praz.g_01887
OG0000137	Syag.g_01356	Praz.g_01853
OG0000138	Syag.g_01511	Praz.g_01833
OG0000139	Syag.g_01448	Praz.g_01791
OG0000140	Syag.g_01446	Praz.g_01790
OG0000141	Syag.g_00351	Praz.g_01723
OG0000142	Syag.g_00410	Praz.g_01695
OG0000143	Syag.g_00414	Praz.g_01691
OG0000144	Syag.g_00493	Praz.g_01678
OG0000145	Syag.g_01504	Praz.g_01554
OG0000146	Syag.g_00800	Praz.g_01546
OG0000147	Syag.g_00799	Praz.g_01545
OG0000148	Syag.g_00693	Praz.g_01496
OG0000149	Syag.g_00731	Praz.g_01465
OG0000150	Syag.g_00352	Praz.g_01457
OG0000151	Syag.g_00623	Praz.g_01398
OG0000152	Syag.g_00810	Praz.g_01350
OG0000153	Syag.g_00845	Praz.g_01331
OG0000154	Syag.g_00870	Praz.g_01303
OG0000155	Syag.g_01107	Praz.g_00734
OG0000156	Syag.g_01166	Praz.g_01191
OG0000157	Syag.g_01167	Praz.g_01190
OG0000158	Syag.g_02422	Praz.g_01097
OG0000160	Syag.g_01415	Praz.g_01040
OG0000161	Syag.g_01409	Praz.g_01034
OG0000162	Syag.g_01402	Praz.g_01028
OG0000163	Syag.g_01618	Praz.g_00994
OG0000164	Syag.g_01725	Praz.g_00853
OG0000165	Syag.g_01733	Praz.g_00846
OG0000166	Syag.g_02733	Praz.g_00299
OG0000167	Syag.g_02437	Praz.g_00232
OG0000168	Syag.g_02417	Praz.g_00222
OG0000169	Syag.g_02405	Praz.g_00212
OG0000170	Syag.g_02398	Praz.g_00210
OG0000171	Syag.g_02368	Praz.g_00190
OG0000172	Syag.g_02360	Praz.g_00181
OG0000173	Syag.g_02337	Praz.g_00166
OG0000174	Syag.g_02175	Praz.g_00138
OG0000175	Syag.g_02240	Praz.g_00128
OG0000176	Syag.g_02276	Praz.g_00369
OG0000177	Syag.g_02277	Praz.g_00370
OG0000178	Syag.g_02278	Praz.g_00371
OG0000179	Syag.g_02293	Praz.g_00381
OG0000180	Syag.g_02294	Praz.g_00382
OG0000181	Syag.g_02295	Praz.g_00383
OG0000182	Syag.g_02296	Praz.g_00384
OG0000183	Syag.g_02300	Praz.g_00388
OG0000184	Syag.g_02110	Praz.g_00412
OG0000185	Syag.g_02092	Praz.g_00415
OG0000186	Syag.g_01815	Praz.g_00424
OG0000187	Syag.g_01816	Praz.g_00425
OG0000188	Syag.g_01839	Praz.g_00442
OG0000189	Syag.g_01872	Praz.g_00456
OG0000190	Syag.g_01874	Praz.g_00457
OG0000191	Syag.g_01909	Praz.g_00477
OG0000192	Syag.g_01915	Praz.g_00481
OG0000193	Syag.g_01952	Praz.g_00506
OG0000194	Syag.g_01955	Praz.g_00509
OG0000195	Syag.g_01957	Praz.g_00511
OG0000196	Syag.g_01968	Praz.g_00521
OG0000197	Syag.g_01969	Praz.g_00522
OG0000198	Syag.g_00108, Syag.g_01971	Praz.g_00523
OG0000199	Syag.g_01979	Praz.g_00530
OG0000200	Syag.g_01996	Praz.g_00544
OG0000201	Syag.g_02019	Praz.g_00552
OG0000202	Syag.g_02024	Praz.g_00553
OG0000203	Syag.g_02025	Praz.g_00554
OG0000204	Syag.g_02020, Syag.g_02026	Praz.g_00555
OG0000205	Syag.g_02035	Praz.g_00562
OG0000206	Syag.g_02047	Praz.g_00567
OG0000207	Syag.g_02051	Praz.g_00569
OG0000208	Syag.g_02052	Praz.g_00570
OG0000209	Syag.g_02069	Praz.g_00579
OG0000210	Syag.g_02070	Praz.g_00580
OG0000212	Syag.g_01777	Praz.g_00600
OG0000213	Syag.g_02632	Praz.g_00617
OG0000214	Syag.g_02615	Praz.g_00626
OG0000215	Syag.g_02584	Praz.g_00650
OG0000216	Syag.g_02580	Praz.g_00651
OG0000217	Syag.g_02576	Praz.g_00654
OG0000218	Syag.g_02574	Praz.g_00656
OG0000219	Syag.g_02573	Praz.g_00657
OG0000220	Syag.g_02572	Praz.g_00658
OG0000221	Syag.g_02566	Praz.g_00659
OG0000222	Syag.g_02550	Praz.g_00667
OG0000223	Syag.g_02475	Praz.g_00680
OG0000224	Syag.g_02471	Praz.g_00682
OG0000225	Syag.g_02861	Praz.g_00348
OG0000226	Syag.g_02865	Praz.g_00352
OG0000227	Syag.g_02867	Praz.g_00354
OG0000228	Syag.g_00004	Praz.g_00819
OG0000229	Syag.g_00033	Praz.g_01892
OG0000230	Syag.g_00035	Praz.g_01890
OG0000231	Syag.g_00048	Praz.g_01879
OG0000232	Syag.g_00059	Praz.g_01870
OG0000233	Syag.g_01330	Praz.g_01865
OG0000234	Syag.g_01358	Praz.g_01852
OG0000235	Syag.g_01529	Praz.g_01849
OG0000236	Syag.g_01513	Praz.g_01835
OG0000237	Syag.g_01495	Praz.g_01822
OG0000238	Syag.g_01490	Praz.g_01816
OG0000239	Syag.g_01472	Praz.g_01803
OG0000240	Syag.g_01471	Praz.g_01802
OG0000241	Syag.g_00396	Praz.g_01798
OG0000242	Syag.g_01456	Praz.g_01796
OG0000243	Syag.g_00255	Praz.g_01785
OG0000244	Syag.g_00268	Praz.g_01782
OG0000245	Syag.g_00270	Praz.g_01780
OG0000246	Syag.g_00274	Praz.g_01776
OG0000247	Syag.g_00286	Praz.g_01766
OG0000248	Syag.g_00289	Praz.g_01764
OG0000249	Syag.g_00291	Praz.g_01762
OG0000250	Syag.g_00299	Praz.g_01757
OG0000251	Syag.g_00328	Praz.g_01739
OG0000252	Syag.g_00331	Praz.g_01736
OG0000253	Syag.g_00333	Praz.g_01735
OG0000254	Syag.g_00356	Praz.g_01719
OG0000255	Syag.g_00369	Praz.g_01713
OG0000256	Syag.g_00385	Praz.g_01703
OG0000257	Syag.g_00395	Praz.g_01700
OG0000258	Syag.g_00423	Praz.g_01687
OG0000259	Syag.g_00560	Praz.g_01670
OG0000260	Syag.g_00570	Praz.g_01667
OG0000261	Syag.g_00581	Praz.g_01665
OG0000262	Syag.g_00586	Praz.g_01661
OG0000263	Syag.g_01079	Praz.g_01649
OG0000264	Syag.g_01011	Praz.g_01639
OG0000265	Syag.g_01021	Praz.g_01607
OG0000266	Syag.g_00907	Praz.g_01597
OG0000267	Syag.g_00762	Praz.g_01586
OG0000268	Syag.g_00763	Praz.g_01585
OG0000269	Syag.g_00662	Praz.g_01517
OG0000270	Syag.g_00665	Praz.g_01514
OG0000271	Syag.g_00673	Praz.g_01506
OG0000274	Syag.g_00714	Praz.g_01481
OG0000275	Syag.g_00717	Praz.g_01478
OG0000276	Syag.g_00723	Praz.g_01473
OG0000277	Syag.g_00724	Praz.g_01472
OG0000278	Syag.g_00727	Praz.g_01469
OG0000279	Syag.g_00735	Praz.g_01462
OG0000280	Syag.g_00741	Praz.g_01461
OG0000281	Syag.g_00572	Praz.g_01456
OG0000282	Syag.g_00611	Praz.g_01406
OG0000283	Syag.g_00775	Praz.g_01373
OG0000284	Syag.g_00780	Praz.g_01368
OG0000285	Syag.g_00791	Praz.g_01363
OG0000286	Syag.g_00809	Praz.g_01351
OG0000287	Syag.g_00838	Praz.g_01334
OG0000288	Syag.g_00869	Praz.g_01304
OG0000289	Syag.g_00884	Praz.g_01292
OG0000290	Syag.g_00970	Praz.g_01279, Praz.g_00063
OG0000291	Syag.g_00972	Praz.g_00065
OG0000292	Syag.g_02265	Praz.g_00114
OG0000293	Syag.g_01155	Praz.g_00001
OG0000294	Syag.g_01154	Praz.g_00763
OG0000295	Syag.g_01115	Praz.g_00742
OG0000296	Syag.g_01113	Praz.g_00740
OG0000297	Syag.g_01099	Praz.g_00732
OG0000298	Syag.g_01098	Praz.g_00731
OG0000299	Syag.g_01067	Praz.g_00714
OG0000301	Syag.g_01061	Praz.g_00710
OG0000302	Syag.g_01060	Praz.g_00708
OG0000303	Syag.g_01048	Praz.g_00701
OG0000304	Syag.g_01041	Praz.g_00697
OG0000305	Syag.g_00977	Praz.g_01147
OG0000306	Syag.g_00460	Praz.g_01144
OG0000307	Syag.g_01546	Praz.g_01130
OG0000308	Syag.g_01548	Praz.g_01129
OG0000309	Syag.g_01553	Praz.g_01125
OG0000310	Syag.g_01291	Praz.g_01056
OG0000311	Syag.g_01300	Praz.g_01054
OG0000312	Syag.g_01434	Praz.g_01051
OG0000313	Syag.g_00966, Syag.g_01412	Praz.g_01037
OG0000314	Syag.g_01380	Praz.g_01014
OG0000315	Syag.g_01369	Praz.g_01004
OG0000316	Syag.g_01641	Praz.g_00984
OG0000317	Syag.g_01684	Praz.g_00879
OG0000318	Syag.g_01688	Praz.g_00876
OG0000319	Syag.g_01710	Praz.g_00863
OG0000320	Syag.g_01712	Praz.g_00861
OG0000321	Syag.g_01713	Praz.g_00860
OG0000322	Syag.g_01714	Praz.g_00859
OG0000323	Syag.g_01728	Praz.g_00850
OG0000324	Syag.g_01757	Praz.g_00824
OG0000325	Syag.g_02690	Praz.g_00334
OG0000326	Syag.g_02698	Praz.g_00328
OG0000327	Syag.g_02728	Praz.g_00304
OG0000328	Syag.g_02729	Praz.g_00303
OG0000329	Syag.g_02747	Praz.g_00286
OG0000330	Syag.g_02748	Praz.g_00285
OG0000331	Syag.g_02749	Praz.g_00284
OG0000332	Syag.g_02764	Praz.g_00270
OG0000333	Syag.g_02767	Praz.g_00268
OG0000334	Syag.g_02777	Praz.g_00260
OG0000335	Syag.g_02782	Praz.g_00255
OG0000336	Syag.g_02786	Praz.g_00251
OG0000337	Syag.g_02445	Praz.g_00234
OG0000338	Syag.g_02440	Praz.g_00233
OG0000340	Syag.g_02416	Praz.g_00221
OG0000341	Syag.g_02414	Praz.g_00219
OG0000342	Syag.g_02413	Praz.g_00218
OG0000343	Syag.g_02411	Praz.g_00217
OG0000344	Syag.g_02407	Praz.g_00214
OG0000345	Syag.g_02397	Praz.g_00209
OG0000346	Syag.g_02392	Praz.g_00204
OG0000347	Syag.g_02366	Praz.g_00188
OG0000348	Syag.g_02357	Praz.g_00178
OG0000349	Syag.g_02330	Praz.g_00161
OG0000350	Syag.g_02705	Praz.g_00142
OG0000351	Syag.g_02244	Praz.g_00125
OG0000352	Syag.g_02245	Praz.g_00124
OG0000353	Syag.g_02271	Praz.g_00364
OG0000355	Syag.g_02273	Praz.g_00366
OG0000356	Syag.g_02274	Praz.g_00367
OG0000357	Syag.g_02275	Praz.g_00368
OG0000358	Syag.g_02279	Praz.g_00372
OG0000359	Syag.g_02281	Praz.g_00373
OG0000360	Syag.g_02282	Praz.g_00374
OG0000361	Syag.g_02283	Praz.g_00375
OG0000362	Syag.g_02285	Praz.g_00377
OG0000363	Syag.g_02287	Praz.g_00379
OG0000364	Syag.g_02288	Praz.g_00380
OG0000365	Syag.g_02297	Praz.g_00385
OG0000366	Syag.g_02298	Praz.g_00386
OG0000367	Syag.g_02299	Praz.g_00387
OG0000368	Syag.g_02301	Praz.g_00389
OG0000369	Syag.g_02302	Praz.g_00390
OG0000370	Syag.g_02303	Praz.g_00391
OG0000371	Syag.g_02312	Praz.g_00397
OG0000372	Syag.g_02317	Praz.g_00400
OG0000373	Syag.g_02318	Praz.g_00401
OG0000374	Syag.g_02319	Praz.g_00402
OG0000375	Syag.g_02326	Praz.g_00406
OG0000376	Syag.g_02328	Praz.g_00408
OG0000377	Syag.g_02119	Praz.g_00411
OG0000378	Syag.g_02099	Praz.g_00413
OG0000379	Syag.g_02091	Praz.g_00416
OG0000380	Syag.g_01817	Praz.g_00426
OG0000381	Syag.g_01820	Praz.g_00430
OG0000382	Syag.g_01838	Praz.g_00441
OG0000383	Syag.g_01843	Praz.g_00443
OG0000384	Syag.g_01844	Praz.g_00444
OG0000385	Syag.g_01845	Praz.g_00445
OG0000386	Syag.g_01846	Praz.g_00446
OG0000387	Syag.g_01876	Praz.g_00459
OG0000388	Syag.g_01880	Praz.g_00462
OG0000389	Syag.g_01884	Praz.g_00466
OG0000390	Syag.g_01903	Praz.g_00473
OG0000391	Syag.g_01908	Praz.g_00476
OG0000392	Syag.g_01914	Praz.g_00480
OG0000393	Syag.g_01917	Praz.g_00482
OG0000394	Syag.g_01918	Praz.g_00483
OG0000395	Syag.g_01919	Praz.g_00484
OG0000396	Syag.g_01922	Praz.g_00487
OG0000397	Syag.g_01924	Praz.g_00489
OG0000398	Syag.g_01929	Praz.g_00491
OG0000399	Syag.g_01930	Praz.g_00492
OG0000400	Syag.g_01931	Praz.g_00493
OG0000401	Syag.g_01932	Praz.g_00494
OG0000402	Syag.g_01934	Praz.g_00496
OG0000403	Syag.g_01935	Praz.g_00497
OG0000404	Syag.g_01937	Praz.g_00498
OG0000405	Syag.g_01949	Praz.g_00502
OG0000406	Syag.g_01953	Praz.g_00507
OG0000407	Syag.g_01954	Praz.g_00508
OG0000408	Syag.g_01956	Praz.g_00510
OG0000409	Syag.g_01958	Praz.g_00512
OG0000410	Syag.g_01959	Praz.g_00513
OG0000411	Syag.g_01960	Praz.g_00514
OG0000412	Syag.g_01961	Praz.g_00515
OG0000413	Syag.g_01963	Praz.g_00516
OG0000414	Syag.g_01964	Praz.g_00517
OG0000415	Syag.g_01965	Praz.g_00518
OG0000416	Syag.g_01966	Praz.g_00519
OG0000417	Syag.g_01967	Praz.g_00520
OG0000418	Syag.g_01973	Praz.g_00525
OG0000419	Syag.g_01975	Praz.g_00527
OG0000420	Syag.g_01977	Praz.g_00528
OG0000421	Syag.g_01982	Praz.g_00533
OG0000422	Syag.g_01983	Praz.g_00534
OG0000423	Syag.g_01984	Praz.g_00535
OG0000424	Syag.g_01985	Praz.g_00536
OG0000425	Syag.g_01986	Praz.g_00537
OG0000426	Syag.g_01987	Praz.g_00538
OG0000427	Syag.g_01988	Praz.g_00539
OG0000428	Syag.g_01991	Praz.g_00541
OG0000429	Syag.g_01993	Praz.g_00542
OG0000430	Syag.g_01995	Praz.g_00543
OG0000431	Syag.g_01998	Praz.g_00545
OG0000432	Syag.g_02007	Praz.g_00548
OG0000433	Syag.g_02009	Praz.g_00549
OG0000434	Syag.g_02010	Praz.g_00550
OG0000435	Syag.g_02017	Praz.g_00551
OG0000436	Syag.g_02028	Praz.g_00556
OG0000437	Syag.g_02029	Praz.g_00557
OG0000438	Syag.g_02031	Praz.g_00558
OG0000439	Syag.g_02033	Praz.g_00560
OG0000440	Syag.g_02034	Praz.g_00561
OG0000441	Syag.g_02041	Praz.g_00564
OG0000442	Syag.g_02044	Praz.g_00565
OG0000443	Syag.g_02046	Praz.g_00566
OG0000444	Syag.g_02053	Praz.g_00571
OG0000445	Syag.g_02054	Praz.g_00572
OG0000446	Syag.g_02056	Praz.g_00573
OG0000447	Syag.g_02059	Praz.g_00574
OG0000448	Syag.g_02060	Praz.g_00575
OG0000449	Syag.g_02061	Praz.g_00576
OG0000450	Syag.g_02066	Praz.g_00577
OG0000451	Syag.g_02067	Praz.g_00578
OG0000452	Syag.g_02071	Praz.g_00581
OG0000453	Syag.g_02072	Praz.g_00582
OG0000454	Syag.g_02073	Praz.g_00583
OG0000455	Syag.g_02074	Praz.g_00584
OG0000456	Syag.g_02075	Praz.g_00585
OG0000457	Syag.g_02077	Praz.g_00586
OG0000458	Syag.g_02080	Praz.g_00587
OG0000459	Syag.g_02081	Praz.g_00588
OG0000460	Syag.g_01786	Praz.g_00595
OG0000461	Syag.g_02675	Praz.g_00602
OG0000462	Syag.g_02672	Praz.g_00604
OG0000463	Syag.g_02671	Praz.g_00605
OG0000464	Syag.g_02670	Praz.g_00606
OG0000465	Syag.g_02668	Praz.g_00607
OG0000466	Syag.g_02662	Praz.g_00610
OG0000467	Syag.g_02660	Praz.g_00611
OG0000468	Syag.g_02636	Praz.g_00613
OG0000469	Syag.g_02621	Praz.g_00621
OG0000470	Syag.g_02619	Praz.g_00623
OG0000471	Syag.g_02618	Praz.g_00624
OG0000472	Syag.g_02616	Praz.g_00625
OG0000473	Syag.g_02614	Praz.g_00627
OG0000474	Syag.g_02613	Praz.g_00628
OG0000475	Syag.g_02612	Praz.g_00629
OG0000476	Syag.g_02610	Praz.g_00630
OG0000477	Syag.g_02604	Praz.g_00633
OG0000478	Syag.g_02603	Praz.g_00634
OG0000479	Syag.g_02602	Praz.g_00635
OG0000480	Syag.g_02595	Praz.g_00640
OG0000481	Syag.g_02593	Praz.g_00642
OG0000482	Syag.g_02592	Praz.g_00643
OG0000483	Syag.g_02588	Praz.g_00646
OG0000484	Syag.g_02587	Praz.g_00647
OG0000485	Syag.g_02586	Praz.g_00648
OG0000486	Syag.g_02585	Praz.g_00649
OG0000487	Syag.g_02579	Praz.g_00652
OG0000488	Syag.g_02575	Praz.g_00655
OG0000489	Syag.g_02565	Praz.g_00660
OG0000490	Syag.g_02553	Praz.g_00665
OG0000491	Syag.g_02551	Praz.g_00666
OG0000492	Syag.g_02549	Praz.g_00668
OG0000493	Syag.g_02548	Praz.g_00669
OG0000494	Syag.g_02547	Praz.g_00670
OG0000495	Syag.g_02546	Praz.g_00671
OG0000496	Syag.g_02545	Praz.g_00672
OG0000497	Syag.g_02544	Praz.g_00673
OG0000498	Syag.g_02543	Praz.g_00674
OG0000499	Syag.g_02542	Praz.g_00675
OG0000500	Syag.g_02541	Praz.g_00676
OG0000501	Syag.g_02538	Praz.g_00678
OG0000502	Syag.g_02467	Praz.g_00681
OG0000503	Syag.g_02843	Praz.g_01931
OG0000504	Syag.g_02845	Praz.g_01932
OG0000505	Syag.g_02846	Praz.g_01933
OG0000506	Syag.g_02849	Praz.g_01935
OG0000507	Syag.g_02855	Praz.g_00343
OG0000508	Syag.g_02860	Praz.g_00347
OG0000509	Syag.g_02862	Praz.g_00349
OG0000510	Syag.g_02863	Praz.g_00350
OG0000511	Syag.g_02864	Praz.g_00351
OG0000512	Syag.g_02866	Praz.g_00353
OG0000513	Syag.g_00009	Praz.g_00816
OG0000514	Syag.g_00018	Praz.g_01897
OG0000515	Syag.g_00019	Praz.g_01896
OG0000516	Syag.g_00025	Praz.g_01895
OG0000517	Syag.g_00032	Praz.g_01893
OG0000518	Syag.g_00044	Praz.g_01882
OG0000519	Syag.g_00045	Praz.g_01881
OG0000520	Syag.g_00046	Praz.g_01880
OG0000521	Syag.g_00054	Praz.g_01875
OG0000522	Syag.g_00056	Praz.g_01873
OG0000523	Syag.g_00057	Praz.g_01872
OG0000524	Syag.g_01327	Praz.g_01867
OG0000525	Syag.g_01345	Praz.g_01864
OG0000526	Syag.g_01348	Praz.g_01863
OG0000527	Syag.g_01354	Praz.g_01855
OG0000528	Syag.g_01532	Praz.g_01850
OG0000529	Syag.g_01527	Praz.g_01847
OG0000530	Syag.g_01524	Praz.g_01844
OG0000531	Syag.g_01523	Praz.g_01843
OG0000532	Syag.g_01520	Praz.g_01841
OG0000533	Syag.g_01518	Praz.g_01840
OG0000534	Syag.g_01517	Praz.g_01839
OG0000535	Syag.g_01516	Praz.g_01838
OG0000536	Syag.g_01515	Praz.g_01837
OG0000537	Syag.g_01514	Praz.g_01836
OG0000538	Syag.g_01502	Praz.g_01828
OG0000539	Syag.g_01501	Praz.g_01827
OG0000540	Syag.g_01500	Praz.g_01826
OG0000541	Syag.g_01499	Praz.g_01825
OG0000542	Syag.g_01496	Praz.g_01823
OG0000543	Syag.g_01494	Praz.g_01821
OG0000544	Syag.g_01493	Praz.g_01820
OG0000545	Syag.g_01491	Praz.g_01818
OG0000546	Syag.g_01489	Praz.g_01815
OG0000547	Syag.g_01487	Praz.g_01813
OG0000548	Syag.g_01486	Praz.g_01812
OG0000549	Syag.g_01480	Praz.g_01810
OG0000550	Syag.g_01474	Praz.g_01805
OG0000551	Syag.g_01470	Praz.g_01801
OG0000552	Syag.g_01469	Praz.g_01800
OG0000553	Syag.g_01464	Praz.g_01799
OG0000554	Syag.g_01453	Praz.g_01794
OG0000555	Syag.g_00075	Praz.g_01786
OG0000556	Syag.g_00257	Praz.g_01784
OG0000557	Syag.g_00267	Praz.g_01783
OG0000558	Syag.g_00269	Praz.g_01781
OG0000559	Syag.g_00273	Praz.g_01777
OG0000560	Syag.g_00276	Praz.g_01774
OG0000561	Syag.g_00277	Praz.g_01773
OG0000562	Syag.g_00278	Praz.g_01772
OG0000563	Syag.g_00279	Praz.g_01771
OG0000564	Syag.g_00280	Praz.g_01770
OG0000565	Syag.g_00284	Praz.g_01767
OG0000566	Syag.g_00288	Praz.g_01765
OG0000567	Syag.g_00292	Praz.g_01761
OG0000568	Syag.g_00295	Praz.g_01760
OG0000569	Syag.g_00296	Praz.g_01759
OG0000570	Syag.g_00297	Praz.g_01758
OG0000571	Syag.g_00301	Praz.g_01756
OG0000572	Syag.g_00251, Syag.g_00320	Praz.g_01743
OG0000573	Syag.g_00329	Praz.g_01738
OG0000574	Syag.g_00330	Praz.g_01737
OG0000575	Syag.g_00335	Praz.g_01733
OG0000576	Syag.g_00337	Praz.g_01731
OG0000577	Syag.g_00338	Praz.g_01730
OG0000578	Syag.g_00339	Praz.g_01729
OG0000579	Syag.g_00340	Praz.g_01728
OG0000580	Syag.g_00341	Praz.g_01727
OG0000581	Syag.g_00348	Praz.g_01725
OG0000582	Syag.g_00353	Praz.g_01722
OG0000583	Syag.g_00354	Praz.g_01721
OG0000584	Syag.g_00355	Praz.g_01720
OG0000585	Syag.g_00357	Praz.g_01718
OG0000586	Syag.g_00358	Praz.g_01717
OG0000587	Syag.g_00360	Praz.g_01716
OG0000588	Syag.g_00371	Praz.g_01712
OG0000589	Syag.g_00375	Praz.g_01709
OG0000590	Syag.g_00376	Praz.g_01708
OG0000591	Syag.g_00383	Praz.g_01705
OG0000592	Syag.g_00384	Praz.g_01704
OG0000593	Syag.g_00406	Praz.g_01698
