Orthogroup	Syag	Praa
OG0000219	Syag.g_02573	Praa.g_00300
OG0000220	Syag.g_02572	Praa.g_00301
OG0000221	Syag.g_02566	Praa.g_00302
OG0000222	Syag.g_02550	Praa.g_00310
OG0000223	Syag.g_02475	Praa.g_00323
OG0000224	Syag.g_02471	Praa.g_00325
OG0000225	Syag.g_02861	Praa.g_00345
OG0000226	Syag.g_02865	Praa.g_00349
OG0000227	Syag.g_02867	Praa.g_00351
OG0000228	Syag.g_00004	Praa.g_00354
OG0000229	Syag.g_00033	Praa.g_00436
OG0000230	Syag.g_00035	Praa.g_00437
OG0000231	Syag.g_00048	Praa.g_00448
OG0000232	Syag.g_00059	Praa.g_00457
OG0000233	Syag.g_01330	Praa.g_00463
OG0000234	Syag.g_01358	Praa.g_00476
OG0000235	Syag.g_01529	Praa.g_00479
OG0000236	Syag.g_01513	Praa.g_00493
OG0000237	Syag.g_01495	Praa.g_00506
OG0000238	Syag.g_01490	Praa.g_00512
OG0000239	Syag.g_01472	Praa.g_00525
OG0000240	Syag.g_01471	Praa.g_00526
OG0000241	Syag.g_00396	Praa.g_00530
OG0000242	Syag.g_01456	Praa.g_00532
OG0000243	Syag.g_00255	Praa.g_00544
OG0000244	Syag.g_00268	Praa.g_00547
OG0000245	Syag.g_00270	Praa.g_00549
OG0000246	Syag.g_00274	Praa.g_00553
OG0000247	Syag.g_00286	Praa.g_00563
OG0000248	Syag.g_00289	Praa.g_00565
OG0000249	Syag.g_00291	Praa.g_00567
OG0000250	Syag.g_00299	Praa.g_00572
OG0000251	Syag.g_00328	Praa.g_00591
OG0000252	Syag.g_00331	Praa.g_00594
OG0000253	Syag.g_00333	Praa.g_00595
OG0000254	Syag.g_00356	Praa.g_00611
OG0000255	Syag.g_00369	Praa.g_00617
OG0000256	Syag.g_00385	Praa.g_00627
OG0000257	Syag.g_00395	Praa.g_00630
OG0000258	Syag.g_00423	Praa.g_00643
OG0000259	Syag.g_00560	Praa.g_00660
OG0000260	Syag.g_00570	Praa.g_00663
OG0000261	Syag.g_00581	Praa.g_00665
OG0000262	Syag.g_00586	Praa.g_00669
OG0000263	Syag.g_01079	Praa.g_00681
OG0000264	Syag.g_01011	Praa.g_00691
OG0000265	Syag.g_01021	Praa.g_00711
OG0000266	Syag.g_00907	Praa.g_00721
OG0000267	Syag.g_00762	Praa.g_00732
OG0000268	Syag.g_00763	Praa.g_00733
OG0000269	Syag.g_00662	Praa.g_00798
OG0000270	Syag.g_00665	Praa.g_00801
OG0000271	Syag.g_00673	Praa.g_00809
OG0000274	Syag.g_00714	Praa.g_00835
OG0000275	Syag.g_00717	Praa.g_00838
OG0000276	Syag.g_00723	Praa.g_00843
OG0000277	Syag.g_00724	Praa.g_00844
OG0000278	Syag.g_00727	Praa.g_00847
OG0000279	Syag.g_00735	Praa.g_00854
OG0000280	Syag.g_00741	Praa.g_00855
OG0000281	Syag.g_00572	Praa.g_00860
OG0000282	Syag.g_00611	Praa.g_00909
OG0000283	Syag.g_00775	Praa.g_00941
OG0000284	Syag.g_00780	Praa.g_00946
OG0000285	Syag.g_00791	Praa.g_00951
OG0000286	Syag.g_00809	Praa.g_00963
OG0000287	Syag.g_00838	Praa.g_00980
OG0000288	Syag.g_00869	Praa.g_01012
OG0000289	Syag.g_00884	Praa.g_01023
OG0000290	Syag.g_00970	Praa.g_01036
OG0000291	Syag.g_00972	Praa.g_01038
OG0000292	Syag.g_02265	Praa.g_01089
OG0000293	Syag.g_01155	Praa.g_01151
OG0000294	Syag.g_01154	Praa.g_01152
OG0000295	Syag.g_01115	Praa.g_01171
OG0000296	Syag.g_01113	Praa.g_01173
OG0000297	Syag.g_01099	Praa.g_01181
OG0000298	Syag.g_01098	Praa.g_01182
OG0000299	Syag.g_01067	Praa.g_01199
OG0000301	Syag.g_01061	Praa.g_01203
OG0000302	Syag.g_01060	Praa.g_01205
OG0000303	Syag.g_01048	Praa.g_01212
OG0000304	Syag.g_01041	Praa.g_01216
OG0000305	Syag.g_00977	Praa.g_01358
OG0000306	Syag.g_00460	Praa.g_01361
OG0000307	Syag.g_01546	Praa.g_01375
OG0000308	Syag.g_01548	Praa.g_01376
OG0000309	Syag.g_01553	Praa.g_01380
OG0000310	Syag.g_01291	Praa.g_01461
OG0000311	Syag.g_01300	Praa.g_01463
OG0000312	Syag.g_01434	Praa.g_01466
OG0000313	Syag.g_00966, Syag.g_01412	Praa.g_01480
OG0000314	Syag.g_01380	Praa.g_01503
OG0000315	Syag.g_01369	Praa.g_01513
OG0000316	Syag.g_01641	Praa.g_01533
OG0000317	Syag.g_01684	Praa.g_01633
OG0000318	Syag.g_01688	Praa.g_01636
OG0000319	Syag.g_01710	Praa.g_01649
OG0000320	Syag.g_01712	Praa.g_01651
OG0000321	Syag.g_01713	Praa.g_01652
OG0000322	Syag.g_01714	Praa.g_01653
OG0000323	Syag.g_01728	Praa.g_01662
OG0000324	Syag.g_01757	Praa.g_01690
OG0000325	Syag.g_02690	Praa.g_01700
OG0000326	Syag.g_02698	Praa.g_01706
OG0000327	Syag.g_02728	Praa.g_01734
OG0000328	Syag.g_02729	Praa.g_01735
OG0000329	Syag.g_02747	Praa.g_01752
OG0000330	Syag.g_02748	Praa.g_01753
OG0000331	Syag.g_02749	Praa.g_01754
OG0000332	Syag.g_02764	Praa.g_01768
OG0000333	Syag.g_02767	Praa.g_01770
OG0000334	Syag.g_02777	Praa.g_01778
OG0000335	Syag.g_02782	Praa.g_01783
OG0000336	Syag.g_02786	Praa.g_01787
OG0000337	Syag.g_02445	Praa.g_01804
OG0000338	Syag.g_02440	Praa.g_01805
OG0000340	Syag.g_02416	Praa.g_01817
OG0000341	Syag.g_02414	Praa.g_01819
OG0000342	Syag.g_02413	Praa.g_01820
OG0000343	Syag.g_02411	Praa.g_01821
OG0000344	Syag.g_02407	Praa.g_01824
OG0000345	Syag.g_02397	Praa.g_01829
OG0000346	Syag.g_02392	Praa.g_01833
OG0000347	Syag.g_02366	Praa.g_01849
OG0000348	Syag.g_02357	Praa.g_01859
OG0000349	Syag.g_02330	Praa.g_01876
OG0000350	Syag.g_02705	Praa.g_01894
OG0000351	Syag.g_02244	Praa.g_01911
OG0000352	Syag.g_02245	Praa.g_01912
OG0000353	Syag.g_02271	Praa.g_01927
OG0000355	Syag.g_02273	Praa.g_00001
OG0000356	Syag.g_02274	Praa.g_00002
OG0000357	Syag.g_02275	Praa.g_00003
OG0000358	Syag.g_02279	Praa.g_00007
OG0000359	Syag.g_02281	Praa.g_00008
OG0000360	Syag.g_02282	Praa.g_00009
OG0000361	Syag.g_02283	Praa.g_00010
OG0000362	Syag.g_02285	Praa.g_00012
OG0000363	Syag.g_02287	Praa.g_00014
OG0000364	Syag.g_02288	Praa.g_00015
OG0000365	Syag.g_02297	Praa.g_00020
OG0000366	Syag.g_02298	Praa.g_00021
OG0000367	Syag.g_02299	Praa.g_00022
OG0000368	Syag.g_02301	Praa.g_00024
OG0000369	Syag.g_02302	Praa.g_00025
OG0000370	Syag.g_02303	Praa.g_00026
OG0000371	Syag.g_02312	Praa.g_00032
OG0000372	Syag.g_02317	Praa.g_00035
OG0000373	Syag.g_02318	Praa.g_00036
OG0000374	Syag.g_02319	Praa.g_00037
OG0000375	Syag.g_02326	Praa.g_00040
OG0000376	Syag.g_02328	Praa.g_00042
OG0000377	Syag.g_02119	Praa.g_00045
OG0000378	Syag.g_02099	Praa.g_00047
OG0000379	Syag.g_02091	Praa.g_00050
OG0000380	Syag.g_01817	Praa.g_00066
OG0000381	Syag.g_01820	Praa.g_00070
OG0000382	Syag.g_01838	Praa.g_00081
OG0000383	Syag.g_01843	Praa.g_00083
OG0000384	Syag.g_01844	Praa.g_00084
OG0000385	Syag.g_01845	Praa.g_00085
OG0000386	Syag.g_01846	Praa.g_00086
OG0000387	Syag.g_01876	Praa.g_00099
OG0000388	Syag.g_01880	Praa.g_00102
OG0000389	Syag.g_01884	Praa.g_00106
OG0000390	Syag.g_01903	Praa.g_00113
OG0000391	Syag.g_01908	Praa.g_00116
OG0000392	Syag.g_01914	Praa.g_00120
OG0000393	Syag.g_01917	Praa.g_00122
OG0000394	Syag.g_01918	Praa.g_00123
OG0000395	Syag.g_01919	Praa.g_00124
OG0000396	Syag.g_01922	Praa.g_00127
OG0000397	Syag.g_01924	Praa.g_00129
OG0000398	Syag.g_01929	Praa.g_00131
OG0000399	Syag.g_01930	Praa.g_00132
OG0000400	Syag.g_01931	Praa.g_00133
OG0000401	Syag.g_01932	Praa.g_00134
OG0000402	Syag.g_01934	Praa.g_00136
OG0000403	Syag.g_01935	Praa.g_00137
OG0000404	Syag.g_01937	Praa.g_00138
OG0000405	Syag.g_01949	Praa.g_00142
OG0000406	Syag.g_01953	Praa.g_00147
OG0000407	Syag.g_01954	Praa.g_00148
OG0000408	Syag.g_01956	Praa.g_00150
OG0000409	Syag.g_01958	Praa.g_00152
OG0000410	Syag.g_01959	Praa.g_00153
OG0000411	Syag.g_01960	Praa.g_00154
OG0000412	Syag.g_01961	Praa.g_00155
OG0000413	Syag.g_01963	Praa.g_00156
OG0000414	Syag.g_01964	Praa.g_00157
OG0000415	Syag.g_01965	Praa.g_00158
OG0000416	Syag.g_01966	Praa.g_00159
OG0000417	Syag.g_01967	Praa.g_00160
OG0000418	Syag.g_01973	Praa.g_00165
OG0000419	Syag.g_01975	Praa.g_00167
OG0000420	Syag.g_01977	Praa.g_00168
OG0000421	Syag.g_01982	Praa.g_00173
OG0000422	Syag.g_01983	Praa.g_00174
OG0000423	Syag.g_01984	Praa.g_00175
OG0000424	Syag.g_01985	Praa.g_00176
OG0000425	Syag.g_01986	Praa.g_00177
OG0000426	Syag.g_01987	Praa.g_00178
OG0000427	Syag.g_01988	Praa.g_00179
OG0000428	Syag.g_01991	Praa.g_00181
OG0000429	Syag.g_01993	Praa.g_00182
OG0000430	Syag.g_01995	Praa.g_00183
OG0000431	Syag.g_01998	Praa.g_00185
OG0000432	Syag.g_02007	Praa.g_00188
OG0000433	Syag.g_02009	Praa.g_00189
OG0000434	Syag.g_02010	Praa.g_00190
OG0000435	Syag.g_02017	Praa.g_00191
OG0000436	Syag.g_02028	Praa.g_00196
OG0000437	Syag.g_02029	Praa.g_00197
OG0000438	Syag.g_02031	Praa.g_00198
OG0000439	Syag.g_02033	Praa.g_00200
OG0000440	Syag.g_02034	Praa.g_00201
OG0000441	Syag.g_02041	Praa.g_00204
OG0000442	Syag.g_02044	Praa.g_00205
OG0000443	Syag.g_02046	Praa.g_00206
OG0000444	Syag.g_02053	Praa.g_00211
OG0000445	Syag.g_02054	Praa.g_00212
OG0000446	Syag.g_02056	Praa.g_00213
OG0000447	Syag.g_02059	Praa.g_00214
OG0000448	Syag.g_02060	Praa.g_00215
OG0000449	Syag.g_02061	Praa.g_00216
OG0000450	Syag.g_02066	Praa.g_00217
OG0000451	Syag.g_02067	Praa.g_00218
OG0000452	Syag.g_02071	Praa.g_00221
OG0000453	Syag.g_02072	Praa.g_00222
OG0000454	Syag.g_02073	Praa.g_00223
OG0000455	Syag.g_02074	Praa.g_00224
OG0000456	Syag.g_02075	Praa.g_00225
OG0000457	Syag.g_02077	Praa.g_00226
OG0000458	Syag.g_02080	Praa.g_00227
OG0000459	Syag.g_02081	Praa.g_00228
OG0000460	Syag.g_01786	Praa.g_00235
OG0000461	Syag.g_02675	Praa.g_00242
OG0000462	Syag.g_02672	Praa.g_00244
OG0000463	Syag.g_02671	Praa.g_00245
OG0000464	Syag.g_02670	Praa.g_00246
OG0000465	Syag.g_02668	Praa.g_00247
OG0000466	Syag.g_02662	Praa.g_00250
OG0000467	Syag.g_02660	Praa.g_00251
OG0000468	Syag.g_02636	Praa.g_00253
OG0000469	Syag.g_02621	Praa.g_00262
OG0000470	Syag.g_02619	Praa.g_00264
OG0000471	Syag.g_02618	Praa.g_00265
OG0000472	Syag.g_02616	Praa.g_00266
OG0000473	Syag.g_02614	Praa.g_00268
OG0000474	Syag.g_02613	Praa.g_00269
OG0000475	Syag.g_02612	Praa.g_00270
OG0000476	Syag.g_02610	Praa.g_00271
OG0000477	Syag.g_02604	Praa.g_00275
OG0000478	Syag.g_02603	Praa.g_00276
OG0000479	Syag.g_02602	Praa.g_00277
OG0000480	Syag.g_02595	Praa.g_00282
OG0000481	Syag.g_02593	Praa.g_00284
OG0000482	Syag.g_02592	Praa.g_00285
OG0000483	Syag.g_02588	Praa.g_00288
OG0000484	Syag.g_02587	Praa.g_00289
OG0000485	Syag.g_02586	Praa.g_00290
OG0000486	Syag.g_02585	Praa.g_00291
OG0000487	Syag.g_02579	Praa.g_00295
OG0000488	Syag.g_02575	Praa.g_00298
OG0000489	Syag.g_02565	Praa.g_00303
OG0000490	Syag.g_02553	Praa.g_00308
OG0000491	Syag.g_02551	Praa.g_00309
OG0000492	Syag.g_02549	Praa.g_00311
OG0000493	Syag.g_02548	Praa.g_00312
OG0000494	Syag.g_02547	Praa.g_00313
OG0000495	Syag.g_02546	Praa.g_00314
OG0000496	Syag.g_02545	Praa.g_00315
OG0000497	Syag.g_02544	Praa.g_00316
OG0000498	Syag.g_02543	Praa.g_00317
OG0000499	Syag.g_02542	Praa.g_00318
OG0000500	Syag.g_02541	Praa.g_00319
OG0000501	Syag.g_02538	Praa.g_00321
OG0000502	Syag.g_02467	Praa.g_00324
OG0000503	Syag.g_02843	Praa.g_00334
OG0000504	Syag.g_02845	Praa.g_00335
OG0000505	Syag.g_02846	Praa.g_00336
OG0000506	Syag.g_02849	Praa.g_00338
OG0000507	Syag.g_02855	Praa.g_00340
OG0000508	Syag.g_02860	Praa.g_00344
OG0000509	Syag.g_02862	Praa.g_00346
OG0000510	Syag.g_02863	Praa.g_00347
OG0000511	Syag.g_02864	Praa.g_00348
OG0000512	Syag.g_02866	Praa.g_00350
OG0000513	Syag.g_00009	Praa.g_00357
OG0000514	Syag.g_00018	Praa.g_00431
OG0000515	Syag.g_00019	Praa.g_00432
OG0000516	Syag.g_00025	Praa.g_00433
OG0000517	Syag.g_00032	Praa.g_00435
OG0000518	Syag.g_00044	Praa.g_00445
OG0000519	Syag.g_00045	Praa.g_00446
OG0000520	Syag.g_00046	Praa.g_00447
OG0000521	Syag.g_00054	Praa.g_00452
OG0000522	Syag.g_00056	Praa.g_00454
OG0000523	Syag.g_00057	Praa.g_00455
OG0000524	Syag.g_01327	Praa.g_00461
OG0000525	Syag.g_01345	Praa.g_00464
OG0000526	Syag.g_01348	Praa.g_00465
OG0000527	Syag.g_01354	Praa.g_00473
OG0000528	Syag.g_01532	Praa.g_00478
OG0000529	Syag.g_01527	Praa.g_00481
OG0000530	Syag.g_01524	Praa.g_00484
OG0000531	Syag.g_01523	Praa.g_00485
OG0000532	Syag.g_01520	Praa.g_00487
OG0000533	Syag.g_01518	Praa.g_00488
OG0000534	Syag.g_01517	Praa.g_00489
OG0000535	Syag.g_01516	Praa.g_00490
OG0000536	Syag.g_01515	Praa.g_00491
OG0000537	Syag.g_01514	Praa.g_00492
OG0000538	Syag.g_01502	Praa.g_00500
OG0000539	Syag.g_01501	Praa.g_00501
OG0000540	Syag.g_01500	Praa.g_00502
OG0000541	Syag.g_01499	Praa.g_00503
OG0000542	Syag.g_01496	Praa.g_00505
OG0000543	Syag.g_01494	Praa.g_00507
OG0000544	Syag.g_01493	Praa.g_00508
OG0000545	Syag.g_01491	Praa.g_00510
OG0000546	Syag.g_01489	Praa.g_00513
OG0000547	Syag.g_01487	Praa.g_00515
OG0000548	Syag.g_01486	Praa.g_00516
OG0000549	Syag.g_01480	Praa.g_00518
OG0000550	Syag.g_01474	Praa.g_00523
OG0000551	Syag.g_01470	Praa.g_00527
OG0000552	Syag.g_01469	Praa.g_00528
OG0000553	Syag.g_01464	Praa.g_00529
OG0000554	Syag.g_01453	Praa.g_00534
OG0000555	Syag.g_00075	Praa.g_00543
OG0000556	Syag.g_00257	Praa.g_00545
OG0000557	Syag.g_00267	Praa.g_00546
OG0000558	Syag.g_00269	Praa.g_00548
OG0000559	Syag.g_00273	Praa.g_00552
OG0000560	Syag.g_00276	Praa.g_00555
OG0000561	Syag.g_00277	Praa.g_00556
OG0000562	Syag.g_00278	Praa.g_00557
OG0000563	Syag.g_00279	Praa.g_00558
OG0000564	Syag.g_00280	Praa.g_00559
OG0000565	Syag.g_00284	Praa.g_00562
OG0000566	Syag.g_00288	Praa.g_00564
OG0000567	Syag.g_00292	Praa.g_00568
OG0000568	Syag.g_00295	Praa.g_00569
OG0000569	Syag.g_00296	Praa.g_00570
OG0000570	Syag.g_00297	Praa.g_00571
OG0000571	Syag.g_00301	Praa.g_00573
OG0000572	Syag.g_00251, Syag.g_00320	Praa.g_00586
OG0000573	Syag.g_00329	Praa.g_00592
OG0000574	Syag.g_00330	Praa.g_00593
OG0000575	Syag.g_00335	Praa.g_00597
OG0000576	Syag.g_00337	Praa.g_00599
OG0000577	Syag.g_00338	Praa.g_00600
OG0000578	Syag.g_00339	Praa.g_00601
OG0000579	Syag.g_00340	Praa.g_00602
OG0000580	Syag.g_00341	Praa.g_00603
OG0000581	Syag.g_00348	Praa.g_00605
OG0000582	Syag.g_00353	Praa.g_00608
OG0000583	Syag.g_00354	Praa.g_00609
OG0000584	Syag.g_00355	Praa.g_00610
OG0000585	Syag.g_00357	Praa.g_00612
OG0000586	Syag.g_00358	Praa.g_00613
OG0000587	Syag.g_00360	Praa.g_00614
OG0000588	Syag.g_00371	Praa.g_00618
OG0000589	Syag.g_00375	Praa.g_00621
OG0000590	Syag.g_00376	Praa.g_00622
OG0000591	Syag.g_00383	Praa.g_00625
