Orthogroup	Syag	Prae
OG0000246	Syag.g_00274	Prae.g_00527
OG0000247	Syag.g_00286	Prae.g_00537
OG0000248	Syag.g_00289	Prae.g_00539
OG0000249	Syag.g_00291	Prae.g_00541
OG0000250	Syag.g_00299	Prae.g_00546
OG0000251	Syag.g_00328	Prae.g_00565
OG0000252	Syag.g_00331	Prae.g_00568
OG0000253	Syag.g_00333	Prae.g_00569
OG0000254	Syag.g_00356	Prae.g_00585
OG0000255	Syag.g_00369	Prae.g_00591
OG0000256	Syag.g_00385	Prae.g_00601
OG0000257	Syag.g_00395	Prae.g_00604
OG0000258	Syag.g_00423	Prae.g_00617
OG0000259	Syag.g_00560	Prae.g_00634
OG0000260	Syag.g_00570	Prae.g_00637
OG0000261	Syag.g_00581	Prae.g_00639
OG0000262	Syag.g_00586	Prae.g_00643
OG0000263	Syag.g_01079	Prae.g_00655
OG0000264	Syag.g_01011	Prae.g_00665
OG0000265	Syag.g_01021	Prae.g_00711
OG0000266	Syag.g_00907	Prae.g_00721
OG0000267	Syag.g_00762	Prae.g_00732
OG0000268	Syag.g_00763	Prae.g_00733
OG0000269	Syag.g_00662	Prae.g_00801
OG0000270	Syag.g_00665	Prae.g_00804
OG0000271	Syag.g_00673	Prae.g_00812
OG0000274	Syag.g_00714	Prae.g_00837
OG0000275	Syag.g_00717	Prae.g_00839
OG0000276	Syag.g_00723	Prae.g_00844
OG0000277	Syag.g_00724	Prae.g_00845
OG0000278	Syag.g_00727	Prae.g_00848
OG0000279	Syag.g_00735	Prae.g_00855
OG0000280	Syag.g_00741	Prae.g_00856
OG0000281	Syag.g_00572	Prae.g_00861
OG0000282	Syag.g_00611	Prae.g_00910
OG0000283	Syag.g_00775	Prae.g_00941
OG0000284	Syag.g_00780	Prae.g_00946
OG0000285	Syag.g_00791	Prae.g_00951
OG0000286	Syag.g_00809	Prae.g_00963
OG0000287	Syag.g_00838	Prae.g_00980
OG0000288	Syag.g_00869	Prae.g_01013
OG0000289	Syag.g_00884	Prae.g_01024
OG0000290	Syag.g_00970	Prae.g_01037
OG0000291	Syag.g_00972	Prae.g_01039
OG0000292	Syag.g_02265	Prae.g_01090
OG0000293	Syag.g_01155	Prae.g_01154
OG0000294	Syag.g_01154	Prae.g_01155
OG0000295	Syag.g_01115	Prae.g_01175
OG0000296	Syag.g_01113	Prae.g_01177
OG0000297	Syag.g_01099	Prae.g_01185
OG0000298	Syag.g_01098	Prae.g_01186
OG0000299	Syag.g_01067	Prae.g_01203
OG0000301	Syag.g_01061	Prae.g_01207
OG0000302	Syag.g_01060	Prae.g_01209
OG0000303	Syag.g_01048	Prae.g_01216
OG0000304	Syag.g_01041	Prae.g_01220
OG0000305	Syag.g_00977	Prae.g_01360
OG0000306	Syag.g_00460	Prae.g_01363
OG0000307	Syag.g_01546	Prae.g_01377
OG0000308	Syag.g_01548	Prae.g_01378
OG0000309	Syag.g_01553	Prae.g_01382
OG0000310	Syag.g_01291	Prae.g_01444
OG0000311	Syag.g_01300	Prae.g_01446
OG0000312	Syag.g_01434	Prae.g_01449
OG0000313	Syag.g_00966, Syag.g_01412	Prae.g_01463
OG0000314	Syag.g_01380	Prae.g_01486
OG0000315	Syag.g_01369	Prae.g_01496
OG0000316	Syag.g_01641	Prae.g_01516
OG0000317	Syag.g_01684	Prae.g_01621
OG0000318	Syag.g_01688	Prae.g_01624
OG0000319	Syag.g_01710	Prae.g_01637
OG0000320	Syag.g_01712	Prae.g_01639
OG0000321	Syag.g_01713	Prae.g_01640
OG0000322	Syag.g_01714	Prae.g_01641
OG0000323	Syag.g_01728	Prae.g_01650
OG0000324	Syag.g_01757	Prae.g_01676
OG0000325	Syag.g_02690	Prae.g_01687
OG0000326	Syag.g_02698	Prae.g_01693
OG0000327	Syag.g_02728	Prae.g_01717
OG0000328	Syag.g_02729	Prae.g_01718
OG0000329	Syag.g_02747	Prae.g_01735
OG0000330	Syag.g_02748	Prae.g_01736
OG0000331	Syag.g_02749	Prae.g_01737
OG0000332	Syag.g_02764	Prae.g_01751
OG0000333	Syag.g_02767	Prae.g_01753
OG0000334	Syag.g_02777	Prae.g_01761
OG0000335	Syag.g_02782	Prae.g_01767
OG0000336	Syag.g_02786	Prae.g_01771
OG0000337	Syag.g_02445	Prae.g_01787
OG0000338	Syag.g_02440	Prae.g_01788
OG0000340	Syag.g_02416	Prae.g_01800
OG0000341	Syag.g_02414	Prae.g_01802
OG0000342	Syag.g_02413	Prae.g_01803
OG0000343	Syag.g_02411	Prae.g_01804
OG0000344	Syag.g_02407	Prae.g_01807
OG0000345	Syag.g_02397	Prae.g_01812
OG0000346	Syag.g_02392	Prae.g_01816
OG0000347	Syag.g_02366	Prae.g_01832
OG0000348	Syag.g_02357	Prae.g_01841
OG0000349	Syag.g_02330	Prae.g_01858
OG0000350	Syag.g_02705	Prae.g_01877
OG0000351	Syag.g_02244	Prae.g_01894
OG0000352	Syag.g_02245	Prae.g_01895
OG0000353	Syag.g_02271	Prae.g_01910
OG0000354	Syag.g_02291	Prae.g_00689
OG0000355	Syag.g_02273	Prae.g_00001
OG0000356	Syag.g_02274	Prae.g_00002
OG0000357	Syag.g_02275	Prae.g_00003
OG0000358	Syag.g_02279	Prae.g_00007
OG0000359	Syag.g_02281	Prae.g_00008
OG0000360	Syag.g_02282	Prae.g_00009
OG0000361	Syag.g_02283	Prae.g_00010
OG0000362	Syag.g_02285	Prae.g_00012
OG0000363	Syag.g_02287	Prae.g_00014
OG0000364	Syag.g_02288	Prae.g_00015
OG0000365	Syag.g_02297	Prae.g_00020
OG0000366	Syag.g_02298	Prae.g_00021
OG0000367	Syag.g_02299	Prae.g_00022
OG0000368	Syag.g_02301	Prae.g_00024
OG0000369	Syag.g_02302	Prae.g_00025
OG0000370	Syag.g_02303	Prae.g_00026
OG0000371	Syag.g_02312	Prae.g_00032
OG0000372	Syag.g_02317	Prae.g_00035
OG0000373	Syag.g_02318	Prae.g_00036
OG0000374	Syag.g_02319	Prae.g_00037
OG0000375	Syag.g_02326	Prae.g_00042
OG0000376	Syag.g_02328	Prae.g_00044
OG0000377	Syag.g_02119	Prae.g_00047
OG0000378	Syag.g_02099	Prae.g_00049
OG0000379	Syag.g_02091	Prae.g_00052
OG0000380	Syag.g_01817	Prae.g_00066
OG0000381	Syag.g_01820	Prae.g_00070
OG0000382	Syag.g_01838	Prae.g_00081
OG0000383	Syag.g_01843	Prae.g_00083
OG0000384	Syag.g_01844	Prae.g_00084
OG0000385	Syag.g_01845	Prae.g_00085
OG0000386	Syag.g_01846	Prae.g_00086
OG0000387	Syag.g_01876	Prae.g_00099
OG0000388	Syag.g_01880	Prae.g_00102
OG0000389	Syag.g_01884	Prae.g_00105
OG0000390	Syag.g_01903	Prae.g_00112
OG0000391	Syag.g_01908	Prae.g_00116
OG0000392	Syag.g_01914	Prae.g_00120
OG0000393	Syag.g_01917	Prae.g_00122
OG0000394	Syag.g_01918	Prae.g_00123
OG0000395	Syag.g_01919	Prae.g_00124
OG0000396	Syag.g_01922	Prae.g_00127
OG0000397	Syag.g_01924	Prae.g_00129
OG0000398	Syag.g_01929	Prae.g_00131
OG0000399	Syag.g_01930	Prae.g_00132
OG0000400	Syag.g_01931	Prae.g_00133
OG0000401	Syag.g_01932	Prae.g_00134
OG0000402	Syag.g_01934	Prae.g_00136
OG0000403	Syag.g_01935	Prae.g_00137
OG0000404	Syag.g_01937	Prae.g_00138
OG0000405	Syag.g_01949	Prae.g_00142
OG0000406	Syag.g_01953	Prae.g_00150
OG0000407	Syag.g_01954	Prae.g_00151
OG0000408	Syag.g_01956	Prae.g_00153
OG0000409	Syag.g_01958	Prae.g_00155
OG0000410	Syag.g_01959	Prae.g_00156
OG0000411	Syag.g_01960	Prae.g_00157
OG0000412	Syag.g_01961	Prae.g_00158
OG0000413	Syag.g_01963	Prae.g_00159
OG0000414	Syag.g_01964	Prae.g_00160
OG0000415	Syag.g_01965	Prae.g_00161
OG0000416	Syag.g_01966	Prae.g_00162
OG0000417	Syag.g_01967	Prae.g_00163
OG0000418	Syag.g_01973	Prae.g_00168
OG0000419	Syag.g_01975	Prae.g_00170
OG0000420	Syag.g_01977	Prae.g_00171
OG0000421	Syag.g_01982	Prae.g_00176
OG0000422	Syag.g_01983	Prae.g_00177
OG0000423	Syag.g_01984	Prae.g_00178
OG0000424	Syag.g_01985	Prae.g_00179
OG0000425	Syag.g_01986	Prae.g_00180
OG0000426	Syag.g_01987	Prae.g_00181
OG0000427	Syag.g_01988	Prae.g_00182
OG0000428	Syag.g_01991	Prae.g_00184
OG0000429	Syag.g_01993	Prae.g_00185
OG0000430	Syag.g_01995	Prae.g_00186
OG0000431	Syag.g_01998	Prae.g_00188
OG0000432	Syag.g_02007	Prae.g_00191
OG0000433	Syag.g_02009	Prae.g_00192
OG0000434	Syag.g_02010	Prae.g_00193
OG0000435	Syag.g_02017	Prae.g_00194
OG0000436	Syag.g_02028	Prae.g_00199
OG0000437	Syag.g_02029	Prae.g_00200
OG0000438	Syag.g_02031	Prae.g_00201
OG0000439	Syag.g_02033	Prae.g_00203
OG0000440	Syag.g_02034	Prae.g_00204
OG0000441	Syag.g_02041	Prae.g_00207
OG0000442	Syag.g_02044	Prae.g_00208
OG0000443	Syag.g_02046	Prae.g_00209
OG0000444	Syag.g_02053	Prae.g_00214
OG0000445	Syag.g_02054	Prae.g_00215
OG0000446	Syag.g_02056	Prae.g_00216
OG0000447	Syag.g_02059	Prae.g_00217
OG0000448	Syag.g_02060	Prae.g_00218
OG0000449	Syag.g_02061	Prae.g_00219
OG0000450	Syag.g_02066	Prae.g_00220
OG0000451	Syag.g_02067	Prae.g_00221
OG0000452	Syag.g_02071	Prae.g_00224
OG0000453	Syag.g_02072	Prae.g_00225
OG0000454	Syag.g_02073	Prae.g_00226
OG0000455	Syag.g_02074	Prae.g_00227
OG0000456	Syag.g_02075	Prae.g_00228
OG0000457	Syag.g_02077	Prae.g_00229
OG0000458	Syag.g_02080	Prae.g_00230
OG0000459	Syag.g_02081	Prae.g_00231
OG0000460	Syag.g_01786	Prae.g_00238
OG0000461	Syag.g_02675	Prae.g_00245
OG0000462	Syag.g_02672	Prae.g_00247
OG0000463	Syag.g_02671	Prae.g_00248
OG0000464	Syag.g_02670	Prae.g_00249
OG0000465	Syag.g_02668	Prae.g_00250
OG0000466	Syag.g_02662	Prae.g_00253
OG0000467	Syag.g_02660	Prae.g_00254
OG0000468	Syag.g_02636	Prae.g_00256
OG0000469	Syag.g_02621	Prae.g_00265
OG0000470	Syag.g_02619	Prae.g_00267
OG0000471	Syag.g_02618	Prae.g_00268
OG0000472	Syag.g_02616	Prae.g_00269
OG0000473	Syag.g_02614	Prae.g_00271
OG0000474	Syag.g_02613	Prae.g_00272
OG0000475	Syag.g_02612	Prae.g_00273
OG0000476	Syag.g_02610	Prae.g_00274
OG0000477	Syag.g_02604	Prae.g_00276
OG0000478	Syag.g_02603	Prae.g_00277
OG0000479	Syag.g_02602	Prae.g_00278
OG0000480	Syag.g_02595	Prae.g_00283
OG0000481	Syag.g_02593	Prae.g_00285
OG0000482	Syag.g_02592	Prae.g_00286
OG0000483	Syag.g_02588	Prae.g_00289
OG0000484	Syag.g_02587	Prae.g_00290
OG0000485	Syag.g_02586	Prae.g_00291
OG0000486	Syag.g_02585	Prae.g_00292
OG0000487	Syag.g_02579	Prae.g_00296
OG0000488	Syag.g_02575	Prae.g_00299
OG0000489	Syag.g_02565	Prae.g_00304
OG0000490	Syag.g_02553	Prae.g_00309
OG0000491	Syag.g_02551	Prae.g_00310
OG0000492	Syag.g_02549	Prae.g_00312
OG0000493	Syag.g_02548	Prae.g_00313
OG0000494	Syag.g_02547	Prae.g_00314
OG0000495	Syag.g_02546	Prae.g_00315
OG0000496	Syag.g_02545	Prae.g_00316
OG0000497	Syag.g_02544	Prae.g_00317
OG0000498	Syag.g_02543	Prae.g_00318
OG0000499	Syag.g_02542	Prae.g_00319
OG0000500	Syag.g_02541	Prae.g_00320
OG0000501	Syag.g_02538	Prae.g_00322
OG0000502	Syag.g_02467	Prae.g_00325
OG0000503	Syag.g_02843	Prae.g_00335
OG0000504	Syag.g_02845	Prae.g_00336
OG0000505	Syag.g_02846	Prae.g_00337
OG0000506	Syag.g_02849	Prae.g_00338
OG0000507	Syag.g_02855	Prae.g_00341
OG0000508	Syag.g_02860	Prae.g_00344
OG0000509	Syag.g_02862	Prae.g_00346
OG0000510	Syag.g_02863	Prae.g_00347
OG0000511	Syag.g_02864	Prae.g_00348
OG0000512	Syag.g_02866	Prae.g_00350
OG0000513	Syag.g_00009	Prae.g_00357
OG0000514	Syag.g_00018	Prae.g_00405
OG0000515	Syag.g_00019	Prae.g_00406
OG0000516	Syag.g_00025	Prae.g_00407
OG0000517	Syag.g_00032	Prae.g_00409
OG0000518	Syag.g_00044	Prae.g_00420
OG0000519	Syag.g_00045	Prae.g_00421
OG0000520	Syag.g_00046	Prae.g_00422
OG0000521	Syag.g_00054	Prae.g_00427
OG0000522	Syag.g_00056	Prae.g_00429
OG0000523	Syag.g_00057	Prae.g_00430
OG0000524	Syag.g_01327	Prae.g_00435
OG0000525	Syag.g_01345	Prae.g_00438
OG0000526	Syag.g_01348	Prae.g_00439
OG0000527	Syag.g_01354	Prae.g_00447
OG0000528	Syag.g_01532	Prae.g_00452
OG0000529	Syag.g_01527	Prae.g_00455
OG0000530	Syag.g_01524	Prae.g_00458
OG0000531	Syag.g_01523	Prae.g_00459
OG0000532	Syag.g_01520	Prae.g_00461
OG0000533	Syag.g_01518	Prae.g_00462
OG0000534	Syag.g_01517	Prae.g_00463
OG0000535	Syag.g_01516	Prae.g_00464
OG0000536	Syag.g_01515	Prae.g_00465
OG0000537	Syag.g_01514	Prae.g_00466
OG0000538	Syag.g_01502	Prae.g_00474
OG0000539	Syag.g_01501	Prae.g_00475
OG0000540	Syag.g_01500	Prae.g_00476
OG0000541	Syag.g_01499	Prae.g_00477
OG0000542	Syag.g_01496	Prae.g_00479
OG0000543	Syag.g_01494	Prae.g_00481
OG0000544	Syag.g_01493	Prae.g_00482
OG0000545	Syag.g_01491	Prae.g_00484
OG0000546	Syag.g_01489	Prae.g_00487
OG0000547	Syag.g_01487	Prae.g_00489
OG0000548	Syag.g_01486	Prae.g_00490
OG0000549	Syag.g_01480	Prae.g_00492
OG0000550	Syag.g_01474	Prae.g_00497
OG0000551	Syag.g_01470	Prae.g_00501
OG0000552	Syag.g_01469	Prae.g_00502
OG0000553	Syag.g_01464	Prae.g_00503
OG0000554	Syag.g_01453	Prae.g_00509
OG0000555	Syag.g_00075	Prae.g_00517
OG0000556	Syag.g_00257	Prae.g_00519
OG0000557	Syag.g_00267	Prae.g_00520
OG0000558	Syag.g_00269	Prae.g_00522
OG0000559	Syag.g_00273	Prae.g_00526
OG0000560	Syag.g_00276	Prae.g_00529
OG0000561	Syag.g_00277	Prae.g_00530
OG0000562	Syag.g_00278	Prae.g_00531
OG0000563	Syag.g_00279	Prae.g_00532
OG0000564	Syag.g_00280	Prae.g_00533
OG0000565	Syag.g_00284	Prae.g_00536
OG0000566	Syag.g_00288	Prae.g_00538
OG0000567	Syag.g_00292	Prae.g_00542
OG0000568	Syag.g_00295	Prae.g_00543
OG0000569	Syag.g_00296	Prae.g_00544
OG0000570	Syag.g_00297	Prae.g_00545
OG0000571	Syag.g_00301	Prae.g_00547
OG0000572	Syag.g_00251, Syag.g_00320	Prae.g_00560
OG0000573	Syag.g_00329	Prae.g_00566
OG0000574	Syag.g_00330	Prae.g_00567
OG0000575	Syag.g_00335	Prae.g_00571
OG0000576	Syag.g_00337	Prae.g_00573
OG0000577	Syag.g_00338	Prae.g_00574
OG0000578	Syag.g_00339	Prae.g_00575
OG0000579	Syag.g_00340	Prae.g_00576
OG0000580	Syag.g_00341	Prae.g_00577
OG0000581	Syag.g_00348	Prae.g_00579
OG0000582	Syag.g_00353	Prae.g_00582
OG0000583	Syag.g_00354	Prae.g_00583
OG0000584	Syag.g_00355	Prae.g_00584
OG0000585	Syag.g_00357	Prae.g_00586
OG0000586	Syag.g_00358	Prae.g_00587
OG0000587	Syag.g_00360	Prae.g_00588
OG0000588	Syag.g_00371	Prae.g_00592
OG0000589	Syag.g_00375	Prae.g_00595
OG0000590	Syag.g_00376	Prae.g_00596
OG0000591	Syag.g_00383	Prae.g_00599
OG0000592	Syag.g_00384	Prae.g_00600
