Orthogroup	Prag	Prba
OG0000039	Prag.g_00664	Prba.g_01631
OG0000040	Prag.g_01630	Prba.g_00251
OG0000040	Prag.g_01133	Prba.g_00084
OG0000042	Prag.g_01868	Prba.g_00775
OG0000043	Prag.g_00876	Prba.g_01427
OG0000045	Prag.g_00365	Prba.g_00865
OG0000047	Prag.g_00321	Prba.g_00546
OG0000048	Prag.g_00368	Prba.g_00868
OG0000049	Prag.g_00376	Prba.g_00878
OG0000049	Prag.g_01264	Prba.g_01104
OG0000049	Prag.g_01300	Prba.g_00901
OG0000050	Prag.g_01071	Prba.g_01229
OG0000051	Prag.g_01329	Prba.g_01168
OG0000052	Prag.g_01444	Prba.g_00160
OG0000053	Prag.g_01510	Prba.g_00693
OG0000054	Prag.g_00584	Prba.g_01711
OG0000055	Prag.g_00787	Prba.g_01518
OG0000057	Prag.g_00676	Prba.g_01619
OG0000058	Prag.g_01428	Prba.g_00153
OG0000059	Prag.g_01755	Prba.g_00381
OG0000061	Prag.g_01153	Prba.g_00064
OG0000062	Prag.g_01568	Prba.g_00310
OG0000063	Prag.g_00033	Prba.g_01826
OG0000065	Prag.g_00100	Prba.g_01895
OG0000066	Prag.g_00518	Prba.g_00922
OG0000067	Prag.g_00806	Prba.g_01499
OG0000068	Prag.g_01389	Prba.g_00196
OG0000069	Prag.g_01601	Prba.g_00275
OG0000070	Prag.g_00429	Prba.g_01011
OG0000071	Prag.g_01355	Prba.g_01192
OG0000072	Prag.g_00164	Prba.g_00627
OG0000073	Prag.g_00478	Prba.g_00962
OG0000074	Prag.g_00660	Prba.g_01635
OG0000075	Prag.g_01836	Prba.g_01071
OG0000076	Prag.g_01861	Prba.g_00768
OG0000077	Prag.g_00072	Prba.g_01866
OG0000078	Prag.g_00232	Prba.g_00458
OG0000081	Prag.g_00510	Prba.g_00930
OG0000082	Prag.g_00563	Prba.g_01731
OG0000083	Prag.g_00734	Prba.g_01563
OG0000083	Prag.g_01332	Prba.g_01171
OG0000083	Prag.g_00726	Prba.g_01570
OG0000084	Prag.g_01484	Prba.g_00717
OG0000085	Prag.g_01662	Prba.g_00233
OG0000086	Prag.g_00082	Prba.g_01876
OG0000087	Prag.g_00132	Prba.g_01927
OG0000088	Prag.g_00159	Prba.g_00622
OG0000089	Prag.g_00350	Prba.g_00850
OG0000090	Prag.g_00512	Prba.g_00928
OG0000091	Prag.g_00620	Prba.g_01675
OG0000092	Prag.g_00911	Prba.g_01390
OG0000093	Prag.g_00932	Prba.g_01369
OG0000094	Prag.g_01017	Prba.g_01283
OG0000095	Prag.g_01036	Prba.g_01264
OG0000096	Prag.g_01103	Prba.g_00734
OG0000096	Prag.g_01319	Prba.g_01157
OG0000097	Prag.g_01194	Prba.g_00022
OG0000098	Prag.g_01371	Prba.g_00214
OG0000099	Prag.g_01424	Prba.g_00155
OG0000100	Prag.g_01564	Prba.g_00314
OG0000101	Prag.g_01804	Prba.g_00429
OG0000102	Prag.g_01866	Prba.g_00773
OG0000103	Prag.g_01945	Prba.g_01781
OG0000104	Prag.g_01953	Prba.g_01789
OG0000105	Prag.g_00265	Prba.g_00491
OG0000106	Prag.g_00364	Prba.g_00864
OG0000107	Prag.g_00378	Prba.g_00880
OG0000108	Prag.g_00459	Prba.g_00981
OG0000109	Prag.g_00473	Prba.g_00967
OG0000110	Prag.g_00553	Prba.g_01741
OG0000111	Prag.g_00677	Prba.g_01618
OG0000112	Prag.g_00771	Prba.g_01534
OG0000113	Prag.g_00828	Prba.g_01477
OG0000114	Prag.g_00906	Prba.g_01395
OG0000115	Prag.g_01097	Prba.g_00743
OG0000116	Prag.g_01143	Prba.g_00074
OG0000117	Prag.g_01298	Prba.g_01135
OG0000118	Prag.g_01367	Prba.g_01204
OG0000119	Prag.g_01385	Prba.g_00200
OG0000120	Prag.g_01423	Prba.g_00175
OG0000121	Prag.g_01492	Prba.g_00711
OG0000122	Prag.g_01530	Prba.g_00348
OG0000123	Prag.g_01811	Prba.g_00436
OG0000124	Prag.g_01877	Prba.g_00784
OG0000125	Prag.g_01913	Prba.g_00821
OG0000126	Prag.g_01952	Prba.g_01788
OG0000128	Prag.g_00011	Prba.g_01804
OG0000129	Prag.g_00044	Prba.g_01838
OG0000130	Prag.g_00063	Prba.g_01857
OG0000131	Prag.g_00138	Prba.g_01933
OG0000132	Prag.g_00157	Prba.g_01952
OG0000133	Prag.g_00313	Prba.g_00538
OG0000134	Prag.g_00351	Prba.g_00851
OG0000135	Prag.g_00375	Prba.g_00877
OG0000136	Prag.g_00420	Prba.g_01020
OG0000137	Prag.g_00454	Prba.g_00986
OG0000138	Prag.g_00474	Prba.g_00966
OG0000139	Prag.g_00516	Prba.g_00924
OG0000140	Prag.g_00517	Prba.g_00923
OG0000141	Prag.g_00585	Prba.g_01710
OG0000142	Prag.g_00613	Prba.g_01682
OG0000143	Prag.g_00617	Prba.g_01678
OG0000144	Prag.g_00630	Prba.g_01665
OG0000145	Prag.g_00758	Prba.g_01541
OG0000146	Prag.g_00772	Prba.g_01533
OG0000147	Prag.g_00773	Prba.g_01532
OG0000148	Prag.g_00822	Prba.g_01483
OG0000149	Prag.g_00851	Prba.g_01452
OG0000150	Prag.g_00859	Prba.g_01444
OG0000151	Prag.g_00916	Prba.g_01385
OG0000152	Prag.g_00964	Prba.g_01337
OG0000153	Prag.g_00983	Prba.g_01318
OG0000154	Prag.g_01010	Prba.g_01290
OG0000155	Prag.g_01173	Prba.g_00043
OG0000156	Prag.g_01342	Prba.g_01181
OG0000157	Prag.g_01343	Prba.g_01182
OG0000158	Prag.g_01425	Prba.g_00154
OG0000159	Prag.g_01427	Prba.g_00152
OG0000160	Prag.g_01491	Prba.g_00712
OG0000161	Prag.g_01497	Prba.g_00706
OG0000162	Prag.g_01503	Prba.g_00700
OG0000163	Prag.g_01537	Prba.g_00341
OG0000164	Prag.g_01693	Prba.g_00596
OG0000165	Prag.g_01700	Prba.g_00589
OG0000166	Prag.g_01768	Prba.g_00393
OG0000167	Prag.g_01834	Prba.g_01069
OG0000168	Prag.g_01844	Prba.g_01079
OG0000169	Prag.g_01854	Prba.g_00761
OG0000170	Prag.g_01856	Prba.g_00763
OG0000171	Prag.g_01876	Prba.g_00783
OG0000172	Prag.g_01884	Prba.g_00792
OG0000173	Prag.g_01899	Prba.g_00807
OG0000174	Prag.g_01927	Prba.g_00835
OG0000175	Prag.g_01937	Prba.g_00845
OG0000176	Prag.g_00004	Prba.g_01797
OG0000177	Prag.g_00005	Prba.g_01798
OG0000178	Prag.g_00006	Prba.g_01799
OG0000179	Prag.g_00016	Prba.g_01809
OG0000180	Prag.g_00017	Prba.g_01810
OG0000181	Prag.g_00018	Prba.g_01811
OG0000182	Prag.g_00019	Prba.g_01812
OG0000183	Prag.g_00023	Prba.g_01816
OG0000184	Prag.g_00046	Prba.g_01840
OG0000185	Prag.g_00049	Prba.g_01843
OG0000186	Prag.g_00058	Prba.g_01852
OG0000187	Prag.g_00059	Prba.g_01853
OG0000188	Prag.g_00076	Prba.g_01870
OG0000189	Prag.g_00089	Prba.g_01884
OG0000190	Prag.g_00090	Prba.g_01885
OG0000191	Prag.g_00110	Prba.g_01905
OG0000192	Prag.g_00114	Prba.g_01909
OG0000193	Prag.g_00139	Prba.g_01934
OG0000194	Prag.g_00142	Prba.g_01937
OG0000195	Prag.g_00144	Prba.g_01939
OG0000196	Prag.g_00154	Prba.g_01949
OG0000197	Prag.g_00155	Prba.g_01950
OG0000198	Prag.g_00156	Prba.g_01951
OG0000199	Prag.g_00163	Prba.g_00626
OG0000200	Prag.g_00177	Prba.g_00640
OG0000201	Prag.g_00185	Prba.g_00648
OG0000202	Prag.g_00186	Prba.g_00649
OG0000203	Prag.g_00187	Prba.g_00650
OG0000204	Prag.g_00188	Prba.g_00651
OG0000205	Prag.g_00195	Prba.g_00658
OG0000206	Prag.g_00200	Prba.g_00663
OG0000207	Prag.g_00202	Prba.g_00665
OG0000208	Prag.g_00203	Prba.g_00666
OG0000209	Prag.g_00212	Prba.g_00675
OG0000210	Prag.g_00213	Prba.g_00439
OG0000211	Prag.g_00226	Prba.g_00452
OG0000212	Prag.g_00233	Prba.g_00459
OG0000213	Prag.g_00249	Prba.g_00476
OG0000214	Prag.g_00258	Prba.g_00485
OG0000215	Prag.g_00283	Prba.g_00509
OG0000216	Prag.g_00285	Prba.g_00510
OG0000217	Prag.g_00288	Prba.g_00513
OG0000218	Prag.g_00290	Prba.g_00515
OG0000219	Prag.g_00291	Prba.g_00516
OG0000220	Prag.g_00292	Prba.g_00517
OG0000221	Prag.g_00293	Prba.g_00518
OG0000222	Prag.g_00301	Prba.g_00526
OG0000223	Prag.g_00314	Prba.g_00539
OG0000224	Prag.g_00316	Prba.g_00541
OG0000225	Prag.g_00340	Prba.g_00562
OG0000226	Prag.g_00344	Prba.g_00221
OG0000227	Prag.g_00346	Prba.g_00223
OG0000228	Prag.g_00349	Prba.g_00849
OG0000229	Prag.g_00415	Prba.g_01025
OG0000230	Prag.g_00417	Prba.g_01023
OG0000231	Prag.g_00428	Prba.g_01012
OG0000232	Prag.g_00437	Prba.g_01003
OG0000233	Prag.g_00442	Prba.g_00998
OG0000234	Prag.g_00455	Prba.g_00985
OG0000235	Prag.g_00458	Prba.g_00982
OG0000236	Prag.g_00472	Prba.g_00968
OG0000237	Prag.g_00485	Prba.g_00955
OG0000238	Prag.g_00491	Prba.g_00949
OG0000239	Prag.g_00504	Prba.g_00936
OG0000240	Prag.g_00505	Prba.g_00935
OG0000241	Prag.g_00509	Prba.g_00931
OG0000242	Prag.g_00511	Prba.g_00929
OG0000243	Prag.g_00522	Prba.g_01772
OG0000244	Prag.g_00525	Prba.g_01769
OG0000245	Prag.g_00527	Prba.g_01767
OG0000246	Prag.g_00531	Prba.g_01763
OG0000247	Prag.g_00541	Prba.g_01753
OG0000248	Prag.g_00543	Prba.g_01751
OG0000249	Prag.g_00545	Prba.g_01749
OG0000250	Prag.g_00550	Prba.g_01744
OG0000251	Prag.g_00569	Prba.g_01726
OG0000252	Prag.g_00572	Prba.g_01723
OG0000253	Prag.g_00573	Prba.g_01722
OG0000254	Prag.g_00589	Prba.g_01706
OG0000255	Prag.g_00595	Prba.g_01700
OG0000256	Prag.g_00605	Prba.g_01690
OG0000257	Prag.g_00608	Prba.g_01687
OG0000258	Prag.g_00621	Prba.g_01674
OG0000259	Prag.g_00638	Prba.g_01657
OG0000260	Prag.g_00641	Prba.g_01654
OG0000261	Prag.g_00643	Prba.g_01652
OG0000262	Prag.g_00647	Prba.g_01648
OG0000263	Prag.g_00659	Prba.g_01636
OG0000264	Prag.g_00669	Prba.g_01626
OG0000265	Prag.g_00692	Prba.g_01594
OG0000266	Prag.g_00702	Prba.g_01584
OG0000267	Prag.g_00713	Prba.g_01573
OG0000268	Prag.g_00714	Prba.g_01572
OG0000269	Prag.g_00801	Prba.g_01504
OG0000270	Prag.g_00804	Prba.g_01501
OG0000271	Prag.g_00812	Prba.g_01493
OG0000272	Prag.g_00813	Prba.g_01492
OG0000273	Prag.g_00835	Prba.g_01469
OG0000274	Prag.g_00836	Prba.g_01468
OG0000275	Prag.g_00838	Prba.g_01465
OG0000276	Prag.g_00843	Prba.g_01460
OG0000277	Prag.g_00844	Prba.g_01459
OG0000278	Prag.g_00847	Prba.g_01456
OG0000279	Prag.g_00854	Prba.g_01449
OG0000280	Prag.g_00855	Prba.g_01448
OG0000281	Prag.g_00860	Prba.g_01443
OG0000282	Prag.g_00908	Prba.g_01393
OG0000283	Prag.g_00941	Prba.g_01360
OG0000284	Prag.g_00946	Prba.g_01355
OG0000285	Prag.g_00951	Prba.g_01350
OG0000286	Prag.g_00963	Prba.g_01338
OG0000287	Prag.g_00980	Prba.g_01321
OG0000288	Prag.g_01009	Prba.g_01291
OG0000289	Prag.g_01020	Prba.g_01280
OG0000290	Prag.g_01033	Prba.g_01267
OG0000291	Prag.g_01035	Prba.g_01265
OG0000292	Prag.g_01085	Prba.g_01216
OG0000293	Prag.g_01144	Prba.g_00073
OG0000294	Prag.g_01145	Prba.g_00072
OG0000295	Prag.g_01165	Prba.g_00051
OG0000296	Prag.g_01167	Prba.g_00049
OG0000297	Prag.g_01175	Prba.g_00041
OG0000298	Prag.g_01176	Prba.g_00040
OG0000299	Prag.g_01193	Prba.g_00023
OG0000300	Prag.g_01196	Prba.g_00020
OG0000301	Prag.g_01197	Prba.g_00019
OG0000302	Prag.g_01199	Prba.g_00017
OG0000303	Prag.g_01206	Prba.g_00010
OG0000304	Prag.g_01210	Prba.g_00006
OG0000305	Prag.g_01381	Prba.g_00204
OG0000306	Prag.g_01384	Prba.g_00201
OG0000307	Prag.g_01398	Prba.g_00187
OG0000308	Prag.g_01399	Prba.g_00186
OG0000309	Prag.g_01403	Prba.g_00182
OG0000310	Prag.g_01473	Prba.g_00112
OG0000311	Prag.g_01475	Prba.g_00110
OG0000312	Prag.g_01478	Prba.g_00107
OG0000313	Prag.g_01494	Prba.g_00709
OG0000314	Prag.g_01516	Prba.g_00686
OG0000315	Prag.g_01527	Prba.g_00351, Prba.g_00676
OG0000316	Prag.g_01547	Prba.g_00331
OG0000317	Prag.g_01667	Prba.g_00228
OG0000318	Prag.g_01670	Prba.g_00619
OG0000319	Prag.g_01683	Prba.g_00606
OG0000320	Prag.g_01685	Prba.g_00604
OG0000321	Prag.g_01686	Prba.g_00603
OG0000322	Prag.g_01687	Prba.g_00602
OG0000323	Prag.g_01696	Prba.g_00593
OG0000324	Prag.g_01723	Prba.g_00567
OG0000325	Prag.g_01733	Prba.g_00358
OG0000326	Prag.g_01739	Prba.g_00364
OG0000327	Prag.g_01763	Prba.g_00388
OG0000328	Prag.g_01764	Prba.g_00389
OG0000329	Prag.g_01781	Prba.g_00406
OG0000330	Prag.g_01782	Prba.g_00407
OG0000331	Prag.g_01783	Prba.g_00408
OG0000332	Prag.g_01797	Prba.g_00422
OG0000333	Prag.g_01799	Prba.g_00424
OG0000334	Prag.g_01807	Prba.g_00432
OG0000335	Prag.g_01812	Prba.g_00437
OG0000336	Prag.g_01816	Prba.g_01050
OG0000337	Prag.g_01832	Prba.g_01067
OG0000338	Prag.g_01833	Prba.g_01068
OG0000339	Prag.g_01837	Prba.g_01072
OG0000340	Prag.g_01845	Prba.g_00752
OG0000341	Prag.g_01847	Prba.g_00754
OG0000342	Prag.g_01848	Prba.g_00755
OG0000343	Prag.g_01849	Prba.g_00756
OG0000344	Prag.g_01852	Prba.g_00759
OG0000345	Prag.g_01857	Prba.g_00764
OG0000346	Prag.g_01862	Prba.g_00769
OG0000347	Prag.g_01878	Prba.g_00785
OG0000348	Prag.g_01887	Prba.g_00795
OG0000349	Prag.g_01904	Prba.g_00812
OG0000350	Prag.g_01923	Prba.g_00831
OG0000351	Prag.g_01940	Prba.g_00848, Prba.g_01776
OG0000352	Prag.g_01941	Prba.g_01777
OG0000353	Prag.g_01956	Prba.g_01792
OG0000355	Prag.g_00001	Prba.g_01794
OG0000356	Prag.g_00002	Prba.g_01795
OG0000357	Prag.g_00003	Prba.g_01796
OG0000358	Prag.g_00007	Prba.g_01800
OG0000359	Prag.g_00008	Prba.g_01801
OG0000360	Prag.g_00009	Prba.g_01802
OG0000361	Prag.g_00010	Prba.g_01803
OG0000362	Prag.g_00012	Prba.g_01805
OG0000363	Prag.g_00014	Prba.g_01807
OG0000364	Prag.g_00015	Prba.g_01808
OG0000365	Prag.g_00020	Prba.g_01813
OG0000366	Prag.g_00021	Prba.g_01814
OG0000367	Prag.g_00022	Prba.g_01815
OG0000368	Prag.g_00024	Prba.g_01817
OG0000369	Prag.g_00025	Prba.g_01818
OG0000370	Prag.g_00026	Prba.g_01819
OG0000371	Prag.g_00032	Prba.g_01825
OG0000372	Prag.g_00035	Prba.g_01828
OG0000373	Prag.g_00036	Prba.g_01829
OG0000374	Prag.g_00037	Prba.g_01830
OG0000375	Prag.g_00040	Prba.g_01834
OG0000376	Prag.g_00042	Prba.g_01836
OG0000377	Prag.g_00045	Prba.g_01839
OG0000378	Prag.g_00047	Prba.g_01841
OG0000379	Prag.g_00050	Prba.g_01844
OG0000380	Prag.g_00060	Prba.g_01854
OG0000381	Prag.g_00064	Prba.g_01858
OG0000382	Prag.g_00075	Prba.g_01869
OG0000383	Prag.g_00077	Prba.g_01871
OG0000384	Prag.g_00078	Prba.g_01872
OG0000385	Prag.g_00079	Prba.g_01873
OG0000386	Prag.g_00080	Prba.g_01874
OG0000387	Prag.g_00092	Prba.g_01887
OG0000388	Prag.g_00095	Prba.g_01890
OG0000389	Prag.g_00099	Prba.g_01894
OG0000390	Prag.g_00106	Prba.g_01901
OG0000391	Prag.g_00109	Prba.g_01904
OG0000392	Prag.g_00113	Prba.g_01908
OG0000393	Prag.g_00115	Prba.g_01910
OG0000394	Prag.g_00116	Prba.g_01911
OG0000395	Prag.g_00117	Prba.g_01912
OG0000396	Prag.g_00120	Prba.g_01915
OG0000397	Prag.g_00122	Prba.g_01917
OG0000398	Prag.g_00124	Prba.g_01919
OG0000399	Prag.g_00125	Prba.g_01920
OG0000400	Prag.g_00126	Prba.g_01921
OG0000401	Prag.g_00127	Prba.g_01922
OG0000402	Prag.g_00129	Prba.g_01924
OG0000403	Prag.g_00130	Prba.g_01925
OG0000404	Prag.g_00131	Prba.g_01926
OG0000405	Prag.g_00135	Prba.g_01930
OG0000406	Prag.g_00140	Prba.g_01935
OG0000407	Prag.g_00141	Prba.g_01936
OG0000408	Prag.g_00143	Prba.g_01938
OG0000409	Prag.g_00145	Prba.g_01940
OG0000410	Prag.g_00146	Prba.g_01941
OG0000411	Prag.g_00147	Prba.g_01942
OG0000412	Prag.g_00148	Prba.g_01943
OG0000413	Prag.g_00149	Prba.g_01944
OG0000414	Prag.g_00150	Prba.g_01945
OG0000415	Prag.g_00151	Prba.g_01946
OG0000416	Prag.g_00152	Prba.g_01947
OG0000417	Prag.g_00153	Prba.g_01948
OG0000418	Prag.g_00158	Prba.g_01953
OG0000419	Prag.g_00160	Prba.g_00623
OG0000420	Prag.g_00161	Prba.g_00624
OG0000421	Prag.g_00166	Prba.g_00629
OG0000422	Prag.g_00167	Prba.g_00630
OG0000423	Prag.g_00168	Prba.g_00631
OG0000424	Prag.g_00169	Prba.g_00632
OG0000425	Prag.g_00170	Prba.g_00633
OG0000426	Prag.g_00171	Prba.g_00634
OG0000427	Prag.g_00172	Prba.g_00635
OG0000428	Prag.g_00174	Prba.g_00637
OG0000429	Prag.g_00175	Prba.g_00638
OG0000430	Prag.g_00176	Prba.g_00639
OG0000431	Prag.g_00178	Prba.g_00641
OG0000432	Prag.g_00181	Prba.g_00644
OG0000433	Prag.g_00182	Prba.g_00645
OG0000434	Prag.g_00183	Prba.g_00646
OG0000435	Prag.g_00184	Prba.g_00647
OG0000436	Prag.g_00189	Prba.g_00652
OG0000437	Prag.g_00190	Prba.g_00653
OG0000438	Prag.g_00191	Prba.g_00654
OG0000439	Prag.g_00193	Prba.g_00656
OG0000440	Prag.g_00194	Prba.g_00657
OG0000441	Prag.g_00197	Prba.g_00660
OG0000442	Prag.g_00198	Prba.g_00661
OG0000443	Prag.g_00199	Prba.g_00662
OG0000444	Prag.g_00204	Prba.g_00667
OG0000445	Prag.g_00205	Prba.g_00668
OG0000446	Prag.g_00206	Prba.g_00669
OG0000447	Prag.g_00207	Prba.g_00670
OG0000448	Prag.g_00208	Prba.g_00671
OG0000449	Prag.g_00209	Prba.g_00672
OG0000450	Prag.g_00210	Prba.g_00673
OG0000451	Prag.g_00211	Prba.g_00674
OG0000452	Prag.g_00214	Prba.g_00440
OG0000453	Prag.g_00215	Prba.g_00441
OG0000454	Prag.g_00216	Prba.g_00442
OG0000455	Prag.g_00217	Prba.g_00443
OG0000456	Prag.g_00218	Prba.g_00444
OG0000457	Prag.g_00219	Prba.g_00445
OG0000458	Prag.g_00220	Prba.g_00446
OG0000459	Prag.g_00221	Prba.g_00447
OG0000460	Prag.g_00228	Prba.g_00454
OG0000461	Prag.g_00235	Prba.g_00461
OG0000462	Prag.g_00237	Prba.g_00463
OG0000463	Prag.g_00238	Prba.g_00464
OG0000464	Prag.g_00239	Prba.g_00465
OG0000465	Prag.g_00240	Prba.g_00466
OG0000466	Prag.g_00243	Prba.g_00469
OG0000467	Prag.g_00244	Prba.g_00470
OG0000468	Prag.g_00245	Prba.g_00472
OG0000469	Prag.g_00253	Prba.g_00480
OG0000470	Prag.g_00255	Prba.g_00482
OG0000471	Prag.g_00256	Prba.g_00483
OG0000472	Prag.g_00257	Prba.g_00484
OG0000473	Prag.g_00259	Prba.g_00486
OG0000474	Prag.g_00260	Prba.g_00487
OG0000475	Prag.g_00261	Prba.g_00488
OG0000476	Prag.g_00262	Prba.g_00489
OG0000477	Prag.g_00266	Prba.g_00492
OG0000478	Prag.g_00267	Prba.g_00493
OG0000479	Prag.g_00268	Prba.g_00494
OG0000480	Prag.g_00273	Prba.g_00499
OG0000481	Prag.g_00275	Prba.g_00501
OG0000482	Prag.g_00276	Prba.g_00502
OG0000483	Prag.g_00279	Prba.g_00505
OG0000484	Prag.g_00280	Prba.g_00506
OG0000485	Prag.g_00281	Prba.g_00507
OG0000486	Prag.g_00282	Prba.g_00508
OG0000487	Prag.g_00286	Prba.g_00511
OG0000488	Prag.g_00289	Prba.g_00514
OG0000489	Prag.g_00294	Prba.g_00519
OG0000490	Prag.g_00299	Prba.g_00524
OG0000491	Prag.g_00300	Prba.g_00525
OG0000492	Prag.g_00302	Prba.g_00527
OG0000493	Prag.g_00303	Prba.g_00528
OG0000494	Prag.g_00304	Prba.g_00529
OG0000495	Prag.g_00305	Prba.g_00530
OG0000496	Prag.g_00306	Prba.g_00531
OG0000497	Prag.g_00307	Prba.g_00532
OG0000498	Prag.g_00308	Prba.g_00533
OG0000499	Prag.g_00309	Prba.g_00534
OG0000500	Prag.g_00310	Prba.g_00535
OG0000501	Prag.g_00312	Prba.g_00537
OG0000502	Prag.g_00315	Prba.g_00540
OG0000503	Prag.g_00329	Prba.g_00550
OG0000504	Prag.g_00330	Prba.g_00551
OG0000505	Prag.g_00331	Prba.g_00552
OG0000506	Prag.g_00333	Prba.g_00554
OG0000507	Prag.g_00336	Prba.g_00557
OG0000508	Prag.g_00339	Prba.g_00561
OG0000509	Prag.g_00341	Prba.g_00218
OG0000510	Prag.g_00342	Prba.g_00219
OG0000511	Prag.g_00343	Prba.g_00220
OG0000512	Prag.g_00345	Prba.g_00222
OG0000513	Prag.g_00352	Prba.g_00852
OG0000514	Prag.g_00410	Prba.g_01030
OG0000515	Prag.g_00411	Prba.g_01029
OG0000516	Prag.g_00412	Prba.g_01028
OG0000517	Prag.g_00414	Prba.g_01026
OG0000518	Prag.g_00425	Prba.g_01015
OG0000519	Prag.g_00426	Prba.g_01014
OG0000520	Prag.g_00427	Prba.g_01013
OG0000521	Prag.g_00432	Prba.g_01008
OG0000522	Prag.g_00434	Prba.g_01006
OG0000523	Prag.g_00435	Prba.g_01005
OG0000524	Prag.g_00440	Prba.g_01000
OG0000525	Prag.g_00443	Prba.g_00997
OG0000526	Prag.g_00444	Prba.g_00996
OG0000527	Prag.g_00452	Prba.g_00988
OG0000528	Prag.g_00457	Prba.g_00983
OG0000529	Prag.g_00460	Prba.g_00980
OG0000530	Prag.g_00463	Prba.g_00977
OG0000531	Prag.g_00464	Prba.g_00976
OG0000532	Prag.g_00466	Prba.g_00974
OG0000533	Prag.g_00467	Prba.g_00973
OG0000534	Prag.g_00468	Prba.g_00972
OG0000535	Prag.g_00469	Prba.g_00971
OG0000536	Prag.g_00470	Prba.g_00970
OG0000537	Prag.g_00471	Prba.g_00969
OG0000538	Prag.g_00479	Prba.g_00961
OG0000539	Prag.g_00480	Prba.g_00960
OG0000540	Prag.g_00481	Prba.g_00959
OG0000541	Prag.g_00482	Prba.g_00958
OG0000542	Prag.g_00484	Prba.g_00956
OG0000543	Prag.g_00486	Prba.g_00954
OG0000544	Prag.g_00487	Prba.g_00953
OG0000545	Prag.g_00489	Prba.g_00951
OG0000546	Prag.g_00492	Prba.g_00948
OG0000547	Prag.g_00494	Prba.g_00946
OG0000548	Prag.g_00495	Prba.g_00945
OG0000549	Prag.g_00497	Prba.g_00943
OG0000550	Prag.g_00502	Prba.g_00938
OG0000551	Prag.g_00506	Prba.g_00934
OG0000552	Prag.g_00507	Prba.g_00933
OG0000553	Prag.g_00508	Prba.g_00932
OG0000554	Prag.g_00513	Prba.g_00927
OG0000555	Prag.g_00521	Prba.g_01773
OG0000556	Prag.g_00523	Prba.g_01771
OG0000557	Prag.g_00524	Prba.g_01770
OG0000558	Prag.g_00526	Prba.g_01768
