Orthogroup	Prag	Syab
OG0000182	Prag.g_00019	Syab.g_00025
OG0000183	Prag.g_00023	Syab.g_00029
OG0000184	Prag.g_00046	Syab.g_02738
OG0000185	Prag.g_00049	Syab.g_02715
OG0000186	Prag.g_00058	Syab.g_02430
OG0000187	Prag.g_00059	Syab.g_02431
OG0000188	Prag.g_00076	Syab.g_02454
OG0000189	Prag.g_00089	Syab.g_02487
OG0000190	Prag.g_00090	Syab.g_00190, Syab.g_00139
OG0000191	Prag.g_00110	Syab.g_02522
OG0000192	Prag.g_00114	Syab.g_02528
OG0000193	Prag.g_00139	Syab.g_02565
OG0000194	Prag.g_00142	Syab.g_02568
OG0000195	Prag.g_00144	Syab.g_02570
OG0000196	Prag.g_00154	Syab.g_02581
OG0000197	Prag.g_00155	Syab.g_02582
OG0000198	Prag.g_00156	Syab.g_02583
OG0000199	Prag.g_00163	Syab.g_02591
OG0000200	Prag.g_00177	Syab.g_02611
OG0000201	Prag.g_00185	Syab.g_02628
OG0000202	Prag.g_00186	Syab.g_02629
OG0000203	Prag.g_00187	Syab.g_02630
OG0000204	Prag.g_00188	Syab.g_02631
OG0000205	Prag.g_00195	Syab.g_02638
OG0000206	Prag.g_00200	Syab.g_02674
OG0000207	Prag.g_00202	Syab.g_02677
OG0000208	Prag.g_00203	Syab.g_02678
OG0000209	Prag.g_00212	Syab.g_02698
OG0000210	Prag.g_00213	Syab.g_02699
OG0000211	Prag.g_00226	Syab.g_02374
OG0000212	Prag.g_00233	Syab.g_02365
OG0000213	Prag.g_00249	Syab.g_00332
OG0000214	Prag.g_00258	Syab.g_00312
OG0000215	Prag.g_00283	Syab.g_00281
OG0000216	Prag.g_00285	Syab.g_00277
OG0000217	Prag.g_00288	Syab.g_00273
OG0000218	Prag.g_00290	Syab.g_00271
OG0000219	Prag.g_00291	Syab.g_00270
OG0000220	Prag.g_00292	Syab.g_00269
OG0000221	Prag.g_00293	Syab.g_00257
OG0000222	Prag.g_00301	Syab.g_00244
OG0000223	Prag.g_00314	Syab.g_00226
OG0000224	Prag.g_00316	Syab.g_00223
OG0000225	Prag.g_00340	Syab.g_00538
OG0000226	Prag.g_00344	Syab.g_00542
OG0000227	Prag.g_00346	Syab.g_00544
OG0000228	Prag.g_00349	Syab.g_00550
OG0000229	Prag.g_00415	Syab.g_00583
OG0000230	Prag.g_00417	Syab.g_00585
OG0000231	Prag.g_00428	Syab.g_00613
OG0000232	Prag.g_00437	Syab.g_00631
OG0000233	Prag.g_00442	Syab.g_00645
OG0000234	Prag.g_00455	Syab.g_00699
OG0000235	Prag.g_00458	Syab.g_02095
OG0000236	Prag.g_00472	Syab.g_02111
OG0000237	Prag.g_00485	Syab.g_02129
OG0000238	Prag.g_00491	Syab.g_02134
OG0000239	Prag.g_00504	Syab.g_02151
OG0000240	Prag.g_00505	Syab.g_02152
OG0000241	Prag.g_00509	Syab.g_01884
OG0000242	Prag.g_00511	Syab.g_02043
OG0000243	Prag.g_00522	Syab.g_02025
OG0000244	Prag.g_00525	Syab.g_02017
OG0000245	Prag.g_00527	Syab.g_02015
OG0000246	Prag.g_00531	Syab.g_02011
OG0000247	Prag.g_00541	Syab.g_01999
OG0000248	Prag.g_00543	Syab.g_01996
OG0000249	Prag.g_00545	Syab.g_01994
OG0000250	Prag.g_00550	Syab.g_01988
OG0000251	Prag.g_00569	Syab.g_01961
OG0000252	Prag.g_00572	Syab.g_01958
OG0000253	Prag.g_00573	Syab.g_01956
OG0000254	Prag.g_00589	Syab.g_01925
OG0000255	Prag.g_00595	Syab.g_01912
OG0000256	Prag.g_00605	Syab.g_01890
OG0000257	Prag.g_00608	Syab.g_01885
OG0000258	Prag.g_00621	Syab.g_01861
OG0000259	Prag.g_00638	Syab.g_01538
OG0000260	Prag.g_00641	Syab.g_01544
OG0000261	Prag.g_00643	Syab.g_01556
OG0000262	Prag.g_00647	Syab.g_01561
OG0000263	Prag.g_00659	Syab.g_01035
OG0000264	Prag.g_00669	Syab.g_01173
OG0000265	Prag.g_00692	Syab.g_01773
OG0000266	Prag.g_00702	Syab.g_01667
OG0000267	Prag.g_00713	Syab.g_01433
OG0000268	Prag.g_00714	Syab.g_01432
OG0000269	Prag.g_00801	Syab.g_01650
OG0000270	Prag.g_00804	Syab.g_01657
OG0000271	Prag.g_00812	Syab.g_01279
OG0000272	Prag.g_00813	Syab.g_01280
OG0000273	Prag.g_00835	Syab.g_01699
OG0000274	Prag.g_00836	Syab.g_01700
OG0000275	Prag.g_00838	Syab.g_01704
OG0000276	Prag.g_00843	Syab.g_01712
OG0000277	Prag.g_00844	Syab.g_01713
OG0000278	Prag.g_00847	Syab.g_01716
OG0000279	Prag.g_00854	Syab.g_01724
OG0000280	Prag.g_00855	Syab.g_01736
OG0000281	Prag.g_00860	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prag.g_00908	Syab.g_01631
OG0000283	Prag.g_00941	Syab.g_01418
OG0000284	Prag.g_00946	Syab.g_01413
OG0000285	Prag.g_00951	Syab.g_01402
OG0000286	Prag.g_00963	Syab.g_01384
OG0000287	Prag.g_00980	Syab.g_01350
OG0000288	Prag.g_01009	Syab.g_01318
OG0000289	Prag.g_01020	Syab.g_01303
OG0000290	Prag.g_01033	Syab.g_01213
OG0000291	Prag.g_01035	Syab.g_01211
OG0000292	Prag.g_01085	Syab.g_02907
OG0000293	Prag.g_01144	Syab.g_00946
OG0000294	Prag.g_01145	Syab.g_00947
OG0000295	Prag.g_01165	Syab.g_01001
OG0000296	Prag.g_01167	Syab.g_01003
OG0000297	Prag.g_01175	Syab.g_01016
OG0000298	Prag.g_01176	Syab.g_01017
OG0000299	Prag.g_01193	Syab.g_01047
OG0000300	Prag.g_01196	Syab.g_01054
OG0000301	Prag.g_01197	Syab.g_01055
OG0000302	Prag.g_01199	Syab.g_01056
OG0000303	Prag.g_01206	Syab.g_01149
OG0000304	Prag.g_01210	Syab.g_01143
OG0000305	Prag.g_01381	Syab.g_01208
OG0000306	Prag.g_01384	Syab.g_01819
OG0000307	Prag.g_01398	Syab.g_02078
OG0000308	Prag.g_01399	Syab.g_02076
OG0000309	Prag.g_01403	Syab.g_02071
OG0000310	Prag.g_01473	Syab.g_00817
OG0000311	Prag.g_01475	Syab.g_00811
OG0000312	Prag.g_01478	Syab.g_00793
OG0000313	Prag.g_01494	Syab.g_00769
OG0000314	Prag.g_01516	Syab.g_00736
OG0000315	Prag.g_01527	Syab.g_00726
OG0000316	Prag.g_01547	Syab.g_02189
OG0000317	Prag.g_01667	Syab.g_02251
OG0000318	Prag.g_01670	Syab.g_02257
OG0000319	Prag.g_01683	Syab.g_02291
OG0000320	Prag.g_01685	Syab.g_02293
OG0000321	Prag.g_01686	Syab.g_02294
OG0000322	Prag.g_01687	Syab.g_02295
OG0000323	Prag.g_01696	Syab.g_02310
OG0000324	Prag.g_01723	Syab.g_02341
OG0000325	Prag.g_01733	Syab.g_00368
OG0000326	Prag.g_01739	Syab.g_00375
OG0000327	Prag.g_01763	Syab.g_00402
OG0000328	Prag.g_01764	Syab.g_00403
OG0000329	Prag.g_01781	Syab.g_00420
OG0000330	Prag.g_01782	Syab.g_00421
OG0000331	Prag.g_01783	Syab.g_00422
OG0000332	Prag.g_01797	Syab.g_00437
OG0000333	Prag.g_01799	Syab.g_00440
OG0000334	Prag.g_01807	Syab.g_00450
OG0000335	Prag.g_01812	Syab.g_00455
OG0000336	Prag.g_01816	Syab.g_00459
OG0000337	Prag.g_01832	Syab.g_00210
OG0000338	Prag.g_01833	Syab.g_00207
OG0000339	Prag.g_01837	Syab.g_00201
OG0000340	Prag.g_01845	Syab.g_00135
OG0000341	Prag.g_01847	Syab.g_00157, Syab.g_00133
OG0000342	Prag.g_01848	Syab.g_00132
OG0000343	Prag.g_01849	Syab.g_00131
OG0000344	Prag.g_01852	Syab.g_00127, Syab.g_02424
OG0000345	Prag.g_01857	Syab.g_00117
OG0000346	Prag.g_01862	Syab.g_00112
OG0000347	Prag.g_01878	Syab.g_00087
OG0000348	Prag.g_01887	Syab.g_00076
OG0000349	Prag.g_01904	Syab.g_00054
OG0000350	Prag.g_01923	Syab.g_00382
OG0000351	Prag.g_01940	Syab.g_02879
OG0000352	Prag.g_01941	Syab.g_02880
OG0000353	Prag.g_01956	Syab.g_02913
OG0000354	Prag.g_01282	Syab.g_00020
OG0000355	Prag.g_00001	Syab.g_00001
OG0000356	Prag.g_00002	Syab.g_00002
OG0000357	Prag.g_00003	Syab.g_00003
OG0000358	Prag.g_00007	Syab.g_00007
OG0000359	Prag.g_00008	Syab.g_00009
OG0000360	Prag.g_00009	Syab.g_00010
OG0000361	Prag.g_00010	Syab.g_00011
OG0000362	Prag.g_00012	Syab.g_00013
OG0000363	Prag.g_00014	Syab.g_00015
OG0000364	Prag.g_00015	Syab.g_00016
OG0000365	Prag.g_00020	Syab.g_00026
OG0000366	Prag.g_00021	Syab.g_00027
OG0000367	Prag.g_00022	Syab.g_00028
OG0000368	Prag.g_00024	Syab.g_00030
OG0000369	Prag.g_00025	Syab.g_00031
OG0000370	Prag.g_00026	Syab.g_00032
OG0000371	Prag.g_00032	Syab.g_00711, Syab.g_00039
OG0000372	Prag.g_00035	Syab.g_00045
OG0000373	Prag.g_00036	Syab.g_00046
OG0000374	Prag.g_00037	Syab.g_00047
OG0000375	Prag.g_00040	Syab.g_00050
OG0000376	Prag.g_00042	Syab.g_00052
OG0000377	Prag.g_00045	Syab.g_02748
OG0000378	Prag.g_00047	Syab.g_02717
OG0000379	Prag.g_00050	Syab.g_02714
OG0000380	Prag.g_00060	Syab.g_02432
OG0000381	Prag.g_00064	Syab.g_02435
OG0000382	Prag.g_00075	Syab.g_02453
OG0000383	Prag.g_00077	Syab.g_02459
OG0000384	Prag.g_00078	Syab.g_02460
OG0000385	Prag.g_00079	Syab.g_02461
OG0000386	Prag.g_00080	Syab.g_02462
OG0000387	Prag.g_00092	Syab.g_02491
OG0000388	Prag.g_00095	Syab.g_02495
OG0000389	Prag.g_00099	Syab.g_02499
OG0000390	Prag.g_00106	Syab.g_02516
OG0000391	Prag.g_00109	Syab.g_02521
OG0000392	Prag.g_00113	Syab.g_02527
OG0000393	Prag.g_00115	Syab.g_02530
OG0000394	Prag.g_00116	Syab.g_02531
OG0000395	Prag.g_00117	Syab.g_02532
OG0000396	Prag.g_00120	Syab.g_02535
OG0000397	Prag.g_00122	Syab.g_02537
OG0000398	Prag.g_00124	Syab.g_02542
OG0000399	Prag.g_00125	Syab.g_02543
OG0000400	Prag.g_00126	Syab.g_02544
OG0000401	Prag.g_00127	Syab.g_02545
OG0000402	Prag.g_00129	Syab.g_02547
OG0000403	Prag.g_00130	Syab.g_02548
OG0000404	Prag.g_00131	Syab.g_02550
OG0000405	Prag.g_00135	Syab.g_02562
OG0000406	Prag.g_00140	Syab.g_02566
OG0000407	Prag.g_00141	Syab.g_02567
OG0000408	Prag.g_00143	Syab.g_02569
OG0000409	Prag.g_00145	Syab.g_02571
OG0000410	Prag.g_00146	Syab.g_02572
OG0000411	Prag.g_00147	Syab.g_02573
OG0000412	Prag.g_00148	Syab.g_02574
OG0000413	Prag.g_00149	Syab.g_02576
OG0000414	Prag.g_00150	Syab.g_02577
OG0000415	Prag.g_00151	Syab.g_02578
OG0000416	Prag.g_00152	Syab.g_02579
OG0000417	Prag.g_00153	Syab.g_02580
OG0000418	Prag.g_00158	Syab.g_02585
OG0000419	Prag.g_00160	Syab.g_02587
OG0000420	Prag.g_00161	Syab.g_02589
OG0000421	Prag.g_00166	Syab.g_02595
OG0000422	Prag.g_00167	Syab.g_02596
OG0000423	Prag.g_00168	Syab.g_02597
OG0000424	Prag.g_00169	Syab.g_02598
OG0000425	Prag.g_00170	Syab.g_02599
OG0000426	Prag.g_00171	Syab.g_02600
OG0000427	Prag.g_00172	Syab.g_02601
OG0000428	Prag.g_00174	Syab.g_02604
OG0000429	Prag.g_00175	Syab.g_02608
OG0000430	Prag.g_00176	Syab.g_02610
OG0000431	Prag.g_00178	Syab.g_02613
OG0000432	Prag.g_00181	Syab.g_02619
OG0000433	Prag.g_00182	Syab.g_02622
OG0000434	Prag.g_00183	Syab.g_02623
OG0000435	Prag.g_00184	Syab.g_02625
OG0000436	Prag.g_00189	Syab.g_02632
OG0000437	Prag.g_00190	Syab.g_02633
OG0000438	Prag.g_00191	Syab.g_02634
OG0000439	Prag.g_00193	Syab.g_02636
OG0000440	Prag.g_00194	Syab.g_02637
OG0000441	Prag.g_00197	Syab.g_02641
OG0000442	Prag.g_00198	Syab.g_02642
OG0000443	Prag.g_00199	Syab.g_02668
OG0000444	Prag.g_00204	Syab.g_02681
OG0000445	Prag.g_00205	Syab.g_02682
OG0000446	Prag.g_00206	Syab.g_02684
OG0000447	Prag.g_00207	Syab.g_02687
OG0000448	Prag.g_00208	Syab.g_02688
OG0000449	Prag.g_00209	Syab.g_02689
OG0000450	Prag.g_00210	Syab.g_02695
OG0000451	Prag.g_00211	Syab.g_02696
OG0000452	Prag.g_00214	Syab.g_02701
OG0000453	Prag.g_00215	Syab.g_02702
OG0000454	Prag.g_00216	Syab.g_02703
OG0000455	Prag.g_00217	Syab.g_02704
OG0000456	Prag.g_00218	Syab.g_02705
OG0000457	Prag.g_00219	Syab.g_02707
OG0000458	Prag.g_00220	Syab.g_02708
OG0000459	Prag.g_00221	Syab.g_02709
OG0000460	Prag.g_00228	Syab.g_02372
OG0000461	Prag.g_00235	Syab.g_00356
OG0000462	Prag.g_00237	Syab.g_00352
OG0000463	Prag.g_00238	Syab.g_00351
OG0000464	Prag.g_00239	Syab.g_00350
OG0000465	Prag.g_00240	Syab.g_00349
OG0000466	Prag.g_00243	Syab.g_00343
OG0000467	Prag.g_00244	Syab.g_00341
OG0000468	Prag.g_00245	Syab.g_00336
OG0000469	Prag.g_00253	Syab.g_00318
OG0000470	Prag.g_00255	Syab.g_00316
OG0000471	Prag.g_00256	Syab.g_00315
OG0000472	Prag.g_00257	Syab.g_00313
OG0000473	Prag.g_00259	Syab.g_00311
OG0000474	Prag.g_00260	Syab.g_00310
OG0000475	Prag.g_00261	Syab.g_00309
OG0000476	Prag.g_00262	Syab.g_00307
OG0000477	Prag.g_00266	Syab.g_00301
OG0000478	Prag.g_00267	Syab.g_00300
OG0000479	Prag.g_00268	Syab.g_00299
OG0000480	Prag.g_00273	Syab.g_00292
OG0000481	Prag.g_00275	Syab.g_00290
OG0000482	Prag.g_00276	Syab.g_00289
OG0000483	Prag.g_00279	Syab.g_00285
OG0000484	Prag.g_00280	Syab.g_00284
OG0000485	Prag.g_00281	Syab.g_00283
OG0000486	Prag.g_00282	Syab.g_00282
OG0000487	Prag.g_00286	Syab.g_00276
OG0000488	Prag.g_00289	Syab.g_00272
OG0000489	Prag.g_00294	Syab.g_00256
OG0000490	Prag.g_00299	Syab.g_00247
OG0000491	Prag.g_00300	Syab.g_00245
OG0000492	Prag.g_00302	Syab.g_00243
OG0000493	Prag.g_00303	Syab.g_00242
OG0000494	Prag.g_00304	Syab.g_00241
OG0000495	Prag.g_00305	Syab.g_00240
OG0000496	Prag.g_00306	Syab.g_00239
OG0000497	Prag.g_00307	Syab.g_00238
OG0000498	Prag.g_00308	Syab.g_00237
OG0000499	Prag.g_00309	Syab.g_00236
OG0000500	Prag.g_00310	Syab.g_00235
OG0000501	Prag.g_00312	Syab.g_00232
OG0000502	Prag.g_00315	Syab.g_00224
OG0000503	Prag.g_00329	Syab.g_00523
OG0000504	Prag.g_00330	Syab.g_00525
OG0000505	Prag.g_00331	Syab.g_00526
OG0000506	Prag.g_00333	Syab.g_00528
OG0000507	Prag.g_00336	Syab.g_00533
OG0000508	Prag.g_00339	Syab.g_00537
OG0000509	Prag.g_00341	Syab.g_00539
OG0000510	Prag.g_00342	Syab.g_00540
OG0000511	Prag.g_00343	Syab.g_00541
OG0000512	Prag.g_00345	Syab.g_00543
OG0000513	Prag.g_00352	Syab.g_00555
OG0000514	Prag.g_00410	Syab.g_00566
OG0000515	Prag.g_00411	Syab.g_00567
OG0000516	Prag.g_00412	Syab.g_00575
OG0000517	Prag.g_00414	Syab.g_00582
OG0000518	Prag.g_00425	Syab.g_00594
OG0000519	Prag.g_00426	Syab.g_00610
OG0000520	Prag.g_00427	Syab.g_00611
OG0000521	Prag.g_00432	Syab.g_00624
OG0000522	Prag.g_00434	Syab.g_00626
OG0000523	Prag.g_00435	Syab.g_00627
OG0000524	Prag.g_00440	Syab.g_00640
OG0000525	Prag.g_00443	Syab.g_00671
OG0000526	Prag.g_00444	Syab.g_00689
OG0000527	Prag.g_00452	Syab.g_00695
OG0000528	Prag.g_00457	Syab.g_02092
OG0000529	Prag.g_00460	Syab.g_02097
OG0000530	Prag.g_00463	Syab.g_02100
OG0000531	Prag.g_00464	Syab.g_02101
OG0000532	Prag.g_00466	Syab.g_02104
OG0000533	Prag.g_00467	Syab.g_02106
OG0000534	Prag.g_00468	Syab.g_02107
OG0000535	Prag.g_00469	Syab.g_02108
OG0000536	Prag.g_00470	Syab.g_02109
OG0000537	Prag.g_00471	Syab.g_02110
OG0000538	Prag.g_00479	Syab.g_02122
OG0000539	Prag.g_00480	Syab.g_02123
OG0000540	Prag.g_00481	Syab.g_02124
OG0000541	Prag.g_00482	Syab.g_02125
OG0000542	Prag.g_00484	Syab.g_02128
OG0000543	Prag.g_00486	Syab.g_02130
OG0000544	Prag.g_00487	Syab.g_02131
OG0000545	Prag.g_00489	Syab.g_02133
OG0000546	Prag.g_00492	Syab.g_02135
OG0000547	Prag.g_00494	Syab.g_02137
OG0000548	Prag.g_00495	Syab.g_02138
OG0000549	Prag.g_00497	Syab.g_02144
OG0000550	Prag.g_00502	Syab.g_02149
OG0000551	Prag.g_00506	Syab.g_02153
OG0000552	Prag.g_00507	Syab.g_02154
OG0000553	Prag.g_00508	Syab.g_02046
OG0000554	Prag.g_00513	Syab.g_02040
OG0000555	Prag.g_00521	Syab.g_02026
OG0000556	Prag.g_00523	Syab.g_02022
OG0000557	Prag.g_00524	Syab.g_02019
OG0000558	Prag.g_00526	Syab.g_02016
OG0000559	Prag.g_00530	Syab.g_02012
OG0000560	Prag.g_00533	Syab.g_02009
OG0000561	Prag.g_00534	Syab.g_02008
OG0000562	Prag.g_00535	Syab.g_02007
OG0000563	Prag.g_00536	Syab.g_02006
OG0000564	Prag.g_00537	Syab.g_02005
OG0000565	Prag.g_00540	Syab.g_02001
OG0000566	Prag.g_00542	Syab.g_01997
OG0000567	Prag.g_00546	Syab.g_01993
OG0000568	Prag.g_00547	Syab.g_01991
OG0000569	Prag.g_00548	Syab.g_01990
OG0000570	Prag.g_00549	Syab.g_01989
OG0000571	Prag.g_00551	Syab.g_01986
OG0000572	Prag.g_00564	Syab.g_01969
OG0000573	Prag.g_00570	Syab.g_01960
OG0000574	Prag.g_00571	Syab.g_01959
OG0000575	Prag.g_00575	Syab.g_01954
OG0000576	Prag.g_00577	Syab.g_01952
OG0000577	Prag.g_00578	Syab.g_01951
OG0000578	Prag.g_00579	Syab.g_01950
OG0000579	Prag.g_00580	Syab.g_01949
OG0000580	Prag.g_00581	Syab.g_01948
OG0000581	Prag.g_00583	Syab.g_01934
