Orthogroup	Prag	Prah
OG0000133	Prag.g_00313	Prah.g_02187
OG0000134	Prag.g_00351	Prah.g_00208
OG0000135	Prag.g_00375	Prah.g_02538
OG0000136	Prag.g_00420	Prah.g_00235
OG0000137	Prag.g_00454	Prah.g_00312
OG0000138	Prag.g_00474	Prah.g_01549
OG0000139	Prag.g_00516	Prah.g_01495
OG0000140	Prag.g_00517	Prah.g_01489
OG0000141	Prag.g_00585	Prah.g_01393
OG0000142	Prag.g_00613	Prah.g_00501
OG0000143	Prag.g_00617	Prah.g_00497
OG0000144	Prag.g_00630	Prah.g_00473
OG0000145	Prag.g_00758	Prah.g_01543
OG0000146	Prag.g_00772	Prah.g_00787
OG0000147	Prag.g_00773	Prah.g_00786
OG0000148	Prag.g_00822	Prah.g_00649
OG0000149	Prag.g_00851	Prah.g_00591
OG0000150	Prag.g_00859	Prah.g_00568
OG0000151	Prag.g_00916	Prah.g_00718
OG0000152	Prag.g_00964	Prah.g_00796
OG0000153	Prag.g_00983	Prah.g_00826
OG0000154	Prag.g_01010	Prah.g_00852
OG0000155	Prag.g_01173	Prah.g_01291
OG0000156	Prag.g_01342	Prah.g_01349
OG0000157	Prag.g_01343	Prah.g_01350
OG0000158	Prag.g_01425	Prah.g_02242
OG0000160	Prag.g_01491	Prah.g_00407
OG0000161	Prag.g_01497	Prah.g_00399
OG0000162	Prag.g_01503	Prah.g_00391
OG0000163	Prag.g_01537	Prah.g_01619
OG0000164	Prag.g_01693	Prah.g_01705
OG0000165	Prag.g_01700	Prah.g_01716
OG0000166	Prag.g_01768	Prah.g_02033
OG0000167	Prag.g_01834	Prah.g_02230
OG0000168	Prag.g_01844	Prah.g_02243
OG0000169	Prag.g_01854	Prah.g_00163
OG0000170	Prag.g_01856	Prah.g_00155
OG0000171	Prag.g_01876	Prah.g_00126
OG0000172	Prag.g_01884	Prah.g_00084
OG0000173	Prag.g_01899	Prah.g_00061
OG0000174	Prag.g_01927	Prah.g_02541
OG0000175	Prag.g_01937	Prah.g_02575
OG0000176	Prag.g_00004	Prah.g_00005
OG0000177	Prag.g_00005	Prah.g_00006
OG0000178	Prag.g_00006	Prah.g_00007
OG0000179	Prag.g_00016	Prah.g_00022
OG0000180	Prag.g_00017	Prah.g_00023
OG0000181	Prag.g_00018	Prah.g_00024
OG0000182	Prag.g_00019	Prah.g_00025
OG0000183	Prag.g_00023	Prah.g_00029
OG0000184	Prag.g_00046	Prah.g_02478
OG0000185	Prag.g_00049	Prah.g_02458
OG0000186	Prag.g_00058	Prah.g_01830
OG0000187	Prag.g_00059	Prah.g_01833
OG0000188	Prag.g_00076	Prah.g_01860
OG0000189	Prag.g_00089	Prah.g_01884
OG0000190	Prag.g_00090	Prah.g_01886
OG0000191	Prag.g_00110	Prah.g_00188
OG0000192	Prag.g_00114	Prah.g_00176, Prah.g_00180
OG0000193	Prag.g_00139	Prah.g_02283
OG0000194	Prag.g_00142	Prah.g_02286
OG0000195	Prag.g_00144	Prah.g_02288
OG0000196	Prag.g_00154	Prah.g_02299
OG0000197	Prag.g_00155	Prah.g_02300
OG0000198	Prag.g_00156	Prah.g_02301
OG0000199	Prag.g_00163	Prah.g_02308
OG0000200	Prag.g_00177	Prah.g_02324
OG0000201	Prag.g_00185	Prah.g_02352
OG0000202	Prag.g_00186	Prah.g_02353
OG0000203	Prag.g_00187	Prah.g_02354
OG0000204	Prag.g_00188	Prah.g_02355
OG0000205	Prag.g_00195	Prah.g_02362
OG0000206	Prag.g_00200	Prah.g_02371
OG0000207	Prag.g_00202	Prah.g_02420
OG0000208	Prag.g_00203	Prah.g_02419
OG0000209	Prag.g_00212	Prah.g_02400
OG0000210	Prag.g_00213	Prah.g_02399
OG0000211	Prag.g_00226	Prah.g_01782
OG0000212	Prag.g_00233	Prah.g_01772
OG0000213	Prag.g_00249	Prah.g_02101
OG0000214	Prag.g_00258	Prah.g_02118
OG0000215	Prag.g_00283	Prah.g_02148
OG0000216	Prag.g_00285	Prah.g_02151
OG0000217	Prag.g_00288	Prah.g_02155
OG0000218	Prag.g_00290	Prah.g_02157
OG0000219	Prag.g_00291	Prah.g_02158
OG0000220	Prag.g_00292	Prah.g_02159
OG0000221	Prag.g_00293	Prah.g_02166
OG0000222	Prag.g_00301	Prah.g_02174
OG0000223	Prag.g_00314	Prah.g_02197
OG0000224	Prag.g_00316	Prah.g_02207
OG0000225	Prag.g_00340	Prah.g_01921
OG0000226	Prag.g_00344	Prah.g_01917
OG0000227	Prag.g_00346	Prah.g_01915
OG0000228	Prag.g_00349	Prah.g_00204
OG0000229	Prag.g_00415	Prah.g_00230
OG0000230	Prag.g_00417	Prah.g_00232
OG0000231	Prag.g_00428	Prah.g_00251
OG0000232	Prag.g_00437	Prah.g_00261
OG0000233	Prag.g_00442	Prah.g_00294
OG0000234	Prag.g_00455	Prah.g_00313, Prah.g_00314
OG0000235	Prag.g_00458	Prah.g_01567
OG0000236	Prag.g_00472	Prah.g_01551
OG0000237	Prag.g_00485	Prah.g_01534
OG0000238	Prag.g_00491	Prah.g_01529
OG0000239	Prag.g_00504	Prah.g_01513
OG0000240	Prag.g_00505	Prah.g_01512
OG0000241	Prag.g_00509	Prah.g_01094
OG0000242	Prag.g_00511	Prah.g_00108, Prah.g_01503
OG0000243	Prag.g_00522	Prah.g_01476
OG0000244	Prag.g_00525	Prah.g_01472
OG0000245	Prag.g_00527	Prah.g_01469
OG0000246	Prag.g_00531	Prah.g_01465
OG0000247	Prag.g_00541	Prah.g_01454
OG0000248	Prag.g_00543	Prah.g_01451
OG0000249	Prag.g_00545	Prah.g_01449
OG0000250	Prag.g_00550	Prah.g_01443
OG0000251	Prag.g_00569	Prah.g_01417
OG0000252	Prag.g_00572	Prah.g_01414
OG0000253	Prag.g_00573	Prah.g_01408
OG0000254	Prag.g_00589	Prah.g_01389
OG0000255	Prag.g_00595	Prah.g_00530
OG0000256	Prag.g_00605	Prah.g_00516
OG0000257	Prag.g_00608	Prah.g_00509
OG0000258	Prag.g_00621	Prah.g_00486
OG0000259	Prag.g_00638	Prah.g_00457
OG0000260	Prag.g_00641	Prah.g_00454
OG0000261	Prag.g_00643	Prah.g_00451
OG0000262	Prag.g_00647	Prah.g_00445
OG0000263	Prag.g_00659	Prah.g_02413
OG0000264	Prag.g_00669	Prah.g_00974
OG0000265	Prag.g_00692	Prah.g_00958, Prah.g_00887
OG0000266	Prag.g_00702	Prah.g_00876
OG0000267	Prag.g_00713	Prah.g_00751
OG0000268	Prag.g_00714	Prah.g_00752
OG0000269	Prag.g_00801	Prah.g_00672
OG0000270	Prag.g_00804	Prah.g_00669
OG0000271	Prag.g_00812	Prah.g_00661
OG0000272	Prag.g_00813	Prah.g_00660
OG0000273	Prag.g_00835	Prah.g_00609
OG0000274	Prag.g_00836	Prah.g_00608
OG0000275	Prag.g_00838	Prah.g_00605
OG0000276	Prag.g_00843	Prah.g_00599
OG0000277	Prag.g_00844	Prah.g_00598
OG0000278	Prag.g_00847	Prah.g_00595
OG0000279	Prag.g_00854	Prah.g_00587
OG0000280	Prag.g_00855	Prah.g_00581
OG0000281	Prag.g_00860	Prah.g_00566
OG0000282	Prag.g_00908	Prah.g_00731
OG0000283	Prag.g_00941	Prah.g_00761
OG0000284	Prag.g_00946	Prah.g_00767
OG0000285	Prag.g_00951	Prah.g_01178
OG0000286	Prag.g_00963	Prah.g_00795
OG0000287	Prag.g_00980	Prah.g_01131
OG0000288	Prag.g_01009	Prah.g_00851
OG0000289	Prag.g_01020	Prah.g_00864
OG0000290	Prag.g_01033	Prah.g_00912
OG0000291	Prag.g_01035	Prah.g_00914
OG0000292	Prag.g_01085	Prah.g_02597
OG0000293	Prag.g_01144	Prah.g_01336
OG0000294	Prag.g_01145	Prah.g_01335
OG0000295	Prag.g_01165	Prah.g_01298
OG0000296	Prag.g_01167	Prah.g_01296
OG0000297	Prag.g_01175	Prah.g_01259
OG0000298	Prag.g_01176	Prah.g_01258
OG0000299	Prag.g_01193	Prah.g_01268
OG0000300	Prag.g_01196	Prah.g_01275
OG0000301	Prag.g_01197	Prah.g_01276
OG0000302	Prag.g_01199	Prah.g_01279
OG0000303	Prag.g_01206	Prah.g_01289
OG0000304	Prag.g_01210	Prah.g_01237, Prah.g_01238
OG0000305	Prag.g_01381	Prah.g_00918
OG0000306	Prag.g_01384	Prah.g_00560
OG0000307	Prag.g_01398	Prah.g_01584
OG0000308	Prag.g_01399	Prah.g_01586
OG0000309	Prag.g_01403	Prah.g_01590
OG0000310	Prag.g_01473	Prah.g_00428
OG0000311	Prag.g_01475	Prah.g_00424
OG0000312	Prag.g_01478	Prah.g_00420
OG0000313	Prag.g_01494	Prah.g_00402
OG0000314	Prag.g_01516	Prah.g_00371
OG0000315	Prag.g_01527	Prah.g_00361
OG0000316	Prag.g_01547	Prah.g_01631
OG0000317	Prag.g_01667	Prah.g_01672
OG0000318	Prag.g_01670	Prah.g_01677
OG0000319	Prag.g_01683	Prah.g_01694
OG0000320	Prag.g_01685	Prah.g_01696
OG0000321	Prag.g_01686	Prah.g_01697
OG0000322	Prag.g_01687	Prah.g_01698
OG0000323	Prag.g_01696	Prah.g_01710
OG0000324	Prag.g_01723	Prah.g_01744
OG0000325	Prag.g_01733	Prah.g_02071
OG0000326	Prag.g_01739	Prah.g_02064
OG0000327	Prag.g_01763	Prah.g_02038
OG0000328	Prag.g_01764	Prah.g_02037
OG0000329	Prag.g_01781	Prah.g_02020
OG0000330	Prag.g_01782	Prah.g_02019
OG0000331	Prag.g_01783	Prah.g_02018
OG0000332	Prag.g_01797	Prah.g_02003
OG0000333	Prag.g_01799	Prah.g_02001
OG0000334	Prag.g_01807	Prah.g_01991
OG0000335	Prag.g_01812	Prah.g_01986
OG0000336	Prag.g_01816	Prah.g_01982
OG0000337	Prag.g_01832	Prah.g_02224
OG0000338	Prag.g_01833	Prah.g_02227
OG0000339	Prag.g_01837	Prah.g_02234
OG0000340	Prag.g_01845	Prah.g_02244
OG0000341	Prag.g_01847	Prah.g_02246
OG0000342	Prag.g_01848	Prah.g_02247
OG0000343	Prag.g_01849	Prah.g_00168
OG0000344	Prag.g_01852	Prah.g_00165
OG0000345	Prag.g_01857	Prah.g_00154
OG0000346	Prag.g_01862	Prah.g_00149
OG0000347	Prag.g_01878	Prah.g_00089
OG0000348	Prag.g_01887	Prah.g_00078
OG0000349	Prag.g_01904	Prah.g_00053
OG0000350	Prag.g_01923	Prah.g_02533
OG0000351	Prag.g_01940	Prah.g_02578
OG0000352	Prag.g_01941	Prah.g_02579
OG0000353	Prag.g_01956	Prah.g_02603
OG0000354	Prag.g_01282	Prah.g_00020
OG0000355	Prag.g_00001	Prah.g_00002
OG0000356	Prag.g_00002	Prah.g_00003
OG0000357	Prag.g_00003	Prah.g_00004
OG0000358	Prag.g_00007	Prah.g_00008
OG0000359	Prag.g_00008	Prah.g_00010
OG0000360	Prag.g_00009	Prah.g_00011
OG0000361	Prag.g_00010	Prah.g_00012
OG0000362	Prag.g_00012	Prah.g_00014
OG0000363	Prag.g_00014	Prah.g_00016
OG0000364	Prag.g_00015	Prah.g_00017
OG0000365	Prag.g_00020	Prah.g_00026
OG0000366	Prag.g_00021	Prah.g_00027
OG0000367	Prag.g_00022	Prah.g_00028
OG0000368	Prag.g_00024	Prah.g_00030
OG0000369	Prag.g_00025	Prah.g_00031
OG0000370	Prag.g_00026	Prah.g_00032
OG0000371	Prag.g_00032	Prah.g_00041
OG0000372	Prag.g_00035	Prah.g_00046
OG0000373	Prag.g_00036	Prah.g_00047
OG0000374	Prag.g_00037	Prah.g_00048
OG0000375	Prag.g_00040	Prah.g_00049
OG0000376	Prag.g_00042	Prah.g_00051
OG0000377	Prag.g_00045	Prah.g_02485
OG0000378	Prag.g_00047	Prah.g_02471
OG0000379	Prag.g_00050	Prah.g_02457
OG0000380	Prag.g_00060	Prah.g_01834
OG0000381	Prag.g_00064	Prah.g_01839
OG0000382	Prag.g_00075	Prah.g_01859
OG0000383	Prag.g_00077	Prah.g_01861
OG0000384	Prag.g_00078	Prah.g_01862
OG0000385	Prag.g_00079	Prah.g_01863
OG0000386	Prag.g_00080	Prah.g_01864
OG0000387	Prag.g_00092	Prah.g_01888
OG0000388	Prag.g_00095	Prah.g_01892
OG0000389	Prag.g_00099	Prah.g_01896
OG0000390	Prag.g_00106	Prah.g_00194
OG0000391	Prag.g_00109	Prah.g_00189
OG0000392	Prag.g_00113	Prah.g_00183
OG0000393	Prag.g_00115	Prah.g_00175
OG0000394	Prag.g_00116	Prah.g_00174
OG0000395	Prag.g_00117	Prah.g_00173
OG0000396	Prag.g_00120	Prah.g_02252
OG0000397	Prag.g_00122	Prah.g_02254
OG0000398	Prag.g_00124	Prah.g_02259
OG0000399	Prag.g_00125	Prah.g_02260
OG0000400	Prag.g_00126	Prah.g_02261
OG0000401	Prag.g_00127	Prah.g_02262
OG0000402	Prag.g_00129	Prah.g_02264
OG0000403	Prag.g_00130	Prah.g_02265
OG0000405	Prag.g_00135	Prah.g_02280
OG0000406	Prag.g_00140	Prah.g_02284
OG0000407	Prag.g_00141	Prah.g_02285
OG0000408	Prag.g_00143	Prah.g_02287
OG0000409	Prag.g_00145	Prah.g_02289
OG0000410	Prag.g_00146	Prah.g_02290
OG0000411	Prag.g_00147	Prah.g_02291
OG0000412	Prag.g_00148	Prah.g_02292
OG0000413	Prag.g_00149	Prah.g_02294
OG0000414	Prag.g_00150	Prah.g_02295
OG0000415	Prag.g_00151	Prah.g_02296
OG0000416	Prag.g_00152	Prah.g_02297
OG0000417	Prag.g_00153	Prah.g_02298
OG0000418	Prag.g_00158	Prah.g_02303
OG0000419	Prag.g_00160	Prah.g_02305
OG0000420	Prag.g_00161	Prah.g_02306
OG0000421	Prag.g_00166	Prah.g_02310
OG0000422	Prag.g_00167	Prah.g_02311
OG0000423	Prag.g_00168	Prah.g_02312
OG0000424	Prag.g_00169	Prah.g_02313
OG0000425	Prag.g_00170	Prah.g_02314
OG0000426	Prag.g_00171	Prah.g_02315
OG0000427	Prag.g_00172	Prah.g_02316
OG0000428	Prag.g_00174	Prah.g_00709
OG0000429	Prag.g_00175	Prah.g_02321
OG0000430	Prag.g_00176	Prah.g_02323
OG0000431	Prag.g_00178	Prah.g_02334
OG0000432	Prag.g_00181	Prah.g_02341
OG0000433	Prag.g_00182	Prah.g_02344
OG0000434	Prag.g_00183	Prah.g_02345
OG0000435	Prag.g_00184	Prah.g_02350
OG0000436	Prag.g_00189	Prah.g_02356
OG0000437	Prag.g_00190	Prah.g_02357
OG0000438	Prag.g_00191	Prah.g_02358
OG0000439	Prag.g_00193	Prah.g_02360
OG0000440	Prag.g_00194	Prah.g_02361
OG0000441	Prag.g_00197	Prah.g_02364
OG0000442	Prag.g_00198	Prah.g_02365
OG0000443	Prag.g_00199	Prah.g_02370
OG0000444	Prag.g_00204	Prah.g_02418
OG0000445	Prag.g_00205	Prah.g_02417
OG0000446	Prag.g_00206	Prah.g_02415
OG0000447	Prag.g_00207	Prah.g_02411
OG0000448	Prag.g_00208	Prah.g_02410
OG0000449	Prag.g_00209	Prah.g_02409
OG0000450	Prag.g_00210	Prah.g_02403
OG0000451	Prag.g_00211	Prah.g_02402
OG0000452	Prag.g_00214	Prah.g_02398
OG0000453	Prag.g_00215	Prah.g_02397
OG0000454	Prag.g_00216	Prah.g_02396
OG0000455	Prag.g_00217	Prah.g_02395
OG0000456	Prag.g_00218	Prah.g_02394
OG0000457	Prag.g_00219	Prah.g_02392
OG0000458	Prag.g_00220	Prah.g_02391
OG0000459	Prag.g_00221	Prah.g_02390
OG0000460	Prag.g_00228	Prah.g_01781
OG0000461	Prag.g_00235	Prah.g_02074
OG0000462	Prag.g_00237	Prah.g_02078
OG0000463	Prag.g_00238	Prah.g_02079
OG0000464	Prag.g_00239	Prah.g_02080
OG0000465	Prag.g_00240	Prah.g_02082
OG0000466	Prag.g_00243	Prah.g_02087
OG0000467	Prag.g_00244	Prah.g_02089
OG0000468	Prag.g_00245	Prah.g_02098
OG0000469	Prag.g_00253	Prah.g_02111
OG0000470	Prag.g_00255	Prah.g_02114
OG0000471	Prag.g_00256	Prah.g_02115
OG0000472	Prag.g_00257	Prah.g_02117
OG0000473	Prag.g_00259	Prah.g_02119
OG0000474	Prag.g_00260	Prah.g_02120
OG0000475	Prag.g_00261	Prah.g_02121
OG0000476	Prag.g_00262	Prah.g_02123
OG0000477	Prag.g_00266	Prah.g_02128
OG0000478	Prag.g_00267	Prah.g_02129
OG0000479	Prag.g_00268	Prah.g_02130
OG0000480	Prag.g_00273	Prah.g_02137
OG0000481	Prag.g_00275	Prah.g_02139
OG0000482	Prag.g_00276	Prah.g_02140
OG0000483	Prag.g_00279	Prah.g_02144
OG0000484	Prag.g_00280	Prah.g_02145
OG0000485	Prag.g_00281	Prah.g_02146
OG0000486	Prag.g_00282	Prah.g_02147
OG0000487	Prag.g_00286	Prah.g_02152
OG0000488	Prag.g_00289	Prah.g_02156
OG0000489	Prag.g_00294	Prah.g_02167
OG0000490	Prag.g_00299	Prah.g_02172
OG0000491	Prag.g_00300	Prah.g_02173
OG0000492	Prag.g_00302	Prah.g_02175
OG0000493	Prag.g_00303	Prah.g_02176
OG0000494	Prag.g_00304	Prah.g_02177
OG0000495	Prag.g_00305	Prah.g_02178
OG0000496	Prag.g_00306	Prah.g_02179
OG0000497	Prag.g_00307	Prah.g_02180
OG0000498	Prag.g_00308	Prah.g_02181
OG0000499	Prag.g_00309	Prah.g_02182
OG0000500	Prag.g_00310	Prah.g_02183
OG0000501	Prag.g_00312	Prah.g_02186
OG0000502	Prag.g_00315	Prah.g_02199
OG0000503	Prag.g_00329	Prah.g_01940
OG0000504	Prag.g_00330	Prah.g_01938
OG0000505	Prag.g_00331	Prah.g_01937
OG0000506	Prag.g_00333	Prah.g_01935
OG0000507	Prag.g_00336	Prah.g_01930
OG0000508	Prag.g_00339	Prah.g_01922
OG0000509	Prag.g_00341	Prah.g_01920
OG0000510	Prag.g_00342	Prah.g_01919
OG0000511	Prag.g_00343	Prah.g_01918
OG0000512	Prag.g_00345	Prah.g_01916
OG0000513	Prag.g_00352	Prah.g_00209
OG0000514	Prag.g_00410	Prah.g_00218
OG0000515	Prag.g_00411	Prah.g_00219
OG0000516	Prag.g_00412	Prah.g_00221
OG0000517	Prag.g_00414	Prah.g_00229
OG0000518	Prag.g_00425	Prah.g_00241
OG0000519	Prag.g_00426	Prah.g_00242
OG0000520	Prag.g_00427	Prah.g_00247
OG0000521	Prag.g_00432	Prah.g_00255
OG0000522	Prag.g_00434	Prah.g_00257
OG0000523	Prag.g_00435	Prah.g_00258
OG0000524	Prag.g_00440	Prah.g_00290
OG0000525	Prag.g_00443	Prah.g_00304
OG0000526	Prag.g_00444	Prah.g_00306
OG0000527	Prag.g_00452	Prah.g_00310
OG0000528	Prag.g_00457	Prah.g_01572
OG0000529	Prag.g_00460	Prah.g_01565
OG0000530	Prag.g_00463	Prah.g_01562
OG0000531	Prag.g_00464	Prah.g_01561
OG0000532	Prag.g_00466	Prah.g_01558
OG0000533	Prag.g_00467	Prah.g_01556
OG0000534	Prag.g_00468	Prah.g_01555
OG0000535	Prag.g_00469	Prah.g_01554
OG0000536	Prag.g_00470	Prah.g_01553
OG0000537	Prag.g_00471	Prah.g_01552
OG0000538	Prag.g_00479	Prah.g_01541
OG0000539	Prag.g_00480	Prah.g_01540
OG0000540	Prag.g_00481	Prah.g_01539
OG0000541	Prag.g_00482	Prah.g_01538
OG0000542	Prag.g_00484	Prah.g_01535
OG0000543	Prag.g_00486	Prah.g_01533
OG0000544	Prag.g_00487	Prah.g_01532
OG0000545	Prag.g_00489	Prah.g_01530
OG0000546	Prag.g_00492	Prah.g_01528
OG0000547	Prag.g_00494	Prah.g_01526
OG0000548	Prag.g_00495	Prah.g_01525
OG0000549	Prag.g_00497	Prah.g_01519
OG0000550	Prag.g_00502	Prah.g_01514
OG0000551	Prag.g_00506	Prah.g_01510
OG0000552	Prag.g_00507	Prah.g_01509
OG0000553	Prag.g_00508	Prah.g_01505
OG0000554	Prag.g_00513	Prah.g_01500
OG0000555	Prag.g_00521	Prah.g_01480
OG0000556	Prag.g_00523	Prah.g_01474
OG0000557	Prag.g_00524	Prah.g_01473
OG0000558	Prag.g_00526	Prah.g_01470
OG0000559	Prag.g_00530	Prah.g_01466
OG0000560	Prag.g_00533	Prah.g_01463
OG0000561	Prag.g_00534	Prah.g_01462
OG0000562	Prag.g_00535	Prah.g_01461
OG0000563	Prag.g_00536	Prah.g_01460
OG0000564	Prag.g_00537	Prah.g_01459
OG0000565	Prag.g_00540	Prah.g_01457
OG0000566	Prag.g_00542	Prah.g_01452
OG0000567	Prag.g_00546	Prah.g_01448
OG0000568	Prag.g_00547	Prah.g_01446
OG0000569	Prag.g_00548	Prah.g_01445
OG0000570	Prag.g_00549	Prah.g_01444
OG0000571	Prag.g_00551	Prah.g_01441
OG0000572	Prag.g_00564	Prah.g_01425
OG0000573	Prag.g_00570	Prah.g_01416
OG0000574	Prag.g_00571	Prah.g_01415
OG0000575	Prag.g_00575	Prah.g_01406
OG0000576	Prag.g_00577	Prah.g_01404
OG0000577	Prag.g_00578	Prah.g_01403
OG0000578	Prag.g_00579	Prah.g_01402
OG0000579	Prag.g_00580	Prah.g_01401
OG0000580	Prag.g_00581	Prah.g_01400
OG0000581	Prag.g_00583	Prah.g_01396
OG0000582	Prag.g_00586	Prah.g_01392
OG0000583	Prag.g_00587	Prah.g_01391
