Orthogroup	Prag	Prac
OG0000085	Prag.g_01662	Prac.g_00632
OG0000086	Prag.g_00082	Prac.g_01843
OG0000087	Prag.g_00132	Prac.g_01792
OG0000088	Prag.g_00159	Prac.g_01764
OG0000089	Prag.g_00350	Prac.g_01178
OG0000090	Prag.g_00512	Prac.g_00839
OG0000091	Prag.g_00620	Prac.g_00729
OG0000092	Prag.g_00911	Prac.g_01379
OG0000093	Prag.g_00932	Prac.g_01359
OG0000094	Prag.g_01017	Prac.g_01275
OG0000095	Prag.g_01036	Prac.g_01256
OG0000096	Prag.g_01636	Prac.g_01958
OG0000096	Prag.g_01103	Prac.g_01035
OG0000096	Prag.g_01319	Prac.g_00139
OG0000097	Prag.g_01194	Prac.g_00944
OG0000098	Prag.g_01371	Prac.g_00199
OG0000099	Prag.g_01424	Prac.g_00256
OG0000100	Prag.g_01564	Prac.g_00337
OG0000101	Prag.g_01804	Prac.g_00548
OG0000102	Prag.g_01866	Prac.g_00046
OG0000103	Prag.g_01945	Prac.g_00123
OG0000104	Prag.g_01953	Prac.g_00131
OG0000105	Prag.g_00265	Prac.g_01657
OG0000106	Prag.g_00364	Prac.g_01163
OG0000107	Prag.g_00378	Prac.g_01148
OG0000108	Prag.g_00459	Prac.g_01064
OG0000109	Prag.g_00473	Prac.g_01050
OG0000110	Prag.g_00553	Prac.g_00798
OG0000111	Prag.g_00677	Prac.g_00672
OG0000112	Prag.g_00771	Prac.g_01507
OG0000113	Prag.g_00828	Prac.g_01453
OG0000114	Prag.g_00906	Prac.g_01384
OG0000115	Prag.g_01097	Prac.g_01040
OG0000116	Prag.g_01143	Prac.g_00995
OG0000117	Prag.g_01298	Prac.g_01955
OG0000118	Prag.g_01367	Prac.g_00187
OG0000119	Prag.g_01385	Prac.g_00213
OG0000120	Prag.g_01423	Prac.g_00248
OG0000121	Prag.g_01492	Prac.g_00409
OG0000122	Prag.g_01530	Prac.g_00371
OG0000123	Prag.g_01811	Prac.g_00554
OG0000124	Prag.g_01877	Prac.g_00056
OG0000125	Prag.g_01913	Prac.g_00092
OG0000126	Prag.g_01952	Prac.g_00130
OG0000128	Prag.g_00011	Prac.g_01936
OG0000129	Prag.g_00044	Prac.g_01888
OG0000130	Prag.g_00063	Prac.g_01862
OG0000131	Prag.g_00138	Prac.g_01785
OG0000132	Prag.g_00157	Prac.g_01766
OG0000133	Prag.g_00313	Prac.g_01609
OG0000134	Prag.g_00351	Prac.g_01177
OG0000135	Prag.g_00375	Prac.g_01150
OG0000136	Prag.g_00420	Prac.g_01106
OG0000137	Prag.g_00454	Prac.g_01069
OG0000138	Prag.g_00474	Prac.g_01049
OG0000139	Prag.g_00516	Prac.g_00835
OG0000140	Prag.g_00517	Prac.g_00834
OG0000141	Prag.g_00585	Prac.g_00764
OG0000142	Prag.g_00613	Prac.g_00736
OG0000143	Prag.g_00617	Prac.g_00732
OG0000144	Prag.g_00630	Prac.g_00719
OG0000145	Prag.g_00758	Prac.g_01508
OG0000146	Prag.g_00772	Prac.g_01506
OG0000147	Prag.g_00773	Prac.g_01505
OG0000148	Prag.g_00822	Prac.g_01459
OG0000149	Prag.g_00851	Prac.g_01429
OG0000150	Prag.g_00859	Prac.g_01421
OG0000151	Prag.g_00916	Prac.g_01374
OG0000152	Prag.g_00964	Prac.g_01327
OG0000153	Prag.g_00983	Prac.g_01308
OG0000154	Prag.g_01010	Prac.g_01282
OG0000155	Prag.g_01173	Prac.g_00965
OG0000156	Prag.g_01342	Prac.g_00164
OG0000157	Prag.g_01343	Prac.g_00165
OG0000158	Prag.g_01425	Prac.g_00447
OG0000159	Prag.g_01427	Prac.g_00452
OG0000160	Prag.g_01491	Prac.g_00410
OG0000161	Prag.g_01497	Prac.g_00404
OG0000162	Prag.g_01503	Prac.g_00398
OG0000163	Prag.g_01537	Prac.g_00364
OG0000164	Prag.g_01693	Prac.g_00601
OG0000165	Prag.g_01700	Prac.g_00594
OG0000166	Prag.g_01768	Prac.g_00512
OG0000167	Prag.g_01834	Prac.g_00015
OG0000168	Prag.g_01844	Prac.g_00025
OG0000169	Prag.g_01854	Prac.g_00035
OG0000170	Prag.g_01856	Prac.g_00037
OG0000171	Prag.g_01876	Prac.g_00055
OG0000172	Prag.g_01884	Prac.g_00063
OG0000173	Prag.g_01899	Prac.g_00078
OG0000174	Prag.g_01927	Prac.g_00105
OG0000175	Prag.g_01937	Prac.g_00115
OG0000176	Prag.g_00004	Prac.g_01943
OG0000177	Prag.g_00005	Prac.g_01942
OG0000178	Prag.g_00006	Prac.g_01941
OG0000179	Prag.g_00016	Prac.g_01931
OG0000180	Prag.g_00017	Prac.g_01930
OG0000181	Prag.g_00018	Prac.g_01929
OG0000182	Prag.g_00019	Prac.g_01928
OG0000183	Prag.g_00023	Prac.g_01924
OG0000184	Prag.g_00046	Prac.g_01885
OG0000185	Prag.g_00049	Prac.g_01882
OG0000186	Prag.g_00058	Prac.g_01867
OG0000187	Prag.g_00059	Prac.g_01866
OG0000188	Prag.g_00076	Prac.g_01849
OG0000189	Prag.g_00089	Prac.g_01835
OG0000190	Prag.g_00090	Prac.g_01834
OG0000191	Prag.g_00110	Prac.g_01814
OG0000192	Prag.g_00114	Prac.g_01810
OG0000193	Prag.g_00139	Prac.g_01784
OG0000194	Prag.g_00142	Prac.g_01781
OG0000195	Prag.g_00144	Prac.g_01779
OG0000196	Prag.g_00154	Prac.g_01769
OG0000197	Prag.g_00155	Prac.g_01768
OG0000198	Prag.g_00156	Prac.g_01767
OG0000199	Prag.g_00163	Prac.g_01760
OG0000200	Prag.g_00177	Prac.g_01746
OG0000201	Prag.g_00185	Prac.g_01738
OG0000202	Prag.g_00186	Prac.g_01737
OG0000203	Prag.g_00187	Prac.g_01736
OG0000204	Prag.g_00188	Prac.g_01735
OG0000205	Prag.g_00195	Prac.g_01728
OG0000206	Prag.g_00200	Prac.g_01723
OG0000207	Prag.g_00202	Prac.g_01721
OG0000208	Prag.g_00203	Prac.g_01720
OG0000209	Prag.g_00212	Prac.g_01711
OG0000210	Prag.g_00213	Prac.g_01710
OG0000211	Prag.g_00226	Prac.g_01697
OG0000212	Prag.g_00233	Prac.g_01690
OG0000213	Prag.g_00249	Prac.g_01674
OG0000214	Prag.g_00258	Prac.g_01664
OG0000215	Prag.g_00283	Prac.g_01639
OG0000216	Prag.g_00285	Prac.g_01637
OG0000217	Prag.g_00288	Prac.g_01634
OG0000218	Prag.g_00290	Prac.g_01632
OG0000219	Prag.g_00291	Prac.g_01631
OG0000220	Prag.g_00292	Prac.g_01630
OG0000221	Prag.g_00293	Prac.g_01629
OG0000222	Prag.g_00301	Prac.g_01621
OG0000223	Prag.g_00314	Prac.g_01608
OG0000224	Prag.g_00316	Prac.g_01606
OG0000225	Prag.g_00340	Prac.g_01188
OG0000226	Prag.g_00344	Prac.g_01184
OG0000227	Prag.g_00346	Prac.g_01182
OG0000228	Prag.g_00349	Prac.g_01179
OG0000229	Prag.g_00415	Prac.g_01111
OG0000230	Prag.g_00417	Prac.g_01109
OG0000231	Prag.g_00428	Prac.g_01098
OG0000232	Prag.g_00437	Prac.g_01089
OG0000233	Prag.g_00442	Prac.g_01082
OG0000234	Prag.g_00455	Prac.g_01068
OG0000235	Prag.g_00458	Prac.g_01065
OG0000236	Prag.g_00472	Prac.g_01051
OG0000237	Prag.g_00485	Prac.g_00865
OG0000238	Prag.g_00491	Prac.g_00859
OG0000239	Prag.g_00504	Prac.g_00847
OG0000240	Prag.g_00505	Prac.g_00846
OG0000241	Prag.g_00509	Prac.g_00842
OG0000242	Prag.g_00511	Prac.g_00840
OG0000243	Prag.g_00522	Prac.g_00829
OG0000244	Prag.g_00525	Prac.g_00826
OG0000245	Prag.g_00527	Prac.g_00824
OG0000246	Prag.g_00531	Prac.g_00820
OG0000247	Prag.g_00541	Prac.g_00810
OG0000248	Prag.g_00543	Prac.g_00808
OG0000249	Prag.g_00545	Prac.g_00806
OG0000250	Prag.g_00550	Prac.g_00801
OG0000251	Prag.g_00569	Prac.g_00782
OG0000252	Prag.g_00572	Prac.g_00778
OG0000253	Prag.g_00573	Prac.g_00777
OG0000254	Prag.g_00589	Prac.g_00760
OG0000255	Prag.g_00595	Prac.g_00754
OG0000256	Prag.g_00605	Prac.g_00744
OG0000257	Prag.g_00608	Prac.g_00741
OG0000258	Prag.g_00621	Prac.g_00728
OG0000259	Prag.g_00638	Prac.g_00711
OG0000260	Prag.g_00641	Prac.g_00708
OG0000261	Prag.g_00643	Prac.g_00706
OG0000262	Prag.g_00647	Prac.g_00702
OG0000263	Prag.g_00659	Prac.g_00690
OG0000264	Prag.g_00669	Prac.g_00680
OG0000265	Prag.g_00692	Prac.g_01560
OG0000266	Prag.g_00702	Prac.g_01550
OG0000267	Prag.g_00713	Prac.g_01539
OG0000268	Prag.g_00714	Prac.g_01538
OG0000269	Prag.g_00801	Prac.g_01480
OG0000270	Prag.g_00804	Prac.g_01477
OG0000271	Prag.g_00812	Prac.g_01469
OG0000272	Prag.g_00813	Prac.g_01468
OG0000273	Prag.g_00835	Prac.g_01445
OG0000274	Prag.g_00836	Prac.g_01444
OG0000275	Prag.g_00838	Prac.g_01442
OG0000276	Prag.g_00843	Prac.g_01437
OG0000277	Prag.g_00844	Prac.g_01436
OG0000278	Prag.g_00847	Prac.g_01433
OG0000279	Prag.g_00854	Prac.g_01426
OG0000280	Prag.g_00855	Prac.g_01425
OG0000281	Prag.g_00860	Prac.g_01420
OG0000282	Prag.g_00908	Prac.g_01382
OG0000283	Prag.g_00941	Prac.g_01350
OG0000284	Prag.g_00946	Prac.g_01345
OG0000285	Prag.g_00951	Prac.g_01340
OG0000286	Prag.g_00963	Prac.g_01328
OG0000287	Prag.g_00980	Prac.g_01311
OG0000288	Prag.g_01009	Prac.g_01283
OG0000289	Prag.g_01020	Prac.g_01272
OG0000290	Prag.g_01033	Prac.g_01259
OG0000291	Prag.g_01035	Prac.g_01257
OG0000292	Prag.g_01085	Prac.g_01207
OG0000293	Prag.g_01144	Prac.g_00994
OG0000294	Prag.g_01145	Prac.g_00993
OG0000295	Prag.g_01165	Prac.g_00973
OG0000296	Prag.g_01167	Prac.g_00971
OG0000297	Prag.g_01175	Prac.g_00963
OG0000298	Prag.g_01176	Prac.g_00962
OG0000299	Prag.g_01193	Prac.g_00945
OG0000300	Prag.g_01196	Prac.g_00942
OG0000301	Prag.g_01197	Prac.g_00941
OG0000302	Prag.g_01199	Prac.g_00939
OG0000303	Prag.g_01206	Prac.g_00932
OG0000304	Prag.g_01210	Prac.g_00928
OG0000305	Prag.g_01381	Prac.g_00209
OG0000306	Prag.g_01384	Prac.g_00212
OG0000307	Prag.g_01398	Prac.g_00226
OG0000308	Prag.g_01399	Prac.g_00227
OG0000309	Prag.g_01403	Prac.g_00231
OG0000310	Prag.g_01473	Prac.g_00426
OG0000311	Prag.g_01475	Prac.g_00424
OG0000312	Prag.g_01478	Prac.g_00421
OG0000313	Prag.g_01494	Prac.g_00407
OG0000314	Prag.g_01516	Prac.g_00384
OG0000315	Prag.g_01527	Prac.g_00374
OG0000316	Prag.g_01547	Prac.g_00354
OG0000317	Prag.g_01667	Prac.g_00627
OG0000318	Prag.g_01670	Prac.g_00624
OG0000319	Prag.g_01683	Prac.g_00611
OG0000320	Prag.g_01685	Prac.g_00609
OG0000321	Prag.g_01686	Prac.g_00608
OG0000322	Prag.g_01687	Prac.g_00607
OG0000323	Prag.g_01696	Prac.g_00598
OG0000324	Prag.g_01723	Prac.g_00572
OG0000325	Prag.g_01733	Prac.g_00477
OG0000326	Prag.g_01739	Prac.g_00483
OG0000327	Prag.g_01763	Prac.g_00507
OG0000328	Prag.g_01764	Prac.g_00508
OG0000329	Prag.g_01781	Prac.g_00525
OG0000330	Prag.g_01782	Prac.g_00526
OG0000331	Prag.g_01783	Prac.g_00527
OG0000332	Prag.g_01797	Prac.g_00541
OG0000333	Prag.g_01799	Prac.g_00543
OG0000334	Prag.g_01807	Prac.g_00551
OG0000335	Prag.g_01812	Prac.g_00555
OG0000336	Prag.g_01816	Prac.g_00559
OG0000337	Prag.g_01832	Prac.g_00013
OG0000338	Prag.g_01833	Prac.g_00014
OG0000339	Prag.g_01837	Prac.g_00018
OG0000340	Prag.g_01845	Prac.g_00026
OG0000341	Prag.g_01847	Prac.g_00028
OG0000342	Prag.g_01848	Prac.g_00029
OG0000343	Prag.g_01849	Prac.g_00030
OG0000344	Prag.g_01852	Prac.g_00033
OG0000345	Prag.g_01857	Prac.g_00038
OG0000346	Prag.g_01862	Prac.g_00042
OG0000347	Prag.g_01878	Prac.g_00057
OG0000348	Prag.g_01887	Prac.g_00066
OG0000349	Prag.g_01904	Prac.g_00083
OG0000350	Prag.g_01923	Prac.g_00101
OG0000351	Prag.g_01940	Prac.g_00118
OG0000352	Prag.g_01941	Prac.g_00119
OG0000353	Prag.g_01956	Prac.g_01948
OG0000355	Prag.g_00001	Prac.g_01946
OG0000356	Prag.g_00002	Prac.g_01945
OG0000357	Prag.g_00003	Prac.g_01944
OG0000358	Prag.g_00007	Prac.g_01940
OG0000359	Prag.g_00008	Prac.g_01939
OG0000360	Prag.g_00009	Prac.g_01938
OG0000361	Prag.g_00010	Prac.g_01937
OG0000362	Prag.g_00012	Prac.g_01935
OG0000363	Prag.g_00014	Prac.g_01933
OG0000364	Prag.g_00015	Prac.g_01932
OG0000365	Prag.g_00020	Prac.g_01927
OG0000366	Prag.g_00021	Prac.g_01926
OG0000367	Prag.g_00022	Prac.g_01925
OG0000368	Prag.g_00024	Prac.g_01923
OG0000369	Prag.g_00025	Prac.g_01922
OG0000370	Prag.g_00026	Prac.g_01921
OG0000371	Prag.g_00032	Prac.g_01915
OG0000372	Prag.g_00035	Prac.g_01911
OG0000373	Prag.g_00036	Prac.g_01910
OG0000374	Prag.g_00037	Prac.g_01909
OG0000375	Prag.g_00040	Prac.g_01892
OG0000376	Prag.g_00042	Prac.g_01890
OG0000377	Prag.g_00045	Prac.g_01886
OG0000378	Prag.g_00047	Prac.g_01884
OG0000379	Prag.g_00050	Prac.g_01881
OG0000380	Prag.g_00060	Prac.g_01865
OG0000381	Prag.g_00064	Prac.g_01861
OG0000382	Prag.g_00075	Prac.g_01850
OG0000383	Prag.g_00077	Prac.g_01848
OG0000384	Prag.g_00078	Prac.g_01847
OG0000385	Prag.g_00079	Prac.g_01846
OG0000386	Prag.g_00080	Prac.g_01845
OG0000387	Prag.g_00092	Prac.g_01832
OG0000388	Prag.g_00095	Prac.g_01829
OG0000389	Prag.g_00099	Prac.g_01825
OG0000390	Prag.g_00106	Prac.g_01818
OG0000391	Prag.g_00109	Prac.g_01815
OG0000392	Prag.g_00113	Prac.g_01811
OG0000393	Prag.g_00115	Prac.g_01809
OG0000394	Prag.g_00116	Prac.g_01808
OG0000395	Prag.g_00117	Prac.g_01807
OG0000396	Prag.g_00120	Prac.g_01804
OG0000397	Prag.g_00122	Prac.g_01802
OG0000398	Prag.g_00124	Prac.g_01800
OG0000399	Prag.g_00125	Prac.g_01799
OG0000400	Prag.g_00126	Prac.g_01798
OG0000401	Prag.g_00127	Prac.g_01797
OG0000402	Prag.g_00129	Prac.g_01795
OG0000403	Prag.g_00130	Prac.g_01794
OG0000404	Prag.g_00131	Prac.g_01793
OG0000405	Prag.g_00135	Prac.g_01789
OG0000406	Prag.g_00140	Prac.g_01783
OG0000407	Prag.g_00141	Prac.g_01782
OG0000408	Prag.g_00143	Prac.g_01780
OG0000409	Prag.g_00145	Prac.g_01778
OG0000410	Prag.g_00146	Prac.g_01777
OG0000411	Prag.g_00147	Prac.g_01776
OG0000412	Prag.g_00148	Prac.g_01775
OG0000413	Prag.g_00149	Prac.g_01774
OG0000414	Prag.g_00150	Prac.g_01773
OG0000415	Prag.g_00151	Prac.g_01772
OG0000416	Prag.g_00152	Prac.g_01771
OG0000417	Prag.g_00153	Prac.g_01770
OG0000418	Prag.g_00158	Prac.g_01765
OG0000419	Prag.g_00160	Prac.g_01763
OG0000420	Prag.g_00161	Prac.g_01762
OG0000421	Prag.g_00166	Prac.g_01757
OG0000422	Prag.g_00167	Prac.g_01756
OG0000423	Prag.g_00168	Prac.g_01755
OG0000424	Prag.g_00169	Prac.g_01754
OG0000425	Prag.g_00170	Prac.g_01753
OG0000426	Prag.g_00171	Prac.g_01752
OG0000427	Prag.g_00172	Prac.g_01751
OG0000428	Prag.g_00174	Prac.g_01749
OG0000429	Prag.g_00175	Prac.g_01748
OG0000430	Prag.g_00176	Prac.g_01747
OG0000431	Prag.g_00178	Prac.g_01745
OG0000432	Prag.g_00181	Prac.g_01742
OG0000433	Prag.g_00182	Prac.g_01741
OG0000434	Prag.g_00183	Prac.g_01740
OG0000435	Prag.g_00184	Prac.g_01739
OG0000436	Prag.g_00189	Prac.g_01734
OG0000437	Prag.g_00190	Prac.g_01733
OG0000438	Prag.g_00191	Prac.g_01732
OG0000439	Prag.g_00193	Prac.g_01730
OG0000440	Prag.g_00194	Prac.g_01729
OG0000441	Prag.g_00197	Prac.g_01726
OG0000442	Prag.g_00198	Prac.g_01725
OG0000443	Prag.g_00199	Prac.g_01724
OG0000444	Prag.g_00204	Prac.g_01719
OG0000445	Prag.g_00205	Prac.g_01718
OG0000446	Prag.g_00206	Prac.g_01717
OG0000447	Prag.g_00207	Prac.g_01716
OG0000448	Prag.g_00208	Prac.g_01715
OG0000449	Prag.g_00209	Prac.g_01714
OG0000450	Prag.g_00210	Prac.g_01713
OG0000451	Prag.g_00211	Prac.g_01712
OG0000452	Prag.g_00214	Prac.g_01709
OG0000453	Prag.g_00215	Prac.g_01708
OG0000454	Prag.g_00216	Prac.g_01707
OG0000455	Prag.g_00217	Prac.g_01706
OG0000456	Prag.g_00218	Prac.g_01705
OG0000457	Prag.g_00219	Prac.g_01704
OG0000458	Prag.g_00220	Prac.g_01703
OG0000459	Prag.g_00221	Prac.g_01702
OG0000460	Prag.g_00228	Prac.g_01695
OG0000461	Prag.g_00235	Prac.g_01688
OG0000462	Prag.g_00237	Prac.g_01686
OG0000463	Prag.g_00238	Prac.g_01685
OG0000464	Prag.g_00239	Prac.g_01684
OG0000465	Prag.g_00240	Prac.g_01683
OG0000466	Prag.g_00243	Prac.g_01680
OG0000467	Prag.g_00244	Prac.g_01679
OG0000468	Prag.g_00245	Prac.g_01678
OG0000469	Prag.g_00253	Prac.g_01669
OG0000470	Prag.g_00255	Prac.g_01667
OG0000471	Prag.g_00256	Prac.g_01666
OG0000472	Prag.g_00257	Prac.g_01665
OG0000473	Prag.g_00259	Prac.g_01663
OG0000474	Prag.g_00260	Prac.g_01662
OG0000475	Prag.g_00261	Prac.g_01661
OG0000476	Prag.g_00262	Prac.g_01660
OG0000477	Prag.g_00266	Prac.g_01656
OG0000478	Prag.g_00267	Prac.g_01655
OG0000479	Prag.g_00268	Prac.g_01654
OG0000480	Prag.g_00273	Prac.g_01649
OG0000481	Prag.g_00275	Prac.g_01647
OG0000482	Prag.g_00276	Prac.g_01646
OG0000483	Prag.g_00279	Prac.g_01643
OG0000484	Prag.g_00280	Prac.g_01642
OG0000485	Prag.g_00281	Prac.g_01641
OG0000486	Prag.g_00282	Prac.g_01640
OG0000487	Prag.g_00286	Prac.g_01636
OG0000488	Prag.g_00289	Prac.g_01633
OG0000489	Prag.g_00294	Prac.g_01628
OG0000490	Prag.g_00299	Prac.g_01623
OG0000491	Prag.g_00300	Prac.g_01622
OG0000492	Prag.g_00302	Prac.g_01620
OG0000493	Prag.g_00303	Prac.g_01619
OG0000494	Prag.g_00304	Prac.g_01618
OG0000495	Prag.g_00305	Prac.g_01617
OG0000496	Prag.g_00306	Prac.g_01616
OG0000497	Prag.g_00307	Prac.g_01615
OG0000498	Prag.g_00308	Prac.g_01614
OG0000499	Prag.g_00309	Prac.g_01613
OG0000500	Prag.g_00310	Prac.g_01612
OG0000501	Prag.g_00312	Prac.g_01610
OG0000502	Prag.g_00315	Prac.g_01607
OG0000503	Prag.g_00329	Prac.g_01200
OG0000504	Prag.g_00330	Prac.g_01199
OG0000505	Prag.g_00331	Prac.g_01198
OG0000506	Prag.g_00333	Prac.g_01196
OG0000507	Prag.g_00336	Prac.g_01193
OG0000508	Prag.g_00339	Prac.g_01189
OG0000509	Prag.g_00341	Prac.g_01187
OG0000510	Prag.g_00342	Prac.g_01186
OG0000511	Prag.g_00343	Prac.g_01185
OG0000512	Prag.g_00345	Prac.g_01183
OG0000513	Prag.g_00352	Prac.g_01176
OG0000514	Prag.g_00410	Prac.g_01116
OG0000515	Prag.g_00411	Prac.g_01115
OG0000516	Prag.g_00412	Prac.g_01114
OG0000517	Prag.g_00414	Prac.g_01112
OG0000518	Prag.g_00425	Prac.g_01101
OG0000519	Prag.g_00426	Prac.g_01100
OG0000520	Prag.g_00427	Prac.g_01099
OG0000521	Prag.g_00432	Prac.g_01094
OG0000522	Prag.g_00434	Prac.g_01092
OG0000523	Prag.g_00435	Prac.g_01091
OG0000524	Prag.g_00440	Prac.g_01084
OG0000525	Prag.g_00443	Prac.g_01081
OG0000526	Prag.g_00444	Prac.g_01080
OG0000527	Prag.g_00452	Prac.g_01071
OG0000528	Prag.g_00457	Prac.g_01066
OG0000529	Prag.g_00460	Prac.g_01063
OG0000530	Prag.g_00463	Prac.g_01060
OG0000531	Prag.g_00464	Prac.g_01059
OG0000532	Prag.g_00466	Prac.g_01057
OG0000533	Prag.g_00467	Prac.g_01056
OG0000534	Prag.g_00468	Prac.g_01055
OG0000535	Prag.g_00469	Prac.g_01054
OG0000536	Prag.g_00470	Prac.g_01053
OG0000537	Prag.g_00471	Prac.g_01052
OG0000538	Prag.g_00479	Prac.g_00871
OG0000539	Prag.g_00480	Prac.g_00870
OG0000540	Prag.g_00481	Prac.g_00869
OG0000541	Prag.g_00482	Prac.g_00868
OG0000542	Prag.g_00484	Prac.g_00866
OG0000543	Prag.g_00486	Prac.g_00864
OG0000544	Prag.g_00487	Prac.g_00863
OG0000545	Prag.g_00489	Prac.g_00861
OG0000546	Prag.g_00492	Prac.g_00858
OG0000547	Prag.g_00494	Prac.g_00857
OG0000548	Prag.g_00495	Prac.g_00856
OG0000549	Prag.g_00497	Prac.g_00854
OG0000550	Prag.g_00502	Prac.g_00849
OG0000551	Prag.g_00506	Prac.g_00845
OG0000552	Prag.g_00507	Prac.g_00844
OG0000553	Prag.g_00508	Prac.g_00843
OG0000554	Prag.g_00513	Prac.g_00838
OG0000555	Prag.g_00521	Prac.g_00830
OG0000556	Prag.g_00523	Prac.g_00828
OG0000557	Prag.g_00524	Prac.g_00827
OG0000558	Prag.g_00526	Prac.g_00825
OG0000559	Prag.g_00530	Prac.g_00821
OG0000560	Prag.g_00533	Prac.g_00818
OG0000561	Prag.g_00534	Prac.g_00817
OG0000562	Prag.g_00535	Prac.g_00816
OG0000563	Prag.g_00536	Prac.g_00815
OG0000564	Prag.g_00537	Prac.g_00814
OG0000565	Prag.g_00540	Prac.g_00811
