Orthogroup	Prag	Praz
OG0000038	Prag.g_01911	Praz.g_00154
OG0000039	Prag.g_00664	Praz.g_01644
OG0000040	Prag.g_01630	Praz.g_00903
OG0000040	Prag.g_01133	Praz.g_00012
OG0000042	Prag.g_01868	Praz.g_00198
OG0000043	Prag.g_00876	Praz.g_01440
OG0000045	Prag.g_00365	Praz.g_00803
OG0000047	Prag.g_00321	Praz.g_00687
OG0000048	Prag.g_00368	Praz.g_00800
OG0000049	Prag.g_00376	Praz.g_00790
OG0000049	Prag.g_01264	Praz.g_01269
OG0000049	Prag.g_01300	Praz.g_00767
OG0000050	Prag.g_01071	Praz.g_00101
OG0000051	Prag.g_01329	Praz.g_01204
OG0000052	Prag.g_01444	Praz.g_01103
OG0000053	Prag.g_01510	Praz.g_01021
OG0000054	Prag.g_00584	Praz.g_01724
OG0000055	Prag.g_00787	Praz.g_01531
OG0000057	Prag.g_00676	Praz.g_01632
OG0000058	Prag.g_01428	Praz.g_01096
OG0000059	Prag.g_01755	Praz.g_00311
OG0000061	Prag.g_01153	Praz.g_00755
OG0000062	Prag.g_01568	Praz.g_00963
OG0000063	Prag.g_00033	Praz.g_00398
OG0000065	Prag.g_00100	Praz.g_00467
OG0000066	Prag.g_00518	Praz.g_01789
OG0000067	Prag.g_00806	Praz.g_01512
OG0000068	Prag.g_01389	Praz.g_01139
OG0000069	Prag.g_01601	Praz.g_00928
OG0000070	Prag.g_00429	Praz.g_01878
OG0000071	Prag.g_01355	Praz.g_01180
OG0000072	Prag.g_00164	Praz.g_00531
OG0000073	Prag.g_00478	Praz.g_01829
OG0000074	Prag.g_00660	Praz.g_01648
OG0000075	Prag.g_01836	Praz.g_00230
OG0000076	Prag.g_01861	Praz.g_00205
OG0000077	Prag.g_00072	Praz.g_00438
OG0000078	Prag.g_00232	Praz.g_00599
OG0000081	Prag.g_00510	Praz.g_01797
OG0000082	Prag.g_00563	Praz.g_01744
OG0000083	Prag.g_00734	Praz.g_01576
OG0000083	Prag.g_01332	Praz.g_01201
OG0000083	Prag.g_00726	Praz.g_01583
OG0000084	Prag.g_01484	Praz.g_01045
OG0000085	Prag.g_01662	Praz.g_00884
OG0000086	Prag.g_00082	Praz.g_00448
OG0000087	Prag.g_00132	Praz.g_00499
OG0000088	Prag.g_00159	Praz.g_00526
OG0000089	Prag.g_00350	Praz.g_00818
OG0000090	Prag.g_00512	Praz.g_01795
OG0000091	Prag.g_00620	Praz.g_01688
OG0000092	Prag.g_00911	Praz.g_01403
OG0000093	Prag.g_00932	Praz.g_01382
OG0000094	Prag.g_01017	Praz.g_01296
OG0000095	Prag.g_01036	Praz.g_00066
OG0000096	Prag.g_01103	Praz.g_00045
OG0000096	Prag.g_01319	Praz.g_01215
OG0000097	Prag.g_01194	Praz.g_00713
OG0000098	Prag.g_01371	Praz.g_01157
OG0000099	Prag.g_01424	Praz.g_01098
OG0000100	Prag.g_01564	Praz.g_00967
OG0000101	Prag.g_01804	Praz.g_00263
OG0000102	Prag.g_01866	Praz.g_00200
OG0000103	Prag.g_01945	Praz.g_00120
OG0000104	Prag.g_01953	Praz.g_00361
OG0000105	Prag.g_00265	Praz.g_00632
OG0000106	Prag.g_00364	Praz.g_00804
OG0000107	Prag.g_00378	Praz.g_00788
OG0000108	Prag.g_00459	Praz.g_01848
OG0000109	Prag.g_00473	Praz.g_01834
OG0000110	Prag.g_00553	Praz.g_01754
OG0000111	Prag.g_00677	Praz.g_01631
OG0000112	Prag.g_00771	Praz.g_01547
OG0000113	Prag.g_00828	Praz.g_01490
OG0000114	Prag.g_00906	Praz.g_01408
OG0000115	Prag.g_01097	Praz.g_00054
OG0000116	Prag.g_01143	Praz.g_00002
OG0000117	Prag.g_01298	Praz.g_01237
OG0000118	Prag.g_01367	Praz.g_01168
OG0000119	Prag.g_01385	Praz.g_01143
OG0000120	Prag.g_01423	Praz.g_01118
OG0000121	Prag.g_01492	Praz.g_01039
OG0000122	Prag.g_01530	Praz.g_01001
OG0000123	Prag.g_01811	Praz.g_00256
OG0000124	Prag.g_01877	Praz.g_00189
OG0000125	Prag.g_01913	Praz.g_00152
OG0000126	Prag.g_01952	Praz.g_00360
OG0000128	Prag.g_00011	Praz.g_00376
OG0000129	Prag.g_00044	Praz.g_00410
OG0000130	Prag.g_00063	Praz.g_00429
OG0000131	Prag.g_00138	Praz.g_00505
OG0000132	Prag.g_00157	Praz.g_00524
OG0000133	Prag.g_00313	Praz.g_00679
OG0000134	Prag.g_00351	Praz.g_00817
OG0000135	Prag.g_00375	Praz.g_00791
OG0000136	Prag.g_00420	Praz.g_01887
OG0000137	Prag.g_00454	Praz.g_01853
OG0000138	Prag.g_00474	Praz.g_01833
OG0000139	Prag.g_00516	Praz.g_01791
OG0000140	Prag.g_00517	Praz.g_01790
OG0000141	Prag.g_00585	Praz.g_01723
OG0000142	Prag.g_00613	Praz.g_01695
OG0000143	Prag.g_00617	Praz.g_01691
OG0000144	Prag.g_00630	Praz.g_01678
OG0000145	Prag.g_00758	Praz.g_01554
OG0000146	Prag.g_00772	Praz.g_01546
OG0000147	Prag.g_00773	Praz.g_01545
OG0000148	Prag.g_00822	Praz.g_01496
OG0000149	Prag.g_00851	Praz.g_01465
OG0000150	Prag.g_00859	Praz.g_01457
OG0000151	Prag.g_00916	Praz.g_01398
OG0000152	Prag.g_00964	Praz.g_01350
OG0000153	Prag.g_00983	Praz.g_01331
OG0000154	Prag.g_01010	Praz.g_01303
OG0000155	Prag.g_01173	Praz.g_00734
OG0000156	Prag.g_01342	Praz.g_01191
OG0000157	Prag.g_01343	Praz.g_01190
OG0000158	Prag.g_01425	Praz.g_01097
OG0000159	Prag.g_01427	Praz.g_01095
OG0000160	Prag.g_01491	Praz.g_01040
OG0000161	Prag.g_01497	Praz.g_01034
OG0000162	Prag.g_01503	Praz.g_01028
OG0000163	Prag.g_01537	Praz.g_00994
OG0000164	Prag.g_01693	Praz.g_00853
OG0000165	Prag.g_01700	Praz.g_00846
OG0000166	Prag.g_01768	Praz.g_00299
OG0000167	Prag.g_01834	Praz.g_00232
OG0000168	Prag.g_01844	Praz.g_00222
OG0000169	Prag.g_01854	Praz.g_00212
OG0000170	Prag.g_01856	Praz.g_00210
OG0000171	Prag.g_01876	Praz.g_00190
OG0000172	Prag.g_01884	Praz.g_00181
OG0000173	Prag.g_01899	Praz.g_00166
OG0000174	Prag.g_01927	Praz.g_00138
OG0000175	Prag.g_01937	Praz.g_00128
OG0000176	Prag.g_00004	Praz.g_00369
OG0000177	Prag.g_00005	Praz.g_00370
OG0000178	Prag.g_00006	Praz.g_00371
OG0000179	Prag.g_00016	Praz.g_00381
OG0000180	Prag.g_00017	Praz.g_00382
OG0000181	Prag.g_00018	Praz.g_00383
OG0000182	Prag.g_00019	Praz.g_00384
OG0000183	Prag.g_00023	Praz.g_00388
OG0000184	Prag.g_00046	Praz.g_00412
OG0000185	Prag.g_00049	Praz.g_00415
OG0000186	Prag.g_00058	Praz.g_00424
OG0000187	Prag.g_00059	Praz.g_00425
OG0000188	Prag.g_00076	Praz.g_00442
OG0000189	Prag.g_00089	Praz.g_00456
OG0000190	Prag.g_00090	Praz.g_00457
OG0000191	Prag.g_00110	Praz.g_00477
OG0000192	Prag.g_00114	Praz.g_00481
OG0000193	Prag.g_00139	Praz.g_00506
OG0000194	Prag.g_00142	Praz.g_00509
OG0000195	Prag.g_00144	Praz.g_00511
OG0000196	Prag.g_00154	Praz.g_00521
OG0000197	Prag.g_00155	Praz.g_00522
OG0000198	Prag.g_00156	Praz.g_00523
OG0000199	Prag.g_00163	Praz.g_00530
OG0000200	Prag.g_00177	Praz.g_00544
OG0000201	Prag.g_00185	Praz.g_00552
OG0000202	Prag.g_00186	Praz.g_00553
OG0000203	Prag.g_00187	Praz.g_00554
OG0000204	Prag.g_00188	Praz.g_00555
OG0000205	Prag.g_00195	Praz.g_00562
OG0000206	Prag.g_00200	Praz.g_00567
OG0000207	Prag.g_00202	Praz.g_00569
OG0000208	Prag.g_00203	Praz.g_00570
OG0000209	Prag.g_00212	Praz.g_00579
OG0000210	Prag.g_00213	Praz.g_00580
OG0000211	Prag.g_00226	Praz.g_00593
OG0000212	Prag.g_00233	Praz.g_00600
OG0000213	Prag.g_00249	Praz.g_00617
OG0000214	Prag.g_00258	Praz.g_00626
OG0000215	Prag.g_00283	Praz.g_00650
OG0000216	Prag.g_00285	Praz.g_00651
OG0000217	Prag.g_00288	Praz.g_00654
OG0000218	Prag.g_00290	Praz.g_00656
OG0000219	Prag.g_00291	Praz.g_00657
OG0000220	Prag.g_00292	Praz.g_00658
OG0000221	Prag.g_00293	Praz.g_00659
OG0000222	Prag.g_00301	Praz.g_00667
OG0000223	Prag.g_00314	Praz.g_00680
OG0000224	Prag.g_00316	Praz.g_00682
OG0000225	Prag.g_00340	Praz.g_00348
OG0000226	Prag.g_00344	Praz.g_00352
OG0000227	Prag.g_00346	Praz.g_00354
OG0000228	Prag.g_00349	Praz.g_00819
OG0000229	Prag.g_00415	Praz.g_01892
OG0000230	Prag.g_00417	Praz.g_01890
OG0000231	Prag.g_00428	Praz.g_01879
OG0000232	Prag.g_00437	Praz.g_01870
OG0000233	Prag.g_00442	Praz.g_01865
OG0000234	Prag.g_00455	Praz.g_01852
OG0000235	Prag.g_00458	Praz.g_01849
OG0000236	Prag.g_00472	Praz.g_01835
OG0000237	Prag.g_00485	Praz.g_01822
OG0000238	Prag.g_00491	Praz.g_01816
OG0000239	Prag.g_00504	Praz.g_01803
OG0000240	Prag.g_00505	Praz.g_01802
OG0000241	Prag.g_00509	Praz.g_01798
OG0000242	Prag.g_00511	Praz.g_01796
OG0000243	Prag.g_00522	Praz.g_01785
OG0000244	Prag.g_00525	Praz.g_01782
OG0000245	Prag.g_00527	Praz.g_01780
OG0000246	Prag.g_00531	Praz.g_01776
OG0000247	Prag.g_00541	Praz.g_01766
OG0000248	Prag.g_00543	Praz.g_01764
OG0000249	Prag.g_00545	Praz.g_01762
OG0000250	Prag.g_00550	Praz.g_01757
OG0000251	Prag.g_00569	Praz.g_01739
OG0000252	Prag.g_00572	Praz.g_01736
OG0000253	Prag.g_00573	Praz.g_01735
OG0000254	Prag.g_00589	Praz.g_01719
OG0000255	Prag.g_00595	Praz.g_01713
OG0000256	Prag.g_00605	Praz.g_01703
OG0000257	Prag.g_00608	Praz.g_01700
OG0000258	Prag.g_00621	Praz.g_01687
OG0000259	Prag.g_00638	Praz.g_01670
OG0000260	Prag.g_00641	Praz.g_01667
OG0000261	Prag.g_00643	Praz.g_01665
OG0000262	Prag.g_00647	Praz.g_01661
OG0000263	Prag.g_00659	Praz.g_01649
OG0000264	Prag.g_00669	Praz.g_01639
OG0000265	Prag.g_00692	Praz.g_01607
OG0000266	Prag.g_00702	Praz.g_01597
OG0000267	Prag.g_00713	Praz.g_01586
OG0000268	Prag.g_00714	Praz.g_01585
OG0000269	Prag.g_00801	Praz.g_01517
OG0000270	Prag.g_00804	Praz.g_01514
OG0000271	Prag.g_00812	Praz.g_01506
OG0000272	Prag.g_00813	Praz.g_01505
OG0000273	Prag.g_00835	Praz.g_01482
OG0000274	Prag.g_00836	Praz.g_01481
OG0000275	Prag.g_00838	Praz.g_01478
OG0000276	Prag.g_00843	Praz.g_01473
OG0000277	Prag.g_00844	Praz.g_01472
OG0000278	Prag.g_00847	Praz.g_01469
OG0000279	Prag.g_00854	Praz.g_01462
OG0000280	Prag.g_00855	Praz.g_01461
OG0000281	Prag.g_00860	Praz.g_01456
OG0000282	Prag.g_00908	Praz.g_01406
OG0000283	Prag.g_00941	Praz.g_01373
OG0000284	Prag.g_00946	Praz.g_01368
OG0000285	Prag.g_00951	Praz.g_01363
OG0000286	Prag.g_00963	Praz.g_01351
OG0000287	Prag.g_00980	Praz.g_01334
OG0000288	Prag.g_01009	Praz.g_01304
OG0000289	Prag.g_01020	Praz.g_01292
OG0000290	Prag.g_01033	Praz.g_01279, Praz.g_00063
OG0000291	Prag.g_01035	Praz.g_00065
OG0000292	Prag.g_01085	Praz.g_00114
OG0000293	Prag.g_01144	Praz.g_00001
OG0000294	Prag.g_01145	Praz.g_00763
OG0000295	Prag.g_01165	Praz.g_00742
OG0000296	Prag.g_01167	Praz.g_00740
OG0000297	Prag.g_01175	Praz.g_00732
OG0000298	Prag.g_01176	Praz.g_00731
OG0000299	Prag.g_01193	Praz.g_00714
OG0000300	Prag.g_01196	Praz.g_00711
OG0000301	Prag.g_01197	Praz.g_00710
OG0000302	Prag.g_01199	Praz.g_00708
OG0000303	Prag.g_01206	Praz.g_00701
OG0000304	Prag.g_01210	Praz.g_00697
OG0000305	Prag.g_01381	Praz.g_01147
OG0000306	Prag.g_01384	Praz.g_01144
OG0000307	Prag.g_01398	Praz.g_01130
OG0000308	Prag.g_01399	Praz.g_01129
OG0000309	Prag.g_01403	Praz.g_01125
OG0000310	Prag.g_01473	Praz.g_01056
OG0000311	Prag.g_01475	Praz.g_01054
OG0000312	Prag.g_01478	Praz.g_01051
OG0000313	Prag.g_01494	Praz.g_01037
OG0000314	Prag.g_01516	Praz.g_01014
OG0000315	Prag.g_01527	Praz.g_01004
OG0000316	Prag.g_01547	Praz.g_00984
OG0000317	Prag.g_01667	Praz.g_00879
OG0000318	Prag.g_01670	Praz.g_00876
OG0000319	Prag.g_01683	Praz.g_00863
OG0000320	Prag.g_01685	Praz.g_00861
OG0000321	Prag.g_01686	Praz.g_00860
OG0000322	Prag.g_01687	Praz.g_00859
OG0000323	Prag.g_01696	Praz.g_00850
OG0000324	Prag.g_01723	Praz.g_00824
OG0000325	Prag.g_01733	Praz.g_00334
OG0000326	Prag.g_01739	Praz.g_00328
OG0000327	Prag.g_01763	Praz.g_00304
OG0000328	Prag.g_01764	Praz.g_00303
OG0000329	Prag.g_01781	Praz.g_00286
OG0000330	Prag.g_01782	Praz.g_00285
OG0000331	Prag.g_01783	Praz.g_00284
OG0000332	Prag.g_01797	Praz.g_00270
OG0000333	Prag.g_01799	Praz.g_00268
OG0000334	Prag.g_01807	Praz.g_00260
OG0000335	Prag.g_01812	Praz.g_00255
OG0000336	Prag.g_01816	Praz.g_00251
OG0000337	Prag.g_01832	Praz.g_00234
OG0000338	Prag.g_01833	Praz.g_00233
OG0000339	Prag.g_01837	Praz.g_00229
OG0000340	Prag.g_01845	Praz.g_00221
OG0000341	Prag.g_01847	Praz.g_00219
OG0000342	Prag.g_01848	Praz.g_00218
OG0000343	Prag.g_01849	Praz.g_00217
OG0000344	Prag.g_01852	Praz.g_00214
OG0000345	Prag.g_01857	Praz.g_00209
OG0000346	Prag.g_01862	Praz.g_00204
OG0000347	Prag.g_01878	Praz.g_00188
OG0000348	Prag.g_01887	Praz.g_00178
OG0000349	Prag.g_01904	Praz.g_00161
OG0000350	Prag.g_01923	Praz.g_00142
OG0000351	Prag.g_01940	Praz.g_00125
OG0000352	Prag.g_01941	Praz.g_00124
OG0000353	Prag.g_01956	Praz.g_00364
OG0000355	Prag.g_00001	Praz.g_00366
OG0000356	Prag.g_00002	Praz.g_00367
OG0000357	Prag.g_00003	Praz.g_00368
OG0000358	Prag.g_00007	Praz.g_00372
OG0000359	Prag.g_00008	Praz.g_00373
OG0000360	Prag.g_00009	Praz.g_00374
OG0000361	Prag.g_00010	Praz.g_00375
OG0000362	Prag.g_00012	Praz.g_00377
OG0000363	Prag.g_00014	Praz.g_00379
OG0000364	Prag.g_00015	Praz.g_00380
OG0000365	Prag.g_00020	Praz.g_00385
OG0000366	Prag.g_00021	Praz.g_00386
OG0000367	Prag.g_00022	Praz.g_00387
OG0000368	Prag.g_00024	Praz.g_00389
OG0000369	Prag.g_00025	Praz.g_00390
OG0000370	Prag.g_00026	Praz.g_00391
OG0000371	Prag.g_00032	Praz.g_00397
OG0000372	Prag.g_00035	Praz.g_00400
OG0000373	Prag.g_00036	Praz.g_00401
OG0000374	Prag.g_00037	Praz.g_00402
OG0000375	Prag.g_00040	Praz.g_00406
OG0000376	Prag.g_00042	Praz.g_00408
OG0000377	Prag.g_00045	Praz.g_00411
OG0000378	Prag.g_00047	Praz.g_00413
OG0000379	Prag.g_00050	Praz.g_00416
OG0000380	Prag.g_00060	Praz.g_00426
OG0000381	Prag.g_00064	Praz.g_00430
OG0000382	Prag.g_00075	Praz.g_00441
OG0000383	Prag.g_00077	Praz.g_00443
OG0000384	Prag.g_00078	Praz.g_00444
OG0000385	Prag.g_00079	Praz.g_00445
OG0000386	Prag.g_00080	Praz.g_00446
OG0000387	Prag.g_00092	Praz.g_00459
OG0000388	Prag.g_00095	Praz.g_00462
OG0000389	Prag.g_00099	Praz.g_00466
OG0000390	Prag.g_00106	Praz.g_00473
OG0000391	Prag.g_00109	Praz.g_00476
OG0000392	Prag.g_00113	Praz.g_00480
OG0000393	Prag.g_00115	Praz.g_00482
OG0000394	Prag.g_00116	Praz.g_00483
OG0000395	Prag.g_00117	Praz.g_00484
OG0000396	Prag.g_00120	Praz.g_00487
OG0000397	Prag.g_00122	Praz.g_00489
OG0000398	Prag.g_00124	Praz.g_00491
OG0000399	Prag.g_00125	Praz.g_00492
OG0000400	Prag.g_00126	Praz.g_00493
OG0000401	Prag.g_00127	Praz.g_00494
OG0000402	Prag.g_00129	Praz.g_00496
OG0000403	Prag.g_00130	Praz.g_00497
OG0000404	Prag.g_00131	Praz.g_00498
OG0000405	Prag.g_00135	Praz.g_00502
OG0000406	Prag.g_00140	Praz.g_00507
OG0000407	Prag.g_00141	Praz.g_00508
OG0000408	Prag.g_00143	Praz.g_00510
OG0000409	Prag.g_00145	Praz.g_00512
OG0000410	Prag.g_00146	Praz.g_00513
OG0000411	Prag.g_00147	Praz.g_00514
OG0000412	Prag.g_00148	Praz.g_00515
OG0000413	Prag.g_00149	Praz.g_00516
OG0000414	Prag.g_00150	Praz.g_00517
OG0000415	Prag.g_00151	Praz.g_00518
OG0000416	Prag.g_00152	Praz.g_00519
OG0000417	Prag.g_00153	Praz.g_00520
OG0000418	Prag.g_00158	Praz.g_00525
OG0000419	Prag.g_00160	Praz.g_00527
OG0000420	Prag.g_00161	Praz.g_00528
OG0000421	Prag.g_00166	Praz.g_00533
OG0000422	Prag.g_00167	Praz.g_00534
OG0000423	Prag.g_00168	Praz.g_00535
OG0000424	Prag.g_00169	Praz.g_00536
OG0000425	Prag.g_00170	Praz.g_00537
OG0000426	Prag.g_00171	Praz.g_00538
OG0000427	Prag.g_00172	Praz.g_00539
OG0000428	Prag.g_00174	Praz.g_00541
OG0000429	Prag.g_00175	Praz.g_00542
OG0000430	Prag.g_00176	Praz.g_00543
OG0000431	Prag.g_00178	Praz.g_00545
OG0000432	Prag.g_00181	Praz.g_00548
OG0000433	Prag.g_00182	Praz.g_00549
OG0000434	Prag.g_00183	Praz.g_00550
OG0000435	Prag.g_00184	Praz.g_00551
OG0000436	Prag.g_00189	Praz.g_00556
OG0000437	Prag.g_00190	Praz.g_00557
OG0000438	Prag.g_00191	Praz.g_00558
OG0000439	Prag.g_00193	Praz.g_00560
OG0000440	Prag.g_00194	Praz.g_00561
OG0000441	Prag.g_00197	Praz.g_00564
OG0000442	Prag.g_00198	Praz.g_00565
OG0000443	Prag.g_00199	Praz.g_00566
OG0000444	Prag.g_00204	Praz.g_00571
OG0000445	Prag.g_00205	Praz.g_00572
OG0000446	Prag.g_00206	Praz.g_00573
OG0000447	Prag.g_00207	Praz.g_00574
OG0000448	Prag.g_00208	Praz.g_00575
OG0000449	Prag.g_00209	Praz.g_00576
OG0000450	Prag.g_00210	Praz.g_00577
OG0000451	Prag.g_00211	Praz.g_00578
OG0000452	Prag.g_00214	Praz.g_00581
OG0000453	Prag.g_00215	Praz.g_00582
OG0000454	Prag.g_00216	Praz.g_00583
OG0000455	Prag.g_00217	Praz.g_00584
OG0000456	Prag.g_00218	Praz.g_00585
OG0000457	Prag.g_00219	Praz.g_00586
OG0000458	Prag.g_00220	Praz.g_00587
OG0000459	Prag.g_00221	Praz.g_00588
OG0000460	Prag.g_00228	Praz.g_00595
OG0000461	Prag.g_00235	Praz.g_00602
OG0000462	Prag.g_00237	Praz.g_00604
OG0000463	Prag.g_00238	Praz.g_00605
OG0000464	Prag.g_00239	Praz.g_00606
OG0000465	Prag.g_00240	Praz.g_00607
OG0000466	Prag.g_00243	Praz.g_00610
OG0000467	Prag.g_00244	Praz.g_00611
OG0000468	Prag.g_00245	Praz.g_00613
OG0000469	Prag.g_00253	Praz.g_00621
OG0000470	Prag.g_00255	Praz.g_00623
OG0000471	Prag.g_00256	Praz.g_00624
OG0000472	Prag.g_00257	Praz.g_00625
OG0000473	Prag.g_00259	Praz.g_00627
OG0000474	Prag.g_00260	Praz.g_00628
OG0000475	Prag.g_00261	Praz.g_00629
OG0000476	Prag.g_00262	Praz.g_00630
OG0000477	Prag.g_00266	Praz.g_00633
OG0000478	Prag.g_00267	Praz.g_00634
OG0000479	Prag.g_00268	Praz.g_00635
OG0000480	Prag.g_00273	Praz.g_00640
OG0000481	Prag.g_00275	Praz.g_00642
OG0000482	Prag.g_00276	Praz.g_00643
OG0000483	Prag.g_00279	Praz.g_00646
OG0000484	Prag.g_00280	Praz.g_00647
OG0000485	Prag.g_00281	Praz.g_00648
OG0000486	Prag.g_00282	Praz.g_00649
OG0000487	Prag.g_00286	Praz.g_00652
OG0000488	Prag.g_00289	Praz.g_00655
OG0000489	Prag.g_00294	Praz.g_00660
OG0000490	Prag.g_00299	Praz.g_00665
OG0000491	Prag.g_00300	Praz.g_00666
OG0000492	Prag.g_00302	Praz.g_00668
OG0000493	Prag.g_00303	Praz.g_00669
OG0000494	Prag.g_00304	Praz.g_00670
OG0000495	Prag.g_00305	Praz.g_00671
OG0000496	Prag.g_00306	Praz.g_00672
OG0000497	Prag.g_00307	Praz.g_00673
OG0000498	Prag.g_00308	Praz.g_00674
OG0000499	Prag.g_00309	Praz.g_00675
OG0000500	Prag.g_00310	Praz.g_00676
OG0000501	Prag.g_00312	Praz.g_00678
OG0000502	Prag.g_00315	Praz.g_00681
OG0000503	Prag.g_00329	Praz.g_01931
OG0000504	Prag.g_00330	Praz.g_01932
OG0000505	Prag.g_00331	Praz.g_01933
OG0000506	Prag.g_00333	Praz.g_01935
OG0000507	Prag.g_00336	Praz.g_00343
OG0000508	Prag.g_00339	Praz.g_00347
OG0000509	Prag.g_00341	Praz.g_00349
OG0000510	Prag.g_00342	Praz.g_00350
OG0000511	Prag.g_00343	Praz.g_00351
OG0000512	Prag.g_00345	Praz.g_00353
OG0000513	Prag.g_00352	Praz.g_00816
OG0000514	Prag.g_00410	Praz.g_01897
OG0000515	Prag.g_00411	Praz.g_01896
OG0000516	Prag.g_00412	Praz.g_01895
OG0000517	Prag.g_00414	Praz.g_01893
OG0000518	Prag.g_00425	Praz.g_01882
OG0000519	Prag.g_00426	Praz.g_01881
OG0000520	Prag.g_00427	Praz.g_01880
OG0000521	Prag.g_00432	Praz.g_01875
OG0000522	Prag.g_00434	Praz.g_01873
OG0000523	Prag.g_00435	Praz.g_01872
OG0000524	Prag.g_00440	Praz.g_01867
OG0000525	Prag.g_00443	Praz.g_01864
OG0000526	Prag.g_00444	Praz.g_01863
OG0000527	Prag.g_00452	Praz.g_01855
OG0000528	Prag.g_00457	Praz.g_01850
OG0000529	Prag.g_00460	Praz.g_01847
OG0000530	Prag.g_00463	Praz.g_01844
OG0000531	Prag.g_00464	Praz.g_01843
OG0000532	Prag.g_00466	Praz.g_01841
OG0000533	Prag.g_00467	Praz.g_01840
OG0000534	Prag.g_00468	Praz.g_01839
OG0000535	Prag.g_00469	Praz.g_01838
OG0000536	Prag.g_00470	Praz.g_01837
OG0000537	Prag.g_00471	Praz.g_01836
OG0000538	Prag.g_00479	Praz.g_01828
OG0000539	Prag.g_00480	Praz.g_01827
OG0000540	Prag.g_00481	Praz.g_01826
OG0000541	Prag.g_00482	Praz.g_01825
OG0000542	Prag.g_00484	Praz.g_01823
OG0000543	Prag.g_00486	Praz.g_01821
OG0000544	Prag.g_00487	Praz.g_01820
OG0000545	Prag.g_00489	Praz.g_01818
OG0000546	Prag.g_00492	Praz.g_01815
OG0000547	Prag.g_00494	Praz.g_01813
OG0000548	Prag.g_00495	Praz.g_01812
OG0000549	Prag.g_00497	Praz.g_01810
OG0000550	Prag.g_00502	Praz.g_01805
OG0000551	Prag.g_00506	Praz.g_01801
OG0000552	Prag.g_00507	Praz.g_01800
OG0000553	Prag.g_00508	Praz.g_01799
OG0000554	Prag.g_00513	Praz.g_01794
OG0000555	Prag.g_00521	Praz.g_01786
OG0000556	Prag.g_00523	Praz.g_01784
OG0000557	Prag.g_00524	Praz.g_01783
OG0000558	Prag.g_00526	Praz.g_01781
