Orthogroup	Prag	Prbc
OG0000301	Prag.g_01197	Prbc.g_01397
OG0000302	Prag.g_01199	Prbc.g_01395
OG0000303	Prag.g_01206	Prbc.g_01390
OG0000304	Prag.g_01210	Prbc.g_01387
OG0000305	Prag.g_01381	Prbc.g_00810
OG0000306	Prag.g_01384	Prbc.g_01921
OG0000307	Prag.g_01398	Prbc.g_00666
OG0000308	Prag.g_01399	Prbc.g_00667
OG0000309	Prag.g_01403	Prbc.g_00671
OG0000310	Prag.g_01473	Prbc.g_00693
OG0000311	Prag.g_01475	Prbc.g_00695
OG0000312	Prag.g_01478	Prbc.g_00698
OG0000313	Prag.g_01494	Prbc.g_00713
OG0000314	Prag.g_01516	Prbc.g_00734
OG0000315	Prag.g_01527	Prbc.g_00744
OG0000316	Prag.g_01547	Prbc.g_00768
OG0000317	Prag.g_01667	Prbc.g_00830
OG0000318	Prag.g_01670	Prbc.g_00833
OG0000319	Prag.g_01683	Prbc.g_00844
OG0000320	Prag.g_01685	Prbc.g_00846
OG0000321	Prag.g_01686	Prbc.g_00847
OG0000322	Prag.g_01687	Prbc.g_00848
OG0000323	Prag.g_01696	Prbc.g_00857
OG0000324	Prag.g_01723	Prbc.g_00884
OG0000325	Prag.g_01733	Prbc.g_00935
OG0000326	Prag.g_01739	Prbc.g_00941
OG0000327	Prag.g_01763	Prbc.g_00326
OG0000328	Prag.g_01764	Prbc.g_00325
OG0000329	Prag.g_01781	Prbc.g_00308
OG0000330	Prag.g_01782	Prbc.g_00307
OG0000331	Prag.g_01783	Prbc.g_00306
OG0000332	Prag.g_01797	Prbc.g_00292
OG0000333	Prag.g_01799	Prbc.g_00290
OG0000334	Prag.g_01807	Prbc.g_00281
OG0000335	Prag.g_01812	Prbc.g_00276
OG0000336	Prag.g_01816	Prbc.g_00272
OG0000337	Prag.g_01832	Prbc.g_00241
OG0000338	Prag.g_01833	Prbc.g_00240
OG0000339	Prag.g_01837	Prbc.g_00235
OG0000340	Prag.g_01845	Prbc.g_00226
OG0000341	Prag.g_01847	Prbc.g_00224
OG0000342	Prag.g_01848	Prbc.g_00223
OG0000343	Prag.g_01849	Prbc.g_00222
OG0000344	Prag.g_01852	Prbc.g_00219
OG0000345	Prag.g_01857	Prbc.g_00214
OG0000346	Prag.g_01862	Prbc.g_00210
OG0000347	Prag.g_01878	Prbc.g_00190
OG0000348	Prag.g_01887	Prbc.g_00970
OG0000349	Prag.g_01904	Prbc.g_00988
OG0000350	Prag.g_01923	Prbc.g_01009
OG0000351	Prag.g_01940	Prbc.g_01047
OG0000352	Prag.g_01941	Prbc.g_01048
OG0000353	Prag.g_01956	Prbc.g_01068
OG0000355	Prag.g_00001	Prbc.g_01071
OG0000356	Prag.g_00002	Prbc.g_01072
OG0000357	Prag.g_00003	Prbc.g_01073
OG0000358	Prag.g_00007	Prbc.g_01077
OG0000359	Prag.g_00008	Prbc.g_01078
OG0000360	Prag.g_00009	Prbc.g_01079
OG0000361	Prag.g_00010	Prbc.g_01080
OG0000362	Prag.g_00012	Prbc.g_01082
OG0000363	Prag.g_00014	Prbc.g_01084
OG0000364	Prag.g_00015	Prbc.g_01085
OG0000365	Prag.g_00020	Prbc.g_01090
OG0000366	Prag.g_00021	Prbc.g_01091
OG0000367	Prag.g_00022	Prbc.g_01092
OG0000368	Prag.g_00024	Prbc.g_01094
OG0000369	Prag.g_00025	Prbc.g_01095
OG0000370	Prag.g_00026	Prbc.g_01096
OG0000371	Prag.g_00032	Prbc.g_01102
OG0000372	Prag.g_00035	Prbc.g_01104
OG0000373	Prag.g_00036	Prbc.g_01105
OG0000374	Prag.g_00037	Prbc.g_01106
OG0000375	Prag.g_00040	Prbc.g_01118
OG0000376	Prag.g_00042	Prbc.g_01120
OG0000377	Prag.g_00045	Prbc.g_01123
OG0000378	Prag.g_00047	Prbc.g_01125
OG0000379	Prag.g_00050	Prbc.g_01128
OG0000380	Prag.g_00060	Prbc.g_00507
OG0000381	Prag.g_00064	Prbc.g_00503
OG0000382	Prag.g_00075	Prbc.g_00492
OG0000383	Prag.g_00077	Prbc.g_00490
OG0000384	Prag.g_00078	Prbc.g_00489
OG0000385	Prag.g_00079	Prbc.g_00488
OG0000386	Prag.g_00080	Prbc.g_00487
OG0000387	Prag.g_00092	Prbc.g_00474
OG0000388	Prag.g_00095	Prbc.g_00470
OG0000389	Prag.g_00099	Prbc.g_00467
OG0000390	Prag.g_00106	Prbc.g_00458
OG0000391	Prag.g_00109	Prbc.g_00454
OG0000392	Prag.g_00113	Prbc.g_00451
OG0000393	Prag.g_00115	Prbc.g_00448
OG0000394	Prag.g_00116	Prbc.g_00447
OG0000395	Prag.g_00117	Prbc.g_00446
OG0000396	Prag.g_00120	Prbc.g_00443
OG0000397	Prag.g_00122	Prbc.g_00441
OG0000398	Prag.g_00124	Prbc.g_00438
OG0000399	Prag.g_00125	Prbc.g_00437
OG0000400	Prag.g_00126	Prbc.g_00436
OG0000401	Prag.g_00127	Prbc.g_00435
OG0000402	Prag.g_00129	Prbc.g_02145
OG0000403	Prag.g_00130	Prbc.g_00434
OG0000404	Prag.g_00131	Prbc.g_00433
OG0000405	Prag.g_00135	Prbc.g_00428
OG0000406	Prag.g_00140	Prbc.g_00424
OG0000407	Prag.g_00141	Prbc.g_00423
OG0000408	Prag.g_00143	Prbc.g_00421
OG0000409	Prag.g_00145	Prbc.g_00419
OG0000410	Prag.g_00146	Prbc.g_00418
OG0000411	Prag.g_00147	Prbc.g_00417
OG0000412	Prag.g_00148	Prbc.g_00416
OG0000413	Prag.g_00149	Prbc.g_00415
OG0000414	Prag.g_00150	Prbc.g_00414
OG0000415	Prag.g_00151	Prbc.g_00413
OG0000416	Prag.g_00152	Prbc.g_00412
OG0000417	Prag.g_00153	Prbc.g_00411
OG0000418	Prag.g_00158	Prbc.g_00406
OG0000419	Prag.g_00160	Prbc.g_00404
OG0000420	Prag.g_00161	Prbc.g_00403
OG0000421	Prag.g_00166	Prbc.g_00399
OG0000422	Prag.g_00167	Prbc.g_00398
OG0000423	Prag.g_00168	Prbc.g_00397
OG0000424	Prag.g_00169	Prbc.g_00396
OG0000425	Prag.g_00170	Prbc.g_00395
OG0000426	Prag.g_00171	Prbc.g_00394
OG0000427	Prag.g_00172	Prbc.g_00393
OG0000428	Prag.g_00174	Prbc.g_00391
OG0000429	Prag.g_00175	Prbc.g_00390
OG0000430	Prag.g_00176	Prbc.g_00389
OG0000431	Prag.g_00178	Prbc.g_00387
OG0000432	Prag.g_00181	Prbc.g_00383
OG0000433	Prag.g_00182	Prbc.g_00382
OG0000434	Prag.g_00183	Prbc.g_00381
OG0000435	Prag.g_00184	Prbc.g_00380
OG0000436	Prag.g_00189	Prbc.g_00375
OG0000437	Prag.g_00190	Prbc.g_00374
OG0000438	Prag.g_00191	Prbc.g_00373
OG0000439	Prag.g_00193	Prbc.g_00371
OG0000440	Prag.g_00194	Prbc.g_00370
OG0000441	Prag.g_00197	Prbc.g_00368
OG0000442	Prag.g_00198	Prbc.g_00367
OG0000443	Prag.g_00199	Prbc.g_00366
OG0000444	Prag.g_00204	Prbc.g_00361
OG0000445	Prag.g_00205	Prbc.g_00360
OG0000446	Prag.g_00206	Prbc.g_00358
OG0000447	Prag.g_00207	Prbc.g_00357
OG0000448	Prag.g_00208	Prbc.g_00356
OG0000449	Prag.g_00209	Prbc.g_00355
OG0000450	Prag.g_00210	Prbc.g_00354
OG0000451	Prag.g_00211	Prbc.g_00353
OG0000452	Prag.g_00214	Prbc.g_00350
OG0000453	Prag.g_00215	Prbc.g_00349
OG0000454	Prag.g_00216	Prbc.g_00348
OG0000455	Prag.g_00217	Prbc.g_00347
OG0000456	Prag.g_00218	Prbc.g_00346
OG0000457	Prag.g_00219	Prbc.g_00345
OG0000458	Prag.g_00220	Prbc.g_00344
OG0000459	Prag.g_00221	Prbc.g_00343
OG0000460	Prag.g_00228	Prbc.g_00335
OG0000461	Prag.g_00235	Prbc.g_01140
OG0000462	Prag.g_00237	Prbc.g_01142
OG0000463	Prag.g_00238	Prbc.g_01143
OG0000464	Prag.g_00239	Prbc.g_01144
OG0000465	Prag.g_00240	Prbc.g_01145
OG0000466	Prag.g_00243	Prbc.g_01146
OG0000467	Prag.g_00244	Prbc.g_01147
OG0000468	Prag.g_00245	Prbc.g_01149
OG0000469	Prag.g_00253	Prbc.g_01156
OG0000470	Prag.g_00255	Prbc.g_01158
OG0000471	Prag.g_00256	Prbc.g_01159
OG0000472	Prag.g_00257	Prbc.g_01160
OG0000473	Prag.g_00259	Prbc.g_01162
OG0000474	Prag.g_00260	Prbc.g_01163
OG0000475	Prag.g_00261	Prbc.g_01164
OG0000476	Prag.g_00262	Prbc.g_01166
OG0000477	Prag.g_00266	Prbc.g_01168
OG0000478	Prag.g_00267	Prbc.g_01169
OG0000479	Prag.g_00268	Prbc.g_01170
OG0000480	Prag.g_00273	Prbc.g_01175
OG0000481	Prag.g_00275	Prbc.g_01177
OG0000482	Prag.g_00276	Prbc.g_01178
OG0000483	Prag.g_00279	Prbc.g_01181
OG0000484	Prag.g_00280	Prbc.g_01182
OG0000485	Prag.g_00281	Prbc.g_01183
OG0000486	Prag.g_00282	Prbc.g_01184
OG0000487	Prag.g_00286	Prbc.g_01187
OG0000488	Prag.g_00289	Prbc.g_01190
OG0000489	Prag.g_00294	Prbc.g_01195
OG0000490	Prag.g_00299	Prbc.g_01200
OG0000491	Prag.g_00300	Prbc.g_01201
OG0000492	Prag.g_00302	Prbc.g_01203
OG0000493	Prag.g_00303	Prbc.g_01204
OG0000494	Prag.g_00304	Prbc.g_01205
OG0000495	Prag.g_00305	Prbc.g_01206
OG0000496	Prag.g_00306	Prbc.g_01207
OG0000497	Prag.g_00307	Prbc.g_01208
OG0000498	Prag.g_00308	Prbc.g_01209
OG0000499	Prag.g_00309	Prbc.g_01210
OG0000500	Prag.g_00310	Prbc.g_01211
OG0000501	Prag.g_00312	Prbc.g_01213
OG0000502	Prag.g_00315	Prbc.g_01216
OG0000503	Prag.g_00329	Prbc.g_01246
OG0000504	Prag.g_00330	Prbc.g_01248
OG0000505	Prag.g_00331	Prbc.g_01249
OG0000506	Prag.g_00333	Prbc.g_01250
OG0000507	Prag.g_00336	Prbc.g_01253
OG0000508	Prag.g_00339	Prbc.g_01256
OG0000509	Prag.g_00341	Prbc.g_01258
OG0000510	Prag.g_00342	Prbc.g_01259
OG0000511	Prag.g_00343	Prbc.g_01260
OG0000512	Prag.g_00345	Prbc.g_01262
OG0000513	Prag.g_00352	Prbc.g_01271
OG0000514	Prag.g_00410	Prbc.g_01492
OG0000515	Prag.g_00411	Prbc.g_01493
OG0000516	Prag.g_00412	Prbc.g_01494
OG0000517	Prag.g_00414	Prbc.g_01496
OG0000518	Prag.g_00425	Prbc.g_01507
OG0000519	Prag.g_00426	Prbc.g_01508
OG0000520	Prag.g_00427	Prbc.g_01509
OG0000521	Prag.g_00432	Prbc.g_01514
OG0000522	Prag.g_00434	Prbc.g_01516
OG0000523	Prag.g_00435	Prbc.g_01517
OG0000524	Prag.g_00440	Prbc.g_01524
OG0000525	Prag.g_00443	Prbc.g_01528
OG0000526	Prag.g_00444	Prbc.g_01529
OG0000527	Prag.g_00452	Prbc.g_01532
OG0000528	Prag.g_00457	Prbc.g_01538
OG0000529	Prag.g_00460	Prbc.g_01541
OG0000530	Prag.g_00463	Prbc.g_01544
OG0000531	Prag.g_00464	Prbc.g_01545
OG0000532	Prag.g_00466	Prbc.g_01546
OG0000533	Prag.g_00467	Prbc.g_01547
OG0000534	Prag.g_00468	Prbc.g_01548
OG0000535	Prag.g_00469	Prbc.g_01549
OG0000536	Prag.g_00470	Prbc.g_01550
OG0000537	Prag.g_00471	Prbc.g_01551
OG0000538	Prag.g_00479	Prbc.g_01580
OG0000539	Prag.g_00480	Prbc.g_01581
OG0000540	Prag.g_00481	Prbc.g_01582
OG0000541	Prag.g_00482	Prbc.g_01583
OG0000542	Prag.g_00484	Prbc.g_01585
OG0000543	Prag.g_00486	Prbc.g_01587
OG0000544	Prag.g_00487	Prbc.g_01588
OG0000545	Prag.g_00489	Prbc.g_01590
OG0000546	Prag.g_00492	Prbc.g_01593
OG0000547	Prag.g_00494	Prbc.g_01595
OG0000548	Prag.g_00495	Prbc.g_01596
OG0000549	Prag.g_00497	Prbc.g_01599
OG0000550	Prag.g_00502	Prbc.g_01603
