Orthogroup	Prag	Syal
OG0000131	Prag.g_00138	Syal.g_00886
OG0000132	Prag.g_00157	Syal.g_00906
OG0000133	Prag.g_00313	Syal.g_01995
OG0000134	Prag.g_00351	Syal.g_00552
OG0000135	Prag.g_00375	Syal.g_01119
OG0000136	Prag.g_00420	Syal.g_00520
OG0000137	Prag.g_00454	Syal.g_00463
OG0000138	Prag.g_00474	Syal.g_02914
OG0000139	Prag.g_00516	Syal.g_02832
OG0000140	Prag.g_00517	Syal.g_02830
OG0000141	Prag.g_00585	Syal.g_02738
OG0000142	Prag.g_00613	Syal.g_02636
OG0000143	Prag.g_00617	Syal.g_02632
OG0000144	Prag.g_00630	Syal.g_02515
OG0000145	Prag.g_00758	Syal.g_02921
OG0000146	Prag.g_00772	Syal.g_02001
OG0000147	Prag.g_00773	Syal.g_02002
OG0000148	Prag.g_00822	Syal.g_02437
OG0000149	Prag.g_00851	Syal.g_02475
OG0000150	Prag.g_00859	Syal.g_02737
OG0000151	Prag.g_00916	Syal.g_02263
OG0000152	Prag.g_00964	Syal.g_01991
OG0000153	Prag.g_00983	Syal.g_01958
OG0000154	Prag.g_01010	Syal.g_01918
OG0000155	Prag.g_01173	Syal.g_01695
OG0000156	Prag.g_01342	Syal.g_01620
OG0000157	Prag.g_01343	Syal.g_01619
OG0000158	Prag.g_01425	Syal.g_01431
OG0000160	Prag.g_01491	Syal.g_00372
OG0000161	Prag.g_01497	Syal.g_00384
OG0000162	Prag.g_01503	Syal.g_00396
OG0000163	Prag.g_01537	Syal.g_02971
OG0000164	Prag.g_01693	Syal.g_00623
OG0000165	Prag.g_01700	Syal.g_00632
OG0000166	Prag.g_01768	Syal.g_00236
OG0000167	Prag.g_01834	Syal.g_01347
OG0000168	Prag.g_01844	Syal.g_01433
OG0000169	Prag.g_01854	Syal.g_01447
OG0000170	Prag.g_01856	Syal.g_01454
OG0000171	Prag.g_01876	Syal.g_01518
OG0000172	Prag.g_01884	Syal.g_00174, Syal.g_00173
OG0000173	Prag.g_01899	Syal.g_00155
OG0000174	Prag.g_01927	Syal.g_01121
OG0000175	Prag.g_01937	Syal.g_01172
OG0000176	Prag.g_00004	Syal.g_00101
OG0000177	Prag.g_00005	Syal.g_00102
OG0000178	Prag.g_00006	Syal.g_00103
OG0000179	Prag.g_00016	Syal.g_00118
OG0000180	Prag.g_00017	Syal.g_00119
OG0000181	Prag.g_00018	Syal.g_00120
OG0000182	Prag.g_00019	Syal.g_00121
OG0000183	Prag.g_00023	Syal.g_00125
OG0000184	Prag.g_00046	Syal.g_02678, Syal.g_01050
OG0000185	Prag.g_00049	Syal.g_01025
OG0000186	Prag.g_00058	Syal.g_02684, Syal.g_00747
OG0000187	Prag.g_00059	Syal.g_02685, Syal.g_00748
OG0000188	Prag.g_00076	Syal.g_00771
OG0000189	Prag.g_00089	Syal.g_00807
OG0000190	Prag.g_00090	Syal.g_01364
OG0000191	Prag.g_00110	Syal.g_00841
OG0000192	Prag.g_00114	Syal.g_00847
OG0000193	Prag.g_00139	Syal.g_00887
OG0000194	Prag.g_00142	Syal.g_00890
OG0000195	Prag.g_00144	Syal.g_00892
OG0000196	Prag.g_00154	Syal.g_00903
OG0000197	Prag.g_00155	Syal.g_00904
OG0000198	Prag.g_00156	Syal.g_00905
OG0000199	Prag.g_00163	Syal.g_00913
OG0000200	Prag.g_00177	Syal.g_00932
OG0000201	Prag.g_00185	Syal.g_00949
OG0000202	Prag.g_00186	Syal.g_00950
OG0000203	Prag.g_00187	Syal.g_00951
OG0000204	Prag.g_00188	Syal.g_00952
OG0000205	Prag.g_00195	Syal.g_00959
OG0000206	Prag.g_00200	Syal.g_00971
OG0000207	Prag.g_00202	Syal.g_00974
OG0000208	Prag.g_00203	Syal.g_00975
OG0000209	Prag.g_00212	Syal.g_01000
OG0000210	Prag.g_00213	Syal.g_01001
OG0000211	Prag.g_00226	Syal.g_00688
OG0000212	Prag.g_00233	Syal.g_00679
OG0000213	Prag.g_00249	Syal.g_01229
OG0000214	Prag.g_00258	Syal.g_01246
OG0000215	Prag.g_00283	Syal.g_01277
OG0000216	Prag.g_00285	Syal.g_01281
OG0000217	Prag.g_00288	Syal.g_01285
OG0000218	Prag.g_00290	Syal.g_01287
OG0000219	Prag.g_00291	Syal.g_01288
OG0000220	Prag.g_00292	Syal.g_01289
OG0000221	Prag.g_00293	Syal.g_01297
OG0000222	Prag.g_00301	Syal.g_01309
OG0000223	Prag.g_00314	Syal.g_01327
OG0000224	Prag.g_00316	Syal.g_01329
OG0000225	Prag.g_00340	Syal.g_00363
OG0000226	Prag.g_00344	Syal.g_00367
OG0000227	Prag.g_00346	Syal.g_00369
OG0000228	Prag.g_00349	Syal.g_00556
OG0000229	Prag.g_00415	Syal.g_00525
OG0000230	Prag.g_00417	Syal.g_00523
OG0000231	Prag.g_00428	Syal.g_00510
OG0000232	Prag.g_00437	Syal.g_00495
OG0000233	Prag.g_00442	Syal.g_00487
OG0000234	Prag.g_00455	Syal.g_00461
OG0000235	Prag.g_00458	Syal.g_02896
OG0000236	Prag.g_00472	Syal.g_02912
OG0000237	Prag.g_00485	Syal.g_02930
OG0000238	Prag.g_00491	Syal.g_02935
OG0000239	Prag.g_00504	Syal.g_02951
OG0000240	Prag.g_00505	Syal.g_02952
OG0000241	Prag.g_00509	Syal.g_02696
OG0000242	Prag.g_00511	Syal.g_02840
OG0000243	Prag.g_00522	Syal.g_02822
OG0000244	Prag.g_00525	Syal.g_02815
OG0000245	Prag.g_00527	Syal.g_02813
OG0000246	Prag.g_00531	Syal.g_02809
OG0000247	Prag.g_00541	Syal.g_02797
OG0000248	Prag.g_00543	Syal.g_02794
OG0000249	Prag.g_00545	Syal.g_02792
OG0000250	Prag.g_00550	Syal.g_02786
OG0000251	Prag.g_00569	Syal.g_02760
OG0000252	Prag.g_00572	Syal.g_02757
OG0000253	Prag.g_00573	Syal.g_02755
OG0000254	Prag.g_00589	Syal.g_02732
OG0000255	Prag.g_00595	Syal.g_02719
OG0000256	Prag.g_00605	Syal.g_02705
OG0000257	Prag.g_00608	Syal.g_02697
OG0000258	Prag.g_00621	Syal.g_02623
OG0000259	Prag.g_00638	Syal.g_02182
OG0000260	Prag.g_00641	Syal.g_02188
OG0000261	Prag.g_00643	Syal.g_02199
OG0000262	Prag.g_00647	Syal.g_02204
OG0000263	Prag.g_00659	Syal.g_01720
OG0000264	Prag.g_00669	Syal.g_01788
OG0000265	Prag.g_00692	Syal.g_02534
OG0000266	Prag.g_00702	Syal.g_02421
OG0000267	Prag.g_00713	Syal.g_02043
OG0000268	Prag.g_00714	Syal.g_02042
OG0000269	Prag.g_00801	Syal.g_02409
OG0000270	Prag.g_00804	Syal.g_02412
OG0000271	Prag.g_00812	Syal.g_01871
OG0000272	Prag.g_00813	Syal.g_01872
OG0000273	Prag.g_00835	Syal.g_02454
OG0000274	Prag.g_00836	Syal.g_02455
OG0000275	Prag.g_00838	Syal.g_02458
OG0000276	Prag.g_00843	Syal.g_02467
OG0000277	Prag.g_00844	Syal.g_02468
OG0000278	Prag.g_00847	Syal.g_02471
OG0000279	Prag.g_00854	Syal.g_02479
OG0000280	Prag.g_00855	Syal.g_02493
OG0000281	Prag.g_00860	Syal.g_02190
OG0000282	Prag.g_00908	Syal.g_02284
OG0000283	Prag.g_00941	Syal.g_02028, Syal.g_02131
OG0000284	Prag.g_00946	Syal.g_02023
OG0000285	Prag.g_00951	Syal.g_02012
OG0000286	Prag.g_00963	Syal.g_01992
OG0000287	Prag.g_00980	Syal.g_01965
OG0000288	Prag.g_01009	Syal.g_01919
OG0000289	Prag.g_01020	Syal.g_01904
OG0000290	Prag.g_01033	Syal.g_01826
OG0000291	Prag.g_01035	Syal.g_01824
OG0000292	Prag.g_01085	Syal.g_00089
OG0000293	Prag.g_01144	Syal.g_01631
OG0000294	Prag.g_01145	Syal.g_01632
OG0000295	Prag.g_01165	Syal.g_01687
OG0000296	Prag.g_01167	Syal.g_01689
OG0000297	Prag.g_01175	Syal.g_01702
OG0000298	Prag.g_01176	Syal.g_01703
OG0000299	Prag.g_01193	Syal.g_01732
OG0000300	Prag.g_01196	Syal.g_01738
OG0000301	Prag.g_01197	Syal.g_01739
OG0000302	Prag.g_01199	Syal.g_01740
OG0000303	Prag.g_01206	Syal.g_01763
OG0000304	Prag.g_01210	Syal.g_01756
OG0000305	Prag.g_01381	Syal.g_01821
OG0000306	Prag.g_01384	Syal.g_02579
OG0000307	Prag.g_01398	Syal.g_02880
OG0000308	Prag.g_01399	Syal.g_02878
OG0000309	Prag.g_01403	Syal.g_02873
OG0000310	Prag.g_01473	Syal.g_01537
OG0000311	Prag.g_01475	Syal.g_00061
OG0000312	Prag.g_01478	Syal.g_00031
OG0000313	Prag.g_01494	Syal.g_00381
OG0000314	Prag.g_01516	Syal.g_00416
OG0000315	Prag.g_01527	Syal.g_00426
OG0000316	Prag.g_01547	Syal.g_02987
OG0000317	Prag.g_01667	Syal.g_00583
OG0000318	Prag.g_01670	Syal.g_00588
OG0000319	Prag.g_01683	Syal.g_00608
OG0000320	Prag.g_01685	Syal.g_00610
OG0000321	Prag.g_01686	Syal.g_00611
OG0000322	Prag.g_01687	Syal.g_00612
OG0000323	Prag.g_01696	Syal.g_00626
OG0000324	Prag.g_01723	Syal.g_00656
OG0000325	Prag.g_01733	Syal.g_00195
OG0000326	Prag.g_01739	Syal.g_00202
OG0000327	Prag.g_01763	Syal.g_00230
OG0000328	Prag.g_01764	Syal.g_00231
OG0000329	Prag.g_01781	Syal.g_00249
OG0000330	Prag.g_01782	Syal.g_00250
OG0000331	Prag.g_01783	Syal.g_00251
OG0000332	Prag.g_01797	Syal.g_00266
OG0000333	Prag.g_01799	Syal.g_00269
OG0000334	Prag.g_01807	Syal.g_00279
OG0000335	Prag.g_01812	Syal.g_00284
OG0000336	Prag.g_01816	Syal.g_00288
OG0000337	Prag.g_01832	Syal.g_01343
OG0000338	Prag.g_01833	Syal.g_01345
OG0000339	Prag.g_01837	Syal.g_01351
OG0000340	Prag.g_01845	Syal.g_01434
OG0000341	Prag.g_01847	Syal.g_01436
OG0000342	Prag.g_01848	Syal.g_01437
OG0000343	Prag.g_01849	Syal.g_01441
OG0000344	Prag.g_01852	Syal.g_01445
OG0000345	Prag.g_01857	Syal.g_01455
OG0000346	Prag.g_01862	Syal.g_01460
OG0000347	Prag.g_01878	Syal.g_01525
OG0000348	Prag.g_01887	Syal.g_00170
OG0000349	Prag.g_01904	Syal.g_00148
OG0000350	Prag.g_01923	Syal.g_00209
OG0000351	Prag.g_01940	Syal.g_01175
OG0000352	Prag.g_01941	Syal.g_01176
OG0000353	Prag.g_01956	Syal.g_00095
OG0000354	Prag.g_01282	Syal.g_00116
OG0000355	Prag.g_00001	Syal.g_00098
OG0000356	Prag.g_00002	Syal.g_00099
OG0000357	Prag.g_00003	Syal.g_00100
OG0000358	Prag.g_00007	Syal.g_00104
OG0000359	Prag.g_00008	Syal.g_00106
OG0000360	Prag.g_00009	Syal.g_00107
OG0000361	Prag.g_00010	Syal.g_00108
OG0000362	Prag.g_00012	Syal.g_00110
OG0000363	Prag.g_00014	Syal.g_00112
OG0000364	Prag.g_00015	Syal.g_00113
OG0000365	Prag.g_00020	Syal.g_00122
OG0000366	Prag.g_00021	Syal.g_00123
OG0000367	Prag.g_00022	Syal.g_00124
OG0000368	Prag.g_00024	Syal.g_00126
OG0000369	Prag.g_00025	Syal.g_00127
OG0000370	Prag.g_00026	Syal.g_00128
OG0000371	Prag.g_00032	Syal.g_00135
OG0000372	Prag.g_00035	Syal.g_00141
OG0000373	Prag.g_00036	Syal.g_00142
OG0000374	Prag.g_00037	Syal.g_00143
OG0000375	Prag.g_00040	Syal.g_00144
OG0000376	Prag.g_00042	Syal.g_00146
OG0000377	Prag.g_00045	Syal.g_01061
OG0000378	Prag.g_00047	Syal.g_01027
OG0000379	Prag.g_00050	Syal.g_02681, Syal.g_01024
OG0000380	Prag.g_00060	Syal.g_00749
OG0000381	Prag.g_00064	Syal.g_00752
OG0000382	Prag.g_00075	Syal.g_00770
OG0000383	Prag.g_00077	Syal.g_00775
OG0000384	Prag.g_00078	Syal.g_00776
OG0000385	Prag.g_00079	Syal.g_00777
OG0000386	Prag.g_00080	Syal.g_00778
OG0000387	Prag.g_00092	Syal.g_00811
OG0000388	Prag.g_00095	Syal.g_00815
OG0000389	Prag.g_00099	Syal.g_00819
OG0000390	Prag.g_00106	Syal.g_00835
OG0000391	Prag.g_00109	Syal.g_00840
OG0000392	Prag.g_00113	Syal.g_00846
OG0000393	Prag.g_00115	Syal.g_00849
OG0000394	Prag.g_00116	Syal.g_00850
OG0000395	Prag.g_00117	Syal.g_00851
OG0000396	Prag.g_00120	Syal.g_00854
OG0000397	Prag.g_00122	Syal.g_00857
OG0000398	Prag.g_00124	Syal.g_00862
OG0000399	Prag.g_00125	Syal.g_00863
OG0000400	Prag.g_00126	Syal.g_00864
OG0000401	Prag.g_00127	Syal.g_00865
OG0000402	Prag.g_00129	Syal.g_00867
OG0000403	Prag.g_00130	Syal.g_00868
OG0000404	Prag.g_00131	Syal.g_00870
OG0000405	Prag.g_00135	Syal.g_00883
OG0000406	Prag.g_00140	Syal.g_00888
OG0000407	Prag.g_00141	Syal.g_00889
OG0000408	Prag.g_00143	Syal.g_00891
OG0000409	Prag.g_00145	Syal.g_00893
OG0000410	Prag.g_00146	Syal.g_00894
OG0000411	Prag.g_00147	Syal.g_00895
OG0000412	Prag.g_00148	Syal.g_00896
OG0000413	Prag.g_00149	Syal.g_00898
OG0000414	Prag.g_00150	Syal.g_00899
OG0000415	Prag.g_00151	Syal.g_00900
OG0000416	Prag.g_00152	Syal.g_00901
OG0000417	Prag.g_00153	Syal.g_00902
OG0000418	Prag.g_00158	Syal.g_00907
OG0000419	Prag.g_00160	Syal.g_00909
OG0000420	Prag.g_00161	Syal.g_00911
OG0000421	Prag.g_00166	Syal.g_00916
OG0000422	Prag.g_00167	Syal.g_00917
OG0000423	Prag.g_00168	Syal.g_00918
OG0000424	Prag.g_00169	Syal.g_00919
OG0000425	Prag.g_00170	Syal.g_00920
OG0000426	Prag.g_00171	Syal.g_00921
OG0000427	Prag.g_00172	Syal.g_00922
OG0000428	Prag.g_00174	Syal.g_00925
OG0000429	Prag.g_00175	Syal.g_00929
OG0000430	Prag.g_00176	Syal.g_00931
OG0000431	Prag.g_00178	Syal.g_00934
OG0000432	Prag.g_00181	Syal.g_00940
OG0000433	Prag.g_00182	Syal.g_00943
OG0000434	Prag.g_00183	Syal.g_00944
OG0000435	Prag.g_00184	Syal.g_00946
OG0000436	Prag.g_00189	Syal.g_00953
OG0000437	Prag.g_00190	Syal.g_00954
OG0000438	Prag.g_00191	Syal.g_00955
OG0000439	Prag.g_00193	Syal.g_00957
OG0000440	Prag.g_00194	Syal.g_00958
OG0000441	Prag.g_00197	Syal.g_00962
OG0000442	Prag.g_00198	Syal.g_00964
OG0000443	Prag.g_00199	Syal.g_00966
OG0000444	Prag.g_00204	Syal.g_00978
OG0000445	Prag.g_00205	Syal.g_00979
OG0000446	Prag.g_00206	Syal.g_00981
OG0000447	Prag.g_00207	Syal.g_00989
OG0000448	Prag.g_00208	Syal.g_00990
OG0000449	Prag.g_00209	Syal.g_00991
OG0000450	Prag.g_00210	Syal.g_00997
OG0000451	Prag.g_00211	Syal.g_00998
OG0000452	Prag.g_00214	Syal.g_01002
OG0000453	Prag.g_00215	Syal.g_01003
OG0000454	Prag.g_00216	Syal.g_01004
OG0000455	Prag.g_00217	Syal.g_01005
OG0000456	Prag.g_00218	Syal.g_01006
OG0000457	Prag.g_00219	Syal.g_01008
OG0000458	Prag.g_00220	Syal.g_01009
OG0000459	Prag.g_00221	Syal.g_01010
OG0000460	Prag.g_00228	Syal.g_00686
OG0000461	Prag.g_00235	Syal.g_01199
OG0000462	Prag.g_00237	Syal.g_01202
OG0000463	Prag.g_00238	Syal.g_01203
OG0000464	Prag.g_00239	Syal.g_01204
OG0000465	Prag.g_00240	Syal.g_01205
OG0000466	Prag.g_00243	Syal.g_01210
OG0000467	Prag.g_00244	Syal.g_01212
OG0000468	Prag.g_00245	Syal.g_01225
OG0000469	Prag.g_00253	Syal.g_01240
OG0000470	Prag.g_00255	Syal.g_01242
OG0000471	Prag.g_00256	Syal.g_01243
OG0000472	Prag.g_00257	Syal.g_01245
OG0000473	Prag.g_00259	Syal.g_01247
OG0000474	Prag.g_00260	Syal.g_01248
OG0000475	Prag.g_00261	Syal.g_01249
OG0000476	Prag.g_00262	Syal.g_01251
OG0000477	Prag.g_00266	Syal.g_01257
OG0000478	Prag.g_00267	Syal.g_01258
OG0000479	Prag.g_00268	Syal.g_01259
OG0000480	Prag.g_00273	Syal.g_01266
OG0000481	Prag.g_00275	Syal.g_01268
OG0000482	Prag.g_00276	Syal.g_01269
OG0000483	Prag.g_00279	Syal.g_01273
OG0000484	Prag.g_00280	Syal.g_01274
OG0000485	Prag.g_00281	Syal.g_01275
OG0000486	Prag.g_00282	Syal.g_01276
OG0000487	Prag.g_00286	Syal.g_01282
OG0000488	Prag.g_00289	Syal.g_01286
OG0000489	Prag.g_00294	Syal.g_01298
OG0000490	Prag.g_00299	Syal.g_01307
OG0000491	Prag.g_00300	Syal.g_01308
OG0000492	Prag.g_00302	Syal.g_01310
OG0000493	Prag.g_00303	Syal.g_01311
OG0000494	Prag.g_00304	Syal.g_01312
OG0000495	Prag.g_00305	Syal.g_01313
OG0000496	Prag.g_00306	Syal.g_01314
OG0000497	Prag.g_00307	Syal.g_01315
OG0000498	Prag.g_00308	Syal.g_01316
OG0000499	Prag.g_00309	Syal.g_01317
OG0000500	Prag.g_00310	Syal.g_01318
OG0000501	Prag.g_00312	Syal.g_01321
OG0000502	Prag.g_00315	Syal.g_01328
OG0000503	Prag.g_00329	Syal.g_00347
OG0000504	Prag.g_00330	Syal.g_00349
OG0000505	Prag.g_00331	Syal.g_00350
OG0000506	Prag.g_00333	Syal.g_00352
OG0000507	Prag.g_00336	Syal.g_00358
OG0000508	Prag.g_00339	Syal.g_00362
OG0000509	Prag.g_00341	Syal.g_00364
OG0000510	Prag.g_00342	Syal.g_00365
OG0000511	Prag.g_00343	Syal.g_00366
OG0000512	Prag.g_00345	Syal.g_00368
OG0000513	Prag.g_00352	Syal.g_00551
OG0000514	Prag.g_00410	Syal.g_00539
OG0000515	Prag.g_00411	Syal.g_00538
OG0000516	Prag.g_00412	Syal.g_00534
OG0000517	Prag.g_00414	Syal.g_00526
OG0000518	Prag.g_00425	Syal.g_00514
OG0000519	Prag.g_00426	Syal.g_00513
OG0000520	Prag.g_00427	Syal.g_00512
OG0000521	Prag.g_00432	Syal.g_00502
OG0000522	Prag.g_00434	Syal.g_00500
OG0000523	Prag.g_00435	Syal.g_00499
OG0000524	Prag.g_00440	Syal.g_00491
OG0000525	Prag.g_00443	Syal.g_00473
OG0000526	Prag.g_00444	Syal.g_00471
OG0000527	Prag.g_00452	Syal.g_00465
OG0000528	Prag.g_00457	Syal.g_02893
OG0000529	Prag.g_00460	Syal.g_02898
OG0000530	Prag.g_00463	Syal.g_02901
OG0000531	Prag.g_00464	Syal.g_02902
OG0000532	Prag.g_00466	Syal.g_02905
OG0000533	Prag.g_00467	Syal.g_02907
OG0000534	Prag.g_00468	Syal.g_02908
OG0000535	Prag.g_00469	Syal.g_02909
OG0000536	Prag.g_00470	Syal.g_02910
OG0000537	Prag.g_00471	Syal.g_02911
OG0000538	Prag.g_00479	Syal.g_02923
OG0000539	Prag.g_00480	Syal.g_02924
OG0000540	Prag.g_00481	Syal.g_02925
OG0000541	Prag.g_00482	Syal.g_02926
OG0000542	Prag.g_00484	Syal.g_02929
OG0000543	Prag.g_00486	Syal.g_02931
OG0000544	Prag.g_00487	Syal.g_02932
OG0000545	Prag.g_00489	Syal.g_02934
OG0000546	Prag.g_00492	Syal.g_02936
OG0000547	Prag.g_00494	Syal.g_02938
OG0000548	Prag.g_00495	Syal.g_02939
OG0000549	Prag.g_00497	Syal.g_02945
OG0000550	Prag.g_00502	Syal.g_02949
OG0000551	Prag.g_00506	Syal.g_02953
OG0000552	Prag.g_00507	Syal.g_02954
OG0000553	Prag.g_00508	Syal.g_02843
OG0000554	Prag.g_00513	Syal.g_02837
OG0000555	Prag.g_00521	Syal.g_02823
OG0000556	Prag.g_00523	Syal.g_02819
OG0000557	Prag.g_00524	Syal.g_02816
OG0000558	Prag.g_00526	Syal.g_02814
OG0000559	Prag.g_00530	Syal.g_02305, Syal.g_02810
OG0000560	Prag.g_00533	Syal.g_02807
OG0000561	Prag.g_00534	Syal.g_02806
OG0000562	Prag.g_00535	Syal.g_02805
OG0000563	Prag.g_00536	Syal.g_02804
OG0000564	Prag.g_00537	Syal.g_02803
OG0000565	Prag.g_00540	Syal.g_02799
OG0000566	Prag.g_00542	Syal.g_02795
OG0000567	Prag.g_00546	Syal.g_02791
OG0000568	Prag.g_00547	Syal.g_02789
OG0000569	Prag.g_00548	Syal.g_02788
OG0000570	Prag.g_00549	Syal.g_02787
OG0000571	Prag.g_00551	Syal.g_02784
OG0000572	Prag.g_00564	Syal.g_02767
OG0000573	Prag.g_00570	Syal.g_02759
OG0000574	Prag.g_00571	Syal.g_02758
OG0000575	Prag.g_00575	Syal.g_02753
OG0000576	Prag.g_00577	Syal.g_02751
OG0000577	Prag.g_00578	Syal.g_02750
OG0000578	Prag.g_00579	Syal.g_02749
OG0000579	Prag.g_00580	Syal.g_02748
OG0000580	Prag.g_00581	Syal.g_02747
OG0000581	Prag.g_00583	Syal.g_02741
OG0000582	Prag.g_00586	Syal.g_02736
