Orthogroup	Prbh	Syal
OG0000139	Prbh.g_00292	Syal.g_02832
OG0000140	Prbh.g_00291	Syal.g_02830
OG0000141	Prbh.g_00222	Syal.g_02738
OG0000142	Prbh.g_01218	Syal.g_02636
OG0000143	Prbh.g_01215	Syal.g_02632
OG0000144	Prbh.g_01201	Syal.g_02515
OG0000145	Prbh.g_01880	Syal.g_02921
OG0000146	Prbh.g_01077	Syal.g_02001
OG0000147	Prbh.g_01076	Syal.g_02002
OG0000148	Prbh.g_00970	Syal.g_02437
OG0000149	Prbh.g_01002	Syal.g_02475
OG0000150	Prbh.g_01012	Syal.g_02737
OG0000151	Prbh.g_00888	Syal.g_02263
OG0000152	Prbh.g_01086	Syal.g_01991
OG0000153	Prbh.g_01104	Syal.g_01958
OG0000154	Prbh.g_01121	Syal.g_01918
OG0000155	Prbh.g_01261	Syal.g_01695
OG0000156	Prbh.g_01362	Syal.g_01620
OG0000157	Prbh.g_01363	Syal.g_01619
OG0000158	Prbh.g_01599	Syal.g_01431
OG0000159	Prbh.g_00722	Syal.g_01400
OG0000160	Prbh.g_00100	Syal.g_00372
OG0000161	Prbh.g_01288, Prbh.g_00106	Syal.g_00384
OG0000162	Prbh.g_00112	Syal.g_00396
OG0000163	Prbh.g_00151	Syal.g_02971
OG0000164	Prbh.g_01758	Syal.g_00623
OG0000165	Prbh.g_01750	Syal.g_00632
OG0000166	Prbh.g_01681	Syal.g_00236
OG0000167	Prbh.g_01609	Syal.g_01347
OG0000168	Prbh.g_01598	Syal.g_01433
OG0000169	Prbh.g_01588	Syal.g_01447
OG0000170	Prbh.g_01585	Syal.g_01454
OG0000171	Prbh.g_01565	Syal.g_01518
OG0000172	Prbh.g_01558	Syal.g_00174, Syal.g_00173
OG0000173	Prbh.g_01543	Syal.g_00155
OG0000174	Prbh.g_01512	Syal.g_01121
OG0000175	Prbh.g_01500	Syal.g_01172
OG0000176	Prbh.g_01472	Syal.g_00101
OG0000177	Prbh.g_01471	Syal.g_00102
OG0000178	Prbh.g_01470	Syal.g_00103
OG0000179	Prbh.g_00764	Syal.g_00118
OG0000180	Prbh.g_00763	Syal.g_00119
OG0000181	Prbh.g_00762	Syal.g_00120
OG0000182	Prbh.g_00761	Syal.g_00121
OG0000183	Prbh.g_00757	Syal.g_00125
OG0000184	Prbh.g_00734	Syal.g_02678, Syal.g_01050
OG0000185	Prbh.g_00731	Syal.g_01025
OG0000186	Prbh.g_00719	Syal.g_02684, Syal.g_00747
OG0000187	Prbh.g_00718	Syal.g_02685, Syal.g_00748
OG0000188	Prbh.g_00701	Syal.g_00771
OG0000189	Prbh.g_00687	Syal.g_00807
OG0000190	Prbh.g_00686	Syal.g_01364
OG0000191	Prbh.g_00664	Syal.g_00841
OG0000192	Prbh.g_00659	Syal.g_00847
OG0000193	Prbh.g_00636	Syal.g_00887
OG0000194	Prbh.g_00633	Syal.g_00890
OG0000195	Prbh.g_00631	Syal.g_00892
OG0000196	Prbh.g_00621	Syal.g_00903
OG0000197	Prbh.g_00620	Syal.g_00904
OG0000198	Prbh.g_00619	Syal.g_00905
OG0000199	Prbh.g_00612	Syal.g_00913
OG0000200	Prbh.g_00599	Syal.g_00932
OG0000201	Prbh.g_00590	Syal.g_00949
OG0000202	Prbh.g_00589	Syal.g_00950
OG0000203	Prbh.g_00588	Syal.g_00951
OG0000204	Prbh.g_00587	Syal.g_00952
OG0000205	Prbh.g_00580	Syal.g_00959
OG0000206	Prbh.g_00575	Syal.g_00971
OG0000207	Prbh.g_00573	Syal.g_00974
OG0000208	Prbh.g_00572	Syal.g_00975
OG0000209	Prbh.g_00563	Syal.g_01000
OG0000210	Prbh.g_00562	Syal.g_01001
OG0000211	Prbh.g_00547	Syal.g_00688
OG0000212	Prbh.g_00539	Syal.g_00679
OG0000213	Prbh.g_00521	Syal.g_01229
OG0000214	Prbh.g_00512	Syal.g_01246
OG0000215	Prbh.g_00485	Syal.g_01277
OG0000216	Prbh.g_00484	Syal.g_01281
OG0000217	Prbh.g_00481	Syal.g_01285
OG0000218	Prbh.g_00479	Syal.g_01287
OG0000219	Prbh.g_00478	Syal.g_01288
OG0000220	Prbh.g_00477	Syal.g_01289
OG0000221	Prbh.g_00476	Syal.g_01297
OG0000222	Prbh.g_00469	Syal.g_01309
OG0000223	Prbh.g_00456	Syal.g_01327
OG0000224	Prbh.g_00454	Syal.g_01329
OG0000225	Prbh.g_00426	Syal.g_00363
OG0000226	Prbh.g_00422	Syal.g_00367
OG0000227	Prbh.g_00420	Syal.g_00369
OG0000228	Prbh.g_00416	Syal.g_00556
OG0000229	Prbh.g_00396	Syal.g_00525
OG0000230	Prbh.g_00394	Syal.g_00523
OG0000231	Prbh.g_00383	Syal.g_00510
OG0000232	Prbh.g_00370	Syal.g_00495
OG0000233	Prbh.g_00365	Syal.g_00487
OG0000234	Prbh.g_00355	Syal.g_00461
OG0000235	Prbh.g_00352	Syal.g_02896
OG0000236	Prbh.g_00338	Syal.g_02912
OG0000237	Prbh.g_00324	Syal.g_02930
OG0000238	Prbh.g_00318	Syal.g_02935
OG0000239	Prbh.g_00305	Syal.g_02951
OG0000240	Prbh.g_00304	Syal.g_02952
OG0000241	Prbh.g_00299	Syal.g_02696
OG0000242	Prbh.g_00297	Syal.g_02840
OG0000243	Prbh.g_00287	Syal.g_02822
OG0000244	Prbh.g_00284	Syal.g_02815
OG0000245	Prbh.g_00282	Syal.g_02813
OG0000246	Prbh.g_00278	Syal.g_02809
OG0000247	Prbh.g_00267	Syal.g_02797
OG0000248	Prbh.g_00264	Syal.g_02794
OG0000249	Prbh.g_00262	Syal.g_02792
OG0000250	Prbh.g_00257	Syal.g_02786
OG0000251	Prbh.g_00239	Syal.g_02760
OG0000252	Prbh.g_00236	Syal.g_02757
OG0000253	Prbh.g_00235	Syal.g_02755
OG0000254	Prbh.g_00218	Syal.g_02732
OG0000255	Prbh.g_00212	Syal.g_02719
OG0000256	Prbh.g_01455	Syal.g_02705
OG0000257	Prbh.g_01223	Syal.g_02697
OG0000258	Prbh.g_01210	Syal.g_02623
OG0000259	Prbh.g_01193	Syal.g_02182
OG0000260	Prbh.g_01190	Syal.g_02188
OG0000261	Prbh.g_01187	Syal.g_02199
OG0000262	Prbh.g_01182	Syal.g_02204
OG0000263	Prbh.g_00915	Syal.g_01720
OG0000264	Prbh.g_00926	Syal.g_01788
OG0000265	Prbh.g_00945	Syal.g_02534
OG0000266	Prbh.g_01163	Syal.g_02421
OG0000267	Prbh.g_01150	Syal.g_02043
OG0000268	Prbh.g_01149	Syal.g_02042
OG0000269	Prbh.g_00948	Syal.g_02409
OG0000270	Prbh.g_00951	Syal.g_02412
OG0000271	Prbh.g_00959	Syal.g_01871
OG0000272	Prbh.g_00960	Syal.g_01872
OG0000273	Prbh.g_00983	Syal.g_02454
OG0000274	Prbh.g_00984	Syal.g_02455
OG0000275	Prbh.g_00987	Syal.g_02458
OG0000276	Prbh.g_00993	Syal.g_02467
OG0000277	Prbh.g_00994	Syal.g_02468
OG0000278	Prbh.g_00997	Syal.g_02471
OG0000279	Prbh.g_01005	Syal.g_02479
OG0000280	Prbh.g_01006	Syal.g_02493
OG0000281	Prbh.g_01013	Syal.g_02190
OG0000282	Prbh.g_00880	Syal.g_02284
OG0000283	Prbh.g_01059	Syal.g_02028, Syal.g_02131
OG0000284	Prbh.g_01064	Syal.g_02023
OG0000285	Prbh.g_01069	Syal.g_02012
OG0000286	Prbh.g_01085	Syal.g_01992
OG0000287	Prbh.g_01342	Syal.g_01965
OG0000288	Prbh.g_01120	Syal.g_01919
OG0000289	Prbh.g_01135	Syal.g_01904
OG0000290	Prbh.g_01034	Syal.g_01826
OG0000291	Prbh.g_01032	Syal.g_01824
OG0000292	Prbh.g_01328	Syal.g_00089
OG0000293	Prbh.g_01293	Syal.g_01631
OG0000294	Prbh.g_01292	Syal.g_01632
OG0000295	Prbh.g_01268	Syal.g_01687
OG0000296	Prbh.g_01266	Syal.g_01689
OG0000297	Prbh.g_01257	Syal.g_01702
OG0000298	Prbh.g_01256	Syal.g_01703
OG0000299	Prbh.g_01237	Syal.g_01732
OG0000300	Prbh.g_01234	Syal.g_01738
OG0000301	Prbh.g_01233	Syal.g_01739
OG0000302	Prbh.g_01231	Syal.g_01740
OG0000303	Prbh.g_01225	Syal.g_01763
OG0000304	Prbh.g_01450	Syal.g_01756
OG0000305	Prbh.g_01326	Syal.g_01821
OG0000306	Prbh.g_01017	Syal.g_02579
OG0000307	Prbh.g_00019	Syal.g_02880
OG0000308	Prbh.g_00020	Syal.g_02878
OG0000309	Prbh.g_00024	Syal.g_02873
OG0000310	Prbh.g_00082	Syal.g_01537
OG0000311	Prbh.g_00084	Syal.g_00061
OG0000312	Prbh.g_00087	Syal.g_00031
OG0000313	Prbh.g_00103	Syal.g_00381
OG0000314	Prbh.g_00126	Syal.g_00416
OG0000315	Prbh.g_00136	Syal.g_00426
OG0000316	Prbh.g_00162	Syal.g_02987
OG0000317	Prbh.g_01785	Syal.g_00583
OG0000318	Prbh.g_01781	Syal.g_00588
OG0000319	Prbh.g_01768	Syal.g_00608
OG0000320	Prbh.g_01766	Syal.g_00610
OG0000321	Prbh.g_01765	Syal.g_00611
OG0000322	Prbh.g_01764	Syal.g_00612
OG0000323	Prbh.g_01755	Syal.g_00626
OG0000324	Prbh.g_01727	Syal.g_00656
OG0000325	Prbh.g_01717	Syal.g_00195
OG0000326	Prbh.g_01710	Syal.g_00202
OG0000327	Prbh.g_01686	Syal.g_00230
OG0000328	Prbh.g_01685	Syal.g_00231
OG0000329	Prbh.g_01668	Syal.g_00249
OG0000330	Prbh.g_01667	Syal.g_00250
OG0000331	Prbh.g_01666	Syal.g_00251
OG0000332	Prbh.g_01652	Syal.g_00266
OG0000333	Prbh.g_01650	Syal.g_00269
OG0000334	Prbh.g_01641	Syal.g_00279
OG0000335	Prbh.g_01636	Syal.g_00284
OG0000336	Prbh.g_01632	Syal.g_00288
OG0000337	Prbh.g_01613	Syal.g_01343
OG0000338	Prbh.g_01612	Syal.g_01345
OG0000339	Prbh.g_01606	Syal.g_01351
OG0000340	Prbh.g_01597	Syal.g_01434
OG0000341	Prbh.g_01595	Syal.g_01436
OG0000342	Prbh.g_01594	Syal.g_01437
OG0000343	Prbh.g_01593	Syal.g_01441
OG0000344	Prbh.g_01590	Syal.g_01445
OG0000345	Prbh.g_01584	Syal.g_01455
OG0000346	Prbh.g_01580	Syal.g_01460
OG0000347	Prbh.g_01563	Syal.g_01525
OG0000348	Prbh.g_01555	Syal.g_00170
OG0000349	Prbh.g_01537	Syal.g_00148
OG0000350	Prbh.g_01516	Syal.g_00209
OG0000351	Prbh.g_01497	Syal.g_01175
OG0000352	Prbh.g_01496	Syal.g_01176
OG0000353	Prbh.g_01477	Syal.g_00095
OG0000355	Prbh.g_01475	Syal.g_00098
OG0000356	Prbh.g_01474	Syal.g_00099
OG0000357	Prbh.g_01473	Syal.g_00100
OG0000358	Prbh.g_01469	Syal.g_00104
OG0000359	Prbh.g_01468	Syal.g_00106
OG0000360	Prbh.g_01467	Syal.g_00107
OG0000361	Prbh.g_01466	Syal.g_00108
OG0000362	Prbh.g_01952	Syal.g_00110
OG0000363	Prbh.g_00766	Syal.g_00112
OG0000364	Prbh.g_00765	Syal.g_00113
OG0000365	Prbh.g_00760	Syal.g_00122
OG0000366	Prbh.g_00759	Syal.g_00123
OG0000367	Prbh.g_00758	Syal.g_00124
OG0000368	Prbh.g_00756	Syal.g_00126
OG0000369	Prbh.g_00755	Syal.g_00127
OG0000370	Prbh.g_00754	Syal.g_00128
OG0000371	Prbh.g_00748	Syal.g_00135
OG0000372	Prbh.g_00746	Syal.g_00141
OG0000373	Prbh.g_00745	Syal.g_00142
OG0000374	Prbh.g_00744	Syal.g_00143
OG0000375	Prbh.g_00743	Syal.g_00144
OG0000376	Prbh.g_00741	Syal.g_00146
OG0000377	Prbh.g_00737	Syal.g_01061
OG0000378	Prbh.g_00733	Syal.g_01027
OG0000379	Prbh.g_00730	Syal.g_02681, Syal.g_01024
OG0000380	Prbh.g_00717	Syal.g_00749
OG0000381	Prbh.g_00712	Syal.g_00752
OG0000382	Prbh.g_00702	Syal.g_00770
OG0000383	Prbh.g_00700	Syal.g_00775
OG0000384	Prbh.g_00699	Syal.g_00776
OG0000385	Prbh.g_00698	Syal.g_00777
OG0000386	Prbh.g_00697	Syal.g_00778
OG0000387	Prbh.g_00684	Syal.g_00811
OG0000388	Prbh.g_00680	Syal.g_00815
OG0000389	Prbh.g_00677	Syal.g_00819
OG0000390	Prbh.g_00668	Syal.g_00835
OG0000391	Prbh.g_00665	Syal.g_00840
OG0000392	Prbh.g_00661	Syal.g_00846
OG0000393	Prbh.g_00658	Syal.g_00849
OG0000394	Prbh.g_00657	Syal.g_00850
OG0000395	Prbh.g_00656	Syal.g_00851
OG0000396	Prbh.g_00654	Syal.g_00854
OG0000397	Prbh.g_00652	Syal.g_00857
OG0000398	Prbh.g_00649	Syal.g_00862
OG0000399	Prbh.g_00648	Syal.g_00863
OG0000400	Prbh.g_00647	Syal.g_00864
OG0000401	Prbh.g_00646	Syal.g_00865
OG0000402	Prbh.g_01144	Syal.g_00867
OG0000403	Prbh.g_00644	Syal.g_00868
OG0000404	Prbh.g_00643	Syal.g_00870
OG0000405	Prbh.g_00639	Syal.g_00883
OG0000406	Prbh.g_00635	Syal.g_00888
OG0000407	Prbh.g_00634	Syal.g_00889
OG0000408	Prbh.g_00632	Syal.g_00891
OG0000409	Prbh.g_00630	Syal.g_00893
OG0000410	Prbh.g_00629	Syal.g_00894
OG0000411	Prbh.g_00628	Syal.g_00895
OG0000412	Prbh.g_00627	Syal.g_00896
OG0000413	Prbh.g_00626	Syal.g_00898
OG0000414	Prbh.g_00625	Syal.g_00899
OG0000415	Prbh.g_00624	Syal.g_00900
OG0000416	Prbh.g_00623	Syal.g_00901
OG0000417	Prbh.g_00622	Syal.g_00902
OG0000418	Prbh.g_00617	Syal.g_00907
OG0000419	Prbh.g_00615	Syal.g_00909
OG0000420	Prbh.g_00614	Syal.g_00911
OG0000421	Prbh.g_00610	Syal.g_00916
OG0000422	Prbh.g_00609	Syal.g_00917
OG0000423	Prbh.g_00608	Syal.g_00918
OG0000424	Prbh.g_00607	Syal.g_00919
OG0000425	Prbh.g_00606	Syal.g_00920
OG0000426	Prbh.g_00605	Syal.g_00921
OG0000427	Prbh.g_00604	Syal.g_00922
OG0000428	Prbh.g_00602	Syal.g_00925
OG0000429	Prbh.g_00601	Syal.g_00929
OG0000430	Prbh.g_00600	Syal.g_00931
OG0000431	Prbh.g_00598	Syal.g_00934
OG0000432	Prbh.g_00594	Syal.g_00940
OG0000433	Prbh.g_00593	Syal.g_00943
OG0000434	Prbh.g_00592	Syal.g_00944
OG0000435	Prbh.g_00591	Syal.g_00946
OG0000436	Prbh.g_00586	Syal.g_00953
OG0000437	Prbh.g_00585	Syal.g_00954
OG0000438	Prbh.g_00584	Syal.g_00955
OG0000439	Prbh.g_00582	Syal.g_00957
OG0000440	Prbh.g_00581	Syal.g_00958
OG0000441	Prbh.g_00578	Syal.g_00962
OG0000442	Prbh.g_00577	Syal.g_00964
OG0000443	Prbh.g_00576	Syal.g_00966
OG0000444	Prbh.g_00571	Syal.g_00978
OG0000445	Prbh.g_00570	Syal.g_00979
OG0000446	Prbh.g_00569	Syal.g_00981
OG0000447	Prbh.g_00568	Syal.g_00989
OG0000448	Prbh.g_00567	Syal.g_00990
OG0000449	Prbh.g_00566	Syal.g_00991
OG0000450	Prbh.g_00565	Syal.g_00997
OG0000451	Prbh.g_00564	Syal.g_00998
OG0000452	Prbh.g_00561	Syal.g_01002
OG0000453	Prbh.g_00560	Syal.g_01003
OG0000454	Prbh.g_00559	Syal.g_01004
OG0000455	Prbh.g_00558	Syal.g_01005
OG0000456	Prbh.g_00557	Syal.g_01006
OG0000457	Prbh.g_00555	Syal.g_01008
OG0000458	Prbh.g_00554	Syal.g_01009
OG0000459	Prbh.g_00553	Syal.g_01010
OG0000460	Prbh.g_00545	Syal.g_00686
OG0000461	Prbh.g_00537	Syal.g_01199
OG0000462	Prbh.g_00535	Syal.g_01202
OG0000463	Prbh.g_00534	Syal.g_01203
OG0000464	Prbh.g_00533	Syal.g_01204
OG0000465	Prbh.g_00532	Syal.g_01205
OG0000466	Prbh.g_00529	Syal.g_01210
OG0000467	Prbh.g_00528	Syal.g_01212
OG0000468	Prbh.g_00525	Syal.g_01225
OG0000469	Prbh.g_00517	Syal.g_01240
OG0000470	Prbh.g_00515	Syal.g_01242
OG0000471	Prbh.g_00514	Syal.g_01243
OG0000472	Prbh.g_00513	Syal.g_01245
OG0000473	Prbh.g_00511	Syal.g_01247
OG0000474	Prbh.g_00510	Syal.g_01248
OG0000475	Prbh.g_00509	Syal.g_01249
OG0000476	Prbh.g_00507	Syal.g_01251
OG0000477	Prbh.g_00504	Syal.g_01257
OG0000478	Prbh.g_00503	Syal.g_01258
OG0000479	Prbh.g_00502	Syal.g_01259
OG0000480	Prbh.g_00497	Syal.g_01266
OG0000481	Prbh.g_00494	Syal.g_01268
OG0000482	Prbh.g_00493	Syal.g_01269
OG0000483	Prbh.g_00490	Syal.g_01273
OG0000484	Prbh.g_00489	Syal.g_01274
OG0000485	Prbh.g_00487	Syal.g_01275
OG0000486	Prbh.g_00486	Syal.g_01276
OG0000487	Prbh.g_00483	Syal.g_01282
OG0000488	Prbh.g_00480	Syal.g_01286
OG0000489	Prbh.g_00475	Syal.g_01298
OG0000490	Prbh.g_00471	Syal.g_01307
OG0000491	Prbh.g_00470	Syal.g_01308
OG0000492	Prbh.g_00468	Syal.g_01310
OG0000493	Prbh.g_00467	Syal.g_01311
OG0000494	Prbh.g_00466	Syal.g_01312
OG0000495	Prbh.g_00465	Syal.g_01313
OG0000496	Prbh.g_00464	Syal.g_01314
OG0000497	Prbh.g_00463	Syal.g_01315
OG0000498	Prbh.g_00462	Syal.g_01316
OG0000499	Prbh.g_00461	Syal.g_01317
OG0000500	Prbh.g_00460	Syal.g_01318
OG0000501	Prbh.g_00458	Syal.g_01321
OG0000502	Prbh.g_00455	Syal.g_01328
OG0000503	Prbh.g_00439	Syal.g_00347
OG0000504	Prbh.g_00437	Syal.g_00349
OG0000505	Prbh.g_00436	Syal.g_00350
OG0000506	Prbh.g_00435	Syal.g_00352
OG0000507	Prbh.g_00431	Syal.g_00358
OG0000508	Prbh.g_00427	Syal.g_00362
OG0000509	Prbh.g_00425	Syal.g_00364
OG0000510	Prbh.g_00424	Syal.g_00365
OG0000511	Prbh.g_00423	Syal.g_00366
OG0000512	Prbh.g_00421	Syal.g_00368
OG0000513	Prbh.g_00412	Syal.g_00551
OG0000514	Prbh.g_00401	Syal.g_00539
OG0000515	Prbh.g_00400	Syal.g_00538
OG0000516	Prbh.g_00399	Syal.g_00534
OG0000517	Prbh.g_00397	Syal.g_00526
OG0000518	Prbh.g_00386	Syal.g_00514
OG0000519	Prbh.g_00385	Syal.g_00513
OG0000520	Prbh.g_00384	Syal.g_00512
OG0000521	Prbh.g_00374	Syal.g_00502
OG0000522	Prbh.g_00372	Syal.g_00500
OG0000523	Prbh.g_00371	Syal.g_00499
OG0000524	Prbh.g_00367	Syal.g_00491
OG0000525	Prbh.g_00363	Syal.g_00473
OG0000526	Prbh.g_00361	Syal.g_00471
OG0000527	Prbh.g_00358	Syal.g_00465
OG0000528	Prbh.g_00353	Syal.g_02893
OG0000529	Prbh.g_00350	Syal.g_02898
OG0000530	Prbh.g_00347	Syal.g_02901
OG0000531	Prbh.g_00346	Syal.g_02902
OG0000532	Prbh.g_00344	Syal.g_02905
OG0000533	Prbh.g_00343	Syal.g_02907
OG0000534	Prbh.g_00342	Syal.g_02908
OG0000535	Prbh.g_00341	Syal.g_02909
OG0000536	Prbh.g_00340	Syal.g_02910
OG0000537	Prbh.g_00339	Syal.g_02911
OG0000538	Prbh.g_00329	Syal.g_02923
OG0000539	Prbh.g_00328	Syal.g_02924
OG0000540	Prbh.g_00327	Syal.g_02925
OG0000541	Prbh.g_00326	Syal.g_02926
OG0000542	Prbh.g_00325	Syal.g_02929
OG0000543	Prbh.g_00323	Syal.g_02931
OG0000544	Prbh.g_00322	Syal.g_02932
OG0000545	Prbh.g_00320	Syal.g_02934
OG0000546	Prbh.g_00317	Syal.g_02936
OG0000547	Prbh.g_00315	Syal.g_02938
OG0000548	Prbh.g_00314	Syal.g_02939
OG0000549	Prbh.g_00311	Syal.g_02945
OG0000550	Prbh.g_00306	Syal.g_02949
OG0000551	Prbh.g_00303	Syal.g_02953
OG0000552	Prbh.g_00302	Syal.g_02954
OG0000553	Prbh.g_00301	Syal.g_02843
OG0000554	Prbh.g_00295	Syal.g_02837
OG0000555	Prbh.g_00288	Syal.g_02823
OG0000556	Prbh.g_00286	Syal.g_02819
