Orthogroup	Prbh	Pras
OG0000047	Prbh.g_00408	Pras.g_01263
OG0000048	Prbh.g_00508	Pras.g_01227
OG0000053	Prbh.g_00120, Prbh.g_01834	Pras.g_00886, Pras.g_00370
OG0000054	Prbh.g_00223	Pras.g_01482
OG0000055	Prbh.g_01332, Prbh.g_01797	Pras.g_01682
OG0000056	Prbh.g_01803, Prbh.g_01417, Prbh.g_01418	Pras.g_00881
OG0000057	Prbh.g_00936	Pras.g_01574
OG0000058	Prbh.g_00030	Pras.g_00291
OG0000059	Prbh.g_01695	Pras.g_00637
OG0000061	Prbh.g_01283	Pras.g_00056
OG0000062	Prbh.g_00184	Pras.g_00431
OG0000065	Prbh.g_00676	Pras.g_00958
OG0000066	Prbh.g_01856	Pras.g_01416
OG0000067	Prbh.g_00953	Pras.g_01701, Pras.g_00311
OG0000068	Prbh.g_00009	Pras.g_00250
OG0000069	Prbh.g_00376	Pras.g_00538, Pras.g_00464
OG0000070	Prbh.g_00382	Pras.g_01328
OG0000071	Prbh.g_01373	Pras.g_00209
OG0000072	Prbh.g_00611	Pras.g_01022
OG0000073	Prbh.g_00051, Prbh.g_00330	Pras.g_01377
OG0000074	Prbh.g_00916, Prbh.g_00859, Prbh.g_00828	Pras.g_01558
OG0000075	Prbh.g_01607	Pras.g_00719
OG0000076	Prbh.g_01581	Pras.g_00883, Pras.g_00743
OG0000077	Prbh.g_00704	Pras.g_00929
OG0000078	Prbh.g_00540	Pras.g_01091
OG0000079	Prbh.g_00527	Pras.g_01104
OG0000080	Prbh.g_00069	Pras.g_00279, Pras.g_00277
OG0000081	Prbh.g_00298	Pras.g_01408
OG0000082	Prbh.g_01855	Pras.g_01462
OG0000084	Prbh.g_00093	Pras.g_00346
OG0000085	Prbh.g_01408	Pras.g_00543
OG0000086	Prbh.g_00695	Pras.g_00939
OG0000087	Prbh.g_00642	Pras.g_00990
OG0000088	Prbh.g_00616	Pras.g_01017
OG0000089	Prbh.g_00415	Pras.g_01209
OG0000090	Prbh.g_00296	Pras.g_01410
OG0000091	Prbh.g_01211	Pras.g_01518
OG0000092	Prbh.g_00883	Pras.g_01806
OG0000093	Prbh.g_01181	Pras.g_01827
OG0000094	Prbh.g_01130	Pras.g_01915
OG0000095	Prbh.g_01031	Pras.g_01934
OG0000096	Prbh.g_01909, Prbh.g_01948	Pras.g_00004, Pras.g_00163
OG0000097	Prbh.g_01236	Pras.g_00098
OG0000098	Prbh.g_01935	Pras.g_00232
OG0000099	Prbh.g_00032	Pras.g_00294
OG0000100	Prbh.g_00179	Pras.g_00427
OG0000101	Prbh.g_01644	Pras.g_00687
OG0000102	Prbh.g_01576	Pras.g_00748
OG0000103	Prbh.g_01489	Pras.g_00829
OG0000104	Prbh.g_01480	Pras.g_00838
OG0000105	Prbh.g_00505	Pras.g_01126
OG0000106	Prbh.g_00821	Pras.g_01223
OG0000107	Prbh.g_01718	Pras.g_01239
OG0000108	Prbh.g_00351	Pras.g_01358
OG0000109	Prbh.g_00337	Pras.g_01372
OG0000110	Prbh.g_00254	Pras.g_01451
OG0000111	Prbh.g_00937	Pras.g_01575
OG0000112	Prbh.g_01078	Pras.g_01665
OG0000113	Prbh.g_00976	Pras.g_01723
OG0000114	Prbh.g_00878	Pras.g_01801
OG0000115	Prbh.g_01344	Pras.g_01994
OG0000116	Prbh.g_01294	Pras.g_00046
OG0000117	Prbh.g_01255	Pras.g_00150
OG0000118	Prbh.g_01385	Pras.g_00221, Pras.g_00222
OG0000119	Prbh.g_01333, Prbh.g_00194	Pras.g_00246
OG0000120	Prbh.g_00031	Pras.g_00273, Pras.g_00272, Pras.g_00271
OG0000121	Prbh.g_00101	Pras.g_00352
OG0000122	Prbh.g_01347, Prbh.g_00143	Pras.g_00391
OG0000123	Prbh.g_01637	Pras.g_00694
OG0000124	Prbh.g_01564	Pras.g_00759
OG0000125	Prbh.g_01528	Pras.g_00797
OG0000126	Prbh.g_01481	Pras.g_00837
OG0000128	Prbh.g_01953	Pras.g_00853
OG0000129	Prbh.g_00738	Pras.g_00897
OG0000130	Prbh.g_00713	Pras.g_00921
OG0000131	Prbh.g_00637	Pras.g_00996
OG0000132	Prbh.g_00618	Pras.g_01015
OG0000133	Prbh.g_00457	Pras.g_01174
OG0000134	Prbh.g_00413	Pras.g_01210
OG0000135	Prbh.g_01825	Pras.g_01236
OG0000136	Prbh.g_00391	Pras.g_01319
OG0000137	Prbh.g_00356	Pras.g_01353
OG0000138	Prbh.g_00336	Pras.g_01373
OG0000139	Prbh.g_00292	Pras.g_01414
OG0000140	Prbh.g_00291	Pras.g_01415
OG0000141	Prbh.g_00222	Pras.g_01483
OG0000142	Prbh.g_01218	Pras.g_01511
OG0000143	Prbh.g_01215	Pras.g_01515
OG0000144	Prbh.g_01201	Pras.g_01528
OG0000145	Prbh.g_01880	Pras.g_01664
OG0000146	Prbh.g_01077	Pras.g_01666
OG0000147	Prbh.g_01076	Pras.g_01667
OG0000148	Prbh.g_00970	Pras.g_01717
OG0000149	Prbh.g_01002	Pras.g_01747
OG0000150	Prbh.g_01012	Pras.g_01755
OG0000151	Prbh.g_00888	Pras.g_01811
OG0000152	Prbh.g_01086	Pras.g_01859
OG0000153	Prbh.g_01104	Pras.g_01878
OG0000154	Prbh.g_01121	Pras.g_01908
OG0000155	Prbh.g_01261	Pras.g_00076
OG0000156	Prbh.g_01362	Pras.g_00197
OG0000157	Prbh.g_01363	Pras.g_00198
OG0000158	Prbh.g_01599	Pras.g_00289
OG0000160	Prbh.g_00100	Pras.g_00351
OG0000161	Prbh.g_01288, Prbh.g_00106	Pras.g_00357
OG0000162	Prbh.g_00112	Pras.g_00363
OG0000163	Prbh.g_00151	Pras.g_00399
OG0000164	Prbh.g_01758	Pras.g_00574
OG0000165	Prbh.g_01750	Pras.g_00581
OG0000166	Prbh.g_01681	Pras.g_00651
OG0000167	Prbh.g_01609	Pras.g_00717
OG0000168	Prbh.g_01598	Pras.g_00727
OG0000169	Prbh.g_01588	Pras.g_00737
OG0000170	Prbh.g_01585	Pras.g_00739
OG0000171	Prbh.g_01565	Pras.g_00758
OG0000172	Prbh.g_01558	Pras.g_00768
OG0000173	Prbh.g_01543	Pras.g_00783
OG0000174	Prbh.g_01512	Pras.g_00811, Pras.g_00810
OG0000175	Prbh.g_01500	Pras.g_00821
OG0000176	Prbh.g_01472	Pras.g_00846
OG0000177	Prbh.g_01471	Pras.g_00847
OG0000178	Prbh.g_01470	Pras.g_00848
OG0000179	Prbh.g_00764	Pras.g_00858
OG0000180	Prbh.g_00763	Pras.g_00859
OG0000181	Prbh.g_00762	Pras.g_00860
OG0000182	Prbh.g_00761	Pras.g_00861
OG0000183	Prbh.g_00757	Pras.g_00865
OG0000184	Prbh.g_00734	Pras.g_00899
OG0000185	Prbh.g_00731	Pras.g_00902
OG0000186	Prbh.g_00719	Pras.g_00916
OG0000187	Prbh.g_00718	Pras.g_00917
OG0000188	Prbh.g_00701	Pras.g_00933
OG0000189	Prbh.g_00687	Pras.g_00947
OG0000190	Prbh.g_00686	Pras.g_00948
OG0000191	Prbh.g_00664	Pras.g_00968
OG0000192	Prbh.g_00659	Pras.g_00972
OG0000193	Prbh.g_00636	Pras.g_00997
OG0000194	Prbh.g_00633	Pras.g_01000
OG0000195	Prbh.g_00631	Pras.g_01002
OG0000196	Prbh.g_00621	Pras.g_01012
OG0000197	Prbh.g_00620	Pras.g_01013
OG0000198	Prbh.g_00619	Pras.g_01014
OG0000199	Prbh.g_00612	Pras.g_01021
OG0000200	Prbh.g_00599	Pras.g_01035
OG0000201	Prbh.g_00590	Pras.g_01043
OG0000202	Prbh.g_00589	Pras.g_01044
OG0000203	Prbh.g_00588	Pras.g_01045
OG0000204	Prbh.g_00587	Pras.g_01046
OG0000205	Prbh.g_00580	Pras.g_01053
OG0000206	Prbh.g_00575	Pras.g_01058, Pras.g_01059
OG0000207	Prbh.g_00573	Pras.g_01061
OG0000208	Prbh.g_00572	Pras.g_01062
OG0000209	Prbh.g_00563	Pras.g_01071
OG0000210	Prbh.g_00562	Pras.g_01072
OG0000211	Prbh.g_00547	Pras.g_01085
OG0000212	Prbh.g_00539	Pras.g_01092
OG0000213	Prbh.g_00521	Pras.g_01109
OG0000214	Prbh.g_00512	Pras.g_01119
OG0000215	Prbh.g_00485	Pras.g_01144
OG0000216	Prbh.g_00484	Pras.g_01145
OG0000217	Prbh.g_00481	Pras.g_01148
OG0000218	Prbh.g_00479	Pras.g_01150
OG0000219	Prbh.g_00478	Pras.g_01151
OG0000220	Prbh.g_00477	Pras.g_01152
OG0000221	Prbh.g_00476	Pras.g_01153
OG0000222	Prbh.g_00469	Pras.g_01162
OG0000223	Prbh.g_00456	Pras.g_01175
OG0000224	Prbh.g_00454	Pras.g_01177
OG0000225	Prbh.g_00426	Pras.g_01199
OG0000226	Prbh.g_00422	Pras.g_01203
OG0000227	Prbh.g_00420	Pras.g_01205
OG0000228	Prbh.g_00416	Pras.g_01208
OG0000229	Prbh.g_00396	Pras.g_01314
OG0000230	Prbh.g_00394	Pras.g_01316
OG0000231	Prbh.g_00383	Pras.g_01327
OG0000232	Prbh.g_00370	Pras.g_01335
OG0000233	Prbh.g_00365	Pras.g_01341
OG0000234	Prbh.g_00355	Pras.g_01354
OG0000235	Prbh.g_00352	Pras.g_01357
OG0000236	Prbh.g_00338	Pras.g_01371
OG0000237	Prbh.g_00324	Pras.g_01384
OG0000238	Prbh.g_00318	Pras.g_01390
OG0000239	Prbh.g_00305	Pras.g_01402
OG0000240	Prbh.g_00304	Pras.g_01403
OG0000241	Prbh.g_00299	Pras.g_01407
OG0000242	Prbh.g_00297	Pras.g_01409
OG0000243	Prbh.g_00287	Pras.g_01420
OG0000244	Prbh.g_00284	Pras.g_01423
OG0000245	Prbh.g_00282	Pras.g_01425
OG0000246	Prbh.g_00278	Pras.g_01429
OG0000247	Prbh.g_00267	Pras.g_01439
OG0000248	Prbh.g_00264	Pras.g_01441
OG0000249	Prbh.g_00262	Pras.g_01443
OG0000250	Prbh.g_00257	Pras.g_01448
OG0000251	Prbh.g_00239	Pras.g_01467
OG0000252	Prbh.g_00236	Pras.g_01470
OG0000253	Prbh.g_00235	Pras.g_01471
OG0000254	Prbh.g_00218	Pras.g_01487
OG0000255	Prbh.g_00212	Pras.g_01493
OG0000256	Prbh.g_01455	Pras.g_01503
OG0000257	Prbh.g_01223	Pras.g_01506
OG0000258	Prbh.g_01210	Pras.g_01519
OG0000259	Prbh.g_01193	Pras.g_01536
OG0000260	Prbh.g_01190	Pras.g_01539
OG0000261	Prbh.g_01187	Pras.g_01541
OG0000262	Prbh.g_01182	Pras.g_00327, Pras.g_01545
OG0000263	Prbh.g_00915	Pras.g_01557
OG0000264	Prbh.g_00926	Pras.g_01567
OG0000265	Prbh.g_00945	Pras.g_01606
OG0000266	Prbh.g_01163	Pras.g_01616
OG0000267	Prbh.g_01150	Pras.g_01627
OG0000268	Prbh.g_01149	Pras.g_01628
OG0000269	Prbh.g_00948	Pras.g_01696
OG0000270	Prbh.g_00951	Pras.g_01699
OG0000271	Prbh.g_00959	Pras.g_01707
OG0000272	Prbh.g_00960	Pras.g_01708
OG0000273	Prbh.g_00983	Pras.g_01731
OG0000274	Prbh.g_00984	Pras.g_01732
OG0000275	Prbh.g_00987	Pras.g_01734
OG0000276	Prbh.g_00993	Pras.g_01739
OG0000277	Prbh.g_00994	Pras.g_01740
OG0000278	Prbh.g_00997	Pras.g_01743
OG0000279	Prbh.g_01005	Pras.g_01750
OG0000280	Prbh.g_01006	Pras.g_01751
OG0000281	Prbh.g_01013	Pras.g_01756
OG0000282	Prbh.g_00880	Pras.g_01803
OG0000283	Prbh.g_01059	Pras.g_01836
OG0000284	Prbh.g_01064	Pras.g_01841
OG0000285	Prbh.g_01069	Pras.g_01846
OG0000286	Prbh.g_01085	Pras.g_01858
OG0000287	Prbh.g_01342	Pras.g_01875
OG0000288	Prbh.g_01120	Pras.g_01907
OG0000289	Prbh.g_01135	Pras.g_01918
OG0000290	Prbh.g_01034	Pras.g_01931
OG0000291	Prbh.g_01032	Pras.g_01933
OG0000292	Prbh.g_01328	Pras.g_01982
OG0000293	Prbh.g_01293	Pras.g_00047
OG0000294	Prbh.g_01292	Pras.g_00048
OG0000295	Prbh.g_01268	Pras.g_00068
OG0000296	Prbh.g_01266	Pras.g_00070
OG0000297	Prbh.g_01257	Pras.g_00078
OG0000298	Prbh.g_01256	Pras.g_00079
OG0000299	Prbh.g_01237	Pras.g_00096, Pras.g_00097
OG0000300	Prbh.g_01234	Pras.g_00100
OG0000301	Prbh.g_01233	Pras.g_00101
OG0000302	Prbh.g_01231	Pras.g_00103
OG0000303	Prbh.g_01225	Pras.g_00110
OG0000304	Prbh.g_01450	Pras.g_00114
OG0000305	Prbh.g_01326	Pras.g_00242
OG0000306	Prbh.g_01017	Pras.g_00245
OG0000307	Prbh.g_00019	Pras.g_00259
OG0000308	Prbh.g_00020	Pras.g_00260
OG0000309	Prbh.g_00024	Pras.g_00264
OG0000310	Prbh.g_00082	Pras.g_00335
OG0000311	Prbh.g_00084	Pras.g_00337
OG0000312	Prbh.g_00087	Pras.g_00340
OG0000313	Prbh.g_00103	Pras.g_00354
OG0000314	Prbh.g_00126	Pras.g_00377
OG0000315	Prbh.g_00136	Pras.g_00388
OG0000316	Prbh.g_00162	Pras.g_00410
OG0000317	Prbh.g_01785	Pras.g_00548
OG0000318	Prbh.g_01781	Pras.g_00551
OG0000319	Prbh.g_01768	Pras.g_00564
OG0000320	Prbh.g_01766	Pras.g_00566
OG0000321	Prbh.g_01765	Pras.g_00567
OG0000322	Prbh.g_01764	Pras.g_00568
OG0000323	Prbh.g_01755	Pras.g_00577
OG0000324	Prbh.g_01727	Pras.g_00604
OG0000325	Prbh.g_01717	Pras.g_00614
OG0000326	Prbh.g_01710	Pras.g_00620
OG0000327	Prbh.g_01686	Pras.g_00646
OG0000328	Prbh.g_01685	Pras.g_00647
OG0000329	Prbh.g_01668	Pras.g_00664
OG0000330	Prbh.g_01667	Pras.g_00665
OG0000331	Prbh.g_01666	Pras.g_00666
OG0000332	Prbh.g_01652	Pras.g_00680
OG0000333	Prbh.g_01650	Pras.g_00682
OG0000334	Prbh.g_01641	Pras.g_00690
OG0000335	Prbh.g_01636	Pras.g_00695
OG0000336	Prbh.g_01632	Pras.g_00699
OG0000337	Prbh.g_01613	Pras.g_00715
OG0000338	Prbh.g_01612	Pras.g_00716
OG0000339	Prbh.g_01606	Pras.g_00720
OG0000340	Prbh.g_01597	Pras.g_00728
OG0000341	Prbh.g_01595	Pras.g_00730
OG0000342	Prbh.g_01594	Pras.g_00731
OG0000343	Prbh.g_01593	Pras.g_00732
OG0000344	Prbh.g_01590	Pras.g_00735
OG0000345	Prbh.g_01584	Pras.g_00740
OG0000346	Prbh.g_01580	Pras.g_00744
OG0000347	Prbh.g_01563	Pras.g_00761
OG0000348	Prbh.g_01555	Pras.g_00771
OG0000349	Prbh.g_01537	Pras.g_00788
OG0000350	Prbh.g_01516	Pras.g_00806, Pras.g_00131
OG0000351	Prbh.g_01497	Pras.g_00824
OG0000352	Prbh.g_01496	Pras.g_00825
OG0000353	Prbh.g_01477	Pras.g_00841
OG0000355	Prbh.g_01475	Pras.g_00843
OG0000356	Prbh.g_01474	Pras.g_00844
OG0000357	Prbh.g_01473	Pras.g_00845
OG0000358	Prbh.g_01469	Pras.g_00849
OG0000359	Prbh.g_01468	Pras.g_00850
OG0000360	Prbh.g_01467	Pras.g_00851
OG0000361	Prbh.g_01466	Pras.g_00852
OG0000362	Prbh.g_01952	Pras.g_00854
OG0000363	Prbh.g_00766	Pras.g_00856
OG0000364	Prbh.g_00765	Pras.g_00857
OG0000365	Prbh.g_00760	Pras.g_00862
OG0000366	Prbh.g_00759	Pras.g_00863
OG0000367	Prbh.g_00758	Pras.g_00864
OG0000368	Prbh.g_00756	Pras.g_00866
OG0000369	Prbh.g_00755	Pras.g_00867
OG0000370	Prbh.g_00754	Pras.g_00868
OG0000371	Prbh.g_00748	Pras.g_00874
OG0000372	Prbh.g_00746	Pras.g_00877
OG0000373	Prbh.g_00745	Pras.g_00878
OG0000374	Prbh.g_00744	Pras.g_00879
OG0000375	Prbh.g_00743	Pras.g_00893
OG0000376	Prbh.g_00741	Pras.g_00895
OG0000377	Prbh.g_00737	Pras.g_00898
OG0000378	Prbh.g_00733	Pras.g_00900
OG0000379	Prbh.g_00730	Pras.g_00903
OG0000380	Prbh.g_00717	Pras.g_00918
OG0000381	Prbh.g_00712	Pras.g_00922
OG0000382	Prbh.g_00702	Pras.g_00932
OG0000383	Prbh.g_00700	Pras.g_00934
OG0000384	Prbh.g_00699	Pras.g_00935
OG0000385	Prbh.g_00698	Pras.g_00936
OG0000386	Prbh.g_00697	Pras.g_00937
OG0000387	Prbh.g_00684	Pras.g_00950
OG0000388	Prbh.g_00680	Pras.g_00953
OG0000389	Prbh.g_00677	Pras.g_00957
OG0000390	Prbh.g_00668	Pras.g_00964
OG0000391	Prbh.g_00665	Pras.g_00967
OG0000392	Prbh.g_00661	Pras.g_00971
OG0000393	Prbh.g_00658	Pras.g_00973
OG0000394	Prbh.g_00657	Pras.g_00974
OG0000395	Prbh.g_00656	Pras.g_00975
OG0000396	Prbh.g_00654	Pras.g_00978
OG0000397	Prbh.g_00652	Pras.g_00980
OG0000398	Prbh.g_00649	Pras.g_00982
OG0000399	Prbh.g_00648	Pras.g_00983
OG0000400	Prbh.g_00647	Pras.g_00984
OG0000401	Prbh.g_00646	Pras.g_00985
OG0000402	Prbh.g_01144	Pras.g_00987
OG0000403	Prbh.g_00644	Pras.g_00988
OG0000404	Prbh.g_00643	Pras.g_00989
OG0000405	Prbh.g_00639	Pras.g_00993
OG0000406	Prbh.g_00635	Pras.g_00998
OG0000407	Prbh.g_00634	Pras.g_00999
OG0000408	Prbh.g_00632	Pras.g_01001
OG0000409	Prbh.g_00630	Pras.g_01003
OG0000410	Prbh.g_00629	Pras.g_01004
OG0000411	Prbh.g_00628	Pras.g_01005
OG0000412	Prbh.g_00627	Pras.g_01006
OG0000413	Prbh.g_00626	Pras.g_01007
OG0000414	Prbh.g_00625	Pras.g_01008
OG0000415	Prbh.g_00624	Pras.g_01009
OG0000416	Prbh.g_00623	Pras.g_01010
OG0000417	Prbh.g_00622	Pras.g_01011
OG0000418	Prbh.g_00617	Pras.g_01016
OG0000419	Prbh.g_00615	Pras.g_01018
OG0000420	Prbh.g_00614	Pras.g_01019
OG0000421	Prbh.g_00610	Pras.g_01024
OG0000422	Prbh.g_00609	Pras.g_01025
OG0000423	Prbh.g_00608	Pras.g_01026
OG0000424	Prbh.g_00607	Pras.g_01027
OG0000425	Prbh.g_00606	Pras.g_01028
OG0000426	Prbh.g_00605	Pras.g_01029
OG0000427	Prbh.g_00604	Pras.g_01030
OG0000428	Prbh.g_00602	Pras.g_01032
OG0000429	Prbh.g_00601	Pras.g_01033
OG0000430	Prbh.g_00600	Pras.g_01034
OG0000431	Prbh.g_00598	Pras.g_01036
OG0000432	Prbh.g_00594	Pras.g_01039
OG0000433	Prbh.g_00593	Pras.g_01040
OG0000434	Prbh.g_00592	Pras.g_01041
OG0000435	Prbh.g_00591	Pras.g_01042
OG0000436	Prbh.g_00586	Pras.g_01047
OG0000437	Prbh.g_00585	Pras.g_01048
OG0000438	Prbh.g_00584	Pras.g_01049
OG0000439	Prbh.g_00582	Pras.g_01051
OG0000440	Prbh.g_00581	Pras.g_01052
OG0000441	Prbh.g_00578	Pras.g_01055
OG0000442	Prbh.g_00577	Pras.g_01056
OG0000443	Prbh.g_00576	Pras.g_01057
OG0000444	Prbh.g_00571	Pras.g_01063
OG0000445	Prbh.g_00570	Pras.g_01064
OG0000446	Prbh.g_00569	Pras.g_01065
OG0000447	Prbh.g_00568	Pras.g_01066
OG0000448	Prbh.g_00567	Pras.g_01067
OG0000449	Prbh.g_00566	Pras.g_01068
OG0000450	Prbh.g_00565	Pras.g_01069
OG0000451	Prbh.g_00564	Pras.g_01070
OG0000452	Prbh.g_00561	Pras.g_01073
OG0000453	Prbh.g_00560	Pras.g_01074
OG0000454	Prbh.g_00559	Pras.g_01075
OG0000455	Prbh.g_00558	Pras.g_01076
OG0000456	Prbh.g_00557	Pras.g_01077
OG0000457	Prbh.g_00555	Pras.g_01078
OG0000458	Prbh.g_00554	Pras.g_01079
OG0000459	Prbh.g_00553	Pras.g_01080
OG0000460	Prbh.g_00545	Pras.g_01087
OG0000461	Prbh.g_00537	Pras.g_01094
OG0000462	Prbh.g_00535	Pras.g_01096
OG0000463	Prbh.g_00534	Pras.g_01097
OG0000464	Prbh.g_00533	Pras.g_01098
OG0000465	Prbh.g_00532	Pras.g_01099
OG0000466	Prbh.g_00529	Pras.g_01102
OG0000467	Prbh.g_00528	Pras.g_01103
OG0000468	Prbh.g_00525	Pras.g_01105
OG0000469	Prbh.g_00517	Pras.g_01114
OG0000470	Prbh.g_00515	Pras.g_01116
OG0000471	Prbh.g_00514	Pras.g_01117
OG0000472	Prbh.g_00513	Pras.g_01118
OG0000473	Prbh.g_00511	Pras.g_01120
OG0000474	Prbh.g_00510	Pras.g_01121
OG0000475	Prbh.g_00509	Pras.g_01122
OG0000476	Prbh.g_00507	Pras.g_01123
OG0000477	Prbh.g_00504	Pras.g_01127
OG0000478	Prbh.g_00503	Pras.g_01128
OG0000479	Prbh.g_00502	Pras.g_01129
OG0000480	Prbh.g_00497	Pras.g_01134
OG0000481	Prbh.g_00494	Pras.g_01136
OG0000482	Prbh.g_00493	Pras.g_01137
OG0000483	Prbh.g_00490	Pras.g_01140
OG0000484	Prbh.g_00489	Pras.g_01141
OG0000485	Prbh.g_00487	Pras.g_01142
OG0000486	Prbh.g_00486	Pras.g_01143
OG0000487	Prbh.g_00483	Pras.g_01146
OG0000488	Prbh.g_00480	Pras.g_01149
OG0000489	Prbh.g_00475	Pras.g_01155
OG0000490	Prbh.g_00471	Pras.g_01160
OG0000491	Prbh.g_00470	Pras.g_01161
OG0000492	Prbh.g_00468	Pras.g_01163
OG0000493	Prbh.g_00467	Pras.g_01164
OG0000494	Prbh.g_00466	Pras.g_01165
OG0000495	Prbh.g_00465	Pras.g_01166
OG0000496	Prbh.g_00464	Pras.g_01167
OG0000497	Prbh.g_00463	Pras.g_01168
OG0000498	Prbh.g_00462	Pras.g_01169
OG0000499	Prbh.g_00461	Pras.g_01170
OG0000500	Prbh.g_00460	Pras.g_01171
OG0000501	Prbh.g_00458	Pras.g_01173
OG0000502	Prbh.g_00455	Pras.g_01176
OG0000503	Prbh.g_00439	Pras.g_01187
OG0000504	Prbh.g_00437	Pras.g_01188
OG0000505	Prbh.g_00436	Pras.g_01189
OG0000506	Prbh.g_00435	Pras.g_01191
OG0000507	Prbh.g_00431	Pras.g_01194
OG0000508	Prbh.g_00427	Pras.g_01198
OG0000509	Prbh.g_00425	Pras.g_01200
OG0000510	Prbh.g_00424	Pras.g_01201
OG0000511	Prbh.g_00423	Pras.g_01202
OG0000512	Prbh.g_00421	Pras.g_01204
OG0000513	Prbh.g_00412	Pras.g_01211
OG0000514	Prbh.g_00401	Pras.g_01309
OG0000515	Prbh.g_00400	Pras.g_01310
OG0000516	Prbh.g_00399	Pras.g_01311
OG0000517	Prbh.g_00397	Pras.g_01313
OG0000518	Prbh.g_00386	Pras.g_01324
OG0000519	Prbh.g_00385	Pras.g_01325
OG0000520	Prbh.g_00384	Pras.g_01326
OG0000521	Prbh.g_00374	Pras.g_01331
OG0000522	Prbh.g_00372	Pras.g_01332
OG0000523	Prbh.g_00371	Pras.g_01333
OG0000524	Prbh.g_00367	Pras.g_01339
OG0000525	Prbh.g_00363	Pras.g_01342
OG0000526	Prbh.g_00361	Pras.g_01343
OG0000527	Prbh.g_00358	Pras.g_01351
OG0000528	Prbh.g_00353	Pras.g_01356
OG0000529	Prbh.g_00350	Pras.g_01359
OG0000530	Prbh.g_00347	Pras.g_01362
OG0000531	Prbh.g_00346	Pras.g_01363
OG0000532	Prbh.g_00344	Pras.g_01365
OG0000533	Prbh.g_00343	Pras.g_01366
OG0000534	Prbh.g_00342	Pras.g_01367
OG0000535	Prbh.g_00341	Pras.g_01368
OG0000536	Prbh.g_00340	Pras.g_01369
OG0000537	Prbh.g_00339	Pras.g_01370
OG0000538	Prbh.g_00329	Pras.g_01378
OG0000539	Prbh.g_00328	Pras.g_01379
OG0000540	Prbh.g_00327	Pras.g_01380
OG0000541	Prbh.g_00326	Pras.g_01381
OG0000542	Prbh.g_00325	Pras.g_01383
OG0000543	Prbh.g_00323	Pras.g_01385
OG0000544	Prbh.g_00322	Pras.g_01386
OG0000545	Prbh.g_00320	Pras.g_01388
OG0000546	Prbh.g_00317	Pras.g_01391
OG0000547	Prbh.g_00315	Pras.g_01393
OG0000548	Prbh.g_00314	Pras.g_01394
OG0000549	Prbh.g_00311	Pras.g_01396
OG0000550	Prbh.g_00306	Pras.g_01401
OG0000551	Prbh.g_00303	Pras.g_01404
OG0000552	Prbh.g_00302	Pras.g_01405
