Orthogroup	Prbh	Prbl
OG0000054	Prbh.g_00223	Prbl.g_01752
OG0000057	Prbh.g_00936	Prbl.g_00025
OG0000059	Prbh.g_01695	Prbl.g_00952
OG0000061	Prbh.g_01283	Prbl.g_02084
OG0000062	Prbh.g_00184	Prbl.g_00417
OG0000063	Prbh.g_01401	Prbl.g_01981
OG0000065	Prbh.g_00676	Prbl.g_00552
OG0000066	Prbh.g_01856	Prbl.g_00752
OG0000067	Prbh.g_00953	Prbl.g_02335
OG0000068	Prbh.g_00009	Prbl.g_00502
OG0000070	Prbh.g_00382	Prbl.g_00634
OG0000071	Prbh.g_01373	Prbl.g_01722
OG0000072	Prbh.g_00611	Prbl.g_00276
OG0000073	Prbh.g_00330	Prbl.g_00533
OG0000075	Prbh.g_01607	Prbl.g_00855
OG0000076	Prbh.g_01581	Prbl.g_01285
OG0000077	Prbh.g_00704	Prbl.g_00631, Prbl.g_00596
OG0000078	Prbh.g_00540	Prbl.g_00193
OG0000079	Prbh.g_00527	Prbl.g_01505
OG0000081	Prbh.g_00298	Prbl.g_01036, Prbl.g_00032
OG0000082	Prbh.g_01855	Prbl.g_01783
OG0000084	Prbh.g_00093	Prbl.g_00246
OG0000085	Prbh.g_01408	Prbl.g_00405
OG0000086	Prbh.g_00695	Prbl.g_00583
OG0000087	Prbh.g_00642	Prbl.g_00810
OG0000088	Prbh.g_00616	Prbl.g_00281, Prbl.g_01838
OG0000089	Prbh.g_00415	Prbl.g_02674
OG0000090	Prbh.g_00296	Prbl.g_00766
OG0000091	Prbh.g_01211	Prbl.g_01647
OG0000093	Prbh.g_01181	Prbl.g_02359
OG0000094	Prbh.g_01130	Prbl.g_02209
OG0000095	Prbh.g_01031	Prbl.g_00927
OG0000097	Prbh.g_01236	Prbl.g_02579
OG0000098	Prbh.g_01935	Prbl.g_00722
OG0000099	Prbh.g_00032	Prbl.g_00893
OG0000100	Prbh.g_00179	Prbl.g_01914, Prbl.g_02305
OG0000101	Prbh.g_01644	Prbl.g_01126, Prbl.g_01000
OG0000102	Prbh.g_01576	Prbl.g_02636
OG0000103	Prbh.g_01489	Prbl.g_02139
OG0000104	Prbh.g_01480	Prbl.g_02125
OG0000105	Prbh.g_00505	Prbl.g_01461
OG0000106	Prbh.g_00821	Prbl.g_00411
OG0000107	Prbh.g_01718	Prbl.g_02681
OG0000108	Prbh.g_00351	Prbl.g_00511
OG0000109	Prbh.g_00337	Prbl.g_00527
OG0000110	Prbh.g_00254	Prbl.g_01795
OG0000111	Prbh.g_00937	Prbl.g_00026
OG0000112	Prbh.g_01078	Prbl.g_02470
OG0000113	Prbh.g_00976	Prbl.g_02310
OG0000114	Prbh.g_00878	Prbl.g_02407
OG0000115	Prbh.g_01344	Prbl.g_00687
OG0000116	Prbh.g_01294	Prbl.g_02069
OG0000117	Prbh.g_01255	Prbl.g_01384
OG0000118	Prbh.g_01385	Prbl.g_01736
OG0000119	Prbh.g_01333	Prbl.g_00007
OG0000119	Prbh.g_00194	Prbl.g_00046
OG0000120	Prbh.g_00031	Prbl.g_00892
OG0000121	Prbh.g_00101	Prbl.g_00234, Prbl.g_00240
OG0000122	Prbh.g_00143	Prbl.g_01808
OG0000123	Prbh.g_01637	Prbl.g_01135
OG0000124	Prbh.g_01564	Prbl.g_02054
OG0000125	Prbh.g_01528	Prbl.g_02231
OG0000126	Prbh.g_01481	Prbl.g_02127
OG0000127	Prbh.g_01938	Prbl.g_00745, Prbl.g_01821, Prbl.g_01022
OG0000128	Prbh.g_01953	Prbl.g_02109
OG0000129	Prbh.g_00738	Prbl.g_02243
OG0000130	Prbh.g_00713	Prbl.g_00608
OG0000131	Prbh.g_00637	Prbl.g_00303
OG0000132	Prbh.g_00618	Prbl.g_00283
OG0000133	Prbh.g_00457	Prbl.g_00897
OG0000134	Prbh.g_00413	Prbl.g_02677
OG0000135	Prbh.g_01825	Prbl.g_02190
OG0000136	Prbh.g_00391	Prbl.g_00647
OG0000137	Prbh.g_00356	Prbl.g_01340
OG0000138	Prbh.g_00336	Prbl.g_00528
OG0000139	Prbh.g_00292	Prbl.g_00760
OG0000140	Prbh.g_00291	Prbl.g_00754
OG0000141	Prbh.g_00222	Prbl.g_01751
OG0000142	Prbh.g_01218	Prbl.g_01639
OG0000143	Prbh.g_01215	Prbl.g_01643
OG0000144	Prbh.g_01201	Prbl.g_01042
OG0000145	Prbh.g_01880	Prbl.g_00534
OG0000146	Prbh.g_01077	Prbl.g_02469
OG0000147	Prbh.g_01076	Prbl.g_02468
OG0000148	Prbh.g_00970	Prbl.g_02316
OG0000149	Prbh.g_01002	Prbl.g_01552
OG0000150	Prbh.g_01012	Prbl.g_01576
OG0000151	Prbh.g_00888	Prbl.g_02386
OG0000152	Prbh.g_01086	Prbl.g_02478
OG0000153	Prbh.g_01104	Prbl.g_02505
OG0000154	Prbh.g_01121	Prbl.g_02532
OG0000155	Prbh.g_01261	Prbl.g_00185
OG0000156	Prbh.g_01362	Prbl.g_00115
OG0000157	Prbh.g_01363	Prbl.g_00114
OG0000158	Prbh.g_01599	Prbl.g_00843
OG0000160	Prbh.g_00100	Prbl.g_00241
OG0000161	Prbh.g_01288, Prbh.g_00106	Prbl.g_00227
OG0000162	Prbh.g_00112	Prbl.g_00221
OG0000163	Prbh.g_00151	Prbl.g_00452
OG0000164	Prbh.g_01758	Prbl.g_00365
OG0000165	Prbh.g_01750	Prbl.g_00356
OG0000166	Prbh.g_01681	Prbl.g_00962
OG0000167	Prbh.g_01609	Prbl.g_00857
OG0000168	Prbh.g_01598	Prbl.g_00842
OG0000169	Prbh.g_01588	Prbl.g_01302
OG0000170	Prbh.g_01585	Prbl.g_01290
OG0000171	Prbh.g_01565	Prbl.g_02055
OG0000172	Prbh.g_01558	Prbl.g_02021
OG0000173	Prbh.g_01543	Prbl.g_02000
OG0000174	Prbh.g_01512	Prbl.g_02188
OG0000175	Prbh.g_01500	Prbl.g_02150
OG0000176	Prbh.g_01472	Prbl.g_02117
OG0000177	Prbh.g_01471	Prbl.g_02116
OG0000178	Prbh.g_01470	Prbl.g_02115
OG0000179	Prbh.g_00764	Prbl.g_01961
OG0000180	Prbh.g_00763	Prbl.g_01962
OG0000181	Prbh.g_00762	Prbl.g_01963
OG0000182	Prbh.g_00761	Prbl.g_01964
OG0000183	Prbh.g_00757	Prbl.g_01968
OG0000184	Prbh.g_00734	Prbl.g_02251
OG0000185	Prbh.g_00731	Prbl.g_02273
OG0000186	Prbh.g_00719	Prbl.g_00614
OG0000187	Prbh.g_00718	Prbl.g_00613
OG0000188	Prbh.g_00701	Prbl.g_00591
OG0000189	Prbh.g_00687	Prbl.g_00565
OG0000190	Prbh.g_00686	Prbl.g_00563
OG0000191	Prbh.g_00664	Prbl.g_01325
OG0000192	Prbh.g_00659	Prbl.g_01316
OG0000193	Prbh.g_00636	Prbl.g_00302
OG0000194	Prbh.g_00633	Prbl.g_00299
OG0000195	Prbh.g_00631	Prbl.g_00297
OG0000196	Prbh.g_00621	Prbl.g_00286
OG0000197	Prbh.g_00620	Prbl.g_00285
OG0000198	Prbh.g_00619	Prbl.g_00284
OG0000199	Prbh.g_00612	Prbl.g_00277
OG0000200	Prbh.g_00599	Prbl.g_00069
OG0000201	Prbh.g_00590	Prbl.g_00088
OG0000202	Prbh.g_00589	Prbl.g_00089
OG0000203	Prbh.g_00588	Prbl.g_00090
OG0000204	Prbh.g_00587	Prbl.g_00091
OG0000205	Prbh.g_00580	Prbl.g_00098
OG0000206	Prbh.g_00575	Prbl.g_01282
OG0000207	Prbh.g_00573	Prbl.g_00130
OG0000208	Prbh.g_00572	Prbl.g_00129
OG0000209	Prbh.g_00563	Prbl.g_01256
OG0000210	Prbh.g_00562	Prbl.g_01257
OG0000211	Prbh.g_00547	Prbl.g_01922
OG0000212	Prbh.g_00539	Prbl.g_00192
OG0000213	Prbh.g_00521	Prbl.g_01496
OG0000214	Prbh.g_00512	Prbl.g_01469
OG0000215	Prbh.g_00485	Prbl.g_01439
OG0000216	Prbh.g_00484	Prbl.g_01436
OG0000217	Prbh.g_00481	Prbl.g_01432
OG0000218	Prbh.g_00479	Prbl.g_01428
OG0000219	Prbh.g_00478	Prbl.g_01427
OG0000220	Prbh.g_00477	Prbl.g_01426
OG0000221	Prbh.g_00476	Prbl.g_01421
OG0000222	Prbh.g_00469	Prbl.g_00911
OG0000223	Prbh.g_00456	Prbl.g_00888
OG0000224	Prbh.g_00454	Prbl.g_00877
OG0000225	Prbh.g_00426	Prbl.g_01218
OG0000226	Prbh.g_00422	Prbl.g_01222
OG0000227	Prbh.g_00420	Prbl.g_01224
OG0000228	Prbh.g_00416	Prbl.g_02673
OG0000229	Prbh.g_00396	Prbl.g_00652
OG0000230	Prbh.g_00394	Prbl.g_00650
OG0000231	Prbh.g_00383	Prbl.g_00635
OG0000232	Prbh.g_00370	Prbl.g_00619
OG0000233	Prbh.g_00365	Prbl.g_01360
OG0000234	Prbh.g_00355	Prbl.g_01339
OG0000235	Prbh.g_00352	Prbl.g_00510
OG0000236	Prbh.g_00338	Prbl.g_00526
OG0000237	Prbh.g_00324	Prbl.g_00800
OG0000238	Prbh.g_00318	Prbl.g_00795
OG0000239	Prbh.g_00305	Prbl.g_00779
OG0000240	Prbh.g_00304	Prbl.g_00778
OG0000241	Prbh.g_00299	Prbl.g_01526
OG0000242	Prbh.g_00297	Prbl.g_00768
OG0000243	Prbh.g_00287	Prbl.g_02647
OG0000244	Prbh.g_00284	Prbl.g_01879
OG0000245	Prbh.g_00282	Prbl.g_01882
OG0000246	Prbh.g_00278	Prbl.g_01886
OG0000247	Prbh.g_00267	Prbl.g_01897
OG0000248	Prbh.g_00264	Prbl.g_01900
OG0000249	Prbh.g_00262	Prbl.g_01902
OG0000250	Prbh.g_00257	Prbl.g_01799
OG0000251	Prbh.g_00239	Prbl.g_01775
OG0000252	Prbh.g_00236	Prbl.g_01772
OG0000253	Prbh.g_00235	Prbl.g_01766
OG0000254	Prbh.g_00218	Prbl.g_01747
OG0000255	Prbh.g_00212	Prbl.g_01612
OG0000256	Prbh.g_01455	Prbl.g_01626
OG0000257	Prbh.g_01223	Prbl.g_01632
OG0000258	Prbh.g_01210	Prbl.g_01655
OG0000259	Prbh.g_01193	Prbl.g_01406
OG0000260	Prbh.g_01190	Prbl.g_01403
OG0000261	Prbh.g_01187	Prbl.g_01400
OG0000262	Prbh.g_01182	Prbl.g_01395
OG0000263	Prbh.g_00915	Prbl.g_01242
OG0000264	Prbh.g_00926	Prbl.g_01859
OG0000265	Prbh.g_00945	Prbl.g_01839, Prbl.g_02567
OG0000266	Prbh.g_01163	Prbl.g_02556
OG0000267	Prbh.g_01150	Prbl.g_02431
OG0000268	Prbh.g_01149	Prbl.g_02432
OG0000269	Prbh.g_00948	Prbl.g_02340
OG0000270	Prbh.g_00951	Prbl.g_02337
OG0000271	Prbh.g_00959	Prbl.g_02329
OG0000272	Prbh.g_00960	Prbl.g_02328
OG0000273	Prbh.g_00983	Prbl.g_01534
OG0000274	Prbh.g_00984	Prbl.g_01535
OG0000275	Prbh.g_00987	Prbl.g_01538
OG0000276	Prbh.g_00993	Prbl.g_01544
OG0000277	Prbh.g_00994	Prbl.g_01545
OG0000278	Prbh.g_00997	Prbl.g_01548
OG0000279	Prbh.g_01005	Prbl.g_01556
OG0000280	Prbh.g_01006	Prbl.g_01562
OG0000281	Prbh.g_01013	Prbl.g_01577
OG0000282	Prbh.g_00880	Prbl.g_02405
OG0000283	Prbh.g_01059	Prbl.g_02443
OG0000284	Prbh.g_01064	Prbl.g_02449
OG0000285	Prbh.g_01069	Prbl.g_01688
OG0000286	Prbh.g_01085	Prbl.g_02477
OG0000287	Prbh.g_01342	Prbl.g_02608
OG0000288	Prbh.g_01120	Prbl.g_02531
OG0000289	Prbh.g_01135	Prbl.g_02544
OG0000290	Prbh.g_01034	Prbl.g_00930
OG0000291	Prbh.g_01032	Prbl.g_00928
OG0000292	Prbh.g_01328	Prbl.g_02128
OG0000293	Prbh.g_01293	Prbl.g_02071
OG0000294	Prbh.g_01292	Prbl.g_02072
OG0000295	Prbh.g_01268	Prbl.g_00178
OG0000296	Prbh.g_01266	Prbl.g_00180
OG0000297	Prbh.g_01257	Prbl.g_01382
OG0000298	Prbh.g_01256	Prbl.g_01383
OG0000299	Prbh.g_01237	Prbl.g_01372
OG0000300	Prbh.g_01234	Prbl.g_02582
OG0000301	Prbh.g_01233	Prbl.g_02583
OG0000302	Prbh.g_01231	Prbl.g_02586
OG0000303	Prbh.g_01225	Prbl.g_00187
OG0000304	Prbh.g_01450	Prbl.g_01102
OG0000305	Prbh.g_01326	Prbl.g_00926
OG0000306	Prbh.g_01017	Prbl.g_01586
OG0000307	Prbh.g_00019	Prbl.g_00494
OG0000308	Prbh.g_00020	Prbl.g_00492
OG0000309	Prbh.g_00024	Prbl.g_00488
OG0000310	Prbh.g_00082	Prbl.g_00160
OG0000311	Prbh.g_00084	Prbl.g_00258
OG0000312	Prbh.g_00087	Prbl.g_00254
OG0000313	Prbh.g_00103	Prbl.g_00230
OG0000314	Prbh.g_00126	Prbl.g_00699
OG0000315	Prbh.g_00136	Prbl.g_00709
OG0000316	Prbh.g_00162	Prbl.g_00441
OG0000317	Prbh.g_01785	Prbl.g_00399
OG0000318	Prbh.g_01781	Prbl.g_00393
OG0000319	Prbh.g_01768	Prbl.g_00376
OG0000320	Prbh.g_01766	Prbl.g_00374
OG0000321	Prbh.g_01765	Prbl.g_00373
OG0000322	Prbh.g_01764	Prbl.g_00372
OG0000323	Prbh.g_01755	Prbl.g_00361
OG0000324	Prbh.g_01727	Prbl.g_00332
OG0000325	Prbh.g_01717	Prbl.g_02683
OG0000326	Prbh.g_01710	Prbl.g_01059
OG0000327	Prbh.g_01686	Prbl.g_00957
OG0000328	Prbh.g_01685	Prbl.g_00958
OG0000329	Prbh.g_01668	Prbl.g_00975
OG0000330	Prbh.g_01667	Prbl.g_00976
OG0000331	Prbh.g_01666	Prbl.g_00977
OG0000332	Prbh.g_01652	Prbl.g_00992
OG0000333	Prbh.g_01650	Prbl.g_00994
OG0000334	Prbh.g_01641	Prbl.g_01131
OG0000335	Prbh.g_01636	Prbl.g_01136
OG0000336	Prbh.g_01632	Prbl.g_01140
OG0000337	Prbh.g_01613	Prbl.g_00863
OG0000338	Prbh.g_01612	Prbl.g_00859
OG0000339	Prbh.g_01606	Prbl.g_00853
OG0000340	Prbh.g_01597	Prbl.g_00841
OG0000341	Prbh.g_01595	Prbl.g_00839
OG0000342	Prbh.g_01594	Prbl.g_00838
OG0000343	Prbh.g_01593	Prbl.g_01307
OG0000344	Prbh.g_01590	Prbl.g_01304
OG0000345	Prbh.g_01584	Prbl.g_01289
OG0000346	Prbh.g_01580	Prbl.g_01284
OG0000347	Prbh.g_01563	Prbl.g_02053
OG0000348	Prbh.g_01555	Prbl.g_02016
OG0000349	Prbh.g_01537	Prbl.g_01992
OG0000350	Prbh.g_01516	Prbl.g_02195
OG0000351	Prbh.g_01497	Prbl.g_02147
OG0000352	Prbh.g_01496	Prbl.g_02146
OG0000353	Prbh.g_01477	Prbl.g_02122
OG0000355	Prbh.g_01475	Prbl.g_02120
OG0000356	Prbh.g_01474	Prbl.g_02119
OG0000357	Prbh.g_01473	Prbl.g_02118
OG0000358	Prbh.g_01469	Prbl.g_02114
OG0000359	Prbh.g_01468	Prbl.g_02112
OG0000360	Prbh.g_01467	Prbl.g_02111
OG0000361	Prbh.g_01466	Prbl.g_02110
OG0000362	Prbh.g_01952	Prbl.g_02108
OG0000363	Prbh.g_00766	Prbl.g_01955
OG0000364	Prbh.g_00765	Prbl.g_01956
OG0000365	Prbh.g_00760	Prbl.g_01965
OG0000366	Prbh.g_00759	Prbl.g_01966
OG0000367	Prbh.g_00758	Prbl.g_01967
OG0000368	Prbh.g_00756	Prbl.g_01969
OG0000369	Prbh.g_00755	Prbl.g_01970
OG0000370	Prbh.g_00754	Prbl.g_01971
OG0000371	Prbh.g_00748	Prbl.g_01980
OG0000372	Prbh.g_00746	Prbl.g_01985
OG0000373	Prbh.g_00745	Prbl.g_01986
OG0000374	Prbh.g_00744	Prbl.g_01987
OG0000375	Prbh.g_00743	Prbl.g_01988
OG0000376	Prbh.g_00741	Prbl.g_01990
OG0000377	Prbh.g_00737	Prbl.g_02244
OG0000378	Prbh.g_00733	Prbl.g_02258
OG0000379	Prbh.g_00730	Prbl.g_02274
OG0000380	Prbh.g_00717	Prbl.g_00612
OG0000381	Prbh.g_00712	Prbl.g_00607
OG0000382	Prbh.g_00702	Prbl.g_00592
OG0000383	Prbh.g_00700	Prbl.g_00590
OG0000384	Prbh.g_00699	Prbl.g_00589
OG0000385	Prbh.g_00698	Prbl.g_00588
OG0000386	Prbh.g_00697	Prbl.g_00587
OG0000387	Prbh.g_00684	Prbl.g_00561
OG0000388	Prbh.g_00680	Prbl.g_00557
OG0000389	Prbh.g_00677	Prbl.g_00553
OG0000390	Prbh.g_00668	Prbl.g_01331
OG0000391	Prbh.g_00665	Prbl.g_01326
OG0000392	Prbh.g_00661	Prbl.g_01320
OG0000393	Prbh.g_00658	Prbl.g_01315
OG0000394	Prbh.g_00657	Prbl.g_01314
OG0000395	Prbh.g_00656	Prbl.g_01313
OG0000396	Prbh.g_00654	Prbl.g_00827
OG0000397	Prbh.g_00652	Prbl.g_00825
OG0000398	Prbh.g_00649	Prbl.g_00820
OG0000399	Prbh.g_00648	Prbl.g_00819
OG0000400	Prbh.g_00647	Prbl.g_00818
OG0000401	Prbh.g_00646	Prbl.g_00817
OG0000402	Prbh.g_01144	Prbl.g_00815
OG0000403	Prbh.g_00644	Prbl.g_00814
OG0000404	Prbh.g_00643	Prbl.g_00812
OG0000405	Prbh.g_00639	Prbl.g_00305
OG0000406	Prbh.g_00635	Prbl.g_00301
OG0000407	Prbh.g_00634	Prbl.g_00300
OG0000408	Prbh.g_00632	Prbl.g_00298
OG0000409	Prbh.g_00630	Prbl.g_00296
OG0000410	Prbh.g_00629	Prbl.g_00295
OG0000411	Prbh.g_00628	Prbl.g_00294
OG0000412	Prbh.g_00627	Prbl.g_00293
OG0000413	Prbh.g_00626	Prbl.g_00291
OG0000414	Prbh.g_00625	Prbl.g_00290
OG0000415	Prbh.g_00624	Prbl.g_00289
OG0000416	Prbh.g_00623	Prbl.g_00288
OG0000417	Prbh.g_00622	Prbl.g_00287
OG0000418	Prbh.g_00617	Prbl.g_00282
OG0000419	Prbh.g_00615	Prbl.g_00280
OG0000420	Prbh.g_00614	Prbl.g_00279
OG0000421	Prbh.g_00610	Prbl.g_00275
OG0000422	Prbh.g_00609	Prbl.g_00274
OG0000423	Prbh.g_00608	Prbl.g_00273
OG0000424	Prbh.g_00607	Prbl.g_00272
OG0000425	Prbh.g_00606	Prbl.g_00271
OG0000426	Prbh.g_00605	Prbl.g_00270
OG0000427	Prbh.g_00604	Prbl.g_00269
OG0000428	Prbh.g_00602	Prbl.g_02377
OG0000429	Prbh.g_00601	Prbl.g_00066
OG0000430	Prbh.g_00600	Prbl.g_00068
OG0000431	Prbh.g_00598	Prbl.g_00072
OG0000432	Prbh.g_00594	Prbl.g_00079
OG0000433	Prbh.g_00593	Prbl.g_00082
OG0000434	Prbh.g_00592	Prbl.g_00083
OG0000435	Prbh.g_00591	Prbl.g_00086
OG0000436	Prbh.g_00586	Prbl.g_00092
OG0000437	Prbh.g_00585	Prbl.g_00093
OG0000438	Prbh.g_00584	Prbl.g_00094
OG0000439	Prbh.g_00582	Prbl.g_00096
OG0000440	Prbh.g_00581	Prbl.g_00097
OG0000441	Prbh.g_00578	Prbl.g_00104
OG0000442	Prbh.g_00577	Prbl.g_00105
OG0000443	Prbh.g_00576	Prbl.g_01283
OG0000444	Prbh.g_00571	Prbl.g_00127
OG0000445	Prbh.g_00570	Prbl.g_00126
OG0000446	Prbh.g_00569	Prbl.g_00124
OG0000447	Prbh.g_00568	Prbl.g_01244
OG0000448	Prbh.g_00567	Prbl.g_01245
OG0000449	Prbh.g_00566	Prbl.g_01246
OG0000450	Prbh.g_00565	Prbl.g_01252
OG0000451	Prbh.g_00564	Prbl.g_01253
OG0000452	Prbh.g_00561	Prbl.g_01258
OG0000453	Prbh.g_00560	Prbl.g_01259
OG0000454	Prbh.g_00559	Prbl.g_01260
OG0000455	Prbh.g_00558	Prbl.g_01261
OG0000456	Prbh.g_00557	Prbl.g_01262
OG0000457	Prbh.g_00555	Prbl.g_01264
OG0000458	Prbh.g_00554	Prbl.g_01265
OG0000459	Prbh.g_00553	Prbl.g_01266
OG0000460	Prbh.g_00545	Prbl.g_01923
OG0000461	Prbh.g_00537	Prbl.g_02679
OG0000462	Prbh.g_00535	Prbl.g_02666
OG0000463	Prbh.g_00534	Prbl.g_01516
OG0000464	Prbh.g_00533	Prbl.g_01515
OG0000465	Prbh.g_00532	Prbl.g_01513
OG0000466	Prbh.g_00529	Prbl.g_01508
OG0000467	Prbh.g_00528	Prbl.g_01506
OG0000468	Prbh.g_00525	Prbl.g_01499
OG0000469	Prbh.g_00517	Prbl.g_01486
OG0000470	Prbh.g_00515	Prbl.g_01473
OG0000471	Prbh.g_00514	Prbl.g_01472
OG0000472	Prbh.g_00513	Prbl.g_01470
OG0000473	Prbh.g_00511	Prbl.g_01468
OG0000474	Prbh.g_00510	Prbl.g_01467
OG0000475	Prbh.g_00509	Prbl.g_01466
OG0000476	Prbh.g_00507	Prbl.g_01464
OG0000477	Prbh.g_00504	Prbl.g_01459
OG0000478	Prbh.g_00503	Prbl.g_01458
OG0000479	Prbh.g_00502	Prbl.g_01457
OG0000480	Prbh.g_00497	Prbl.g_01450
OG0000481	Prbh.g_00494	Prbl.g_01448
OG0000482	Prbh.g_00493	Prbl.g_01447
OG0000483	Prbh.g_00490	Prbl.g_01443
OG0000484	Prbh.g_00489	Prbl.g_01442
OG0000485	Prbh.g_00487	Prbl.g_01441
OG0000486	Prbh.g_00486	Prbl.g_01440
OG0000487	Prbh.g_00483	Prbl.g_01435
OG0000488	Prbh.g_00480	Prbl.g_01431
OG0000489	Prbh.g_00475	Prbl.g_01420
OG0000490	Prbh.g_00471	Prbl.g_01414
OG0000491	Prbh.g_00470	Prbl.g_01413
OG0000492	Prbh.g_00468	Prbl.g_00909
OG0000493	Prbh.g_00467	Prbl.g_00908
OG0000494	Prbh.g_00466	Prbl.g_00907
OG0000495	Prbh.g_00465	Prbl.g_00906
OG0000496	Prbh.g_00464	Prbl.g_00905
OG0000497	Prbh.g_00463	Prbl.g_00904
OG0000498	Prbh.g_00462	Prbl.g_00903
OG0000499	Prbh.g_00461	Prbl.g_00902
OG0000500	Prbh.g_00460	Prbl.g_00901
OG0000501	Prbh.g_00458	Prbl.g_00898
OG0000502	Prbh.g_00455	Prbl.g_00886
OG0000503	Prbh.g_00439	Prbl.g_01201
OG0000504	Prbh.g_00437	Prbl.g_01203
OG0000505	Prbh.g_00436	Prbl.g_01204
OG0000506	Prbh.g_00435	Prbl.g_01206
OG0000507	Prbh.g_00431	Prbl.g_01210
OG0000508	Prbh.g_00427	Prbl.g_01217
OG0000509	Prbh.g_00425	Prbl.g_01219
OG0000510	Prbh.g_00424	Prbl.g_01220
OG0000511	Prbh.g_00423	Prbl.g_01221
OG0000512	Prbh.g_00421	Prbl.g_01223
OG0000513	Prbh.g_00412	Prbl.g_02678
OG0000514	Prbh.g_00401	Prbl.g_00676
OG0000515	Prbh.g_00400	Prbl.g_00675
OG0000516	Prbh.g_00399	Prbl.g_00663
OG0000517	Prbh.g_00397	Prbl.g_00653
OG0000518	Prbh.g_00386	Prbl.g_00641
OG0000519	Prbh.g_00385	Prbl.g_00640
OG0000520	Prbh.g_00384	Prbl.g_00639
OG0000521	Prbh.g_00374	Prbl.g_00625
OG0000522	Prbh.g_00372	Prbl.g_00623
OG0000523	Prbh.g_00371	Prbl.g_00622
OG0000524	Prbh.g_00367	Prbl.g_01364
OG0000525	Prbh.g_00363	Prbl.g_01348
OG0000526	Prbh.g_00361	Prbl.g_01346
OG0000527	Prbh.g_00358	Prbl.g_01342
OG0000528	Prbh.g_00353	Prbl.g_00506
OG0000529	Prbh.g_00350	Prbl.g_00512
OG0000530	Prbh.g_00347	Prbl.g_00515
OG0000531	Prbh.g_00346	Prbl.g_00516
OG0000532	Prbh.g_00344	Prbl.g_00519
OG0000533	Prbh.g_00343	Prbl.g_00521
OG0000534	Prbh.g_00342	Prbl.g_00522
OG0000535	Prbh.g_00341	Prbl.g_00523
OG0000536	Prbh.g_00340	Prbl.g_00524
OG0000537	Prbh.g_00339	Prbl.g_00525
