Orthogroup	Prbh	Prbm
OG0000040	Prbh.g_01815	Prbm.g_01923, Prbm.g_01409, Prbm.g_01813
OG0000041	Prbh.g_01734	Prbm.g_01886
OG0000042	Prbh.g_01573	Prbm.g_02102
OG0000043	Prbh.g_01304	Prbm.g_01173, Prbm.g_00906
OG0000044	Prbh.g_01794	Prbm.g_00478
OG0000045	Prbh.g_01327	Prbm.g_01088
OG0000046	Prbh.g_00451	Prbm.g_00383
OG0000047	Prbh.g_00408	Prbm.g_00428
OG0000048	Prbh.g_00508	Prbm.g_00329
OG0000050	Prbh.g_01445	Prbm.g_01485
OG0000052	Prbh.g_00727	Prbm.g_00114
OG0000053	Prbh.g_00120, Prbh.g_01834	Prbm.g_01729
OG0000054	Prbh.g_00223	Prbm.g_00637
OG0000055	Prbh.g_01797	Prbm.g_01921
OG0000056	Prbh.g_01803	Prbm.g_00477
OG0000057	Prbh.g_00936	Prbm.g_00735
OG0000059	Prbh.g_01695	Prbm.g_01973
OG0000061	Prbh.g_01283	Prbm.g_01549
OG0000062	Prbh.g_00184	Prbm.g_01792
OG0000063	Prbh.g_01401	Prbm.g_01947
OG0000065	Prbh.g_00676	Prbm.g_00164
OG0000066	Prbh.g_01856	Prbm.g_00572
OG0000067	Prbh.g_00953	Prbm.g_00814
OG0000068	Prbh.g_00009	Prbm.g_01660
OG0000069	Prbh.g_00376	Prbm.g_01753
OG0000070	Prbh.g_00382	Prbm.g_00460
OG0000071	Prbh.g_01373	Prbm.g_00468, Prbm.g_01611
OG0000072	Prbh.g_00611	Prbm.g_00230
OG0000073	Prbh.g_00330	Prbm.g_00533
OG0000074	Prbh.g_00859	Prbm.g_00912
OG0000074	Prbh.g_00828	Prbm.g_01099
OG0000075	Prbh.g_01607	Prbm.g_02069
OG0000076	Prbh.g_01581	Prbm.g_02094
OG0000077	Prbh.g_00704	Prbm.g_00135
OG0000078	Prbh.g_00540	Prbm.g_00300
OG0000079	Prbh.g_00527	Prbm.g_00311
OG0000081	Prbh.g_00298	Prbm.g_00564
OG0000082	Prbh.g_01855	Prbm.g_01900
OG0000084	Prbh.g_00093	Prbm.g_01706
OG0000085	Prbh.g_01408	Prbm.g_01834
OG0000086	Prbh.g_00695	Prbm.g_00145
OG0000087	Prbh.g_00642	Prbm.g_00198
OG0000088	Prbh.g_00616	Prbm.g_00225
OG0000089	Prbh.g_00415	Prbm.g_00423
OG0000090	Prbh.g_00296	Prbm.g_00566
OG0000091	Prbh.g_01211	Prbm.g_00673
OG0000092	Prbh.g_00883	Prbm.g_00934
OG0000093	Prbh.g_01181	Prbm.g_00799
OG0000094	Prbh.g_01130	Prbm.g_00888
OG0000095	Prbh.g_01031	Prbm.g_01064
OG0000096	Prbh.g_01909, Prbh.g_01948	Prbm.g_01359
OG0000097	Prbh.g_01236	Prbm.g_01502
OG0000098	Prbh.g_01935	Prbm.g_01630
OG0000099	Prbh.g_00032	Prbm.g_00394
OG0000100	Prbh.g_00179	Prbm.g_01787
OG0000101	Prbh.g_01644	Prbm.g_02033
OG0000102	Prbh.g_01576	Prbm.g_02099
OG0000103	Prbh.g_01489	Prbm.g_02218
OG0000104	Prbh.g_01480	Prbm.g_02229
OG0000105	Prbh.g_00505	Prbm.g_00331
OG0000106	Prbh.g_00821	Prbm.g_01172, Prbm.g_01237
OG0000107	Prbh.g_01718	Prbm.g_01949
OG0000108	Prbh.g_00351	Prbm.g_00506
OG0000109	Prbh.g_00337	Prbm.g_00519
OG0000110	Prbh.g_00254	Prbm.g_00607
OG0000111	Prbh.g_00937	Prbm.g_00736
OG0000112	Prbh.g_01078	Prbm.g_00980
OG0000113	Prbh.g_00976	Prbm.g_01191
OG0000114	Prbh.g_00878	Prbm.g_00929
OG0000115	Prbh.g_01344	Prbm.g_01803
OG0000116	Prbh.g_01294	Prbm.g_01560
OG0000117	Prbh.g_01255	Prbm.g_01522
OG0000118	Prbh.g_01385	Prbm.g_01622
OG0000119	Prbh.g_01333, Prbh.g_00194	Prbm.g_01653
OG0000120	Prbh.g_00031	Prbm.g_00707
OG0000121	Prbh.g_00101	Prbm.g_01712
OG0000122	Prbh.g_00143	Prbm.g_01751
OG0000123	Prbh.g_01637	Prbm.g_02040
OG0000124	Prbh.g_01564	Prbm.g_02111
OG0000125	Prbh.g_01528	Prbm.g_02176
OG0000126	Prbh.g_01481	Prbm.g_02228
OG0000127	Prbh.g_01938	Prbm.g_01460, Prbm.g_01293, Prbm.g_01292
OG0000128	Prbh.g_01953	Prbm.g_00011
OG0000129	Prbh.g_00738	Prbm.g_00053
OG0000130	Prbh.g_00713	Prbm.g_00126
OG0000131	Prbh.g_00637	Prbm.g_00204
OG0000132	Prbh.g_00618	Prbm.g_00223
OG0000133	Prbh.g_00457	Prbm.g_00377
OG0000134	Prbh.g_00413	Prbm.g_00425
OG0000135	Prbh.g_01825	Prbm.g_01389
OG0000136	Prbh.g_00391	Prbm.g_00451
OG0000137	Prbh.g_00356	Prbm.g_00500
OG0000138	Prbh.g_00336	Prbm.g_00520
OG0000139	Prbh.g_00292	Prbm.g_00570
OG0000140	Prbh.g_00291	Prbm.g_00571
OG0000141	Prbh.g_00222	Prbm.g_00638
OG0000142	Prbh.g_01218	Prbm.g_00666
OG0000143	Prbh.g_01215	Prbm.g_00670
OG0000144	Prbh.g_01201	Prbm.g_00683
OG0000145	Prbh.g_01880	Prbm.g_01094
OG0000146	Prbh.g_01077	Prbm.g_00979
OG0000147	Prbh.g_01076	Prbm.g_00978
OG0000148	Prbh.g_00970	Prbm.g_00832
OG0000149	Prbh.g_01002	Prbm.g_00862
OG0000150	Prbh.g_01012	Prbm.g_00870
OG0000151	Prbh.g_00888	Prbm.g_00940
OG0000152	Prbh.g_01086	Prbm.g_00988
OG0000153	Prbh.g_01104	Prbm.g_01006
OG0000154	Prbh.g_01121	Prbm.g_01035
OG0000155	Prbh.g_01261	Prbm.g_01527
OG0000156	Prbh.g_01362	Prbm.g_01600
OG0000157	Prbh.g_01363	Prbm.g_01601
OG0000158	Prbh.g_01599	Prbm.g_02077
OG0000159	Prbh.g_00039	Prbm.g_02133
OG0000160	Prbh.g_00100	Prbm.g_01711
OG0000161	Prbh.g_01288, Prbh.g_00106	Prbm.g_01717
OG0000162	Prbh.g_00112	Prbm.g_01723
OG0000163	Prbh.g_00151	Prbm.g_01759
OG0000164	Prbh.g_01758	Prbm.g_01863
OG0000165	Prbh.g_01750	Prbm.g_01871
OG0000166	Prbh.g_01681	Prbm.g_01996
OG0000167	Prbh.g_01609	Prbm.g_02067
OG0000168	Prbh.g_01598	Prbm.g_02078
OG0000169	Prbh.g_01588	Prbm.g_02088
OG0000170	Prbh.g_01585	Prbm.g_02090
OG0000171	Prbh.g_01565	Prbm.g_02110
OG0000172	Prbh.g_01558	Prbm.g_02146
OG0000173	Prbh.g_01543	Prbm.g_02161
OG0000174	Prbh.g_01512	Prbm.g_02192
OG0000175	Prbh.g_01500	Prbm.g_02209
OG0000176	Prbh.g_01472	Prbm.g_00004
OG0000177	Prbh.g_01471	Prbm.g_00005
OG0000178	Prbh.g_01470	Prbm.g_00006
OG0000179	Prbh.g_00764	Prbm.g_00016
OG0000180	Prbh.g_00763	Prbm.g_00017
OG0000181	Prbh.g_00762	Prbm.g_00018
OG0000182	Prbh.g_00761	Prbm.g_00019
OG0000183	Prbh.g_00757	Prbm.g_00023
OG0000184	Prbh.g_00734	Prbm.g_00055
OG0000185	Prbh.g_00731	Prbm.g_00058
OG0000186	Prbh.g_00719	Prbm.g_00121
OG0000187	Prbh.g_00718	Prbm.g_00122
OG0000188	Prbh.g_00701	Prbm.g_00139
OG0000189	Prbh.g_00687	Prbm.g_00153
OG0000190	Prbh.g_00686	Prbm.g_00154
OG0000191	Prbh.g_00664	Prbm.g_00177
OG0000192	Prbh.g_00659	Prbm.g_00181
OG0000193	Prbh.g_00636	Prbm.g_00205
OG0000194	Prbh.g_00633	Prbm.g_00208
OG0000195	Prbh.g_00631	Prbm.g_00210
OG0000196	Prbh.g_00621	Prbm.g_00220
OG0000197	Prbh.g_00620	Prbm.g_00221
OG0000198	Prbh.g_00619	Prbm.g_00222
OG0000199	Prbh.g_00612	Prbm.g_00229
OG0000200	Prbh.g_00599	Prbm.g_00243
OG0000201	Prbh.g_00590	Prbm.g_00252
OG0000202	Prbh.g_00589	Prbm.g_00253
OG0000203	Prbh.g_00588	Prbm.g_00254
OG0000204	Prbh.g_00587	Prbm.g_00255
OG0000205	Prbh.g_00580	Prbm.g_00262
OG0000206	Prbh.g_00575	Prbm.g_00266
OG0000207	Prbh.g_00573	Prbm.g_00268
OG0000208	Prbh.g_00572	Prbm.g_00269
OG0000209	Prbh.g_00563	Prbm.g_00278
OG0000210	Prbh.g_00562	Prbm.g_00279
OG0000211	Prbh.g_00547	Prbm.g_00293
OG0000212	Prbh.g_00539	Prbm.g_00301
OG0000213	Prbh.g_00521	Prbm.g_00317
OG0000214	Prbh.g_00512	Prbm.g_00325
OG0000215	Prbh.g_00485	Prbm.g_00349
OG0000216	Prbh.g_00484	Prbm.g_00350
OG0000217	Prbh.g_00481	Prbm.g_00353
OG0000218	Prbh.g_00479	Prbm.g_00355
OG0000219	Prbh.g_00478	Prbm.g_00356
OG0000220	Prbh.g_00477	Prbm.g_00357
OG0000221	Prbh.g_00476	Prbm.g_00358
OG0000222	Prbh.g_00469	Prbm.g_00366
OG0000223	Prbh.g_00456	Prbm.g_00378
OG0000224	Prbh.g_00454	Prbm.g_00380
OG0000225	Prbh.g_00426	Prbm.g_00411
OG0000226	Prbh.g_00422	Prbm.g_00415
OG0000227	Prbh.g_00420	Prbm.g_00417
OG0000228	Prbh.g_00416	Prbm.g_00422
OG0000229	Prbh.g_00396	Prbm.g_00446
OG0000230	Prbh.g_00394	Prbm.g_00448
OG0000231	Prbh.g_00383	Prbm.g_00459
OG0000232	Prbh.g_00370	Prbm.g_00484
OG0000233	Prbh.g_00365	Prbm.g_00492
OG0000234	Prbh.g_00355	Prbm.g_00501
OG0000235	Prbh.g_00352	Prbm.g_00505
OG0000236	Prbh.g_00338	Prbm.g_00518
OG0000237	Prbh.g_00324	Prbm.g_00540
OG0000238	Prbh.g_00318	Prbm.g_00546
OG0000239	Prbh.g_00305	Prbm.g_00558
OG0000240	Prbh.g_00304	Prbm.g_00559
OG0000241	Prbh.g_00299	Prbm.g_00563
OG0000242	Prbh.g_00297	Prbm.g_00565
OG0000243	Prbh.g_00287	Prbm.g_00576
OG0000244	Prbh.g_00284	Prbm.g_00579
OG0000245	Prbh.g_00282	Prbm.g_00581
OG0000246	Prbh.g_00278	Prbm.g_00585
OG0000247	Prbh.g_00267	Prbm.g_00595
OG0000248	Prbh.g_00264	Prbm.g_00597
OG0000249	Prbh.g_00262	Prbm.g_00599
OG0000250	Prbh.g_00257	Prbm.g_00604
OG0000251	Prbh.g_00239	Prbm.g_00620
OG0000252	Prbh.g_00236	Prbm.g_00623
OG0000253	Prbh.g_00235	Prbm.g_00625
OG0000254	Prbh.g_00218	Prbm.g_00642
OG0000255	Prbh.g_00212	Prbm.g_00648
OG0000256	Prbh.g_01455	Prbm.g_00658
OG0000257	Prbh.g_01223	Prbm.g_00661
OG0000258	Prbh.g_01210	Prbm.g_00674
OG0000259	Prbh.g_01193	Prbm.g_00691
OG0000260	Prbh.g_01190	Prbm.g_00694
OG0000261	Prbh.g_01187	Prbm.g_00697
OG0000262	Prbh.g_01182	Prbm.g_00702
OG0000263	Prbh.g_00915	Prbm.g_00716
OG0000264	Prbh.g_00926	Prbm.g_00728
OG0000265	Prbh.g_00945	Prbm.g_00742
OG0000266	Prbh.g_01163	Prbm.g_00752
OG0000267	Prbh.g_01150	Prbm.g_00765
OG0000268	Prbh.g_01149	Prbm.g_00766
OG0000269	Prbh.g_00948	Prbm.g_00809
OG0000270	Prbh.g_00951	Prbm.g_00812
OG0000271	Prbh.g_00959	Prbm.g_00820
OG0000272	Prbh.g_00960	Prbm.g_00821
OG0000273	Prbh.g_00983	Prbm.g_00845
OG0000274	Prbh.g_00984	Prbm.g_00846
OG0000275	Prbh.g_00987	Prbm.g_00848
OG0000276	Prbh.g_00993	Prbm.g_00854
OG0000277	Prbh.g_00994	Prbm.g_00855
OG0000278	Prbh.g_00997	Prbm.g_00858
OG0000279	Prbh.g_01005	Prbm.g_00865
OG0000281	Prbh.g_01013	Prbm.g_00871
OG0000282	Prbh.g_00880	Prbm.g_00931
OG0000283	Prbh.g_01059	Prbm.g_00962
OG0000284	Prbh.g_01064	Prbm.g_00967
OG0000285	Prbh.g_01069	Prbm.g_00972
OG0000286	Prbh.g_01085	Prbm.g_00987
OG0000287	Prbh.g_01342	Prbm.g_00102
OG0000288	Prbh.g_01120	Prbm.g_01034
OG0000289	Prbh.g_01135	Prbm.g_01045
OG0000290	Prbh.g_01034	Prbm.g_01061
OG0000291	Prbh.g_01032	Prbm.g_01063
OG0000292	Prbh.g_01328	Prbm.g_01210
OG0000293	Prbh.g_01293	Prbm.g_01559
OG0000294	Prbh.g_01292	Prbm.g_01558
OG0000295	Prbh.g_01268	Prbm.g_01534
OG0000296	Prbh.g_01266	Prbm.g_01532
OG0000297	Prbh.g_01257	Prbm.g_01524
OG0000298	Prbh.g_01256	Prbm.g_01523
OG0000299	Prbh.g_01237	Prbm.g_01503
OG0000300	Prbh.g_01234	Prbm.g_01500
OG0000301	Prbh.g_01233	Prbm.g_01499
OG0000302	Prbh.g_01231	Prbm.g_01497
OG0000303	Prbh.g_01225	Prbm.g_01492
OG0000304	Prbh.g_01450	Prbm.g_01489
OG0000305	Prbh.g_01326	Prbm.g_01812
OG0000306	Prbh.g_01017	Prbm.g_00875
OG0000307	Prbh.g_00019	Prbm.g_01669
OG0000308	Prbh.g_00020	Prbm.g_01670
OG0000309	Prbh.g_00024	Prbm.g_01674
OG0000310	Prbh.g_00082	Prbm.g_01694
OG0000311	Prbh.g_00084	Prbm.g_01696
OG0000312	Prbh.g_00087	Prbm.g_01699
OG0000313	Prbh.g_00103	Prbm.g_01714
OG0000314	Prbh.g_00126	Prbm.g_01735
OG0000315	Prbh.g_00136	Prbm.g_01745
OG0000316	Prbh.g_00162	Prbm.g_01770
OG0000317	Prbh.g_01785	Prbm.g_01839
OG0000318	Prbh.g_01781	Prbm.g_01842
OG0000319	Prbh.g_01768	Prbm.g_01853
OG0000320	Prbh.g_01766	Prbm.g_01855
OG0000321	Prbh.g_01765	Prbm.g_01856
OG0000322	Prbh.g_01764	Prbm.g_01857
OG0000323	Prbh.g_01755	Prbm.g_01866
OG0000324	Prbh.g_01727	Prbm.g_01893
OG0000325	Prbh.g_01717	Prbm.g_01950
OG0000326	Prbh.g_01710	Prbm.g_01956
OG0000327	Prbh.g_01686	Prbm.g_01991
OG0000328	Prbh.g_01685	Prbm.g_01992
OG0000329	Prbh.g_01668	Prbm.g_02009
OG0000330	Prbh.g_01667	Prbm.g_02010
OG0000331	Prbh.g_01666	Prbm.g_02011
OG0000332	Prbh.g_01652	Prbm.g_02025
OG0000333	Prbh.g_01650	Prbm.g_02027
OG0000334	Prbh.g_01641	Prbm.g_02036
OG0000335	Prbh.g_01636	Prbm.g_02041
OG0000336	Prbh.g_01632	Prbm.g_02045
OG0000337	Prbh.g_01613	Prbm.g_02064
OG0000338	Prbh.g_01612	Prbm.g_02065
OG0000339	Prbh.g_01606	Prbm.g_02070
OG0000340	Prbh.g_01597	Prbm.g_02079
OG0000341	Prbh.g_01595	Prbm.g_02081
OG0000342	Prbh.g_01594	Prbm.g_02082
OG0000343	Prbh.g_01593	Prbm.g_02083
OG0000344	Prbh.g_01590	Prbm.g_02086
OG0000345	Prbh.g_01584	Prbm.g_02091
OG0000346	Prbh.g_01580	Prbm.g_02095
OG0000347	Prbh.g_01563	Prbm.g_02114
OG0000348	Prbh.g_01555	Prbm.g_02149
OG0000349	Prbh.g_01537	Prbm.g_02167
OG0000350	Prbh.g_01516	Prbm.g_02188
OG0000351	Prbh.g_01497	Prbm.g_02212
OG0000352	Prbh.g_01496	Prbm.g_02213
OG0000353	Prbh.g_01477	Prbm.g_02232
OG0000355	Prbh.g_01475	Prbm.g_00001
OG0000356	Prbh.g_01474	Prbm.g_00002
OG0000357	Prbh.g_01473	Prbm.g_00003
OG0000358	Prbh.g_01469	Prbm.g_00007
OG0000359	Prbh.g_01468	Prbm.g_00008
OG0000360	Prbh.g_01467	Prbm.g_00009
OG0000361	Prbh.g_01466	Prbm.g_00010
OG0000362	Prbh.g_01952	Prbm.g_00012
OG0000363	Prbh.g_00766	Prbm.g_00014
OG0000364	Prbh.g_00765	Prbm.g_00015
OG0000365	Prbh.g_00760	Prbm.g_00020
OG0000366	Prbh.g_00759	Prbm.g_00021
OG0000367	Prbh.g_00758	Prbm.g_00022
OG0000368	Prbh.g_00756	Prbm.g_00024
OG0000369	Prbh.g_00755	Prbm.g_00025
OG0000370	Prbh.g_00754	Prbm.g_00026
OG0000371	Prbh.g_00748	Prbm.g_00032
OG0000372	Prbh.g_00746	Prbm.g_00033
OG0000373	Prbh.g_00745	Prbm.g_00034
OG0000374	Prbh.g_00744	Prbm.g_00035
OG0000375	Prbh.g_00743	Prbm.g_00049
OG0000376	Prbh.g_00741	Prbm.g_00051
OG0000377	Prbh.g_00737	Prbm.g_00054
OG0000378	Prbh.g_00733	Prbm.g_00056
OG0000379	Prbh.g_00730	Prbm.g_00059
OG0000380	Prbh.g_00717	Prbm.g_00123
OG0000381	Prbh.g_00712	Prbm.g_00127
OG0000382	Prbh.g_00702	Prbm.g_00138
OG0000383	Prbh.g_00700	Prbm.g_00140
OG0000384	Prbh.g_00699	Prbm.g_00141
OG0000385	Prbh.g_00698	Prbm.g_00142
OG0000386	Prbh.g_00697	Prbm.g_00143
OG0000387	Prbh.g_00684	Prbm.g_00156
OG0000388	Prbh.g_00680	Prbm.g_00160
OG0000389	Prbh.g_00677	Prbm.g_00163
OG0000390	Prbh.g_00668	Prbm.g_00172
OG0000391	Prbh.g_00665	Prbm.g_00176
OG0000392	Prbh.g_00661	Prbm.g_00179
OG0000393	Prbh.g_00658	Prbm.g_00182
OG0000394	Prbh.g_00657	Prbm.g_00183
OG0000395	Prbh.g_00656	Prbm.g_00184
OG0000396	Prbh.g_00654	Prbm.g_00187
OG0000397	Prbh.g_00652	Prbm.g_00189
OG0000398	Prbh.g_00649	Prbm.g_00192
OG0000399	Prbh.g_00648	Prbm.g_00193
OG0000400	Prbh.g_00647	Prbm.g_00194
OG0000401	Prbh.g_00646	Prbm.g_00195
OG0000402	Prbh.g_01144	Prbm.g_01096
OG0000403	Prbh.g_00644	Prbm.g_00196
OG0000404	Prbh.g_00643	Prbm.g_00197
OG0000405	Prbh.g_00639	Prbm.g_00202
OG0000406	Prbh.g_00635	Prbm.g_00206
OG0000407	Prbh.g_00634	Prbm.g_00207
OG0000408	Prbh.g_00632	Prbm.g_00209
OG0000409	Prbh.g_00630	Prbm.g_00211
OG0000410	Prbh.g_00629	Prbm.g_00212
OG0000411	Prbh.g_00628	Prbm.g_00213
OG0000412	Prbh.g_00627	Prbm.g_00214
OG0000413	Prbh.g_00626	Prbm.g_00215
OG0000414	Prbh.g_00625	Prbm.g_00216
OG0000415	Prbh.g_00624	Prbm.g_00217
OG0000416	Prbh.g_00623	Prbm.g_00218
OG0000417	Prbh.g_00622	Prbm.g_00219
OG0000418	Prbh.g_00617	Prbm.g_00224
OG0000419	Prbh.g_00615	Prbm.g_00226
OG0000420	Prbh.g_00614	Prbm.g_00227
OG0000421	Prbh.g_00610	Prbm.g_00232
OG0000422	Prbh.g_00609	Prbm.g_00233
OG0000423	Prbh.g_00608	Prbm.g_00234
OG0000424	Prbh.g_00607	Prbm.g_00235
OG0000425	Prbh.g_00606	Prbm.g_00236
OG0000426	Prbh.g_00605	Prbm.g_00237
OG0000427	Prbh.g_00604	Prbm.g_00238
OG0000428	Prbh.g_00602	Prbm.g_00240
OG0000429	Prbh.g_00601	Prbm.g_00241
OG0000430	Prbh.g_00600	Prbm.g_00242
OG0000431	Prbh.g_00598	Prbm.g_00244
OG0000432	Prbh.g_00594	Prbm.g_00248
OG0000433	Prbh.g_00593	Prbm.g_00249
OG0000434	Prbh.g_00592	Prbm.g_00250
OG0000435	Prbh.g_00591	Prbm.g_00251
OG0000436	Prbh.g_00586	Prbm.g_00256
OG0000437	Prbh.g_00585	Prbm.g_00257
OG0000438	Prbh.g_00584	Prbm.g_00258
OG0000439	Prbh.g_00582	Prbm.g_00260
OG0000440	Prbh.g_00581	Prbm.g_00261
OG0000441	Prbh.g_00578	Prbm.g_00263
OG0000442	Prbh.g_00577	Prbm.g_00264
OG0000443	Prbh.g_00576	Prbm.g_00265
OG0000444	Prbh.g_00571	Prbm.g_00270
OG0000445	Prbh.g_00570	Prbm.g_00271
OG0000446	Prbh.g_00569	Prbm.g_00272
OG0000447	Prbh.g_00568	Prbm.g_00273
OG0000448	Prbh.g_00567	Prbm.g_00274
OG0000449	Prbh.g_00566	Prbm.g_00275
OG0000450	Prbh.g_00565	Prbm.g_00276
OG0000451	Prbh.g_00564	Prbm.g_00277
OG0000452	Prbh.g_00561	Prbm.g_00280
OG0000453	Prbh.g_00560	Prbm.g_00281
OG0000454	Prbh.g_00559	Prbm.g_00282
OG0000455	Prbh.g_00558	Prbm.g_00283
OG0000456	Prbh.g_00557	Prbm.g_00284
OG0000457	Prbh.g_00555	Prbm.g_00285
OG0000458	Prbh.g_00554	Prbm.g_00286
OG0000459	Prbh.g_00553	Prbm.g_00287
OG0000460	Prbh.g_00545	Prbm.g_00295
OG0000461	Prbh.g_00537	Prbm.g_00303
OG0000462	Prbh.g_00535	Prbm.g_00305
OG0000463	Prbh.g_00534	Prbm.g_00306
OG0000464	Prbh.g_00533	Prbm.g_00307
OG0000465	Prbh.g_00532	Prbm.g_00308
OG0000466	Prbh.g_00529	Prbm.g_00309
OG0000467	Prbh.g_00528	Prbm.g_00310
OG0000468	Prbh.g_00525	Prbm.g_00312
OG0000469	Prbh.g_00517	Prbm.g_00320
OG0000470	Prbh.g_00515	Prbm.g_00322
OG0000471	Prbh.g_00514	Prbm.g_00323
OG0000472	Prbh.g_00513	Prbm.g_00324
OG0000473	Prbh.g_00511	Prbm.g_00326
OG0000474	Prbh.g_00510	Prbm.g_00327
OG0000475	Prbh.g_00509	Prbm.g_00328
OG0000476	Prbh.g_00507	Prbm.g_00330
OG0000477	Prbh.g_00504	Prbm.g_00332
OG0000478	Prbh.g_00503	Prbm.g_00333
OG0000479	Prbh.g_00502	Prbm.g_00334
OG0000480	Prbh.g_00497	Prbm.g_00339
OG0000481	Prbh.g_00494	Prbm.g_00341
OG0000482	Prbh.g_00493	Prbm.g_00342
OG0000483	Prbh.g_00490	Prbm.g_00345
OG0000484	Prbh.g_00489	Prbm.g_00346
OG0000485	Prbh.g_00487	Prbm.g_00347
OG0000486	Prbh.g_00486	Prbm.g_00348
OG0000487	Prbh.g_00483	Prbm.g_00351
OG0000488	Prbh.g_00480	Prbm.g_00354
OG0000489	Prbh.g_00475	Prbm.g_00359
OG0000490	Prbh.g_00471	Prbm.g_00364
OG0000491	Prbh.g_00470	Prbm.g_00365
OG0000492	Prbh.g_00468	Prbm.g_00367
OG0000493	Prbh.g_00467	Prbm.g_00368
OG0000494	Prbh.g_00466	Prbm.g_00369
OG0000495	Prbh.g_00465	Prbm.g_00370
OG0000496	Prbh.g_00464	Prbm.g_00371
OG0000497	Prbh.g_00463	Prbm.g_00372
OG0000498	Prbh.g_00462	Prbm.g_00373
OG0000499	Prbh.g_00461	Prbm.g_00374
OG0000500	Prbh.g_00460	Prbm.g_00375
OG0000501	Prbh.g_00458	Prbm.g_00376
OG0000502	Prbh.g_00455	Prbm.g_00379
OG0000503	Prbh.g_00439	Prbm.g_00400
OG0000504	Prbh.g_00437	Prbm.g_00402
OG0000505	Prbh.g_00436	Prbm.g_00403
OG0000506	Prbh.g_00435	Prbm.g_00404
OG0000507	Prbh.g_00431	Prbm.g_00407
OG0000508	Prbh.g_00427	Prbm.g_00410
OG0000509	Prbh.g_00425	Prbm.g_00412
OG0000510	Prbh.g_00424	Prbm.g_00413
OG0000511	Prbh.g_00423	Prbm.g_00414
OG0000512	Prbh.g_00421	Prbm.g_00416
OG0000513	Prbh.g_00412	Prbm.g_00426
