Orthogroup	Prbh	Prbb
OG0000215	Prbh.g_00485	Prbb.g_00344
OG0000216	Prbh.g_00484	Prbb.g_00345
OG0000217	Prbh.g_00481	Prbb.g_00348
OG0000218	Prbh.g_00479	Prbb.g_00350
OG0000219	Prbh.g_00478	Prbb.g_00351
OG0000220	Prbh.g_00477	Prbb.g_00352
OG0000221	Prbh.g_00476	Prbb.g_00353
OG0000222	Prbh.g_00469	Prbb.g_00361
OG0000223	Prbh.g_00456	Prbb.g_00374
OG0000224	Prbh.g_00454	Prbb.g_00376
OG0000225	Prbh.g_00426	Prbb.g_00405
OG0000226	Prbh.g_00422	Prbb.g_00409
OG0000227	Prbh.g_00420	Prbb.g_00411
OG0000228	Prbh.g_00416	Prbb.g_00415
OG0000229	Prbh.g_00396	Prbb.g_00441
OG0000230	Prbh.g_00394	Prbb.g_00443
OG0000231	Prbh.g_00383	Prbb.g_00454
OG0000232	Prbh.g_00370	Prbb.g_00462
OG0000233	Prbh.g_00365	Prbb.g_00470
OG0000234	Prbh.g_00355	Prbb.g_00479
OG0000235	Prbh.g_00352	Prbb.g_00483
OG0000236	Prbh.g_00338	Prbb.g_00497
OG0000237	Prbh.g_00324	Prbb.g_00510
OG0000238	Prbh.g_00318	Prbb.g_00516
OG0000239	Prbh.g_00305	Prbb.g_00528
OG0000240	Prbh.g_00304	Prbb.g_00529
OG0000241	Prbh.g_00299	Prbb.g_00533
OG0000242	Prbh.g_00297	Prbb.g_00535
OG0000243	Prbh.g_00287	Prbb.g_00546
OG0000244	Prbh.g_00284	Prbb.g_00550
OG0000245	Prbh.g_00282	Prbb.g_00552
OG0000246	Prbh.g_00278	Prbb.g_00556
OG0000247	Prbh.g_00267	Prbb.g_00566
OG0000248	Prbh.g_00264	Prbb.g_00568
OG0000249	Prbh.g_00262	Prbb.g_00570
OG0000250	Prbh.g_00257	Prbb.g_00575
OG0000251	Prbh.g_00239	Prbb.g_00591
OG0000252	Prbh.g_00236	Prbb.g_00593
OG0000253	Prbh.g_00235	Prbb.g_00595
OG0000254	Prbh.g_00218	Prbb.g_00612
OG0000255	Prbh.g_00212	Prbb.g_00618
OG0000256	Prbh.g_01455	Prbb.g_00628
OG0000257	Prbh.g_01223	Prbb.g_00631
OG0000258	Prbh.g_01210	Prbb.g_00644
OG0000259	Prbh.g_01193	Prbb.g_00661
OG0000260	Prbh.g_01190	Prbb.g_00665
OG0000261	Prbh.g_01187	Prbb.g_00668
OG0000262	Prbh.g_01182	Prbb.g_00673
OG0000263	Prbh.g_00915	Prbb.g_00686
OG0000264	Prbh.g_00926	Prbb.g_00697, Prbb.g_00698
OG0000265	Prbh.g_00945	Prbb.g_00713
OG0000266	Prbh.g_01163	Prbb.g_00723
OG0000267	Prbh.g_01150	Prbb.g_00736
OG0000268	Prbh.g_01149	Prbb.g_00737
OG0000269	Prbh.g_00948	Prbb.g_00778
OG0000270	Prbh.g_00951	Prbb.g_00781
OG0000271	Prbh.g_00959	Prbb.g_00789
OG0000272	Prbh.g_00960	Prbb.g_00790
OG0000273	Prbh.g_00983	Prbb.g_00814
OG0000274	Prbh.g_00984	Prbb.g_00815
OG0000275	Prbh.g_00987	Prbb.g_00817
OG0000276	Prbh.g_00993	Prbb.g_00823
OG0000277	Prbh.g_00994	Prbb.g_00824
OG0000278	Prbh.g_00997	Prbb.g_00828
OG0000279	Prbh.g_01005	Prbb.g_00835
OG0000280	Prbh.g_01006	Prbb.g_01370
OG0000281	Prbh.g_01013	Prbb.g_00841
OG0000282	Prbh.g_00880	Prbb.g_00934
OG0000283	Prbh.g_01059	Prbb.g_00965
OG0000284	Prbh.g_01064	Prbb.g_00970
OG0000285	Prbh.g_01069	Prbb.g_00975
OG0000286	Prbh.g_01085	Prbb.g_00990
OG0000287	Prbh.g_01342	Prbb.g_00101
OG0000288	Prbh.g_01120	Prbb.g_01039
OG0000289	Prbh.g_01135	Prbb.g_01051
OG0000290	Prbh.g_01034	Prbb.g_01067
OG0000291	Prbh.g_01032	Prbb.g_01069
OG0000292	Prbh.g_01328	Prbb.g_01238
OG0000293	Prbh.g_01293	Prbb.g_01527
OG0000294	Prbh.g_01292	Prbb.g_01526
OG0000295	Prbh.g_01268	Prbb.g_01502
OG0000296	Prbh.g_01266	Prbb.g_01500
OG0000297	Prbh.g_01257	Prbb.g_01491
OG0000298	Prbh.g_01256	Prbb.g_01490
OG0000299	Prbh.g_01237	Prbb.g_01471
OG0000300	Prbh.g_01234	Prbb.g_01468
OG0000301	Prbh.g_01233	Prbb.g_01467
OG0000302	Prbh.g_01231	Prbb.g_01464
OG0000303	Prbh.g_01225	Prbb.g_01459
OG0000304	Prbh.g_01450	Prbb.g_01456
OG0000305	Prbh.g_01326	Prbb.g_01789
OG0000306	Prbh.g_01017	Prbb.g_00845
OG0000307	Prbh.g_00019	Prbb.g_01648
OG0000308	Prbh.g_00020	Prbb.g_01649
OG0000309	Prbh.g_00024	Prbb.g_01653
OG0000310	Prbh.g_00082	Prbb.g_01671
OG0000311	Prbh.g_00084	Prbb.g_01673
OG0000312	Prbh.g_00087	Prbb.g_01676
OG0000313	Prbh.g_00103	Prbb.g_01690
OG0000314	Prbh.g_00126	Prbb.g_01711
OG0000315	Prbh.g_00136	Prbb.g_01721
OG0000316	Prbh.g_00162	Prbb.g_01746
OG0000317	Prbh.g_01785	Prbb.g_01821
OG0000318	Prbh.g_01781	Prbb.g_01824
OG0000319	Prbh.g_01768	Prbb.g_01835
OG0000320	Prbh.g_01766	Prbb.g_01837
OG0000321	Prbh.g_01765	Prbb.g_01838
OG0000322	Prbh.g_01764	Prbb.g_01839
OG0000323	Prbh.g_01755	Prbb.g_01848
OG0000324	Prbh.g_01727	Prbb.g_01875
OG0000325	Prbh.g_01717	Prbb.g_01924
OG0000326	Prbh.g_01710	Prbb.g_01930
OG0000327	Prbh.g_01686	Prbb.g_01959
OG0000328	Prbh.g_01685	Prbb.g_01960
OG0000329	Prbh.g_01668	Prbb.g_01977
OG0000330	Prbh.g_01667	Prbb.g_01978
OG0000331	Prbh.g_01666	Prbb.g_01979
OG0000332	Prbh.g_01652	Prbb.g_01993
OG0000333	Prbh.g_01650	Prbb.g_01995
OG0000334	Prbh.g_01641	Prbb.g_02004
OG0000335	Prbh.g_01636	Prbb.g_02009
OG0000336	Prbh.g_01632	Prbb.g_02013
OG0000337	Prbh.g_01613	Prbb.g_02031
OG0000338	Prbh.g_01612	Prbb.g_02032
OG0000339	Prbh.g_01606	Prbb.g_02037
OG0000340	Prbh.g_01597	Prbb.g_02046
OG0000341	Prbh.g_01595	Prbb.g_02048
OG0000342	Prbh.g_01594	Prbb.g_02049
OG0000343	Prbh.g_01593	Prbb.g_02050
OG0000344	Prbh.g_01590	Prbb.g_02053
OG0000345	Prbh.g_01584	Prbb.g_02058
OG0000346	Prbh.g_01580	Prbb.g_02062
OG0000347	Prbh.g_01563	Prbb.g_02082
OG0000348	Prbh.g_01555	Prbb.g_02104
OG0000349	Prbh.g_01537	Prbb.g_02122
OG0000350	Prbh.g_01516	Prbb.g_02143
OG0000351	Prbh.g_01497	Prbb.g_02168
OG0000352	Prbh.g_01496	Prbb.g_02169
OG0000353	Prbh.g_01477	Prbb.g_02188
OG0000355	Prbh.g_01475	Prbb.g_00001
OG0000356	Prbh.g_01474	Prbb.g_00002
OG0000357	Prbh.g_01473	Prbb.g_00003
OG0000358	Prbh.g_01469	Prbb.g_00008
OG0000359	Prbh.g_01468	Prbb.g_00009
OG0000360	Prbh.g_01467	Prbb.g_00010
OG0000361	Prbh.g_01466	Prbb.g_00011
OG0000362	Prbh.g_01952	Prbb.g_00013
OG0000363	Prbh.g_00766	Prbb.g_00015
OG0000364	Prbh.g_00765	Prbb.g_00016
OG0000365	Prbh.g_00760	Prbb.g_00021
OG0000366	Prbh.g_00759	Prbb.g_00022
OG0000367	Prbh.g_00758	Prbb.g_00023
OG0000368	Prbh.g_00756	Prbb.g_00025
OG0000369	Prbh.g_00755	Prbb.g_00026
OG0000370	Prbh.g_00754	Prbb.g_00027
OG0000371	Prbh.g_00748	Prbb.g_00033
OG0000372	Prbh.g_00746	Prbb.g_00035
OG0000373	Prbh.g_00745	Prbb.g_00036
OG0000374	Prbh.g_00744	Prbb.g_00037
OG0000375	Prbh.g_00743	Prbb.g_00055
OG0000376	Prbh.g_00741	Prbb.g_00057
OG0000377	Prbh.g_00737	Prbb.g_00060
OG0000378	Prbh.g_00733	Prbb.g_00062
OG0000379	Prbh.g_00730	Prbb.g_00065
OG0000380	Prbh.g_00717	Prbb.g_00121
OG0000381	Prbh.g_00712	Prbb.g_00125
OG0000382	Prbh.g_00702	Prbb.g_00136
OG0000383	Prbh.g_00700	Prbb.g_00138
OG0000384	Prbh.g_00699	Prbb.g_00139
OG0000385	Prbh.g_00698	Prbb.g_00140
OG0000386	Prbh.g_00697	Prbb.g_00141
OG0000387	Prbh.g_00684	Prbb.g_00154
OG0000388	Prbh.g_00680	Prbb.g_00158
OG0000389	Prbh.g_00677	Prbb.g_00161
OG0000390	Prbh.g_00668	Prbb.g_00170
OG0000391	Prbh.g_00665	Prbb.g_00174
OG0000392	Prbh.g_00661	Prbb.g_00177
OG0000393	Prbh.g_00658	Prbb.g_00180
OG0000394	Prbh.g_00657	Prbb.g_00181
OG0000395	Prbh.g_00656	Prbb.g_00182
OG0000396	Prbh.g_00654	Prbb.g_00185
OG0000397	Prbh.g_00652	Prbb.g_00187
OG0000398	Prbh.g_00649	Prbb.g_00190
OG0000399	Prbh.g_00648	Prbb.g_00191
OG0000400	Prbh.g_00647	Prbb.g_00192
OG0000401	Prbh.g_00646	Prbb.g_00193
OG0000402	Prbh.g_01144	Prbb.g_01101
OG0000403	Prbh.g_00644	Prbb.g_00194
OG0000404	Prbh.g_00643	Prbb.g_00195
OG0000405	Prbh.g_00639	Prbb.g_00200
OG0000406	Prbh.g_00635	Prbb.g_00204
OG0000407	Prbh.g_00634	Prbb.g_00205
OG0000408	Prbh.g_00632	Prbb.g_00207
OG0000409	Prbh.g_00630	Prbb.g_00209
OG0000410	Prbh.g_00629	Prbb.g_00210
OG0000411	Prbh.g_00628	Prbb.g_00211
OG0000412	Prbh.g_00627	Prbb.g_00212
OG0000413	Prbh.g_00626	Prbb.g_00213
OG0000414	Prbh.g_00625	Prbb.g_00214
OG0000415	Prbh.g_00624	Prbb.g_00215
OG0000416	Prbh.g_00623	Prbb.g_00216
OG0000417	Prbh.g_00622	Prbb.g_00217
OG0000418	Prbh.g_00617	Prbb.g_00222
OG0000419	Prbh.g_00615	Prbb.g_00224
OG0000420	Prbh.g_00614	Prbb.g_00225
OG0000421	Prbh.g_00610	Prbb.g_00229
OG0000422	Prbh.g_00609	Prbb.g_00230
OG0000423	Prbh.g_00608	Prbb.g_00231
OG0000424	Prbh.g_00607	Prbb.g_00232
OG0000425	Prbh.g_00606	Prbb.g_00233
OG0000426	Prbh.g_00605	Prbb.g_00234
OG0000427	Prbh.g_00604	Prbb.g_00235
OG0000428	Prbh.g_00602	Prbb.g_00237
OG0000429	Prbh.g_00601	Prbb.g_00238
OG0000430	Prbh.g_00600	Prbb.g_00239
OG0000431	Prbh.g_00598	Prbb.g_00241
OG0000432	Prbh.g_00594	Prbb.g_00245
OG0000433	Prbh.g_00593	Prbb.g_00246
OG0000434	Prbh.g_00592	Prbb.g_00247
OG0000435	Prbh.g_00591	Prbb.g_00248
OG0000436	Prbh.g_00586	Prbb.g_00253
OG0000437	Prbh.g_00585	Prbb.g_00254
OG0000438	Prbh.g_00584	Prbb.g_00255
OG0000439	Prbh.g_00582	Prbb.g_00257
OG0000440	Prbh.g_00581	Prbb.g_00258
OG0000441	Prbh.g_00578	Prbb.g_00260
OG0000442	Prbh.g_00577	Prbb.g_00261
OG0000443	Prbh.g_00576	Prbb.g_00262
OG0000444	Prbh.g_00571	Prbb.g_00267
OG0000445	Prbh.g_00570	Prbb.g_00268
OG0000446	Prbh.g_00569	Prbb.g_00269
OG0000447	Prbh.g_00568	Prbb.g_00270
OG0000448	Prbh.g_00567	Prbb.g_00271
OG0000449	Prbh.g_00566	Prbb.g_00272
OG0000450	Prbh.g_00565	Prbb.g_00273
OG0000451	Prbh.g_00564	Prbb.g_00274
OG0000452	Prbh.g_00561	Prbb.g_00277
OG0000453	Prbh.g_00560	Prbb.g_00278
OG0000454	Prbh.g_00559	Prbb.g_00279
OG0000455	Prbh.g_00558	Prbb.g_00280
OG0000456	Prbh.g_00557	Prbb.g_00281
OG0000457	Prbh.g_00555	Prbb.g_00282
OG0000458	Prbh.g_00554	Prbb.g_00283
OG0000459	Prbh.g_00553	Prbb.g_00284
OG0000460	Prbh.g_00545	Prbb.g_00292
OG0000461	Prbh.g_00537	Prbb.g_00300
OG0000462	Prbh.g_00535	Prbb.g_00302
OG0000463	Prbh.g_00534	Prbb.g_00303
OG0000464	Prbh.g_00533	Prbb.g_00304
OG0000465	Prbh.g_00532	Prbb.g_00305
OG0000466	Prbh.g_00529	Prbb.g_00306
OG0000467	Prbh.g_00528	Prbb.g_00307
OG0000468	Prbh.g_00525	Prbb.g_00309
OG0000469	Prbh.g_00517	Prbb.g_00316
OG0000470	Prbh.g_00515	Prbb.g_00318
OG0000471	Prbh.g_00514	Prbb.g_00319
OG0000472	Prbh.g_00513	Prbb.g_00320
OG0000473	Prbh.g_00511	Prbb.g_00322
OG0000474	Prbh.g_00510	Prbb.g_00323
OG0000475	Prbh.g_00509	Prbb.g_00324
OG0000476	Prbh.g_00507	Prbb.g_00326
OG0000477	Prbh.g_00504	Prbb.g_00328
OG0000478	Prbh.g_00503	Prbb.g_00329
OG0000479	Prbh.g_00502	Prbb.g_00330
OG0000480	Prbh.g_00497	Prbb.g_00334
OG0000481	Prbh.g_00494	Prbb.g_00336
OG0000482	Prbh.g_00493	Prbb.g_00337
OG0000483	Prbh.g_00490	Prbb.g_00340
OG0000484	Prbh.g_00489	Prbb.g_00341
OG0000485	Prbh.g_00487	Prbb.g_00342
OG0000486	Prbh.g_00486	Prbb.g_00343
OG0000487	Prbh.g_00483	Prbb.g_00346
OG0000488	Prbh.g_00480	Prbb.g_00349
OG0000489	Prbh.g_00475	Prbb.g_00354
OG0000490	Prbh.g_00471	Prbb.g_00359
OG0000491	Prbh.g_00470	Prbb.g_00360
OG0000492	Prbh.g_00468	Prbb.g_00362
OG0000493	Prbh.g_00467	Prbb.g_00363
OG0000494	Prbh.g_00466	Prbb.g_00364
OG0000495	Prbh.g_00465	Prbb.g_00365
OG0000496	Prbh.g_00464	Prbb.g_00366
OG0000497	Prbh.g_00463	Prbb.g_00367
OG0000498	Prbh.g_00462	Prbb.g_00368
OG0000499	Prbh.g_00461	Prbb.g_00369
OG0000500	Prbh.g_00460	Prbb.g_00370
OG0000501	Prbh.g_00458	Prbb.g_00372
OG0000502	Prbh.g_00455	Prbb.g_00375
OG0000503	Prbh.g_00439	Prbb.g_00394
OG0000504	Prbh.g_00437	Prbb.g_00396
OG0000505	Prbh.g_00436	Prbb.g_00397
OG0000506	Prbh.g_00435	Prbb.g_00398
OG0000507	Prbh.g_00431	Prbb.g_00401
OG0000508	Prbh.g_00427	Prbb.g_00404
OG0000509	Prbh.g_00425	Prbb.g_00406
OG0000510	Prbh.g_00424	Prbb.g_00407
OG0000511	Prbh.g_00423	Prbb.g_00408
OG0000512	Prbh.g_00421	Prbb.g_00410
OG0000513	Prbh.g_00412	Prbb.g_00419
OG0000514	Prbh.g_00401	Prbb.g_00436
OG0000515	Prbh.g_00400	Prbb.g_00437
