Orthogroup	Prbh	Syao
OG0000106	Prbh.g_00821	Syao.g_01385
OG0000107	Prbh.g_01718	Syao.g_01935
OG0000108	Prbh.g_00351	Syao.g_00028
OG0000109	Prbh.g_00337	Syao.g_00110
OG0000110	Prbh.g_00254	Syao.g_01051
OG0000111	Prbh.g_00937	Syao.g_00378
OG0000112	Prbh.g_01078	Syao.g_00683, Syao.g_00303
OG0000113	Prbh.g_00976	Syao.g_00782
OG0000114	Prbh.g_00878	Syao.g_00965
OG0000115	Prbh.g_01344	Syao.g_01464, Syao.g_00065
OG0000116	Prbh.g_01294	Syao.g_00137
OG0000117	Prbh.g_01255	Syao.g_00169
OG0000118	Prbh.g_01385	Syao.g_01475
OG0000120	Prbh.g_00031	Syao.g_02009
OG0000121	Prbh.g_00101	Syao.g_01489
OG0000122	Prbh.g_01347, Prbh.g_00143	Syao.g_01247
OG0000123	Prbh.g_01637	Syao.g_01832
OG0000124	Prbh.g_01564	Syao.g_02179
OG0000125	Prbh.g_01528	Syao.g_02444
OG0000126	Prbh.g_01481	Syao.g_02198
OG0000127	Prbh.g_01938	Syao.g_01312, Syao.g_02375, Syao.g_01143
OG0000128	Prbh.g_01953	Syao.g_02149
OG0000129	Prbh.g_00738	Syao.g_02434
OG0000130	Prbh.g_00713	Syao.g_02617
OG0000131	Prbh.g_00637	Syao.g_02480
OG0000132	Prbh.g_00618	Syao.g_02501
OG0000133	Prbh.g_00457	Syao.g_00678
OG0000134	Prbh.g_00413	Syao.g_01719
OG0000135	Prbh.g_01825	Syao.g_00147
OG0000136	Prbh.g_00391	Syao.g_01614, Syao.g_01613
OG0000137	Prbh.g_00356	Syao.g_02682
OG0000138	Prbh.g_00336	Syao.g_00108
OG0000139	Prbh.g_00292	Syao.g_01418, Syao.g_02005
OG0000140	Prbh.g_00291	Syao.g_01373, Syao.g_01372
OG0000141	Prbh.g_00222	Syao.g_01202
OG0000142	Prbh.g_01218	Syao.g_00894
OG0000143	Prbh.g_01215	Syao.g_00898
OG0000145	Prbh.g_01880	Syao.g_00102
OG0000146	Prbh.g_01077	Syao.g_00684, Syao.g_00304
OG0000147	Prbh.g_01076	Syao.g_00305, Syao.g_00685
OG0000148	Prbh.g_00970	Syao.g_00776
OG0000149	Prbh.g_01002	Syao.g_00534
OG0000150	Prbh.g_01012	Syao.g_01203
OG0000151	Prbh.g_00888	Syao.g_00975
OG0000152	Prbh.g_01086	Syao.g_00674
OG0000153	Prbh.g_01104	Syao.g_00818, Syao.g_01176
OG0000154	Prbh.g_01121	Syao.g_00447
OG0000155	Prbh.g_01261	Syao.g_00178
OG0000156	Prbh.g_01362	Syao.g_00151
OG0000157	Prbh.g_01363	Syao.g_00152
OG0000158	Prbh.g_01599	Syao.g_01141, Syao.g_02267
OG0000159	Prbh.g_00039	Syao.g_02276
OG0000159	Prbh.g_00722	Syao.g_02006
OG0000160	Prbh.g_00100	Syao.g_01488
OG0000161	Prbh.g_01288, Prbh.g_00106	Syao.g_01494
OG0000162	Prbh.g_00112	Syao.g_01515
OG0000163	Prbh.g_00151	Syao.g_01745
OG0000164	Prbh.g_01758	Syao.g_01663
OG0000165	Prbh.g_01750	Syao.g_01655
OG0000166	Prbh.g_01681	Syao.g_01790
OG0000167	Prbh.g_01609	Syao.g_01960
OG0000168	Prbh.g_01598	Syao.g_02128
OG0000169	Prbh.g_01588	Syao.g_02139
OG0000170	Prbh.g_01585	Syao.g_02148
OG0000171	Prbh.g_01565	Syao.g_02181
OG0000172	Prbh.g_01558	Syao.g_02170
OG0000173	Prbh.g_01543	Syao.g_02212
OG0000174	Prbh.g_01512	Syao.g_02364, Syao.g_02355
OG0000175	Prbh.g_01500	Syao.g_02327, Syao.g_00308
OG0000176	Prbh.g_01472	Syao.g_02165
OG0000177	Prbh.g_01471	Syao.g_02156
OG0000178	Prbh.g_01470	Syao.g_02155
OG0000179	Prbh.g_00764	Syao.g_02250
OG0000180	Prbh.g_00763	Syao.g_02249
OG0000181	Prbh.g_00762	Syao.g_02248
OG0000182	Prbh.g_00761	Syao.g_02247
OG0000183	Prbh.g_00757	Syao.g_02243
OG0000184	Prbh.g_00734	Syao.g_02423
OG0000185	Prbh.g_00731	Syao.g_02410
OG0000186	Prbh.g_00719	Syao.g_02613
OG0000187	Prbh.g_00718	Syao.g_02615
OG0000188	Prbh.g_00701	Syao.g_02637
OG0000189	Prbh.g_00687	Syao.g_02672
OG0000190	Prbh.g_00686	Syao.g_01015
OG0000191	Prbh.g_00664	Syao.g_02573
OG0000192	Prbh.g_00659	Syao.g_02579
OG0000193	Prbh.g_00636	Syao.g_02481
OG0000194	Prbh.g_00633	Syao.g_02484
OG0000195	Prbh.g_00631	Syao.g_02486
OG0000196	Prbh.g_00621	Syao.g_02498
OG0000197	Prbh.g_00620	Syao.g_02499
OG0000198	Prbh.g_00619	Syao.g_02500
OG0000199	Prbh.g_00612	Syao.g_02508
OG0000200	Prbh.g_00599	Syao.g_02524
OG0000201	Prbh.g_00590	Syao.g_02540
OG0000202	Prbh.g_00589	Syao.g_02454
OG0000203	Prbh.g_00588	Syao.g_02455
OG0000204	Prbh.g_00587	Syao.g_02456
OG0000205	Prbh.g_00580	Syao.g_02464
OG0000206	Prbh.g_00575	Syao.g_02469
OG0000207	Prbh.g_00573	Syao.g_02471
OG0000208	Prbh.g_00572	Syao.g_02472
OG0000209	Prbh.g_00563	Syao.g_02394
OG0000210	Prbh.g_00562	Syao.g_02395
OG0000211	Prbh.g_00547	Syao.g_01700
OG0000212	Prbh.g_00539	Syao.g_01710
OG0000213	Prbh.g_00521	Syao.g_02098
OG0000214	Prbh.g_00512	Syao.g_02081
OG0000215	Prbh.g_00485	Syao.g_02050
OG0000216	Prbh.g_00484	Syao.g_02045
OG0000217	Prbh.g_00481	Syao.g_02041
OG0000218	Prbh.g_00479	Syao.g_02039
OG0000219	Prbh.g_00478	Syao.g_02038
OG0000220	Prbh.g_00477	Syao.g_02037
OG0000221	Prbh.g_00476	Syao.g_02034
OG0000222	Prbh.g_00469	Syao.g_02023
OG0000223	Prbh.g_00456	Syao.g_00291
OG0000224	Prbh.g_00454	Syao.g_01973
OG0000225	Prbh.g_00426	Syao.g_01751
OG0000226	Prbh.g_00422	Syao.g_01758
OG0000227	Prbh.g_00420	Syao.g_01760
OG0000228	Prbh.g_00416	Syao.g_01715
OG0000229	Prbh.g_00396	Syao.g_01736
OG0000230	Prbh.g_00394	Syao.g_01738
OG0000231	Prbh.g_00383	Syao.g_01513
OG0000232	Prbh.g_00370	Syao.g_00057
OG0000233	Prbh.g_00365	Syao.g_02698
OG0000234	Prbh.g_00355	Syao.g_02680
OG0000235	Prbh.g_00352	Syao.g_00029
OG0000236	Prbh.g_00338	Syao.g_00111
OG0000237	Prbh.g_00324	Syao.g_00166
OG0000238	Prbh.g_00318	Syao.g_00161
OG0000239	Prbh.g_00305	Syao.g_01398
OG0000240	Prbh.g_00304	Syao.g_01399
OG0000241	Prbh.g_00299	Syao.g_00887
OG0000242	Prbh.g_00297	Syao.g_01410
OG0000243	Prbh.g_00287	Syao.g_00873
OG0000244	Prbh.g_00284	Syao.g_00865
OG0000245	Prbh.g_00282	Syao.g_00863
OG0000246	Prbh.g_00278	Syao.g_00859
OG0000247	Prbh.g_00267	Syao.g_00847
OG0000248	Prbh.g_00264	Syao.g_00844
OG0000249	Prbh.g_00262	Syao.g_00842
OG0000250	Prbh.g_00257	Syao.g_00835
OG0000251	Prbh.g_00239	Syao.g_01026
OG0000252	Prbh.g_00236	Syao.g_01020
OG0000253	Prbh.g_00235	Syao.g_01003
OG0000254	Prbh.g_00218	Syao.g_01053
OG0000255	Prbh.g_00212	Syao.g_01009
OG0000256	Prbh.g_01455	Syao.g_01328
OG0000257	Prbh.g_01223	Syao.g_00884
OG0000258	Prbh.g_01210	Syao.g_00907
OG0000259	Prbh.g_01193	Syao.g_00933, Syao.g_00932
OG0000260	Prbh.g_01190	Syao.g_00936
OG0000261	Prbh.g_01187	Syao.g_00941
OG0000262	Prbh.g_01182	Syao.g_00946
OG0000263	Prbh.g_00915	Syao.g_00247
OG0000264	Prbh.g_00926	Syao.g_00699
OG0000265	Prbh.g_00945	Syao.g_00049
OG0000266	Prbh.g_01163	Syao.g_00480
OG0000267	Prbh.g_01150	Syao.g_00589
OG0000268	Prbh.g_01149	Syao.g_00588
OG0000269	Prbh.g_00948	Syao.g_00751
OG0000270	Prbh.g_00951	Syao.g_00754
OG0000271	Prbh.g_00959	Syao.g_00762
OG0000272	Prbh.g_00960	Syao.g_00763
OG0000273	Prbh.g_00983	Syao.g_00791
OG0000274	Prbh.g_00984	Syao.g_00792
OG0000275	Prbh.g_00987	Syao.g_00438
OG0000276	Prbh.g_00993	Syao.g_00558
OG0000277	Prbh.g_00994	Syao.g_00557
OG0000278	Prbh.g_00997	Syao.g_00554
OG0000279	Prbh.g_01005	Syao.g_00529
OG0000280	Prbh.g_01006	Syao.g_00608
OG0000281	Prbh.g_01013	Syao.g_01377
OG0000282	Prbh.g_00880	Syao.g_00967
OG0000283	Prbh.g_01059	Syao.g_00640
OG0000284	Prbh.g_01064	Syao.g_00634
OG0000285	Prbh.g_01069	Syao.g_00706
OG0000286	Prbh.g_01085	Syao.g_00675
OG0000287	Prbh.g_01342	Syao.g_00825
OG0000288	Prbh.g_01120	Syao.g_00446
OG0000289	Prbh.g_01135	Syao.g_00461
OG0000290	Prbh.g_01034	Syao.g_00428
OG0000291	Prbh.g_01032	Syao.g_00333
OG0000292	Prbh.g_01328	Syao.g_02196
OG0000293	Prbh.g_01293	Syao.g_00136
OG0000294	Prbh.g_01292	Syao.g_00135
OG0000295	Prbh.g_01268	Syao.g_00186
OG0000296	Prbh.g_01266	Syao.g_00184
OG0000297	Prbh.g_01257	Syao.g_00171
OG0000298	Prbh.g_01256	Syao.g_00170
OG0000299	Prbh.g_01237	Syao.g_00231
OG0000300	Prbh.g_01234	Syao.g_00274
OG0000301	Prbh.g_01233	Syao.g_00272, Syao.g_00273
OG0000302	Prbh.g_01231	Syao.g_00271
OG0000303	Prbh.g_01225	Syao.g_00262
OG0000304	Prbh.g_01450	Syao.g_00256
OG0000305	Prbh.g_01326	Syao.g_00388
OG0000306	Prbh.g_01017	Syao.g_01216
OG0000307	Prbh.g_00019	Syao.g_00045
OG0000308	Prbh.g_00020	Syao.g_00047
OG0000309	Prbh.g_00024	Syao.g_02705
OG0000310	Prbh.g_00082	Syao.g_01530
OG0000311	Prbh.g_00084	Syao.g_01533
OG0000312	Prbh.g_00087	Syao.g_01538
OG0000313	Prbh.g_00103	Syao.g_01491
OG0000314	Prbh.g_00126	Syao.g_00078
OG0000315	Prbh.g_00136	Syao.g_00088
OG0000316	Prbh.g_00162	Syao.g_01602
OG0000317	Prbh.g_01785	Syao.g_01560
OG0000318	Prbh.g_01781	Syao.g_01553
OG0000319	Prbh.g_01768	Syao.g_01678
OG0000320	Prbh.g_01766	Syao.g_01676
OG0000321	Prbh.g_01765	Syao.g_01675
OG0000322	Prbh.g_01764	Syao.g_01674
OG0000323	Prbh.g_01755	Syao.g_01661
OG0000324	Prbh.g_01727	Syao.g_01630
OG0000325	Prbh.g_01717	Syao.g_01936
OG0000326	Prbh.g_01710	Syao.g_01918
OG0000327	Prbh.g_01686	Syao.g_01795
OG0000328	Prbh.g_01685	Syao.g_01794
OG0000329	Prbh.g_01668	Syao.g_01776
OG0000330	Prbh.g_01667	Syao.g_01775
OG0000331	Prbh.g_01666	Syao.g_01774
OG0000332	Prbh.g_01652	Syao.g_01813
OG0000333	Prbh.g_01650	Syao.g_01810
OG0000334	Prbh.g_01641	Syao.g_01836
OG0000335	Prbh.g_01636	Syao.g_01831
OG0000336	Prbh.g_01632	Syao.g_01827
OG0000337	Prbh.g_01613	Syao.g_01968
OG0000338	Prbh.g_01612	Syao.g_01962
OG0000339	Prbh.g_01606	Syao.g_02259
OG0000340	Prbh.g_01597	Syao.g_02129
OG0000341	Prbh.g_01595	Syao.g_02131
OG0000342	Prbh.g_01594	Syao.g_02132
OG0000343	Prbh.g_01593	Syao.g_02133
OG0000344	Prbh.g_01590	Syao.g_02137
OG0000345	Prbh.g_01584	Syao.g_01953
OG0000346	Prbh.g_01580	Syao.g_01948
OG0000347	Prbh.g_01563	Syao.g_02178
OG0000348	Prbh.g_01555	Syao.g_02166
OG0000349	Prbh.g_01537	Syao.g_02219
OG0000350	Prbh.g_01516	Syao.g_01925
OG0000351	Prbh.g_01497	Syao.g_02331
OG0000352	Prbh.g_01496	Syao.g_02332
OG0000353	Prbh.g_01477	Syao.g_02160
OG0000355	Prbh.g_01475	Syao.g_02162
OG0000356	Prbh.g_01474	Syao.g_02163
OG0000357	Prbh.g_01473	Syao.g_02164
OG0000358	Prbh.g_01469	Syao.g_02154
OG0000359	Prbh.g_01468	Syao.g_02152
OG0000360	Prbh.g_01467	Syao.g_02151
OG0000361	Prbh.g_01466	Syao.g_02150
OG0000362	Prbh.g_01952	Syao.g_01954
OG0000363	Prbh.g_00766	Syao.g_02255
OG0000364	Prbh.g_00765	Syao.g_01558
OG0000365	Prbh.g_00760	Syao.g_02246
OG0000366	Prbh.g_00759	Syao.g_02245
OG0000367	Prbh.g_00758	Syao.g_02244
OG0000368	Prbh.g_00756	Syao.g_02242
OG0000369	Prbh.g_00755	Syao.g_02241
OG0000370	Prbh.g_00754	Syao.g_02240
OG0000371	Prbh.g_00748	Syao.g_02231
OG0000372	Prbh.g_00746	Syao.g_02226
OG0000373	Prbh.g_00745	Syao.g_02225
OG0000374	Prbh.g_00744	Syao.g_02224
OG0000375	Prbh.g_00743	Syao.g_02223
OG0000376	Prbh.g_00741	Syao.g_02221
OG0000377	Prbh.g_00737	Syao.g_02429
OG0000378	Prbh.g_00733	Syao.g_02414
OG0000379	Prbh.g_00730	Syao.g_02409
OG0000380	Prbh.g_00717	Syao.g_02616
OG0000381	Prbh.g_00712	Syao.g_02618
OG0000382	Prbh.g_00702	Syao.g_02636
OG0000383	Prbh.g_00700	Syao.g_02643
OG0000384	Prbh.g_00699	Syao.g_02644
OG0000385	Prbh.g_00698	Syao.g_02645
OG0000386	Prbh.g_00697	Syao.g_02646
OG0000387	Prbh.g_00684	Syao.g_01019
OG0000388	Prbh.g_00680	Syao.g_02596
OG0000389	Prbh.g_00677	Syao.g_02599
OG0000390	Prbh.g_00668	Syao.g_02567
OG0000391	Prbh.g_00665	Syao.g_02572
OG0000392	Prbh.g_00661	Syao.g_02578
OG0000393	Prbh.g_00658	Syao.g_02581
OG0000394	Prbh.g_00657	Syao.g_02582
OG0000395	Prbh.g_00656	Syao.g_02583
OG0000396	Prbh.g_00654	Syao.g_02586
OG0000397	Prbh.g_00652	Syao.g_02542
OG0000398	Prbh.g_00649	Syao.g_02547
OG0000399	Prbh.g_00648	Syao.g_02548
OG0000400	Prbh.g_00647	Syao.g_02549
OG0000401	Prbh.g_00646	Syao.g_02550
OG0000402	Prbh.g_01144	Syao.g_02552
OG0000403	Prbh.g_00644	Syao.g_02553
OG0000404	Prbh.g_00643	Syao.g_02554
OG0000405	Prbh.g_00639	Syao.g_02478
OG0000406	Prbh.g_00635	Syao.g_02482
OG0000407	Prbh.g_00634	Syao.g_02483
OG0000408	Prbh.g_00632	Syao.g_02485
OG0000409	Prbh.g_00630	Syao.g_02487
OG0000410	Prbh.g_00629	Syao.g_02488
OG0000411	Prbh.g_00628	Syao.g_02489
OG0000412	Prbh.g_00627	Syao.g_02490
OG0000413	Prbh.g_00626	Syao.g_02492
OG0000414	Prbh.g_00625	Syao.g_02493
OG0000415	Prbh.g_00624	Syao.g_02494
OG0000416	Prbh.g_00623	Syao.g_02495
OG0000417	Prbh.g_00622	Syao.g_02497
OG0000418	Prbh.g_00617	Syao.g_02502
OG0000419	Prbh.g_00615	Syao.g_02504
OG0000420	Prbh.g_00614	Syao.g_02506
OG0000421	Prbh.g_00610	Syao.g_02510
OG0000422	Prbh.g_00609	Syao.g_02511
OG0000423	Prbh.g_00608	Syao.g_02512
OG0000424	Prbh.g_00607	Syao.g_02513
OG0000425	Prbh.g_00606	Syao.g_02514
OG0000426	Prbh.g_00605	Syao.g_02515
OG0000427	Prbh.g_00604	Syao.g_02516
OG0000428	Prbh.g_00602	Syao.g_02519
OG0000429	Prbh.g_00601	Syao.g_02522
OG0000430	Prbh.g_00600	Syao.g_02523
OG0000431	Prbh.g_00598	Syao.g_02526
OG0000432	Prbh.g_00594	Syao.g_02532
OG0000433	Prbh.g_00593	Syao.g_02534
OG0000434	Prbh.g_00592	Syao.g_02535
OG0000435	Prbh.g_00591	Syao.g_02538
OG0000436	Prbh.g_00586	Syao.g_02458
OG0000437	Prbh.g_00585	Syao.g_02459
OG0000438	Prbh.g_00584	Syao.g_02460
OG0000439	Prbh.g_00582	Syao.g_02462
OG0000440	Prbh.g_00581	Syao.g_02463
OG0000441	Prbh.g_00578	Syao.g_02466
OG0000442	Prbh.g_00577	Syao.g_02467
OG0000443	Prbh.g_00576	Syao.g_02468
OG0000444	Prbh.g_00571	Syao.g_02473
OG0000445	Prbh.g_00570	Syao.g_02474
OG0000446	Prbh.g_00569	Syao.g_02476
OG0000447	Prbh.g_00568	Syao.g_02383
OG0000448	Prbh.g_00567	Syao.g_02384
OG0000449	Prbh.g_00566	Syao.g_02385
OG0000450	Prbh.g_00565	Syao.g_02391
OG0000451	Prbh.g_00564	Syao.g_02392
OG0000452	Prbh.g_00561	Syao.g_02396
OG0000453	Prbh.g_00560	Syao.g_02397
OG0000454	Prbh.g_00559	Syao.g_02398
OG0000455	Prbh.g_00558	Syao.g_02399
OG0000456	Prbh.g_00557	Syao.g_02400
OG0000457	Prbh.g_00555	Syao.g_02402
OG0000458	Prbh.g_00554	Syao.g_02403
OG0000459	Prbh.g_00553	Syao.g_02404
OG0000460	Prbh.g_00545	Syao.g_01702
OG0000461	Prbh.g_00537	Syao.g_02119
OG0000462	Prbh.g_00535	Syao.g_02116
OG0000463	Prbh.g_00534	Syao.g_02115
OG0000464	Prbh.g_00533	Syao.g_02114
OG0000465	Prbh.g_00532	Syao.g_02112
OG0000466	Prbh.g_00529	Syao.g_02107
OG0000467	Prbh.g_00528	Syao.g_02106
OG0000468	Prbh.g_00525	Syao.g_02102
OG0000469	Prbh.g_00517	Syao.g_02087
OG0000470	Prbh.g_00515	Syao.g_02085
OG0000471	Prbh.g_00514	Syao.g_02084
OG0000472	Prbh.g_00513	Syao.g_02082
OG0000473	Prbh.g_00511	Syao.g_02080
OG0000474	Prbh.g_00510	Syao.g_02079
OG0000475	Prbh.g_00509	Syao.g_02078
OG0000476	Prbh.g_00507	Syao.g_02076
OG0000477	Prbh.g_00504	Syao.g_02069
OG0000478	Prbh.g_00503	Syao.g_02068
OG0000479	Prbh.g_00502	Syao.g_02067
OG0000480	Prbh.g_00497	Syao.g_02060
OG0000481	Prbh.g_00494	Syao.g_01012
OG0000482	Prbh.g_00493	Syao.g_02058
OG0000483	Prbh.g_00490	Syao.g_02054
OG0000484	Prbh.g_00489	Syao.g_02053
OG0000485	Prbh.g_00487	Syao.g_02052
OG0000486	Prbh.g_00486	Syao.g_02051
OG0000487	Prbh.g_00483	Syao.g_02044
OG0000488	Prbh.g_00480	Syao.g_02040
OG0000489	Prbh.g_00475	Syao.g_02033
OG0000490	Prbh.g_00471	Syao.g_02025
OG0000491	Prbh.g_00470	Syao.g_02024
OG0000492	Prbh.g_00468	Syao.g_02022
OG0000493	Prbh.g_00467	Syao.g_02021
OG0000494	Prbh.g_00466	Syao.g_02020
OG0000495	Prbh.g_00465	Syao.g_02018
OG0000496	Prbh.g_00464	Syao.g_02017
OG0000497	Prbh.g_00463	Syao.g_02016
OG0000498	Prbh.g_00462	Syao.g_02015
OG0000499	Prbh.g_00461	Syao.g_02014
OG0000500	Prbh.g_00460	Syao.g_02013
OG0000501	Prbh.g_00458	Syao.g_02010
OG0000502	Prbh.g_00455	Syao.g_01974
OG0000503	Prbh.g_00439	Syao.g_01877
OG0000504	Prbh.g_00437	Syao.g_01875
OG0000505	Prbh.g_00436	Syao.g_01874
OG0000506	Prbh.g_00435	Syao.g_01872
OG0000507	Prbh.g_00431	Syao.g_01866
OG0000508	Prbh.g_00427	Syao.g_01750
OG0000509	Prbh.g_00425	Syao.g_01755
OG0000510	Prbh.g_00424	Syao.g_01756
OG0000511	Prbh.g_00423	Syao.g_01757
OG0000512	Prbh.g_00421	Syao.g_01759
OG0000513	Prbh.g_00412	Syao.g_01720
OG0000514	Prbh.g_00401	Syao.g_01727
OG0000515	Prbh.g_00400	Syao.g_01728
OG0000516	Prbh.g_00399	Syao.g_01730
OG0000517	Prbh.g_00397	Syao.g_01735
OG0000518	Prbh.g_00386	Syao.g_01621
OG0000519	Prbh.g_00385	Syao.g_01622
OG0000520	Prbh.g_00384	Syao.g_01512
OG0000521	Prbh.g_00374	Syao.g_00061
OG0000522	Prbh.g_00372	Syao.g_00059
OG0000523	Prbh.g_00371	Syao.g_00058
OG0000524	Prbh.g_00367	Syao.g_02699
OG0000525	Prbh.g_00363	Syao.g_02691
OG0000526	Prbh.g_00361	Syao.g_02688
OG0000527	Prbh.g_00358	Syao.g_02684
OG0000528	Prbh.g_00353	Syao.g_00031
OG0000529	Prbh.g_00350	Syao.g_00027
OG0000530	Prbh.g_00347	Syao.g_00122
OG0000531	Prbh.g_00346	Syao.g_00121
OG0000532	Prbh.g_00344	Syao.g_00118
OG0000533	Prbh.g_00343	Syao.g_00116
OG0000534	Prbh.g_00342	Syao.g_00115
OG0000535	Prbh.g_00341	Syao.g_00114
OG0000536	Prbh.g_00340	Syao.g_00113
OG0000537	Prbh.g_00339	Syao.g_00112
OG0000538	Prbh.g_00329	Syao.g_00100
OG0000539	Prbh.g_00328	Syao.g_00099
OG0000540	Prbh.g_00327	Syao.g_00098
OG0000541	Prbh.g_00326	Syao.g_00097
OG0000542	Prbh.g_00325	Syao.g_00167
OG0000543	Prbh.g_00323	Syao.g_00165
OG0000544	Prbh.g_00322	Syao.g_00164
OG0000545	Prbh.g_00320	Syao.g_00162
OG0000546	Prbh.g_00317	Syao.g_00160
OG0000547	Prbh.g_00315	Syao.g_00158
OG0000548	Prbh.g_00314	Syao.g_00157
OG0000549	Prbh.g_00311	Syao.g_01391
OG0000550	Prbh.g_00306	Syao.g_01396
OG0000551	Prbh.g_00303	Syao.g_01401
OG0000552	Prbh.g_00302	Syao.g_01402
OG0000553	Prbh.g_00301	Syao.g_01404
OG0000554	Prbh.g_00295	Syao.g_01413
OG0000555	Prbh.g_00288	Syao.g_00875
OG0000556	Prbh.g_00286	Syao.g_00871
OG0000557	Prbh.g_00285	Syao.g_00866
OG0000558	Prbh.g_00283	Syao.g_00864
OG0000559	Prbh.g_00279	Syao.g_00860
OG0000560	Prbh.g_00276	Syao.g_00857
OG0000561	Prbh.g_00275	Syao.g_00856
OG0000562	Prbh.g_00274	Syao.g_00855
OG0000563	Prbh.g_00273	Syao.g_00854
OG0000564	Prbh.g_00272	Syao.g_00853
OG0000565	Prbh.g_00269	Syao.g_00849
