Orthogroup	Prbh	Pray
OG0000105	Prbh.g_00505	Pray.g_00753
OG0000106	Prbh.g_00821	Pray.g_00848
OG0000107	Prbh.g_01718	Pray.g_00864
OG0000108	Prbh.g_00351	Pray.g_00970
OG0000109	Prbh.g_00337	Pray.g_00984
OG0000110	Prbh.g_00254	Pray.g_01187
OG0000111	Prbh.g_00937	Pray.g_01064
OG0000112	Prbh.g_01078	Pray.g_00313
OG0000113	Prbh.g_00976	Pray.g_00370
OG0000114	Prbh.g_00878	Pray.g_00452
OG0000115	Prbh.g_01344	Pray.g_00126
OG0000116	Prbh.g_01294	Pray.g_00074
OG0000117	Prbh.g_01255	Pray.g_01927
OG0000118	Prbh.g_01385	Pray.g_01858
OG0000119	Prbh.g_01333, Prbh.g_00194	Pray.g_01833
OG0000120	Prbh.g_00031	Pray.g_01808
OG0000121	Prbh.g_00101	Pray.g_01720
OG0000122	Prbh.g_01347, Prbh.g_00143	Pray.g_01682
OG0000123	Prbh.g_01637	Pray.g_01313
OG0000124	Prbh.g_01564	Pray.g_01380
OG0000125	Prbh.g_01528	Pray.g_01417
OG0000126	Prbh.g_01481	Pray.g_01456
OG0000128	Prbh.g_01953	Pray.g_01473
OG0000129	Prbh.g_00738	Pray.g_00239
OG0000130	Prbh.g_00713	Pray.g_00220
OG0000131	Prbh.g_00637	Pray.g_00144
OG0000132	Prbh.g_00618	Pray.g_00645
OG0000133	Prbh.g_00457	Pray.g_00800
OG0000134	Prbh.g_00413	Pray.g_00835
OG0000135	Prbh.g_01825	Pray.g_00861
OG0000136	Prbh.g_00391	Pray.g_00931
OG0000137	Prbh.g_00356	Pray.g_00965
OG0000138	Prbh.g_00336	Pray.g_00985
OG0000139	Prbh.g_00292	Pray.g_01224
OG0000140	Prbh.g_00291	Pray.g_01223
OG0000141	Prbh.g_00222	Pray.g_01156
OG0000142	Prbh.g_01218	Pray.g_01128
OG0000143	Prbh.g_01215	Pray.g_01124
OG0000144	Prbh.g_01201	Pray.g_01111
OG0000145	Prbh.g_01880	Pray.g_00306
OG0000146	Prbh.g_01077	Pray.g_00314
OG0000147	Prbh.g_01076	Pray.g_00315
OG0000148	Prbh.g_00970	Pray.g_00364
OG0000149	Prbh.g_01002	Pray.g_00395
OG0000150	Prbh.g_01012	Pray.g_00403
OG0000151	Prbh.g_00888	Pray.g_00462
OG0000152	Prbh.g_01086	Pray.g_00511
OG0000153	Prbh.g_01104	Pray.g_00530
OG0000154	Prbh.g_01121	Pray.g_00558
OG0000155	Prbh.g_01261	Pray.g_00043
OG0000156	Prbh.g_01362	Pray.g_01881
OG0000157	Prbh.g_01363	Pray.g_01880
OG0000158	Prbh.g_01599	Pray.g_01787
OG0000159	Prbh.g_00039	Pray.g_01785
OG0000160	Prbh.g_00100	Pray.g_01721
OG0000161	Prbh.g_01288, Prbh.g_00106	Pray.g_01715
OG0000162	Prbh.g_00112	Pray.g_01709
OG0000163	Prbh.g_00151	Pray.g_01675
OG0000164	Prbh.g_01758	Pray.g_01535
OG0000165	Prbh.g_01750	Pray.g_01528
OG0000166	Prbh.g_01681	Pray.g_01270
OG0000167	Prbh.g_01609	Pray.g_01337
OG0000168	Prbh.g_01598	Pray.g_01347
OG0000169	Prbh.g_01588	Pray.g_01357
OG0000170	Prbh.g_01585	Pray.g_01359
OG0000171	Prbh.g_01565	Pray.g_01379
OG0000172	Prbh.g_01558	Pray.g_01388
OG0000173	Prbh.g_01543	Pray.g_01403
OG0000174	Prbh.g_01512	Pray.g_01431
OG0000175	Prbh.g_01500	Pray.g_01441
OG0000176	Prbh.g_01472	Pray.g_01465, Pray.g_01466
OG0000177	Prbh.g_01471	Pray.g_01467
OG0000178	Prbh.g_01470	Pray.g_01468
OG0000179	Prbh.g_00764	Pray.g_01478
OG0000180	Prbh.g_00763	Pray.g_01479
OG0000181	Prbh.g_00762	Pray.g_01480
OG0000182	Prbh.g_00761	Pray.g_01481
OG0000183	Prbh.g_00757	Pray.g_01485
OG0000184	Prbh.g_00734	Pray.g_00237
OG0000185	Prbh.g_00731	Pray.g_00234
OG0000186	Prbh.g_00719	Pray.g_00225
OG0000187	Prbh.g_00718	Pray.g_00224
OG0000188	Prbh.g_00701	Pray.g_00207
OG0000189	Prbh.g_00687	Pray.g_00193
OG0000190	Prbh.g_00686	Pray.g_00192
OG0000191	Prbh.g_00664	Pray.g_00172
OG0000192	Prbh.g_00659	Pray.g_00168
OG0000193	Prbh.g_00636	Pray.g_00143
OG0000194	Prbh.g_00633	Pray.g_00140
OG0000195	Prbh.g_00631	Pray.g_00138
OG0000196	Prbh.g_00621	Pray.g_00642
OG0000197	Prbh.g_00620	Pray.g_00643
OG0000198	Prbh.g_00619	Pray.g_00644
OG0000199	Prbh.g_00612	Pray.g_00651
OG0000200	Prbh.g_00599	Pray.g_00665
OG0000201	Prbh.g_00590	Pray.g_00673
OG0000202	Prbh.g_00589	Pray.g_00674
OG0000203	Prbh.g_00588	Pray.g_00675
OG0000204	Prbh.g_00587	Pray.g_00676
OG0000205	Prbh.g_00580	Pray.g_00683
OG0000206	Prbh.g_00575	Pray.g_00688
OG0000207	Prbh.g_00573	Pray.g_00690
OG0000208	Prbh.g_00572	Pray.g_00691
OG0000209	Prbh.g_00563	Pray.g_00700
OG0000210	Prbh.g_00562	Pray.g_00701
OG0000211	Prbh.g_00547	Pray.g_00714
OG0000212	Prbh.g_00539	Pray.g_00721
OG0000213	Prbh.g_00521	Pray.g_00738
OG0000214	Prbh.g_00512	Pray.g_00747
OG0000215	Prbh.g_00485	Pray.g_00771
OG0000216	Prbh.g_00484	Pray.g_00772
OG0000217	Prbh.g_00481	Pray.g_00775
OG0000218	Prbh.g_00479	Pray.g_00777
OG0000219	Prbh.g_00478	Pray.g_00778
OG0000220	Prbh.g_00477	Pray.g_00779
OG0000221	Prbh.g_00476	Pray.g_00780
OG0000222	Prbh.g_00469	Pray.g_00788
OG0000223	Prbh.g_00456	Pray.g_00801
OG0000224	Prbh.g_00454	Pray.g_00803
OG0000225	Prbh.g_00426	Pray.g_00824
OG0000226	Prbh.g_00422	Pray.g_00828
OG0000227	Prbh.g_00420	Pray.g_00830
OG0000228	Prbh.g_00416	Pray.g_00833
OG0000229	Prbh.g_00396	Pray.g_00926
OG0000230	Prbh.g_00394	Pray.g_00928
OG0000231	Prbh.g_00383	Pray.g_00939
OG0000232	Prbh.g_00370	Pray.g_00948
OG0000233	Prbh.g_00365	Pray.g_00953
OG0000234	Prbh.g_00355	Pray.g_00966
OG0000235	Prbh.g_00352	Pray.g_00969
OG0000236	Prbh.g_00338	Pray.g_00983
OG0000237	Prbh.g_00324	Pray.g_00997
OG0000238	Prbh.g_00318	Pray.g_01003
OG0000239	Prbh.g_00305	Pray.g_01016
OG0000240	Prbh.g_00304	Pray.g_01017
OG0000241	Prbh.g_00299	Pray.g_01021
OG0000242	Prbh.g_00297	Pray.g_01023
OG0000243	Prbh.g_00287	Pray.g_01218
OG0000244	Prbh.g_00284	Pray.g_01215
OG0000245	Prbh.g_00282	Pray.g_01213
OG0000246	Prbh.g_00278	Pray.g_01209
OG0000247	Prbh.g_00267	Pray.g_01199
OG0000248	Prbh.g_00264	Pray.g_01197
OG0000249	Prbh.g_00262	Pray.g_01195
OG0000250	Prbh.g_00257	Pray.g_01190
OG0000251	Prbh.g_00239	Pray.g_01172
OG0000252	Prbh.g_00236	Pray.g_01169
OG0000253	Prbh.g_00235	Pray.g_01168
OG0000254	Prbh.g_00218	Pray.g_01152
OG0000255	Prbh.g_00212	Pray.g_01146
OG0000256	Prbh.g_01455	Pray.g_01136
OG0000257	Prbh.g_01223	Pray.g_01133
OG0000258	Prbh.g_01210	Pray.g_01120
OG0000259	Prbh.g_01193	Pray.g_01103
OG0000260	Prbh.g_01190	Pray.g_01100
OG0000261	Prbh.g_01187	Pray.g_01098
OG0000262	Prbh.g_01182	Pray.g_01094
OG0000263	Prbh.g_00915	Pray.g_01082
OG0000264	Prbh.g_00926	Pray.g_01072
OG0000265	Prbh.g_00945	Pray.g_01040
OG0000266	Prbh.g_01163	Pray.g_01030
OG0000267	Prbh.g_01150	Pray.g_00274
OG0000268	Prbh.g_01149	Pray.g_00275
OG0000269	Prbh.g_00948	Pray.g_00343
OG0000270	Prbh.g_00951	Pray.g_00346
OG0000271	Prbh.g_00959	Pray.g_00354
OG0000272	Prbh.g_00960	Pray.g_00355
OG0000273	Prbh.g_00983	Pray.g_00378
OG0000274	Prbh.g_00984	Pray.g_00379
OG0000275	Prbh.g_00987	Pray.g_00382
OG0000276	Prbh.g_00993	Pray.g_00387
OG0000277	Prbh.g_00994	Pray.g_00388
OG0000278	Prbh.g_00997	Pray.g_00391
OG0000279	Prbh.g_01005	Pray.g_00398
OG0000280	Prbh.g_01006	Pray.g_00399
OG0000281	Prbh.g_01013	Pray.g_00404
OG0000282	Prbh.g_00880	Pray.g_00454
OG0000283	Prbh.g_01059	Pray.g_00488
OG0000284	Prbh.g_01064	Pray.g_00493
OG0000285	Prbh.g_01069	Pray.g_00498
OG0000286	Prbh.g_01085	Pray.g_00510
OG0000287	Prbh.g_01342	Pray.g_00527
OG0000288	Prbh.g_01120	Pray.g_00557
OG0000289	Prbh.g_01135	Pray.g_00568
OG0000290	Prbh.g_01034	Pray.g_00581
OG0000291	Prbh.g_01032	Pray.g_00583
OG0000292	Prbh.g_01328	Pray.g_00632
OG0000293	Prbh.g_01293	Pray.g_00073
OG0000294	Prbh.g_01292	Pray.g_00072
OG0000295	Prbh.g_01268	Pray.g_00051
OG0000296	Prbh.g_01266	Pray.g_00049
OG0000297	Prbh.g_01257	Pray.g_00041
OG0000298	Prbh.g_01256	Pray.g_00040
OG0000299	Prbh.g_01237	Pray.g_00023
OG0000300	Prbh.g_01234	Pray.g_00020
OG0000301	Prbh.g_01233	Pray.g_00019
OG0000302	Prbh.g_01231	Pray.g_00017
OG0000303	Prbh.g_01225	Pray.g_00010
OG0000304	Prbh.g_01450	Pray.g_00006
OG0000305	Prbh.g_01326	Pray.g_01837
OG0000306	Prbh.g_01017	Pray.g_01834
OG0000307	Prbh.g_00019	Pray.g_01820
OG0000308	Prbh.g_00020	Pray.g_01819
OG0000309	Prbh.g_00024	Pray.g_01815
OG0000310	Prbh.g_00082	Pray.g_01737
OG0000311	Prbh.g_00084	Pray.g_01735
OG0000312	Prbh.g_00087	Pray.g_01732
OG0000313	Prbh.g_00103	Pray.g_01718
OG0000314	Prbh.g_00126	Pray.g_01695
OG0000315	Prbh.g_00136	Pray.g_01685
OG0000316	Prbh.g_00162	Pray.g_01665
OG0000317	Prbh.g_01785	Pray.g_01561
OG0000318	Prbh.g_01781	Pray.g_01558
OG0000319	Prbh.g_01768	Pray.g_01545
OG0000320	Prbh.g_01766	Pray.g_01543
OG0000321	Prbh.g_01765	Pray.g_01542
OG0000322	Prbh.g_01764	Pray.g_01541
OG0000323	Prbh.g_01755	Pray.g_01532
OG0000324	Prbh.g_01727	Pray.g_01506
OG0000325	Prbh.g_01717	Pray.g_01235
OG0000326	Prbh.g_01710	Pray.g_01241
OG0000327	Prbh.g_01686	Pray.g_01265
OG0000328	Prbh.g_01685	Pray.g_01266
OG0000329	Prbh.g_01668	Pray.g_01283
OG0000330	Prbh.g_01667	Pray.g_01284
OG0000331	Prbh.g_01666	Pray.g_01285
OG0000332	Prbh.g_01652	Pray.g_01299
OG0000333	Prbh.g_01650	Pray.g_01301
OG0000334	Prbh.g_01641	Pray.g_01309
OG0000335	Prbh.g_01636	Pray.g_01314
OG0000336	Prbh.g_01632	Pray.g_01318
OG0000337	Prbh.g_01613	Pray.g_01335
OG0000338	Prbh.g_01612	Pray.g_01336
OG0000339	Prbh.g_01606	Pray.g_01340
OG0000340	Prbh.g_01597	Pray.g_01348
OG0000341	Prbh.g_01595	Pray.g_01350
OG0000342	Prbh.g_01594	Pray.g_01351
OG0000343	Prbh.g_01593	Pray.g_01352
OG0000344	Prbh.g_01590	Pray.g_01355
OG0000345	Prbh.g_01584	Pray.g_01360
OG0000346	Prbh.g_01580	Pray.g_01365
OG0000347	Prbh.g_01563	Pray.g_01381
OG0000348	Prbh.g_01555	Pray.g_01391
OG0000349	Prbh.g_01537	Pray.g_01408
OG0000350	Prbh.g_01516	Pray.g_01427
OG0000351	Prbh.g_01497	Pray.g_01444
OG0000352	Prbh.g_01496	Pray.g_01445
OG0000353	Prbh.g_01477	Pray.g_01460
OG0000355	Prbh.g_01475	Pray.g_01462
OG0000356	Prbh.g_01474	Pray.g_01463
OG0000357	Prbh.g_01473	Pray.g_01464
OG0000358	Prbh.g_01469	Pray.g_01469
OG0000359	Prbh.g_01468	Pray.g_01470
OG0000360	Prbh.g_01467	Pray.g_01471
OG0000361	Prbh.g_01466	Pray.g_01472
OG0000362	Prbh.g_01952	Pray.g_01474
OG0000363	Prbh.g_00766	Pray.g_01476
OG0000364	Prbh.g_00765	Pray.g_01477
OG0000365	Prbh.g_00760	Pray.g_01482
OG0000366	Prbh.g_00759	Pray.g_01483
OG0000367	Prbh.g_00758	Pray.g_01484
OG0000368	Prbh.g_00756	Pray.g_01486
OG0000369	Prbh.g_00755	Pray.g_01487
OG0000370	Prbh.g_00754	Pray.g_01488
OG0000371	Prbh.g_00748	Pray.g_01494
OG0000372	Prbh.g_00746	Pray.g_01497
OG0000373	Prbh.g_00745	Pray.g_01498
OG0000374	Prbh.g_00744	Pray.g_01499
OG0000375	Prbh.g_00743	Pray.g_00243
OG0000376	Prbh.g_00741	Pray.g_00241
OG0000377	Prbh.g_00737	Pray.g_00238
OG0000378	Prbh.g_00733	Pray.g_00236
OG0000379	Prbh.g_00730	Pray.g_00233
OG0000380	Prbh.g_00717	Pray.g_00223
OG0000381	Prbh.g_00712	Pray.g_00219
OG0000382	Prbh.g_00702	Pray.g_00208
OG0000383	Prbh.g_00700	Pray.g_00206
OG0000384	Prbh.g_00699	Pray.g_00205
OG0000385	Prbh.g_00698	Pray.g_00204
OG0000386	Prbh.g_00697	Pray.g_00203
OG0000387	Prbh.g_00684	Pray.g_00190
OG0000388	Prbh.g_00680	Pray.g_00187
OG0000389	Prbh.g_00677	Pray.g_00183
OG0000390	Prbh.g_00668	Pray.g_00176
OG0000391	Prbh.g_00665	Pray.g_00173
OG0000392	Prbh.g_00661	Pray.g_00169
OG0000393	Prbh.g_00658	Pray.g_00167
OG0000394	Prbh.g_00657	Pray.g_00166
OG0000395	Prbh.g_00656	Pray.g_00165
OG0000396	Prbh.g_00654	Pray.g_00162
OG0000397	Prbh.g_00652	Pray.g_00160
OG0000398	Prbh.g_00649	Pray.g_00158
OG0000399	Prbh.g_00648	Pray.g_00157
OG0000400	Prbh.g_00647	Pray.g_00156
OG0000401	Prbh.g_00646	Pray.g_00155
OG0000402	Prbh.g_01144	Pray.g_00153
OG0000403	Prbh.g_00644	Pray.g_00152
OG0000404	Prbh.g_00643	Pray.g_00151
OG0000405	Prbh.g_00639	Pray.g_00147
OG0000406	Prbh.g_00635	Pray.g_00142
OG0000407	Prbh.g_00634	Pray.g_00141
OG0000408	Prbh.g_00632	Pray.g_00139
OG0000409	Prbh.g_00630	Pray.g_00137
OG0000410	Prbh.g_00629	Pray.g_00136
OG0000411	Prbh.g_00628	Pray.g_00635
OG0000412	Prbh.g_00627	Pray.g_00636
OG0000413	Prbh.g_00626	Pray.g_00637
OG0000414	Prbh.g_00625	Pray.g_00638
OG0000415	Prbh.g_00624	Pray.g_00639
OG0000416	Prbh.g_00623	Pray.g_00640
OG0000417	Prbh.g_00622	Pray.g_00641
OG0000418	Prbh.g_00617	Pray.g_00646
OG0000419	Prbh.g_00615	Pray.g_00648
OG0000420	Prbh.g_00614	Pray.g_00649
OG0000421	Prbh.g_00610	Pray.g_00654
OG0000422	Prbh.g_00609	Pray.g_00655
OG0000423	Prbh.g_00608	Pray.g_00656
OG0000424	Prbh.g_00607	Pray.g_00657
OG0000425	Prbh.g_00606	Pray.g_00658
OG0000426	Prbh.g_00605	Pray.g_00659
OG0000427	Prbh.g_00604	Pray.g_00660
OG0000428	Prbh.g_00602	Pray.g_00662
OG0000429	Prbh.g_00601	Pray.g_00663
OG0000430	Prbh.g_00600	Pray.g_00664
OG0000431	Prbh.g_00598	Pray.g_00666
OG0000432	Prbh.g_00594	Pray.g_00669
OG0000433	Prbh.g_00593	Pray.g_00670
OG0000434	Prbh.g_00592	Pray.g_00671
OG0000435	Prbh.g_00591	Pray.g_00672
OG0000436	Prbh.g_00586	Pray.g_00677
OG0000437	Prbh.g_00585	Pray.g_00678
OG0000438	Prbh.g_00584	Pray.g_00679
OG0000439	Prbh.g_00582	Pray.g_00681
OG0000440	Prbh.g_00581	Pray.g_00682
OG0000441	Prbh.g_00578	Pray.g_00685
OG0000442	Prbh.g_00577	Pray.g_00686
OG0000443	Prbh.g_00576	Pray.g_00687
OG0000444	Prbh.g_00571	Pray.g_00692
OG0000445	Prbh.g_00570	Pray.g_00693
OG0000446	Prbh.g_00569	Pray.g_00694
OG0000447	Prbh.g_00568	Pray.g_00695
OG0000448	Prbh.g_00567	Pray.g_00696
OG0000449	Prbh.g_00566	Pray.g_00697
OG0000450	Prbh.g_00565	Pray.g_00698
OG0000451	Prbh.g_00564	Pray.g_00699
OG0000452	Prbh.g_00561	Pray.g_00702
OG0000453	Prbh.g_00560	Pray.g_00703
OG0000454	Prbh.g_00559	Pray.g_00704
OG0000455	Prbh.g_00558	Pray.g_00705
OG0000456	Prbh.g_00557	Pray.g_00706
OG0000457	Prbh.g_00555	Pray.g_00707
OG0000458	Prbh.g_00554	Pray.g_00708
OG0000459	Prbh.g_00553	Pray.g_00709
OG0000460	Prbh.g_00545	Pray.g_00716
OG0000461	Prbh.g_00537	Pray.g_00723
OG0000462	Prbh.g_00535	Pray.g_00725
OG0000463	Prbh.g_00534	Pray.g_00726
OG0000464	Prbh.g_00533	Pray.g_00727
OG0000465	Prbh.g_00532	Pray.g_00728
OG0000466	Prbh.g_00529	Pray.g_00731
OG0000467	Prbh.g_00528	Pray.g_00732
OG0000468	Prbh.g_00525	Pray.g_00734
OG0000469	Prbh.g_00517	Pray.g_00742
OG0000470	Prbh.g_00515	Pray.g_00744
OG0000471	Prbh.g_00514	Pray.g_00745
OG0000472	Prbh.g_00513	Pray.g_00746
OG0000473	Prbh.g_00511	Pray.g_00748
OG0000474	Prbh.g_00510	Pray.g_00749
OG0000475	Prbh.g_00509	Pray.g_00750
OG0000476	Prbh.g_00507	Pray.g_00751
OG0000477	Prbh.g_00504	Pray.g_00754
OG0000478	Prbh.g_00503	Pray.g_00755
OG0000479	Prbh.g_00502	Pray.g_00756
OG0000480	Prbh.g_00497	Pray.g_00761
OG0000481	Prbh.g_00494	Pray.g_00763
OG0000482	Prbh.g_00493	Pray.g_00764
OG0000483	Prbh.g_00490	Pray.g_00767
OG0000484	Prbh.g_00489	Pray.g_00768
OG0000485	Prbh.g_00487	Pray.g_00769
OG0000486	Prbh.g_00486	Pray.g_00770
OG0000487	Prbh.g_00483	Pray.g_00773
OG0000488	Prbh.g_00480	Pray.g_00776
OG0000489	Prbh.g_00475	Pray.g_00781
OG0000490	Prbh.g_00471	Pray.g_00786
OG0000491	Prbh.g_00470	Pray.g_00787
OG0000492	Prbh.g_00468	Pray.g_00789
OG0000493	Prbh.g_00467	Pray.g_00790
OG0000494	Prbh.g_00466	Pray.g_00791
OG0000495	Prbh.g_00465	Pray.g_00792
OG0000496	Prbh.g_00464	Pray.g_00793
OG0000497	Prbh.g_00463	Pray.g_00794
OG0000498	Prbh.g_00462	Pray.g_00795
OG0000499	Prbh.g_00461	Pray.g_00796
OG0000500	Prbh.g_00460	Pray.g_00797
OG0000501	Prbh.g_00458	Pray.g_00799
OG0000502	Prbh.g_00455	Pray.g_00802
OG0000503	Prbh.g_00439	Pray.g_00812
OG0000504	Prbh.g_00437	Pray.g_00813
OG0000505	Prbh.g_00436	Pray.g_00814
OG0000506	Prbh.g_00435	Pray.g_00816
OG0000507	Prbh.g_00431	Pray.g_00819
OG0000508	Prbh.g_00427	Pray.g_00823
OG0000509	Prbh.g_00425	Pray.g_00825
OG0000510	Prbh.g_00424	Pray.g_00826
OG0000511	Prbh.g_00423	Pray.g_00827
OG0000512	Prbh.g_00421	Pray.g_00829
OG0000513	Prbh.g_00412	Pray.g_00836
OG0000514	Prbh.g_00401	Pray.g_00921
OG0000515	Prbh.g_00400	Pray.g_00922
OG0000516	Prbh.g_00399	Pray.g_00923
OG0000517	Prbh.g_00397	Pray.g_00925
OG0000518	Prbh.g_00386	Pray.g_00936
OG0000519	Prbh.g_00385	Pray.g_00937
OG0000520	Prbh.g_00384	Pray.g_00938
OG0000521	Prbh.g_00374	Pray.g_00943
OG0000522	Prbh.g_00372	Pray.g_00945
OG0000523	Prbh.g_00371	Pray.g_00946
OG0000524	Prbh.g_00367	Pray.g_00951
OG0000525	Prbh.g_00363	Pray.g_00954
OG0000526	Prbh.g_00361	Pray.g_00955
OG0000527	Prbh.g_00358	Pray.g_00963
OG0000528	Prbh.g_00353	Pray.g_00968
OG0000529	Prbh.g_00350	Pray.g_00971
OG0000530	Prbh.g_00347	Pray.g_00974
OG0000531	Prbh.g_00346	Pray.g_00975
OG0000532	Prbh.g_00344	Pray.g_00977
OG0000533	Prbh.g_00343	Pray.g_00978
OG0000534	Prbh.g_00342	Pray.g_00979
OG0000535	Prbh.g_00341	Pray.g_00980
OG0000536	Prbh.g_00340	Pray.g_00981
OG0000537	Prbh.g_00339	Pray.g_00982
OG0000538	Prbh.g_00329	Pray.g_00991
OG0000539	Prbh.g_00328	Pray.g_00992
OG0000540	Prbh.g_00327	Pray.g_00993
OG0000541	Prbh.g_00326	Pray.g_00994
OG0000542	Prbh.g_00325	Pray.g_00996
OG0000543	Prbh.g_00323	Pray.g_00998
OG0000544	Prbh.g_00322	Pray.g_00999
OG0000545	Prbh.g_00320	Pray.g_01001
OG0000546	Prbh.g_00317	Pray.g_01004
OG0000547	Prbh.g_00315	Pray.g_01006
OG0000548	Prbh.g_00314	Pray.g_01007
OG0000549	Prbh.g_00311	Pray.g_01009
OG0000550	Prbh.g_00306	Pray.g_01014
OG0000551	Prbh.g_00303	Pray.g_01018
OG0000552	Prbh.g_00302	Pray.g_01019
OG0000553	Prbh.g_00301	Pray.g_01020
OG0000554	Prbh.g_00295	Pray.g_01227
