Orthogroup	Prbh	Prac
OG0000331	Prbh.g_01666	Prac.g_00527
OG0000332	Prbh.g_01652	Prac.g_00541
OG0000333	Prbh.g_01650	Prac.g_00543
OG0000334	Prbh.g_01641	Prac.g_00551
OG0000335	Prbh.g_01636	Prac.g_00555
OG0000336	Prbh.g_01632	Prac.g_00559
OG0000337	Prbh.g_01613	Prac.g_00013
OG0000338	Prbh.g_01612	Prac.g_00014
OG0000339	Prbh.g_01606	Prac.g_00018
OG0000340	Prbh.g_01597	Prac.g_00026
OG0000341	Prbh.g_01595	Prac.g_00028
OG0000342	Prbh.g_01594	Prac.g_00029
OG0000343	Prbh.g_01593	Prac.g_00030
OG0000344	Prbh.g_01590	Prac.g_00033
OG0000345	Prbh.g_01584	Prac.g_00038
OG0000346	Prbh.g_01580	Prac.g_00042
OG0000347	Prbh.g_01563	Prac.g_00057
OG0000348	Prbh.g_01555	Prac.g_00066
OG0000349	Prbh.g_01537	Prac.g_00083
OG0000350	Prbh.g_01516	Prac.g_00101
OG0000351	Prbh.g_01497	Prac.g_00118
OG0000352	Prbh.g_01496	Prac.g_00119
OG0000353	Prbh.g_01477	Prac.g_01948
OG0000355	Prbh.g_01475	Prac.g_01946
OG0000356	Prbh.g_01474	Prac.g_01945
OG0000357	Prbh.g_01473	Prac.g_01944
OG0000358	Prbh.g_01469	Prac.g_01940
OG0000359	Prbh.g_01468	Prac.g_01939
OG0000360	Prbh.g_01467	Prac.g_01938
OG0000361	Prbh.g_01466	Prac.g_01937
OG0000362	Prbh.g_01952	Prac.g_01935
OG0000363	Prbh.g_00766	Prac.g_01933
OG0000364	Prbh.g_00765	Prac.g_01932
OG0000365	Prbh.g_00760	Prac.g_01927
OG0000366	Prbh.g_00759	Prac.g_01926
OG0000367	Prbh.g_00758	Prac.g_01925
OG0000368	Prbh.g_00756	Prac.g_01923
OG0000369	Prbh.g_00755	Prac.g_01922
OG0000370	Prbh.g_00754	Prac.g_01921
OG0000371	Prbh.g_00748	Prac.g_01915
OG0000372	Prbh.g_00746	Prac.g_01911
OG0000373	Prbh.g_00745	Prac.g_01910
OG0000374	Prbh.g_00744	Prac.g_01909
OG0000375	Prbh.g_00743	Prac.g_01892
OG0000376	Prbh.g_00741	Prac.g_01890
OG0000377	Prbh.g_00737	Prac.g_01886
OG0000378	Prbh.g_00733	Prac.g_01884
OG0000379	Prbh.g_00730	Prac.g_01881
OG0000380	Prbh.g_00717	Prac.g_01865
OG0000381	Prbh.g_00712	Prac.g_01861
OG0000382	Prbh.g_00702	Prac.g_01850
OG0000383	Prbh.g_00700	Prac.g_01848
OG0000384	Prbh.g_00699	Prac.g_01847
OG0000385	Prbh.g_00698	Prac.g_01846
OG0000386	Prbh.g_00697	Prac.g_01845
OG0000387	Prbh.g_00684	Prac.g_01832
OG0000388	Prbh.g_00680	Prac.g_01829
OG0000389	Prbh.g_00677	Prac.g_01825
OG0000390	Prbh.g_00668	Prac.g_01818
OG0000391	Prbh.g_00665	Prac.g_01815
OG0000392	Prbh.g_00661	Prac.g_01811
OG0000393	Prbh.g_00658	Prac.g_01809
OG0000394	Prbh.g_00657	Prac.g_01808
OG0000395	Prbh.g_00656	Prac.g_01807
OG0000396	Prbh.g_00654	Prac.g_01804
OG0000397	Prbh.g_00652	Prac.g_01802
OG0000398	Prbh.g_00649	Prac.g_01800
OG0000399	Prbh.g_00648	Prac.g_01799
OG0000400	Prbh.g_00647	Prac.g_01798
OG0000401	Prbh.g_00646	Prac.g_01797
OG0000402	Prbh.g_01144	Prac.g_01795
OG0000403	Prbh.g_00644	Prac.g_01794
OG0000404	Prbh.g_00643	Prac.g_01793
OG0000405	Prbh.g_00639	Prac.g_01789
OG0000406	Prbh.g_00635	Prac.g_01783
OG0000407	Prbh.g_00634	Prac.g_01782
OG0000408	Prbh.g_00632	Prac.g_01780
OG0000409	Prbh.g_00630	Prac.g_01778
OG0000410	Prbh.g_00629	Prac.g_01777
OG0000411	Prbh.g_00628	Prac.g_01776
OG0000412	Prbh.g_00627	Prac.g_01775
OG0000413	Prbh.g_00626	Prac.g_01774
OG0000414	Prbh.g_00625	Prac.g_01590, Prac.g_01773
OG0000415	Prbh.g_00624	Prac.g_01772
OG0000416	Prbh.g_00623	Prac.g_01771
OG0000417	Prbh.g_00622	Prac.g_01770
OG0000418	Prbh.g_00617	Prac.g_01765
OG0000419	Prbh.g_00615	Prac.g_01763
OG0000420	Prbh.g_00614	Prac.g_01762
OG0000421	Prbh.g_00610	Prac.g_01757
OG0000422	Prbh.g_00609	Prac.g_01756
OG0000423	Prbh.g_00608	Prac.g_01755
OG0000424	Prbh.g_00607	Prac.g_01754
OG0000425	Prbh.g_00606	Prac.g_01753
OG0000426	Prbh.g_00605	Prac.g_01752
OG0000427	Prbh.g_00604	Prac.g_01751
OG0000428	Prbh.g_00602	Prac.g_01749
OG0000429	Prbh.g_00601	Prac.g_01748
OG0000430	Prbh.g_00600	Prac.g_01747
OG0000431	Prbh.g_00598	Prac.g_01745
OG0000432	Prbh.g_00594	Prac.g_01742
OG0000433	Prbh.g_00593	Prac.g_01741
OG0000434	Prbh.g_00592	Prac.g_01740
OG0000435	Prbh.g_00591	Prac.g_01739
OG0000436	Prbh.g_00586	Prac.g_01734
OG0000437	Prbh.g_00585	Prac.g_01733
OG0000438	Prbh.g_00584	Prac.g_01732
OG0000439	Prbh.g_00582	Prac.g_01730
OG0000440	Prbh.g_00581	Prac.g_01729
OG0000441	Prbh.g_00578	Prac.g_01726
OG0000442	Prbh.g_00577	Prac.g_01725
OG0000443	Prbh.g_00576	Prac.g_01724
OG0000444	Prbh.g_00571	Prac.g_01719
OG0000445	Prbh.g_00570	Prac.g_01718
OG0000446	Prbh.g_00569	Prac.g_01717
OG0000447	Prbh.g_00568	Prac.g_01716
OG0000448	Prbh.g_00567	Prac.g_01715
OG0000449	Prbh.g_00566	Prac.g_01714
OG0000450	Prbh.g_00565	Prac.g_01713
OG0000451	Prbh.g_00564	Prac.g_01712
OG0000452	Prbh.g_00561	Prac.g_01709
OG0000453	Prbh.g_00560	Prac.g_01708
OG0000454	Prbh.g_00559	Prac.g_01707
OG0000455	Prbh.g_00558	Prac.g_01706
OG0000456	Prbh.g_00557	Prac.g_01705
OG0000457	Prbh.g_00555	Prac.g_01704
OG0000458	Prbh.g_00554	Prac.g_01703
OG0000459	Prbh.g_00553	Prac.g_01702
OG0000460	Prbh.g_00545	Prac.g_01695
OG0000461	Prbh.g_00537	Prac.g_01688
OG0000462	Prbh.g_00535	Prac.g_01686
OG0000463	Prbh.g_00534	Prac.g_01685
OG0000464	Prbh.g_00533	Prac.g_01684
OG0000465	Prbh.g_00532	Prac.g_01683
OG0000466	Prbh.g_00529	Prac.g_01680
OG0000467	Prbh.g_00528	Prac.g_01679
OG0000468	Prbh.g_00525	Prac.g_01678
OG0000469	Prbh.g_00517	Prac.g_01669
OG0000470	Prbh.g_00515	Prac.g_01667
OG0000471	Prbh.g_00514	Prac.g_01666
OG0000472	Prbh.g_00513	Prac.g_01665
OG0000473	Prbh.g_00511	Prac.g_01663
OG0000474	Prbh.g_00510	Prac.g_01662
OG0000475	Prbh.g_00509	Prac.g_01661
OG0000476	Prbh.g_00507	Prac.g_01660
OG0000477	Prbh.g_00504	Prac.g_01656
OG0000478	Prbh.g_00503	Prac.g_01655
OG0000479	Prbh.g_00502	Prac.g_01654
OG0000480	Prbh.g_00497	Prac.g_01649
OG0000481	Prbh.g_00494	Prac.g_01647
OG0000482	Prbh.g_00493	Prac.g_01646
OG0000483	Prbh.g_00490	Prac.g_01643
OG0000484	Prbh.g_00489	Prac.g_01642
OG0000485	Prbh.g_00487	Prac.g_01641
OG0000486	Prbh.g_00486	Prac.g_01640
OG0000487	Prbh.g_00483	Prac.g_01636
OG0000488	Prbh.g_00480	Prac.g_01633
OG0000489	Prbh.g_00475	Prac.g_01628
OG0000490	Prbh.g_00471	Prac.g_01623
OG0000491	Prbh.g_00470	Prac.g_01622
OG0000492	Prbh.g_00468	Prac.g_01620
OG0000493	Prbh.g_00467	Prac.g_01619
OG0000494	Prbh.g_00466	Prac.g_01618
OG0000495	Prbh.g_00465	Prac.g_01617
OG0000496	Prbh.g_00464	Prac.g_01616
OG0000497	Prbh.g_00463	Prac.g_01615
OG0000498	Prbh.g_00462	Prac.g_01614
OG0000499	Prbh.g_00461	Prac.g_01613
OG0000500	Prbh.g_00460	Prac.g_01612
OG0000501	Prbh.g_00458	Prac.g_01610
OG0000502	Prbh.g_00455	Prac.g_01607
OG0000503	Prbh.g_00439	Prac.g_01200
OG0000504	Prbh.g_00437	Prac.g_01199
OG0000505	Prbh.g_00436	Prac.g_01198
OG0000506	Prbh.g_00435	Prac.g_01196
OG0000507	Prbh.g_00431	Prac.g_01193
OG0000508	Prbh.g_00427	Prac.g_01189
OG0000509	Prbh.g_00425	Prac.g_01187
OG0000510	Prbh.g_00424	Prac.g_01186
OG0000511	Prbh.g_00423	Prac.g_01185
OG0000512	Prbh.g_00421	Prac.g_01183
OG0000513	Prbh.g_00412	Prac.g_01176
OG0000514	Prbh.g_00401	Prac.g_01116
OG0000515	Prbh.g_00400	Prac.g_01115
OG0000516	Prbh.g_00399	Prac.g_01114
OG0000517	Prbh.g_00397	Prac.g_01112
OG0000518	Prbh.g_00386	Prac.g_01101
OG0000519	Prbh.g_00385	Prac.g_01100
OG0000520	Prbh.g_00384	Prac.g_01099
OG0000521	Prbh.g_00374	Prac.g_01094
OG0000522	Prbh.g_00372	Prac.g_01092
OG0000523	Prbh.g_00371	Prac.g_01091
OG0000524	Prbh.g_00367	Prac.g_01084
OG0000525	Prbh.g_00363	Prac.g_01081
OG0000526	Prbh.g_00361	Prac.g_01080
OG0000527	Prbh.g_00358	Prac.g_01071
OG0000528	Prbh.g_00353	Prac.g_01066
OG0000529	Prbh.g_00350	Prac.g_01063
OG0000530	Prbh.g_00347	Prac.g_01060
OG0000531	Prbh.g_00346	Prac.g_01059
OG0000532	Prbh.g_00344	Prac.g_01057
OG0000533	Prbh.g_00343	Prac.g_01056
OG0000534	Prbh.g_00342	Prac.g_01055
OG0000535	Prbh.g_00341	Prac.g_01054
OG0000536	Prbh.g_00340	Prac.g_01053
OG0000537	Prbh.g_00339	Prac.g_01052
OG0000538	Prbh.g_00329	Prac.g_00871
OG0000539	Prbh.g_00328	Prac.g_00870
OG0000540	Prbh.g_00327	Prac.g_00869
OG0000541	Prbh.g_00326	Prac.g_00868
OG0000542	Prbh.g_00325	Prac.g_00866
OG0000543	Prbh.g_00323	Prac.g_00864
OG0000544	Prbh.g_00322	Prac.g_00863
OG0000545	Prbh.g_00320	Prac.g_00861
OG0000546	Prbh.g_00317	Prac.g_00858
OG0000547	Prbh.g_00315	Prac.g_00857
OG0000548	Prbh.g_00314	Prac.g_00856
OG0000549	Prbh.g_00311	Prac.g_00854
OG0000550	Prbh.g_00306	Prac.g_00849
OG0000551	Prbh.g_00303	Prac.g_00845
OG0000552	Prbh.g_00302	Prac.g_00844
OG0000553	Prbh.g_00301	Prac.g_00843
OG0000554	Prbh.g_00295	Prac.g_00838
OG0000555	Prbh.g_00288	Prac.g_00830
OG0000556	Prbh.g_00286	Prac.g_00828
OG0000557	Prbh.g_00285	Prac.g_00827
