Orthogroup	Pray	Prac
OG0000065	Pray.g_01870	Prac.g_00175
OG0000066	Pray.g_01808	Prac.g_00248
OG0000067	Pray.g_01930, Pray.g_00884	Prac.g_00142
OG0000068	Pray.g_01306	Prac.g_00548
OG0000069	Pray.g_01782	Prac.g_00242
OG0000071	Pray.g_01473	Prac.g_01936
OG0000072	Pray.g_00800	Prac.g_01609
OG0000073	Pray.g_01094	Prac.g_00702
OG0000074	Pray.g_01072	Prac.g_00680
OG0000075	Pray.g_00355	Prac.g_01468
OG0000076	Pray.g_00584	Prac.g_01256
OG0000077	Pray.g_01575	Prac.g_00276
OG0000078	Pray.g_01788	Prac.g_00256
OG0000079	Pray.g_01644	Prac.g_00333
OG0000080	Pray.g_01595	Prac.g_00886
OG0000081	Pray.g_01337	Prac.g_00015
OG0000082	Pray.g_01427	Prac.g_00101
OG0000083	Pray.g_01464	Prac.g_01944
OG0000084	Pray.g_01468	Prac.g_01941
OG0000085	Pray.g_01485	Prac.g_01924
OG0000086	Pray.g_00244, Pray.g_00907	Prac.g_01893
OG0000087	Pray.g_00234	Prac.g_01882
OG0000088	Pray.g_00176	Prac.g_01818
OG0000089	Pray.g_00168	Prac.g_01810
OG0000090	Pray.g_00150	Prac.g_01792
OG0000091	Pray.g_00650	Prac.g_01761
OG0000092	Pray.g_00651	Prac.g_01760
OG0000093	Pray.g_00665	Prac.g_01746
OG0000094	Pray.g_00683	Prac.g_01728
OG0000095	Pray.g_00688	Prac.g_01723
OG0000096	Pray.g_00732	Prac.g_01679
OG0000097	Pray.g_00753	Prac.g_01657
OG0000098	Pray.g_00763	Prac.g_01647
OG0000099	Pray.g_00772	Prac.g_01637
OG0000100	Pray.g_00775	Prac.g_01634
OG0000101	Pray.g_00835	Prac.g_01177
OG0000102	Pray.g_00861	Prac.g_01150
OG0000103	Pray.g_00966	Prac.g_01068
OG0000104	Pray.g_00970	Prac.g_01064
OG0000105	Pray.g_00990	Prac.g_00872
OG0000106	Pray.g_01023	Prac.g_00840
OG0000107	Pray.g_01024, Pray.g_01228	Prac.g_00839
OG0000108	Pray.g_01218	Prac.g_00829
OG0000109	Pray.g_01209	Prac.g_00820
OG0000110	Pray.g_01193	Prac.g_00804
OG0000111	Pray.g_01112	Prac.g_00720
OG0000112	Pray.g_01111	Prac.g_00719
OG0000113	Pray.g_00275	Prac.g_01538
OG0000114	Pray.g_00346	Prac.g_01477
OG0000115	Pray.g_00511	Prac.g_01327
OG0000116	Pray.g_00515	Prac.g_01323
OG0000117	Pray.g_00581	Prac.g_01259
OG0000118	Pray.g_00632	Prac.g_01207
OG0000119	Pray.g_00094	Prac.g_01959
OG0000120	Pray.g_00057	Prac.g_00979
OG0000121	Pray.g_00038	Prac.g_00960
OG0000122	Pray.g_00019	Prac.g_00941
OG0000123	Pray.g_00006	Prac.g_00928
OG0000124	Pray.g_00250	Prac.g_00448
OG0000125	Pray.g_01858	Prac.g_00187
OG0000126	Pray.g_01829	Prac.g_00217
OG0000127	Pray.g_01735	Prac.g_00424
OG0000128	Pray.g_01721	Prac.g_00410
OG0000129	Pray.g_01685	Prac.g_00374
OG0000130	Pray.g_01561	Prac.g_00627
OG0000131	Pray.g_01523	Prac.g_00589
OG0000132	Pray.g_01520	Prac.g_00586
OG0000133	Pray.g_01265	Prac.g_00507
OG0000134	Pray.g_01301	Prac.g_00543
OG0000135	Pray.g_01303	Prac.g_00545
OG0000136	Pray.g_01348	Prac.g_00026
OG0000137	Pray.g_01381	Prac.g_00057
OG0000138	Pray.g_01417	Prac.g_00092
OG0000139	Pray.g_01444	Prac.g_00118
OG0000140	Pray.g_01462	Prac.g_01946
OG0000141	Pray.g_01463	Prac.g_01945
OG0000142	Pray.g_01465	Prac.g_01943
OG0000143	Pray.g_01467	Prac.g_01942
OG0000144	Pray.g_01469	Prac.g_01940
OG0000145	Pray.g_01470	Prac.g_01939
OG0000146	Pray.g_01471	Prac.g_01938
OG0000147	Pray.g_01472	Prac.g_01937
OG0000148	Pray.g_01474	Prac.g_01935
OG0000149	Pray.g_01476	Prac.g_01933
OG0000150	Pray.g_01477	Prac.g_01932
OG0000151	Pray.g_01478	Prac.g_01931
OG0000152	Pray.g_01479	Prac.g_01930
OG0000153	Pray.g_01480	Prac.g_01929
OG0000154	Pray.g_01481	Prac.g_01928
OG0000155	Pray.g_01482	Prac.g_01927
OG0000156	Pray.g_01483	Prac.g_01926
OG0000157	Pray.g_01484	Prac.g_01925
OG0000158	Pray.g_01486	Prac.g_01923
OG0000159	Pray.g_01487	Prac.g_01922
OG0000160	Pray.g_01488	Prac.g_01921
OG0000161	Pray.g_01489	Prac.g_01920
OG0000162	Pray.g_01490	Prac.g_01919
OG0000163	Pray.g_01491	Prac.g_01918
OG0000164	Pray.g_01494	Prac.g_01915
OG0000165	Pray.g_01497	Prac.g_01911
OG0000166	Pray.g_01498	Prac.g_01910
OG0000167	Pray.g_01499	Prac.g_01909
OG0000168	Pray.g_00243	Prac.g_01892
OG0000169	Pray.g_00241	Prac.g_01890
OG0000170	Pray.g_00240	Prac.g_01889
OG0000171	Pray.g_00239	Prac.g_01888
OG0000172	Pray.g_00238	Prac.g_01886
OG0000173	Pray.g_00237	Prac.g_01885
OG0000174	Pray.g_00236	Prac.g_01884
OG0000175	Pray.g_00235	Prac.g_01883
OG0000176	Pray.g_00233	Prac.g_01881
OG0000177	Pray.g_00232	Prac.g_01880
OG0000178	Pray.g_00231	Prac.g_01879
OG0000179	Pray.g_00225	Prac.g_01867
OG0000180	Pray.g_00224	Prac.g_01866
OG0000181	Pray.g_00223	Prac.g_01865
OG0000182	Pray.g_00220	Prac.g_01862
OG0000183	Pray.g_00219	Prac.g_01861
OG0000184	Pray.g_00216	Prac.g_01858
OG0000185	Pray.g_00212	Prac.g_01854
OG0000186	Pray.g_00211	Prac.g_01853
OG0000187	Pray.g_00210	Prac.g_01852
OG0000188	Pray.g_00209	Prac.g_01851
OG0000189	Pray.g_00208	Prac.g_01850
OG0000190	Pray.g_00207	Prac.g_01849
OG0000191	Pray.g_00206	Prac.g_01848
OG0000192	Pray.g_00205	Prac.g_01847
OG0000193	Pray.g_00204	Prac.g_01846
OG0000194	Pray.g_00203	Prac.g_01845
OG0000195	Pray.g_00201	Prac.g_01843
OG0000196	Pray.g_00200	Prac.g_01842
OG0000197	Pray.g_00199	Prac.g_01841
OG0000198	Pray.g_00198	Prac.g_01840
OG0000199	Pray.g_00195	Prac.g_01837
OG0000200	Pray.g_00194	Prac.g_01836
OG0000201	Pray.g_00193	Prac.g_01835
OG0000202	Pray.g_00192	Prac.g_01834
OG0000203	Pray.g_00191	Prac.g_01833
OG0000204	Pray.g_00190	Prac.g_01832
OG0000205	Pray.g_00189	Prac.g_01831
OG0000206	Pray.g_00188	Prac.g_01830
OG0000207	Pray.g_00187	Prac.g_01829
OG0000208	Pray.g_00186	Prac.g_01828
OG0000209	Pray.g_00185	Prac.g_01827
OG0000210	Pray.g_00183	Prac.g_01825
OG0000211	Pray.g_00182	Prac.g_01824
OG0000212	Pray.g_00181	Prac.g_01823
OG0000213	Pray.g_00180	Prac.g_01822
OG0000214	Pray.g_00178	Prac.g_01820
OG0000215	Pray.g_00177	Prac.g_01819
OG0000216	Pray.g_00175	Prac.g_01817
OG0000217	Pray.g_00174	Prac.g_01816
OG0000218	Pray.g_00173	Prac.g_01815
OG0000219	Pray.g_00172	Prac.g_01814
OG0000220	Pray.g_00169	Prac.g_01811
OG0000221	Pray.g_00167	Prac.g_01809
OG0000222	Pray.g_00166	Prac.g_01808
OG0000223	Pray.g_00165	Prac.g_01807
OG0000224	Pray.g_00162	Prac.g_01804
OG0000225	Pray.g_00160	Prac.g_01802
OG0000226	Pray.g_00159	Prac.g_01801
OG0000227	Pray.g_00158	Prac.g_01800
OG0000228	Pray.g_00157	Prac.g_01799
OG0000229	Pray.g_00156	Prac.g_01798
OG0000230	Pray.g_00155	Prac.g_01797
OG0000231	Pray.g_00153	Prac.g_01795
OG0000232	Pray.g_00152	Prac.g_01794
OG0000233	Pray.g_00149	Prac.g_01791
OG0000234	Pray.g_00147	Prac.g_01789
OG0000235	Pray.g_00144	Prac.g_01785
OG0000236	Pray.g_00143	Prac.g_01784
OG0000237	Pray.g_00142	Prac.g_01783
OG0000238	Pray.g_00141	Prac.g_01782
OG0000239	Pray.g_00140	Prac.g_01781
OG0000240	Pray.g_00138	Prac.g_01779
OG0000241	Pray.g_00137	Prac.g_01778
OG0000242	Pray.g_00136	Prac.g_01777
OG0000243	Pray.g_00635	Prac.g_01776
OG0000244	Pray.g_00636	Prac.g_01775
OG0000245	Pray.g_00637	Prac.g_01774
OG0000246	Pray.g_00639	Prac.g_01772
OG0000247	Pray.g_00640	Prac.g_01771
OG0000248	Pray.g_00641	Prac.g_01770
OG0000249	Pray.g_00642	Prac.g_01769
OG0000250	Pray.g_00643	Prac.g_01768
OG0000251	Pray.g_00644	Prac.g_01767
OG0000252	Pray.g_00645	Prac.g_01766
OG0000253	Pray.g_00646	Prac.g_01765
OG0000254	Pray.g_00648	Prac.g_01763
OG0000255	Pray.g_00649	Prac.g_01762
OG0000256	Pray.g_00652	Prac.g_01759
OG0000257	Pray.g_00654	Prac.g_01757
OG0000258	Pray.g_00655	Prac.g_01756
OG0000259	Pray.g_00656	Prac.g_01755
OG0000260	Pray.g_00657	Prac.g_01754
OG0000261	Pray.g_00658	Prac.g_01753
OG0000262	Pray.g_00659	Prac.g_01752
OG0000263	Pray.g_00660	Prac.g_01751
OG0000264	Pray.g_00662	Prac.g_01749
OG0000265	Pray.g_00663	Prac.g_01748
OG0000266	Pray.g_00664	Prac.g_01747
OG0000267	Pray.g_00666	Prac.g_01745
OG0000268	Pray.g_00667	Prac.g_01744
OG0000269	Pray.g_00668	Prac.g_01743
OG0000270	Pray.g_00669	Prac.g_01742
OG0000271	Pray.g_00670	Prac.g_01741
OG0000272	Pray.g_00671	Prac.g_01740
OG0000273	Pray.g_00672	Prac.g_01739
OG0000274	Pray.g_00673	Prac.g_01738
OG0000275	Pray.g_00674	Prac.g_01737
OG0000276	Pray.g_00675	Prac.g_01736
OG0000277	Pray.g_00676	Prac.g_01735
OG0000278	Pray.g_00677	Prac.g_01734
OG0000279	Pray.g_00678	Prac.g_01733
OG0000280	Pray.g_00679	Prac.g_01732
OG0000281	Pray.g_00681	Prac.g_01730
OG0000282	Pray.g_00682	Prac.g_01729
OG0000283	Pray.g_00685	Prac.g_01726
OG0000284	Pray.g_00686	Prac.g_01725
OG0000285	Pray.g_00687	Prac.g_01724
OG0000286	Pray.g_00689	Prac.g_01722
OG0000287	Pray.g_00690	Prac.g_01721
OG0000288	Pray.g_00691	Prac.g_01720
OG0000289	Pray.g_00692	Prac.g_01719
OG0000290	Pray.g_00693	Prac.g_01718
OG0000291	Pray.g_00694	Prac.g_01717
OG0000292	Pray.g_00695	Prac.g_01716
OG0000293	Pray.g_00696	Prac.g_01715
OG0000294	Pray.g_00697	Prac.g_01714
OG0000295	Pray.g_00698	Prac.g_01713
OG0000296	Pray.g_00699	Prac.g_01712
OG0000297	Pray.g_00700	Prac.g_01711
OG0000298	Pray.g_00701	Prac.g_01710
OG0000299	Pray.g_00702	Prac.g_01709
OG0000300	Pray.g_00703	Prac.g_01708
OG0000301	Pray.g_00704	Prac.g_01707
OG0000302	Pray.g_00705	Prac.g_01706
OG0000303	Pray.g_00706	Prac.g_01705
OG0000304	Pray.g_00707	Prac.g_01704
OG0000305	Pray.g_00708	Prac.g_01703
OG0000306	Pray.g_00709	Prac.g_01702
OG0000307	Pray.g_00710	Prac.g_01701
OG0000308	Pray.g_00711	Prac.g_01700
OG0000309	Pray.g_00712	Prac.g_01699
OG0000310	Pray.g_00713	Prac.g_01698
OG0000311	Pray.g_00714	Prac.g_01697
OG0000312	Pray.g_00716	Prac.g_01695
OG0000313	Pray.g_00717	Prac.g_01694
OG0000314	Pray.g_00720	Prac.g_01691
OG0000315	Pray.g_00721	Prac.g_01690
OG0000316	Pray.g_00723	Prac.g_01688
OG0000317	Pray.g_00725	Prac.g_01686
OG0000318	Pray.g_00726	Prac.g_01685
OG0000319	Pray.g_00727	Prac.g_01684
OG0000320	Pray.g_00728	Prac.g_01683
OG0000321	Pray.g_00731	Prac.g_01680
OG0000322	Pray.g_00734	Prac.g_01678
OG0000323	Pray.g_00735	Prac.g_01677
OG0000324	Pray.g_00738	Prac.g_01674
OG0000325	Pray.g_00739	Prac.g_01672
OG0000326	Pray.g_00740	Prac.g_01671
OG0000327	Pray.g_00742	Prac.g_01669
OG0000328	Pray.g_00743	Prac.g_01668
OG0000329	Pray.g_00744	Prac.g_01667
OG0000330	Pray.g_00745	Prac.g_01666
OG0000331	Pray.g_00746	Prac.g_01665
OG0000332	Pray.g_00747	Prac.g_01664
OG0000333	Pray.g_00748	Prac.g_01663
OG0000334	Pray.g_00749	Prac.g_01662
OG0000335	Pray.g_00750	Prac.g_01661
OG0000336	Pray.g_00751	Prac.g_01660
OG0000337	Pray.g_00754	Prac.g_01656
OG0000338	Pray.g_00755	Prac.g_01655
OG0000339	Pray.g_00756	Prac.g_01654
OG0000340	Pray.g_00757	Prac.g_01653
OG0000341	Pray.g_00761	Prac.g_01649
OG0000342	Pray.g_00762	Prac.g_01648
OG0000343	Pray.g_00764	Prac.g_01646
OG0000344	Pray.g_00765	Prac.g_01645
OG0000345	Pray.g_00766	Prac.g_01644
OG0000346	Pray.g_00767	Prac.g_01643
OG0000347	Pray.g_00768	Prac.g_01642
OG0000348	Pray.g_00769	Prac.g_01641
OG0000349	Pray.g_00770	Prac.g_01640
OG0000350	Pray.g_00771	Prac.g_01639
OG0000351	Pray.g_00773	Prac.g_01636
OG0000352	Pray.g_00776	Prac.g_01633
OG0000353	Pray.g_00777	Prac.g_01632
OG0000354	Pray.g_00778	Prac.g_01631
OG0000355	Pray.g_00779	Prac.g_01630
OG0000356	Pray.g_00780	Prac.g_01629
OG0000357	Pray.g_00781	Prac.g_01628
OG0000358	Pray.g_00782	Prac.g_01627
OG0000359	Pray.g_00783	Prac.g_01626
OG0000360	Pray.g_00786	Prac.g_01623
OG0000361	Pray.g_00787	Prac.g_01622
OG0000362	Pray.g_00788	Prac.g_01621
OG0000363	Pray.g_00789	Prac.g_01620
OG0000364	Pray.g_00790	Prac.g_01619
OG0000365	Pray.g_00791	Prac.g_01618
OG0000366	Pray.g_00792	Prac.g_01617
OG0000367	Pray.g_00793	Prac.g_01616
OG0000368	Pray.g_00794	Prac.g_01615
OG0000369	Pray.g_00795	Prac.g_01614
OG0000370	Pray.g_00796	Prac.g_01613
OG0000371	Pray.g_00797	Prac.g_01612
OG0000372	Pray.g_00799	Prac.g_01610
OG0000373	Pray.g_00801	Prac.g_01608
OG0000374	Pray.g_00802	Prac.g_01607
OG0000375	Pray.g_00803	Prac.g_01606
OG0000376	Pray.g_00805	Prac.g_01604
OG0000377	Pray.g_00806	Prac.g_01603
OG0000378	Pray.g_00807	Prac.g_01602
OG0000379	Pray.g_00812	Prac.g_01200
OG0000380	Pray.g_00813	Prac.g_01199
OG0000381	Pray.g_00814	Prac.g_01198
OG0000382	Pray.g_00816	Prac.g_01196
OG0000383	Pray.g_00819	Prac.g_01193
OG0000384	Pray.g_00820	Prac.g_01192
OG0000385	Pray.g_00823	Prac.g_01189
OG0000386	Pray.g_00824	Prac.g_01188
OG0000387	Pray.g_00825	Prac.g_01187
OG0000388	Pray.g_00826	Prac.g_01186
OG0000389	Pray.g_00827	Prac.g_01185
OG0000390	Pray.g_00828	Prac.g_01184
OG0000391	Pray.g_00829	Prac.g_01183
OG0000392	Pray.g_00830	Prac.g_01182
OG0000393	Pray.g_00833	Prac.g_01179
OG0000394	Pray.g_00834	Prac.g_01178
OG0000395	Pray.g_00836	Prac.g_01176
OG0000396	Pray.g_00837	Prac.g_01175
OG0000397	Pray.g_00849	Prac.g_01162
OG0000398	Pray.g_00857	Prac.g_01154
OG0000399	Pray.g_00858	Prac.g_01153
OG0000400	Pray.g_00864	Prac.g_01148
OG0000401	Pray.g_00921	Prac.g_01116
OG0000402	Pray.g_00922	Prac.g_01115
OG0000403	Pray.g_00923	Prac.g_01114
OG0000404	Pray.g_00925	Prac.g_01112
OG0000405	Pray.g_00926	Prac.g_01111
OG0000406	Pray.g_00928	Prac.g_01109
OG0000407	Pray.g_00929	Prac.g_01108
OG0000408	Pray.g_00930	Prac.g_01107
OG0000409	Pray.g_00931	Prac.g_01106
OG0000410	Pray.g_00932	Prac.g_01105
OG0000411	Pray.g_00933	Prac.g_01104
OG0000412	Pray.g_00934	Prac.g_01103
OG0000413	Pray.g_00935	Prac.g_01102
OG0000414	Pray.g_00936	Prac.g_01101
OG0000415	Pray.g_00937	Prac.g_01100
OG0000416	Pray.g_00938	Prac.g_01099
OG0000417	Pray.g_00939	Prac.g_01098
OG0000418	Pray.g_00940	Prac.g_01097
OG0000419	Pray.g_00941	Prac.g_01096
OG0000420	Pray.g_00942	Prac.g_01095
OG0000421	Pray.g_00943	Prac.g_01094
OG0000422	Pray.g_00945	Prac.g_01092
OG0000423	Pray.g_00946	Prac.g_01091
OG0000424	Pray.g_00948	Prac.g_01089
OG0000425	Pray.g_00951	Prac.g_01084
OG0000426	Pray.g_00952	Prac.g_01083
OG0000427	Pray.g_00953	Prac.g_01082
OG0000428	Pray.g_00954	Prac.g_01081
OG0000429	Pray.g_00955	Prac.g_01080
OG0000430	Pray.g_00961	Prac.g_01073
OG0000431	Pray.g_00963	Prac.g_01071
OG0000432	Pray.g_00964	Prac.g_01070
OG0000433	Pray.g_00967	Prac.g_01067
OG0000434	Pray.g_00968	Prac.g_01066
OG0000435	Pray.g_00969	Prac.g_01065
OG0000436	Pray.g_00971	Prac.g_01063
OG0000437	Pray.g_00973	Prac.g_01061
OG0000438	Pray.g_00974	Prac.g_01060
OG0000439	Pray.g_00975	Prac.g_01059
OG0000440	Pray.g_00977	Prac.g_01057
OG0000441	Pray.g_00978	Prac.g_01056
OG0000442	Pray.g_00979	Prac.g_01055
OG0000443	Pray.g_00980	Prac.g_01054
OG0000444	Pray.g_00981	Prac.g_01053
OG0000445	Pray.g_00982	Prac.g_01052
OG0000446	Pray.g_00983	Prac.g_01051
OG0000447	Pray.g_00984	Prac.g_01050
OG0000448	Pray.g_00985	Prac.g_01049
OG0000449	Pray.g_00991	Prac.g_00871
OG0000450	Pray.g_00992	Prac.g_00870
OG0000451	Pray.g_00993	Prac.g_00869
OG0000452	Pray.g_00994	Prac.g_00868
OG0000453	Pray.g_00996	Prac.g_00866
OG0000454	Pray.g_00997	Prac.g_00865
OG0000455	Pray.g_00998	Prac.g_00864
OG0000456	Pray.g_00999	Prac.g_00863
OG0000457	Pray.g_01001	Prac.g_00861
OG0000458	Pray.g_01003	Prac.g_00859
OG0000459	Pray.g_01004	Prac.g_00858
OG0000460	Pray.g_01006	Prac.g_00857
OG0000461	Pray.g_01007	Prac.g_00856
OG0000462	Pray.g_01008	Prac.g_00855
OG0000463	Pray.g_01009	Prac.g_00854
OG0000464	Pray.g_01014	Prac.g_00849
OG0000465	Pray.g_01016	Prac.g_00847
OG0000466	Pray.g_01017	Prac.g_00846
OG0000467	Pray.g_01018	Prac.g_00845
OG0000468	Pray.g_01019	Prac.g_00844
OG0000469	Pray.g_01020	Prac.g_00843
OG0000470	Pray.g_01021	Prac.g_00842
OG0000471	Pray.g_01022	Prac.g_00841
OG0000472	Pray.g_01227	Prac.g_00838
OG0000473	Pray.g_01226	Prac.g_00837
OG0000474	Pray.g_01225	Prac.g_00836
OG0000475	Pray.g_01224	Prac.g_00835
OG0000476	Pray.g_01223	Prac.g_00834
OG0000477	Pray.g_01221	Prac.g_00832
OG0000478	Pray.g_01220	Prac.g_00831
OG0000479	Pray.g_01219	Prac.g_00830
OG0000480	Pray.g_01217	Prac.g_00828
OG0000481	Pray.g_01216	Prac.g_00827
OG0000482	Pray.g_01215	Prac.g_00826
OG0000483	Pray.g_01214	Prac.g_00825
OG0000484	Pray.g_01213	Prac.g_00824
OG0000485	Pray.g_01212	Prac.g_00823
OG0000486	Pray.g_01211	Prac.g_00822
OG0000487	Pray.g_01210	Prac.g_00821
OG0000488	Pray.g_01208	Prac.g_00819
OG0000489	Pray.g_01207	Prac.g_00818
OG0000490	Pray.g_01206	Prac.g_00817
OG0000491	Pray.g_01205	Prac.g_00816
OG0000492	Pray.g_01204	Prac.g_00815
OG0000493	Pray.g_01203	Prac.g_00814
OG0000494	Pray.g_01201	Prac.g_00812
OG0000495	Pray.g_01200	Prac.g_00811
OG0000496	Pray.g_01199	Prac.g_00810
OG0000497	Pray.g_01198	Prac.g_00809
OG0000498	Pray.g_01197	Prac.g_00808
OG0000499	Pray.g_01195	Prac.g_00806
OG0000500	Pray.g_01194	Prac.g_00805
OG0000501	Pray.g_01192	Prac.g_00803
OG0000502	Pray.g_01191	Prac.g_00802
OG0000503	Pray.g_01190	Prac.g_00801
OG0000504	Pray.g_01189	Prac.g_00800
OG0000505	Pray.g_01188	Prac.g_00799
OG0000506	Pray.g_01187	Prac.g_00798
OG0000507	Pray.g_01186	Prac.g_00797
OG0000508	Pray.g_01184	Prac.g_00795
OG0000509	Pray.g_01183	Prac.g_00794
OG0000510	Pray.g_01182	Prac.g_00793
OG0000511	Pray.g_01181	Prac.g_00792
OG0000512	Pray.g_01180	Prac.g_00791
OG0000513	Pray.g_01179	Prac.g_00790
OG0000514	Pray.g_01178	Prac.g_00789
OG0000515	Pray.g_01176	Prac.g_00787
OG0000516	Pray.g_01175	Prac.g_00786
OG0000517	Pray.g_01174	Prac.g_00785
OG0000518	Pray.g_01172	Prac.g_00782
OG0000519	Pray.g_01171	Prac.g_00780
OG0000520	Pray.g_01170	Prac.g_00779
OG0000521	Pray.g_01169	Prac.g_00778
OG0000522	Pray.g_01168	Prac.g_00777
OG0000523	Pray.g_01167	Prac.g_00776
OG0000524	Pray.g_01166	Prac.g_00775
OG0000525	Pray.g_01164	Prac.g_00772
OG0000526	Pray.g_01163	Prac.g_00771
OG0000527	Pray.g_01162	Prac.g_00770
OG0000528	Pray.g_01161	Prac.g_00769
OG0000529	Pray.g_01160	Prac.g_00768
OG0000530	Pray.g_01159	Prac.g_00767
OG0000531	Pray.g_01158	Prac.g_00766
OG0000532	Pray.g_01157	Prac.g_00765
OG0000533	Pray.g_01156	Prac.g_00764
OG0000534	Pray.g_01155	Prac.g_00763
OG0000535	Pray.g_01154	Prac.g_00762
OG0000536	Pray.g_01153	Prac.g_00761
OG0000537	Pray.g_01152	Prac.g_00760
OG0000538	Pray.g_01151	Prac.g_00759
OG0000539	Pray.g_01150	Prac.g_00758
OG0000540	Pray.g_01149	Prac.g_00757
OG0000541	Pray.g_01148	Prac.g_00756
OG0000542	Pray.g_01147	Prac.g_00755
OG0000543	Pray.g_01146	Prac.g_00754
OG0000544	Pray.g_01145	Prac.g_00753
OG0000545	Pray.g_01142	Prac.g_00750
OG0000546	Pray.g_01141	Prac.g_00749
OG0000547	Pray.g_01139	Prac.g_00747
OG0000548	Pray.g_01138	Prac.g_00746
OG0000549	Pray.g_01137	Prac.g_00745
OG0000550	Pray.g_01136	Prac.g_00744
OG0000551	Pray.g_01135	Prac.g_00743
OG0000552	Pray.g_01134	Prac.g_00742
OG0000553	Pray.g_01133	Prac.g_00741
OG0000554	Pray.g_01132	Prac.g_00740
OG0000555	Pray.g_01131	Prac.g_00739
OG0000556	Pray.g_01130	Prac.g_00738
OG0000557	Pray.g_01129	Prac.g_00737
OG0000558	Pray.g_01128	Prac.g_00736
OG0000559	Pray.g_01127	Prac.g_00735
OG0000560	Pray.g_01125	Prac.g_00733
OG0000561	Pray.g_01124	Prac.g_00732
OG0000562	Pray.g_01123	Prac.g_00731
OG0000563	Pray.g_01122	Prac.g_00730
OG0000564	Pray.g_01121	Prac.g_00729
OG0000565	Pray.g_01120	Prac.g_00728
