Orthogroup	Pray	Prad
OG0000100	Pray.g_00775	Prad.g_01694
OG0000101	Pray.g_00835	Prad.g_00754
OG0000102	Pray.g_00861	Prad.g_00727
OG0000103	Pray.g_00966	Prad.g_00031
OG0000104	Pray.g_00970	Prad.g_00027
OG0000105	Pray.g_00990	Prad.g_00130
OG0000106	Pray.g_01023	Prad.g_00097
OG0000107	Pray.g_01024, Pray.g_01228	Prad.g_00096
OG0000108	Pray.g_01218	Prad.g_01333
OG0000109	Pray.g_01209	Prad.g_01342
OG0000110	Pray.g_01193	Prad.g_01358
OG0000111	Pray.g_01112	Prad.g_01225
OG0000112	Pray.g_01111	Prad.g_01226
OG0000113	Pray.g_00275	Prad.g_01071
OG0000114	Pray.g_00346	Prad.g_01144
OG0000115	Pray.g_00511	Prad.g_00186
OG0000116	Pray.g_00515	Prad.g_00182
OG0000117	Pray.g_00581	Prad.g_01021
OG0000118	Pray.g_00632	Prad.g_00972
OG0000119	Pray.g_00094	Prad.g_01526
OG0000120	Pray.g_00057	Prad.g_01490
OG0000121	Pray.g_00038	Prad.g_01471, Prad.g_01470
OG0000122	Pray.g_00019	Prad.g_01451
OG0000123	Pray.g_00006	Prad.g_01438
OG0000124	Pray.g_00250	Prad.g_00076
OG0000125	Pray.g_01858	Prad.g_00616
OG0000126	Pray.g_01829	Prad.g_00594
OG0000127	Pray.g_01735	Prad.g_00528
OG0000128	Pray.g_01721	Prad.g_00514
OG0000129	Pray.g_01685	Prad.g_00477
OG0000130	Pray.g_01561	Prad.g_00943
OG0000131	Pray.g_01523	Prad.g_00905
OG0000132	Pray.g_01520	Prad.g_00902
OG0000133	Pray.g_01265	Prad.g_00848
OG0000134	Pray.g_01301	Prad.g_00812
OG0000135	Pray.g_01303	Prad.g_00810
OG0000136	Pray.g_01348	Prad.g_00766
OG0000136	Pray.g_01348	Prad.g_01294
OG0000137	Pray.g_01381	Prad.g_01615
OG0000138	Pray.g_01417	Prad.g_01580
OG0000139	Pray.g_01444	Prad.g_01553
OG0000140	Pray.g_01462	Prad.g_01535
OG0000141	Pray.g_01463	Prad.g_01534
OG0000142	Pray.g_01465	Prad.g_01532
OG0000143	Pray.g_01467	Prad.g_01531
OG0000144	Pray.g_01469	Prad.g_01529
OG0000145	Pray.g_01470	Prad.g_01528
OG0000146	Pray.g_01471	Prad.g_01527
OG0000147	Pray.g_01472	Prad.g_01976
OG0000148	Pray.g_01474	Prad.g_01974
OG0000149	Pray.g_01476	Prad.g_01972
OG0000150	Pray.g_01477	Prad.g_01971
OG0000151	Pray.g_01478	Prad.g_01970
OG0000152	Pray.g_01479	Prad.g_01969
OG0000153	Pray.g_01480	Prad.g_01968
OG0000154	Pray.g_01481	Prad.g_01967
OG0000155	Pray.g_01482	Prad.g_01966
OG0000156	Pray.g_01483	Prad.g_01965
OG0000157	Pray.g_01484	Prad.g_01964
OG0000158	Pray.g_01486	Prad.g_01962
OG0000159	Pray.g_01487	Prad.g_01961
OG0000160	Pray.g_01488	Prad.g_01960
OG0000161	Pray.g_01489	Prad.g_01959
OG0000162	Pray.g_01490	Prad.g_01958
OG0000163	Pray.g_01491	Prad.g_01957
OG0000164	Pray.g_01494	Prad.g_01954
OG0000165	Pray.g_01497	Prad.g_01951
OG0000166	Pray.g_01498	Prad.g_01950
OG0000167	Pray.g_01499	Prad.g_01949
OG0000168	Pray.g_00243	Prad.g_01947
OG0000169	Pray.g_00241	Prad.g_01945
OG0000170	Pray.g_00240	Prad.g_01944
OG0000171	Pray.g_00239	Prad.g_01943
OG0000172	Pray.g_00238	Prad.g_01941
OG0000173	Pray.g_00237	Prad.g_01940
OG0000174	Pray.g_00236	Prad.g_01939
OG0000175	Pray.g_00235	Prad.g_01938
OG0000176	Pray.g_00233	Prad.g_01936
OG0000177	Pray.g_00232	Prad.g_01935
OG0000178	Pray.g_00231	Prad.g_01934
OG0000179	Pray.g_00225	Prad.g_01929
OG0000180	Pray.g_00224	Prad.g_01928
OG0000181	Pray.g_00223	Prad.g_01927
OG0000182	Pray.g_00220	Prad.g_01924
OG0000183	Pray.g_00219	Prad.g_01923
OG0000184	Pray.g_00216	Prad.g_01920
OG0000185	Pray.g_00212	Prad.g_01916
OG0000186	Pray.g_00211	Prad.g_01915
OG0000187	Pray.g_00210	Prad.g_01914
OG0000188	Pray.g_00209	Prad.g_01913
OG0000189	Pray.g_00208	Prad.g_01912
OG0000190	Pray.g_00207	Prad.g_01911
OG0000191	Pray.g_00206	Prad.g_01910
OG0000192	Pray.g_00205	Prad.g_01909
OG0000193	Pray.g_00204	Prad.g_01908
OG0000194	Pray.g_00203	Prad.g_01907
OG0000195	Pray.g_00201	Prad.g_01905
OG0000196	Pray.g_00200	Prad.g_01904
OG0000197	Pray.g_00199	Prad.g_01903
OG0000198	Pray.g_00198	Prad.g_01902
OG0000199	Pray.g_00195	Prad.g_01899
OG0000200	Pray.g_00194	Prad.g_01898
OG0000201	Pray.g_00193	Prad.g_01897
OG0000202	Pray.g_00192	Prad.g_01896
OG0000203	Pray.g_00191	Prad.g_01895
OG0000204	Pray.g_00190	Prad.g_01894
OG0000205	Pray.g_00189	Prad.g_01893
OG0000206	Pray.g_00188	Prad.g_01892
OG0000207	Pray.g_00187	Prad.g_01891
OG0000208	Pray.g_00186	Prad.g_01890
OG0000209	Pray.g_00185	Prad.g_01889
OG0000210	Pray.g_00183	Prad.g_01887
OG0000211	Pray.g_00182	Prad.g_01886
OG0000212	Pray.g_00181	Prad.g_01885
OG0000213	Pray.g_00180	Prad.g_01884
OG0000214	Pray.g_00178	Prad.g_01882
OG0000215	Pray.g_00177	Prad.g_01881
OG0000216	Pray.g_00175	Prad.g_01879
OG0000217	Pray.g_00174	Prad.g_01878
OG0000218	Pray.g_00173	Prad.g_01877
OG0000219	Pray.g_00172	Prad.g_01876
OG0000220	Pray.g_00169	Prad.g_01873
OG0000221	Pray.g_00167	Prad.g_01871
OG0000222	Pray.g_00166	Prad.g_01870
OG0000223	Pray.g_00165	Prad.g_01869
OG0000224	Pray.g_00162	Prad.g_01866
OG0000225	Pray.g_00160	Prad.g_01864
OG0000226	Pray.g_00159	Prad.g_01863
OG0000227	Pray.g_00158	Prad.g_01862
OG0000228	Pray.g_00157	Prad.g_01861
OG0000229	Pray.g_00156	Prad.g_01860
OG0000230	Pray.g_00155	Prad.g_01859
OG0000231	Pray.g_00153	Prad.g_01857
OG0000232	Pray.g_00152	Prad.g_01856
OG0000233	Pray.g_00149	Prad.g_01853
OG0000234	Pray.g_00147	Prad.g_01851
OG0000235	Pray.g_00144	Prad.g_01846
OG0000236	Pray.g_00143	Prad.g_01845
OG0000237	Pray.g_00142	Prad.g_01844
OG0000238	Pray.g_00141	Prad.g_01843
OG0000239	Pray.g_00140	Prad.g_01842
OG0000240	Pray.g_00138	Prad.g_01840
OG0000241	Pray.g_00137	Prad.g_01839
OG0000242	Pray.g_00136	Prad.g_01838
OG0000243	Pray.g_00635	Prad.g_01837
OG0000244	Pray.g_00636	Prad.g_01836
OG0000245	Pray.g_00637	Prad.g_01835
OG0000246	Pray.g_00639	Prad.g_01833
OG0000247	Pray.g_00640	Prad.g_01832
OG0000248	Pray.g_00641	Prad.g_01831
OG0000249	Pray.g_00642	Prad.g_01830
OG0000250	Pray.g_00643	Prad.g_01829
OG0000251	Pray.g_00644	Prad.g_01828
OG0000252	Pray.g_00645	Prad.g_01827
OG0000253	Pray.g_00646	Prad.g_01826
OG0000254	Pray.g_00648	Prad.g_01824
OG0000255	Pray.g_00649	Prad.g_01823
OG0000256	Pray.g_00652	Prad.g_01820
OG0000257	Pray.g_00654	Prad.g_01818
OG0000258	Pray.g_00655	Prad.g_01817
OG0000259	Pray.g_00656	Prad.g_01816
OG0000260	Pray.g_00657	Prad.g_01815
OG0000261	Pray.g_00658	Prad.g_01814
OG0000262	Pray.g_00659	Prad.g_01813
OG0000263	Pray.g_00660	Prad.g_01812
OG0000264	Pray.g_00662	Prad.g_01810
OG0000265	Pray.g_00663	Prad.g_01809
OG0000266	Pray.g_00664	Prad.g_01808
OG0000267	Pray.g_00666	Prad.g_01806
OG0000268	Pray.g_00667	Prad.g_01805
OG0000269	Pray.g_00668	Prad.g_01804
OG0000270	Pray.g_00669	Prad.g_01803
OG0000271	Pray.g_00670	Prad.g_01802
OG0000272	Pray.g_00671	Prad.g_01801
OG0000273	Pray.g_00672	Prad.g_01800
OG0000274	Pray.g_00673	Prad.g_01799
OG0000275	Pray.g_00674	Prad.g_01798
OG0000276	Pray.g_00675	Prad.g_01797
OG0000277	Pray.g_00676	Prad.g_01796
OG0000278	Pray.g_00677	Prad.g_01795
OG0000279	Pray.g_00678	Prad.g_01794
OG0000280	Pray.g_00679	Prad.g_01793
OG0000281	Pray.g_00681	Prad.g_01791
OG0000282	Pray.g_00682	Prad.g_01790
OG0000283	Pray.g_00685	Prad.g_01787
OG0000284	Pray.g_00686	Prad.g_01786
OG0000285	Pray.g_00687	Prad.g_01785
OG0000286	Pray.g_00689	Prad.g_01783
OG0000287	Pray.g_00690	Prad.g_01782
OG0000288	Pray.g_00691	Prad.g_01781
OG0000289	Pray.g_00692	Prad.g_01780
OG0000290	Pray.g_00693	Prad.g_01779
OG0000291	Pray.g_00694	Prad.g_01778
OG0000292	Pray.g_00695	Prad.g_01777
OG0000293	Pray.g_00696	Prad.g_01776
OG0000294	Pray.g_00697	Prad.g_01775
OG0000295	Pray.g_00698	Prad.g_01774
OG0000296	Pray.g_00699	Prad.g_01773
OG0000297	Pray.g_00700	Prad.g_01772
OG0000298	Pray.g_00701	Prad.g_01771
OG0000299	Pray.g_00702	Prad.g_01770
OG0000300	Pray.g_00703	Prad.g_01769
OG0000301	Pray.g_00704	Prad.g_01768
OG0000302	Pray.g_00705	Prad.g_01767
OG0000303	Pray.g_00706	Prad.g_01766
OG0000304	Pray.g_00707	Prad.g_01765
OG0000305	Pray.g_00708	Prad.g_01764
OG0000306	Pray.g_00709	Prad.g_01763
OG0000307	Pray.g_00710	Prad.g_01762
OG0000308	Pray.g_00711	Prad.g_01761
OG0000309	Pray.g_00712	Prad.g_01760
OG0000310	Pray.g_00713	Prad.g_01759
OG0000311	Pray.g_00714	Prad.g_01758
OG0000312	Pray.g_00716	Prad.g_01756
OG0000313	Pray.g_00717	Prad.g_01755
OG0000314	Pray.g_00720	Prad.g_01752
OG0000315	Pray.g_00721	Prad.g_01751
OG0000316	Pray.g_00723	Prad.g_01749
OG0000317	Pray.g_00725	Prad.g_01747
OG0000318	Pray.g_00726	Prad.g_01746
OG0000319	Pray.g_00727	Prad.g_01745
OG0000320	Pray.g_00728	Prad.g_01744
OG0000321	Pray.g_00731	Prad.g_01741
OG0000322	Pray.g_00734	Prad.g_01738
OG0000323	Pray.g_00735	Prad.g_01737
OG0000324	Pray.g_00738	Prad.g_01734
OG0000325	Pray.g_00739	Prad.g_01732
OG0000326	Pray.g_00740	Prad.g_01731
OG0000327	Pray.g_00742	Prad.g_01729
OG0000328	Pray.g_00743	Prad.g_01728
OG0000329	Pray.g_00744	Prad.g_01727
OG0000330	Pray.g_00745	Prad.g_01726
OG0000331	Pray.g_00746	Prad.g_01725
OG0000332	Pray.g_00747	Prad.g_01724
OG0000333	Pray.g_00748	Prad.g_01723
OG0000334	Pray.g_00749	Prad.g_01722
OG0000335	Pray.g_00750	Prad.g_01721
OG0000336	Pray.g_00751	Prad.g_01720
OG0000337	Pray.g_00754	Prad.g_01716
OG0000338	Pray.g_00755	Prad.g_01715
OG0000339	Pray.g_00756	Prad.g_01714
OG0000340	Pray.g_00757	Prad.g_01713
OG0000341	Pray.g_00761	Prad.g_01709
OG0000342	Pray.g_00762	Prad.g_01708
OG0000343	Pray.g_00764	Prad.g_01706
OG0000344	Pray.g_00765	Prad.g_01705
OG0000345	Pray.g_00766	Prad.g_01704
OG0000346	Pray.g_00767	Prad.g_01703
OG0000347	Pray.g_00768	Prad.g_01702
OG0000348	Pray.g_00769	Prad.g_01701
OG0000349	Pray.g_00770	Prad.g_01700
OG0000350	Pray.g_00771	Prad.g_01699
OG0000351	Pray.g_00773	Prad.g_01696
OG0000352	Pray.g_00776	Prad.g_01693
OG0000353	Pray.g_00777	Prad.g_01692
OG0000354	Pray.g_00778	Prad.g_01691
OG0000355	Pray.g_00779	Prad.g_01690
OG0000356	Pray.g_00780	Prad.g_01689
OG0000357	Pray.g_00781	Prad.g_01688
OG0000358	Pray.g_00782	Prad.g_01687
OG0000359	Pray.g_00783	Prad.g_01686
OG0000360	Pray.g_00786	Prad.g_01683
OG0000361	Pray.g_00787	Prad.g_01682
OG0000362	Pray.g_00788	Prad.g_01681
OG0000363	Pray.g_00789	Prad.g_01680
OG0000364	Pray.g_00790	Prad.g_01679
OG0000365	Pray.g_00791	Prad.g_01678
OG0000366	Pray.g_00792	Prad.g_01677
OG0000367	Pray.g_00793	Prad.g_01676
OG0000368	Pray.g_00794	Prad.g_01675
OG0000369	Pray.g_00795	Prad.g_01674
OG0000370	Pray.g_00796	Prad.g_01673
OG0000371	Pray.g_00797	Prad.g_01672
OG0000372	Pray.g_00799	Prad.g_01670
OG0000373	Pray.g_00801	Prad.g_01668
OG0000374	Pray.g_00802	Prad.g_01667
OG0000375	Pray.g_00803	Prad.g_01666
OG0000376	Pray.g_00805	Prad.g_01664
OG0000377	Pray.g_00806	Prad.g_01663
OG0000378	Pray.g_00807	Prad.g_01662
OG0000379	Pray.g_00812	Prad.g_01657
OG0000380	Pray.g_00813	Prad.g_01656
OG0000381	Pray.g_00814	Prad.g_01655
OG0000382	Pray.g_00816	Prad.g_01653
OG0000383	Pray.g_00819	Prad.g_01650
OG0000384	Pray.g_00820	Prad.g_01649
OG0000385	Pray.g_00823	Prad.g_01646
OG0000386	Pray.g_00824	Prad.g_01645
OG0000387	Pray.g_00825	Prad.g_01644
OG0000388	Pray.g_00826	Prad.g_01643
OG0000389	Pray.g_00827	Prad.g_01642
OG0000390	Pray.g_00828	Prad.g_00761
OG0000391	Pray.g_00829	Prad.g_00760
OG0000392	Pray.g_00830	Prad.g_00759
OG0000393	Pray.g_00833	Prad.g_00756
OG0000394	Pray.g_00834	Prad.g_00755
OG0000395	Pray.g_00836	Prad.g_00753
OG0000396	Pray.g_00837	Prad.g_00752
OG0000397	Pray.g_00849	Prad.g_00738
OG0000398	Pray.g_00857	Prad.g_00730
OG0000399	Pray.g_00858	Prad.g_00729
OG0000400	Pray.g_00864	Prad.g_00724
OG0000401	Pray.g_00921	Prad.g_00671
OG0000402	Pray.g_00922	Prad.g_00670
OG0000403	Pray.g_00923	Prad.g_00669
OG0000404	Pray.g_00925	Prad.g_00667
OG0000405	Pray.g_00926	Prad.g_00666
OG0000406	Pray.g_00928	Prad.g_00069
OG0000407	Pray.g_00929	Prad.g_00068
OG0000408	Pray.g_00930	Prad.g_00067
OG0000409	Pray.g_00931	Prad.g_00066
OG0000410	Pray.g_00932	Prad.g_00065
OG0000411	Pray.g_00933	Prad.g_00064
OG0000412	Pray.g_00934	Prad.g_00063
OG0000413	Pray.g_00935	Prad.g_00062
OG0000414	Pray.g_00936	Prad.g_00061
OG0000415	Pray.g_00937	Prad.g_00060
OG0000416	Pray.g_00938	Prad.g_00059
OG0000417	Pray.g_00939	Prad.g_00058
OG0000418	Pray.g_00940	Prad.g_00057
OG0000419	Pray.g_00941	Prad.g_00056
OG0000420	Pray.g_00942	Prad.g_00055
OG0000421	Pray.g_00943	Prad.g_00054
OG0000422	Pray.g_00945	Prad.g_00052
OG0000423	Pray.g_00946	Prad.g_00051
OG0000424	Pray.g_00948	Prad.g_00049
OG0000425	Pray.g_00951	Prad.g_00045
OG0000426	Pray.g_00952	Prad.g_00044
OG0000427	Pray.g_00953	Prad.g_00043
OG0000428	Pray.g_00954	Prad.g_00042
OG0000429	Pray.g_00955	Prad.g_00041
OG0000430	Pray.g_00961	Prad.g_00036
OG0000431	Pray.g_00963	Prad.g_00034
OG0000432	Pray.g_00964	Prad.g_00033
OG0000433	Pray.g_00967	Prad.g_00030
OG0000434	Pray.g_00968	Prad.g_00029
OG0000435	Pray.g_00969	Prad.g_00028
OG0000436	Pray.g_00971	Prad.g_00026
OG0000437	Pray.g_00973	Prad.g_00024
OG0000438	Pray.g_00974	Prad.g_00023
OG0000439	Pray.g_00975	Prad.g_00022
OG0000440	Pray.g_00977	Prad.g_00020
OG0000441	Pray.g_00978	Prad.g_00019
OG0000442	Pray.g_00979	Prad.g_00018
OG0000443	Pray.g_00980	Prad.g_00017
OG0000444	Pray.g_00981	Prad.g_00016
OG0000445	Pray.g_00982	Prad.g_00015
OG0000446	Pray.g_00983	Prad.g_00014
OG0000447	Pray.g_00984	Prad.g_00013
OG0000448	Pray.g_00985	Prad.g_00012
OG0000449	Pray.g_00991	Prad.g_00129
OG0000450	Pray.g_00992	Prad.g_00128
OG0000451	Pray.g_00993	Prad.g_00127
OG0000452	Pray.g_00994	Prad.g_00126
OG0000453	Pray.g_00996	Prad.g_00124
OG0000454	Pray.g_00997	Prad.g_00123
OG0000455	Pray.g_00998	Prad.g_00122
OG0000456	Pray.g_00999	Prad.g_00121
OG0000457	Pray.g_01001	Prad.g_00119
OG0000458	Pray.g_01003	Prad.g_00117
OG0000459	Pray.g_01004	Prad.g_00116
OG0000460	Pray.g_01006	Prad.g_00114
OG0000461	Pray.g_01007	Prad.g_00113
OG0000462	Pray.g_01008	Prad.g_00112
OG0000463	Pray.g_01009	Prad.g_00111
OG0000464	Pray.g_01014	Prad.g_00106
OG0000465	Pray.g_01016	Prad.g_00104
OG0000466	Pray.g_01017	Prad.g_00103
OG0000467	Pray.g_01018	Prad.g_00102
OG0000468	Pray.g_01019	Prad.g_00101
OG0000469	Pray.g_01020	Prad.g_00100
OG0000470	Pray.g_01021	Prad.g_00099
OG0000471	Pray.g_01022	Prad.g_00098
OG0000472	Pray.g_01227	Prad.g_00095
OG0000473	Pray.g_01226	Prad.g_00094
OG0000474	Pray.g_01225	Prad.g_00093
OG0000475	Pray.g_01224	Prad.g_00092
OG0000476	Pray.g_01223	Prad.g_00091
OG0000477	Pray.g_01221	Prad.g_01330
OG0000478	Pray.g_01220	Prad.g_01331
OG0000479	Pray.g_01219	Prad.g_01332
OG0000480	Pray.g_01217	Prad.g_01334
OG0000481	Pray.g_01216	Prad.g_01335
OG0000482	Pray.g_01215	Prad.g_01336
OG0000483	Pray.g_01214	Prad.g_01337
OG0000484	Pray.g_01213	Prad.g_01338
OG0000485	Pray.g_01212	Prad.g_01339
OG0000486	Pray.g_01211	Prad.g_01340
OG0000487	Pray.g_01210	Prad.g_01341
OG0000488	Pray.g_01208	Prad.g_01343
OG0000489	Pray.g_01207	Prad.g_01344
OG0000490	Pray.g_01206	Prad.g_01345
OG0000491	Pray.g_01205	Prad.g_01346
OG0000492	Pray.g_01204	Prad.g_01347
OG0000493	Pray.g_01203	Prad.g_01348
OG0000494	Pray.g_01201	Prad.g_01350
OG0000495	Pray.g_01200	Prad.g_01351
OG0000496	Pray.g_01199	Prad.g_01352
OG0000497	Pray.g_01198	Prad.g_01353
OG0000498	Pray.g_01197	Prad.g_01354
OG0000499	Pray.g_01195	Prad.g_01356
OG0000500	Pray.g_01194	Prad.g_01357
OG0000501	Pray.g_01192	Prad.g_01359
OG0000502	Pray.g_01191	Prad.g_01360
OG0000503	Pray.g_01190	Prad.g_01361
OG0000504	Pray.g_01189	Prad.g_01362
OG0000505	Pray.g_01188	Prad.g_01363
OG0000506	Pray.g_01187	Prad.g_01364
OG0000507	Pray.g_01186	Prad.g_01365
OG0000508	Pray.g_01184	Prad.g_01367
OG0000509	Pray.g_01183	Prad.g_01368
OG0000510	Pray.g_01182	Prad.g_01369
OG0000511	Pray.g_01181	Prad.g_01370
OG0000512	Pray.g_01180	Prad.g_01371
OG0000513	Pray.g_01179	Prad.g_01372
OG0000514	Pray.g_01178	Prad.g_01373
OG0000515	Pray.g_01176	Prad.g_01375
OG0000516	Pray.g_01175	Prad.g_01376
OG0000517	Pray.g_01174	Prad.g_01377
OG0000518	Pray.g_01172	Prad.g_01380
OG0000519	Pray.g_01171	Prad.g_01381
OG0000520	Pray.g_01170	Prad.g_01382
OG0000521	Pray.g_01169	Prad.g_01383
OG0000522	Pray.g_01168	Prad.g_01384
OG0000523	Pray.g_01167	Prad.g_01385
OG0000524	Pray.g_01166	Prad.g_01386
OG0000525	Pray.g_01164	Prad.g_01388
OG0000526	Pray.g_01163	Prad.g_01389
OG0000527	Pray.g_01162	Prad.g_01390
OG0000528	Pray.g_01161	Prad.g_01391
OG0000529	Pray.g_01160	Prad.g_01392
OG0000530	Pray.g_01159	Prad.g_01393
OG0000531	Pray.g_01158	Prad.g_01394
OG0000532	Pray.g_01157	Prad.g_01395
OG0000533	Pray.g_01156	Prad.g_01396
OG0000534	Pray.g_01155	Prad.g_01397
OG0000535	Pray.g_01154	Prad.g_01398
OG0000536	Pray.g_01153	Prad.g_01399
OG0000537	Pray.g_01152	Prad.g_01400
OG0000538	Pray.g_01151	Prad.g_01401
OG0000539	Pray.g_01150	Prad.g_01402
OG0000540	Pray.g_01149	Prad.g_01403
OG0000541	Pray.g_01148	Prad.g_01404
OG0000542	Pray.g_01147	Prad.g_01405
OG0000543	Pray.g_01146	Prad.g_01406
OG0000544	Pray.g_01145	Prad.g_01407
OG0000545	Pray.g_01142	Prad.g_01410
OG0000546	Pray.g_01141	Prad.g_01411
OG0000547	Pray.g_01139	Prad.g_01413
OG0000548	Pray.g_01138	Prad.g_01414
OG0000549	Pray.g_01137	Prad.g_01415
OG0000550	Pray.g_01136	Prad.g_01416
OG0000551	Pray.g_01135	Prad.g_01417
OG0000552	Pray.g_01134	Prad.g_01418
OG0000553	Pray.g_01133	Prad.g_01419
OG0000554	Pray.g_01132	Prad.g_01420
OG0000555	Pray.g_01131	Prad.g_01421
OG0000556	Pray.g_01130	Prad.g_01422
OG0000557	Pray.g_01129	Prad.g_01423
OG0000558	Pray.g_01128	Prad.g_01424
OG0000559	Pray.g_01127	Prad.g_01425
OG0000560	Pray.g_01125	Prad.g_01427
OG0000561	Pray.g_01124	Prad.g_01428
OG0000562	Pray.g_01123	Prad.g_01429
OG0000563	Pray.g_01122	Prad.g_01430
OG0000564	Pray.g_01121	Prad.g_01431
OG0000565	Pray.g_01120	Prad.g_01432
