Orthogroup	Pray	Prbk
OG0000082	Pray.g_01427	Prbk.g_02204
OG0000083	Pray.g_01464	Prbk.g_02281
OG0000084	Pray.g_01468	Prbk.g_02284
OG0000085	Pray.g_01485	Prbk.g_01626
OG0000087	Pray.g_00234	Prbk.g_02126
OG0000088	Pray.g_00176	Prbk.g_00191
OG0000089	Pray.g_00168	Prbk.g_00206
OG0000090	Pray.g_00150	Prbk.g_00559
OG0000091	Pray.g_00650	Prbk.g_00776
OG0000092	Pray.g_00651	Prbk.g_00777
OG0000093	Pray.g_00665	Prbk.g_01280
OG0000094	Pray.g_00683	Prbk.g_01251
OG0000095	Pray.g_00688	Prbk.g_00632
OG0000096	Pray.g_00732	Prbk.g_01001
OG0000097	Pray.g_00753	Prbk.g_00409
OG0000098	Pray.g_00763	Prbk.g_00422
OG0000099	Pray.g_00772	Prbk.g_00434
OG0000100	Pray.g_00775	Prbk.g_00438
OG0000101	Pray.g_00835	Prbk.g_00361
OG0000102	Pray.g_00861	Prbk.g_02209
OG0000103	Pray.g_00966	Prbk.g_02114
OG0000104	Pray.g_00970	Prbk.g_02061
OG0000105	Pray.g_00990	Prbk.g_01862
OG0000106	Pray.g_01023	Prbk.g_01078
OG0000107	Pray.g_01024, Pray.g_01228	Prbk.g_01080
OG0000108	Pray.g_01218	Prbk.g_02684
OG0000109	Pray.g_01209	Prbk.g_01890
OG0000110	Pray.g_01193	Prbk.g_01871
OG0000111	Pray.g_01112	Prbk.g_00740
OG0000112	Pray.g_01111	Prbk.g_00739
OG0000113	Pray.g_00275	Prbk.g_02370
OG0000114	Pray.g_00346	Prbk.g_02466
OG0000115	Pray.g_00511	Prbk.g_02324
OG0000116	Pray.g_00515	Prbk.g_02316
OG0000117	Pray.g_00581	Prbk.g_00059
OG0000118	Pray.g_00632	Prbk.g_02271
OG0000119	Pray.g_00094	Prbk.g_02197
OG0000120	Pray.g_00057	Prbk.g_00144
OG0000121	Pray.g_00038	Prbk.g_00138
OG0000122	Pray.g_00019	Prbk.g_00185
OG0000123	Pray.g_00006	Prbk.g_00121
OG0000124	Pray.g_00250	Prbk.g_00066
OG0000125	Pray.g_01858	Prbk.g_01169
OG0000126	Pray.g_01829	Prbk.g_02052
OG0000127	Pray.g_01735	Prbk.g_00243
OG0000128	Pray.g_01721	Prbk.g_00260
OG0000129	Pray.g_01685	Prbk.g_01212
OG0000130	Pray.g_01561	Prbk.g_00913
OG0000131	Pray.g_01523	Prbk.g_01417
OG0000132	Pray.g_01520	Prbk.g_01414
OG0000133	Pray.g_01265	Prbk.g_00987
OG0000134	Pray.g_01301	Prbk.g_00950
OG0000135	Pray.g_01303	Prbk.g_00948
OG0000136	Pray.g_01348	Prbk.g_00528
OG0000137	Pray.g_01381	Prbk.g_01540
OG0000138	Pray.g_01417	Prbk.g_02168
OG0000139	Pray.g_01444	Prbk.g_02252
OG0000140	Pray.g_01462	Prbk.g_02279
OG0000141	Pray.g_01463	Prbk.g_02280
OG0000142	Pray.g_01465	Prbk.g_02282
OG0000143	Pray.g_01467	Prbk.g_02283
OG0000144	Pray.g_01469	Prbk.g_02285
OG0000145	Pray.g_01470	Prbk.g_02287
OG0000146	Pray.g_01471	Prbk.g_02288
OG0000147	Pray.g_01472	Prbk.g_02289
OG0000148	Pray.g_01474	Prbk.g_02291
OG0000149	Pray.g_01476	Prbk.g_01639
OG0000150	Pray.g_01477	Prbk.g_01638
OG0000151	Pray.g_01478	Prbk.g_01633
OG0000152	Pray.g_01479	Prbk.g_01632
OG0000153	Pray.g_01480	Prbk.g_01631
OG0000154	Pray.g_01481	Prbk.g_01630
OG0000155	Pray.g_01482	Prbk.g_01629
OG0000156	Pray.g_01483	Prbk.g_01628
OG0000157	Pray.g_01484	Prbk.g_01627
OG0000158	Pray.g_01486	Prbk.g_01625
OG0000159	Pray.g_01487	Prbk.g_01624
OG0000160	Pray.g_01488	Prbk.g_01623
OG0000161	Pray.g_01489	Prbk.g_01622
OG0000162	Pray.g_01490	Prbk.g_01621
OG0000163	Pray.g_01491	Prbk.g_01619
OG0000164	Pray.g_01494	Prbk.g_01614
OG0000165	Pray.g_01497	Prbk.g_01609
OG0000166	Pray.g_01498	Prbk.g_01608
OG0000167	Pray.g_01499	Prbk.g_01607
OG0000168	Pray.g_00243	Prbk.g_01606
OG0000169	Pray.g_00241	Prbk.g_01604
OG0000170	Pray.g_00240	Prbk.g_02158
OG0000171	Pray.g_00239	Prbk.g_02156
OG0000172	Pray.g_00238	Prbk.g_02155
OG0000173	Pray.g_00237	Prbk.g_02148
OG0000174	Pray.g_00236	Prbk.g_02141
OG0000175	Pray.g_00235	Prbk.g_02133
OG0000176	Pray.g_00233	Prbk.g_02125
OG0000177	Pray.g_00232	Prbk.g_02124
OG0000178	Pray.g_00231	Prbk.g_02123
OG0000179	Pray.g_00225	Prbk.g_01326
OG0000180	Pray.g_00224	Prbk.g_01324
OG0000181	Pray.g_00223	Prbk.g_01323
OG0000182	Pray.g_00220	Prbk.g_01320
OG0000183	Pray.g_00219	Prbk.g_01319
OG0000184	Pray.g_00216	Prbk.g_01315
OG0000185	Pray.g_00212	Prbk.g_01309
OG0000186	Pray.g_00211	Prbk.g_01308
OG0000187	Pray.g_00210	Prbk.g_01665
OG0000188	Pray.g_00209	Prbk.g_01307
OG0000189	Pray.g_00208	Prbk.g_01304
OG0000190	Pray.g_00207	Prbk.g_01303
OG0000191	Pray.g_00206	Prbk.g_01302
OG0000192	Pray.g_00205	Prbk.g_01301
OG0000193	Pray.g_00204	Prbk.g_01300
OG0000194	Pray.g_00203	Prbk.g_01299
OG0000195	Pray.g_00201	Prbk.g_01295
OG0000196	Pray.g_00200	Prbk.g_01294
OG0000197	Pray.g_00199	Prbk.g_00035
OG0000198	Pray.g_00198	Prbk.g_00031
OG0000199	Pray.g_00195	Prbk.g_00026
OG0000200	Pray.g_00194	Prbk.g_00025
OG0000201	Pray.g_00193	Prbk.g_00024
OG0000202	Pray.g_00192	Prbk.g_00022
OG0000203	Pray.g_00191	Prbk.g_00021
OG0000204	Pray.g_00190	Prbk.g_00020
OG0000205	Pray.g_00189	Prbk.g_00018
OG0000206	Pray.g_00188	Prbk.g_00017
OG0000207	Pray.g_00187	Prbk.g_00016
OG0000208	Pray.g_00186	Prbk.g_00015
OG0000209	Pray.g_00185	Prbk.g_00014
OG0000210	Pray.g_00183	Prbk.g_00012
OG0000211	Pray.g_00182	Prbk.g_00011
OG0000212	Pray.g_00181	Prbk.g_00010
OG0000213	Pray.g_00180	Prbk.g_00007
OG0000214	Pray.g_00178	Prbk.g_00001
OG0000215	Pray.g_00177	Prbk.g_00190
OG0000216	Pray.g_00175	Prbk.g_00192
OG0000217	Pray.g_00174	Prbk.g_00194
OG0000218	Pray.g_00173	Prbk.g_00196
OG0000219	Pray.g_00172	Prbk.g_00197
OG0000220	Pray.g_00169	Prbk.g_00202
OG0000221	Pray.g_00167	Prbk.g_00207
OG0000222	Pray.g_00166	Prbk.g_00208
OG0000223	Pray.g_00165	Prbk.g_00209
OG0000224	Pray.g_00162	Prbk.g_00542
OG0000225	Pray.g_00160	Prbk.g_00544
OG0000226	Pray.g_00159	Prbk.g_00547
OG0000227	Pray.g_00158	Prbk.g_00549
OG0000228	Pray.g_00157	Prbk.g_00550
OG0000229	Pray.g_00156	Prbk.g_00551
OG0000230	Pray.g_00155	Prbk.g_00552
OG0000231	Pray.g_00153	Prbk.g_00554
OG0000232	Pray.g_00152	Prbk.g_00555
OG0000233	Pray.g_00149	Prbk.g_00560
OG0000234	Pray.g_00147	Prbk.g_00749
OG0000235	Pray.g_00144	Prbk.g_00751
OG0000236	Pray.g_00143	Prbk.g_00752
OG0000237	Pray.g_00142	Prbk.g_00753
OG0000238	Pray.g_00141	Prbk.g_00754
OG0000239	Pray.g_00140	Prbk.g_00755
OG0000240	Pray.g_00138	Prbk.g_00757
OG0000241	Pray.g_00137	Prbk.g_00758
OG0000242	Pray.g_00136	Prbk.g_00759
OG0000243	Pray.g_00635	Prbk.g_00760
OG0000244	Pray.g_00636	Prbk.g_00761
OG0000245	Pray.g_00637	Prbk.g_00763
OG0000246	Pray.g_00639	Prbk.g_00765
OG0000247	Pray.g_00640	Prbk.g_00766
OG0000248	Pray.g_00641	Prbk.g_00767
OG0000249	Pray.g_00642	Prbk.g_00768
OG0000250	Pray.g_00643	Prbk.g_00769
OG0000251	Pray.g_00644	Prbk.g_00770
OG0000252	Pray.g_00645	Prbk.g_00771
OG0000253	Pray.g_00646	Prbk.g_00772
OG0000254	Pray.g_00648	Prbk.g_00774
OG0000255	Pray.g_00649	Prbk.g_00775
OG0000256	Pray.g_00652	Prbk.g_00778
OG0000257	Pray.g_00654	Prbk.g_00779
OG0000258	Pray.g_00655	Prbk.g_00780
OG0000259	Pray.g_00656	Prbk.g_00781
OG0000260	Pray.g_00657	Prbk.g_00782
OG0000261	Pray.g_00658	Prbk.g_00783
OG0000262	Pray.g_00659	Prbk.g_00784
OG0000263	Pray.g_00660	Prbk.g_00785
OG0000264	Pray.g_00662	Prbk.g_02425
OG0000265	Pray.g_00663	Prbk.g_01283
OG0000266	Pray.g_00664	Prbk.g_01281
OG0000267	Pray.g_00666	Prbk.g_01277
OG0000268	Pray.g_00667	Prbk.g_01275
OG0000269	Pray.g_00668	Prbk.g_01272
OG0000270	Pray.g_00669	Prbk.g_01270
OG0000271	Pray.g_00670	Prbk.g_01267
OG0000272	Pray.g_00671	Prbk.g_01266
OG0000273	Pray.g_00672	Prbk.g_01263
OG0000274	Pray.g_00673	Prbk.g_01261
OG0000275	Pray.g_00674	Prbk.g_01260
OG0000276	Pray.g_00675	Prbk.g_01259
OG0000277	Pray.g_00676	Prbk.g_01258
OG0000278	Pray.g_00677	Prbk.g_01257
OG0000279	Pray.g_00678	Prbk.g_01256
OG0000280	Pray.g_00679	Prbk.g_01255
OG0000281	Pray.g_00681	Prbk.g_01253
OG0000282	Pray.g_00682	Prbk.g_01252
OG0000283	Pray.g_00685	Prbk.g_01245
OG0000284	Pray.g_00686	Prbk.g_01244
OG0000285	Pray.g_00687	Prbk.g_00631
OG0000286	Pray.g_00689	Prbk.g_00633
OG0000287	Pray.g_00690	Prbk.g_00686
OG0000288	Pray.g_00691	Prbk.g_00685
OG0000289	Pray.g_00692	Prbk.g_00683
OG0000290	Pray.g_00693	Prbk.g_00682
OG0000291	Pray.g_00694	Prbk.g_00680
OG0000292	Pray.g_00695	Prbk.g_00670
OG0000293	Pray.g_00696	Prbk.g_00669
OG0000294	Pray.g_00697	Prbk.g_00668
OG0000295	Pray.g_00698	Prbk.g_00662
OG0000296	Pray.g_00699	Prbk.g_00661
OG0000297	Pray.g_00700	Prbk.g_00658
OG0000298	Pray.g_00701	Prbk.g_00657
OG0000299	Pray.g_00702	Prbk.g_00656
OG0000300	Pray.g_00703	Prbk.g_00655
OG0000301	Pray.g_00704	Prbk.g_00654
OG0000302	Pray.g_00705	Prbk.g_00653
OG0000303	Pray.g_00706	Prbk.g_00652
OG0000304	Pray.g_00707	Prbk.g_00650
OG0000305	Pray.g_00708	Prbk.g_00649
OG0000306	Pray.g_00709	Prbk.g_00648
OG0000307	Pray.g_00710	Prbk.g_01364
OG0000308	Pray.g_00711	Prbk.g_01136
OG0000309	Pray.g_00712	Prbk.g_01135
OG0000310	Pray.g_00713	Prbk.g_01134
OG0000311	Pray.g_00714	Prbk.g_01368
OG0000312	Pray.g_00716	Prbk.g_01369
OG0000313	Pray.g_00717	Prbk.g_01521
OG0000314	Pray.g_00720	Prbk.g_01515
OG0000315	Pray.g_00721	Prbk.g_01514
OG0000316	Pray.g_00723	Prbk.g_01900
OG0000317	Pray.g_00725	Prbk.g_01012
OG0000318	Pray.g_00726	Prbk.g_01011
OG0000319	Pray.g_00727	Prbk.g_01010
OG0000320	Pray.g_00728	Prbk.g_01008
OG0000321	Pray.g_00731	Prbk.g_01003
OG0000322	Pray.g_00734	Prbk.g_00371
OG0000323	Pray.g_00735	Prbk.g_00372
OG0000324	Pray.g_00738	Prbk.g_00374
OG0000325	Pray.g_00739	Prbk.g_00376
OG0000326	Pray.g_00740	Prbk.g_00378
OG0000327	Pray.g_00742	Prbk.g_00384
OG0000328	Pray.g_00743	Prbk.g_01365
OG0000329	Pray.g_00744	Prbk.g_00397
OG0000330	Pray.g_00745	Prbk.g_00398
OG0000331	Pray.g_00746	Prbk.g_00400
OG0000332	Pray.g_00747	Prbk.g_00401
OG0000333	Pray.g_00748	Prbk.g_00402
OG0000334	Pray.g_00749	Prbk.g_00403
OG0000335	Pray.g_00750	Prbk.g_00404
OG0000336	Pray.g_00751	Prbk.g_00406
OG0000337	Pray.g_00754	Prbk.g_00411
OG0000338	Pray.g_00755	Prbk.g_00412
OG0000339	Pray.g_00756	Prbk.g_00413
OG0000340	Pray.g_00757	Prbk.g_00415
OG0000341	Pray.g_00761	Prbk.g_00420
OG0000342	Pray.g_00762	Prbk.g_00421
OG0000343	Pray.g_00764	Prbk.g_00423
OG0000344	Pray.g_00765	Prbk.g_00425
OG0000345	Pray.g_00766	Prbk.g_00426
OG0000346	Pray.g_00767	Prbk.g_00427
OG0000347	Pray.g_00768	Prbk.g_00428
OG0000348	Pray.g_00769	Prbk.g_00429
OG0000349	Pray.g_00770	Prbk.g_00430
OG0000350	Pray.g_00771	Prbk.g_00431
OG0000351	Pray.g_00773	Prbk.g_00435
OG0000352	Pray.g_00776	Prbk.g_00439
OG0000353	Pray.g_00777	Prbk.g_00442
OG0000354	Pray.g_00778	Prbk.g_00443
OG0000355	Pray.g_00779	Prbk.g_00444
OG0000356	Pray.g_00780	Prbk.g_00449
OG0000357	Pray.g_00781	Prbk.g_00450
OG0000358	Pray.g_00782	Prbk.g_00451
OG0000359	Pray.g_00783	Prbk.g_00453
OG0000360	Pray.g_00786	Prbk.g_00456
OG0000361	Pray.g_00787	Prbk.g_00457
OG0000362	Pray.g_00788	Prbk.g_00458
OG0000363	Pray.g_00789	Prbk.g_00460
OG0000364	Pray.g_00790	Prbk.g_00461
OG0000365	Pray.g_00791	Prbk.g_00462
OG0000366	Pray.g_00792	Prbk.g_00463
OG0000367	Pray.g_00793	Prbk.g_00464
OG0000368	Pray.g_00794	Prbk.g_00465
OG0000369	Pray.g_00795	Prbk.g_00466
OG0000370	Pray.g_00796	Prbk.g_00467
OG0000371	Pray.g_00797	Prbk.g_00468
OG0000372	Pray.g_00799	Prbk.g_00471
OG0000373	Pray.g_00801	Prbk.g_00481
OG0000374	Pray.g_00802	Prbk.g_00483
OG0000375	Pray.g_00803	Prbk.g_00492
OG0000376	Pray.g_00805	Prbk.g_00853
OG0000377	Pray.g_00806	Prbk.g_00860
OG0000378	Pray.g_00807	Prbk.g_00861
OG0000379	Pray.g_00812	Prbk.g_00871
OG0000380	Pray.g_00813	Prbk.g_00873
OG0000381	Pray.g_00814	Prbk.g_00874
OG0000382	Pray.g_00816	Prbk.g_00876
OG0000383	Pray.g_00819	Prbk.g_00881
OG0000384	Pray.g_00820	Prbk.g_00882
OG0000385	Pray.g_00823	Prbk.g_00888
OG0000386	Pray.g_00824	Prbk.g_00889
OG0000387	Pray.g_00825	Prbk.g_00890
OG0000388	Pray.g_00826	Prbk.g_00891
OG0000389	Pray.g_00827	Prbk.g_00892
OG0000390	Pray.g_00828	Prbk.g_00893
OG0000391	Pray.g_00829	Prbk.g_00894
OG0000392	Pray.g_00830	Prbk.g_00895
OG0000393	Pray.g_00833	Prbk.g_00365
OG0000394	Pray.g_00834	Prbk.g_00364
OG0000395	Pray.g_00836	Prbk.g_00360
OG0000396	Pray.g_00837	Prbk.g_02556
OG0000397	Pray.g_00849	Prbk.g_01321
OG0000398	Pray.g_00857	Prbk.g_00924
OG0000399	Pray.g_00858	Prbk.g_01693
OG0000400	Pray.g_00864	Prbk.g_01902
OG0000401	Pray.g_00921	Prbk.g_00352
OG0000402	Pray.g_00922	Prbk.g_00351
OG0000403	Pray.g_00923	Prbk.g_00339
OG0000404	Pray.g_00925	Prbk.g_00329
OG0000405	Pray.g_00926	Prbk.g_00328
OG0000406	Pray.g_00928	Prbk.g_00326
OG0000407	Pray.g_00929	Prbk.g_00325
OG0000408	Pray.g_00930	Prbk.g_00324
OG0000409	Pray.g_00931	Prbk.g_00323
OG0000410	Pray.g_00932	Prbk.g_00321
OG0000411	Pray.g_00933	Prbk.g_00320
OG0000412	Pray.g_00934	Prbk.g_00319
OG0000413	Pray.g_00935	Prbk.g_00318
OG0000414	Pray.g_00936	Prbk.g_00317
OG0000415	Pray.g_00937	Prbk.g_00316
OG0000416	Pray.g_00938	Prbk.g_00315
OG0000417	Pray.g_00939	Prbk.g_00311
OG0000418	Pray.g_00940	Prbk.g_00310
OG0000419	Pray.g_00941	Prbk.g_00309
OG0000420	Pray.g_00942	Prbk.g_00308
OG0000421	Pray.g_00943	Prbk.g_00301
OG0000422	Pray.g_00945	Prbk.g_00299
OG0000423	Pray.g_00946	Prbk.g_00298
OG0000424	Pray.g_00948	Prbk.g_00295
OG0000425	Pray.g_00951	Prbk.g_02088
OG0000426	Pray.g_00952	Prbk.g_02089
OG0000427	Pray.g_00953	Prbk.g_02092
OG0000428	Pray.g_00954	Prbk.g_02105
OG0000429	Pray.g_00955	Prbk.g_02107
OG0000430	Pray.g_00961	Prbk.g_02109
OG0000431	Pray.g_00963	Prbk.g_02111
OG0000432	Pray.g_00964	Prbk.g_02112
OG0000433	Pray.g_00967	Prbk.g_02053
OG0000434	Pray.g_00968	Prbk.g_02056
OG0000435	Pray.g_00969	Prbk.g_02060
OG0000436	Pray.g_00971	Prbk.g_02062
OG0000437	Pray.g_00973	Prbk.g_02064
OG0000438	Pray.g_00974	Prbk.g_02065
OG0000439	Pray.g_00975	Prbk.g_02066
OG0000440	Pray.g_00977	Prbk.g_02069
OG0000441	Pray.g_00978	Prbk.g_02071
OG0000442	Pray.g_00979	Prbk.g_02072
OG0000443	Pray.g_00980	Prbk.g_02073
OG0000444	Pray.g_00981	Prbk.g_02074
OG0000445	Pray.g_00982	Prbk.g_02075
OG0000446	Pray.g_00983	Prbk.g_02076
OG0000447	Pray.g_00984	Prbk.g_02077
OG0000448	Pray.g_00985	Prbk.g_02078
OG0000449	Pray.g_00991	Prbk.g_01865
OG0000450	Pray.g_00992	Prbk.g_01041
OG0000451	Pray.g_00993	Prbk.g_01042
OG0000452	Pray.g_00994	Prbk.g_01043
OG0000453	Pray.g_00996	Prbk.g_01046
OG0000454	Pray.g_00997	Prbk.g_01047
OG0000455	Pray.g_00998	Prbk.g_01048
OG0000456	Pray.g_00999	Prbk.g_01049
OG0000457	Pray.g_01001	Prbk.g_01050
OG0000458	Pray.g_01003	Prbk.g_01051
OG0000459	Pray.g_01004	Prbk.g_01052
OG0000460	Pray.g_01006	Prbk.g_01054
OG0000461	Pray.g_01007	Prbk.g_01055
OG0000462	Pray.g_01008	Prbk.g_01056
OG0000463	Pray.g_01009	Prbk.g_01061
OG0000464	Pray.g_01014	Prbk.g_01066
OG0000465	Pray.g_01016	Prbk.g_01067
OG0000466	Pray.g_01017	Prbk.g_01068
OG0000467	Pray.g_01018	Prbk.g_01070
OG0000468	Pray.g_01019	Prbk.g_01071
OG0000469	Pray.g_01020	Prbk.g_01076
OG0000470	Pray.g_01021	Prbk.g_01965
OG0000471	Pray.g_01022	Prbk.g_01772
OG0000472	Pray.g_01227	Prbk.g_01081
OG0000473	Pray.g_01226	Prbk.g_01083
OG0000474	Pray.g_01225	Prbk.g_01085
OG0000475	Pray.g_01224	Prbk.g_01086
OG0000476	Pray.g_01223	Prbk.g_01092
OG0000477	Pray.g_01221	Prbk.g_01095
OG0000478	Pray.g_01220	Prbk.g_01097
OG0000479	Pray.g_01219	Prbk.g_01099
OG0000480	Pray.g_01217	Prbk.g_02686
OG0000481	Pray.g_01216	Prbk.g_01898
OG0000482	Pray.g_01215	Prbk.g_01897
OG0000483	Pray.g_01214	Prbk.g_01895
OG0000484	Pray.g_01213	Prbk.g_01894
OG0000485	Pray.g_01212	Prbk.g_01893
OG0000486	Pray.g_01211	Prbk.g_01892
OG0000487	Pray.g_01210	Prbk.g_01891
OG0000488	Pray.g_01208	Prbk.g_01889
OG0000489	Pray.g_01207	Prbk.g_01888
OG0000490	Pray.g_01206	Prbk.g_01887
OG0000491	Pray.g_01205	Prbk.g_01886
OG0000492	Pray.g_01204	Prbk.g_01885
OG0000493	Pray.g_01203	Prbk.g_01884
OG0000494	Pray.g_01201	Prbk.g_01882
OG0000495	Pray.g_01200	Prbk.g_01881
OG0000496	Pray.g_01199	Prbk.g_01879
OG0000497	Pray.g_01198	Prbk.g_01877
OG0000498	Pray.g_01197	Prbk.g_01876
OG0000499	Pray.g_01195	Prbk.g_01874
OG0000500	Pray.g_01194	Prbk.g_01873
OG0000501	Pray.g_01192	Prbk.g_01104
OG0000502	Pray.g_01191	Prbk.g_01105
OG0000503	Pray.g_01190	Prbk.g_01106
OG0000504	Pray.g_01189	Prbk.g_01108
OG0000505	Pray.g_01188	Prbk.g_01109
OG0000506	Pray.g_01187	Prbk.g_01110
OG0000507	Pray.g_01186	Prbk.g_01111
OG0000508	Pray.g_01184	Prbk.g_01115
OG0000509	Pray.g_01183	Prbk.g_01116
OG0000510	Pray.g_01182	Prbk.g_01117
OG0000511	Pray.g_01181	Prbk.g_01118
OG0000512	Pray.g_01180	Prbk.g_01119
OG0000513	Pray.g_01179	Prbk.g_01120
OG0000514	Pray.g_01178	Prbk.g_01121
OG0000515	Pray.g_01176	Prbk.g_01124
OG0000516	Pray.g_01175	Prbk.g_01125
OG0000517	Pray.g_01174	Prbk.g_01126
OG0000518	Pray.g_01172	Prbk.g_01130
OG0000519	Pray.g_01171	Prbk.g_01131
OG0000520	Pray.g_01170	Prbk.g_01132
OG0000521	Pray.g_01169	Prbk.g_01133
OG0000522	Pray.g_01168	Prbk.g_01139
OG0000523	Pray.g_01167	Prbk.g_01140
OG0000524	Pray.g_01166	Prbk.g_01141
OG0000525	Pray.g_01164	Prbk.g_01143
OG0000526	Pray.g_01163	Prbk.g_01144
OG0000527	Pray.g_01162	Prbk.g_01145
OG0000528	Pray.g_01161	Prbk.g_01146
OG0000529	Pray.g_01160	Prbk.g_01147
OG0000530	Pray.g_01159	Prbk.g_01148
OG0000531	Pray.g_01158	Prbk.g_01151
OG0000532	Pray.g_01157	Prbk.g_01153
OG0000533	Pray.g_01156	Prbk.g_01154
OG0000534	Pray.g_01155	Prbk.g_01155
OG0000535	Pray.g_01154	Prbk.g_01156
OG0000536	Pray.g_01153	Prbk.g_01157
OG0000537	Pray.g_01152	Prbk.g_01158
OG0000538	Pray.g_01151	Prbk.g_01159
OG0000539	Pray.g_01150	Prbk.g_01161
OG0000540	Pray.g_01149	Prbk.g_01163
OG0000541	Pray.g_01148	Prbk.g_02602
OG0000542	Pray.g_01147	Prbk.g_02603
OG0000543	Pray.g_01146	Prbk.g_02604
OG0000544	Pray.g_01145	Prbk.g_02605
OG0000545	Pray.g_01142	Prbk.g_02608
OG0000546	Pray.g_01141	Prbk.g_02609
OG0000547	Pray.g_01139	Prbk.g_02611
OG0000548	Pray.g_01138	Prbk.g_02616
OG0000549	Pray.g_01137	Prbk.g_02617
OG0000550	Pray.g_01136	Prbk.g_02618
OG0000551	Pray.g_01135	Prbk.g_02621
OG0000552	Pray.g_01134	Prbk.g_02623
OG0000553	Pray.g_01133	Prbk.g_02624
OG0000554	Pray.g_01132	Prbk.g_02626
OG0000555	Pray.g_01131	Prbk.g_02627
OG0000556	Pray.g_01130	Prbk.g_02628
OG0000557	Pray.g_01129	Prbk.g_02629
OG0000558	Pray.g_01128	Prbk.g_02631
OG0000559	Pray.g_01127	Prbk.g_02632
OG0000560	Pray.g_01125	Prbk.g_02634
OG0000561	Pray.g_01124	Prbk.g_02635
OG0000562	Pray.g_01123	Prbk.g_02637
OG0000563	Pray.g_01122	Prbk.g_02638
OG0000564	Pray.g_01121	Prbk.g_02639
OG0000565	Pray.g_01120	Prbk.g_02647
OG0000566	Pray.g_01119	Prbk.g_02648
OG0000567	Pray.g_01118	Prbk.g_02649
OG0000568	Pray.g_01117	Prbk.g_02650
OG0000569	Pray.g_01116	Prbk.g_02651
OG0000570	Pray.g_01115	Prbk.g_02654
OG0000571	Pray.g_01114	Prbk.g_02655
OG0000572	Pray.g_01113	Prbk.g_02656
OG0000573	Pray.g_01110	Prbk.g_00738
