Orthogroup	Pray	Prap
OG0000217	Pray.g_00174	Prap.g_01059
OG0000218	Pray.g_00173	Prap.g_01058
OG0000219	Pray.g_00172	Prap.g_01057
OG0000220	Pray.g_00169	Prap.g_01054
OG0000221	Pray.g_00167	Prap.g_01051
OG0000222	Pray.g_00166	Prap.g_01050
OG0000223	Pray.g_00165	Prap.g_01049
OG0000224	Pray.g_00162	Prap.g_01047
OG0000225	Pray.g_00160	Prap.g_01045
OG0000226	Pray.g_00159	Prap.g_01043
OG0000227	Pray.g_00158	Prap.g_01042
OG0000228	Pray.g_00157	Prap.g_01041
OG0000229	Pray.g_00156	Prap.g_01040
OG0000230	Pray.g_00155	Prap.g_01039
OG0000231	Pray.g_00153	Prap.g_00319
OG0000232	Pray.g_00152	Prap.g_01037
OG0000233	Pray.g_00149	Prap.g_01034
OG0000234	Pray.g_00147	Prap.g_01032
OG0000235	Pray.g_00144	Prap.g_01026
OG0000236	Pray.g_00143	Prap.g_01025
OG0000237	Pray.g_00142	Prap.g_01024
OG0000238	Pray.g_00141	Prap.g_01023
OG0000239	Pray.g_00140	Prap.g_01022
OG0000240	Pray.g_00138	Prap.g_01020
OG0000241	Pray.g_00137	Prap.g_01019
OG0000242	Pray.g_00136	Prap.g_01018
OG0000243	Pray.g_00635	Prap.g_01017
OG0000244	Pray.g_00636	Prap.g_01016
OG0000245	Pray.g_00637	Prap.g_01014
OG0000246	Pray.g_00639	Prap.g_01012
OG0000247	Pray.g_00640	Prap.g_01011
OG0000248	Pray.g_00641	Prap.g_01010
OG0000249	Pray.g_00642	Prap.g_01009
OG0000250	Pray.g_00643	Prap.g_01008
OG0000251	Pray.g_00644	Prap.g_01007
OG0000252	Pray.g_00645	Prap.g_01006
OG0000253	Pray.g_00646	Prap.g_01005
OG0000254	Pray.g_00648	Prap.g_01003
OG0000255	Pray.g_00649	Prap.g_01002
OG0000256	Pray.g_00652	Prap.g_00999
OG0000257	Pray.g_00654	Prap.g_00997
OG0000258	Pray.g_00655	Prap.g_00996
OG0000259	Pray.g_00656	Prap.g_00995
OG0000260	Pray.g_00657	Prap.g_00994
OG0000261	Pray.g_00658	Prap.g_00993
OG0000262	Pray.g_00659	Prap.g_00992
OG0000263	Pray.g_00660	Prap.g_00991
OG0000264	Pray.g_00662	Prap.g_00989
OG0000265	Pray.g_00663	Prap.g_00988
OG0000266	Pray.g_00664	Prap.g_00987
OG0000267	Pray.g_00666	Prap.g_00985
OG0000268	Pray.g_00667	Prap.g_00983
OG0000269	Pray.g_00668	Prap.g_00982
OG0000270	Pray.g_00669	Prap.g_00981
OG0000271	Pray.g_00670	Prap.g_00980
OG0000272	Pray.g_00671	Prap.g_00979
OG0000273	Pray.g_00672	Prap.g_00978
OG0000274	Pray.g_00673	Prap.g_00977
OG0000275	Pray.g_00674	Prap.g_00976
OG0000276	Pray.g_00675	Prap.g_00975
OG0000277	Pray.g_00676	Prap.g_00974
OG0000278	Pray.g_00677	Prap.g_00973
OG0000279	Pray.g_00678	Prap.g_00972
OG0000280	Pray.g_00679	Prap.g_00971
OG0000281	Pray.g_00681	Prap.g_00969
OG0000282	Pray.g_00682	Prap.g_00968
OG0000283	Pray.g_00685	Prap.g_00965
OG0000284	Pray.g_00686	Prap.g_00964
OG0000285	Pray.g_00687	Prap.g_00963
OG0000286	Pray.g_00689	Prap.g_00961
OG0000287	Pray.g_00690	Prap.g_00959
OG0000288	Pray.g_00691	Prap.g_00958
OG0000289	Pray.g_00692	Prap.g_00957
OG0000290	Pray.g_00693	Prap.g_00956
OG0000291	Pray.g_00694	Prap.g_00955
OG0000292	Pray.g_00695	Prap.g_00954
OG0000293	Pray.g_00696	Prap.g_00953
OG0000294	Pray.g_00697	Prap.g_00952
OG0000295	Pray.g_00698	Prap.g_00951
OG0000296	Pray.g_00699	Prap.g_00950
OG0000297	Pray.g_00700	Prap.g_00949
OG0000298	Pray.g_00701	Prap.g_00948
OG0000299	Pray.g_00702	Prap.g_00947
OG0000300	Pray.g_00703	Prap.g_00946
OG0000301	Pray.g_00704	Prap.g_00945
OG0000302	Pray.g_00705	Prap.g_00944
OG0000303	Pray.g_00706	Prap.g_00943
OG0000304	Pray.g_00707	Prap.g_01487
OG0000305	Pray.g_00708	Prap.g_01486
OG0000306	Pray.g_00709	Prap.g_01485
OG0000307	Pray.g_00710	Prap.g_01483
OG0000308	Pray.g_00711	Prap.g_01482
OG0000309	Pray.g_00712	Prap.g_01481
OG0000310	Pray.g_00713	Prap.g_01480
OG0000311	Pray.g_00714	Prap.g_01479
OG0000312	Pray.g_00716	Prap.g_01477
OG0000313	Pray.g_00717	Prap.g_01476
OG0000314	Pray.g_00720	Prap.g_01472
OG0000315	Pray.g_00721	Prap.g_01471
OG0000316	Pray.g_00723	Prap.g_01469
OG0000317	Pray.g_00725	Prap.g_01467
OG0000318	Pray.g_00726	Prap.g_01466
OG0000319	Pray.g_00727	Prap.g_01465
OG0000320	Pray.g_00728	Prap.g_01464
OG0000321	Pray.g_00731	Prap.g_01461
OG0000322	Pray.g_00734	Prap.g_01457
OG0000323	Pray.g_00735	Prap.g_01456
OG0000324	Pray.g_00738	Prap.g_01453
OG0000325	Pray.g_00739	Prap.g_01452
OG0000326	Pray.g_00740	Prap.g_01451
OG0000327	Pray.g_00742	Prap.g_01449
OG0000328	Pray.g_00743	Prap.g_01448
OG0000329	Pray.g_00744	Prap.g_01447
OG0000330	Pray.g_00745	Prap.g_01446
OG0000331	Pray.g_00746	Prap.g_01444
OG0000332	Pray.g_00747	Prap.g_01443
OG0000333	Pray.g_00748	Prap.g_01442
OG0000334	Pray.g_00749	Prap.g_01441
OG0000335	Pray.g_00750	Prap.g_01440
OG0000336	Pray.g_00751	Prap.g_01438
OG0000337	Pray.g_00754	Prap.g_01435
OG0000338	Pray.g_00755	Prap.g_01434
OG0000339	Pray.g_00756	Prap.g_01433
OG0000340	Pray.g_00757	Prap.g_01432
OG0000341	Pray.g_00761	Prap.g_01428
OG0000342	Pray.g_00762	Prap.g_01427
OG0000343	Pray.g_00764	Prap.g_01424
OG0000344	Pray.g_00765	Prap.g_01423
OG0000345	Pray.g_00766	Prap.g_01422
OG0000346	Pray.g_00767	Prap.g_01421
OG0000347	Pray.g_00768	Prap.g_01420
OG0000348	Pray.g_00769	Prap.g_01418
OG0000349	Pray.g_00770	Prap.g_01417
OG0000350	Pray.g_00771	Prap.g_01416
OG0000351	Pray.g_00773	Prap.g_01414
OG0000352	Pray.g_00776	Prap.g_01411
OG0000353	Pray.g_00777	Prap.g_01410
OG0000354	Pray.g_00778	Prap.g_01409
OG0000355	Pray.g_00779	Prap.g_01408
OG0000356	Pray.g_00780	Prap.g_01407
OG0000357	Pray.g_00781	Prap.g_01406
OG0000358	Pray.g_00782	Prap.g_01405
OG0000359	Pray.g_00783	Prap.g_01404
OG0000360	Pray.g_00786	Prap.g_01402
OG0000361	Pray.g_00787	Prap.g_01401
OG0000362	Pray.g_00788	Prap.g_01400
OG0000363	Pray.g_00789	Prap.g_01399
OG0000364	Pray.g_00790	Prap.g_01398
OG0000365	Pray.g_00791	Prap.g_01397
OG0000366	Pray.g_00792	Prap.g_01396
OG0000367	Pray.g_00793	Prap.g_01395
OG0000368	Pray.g_00794	Prap.g_01394
OG0000369	Pray.g_00795	Prap.g_01393
OG0000370	Pray.g_00796	Prap.g_01392
OG0000371	Pray.g_00797	Prap.g_01391
OG0000372	Pray.g_00799	Prap.g_01390
OG0000373	Pray.g_00801	Prap.g_01388
OG0000374	Pray.g_00802	Prap.g_01387
OG0000375	Pray.g_00803	Prap.g_01386
OG0000376	Pray.g_00805	Prap.g_01385
OG0000377	Pray.g_00806	Prap.g_01379
OG0000378	Pray.g_00807	Prap.g_01378
OG0000379	Pray.g_00812	Prap.g_01372
OG0000380	Pray.g_00813	Prap.g_01370
OG0000381	Pray.g_00814	Prap.g_01369
OG0000382	Pray.g_00816	Prap.g_01368
OG0000383	Pray.g_00819	Prap.g_01365
OG0000384	Pray.g_00820	Prap.g_01364
OG0000385	Pray.g_00823	Prap.g_01361
OG0000386	Pray.g_00824	Prap.g_01360
OG0000387	Pray.g_00825	Prap.g_01359
OG0000388	Pray.g_00826	Prap.g_01358
OG0000389	Pray.g_00827	Prap.g_01357
OG0000390	Pray.g_00828	Prap.g_01356
OG0000391	Pray.g_00829	Prap.g_01355
OG0000392	Pray.g_00830	Prap.g_01354
OG0000393	Pray.g_00833	Prap.g_01350
OG0000394	Pray.g_00834	Prap.g_01349
OG0000395	Pray.g_00836	Prap.g_01346
OG0000396	Pray.g_00837	Prap.g_00728
OG0000397	Pray.g_00849	Prap.g_00500
OG0000398	Pray.g_00857	Prap.g_01827
OG0000399	Pray.g_00858	Prap.g_00495
OG0000400	Pray.g_00864	Prap.g_01714
OG0000401	Pray.g_00921	Prap.g_01335
OG0000402	Pray.g_00922	Prap.g_01334
OG0000403	Pray.g_00923	Prap.g_01333
OG0000404	Pray.g_00925	Prap.g_01331
OG0000405	Pray.g_00926	Prap.g_01330
OG0000406	Pray.g_00928	Prap.g_01328
OG0000407	Pray.g_00929	Prap.g_01327
OG0000408	Pray.g_00930	Prap.g_01326
OG0000409	Pray.g_00931	Prap.g_01325
OG0000410	Pray.g_00932	Prap.g_01324
OG0000411	Pray.g_00933	Prap.g_01323
OG0000412	Pray.g_00934	Prap.g_01322
OG0000413	Pray.g_00935	Prap.g_01321
OG0000414	Pray.g_00936	Prap.g_01320
OG0000415	Pray.g_00937	Prap.g_01319
OG0000416	Pray.g_00938	Prap.g_01318
OG0000417	Pray.g_00939	Prap.g_01317
OG0000418	Pray.g_00940	Prap.g_01316
OG0000419	Pray.g_00941	Prap.g_01315
OG0000420	Pray.g_00942	Prap.g_01314
OG0000421	Pray.g_00943	Prap.g_01310
OG0000422	Pray.g_00945	Prap.g_01308
OG0000423	Pray.g_00946	Prap.g_01307
OG0000424	Pray.g_00948	Prap.g_01306
OG0000425	Pray.g_00951	Prap.g_01302
OG0000426	Pray.g_00952	Prap.g_01301
OG0000427	Pray.g_00953	Prap.g_01300
OG0000428	Pray.g_00954	Prap.g_01298
OG0000429	Pray.g_00955	Prap.g_01297
OG0000430	Pray.g_00961	Prap.g_01296
OG0000431	Pray.g_00963	Prap.g_01294
OG0000432	Pray.g_00964	Prap.g_01293
OG0000433	Pray.g_00967	Prap.g_01290
OG0000434	Pray.g_00968	Prap.g_01289
OG0000435	Pray.g_00969	Prap.g_01288
OG0000436	Pray.g_00971	Prap.g_01286
OG0000437	Pray.g_00973	Prap.g_01284
OG0000438	Pray.g_00974	Prap.g_01283
OG0000439	Pray.g_00975	Prap.g_01282
OG0000440	Pray.g_00977	Prap.g_01280
OG0000441	Pray.g_00978	Prap.g_01279
OG0000442	Pray.g_00979	Prap.g_01278
OG0000443	Pray.g_00980	Prap.g_01277
OG0000444	Pray.g_00981	Prap.g_01276
OG0000445	Pray.g_00982	Prap.g_01275
OG0000446	Pray.g_00983	Prap.g_01274
OG0000447	Pray.g_00984	Prap.g_01273
OG0000448	Pray.g_00985	Prap.g_01272
OG0000449	Pray.g_00991	Prap.g_01266
OG0000450	Pray.g_00992	Prap.g_01265
OG0000451	Pray.g_00993	Prap.g_01264
OG0000452	Pray.g_00994	Prap.g_01263
OG0000453	Pray.g_00996	Prap.g_01262
OG0000454	Pray.g_00997	Prap.g_01261
OG0000455	Pray.g_00998	Prap.g_01260
OG0000456	Pray.g_00999	Prap.g_01259
OG0000457	Pray.g_01001	Prap.g_01257
OG0000458	Pray.g_01003	Prap.g_01255
OG0000459	Pray.g_01004	Prap.g_01254
OG0000460	Pray.g_01006	Prap.g_01252
OG0000461	Pray.g_01007	Prap.g_01251
OG0000462	Pray.g_01008	Prap.g_01250
OG0000463	Pray.g_01009	Prap.g_01249
OG0000464	Pray.g_01014	Prap.g_01245
OG0000465	Pray.g_01016	Prap.g_01244
OG0000466	Pray.g_01017	Prap.g_01243
OG0000467	Pray.g_01018	Prap.g_01242
OG0000468	Pray.g_01019	Prap.g_01241
OG0000469	Pray.g_01020	Prap.g_01240
OG0000470	Pray.g_01021	Prap.g_01239
OG0000471	Pray.g_01022	Prap.g_01238
OG0000472	Pray.g_01227	Prap.g_01235
OG0000473	Pray.g_01226	Prap.g_01234
OG0000474	Pray.g_01225	Prap.g_01233
OG0000475	Pray.g_01224	Prap.g_01232
OG0000476	Pray.g_01223	Prap.g_01231
OG0000477	Pray.g_01221	Prap.g_01229
OG0000478	Pray.g_01220	Prap.g_01228
OG0000479	Pray.g_01219	Prap.g_01227
OG0000480	Pray.g_01217	Prap.g_01225
OG0000481	Pray.g_01216	Prap.g_01224
OG0000482	Pray.g_01215	Prap.g_01223
OG0000483	Pray.g_01214	Prap.g_01222
OG0000484	Pray.g_01213	Prap.g_01221
OG0000485	Pray.g_01212	Prap.g_01220
OG0000486	Pray.g_01211	Prap.g_01219
OG0000487	Pray.g_01210	Prap.g_01218
OG0000488	Pray.g_01208	Prap.g_01216
OG0000489	Pray.g_01207	Prap.g_01215
OG0000490	Pray.g_01206	Prap.g_01214
OG0000491	Pray.g_01205	Prap.g_01213
OG0000492	Pray.g_01204	Prap.g_01212
OG0000493	Pray.g_01203	Prap.g_01211
OG0000494	Pray.g_01201	Prap.g_01210
OG0000495	Pray.g_01200	Prap.g_01209
OG0000496	Pray.g_01199	Prap.g_01207
OG0000497	Pray.g_01198	Prap.g_01205
OG0000498	Pray.g_01197	Prap.g_01204
OG0000499	Pray.g_01195	Prap.g_01202
OG0000500	Pray.g_01194	Prap.g_01201
OG0000501	Pray.g_01192	Prap.g_01199
OG0000502	Pray.g_01191	Prap.g_01198
OG0000503	Pray.g_01190	Prap.g_01197
OG0000504	Pray.g_01189	Prap.g_01196
OG0000505	Pray.g_01188	Prap.g_01195
OG0000506	Pray.g_01187	Prap.g_01194
OG0000507	Pray.g_01186	Prap.g_01193
OG0000508	Pray.g_01184	Prap.g_01191
OG0000509	Pray.g_01183	Prap.g_01190
OG0000510	Pray.g_01182	Prap.g_01189
OG0000511	Pray.g_01181	Prap.g_01188
OG0000512	Pray.g_01180	Prap.g_01187
OG0000513	Pray.g_01179	Prap.g_01186
OG0000514	Pray.g_01178	Prap.g_01185
OG0000515	Pray.g_01176	Prap.g_01182
OG0000516	Pray.g_01175	Prap.g_01181
OG0000517	Pray.g_01174	Prap.g_01180
OG0000518	Pray.g_01172	Prap.g_01177
OG0000519	Pray.g_01171	Prap.g_01176
OG0000520	Pray.g_01170	Prap.g_01175
OG0000521	Pray.g_01169	Prap.g_01174
OG0000522	Pray.g_01168	Prap.g_01173
OG0000523	Pray.g_01167	Prap.g_01172
OG0000524	Pray.g_01166	Prap.g_01171
OG0000525	Pray.g_01164	Prap.g_01169
OG0000526	Pray.g_01163	Prap.g_01168
OG0000527	Pray.g_01162	Prap.g_01167
OG0000528	Pray.g_01161	Prap.g_01166
OG0000529	Pray.g_01160	Prap.g_01165
OG0000530	Pray.g_01159	Prap.g_01164
OG0000531	Pray.g_01158	Prap.g_01162
OG0000532	Pray.g_01157	Prap.g_01161
OG0000533	Pray.g_01156	Prap.g_01160
OG0000534	Pray.g_01155	Prap.g_01159
OG0000535	Pray.g_01154	Prap.g_01158
OG0000536	Pray.g_01153	Prap.g_01157
OG0000537	Pray.g_01152	Prap.g_01156
OG0000538	Pray.g_01151	Prap.g_01155
OG0000539	Pray.g_01150	Prap.g_01154
OG0000540	Pray.g_01149	Prap.g_01153
OG0000541	Pray.g_01148	Prap.g_01152
OG0000542	Pray.g_01147	Prap.g_01151
OG0000543	Pray.g_01146	Prap.g_01150
OG0000544	Pray.g_01145	Prap.g_01149
OG0000545	Pray.g_01142	Prap.g_01147
OG0000546	Pray.g_01141	Prap.g_01146
OG0000547	Pray.g_01139	Prap.g_01144
OG0000548	Pray.g_01138	Prap.g_01142
OG0000549	Pray.g_01137	Prap.g_01141
OG0000550	Pray.g_01136	Prap.g_01140
OG0000551	Pray.g_01135	Prap.g_01138
OG0000552	Pray.g_01134	Prap.g_01137
OG0000553	Pray.g_01133	Prap.g_00397
OG0000554	Pray.g_01132	Prap.g_00396
OG0000555	Pray.g_01131	Prap.g_00395
OG0000556	Pray.g_01130	Prap.g_00394
OG0000557	Pray.g_01129	Prap.g_00393
OG0000558	Pray.g_01128	Prap.g_00392
OG0000559	Pray.g_01127	Prap.g_00391
OG0000560	Pray.g_01125	Prap.g_00389
OG0000561	Pray.g_01124	Prap.g_00388
OG0000562	Pray.g_01123	Prap.g_00386
OG0000563	Pray.g_01122	Prap.g_00385
OG0000564	Pray.g_01121	Prap.g_00384
OG0000565	Pray.g_01120	Prap.g_00383
OG0000566	Pray.g_01119	Prap.g_00382
OG0000567	Pray.g_01118	Prap.g_00381
OG0000568	Pray.g_01117	Prap.g_00380
OG0000569	Pray.g_01116	Prap.g_00379
OG0000570	Pray.g_01115	Prap.g_00378
OG0000571	Pray.g_01114	Prap.g_00377
OG0000572	Pray.g_01113	Prap.g_00376
OG0000573	Pray.g_01110	Prap.g_00373
OG0000574	Pray.g_01109	Prap.g_00372
OG0000575	Pray.g_01108	Prap.g_00371
OG0000576	Pray.g_01107	Prap.g_00370
OG0000577	Pray.g_01106	Prap.g_00369
OG0000578	Pray.g_01105	Prap.g_00368
OG0000579	Pray.g_01104	Prap.g_00367
OG0000580	Pray.g_01103	Prap.g_00366
OG0000581	Pray.g_01102	Prap.g_00365
OG0000582	Pray.g_01101	Prap.g_00364
OG0000583	Pray.g_01100	Prap.g_00363
OG0000584	Pray.g_01099	Prap.g_00361
OG0000585	Pray.g_01098	Prap.g_00360
