Orthogroup	Prag	Prax
OG0000065	Prag.g_00100	Prax.g_01112
OG0000066	Prag.g_00518	Prax.g_00662
OG0000067	Prag.g_00806	Prax.g_00373
OG0000068	Prag.g_01389	Prax.g_01863
OG0000069	Prag.g_01601	Prax.g_01616
OG0000070	Prag.g_00429	Prax.g_00750
OG0000071	Prag.g_01355	Prax.g_01899
OG0000072	Prag.g_00164	Prax.g_01047
OG0000073	Prag.g_00478	Prax.g_00702
OG0000074	Prag.g_00660	Prax.g_00960
OG0000075	Prag.g_01836	Prax.g_01370
OG0000076	Prag.g_01861	Prax.g_01394
OG0000077	Prag.g_00072	Prax.g_00649
OG0000078	Prag.g_00232	Prax.g_00979
OG0000081	Prag.g_00510	Prax.g_00670
OG0000082	Prag.g_00563	Prax.g_00045
OG0000083	Prag.g_00734	Prax.g_00437
OG0000083	Prag.g_01332	Prax.g_01924
OG0000083	Prag.g_00726	Prax.g_00444
OG0000084	Prag.g_01484	Prax.g_01737
OG0000085	Prag.g_01662	Prax.g_01566
OG0000086	Prag.g_00082	Prax.g_00659
OG0000087	Prag.g_00132	Prax.g_01079
OG0000088	Prag.g_00159	Prax.g_01052
OG0000089	Prag.g_00350	Prax.g_00817
OG0000090	Prag.g_00512	Prax.g_00668
OG0000091	Prag.g_00620	Prax.g_00101
OG0000092	Prag.g_00911	Prax.g_00566
OG0000093	Prag.g_00932	Prax.g_00588
OG0000094	Prag.g_01017	Prax.g_01185
OG0000095	Prag.g_01036	Prax.g_01204
OG0000096	Prag.g_01636	Prax.g_00500
OG0000096	Prag.g_01103	Prax.g_00141
OG0000096	Prag.g_01319	Prax.g_01936
OG0000097	Prag.g_01194	Prax.g_00241
OG0000098	Prag.g_01371	Prax.g_01881
OG0000099	Prag.g_01424	Prax.g_01825
OG0000100	Prag.g_01564	Prax.g_01654
OG0000101	Prag.g_01804	Prax.g_01338
OG0000102	Prag.g_01866	Prax.g_01399
OG0000103	Prag.g_01945	Prax.g_01478
OG0000104	Prag.g_01953	Prax.g_01486
OG0000105	Prag.g_00265	Prax.g_00901
OG0000106	Prag.g_00364	Prax.g_00803
OG0000107	Prag.g_00378	Prax.g_00790
OG0000108	Prag.g_00459	Prax.g_00722
OG0000109	Prag.g_00473	Prax.g_00707
OG0000110	Prag.g_00553	Prax.g_00035
OG0000111	Prag.g_00677	Prax.g_00943
OG0000112	Prag.g_00771	Prax.g_00409
OG0000113	Prag.g_00828	Prax.g_00351
OG0000114	Prag.g_00906	Prax.g_00561
OG0000115	Prag.g_01097	Prax.g_00132
OG0000116	Prag.g_01143	Prax.g_00190
OG0000117	Prag.g_01298	Prax.g_01959
OG0000118	Prag.g_01367	Prax.g_01887
OG0000119	Prag.g_01385	Prax.g_01867
OG0000120	Prag.g_01423	Prax.g_01832
OG0000121	Prag.g_01492	Prax.g_01726
OG0000122	Prag.g_01530	Prax.g_01688
OG0000123	Prag.g_01811	Prax.g_01345
OG0000124	Prag.g_01877	Prax.g_01410
OG0000125	Prag.g_01913	Prax.g_01447
OG0000126	Prag.g_01952	Prax.g_01485
OG0000128	Prag.g_00011	Prax.g_01974
OG0000129	Prag.g_00044	Prax.g_00269
OG0000130	Prag.g_00063	Prax.g_00640
OG0000131	Prag.g_00138	Prax.g_01073
OG0000132	Prag.g_00157	Prax.g_01054
OG0000133	Prag.g_00313	Prax.g_00853
OG0000134	Prag.g_00351	Prax.g_00816
OG0000135	Prag.g_00375	Prax.g_00792
OG0000136	Prag.g_00420	Prax.g_00759
OG0000137	Prag.g_00454	Prax.g_00727
OG0000138	Prag.g_00474	Prax.g_00706
OG0000139	Prag.g_00516	Prax.g_00664
OG0000140	Prag.g_00517	Prax.g_00663
OG0000141	Prag.g_00585	Prax.g_00066
OG0000142	Prag.g_00613	Prax.g_00094
OG0000143	Prag.g_00617	Prax.g_00098
OG0000144	Prag.g_00630	Prax.g_00111
OG0000145	Prag.g_00758	Prax.g_00413
OG0000146	Prag.g_00772	Prax.g_00408
OG0000147	Prag.g_00773	Prax.g_00407
OG0000148	Prag.g_00822	Prax.g_00357
OG0000149	Prag.g_00851	Prax.g_00326
OG0000150	Prag.g_00859	Prax.g_00318
OG0000151	Prag.g_00916	Prax.g_00571
OG0000152	Prag.g_00964	Prax.g_01129
OG0000153	Prag.g_00983	Prax.g_01148
OG0000154	Prag.g_01010	Prax.g_01178
OG0000155	Prag.g_01173	Prax.g_00220
OG0000156	Prag.g_01342	Prax.g_01910
OG0000157	Prag.g_01343	Prax.g_01909
OG0000158	Prag.g_01425	Prax.g_01780
OG0000160	Prag.g_01491	Prax.g_01727
OG0000161	Prag.g_01497	Prax.g_01721
OG0000162	Prag.g_01503	Prax.g_01715
OG0000163	Prag.g_01537	Prax.g_01681
OG0000164	Prag.g_01693	Prax.g_01535
OG0000165	Prag.g_01700	Prax.g_01528
OG0000166	Prag.g_01768	Prax.g_01302
OG0000167	Prag.g_01834	Prax.g_01368
OG0000168	Prag.g_01844	Prax.g_01378
OG0000169	Prag.g_01854	Prax.g_01388
OG0000170	Prag.g_01856	Prax.g_01390
OG0000171	Prag.g_01876	Prax.g_01409
OG0000172	Prag.g_01884	Prax.g_01418
OG0000173	Prag.g_01899	Prax.g_01433
OG0000174	Prag.g_01927	Prax.g_01460
OG0000175	Prag.g_01937	Prax.g_01470
OG0000176	Prag.g_00004	Prax.g_01494
OG0000177	Prag.g_00005	Prax.g_01495
OG0000178	Prag.g_00006	Prax.g_01496
OG0000179	Prag.g_00016	Prax.g_00297
OG0000180	Prag.g_00017	Prax.g_00296
OG0000181	Prag.g_00018	Prax.g_00295
OG0000182	Prag.g_00019	Prax.g_00294
OG0000183	Prag.g_00023	Prax.g_00290
OG0000184	Prag.g_00046	Prax.g_00621
OG0000185	Prag.g_00049	Prax.g_00624
OG0000186	Prag.g_00058	Prax.g_00635
OG0000187	Prag.g_00059	Prax.g_00636
OG0000188	Prag.g_00076	Prax.g_00653
OG0000189	Prag.g_00089	Prax.g_01122
OG0000190	Prag.g_00090	Prax.g_01121
OG0000191	Prag.g_00110	Prax.g_01101
OG0000192	Prag.g_00114	Prax.g_01097
OG0000193	Prag.g_00139	Prax.g_01072
OG0000194	Prag.g_00142	Prax.g_01069
OG0000195	Prag.g_00144	Prax.g_01067
OG0000196	Prag.g_00154	Prax.g_01057
OG0000197	Prag.g_00155	Prax.g_01056
OG0000198	Prag.g_00156	Prax.g_01055
OG0000199	Prag.g_00163	Prax.g_01048
OG0000200	Prag.g_00177	Prax.g_01034
OG0000201	Prag.g_00185	Prax.g_01026
OG0000202	Prag.g_00186	Prax.g_01025
OG0000203	Prag.g_00187	Prax.g_01024
OG0000204	Prag.g_00188	Prax.g_01023
OG0000205	Prag.g_00195	Prax.g_01016
OG0000206	Prag.g_00200	Prax.g_01011
OG0000207	Prag.g_00202	Prax.g_01009
OG0000208	Prag.g_00203	Prax.g_01008
OG0000209	Prag.g_00212	Prax.g_00999
OG0000210	Prag.g_00213	Prax.g_00998
OG0000211	Prag.g_00226	Prax.g_00985
OG0000212	Prag.g_00233	Prax.g_00978
OG0000213	Prag.g_00249	Prax.g_00918
OG0000214	Prag.g_00258	Prax.g_00908
OG0000215	Prag.g_00283	Prax.g_00883
OG0000216	Prag.g_00285	Prax.g_00881
OG0000217	Prag.g_00288	Prax.g_00878
OG0000218	Prag.g_00290	Prax.g_00876
OG0000219	Prag.g_00291	Prax.g_00875
OG0000220	Prag.g_00292	Prax.g_00874
OG0000221	Prag.g_00293	Prax.g_00873
OG0000222	Prag.g_00301	Prax.g_00865
OG0000223	Prag.g_00314	Prax.g_00850
OG0000224	Prag.g_00316	Prax.g_00848
OG0000225	Prag.g_00340	Prax.g_00827
OG0000226	Prag.g_00344	Prax.g_00823
OG0000227	Prag.g_00346	Prax.g_00821
OG0000228	Prag.g_00349	Prax.g_00818
OG0000229	Prag.g_00415	Prax.g_00764
OG0000230	Prag.g_00417	Prax.g_00762
OG0000231	Prag.g_00428	Prax.g_00751
OG0000232	Prag.g_00437	Prax.g_00743
OG0000233	Prag.g_00442	Prax.g_00738
OG0000234	Prag.g_00455	Prax.g_00726
OG0000235	Prag.g_00458	Prax.g_00723
OG0000236	Prag.g_00472	Prax.g_00708
OG0000237	Prag.g_00485	Prax.g_00695
OG0000238	Prag.g_00491	Prax.g_00689
OG0000239	Prag.g_00504	Prax.g_00676
OG0000240	Prag.g_00505	Prax.g_00675
OG0000241	Prag.g_00509	Prax.g_00671
OG0000242	Prag.g_00511	Prax.g_00669
OG0000243	Prag.g_00522	Prax.g_00004
OG0000244	Prag.g_00525	Prax.g_00007
OG0000245	Prag.g_00527	Prax.g_00009
OG0000246	Prag.g_00531	Prax.g_00013
OG0000247	Prag.g_00541	Prax.g_00023
OG0000248	Prag.g_00543	Prax.g_00025
OG0000249	Prag.g_00545	Prax.g_00027
OG0000250	Prag.g_00550	Prax.g_00032
OG0000251	Prag.g_00569	Prax.g_00050
OG0000252	Prag.g_00572	Prax.g_00053
OG0000253	Prag.g_00573	Prax.g_00054
OG0000254	Prag.g_00589	Prax.g_00070
OG0000255	Prag.g_00595	Prax.g_00076
OG0000256	Prag.g_00605	Prax.g_00086
OG0000257	Prag.g_00608	Prax.g_00089
OG0000258	Prag.g_00621	Prax.g_00102
OG0000259	Prag.g_00638	Prax.g_00119
OG0000260	Prag.g_00641	Prax.g_00122
OG0000261	Prag.g_00643	Prax.g_00977
OG0000262	Prag.g_00647	Prax.g_00973
OG0000263	Prag.g_00659	Prax.g_00961
OG0000264	Prag.g_00669	Prax.g_00951
OG0000265	Prag.g_00692	Prax.g_00485
OG0000266	Prag.g_00702	Prax.g_00475
OG0000267	Prag.g_00713	Prax.g_00464
OG0000268	Prag.g_00714	Prax.g_00463
OG0000269	Prag.g_00801	Prax.g_00378
OG0000270	Prag.g_00804	Prax.g_00375
OG0000271	Prag.g_00812	Prax.g_00367
OG0000272	Prag.g_00813	Prax.g_00366
OG0000273	Prag.g_00835	Prax.g_00343
OG0000274	Prag.g_00836	Prax.g_00342
OG0000275	Prag.g_00838	Prax.g_00339
OG0000276	Prag.g_00843	Prax.g_00334
OG0000277	Prag.g_00844	Prax.g_00333
OG0000278	Prag.g_00847	Prax.g_00330
OG0000279	Prag.g_00854	Prax.g_00323
OG0000280	Prag.g_00855	Prax.g_00322
OG0000281	Prag.g_00860	Prax.g_00317
OG0000282	Prag.g_00908	Prax.g_00563
OG0000283	Prag.g_00941	Prax.g_00597
OG0000284	Prag.g_00946	Prax.g_00602
OG0000285	Prag.g_00951	Prax.g_00607
OG0000286	Prag.g_00963	Prax.g_00619
OG0000287	Prag.g_00980	Prax.g_01145
OG0000288	Prag.g_01009	Prax.g_01177
OG0000289	Prag.g_01020	Prax.g_01188
OG0000290	Prag.g_01033	Prax.g_01201
OG0000291	Prag.g_01035	Prax.g_01203
OG0000292	Prag.g_01085	Prax.g_01759, Prax.g_01254
OG0000293	Prag.g_01144	Prax.g_00191
OG0000294	Prag.g_01145	Prax.g_00192
OG0000295	Prag.g_01165	Prax.g_00212
OG0000296	Prag.g_01167	Prax.g_00214
OG0000297	Prag.g_01175	Prax.g_00222
OG0000298	Prag.g_01176	Prax.g_00223
OG0000299	Prag.g_01193	Prax.g_00240
OG0000300	Prag.g_01196	Prax.g_00243
OG0000301	Prag.g_01197	Prax.g_00244
OG0000302	Prag.g_01199	Prax.g_00246
OG0000303	Prag.g_01206	Prax.g_00253
OG0000304	Prag.g_01210	Prax.g_00257
OG0000305	Prag.g_01381	Prax.g_01871
OG0000306	Prag.g_01384	Prax.g_01868
OG0000307	Prag.g_01398	Prax.g_01854
OG0000308	Prag.g_01399	Prax.g_01853
OG0000309	Prag.g_01403	Prax.g_01849
OG0000310	Prag.g_01473	Prax.g_01748
OG0000311	Prag.g_01475	Prax.g_01746
OG0000312	Prag.g_01478	Prax.g_01743
OG0000313	Prag.g_01494	Prax.g_01724
OG0000314	Prag.g_01516	Prax.g_01701
OG0000315	Prag.g_01527	Prax.g_01691
OG0000316	Prag.g_01547	Prax.g_01671
OG0000317	Prag.g_01667	Prax.g_01561
OG0000318	Prag.g_01670	Prax.g_01558
OG0000319	Prag.g_01683	Prax.g_01545
OG0000320	Prag.g_01685	Prax.g_01543
OG0000321	Prag.g_01686	Prax.g_01542
OG0000322	Prag.g_01687	Prax.g_01541
OG0000323	Prag.g_01696	Prax.g_01532
OG0000324	Prag.g_01723	Prax.g_01505
OG0000325	Prag.g_01733	Prax.g_01263
OG0000326	Prag.g_01739	Prax.g_01269
OG0000327	Prag.g_01763	Prax.g_01297
OG0000328	Prag.g_01764	Prax.g_01298
OG0000329	Prag.g_01781	Prax.g_01315
OG0000330	Prag.g_01782	Prax.g_01316
OG0000331	Prag.g_01783	Prax.g_01317
OG0000332	Prag.g_01797	Prax.g_01331
OG0000333	Prag.g_01799	Prax.g_01333
OG0000334	Prag.g_01807	Prax.g_01341
OG0000335	Prag.g_01812	Prax.g_01346
OG0000336	Prag.g_01816	Prax.g_01350
OG0000337	Prag.g_01832	Prax.g_01366
OG0000338	Prag.g_01833	Prax.g_01367
OG0000339	Prag.g_01837	Prax.g_01371
OG0000340	Prag.g_01845	Prax.g_01379
OG0000341	Prag.g_01847	Prax.g_01381
OG0000342	Prag.g_01848	Prax.g_01382
OG0000343	Prag.g_01849	Prax.g_01383
OG0000344	Prag.g_01852	Prax.g_01386
OG0000345	Prag.g_01857	Prax.g_01391
OG0000346	Prag.g_01862	Prax.g_01395
OG0000347	Prag.g_01878	Prax.g_01411
OG0000348	Prag.g_01887	Prax.g_01421
OG0000349	Prag.g_01904	Prax.g_01438
OG0000350	Prag.g_01923	Prax.g_01456
OG0000351	Prag.g_01940	Prax.g_01473
OG0000352	Prag.g_01941	Prax.g_01474
OG0000353	Prag.g_01956	Prax.g_01489
OG0000355	Prag.g_00001	Prax.g_01491
OG0000356	Prag.g_00002	Prax.g_01492
OG0000357	Prag.g_00003	Prax.g_01493
OG0000358	Prag.g_00007	Prax.g_01497
OG0000359	Prag.g_00008	Prax.g_01498
OG0000360	Prag.g_00009	Prax.g_01499
OG0000361	Prag.g_00010	Prax.g_01975
OG0000362	Prag.g_00012	Prax.g_01973
OG0000363	Prag.g_00014	Prax.g_00299
OG0000364	Prag.g_00015	Prax.g_00298
OG0000365	Prag.g_00020	Prax.g_00293
OG0000366	Prag.g_00021	Prax.g_00292
OG0000367	Prag.g_00022	Prax.g_00291
OG0000368	Prag.g_00024	Prax.g_00289
OG0000369	Prag.g_00025	Prax.g_00288
OG0000370	Prag.g_00026	Prax.g_00287
OG0000371	Prag.g_00032	Prax.g_00281
OG0000372	Prag.g_00035	Prax.g_00278
OG0000373	Prag.g_00036	Prax.g_00277
OG0000374	Prag.g_00037	Prax.g_00276
OG0000375	Prag.g_00040	Prax.g_00273
OG0000376	Prag.g_00042	Prax.g_00271
OG0000377	Prag.g_00045	Prax.g_00261
OG0000378	Prag.g_00047	Prax.g_00622
OG0000379	Prag.g_00050	Prax.g_00625
OG0000380	Prag.g_00060	Prax.g_00637
OG0000381	Prag.g_00064	Prax.g_00641
OG0000382	Prag.g_00075	Prax.g_00652
OG0000383	Prag.g_00077	Prax.g_00654
OG0000384	Prag.g_00078	Prax.g_00655
OG0000385	Prag.g_00079	Prax.g_00656
OG0000386	Prag.g_00080	Prax.g_00657
OG0000387	Prag.g_00092	Prax.g_01119
OG0000388	Prag.g_00095	Prax.g_01116
OG0000389	Prag.g_00099	Prax.g_01113
OG0000390	Prag.g_00106	Prax.g_01106
OG0000391	Prag.g_00109	Prax.g_01102
OG0000392	Prag.g_00113	Prax.g_01098
OG0000393	Prag.g_00115	Prax.g_01096
OG0000394	Prag.g_00116	Prax.g_01095
OG0000395	Prag.g_00117	Prax.g_01094
OG0000396	Prag.g_00120	Prax.g_01091
OG0000397	Prag.g_00122	Prax.g_01089
OG0000398	Prag.g_00124	Prax.g_01087
OG0000399	Prag.g_00125	Prax.g_01086
OG0000400	Prag.g_00126	Prax.g_01085
OG0000401	Prag.g_00127	Prax.g_01084
OG0000402	Prag.g_00129	Prax.g_01082
OG0000403	Prag.g_00130	Prax.g_01081
OG0000404	Prag.g_00131	Prax.g_01080
OG0000405	Prag.g_00135	Prax.g_01076
OG0000406	Prag.g_00140	Prax.g_01071
OG0000407	Prag.g_00141	Prax.g_01070
OG0000408	Prag.g_00143	Prax.g_01068
OG0000409	Prag.g_00145	Prax.g_01066
OG0000410	Prag.g_00146	Prax.g_01065
OG0000411	Prag.g_00147	Prax.g_01064
OG0000412	Prag.g_00148	Prax.g_01063
OG0000413	Prag.g_00149	Prax.g_01062
OG0000414	Prag.g_00150	Prax.g_01061
OG0000415	Prag.g_00151	Prax.g_01060
OG0000416	Prag.g_00152	Prax.g_01059
OG0000417	Prag.g_00153	Prax.g_01058
OG0000418	Prag.g_00158	Prax.g_01053
OG0000419	Prag.g_00160	Prax.g_01051
OG0000420	Prag.g_00161	Prax.g_01050
OG0000421	Prag.g_00166	Prax.g_01045
OG0000422	Prag.g_00167	Prax.g_01044
OG0000423	Prag.g_00168	Prax.g_01043
OG0000424	Prag.g_00169	Prax.g_01042
OG0000425	Prag.g_00170	Prax.g_01041
OG0000426	Prag.g_00171	Prax.g_01040
OG0000427	Prag.g_00172	Prax.g_01039
OG0000428	Prag.g_00174	Prax.g_01037
OG0000429	Prag.g_00175	Prax.g_01036
OG0000430	Prag.g_00176	Prax.g_01035
OG0000431	Prag.g_00178	Prax.g_01033
OG0000432	Prag.g_00181	Prax.g_01030
OG0000433	Prag.g_00182	Prax.g_01029
OG0000434	Prag.g_00183	Prax.g_01028
OG0000435	Prag.g_00184	Prax.g_01027
OG0000436	Prag.g_00189	Prax.g_01022
OG0000437	Prag.g_00190	Prax.g_01021
OG0000438	Prag.g_00191	Prax.g_01020
OG0000439	Prag.g_00193	Prax.g_01018
OG0000440	Prag.g_00194	Prax.g_01017
OG0000441	Prag.g_00197	Prax.g_01014
OG0000442	Prag.g_00198	Prax.g_01013
OG0000443	Prag.g_00199	Prax.g_01012
OG0000444	Prag.g_00204	Prax.g_01007
OG0000445	Prag.g_00205	Prax.g_01006
OG0000446	Prag.g_00206	Prax.g_01005
OG0000447	Prag.g_00207	Prax.g_01004
OG0000448	Prag.g_00208	Prax.g_01003
OG0000449	Prag.g_00209	Prax.g_01002
OG0000450	Prag.g_00210	Prax.g_01001
OG0000451	Prag.g_00211	Prax.g_01000
OG0000452	Prag.g_00214	Prax.g_00997
OG0000453	Prag.g_00215	Prax.g_00996
OG0000454	Prag.g_00216	Prax.g_00995
OG0000455	Prag.g_00217	Prax.g_00994
OG0000456	Prag.g_00218	Prax.g_00993
OG0000457	Prag.g_00219	Prax.g_00992
OG0000458	Prag.g_00220	Prax.g_00991
OG0000459	Prag.g_00221	Prax.g_00990
OG0000460	Prag.g_00228	Prax.g_00983
OG0000461	Prag.g_00235	Prax.g_00933
OG0000462	Prag.g_00237	Prax.g_00931
OG0000463	Prag.g_00238	Prax.g_00930
OG0000464	Prag.g_00239	Prax.g_00929
OG0000465	Prag.g_00240	Prax.g_00928
OG0000466	Prag.g_00243	Prax.g_00925
OG0000467	Prag.g_00244	Prax.g_00924
OG0000468	Prag.g_00245	Prax.g_00922
OG0000469	Prag.g_00253	Prax.g_00913
OG0000470	Prag.g_00255	Prax.g_00911
OG0000471	Prag.g_00256	Prax.g_00910
OG0000472	Prag.g_00257	Prax.g_00909
OG0000473	Prag.g_00259	Prax.g_00907
OG0000474	Prag.g_00260	Prax.g_00906
OG0000475	Prag.g_00261	Prax.g_00905
OG0000476	Prag.g_00262	Prax.g_00904
OG0000477	Prag.g_00266	Prax.g_00900
OG0000478	Prag.g_00267	Prax.g_00899
OG0000479	Prag.g_00268	Prax.g_00898
OG0000480	Prag.g_00273	Prax.g_00893
OG0000481	Prag.g_00275	Prax.g_00891
OG0000482	Prag.g_00276	Prax.g_00890
OG0000483	Prag.g_00279	Prax.g_00887
OG0000484	Prag.g_00280	Prax.g_00886
OG0000485	Prag.g_00281	Prax.g_00885
OG0000486	Prag.g_00282	Prax.g_00884
OG0000487	Prag.g_00286	Prax.g_00880
OG0000488	Prag.g_00289	Prax.g_00877
OG0000489	Prag.g_00294	Prax.g_00872
OG0000490	Prag.g_00299	Prax.g_00867
OG0000491	Prag.g_00300	Prax.g_00866
OG0000492	Prag.g_00302	Prax.g_00864
OG0000493	Prag.g_00303	Prax.g_00863
OG0000494	Prag.g_00304	Prax.g_00862
OG0000495	Prag.g_00305	Prax.g_00861
OG0000496	Prag.g_00306	Prax.g_00860
OG0000497	Prag.g_00307	Prax.g_00859
OG0000498	Prag.g_00308	Prax.g_00858
OG0000499	Prag.g_00309	Prax.g_00857
OG0000500	Prag.g_00310	Prax.g_00856
OG0000501	Prag.g_00312	Prax.g_00854
OG0000502	Prag.g_00315	Prax.g_00849
OG0000503	Prag.g_00329	Prax.g_00839
OG0000504	Prag.g_00330	Prax.g_00838
OG0000505	Prag.g_00331	Prax.g_00837
OG0000506	Prag.g_00333	Prax.g_00835
OG0000507	Prag.g_00336	Prax.g_00832
OG0000508	Prag.g_00339	Prax.g_00828
OG0000509	Prag.g_00341	Prax.g_00826
OG0000510	Prag.g_00342	Prax.g_00825
OG0000511	Prag.g_00343	Prax.g_00824
OG0000512	Prag.g_00345	Prax.g_00822
OG0000513	Prag.g_00352	Prax.g_00815
OG0000514	Prag.g_00410	Prax.g_00769
OG0000515	Prag.g_00411	Prax.g_00768
OG0000516	Prag.g_00412	Prax.g_00767
OG0000517	Prag.g_00414	Prax.g_00765
OG0000518	Prag.g_00425	Prax.g_00754
OG0000519	Prag.g_00426	Prax.g_00753
OG0000520	Prag.g_00427	Prax.g_00752
OG0000521	Prag.g_00432	Prax.g_00747
OG0000522	Prag.g_00434	Prax.g_00746
OG0000523	Prag.g_00435	Prax.g_00745
OG0000524	Prag.g_00440	Prax.g_00740
OG0000525	Prag.g_00443	Prax.g_00737
OG0000526	Prag.g_00444	Prax.g_00736
OG0000527	Prag.g_00452	Prax.g_00729
OG0000528	Prag.g_00457	Prax.g_00724
OG0000529	Prag.g_00460	Prax.g_00721
OG0000530	Prag.g_00463	Prax.g_00718
OG0000531	Prag.g_00464	Prax.g_00717
OG0000532	Prag.g_00466	Prax.g_00715
OG0000533	Prag.g_00467	Prax.g_00714
OG0000534	Prag.g_00468	Prax.g_00713
OG0000535	Prag.g_00469	Prax.g_00712
OG0000536	Prag.g_00470	Prax.g_00711
OG0000537	Prag.g_00471	Prax.g_00709
OG0000538	Prag.g_00479	Prax.g_00701
OG0000539	Prag.g_00480	Prax.g_00700
OG0000540	Prag.g_00481	Prax.g_00699
OG0000541	Prag.g_00482	Prax.g_00698
OG0000542	Prag.g_00484	Prax.g_00696
OG0000543	Prag.g_00486	Prax.g_00694
OG0000544	Prag.g_00487	Prax.g_00693
OG0000545	Prag.g_00489	Prax.g_00691
OG0000546	Prag.g_00492	Prax.g_00688
OG0000547	Prag.g_00494	Prax.g_00686
OG0000548	Prag.g_00495	Prax.g_00685
OG0000549	Prag.g_00497	Prax.g_00683
OG0000550	Prag.g_00502	Prax.g_00678
OG0000551	Prag.g_00506	Prax.g_00674
OG0000552	Prag.g_00507	Prax.g_00673
OG0000553	Prag.g_00508	Prax.g_00672
OG0000554	Prag.g_00513	Prax.g_00667
OG0000555	Prag.g_00521	Prax.g_00003
OG0000556	Prag.g_00523	Prax.g_00005
OG0000557	Prag.g_00524	Prax.g_00006
OG0000558	Prag.g_00526	Prax.g_00008
OG0000559	Prag.g_00530	Prax.g_00012
