Orthogroup	Prag	Prap
OG0000166	Prag.g_01768	Prap.g_01680
OG0000167	Prag.g_01834	Prap.g_01608
OG0000168	Prag.g_01844	Prap.g_01597
OG0000169	Prag.g_01854	Prap.g_01587
OG0000170	Prag.g_01856	Prap.g_01584
OG0000171	Prag.g_01876	Prap.g_01564
OG0000172	Prag.g_01884	Prap.g_01557
OG0000173	Prag.g_01899	Prap.g_01542
OG0000174	Prag.g_01927	Prap.g_01513
OG0000175	Prag.g_01937	Prap.g_01500
OG0000176	Prag.g_00004	Prap.g_00050
OG0000177	Prag.g_00005	Prap.g_00049
OG0000178	Prag.g_00006	Prap.g_00048
OG0000179	Prag.g_00016	Prap.g_00939
OG0000180	Prag.g_00017	Prap.g_00938
OG0000181	Prag.g_00018	Prap.g_00937
OG0000182	Prag.g_00019	Prap.g_00936
OG0000183	Prag.g_00023	Prap.g_00932
OG0000184	Prag.g_00046	Prap.g_00906
OG0000185	Prag.g_00049	Prap.g_00903
OG0000186	Prag.g_00058	Prap.g_00887
OG0000187	Prag.g_00059	Prap.g_00886
OG0000188	Prag.g_00076	Prap.g_01096
OG0000189	Prag.g_00089	Prap.g_01082
OG0000190	Prag.g_00090	Prap.g_01080
OG0000191	Prag.g_00110	Prap.g_01057
OG0000192	Prag.g_00114	Prap.g_01052
OG0000193	Prag.g_00139	Prap.g_01025
OG0000194	Prag.g_00142	Prap.g_01022
OG0000195	Prag.g_00144	Prap.g_01020
OG0000196	Prag.g_00154	Prap.g_01009
OG0000197	Prag.g_00155	Prap.g_01008
OG0000198	Prag.g_00156	Prap.g_01007
OG0000199	Prag.g_00163	Prap.g_01000
OG0000200	Prag.g_00177	Prap.g_00986
OG0000201	Prag.g_00185	Prap.g_00977
OG0000202	Prag.g_00186	Prap.g_00976
OG0000203	Prag.g_00187	Prap.g_00975
OG0000204	Prag.g_00188	Prap.g_00974
OG0000205	Prag.g_00195	Prap.g_00967
OG0000206	Prag.g_00200	Prap.g_00962
OG0000207	Prag.g_00202	Prap.g_00959
OG0000208	Prag.g_00203	Prap.g_00958
OG0000209	Prag.g_00212	Prap.g_00949
OG0000210	Prag.g_00213	Prap.g_00948
OG0000211	Prag.g_00226	Prap.g_01479
OG0000212	Prag.g_00233	Prap.g_01471
OG0000213	Prag.g_00249	Prap.g_01453
OG0000214	Prag.g_00258	Prap.g_01443
OG0000215	Prag.g_00283	Prap.g_01416
OG0000216	Prag.g_00285	Prap.g_01415
OG0000217	Prag.g_00288	Prap.g_01412
OG0000218	Prag.g_00290	Prap.g_01410
OG0000219	Prag.g_00291	Prap.g_01409
OG0000220	Prag.g_00292	Prap.g_01408
OG0000221	Prag.g_00293	Prap.g_01407
OG0000222	Prag.g_00301	Prap.g_01400
OG0000223	Prag.g_00314	Prap.g_01388
OG0000224	Prag.g_00316	Prap.g_01386
OG0000225	Prag.g_00340	Prap.g_01360
OG0000226	Prag.g_00344	Prap.g_01356
OG0000227	Prag.g_00346	Prap.g_01354
OG0000228	Prag.g_00349	Prap.g_01350
OG0000229	Prag.g_00415	Prap.g_01330
OG0000230	Prag.g_00417	Prap.g_01328
OG0000231	Prag.g_00428	Prap.g_01317
OG0000232	Prag.g_00437	Prap.g_01306
OG0000233	Prag.g_00442	Prap.g_01300
OG0000234	Prag.g_00455	Prap.g_01291
OG0000235	Prag.g_00458	Prap.g_01288
OG0000236	Prag.g_00472	Prap.g_01274
OG0000237	Prag.g_00485	Prap.g_01261
OG0000238	Prag.g_00491	Prap.g_01255
OG0000239	Prag.g_00504	Prap.g_01244
OG0000240	Prag.g_00505	Prap.g_01243
OG0000241	Prag.g_00509	Prap.g_01239
OG0000242	Prag.g_00511	Prap.g_01237
OG0000243	Prag.g_00522	Prap.g_01226
OG0000244	Prag.g_00525	Prap.g_01223
OG0000245	Prag.g_00527	Prap.g_01221
OG0000246	Prag.g_00531	Prap.g_01217
OG0000247	Prag.g_00541	Prap.g_01207
OG0000248	Prag.g_00543	Prap.g_01204
OG0000249	Prag.g_00545	Prap.g_01202
OG0000250	Prag.g_00550	Prap.g_01197
OG0000251	Prag.g_00569	Prap.g_01177
OG0000252	Prag.g_00572	Prap.g_01174
OG0000253	Prag.g_00573	Prap.g_01173
OG0000254	Prag.g_00589	Prap.g_01156
OG0000255	Prag.g_00595	Prap.g_01150
OG0000256	Prag.g_00605	Prap.g_01140
OG0000257	Prag.g_00608	Prap.g_00397
OG0000258	Prag.g_00621	Prap.g_00383
OG0000259	Prag.g_00638	Prap.g_00366
OG0000260	Prag.g_00641	Prap.g_00363
OG0000261	Prag.g_00643	Prap.g_00360
OG0000262	Prag.g_00647	Prap.g_00356
OG0000263	Prag.g_00659	Prap.g_00820
OG0000264	Prag.g_00669	Prap.g_00809
OG0000265	Prag.g_00692	Prap.g_00791
OG0000266	Prag.g_00702	Prap.g_00337
OG0000267	Prag.g_00713	Prap.g_00325
OG0000268	Prag.g_00714	Prap.g_00324
OG0000269	Prag.g_00801	Prap.g_00788
OG0000270	Prag.g_00804	Prap.g_00785
OG0000271	Prag.g_00812	Prap.g_00777
OG0000272	Prag.g_00813	Prap.g_00776
OG0000273	Prag.g_00835	Prap.g_00752
OG0000274	Prag.g_00836	Prap.g_00751
OG0000275	Prag.g_00838	Prap.g_00748
OG0000276	Prag.g_00843	Prap.g_00742
OG0000277	Prag.g_00844	Prap.g_00741
OG0000278	Prag.g_00847	Prap.g_00738
OG0000279	Prag.g_00854	Prap.g_00731
OG0000280	Prag.g_00855	Prap.g_00730
OG0000281	Prag.g_00860	Prap.g_00723
OG0000282	Prag.g_00908	Prap.g_00856
OG0000283	Prag.g_00941	Prap.g_00680
OG0000284	Prag.g_00946	Prap.g_00675
OG0000285	Prag.g_00951	Prap.g_00243
OG0000286	Prag.g_00963	Prap.g_00256
OG0000287	Prag.g_00980	Prap.g_00522
OG0000288	Prag.g_01009	Prap.g_00295
OG0000289	Prag.g_01020	Prap.g_00311
OG0000290	Prag.g_01033	Prap.g_00705
OG0000291	Prag.g_01035	Prap.g_00707
OG0000292	Prag.g_01085	Prap.g_00501
OG0000293	Prag.g_01144	Prap.g_00466
OG0000294	Prag.g_01145	Prap.g_00465
OG0000295	Prag.g_01165	Prap.g_00442
OG0000296	Prag.g_01167	Prap.g_00440
OG0000297	Prag.g_01175	Prap.g_00431
OG0000298	Prag.g_01176	Prap.g_00430
OG0000299	Prag.g_01193	Prap.g_00411
OG0000300	Prag.g_01196	Prap.g_00408
OG0000301	Prag.g_01197	Prap.g_00407
OG0000302	Prag.g_01199	Prap.g_00405
OG0000303	Prag.g_01206	Prap.g_00399
OG0000304	Prag.g_01210	Prap.g_01135
OG0000305	Prag.g_01381	Prap.g_00499
OG0000306	Prag.g_01384	Prap.g_00719
OG0000307	Prag.g_01398	Prap.g_00068
OG0000308	Prag.g_01399	Prap.g_00069
OG0000309	Prag.g_01403	Prap.g_00073
OG0000310	Prag.g_01473	Prap.g_00107
OG0000311	Prag.g_01475	Prap.g_00109
OG0000312	Prag.g_01478	Prap.g_00112
OG0000313	Prag.g_01494	Prap.g_00125
OG0000314	Prag.g_01516	Prap.g_00148
OG0000315	Prag.g_01527	Prap.g_00158
OG0000316	Prag.g_01547	Prap.g_00183
OG0000317	Prag.g_01667	Prap.g_01782
OG0000318	Prag.g_01670	Prap.g_01778
OG0000319	Prag.g_01683	Prap.g_01765
OG0000320	Prag.g_01685	Prap.g_01763
OG0000321	Prag.g_01686	Prap.g_01762
OG0000322	Prag.g_01687	Prap.g_01761
OG0000323	Prag.g_01696	Prap.g_01751
OG0000324	Prag.g_01723	Prap.g_01724
OG0000325	Prag.g_01733	Prap.g_01713
OG0000326	Prag.g_01739	Prap.g_01706
OG0000327	Prag.g_01763	Prap.g_01685
OG0000328	Prag.g_01764	Prap.g_01684
OG0000329	Prag.g_01781	Prap.g_01667
OG0000330	Prag.g_01782	Prap.g_01666
OG0000331	Prag.g_01783	Prap.g_01665
OG0000332	Prag.g_01797	Prap.g_01651
OG0000333	Prag.g_01799	Prap.g_01648, Prap.g_01649
OG0000334	Prag.g_01807	Prap.g_01639
OG0000335	Prag.g_01812	Prap.g_01634
OG0000336	Prag.g_01816	Prap.g_01630
OG0000337	Prag.g_01832	Prap.g_01612
OG0000338	Prag.g_01833	Prap.g_01611
OG0000339	Prag.g_01837	Prap.g_01605
OG0000340	Prag.g_01845	Prap.g_01596
OG0000341	Prag.g_01847	Prap.g_01594
OG0000342	Prag.g_01848	Prap.g_01593
OG0000343	Prag.g_01849	Prap.g_01592
OG0000344	Prag.g_01852	Prap.g_01589
OG0000345	Prag.g_01857	Prap.g_01583
OG0000346	Prag.g_01862	Prap.g_01579
OG0000347	Prag.g_01878	Prap.g_01562
OG0000348	Prag.g_01887	Prap.g_01554
OG0000349	Prag.g_01904	Prap.g_01537
OG0000350	Prag.g_01923	Prap.g_00623
OG0000351	Prag.g_01940	Prap.g_01497
OG0000352	Prag.g_01941	Prap.g_01496
OG0000353	Prag.g_01956	Prap.g_00055
OG0000355	Prag.g_00001	Prap.g_00053
OG0000356	Prag.g_00002	Prap.g_00052
OG0000357	Prag.g_00003	Prap.g_00051
OG0000358	Prag.g_00007	Prap.g_00047
OG0000359	Prag.g_00008	Prap.g_00046
OG0000360	Prag.g_00009	Prap.g_00045
OG0000361	Prag.g_00010	Prap.g_00044
OG0000362	Prag.g_00012	Prap.g_00042
OG0000363	Prag.g_00014	Prap.g_00941
OG0000364	Prag.g_00015	Prap.g_00940
OG0000365	Prag.g_00020	Prap.g_00935
OG0000366	Prag.g_00021	Prap.g_00934
OG0000367	Prag.g_00022	Prap.g_00933
OG0000368	Prag.g_00024	Prap.g_00931
OG0000369	Prag.g_00025	Prap.g_00930
OG0000370	Prag.g_00026	Prap.g_00929
OG0000371	Prag.g_00032	Prap.g_00922
OG0000372	Prag.g_00035	Prap.g_00919
OG0000373	Prag.g_00036	Prap.g_00918
OG0000374	Prag.g_00037	Prap.g_00917
OG0000375	Prag.g_00040	Prap.g_00915
OG0000376	Prag.g_00042	Prap.g_00913
OG0000377	Prag.g_00045	Prap.g_00909
OG0000378	Prag.g_00047	Prap.g_00905
OG0000379	Prag.g_00050	Prap.g_00902
OG0000380	Prag.g_00060	Prap.g_00885
OG0000381	Prag.g_00064	Prap.g_00880
OG0000382	Prag.g_00075	Prap.g_01097
OG0000383	Prag.g_00077	Prap.g_01095
OG0000384	Prag.g_00078	Prap.g_01094
OG0000385	Prag.g_00079	Prap.g_01093
OG0000386	Prag.g_00080	Prap.g_01092
OG0000387	Prag.g_00092	Prap.g_01078
OG0000388	Prag.g_00095	Prap.g_01074
OG0000389	Prag.g_00099	Prap.g_01071
OG0000390	Prag.g_00106	Prap.g_01061
OG0000391	Prag.g_00109	Prap.g_01058
OG0000392	Prag.g_00113	Prap.g_01054
OG0000393	Prag.g_00115	Prap.g_01051
OG0000394	Prag.g_00116	Prap.g_01050
OG0000395	Prag.g_00117	Prap.g_01049
OG0000396	Prag.g_00120	Prap.g_01047
OG0000397	Prag.g_00122	Prap.g_01045
OG0000398	Prag.g_00124	Prap.g_01042
OG0000399	Prag.g_00125	Prap.g_01041
OG0000400	Prag.g_00126	Prap.g_01040
OG0000401	Prag.g_00127	Prap.g_01039
OG0000402	Prag.g_00129	Prap.g_00319
OG0000403	Prag.g_00130	Prap.g_01037
OG0000404	Prag.g_00131	Prap.g_01036
OG0000405	Prag.g_00135	Prap.g_01032
OG0000406	Prag.g_00140	Prap.g_01024
OG0000407	Prag.g_00141	Prap.g_01023
OG0000408	Prag.g_00143	Prap.g_01021
OG0000409	Prag.g_00145	Prap.g_01019
OG0000410	Prag.g_00146	Prap.g_01018
OG0000411	Prag.g_00147	Prap.g_01017
OG0000412	Prag.g_00148	Prap.g_01016
OG0000413	Prag.g_00149	Prap.g_01014
OG0000414	Prag.g_00150	Prap.g_01013
OG0000415	Prag.g_00151	Prap.g_01012
OG0000416	Prag.g_00152	Prap.g_01011
OG0000417	Prag.g_00153	Prap.g_01010
OG0000418	Prag.g_00158	Prap.g_01005
OG0000419	Prag.g_00160	Prap.g_01003
OG0000420	Prag.g_00161	Prap.g_01002
OG0000421	Prag.g_00166	Prap.g_00997
OG0000422	Prag.g_00167	Prap.g_00996
OG0000423	Prag.g_00168	Prap.g_00995
OG0000424	Prag.g_00169	Prap.g_00994
OG0000425	Prag.g_00170	Prap.g_00993
OG0000426	Prag.g_00171	Prap.g_00992
OG0000427	Prag.g_00172	Prap.g_00991
OG0000428	Prag.g_00174	Prap.g_00989
OG0000429	Prag.g_00175	Prap.g_00988
OG0000430	Prag.g_00176	Prap.g_00987
OG0000431	Prag.g_00178	Prap.g_00985
OG0000432	Prag.g_00181	Prap.g_00981
OG0000433	Prag.g_00182	Prap.g_00980
OG0000434	Prag.g_00183	Prap.g_00979
OG0000435	Prag.g_00184	Prap.g_00978
OG0000436	Prag.g_00189	Prap.g_00973
OG0000437	Prag.g_00190	Prap.g_00972
OG0000438	Prag.g_00191	Prap.g_00971
OG0000439	Prag.g_00193	Prap.g_00969
OG0000440	Prag.g_00194	Prap.g_00968
OG0000441	Prag.g_00197	Prap.g_00965
OG0000442	Prag.g_00198	Prap.g_00964
OG0000443	Prag.g_00199	Prap.g_00963
OG0000444	Prag.g_00204	Prap.g_00957
OG0000445	Prag.g_00205	Prap.g_00956
OG0000446	Prag.g_00206	Prap.g_00955
OG0000447	Prag.g_00207	Prap.g_00954
OG0000448	Prag.g_00208	Prap.g_00953
OG0000449	Prag.g_00209	Prap.g_00952
OG0000450	Prag.g_00210	Prap.g_00951
OG0000451	Prag.g_00211	Prap.g_00950
OG0000452	Prag.g_00214	Prap.g_00947
OG0000453	Prag.g_00215	Prap.g_00946
OG0000454	Prag.g_00216	Prap.g_00945
OG0000455	Prag.g_00217	Prap.g_00944
OG0000456	Prag.g_00218	Prap.g_00943
OG0000457	Prag.g_00219	Prap.g_01487
OG0000458	Prag.g_00220	Prap.g_01486
OG0000459	Prag.g_00221	Prap.g_01485
OG0000460	Prag.g_00228	Prap.g_01477
OG0000461	Prag.g_00235	Prap.g_01469
OG0000462	Prag.g_00237	Prap.g_01467
OG0000463	Prag.g_00238	Prap.g_01466
OG0000464	Prag.g_00239	Prap.g_01465
OG0000465	Prag.g_00240	Prap.g_01464
OG0000466	Prag.g_00243	Prap.g_01461
OG0000467	Prag.g_00244	Prap.g_01460
OG0000468	Prag.g_00245	Prap.g_01457
OG0000469	Prag.g_00253	Prap.g_01449
OG0000470	Prag.g_00255	Prap.g_01447
OG0000471	Prag.g_00256	Prap.g_01446
OG0000472	Prag.g_00257	Prap.g_01444
OG0000473	Prag.g_00259	Prap.g_01442
OG0000474	Prag.g_00260	Prap.g_01441
OG0000475	Prag.g_00261	Prap.g_01440
OG0000476	Prag.g_00262	Prap.g_01438
OG0000477	Prag.g_00266	Prap.g_01435
OG0000478	Prag.g_00267	Prap.g_01434
OG0000479	Prag.g_00268	Prap.g_01433
OG0000480	Prag.g_00273	Prap.g_01428
OG0000481	Prag.g_00275	Prap.g_01425
OG0000482	Prag.g_00276	Prap.g_01424
OG0000483	Prag.g_00279	Prap.g_01421
OG0000484	Prag.g_00280	Prap.g_01420
OG0000485	Prag.g_00281	Prap.g_01418
OG0000486	Prag.g_00282	Prap.g_01417
OG0000487	Prag.g_00286	Prap.g_01414
OG0000488	Prag.g_00289	Prap.g_01411
OG0000489	Prag.g_00294	Prap.g_01406
OG0000490	Prag.g_00299	Prap.g_01402
OG0000491	Prag.g_00300	Prap.g_01401
OG0000492	Prag.g_00302	Prap.g_01399
OG0000493	Prag.g_00303	Prap.g_01398
OG0000494	Prag.g_00304	Prap.g_01397
OG0000495	Prag.g_00305	Prap.g_01396
OG0000496	Prag.g_00306	Prap.g_01395
OG0000497	Prag.g_00307	Prap.g_01394
OG0000498	Prag.g_00308	Prap.g_01393
OG0000499	Prag.g_00309	Prap.g_01392
OG0000500	Prag.g_00310	Prap.g_01391
OG0000501	Prag.g_00312	Prap.g_01390
OG0000502	Prag.g_00315	Prap.g_01387
OG0000503	Prag.g_00329	Prap.g_01372
OG0000504	Prag.g_00330	Prap.g_01370
OG0000505	Prag.g_00331	Prap.g_01369
OG0000506	Prag.g_00333	Prap.g_01368
OG0000507	Prag.g_00336	Prap.g_01365
OG0000508	Prag.g_00339	Prap.g_01361
OG0000509	Prag.g_00341	Prap.g_01359
OG0000510	Prag.g_00342	Prap.g_01358
OG0000511	Prag.g_00343	Prap.g_01357
OG0000512	Prag.g_00345	Prap.g_01355
OG0000513	Prag.g_00352	Prap.g_01346
OG0000514	Prag.g_00410	Prap.g_01335
OG0000515	Prag.g_00411	Prap.g_01334
OG0000516	Prag.g_00412	Prap.g_01333
OG0000517	Prag.g_00414	Prap.g_01331
OG0000518	Prag.g_00425	Prap.g_01320
OG0000519	Prag.g_00426	Prap.g_01319
OG0000520	Prag.g_00427	Prap.g_01318
OG0000521	Prag.g_00432	Prap.g_01310
OG0000522	Prag.g_00434	Prap.g_01308
OG0000523	Prag.g_00435	Prap.g_01307
OG0000524	Prag.g_00440	Prap.g_01302
OG0000525	Prag.g_00443	Prap.g_01298
OG0000526	Prag.g_00444	Prap.g_01297
OG0000527	Prag.g_00452	Prap.g_01294
OG0000528	Prag.g_00457	Prap.g_01289
OG0000529	Prag.g_00460	Prap.g_01286
OG0000530	Prag.g_00463	Prap.g_01283
OG0000531	Prag.g_00464	Prap.g_01282
OG0000532	Prag.g_00466	Prap.g_01280
OG0000533	Prag.g_00467	Prap.g_01279
OG0000534	Prag.g_00468	Prap.g_01278
OG0000535	Prag.g_00469	Prap.g_01277
OG0000536	Prag.g_00470	Prap.g_01276
OG0000537	Prag.g_00471	Prap.g_01275
OG0000538	Prag.g_00479	Prap.g_01266
OG0000539	Prag.g_00480	Prap.g_01265
OG0000540	Prag.g_00481	Prap.g_01264
OG0000541	Prag.g_00482	Prap.g_01263
OG0000542	Prag.g_00484	Prap.g_01262
OG0000543	Prag.g_00486	Prap.g_01260
OG0000544	Prag.g_00487	Prap.g_01259
OG0000545	Prag.g_00489	Prap.g_01257
OG0000546	Prag.g_00492	Prap.g_01254
OG0000547	Prag.g_00494	Prap.g_01252
OG0000548	Prag.g_00495	Prap.g_01251
OG0000549	Prag.g_00497	Prap.g_01249
OG0000550	Prag.g_00502	Prap.g_01245
OG0000551	Prag.g_00506	Prap.g_01242
OG0000552	Prag.g_00507	Prap.g_01241
OG0000553	Prag.g_00508	Prap.g_01240
OG0000554	Prag.g_00513	Prap.g_01235
OG0000555	Prag.g_00521	Prap.g_01227
OG0000556	Prag.g_00523	Prap.g_01225
OG0000557	Prag.g_00524	Prap.g_01224
OG0000558	Prag.g_00526	Prap.g_01222
OG0000559	Prag.g_00530	Prap.g_01218
OG0000560	Prag.g_00533	Prap.g_01215
OG0000561	Prag.g_00534	Prap.g_01214
OG0000562	Prag.g_00535	Prap.g_01213
OG0000563	Prag.g_00536	Prap.g_01212
OG0000564	Prag.g_00537	Prap.g_01211
OG0000565	Prag.g_00540	Prap.g_01209
OG0000566	Prag.g_00542	Prap.g_01205
OG0000567	Prag.g_00546	Prap.g_01201
OG0000568	Prag.g_00547	Prap.g_01200
OG0000569	Prag.g_00548	Prap.g_01199
OG0000570	Prag.g_00549	Prap.g_01198
OG0000571	Prag.g_00551	Prap.g_01196
OG0000572	Prag.g_00564	Prap.g_01182
OG0000573	Prag.g_00570	Prap.g_01176
OG0000574	Prag.g_00571	Prap.g_01175
OG0000575	Prag.g_00575	Prap.g_01171
OG0000576	Prag.g_00577	Prap.g_01169
OG0000577	Prag.g_00578	Prap.g_01168
OG0000578	Prag.g_00579	Prap.g_01167
OG0000579	Prag.g_00580	Prap.g_01166
OG0000580	Prag.g_00581	Prap.g_01165
OG0000581	Prag.g_00583	Prap.g_01162
OG0000582	Prag.g_00586	Prap.g_01159
OG0000583	Prag.g_00587	Prap.g_01158
