Orthogroup	Prag	Syai
OG0000338	Prag.g_01833	Syai.g_00166
OG0000339	Prag.g_01837	Syai.g_00160
OG0000340	Prag.g_01845	Syai.g_00133
OG0000341	Prag.g_01847	Syai.g_00131
OG0000342	Prag.g_01848	Syai.g_00130
OG0000343	Prag.g_01849	Syai.g_00129
OG0000344	Prag.g_01852	Syai.g_00125
OG0000345	Prag.g_01857	Syai.g_00115
OG0000346	Prag.g_01862	Syai.g_00110
OG0000347	Prag.g_01878	Syai.g_00087
OG0000348	Prag.g_01887	Syai.g_00076
OG0000349	Prag.g_01904	Syai.g_00057
OG0000350	Prag.g_01923	Syai.g_00334
OG0000351	Prag.g_01940	Syai.g_02904
OG0000352	Prag.g_01941	Syai.g_02905
OG0000353	Prag.g_01956	Syai.g_02932
OG0000354	Prag.g_01282	Syai.g_00019
OG0000355	Prag.g_00001	Syai.g_00001
OG0000356	Prag.g_00002	Syai.g_00002
OG0000357	Prag.g_00003	Syai.g_00003
OG0000358	Prag.g_00007	Syai.g_00007
OG0000359	Prag.g_00008	Syai.g_00009
OG0000360	Prag.g_00009	Syai.g_00010
OG0000361	Prag.g_00010	Syai.g_00011
OG0000362	Prag.g_00012	Syai.g_00013
OG0000363	Prag.g_00014	Syai.g_00015
OG0000364	Prag.g_00015	Syai.g_00016
OG0000365	Prag.g_00020	Syai.g_00027
OG0000366	Prag.g_00021	Syai.g_00028
OG0000367	Prag.g_00022	Syai.g_00029
OG0000368	Prag.g_00024	Syai.g_00031
OG0000369	Prag.g_00025	Syai.g_00032
OG0000370	Prag.g_00026	Syai.g_00033
OG0000371	Prag.g_00032	Syai.g_00041
OG0000372	Prag.g_00035	Syai.g_00047
OG0000373	Prag.g_00036	Syai.g_00048
OG0000374	Prag.g_00037	Syai.g_00049
OG0000375	Prag.g_00040	Syai.g_00053
OG0000376	Prag.g_00042	Syai.g_00055
OG0000377	Prag.g_00045	Syai.g_02769
OG0000378	Prag.g_00047	Syai.g_02751
OG0000379	Prag.g_00050	Syai.g_02733
OG0000380	Prag.g_00060	Syai.g_02472
OG0000381	Prag.g_00064	Syai.g_02475
OG0000382	Prag.g_00075	Syai.g_02493
OG0000383	Prag.g_00077	Syai.g_02498
OG0000384	Prag.g_00078	Syai.g_02499
OG0000385	Prag.g_00079	Syai.g_02500
OG0000386	Prag.g_00080	Syai.g_02501
OG0000387	Prag.g_00092	Syai.g_02534
OG0000388	Prag.g_00095	Syai.g_02538
OG0000389	Prag.g_00099	Syai.g_02542
OG0000390	Prag.g_00106	Syai.g_02556
OG0000391	Prag.g_00109	Syai.g_02561
OG0000392	Prag.g_00113	Syai.g_02568
OG0000393	Prag.g_00115	Syai.g_02570
OG0000394	Prag.g_00116	Syai.g_02571
OG0000395	Prag.g_00117	Syai.g_02572
OG0000396	Prag.g_00120	Syai.g_02575
OG0000397	Prag.g_00122	Syai.g_02577
OG0000398	Prag.g_00124	Syai.g_02582
OG0000399	Prag.g_00125	Syai.g_02583
OG0000400	Prag.g_00126	Syai.g_02584
OG0000401	Prag.g_00127	Syai.g_02585
OG0000402	Prag.g_00129	Syai.g_02588
OG0000403	Prag.g_00130	Syai.g_02589
OG0000404	Prag.g_00131	Syai.g_02590
OG0000405	Prag.g_00135	Syai.g_02606
OG0000406	Prag.g_00140	Syai.g_02610
OG0000407	Prag.g_00141	Syai.g_02611
OG0000408	Prag.g_00143	Syai.g_02613
OG0000409	Prag.g_00145	Syai.g_02615
OG0000410	Prag.g_00146	Syai.g_02616
OG0000411	Prag.g_00147	Syai.g_02617
OG0000412	Prag.g_00148	Syai.g_02618
OG0000413	Prag.g_00149	Syai.g_02620
OG0000414	Prag.g_00150	Syai.g_02621
OG0000415	Prag.g_00151	Syai.g_02622
OG0000416	Prag.g_00152	Syai.g_02623
OG0000417	Prag.g_00153	Syai.g_02624
OG0000418	Prag.g_00158	Syai.g_02629
OG0000419	Prag.g_00160	Syai.g_02631
OG0000420	Prag.g_00161	Syai.g_02633
OG0000421	Prag.g_00166	Syai.g_02638
OG0000422	Prag.g_00167	Syai.g_02639
OG0000423	Prag.g_00168	Syai.g_02640
OG0000424	Prag.g_00169	Syai.g_02641
OG0000425	Prag.g_00170	Syai.g_02642
OG0000426	Prag.g_00171	Syai.g_02643
OG0000427	Prag.g_00172	Syai.g_02644
OG0000428	Prag.g_00174	Syai.g_02647
OG0000429	Prag.g_00175	Syai.g_02649
OG0000430	Prag.g_00176	Syai.g_02650
OG0000431	Prag.g_00178	Syai.g_02654
OG0000432	Prag.g_00181	Syai.g_02660
OG0000433	Prag.g_00182	Syai.g_02662
OG0000434	Prag.g_00183	Syai.g_02663
OG0000435	Prag.g_00184	Syai.g_02666
OG0000436	Prag.g_00189	Syai.g_02671
OG0000437	Prag.g_00190	Syai.g_02672
OG0000438	Prag.g_00191	Syai.g_02673
OG0000439	Prag.g_00193	Syai.g_02675
OG0000440	Prag.g_00194	Syai.g_02676
OG0000441	Prag.g_00197	Syai.g_02681
OG0000442	Prag.g_00198	Syai.g_02682
OG0000443	Prag.g_00199	Syai.g_02683
OG0000444	Prag.g_00204	Syai.g_02688
OG0000445	Prag.g_00205	Syai.g_02689
OG0000446	Prag.g_00206	Syai.g_02690
OG0000447	Prag.g_00207	Syai.g_02693
OG0000448	Prag.g_00208	Syai.g_02694
OG0000449	Prag.g_00209	Syai.g_02695
OG0000450	Prag.g_00210	Syai.g_02696
OG0000451	Prag.g_00211	Syai.g_02697
OG0000452	Prag.g_00214	Syai.g_02701
OG0000453	Prag.g_00215	Syai.g_02702
OG0000454	Prag.g_00216	Syai.g_02703
OG0000455	Prag.g_00217	Syai.g_02704
OG0000456	Prag.g_00218	Syai.g_02705
OG0000457	Prag.g_00219	Syai.g_02707
OG0000458	Prag.g_00220	Syai.g_02708
OG0000459	Prag.g_00221	Syai.g_02709
OG0000460	Prag.g_00228	Syai.g_00535
OG0000461	Prag.g_00235	Syai.g_00314
OG0000462	Prag.g_00237	Syai.g_00311
OG0000463	Prag.g_00238	Syai.g_00310
OG0000464	Prag.g_00239	Syai.g_00309
OG0000465	Prag.g_00240	Syai.g_00307
OG0000466	Prag.g_00243	Syai.g_00303
OG0000467	Prag.g_00244	Syai.g_00301
OG0000468	Prag.g_00245	Syai.g_00296
OG0000469	Prag.g_00253	Syai.g_00282
OG0000470	Prag.g_00255	Syai.g_00280
OG0000471	Prag.g_00256	Syai.g_00279
OG0000472	Prag.g_00257	Syai.g_00277
OG0000473	Prag.g_00259	Syai.g_00275
OG0000474	Prag.g_00260	Syai.g_00274
OG0000475	Prag.g_00261	Syai.g_00273
OG0000476	Prag.g_00262	Syai.g_00271
OG0000477	Prag.g_00266	Syai.g_00265
OG0000478	Prag.g_00267	Syai.g_00264
OG0000479	Prag.g_00268	Syai.g_00263
OG0000480	Prag.g_00273	Syai.g_00256
OG0000481	Prag.g_00275	Syai.g_00254
OG0000482	Prag.g_00276	Syai.g_00253
OG0000483	Prag.g_00279	Syai.g_00249
OG0000484	Prag.g_00280	Syai.g_00248
OG0000485	Prag.g_00281	Syai.g_00247
OG0000486	Prag.g_00282	Syai.g_00246
OG0000487	Prag.g_00286	Syai.g_00240
OG0000488	Prag.g_00289	Syai.g_00236
OG0000489	Prag.g_00294	Syai.g_00226
OG0000490	Prag.g_00299	Syai.g_00218
OG0000491	Prag.g_00300	Syai.g_00217
OG0000492	Prag.g_00302	Syai.g_00214
OG0000493	Prag.g_00303	Syai.g_00213
OG0000494	Prag.g_00304	Syai.g_00212
OG0000495	Prag.g_00305	Syai.g_00211
OG0000496	Prag.g_00306	Syai.g_00210
OG0000497	Prag.g_00307	Syai.g_00209
OG0000498	Prag.g_00308	Syai.g_00208
OG0000499	Prag.g_00309	Syai.g_00207
OG0000500	Prag.g_00310	Syai.g_00206
OG0000501	Prag.g_00312	Syai.g_00203
OG0000502	Prag.g_00315	Syai.g_00192
OG0000503	Prag.g_00329	Syai.g_00486
OG0000504	Prag.g_00330	Syai.g_00488
OG0000505	Prag.g_00331	Syai.g_00489
OG0000506	Prag.g_00333	Syai.g_00491
OG0000507	Prag.g_00336	Syai.g_00497
OG0000508	Prag.g_00339	Syai.g_00501
OG0000509	Prag.g_00341	Syai.g_00503
OG0000510	Prag.g_00342	Syai.g_00504
OG0000511	Prag.g_00343	Syai.g_00505
OG0000512	Prag.g_00345	Syai.g_00507
OG0000513	Prag.g_00352	Syai.g_00521
OG0000514	Prag.g_00410	Syai.g_00528
OG0000515	Prag.g_00411	Syai.g_00529
OG0000516	Prag.g_00412	Syai.g_02223
OG0000517	Prag.g_00414	Syai.g_02229
OG0000518	Prag.g_00425	Syai.g_02211
OG0000519	Prag.g_00426	Syai.g_02210
OG0000520	Prag.g_00427	Syai.g_02209
OG0000521	Prag.g_00432	Syai.g_00842
OG0000522	Prag.g_00434	Syai.g_00844
OG0000523	Prag.g_00435	Syai.g_00845
OG0000524	Prag.g_00440	Syai.g_00852
OG0000525	Prag.g_00443	Syai.g_00856
OG0000526	Prag.g_00444	Syai.g_00859
OG0000527	Prag.g_00452	Syai.g_00863
OG0000528	Prag.g_00457	Syai.g_00633
OG0000529	Prag.g_00460	Syai.g_00639
OG0000530	Prag.g_00463	Syai.g_00642
OG0000531	Prag.g_00464	Syai.g_00643
OG0000532	Prag.g_00466	Syai.g_00646
OG0000533	Prag.g_00467	Syai.g_00647
OG0000534	Prag.g_00468	Syai.g_00648
OG0000535	Prag.g_00469	Syai.g_00649
OG0000536	Prag.g_00470	Syai.g_00650
OG0000537	Prag.g_00471	Syai.g_00651
OG0000538	Prag.g_00479	Syai.g_00662
OG0000539	Prag.g_00480	Syai.g_00663
OG0000540	Prag.g_00481	Syai.g_00664
OG0000541	Prag.g_00482	Syai.g_00665
OG0000542	Prag.g_00484	Syai.g_00668
OG0000543	Prag.g_00486	Syai.g_00670
OG0000544	Prag.g_00487	Syai.g_00671
OG0000545	Prag.g_00489	Syai.g_00673
OG0000546	Prag.g_00492	Syai.g_00675
OG0000547	Prag.g_00494	Syai.g_00677
OG0000548	Prag.g_00495	Syai.g_00678
OG0000549	Prag.g_00497	Syai.g_00684
OG0000550	Prag.g_00502	Syai.g_00689
OG0000551	Prag.g_00506	Syai.g_00694
OG0000552	Prag.g_00507	Syai.g_00695
OG0000553	Prag.g_00508	Syai.g_00698
OG0000554	Prag.g_00513	Syai.g_00708
OG0000555	Prag.g_00521	Syai.g_00725
OG0000556	Prag.g_00523	Syai.g_00728
OG0000557	Prag.g_00524	Syai.g_00730
OG0000558	Prag.g_00526	Syai.g_00732
OG0000559	Prag.g_00530	Syai.g_00736
OG0000560	Prag.g_00533	Syai.g_00739
OG0000561	Prag.g_00534	Syai.g_00740
OG0000562	Prag.g_00535	Syai.g_00741
OG0000563	Prag.g_00536	Syai.g_00742
OG0000564	Prag.g_00537	Syai.g_00743
OG0000565	Prag.g_00540	Syai.g_00746
OG0000566	Prag.g_00542	Syai.g_00750
OG0000567	Prag.g_00546	Syai.g_00754
OG0000568	Prag.g_00547	Syai.g_00758
OG0000569	Prag.g_00548	Syai.g_00759
OG0000570	Prag.g_00549	Syai.g_00760
OG0000571	Prag.g_00551	Syai.g_00764
OG0000572	Prag.g_00564	Syai.g_00782
OG0000573	Prag.g_00570	Syai.g_00790
OG0000574	Prag.g_00571	Syai.g_00796
OG0000575	Prag.g_00575	Syai.g_00800
OG0000576	Prag.g_00577	Syai.g_00802
OG0000577	Prag.g_00578	Syai.g_00803
OG0000578	Prag.g_00579	Syai.g_00804
OG0000579	Prag.g_00580	Syai.g_00805
OG0000580	Prag.g_00581	Syai.g_00806
OG0000581	Prag.g_00583	Syai.g_00812
OG0000582	Prag.g_00586	Syai.g_01042
OG0000583	Prag.g_00587	Syai.g_01043
OG0000584	Prag.g_00588	Syai.g_01044
OG0000585	Prag.g_00590	Syai.g_01046
OG0000586	Prag.g_00591	Syai.g_01047
OG0000587	Prag.g_00592	Syai.g_01049
OG0000588	Prag.g_00596	Syai.g_01063
