Orthogroup	Prag	Prbf
OG0000120	Prag.g_01423	Prbf.g_00115
OG0000121	Prag.g_01492	Prbf.g_00159
OG0000122	Prag.g_01530	Prbf.g_00055, Prbf.g_00200
OG0000123	Prag.g_01811	Prbf.g_00551
OG0000124	Prag.g_01877	Prbf.g_00478
OG0000125	Prag.g_01913	Prbf.g_00443
OG0000126	Prag.g_01952	Prbf.g_00398
OG0000128	Prag.g_00011	Prbf.g_00382
OG0000129	Prag.g_00044	Prbf.g_01367
OG0000130	Prag.g_00063	Prbf.g_01396
OG0000131	Prag.g_00138	Prbf.g_01478
OG0000132	Prag.g_00157	Prbf.g_01498
OG0000133	Prag.g_00313	Prbf.g_01661
OG0000134	Prag.g_00351	Prbf.g_01703
OG0000135	Prag.g_00375	Prbf.g_00044
OG0000136	Prag.g_00420	Prbf.g_01725
OG0000137	Prag.g_00454	Prbf.g_01758
OG0000138	Prag.g_00474	Prbf.g_01778
OG0000139	Prag.g_00516	Prbf.g_01818
OG0000140	Prag.g_00517	Prbf.g_01819
OG0000141	Prag.g_00585	Prbf.g_01890
OG0000142	Prag.g_00613	Prbf.g_00982
OG0000143	Prag.g_00617	Prbf.g_00986
OG0000144	Prag.g_00630	Prbf.g_01000
OG0000145	Prag.g_00758	Prbf.g_00042
OG0000146	Prag.g_00772	Prbf.g_01928
OG0000147	Prag.g_00773	Prbf.g_01927
OG0000148	Prag.g_00822	Prbf.g_01228
OG0000149	Prag.g_00851	Prbf.g_01196
OG0000150	Prag.g_00859	Prbf.g_01186
OG0000151	Prag.g_00916	Prbf.g_01310
OG0000152	Prag.g_00964	Prbf.g_01117
OG0000153	Prag.g_00983	Prbf.g_01098
OG0000154	Prag.g_01010	Prbf.g_01078
OG0000155	Prag.g_01173	Prbf.g_00939
OG0000156	Prag.g_01342	Prbf.g_00037
OG0000157	Prag.g_01343	Prbf.g_00036
OG0000158	Prag.g_01425	Prbf.g_00514
OG0000159	Prag.g_01427	Prbf.g_01387
OG0000160	Prag.g_01491	Prbf.g_00158
OG0000161	Prag.g_01497	Prbf.g_00164
OG0000162	Prag.g_01503	Prbf.g_00170
OG0000163	Prag.g_01537	Prbf.g_00209
OG0000164	Prag.g_01693	Prbf.g_00669
OG0000165	Prag.g_01700	Prbf.g_00662
OG0000166	Prag.g_01768	Prbf.g_00595
OG0000167	Prag.g_01834	Prbf.g_00524
OG0000168	Prag.g_01844	Prbf.g_00513
OG0000169	Prag.g_01854	Prbf.g_00503
OG0000170	Prag.g_01856	Prbf.g_00500
OG0000171	Prag.g_01876	Prbf.g_00479
OG0000172	Prag.g_01884	Prbf.g_00472
OG0000173	Prag.g_01899	Prbf.g_00457
OG0000174	Prag.g_01927	Prbf.g_00428
OG0000175	Prag.g_01937	Prbf.g_00415
OG0000176	Prag.g_00004	Prbf.g_00389
OG0000177	Prag.g_00005	Prbf.g_00388
OG0000178	Prag.g_00006	Prbf.g_00387
OG0000179	Prag.g_00016	Prbf.g_01338
OG0000180	Prag.g_00017	Prbf.g_01339
OG0000181	Prag.g_00018	Prbf.g_01340
OG0000182	Prag.g_00019	Prbf.g_01341
OG0000183	Prag.g_00023	Prbf.g_01345
OG0000184	Prag.g_00046	Prbf.g_01371
OG0000185	Prag.g_00049	Prbf.g_01374
OG0000186	Prag.g_00058	Prbf.g_01390
OG0000187	Prag.g_00059	Prbf.g_01391
OG0000188	Prag.g_00076	Prbf.g_01408
OG0000189	Prag.g_00089	Prbf.g_01422
OG0000190	Prag.g_00090	Prbf.g_01424
OG0000191	Prag.g_00110	Prbf.g_01447
OG0000192	Prag.g_00114	Prbf.g_01452
OG0000193	Prag.g_00139	Prbf.g_01479
OG0000194	Prag.g_00142	Prbf.g_01482
OG0000195	Prag.g_00144	Prbf.g_01484
OG0000196	Prag.g_00154	Prbf.g_01495
OG0000197	Prag.g_00155	Prbf.g_01496
OG0000198	Prag.g_00156	Prbf.g_01497
OG0000199	Prag.g_00163	Prbf.g_01504
OG0000200	Prag.g_00177	Prbf.g_01518
OG0000201	Prag.g_00185	Prbf.g_01527
OG0000202	Prag.g_00186	Prbf.g_01528
OG0000203	Prag.g_00187	Prbf.g_01529
OG0000204	Prag.g_00188	Prbf.g_01530
OG0000205	Prag.g_00195	Prbf.g_01537
OG0000206	Prag.g_00200	Prbf.g_01542
OG0000207	Prag.g_00202	Prbf.g_01545
OG0000208	Prag.g_00203	Prbf.g_01546
OG0000209	Prag.g_00212	Prbf.g_01555
OG0000210	Prag.g_00213	Prbf.g_01556
OG0000211	Prag.g_00226	Prbf.g_01571
OG0000212	Prag.g_00233	Prbf.g_01579
OG0000213	Prag.g_00249	Prbf.g_01597
OG0000214	Prag.g_00258	Prbf.g_01607
OG0000215	Prag.g_00283	Prbf.g_01634
OG0000216	Prag.g_00285	Prbf.g_01635
OG0000217	Prag.g_00288	Prbf.g_01638
OG0000218	Prag.g_00290	Prbf.g_01640
OG0000219	Prag.g_00291	Prbf.g_01641
OG0000220	Prag.g_00292	Prbf.g_01642
OG0000221	Prag.g_00293	Prbf.g_01643
OG0000222	Prag.g_00301	Prbf.g_01650
OG0000223	Prag.g_00314	Prbf.g_01662
OG0000224	Prag.g_00316	Prbf.g_01664
OG0000225	Prag.g_00340	Prbf.g_01690
OG0000226	Prag.g_00344	Prbf.g_01694
OG0000227	Prag.g_00346	Prbf.g_01696
OG0000228	Prag.g_00349	Prbf.g_01700
OG0000229	Prag.g_00415	Prbf.g_01720
OG0000230	Prag.g_00417	Prbf.g_01722
OG0000231	Prag.g_00428	Prbf.g_01733
OG0000232	Prag.g_00437	Prbf.g_01744
OG0000233	Prag.g_00442	Prbf.g_01750
OG0000234	Prag.g_00455	Prbf.g_01759
OG0000235	Prag.g_00458	Prbf.g_01762
OG0000236	Prag.g_00472	Prbf.g_01776
OG0000237	Prag.g_00485	Prbf.g_01789
OG0000238	Prag.g_00491	Prbf.g_01795
OG0000239	Prag.g_00504	Prbf.g_01806
OG0000240	Prag.g_00505	Prbf.g_01807
OG0000241	Prag.g_00509	Prbf.g_01811
OG0000242	Prag.g_00511	Prbf.g_01813
OG0000243	Prag.g_00522	Prbf.g_01824
OG0000244	Prag.g_00525	Prbf.g_01827
OG0000245	Prag.g_00527	Prbf.g_01829
OG0000246	Prag.g_00531	Prbf.g_01833
OG0000247	Prag.g_00541	Prbf.g_01843
OG0000248	Prag.g_00543	Prbf.g_01846
OG0000249	Prag.g_00545	Prbf.g_01848
OG0000250	Prag.g_00550	Prbf.g_01853
OG0000251	Prag.g_00569	Prbf.g_01873
OG0000252	Prag.g_00572	Prbf.g_01876
OG0000253	Prag.g_00573	Prbf.g_01877
OG0000254	Prag.g_00589	Prbf.g_01894
OG0000255	Prag.g_00595	Prbf.g_01900
OG0000256	Prag.g_00605	Prbf.g_01910
OG0000257	Prag.g_00608	Prbf.g_00977
OG0000258	Prag.g_00621	Prbf.g_00991
OG0000259	Prag.g_00638	Prbf.g_01008
OG0000260	Prag.g_00641	Prbf.g_01011
OG0000261	Prag.g_00643	Prbf.g_01014
OG0000262	Prag.g_00647	Prbf.g_01018
OG0000263	Prag.g_00659	Prbf.g_01282
OG0000264	Prag.g_00669	Prbf.g_01271
OG0000265	Prag.g_00692	Prbf.g_01253
OG0000266	Prag.g_00702	Prbf.g_01037
OG0000267	Prag.g_00713	Prbf.g_01049
OG0000268	Prag.g_00714	Prbf.g_01050
OG0000269	Prag.g_00801	Prbf.g_01250
OG0000270	Prag.g_00804	Prbf.g_01247
OG0000271	Prag.g_00812	Prbf.g_01239
OG0000272	Prag.g_00813	Prbf.g_01238
OG0000273	Prag.g_00835	Prbf.g_01214
OG0000274	Prag.g_00836	Prbf.g_01213
OG0000275	Prag.g_00838	Prbf.g_01210
OG0000276	Prag.g_00843	Prbf.g_01204
OG0000277	Prag.g_00844	Prbf.g_01203
OG0000278	Prag.g_00847	Prbf.g_01200
OG0000279	Prag.g_00854	Prbf.g_01193
OG0000280	Prag.g_00855	Prbf.g_01192
OG0000281	Prag.g_00860	Prbf.g_01185
OG0000282	Prag.g_00908	Prbf.g_01318
OG0000283	Prag.g_00941	Prbf.g_01141
OG0000284	Prag.g_00946	Prbf.g_01136
OG0000285	Prag.g_00951	Prbf.g_01131
OG0000286	Prag.g_00963	Prbf.g_01118
OG0000287	Prag.g_00980	Prbf.g_00065
OG0000288	Prag.g_01009	Prbf.g_01079
OG0000289	Prag.g_01020	Prbf.g_01063
OG0000290	Prag.g_01033	Prbf.g_01167
OG0000291	Prag.g_01035	Prbf.g_01169
OG0000292	Prag.g_01085	Prbf.g_00873
OG0000293	Prag.g_01144	Prbf.g_00908
OG0000294	Prag.g_01145	Prbf.g_00909
OG0000295	Prag.g_01165	Prbf.g_00932
OG0000296	Prag.g_01167	Prbf.g_00934
OG0000297	Prag.g_01175	Prbf.g_00943
OG0000298	Prag.g_01176	Prbf.g_00944
OG0000299	Prag.g_01193	Prbf.g_00963
OG0000300	Prag.g_01196	Prbf.g_00966
OG0000301	Prag.g_01197	Prbf.g_00967
OG0000302	Prag.g_01199	Prbf.g_00969
OG0000303	Prag.g_01206	Prbf.g_00975
OG0000304	Prag.g_01210	Prbf.g_01915
OG0000305	Prag.g_01381	Prbf.g_00875
OG0000306	Prag.g_01384	Prbf.g_01181
OG0000307	Prag.g_01398	Prbf.g_00104
OG0000308	Prag.g_01399	Prbf.g_00105
OG0000309	Prag.g_01403	Prbf.g_00109
OG0000310	Prag.g_01473	Prbf.g_00143
OG0000311	Prag.g_01475	Prbf.g_00145
OG0000312	Prag.g_01478	Prbf.g_00148
OG0000313	Prag.g_01494	Prbf.g_00161
OG0000314	Prag.g_01516	Prbf.g_00184
OG0000315	Prag.g_01527	Prbf.g_00194
OG0000316	Prag.g_01547	Prbf.g_00219
OG0000317	Prag.g_01667	Prbf.g_00696
OG0000318	Prag.g_01670	Prbf.g_00692
OG0000319	Prag.g_01683	Prbf.g_00679
OG0000320	Prag.g_01685	Prbf.g_00677
OG0000321	Prag.g_01686	Prbf.g_00676
OG0000322	Prag.g_01687	Prbf.g_00675
OG0000323	Prag.g_01696	Prbf.g_00666
OG0000324	Prag.g_01723	Prbf.g_00639
OG0000325	Prag.g_01733	Prbf.g_00628
OG0000326	Prag.g_01739	Prbf.g_00621
OG0000327	Prag.g_01763	Prbf.g_00600
OG0000328	Prag.g_01764	Prbf.g_00599
OG0000329	Prag.g_01781	Prbf.g_00582
OG0000330	Prag.g_01782	Prbf.g_00581
OG0000331	Prag.g_01783	Prbf.g_00580
OG0000332	Prag.g_01797	Prbf.g_00566
OG0000333	Prag.g_01799	Prbf.g_00564
OG0000334	Prag.g_01807	Prbf.g_00555
OG0000335	Prag.g_01812	Prbf.g_00550
OG0000336	Prag.g_01816	Prbf.g_00546
OG0000337	Prag.g_01832	Prbf.g_00528
OG0000338	Prag.g_01833	Prbf.g_00527
OG0000339	Prag.g_01837	Prbf.g_00521
OG0000340	Prag.g_01845	Prbf.g_00512
OG0000341	Prag.g_01847	Prbf.g_00510
OG0000342	Prag.g_01848	Prbf.g_00509
OG0000343	Prag.g_01849	Prbf.g_00508
OG0000344	Prag.g_01852	Prbf.g_00505
OG0000345	Prag.g_01857	Prbf.g_00499
OG0000346	Prag.g_01862	Prbf.g_00495
OG0000347	Prag.g_01878	Prbf.g_00477
OG0000348	Prag.g_01887	Prbf.g_00469
OG0000349	Prag.g_01904	Prbf.g_00452
OG0000350	Prag.g_01923	Prbf.g_00351
OG0000351	Prag.g_01940	Prbf.g_00412
OG0000352	Prag.g_01941	Prbf.g_00411
OG0000353	Prag.g_01956	Prbf.g_00394
OG0000355	Prag.g_00001	Prbf.g_00392
OG0000356	Prag.g_00002	Prbf.g_00391
OG0000357	Prag.g_00003	Prbf.g_00390
OG0000358	Prag.g_00007	Prbf.g_00386
OG0000359	Prag.g_00008	Prbf.g_00385
OG0000360	Prag.g_00009	Prbf.g_00384
OG0000361	Prag.g_00010	Prbf.g_00383
OG0000362	Prag.g_00012	Prbf.g_00381
OG0000363	Prag.g_00014	Prbf.g_01336
OG0000364	Prag.g_00015	Prbf.g_01337
OG0000365	Prag.g_00020	Prbf.g_01342
OG0000366	Prag.g_00021	Prbf.g_01343
OG0000367	Prag.g_00022	Prbf.g_01344
OG0000368	Prag.g_00024	Prbf.g_01346
OG0000369	Prag.g_00025	Prbf.g_01347
OG0000370	Prag.g_00026	Prbf.g_01348
OG0000371	Prag.g_00032	Prbf.g_01355
OG0000372	Prag.g_00035	Prbf.g_01358
OG0000373	Prag.g_00036	Prbf.g_01359
OG0000374	Prag.g_00037	Prbf.g_01360
OG0000375	Prag.g_00040	Prbf.g_01362
OG0000376	Prag.g_00042	Prbf.g_01364
OG0000377	Prag.g_00045	Prbf.g_01368
OG0000378	Prag.g_00047	Prbf.g_01372
OG0000379	Prag.g_00050	Prbf.g_01375
OG0000380	Prag.g_00060	Prbf.g_01392
OG0000381	Prag.g_00064	Prbf.g_01397
OG0000382	Prag.g_00075	Prbf.g_01407
OG0000383	Prag.g_00077	Prbf.g_01409
OG0000384	Prag.g_00078	Prbf.g_01410
OG0000385	Prag.g_00079	Prbf.g_01411
OG0000386	Prag.g_00080	Prbf.g_01412
OG0000387	Prag.g_00092	Prbf.g_01426
OG0000388	Prag.g_00095	Prbf.g_01430
OG0000389	Prag.g_00099	Prbf.g_01433
OG0000390	Prag.g_00106	Prbf.g_01443
OG0000391	Prag.g_00109	Prbf.g_01446
OG0000392	Prag.g_00113	Prbf.g_01450
OG0000393	Prag.g_00115	Prbf.g_01453
OG0000394	Prag.g_00116	Prbf.g_01454
OG0000395	Prag.g_00117	Prbf.g_01455
OG0000396	Prag.g_00120	Prbf.g_01457
OG0000397	Prag.g_00122	Prbf.g_01459
OG0000398	Prag.g_00124	Prbf.g_01462
OG0000399	Prag.g_00125	Prbf.g_01463
OG0000400	Prag.g_00126	Prbf.g_01464
OG0000401	Prag.g_00127	Prbf.g_01465
OG0000402	Prag.g_00129	Prbf.g_01055
OG0000403	Prag.g_00130	Prbf.g_01467
OG0000404	Prag.g_00131	Prbf.g_01468
OG0000405	Prag.g_00135	Prbf.g_01472
OG0000406	Prag.g_00140	Prbf.g_01480
OG0000407	Prag.g_00141	Prbf.g_01481
OG0000408	Prag.g_00143	Prbf.g_01483
OG0000409	Prag.g_00145	Prbf.g_01485
OG0000410	Prag.g_00146	Prbf.g_01486
OG0000411	Prag.g_00147	Prbf.g_01487
OG0000412	Prag.g_00148	Prbf.g_01488
OG0000413	Prag.g_00149	Prbf.g_01490
OG0000414	Prag.g_00150	Prbf.g_01491
OG0000415	Prag.g_00151	Prbf.g_01492
OG0000416	Prag.g_00152	Prbf.g_01493
OG0000417	Prag.g_00153	Prbf.g_01494
OG0000418	Prag.g_00158	Prbf.g_01499
OG0000419	Prag.g_00160	Prbf.g_01501
OG0000420	Prag.g_00161	Prbf.g_01502
OG0000421	Prag.g_00166	Prbf.g_01507
OG0000422	Prag.g_00167	Prbf.g_01508
OG0000423	Prag.g_00168	Prbf.g_01509
OG0000424	Prag.g_00169	Prbf.g_01510
OG0000425	Prag.g_00170	Prbf.g_01511
OG0000426	Prag.g_00171	Prbf.g_01512
OG0000427	Prag.g_00172	Prbf.g_01513
OG0000428	Prag.g_00174	Prbf.g_01515
OG0000429	Prag.g_00175	Prbf.g_01516
OG0000430	Prag.g_00176	Prbf.g_01517
OG0000431	Prag.g_00178	Prbf.g_01519
OG0000432	Prag.g_00181	Prbf.g_01523
OG0000433	Prag.g_00182	Prbf.g_01524
OG0000434	Prag.g_00183	Prbf.g_01525
OG0000435	Prag.g_00184	Prbf.g_01526
OG0000436	Prag.g_00189	Prbf.g_01531
OG0000437	Prag.g_00190	Prbf.g_01532
OG0000438	Prag.g_00191	Prbf.g_01533
OG0000439	Prag.g_00193	Prbf.g_01535
OG0000440	Prag.g_00194	Prbf.g_01536
OG0000441	Prag.g_00197	Prbf.g_01539
OG0000442	Prag.g_00198	Prbf.g_01540
OG0000443	Prag.g_00199	Prbf.g_01541
OG0000444	Prag.g_00204	Prbf.g_01547
OG0000445	Prag.g_00205	Prbf.g_01548
OG0000446	Prag.g_00206	Prbf.g_01549
OG0000447	Prag.g_00207	Prbf.g_01550
OG0000448	Prag.g_00208	Prbf.g_01551
OG0000449	Prag.g_00209	Prbf.g_01552
OG0000450	Prag.g_00210	Prbf.g_01553
OG0000451	Prag.g_00211	Prbf.g_01554
OG0000452	Prag.g_00214	Prbf.g_01557
OG0000453	Prag.g_00215	Prbf.g_01558
OG0000454	Prag.g_00216	Prbf.g_01559
OG0000455	Prag.g_00217	Prbf.g_01560
OG0000456	Prag.g_00218	Prbf.g_01561
OG0000457	Prag.g_00219	Prbf.g_01563
OG0000458	Prag.g_00220	Prbf.g_01564
OG0000459	Prag.g_00221	Prbf.g_01565
OG0000460	Prag.g_00228	Prbf.g_01573
OG0000461	Prag.g_00235	Prbf.g_01581
OG0000462	Prag.g_00237	Prbf.g_01583
OG0000463	Prag.g_00238	Prbf.g_01584
OG0000464	Prag.g_00239	Prbf.g_01585
OG0000465	Prag.g_00240	Prbf.g_01586
OG0000466	Prag.g_00243	Prbf.g_01589
OG0000467	Prag.g_00244	Prbf.g_01590
OG0000468	Prag.g_00245	Prbf.g_01593
OG0000469	Prag.g_00253	Prbf.g_01601
OG0000470	Prag.g_00255	Prbf.g_01603
OG0000471	Prag.g_00256	Prbf.g_01604
OG0000472	Prag.g_00257	Prbf.g_01606
OG0000473	Prag.g_00259	Prbf.g_01608
OG0000474	Prag.g_00260	Prbf.g_01609
OG0000475	Prag.g_00261	Prbf.g_01610
OG0000476	Prag.g_00262	Prbf.g_01612
OG0000477	Prag.g_00266	Prbf.g_01615
OG0000478	Prag.g_00267	Prbf.g_01616
OG0000479	Prag.g_00268	Prbf.g_01617
OG0000480	Prag.g_00273	Prbf.g_01622
OG0000481	Prag.g_00275	Prbf.g_01625
OG0000482	Prag.g_00276	Prbf.g_01626
OG0000483	Prag.g_00279	Prbf.g_01629
OG0000484	Prag.g_00280	Prbf.g_01630
OG0000485	Prag.g_00281	Prbf.g_01632
OG0000486	Prag.g_00282	Prbf.g_01633
OG0000487	Prag.g_00286	Prbf.g_01636
OG0000488	Prag.g_00289	Prbf.g_01639
OG0000489	Prag.g_00294	Prbf.g_01644
OG0000490	Prag.g_00299	Prbf.g_01648
OG0000491	Prag.g_00300	Prbf.g_01649
OG0000492	Prag.g_00302	Prbf.g_01651
OG0000493	Prag.g_00303	Prbf.g_01652
OG0000494	Prag.g_00304	Prbf.g_01653
OG0000495	Prag.g_00305	Prbf.g_01654
OG0000496	Prag.g_00306	Prbf.g_01655
OG0000497	Prag.g_00307	Prbf.g_01656
OG0000498	Prag.g_00308	Prbf.g_01657
OG0000499	Prag.g_00309	Prbf.g_01658
OG0000500	Prag.g_00310	Prbf.g_01659
OG0000501	Prag.g_00312	Prbf.g_01660
OG0000502	Prag.g_00315	Prbf.g_01663
OG0000503	Prag.g_00329	Prbf.g_01678
OG0000504	Prag.g_00330	Prbf.g_01680
OG0000505	Prag.g_00331	Prbf.g_01681
OG0000506	Prag.g_00333	Prbf.g_01682
OG0000507	Prag.g_00336	Prbf.g_01685
OG0000508	Prag.g_00339	Prbf.g_01689
OG0000509	Prag.g_00341	Prbf.g_01691
OG0000510	Prag.g_00342	Prbf.g_01692
OG0000511	Prag.g_00343	Prbf.g_01693
OG0000512	Prag.g_00345	Prbf.g_01695
OG0000513	Prag.g_00352	Prbf.g_01704
OG0000514	Prag.g_00410	Prbf.g_01715
OG0000515	Prag.g_00411	Prbf.g_01716
OG0000516	Prag.g_00412	Prbf.g_01717
OG0000517	Prag.g_00414	Prbf.g_01719
OG0000518	Prag.g_00425	Prbf.g_01730
OG0000519	Prag.g_00426	Prbf.g_01731
OG0000520	Prag.g_00427	Prbf.g_01732
OG0000521	Prag.g_00432	Prbf.g_01740
OG0000522	Prag.g_00434	Prbf.g_01742
OG0000523	Prag.g_00435	Prbf.g_01743
OG0000524	Prag.g_00440	Prbf.g_01748
OG0000525	Prag.g_00443	Prbf.g_01752
OG0000526	Prag.g_00444	Prbf.g_01753
OG0000527	Prag.g_00452	Prbf.g_01756
OG0000528	Prag.g_00457	Prbf.g_01761
OG0000529	Prag.g_00460	Prbf.g_01764
OG0000530	Prag.g_00463	Prbf.g_01767
OG0000531	Prag.g_00464	Prbf.g_01768
OG0000532	Prag.g_00466	Prbf.g_01770
OG0000533	Prag.g_00467	Prbf.g_01771
OG0000534	Prag.g_00468	Prbf.g_01772
OG0000535	Prag.g_00469	Prbf.g_01773
OG0000536	Prag.g_00470	Prbf.g_01774
OG0000537	Prag.g_00471	Prbf.g_01775
OG0000538	Prag.g_00479	Prbf.g_01784
OG0000539	Prag.g_00480	Prbf.g_01785
OG0000540	Prag.g_00481	Prbf.g_01786
OG0000541	Prag.g_00482	Prbf.g_01787
OG0000542	Prag.g_00484	Prbf.g_01788
OG0000543	Prag.g_00486	Prbf.g_01790
OG0000544	Prag.g_00487	Prbf.g_01791
OG0000545	Prag.g_00489	Prbf.g_01793
OG0000546	Prag.g_00492	Prbf.g_01796
OG0000547	Prag.g_00494	Prbf.g_01798
OG0000548	Prag.g_00495	Prbf.g_01799
OG0000549	Prag.g_00497	Prbf.g_01801
OG0000550	Prag.g_00502	Prbf.g_01805
OG0000551	Prag.g_00506	Prbf.g_01808
OG0000552	Prag.g_00507	Prbf.g_01809
OG0000553	Prag.g_00508	Prbf.g_01810
OG0000554	Prag.g_00513	Prbf.g_01815
OG0000555	Prag.g_00521	Prbf.g_01823
OG0000556	Prag.g_00523	Prbf.g_01825
OG0000557	Prag.g_00524	Prbf.g_01826
OG0000558	Prag.g_00526	Prbf.g_01828
OG0000559	Prag.g_00530	Prbf.g_01832
OG0000560	Prag.g_00533	Prbf.g_01835
