Orthogroup	Prag	Syad
OG0000102	Prag.g_01866	Syad.g_00343
OG0000103	Prag.g_01945	Syad.g_00143
OG0000104	Prag.g_01953	Syad.g_00158
OG0000105	Prag.g_00265	Syad.g_00530
OG0000106	Prag.g_00364	Syad.g_01993
OG0000107	Prag.g_00378	Syad.g_00590
OG0000108	Prag.g_00459	Syad.g_00904
OG0000109	Prag.g_00473	Syad.g_00919
OG0000110	Prag.g_00553	Syad.g_01048
OG0000111	Prag.g_00677	Syad.g_01300
OG0000112	Prag.g_00771	Syad.g_01766
OG0000113	Prag.g_00828	Syad.g_01851
OG0000114	Prag.g_00906	Syad.g_01617
OG0000115	Prag.g_01097	Syad.g_02300
OG0000116	Prag.g_01143	Syad.g_01123
OG0000117	Prag.g_01298	Syad.g_01510
OG0000118	Prag.g_01367	Syad.g_01104
OG0000119	Prag.g_01385	Syad.g_01168
OG0000120	Prag.g_01423	Syad.g_00459
OG0000121	Prag.g_01492	Syad.g_02280
OG0000122	Prag.g_01530	Syad.g_02122
OG0000123	Prag.g_01811	Syad.g_00701
OG0000124	Prag.g_01877	Syad.g_00320
OG0000125	Prag.g_01913	Syad.g_03040
OG0000126	Prag.g_01952	Syad.g_00156
OG0000128	Prag.g_00011	Syad.g_00174
OG0000129	Prag.g_00044	Syad.g_03028
OG0000130	Prag.g_00063	Syad.g_02728
OG0000131	Prag.g_00138	Syad.g_02876
OG0000132	Prag.g_00157	Syad.g_02897
OG0000133	Prag.g_00313	Syad.g_01761
OG0000134	Prag.g_00351	Syad.g_00788
OG0000135	Prag.g_00375	Syad.g_00063
OG0000136	Prag.g_00420	Syad.g_02445
OG0000137	Prag.g_00454	Syad.g_02353
OG0000138	Prag.g_00474	Syad.g_00920
OG0000139	Prag.g_00516	Syad.g_00983
OG0000140	Prag.g_00517	Syad.g_00987
OG0000141	Prag.g_00585	Syad.g_02208
OG0000142	Prag.g_00613	Syad.g_02152
OG0000143	Prag.g_00617	Syad.g_02148
OG0000144	Prag.g_00630	Syad.g_02024
OG0000145	Prag.g_00758	Syad.g_00927
OG0000146	Prag.g_00772	Syad.g_01767
OG0000147	Prag.g_00773	Syad.g_01768
OG0000148	Prag.g_00822	Syad.g_01861
OG0000149	Prag.g_00851	Syad.g_01221
OG0000150	Prag.g_00859	Syad.g_02207, Syad.g_00989
OG0000151	Prag.g_00916	Syad.g_01956
OG0000152	Prag.g_00964	Syad.g_01757
OG0000153	Prag.g_00983	Syad.g_01713
OG0000154	Prag.g_01010	Syad.g_01686
OG0000155	Prag.g_01173	Syad.g_01189
OG0000156	Prag.g_01342	Syad.g_01116
OG0000157	Prag.g_01343	Syad.g_01115
OG0000158	Prag.g_01425	Syad.g_00374
OG0000160	Prag.g_01491	Syad.g_02279
OG0000161	Prag.g_01497	Syad.g_02287
OG0000162	Prag.g_01503	Syad.g_02293
OG0000163	Prag.g_01537	Syad.g_02542
OG0000164	Prag.g_01693	Syad.g_02659
OG0000165	Prag.g_01700	Syad.g_02476
OG0000166	Prag.g_01768	Syad.g_00654
OG0000167	Prag.g_01834	Syad.g_00419
OG0000168	Prag.g_01844	Syad.g_00371
OG0000169	Prag.g_01854	Syad.g_00360
OG0000170	Prag.g_01856	Syad.g_00353
OG0000171	Prag.g_01876	Syad.g_00321
OG0000172	Prag.g_01884	Syad.g_00244
OG0000173	Prag.g_01899	Syad.g_00220
OG0000174	Prag.g_01927	Syad.g_00065
OG0000175	Prag.g_01937	Syad.g_00129
OG0000176	Prag.g_00004	Syad.g_00166
OG0000177	Prag.g_00005	Syad.g_00167
OG0000178	Prag.g_00006	Syad.g_00168
OG0000179	Prag.g_00016	Syad.g_00183
OG0000180	Prag.g_00017	Syad.g_00184
OG0000181	Prag.g_00018	Syad.g_00185
OG0000182	Prag.g_00019	Syad.g_00186
OG0000183	Prag.g_00023	Syad.g_00190
OG0000184	Prag.g_00046	Syad.g_03018
OG0000185	Prag.g_00049	Syad.g_03006
OG0000186	Prag.g_00058	Syad.g_02722
OG0000187	Prag.g_00059	Syad.g_02724
OG0000188	Prag.g_00076	Syad.g_02759
OG0000189	Prag.g_00089	Syad.g_02788
OG0000190	Prag.g_00090	Syad.g_02790
OG0000191	Prag.g_00110	Syad.g_02824
OG0000192	Prag.g_00114	Syad.g_02834
OG0000193	Prag.g_00139	Syad.g_02877
OG0000194	Prag.g_00142	Syad.g_02880
OG0000195	Prag.g_00144	Syad.g_02884
OG0000196	Prag.g_00154	Syad.g_02894
OG0000197	Prag.g_00155	Syad.g_02895
OG0000198	Prag.g_00156	Syad.g_02896
OG0000199	Prag.g_00163	Syad.g_02904
OG0000200	Prag.g_00177	Syad.g_02921
OG0000201	Prag.g_00185	Syad.g_02937
OG0000202	Prag.g_00186	Syad.g_02938
OG0000203	Prag.g_00187	Syad.g_02939
OG0000204	Prag.g_00188	Syad.g_02940
OG0000205	Prag.g_00195	Syad.g_02948
OG0000206	Prag.g_00200	Syad.g_02955
OG0000207	Prag.g_00202	Syad.g_02957
OG0000208	Prag.g_00203	Syad.g_02958
OG0000209	Prag.g_00212	Syad.g_02981
OG0000210	Prag.g_00213	Syad.g_02982
OG0000212	Prag.g_00233	Syad.g_00825
OG0000213	Prag.g_00249	Syad.g_00556
OG0000214	Prag.g_00258	Syad.g_00538
OG0000215	Prag.g_00283	Syad.g_00508
OG0000216	Prag.g_00285	Syad.g_00504, Syad.g_00285
OG0000217	Prag.g_00288	Syad.g_00500
OG0000218	Prag.g_00290	Syad.g_00498
OG0000219	Prag.g_00291	Syad.g_00497
OG0000220	Prag.g_00292	Syad.g_00496
OG0000221	Prag.g_00293	Syad.g_00488
OG0000222	Prag.g_00301	Syad.g_00473
OG0000223	Prag.g_00314	Syad.g_00451
OG0000224	Prag.g_00316	Syad.g_00444
OG0000225	Prag.g_00340	Syad.g_00777
OG0000226	Prag.g_00344	Syad.g_00781
OG0000227	Prag.g_00346	Syad.g_00783
OG0000228	Prag.g_00349	Syad.g_00784
OG0000229	Prag.g_00415	Syad.g_02450
OG0000230	Prag.g_00417	Syad.g_02448
OG0000231	Prag.g_00428	Syad.g_02436
OG0000232	Prag.g_00437	Syad.g_02392
OG0000233	Prag.g_00442	Syad.g_02382
OG0000234	Prag.g_00455	Syad.g_02351
OG0000235	Prag.g_00458	Syad.g_00903
OG0000236	Prag.g_00472	Syad.g_00918
OG0000237	Prag.g_00485	Syad.g_00936
OG0000238	Prag.g_00491	Syad.g_00941
OG0000239	Prag.g_00504	Syad.g_00957
OG0000240	Prag.g_00505	Syad.g_00958
OG0000241	Prag.g_00509	Syad.g_02160
OG0000242	Prag.g_00511	Syad.g_00975
OG0000243	Prag.g_00522	Syad.g_01000
OG0000244	Prag.g_00525	Syad.g_01012
OG0000245	Prag.g_00527	Syad.g_01014
OG0000246	Prag.g_00531	Syad.g_01017
OG0000247	Prag.g_00541	Syad.g_01029
OG0000248	Prag.g_00543	Syad.g_01032
OG0000249	Prag.g_00545	Syad.g_01034
OG0000250	Prag.g_00550	Syad.g_01044
OG0000251	Prag.g_00569	Syad.g_01071
OG0000252	Prag.g_00572	Syad.g_01078
OG0000253	Prag.g_00573	Syad.g_01081
OG0000254	Prag.g_00589	Syad.g_02203
OG0000255	Prag.g_00595	Syad.g_02185
OG0000256	Prag.g_00605	Syad.g_02167
OG0000257	Prag.g_00608	Syad.g_02161
OG0000258	Prag.g_00621	Syad.g_02143
OG0000259	Prag.g_00638	Syad.g_01576
OG0000260	Prag.g_00641	Syad.g_01587
OG0000261	Prag.g_00643	Syad.g_01590
OG0000262	Prag.g_00647	Syad.g_01595
OG0000263	Prag.g_00659	Syad.g_01475
OG0000264	Prag.g_00669	Syad.g_01360
OG0000265	Prag.g_00692	Syad.g_01383
OG0000266	Prag.g_00702	Syad.g_01804
OG0000267	Prag.g_00713	Syad.g_01645
OG0000268	Prag.g_00714	Syad.g_01646
OG0000269	Prag.g_00801	Syad.g_01894
OG0000270	Prag.g_00804	Syad.g_01891
OG0000271	Prag.g_00812	Syad.g_01883
OG0000272	Prag.g_00813	Syad.g_01882
OG0000273	Prag.g_00835	Syad.g_01247
OG0000274	Prag.g_00836	Syad.g_01246
OG0000275	Prag.g_00838	Syad.g_01242
OG0000276	Prag.g_00843	Syad.g_01229
OG0000277	Prag.g_00844	Syad.g_01228
OG0000278	Prag.g_00847	Syad.g_01225
OG0000279	Prag.g_00854	Syad.g_01208
OG0000280	Prag.g_00855	Syad.g_01198
OG0000281	Prag.g_00860	Syad.g_00624
OG0000282	Prag.g_00908	Syad.g_01619
OG0000283	Prag.g_00941	Syad.g_01661
OG0000284	Prag.g_00946	Syad.g_01787
OG0000285	Prag.g_00951	Syad.g_01776
OG0000286	Prag.g_00963	Syad.g_01758
OG0000288	Prag.g_01009	Syad.g_01687
OG0000289	Prag.g_01020	Syad.g_01672
OG0000290	Prag.g_01033	Syad.g_01287
OG0000291	Prag.g_01035	Syad.g_01289
OG0000292	Prag.g_01085	Syad.g_00155
OG0000293	Prag.g_01144	Syad.g_01124
OG0000294	Prag.g_01145	Syad.g_01125
OG0000295	Prag.g_01165	Syad.g_01181
OG0000296	Prag.g_01167	Syad.g_01183
OG0000297	Prag.g_01175	Syad.g_01512
OG0000298	Prag.g_01176	Syad.g_01511
OG0000299	Prag.g_01193	Syad.g_01462
OG0000300	Prag.g_01196	Syad.g_01455
OG0000301	Prag.g_01197	Syad.g_01454
OG0000302	Prag.g_01199	Syad.g_01453
OG0000303	Prag.g_01206	Syad.g_01442
OG0000304	Prag.g_01210	Syad.g_01436
OG0000305	Prag.g_01381	Syad.g_01292
OG0000306	Prag.g_01384	Syad.g_01989
OG0000307	Prag.g_01398	Syad.g_00883
OG0000308	Prag.g_01399	Syad.g_00881
OG0000309	Prag.g_01403	Syad.g_00876
OG0000310	Prag.g_01473	Syad.g_02250
OG0000311	Prag.g_01475	Syad.g_02254
OG0000312	Prag.g_01478	Syad.g_02265
OG0000313	Prag.g_01494	Syad.g_02284
OG0000314	Prag.g_01516	Syad.g_02313
OG0000315	Prag.g_01527	Syad.g_02323
OG0000316	Prag.g_01547	Syad.g_02564
OG0000317	Prag.g_01667	Syad.g_02620
OG0000318	Prag.g_01670	Syad.g_02624
OG0000319	Prag.g_01683	Syad.g_02642
OG0000320	Prag.g_01685	Syad.g_02644
OG0000321	Prag.g_01686	Syad.g_02645
OG0000322	Prag.g_01687	Syad.g_02646
OG0000323	Prag.g_01696	Syad.g_02661
OG0000324	Prag.g_01723	Syad.g_02505
OG0000325	Prag.g_01733	Syad.g_00591
OG0000326	Prag.g_01739	Syad.g_00598
OG0000327	Prag.g_01763	Syad.g_00649
OG0000328	Prag.g_01764	Syad.g_00650
OG0000329	Prag.g_01781	Syad.g_00668
OG0000330	Prag.g_01782	Syad.g_00669
OG0000331	Prag.g_01783	Syad.g_00670
OG0000332	Prag.g_01797	Syad.g_00685
OG0000333	Prag.g_01799	Syad.g_00688
OG0000334	Prag.g_01807	Syad.g_00697
OG0000335	Prag.g_01812	Syad.g_00702
OG0000336	Prag.g_01816	Syad.g_00706
OG0000337	Prag.g_01832	Syad.g_00425, Syad.g_00427
OG0000338	Prag.g_01833	Syad.g_00421
OG0000339	Prag.g_01837	Syad.g_00414
OG0000340	Prag.g_01845	Syad.g_00370
OG0000341	Prag.g_01847	Syad.g_00368
OG0000342	Prag.g_01848	Syad.g_00367
OG0000343	Prag.g_01849	Syad.g_00366
OG0000344	Prag.g_01852	Syad.g_00362
OG0000345	Prag.g_01857	Syad.g_00352
OG0000346	Prag.g_01862	Syad.g_00347
OG0000347	Prag.g_01878	Syad.g_00318
OG0000348	Prag.g_01887	Syad.g_00233
OG0000349	Prag.g_01904	Syad.g_00213
OG0000350	Prag.g_01923	Syad.g_00605
OG0000351	Prag.g_01940	Syad.g_00134
OG0000352	Prag.g_01941	Syad.g_00135
OG0000353	Prag.g_01956	Syad.g_00161
OG0000354	Prag.g_01282	Syad.g_00181
OG0000355	Prag.g_00001	Syad.g_00163
OG0000356	Prag.g_00002	Syad.g_00164
OG0000357	Prag.g_00003	Syad.g_00165
OG0000358	Prag.g_00007	Syad.g_00169
OG0000359	Prag.g_00008	Syad.g_00171
OG0000360	Prag.g_00009	Syad.g_00172
OG0000361	Prag.g_00010	Syad.g_00173
OG0000362	Prag.g_00012	Syad.g_00175
OG0000363	Prag.g_00014	Syad.g_00177
OG0000364	Prag.g_00015	Syad.g_00178
OG0000365	Prag.g_00020	Syad.g_00187
OG0000366	Prag.g_00021	Syad.g_00188
OG0000367	Prag.g_00022	Syad.g_00189
OG0000368	Prag.g_00024	Syad.g_00191
OG0000369	Prag.g_00025	Syad.g_00192
OG0000370	Prag.g_00026	Syad.g_00193
OG0000371	Prag.g_00032	Syad.g_00201
OG0000372	Prag.g_00035	Syad.g_00206
OG0000373	Prag.g_00036	Syad.g_00207
OG0000374	Prag.g_00037	Syad.g_00208
OG0000375	Prag.g_00040	Syad.g_00209
OG0000376	Prag.g_00042	Syad.g_00211
OG0000377	Prag.g_00045	Syad.g_03027
OG0000378	Prag.g_00047	Syad.g_03012
OG0000379	Prag.g_00050	Syad.g_03005
OG0000380	Prag.g_00060	Syad.g_02725
OG0000381	Prag.g_00064	Syad.g_02729
OG0000382	Prag.g_00075	Syad.g_02758
OG0000383	Prag.g_00077	Syad.g_02761
OG0000384	Prag.g_00078	Syad.g_02762
OG0000385	Prag.g_00079	Syad.g_02763
OG0000386	Prag.g_00080	Syad.g_02764
OG0000387	Prag.g_00092	Syad.g_02792
OG0000388	Prag.g_00095	Syad.g_02796
OG0000389	Prag.g_00099	Syad.g_02800
OG0000390	Prag.g_00106	Syad.g_02818
OG0000391	Prag.g_00109	Syad.g_02823
OG0000392	Prag.g_00113	Syad.g_02833
OG0000393	Prag.g_00115	Syad.g_02837
OG0000394	Prag.g_00116	Syad.g_02838
OG0000395	Prag.g_00117	Syad.g_02839
OG0000396	Prag.g_00120	Syad.g_02843
OG0000397	Prag.g_00122	Syad.g_02845
OG0000398	Prag.g_00124	Syad.g_02850
OG0000399	Prag.g_00125	Syad.g_02851
OG0000400	Prag.g_00126	Syad.g_02852
OG0000401	Prag.g_00127	Syad.g_02853
OG0000402	Prag.g_00129	Syad.g_02855
OG0000403	Prag.g_00130	Syad.g_02856
OG0000404	Prag.g_00131	Syad.g_02858
OG0000405	Prag.g_00135	Syad.g_02874
OG0000406	Prag.g_00140	Syad.g_02878
OG0000407	Prag.g_00141	Syad.g_02879
OG0000408	Prag.g_00143	Syad.g_02883
OG0000409	Prag.g_00145	Syad.g_02885
OG0000410	Prag.g_00146	Syad.g_02886
OG0000411	Prag.g_00147	Syad.g_02887
OG0000412	Prag.g_00148	Syad.g_02888
OG0000413	Prag.g_00149	Syad.g_02890
OG0000415	Prag.g_00151	Syad.g_02891
OG0000416	Prag.g_00152	Syad.g_02892
OG0000417	Prag.g_00153	Syad.g_02893
OG0000418	Prag.g_00158	Syad.g_02898
OG0000419	Prag.g_00160	Syad.g_02900
OG0000420	Prag.g_00161	Syad.g_02902
OG0000421	Prag.g_00166	Syad.g_02907
OG0000422	Prag.g_00167	Syad.g_02908
OG0000423	Prag.g_00168	Syad.g_02909
OG0000424	Prag.g_00169	Syad.g_02910
OG0000425	Prag.g_00170	Syad.g_02911
OG0000426	Prag.g_00171	Syad.g_02912
OG0000427	Prag.g_00172	Syad.g_02913
OG0000428	Prag.g_00174	Syad.g_02916
OG0000429	Prag.g_00175	Syad.g_02918
OG0000430	Prag.g_00176	Syad.g_02920
OG0000431	Prag.g_00178	Syad.g_02923
OG0000432	Prag.g_00181	Syad.g_02930
OG0000433	Prag.g_00182	Syad.g_02933
OG0000434	Prag.g_00183	Syad.g_02934
OG0000435	Prag.g_00184	Syad.g_02936
OG0000436	Prag.g_00189	Syad.g_02942
OG0000437	Prag.g_00190	Syad.g_02943
OG0000438	Prag.g_00191	Syad.g_02944
OG0000439	Prag.g_00193	Syad.g_02946
OG0000440	Prag.g_00194	Syad.g_02947
OG0000441	Prag.g_00197	Syad.g_02951
OG0000442	Prag.g_00198	Syad.g_02952
OG0000443	Prag.g_00199	Syad.g_02953
OG0000444	Prag.g_00204	Syad.g_02964
OG0000445	Prag.g_00205	Syad.g_02965
OG0000446	Prag.g_00206	Syad.g_02967
OG0000447	Prag.g_00207	Syad.g_02970
OG0000448	Prag.g_00208	Syad.g_02971
OG0000449	Prag.g_00209	Syad.g_02972
OG0000450	Prag.g_00210	Syad.g_02978
OG0000451	Prag.g_00211	Syad.g_02979
OG0000452	Prag.g_00214	Syad.g_02983
OG0000453	Prag.g_00215	Syad.g_02984
OG0000454	Prag.g_00216	Syad.g_02985
OG0000455	Prag.g_00217	Syad.g_02986
OG0000456	Prag.g_00218	Syad.g_02987
OG0000457	Prag.g_00219	Syad.g_02989
OG0000458	Prag.g_00220	Syad.g_02998
OG0000459	Prag.g_00221	Syad.g_02999
OG0000460	Prag.g_00228	Syad.g_00815
OG0000461	Prag.g_00235	Syad.g_00579
OG0000462	Prag.g_00237	Syad.g_00576
OG0000463	Prag.g_00238	Syad.g_00575
OG0000464	Prag.g_00239	Syad.g_00574
OG0000465	Prag.g_00240	Syad.g_00573
OG0000466	Prag.g_00243	Syad.g_00568
OG0000467	Prag.g_00244	Syad.g_00566
OG0000468	Prag.g_00245	Syad.g_00561
OG0000469	Prag.g_00253	Syad.g_00545
OG0000470	Prag.g_00255	Syad.g_00542
OG0000471	Prag.g_00256	Syad.g_00541
OG0000472	Prag.g_00257	Syad.g_00539
OG0000473	Prag.g_00259	Syad.g_00537
OG0000474	Prag.g_00260	Syad.g_00536
OG0000475	Prag.g_00261	Syad.g_00535
OG0000476	Prag.g_00262	Syad.g_00533
OG0000477	Prag.g_00266	Syad.g_00528
OG0000478	Prag.g_00267	Syad.g_00527
OG0000479	Prag.g_00268	Syad.g_00526
OG0000480	Prag.g_00273	Syad.g_00520
OG0000481	Prag.g_00275	Syad.g_00518
OG0000482	Prag.g_00276	Syad.g_00517
OG0000483	Prag.g_00279	Syad.g_00513
OG0000484	Prag.g_00280	Syad.g_00512
OG0000485	Prag.g_00281	Syad.g_00511
OG0000486	Prag.g_00282	Syad.g_00510
OG0000487	Prag.g_00286	Syad.g_00503
OG0000488	Prag.g_00289	Syad.g_00499
OG0000489	Prag.g_00294	Syad.g_00487
OG0000490	Prag.g_00299	Syad.g_00475
OG0000491	Prag.g_00300	Syad.g_00474
OG0000492	Prag.g_00302	Syad.g_00472
OG0000493	Prag.g_00303	Syad.g_00471
OG0000494	Prag.g_00304	Syad.g_00470
OG0000495	Prag.g_00305	Syad.g_00469
OG0000496	Prag.g_00306	Syad.g_00468
OG0000497	Prag.g_00307	Syad.g_00467
OG0000498	Prag.g_00308	Syad.g_00466
OG0000499	Prag.g_00309	Syad.g_00465
OG0000500	Prag.g_00310	Syad.g_00464
OG0000501	Prag.g_00312	Syad.g_00461
OG0000502	Prag.g_00315	Syad.g_00449
OG0000503	Prag.g_00329	Syad.g_00761
OG0000504	Prag.g_00330	Syad.g_00763
OG0000505	Prag.g_00331	Syad.g_00764
OG0000506	Prag.g_00333	Syad.g_00766
OG0000507	Prag.g_00336	Syad.g_00772
OG0000508	Prag.g_00339	Syad.g_00776
OG0000509	Prag.g_00341	Syad.g_00778
OG0000510	Prag.g_00342	Syad.g_00779
OG0000511	Prag.g_00343	Syad.g_00780
OG0000512	Prag.g_00345	Syad.g_00782
OG0000513	Prag.g_00352	Syad.g_00789
OG0000514	Prag.g_00410	Syad.g_00795
OG0000515	Prag.g_00411	Syad.g_00796
OG0000516	Prag.g_00412	Syad.g_02456
OG0000517	Prag.g_00414	Syad.g_02451
OG0000518	Prag.g_00425	Syad.g_02439
OG0000519	Prag.g_00426	Syad.g_02438
OG0000520	Prag.g_00427	Syad.g_02437
OG0000521	Prag.g_00432	Syad.g_01108
OG0000522	Prag.g_00434	Syad.g_01109
OG0000523	Prag.g_00435	Syad.g_01110
OG0000524	Prag.g_00440	Syad.g_02386
OG0000525	Prag.g_00443	Syad.g_02363
OG0000526	Prag.g_00444	Syad.g_02360
OG0000527	Prag.g_00452	Syad.g_02355
OG0000528	Prag.g_00457	Syad.g_00897
OG0000529	Prag.g_00460	Syad.g_00905
OG0000530	Prag.g_00463	Syad.g_00908
OG0000531	Prag.g_00464	Syad.g_00909
OG0000532	Prag.g_00466	Syad.g_00912
OG0000533	Prag.g_00467	Syad.g_00913
OG0000534	Prag.g_00468	Syad.g_00914
OG0000535	Prag.g_00469	Syad.g_00915
OG0000536	Prag.g_00470	Syad.g_00916
OG0000537	Prag.g_00471	Syad.g_00917
OG0000538	Prag.g_00479	Syad.g_00929
OG0000539	Prag.g_00480	Syad.g_00930
OG0000540	Prag.g_00481	Syad.g_00931
OG0000541	Prag.g_00482	Syad.g_00932
OG0000542	Prag.g_00484	Syad.g_00935
OG0000543	Prag.g_00486	Syad.g_00937
OG0000544	Prag.g_00487	Syad.g_00938
OG0000545	Prag.g_00489	Syad.g_00940
OG0000546	Prag.g_00492	Syad.g_00942
OG0000547	Prag.g_00494	Syad.g_00944
OG0000548	Prag.g_00495	Syad.g_00945
OG0000549	Prag.g_00497	Syad.g_00952
OG0000550	Prag.g_00502	Syad.g_00956
OG0000551	Prag.g_00506	Syad.g_00960
OG0000552	Prag.g_00507	Syad.g_00961
OG0000553	Prag.g_00508	Syad.g_00965
OG0000554	Prag.g_00513	Syad.g_00978
OG0000555	Prag.g_00521	Syad.g_00999
OG0000556	Prag.g_00523	Syad.g_01003
OG0000557	Prag.g_00524	Syad.g_01011
OG0000558	Prag.g_00526	Syad.g_01013
OG0000559	Prag.g_00530	Syad.g_01016
OG0000560	Prag.g_00533	Syad.g_01019
OG0000561	Prag.g_00534	Syad.g_01020
OG0000562	Prag.g_00535	Syad.g_01021
OG0000563	Prag.g_00536	Syad.g_01022
OG0000564	Prag.g_00537	Syad.g_01023
OG0000565	Prag.g_00540	Syad.g_01027
OG0000566	Prag.g_00542	Syad.g_01031
OG0000567	Prag.g_00546	Syad.g_01035
OG0000568	Prag.g_00547	Syad.g_01040
OG0000569	Prag.g_00548	Syad.g_01041
OG0000570	Prag.g_00549	Syad.g_01042
OG0000571	Prag.g_00551	Syad.g_01046
OG0000572	Prag.g_00564	Syad.g_01064
OG0000573	Prag.g_00570	Syad.g_01072
OG0000574	Prag.g_00571	Syad.g_01077
OG0000575	Prag.g_00575	Syad.g_01083
OG0000576	Prag.g_00577	Syad.g_01085
OG0000577	Prag.g_00578	Syad.g_01086
OG0000578	Prag.g_00579	Syad.g_01087
OG0000579	Prag.g_00580	Syad.g_01088
OG0000580	Prag.g_00581	Syad.g_01089
OG0000581	Prag.g_00583	Syad.g_01097
OG0000582	Prag.g_00586	Syad.g_02206
OG0000583	Prag.g_00587	Syad.g_02205
OG0000584	Prag.g_00588	Syad.g_02204
OG0000585	Prag.g_00590	Syad.g_02202
OG0000586	Prag.g_00591	Syad.g_02201
OG0000587	Prag.g_00592	Syad.g_02199
OG0000588	Prag.g_00596	Syad.g_02183
