Orthogroup	Prag	Syae
OG0000078	Prag.g_00232	Syae.g_02243
OG0000081	Prag.g_00510	Syae.g_02261
OG0000082	Prag.g_00563	Syae.g_02447
OG0000084	Prag.g_01484	Syae.g_02656
OG0000085	Prag.g_01662	Syae.g_01152
OG0000086	Prag.g_00082	Syae.g_01333
OG0000087	Prag.g_00132	Syae.g_01414
OG0000088	Prag.g_00159	Syae.g_01449
OG0000089	Prag.g_00350	Syae.g_02219
OG0000090	Prag.g_00512	Syae.g_02374
OG0000091	Prag.g_00620	Syae.g_00082
OG0000092	Prag.g_00911	Syae.g_00884
OG0000094	Prag.g_01017	Syae.g_00430
OG0000095	Prag.g_01036	Syae.g_01624
OG0000097	Prag.g_01194	Syae.g_00683
OG0000098	Prag.g_01371	Syae.g_02058
OG0000099	Prag.g_01424	Syae.g_01913, Syae.g_01226
OG0000100	Prag.g_01564	Syae.g_00489
OG0000101	Prag.g_01804	Syae.g_02125
OG0000102	Prag.g_01866	Syae.g_01824
OG0000103	Prag.g_01945	Syae.g_01694
OG0000104	Prag.g_01953	Syae.g_01708
OG0000105	Prag.g_00265	Syae.g_01977
OG0000106	Prag.g_00364	Syae.g_00272
OG0000107	Prag.g_00378	Syae.g_02032
OG0000108	Prag.g_00459	Syae.g_02309
OG0000109	Prag.g_00473	Syae.g_02324
OG0000110	Prag.g_00553	Syae.g_02435
OG0000111	Prag.g_00677	Syae.g_00783
OG0000112	Prag.g_00771	Syae.g_00351
OG0000113	Prag.g_00828	Syae.g_00494
OG0000114	Prag.g_00906	Syae.g_00575
OG0000115	Prag.g_01097	Syae.g_02631
OG0000116	Prag.g_01143	Syae.g_00939
OG0000117	Prag.g_01298	Syae.g_00647
OG0000118	Prag.g_01367	Syae.g_02479
OG0000119	Prag.g_01385	Syae.g_00904
OG0000120	Prag.g_01423	Syae.g_01912
OG0000121	Prag.g_01492	Syae.g_02649
OG0000122	Prag.g_01530	Syae.g_00112
OG0000123	Prag.g_01811	Syae.g_02131
OG0000124	Prag.g_01877	Syae.g_01809
OG0000125	Prag.g_01913	Syae.g_01573
OG0000126	Prag.g_01952	Syae.g_01706
OG0000128	Prag.g_00011	Syae.g_01724
OG0000129	Prag.g_00044	Syae.g_01562
OG0000130	Prag.g_00063	Syae.g_01284
OG0000131	Prag.g_00138	Syae.g_01428
OG0000132	Prag.g_00157	Syae.g_01447
OG0000133	Prag.g_00313	Syae.g_00356
OG0000134	Prag.g_00351	Syae.g_02222
OG0000135	Prag.g_00375	Syae.g_01608
OG0000136	Prag.g_00420	Syae.g_00989
OG0000137	Prag.g_00454	Syae.g_02530
OG0000138	Prag.g_00474	Syae.g_02325
OG0000139	Prag.g_00516	Syae.g_02380
OG0000140	Prag.g_00517	Syae.g_02383
OG0000141	Prag.g_00585	Syae.g_00016
OG0000142	Prag.g_00613	Syae.g_00074
OG0000143	Prag.g_00617	Syae.g_00078
OG0000144	Prag.g_00630	Syae.g_00261
OG0000145	Prag.g_00758	Syae.g_02331
OG0000146	Prag.g_00772	Syae.g_00350
OG0000147	Prag.g_00773	Syae.g_00349
OG0000148	Prag.g_00822	Syae.g_00500
OG0000149	Prag.g_00851	Syae.g_00847
OG0000150	Prag.g_00859	Syae.g_00017
OG0000151	Prag.g_00916	Syae.g_00563
OG0000152	Prag.g_00964	Syae.g_00360
OG0000153	Prag.g_00983	Syae.g_00394
OG0000154	Prag.g_01010	Syae.g_00420
OG0000155	Prag.g_01173	Syae.g_00885
OG0000156	Prag.g_01342	Syae.g_00945
OG0000157	Prag.g_01343	Syae.g_00946
OG0000158	Prag.g_01425	Syae.g_01858
OG0000160	Prag.g_01491	Syae.g_02650
OG0000161	Prag.g_01497	Syae.g_02644
OG0000162	Prag.g_01503	Syae.g_02638
OG0000163	Prag.g_01537	Syae.g_01092
OG0000164	Prag.g_01693	Syae.g_01198
OG0000165	Prag.g_01700	Syae.g_01021
OG0000166	Prag.g_01768	Syae.g_02085
OG0000167	Prag.g_01834	Syae.g_01874
OG0000168	Prag.g_01844	Syae.g_01856
OG0000169	Prag.g_01854	Syae.g_01841
OG0000170	Prag.g_01856	Syae.g_01834
OG0000171	Prag.g_01876	Syae.g_01810
OG0000172	Prag.g_01884	Syae.g_01788
OG0000173	Prag.g_01899	Syae.g_01770
OG0000174	Prag.g_01927	Syae.g_01610
OG0000175	Prag.g_01937	Syae.g_01679
OG0000176	Prag.g_00004	Syae.g_01716
OG0000177	Prag.g_00005	Syae.g_01717
OG0000178	Prag.g_00006	Syae.g_01718
OG0000179	Prag.g_00016	Syae.g_01733
OG0000180	Prag.g_00017	Syae.g_01734
OG0000181	Prag.g_00018	Syae.g_01735
OG0000182	Prag.g_00019	Syae.g_01736
OG0000183	Prag.g_00023	Syae.g_01740
OG0000184	Prag.g_00046	Syae.g_01554
OG0000185	Prag.g_00049	Syae.g_01551
OG0000186	Prag.g_00058	Syae.g_01279
OG0000187	Prag.g_00059	Syae.g_01280
OG0000188	Prag.g_00076	Syae.g_01323
OG0000189	Prag.g_00089	Syae.g_01350
OG0000190	Prag.g_00090	Syae.g_01352
OG0000191	Prag.g_00110	Syae.g_01384
OG0000192	Prag.g_00114	Syae.g_01390
OG0000193	Prag.g_00139	Syae.g_01429
OG0000194	Prag.g_00142	Syae.g_01432
OG0000195	Prag.g_00144	Syae.g_01434
OG0000196	Prag.g_00154	Syae.g_01444
OG0000197	Prag.g_00155	Syae.g_01445
OG0000198	Prag.g_00156	Syae.g_01446
OG0000199	Prag.g_00163	Syae.g_01454
OG0000200	Prag.g_00177	Syae.g_01471
OG0000201	Prag.g_00185	Syae.g_01487
OG0000202	Prag.g_00186	Syae.g_01488
OG0000203	Prag.g_00187	Syae.g_01489
OG0000204	Prag.g_00188	Syae.g_01490
OG0000205	Prag.g_00195	Syae.g_01497
OG0000206	Prag.g_00200	Syae.g_01504
OG0000207	Prag.g_00202	Syae.g_01506
OG0000208	Prag.g_00203	Syae.g_01507
OG0000209	Prag.g_00212	Syae.g_01528
OG0000210	Prag.g_00213	Syae.g_01529
OG0000212	Prag.g_00233	Syae.g_02244
OG0000213	Prag.g_00249	Syae.g_02003
OG0000214	Prag.g_00258	Syae.g_01986
OG0000215	Prag.g_00283	Syae.g_01955
OG0000216	Prag.g_00285	Syae.g_01951
OG0000217	Prag.g_00288	Syae.g_01947
OG0000218	Prag.g_00290	Syae.g_01945
OG0000219	Prag.g_00291	Syae.g_01944
OG0000220	Prag.g_00292	Syae.g_01943
OG0000221	Prag.g_00293	Syae.g_01937
OG0000222	Prag.g_00301	Syae.g_01926
OG0000223	Prag.g_00314	Syae.g_01904
OG0000224	Prag.g_00316	Syae.g_01897
OG0000225	Prag.g_00340	Syae.g_02208
OG0000226	Prag.g_00344	Syae.g_02212
OG0000227	Prag.g_00346	Syae.g_02214
OG0000228	Prag.g_00349	Syae.g_02218
OG0000229	Prag.g_00415	Syae.g_00994
OG0000230	Prag.g_00417	Syae.g_00992
OG0000231	Prag.g_00428	Syae.g_00980
OG0000232	Prag.g_00437	Syae.g_02496
OG0000233	Prag.g_00442	Syae.g_02504
OG0000234	Prag.g_00455	Syae.g_02532
OG0000235	Prag.g_00458	Syae.g_02308
OG0000236	Prag.g_00472	Syae.g_02323
OG0000237	Prag.g_00485	Syae.g_02340
OG0000238	Prag.g_00491	Syae.g_02345
OG0000239	Prag.g_00504	Syae.g_02360
OG0000240	Prag.g_00505	Syae.g_02361
OG0000241	Prag.g_00509	Syae.g_00065
OG0000242	Prag.g_00511	Syae.g_02372
OG0000243	Prag.g_00522	Syae.g_02391
OG0000244	Prag.g_00525	Syae.g_02399
OG0000245	Prag.g_00527	Syae.g_02401
OG0000246	Prag.g_00531	Syae.g_02405
OG0000247	Prag.g_00541	Syae.g_02416
OG0000248	Prag.g_00543	Syae.g_02419
OG0000249	Prag.g_00545	Syae.g_02421
OG0000250	Prag.g_00550	Syae.g_02431
OG0000251	Prag.g_00569	Syae.g_02455
OG0000252	Prag.g_00572	Syae.g_02458
OG0000253	Prag.g_00573	Syae.g_02459
OG0000254	Prag.g_00589	Syae.g_00021
OG0000255	Prag.g_00595	Syae.g_00041
OG0000256	Prag.g_00605	Syae.g_00058
OG0000257	Prag.g_00608	Syae.g_00064
OG0000258	Prag.g_00621	Syae.g_00083
OG0000259	Prag.g_00638	Syae.g_00608
OG0000260	Prag.g_00641	Syae.g_00603
OG0000261	Prag.g_00643	Syae.g_00600
OG0000262	Prag.g_00647	Syae.g_00595
OG0000263	Prag.g_00659	Syae.g_00671
OG0000264	Prag.g_00669	Syae.g_00761
OG0000265	Prag.g_00692	Syae.g_00932, Syae.g_00226
OG0000266	Prag.g_00702	Syae.g_00457
OG0000267	Prag.g_00713	Syae.g_00304
OG0000268	Prag.g_00714	Syae.g_00308
OG0000269	Prag.g_00801	Syae.g_00526
OG0000270	Prag.g_00804	Syae.g_00523
OG0000271	Prag.g_00812	Syae.g_00515
OG0000272	Prag.g_00813	Syae.g_00514
OG0000273	Prag.g_00835	Syae.g_00825
OG0000274	Prag.g_00836	Syae.g_00826
OG0000275	Prag.g_00838	Syae.g_00832
OG0000276	Prag.g_00843	Syae.g_00839
OG0000277	Prag.g_00844	Syae.g_00840
OG0000278	Prag.g_00847	Syae.g_00843
OG0000279	Prag.g_00854	Syae.g_00851
OG0000280	Prag.g_00855	Syae.g_00877
OG0000281	Prag.g_00860	Syae.g_02057
OG0000282	Prag.g_00908	Syae.g_00573
OG0000283	Prag.g_00941	Syae.g_00321
OG0000284	Prag.g_00946	Syae.g_00327
OG0000285	Prag.g_00951	Syae.g_00340
OG0000286	Prag.g_00963	Syae.g_00359
OG0000288	Prag.g_01009	Syae.g_00419
OG0000289	Prag.g_01020	Syae.g_00433
OG0000290	Prag.g_01033	Syae.g_00796
OG0000291	Prag.g_01035	Syae.g_00794
OG0000292	Prag.g_01085	Syae.g_01705
OG0000293	Prag.g_01144	Syae.g_00938
OG0000294	Prag.g_01145	Syae.g_00937
OG0000295	Prag.g_01165	Syae.g_00893
OG0000296	Prag.g_01167	Syae.g_00891
OG0000297	Prag.g_01175	Syae.g_00645
OG0000298	Prag.g_01176	Syae.g_00646
OG0000299	Prag.g_01193	Syae.g_00680
OG0000300	Prag.g_01196	Syae.g_00686
OG0000301	Prag.g_01197	Syae.g_00687
OG0000302	Prag.g_01199	Syae.g_00691
OG0000303	Prag.g_01206	Syae.g_00700
OG0000304	Prag.g_01210	Syae.g_00706
OG0000305	Prag.g_01381	Syae.g_00791
OG0000306	Prag.g_01384	Syae.g_00277
OG0000307	Prag.g_01398	Syae.g_02290
OG0000308	Prag.g_01399	Syae.g_02288
OG0000309	Prag.g_01403	Syae.g_02283
OG0000310	Prag.g_01473	Syae.g_02687
OG0000311	Prag.g_01475	Syae.g_02682
OG0000312	Prag.g_01478	Syae.g_02664
OG0000313	Prag.g_01494	Syae.g_02647
OG0000314	Prag.g_01516	Syae.g_02618
OG0000315	Prag.g_01527	Syae.g_02609
OG0000316	Prag.g_01547	Syae.g_01118
OG0000317	Prag.g_01667	Syae.g_01160
OG0000318	Prag.g_01670	Syae.g_01164
OG0000319	Prag.g_01683	Syae.g_01181
OG0000320	Prag.g_01685	Syae.g_01183
OG0000321	Prag.g_01686	Syae.g_01184
OG0000322	Prag.g_01687	Syae.g_01185
OG0000323	Prag.g_01696	Syae.g_01200
OG0000324	Prag.g_01723	Syae.g_01049
OG0000325	Prag.g_01733	Syae.g_02033
OG0000326	Prag.g_01739	Syae.g_02040
OG0000327	Prag.g_01763	Syae.g_02080
OG0000328	Prag.g_01764	Syae.g_02081
OG0000329	Prag.g_01781	Syae.g_02099
OG0000330	Prag.g_01782	Syae.g_02100
OG0000331	Prag.g_01783	Syae.g_02101
OG0000332	Prag.g_01797	Syae.g_02116
OG0000333	Prag.g_01799	Syae.g_02119
OG0000334	Prag.g_01807	Syae.g_02128
OG0000335	Prag.g_01812	Syae.g_02132
OG0000336	Prag.g_01816	Syae.g_02136
OG0000337	Prag.g_01832	Syae.g_01879
OG0000338	Prag.g_01833	Syae.g_01876
OG0000339	Prag.g_01837	Syae.g_01869
OG0000340	Prag.g_01845	Syae.g_01855
OG0000341	Prag.g_01847	Syae.g_01853
OG0000342	Prag.g_01848	Syae.g_01852
OG0000343	Prag.g_01849	Syae.g_01848
OG0000344	Prag.g_01852	Syae.g_01843
OG0000345	Prag.g_01857	Syae.g_01833
OG0000346	Prag.g_01862	Syae.g_01828
OG0000347	Prag.g_01878	Syae.g_01805
OG0000348	Prag.g_01887	Syae.g_01781
OG0000349	Prag.g_01904	Syae.g_01763
OG0000350	Prag.g_01923	Syae.g_02047
OG0000351	Prag.g_01940	Syae.g_01684
OG0000352	Prag.g_01941	Syae.g_01685
OG0000353	Prag.g_01956	Syae.g_01711
OG0000354	Prag.g_01282	Syae.g_01731
OG0000355	Prag.g_00001	Syae.g_01713
OG0000356	Prag.g_00002	Syae.g_01714
OG0000357	Prag.g_00003	Syae.g_01715
OG0000358	Prag.g_00007	Syae.g_01719
OG0000359	Prag.g_00008	Syae.g_01721
OG0000360	Prag.g_00009	Syae.g_01722
OG0000361	Prag.g_00010	Syae.g_01723
OG0000362	Prag.g_00012	Syae.g_01725
OG0000363	Prag.g_00014	Syae.g_01727
OG0000364	Prag.g_00015	Syae.g_01728
OG0000365	Prag.g_00020	Syae.g_01737
OG0000366	Prag.g_00021	Syae.g_01738
OG0000367	Prag.g_00022	Syae.g_01739
OG0000368	Prag.g_00024	Syae.g_01741
OG0000369	Prag.g_00025	Syae.g_01742
OG0000370	Prag.g_00026	Syae.g_01743
OG0000371	Prag.g_00032	Syae.g_01751
OG0000372	Prag.g_00035	Syae.g_01756
OG0000373	Prag.g_00036	Syae.g_01757
OG0000374	Prag.g_00037	Syae.g_01758
OG0000375	Prag.g_00040	Syae.g_01759
OG0000376	Prag.g_00042	Syae.g_01761
OG0000377	Prag.g_00045	Syae.g_01561
OG0000378	Prag.g_00047	Syae.g_01553
OG0000379	Prag.g_00050	Syae.g_01550
OG0000380	Prag.g_00060	Syae.g_01281
OG0000381	Prag.g_00064	Syae.g_01285
OG0000382	Prag.g_00075	Syae.g_01322
OG0000383	Prag.g_00077	Syae.g_01324
OG0000384	Prag.g_00078	Syae.g_01325
OG0000385	Prag.g_00079	Syae.g_01326
OG0000386	Prag.g_00080	Syae.g_01327
OG0000387	Prag.g_00092	Syae.g_01354
OG0000388	Prag.g_00095	Syae.g_01358
OG0000389	Prag.g_00099	Syae.g_01362
OG0000390	Prag.g_00106	Syae.g_01378
OG0000391	Prag.g_00109	Syae.g_01383
OG0000392	Prag.g_00113	Syae.g_01389
OG0000393	Prag.g_00115	Syae.g_01392
OG0000394	Prag.g_00116	Syae.g_01393
OG0000395	Prag.g_00117	Syae.g_01394
OG0000396	Prag.g_00120	Syae.g_01397
OG0000397	Prag.g_00122	Syae.g_01400
OG0000398	Prag.g_00124	Syae.g_01405
OG0000399	Prag.g_00125	Syae.g_01406
OG0000400	Prag.g_00126	Syae.g_01407
OG0000401	Prag.g_00127	Syae.g_01408
OG0000402	Prag.g_00129	Syae.g_01410
OG0000403	Prag.g_00130	Syae.g_01411
OG0000404	Prag.g_00131	Syae.g_01412
OG0000405	Prag.g_00135	Syae.g_01426
OG0000406	Prag.g_00140	Syae.g_01430
OG0000407	Prag.g_00141	Syae.g_01431
OG0000408	Prag.g_00143	Syae.g_01433
OG0000409	Prag.g_00145	Syae.g_01435
OG0000410	Prag.g_00146	Syae.g_01436
OG0000411	Prag.g_00147	Syae.g_01437
OG0000412	Prag.g_00148	Syae.g_01438
OG0000413	Prag.g_00149	Syae.g_01440
OG0000415	Prag.g_00151	Syae.g_01441
OG0000416	Prag.g_00152	Syae.g_01442
OG0000417	Prag.g_00153	Syae.g_01443
OG0000418	Prag.g_00158	Syae.g_01448
OG0000419	Prag.g_00160	Syae.g_01450
OG0000420	Prag.g_00161	Syae.g_01452
OG0000421	Prag.g_00166	Syae.g_01457
OG0000422	Prag.g_00167	Syae.g_01458
OG0000423	Prag.g_00168	Syae.g_01459
OG0000424	Prag.g_00169	Syae.g_01460
OG0000425	Prag.g_00170	Syae.g_01461
OG0000426	Prag.g_00171	Syae.g_01462
OG0000427	Prag.g_00172	Syae.g_01463
OG0000428	Prag.g_00174	Syae.g_01466
OG0000429	Prag.g_00175	Syae.g_01468
OG0000430	Prag.g_00176	Syae.g_01470
OG0000431	Prag.g_00178	Syae.g_01473
OG0000432	Prag.g_00181	Syae.g_01481
OG0000433	Prag.g_00182	Syae.g_01484
OG0000434	Prag.g_00183	Syae.g_01485
OG0000435	Prag.g_00184	Syae.g_01486
OG0000436	Prag.g_00189	Syae.g_01491
OG0000437	Prag.g_00190	Syae.g_01492
OG0000438	Prag.g_00191	Syae.g_01493
OG0000439	Prag.g_00193	Syae.g_01495
OG0000440	Prag.g_00194	Syae.g_01496
OG0000441	Prag.g_00197	Syae.g_01501
OG0000442	Prag.g_00198	Syae.g_01502
OG0000443	Prag.g_00199	Syae.g_01503
OG0000444	Prag.g_00204	Syae.g_01509
OG0000445	Prag.g_00205	Syae.g_01510
OG0000446	Prag.g_00206	Syae.g_01512
OG0000447	Prag.g_00207	Syae.g_01517
OG0000448	Prag.g_00208	Syae.g_01518
OG0000449	Prag.g_00209	Syae.g_01519
OG0000450	Prag.g_00210	Syae.g_01525
OG0000451	Prag.g_00211	Syae.g_01526
OG0000452	Prag.g_00214	Syae.g_01530
OG0000453	Prag.g_00215	Syae.g_01531
OG0000454	Prag.g_00216	Syae.g_01532
OG0000455	Prag.g_00217	Syae.g_01533
OG0000456	Prag.g_00218	Syae.g_01534
OG0000457	Prag.g_00219	Syae.g_01536
OG0000458	Prag.g_00220	Syae.g_01538
OG0000459	Prag.g_00221	Syae.g_01539
OG0000460	Prag.g_00228	Syae.g_02236
OG0000461	Prag.g_00235	Syae.g_02024
OG0000462	Prag.g_00237	Syae.g_02021
OG0000463	Prag.g_00238	Syae.g_02020
OG0000464	Prag.g_00239	Syae.g_02019
OG0000465	Prag.g_00240	Syae.g_02018
OG0000466	Prag.g_00243	Syae.g_02014
OG0000467	Prag.g_00244	Syae.g_02012
OG0000468	Prag.g_00245	Syae.g_02007
OG0000469	Prag.g_00253	Syae.g_01992
OG0000470	Prag.g_00255	Syae.g_01990
OG0000471	Prag.g_00256	Syae.g_01989
OG0000472	Prag.g_00257	Syae.g_01987
OG0000473	Prag.g_00259	Syae.g_01985
OG0000474	Prag.g_00260	Syae.g_01984
OG0000475	Prag.g_00261	Syae.g_01983
OG0000476	Prag.g_00262	Syae.g_01981
OG0000477	Prag.g_00266	Syae.g_01975
OG0000478	Prag.g_00267	Syae.g_01974
OG0000479	Prag.g_00268	Syae.g_01973
OG0000480	Prag.g_00273	Syae.g_01966
OG0000481	Prag.g_00275	Syae.g_01964
OG0000482	Prag.g_00276	Syae.g_01963
OG0000483	Prag.g_00279	Syae.g_01959
OG0000484	Prag.g_00280	Syae.g_01958
OG0000485	Prag.g_00281	Syae.g_01957
OG0000486	Prag.g_00282	Syae.g_01956
OG0000487	Prag.g_00286	Syae.g_01950
OG0000488	Prag.g_00289	Syae.g_01946
OG0000489	Prag.g_00294	Syae.g_01936
OG0000490	Prag.g_00299	Syae.g_01928
OG0000491	Prag.g_00300	Syae.g_01927
OG0000492	Prag.g_00302	Syae.g_01925
OG0000493	Prag.g_00303	Syae.g_01924
OG0000494	Prag.g_00304	Syae.g_01923
OG0000495	Prag.g_00305	Syae.g_01922
OG0000496	Prag.g_00306	Syae.g_01921
OG0000497	Prag.g_00307	Syae.g_01920
OG0000498	Prag.g_00308	Syae.g_01919
OG0000499	Prag.g_00309	Syae.g_01918
OG0000500	Prag.g_00310	Syae.g_01917
OG0000501	Prag.g_00312	Syae.g_01914
OG0000502	Prag.g_00315	Syae.g_01902
OG0000503	Prag.g_00329	Syae.g_02192
OG0000504	Prag.g_00330	Syae.g_02194
OG0000505	Prag.g_00331	Syae.g_02195
OG0000506	Prag.g_00333	Syae.g_02197
OG0000507	Prag.g_00336	Syae.g_02203
OG0000508	Prag.g_00339	Syae.g_02207
OG0000509	Prag.g_00341	Syae.g_02209
OG0000510	Prag.g_00342	Syae.g_02210
OG0000511	Prag.g_00343	Syae.g_02211
OG0000512	Prag.g_00345	Syae.g_02213
OG0000513	Prag.g_00352	Syae.g_02223
OG0000514	Prag.g_00410	Syae.g_02229
OG0000515	Prag.g_00411	Syae.g_02230
OG0000516	Prag.g_00412	Syae.g_01000
OG0000517	Prag.g_00414	Syae.g_00995
OG0000518	Prag.g_00425	Syae.g_00983
OG0000519	Prag.g_00426	Syae.g_00982
OG0000520	Prag.g_00427	Syae.g_00981
OG0000521	Prag.g_00432	Syae.g_02491
OG0000522	Prag.g_00434	Syae.g_02493
OG0000523	Prag.g_00435	Syae.g_02494
OG0000524	Prag.g_00440	Syae.g_02501
OG0000525	Prag.g_00443	Syae.g_02520
OG0000526	Prag.g_00444	Syae.g_02523
OG0000527	Prag.g_00452	Syae.g_02528
OG0000528	Prag.g_00457	Syae.g_02304
OG0000529	Prag.g_00460	Syae.g_02310
OG0000530	Prag.g_00463	Syae.g_02313
OG0000531	Prag.g_00464	Syae.g_02314
OG0000532	Prag.g_00466	Syae.g_02317
OG0000533	Prag.g_00467	Syae.g_02318
OG0000534	Prag.g_00468	Syae.g_02319
OG0000535	Prag.g_00469	Syae.g_02320
OG0000536	Prag.g_00470	Syae.g_02321
OG0000537	Prag.g_00471	Syae.g_02322
OG0000538	Prag.g_00479	Syae.g_02333
OG0000539	Prag.g_00480	Syae.g_02334
OG0000540	Prag.g_00481	Syae.g_02335
OG0000541	Prag.g_00482	Syae.g_02336
OG0000542	Prag.g_00484	Syae.g_02339
OG0000543	Prag.g_00486	Syae.g_02341
OG0000544	Prag.g_00487	Syae.g_02342
OG0000545	Prag.g_00489	Syae.g_02344
OG0000546	Prag.g_00492	Syae.g_02346
OG0000547	Prag.g_00494	Syae.g_02348
OG0000548	Prag.g_00495	Syae.g_02349
OG0000549	Prag.g_00497	Syae.g_02354
OG0000550	Prag.g_00502	Syae.g_02358
OG0000551	Prag.g_00506	Syae.g_02363
OG0000552	Prag.g_00507	Syae.g_02364
OG0000553	Prag.g_00508	Syae.g_02366
OG0000554	Prag.g_00513	Syae.g_02375
OG0000555	Prag.g_00521	Syae.g_02390
OG0000556	Prag.g_00523	Syae.g_02394
OG0000557	Prag.g_00524	Syae.g_02398
OG0000558	Prag.g_00526	Syae.g_02400
OG0000559	Prag.g_00530	Syae.g_02404
OG0000560	Prag.g_00533	Syae.g_02407
OG0000561	Prag.g_00534	Syae.g_02408
OG0000562	Prag.g_00535	Syae.g_02409
OG0000563	Prag.g_00536	Syae.g_02410
OG0000564	Prag.g_00537	Syae.g_02411
OG0000565	Prag.g_00540	Syae.g_02414
OG0000566	Prag.g_00542	Syae.g_02418
OG0000567	Prag.g_00546	Syae.g_02422
OG0000568	Prag.g_00547	Syae.g_02427
OG0000569	Prag.g_00548	Syae.g_02428
OG0000570	Prag.g_00549	Syae.g_02429
OG0000571	Prag.g_00551	Syae.g_02433
OG0000572	Prag.g_00564	Syae.g_02448
OG0000573	Prag.g_00570	Syae.g_02456
OG0000574	Prag.g_00571	Syae.g_02457
OG0000575	Prag.g_00575	Syae.g_02461
OG0000576	Prag.g_00577	Syae.g_02463
OG0000577	Prag.g_00578	Syae.g_02464
OG0000578	Prag.g_00579	Syae.g_02465
OG0000579	Prag.g_00580	Syae.g_02466
OG0000580	Prag.g_00581	Syae.g_02467
OG0000581	Prag.g_00583	Syae.g_02473
OG0000582	Prag.g_00586	Syae.g_00018
OG0000583	Prag.g_00587	Syae.g_00019
OG0000584	Prag.g_00588	Syae.g_00020
OG0000585	Prag.g_00590	Syae.g_00022
OG0000586	Prag.g_00591	Syae.g_00023
OG0000587	Prag.g_00592	Syae.g_00025
OG0000588	Prag.g_00596	Syae.g_00043
OG0000589	Prag.g_00599	Syae.g_00047
OG0000590	Prag.g_00600	Syae.g_00048
