Orthogroup	Syak	Prbh
OG0000088	Syak.g_02106	Prbh.g_00616
OG0000089	Syak.g_01215	Prbh.g_00415
OG0000090	Syak.g_02640	Prbh.g_00296
OG0000091	Syak.g_00043	Prbh.g_01211
OG0000092	Syak.g_01126	Prbh.g_00883
OG0000097	Syak.g_00816	Prbh.g_01236
OG0000098	Syak.g_00345	Prbh.g_01935
OG0000099	Syak.g_01527	Prbh.g_00032
OG0000100	Syak.g_00622	Prbh.g_00179
OG0000101	Syak.g_01305	Prbh.g_01644
OG0000102	Syak.g_01661	Prbh.g_01576
OG0000103	Syak.g_01812	Prbh.g_01489
OG0000104	Syak.g_01799	Prbh.g_01480
OG0000105	Syak.g_01451	Prbh.g_00505
OG0000106	Syak.g_00096	Prbh.g_00821
OG0000107	Syak.g_01392	Prbh.g_01718
OG0000108	Syak.g_02574	Prbh.g_00351
OG0000109	Syak.g_02590, Syak.g_01061	Prbh.g_00337
OG0000110	Syak.g_02698	Prbh.g_00254
OG0000111	Syak.g_00725	Prbh.g_00937
OG0000112	Syak.g_00512	Prbh.g_01078
OG0000113	Syak.g_00461	Prbh.g_00976
OG0000114	Syak.g_00373	Prbh.g_00878
OG0000115	Syak.g_01066	Prbh.g_01344
OG0000116	Syak.g_00911	Prbh.g_01294
OG0000117	Syak.g_00846	Prbh.g_01255
OG0000118	Syak.g_00954	Prbh.g_01385
OG0000119	Syak.g_00917	Prbh.g_01333, Prbh.g_00194
OG0000120	Syak.g_01526	Prbh.g_00031
OG0000121	Syak.g_01044	Prbh.g_00101
OG0000122	Syak.g_00081	Prbh.g_01347, Prbh.g_00143
OG0000123	Syak.g_01299	Prbh.g_01637
OG0000124	Syak.g_01692	Prbh.g_01564
OG0000125	Syak.g_01934	Prbh.g_01528
OG0000126	Syak.g_01801	Prbh.g_01481
OG0000127	Syak.g_02269, Syak.g_02544	Prbh.g_01938
OG0000128	Syak.g_01782	Prbh.g_01953
OG0000129	Syak.g_01947	Prbh.g_00738
OG0000130	Syak.g_02255	Prbh.g_00713
OG0000131	Syak.g_02128	Prbh.g_00637
OG0000132	Syak.g_02108	Prbh.g_00618
OG0000133	Syak.g_00507	Prbh.g_00457
OG0000134	Syak.g_01212	Prbh.g_00413
OG0000135	Syak.g_01897	Prbh.g_01825
OG0000136	Syak.g_01186	Prbh.g_00391
OG0000137	Syak.g_01118	Prbh.g_00356
OG0000138	Syak.g_02591	Prbh.g_00336
OG0000139	Syak.g_02646	Prbh.g_00292
OG0000140	Syak.g_02650	Prbh.g_00291
OG0000141	Syak.g_02746	Prbh.g_00222
OG0000142	Syak.g_00035	Prbh.g_01218
OG0000143	Syak.g_00039	Prbh.g_01215
OG0000144	Syak.g_00260	Prbh.g_01201
OG0000145	Syak.g_02598	Prbh.g_01880
OG0000146	Syak.g_00514	Prbh.g_01077
OG0000147	Syak.g_00515	Prbh.g_01076
OG0000148	Syak.g_00455	Prbh.g_00970
OG0000149	Syak.g_00596	Prbh.g_01002
OG0000150	Syak.g_02747	Prbh.g_01012
OG0000151	Syak.g_00387	Prbh.g_00888
OG0000152	Syak.g_00503	Prbh.g_01086
OG0000153	Syak.g_00470	Prbh.g_01104
OG0000154	Syak.g_00645	Prbh.g_01121
OG0000155	Syak.g_00855	Prbh.g_01261
OG0000156	Syak.g_00919	Prbh.g_01362
OG0000157	Syak.g_00920	Prbh.g_01363
OG0000158	Syak.g_01624	Prbh.g_01599
OG0000160	Syak.g_01043	Prbh.g_00100
OG0000161	Syak.g_01050	Prbh.g_01288, Prbh.g_00106
OG0000162	Syak.g_01058	Prbh.g_00112
OG0000163	Syak.g_02478	Prbh.g_00151
OG0000164	Syak.g_02384	Prbh.g_01758
OG0000165	Syak.g_02374	Prbh.g_01750
OG0000166	Syak.g_01345	Prbh.g_01681
OG0000167	Syak.g_01561	Prbh.g_01609
OG0000168	Syak.g_01625	Prbh.g_01598
OG0000169	Syak.g_01637	Prbh.g_01588
OG0000170	Syak.g_01644	Prbh.g_01585
OG0000171	Syak.g_01691	Prbh.g_01565
OG0000172	Syak.g_01713	Prbh.g_01558
OG0000173	Syak.g_01733	Prbh.g_01543
OG0000174	Syak.g_01895	Prbh.g_01512
OG0000175	Syak.g_01827	Prbh.g_01500
OG0000176	Syak.g_01790	Prbh.g_01472
OG0000177	Syak.g_01789	Prbh.g_01471
OG0000178	Syak.g_01788	Prbh.g_01470
OG0000179	Syak.g_01773	Prbh.g_00764
OG0000180	Syak.g_01772	Prbh.g_00763
OG0000181	Syak.g_01771	Prbh.g_00762
OG0000182	Syak.g_01770	Prbh.g_00761
OG0000183	Syak.g_01766	Prbh.g_00757
OG0000184	Syak.g_01955	Prbh.g_00734
OG0000185	Syak.g_01971	Prbh.g_00731
OG0000186	Syak.g_02258	Prbh.g_00719
OG0000187	Syak.g_02257	Prbh.g_00718
OG0000188	Syak.g_02235	Prbh.g_00701
OG0000189	Syak.g_02203	Prbh.g_00687
OG0000190	Syak.g_01575	Prbh.g_00686
OG0000191	Syak.g_02171	Prbh.g_00664
OG0000192	Syak.g_02165	Prbh.g_00659
OG0000193	Syak.g_02127	Prbh.g_00636
OG0000194	Syak.g_02124	Prbh.g_00633
OG0000195	Syak.g_02122	Prbh.g_00631
OG0000196	Syak.g_02111	Prbh.g_00621
OG0000197	Syak.g_02110	Prbh.g_00620
OG0000198	Syak.g_02109	Prbh.g_00619
OG0000199	Syak.g_02100	Prbh.g_00612
OG0000200	Syak.g_02083	Prbh.g_00599
OG0000201	Syak.g_02068	Prbh.g_00590
OG0000202	Syak.g_02067	Prbh.g_00589
OG0000203	Syak.g_02066	Prbh.g_00588
OG0000204	Syak.g_02065	Prbh.g_00587
OG0000205	Syak.g_02058	Prbh.g_00580
OG0000206	Syak.g_02038	Prbh.g_00575
OG0000207	Syak.g_02025	Prbh.g_00573
OG0000208	Syak.g_02024	Prbh.g_00572
OG0000209	Syak.g_01995	Prbh.g_00563
OG0000210	Syak.g_01994	Prbh.g_00562
OG0000211	Syak.g_02300, Syak.g_02017	Prbh.g_00547
OG0000212	Syak.g_02311	Prbh.g_00539
OG0000213	Syak.g_01425	Prbh.g_00521
OG0000214	Syak.g_01442	Prbh.g_00512
OG0000215	Syak.g_01474	Prbh.g_00485
OG0000216	Syak.g_01478	Prbh.g_00484
OG0000217	Syak.g_01482	Prbh.g_00481
OG0000218	Syak.g_01484	Prbh.g_00479
OG0000219	Syak.g_01485	Prbh.g_00478
OG0000220	Syak.g_01486	Prbh.g_00477
OG0000221	Syak.g_01498	Prbh.g_00476
OG0000222	Syak.g_01512	Prbh.g_00469
OG0000223	Syak.g_01531	Prbh.g_00456
OG0000224	Syak.g_01532	Prbh.g_00454
OG0000225	Syak.g_01230	Prbh.g_00426
OG0000226	Syak.g_01226	Prbh.g_00422
OG0000227	Syak.g_01224	Prbh.g_00420
OG0000228	Syak.g_01216	Prbh.g_00416
OG0000229	Syak.g_01191	Prbh.g_00396
OG0000230	Syak.g_01189	Prbh.g_00394
OG0000231	Syak.g_01176	Prbh.g_00383
OG0000232	Syak.g_01156	Prbh.g_00370
OG0000233	Syak.g_01145	Prbh.g_00365
OG0000234	Syak.g_01116	Prbh.g_00355
OG0000235	Syak.g_02573	Prbh.g_00352
OG0000236	Syak.g_02589	Prbh.g_00338
OG0000237	Syak.g_02607	Prbh.g_00324
OG0000238	Syak.g_02612	Prbh.g_00318
OG0000239	Syak.g_02628	Prbh.g_00305
OG0000240	Syak.g_02629	Prbh.g_00304
OG0000241	Syak.g_00027	Prbh.g_00299
OG0000242	Syak.g_02638	Prbh.g_00297
OG0000243	Syak.g_02658	Prbh.g_00287
OG0000244	Syak.g_02665	Prbh.g_00284
OG0000245	Syak.g_02667	Prbh.g_00282
OG0000246	Syak.g_02671	Prbh.g_00278
OG0000247	Syak.g_02681	Prbh.g_00267
OG0000248	Syak.g_02684	Prbh.g_00264
OG0000249	Syak.g_02686	Prbh.g_00262
OG0000250	Syak.g_02694	Prbh.g_00257
OG0000251	Syak.g_02722	Prbh.g_00239
OG0000252	Syak.g_02725	Prbh.g_00236
OG0000253	Syak.g_02727	Prbh.g_00235
OG0000254	Syak.g_02752	Prbh.g_00218
OG0000255	Syak.g_02772	Prbh.g_00212
OG0000256	Syak.g_00020	Prbh.g_01455
OG0000257	Syak.g_00026	Prbh.g_01223
OG0000258	Syak.g_00044	Prbh.g_01210
OG0000259	Syak.g_00334	Prbh.g_01193
OG0000260	Syak.g_00338	Prbh.g_01190
OG0000261	Syak.g_00348	Prbh.g_01187
OG0000262	Syak.g_00353	Prbh.g_01182
OG0000263	Syak.g_00828	Prbh.g_00915
OG0000264	Syak.g_00698	Prbh.g_00926
OG0000265	Syak.g_00211	Prbh.g_00945
OG0000266	Syak.g_00778	Prbh.g_01163
OG0000267	Syak.g_00555	Prbh.g_01150
OG0000268	Syak.g_00554	Prbh.g_01149
OG0000269	Syak.g_00429	Prbh.g_00948
OG0000270	Syak.g_00432	Prbh.g_00951
OG0000271	Syak.g_00440	Prbh.g_00959
OG0000272	Syak.g_00441	Prbh.g_00960
OG0000274	Syak.g_00615	Prbh.g_00984
OG0000275	Syak.g_00611	Prbh.g_00987
OG0000276	Syak.g_00604	Prbh.g_00993
OG0000277	Syak.g_00603	Prbh.g_00994
OG0000278	Syak.g_00600	Prbh.g_00997
OG0000279	Syak.g_00592	Prbh.g_01005
OG0000280	Syak.g_00582	Prbh.g_01006
OG0000281	Syak.g_00339	Prbh.g_01013
OG0000282	Syak.g_00375	Prbh.g_00880
OG0000283	Syak.g_00541	Prbh.g_01059
OG0000284	Syak.g_00536	Prbh.g_01064
OG0000285	Syak.g_00523	Prbh.g_01069
OG0000286	Syak.g_00504	Prbh.g_01085
OG0000287	Syak.g_00477	Prbh.g_01342
OG0000288	Syak.g_00644	Prbh.g_01120
OG0000289	Syak.g_00659	Prbh.g_01135
OG0000290	Syak.g_00738	Prbh.g_01034
OG0000291	Syak.g_00737	Prbh.g_01032
OG0000292	Syak.g_01802	Prbh.g_01328
OG0000293	Syak.g_00910	Prbh.g_01293
OG0000294	Syak.g_00909	Prbh.g_01292
OG0000295	Syak.g_00863	Prbh.g_01268
OG0000296	Syak.g_00861	Prbh.g_01266
OG0000297	Syak.g_00848	Prbh.g_01257
OG0000298	Syak.g_00847	Prbh.g_01256
OG0000299	Syak.g_00820	Prbh.g_01237
OG0000300	Syak.g_00813	Prbh.g_01234
OG0000301	Syak.g_00812	Prbh.g_01233
OG0000302	Syak.g_00811	Prbh.g_01231
OG0000303	Syak.g_00674	Prbh.g_01225
OG0000304	Syak.g_00680	Prbh.g_01450
OG0000305	Syak.g_00732	Prbh.g_01326
OG0000306	Syak.g_00094	Prbh.g_01017
OG0000307	Syak.g_02556	Prbh.g_00019
OG0000308	Syak.g_02554	Prbh.g_00020
OG0000309	Syak.g_02549	Prbh.g_00024
OG0000310	Syak.g_00994	Prbh.g_00082
OG0000311	Syak.g_00999	Prbh.g_00084
OG0000312	Syak.g_01028	Prbh.g_00087
OG0000313	Syak.g_01046	Prbh.g_00103
OG0000314	Syak.g_01079	Prbh.g_00126
OG0000315	Syak.g_01090	Prbh.g_00136
OG0000316	Syak.g_02462	Prbh.g_00162
OG0000317	Syak.g_02419	Prbh.g_01785
OG0000318	Syak.g_02415	Prbh.g_01781
OG0000319	Syak.g_02399	Prbh.g_01768
OG0000320	Syak.g_02397	Prbh.g_01766
OG0000321	Syak.g_02396	Prbh.g_01765
OG0000322	Syak.g_02395	Prbh.g_01764
OG0000323	Syak.g_02380	Prbh.g_01755
OG0000324	Syak.g_02347	Prbh.g_01727
OG0000325	Syak.g_01391	Prbh.g_01717
OG0000326	Syak.g_01384	Prbh.g_01710
OG0000327	Syak.g_01350	Prbh.g_01686
OG0000328	Syak.g_01349	Prbh.g_01685
OG0000329	Syak.g_01331	Prbh.g_01668
OG0000330	Syak.g_01330	Prbh.g_01667
OG0000331	Syak.g_01329	Prbh.g_01666
OG0000332	Syak.g_01314	Prbh.g_01652
OG0000333	Syak.g_01311	Prbh.g_01650
OG0000334	Syak.g_01302	Prbh.g_01641
OG0000335	Syak.g_01298	Prbh.g_01636
OG0000336	Syak.g_01294	Prbh.g_01632
OG0000337	Syak.g_01555	Prbh.g_01613
OG0000338	Syak.g_01558	Prbh.g_01612
OG0000339	Syak.g_01566	Prbh.g_01606
OG0000340	Syak.g_01626	Prbh.g_01597
OG0000341	Syak.g_01628	Prbh.g_01595
OG0000342	Syak.g_01629	Prbh.g_01594
OG0000343	Syak.g_01631	Prbh.g_01593
OG0000344	Syak.g_01635	Prbh.g_01590
OG0000345	Syak.g_01645	Prbh.g_01584
OG0000346	Syak.g_01651	Prbh.g_01580
OG0000347	Syak.g_01694	Prbh.g_01563
OG0000348	Syak.g_01717	Prbh.g_01555
OG0000349	Syak.g_01740	Prbh.g_01537
OG0000350	Syak.g_01377	Prbh.g_01516
OG0000351	Syak.g_01823	Prbh.g_01497
OG0000352	Syak.g_01822	Prbh.g_01496
OG0000353	Syak.g_01796	Prbh.g_01477
OG0000355	Syak.g_01793	Prbh.g_01475
OG0000356	Syak.g_01792	Prbh.g_01474
OG0000357	Syak.g_01791	Prbh.g_01473
OG0000358	Syak.g_01787	Prbh.g_01469
OG0000359	Syak.g_01785	Prbh.g_01468
OG0000360	Syak.g_01784	Prbh.g_01467
OG0000361	Syak.g_01783	Prbh.g_01466
OG0000362	Syak.g_01781	Prbh.g_01952
OG0000363	Syak.g_01779	Prbh.g_00766
OG0000364	Syak.g_01778	Prbh.g_00765
OG0000365	Syak.g_01769	Prbh.g_00760
OG0000366	Syak.g_01768	Prbh.g_00759
OG0000367	Syak.g_01767	Prbh.g_00758
OG0000368	Syak.g_01765	Prbh.g_00756
OG0000369	Syak.g_01764	Prbh.g_00755
OG0000370	Syak.g_01763	Prbh.g_00754
OG0000371	Syak.g_01753	Prbh.g_00748
OG0000372	Syak.g_01748	Prbh.g_00746
OG0000373	Syak.g_01747	Prbh.g_00745
OG0000374	Syak.g_01746	Prbh.g_00744
OG0000375	Syak.g_01744	Prbh.g_00743
OG0000376	Syak.g_01742	Prbh.g_00741
OG0000377	Syak.g_01948	Prbh.g_00737
OG0000378	Syak.g_01968	Prbh.g_00733
OG0000379	Syak.g_01972	Prbh.g_00730
OG0000380	Syak.g_02256	Prbh.g_00717
OG0000381	Syak.g_02254	Prbh.g_00712
OG0000382	Syak.g_02236	Prbh.g_00702
OG0000383	Syak.g_02229	Prbh.g_00700
OG0000384	Syak.g_02228	Prbh.g_00699
OG0000385	Syak.g_02227	Prbh.g_00698
OG0000386	Syak.g_02226	Prbh.g_00697
OG0000387	Syak.g_02200	Prbh.g_00684
OG0000388	Syak.g_02196	Prbh.g_00680
OG0000389	Syak.g_02345, Syak.g_02193	Prbh.g_00677
OG0000390	Syak.g_02177	Prbh.g_00668
OG0000391	Syak.g_02172	Prbh.g_00665
OG0000392	Syak.g_02166	Prbh.g_00661
OG0000393	Syak.g_02163	Prbh.g_00658
OG0000394	Syak.g_02162	Prbh.g_00657
OG0000395	Syak.g_02161	Prbh.g_00656
OG0000396	Syak.g_02158	Prbh.g_00654
OG0000397	Syak.g_02156	Prbh.g_00652
OG0000398	Syak.g_02151	Prbh.g_00649
OG0000399	Syak.g_02150	Prbh.g_00648
OG0000400	Syak.g_02149	Prbh.g_00647
OG0000401	Syak.g_02148	Prbh.g_00646
OG0000402	Syak.g_02146	Prbh.g_01144
OG0000403	Syak.g_02145	Prbh.g_00644
OG0000404	Syak.g_02143	Prbh.g_00643
OG0000405	Syak.g_02131	Prbh.g_00639
OG0000406	Syak.g_02126	Prbh.g_00635
OG0000407	Syak.g_02125	Prbh.g_00634
OG0000408	Syak.g_02123	Prbh.g_00632
OG0000409	Syak.g_02121	Prbh.g_00630
OG0000410	Syak.g_02120	Prbh.g_00629
OG0000411	Syak.g_02119	Prbh.g_00628
OG0000412	Syak.g_02118	Prbh.g_00627
OG0000413	Syak.g_02116	Prbh.g_00626
OG0000415	Syak.g_02114	Prbh.g_00624
OG0000416	Syak.g_02113	Prbh.g_00623
OG0000417	Syak.g_02112	Prbh.g_00622
OG0000418	Syak.g_02107	Prbh.g_00617
OG0000419	Syak.g_02105	Prbh.g_00615
OG0000420	Syak.g_02103	Prbh.g_00614
OG0000421	Syak.g_02097	Prbh.g_00610
OG0000422	Syak.g_02096	Prbh.g_00609
OG0000423	Syak.g_02095	Prbh.g_00608
OG0000424	Syak.g_02094	Prbh.g_00607
OG0000425	Syak.g_02093	Prbh.g_00606
OG0000426	Syak.g_02092	Prbh.g_00605
OG0000427	Syak.g_02091	Prbh.g_00604
OG0000428	Syak.g_02088	Prbh.g_00602
OG0000429	Syak.g_02086	Prbh.g_00601
OG0000430	Syak.g_02084	Prbh.g_00600
OG0000431	Syak.g_02081	Prbh.g_00598
OG0000432	Syak.g_02075	Prbh.g_00594
OG0000433	Syak.g_02073	Prbh.g_00593
OG0000434	Syak.g_02072	Prbh.g_00592
OG0000435	Syak.g_02071	Prbh.g_00591
OG0000436	Syak.g_02064	Prbh.g_00586
OG0000437	Syak.g_02063	Prbh.g_00585
OG0000438	Syak.g_02062	Prbh.g_00584
OG0000439	Syak.g_02060	Prbh.g_00582
OG0000440	Syak.g_02059	Prbh.g_00581
OG0000441	Syak.g_02053	Prbh.g_00578
OG0000442	Syak.g_02043	Prbh.g_00577
OG0000443	Syak.g_02041	Prbh.g_00576
OG0000444	Syak.g_02022	Prbh.g_00571
OG0000445	Syak.g_02015	Prbh.g_00570
OG0000446	Syak.g_02013	Prbh.g_00569
OG0000447	Syak.g_02006	Prbh.g_00568
OG0000448	Syak.g_02005	Prbh.g_00567
OG0000449	Syak.g_02004	Prbh.g_00566
OG0000450	Syak.g_01998	Prbh.g_00565
OG0000451	Syak.g_01997	Prbh.g_00564
OG0000452	Syak.g_01993	Prbh.g_00561
OG0000453	Syak.g_01992	Prbh.g_00560
OG0000454	Syak.g_01991	Prbh.g_00559
OG0000455	Syak.g_01990	Prbh.g_00558
OG0000456	Syak.g_01989	Prbh.g_00557
OG0000457	Syak.g_01987	Prbh.g_00555
OG0000458	Syak.g_01986	Prbh.g_00554
OG0000459	Syak.g_01985	Prbh.g_00553
OG0000460	Syak.g_02303	Prbh.g_00545
OG0000461	Syak.g_01402	Prbh.g_00537
OG0000462	Syak.g_01405	Prbh.g_00535
OG0000463	Syak.g_01406	Prbh.g_00534
OG0000464	Syak.g_01407	Prbh.g_00533
OG0000465	Syak.g_01409	Prbh.g_00532
OG0000466	Syak.g_01414	Prbh.g_00529
OG0000467	Syak.g_01416	Prbh.g_00528
OG0000468	Syak.g_01421	Prbh.g_00525
OG0000469	Syak.g_01436	Prbh.g_00517
OG0000470	Syak.g_01438	Prbh.g_00515
OG0000471	Syak.g_01439	Prbh.g_00514
OG0000472	Syak.g_01441	Prbh.g_00513
OG0000473	Syak.g_01443	Prbh.g_00511
OG0000474	Syak.g_01444	Prbh.g_00510
OG0000475	Syak.g_01445	Prbh.g_00509
OG0000476	Syak.g_01447	Prbh.g_00507
OG0000477	Syak.g_01453	Prbh.g_00504
OG0000478	Syak.g_01454	Prbh.g_00503
OG0000479	Syak.g_01455	Prbh.g_00502
OG0000480	Syak.g_01462	Prbh.g_00497
OG0000481	Syak.g_01464	Prbh.g_00494
OG0000482	Syak.g_01465	Prbh.g_00493
OG0000483	Syak.g_01469	Prbh.g_00490
OG0000484	Syak.g_01470	Prbh.g_00489
OG0000485	Syak.g_01472	Prbh.g_00487
OG0000486	Syak.g_01473	Prbh.g_00486
OG0000487	Syak.g_01479	Prbh.g_00483
OG0000488	Syak.g_01483	Prbh.g_00480
OG0000489	Syak.g_01499	Prbh.g_00475
OG0000490	Syak.g_01507	Prbh.g_00471
OG0000491	Syak.g_01511	Prbh.g_00470
OG0000492	Syak.g_01513	Prbh.g_00468
OG0000493	Syak.g_01514	Prbh.g_00467
OG0000494	Syak.g_01515	Prbh.g_00466
OG0000495	Syak.g_01516	Prbh.g_00465
OG0000496	Syak.g_01517	Prbh.g_00464
OG0000497	Syak.g_01518	Prbh.g_00463
OG0000498	Syak.g_01519	Prbh.g_00462
OG0000499	Syak.g_01520	Prbh.g_00461
OG0000500	Syak.g_01521	Prbh.g_00460
OG0000501	Syak.g_01524	Prbh.g_00458
OG0000502	Syak.g_01538	Prbh.g_00455
OG0000503	Syak.g_01246	Prbh.g_00439
OG0000504	Syak.g_01244	Prbh.g_00437
OG0000505	Syak.g_01243	Prbh.g_00436
OG0000506	Syak.g_01241	Prbh.g_00435
OG0000507	Syak.g_01235	Prbh.g_00431
OG0000508	Syak.g_01231	Prbh.g_00427
OG0000509	Syak.g_01229	Prbh.g_00425
OG0000510	Syak.g_01228	Prbh.g_00424
OG0000511	Syak.g_01227	Prbh.g_00423
OG0000512	Syak.g_01225	Prbh.g_00421
OG0000513	Syak.g_01211	Prbh.g_00412
OG0000514	Syak.g_01204	Prbh.g_00401
OG0000515	Syak.g_01203	Prbh.g_00400
OG0000516	Syak.g_01199	Prbh.g_00399
OG0000517	Syak.g_01192	Prbh.g_00397
OG0000518	Syak.g_01180	Prbh.g_00386
OG0000519	Syak.g_01179	Prbh.g_00385
OG0000520	Syak.g_01178	Prbh.g_00384
OG0000521	Syak.g_01167	Prbh.g_00374
OG0000522	Syak.g_01163	Prbh.g_00372
OG0000523	Syak.g_01162	Prbh.g_00371
OG0000524	Syak.g_01149	Prbh.g_00367
OG0000525	Syak.g_01130	Prbh.g_00363
OG0000526	Syak.g_01127	Prbh.g_00361
OG0000527	Syak.g_01120	Prbh.g_00358
OG0000528	Syak.g_02570	Prbh.g_00353
OG0000529	Syak.g_02575	Prbh.g_00350
OG0000530	Syak.g_02578	Prbh.g_00347
OG0000531	Syak.g_02579	Prbh.g_00346
OG0000532	Syak.g_02582	Prbh.g_00344
OG0000533	Syak.g_02584	Prbh.g_00343
OG0000534	Syak.g_02585	Prbh.g_00342
OG0000535	Syak.g_02586	Prbh.g_00341
OG0000536	Syak.g_02587	Prbh.g_00340
OG0000537	Syak.g_02588	Prbh.g_00339
OG0000538	Syak.g_02600	Prbh.g_00329
OG0000539	Syak.g_02601	Prbh.g_00328
OG0000540	Syak.g_02602	Prbh.g_00327
OG0000541	Syak.g_02603	Prbh.g_00326
OG0000542	Syak.g_02606	Prbh.g_00325
OG0000543	Syak.g_02608	Prbh.g_00323
OG0000544	Syak.g_02609	Prbh.g_00322
OG0000545	Syak.g_02611	Prbh.g_00320
OG0000546	Syak.g_02613	Prbh.g_00317
OG0000547	Syak.g_02615	Prbh.g_00315
OG0000548	Syak.g_02616	Prbh.g_00314
OG0000549	Syak.g_02622	Prbh.g_00311
OG0000550	Syak.g_02626	Prbh.g_00306
OG0000551	Syak.g_02631	Prbh.g_00303
OG0000552	Syak.g_02632	Prbh.g_00302
OG0000553	Syak.g_02636	Prbh.g_00301
OG0000554	Syak.g_02641	Prbh.g_00295
OG0000555	Syak.g_02657	Prbh.g_00288
OG0000556	Syak.g_02661	Prbh.g_00286
OG0000557	Syak.g_02663	Prbh.g_00285
OG0000558	Syak.g_02666	Prbh.g_00283
OG0000559	Syak.g_02670	Prbh.g_00279
OG0000560	Syak.g_02672	Prbh.g_00276
OG0000561	Syak.g_02673	Prbh.g_00275
OG0000562	Syak.g_02674	Prbh.g_00274
OG0000563	Syak.g_02675	Prbh.g_00273
OG0000564	Syak.g_02676	Prbh.g_00272
