Orthogroup	Syak	Syad
OG0000145	Syak.g_02598	Syad.g_00927
OG0000146	Syak.g_00514	Syad.g_01767
OG0000147	Syak.g_00515	Syad.g_01768
OG0000148	Syak.g_00455	Syad.g_01861
OG0000149	Syak.g_00596	Syad.g_01221
OG0000150	Syak.g_02747	Syad.g_02207, Syad.g_00989
OG0000151	Syak.g_00387	Syad.g_01956
OG0000152	Syak.g_00503	Syad.g_01757
OG0000153	Syak.g_00470	Syad.g_01713
OG0000154	Syak.g_00645	Syad.g_01686
OG0000155	Syak.g_00855	Syad.g_01189
OG0000156	Syak.g_00919	Syad.g_01116
OG0000157	Syak.g_00920	Syad.g_01115
OG0000158	Syak.g_01624	Syad.g_00374
OG0000160	Syak.g_01043	Syad.g_02279
OG0000161	Syak.g_01050	Syad.g_02287
OG0000162	Syak.g_01058	Syad.g_02293
OG0000163	Syak.g_02478	Syad.g_02542
OG0000164	Syak.g_02384	Syad.g_02659
OG0000165	Syak.g_02374	Syad.g_02476
OG0000166	Syak.g_01345	Syad.g_00654
OG0000167	Syak.g_01561	Syad.g_00419
OG0000168	Syak.g_01625	Syad.g_00371
OG0000169	Syak.g_01637	Syad.g_00360
OG0000170	Syak.g_01644	Syad.g_00353
OG0000171	Syak.g_01691	Syad.g_00321
OG0000172	Syak.g_01713	Syad.g_00244
OG0000173	Syak.g_01733	Syad.g_00220
OG0000174	Syak.g_01895	Syad.g_00065
OG0000175	Syak.g_01827	Syad.g_00129
OG0000176	Syak.g_01790	Syad.g_00166
OG0000177	Syak.g_01789	Syad.g_00167
OG0000178	Syak.g_01788	Syad.g_00168
OG0000179	Syak.g_01773	Syad.g_00183
OG0000180	Syak.g_01772	Syad.g_00184
OG0000181	Syak.g_01771	Syad.g_00185
OG0000182	Syak.g_01770	Syad.g_00186
OG0000183	Syak.g_01766	Syad.g_00190
OG0000184	Syak.g_01955	Syad.g_03018
OG0000185	Syak.g_01971	Syad.g_03006
OG0000186	Syak.g_02258	Syad.g_02722
OG0000187	Syak.g_02257	Syad.g_02724
OG0000188	Syak.g_02235	Syad.g_02759
OG0000189	Syak.g_02203	Syad.g_02788
OG0000190	Syak.g_01575	Syad.g_02790
OG0000191	Syak.g_02171	Syad.g_02824
OG0000192	Syak.g_02165	Syad.g_02834
OG0000193	Syak.g_02127	Syad.g_02877
OG0000194	Syak.g_02124	Syad.g_02880
OG0000195	Syak.g_02122	Syad.g_02884
OG0000196	Syak.g_02111	Syad.g_02894
OG0000197	Syak.g_02110	Syad.g_02895
OG0000198	Syak.g_02109	Syad.g_02896
OG0000199	Syak.g_02100	Syad.g_02904
OG0000200	Syak.g_02083	Syad.g_02921
OG0000201	Syak.g_02068	Syad.g_02937
OG0000202	Syak.g_02067	Syad.g_02938
OG0000203	Syak.g_02066	Syad.g_02939
OG0000204	Syak.g_02065	Syad.g_02940
OG0000205	Syak.g_02058	Syad.g_02948
OG0000206	Syak.g_02038	Syad.g_02955
OG0000207	Syak.g_02025	Syad.g_02957
OG0000208	Syak.g_02024	Syad.g_02958
OG0000209	Syak.g_01995	Syad.g_02981
OG0000210	Syak.g_01994	Syad.g_02982
OG0000211	Syak.g_02300	Syad.g_00813
OG0000212	Syak.g_02311	Syad.g_00825
OG0000213	Syak.g_01425	Syad.g_00556
OG0000214	Syak.g_01442	Syad.g_00538
OG0000215	Syak.g_01474	Syad.g_00508
OG0000216	Syak.g_01478	Syad.g_00504
OG0000217	Syak.g_01482	Syad.g_00500
OG0000218	Syak.g_01484	Syad.g_00498
OG0000219	Syak.g_01485	Syad.g_00497
OG0000220	Syak.g_01486	Syad.g_00496
OG0000221	Syak.g_01498	Syad.g_00488
OG0000222	Syak.g_01512	Syad.g_00473
OG0000223	Syak.g_01531	Syad.g_00451
OG0000224	Syak.g_01532	Syad.g_00444
OG0000225	Syak.g_01230	Syad.g_00777
OG0000226	Syak.g_01226	Syad.g_00781
OG0000227	Syak.g_01224	Syad.g_00783
OG0000228	Syak.g_01216	Syad.g_00784
OG0000229	Syak.g_01191	Syad.g_02450
OG0000230	Syak.g_01189	Syad.g_02448
OG0000231	Syak.g_01176	Syad.g_02436
OG0000232	Syak.g_01156	Syad.g_02392
OG0000233	Syak.g_01145	Syad.g_02382
OG0000234	Syak.g_01116	Syad.g_02351
OG0000235	Syak.g_02573	Syad.g_00903
OG0000236	Syak.g_02589	Syad.g_00918
OG0000237	Syak.g_02607	Syad.g_00936
OG0000238	Syak.g_02612	Syad.g_00941
OG0000239	Syak.g_02628	Syad.g_00957
OG0000240	Syak.g_02629	Syad.g_00958
OG0000241	Syak.g_00027	Syad.g_02160
OG0000242	Syak.g_02638	Syad.g_00975
OG0000243	Syak.g_02658	Syad.g_01000
OG0000244	Syak.g_02665	Syad.g_01012
OG0000245	Syak.g_02667	Syad.g_01014
OG0000246	Syak.g_02671	Syad.g_01017
OG0000247	Syak.g_02681	Syad.g_01029
OG0000248	Syak.g_02684	Syad.g_01032
OG0000249	Syak.g_02686	Syad.g_01034
OG0000250	Syak.g_02694	Syad.g_01044
OG0000251	Syak.g_02722	Syad.g_01071
OG0000252	Syak.g_02725	Syad.g_01078
OG0000253	Syak.g_02727	Syad.g_01081
OG0000254	Syak.g_02752	Syad.g_02203
OG0000255	Syak.g_02772	Syad.g_02185
OG0000256	Syak.g_00020	Syad.g_02167
OG0000257	Syak.g_00026	Syad.g_02161
OG0000258	Syak.g_00044	Syad.g_02143
OG0000259	Syak.g_00334	Syad.g_01576
OG0000260	Syak.g_00338	Syad.g_01587
OG0000261	Syak.g_00348	Syad.g_01590
OG0000262	Syak.g_00353	Syad.g_01595
OG0000263	Syak.g_00828	Syad.g_01475
OG0000264	Syak.g_00698	Syad.g_01360
OG0000267	Syak.g_00555	Syad.g_01645
OG0000268	Syak.g_00554	Syad.g_01646
OG0000269	Syak.g_00429	Syad.g_01894
OG0000270	Syak.g_00432	Syad.g_01891
OG0000271	Syak.g_00440	Syad.g_01883
OG0000272	Syak.g_00441	Syad.g_01882
OG0000274	Syak.g_00615	Syad.g_01246
OG0000275	Syak.g_00611	Syad.g_01242
OG0000276	Syak.g_00604	Syad.g_01229
OG0000277	Syak.g_00603	Syad.g_01228
OG0000278	Syak.g_00600	Syad.g_01225
OG0000279	Syak.g_00592	Syad.g_01208
OG0000280	Syak.g_00582	Syad.g_01198
OG0000281	Syak.g_00339	Syad.g_00624
OG0000282	Syak.g_00375	Syad.g_01619
OG0000283	Syak.g_00541	Syad.g_01661
OG0000284	Syak.g_00536	Syad.g_01787
OG0000285	Syak.g_00523	Syad.g_01776
OG0000286	Syak.g_00504	Syad.g_01758
OG0000287	Syak.g_00477	Syad.g_01720
OG0000288	Syak.g_00644	Syad.g_01687
OG0000289	Syak.g_00659	Syad.g_01672
OG0000290	Syak.g_00738	Syad.g_01287
OG0000291	Syak.g_00737	Syad.g_01289
OG0000292	Syak.g_01802	Syad.g_00155
OG0000293	Syak.g_00910	Syad.g_01124
OG0000294	Syak.g_00909	Syad.g_01125
OG0000295	Syak.g_00863	Syad.g_01181
OG0000296	Syak.g_00861	Syad.g_01183
OG0000297	Syak.g_00848	Syad.g_01512
OG0000298	Syak.g_00847	Syad.g_01511
OG0000299	Syak.g_00820	Syad.g_01462
OG0000300	Syak.g_00813	Syad.g_01455
OG0000301	Syak.g_00812	Syad.g_01454
OG0000302	Syak.g_00811	Syad.g_01453
OG0000303	Syak.g_00674	Syad.g_01442
OG0000304	Syak.g_00680	Syad.g_01436
OG0000305	Syak.g_00732	Syad.g_01292
OG0000306	Syak.g_00094	Syad.g_01989
OG0000307	Syak.g_02556	Syad.g_00883
OG0000308	Syak.g_02554	Syad.g_00881
OG0000309	Syak.g_02549	Syad.g_00876
OG0000310	Syak.g_00994	Syad.g_02250
OG0000311	Syak.g_00999	Syad.g_02254
OG0000312	Syak.g_01028	Syad.g_02265
OG0000313	Syak.g_01046	Syad.g_02284
OG0000314	Syak.g_01079	Syad.g_02313
OG0000315	Syak.g_01090	Syad.g_02323
OG0000316	Syak.g_02462	Syad.g_02564
OG0000317	Syak.g_02419	Syad.g_02620
OG0000318	Syak.g_02415	Syad.g_02624
OG0000319	Syak.g_02399	Syad.g_02642
OG0000320	Syak.g_02397	Syad.g_02644
OG0000321	Syak.g_02396	Syad.g_02645
OG0000322	Syak.g_02395	Syad.g_02646
OG0000323	Syak.g_02380	Syad.g_02661
OG0000324	Syak.g_02347	Syad.g_02505
OG0000325	Syak.g_01391	Syad.g_00591
OG0000326	Syak.g_01384	Syad.g_00598
OG0000327	Syak.g_01350	Syad.g_00649
OG0000328	Syak.g_01349	Syad.g_00650
OG0000329	Syak.g_01331	Syad.g_00668
OG0000330	Syak.g_01330	Syad.g_00669
OG0000331	Syak.g_01329	Syad.g_00670
OG0000332	Syak.g_01314	Syad.g_00685
OG0000333	Syak.g_01311	Syad.g_00688
OG0000334	Syak.g_01302	Syad.g_00697
OG0000335	Syak.g_01298	Syad.g_00702
OG0000336	Syak.g_01294	Syad.g_00706
OG0000337	Syak.g_01555	Syad.g_00425, Syad.g_00427
OG0000338	Syak.g_01558	Syad.g_00421
OG0000339	Syak.g_01566	Syad.g_00414
OG0000340	Syak.g_01626	Syad.g_00370
OG0000341	Syak.g_01628	Syad.g_00368
OG0000342	Syak.g_01629	Syad.g_00367
OG0000343	Syak.g_01631	Syad.g_00366
OG0000344	Syak.g_01635	Syad.g_00362
OG0000345	Syak.g_01645	Syad.g_00352
OG0000346	Syak.g_01651	Syad.g_00347
OG0000347	Syak.g_01694	Syad.g_00318
OG0000348	Syak.g_01717	Syad.g_00233
OG0000349	Syak.g_01740	Syad.g_00213
OG0000350	Syak.g_01377	Syad.g_00605
OG0000351	Syak.g_01823	Syad.g_00134
OG0000352	Syak.g_01822	Syad.g_00135
OG0000353	Syak.g_01796	Syad.g_00161
OG0000354	Syak.g_02618	Syad.g_00947
OG0000354	Syak.g_01775	Syad.g_00181
OG0000355	Syak.g_01793	Syad.g_00163
OG0000356	Syak.g_01792	Syad.g_00164
OG0000357	Syak.g_01791	Syad.g_00165
OG0000358	Syak.g_01787	Syad.g_00169
OG0000359	Syak.g_01785	Syad.g_00171
OG0000360	Syak.g_01784	Syad.g_00172
OG0000361	Syak.g_01783	Syad.g_00173
OG0000362	Syak.g_01781	Syad.g_00175
OG0000363	Syak.g_01779	Syad.g_00177
OG0000364	Syak.g_01778	Syad.g_00178
OG0000365	Syak.g_01769	Syad.g_00187
OG0000366	Syak.g_01768	Syad.g_00188
OG0000367	Syak.g_01767	Syad.g_00189
OG0000368	Syak.g_01765	Syad.g_00191
OG0000369	Syak.g_01764	Syad.g_00192
OG0000370	Syak.g_01763	Syad.g_00193
OG0000371	Syak.g_01753	Syad.g_00201
OG0000372	Syak.g_01748	Syad.g_00206
OG0000373	Syak.g_01747	Syad.g_00207
OG0000374	Syak.g_01746	Syad.g_00208
OG0000375	Syak.g_01744	Syad.g_00209
OG0000376	Syak.g_01742	Syad.g_00211
OG0000377	Syak.g_01948	Syad.g_03027
OG0000378	Syak.g_01968	Syad.g_03012
OG0000379	Syak.g_01972	Syad.g_03005
OG0000380	Syak.g_02256	Syad.g_02725
OG0000381	Syak.g_02254	Syad.g_02729
OG0000382	Syak.g_02236	Syad.g_02758
OG0000383	Syak.g_02229	Syad.g_02761
OG0000384	Syak.g_02228	Syad.g_02762
OG0000385	Syak.g_02227	Syad.g_02763
OG0000386	Syak.g_02226	Syad.g_02764
OG0000387	Syak.g_02200	Syad.g_02792
OG0000388	Syak.g_02196	Syad.g_02796
OG0000389	Syak.g_02345, Syak.g_02193	Syad.g_02800
OG0000390	Syak.g_02177	Syad.g_02818
OG0000391	Syak.g_02172	Syad.g_02823
OG0000392	Syak.g_02166	Syad.g_02833
OG0000393	Syak.g_02163	Syad.g_02837
OG0000394	Syak.g_02162	Syad.g_02838
OG0000395	Syak.g_02161	Syad.g_02839
OG0000396	Syak.g_02158	Syad.g_02843
OG0000397	Syak.g_02156	Syad.g_02845
OG0000398	Syak.g_02151	Syad.g_02850
OG0000399	Syak.g_02150	Syad.g_02851
OG0000400	Syak.g_02149	Syad.g_02852
OG0000401	Syak.g_02148	Syad.g_02853
OG0000402	Syak.g_02146	Syad.g_02855
OG0000403	Syak.g_02145	Syad.g_02856
OG0000404	Syak.g_02143	Syad.g_02858
OG0000405	Syak.g_02131	Syad.g_02874
OG0000406	Syak.g_02126	Syad.g_02878
OG0000407	Syak.g_02125	Syad.g_02879
OG0000408	Syak.g_02123	Syad.g_02883
OG0000409	Syak.g_02121	Syad.g_02885
OG0000410	Syak.g_02120	Syad.g_02886
OG0000411	Syak.g_02119	Syad.g_02887
OG0000412	Syak.g_02118	Syad.g_02888
OG0000413	Syak.g_02116	Syad.g_02890
OG0000415	Syak.g_02114	Syad.g_02891
OG0000416	Syak.g_02113	Syad.g_02892
OG0000417	Syak.g_02112	Syad.g_02893
OG0000418	Syak.g_02107	Syad.g_02898
OG0000419	Syak.g_02105	Syad.g_02900
OG0000420	Syak.g_02103	Syad.g_02902
OG0000421	Syak.g_02097	Syad.g_02907
OG0000422	Syak.g_02096	Syad.g_02908
OG0000423	Syak.g_02095	Syad.g_02909
OG0000424	Syak.g_02094	Syad.g_02910
OG0000425	Syak.g_02093	Syad.g_02911
OG0000426	Syak.g_02092	Syad.g_02912
OG0000427	Syak.g_02091	Syad.g_02913
OG0000428	Syak.g_02088	Syad.g_02916
OG0000429	Syak.g_02086	Syad.g_02918
OG0000430	Syak.g_02084	Syad.g_02920
OG0000431	Syak.g_02081	Syad.g_02923
OG0000432	Syak.g_02075	Syad.g_02930
OG0000433	Syak.g_02073	Syad.g_02933
OG0000434	Syak.g_02072	Syad.g_02934
OG0000435	Syak.g_02071	Syad.g_02936
OG0000436	Syak.g_02064	Syad.g_02942
OG0000437	Syak.g_02063	Syad.g_02943
OG0000438	Syak.g_02062	Syad.g_02944
OG0000439	Syak.g_02060	Syad.g_02946
OG0000440	Syak.g_02059	Syad.g_02947
OG0000441	Syak.g_02053	Syad.g_02951
OG0000442	Syak.g_02043	Syad.g_02952
OG0000443	Syak.g_02041	Syad.g_02953
OG0000444	Syak.g_02022	Syad.g_02964
OG0000445	Syak.g_02015	Syad.g_02965
OG0000446	Syak.g_02013	Syad.g_02967
OG0000447	Syak.g_02006	Syad.g_02970
OG0000448	Syak.g_02005	Syad.g_02971
OG0000449	Syak.g_02004	Syad.g_02972
OG0000450	Syak.g_01998	Syad.g_02978
OG0000451	Syak.g_01997	Syad.g_02979
OG0000452	Syak.g_01993	Syad.g_02983
OG0000453	Syak.g_01992	Syad.g_02984
OG0000454	Syak.g_01991	Syad.g_02985
OG0000455	Syak.g_01990	Syad.g_02986
OG0000456	Syak.g_01989	Syad.g_02987
OG0000457	Syak.g_01987	Syad.g_02989
OG0000458	Syak.g_01986	Syad.g_02998
OG0000459	Syak.g_01985	Syad.g_02999
OG0000460	Syak.g_02303	Syad.g_00815
OG0000461	Syak.g_01402	Syad.g_00579
OG0000462	Syak.g_01405	Syad.g_00576
OG0000463	Syak.g_01406	Syad.g_00575
OG0000464	Syak.g_01407	Syad.g_00574
OG0000465	Syak.g_01409	Syad.g_00573
OG0000466	Syak.g_01414	Syad.g_00568
OG0000467	Syak.g_01416	Syad.g_00566
OG0000468	Syak.g_01421	Syad.g_00561
OG0000469	Syak.g_01436	Syad.g_00545
OG0000470	Syak.g_01438	Syad.g_00542
OG0000471	Syak.g_01439	Syad.g_00541
OG0000472	Syak.g_01441	Syad.g_00539
OG0000473	Syak.g_01443	Syad.g_00537
OG0000474	Syak.g_01444	Syad.g_00536
OG0000475	Syak.g_01445	Syad.g_00535
OG0000476	Syak.g_01447	Syad.g_00533
OG0000477	Syak.g_01453	Syad.g_00528
OG0000478	Syak.g_01454	Syad.g_00527
OG0000479	Syak.g_01455	Syad.g_00526
OG0000480	Syak.g_01462	Syad.g_00520
OG0000481	Syak.g_01464	Syad.g_00518
OG0000482	Syak.g_01465	Syad.g_00517
OG0000483	Syak.g_01469	Syad.g_00513
OG0000484	Syak.g_01470	Syad.g_00512
OG0000485	Syak.g_01472	Syad.g_00511
OG0000486	Syak.g_01473	Syad.g_00510
OG0000487	Syak.g_01479	Syad.g_00503
OG0000488	Syak.g_01483	Syad.g_00499
OG0000489	Syak.g_01499	Syad.g_00487
OG0000490	Syak.g_01507	Syad.g_00475
OG0000491	Syak.g_01511	Syad.g_00474
OG0000492	Syak.g_01513	Syad.g_00472
OG0000493	Syak.g_01514	Syad.g_00471
OG0000494	Syak.g_01515	Syad.g_00470
OG0000495	Syak.g_01516	Syad.g_00469
OG0000496	Syak.g_01517	Syad.g_00468
OG0000497	Syak.g_01518	Syad.g_00467
OG0000498	Syak.g_01519	Syad.g_00466
OG0000499	Syak.g_01520	Syad.g_00465
OG0000500	Syak.g_01521	Syad.g_00464
OG0000501	Syak.g_01524	Syad.g_00461
OG0000502	Syak.g_01538	Syad.g_00449
OG0000503	Syak.g_01246	Syad.g_00761
OG0000504	Syak.g_01244	Syad.g_00763
OG0000505	Syak.g_01243	Syad.g_00764
OG0000506	Syak.g_01241	Syad.g_00766
OG0000507	Syak.g_01235	Syad.g_00772
OG0000508	Syak.g_01231	Syad.g_00776
OG0000509	Syak.g_01229	Syad.g_00778
OG0000510	Syak.g_01228	Syad.g_00779
OG0000511	Syak.g_01227	Syad.g_00780
OG0000512	Syak.g_01225	Syad.g_00782
OG0000513	Syak.g_01211	Syad.g_00789
OG0000514	Syak.g_01204	Syad.g_00795
OG0000515	Syak.g_01203	Syad.g_00796
OG0000516	Syak.g_01199	Syad.g_02456
OG0000517	Syak.g_01192	Syad.g_02451
OG0000518	Syak.g_01180	Syad.g_02439
OG0000519	Syak.g_01179	Syad.g_02438
OG0000520	Syak.g_01178	Syad.g_02437
OG0000521	Syak.g_01167	Syad.g_01108
OG0000522	Syak.g_01163	Syad.g_01109
OG0000523	Syak.g_01162	Syad.g_01110
OG0000524	Syak.g_01149	Syad.g_02386
OG0000525	Syak.g_01130	Syad.g_02363
OG0000526	Syak.g_01127	Syad.g_02360
OG0000527	Syak.g_01120	Syad.g_02355
OG0000528	Syak.g_02570	Syad.g_00897
OG0000529	Syak.g_02575	Syad.g_00905
OG0000530	Syak.g_02578	Syad.g_00908
OG0000531	Syak.g_02579	Syad.g_00909
OG0000532	Syak.g_02582	Syad.g_00912
OG0000533	Syak.g_02584	Syad.g_00913
OG0000534	Syak.g_02585	Syad.g_00914
OG0000535	Syak.g_02586	Syad.g_00915
OG0000536	Syak.g_02587	Syad.g_00916
OG0000537	Syak.g_02588	Syad.g_00917
OG0000538	Syak.g_02600	Syad.g_00929
OG0000539	Syak.g_02601	Syad.g_00930
OG0000540	Syak.g_02602	Syad.g_00931
OG0000541	Syak.g_02603	Syad.g_00932
OG0000542	Syak.g_02606	Syad.g_00935
OG0000543	Syak.g_02608	Syad.g_00937
OG0000544	Syak.g_02609	Syad.g_00938
OG0000545	Syak.g_02611	Syad.g_00940
OG0000546	Syak.g_02613	Syad.g_00942
OG0000547	Syak.g_02615	Syad.g_00944
OG0000548	Syak.g_02616	Syad.g_00945
OG0000549	Syak.g_02622	Syad.g_00952
OG0000550	Syak.g_02626	Syad.g_00956
OG0000551	Syak.g_02631	Syad.g_00960
OG0000552	Syak.g_02632	Syad.g_00961
OG0000553	Syak.g_02636	Syad.g_00965
OG0000554	Syak.g_02641	Syad.g_00978
OG0000555	Syak.g_02657	Syad.g_00999
OG0000556	Syak.g_02661	Syad.g_01003
OG0000557	Syak.g_02663	Syad.g_01011
OG0000558	Syak.g_02666	Syad.g_01013
OG0000559	Syak.g_02670	Syad.g_01016
OG0000560	Syak.g_02672	Syad.g_01019
OG0000561	Syak.g_02673	Syad.g_01020
OG0000562	Syak.g_02674	Syad.g_01021
OG0000563	Syak.g_02675	Syad.g_01022
OG0000564	Syak.g_02676	Syad.g_01023
OG0000565	Syak.g_02679	Syad.g_01027
OG0000566	Syak.g_02683	Syad.g_01031
OG0000567	Syak.g_02687	Syad.g_01035
OG0000568	Syak.g_02690	Syad.g_01040
OG0000569	Syak.g_02691	Syad.g_01041
