Orthogroup	Syak	Syap
OG0000062	Syak.g_02434	Syap.g_01220
OG0000063	Syak.g_01752	Syap.g_01796
OG0000066	Syak.g_02653	Syap.g_01972
OG0000067	Syak.g_00434	Syap.g_00194
OG0000068	Syak.g_02565	Syap.g_00108, Syap.g_00144
OG0000070	Syak.g_01174	Syap.g_00930, Syap.g_00931, Syap.g_00966, Syap.g_00802, Syap.g_00915, Syap.g_00953
OG0000071	Syak.g_02322	Syap.g_01483
OG0000073	Syak.g_02597	Syap.g_00273
OG0000075	Syak.g_01564	Syap.g_01064, Syap.g_00664
OG0000076	Syak.g_01650	Syap.g_01111
OG0000079	Syak.g_01417	Syap.g_01589
OG0000080	Syak.g_01612	Syap.g_01035
OG0000080	Syak.g_01585, Syak.g_01583	Syap.g_01003
OG0000085	Syak.g_02427	Syap.g_00611
OG0000087	Syak.g_02141	Syap.g_02617, Syap.g_02202, Syap.g_02203
OG0000088	Syak.g_02106	Syap.g_01202
OG0000089	Syak.g_01215	Syap.g_00115, Syap.g_02042
OG0000090	Syak.g_02640	Syap.g_01451
OG0000091	Syak.g_00043	Syap.g_01861
OG0000094	Syak.g_00656	Syap.g_02781
OG0000095	Syak.g_00736	Syap.g_01556
OG0000098	Syak.g_00345, Syak.g_02651	Syap.g_01975
OG0000099	Syak.g_01527	Syap.g_01385
OG0000102	Syak.g_01661	Syap.g_01116
OG0000104	Syak.g_01799	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318
OG0000105	Syak.g_01451	Syap.g_01369, Syap.g_01368
OG0000107	Syak.g_01392	Syap.g_02496
OG0000108	Syak.g_02574	Syap.g_00733, Syap.g_02255, Syap.g_02256
OG0000109	Syak.g_02590, Syak.g_01061	Syap.g_00279, Syap.g_02237
OG0000110	Syak.g_02698	Syap.g_01313
OG0000111	Syak.g_00725	Syap.g_01566, Syap.g_01568
OG0000112	Syak.g_00512	Syap.g_02023
OG0000113	Syak.g_00461	Syap.g_02714
OG0000114	Syak.g_00373	Syap.g_01255
OG0000115	Syak.g_01066	Syap.g_02004
OG0000116	Syak.g_00911	Syap.g_00241
OG0000117	Syak.g_00846	Syap.g_01889
OG0000118	Syak.g_00954	Syap.g_02286
OG0000120	Syak.g_01526	Syap.g_02075
OG0000121	Syak.g_01044	Syap.g_02471
OG0000123	Syak.g_01299	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464
OG0000124	Syak.g_01692	Syap.g_02456, Syap.g_02457, Syap.g_01130
OG0000125	Syak.g_01934	Syap.g_01046, Syap.g_01047
OG0000126	Syak.g_01801	Syap.g_02317, Syap.g_02576, Syap.g_02316
OG0000127	Syak.g_02269, Syak.g_02544	Syap.g_00736, Syap.g_00737, Syap.g_00735
OG0000128	Syak.g_01782	Syap.g_00069
OG0000129	Syak.g_01947	Syap.g_00130, Syap.g_00129
OG0000130	Syak.g_02255	Syap.g_01688, Syap.g_01689
OG0000131	Syak.g_02128	Syap.g_02189
OG0000132	Syak.g_02108	Syap.g_01205
OG0000133	Syak.g_00507	Syap.g_02017
OG0000134	Syak.g_01212	Syap.g_02047
OG0000135	Syak.g_01897	Syap.g_02090
OG0000136	Syak.g_01186	Syap.g_00089
OG0000137	Syak.g_01118	Syap.g_02756
OG0000138	Syak.g_01062, Syak.g_02591	Syap.g_00278
OG0000139	Syak.g_02646	Syap.g_00410
OG0000140	Syak.g_02650	Syap.g_01976
OG0000141	Syak.g_02746	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000142	Syak.g_00035	Syap.g_00895, Syap.g_00894
OG0000143	Syak.g_00039	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000144	Syak.g_00260	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Syak.g_02598	Syap.g_01860, Syap.g_01859
OG0000146	Syak.g_00514	Syap.g_02024
OG0000147	Syak.g_00515	Syap.g_02025
OG0000148	Syak.g_00455	Syap.g_02720
OG0000149	Syak.g_00596	Syap.g_00824
OG0000150	Syak.g_02747	Syap.g_01540
OG0000151	Syak.g_00387	Syap.g_00142
OG0000152	Syak.g_00503	Syap.g_02012
OG0000153	Syak.g_00470	Syap.g_02682
OG0000154	Syak.g_00645	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Syak.g_00855	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Syak.g_00919	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Syak.g_00920	Syap.g_00249, Syap.g_00286
OG0000158	Syak.g_01624	Syap.g_01075
OG0000159	Syak.g_01580	Syap.g_00852
OG0000160	Syak.g_01043	Syap.g_02470, Syap.g_02469
OG0000161	Syak.g_01050	Syap.g_02476
OG0000162	Syak.g_01058	Syap.g_02531
OG0000164	Syak.g_02384	Syap.g_01391, Syap.g_01392
OG0000165	Syak.g_02374	Syap.g_01381, Syap.g_01382
OG0000166	Syak.g_01345	Syap.g_00512, Syap.g_01238
OG0000167	Syak.g_01561	Syap.g_02080
OG0000168	Syak.g_01625	Syap.g_01076
OG0000169	Syak.g_01637	Syap.g_01049, Syap.g_01093
OG0000170	Syak.g_01644	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Syak.g_01691	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Syak.g_01713	Syap.g_01143, Syap.g_00635
OG0000173	Syak.g_01733	Syap.g_00982, Syap.g_00983, Syap.g_01213
OG0000174	Syak.g_01895	Syap.g_02092
OG0000175	Syak.g_01827	Syap.g_02654
OG0000176	Syak.g_01790	Syap.g_00059
OG0000177	Syak.g_01789	Syap.g_00061, Syap.g_00060
OG0000178	Syak.g_01788	Syap.g_00062
OG0000179	Syak.g_01773	Syap.g_00077, Syap.g_02638
OG0000180	Syak.g_01772	Syap.g_00078, Syap.g_02640
OG0000181	Syak.g_01771	Syap.g_00079, Syap.g_02641
OG0000182	Syak.g_01770	Syap.g_00080, Syap.g_02642
OG0000183	Syak.g_01766	Syap.g_00084
OG0000184	Syak.g_01955	Syap.g_01337
OG0000185	Syak.g_01971	Syap.g_01322
OG0000186	Syak.g_02258	Syap.g_01684
OG0000187	Syak.g_02257	Syap.g_01686
OG0000188	Syak.g_02235	Syap.g_02547
OG0000191	Syak.g_02171	Syap.g_02233
OG0000192	Syak.g_02165	Syap.g_02224
OG0000193	Syak.g_02127	Syap.g_02187, Syap.g_02188
OG0000194	Syak.g_02124	Syap.g_02183
OG0000196	Syak.g_02111	Syap.g_01208, Syap.g_02167
OG0000197	Syak.g_02110	Syap.g_01207, Syap.g_02166
OG0000198	Syak.g_02109	Syap.g_01206
OG0000199	Syak.g_02100	Syap.g_01197
OG0000200	Syak.g_02083	Syap.g_01181
OG0000201	Syak.g_02068	Syap.g_02265
OG0000202	Syak.g_02067	Syap.g_02264
OG0000203	Syak.g_02066	Syap.g_01601
OG0000204	Syak.g_02065	Syap.g_01602
OG0000205	Syak.g_02058	Syap.g_01616
OG0000206	Syak.g_02038	Syap.g_01628
OG0000207	Syak.g_02025	Syap.g_01426, Syap.g_00424
OG0000208	Syak.g_02024	Syap.g_00426, Syap.g_01425
OG0000209	Syak.g_01995	Syap.g_01906
OG0000210	Syak.g_01994	Syap.g_01905
OG0000211	Syak.g_02300, Syak.g_02017	Syap.g_01160
OG0000212	Syak.g_02311	Syap.g_02664
OG0000213	Syak.g_01425	Syap.g_00107, Syap.g_01599
OG0000214	Syak.g_01442	Syap.g_02344, Syap.g_02345
OG0000215	Syak.g_01474	Syap.g_01347, Syap.g_01629
OG0000216	Syak.g_01478	Syap.g_01634
OG0000217	Syak.g_01482	Syap.g_01638
OG0000218	Syak.g_01484	Syap.g_01641, Syap.g_01640
OG0000219	Syak.g_01485	Syap.g_01642, Syap.g_01643
OG0000220	Syak.g_01486	Syap.g_01645
OG0000221	Syak.g_01498	Syap.g_01646
OG0000222	Syak.g_01512	Syap.g_01669
OG0000223	Syak.g_01531	Syap.g_02072, Syap.g_02073
OG0000224	Syak.g_01532	Syap.g_02064
OG0000225	Syak.g_01230	Syap.g_00553, Syap.g_00552
OG0000226	Syak.g_01226	Syap.g_02029, Syap.g_02144
OG0000227	Syak.g_01224	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Syak.g_01216	Syap.g_00116, Syap.g_02041
OG0000229	Syak.g_01191	Syap.g_02059
OG0000230	Syak.g_01189	Syap.g_02061
OG0000231	Syak.g_01176	Syap.g_02533
OG0000232	Syak.g_01156	Syap.g_02510, Syap.g_02511
OG0000233	Syak.g_01145	Syap.g_02133
OG0000234	Syak.g_01116	Syap.g_02755
OG0000235	Syak.g_02573	Syap.g_00732, Syap.g_02258
OG0000236	Syak.g_02589	Syap.g_02238
OG0000237	Syak.g_02607	Syap.g_00262, Syap.g_00263
OG0000238	Syak.g_02612	Syap.g_00257, Syap.g_00258
OG0000239	Syak.g_02628	Syap.g_02744
OG0000240	Syak.g_02629	Syap.g_02742
OG0000241	Syak.g_00027	Syap.g_00888
OG0000242	Syak.g_02638	Syap.g_01455
OG0000243	Syak.g_02658	Syap.g_01938
OG0000244	Syak.g_02665	Syap.g_01146, Syap.g_01145
OG0000245	Syak.g_02667	Syap.g_01148
OG0000246	Syak.g_02671	Syap.g_00308
OG0000247	Syak.g_02681	Syap.g_00288, Syap.g_00293
OG0000248	Syak.g_02684	Syap.g_00290
OG0000249	Syak.g_02686	Syap.g_01296, Syap.g_01295
OG0000250	Syak.g_02694	Syap.g_01306
OG0000251	Syak.g_02722	Syap.g_00442
OG0000252	Syak.g_02725	Syap.g_01857
OG0000253	Syak.g_02727	Syap.g_00443
OG0000254	Syak.g_02752	Syap.g_01527, Syap.g_01528
OG0000256	Syak.g_00020	Syap.g_01287
OG0000257	Syak.g_00026	Syap.g_00886
OG0000258	Syak.g_00044	Syap.g_00907
OG0000260	Syak.g_00338	Syap.g_01970
OG0000261	Syak.g_00348	Syap.g_01962, Syap.g_01961
OG0000262	Syak.g_00353	Syap.g_01954
OG0000263	Syak.g_00828	Syap.g_00432, Syap.g_00433
OG0000266	Syak.g_00778	Syap.g_00519
OG0000267	Syak.g_00555	Syap.g_02333, Syap.g_02332
OG0000268	Syak.g_00554	Syap.g_00646
OG0000269	Syak.g_00429	Syap.g_00188
OG0000270	Syak.g_00432	Syap.g_00192
OG0000271	Syak.g_00440	Syap.g_00200, Syap.g_00201
OG0000272	Syak.g_00441	Syap.g_00202
OG0000273	Syak.g_00616	Syap.g_02703
OG0000274	Syak.g_00615	Syap.g_02702
OG0000275	Syak.g_00611	Syap.g_01847
OG0000276	Syak.g_00604	Syap.g_01838, Syap.g_01839
OG0000277	Syak.g_00603	Syap.g_01837
OG0000278	Syak.g_00600	Syap.g_01834
OG0000279	Syak.g_00592	Syap.g_00829, Syap.g_00830
OG0000280	Syak.g_00582	Syap.g_00365
OG0000281	Syak.g_00339	Syap.g_01977
OG0000282	Syak.g_00375	Syap.g_01252
OG0000283	Syak.g_00541	Syap.g_01728
OG0000284	Syak.g_00536	Syap.g_01736
OG0000285	Syak.g_00523	Syap.g_01746, Syap.g_01744
OG0000286	Syak.g_00504	Syap.g_02014, Syap.g_02013
OG0000288	Syak.g_00644	Syap.g_02764, Syap.g_02763
OG0000289	Syak.g_00659	Syap.g_02784
OG0000290	Syak.g_00738	Syap.g_01552
OG0000291	Syak.g_00734	Syap.g_01554
OG0000292	Syak.g_01802	Syap.g_02314
OG0000293	Syak.g_00910	Syap.g_00240
OG0000294	Syak.g_00909	Syap.g_00239
OG0000295	Syak.g_00863	Syap.g_00206
OG0000296	Syak.g_00861	Syap.g_00204
OG0000298	Syak.g_00847	Syap.g_01888
OG0000299	Syak.g_00820	Syap.g_02620
OG0000302	Syak.g_00811	Syap.g_02444, Syap.g_02445
OG0000303	Syak.g_00674	Syap.g_02435
OG0000304	Syak.g_00680	Syap.g_02430
OG0000305	Syak.g_00732	Syap.g_01557
OG0000306	Syak.g_00094	Syap.g_01966
OG0000307	Syak.g_02556	Syap.g_02517
OG0000308	Syak.g_02554	Syap.g_02514, Syap.g_02515
OG0000309	Syak.g_02549	Syap.g_02198, Syap.g_02446
OG0000310	Syak.g_00994	Syap.g_02660, Syap.g_02661
OG0000311	Syak.g_00999	Syap.g_02657
OG0000312	Syak.g_01028	Syap.g_02114
OG0000313	Syak.g_01046	Syap.g_02473
OG0000315	Syak.g_01090	Syap.g_00017
OG0000316	Syak.g_02462	Syap.g_00030
OG0000317	Syak.g_02419	Syap.g_00618
OG0000318	Syak.g_02415	Syap.g_00622, Syap.g_02786
OG0000319	Syak.g_02399	Syap.g_01764, Syap.g_01771
OG0000320	Syak.g_02397	Syap.g_01761, Syap.g_01769
OG0000321	Syak.g_02396	Syap.g_01760, Syap.g_01768
OG0000322	Syak.g_02395	Syap.g_01759, Syap.g_01767
OG0000323	Syak.g_02380	Syap.g_01389
OG0000324	Syak.g_02347	Syap.g_01503
OG0000325	Syak.g_01391	Syap.g_02680
OG0000326	Syak.g_01384	Syap.g_00544
OG0000327	Syak.g_01350	Syap.g_01233, Syap.g_01913
OG0000328	Syak.g_01349	Syap.g_01234, Syap.g_01912
OG0000329	Syak.g_01331	Syap.g_00498
OG0000330	Syak.g_01330	Syap.g_00497
OG0000331	Syak.g_01329	Syap.g_00496
OG0000332	Syak.g_01314	Syap.g_00481
OG0000333	Syak.g_01311	Syap.g_00478
OG0000334	Syak.g_01302	Syap.g_00468
OG0000335	Syak.g_01298	Syap.g_00101, Syap.g_00463
OG0000336	Syak.g_01294	Syap.g_00417, Syap.g_00607
OG0000337	Syak.g_01555	Syap.g_01054
OG0000338	Syak.g_01558	Syap.g_01059
OG0000339	Syak.g_01566	Syap.g_01068
OG0000340	Syak.g_01626	Syap.g_01077
OG0000341	Syak.g_01628	Syap.g_01079
OG0000342	Syak.g_01629	Syap.g_01080, Syap.g_02477
OG0000343	Syak.g_01631	Syap.g_01086, Syap.g_02078
OG0000344	Syak.g_01635	Syap.g_01091
OG0000345	Syak.g_01645	Syap.g_01107, Syap.g_01470
OG0000346	Syak.g_01651	Syap.g_01113
OG0000347	Syak.g_01694	Syap.g_01131, Syap.g_02459
OG0000348	Syak.g_01717	Syap.g_00632
OG0000349	Syak.g_01740	Syap.g_00110, Syap.g_01813
OG0000351	Syak.g_01823	Syap.g_02594
OG0000352	Syak.g_01822	Syap.g_02596, Syap.g_02597
OG0000353	Syak.g_01796	Syap.g_00054
OG0000354	Syak.g_01775	Syap.g_00075, Syap.g_02635
OG0000355	Syak.g_01793	Syap.g_00056
OG0000356	Syak.g_01792	Syap.g_00057
OG0000357	Syak.g_01791	Syap.g_00058
OG0000358	Syak.g_01787	Syap.g_00063
OG0000359	Syak.g_01785	Syap.g_00065
OG0000360	Syak.g_01784	Syap.g_00067
OG0000361	Syak.g_01783	Syap.g_00068
OG0000362	Syak.g_01781	Syap.g_00070
OG0000363	Syak.g_01779	Syap.g_00072
OG0000364	Syak.g_01778	Syap.g_00620
OG0000365	Syak.g_01769	Syap.g_00081
OG0000366	Syak.g_01768	Syap.g_00082
OG0000367	Syak.g_01767	Syap.g_00083
OG0000368	Syak.g_01765	Syap.g_00085
OG0000369	Syak.g_01764	Syap.g_00086
OG0000370	Syak.g_01763	Syap.g_00087
OG0000372	Syak.g_01748	Syap.g_01805
OG0000373	Syak.g_01747	Syap.g_01806
OG0000374	Syak.g_01746	Syap.g_01807
OG0000375	Syak.g_01744	Syap.g_01808
OG0000376	Syak.g_01742	Syap.g_01811
OG0000377	Syak.g_01948	Syap.g_00128
OG0000378	Syak.g_01968	Syap.g_01326
OG0000380	Syak.g_02256	Syap.g_01687
OG0000381	Syak.g_02254	Syap.g_01690
OG0000382	Syak.g_02236	Syap.g_02548
OG0000383	Syak.g_02229	Syap.g_02359
OG0000384	Syak.g_02228	Syap.g_02360
OG0000385	Syak.g_02227	Syap.g_02361
OG0000386	Syak.g_02226	Syap.g_02362
OG0000387	Syak.g_02200	Syap.g_01864
OG0000391	Syak.g_02172	Syap.g_02234
OG0000392	Syak.g_02166	Syap.g_02225
OG0000393	Syak.g_02163	Syap.g_02222
OG0000394	Syak.g_02162	Syap.g_02221
OG0000395	Syak.g_02161	Syap.g_02220
OG0000396	Syak.g_02158	Syap.g_02217
OG0000397	Syak.g_02156	Syap.g_02215
OG0000398	Syak.g_02151	Syap.g_02211
OG0000399	Syak.g_02150	Syap.g_02210
OG0000400	Syak.g_02149	Syap.g_02209
OG0000401	Syak.g_02148	Syap.g_02208
OG0000402	Syak.g_02146	Syap.g_02206
OG0000403	Syak.g_02145	Syap.g_02205
OG0000404	Syak.g_02143	Syap.g_02204, Syap.g_02618
OG0000405	Syak.g_02131	Syap.g_02191
OG0000406	Syak.g_02126	Syap.g_02186
OG0000407	Syak.g_02125	Syap.g_02185
OG0000408	Syak.g_02123	Syap.g_02181, Syap.g_02182
OG0000409	Syak.g_02121	Syap.g_02179
OG0000410	Syak.g_02120	Syap.g_02178
OG0000411	Syak.g_02119	Syap.g_02177
OG0000412	Syak.g_02118	Syap.g_02176
OG0000413	Syak.g_02116	Syap.g_02174
OG0000415	Syak.g_02114	Syap.g_02172
OG0000416	Syak.g_02113	Syap.g_02171
OG0000417	Syak.g_02112	Syap.g_02169
OG0000418	Syak.g_02107	Syap.g_01204
OG0000419	Syak.g_02105	Syap.g_01201
OG0000420	Syak.g_02103	Syap.g_01199
OG0000421	Syak.g_02097	Syap.g_01195
OG0000422	Syak.g_02096	Syap.g_01194
OG0000423	Syak.g_02095	Syap.g_01193
OG0000424	Syak.g_02094	Syap.g_01192
OG0000425	Syak.g_02093	Syap.g_01191
OG0000426	Syak.g_02092	Syap.g_01190
OG0000427	Syak.g_02091	Syap.g_01189
OG0000428	Syak.g_02088	Syap.g_01186
OG0000429	Syak.g_02086	Syap.g_01184
OG0000430	Syak.g_02084	Syap.g_01182
OG0000431	Syak.g_02081	Syap.g_01179
OG0000432	Syak.g_02075	Syap.g_02277
OG0000433	Syak.g_02073	Syap.g_02272
OG0000434	Syak.g_02072	Syap.g_02271
OG0000435	Syak.g_02071	Syap.g_02268
OG0000436	Syak.g_02064	Syap.g_01607
OG0000437	Syak.g_02063	Syap.g_01608
OG0000438	Syak.g_02062	Syap.g_01612
OG0000439	Syak.g_02060	Syap.g_01614
OG0000440	Syak.g_02059	Syap.g_01615
OG0000441	Syak.g_02053	Syap.g_01619
OG0000442	Syak.g_02043	Syap.g_01620
OG0000443	Syak.g_02041	Syap.g_01622
OG0000444	Syak.g_02022	Syap.g_01424
OG0000445	Syak.g_02015	Syap.g_01421
OG0000446	Syak.g_02013	Syap.g_01419
OG0000447	Syak.g_02006	Syap.g_01410
OG0000448	Syak.g_02005	Syap.g_01407
OG0000449	Syak.g_02004	Syap.g_01406
OG0000450	Syak.g_01998	Syap.g_01909
OG0000451	Syak.g_01997	Syap.g_01908
OG0000452	Syak.g_01993	Syap.g_01904
OG0000453	Syak.g_01992	Syap.g_01903
OG0000454	Syak.g_01991	Syap.g_01902
OG0000455	Syak.g_01990	Syap.g_01901
OG0000456	Syak.g_01989	Syap.g_01900
OG0000457	Syak.g_01987	Syap.g_01896
OG0000458	Syak.g_01986	Syap.g_01895
OG0000459	Syak.g_01985	Syap.g_01894
OG0000460	Syak.g_02303	Syap.g_01159
OG0000461	Syak.g_01402	Syap.g_01575
OG0000462	Syak.g_01405	Syap.g_01578
OG0000463	Syak.g_01406	Syap.g_01579
OG0000464	Syak.g_01407	Syap.g_01580
OG0000465	Syak.g_01409	Syap.g_01582
OG0000466	Syak.g_01414	Syap.g_01587
OG0000467	Syak.g_01416	Syap.g_01588
OG0000468	Syak.g_01421	Syap.g_01593
OG0000469	Syak.g_01436	Syap.g_02352
OG0000470	Syak.g_01438	Syap.g_02349
OG0000471	Syak.g_01439	Syap.g_02348
OG0000472	Syak.g_01441	Syap.g_02347
OG0000473	Syak.g_01443	Syap.g_02343
OG0000474	Syak.g_01444	Syap.g_02342
OG0000475	Syak.g_01445	Syap.g_02341
OG0000476	Syak.g_01447	Syap.g_02339
OG0000477	Syak.g_01453	Syap.g_01367
OG0000478	Syak.g_01454	Syap.g_01366
OG0000479	Syak.g_01455	Syap.g_01364
OG0000480	Syak.g_01462	Syap.g_01357
OG0000482	Syak.g_01465	Syap.g_01355
OG0000483	Syak.g_01469	Syap.g_01344
OG0000484	Syak.g_01470	Syap.g_01350
OG0000485	Syak.g_01472	Syap.g_01349
OG0000487	Syak.g_01479	Syap.g_01635
OG0000488	Syak.g_01483	Syap.g_01639
OG0000489	Syak.g_01499	Syap.g_02482
OG0000490	Syak.g_01507	Syap.g_01673
OG0000491	Syak.g_01511	Syap.g_01670
OG0000492	Syak.g_01513	Syap.g_01668
OG0000493	Syak.g_01514	Syap.g_01667
OG0000494	Syak.g_01515	Syap.g_01666
OG0000495	Syak.g_01516	Syap.g_01665
OG0000496	Syak.g_01517	Syap.g_01663
OG0000497	Syak.g_01518	Syap.g_01662
OG0000498	Syak.g_01519	Syap.g_01661
OG0000499	Syak.g_01520	Syap.g_01660
OG0000500	Syak.g_01521	Syap.g_01659
OG0000501	Syak.g_01524	Syap.g_01656
OG0000502	Syak.g_01538	Syap.g_02066
OG0000503	Syak.g_01246	Syap.g_00569
OG0000504	Syak.g_01244	Syap.g_00567
OG0000505	Syak.g_01243	Syap.g_00566
OG0000506	Syak.g_01241	Syap.g_00564
OG0000507	Syak.g_01235	Syap.g_00558
OG0000508	Syak.g_01231	Syap.g_00554
OG0000509	Syak.g_01229	Syap.g_00551
OG0000510	Syak.g_01228	Syap.g_00550
OG0000511	Syak.g_01227	Syap.g_00548
OG0000512	Syak.g_01225	Syap.g_02145
OG0000513	Syak.g_01211	Syap.g_02048
OG0000514	Syak.g_01204	Syap.g_02051
OG0000515	Syak.g_01203	Syap.g_02052
OG0000516	Syak.g_01199	Syap.g_02054
OG0000517	Syak.g_01192	Syap.g_02057
OG0000519	Syak.g_01179	Syap.g_00457
OG0000520	Syak.g_01178	Syap.g_00456
OG0000521	Syak.g_01167	Syap.g_01997
OG0000522	Syak.g_01163	Syap.g_01995
OG0000523	Syak.g_01162	Syap.g_02507
OG0000524	Syak.g_01149	Syap.g_02135
OG0000525	Syak.g_01130	Syap.g_02159
OG0000526	Syak.g_01127	Syap.g_02157
OG0000527	Syak.g_01120	Syap.g_02758
OG0000528	Syak.g_02570	Syap.g_02261
OG0000529	Syak.g_02575	Syap.g_02254
OG0000530	Syak.g_02578	Syap.g_02252
OG0000531	Syak.g_02579	Syap.g_02251
OG0000532	Syak.g_02582	Syap.g_02247
OG0000533	Syak.g_02584	Syap.g_02244
OG0000534	Syak.g_02585	Syap.g_02243
OG0000535	Syak.g_02586	Syap.g_02242
OG0000536	Syak.g_02587	Syap.g_02241
OG0000537	Syak.g_02588	Syap.g_02240
OG0000538	Syak.g_02600	Syap.g_00271
OG0000539	Syak.g_02601	Syap.g_00270
OG0000540	Syak.g_02602	Syap.g_00269
OG0000541	Syak.g_02603	Syap.g_00268
OG0000542	Syak.g_02606	Syap.g_00264
OG0000543	Syak.g_02608	Syap.g_00261
OG0000544	Syak.g_02609	Syap.g_00260
OG0000545	Syak.g_02611	Syap.g_00259
OG0000546	Syak.g_02613	Syap.g_00256
OG0000547	Syak.g_02615	Syap.g_00254
OG0000548	Syak.g_02616	Syap.g_00253
OG0000549	Syak.g_02622	Syap.g_00758
OG0000550	Syak.g_02626	Syap.g_02747
OG0000551	Syak.g_02631	Syap.g_02739
OG0000552	Syak.g_02632	Syap.g_02738
OG0000553	Syak.g_02636	Syap.g_02735
OG0000554	Syak.g_02641	Syap.g_01450
OG0000555	Syak.g_02657	Syap.g_01941
OG0000556	Syak.g_02661	Syap.g_01933
OG0000557	Syak.g_02663	Syap.g_01931
OG0000558	Syak.g_02666	Syap.g_01147
OG0000560	Syak.g_02672	Syap.g_00305
OG0000561	Syak.g_02673	Syap.g_00304
OG0000562	Syak.g_02674	Syap.g_00302
OG0000563	Syak.g_02675	Syap.g_00301
OG0000564	Syak.g_02676	Syap.g_00300
OG0000565	Syak.g_02679	Syap.g_00296
OG0000566	Syak.g_02683	Syap.g_00291
OG0000567	Syak.g_02687	Syap.g_01297
OG0000568	Syak.g_02690	Syap.g_01302
OG0000569	Syak.g_02691	Syap.g_01303
OG0000570	Syak.g_02692	Syap.g_01304
OG0000571	Syak.g_02696	Syap.g_01307
OG0000573	Syak.g_02723	Syap.g_00765
OG0000574	Syak.g_02724	Syap.g_00759
OG0000575	Syak.g_02729	Syap.g_00445
OG0000576	Syak.g_02731	Syap.g_00450
OG0000577	Syak.g_02732	Syap.g_00451
OG0000578	Syak.g_02733	Syap.g_00452
OG0000579	Syak.g_02734	Syap.g_00453
OG0000580	Syak.g_02735	Syap.g_00454
OG0000581	Syak.g_02742	Syap.g_01521
OG0000582	Syak.g_02748	Syap.g_01533
OG0000583	Syak.g_02749	Syap.g_01532
OG0000584	Syak.g_02750	Syap.g_01530
OG0000585	Syak.g_02753	Syap.g_01526
OG0000586	Syak.g_02754	Syap.g_01525
OG0000587	Syak.g_02756	Syap.g_01523
OG0000588	Syak.g_00004	Syap.g_00776
OG0000589	Syak.g_00008	Syap.g_00941
OG0000590	Syak.g_00009	Syap.g_00940
