Orthogroup	Syak	Syao
OG0000046	Syak.g_01276	Syao.g_01845
OG0000046	Syak.g_01269	Syao.g_01909
OG0000047	Syak.g_01147	Syao.g_01899
OG0000048	Syak.g_01446	Syao.g_02077
OG0000052	Syak.g_01549	Syao.g_01085, Syao.g_02520
OG0000053	Syak.g_01068	Syao.g_00067
OG0000054	Syak.g_02321	Syao.g_00295, Syao.g_00625
OG0000058	Syak.g_01530	Syao.g_01080
OG0000059	Syak.g_01355	Syao.g_01959
OG0000060	Syak.g_00844	Syao.g_00312
OG0000061	Syak.g_00898	Syao.g_00123
OG0000062	Syak.g_02434	Syao.g_01576
OG0000063	Syak.g_01752	Syao.g_02230
OG0000064	Syak.g_00254	Syao.g_01462, Syao.g_02605
OG0000064	Syak.g_00983	Syao.g_01898
OG0000065	Syak.g_02192, Syak.g_00282	Syao.g_02600
OG0000066	Syak.g_02653	Syao.g_01422
OG0000067	Syak.g_00434	Syao.g_00756
OG0000068	Syak.g_02565	Syao.g_00868, Syao.g_00036
OG0000070	Syak.g_01174	Syao.g_00330
OG0000071	Syak.g_00936, Syak.g_02322	Syao.g_01433
OG0000072	Syak.g_02099	Syao.g_02509
OG0000073	Syak.g_02597	Syao.g_00103
OG0000075	Syak.g_01564	Syao.g_02257
OG0000076	Syak.g_01650	Syao.g_01949, Syao.g_01251
OG0000079	Syak.g_01417	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000080	Syak.g_01612	Syao.g_02269
OG0000082	Syak.g_02711	Syao.g_01035
OG0000084	Syak.g_01036	Syao.g_02606
OG0000085	Syak.g_02427	Syao.g_01569
OG0000086	Syak.g_02219	Syao.g_02653, Syao.g_01240
OG0000087	Syak.g_02141	Syao.g_02555
OG0000088	Syak.g_02106	Syao.g_02503
OG0000089	Syak.g_01215	Syao.g_01716
OG0000090	Syak.g_02640	Syao.g_01412
OG0000091	Syak.g_00043	Syao.g_00902
OG0000092	Syak.g_01126	Syao.g_00656
OG0000093	Syak.g_00416	Syao.g_00739
OG0000094	Syak.g_00656	Syao.g_00458
OG0000095	Syak.g_00736	Syao.g_00331
OG0000098	Syak.g_00345	Syao.g_01374
OG0000099	Syak.g_01527	Syao.g_02019
OG0000100	Syak.g_00622	Syao.g_00787
OG0000102	Syak.g_01661	Syao.g_01945
OG0000104	Syak.g_01799	Syao.g_02157
OG0000105	Syak.g_01451	Syao.g_02071, Syao.g_02072
OG0000106	Syak.g_00096	Syao.g_01385
OG0000107	Syak.g_01392	Syao.g_01935
OG0000108	Syak.g_02574	Syao.g_00028
OG0000109	Syak.g_02590, Syak.g_01061	Syao.g_00110
OG0000110	Syak.g_02698	Syao.g_01051
OG0000111	Syak.g_00725	Syao.g_00378
OG0000112	Syak.g_00512	Syao.g_00683, Syao.g_00303
OG0000113	Syak.g_00461	Syao.g_00782
OG0000114	Syak.g_00373	Syao.g_00965
OG0000115	Syak.g_01066	Syao.g_00065, Syao.g_01464
OG0000116	Syak.g_00911	Syao.g_00137
OG0000117	Syak.g_00846	Syao.g_00169
OG0000118	Syak.g_00954	Syao.g_01475
OG0000120	Syak.g_01526	Syao.g_02009
OG0000121	Syak.g_01044	Syao.g_01489
OG0000122	Syak.g_00081	Syao.g_01247
OG0000123	Syak.g_01299	Syao.g_01832
OG0000124	Syak.g_01692	Syao.g_02179
OG0000125	Syak.g_01934	Syao.g_02444
OG0000126	Syak.g_01801	Syao.g_02198
OG0000127	Syak.g_02269, Syak.g_02544	Syao.g_02375, Syao.g_01143
OG0000128	Syak.g_01782	Syao.g_02149
OG0000129	Syak.g_01947	Syao.g_02434
OG0000130	Syak.g_02255	Syao.g_02617
OG0000131	Syak.g_02128	Syao.g_02480
OG0000132	Syak.g_02108	Syao.g_02501
OG0000133	Syak.g_00507	Syao.g_00678
OG0000134	Syak.g_01212	Syao.g_01719
OG0000135	Syak.g_01897	Syao.g_00147
OG0000136	Syak.g_01186	Syao.g_01614, Syao.g_01613
OG0000137	Syak.g_01118	Syao.g_02682
OG0000138	Syak.g_01062, Syak.g_02591	Syao.g_00108
OG0000139	Syak.g_02646	Syao.g_02005
OG0000140	Syak.g_02650	Syao.g_01373, Syao.g_01372
OG0000141	Syak.g_02746	Syao.g_01202
OG0000142	Syak.g_00035	Syao.g_00894
OG0000143	Syak.g_00039	Syao.g_00898
OG0000145	Syak.g_02598	Syao.g_00102
OG0000146	Syak.g_00514	Syao.g_00684, Syao.g_00304
OG0000147	Syak.g_00515	Syao.g_00305, Syao.g_00685
OG0000148	Syak.g_00455	Syao.g_00776
OG0000149	Syak.g_00596	Syao.g_00534
OG0000150	Syak.g_02747	Syao.g_01203
OG0000151	Syak.g_00387	Syao.g_00975
OG0000152	Syak.g_00503	Syao.g_00674
OG0000153	Syak.g_00470	Syao.g_00818, Syao.g_01176
OG0000154	Syak.g_00645	Syao.g_00447
OG0000155	Syak.g_00855	Syao.g_00178
OG0000156	Syak.g_00919	Syao.g_00151
OG0000157	Syak.g_00920	Syao.g_00152
OG0000158	Syak.g_01624	Syao.g_01141, Syao.g_02267
OG0000160	Syak.g_01043	Syao.g_01488
OG0000161	Syak.g_01050	Syao.g_01494
OG0000162	Syak.g_01058	Syao.g_01515
OG0000163	Syak.g_02478	Syao.g_01745
OG0000164	Syak.g_02384	Syao.g_01663
OG0000165	Syak.g_02374	Syao.g_01655
OG0000166	Syak.g_01345	Syao.g_01790
OG0000167	Syak.g_01561	Syao.g_01960
OG0000168	Syak.g_01625	Syao.g_02128
OG0000169	Syak.g_01637	Syao.g_02139
OG0000170	Syak.g_01644	Syao.g_02148
OG0000171	Syak.g_01691	Syao.g_02181
OG0000172	Syak.g_01713	Syao.g_02170
OG0000173	Syak.g_01733	Syao.g_02212
OG0000174	Syak.g_01895	Syao.g_02364, Syao.g_02355
OG0000175	Syak.g_01827	Syao.g_02327, Syao.g_00308
OG0000176	Syak.g_01790	Syao.g_02165
OG0000177	Syak.g_01789	Syao.g_02156
OG0000178	Syak.g_01788	Syao.g_02155
OG0000179	Syak.g_01773	Syao.g_02250
OG0000180	Syak.g_01772	Syao.g_02249
OG0000181	Syak.g_01771	Syao.g_02248
OG0000182	Syak.g_01770	Syao.g_02247
OG0000183	Syak.g_01766	Syao.g_02243
OG0000184	Syak.g_01955	Syao.g_02423
OG0000185	Syak.g_01971	Syao.g_02410
OG0000186	Syak.g_02258	Syao.g_02613
OG0000187	Syak.g_02257	Syao.g_02615
OG0000188	Syak.g_02235	Syao.g_02637
OG0000189	Syak.g_02203	Syao.g_02672
OG0000190	Syak.g_01575	Syao.g_01015
OG0000191	Syak.g_02171	Syao.g_02573
OG0000192	Syak.g_02165	Syao.g_02579
OG0000193	Syak.g_02127	Syao.g_02481
OG0000194	Syak.g_02124	Syao.g_02484
OG0000196	Syak.g_02111	Syao.g_02498
OG0000197	Syak.g_02110	Syao.g_02499
OG0000198	Syak.g_02109	Syao.g_02500
OG0000199	Syak.g_02100	Syao.g_02508
OG0000200	Syak.g_02083	Syao.g_02524
OG0000201	Syak.g_02068	Syao.g_02540
OG0000202	Syak.g_02067	Syao.g_02454
OG0000203	Syak.g_02066	Syao.g_02455
OG0000204	Syak.g_02065	Syao.g_02456
OG0000205	Syak.g_02058	Syao.g_02464
OG0000206	Syak.g_02038	Syao.g_02469
OG0000207	Syak.g_02025	Syao.g_02471
OG0000208	Syak.g_02024	Syao.g_02472
OG0000209	Syak.g_01995	Syao.g_02394
OG0000210	Syak.g_01994	Syao.g_02395
OG0000211	Syak.g_02300, Syak.g_02017	Syao.g_01700
OG0000212	Syak.g_02311	Syao.g_01710
OG0000213	Syak.g_01425	Syao.g_02098
OG0000214	Syak.g_01442	Syao.g_02081
OG0000215	Syak.g_01474	Syao.g_02050
OG0000216	Syak.g_01478	Syao.g_02045
OG0000217	Syak.g_01482	Syao.g_02041
OG0000218	Syak.g_01484	Syao.g_02039
OG0000219	Syak.g_01485	Syao.g_02038
OG0000220	Syak.g_01486	Syao.g_02037
OG0000221	Syak.g_01498	Syao.g_02034
OG0000222	Syak.g_01512	Syao.g_02023
OG0000223	Syak.g_01531	Syao.g_00291
OG0000224	Syak.g_01532	Syao.g_01973
OG0000225	Syak.g_01230	Syao.g_01751
OG0000226	Syak.g_01226	Syao.g_01758
OG0000227	Syak.g_01224	Syao.g_01760
OG0000228	Syak.g_01216	Syao.g_01715
OG0000229	Syak.g_01191	Syao.g_01736
OG0000230	Syak.g_01189	Syao.g_01738
OG0000231	Syak.g_01176	Syao.g_01513
OG0000232	Syak.g_01156	Syao.g_00057
OG0000233	Syak.g_01145	Syao.g_02698
OG0000234	Syak.g_01116	Syao.g_02680
OG0000235	Syak.g_02573	Syao.g_00029
OG0000236	Syak.g_02589	Syao.g_00111
OG0000237	Syak.g_02607	Syao.g_00166
OG0000238	Syak.g_02612	Syao.g_00161
OG0000239	Syak.g_02628	Syao.g_01398
OG0000240	Syak.g_02629	Syao.g_01399
OG0000241	Syak.g_00027	Syao.g_00887
OG0000242	Syak.g_02638	Syao.g_01410
OG0000243	Syak.g_02658	Syao.g_00873
OG0000244	Syak.g_02665	Syao.g_00865
OG0000245	Syak.g_02667	Syao.g_00863
OG0000246	Syak.g_02671	Syao.g_00859
OG0000247	Syak.g_02681	Syao.g_00847
OG0000248	Syak.g_02684	Syao.g_00844
OG0000249	Syak.g_02686	Syao.g_00842
OG0000250	Syak.g_02694	Syao.g_00835
OG0000251	Syak.g_02722	Syao.g_01026
OG0000252	Syak.g_02725	Syao.g_01020
OG0000253	Syak.g_02727	Syao.g_01003
OG0000254	Syak.g_02752	Syao.g_01053
OG0000255	Syak.g_02772	Syao.g_01009
OG0000256	Syak.g_00020	Syao.g_01328
OG0000257	Syak.g_00026	Syao.g_00884
OG0000258	Syak.g_00044	Syao.g_00907
OG0000259	Syak.g_00334	Syao.g_00933, Syao.g_00932
OG0000260	Syak.g_00338	Syao.g_00936
OG0000261	Syak.g_00348	Syao.g_00941
OG0000262	Syak.g_00353	Syao.g_00946
OG0000263	Syak.g_00828	Syao.g_00247
OG0000264	Syak.g_00698	Syao.g_00699
OG0000265	Syak.g_00211	Syao.g_00049
OG0000266	Syak.g_00778	Syao.g_00480
OG0000267	Syak.g_00555	Syao.g_00589
OG0000268	Syak.g_00554	Syao.g_00588
OG0000269	Syak.g_00429	Syao.g_00751
OG0000270	Syak.g_00432	Syao.g_00754
OG0000271	Syak.g_00440	Syao.g_00762
OG0000272	Syak.g_00441	Syao.g_00763
OG0000273	Syak.g_00616	Syao.g_00791
OG0000274	Syak.g_00615	Syao.g_00792
OG0000275	Syak.g_00611	Syao.g_00438
OG0000276	Syak.g_00604	Syao.g_00558
OG0000277	Syak.g_00603	Syao.g_00557
OG0000278	Syak.g_00600	Syao.g_00554
OG0000279	Syak.g_00592	Syao.g_00529
OG0000280	Syak.g_00582	Syao.g_00608
OG0000281	Syak.g_00339	Syao.g_01377
OG0000282	Syak.g_00375	Syao.g_00967
OG0000283	Syak.g_00541	Syao.g_00640
OG0000284	Syak.g_00536	Syao.g_00634
OG0000285	Syak.g_00523	Syao.g_00706
OG0000286	Syak.g_00504	Syao.g_00675
OG0000287	Syak.g_00477	Syao.g_00825
OG0000288	Syak.g_00644	Syao.g_00446
OG0000289	Syak.g_00659	Syao.g_00461
OG0000290	Syak.g_00738	Syao.g_00428
OG0000291	Syak.g_00737, Syak.g_00734	Syao.g_00333
OG0000292	Syak.g_01802	Syao.g_02196
OG0000293	Syak.g_00910	Syao.g_00136
OG0000294	Syak.g_00909	Syao.g_00135
OG0000295	Syak.g_00863	Syao.g_00186
OG0000296	Syak.g_00861	Syao.g_00184
OG0000298	Syak.g_00847	Syao.g_00170
OG0000299	Syak.g_00820	Syao.g_00231
OG0000300	Syak.g_00813	Syao.g_00274
OG0000301	Syak.g_00812	Syao.g_00272, Syao.g_00273
OG0000302	Syak.g_00811	Syao.g_00271
OG0000303	Syak.g_00674	Syao.g_00262
OG0000304	Syak.g_00680	Syao.g_00256
OG0000305	Syak.g_00732	Syao.g_00388
OG0000306	Syak.g_00094	Syao.g_01216
OG0000307	Syak.g_02556	Syao.g_00045
OG0000308	Syak.g_02554	Syao.g_00047
OG0000309	Syak.g_02549	Syao.g_02705
OG0000310	Syak.g_00994	Syao.g_01530
OG0000311	Syak.g_00999	Syao.g_01533
OG0000312	Syak.g_01028	Syao.g_01538
OG0000313	Syak.g_01046	Syao.g_01491
OG0000314	Syak.g_01079	Syao.g_00078
OG0000315	Syak.g_01090	Syao.g_00088
OG0000316	Syak.g_02462	Syao.g_01602
OG0000317	Syak.g_02419	Syao.g_01560
OG0000318	Syak.g_02415	Syao.g_01553
OG0000319	Syak.g_02399	Syao.g_01678
OG0000320	Syak.g_02397	Syao.g_01676
OG0000321	Syak.g_02396	Syao.g_01675
OG0000322	Syak.g_02395	Syao.g_01674
OG0000323	Syak.g_02380	Syao.g_01661
OG0000324	Syak.g_02347	Syao.g_01630
OG0000325	Syak.g_01391	Syao.g_01936
OG0000326	Syak.g_01384	Syao.g_01918
OG0000327	Syak.g_01350	Syao.g_01795
OG0000328	Syak.g_01349	Syao.g_01794
OG0000329	Syak.g_01331	Syao.g_01776
OG0000330	Syak.g_01330	Syao.g_01775
OG0000331	Syak.g_01329	Syao.g_01774
OG0000332	Syak.g_01314	Syao.g_01813
OG0000333	Syak.g_01311	Syao.g_01810
OG0000334	Syak.g_01302	Syao.g_01836
OG0000335	Syak.g_01298	Syao.g_01831
OG0000336	Syak.g_01294	Syao.g_01827
OG0000337	Syak.g_01555	Syao.g_01968
OG0000338	Syak.g_01558	Syao.g_01962
OG0000339	Syak.g_01566	Syao.g_02259
OG0000340	Syak.g_01626	Syao.g_02129
OG0000341	Syak.g_01628	Syao.g_02131
OG0000342	Syak.g_01629	Syao.g_02132
OG0000343	Syak.g_01631	Syao.g_02133
OG0000344	Syak.g_01635	Syao.g_02137
OG0000345	Syak.g_01645	Syao.g_01953
OG0000346	Syak.g_01651	Syao.g_01948
OG0000347	Syak.g_01694	Syao.g_02178
OG0000348	Syak.g_01717	Syao.g_02166
OG0000349	Syak.g_01740	Syao.g_02219
OG0000350	Syak.g_01377	Syao.g_01925
OG0000351	Syak.g_01823	Syao.g_02331
OG0000352	Syak.g_01822	Syao.g_02332
OG0000353	Syak.g_01796	Syao.g_02160
OG0000354	Syak.g_02618	Syao.g_00154, Syao.g_00155
OG0000354	Syak.g_01775	Syao.g_02252
OG0000355	Syak.g_01793	Syao.g_02162
OG0000356	Syak.g_01792	Syao.g_02163
OG0000357	Syak.g_01791	Syao.g_02164
OG0000358	Syak.g_01787	Syao.g_02154
OG0000359	Syak.g_01785	Syao.g_02152
OG0000360	Syak.g_01784	Syao.g_02151
OG0000361	Syak.g_01783	Syao.g_02150
OG0000362	Syak.g_01781	Syao.g_01954
OG0000363	Syak.g_01779	Syao.g_02255
OG0000364	Syak.g_01778	Syao.g_01558
OG0000365	Syak.g_01769	Syao.g_02246
OG0000366	Syak.g_01768	Syao.g_02245
OG0000367	Syak.g_01767	Syao.g_02244
OG0000368	Syak.g_01765	Syao.g_02242
OG0000369	Syak.g_01764	Syao.g_02241
OG0000370	Syak.g_01763	Syao.g_02240
OG0000371	Syak.g_01753	Syao.g_02231
OG0000372	Syak.g_01748	Syao.g_02226
OG0000373	Syak.g_01747	Syao.g_02225
OG0000374	Syak.g_01746	Syao.g_02224
OG0000375	Syak.g_01744	Syao.g_02223
OG0000376	Syak.g_01742	Syao.g_02221
OG0000377	Syak.g_01948	Syao.g_02429
OG0000378	Syak.g_01968	Syao.g_02414
OG0000379	Syak.g_01972	Syao.g_02409
OG0000380	Syak.g_02256	Syao.g_02616
OG0000381	Syak.g_02254	Syao.g_02618
OG0000382	Syak.g_02236	Syao.g_02636
OG0000383	Syak.g_02229	Syao.g_02643
OG0000384	Syak.g_02228	Syao.g_02644
OG0000385	Syak.g_02227	Syao.g_02645
OG0000386	Syak.g_02226	Syao.g_02646
OG0000387	Syak.g_02200	Syao.g_01019
OG0000388	Syak.g_02196	Syao.g_02596
OG0000389	Syak.g_02345, Syak.g_02193	Syao.g_02599
OG0000390	Syak.g_02177	Syao.g_02567
OG0000391	Syak.g_02172	Syao.g_02572
OG0000392	Syak.g_02166	Syao.g_02578
OG0000393	Syak.g_02163	Syao.g_02581
OG0000394	Syak.g_02162	Syao.g_02582
OG0000395	Syak.g_02161	Syao.g_02583
OG0000396	Syak.g_02158	Syao.g_02586
OG0000397	Syak.g_02156	Syao.g_02542
OG0000398	Syak.g_02151	Syao.g_02547
OG0000399	Syak.g_02150	Syao.g_02548
OG0000400	Syak.g_02149	Syao.g_02549
OG0000401	Syak.g_02148	Syao.g_02550
OG0000402	Syak.g_02146	Syao.g_02552
OG0000403	Syak.g_02145	Syao.g_02553
OG0000404	Syak.g_02143	Syao.g_02554
OG0000405	Syak.g_02131	Syao.g_02478
OG0000406	Syak.g_02126	Syao.g_02482
OG0000407	Syak.g_02125	Syao.g_02483
OG0000408	Syak.g_02123	Syao.g_02485
OG0000409	Syak.g_02121	Syao.g_02487
OG0000410	Syak.g_02120	Syao.g_02488
OG0000411	Syak.g_02119	Syao.g_02489
OG0000412	Syak.g_02118	Syao.g_02490
OG0000413	Syak.g_02116	Syao.g_02492
OG0000415	Syak.g_02114	Syao.g_02494
OG0000416	Syak.g_02113	Syao.g_02495
OG0000417	Syak.g_02112	Syao.g_02497
OG0000418	Syak.g_02107	Syao.g_02502
OG0000419	Syak.g_02105	Syao.g_02504
OG0000420	Syak.g_02103	Syao.g_02506
OG0000421	Syak.g_02097	Syao.g_02510
OG0000422	Syak.g_02096	Syao.g_02511
OG0000423	Syak.g_02095	Syao.g_02512
OG0000424	Syak.g_02094	Syao.g_02513
OG0000425	Syak.g_02093	Syao.g_02514
OG0000426	Syak.g_02092	Syao.g_02515
OG0000427	Syak.g_02091	Syao.g_02516
OG0000428	Syak.g_02088	Syao.g_02519
OG0000429	Syak.g_02086	Syao.g_02522
OG0000430	Syak.g_02084	Syao.g_02523
OG0000431	Syak.g_02081	Syao.g_02526
OG0000432	Syak.g_02075	Syao.g_02532
OG0000433	Syak.g_02073	Syao.g_02534
OG0000434	Syak.g_02072	Syao.g_02535
OG0000435	Syak.g_02071	Syao.g_02538
OG0000436	Syak.g_02064	Syao.g_02458
OG0000437	Syak.g_02063	Syao.g_02459
OG0000438	Syak.g_02062	Syao.g_02460
OG0000439	Syak.g_02060	Syao.g_02462
OG0000440	Syak.g_02059	Syao.g_02463
OG0000441	Syak.g_02053	Syao.g_02466
OG0000442	Syak.g_02043	Syao.g_02467
OG0000443	Syak.g_02041	Syao.g_02468
OG0000444	Syak.g_02022	Syao.g_02473
OG0000445	Syak.g_02015	Syao.g_02474
OG0000446	Syak.g_02013	Syao.g_02476
OG0000447	Syak.g_02006	Syao.g_02383
OG0000448	Syak.g_02005	Syao.g_02384
OG0000449	Syak.g_02004	Syao.g_02385
OG0000450	Syak.g_01998	Syao.g_02391
OG0000451	Syak.g_01997	Syao.g_02392
OG0000452	Syak.g_01993	Syao.g_02396
OG0000453	Syak.g_01992	Syao.g_02397
OG0000454	Syak.g_01991	Syao.g_02398
OG0000455	Syak.g_01990	Syao.g_02399
OG0000456	Syak.g_01989	Syao.g_02400
OG0000457	Syak.g_01987	Syao.g_02402
OG0000458	Syak.g_01986	Syao.g_02403
OG0000459	Syak.g_01985	Syao.g_02404
OG0000460	Syak.g_02303	Syao.g_01702
OG0000461	Syak.g_01402	Syao.g_02119
OG0000462	Syak.g_01405	Syao.g_02116
OG0000463	Syak.g_01406	Syao.g_02115
OG0000464	Syak.g_01407	Syao.g_02114
OG0000465	Syak.g_01409	Syao.g_02112
OG0000466	Syak.g_01414	Syao.g_02107
OG0000467	Syak.g_01416	Syao.g_02106
OG0000468	Syak.g_01421	Syao.g_02102
OG0000469	Syak.g_01436	Syao.g_02087
OG0000470	Syak.g_01438	Syao.g_02085
OG0000471	Syak.g_01439	Syao.g_02084
OG0000472	Syak.g_01441	Syao.g_02082
OG0000473	Syak.g_01443	Syao.g_02080
OG0000474	Syak.g_01444	Syao.g_02079
OG0000475	Syak.g_01445	Syao.g_02078
OG0000476	Syak.g_01447	Syao.g_02076
OG0000477	Syak.g_01453	Syao.g_02069
OG0000478	Syak.g_01454	Syao.g_02068
OG0000479	Syak.g_01455	Syao.g_02067
OG0000480	Syak.g_01462	Syao.g_02060
OG0000481	Syak.g_01464	Syao.g_01012
OG0000482	Syak.g_01465	Syao.g_02058
OG0000483	Syak.g_01469	Syao.g_02054
OG0000484	Syak.g_01470	Syao.g_02053
OG0000485	Syak.g_01472	Syao.g_02052
OG0000486	Syak.g_01473	Syao.g_02051
OG0000487	Syak.g_01479	Syao.g_02044
OG0000488	Syak.g_01483	Syao.g_02040
OG0000489	Syak.g_01499	Syao.g_02033
OG0000490	Syak.g_01507	Syao.g_02025
OG0000491	Syak.g_01511	Syao.g_02024
OG0000492	Syak.g_01513	Syao.g_02022
OG0000493	Syak.g_01514	Syao.g_02021
OG0000494	Syak.g_01515	Syao.g_02020
OG0000495	Syak.g_01516	Syao.g_02018
OG0000496	Syak.g_01517	Syao.g_02017
OG0000497	Syak.g_01518	Syao.g_02016
OG0000498	Syak.g_01519	Syao.g_02015
OG0000499	Syak.g_01520	Syao.g_02014
OG0000500	Syak.g_01521	Syao.g_02013
OG0000501	Syak.g_01524	Syao.g_02010
OG0000502	Syak.g_01538	Syao.g_01974
OG0000503	Syak.g_01246	Syao.g_01877
OG0000504	Syak.g_01244	Syao.g_01875
OG0000505	Syak.g_01243	Syao.g_01874
OG0000506	Syak.g_01241	Syao.g_01872
OG0000507	Syak.g_01235	Syao.g_01866
OG0000508	Syak.g_01231	Syao.g_01750
OG0000509	Syak.g_01229	Syao.g_01755
OG0000510	Syak.g_01228	Syao.g_01756
OG0000511	Syak.g_01227	Syao.g_01757
OG0000512	Syak.g_01225	Syao.g_01759
OG0000513	Syak.g_01211	Syao.g_01720
OG0000514	Syak.g_01204	Syao.g_01727
OG0000515	Syak.g_01203	Syao.g_01728
OG0000516	Syak.g_01199	Syao.g_01730
OG0000517	Syak.g_01192	Syao.g_01735
OG0000518	Syak.g_01180	Syao.g_01621
OG0000519	Syak.g_01179	Syao.g_01622
OG0000520	Syak.g_01178	Syao.g_01512
OG0000521	Syak.g_01167	Syao.g_00061
OG0000522	Syak.g_01163	Syao.g_00059
OG0000523	Syak.g_01162	Syao.g_00058
OG0000524	Syak.g_01149	Syao.g_02699
OG0000525	Syak.g_01130	Syao.g_02691
OG0000526	Syak.g_01127	Syao.g_02688
OG0000527	Syak.g_01120	Syao.g_02684
OG0000528	Syak.g_02570	Syao.g_00031
OG0000529	Syak.g_02575	Syao.g_00027
OG0000530	Syak.g_02578	Syao.g_00122
OG0000531	Syak.g_02579	Syao.g_00121
OG0000532	Syak.g_02582	Syao.g_00118
OG0000533	Syak.g_02584	Syao.g_00116
OG0000534	Syak.g_02585	Syao.g_00115
OG0000535	Syak.g_02586	Syao.g_00114
OG0000536	Syak.g_02587	Syao.g_00113
OG0000537	Syak.g_02588	Syao.g_00112
OG0000538	Syak.g_02600	Syao.g_00100
OG0000539	Syak.g_02601	Syao.g_00099
OG0000540	Syak.g_02602	Syao.g_00098
OG0000541	Syak.g_02603	Syao.g_00097
OG0000542	Syak.g_02606	Syao.g_00167
OG0000543	Syak.g_02608	Syao.g_00165
OG0000544	Syak.g_02609	Syao.g_00164
OG0000545	Syak.g_02611	Syao.g_00162
OG0000546	Syak.g_02613	Syao.g_00160
OG0000547	Syak.g_02615	Syao.g_00158
OG0000548	Syak.g_02616	Syao.g_00157
OG0000549	Syak.g_02622	Syao.g_01391
OG0000550	Syak.g_02626	Syao.g_01396
OG0000551	Syak.g_02631	Syao.g_01401
OG0000552	Syak.g_02632	Syao.g_01402
OG0000553	Syak.g_02636	Syao.g_01404
OG0000554	Syak.g_02641	Syao.g_01413
OG0000555	Syak.g_02657	Syao.g_00875
OG0000556	Syak.g_02661	Syao.g_00871
OG0000557	Syak.g_02663	Syao.g_00866
OG0000558	Syak.g_02666	Syao.g_00864
OG0000559	Syak.g_02670	Syao.g_00860
OG0000560	Syak.g_02672	Syao.g_00857
OG0000561	Syak.g_02673	Syao.g_00856
OG0000562	Syak.g_02674	Syao.g_00855
OG0000563	Syak.g_02675	Syao.g_00854
OG0000564	Syak.g_02676	Syao.g_00853
OG0000565	Syak.g_02679	Syao.g_00849
OG0000566	Syak.g_02683	Syao.g_00845
OG0000567	Syak.g_02687	Syao.g_00841
OG0000568	Syak.g_02690	Syao.g_00839
OG0000569	Syak.g_02691	Syao.g_00838
OG0000570	Syak.g_02692	Syao.g_00837
OG0000571	Syak.g_02696	Syao.g_00834
OG0000572	Syak.g_02713	Syao.g_01033
OG0000573	Syak.g_02723	Syao.g_01022
OG0000574	Syak.g_02724	Syao.g_01021
OG0000575	Syak.g_02729	Syao.g_01000
OG0000576	Syak.g_02731	Syao.g_00996
OG0000577	Syak.g_02732	Syao.g_00995
OG0000578	Syak.g_02733	Syao.g_00994
OG0000579	Syak.g_02734	Syao.g_00993
OG0000580	Syak.g_02735	Syao.g_00992
OG0000581	Syak.g_02742	Syao.g_01059
OG0000582	Syak.g_02748	Syao.g_01204
OG0000583	Syak.g_02749	Syao.g_01205
