Orthogroup	Syak	Pran
OG0000151	Syak.g_00387	Pran.g_00439
OG0000152	Syak.g_00503	Pran.g_00487
OG0000153	Syak.g_00470	Pran.g_00506
OG0000154	Syak.g_00645	Pran.g_00542
OG0000155	Syak.g_00855	Pran.g_00040
OG0000156	Syak.g_00919	Pran.g_00887
OG0000157	Syak.g_00920	Pran.g_00886
OG0000158	Syak.g_01624	Pran.g_00822
OG0000160	Syak.g_01043	Pran.g_00732
OG0000161	Syak.g_01050	Pran.g_00726
OG0000162	Syak.g_01058	Pran.g_00720
OG0000163	Syak.g_02478	Pran.g_00686
OG0000164	Syak.g_02384	Pran.g_00994
OG0000165	Syak.g_02374	Pran.g_01001
OG0000166	Syak.g_01345	Pran.g_01069, Pran.g_01068
OG0000167	Syak.g_01561	Pran.g_01135
OG0000168	Syak.g_01625	Pran.g_01144
OG0000169	Syak.g_01637	Pran.g_01154
OG0000170	Syak.g_01644	Pran.g_01156
OG0000171	Syak.g_01691	Pran.g_01175
OG0000172	Syak.g_01713	Pran.g_01184
OG0000173	Syak.g_01733	Pran.g_01199
OG0000174	Syak.g_01895	Pran.g_01226
OG0000175	Syak.g_01827	Pran.g_01236
OG0000176	Syak.g_01790	Pran.g_01261
OG0000177	Syak.g_01789	Pran.g_01262
OG0000178	Syak.g_01788	Pran.g_01263
OG0000179	Syak.g_01773	Pran.g_00408
OG0000180	Syak.g_01772	Pran.g_00407
OG0000181	Syak.g_01771	Pran.g_00406
OG0000182	Syak.g_01770	Pran.g_00405
OG0000183	Syak.g_01766	Pran.g_00401
OG0000184	Syak.g_01955	Pran.g_00379
OG0000185	Syak.g_01971	Pran.g_00376
OG0000186	Syak.g_02258	Pran.g_00368
OG0000187	Syak.g_02257	Pran.g_00367
OG0000188	Syak.g_02235	Pran.g_00350
OG0000189	Syak.g_02203	Pran.g_00337
OG0000190	Syak.g_01575	Pran.g_00336
OG0000191	Syak.g_02171	Pran.g_00316
OG0000192	Syak.g_02165	Pran.g_00312
OG0000193	Syak.g_02127	Pran.g_00287
OG0000194	Syak.g_02124	Pran.g_00283
OG0000195	Syak.g_02122	Pran.g_00281
OG0000196	Syak.g_02111	Pran.g_00271
OG0000197	Syak.g_02110	Pran.g_00270
OG0000198	Syak.g_02109	Pran.g_00269
OG0000199	Syak.g_02100	Pran.g_00262
OG0000200	Syak.g_02083	Pran.g_00248
OG0000201	Syak.g_02068	Pran.g_00240
OG0000202	Syak.g_02067	Pran.g_00239
OG0000203	Syak.g_02066	Pran.g_00238
OG0000204	Syak.g_02065	Pran.g_00237
OG0000205	Syak.g_02058	Pran.g_00230
OG0000206	Syak.g_02038	Pran.g_00225
OG0000207	Syak.g_02025	Pran.g_00223
OG0000208	Syak.g_02024	Pran.g_00222
OG0000209	Syak.g_01995	Pran.g_00213
OG0000210	Syak.g_01994	Pran.g_00212
OG0000211	Syak.g_02017	Pran.g_00199
OG0000212	Syak.g_02311	Pran.g_00193
OG0000213	Syak.g_01425	Pran.g_01935
OG0000214	Syak.g_01442	Pran.g_01926
OG0000215	Syak.g_01474	Pran.g_01902
OG0000216	Syak.g_01478	Pran.g_01900
OG0000217	Syak.g_01482	Pran.g_01897
OG0000218	Syak.g_01484	Pran.g_01895
OG0000219	Syak.g_01485	Pran.g_01894
OG0000220	Syak.g_01486	Pran.g_01893
OG0000221	Syak.g_01498	Pran.g_01892
OG0000222	Syak.g_01512	Pran.g_01884
OG0000223	Syak.g_01531	Pran.g_01871
OG0000224	Syak.g_01532	Pran.g_01869
OG0000225	Syak.g_01230	Pran.g_01849
OG0000226	Syak.g_01226	Pran.g_01845
OG0000227	Syak.g_01224	Pran.g_01843
OG0000228	Syak.g_01216	Pran.g_01840
OG0000229	Syak.g_01191	Pran.g_01744
OG0000230	Syak.g_01189	Pran.g_01742
OG0000231	Syak.g_01176	Pran.g_01728
OG0000232	Syak.g_01156	Pran.g_01720
OG0000233	Syak.g_01145	Pran.g_01715
OG0000234	Syak.g_01116	Pran.g_01702
OG0000235	Syak.g_02573	Pran.g_01699
OG0000236	Syak.g_02589	Pran.g_01685
OG0000237	Syak.g_02607	Pran.g_01672
OG0000238	Syak.g_02612	Pran.g_01666
OG0000239	Syak.g_02628	Pran.g_01653
OG0000240	Syak.g_02629	Pran.g_01652
OG0000241	Syak.g_00027	Pran.g_01648
OG0000242	Syak.g_02638	Pran.g_01646
OG0000243	Syak.g_02658	Pran.g_01635
OG0000244	Syak.g_02665	Pran.g_01632
OG0000245	Syak.g_02667	Pran.g_01630
OG0000246	Syak.g_02671	Pran.g_01626
OG0000247	Syak.g_02681	Pran.g_01616
OG0000248	Syak.g_02684	Pran.g_01613
OG0000249	Syak.g_02686	Pran.g_01611
OG0000250	Syak.g_02694	Pran.g_01606
OG0000251	Syak.g_02722	Pran.g_01587
OG0000252	Syak.g_02725	Pran.g_01584
OG0000253	Syak.g_02727	Pran.g_01583
OG0000254	Syak.g_02752	Pran.g_01567
OG0000255	Syak.g_02772	Pran.g_01561
OG0000256	Syak.g_00020	Pran.g_01551
OG0000257	Syak.g_00026	Pran.g_01548
OG0000258	Syak.g_00044	Pran.g_01535
OG0000259	Syak.g_00334	Pran.g_01518
OG0000260	Syak.g_00338	Pran.g_01515
OG0000261	Syak.g_00348	Pran.g_01513
OG0000262	Syak.g_00353	Pran.g_01509
OG0000263	Syak.g_00828	Pran.g_01497
OG0000264	Syak.g_00698	Pran.g_01487
OG0000265	Syak.g_00211	Pran.g_01460
OG0000266	Syak.g_00778	Pran.g_01450
OG0000267	Syak.g_00555	Pran.g_01439
OG0000268	Syak.g_00554	Pran.g_01438
OG0000269	Syak.g_00429	Pran.g_01348
OG0000270	Syak.g_00432	Pran.g_01345
OG0000271	Syak.g_00440	Pran.g_01337
OG0000272	Syak.g_00441	Pran.g_01336
OG0000274	Syak.g_00615	Pran.g_01312
OG0000275	Syak.g_00611	Pran.g_01310
OG0000276	Syak.g_00604	Pran.g_01305
OG0000277	Syak.g_00603	Pran.g_01304
OG0000278	Syak.g_00600	Pran.g_01301
OG0000279	Syak.g_00592	Pran.g_01294
OG0000280	Syak.g_00582	Pran.g_01293
OG0000281	Syak.g_00339	Pran.g_01287
OG0000282	Syak.g_00375	Pran.g_00431
OG0000283	Syak.g_00541	Pran.g_00464
OG0000284	Syak.g_00536	Pran.g_00469
OG0000285	Syak.g_00523	Pran.g_00474
OG0000286	Syak.g_00504	Pran.g_00486
OG0000287	Syak.g_00477	Pran.g_00503
OG0000288	Syak.g_00644	Pran.g_00541
OG0000289	Syak.g_00659	Pran.g_00552
OG0000290	Syak.g_00738	Pran.g_00565
OG0000291	Syak.g_00737	Pran.g_00567
OG0000292	Syak.g_01802	Pran.g_00135
OG0000293	Syak.g_00910	Pran.g_00069
OG0000294	Syak.g_00909	Pran.g_00068
OG0000295	Syak.g_00863	Pran.g_00048
OG0000296	Syak.g_00861	Pran.g_00046
OG0000297	Syak.g_00848	Pran.g_00038
OG0000298	Syak.g_00847	Pran.g_00037
OG0000299	Syak.g_00820	Pran.g_00020
OG0000300	Syak.g_00813	Pran.g_00017
OG0000301	Syak.g_00812	Pran.g_00016
OG0000302	Syak.g_00811	Pran.g_00014
OG0000303	Syak.g_00674	Pran.g_00007
OG0000304	Syak.g_00680	Pran.g_00003
OG0000305	Syak.g_00732	Pran.g_00848
OG0000306	Syak.g_00094	Pran.g_00846
OG0000307	Syak.g_02556	Pran.g_00832
OG0000308	Syak.g_02554	Pran.g_00831
OG0000309	Syak.g_02549	Pran.g_00827
OG0000310	Syak.g_00994	Pran.g_00748
OG0000311	Syak.g_00999	Pran.g_00746
OG0000312	Syak.g_01028	Pran.g_00743
OG0000313	Syak.g_01046	Pran.g_00729
OG0000314	Syak.g_01079	Pran.g_00706
OG0000315	Syak.g_01090	Pran.g_00696
OG0000316	Syak.g_02462	Pran.g_00676
OG0000317	Syak.g_02419	Pran.g_00968
OG0000318	Syak.g_02415	Pran.g_00971
OG0000319	Syak.g_02399	Pran.g_00984
OG0000320	Syak.g_02397	Pran.g_00986
OG0000321	Syak.g_02396	Pran.g_00987
OG0000322	Syak.g_02395	Pran.g_00988
OG0000323	Syak.g_02380	Pran.g_00997
OG0000324	Syak.g_02347	Pran.g_01023
OG0000325	Syak.g_01391	Pran.g_01033
OG0000326	Syak.g_01384	Pran.g_01039
OG0000327	Syak.g_01350	Pran.g_01063
OG0000328	Syak.g_01349	Pran.g_01064
OG0000329	Syak.g_01331	Pran.g_01082
OG0000330	Syak.g_01330	Pran.g_01083
OG0000331	Syak.g_01329	Pran.g_01084
OG0000332	Syak.g_01314	Pran.g_01098
OG0000333	Syak.g_01311	Pran.g_01100
OG0000334	Syak.g_01302	Pran.g_01108
OG0000335	Syak.g_01298	Pran.g_01113
OG0000336	Syak.g_01294	Pran.g_01117
OG0000337	Syak.g_01555	Pran.g_01133
OG0000338	Syak.g_01558	Pran.g_01134
OG0000339	Syak.g_01566	Pran.g_01138
OG0000340	Syak.g_01626	Pran.g_01145
OG0000341	Syak.g_01628	Pran.g_01147
OG0000342	Syak.g_01629	Pran.g_01148
OG0000343	Syak.g_01631	Pran.g_01149
OG0000344	Syak.g_01635	Pran.g_01152
OG0000345	Syak.g_01645	Pran.g_01157
OG0000346	Syak.g_01651	Pran.g_01161
OG0000347	Syak.g_01694	Pran.g_01177
OG0000348	Syak.g_01717	Pran.g_01187
OG0000349	Syak.g_01740	Pran.g_01203
OG0000350	Syak.g_01377	Pran.g_01222
OG0000351	Syak.g_01823	Pran.g_01239
OG0000352	Syak.g_01822	Pran.g_01240
OG0000353	Syak.g_01796	Pran.g_01256
OG0000355	Syak.g_01793	Pran.g_01258
OG0000356	Syak.g_01792	Pran.g_01259
OG0000357	Syak.g_01791	Pran.g_01260
OG0000358	Syak.g_01787	Pran.g_01264
OG0000359	Syak.g_01785	Pran.g_01265
OG0000360	Syak.g_01784	Pran.g_01266
OG0000361	Syak.g_01783	Pran.g_01267
OG0000362	Syak.g_01781	Pran.g_01269
OG0000363	Syak.g_01779	Pran.g_00410
OG0000364	Syak.g_01778	Pran.g_00409
OG0000365	Syak.g_01769	Pran.g_00404
OG0000366	Syak.g_01768	Pran.g_00403
OG0000367	Syak.g_01767	Pran.g_00402
OG0000368	Syak.g_01765	Pran.g_00400
OG0000369	Syak.g_01764	Pran.g_00399
OG0000370	Syak.g_01763	Pran.g_00398
OG0000371	Syak.g_01753	Pran.g_00392
OG0000372	Syak.g_01748	Pran.g_00389
OG0000373	Syak.g_01747	Pran.g_00388
OG0000374	Syak.g_01746	Pran.g_00387
OG0000375	Syak.g_01744	Pran.g_00385
OG0000376	Syak.g_01742	Pran.g_00383
OG0000377	Syak.g_01948	Pran.g_00380
OG0000378	Syak.g_01968	Pran.g_00378
OG0000379	Syak.g_01972	Pran.g_00375
OG0000380	Syak.g_02256	Pran.g_00366
OG0000381	Syak.g_02254	Pran.g_00362
OG0000382	Syak.g_02236	Pran.g_00351
OG0000383	Syak.g_02229	Pran.g_00349
OG0000384	Syak.g_02228	Pran.g_00348
OG0000385	Syak.g_02227	Pran.g_00347
OG0000386	Syak.g_02226	Pran.g_00346
OG0000387	Syak.g_02200	Pran.g_00334
OG0000388	Syak.g_02196	Pran.g_00331
OG0000389	Syak.g_02345, Syak.g_02193	Pran.g_00327
OG0000390	Syak.g_02177	Pran.g_00320
OG0000391	Syak.g_02172	Pran.g_00317
OG0000392	Syak.g_02166	Pran.g_00313
OG0000393	Syak.g_02163	Pran.g_00311
OG0000394	Syak.g_02162	Pran.g_00310
OG0000395	Syak.g_02161	Pran.g_00309
OG0000396	Syak.g_02158	Pran.g_00307
OG0000397	Syak.g_02156	Pran.g_00305
OG0000398	Syak.g_02151	Pran.g_00303
OG0000399	Syak.g_02150	Pran.g_00302
OG0000400	Syak.g_02149	Pran.g_00301
OG0000401	Syak.g_02148	Pran.g_00300
OG0000402	Syak.g_02146	Pran.g_00298
OG0000403	Syak.g_02145	Pran.g_00297
OG0000404	Syak.g_02143	Pran.g_00296
OG0000405	Syak.g_02131	Pran.g_00292
OG0000406	Syak.g_02126	Pran.g_00286
OG0000407	Syak.g_02125	Pran.g_00285
OG0000408	Syak.g_02123	Pran.g_00282
OG0000409	Syak.g_02121	Pran.g_00280
OG0000410	Syak.g_02120	Pran.g_00279
OG0000411	Syak.g_02119	Pran.g_00278
OG0000412	Syak.g_02118	Pran.g_00277
OG0000413	Syak.g_02116	Pran.g_00276
OG0000415	Syak.g_02114	Pran.g_00274
OG0000416	Syak.g_02113	Pran.g_00273
OG0000417	Syak.g_02112	Pran.g_00272
OG0000418	Syak.g_02107	Pran.g_00267
OG0000419	Syak.g_02105	Pran.g_00265
OG0000420	Syak.g_02103	Pran.g_00264
OG0000421	Syak.g_02097	Pran.g_00259
OG0000422	Syak.g_02096	Pran.g_00258
OG0000423	Syak.g_02095	Pran.g_00257
OG0000424	Syak.g_02094	Pran.g_00256
OG0000425	Syak.g_02093	Pran.g_00255
OG0000426	Syak.g_02092	Pran.g_00254
OG0000427	Syak.g_02091	Pran.g_00253
OG0000428	Syak.g_02088	Pran.g_00251
OG0000429	Syak.g_02086	Pran.g_00250
OG0000430	Syak.g_02084	Pran.g_00249
OG0000431	Syak.g_02081	Pran.g_00247
OG0000432	Syak.g_02075	Pran.g_00244
OG0000433	Syak.g_02073	Pran.g_00243
OG0000434	Syak.g_02072	Pran.g_00242
OG0000435	Syak.g_02071	Pran.g_00241
OG0000436	Syak.g_02064	Pran.g_00236
OG0000437	Syak.g_02063	Pran.g_00235
OG0000438	Syak.g_02062	Pran.g_00234
OG0000439	Syak.g_02060	Pran.g_00232
OG0000440	Syak.g_02059	Pran.g_00231
OG0000441	Syak.g_02053	Pran.g_00228
OG0000442	Syak.g_02043	Pran.g_00227
OG0000443	Syak.g_02041	Pran.g_00226
OG0000444	Syak.g_02022	Pran.g_00221
OG0000445	Syak.g_02015	Pran.g_00220
OG0000446	Syak.g_02013	Pran.g_00219
OG0000447	Syak.g_02006	Pran.g_00218
OG0000448	Syak.g_02005	Pran.g_00217
OG0000449	Syak.g_02004	Pran.g_00216
OG0000450	Syak.g_01998	Pran.g_00215
OG0000451	Syak.g_01997	Pran.g_00214
OG0000452	Syak.g_01993	Pran.g_00211
OG0000453	Syak.g_01992	Pran.g_00210
OG0000454	Syak.g_01991	Pran.g_00209
OG0000455	Syak.g_01990	Pran.g_00208
OG0000456	Syak.g_01989	Pran.g_00207
OG0000457	Syak.g_01987	Pran.g_00206
OG0000458	Syak.g_01986	Pran.g_00205
OG0000459	Syak.g_01985	Pran.g_00204
OG0000460	Syak.g_02303	Pran.g_00197
OG0000461	Syak.g_01402	Pran.g_01950
OG0000462	Syak.g_01405	Pran.g_01948
OG0000463	Syak.g_01406	Pran.g_01947
OG0000464	Syak.g_01407	Pran.g_01946
OG0000465	Syak.g_01409	Pran.g_01945
OG0000466	Syak.g_01414	Pran.g_01942
OG0000467	Syak.g_01416	Pran.g_01941
OG0000468	Syak.g_01421	Pran.g_01939
OG0000469	Syak.g_01436	Pran.g_01931
OG0000470	Syak.g_01438	Pran.g_01929
OG0000471	Syak.g_01439	Pran.g_01928
OG0000472	Syak.g_01441	Pran.g_01927
OG0000473	Syak.g_01443	Pran.g_01925
OG0000474	Syak.g_01444	Pran.g_01924
OG0000475	Syak.g_01445	Pran.g_01923
OG0000476	Syak.g_01447	Pran.g_01922
OG0000477	Syak.g_01453	Pran.g_01919
OG0000478	Syak.g_01454	Pran.g_01918
OG0000479	Syak.g_01455	Pran.g_01917
OG0000480	Syak.g_01462	Pran.g_01912
OG0000481	Syak.g_01464	Pran.g_01910
OG0000482	Syak.g_01465	Pran.g_01909
OG0000483	Syak.g_01469	Pran.g_01906
OG0000484	Syak.g_01470	Pran.g_01905
OG0000485	Syak.g_01472	Pran.g_01904
OG0000486	Syak.g_01473	Pran.g_01903
OG0000487	Syak.g_01479	Pran.g_01899
OG0000488	Syak.g_01483	Pran.g_01896
OG0000489	Syak.g_01499	Pran.g_01891
OG0000490	Syak.g_01507	Pran.g_01886
OG0000491	Syak.g_01511	Pran.g_01885
OG0000492	Syak.g_01513	Pran.g_01883
OG0000493	Syak.g_01514	Pran.g_01882
OG0000494	Syak.g_01515	Pran.g_01881
OG0000495	Syak.g_01516	Pran.g_01880
OG0000496	Syak.g_01517	Pran.g_01879
OG0000497	Syak.g_01518	Pran.g_01878
OG0000498	Syak.g_01519	Pran.g_01877
OG0000499	Syak.g_01520	Pran.g_01876
OG0000500	Syak.g_01521	Pran.g_01875
OG0000501	Syak.g_01524	Pran.g_01873
OG0000502	Syak.g_01538	Pran.g_01870
OG0000503	Syak.g_01246	Pran.g_01860
OG0000504	Syak.g_01244	Pran.g_01859
OG0000505	Syak.g_01243	Pran.g_01858
OG0000506	Syak.g_01241	Pran.g_01857
OG0000507	Syak.g_01235	Pran.g_01854
OG0000508	Syak.g_01231	Pran.g_01850
OG0000509	Syak.g_01229	Pran.g_01848
OG0000510	Syak.g_01228	Pran.g_01847
OG0000511	Syak.g_01227	Pran.g_01846
OG0000512	Syak.g_01225	Pran.g_01844
OG0000513	Syak.g_01211	Pran.g_01837
OG0000514	Syak.g_01204	Pran.g_01749
OG0000515	Syak.g_01203	Pran.g_01748
OG0000516	Syak.g_01199	Pran.g_01747
OG0000517	Syak.g_01192	Pran.g_01745
OG0000518	Syak.g_01180	Pran.g_01734
OG0000519	Syak.g_01179	Pran.g_01733
OG0000520	Syak.g_01178	Pran.g_01729
OG0000521	Syak.g_01167	Pran.g_01724
OG0000522	Syak.g_01163	Pran.g_01723
OG0000523	Syak.g_01162	Pran.g_01722
OG0000524	Syak.g_01149	Pran.g_01717
OG0000525	Syak.g_01130	Pran.g_01714
OG0000526	Syak.g_01127	Pran.g_01713
OG0000527	Syak.g_01120	Pran.g_01705
OG0000528	Syak.g_02570	Pran.g_01700
OG0000529	Syak.g_02575	Pran.g_01697
OG0000530	Syak.g_02578	Pran.g_01694
OG0000531	Syak.g_02579	Pran.g_01693
OG0000532	Syak.g_02582	Pran.g_01691
OG0000533	Syak.g_02584	Pran.g_01690
OG0000534	Syak.g_02585	Pran.g_01689
OG0000535	Syak.g_02586	Pran.g_01688
OG0000536	Syak.g_02587	Pran.g_01687
OG0000537	Syak.g_02588	Pran.g_01686
OG0000538	Syak.g_02600	Pran.g_01678
OG0000539	Syak.g_02601	Pran.g_01677
OG0000540	Syak.g_02602	Pran.g_01676
OG0000541	Syak.g_02603	Pran.g_01675
OG0000542	Syak.g_02606	Pran.g_01673
OG0000543	Syak.g_02608	Pran.g_01671
OG0000544	Syak.g_02609	Pran.g_01670
OG0000545	Syak.g_02611	Pran.g_01668
OG0000546	Syak.g_02613	Pran.g_01665
OG0000547	Syak.g_02615	Pran.g_01663
OG0000548	Syak.g_02616	Pran.g_01662
OG0000549	Syak.g_02622	Pran.g_01660
OG0000550	Syak.g_02626	Pran.g_01655
OG0000551	Syak.g_02631	Pran.g_01651
OG0000552	Syak.g_02632	Pran.g_01650
OG0000553	Syak.g_02636	Pran.g_01649
OG0000554	Syak.g_02641	Pran.g_01644
OG0000555	Syak.g_02657	Pran.g_01636
OG0000556	Syak.g_02661	Pran.g_01634
OG0000557	Syak.g_02663	Pran.g_01633
OG0000558	Syak.g_02666	Pran.g_01631
OG0000559	Syak.g_02670	Pran.g_01627
OG0000560	Syak.g_02672	Pran.g_01624
OG0000561	Syak.g_02673	Pran.g_01623
OG0000562	Syak.g_02674	Pran.g_01622
OG0000563	Syak.g_02675	Pran.g_01621
OG0000564	Syak.g_02676	Pran.g_01620
OG0000565	Syak.g_02679	Pran.g_01617
OG0000566	Syak.g_02683	Pran.g_01614
OG0000567	Syak.g_02687	Pran.g_01610
OG0000568	Syak.g_02690	Pran.g_01609
OG0000569	Syak.g_02691	Pran.g_01608
OG0000570	Syak.g_02692	Pran.g_01607
OG0000571	Syak.g_02696	Pran.g_01605
OG0000572	Syak.g_02713	Pran.g_01592
OG0000573	Syak.g_02723	Pran.g_01586
OG0000574	Syak.g_02724	Pran.g_01585
OG0000575	Syak.g_02729	Pran.g_01581
OG0000576	Syak.g_02731	Pran.g_01579
OG0000577	Syak.g_02732	Pran.g_01578
OG0000578	Syak.g_02733	Pran.g_01577
OG0000579	Syak.g_02734	Pran.g_01576
OG0000580	Syak.g_02735	Pran.g_01575
OG0000581	Syak.g_02742	Pran.g_01573
OG0000582	Syak.g_02748	Pran.g_01570
OG0000583	Syak.g_02749	Pran.g_01569
OG0000584	Syak.g_02750	Pran.g_01568
OG0000585	Syak.g_02753	Pran.g_01566
OG0000586	Syak.g_02754	Pran.g_01565
OG0000587	Syak.g_02756	Pran.g_01564
OG0000588	Syak.g_00004	Pran.g_01560
OG0000589	Syak.g_00008	Pran.g_01557
OG0000590	Syak.g_00009	Pran.g_01556
OG0000591	Syak.g_00017	Pran.g_01553
OG0000592	Syak.g_00018	Pran.g_01552
OG0000593	Syak.g_00031	Pran.g_01546
OG0000594	Syak.g_00032	Pran.g_01545
