Orthogroup	Syak	Prao
OG0000239	Syak.g_02628	Prao.g_00631
OG0000240	Syak.g_02629	Prao.g_00632
OG0000241	Syak.g_00027	Prao.g_01861
OG0000242	Syak.g_02638	Prao.g_01859
OG0000243	Syak.g_02658	Prao.g_01162
OG0000244	Syak.g_02665	Prao.g_01165
OG0000245	Syak.g_02667	Prao.g_01167
OG0000246	Syak.g_02671	Prao.g_01171
OG0000247	Syak.g_02681	Prao.g_01181
OG0000248	Syak.g_02684	Prao.g_01183
OG0000249	Syak.g_02686	Prao.g_01185
OG0000250	Syak.g_02694	Prao.g_01864
OG0000251	Syak.g_02722	Prao.g_00029
OG0000252	Syak.g_02725	Prao.g_00032
OG0000253	Syak.g_02727	Prao.g_00033
OG0000254	Syak.g_02752	Prao.g_00049
OG0000255	Syak.g_02772	Prao.g_00055
OG0000256	Syak.g_00020	Prao.g_00066
OG0000257	Syak.g_00026	Prao.g_00069
OG0000258	Syak.g_00044	Prao.g_00082
OG0000259	Syak.g_00334	Prao.g_00099
OG0000260	Syak.g_00338	Prao.g_00102
OG0000261	Syak.g_00348	Prao.g_00104
OG0000262	Syak.g_00353	Prao.g_00108
OG0000263	Syak.g_00828	Prao.g_00119
OG0000264	Syak.g_00698	Prao.g_00129
OG0000265	Syak.g_00211	Prao.g_00648
OG0000266	Syak.g_00778	Prao.g_00658
OG0000267	Syak.g_00555	Prao.g_00669
OG0000268	Syak.g_00554	Prao.g_00670
OG0000269	Syak.g_00429	Prao.g_00736
OG0000270	Syak.g_00432	Prao.g_00739
OG0000271	Syak.g_00440	Prao.g_00747
OG0000272	Syak.g_00441	Prao.g_00748
OG0000274	Syak.g_00615	Prao.g_00772
OG0000275	Syak.g_00611	Prao.g_00775
OG0000276	Syak.g_00604	Prao.g_00780
OG0000277	Syak.g_00603	Prao.g_00781
OG0000278	Syak.g_00600	Prao.g_00784
OG0000279	Syak.g_00592	Prao.g_00791
OG0000280	Syak.g_00582	Prao.g_00792
OG0000281	Syak.g_00339	Prao.g_00797
OG0000282	Syak.g_00375	Prao.g_00847
OG0000283	Syak.g_00541	Prao.g_00879
OG0000284	Syak.g_00536	Prao.g_00884
OG0000285	Syak.g_00523	Prao.g_00889
OG0000286	Syak.g_00504	Prao.g_00901
OG0000287	Syak.g_00477	Prao.g_00918
OG0000288	Syak.g_00644	Prao.g_00947
OG0000289	Syak.g_00659	Prao.g_00958
OG0000290	Syak.g_00738	Prao.g_00971
OG0000291	Syak.g_00737	Prao.g_00973
OG0000292	Syak.g_01802	Prao.g_01025
OG0000293	Syak.g_00910	Prao.g_01098
OG0000294	Syak.g_00909	Prao.g_01097
OG0000295	Syak.g_00863	Prao.g_01077
OG0000296	Syak.g_00861	Prao.g_01075
OG0000297	Syak.g_00848	Prao.g_01067
OG0000298	Syak.g_00847	Prao.g_01066
OG0000299	Syak.g_00820	Prao.g_01049
OG0000300	Syak.g_00813	Prao.g_01046
OG0000301	Syak.g_00812	Prao.g_01045
OG0000302	Syak.g_00811	Prao.g_01043
OG0000303	Syak.g_00674	Prao.g_01036
OG0000304	Syak.g_00680	Prao.g_01032
OG0000305	Syak.g_00732	Prao.g_01247
OG0000306	Syak.g_00094	Prao.g_01244
OG0000307	Syak.g_02556	Prao.g_01230
OG0000308	Syak.g_02554	Prao.g_01229
OG0000309	Syak.g_02549	Prao.g_01225
OG0000310	Syak.g_00994	Prao.g_01382
OG0000311	Syak.g_00999	Prao.g_01384
OG0000312	Syak.g_01028	Prao.g_01387
OG0000313	Syak.g_01046	Prao.g_01401
OG0000314	Syak.g_01079	Prao.g_01423
OG0000315	Syak.g_01090	Prao.g_01433
OG0000316	Syak.g_02462	Prao.g_01453
OG0000317	Syak.g_02419	Prao.g_01550
OG0000318	Syak.g_02415	Prao.g_01553
OG0000319	Syak.g_02399	Prao.g_01566
OG0000320	Syak.g_02397	Prao.g_01568
OG0000321	Syak.g_02396	Prao.g_01569
OG0000322	Syak.g_02395	Prao.g_01570
OG0000323	Syak.g_02380	Prao.g_01579
OG0000324	Syak.g_02347	Prao.g_01605
OG0000325	Syak.g_01391	Prao.g_01616
OG0000326	Syak.g_01384	Prao.g_01622
OG0000327	Syak.g_01350	Prao.g_01646
OG0000328	Syak.g_01349	Prao.g_01647
OG0000329	Syak.g_01331	Prao.g_01664
OG0000330	Syak.g_01330	Prao.g_01665
OG0000331	Syak.g_01329	Prao.g_01666
OG0000332	Syak.g_01314	Prao.g_01680
OG0000333	Syak.g_01311	Prao.g_01682
OG0000334	Syak.g_01302	Prao.g_01690
OG0000335	Syak.g_01298	Prao.g_01695
OG0000336	Syak.g_01294	Prao.g_01699
OG0000337	Syak.g_01555	Prao.g_01715
OG0000338	Syak.g_01558	Prao.g_01716
OG0000339	Syak.g_01566	Prao.g_01720
OG0000340	Syak.g_01626	Prao.g_01728
OG0000341	Syak.g_01628	Prao.g_01730
OG0000342	Syak.g_01629	Prao.g_01731
OG0000343	Syak.g_01631	Prao.g_01732
OG0000344	Syak.g_01635	Prao.g_01735
OG0000345	Syak.g_01645	Prao.g_01740
OG0000346	Syak.g_01651	Prao.g_01744
OG0000347	Syak.g_01694	Prao.g_01760
OG0000348	Syak.g_01717	Prao.g_01770
OG0000349	Syak.g_01740	Prao.g_01787
OG0000350	Syak.g_01377	Prao.g_01806
OG0000351	Syak.g_01823	Prao.g_01823
OG0000352	Syak.g_01822	Prao.g_01824
OG0000353	Syak.g_01796	Prao.g_01840
OG0000354	Syak.g_01775	Prao.g_00637
OG0000355	Syak.g_01793	Prao.g_01842
OG0000356	Syak.g_01792	Prao.g_01843
OG0000357	Syak.g_01791	Prao.g_01844
OG0000358	Syak.g_01787	Prao.g_01848
OG0000359	Syak.g_01785	Prao.g_01849
OG0000360	Syak.g_01784	Prao.g_01850
OG0000361	Syak.g_01783	Prao.g_00157
OG0000362	Syak.g_01781	Prao.g_00159
OG0000363	Syak.g_01779	Prao.g_00161
OG0000364	Syak.g_01778	Prao.g_00162
OG0000365	Syak.g_01769	Prao.g_00167
OG0000366	Syak.g_01768	Prao.g_00168
OG0000367	Syak.g_01767	Prao.g_00169
OG0000368	Syak.g_01765	Prao.g_00171
OG0000369	Syak.g_01764	Prao.g_00172
OG0000370	Syak.g_01763	Prao.g_00173
OG0000371	Syak.g_01753	Prao.g_00178
OG0000372	Syak.g_01748	Prao.g_00181
OG0000373	Syak.g_01747	Prao.g_00182
OG0000374	Syak.g_01746	Prao.g_00183
OG0000375	Syak.g_01744	Prao.g_00186
OG0000376	Syak.g_01742	Prao.g_00188
OG0000377	Syak.g_01948	Prao.g_00191
OG0000378	Syak.g_01968	Prao.g_00193
OG0000379	Syak.g_01972	Prao.g_00196
OG0000380	Syak.g_02256	Prao.g_00205
OG0000381	Syak.g_02254	Prao.g_00209
OG0000382	Syak.g_02236	Prao.g_00220
OG0000383	Syak.g_02229	Prao.g_00222
OG0000384	Syak.g_02228	Prao.g_00223
OG0000385	Syak.g_02227	Prao.g_00224
OG0000386	Syak.g_02226	Prao.g_00225
OG0000387	Syak.g_02200	Prao.g_00238
OG0000388	Syak.g_02196	Prao.g_00241
OG0000389	Syak.g_02345, Syak.g_02193	Prao.g_00244
OG0000390	Syak.g_02177	Prao.g_00251
OG0000391	Syak.g_02172	Prao.g_00255
OG0000392	Syak.g_02166	Prao.g_00259
OG0000393	Syak.g_02163	Prao.g_00261
OG0000394	Syak.g_02162	Prao.g_00262
OG0000395	Syak.g_02161	Prao.g_00263
OG0000396	Syak.g_02158	Prao.g_00266
OG0000397	Syak.g_02156	Prao.g_00268
OG0000398	Syak.g_02151	Prao.g_00270
OG0000399	Syak.g_02150	Prao.g_00271
OG0000400	Syak.g_02149	Prao.g_00272
OG0000401	Syak.g_02148	Prao.g_00273
OG0000402	Syak.g_02146	Prao.g_00274
OG0000403	Syak.g_02145	Prao.g_00275
OG0000404	Syak.g_02143	Prao.g_00276
OG0000405	Syak.g_02131	Prao.g_00280
OG0000406	Syak.g_02126	Prao.g_00285
OG0000407	Syak.g_02125	Prao.g_00286
OG0000408	Syak.g_02123	Prao.g_00288
OG0000409	Syak.g_02121	Prao.g_00290
OG0000410	Syak.g_02120	Prao.g_00291
OG0000411	Syak.g_02119	Prao.g_00292
OG0000412	Syak.g_02118	Prao.g_00293
OG0000413	Syak.g_02116	Prao.g_00294
OG0000415	Syak.g_02114	Prao.g_00296
OG0000416	Syak.g_02113	Prao.g_00297
OG0000417	Syak.g_02112	Prao.g_00298
OG0000418	Syak.g_02107	Prao.g_00303
OG0000419	Syak.g_02105	Prao.g_00305
OG0000420	Syak.g_02103	Prao.g_00306
OG0000421	Syak.g_02097	Prao.g_00311
OG0000422	Syak.g_02096	Prao.g_00312
OG0000423	Syak.g_02095	Prao.g_00313
OG0000424	Syak.g_02094	Prao.g_00314
OG0000425	Syak.g_02093	Prao.g_00315
OG0000426	Syak.g_02092	Prao.g_00316
OG0000427	Syak.g_02091	Prao.g_00317
OG0000428	Syak.g_02088	Prao.g_00319
OG0000429	Syak.g_02086	Prao.g_00320
OG0000430	Syak.g_02084	Prao.g_00321
OG0000431	Syak.g_02081	Prao.g_00323
OG0000432	Syak.g_02075	Prao.g_00326
OG0000433	Syak.g_02073	Prao.g_00327
OG0000434	Syak.g_02072	Prao.g_00328
OG0000435	Syak.g_02071	Prao.g_00329
OG0000436	Syak.g_02064	Prao.g_00334
OG0000437	Syak.g_02063	Prao.g_00335
OG0000438	Syak.g_02062	Prao.g_00336
OG0000439	Syak.g_02060	Prao.g_00338
OG0000440	Syak.g_02059	Prao.g_00339
OG0000441	Syak.g_02053	Prao.g_00342
OG0000442	Syak.g_02043	Prao.g_00343
OG0000443	Syak.g_02041	Prao.g_00344
OG0000444	Syak.g_02022	Prao.g_00349
OG0000445	Syak.g_02015	Prao.g_00350
OG0000446	Syak.g_02013	Prao.g_00351
OG0000447	Syak.g_02006	Prao.g_00352
OG0000448	Syak.g_02005	Prao.g_00353
OG0000449	Syak.g_02004	Prao.g_00354
OG0000450	Syak.g_01998	Prao.g_00355
OG0000451	Syak.g_01997	Prao.g_00356
OG0000452	Syak.g_01993	Prao.g_00359
OG0000453	Syak.g_01992	Prao.g_00360
OG0000454	Syak.g_01991	Prao.g_00361
OG0000455	Syak.g_01990	Prao.g_00362
OG0000456	Syak.g_01989	Prao.g_00363
OG0000457	Syak.g_01987	Prao.g_00364
OG0000458	Syak.g_01986	Prao.g_00365
OG0000459	Syak.g_01985	Prao.g_00366
OG0000460	Syak.g_02303	Prao.g_00373
OG0000461	Syak.g_01402	Prao.g_00380
OG0000462	Syak.g_01405	Prao.g_00382
OG0000463	Syak.g_01406	Prao.g_00383
OG0000464	Syak.g_01407	Prao.g_00384
OG0000465	Syak.g_01409	Prao.g_00385
OG0000466	Syak.g_01414	Prao.g_00388
OG0000467	Syak.g_01416	Prao.g_00389
OG0000468	Syak.g_01421	Prao.g_00391
OG0000469	Syak.g_01436	Prao.g_00400
OG0000470	Syak.g_01438	Prao.g_00402
OG0000471	Syak.g_01439	Prao.g_00403
OG0000472	Syak.g_01441	Prao.g_00404
OG0000473	Syak.g_01443	Prao.g_00406
OG0000474	Syak.g_01444	Prao.g_00407
OG0000475	Syak.g_01445	Prao.g_00408
OG0000476	Syak.g_01447	Prao.g_00409
OG0000477	Syak.g_01453	Prao.g_00412
OG0000478	Syak.g_01454	Prao.g_00413
OG0000479	Syak.g_01455	Prao.g_00414
OG0000480	Syak.g_01462	Prao.g_00419
OG0000481	Syak.g_01464	Prao.g_00421
OG0000482	Syak.g_01465	Prao.g_00422
OG0000483	Syak.g_01469	Prao.g_00425
OG0000484	Syak.g_01470	Prao.g_00426
OG0000485	Syak.g_01472	Prao.g_00427
OG0000486	Syak.g_01473	Prao.g_00428
OG0000487	Syak.g_01479	Prao.g_00432
OG0000488	Syak.g_01483	Prao.g_00435
OG0000489	Syak.g_01499	Prao.g_00440
OG0000490	Syak.g_01507	Prao.g_00444
OG0000491	Syak.g_01511	Prao.g_00445
OG0000492	Syak.g_01513	Prao.g_00447
OG0000493	Syak.g_01514	Prao.g_00448
OG0000494	Syak.g_01515	Prao.g_00449
OG0000495	Syak.g_01516	Prao.g_00450
OG0000496	Syak.g_01517	Prao.g_00451
OG0000497	Syak.g_01518	Prao.g_00452
OG0000498	Syak.g_01519	Prao.g_00453
OG0000499	Syak.g_01520	Prao.g_00454
OG0000500	Syak.g_01521	Prao.g_00455
OG0000501	Syak.g_01524	Prao.g_00457
OG0000502	Syak.g_01538	Prao.g_00460
OG0000503	Syak.g_01246	Prao.g_00470
OG0000504	Syak.g_01244	Prao.g_00471
OG0000505	Syak.g_01243	Prao.g_00472
OG0000506	Syak.g_01241	Prao.g_00474
OG0000507	Syak.g_01235	Prao.g_00476
OG0000508	Syak.g_01231	Prao.g_00479
OG0000509	Syak.g_01229	Prao.g_00481
OG0000510	Syak.g_01228	Prao.g_00482
OG0000511	Syak.g_01227	Prao.g_00483
OG0000512	Syak.g_01225	Prao.g_00485
OG0000513	Syak.g_01211	Prao.g_00492
OG0000514	Syak.g_01204	Prao.g_00535
OG0000515	Syak.g_01203	Prao.g_00536
OG0000516	Syak.g_01199	Prao.g_00537
OG0000517	Syak.g_01192	Prao.g_00539
OG0000518	Syak.g_01180	Prao.g_00550
OG0000519	Syak.g_01179	Prao.g_00551
OG0000520	Syak.g_01178	Prao.g_00552
OG0000521	Syak.g_01167	Prao.g_00557
OG0000522	Syak.g_01163	Prao.g_00559
OG0000523	Syak.g_01162	Prao.g_00560
OG0000524	Syak.g_01149	Prao.g_00567
OG0000525	Syak.g_01130	Prao.g_00570
OG0000526	Syak.g_01127	Prao.g_00571
OG0000527	Syak.g_01120	Prao.g_00579
OG0000528	Syak.g_02570	Prao.g_00584
OG0000529	Syak.g_02575	Prao.g_00587
OG0000530	Syak.g_02578	Prao.g_00590
OG0000531	Syak.g_02579	Prao.g_00591
OG0000532	Syak.g_02582	Prao.g_00593
OG0000533	Syak.g_02584	Prao.g_00594
OG0000534	Syak.g_02585	Prao.g_00595
OG0000535	Syak.g_02586	Prao.g_00596
OG0000536	Syak.g_02587	Prao.g_00597
OG0000537	Syak.g_02588	Prao.g_00598
OG0000538	Syak.g_02600	Prao.g_00606
OG0000539	Syak.g_02601	Prao.g_00607
OG0000540	Syak.g_02602	Prao.g_00608
OG0000541	Syak.g_02603	Prao.g_00609
OG0000542	Syak.g_02606	Prao.g_00611
OG0000543	Syak.g_02608	Prao.g_00613
OG0000544	Syak.g_02609	Prao.g_00614
OG0000545	Syak.g_02611	Prao.g_00616
OG0000546	Syak.g_02613	Prao.g_00619
OG0000547	Syak.g_02615	Prao.g_00621
OG0000548	Syak.g_02616	Prao.g_00622
OG0000549	Syak.g_02622	Prao.g_00624
OG0000550	Syak.g_02626	Prao.g_00629
OG0000551	Syak.g_02631	Prao.g_00633
OG0000552	Syak.g_02632	Prao.g_00634
OG0000553	Syak.g_02636	Prao.g_00635
OG0000554	Syak.g_02641	Prao.g_01857
OG0000555	Syak.g_02657	Prao.g_01161
OG0000556	Syak.g_02661	Prao.g_01163
OG0000557	Syak.g_02663	Prao.g_01164
OG0000558	Syak.g_02666	Prao.g_01166
OG0000559	Syak.g_02670	Prao.g_01170
OG0000560	Syak.g_02672	Prao.g_01173
OG0000561	Syak.g_02673	Prao.g_01174
OG0000562	Syak.g_02674	Prao.g_01175
OG0000563	Syak.g_02675	Prao.g_01176
OG0000564	Syak.g_02676	Prao.g_01177
OG0000565	Syak.g_02679	Prao.g_01180
OG0000566	Syak.g_02683	Prao.g_01182
OG0000567	Syak.g_02687	Prao.g_01186
OG0000568	Syak.g_02690	Prao.g_01187
OG0000569	Syak.g_02691	Prao.g_01862
OG0000570	Syak.g_02692	Prao.g_01863
OG0000571	Syak.g_02696	Prao.g_01865
OG0000572	Syak.g_02713	Prao.g_00025
OG0000573	Syak.g_02723	Prao.g_00030
OG0000574	Syak.g_02724	Prao.g_00031
OG0000575	Syak.g_02729	Prao.g_00035
OG0000576	Syak.g_02731	Prao.g_00037
OG0000577	Syak.g_02732	Prao.g_00038
OG0000578	Syak.g_02733	Prao.g_00039
OG0000579	Syak.g_02734	Prao.g_00040
OG0000580	Syak.g_02735	Prao.g_00041
OG0000581	Syak.g_02742	Prao.g_00043
OG0000582	Syak.g_02748	Prao.g_00046
OG0000583	Syak.g_02749	Prao.g_00047
OG0000584	Syak.g_02750	Prao.g_00048
OG0000585	Syak.g_02753	Prao.g_00050
OG0000586	Syak.g_02754	Prao.g_00051
OG0000587	Syak.g_02756	Prao.g_00052
OG0000588	Syak.g_00004	Prao.g_00056
OG0000589	Syak.g_00008	Prao.g_00060
OG0000590	Syak.g_00009	Prao.g_00061
OG0000591	Syak.g_00017	Prao.g_00064
OG0000592	Syak.g_00018	Prao.g_00065
OG0000593	Syak.g_00031	Prao.g_00071
OG0000594	Syak.g_00032	Prao.g_00072
OG0000595	Syak.g_00033	Prao.g_00073
OG0000596	Syak.g_00038	Prao.g_00077
OG0000597	Syak.g_00041	Prao.g_00079
