Orthogroup	Syak	Praq
OG0000230	Syak.g_01189	Praq.g_01119
OG0000231	Syak.g_01176	Praq.g_01108
OG0000232	Syak.g_01156	Praq.g_00507
OG0000233	Syak.g_01145	Praq.g_00513
OG0000234	Syak.g_01116	Praq.g_00527
OG0000235	Syak.g_02573	Praq.g_00530
OG0000236	Syak.g_02589	Praq.g_00544
OG0000237	Syak.g_02607	Praq.g_01096
OG0000238	Syak.g_02612	Praq.g_01090
OG0000239	Syak.g_02628	Praq.g_01077
OG0000240	Syak.g_02629	Praq.g_01076
OG0000241	Syak.g_00027	Praq.g_01072
OG0000242	Syak.g_02638	Praq.g_01070
OG0000243	Syak.g_02658	Praq.g_01059
OG0000244	Syak.g_02665	Praq.g_01056
OG0000245	Syak.g_02667	Praq.g_01054
OG0000246	Syak.g_02671	Praq.g_01050
OG0000247	Syak.g_02681	Praq.g_01040
OG0000248	Syak.g_02684	Praq.g_01038
OG0000249	Syak.g_02686	Praq.g_01036
OG0000250	Syak.g_02694	Praq.g_01031
OG0000251	Syak.g_02722	Praq.g_01012
OG0000252	Syak.g_02725	Praq.g_01008
OG0000253	Syak.g_02727	Praq.g_01007
OG0000254	Syak.g_02752	Praq.g_00991
OG0000255	Syak.g_02772	Praq.g_00985
OG0000256	Syak.g_00020	Praq.g_00975
OG0000257	Syak.g_00026	Praq.g_00972
OG0000258	Syak.g_00044	Praq.g_00959
OG0000259	Syak.g_00334	Praq.g_00789
OG0000260	Syak.g_00338	Praq.g_00792
OG0000261	Syak.g_00348	Praq.g_00794
OG0000262	Syak.g_00353	Praq.g_00798
OG0000263	Syak.g_00828	Praq.g_00810
OG0000264	Syak.g_00698	Praq.g_00820
OG0000265	Syak.g_00211	Praq.g_00583
OG0000266	Syak.g_00778	Praq.g_00593
OG0000267	Syak.g_00555	Praq.g_00604
OG0000268	Syak.g_00554	Praq.g_00605
OG0000269	Syak.g_00429	Praq.g_00665
OG0000270	Syak.g_00432	Praq.g_00668
OG0000271	Syak.g_00440	Praq.g_00676
OG0000272	Syak.g_00441	Praq.g_00677
OG0000274	Syak.g_00615	Praq.g_01429
OG0000275	Syak.g_00611	Praq.g_01431
OG0000276	Syak.g_00604	Praq.g_01436
OG0000277	Syak.g_00603	Praq.g_01437
OG0000278	Syak.g_00600	Praq.g_01440
OG0000279	Syak.g_00592	Praq.g_01447
OG0000280	Syak.g_00582	Praq.g_01448
OG0000281	Syak.g_00339	Praq.g_01454
OG0000282	Syak.g_00375	Praq.g_01492
OG0000283	Syak.g_00541	Praq.g_01525
OG0000284	Syak.g_00536	Praq.g_01530
OG0000285	Syak.g_00523	Praq.g_01535
OG0000286	Syak.g_00504	Praq.g_01547
OG0000287	Syak.g_00477	Praq.g_01564
OG0000288	Syak.g_00644	Praq.g_01592
OG0000289	Syak.g_00659	Praq.g_01603
OG0000290	Syak.g_00738	Praq.g_01616
OG0000291	Syak.g_00737	Praq.g_01618
OG0000292	Syak.g_01802	Praq.g_01667
OG0000293	Syak.g_00910	Praq.g_01324
OG0000294	Syak.g_00909	Praq.g_01325
OG0000295	Syak.g_00863	Praq.g_01345
OG0000296	Syak.g_00861	Praq.g_01347
OG0000297	Syak.g_00848	Praq.g_01355
OG0000298	Syak.g_00847	Praq.g_01356
OG0000299	Syak.g_00820	Praq.g_01373
OG0000300	Syak.g_00813	Praq.g_01376
OG0000301	Syak.g_00812	Praq.g_01377
OG0000302	Syak.g_00811	Praq.g_01379
OG0000303	Syak.g_00674	Praq.g_01386
OG0000304	Syak.g_00680	Praq.g_01390
OG0000305	Syak.g_00732	Praq.g_00167
OG0000306	Syak.g_00094	Praq.g_00170
OG0000307	Syak.g_02556	Praq.g_00186
OG0000308	Syak.g_02554	Praq.g_00187
OG0000309	Syak.g_02549	Praq.g_00191
OG0000310	Syak.g_00994	Praq.g_00279
OG0000311	Syak.g_00999	Praq.g_00281
OG0000312	Syak.g_01028	Praq.g_00284
OG0000313	Syak.g_01046	Praq.g_00298
OG0000314	Syak.g_01079	Praq.g_00321
OG0000315	Syak.g_01090	Praq.g_00331
OG0000316	Syak.g_02462	Praq.g_00351
OG0000317	Syak.g_02419	Praq.g_01954, Praq.g_00499
OG0000318	Syak.g_02415	Praq.g_00496
OG0000319	Syak.g_02399	Praq.g_00483
OG0000320	Syak.g_02397	Praq.g_00481
OG0000321	Syak.g_02396	Praq.g_00480
OG0000322	Syak.g_02395	Praq.g_00479
OG0000323	Syak.g_02380	Praq.g_00470
OG0000324	Syak.g_02347	Praq.g_00444
OG0000325	Syak.g_01391	Praq.g_00950
OG0000326	Syak.g_01384	Praq.g_00944
OG0000327	Syak.g_01350	Praq.g_00920
OG0000328	Syak.g_01349	Praq.g_00919
OG0000329	Syak.g_01331	Praq.g_00902
OG0000330	Syak.g_01330	Praq.g_00901
OG0000331	Syak.g_01329	Praq.g_00900
OG0000332	Syak.g_01314	Praq.g_00886
OG0000333	Syak.g_01311	Praq.g_00884
OG0000334	Syak.g_01302	Praq.g_00876
OG0000335	Syak.g_01298	Praq.g_00872
OG0000336	Syak.g_01294	Praq.g_00868
OG0000337	Syak.g_01555	Praq.g_00735
OG0000338	Syak.g_01558	Praq.g_00736
OG0000339	Syak.g_01566	Praq.g_00740
OG0000340	Syak.g_01626	Praq.g_00748
OG0000341	Syak.g_01628	Praq.g_00750
OG0000342	Syak.g_01629	Praq.g_00751
OG0000343	Syak.g_01631	Praq.g_00752
OG0000344	Syak.g_01635	Praq.g_00755
OG0000345	Syak.g_01645	Praq.g_00760
OG0000346	Syak.g_01651	Praq.g_00764
OG0000347	Syak.g_01694	Praq.g_00683
OG0000348	Syak.g_01717	Praq.g_00692
OG0000349	Syak.g_01740	Praq.g_00709
OG0000350	Syak.g_01377	Praq.g_00392
OG0000351	Syak.g_01823	Praq.g_00409
OG0000352	Syak.g_01822	Praq.g_00410
OG0000353	Syak.g_01796	Praq.g_00425
OG0000355	Syak.g_01793	Praq.g_00427
OG0000356	Syak.g_01792	Praq.g_00428
OG0000357	Syak.g_01791	Praq.g_00429
OG0000358	Syak.g_01787	Praq.g_00433
OG0000359	Syak.g_01785	Praq.g_00434
OG0000360	Syak.g_01784	Praq.g_00435
OG0000361	Syak.g_01783	Praq.g_00436
OG0000362	Syak.g_01781	Praq.g_00438
OG0000363	Syak.g_01779	Praq.g_01217
OG0000364	Syak.g_01778	Praq.g_01218
OG0000365	Syak.g_01769	Praq.g_01223
OG0000366	Syak.g_01768	Praq.g_01224
OG0000367	Syak.g_01767	Praq.g_01225
OG0000368	Syak.g_01765	Praq.g_01227
OG0000369	Syak.g_01764	Praq.g_01228
OG0000370	Syak.g_01763	Praq.g_01229
OG0000371	Syak.g_01753	Praq.g_01235
OG0000372	Syak.g_01748	Praq.g_01239
OG0000373	Syak.g_01747	Praq.g_01240
OG0000374	Syak.g_01746	Praq.g_01241
OG0000375	Syak.g_01744	Praq.g_01255
OG0000376	Syak.g_01742	Praq.g_01257
OG0000377	Syak.g_01948	Praq.g_01261
OG0000378	Syak.g_01968	Praq.g_01263
OG0000379	Syak.g_01972	Praq.g_01266
OG0000380	Syak.g_02256	Praq.g_01937
OG0000381	Syak.g_02254	Praq.g_01933
OG0000382	Syak.g_02236	Praq.g_01922
OG0000383	Syak.g_02229	Praq.g_01920
OG0000384	Syak.g_02228	Praq.g_01919
OG0000385	Syak.g_02227	Praq.g_01918
OG0000386	Syak.g_02226	Praq.g_01917
OG0000387	Syak.g_02200	Praq.g_01904
OG0000388	Syak.g_02196	Praq.g_01901
OG0000389	Syak.g_02345, Syak.g_02193	Praq.g_01897
OG0000390	Syak.g_02177	Praq.g_01890
OG0000391	Syak.g_02172	Praq.g_01887
OG0000392	Syak.g_02166	Praq.g_01883
OG0000393	Syak.g_02163	Praq.g_01881
OG0000394	Syak.g_02162	Praq.g_01880
OG0000395	Syak.g_02161	Praq.g_01879
OG0000396	Syak.g_02158	Praq.g_01876
OG0000397	Syak.g_02156	Praq.g_01874
OG0000398	Syak.g_02151	Praq.g_01872
OG0000399	Syak.g_02150	Praq.g_01871
OG0000400	Syak.g_02149	Praq.g_01870
OG0000401	Syak.g_02148	Praq.g_01869
OG0000402	Syak.g_02146	Praq.g_01867
OG0000403	Syak.g_02145	Praq.g_01866
OG0000404	Syak.g_02143	Praq.g_01865
OG0000405	Syak.g_02131	Praq.g_01861
OG0000406	Syak.g_02126	Praq.g_01855
OG0000407	Syak.g_02125	Praq.g_01854
OG0000408	Syak.g_02123	Praq.g_01852
OG0000409	Syak.g_02121	Praq.g_01850
OG0000410	Syak.g_02120	Praq.g_01849
OG0000411	Syak.g_02119	Praq.g_01848
OG0000412	Syak.g_02118	Praq.g_01847
OG0000413	Syak.g_02116	Praq.g_01846
OG0000415	Syak.g_02114	Praq.g_01844
OG0000416	Syak.g_02113	Praq.g_01843
OG0000417	Syak.g_02112	Praq.g_01842
OG0000418	Syak.g_02107	Praq.g_01837
OG0000419	Syak.g_02105	Praq.g_01835
OG0000420	Syak.g_02103	Praq.g_01834
OG0000421	Syak.g_02097	Praq.g_01829
OG0000422	Syak.g_02096	Praq.g_01828
OG0000423	Syak.g_02095	Praq.g_01827
OG0000424	Syak.g_02094	Praq.g_01826
OG0000425	Syak.g_02093	Praq.g_01825
OG0000426	Syak.g_02092	Praq.g_01824
OG0000427	Syak.g_02091	Praq.g_01823
OG0000428	Syak.g_02088	Praq.g_01821
OG0000429	Syak.g_02086	Praq.g_01820
OG0000430	Syak.g_02084	Praq.g_01819
OG0000431	Syak.g_02081	Praq.g_01817
OG0000432	Syak.g_02075	Praq.g_01814
OG0000433	Syak.g_02073	Praq.g_01813
OG0000434	Syak.g_02072	Praq.g_01812
OG0000435	Syak.g_02071	Praq.g_01811
OG0000436	Syak.g_02064	Praq.g_01806
OG0000437	Syak.g_02063	Praq.g_01805
OG0000438	Syak.g_02062	Praq.g_01804
OG0000439	Syak.g_02060	Praq.g_01802
OG0000440	Syak.g_02059	Praq.g_01801
OG0000441	Syak.g_02053	Praq.g_01798
OG0000442	Syak.g_02043	Praq.g_01797
OG0000443	Syak.g_02041	Praq.g_01796
OG0000444	Syak.g_02022	Praq.g_01791
OG0000445	Syak.g_02015	Praq.g_01790
OG0000446	Syak.g_02013	Praq.g_01789
OG0000447	Syak.g_02006	Praq.g_01788
OG0000448	Syak.g_02005	Praq.g_01787
OG0000449	Syak.g_02004	Praq.g_01786
OG0000450	Syak.g_01998	Praq.g_01785
OG0000451	Syak.g_01997	Praq.g_01784
OG0000452	Syak.g_01993	Praq.g_01781
OG0000453	Syak.g_01992	Praq.g_01780
OG0000454	Syak.g_01991	Praq.g_01779
OG0000455	Syak.g_01990	Praq.g_01778
OG0000456	Syak.g_01989	Praq.g_01777
OG0000457	Syak.g_01987	Praq.g_01776
OG0000458	Syak.g_01986	Praq.g_01775
OG0000459	Syak.g_01985	Praq.g_01774
OG0000460	Syak.g_02303	Praq.g_01767
OG0000461	Syak.g_01402	Praq.g_01760
OG0000462	Syak.g_01405	Praq.g_01758
OG0000463	Syak.g_01406	Praq.g_01757
OG0000464	Syak.g_01407	Praq.g_01756
OG0000465	Syak.g_01409	Praq.g_01755
OG0000466	Syak.g_01414	Praq.g_01752
OG0000467	Syak.g_01416	Praq.g_01751
OG0000468	Syak.g_01421	Praq.g_01750
OG0000469	Syak.g_01436	Praq.g_01741
OG0000470	Syak.g_01438	Praq.g_01739
OG0000471	Syak.g_01439	Praq.g_01738
OG0000472	Syak.g_01441	Praq.g_01737
OG0000473	Syak.g_01443	Praq.g_01735
OG0000474	Syak.g_01444	Praq.g_01734
OG0000475	Syak.g_01445	Praq.g_01733
OG0000476	Syak.g_01447	Praq.g_01732
OG0000477	Syak.g_01453	Praq.g_01728
OG0000478	Syak.g_01454	Praq.g_01727
OG0000479	Syak.g_01455	Praq.g_01726
OG0000480	Syak.g_01462	Praq.g_01721
OG0000481	Syak.g_01464	Praq.g_01718
OG0000482	Syak.g_01465	Praq.g_01717
OG0000483	Syak.g_01469	Praq.g_01714
OG0000484	Syak.g_01470	Praq.g_01713
OG0000485	Syak.g_01472	Praq.g_01712
OG0000486	Syak.g_01473	Praq.g_01711
OG0000487	Syak.g_01479	Praq.g_01707
OG0000488	Syak.g_01483	Praq.g_01704
OG0000489	Syak.g_01499	Praq.g_01699
OG0000490	Syak.g_01507	Praq.g_01694
OG0000491	Syak.g_01511	Praq.g_01693
OG0000492	Syak.g_01513	Praq.g_01691
OG0000493	Syak.g_01514	Praq.g_01690
OG0000494	Syak.g_01515	Praq.g_01689
OG0000495	Syak.g_01516	Praq.g_01688
OG0000496	Syak.g_01517	Praq.g_01687
OG0000497	Syak.g_01518	Praq.g_01686
OG0000498	Syak.g_01519	Praq.g_01685
OG0000499	Syak.g_01520	Praq.g_01684
OG0000500	Syak.g_01521	Praq.g_01683
OG0000501	Syak.g_01524	Praq.g_01681
OG0000502	Syak.g_01538	Praq.g_01678
OG0000503	Syak.g_01246	Praq.g_01211
OG0000504	Syak.g_01244	Praq.g_01210
OG0000505	Syak.g_01243	Praq.g_01209
OG0000506	Syak.g_01241	Praq.g_01207
OG0000507	Syak.g_01235	Praq.g_01204
OG0000508	Syak.g_01231	Praq.g_01200
OG0000509	Syak.g_01229	Praq.g_01198
OG0000510	Syak.g_01228	Praq.g_01197
OG0000511	Syak.g_01227	Praq.g_01196
OG0000512	Syak.g_01225	Praq.g_01194
OG0000513	Syak.g_01211	Praq.g_01186
OG0000514	Syak.g_01204	Praq.g_01126
OG0000515	Syak.g_01203	Praq.g_01125
OG0000516	Syak.g_01199	Praq.g_01124
OG0000517	Syak.g_01192	Praq.g_01122
OG0000518	Syak.g_01180	Praq.g_01111
OG0000519	Syak.g_01179	Praq.g_01110
OG0000520	Syak.g_01178	Praq.g_01109
OG0000521	Syak.g_01167	Praq.g_00502
OG0000522	Syak.g_01163	Praq.g_00504
OG0000523	Syak.g_01162	Praq.g_00505
OG0000524	Syak.g_01149	Praq.g_00511
OG0000525	Syak.g_01130	Praq.g_00514
OG0000526	Syak.g_01127	Praq.g_00515
OG0000527	Syak.g_01120	Praq.g_00524
OG0000528	Syak.g_02570	Praq.g_00529
OG0000529	Syak.g_02575	Praq.g_00532
OG0000530	Syak.g_02578	Praq.g_00535
OG0000531	Syak.g_02579	Praq.g_00536
OG0000532	Syak.g_02582	Praq.g_00538
OG0000533	Syak.g_02584	Praq.g_00539
OG0000534	Syak.g_02585	Praq.g_00540
OG0000535	Syak.g_02586	Praq.g_00541
OG0000536	Syak.g_02587	Praq.g_00542
OG0000537	Syak.g_02588	Praq.g_00543
OG0000538	Syak.g_02600	Praq.g_01102
OG0000539	Syak.g_02601	Praq.g_01101
OG0000540	Syak.g_02602	Praq.g_01100
OG0000541	Syak.g_02603	Praq.g_01099
OG0000542	Syak.g_02606	Praq.g_01097
OG0000543	Syak.g_02608	Praq.g_01095
OG0000544	Syak.g_02609	Praq.g_01094
OG0000545	Syak.g_02611	Praq.g_01092
OG0000546	Syak.g_02613	Praq.g_01089
OG0000547	Syak.g_02615	Praq.g_01087
OG0000548	Syak.g_02616	Praq.g_01086
OG0000549	Syak.g_02622	Praq.g_01084
OG0000550	Syak.g_02626	Praq.g_01079
OG0000551	Syak.g_02631	Praq.g_01075
OG0000552	Syak.g_02632	Praq.g_01074
OG0000553	Syak.g_02636	Praq.g_01073
OG0000554	Syak.g_02641	Praq.g_01068
OG0000555	Syak.g_02657	Praq.g_01060
OG0000556	Syak.g_02661	Praq.g_01058
OG0000557	Syak.g_02663	Praq.g_01057
OG0000558	Syak.g_02666	Praq.g_01055
OG0000559	Syak.g_02670	Praq.g_01051
OG0000560	Syak.g_02672	Praq.g_01048
OG0000561	Syak.g_02673	Praq.g_01047
OG0000562	Syak.g_02674	Praq.g_01046
OG0000563	Syak.g_02675	Praq.g_01045
OG0000564	Syak.g_02676	Praq.g_01044
OG0000565	Syak.g_02679	Praq.g_01041
OG0000566	Syak.g_02683	Praq.g_01039
OG0000567	Syak.g_02687	Praq.g_01035
OG0000568	Syak.g_02690	Praq.g_01034
OG0000569	Syak.g_02691	Praq.g_01033
OG0000570	Syak.g_02692	Praq.g_01032
OG0000571	Syak.g_02696	Praq.g_01030
OG0000572	Syak.g_02713	Praq.g_01017
OG0000573	Syak.g_02723	Praq.g_01010
OG0000574	Syak.g_02724	Praq.g_01009
OG0000575	Syak.g_02729	Praq.g_01005
OG0000576	Syak.g_02731	Praq.g_01003
OG0000577	Syak.g_02732	Praq.g_01002
OG0000578	Syak.g_02733	Praq.g_01001
OG0000579	Syak.g_02734	Praq.g_01000
OG0000580	Syak.g_02735	Praq.g_00999
OG0000581	Syak.g_02742	Praq.g_00997
OG0000582	Syak.g_02748	Praq.g_00994
OG0000583	Syak.g_02749	Praq.g_00993
OG0000584	Syak.g_02750	Praq.g_00992
OG0000585	Syak.g_02753	Praq.g_00990
OG0000586	Syak.g_02754	Praq.g_00989
OG0000587	Syak.g_02756	Praq.g_00988
OG0000588	Syak.g_00004	Praq.g_00984
OG0000589	Syak.g_00008	Praq.g_00981
OG0000590	Syak.g_00009	Praq.g_00980
OG0000591	Syak.g_00017	Praq.g_00977
OG0000592	Syak.g_00018	Praq.g_00976
OG0000593	Syak.g_00031	Praq.g_00970
OG0000594	Syak.g_00032	Praq.g_00969
OG0000595	Syak.g_00033	Praq.g_00968
