Orthogroup	Syak	Pras
OG0000072	Syak.g_02099	Pras.g_01022
OG0000073	Syak.g_02597	Pras.g_01377
OG0000075	Syak.g_01564	Pras.g_00719
OG0000076	Syak.g_01650	Pras.g_00883, Pras.g_00743
OG0000077	Syak.g_02243	Pras.g_00929
OG0000078	Syak.g_02310	Pras.g_01091
OG0000079	Syak.g_01417	Pras.g_01104
OG0000081	Syak.g_00115	Pras.g_01408
OG0000082	Syak.g_02711	Pras.g_01462
OG0000084	Syak.g_01036	Pras.g_00346
OG0000085	Syak.g_02427	Pras.g_00543
OG0000086	Syak.g_02219	Pras.g_00939
OG0000087	Syak.g_02141	Pras.g_00990
OG0000088	Syak.g_02106	Pras.g_01017
OG0000089	Syak.g_01215	Pras.g_01209
OG0000090	Syak.g_02640	Pras.g_01410
OG0000091	Syak.g_00043	Pras.g_01518
OG0000092	Syak.g_01126	Pras.g_01806
OG0000094	Syak.g_00656	Pras.g_01915
OG0000097	Syak.g_00816	Pras.g_00098
OG0000098	Syak.g_00345	Pras.g_00232
OG0000099	Syak.g_01527	Pras.g_00294
OG0000100	Syak.g_00622	Pras.g_00427
OG0000101	Syak.g_01305	Pras.g_00687
OG0000102	Syak.g_01661	Pras.g_00748
OG0000103	Syak.g_01812	Pras.g_00829
OG0000104	Syak.g_01799	Pras.g_00838
OG0000105	Syak.g_01451	Pras.g_01126
OG0000106	Syak.g_00096	Pras.g_01223
OG0000107	Syak.g_01392	Pras.g_01239
OG0000108	Syak.g_02574	Pras.g_01358
OG0000109	Syak.g_01061	Pras.g_01372
OG0000110	Syak.g_02698	Pras.g_01451
OG0000111	Syak.g_00725	Pras.g_01575
OG0000112	Syak.g_00512	Pras.g_01665
OG0000113	Syak.g_00461	Pras.g_01723
OG0000114	Syak.g_00373	Pras.g_01801
OG0000115	Syak.g_01066	Pras.g_01994
OG0000116	Syak.g_00911	Pras.g_00046
OG0000117	Syak.g_00846	Pras.g_00150
OG0000118	Syak.g_00954	Pras.g_00221, Pras.g_00222
OG0000119	Syak.g_00917	Pras.g_00246
OG0000120	Syak.g_01526	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Syak.g_01044	Pras.g_00352
OG0000122	Syak.g_00081	Pras.g_00391
OG0000123	Syak.g_01299	Pras.g_00694
OG0000124	Syak.g_01692	Pras.g_00759
OG0000125	Syak.g_01934	Pras.g_00797
OG0000126	Syak.g_01801	Pras.g_00837
OG0000128	Syak.g_01782	Pras.g_00853
OG0000129	Syak.g_01947	Pras.g_00897
OG0000130	Syak.g_02255	Pras.g_00921
OG0000131	Syak.g_02128	Pras.g_00996
OG0000132	Syak.g_02108	Pras.g_01015
OG0000133	Syak.g_00507	Pras.g_01174
OG0000134	Syak.g_01212	Pras.g_01210
OG0000135	Syak.g_01897	Pras.g_01236
OG0000136	Syak.g_01186	Pras.g_01319
OG0000137	Syak.g_01118	Pras.g_01353
OG0000138	Syak.g_02591	Pras.g_01373
OG0000139	Syak.g_02646	Pras.g_01414
OG0000140	Syak.g_02650	Pras.g_01415
OG0000141	Syak.g_02746	Pras.g_01483
OG0000142	Syak.g_00035	Pras.g_01511
OG0000143	Syak.g_00039	Pras.g_01515
OG0000144	Syak.g_00260	Pras.g_01528
OG0000145	Syak.g_02598	Pras.g_01664
OG0000146	Syak.g_00514	Pras.g_01666
OG0000147	Syak.g_00515	Pras.g_01667
OG0000148	Syak.g_00455	Pras.g_01717
OG0000149	Syak.g_00596	Pras.g_01747
OG0000150	Syak.g_02747	Pras.g_01755
OG0000151	Syak.g_00387	Pras.g_01811
OG0000152	Syak.g_00503	Pras.g_01859
OG0000153	Syak.g_00470	Pras.g_01878
OG0000154	Syak.g_00645	Pras.g_01908
OG0000155	Syak.g_00855	Pras.g_00076
OG0000156	Syak.g_00919	Pras.g_00197
OG0000157	Syak.g_00920	Pras.g_00198
OG0000158	Syak.g_01624	Pras.g_00289
OG0000160	Syak.g_01043	Pras.g_00351
OG0000161	Syak.g_01050	Pras.g_00357
OG0000162	Syak.g_01058	Pras.g_00363
OG0000163	Syak.g_02478	Pras.g_00399
OG0000164	Syak.g_02384	Pras.g_00574
OG0000165	Syak.g_02374	Pras.g_00581
OG0000166	Syak.g_01345	Pras.g_00651
OG0000167	Syak.g_01561	Pras.g_00717
OG0000168	Syak.g_01625	Pras.g_00727
OG0000169	Syak.g_01637	Pras.g_00737
OG0000170	Syak.g_01644	Pras.g_00739
OG0000171	Syak.g_01691	Pras.g_00758
OG0000172	Syak.g_01713	Pras.g_00768
OG0000173	Syak.g_01733	Pras.g_00783
OG0000174	Syak.g_01895	Pras.g_00811, Pras.g_00810
OG0000175	Syak.g_01827	Pras.g_00821
OG0000176	Syak.g_01790	Pras.g_00846
OG0000177	Syak.g_01789	Pras.g_00847
OG0000178	Syak.g_01788	Pras.g_00848
OG0000179	Syak.g_01773	Pras.g_00858
OG0000180	Syak.g_01772	Pras.g_00859
OG0000181	Syak.g_01771	Pras.g_00860
OG0000182	Syak.g_01770	Pras.g_00861
OG0000183	Syak.g_01766	Pras.g_00865
OG0000184	Syak.g_01955	Pras.g_00899
OG0000185	Syak.g_01971	Pras.g_00902
OG0000186	Syak.g_02258	Pras.g_00916
OG0000187	Syak.g_02257	Pras.g_00917
OG0000188	Syak.g_02235	Pras.g_00933
OG0000189	Syak.g_02203	Pras.g_00947
OG0000190	Syak.g_01575	Pras.g_00948
OG0000191	Syak.g_02171	Pras.g_00968
OG0000192	Syak.g_02165	Pras.g_00972
OG0000193	Syak.g_02127	Pras.g_00997
OG0000194	Syak.g_02124	Pras.g_01000
OG0000195	Syak.g_02122	Pras.g_01002
OG0000196	Syak.g_02111	Pras.g_01012
OG0000197	Syak.g_02110	Pras.g_01013
OG0000198	Syak.g_02109	Pras.g_01014
OG0000199	Syak.g_02100	Pras.g_01021
OG0000200	Syak.g_02083	Pras.g_01035
OG0000201	Syak.g_02068	Pras.g_01043
OG0000202	Syak.g_02067	Pras.g_01044
OG0000203	Syak.g_02066	Pras.g_01045
OG0000204	Syak.g_02065	Pras.g_01046
OG0000205	Syak.g_02058	Pras.g_01053
OG0000206	Syak.g_02038	Pras.g_01058, Pras.g_01059
OG0000207	Syak.g_02025	Pras.g_01061
OG0000208	Syak.g_02024	Pras.g_01062
OG0000209	Syak.g_01995	Pras.g_01071
OG0000210	Syak.g_01994	Pras.g_01072
OG0000211	Syak.g_02017	Pras.g_01085
OG0000212	Syak.g_02311	Pras.g_01092
OG0000213	Syak.g_01425	Pras.g_01109
OG0000214	Syak.g_01442	Pras.g_01119
OG0000215	Syak.g_01474	Pras.g_01144
OG0000216	Syak.g_01478	Pras.g_01145
OG0000217	Syak.g_01482	Pras.g_01148
OG0000218	Syak.g_01484	Pras.g_01150
OG0000219	Syak.g_01485	Pras.g_01151
OG0000220	Syak.g_01486	Pras.g_01152
OG0000221	Syak.g_01498	Pras.g_01153
OG0000222	Syak.g_01512	Pras.g_01162
OG0000223	Syak.g_01531	Pras.g_01175
OG0000224	Syak.g_01532	Pras.g_01177
OG0000225	Syak.g_01230	Pras.g_01199
OG0000226	Syak.g_01226	Pras.g_01203
OG0000227	Syak.g_01224	Pras.g_01205
OG0000228	Syak.g_01216	Pras.g_01208
OG0000229	Syak.g_01191	Pras.g_01314
OG0000230	Syak.g_01189	Pras.g_01316
OG0000231	Syak.g_01176	Pras.g_01327
OG0000232	Syak.g_01156	Pras.g_01335
OG0000233	Syak.g_01145	Pras.g_01341
OG0000234	Syak.g_01116	Pras.g_01354
OG0000235	Syak.g_02573	Pras.g_01357
OG0000236	Syak.g_02589	Pras.g_01371
OG0000237	Syak.g_02607	Pras.g_01384
OG0000238	Syak.g_02612	Pras.g_01390
OG0000239	Syak.g_02628	Pras.g_01402
OG0000240	Syak.g_02629	Pras.g_01403
OG0000241	Syak.g_00027	Pras.g_01407
OG0000242	Syak.g_02638	Pras.g_01409
OG0000243	Syak.g_02658	Pras.g_01420
OG0000244	Syak.g_02665	Pras.g_01423
OG0000245	Syak.g_02667	Pras.g_01425
OG0000246	Syak.g_02671	Pras.g_01429
OG0000247	Syak.g_02681	Pras.g_01439
OG0000248	Syak.g_02684	Pras.g_01441
OG0000249	Syak.g_02686	Pras.g_01443
OG0000250	Syak.g_02694	Pras.g_01448
OG0000251	Syak.g_02722	Pras.g_01467
OG0000252	Syak.g_02725	Pras.g_01470
OG0000253	Syak.g_02727	Pras.g_01471
OG0000254	Syak.g_02752	Pras.g_01487
OG0000255	Syak.g_02772	Pras.g_01493
OG0000256	Syak.g_00020	Pras.g_01503
OG0000257	Syak.g_00026	Pras.g_01506
OG0000258	Syak.g_00044	Pras.g_01519
OG0000259	Syak.g_00334	Pras.g_01536
OG0000260	Syak.g_00338	Pras.g_01539
OG0000261	Syak.g_00348	Pras.g_01541
OG0000262	Syak.g_00353	Pras.g_00327, Pras.g_01545
OG0000263	Syak.g_00828	Pras.g_01557
OG0000264	Syak.g_00698	Pras.g_01567
OG0000265	Syak.g_00211	Pras.g_01606
OG0000266	Syak.g_00778	Pras.g_01616
OG0000267	Syak.g_00555	Pras.g_01627
OG0000268	Syak.g_00554	Pras.g_01628
OG0000269	Syak.g_00429	Pras.g_01696
OG0000270	Syak.g_00432	Pras.g_01699
OG0000271	Syak.g_00440	Pras.g_01707
OG0000272	Syak.g_00441	Pras.g_01708
OG0000274	Syak.g_00615	Pras.g_01732
OG0000275	Syak.g_00611	Pras.g_01734
OG0000276	Syak.g_00604	Pras.g_01739
OG0000277	Syak.g_00603	Pras.g_01740
OG0000278	Syak.g_00600	Pras.g_01743
OG0000279	Syak.g_00592	Pras.g_01750
OG0000280	Syak.g_00582	Pras.g_01751
OG0000281	Syak.g_00339	Pras.g_01756
OG0000282	Syak.g_00375	Pras.g_01803
OG0000283	Syak.g_00541	Pras.g_01836
OG0000284	Syak.g_00536	Pras.g_01841
OG0000285	Syak.g_00523	Pras.g_01846
OG0000286	Syak.g_00504	Pras.g_01858
OG0000287	Syak.g_00477	Pras.g_01875
OG0000288	Syak.g_00644	Pras.g_01907
OG0000289	Syak.g_00659	Pras.g_01918
OG0000290	Syak.g_00738	Pras.g_01931
OG0000291	Syak.g_00737	Pras.g_01933
OG0000292	Syak.g_01802	Pras.g_01982
OG0000293	Syak.g_00910	Pras.g_00047
OG0000294	Syak.g_00909	Pras.g_00048
OG0000295	Syak.g_00863	Pras.g_00068
OG0000296	Syak.g_00861	Pras.g_00070
OG0000297	Syak.g_00848	Pras.g_00078
OG0000298	Syak.g_00847	Pras.g_00079
OG0000299	Syak.g_00820	Pras.g_00096, Pras.g_00097
OG0000300	Syak.g_00813	Pras.g_00100
OG0000301	Syak.g_00812	Pras.g_00101
OG0000302	Syak.g_00811	Pras.g_00103
OG0000303	Syak.g_00674	Pras.g_00110
OG0000304	Syak.g_00680	Pras.g_00114
OG0000305	Syak.g_00732	Pras.g_00242
OG0000306	Syak.g_00094	Pras.g_00245
OG0000307	Syak.g_02556	Pras.g_00259
OG0000308	Syak.g_02554	Pras.g_00260
OG0000309	Syak.g_02549	Pras.g_00264
OG0000310	Syak.g_00994	Pras.g_00335
OG0000311	Syak.g_00999	Pras.g_00337
OG0000312	Syak.g_01028	Pras.g_00340
OG0000313	Syak.g_01046	Pras.g_00354
OG0000314	Syak.g_01079	Pras.g_00377
OG0000315	Syak.g_01090	Pras.g_00388
OG0000316	Syak.g_02462	Pras.g_00410
OG0000317	Syak.g_02419	Pras.g_00548
OG0000318	Syak.g_02415	Pras.g_00551
OG0000319	Syak.g_02399	Pras.g_00564
OG0000320	Syak.g_02397	Pras.g_00566
OG0000321	Syak.g_02396	Pras.g_00567
OG0000322	Syak.g_02395	Pras.g_00568
OG0000323	Syak.g_02380	Pras.g_00577
OG0000324	Syak.g_02347	Pras.g_00604
OG0000325	Syak.g_01391	Pras.g_00614
OG0000326	Syak.g_01384	Pras.g_00620
OG0000327	Syak.g_01350	Pras.g_00646
OG0000328	Syak.g_01349	Pras.g_00647
OG0000329	Syak.g_01331	Pras.g_00664
OG0000330	Syak.g_01330	Pras.g_00665
OG0000331	Syak.g_01329	Pras.g_00666
OG0000332	Syak.g_01314	Pras.g_00680
OG0000333	Syak.g_01311	Pras.g_00682
OG0000334	Syak.g_01302	Pras.g_00690
OG0000335	Syak.g_01298	Pras.g_00695
OG0000336	Syak.g_01294	Pras.g_00699
OG0000337	Syak.g_01555	Pras.g_00715
OG0000338	Syak.g_01558	Pras.g_00716
OG0000339	Syak.g_01566	Pras.g_00720
OG0000340	Syak.g_01626	Pras.g_00728
OG0000341	Syak.g_01628	Pras.g_00730
OG0000342	Syak.g_01629	Pras.g_00731
OG0000343	Syak.g_01631	Pras.g_00732
OG0000344	Syak.g_01635	Pras.g_00735
OG0000345	Syak.g_01645	Pras.g_00740
OG0000346	Syak.g_01651	Pras.g_00744
OG0000347	Syak.g_01694	Pras.g_00761
OG0000348	Syak.g_01717	Pras.g_00771
OG0000349	Syak.g_01740	Pras.g_00788
OG0000350	Syak.g_01377	Pras.g_00806, Pras.g_00131
OG0000351	Syak.g_01823	Pras.g_00824
OG0000352	Syak.g_01822	Pras.g_00825
OG0000353	Syak.g_01796	Pras.g_00841
OG0000355	Syak.g_01793	Pras.g_00843
OG0000356	Syak.g_01792	Pras.g_00844
OG0000357	Syak.g_01791	Pras.g_00845
OG0000358	Syak.g_01787	Pras.g_00849
OG0000359	Syak.g_01785	Pras.g_00850
OG0000360	Syak.g_01784	Pras.g_00851
OG0000361	Syak.g_01783	Pras.g_00852
OG0000362	Syak.g_01781	Pras.g_00854
OG0000363	Syak.g_01779	Pras.g_00856
OG0000364	Syak.g_01778	Pras.g_00857
OG0000365	Syak.g_01769	Pras.g_00862
OG0000366	Syak.g_01768	Pras.g_00863
OG0000367	Syak.g_01767	Pras.g_00864
OG0000368	Syak.g_01765	Pras.g_00866
OG0000369	Syak.g_01764	Pras.g_00867
OG0000370	Syak.g_01763	Pras.g_00868
OG0000371	Syak.g_01753	Pras.g_00874
OG0000372	Syak.g_01748	Pras.g_00877
OG0000373	Syak.g_01747	Pras.g_00878
OG0000374	Syak.g_01746	Pras.g_00879
OG0000375	Syak.g_01744	Pras.g_00893
OG0000376	Syak.g_01742	Pras.g_00895
OG0000377	Syak.g_01948	Pras.g_00898
OG0000378	Syak.g_01968	Pras.g_00900
OG0000379	Syak.g_01972	Pras.g_00903
OG0000380	Syak.g_02256	Pras.g_00918
OG0000381	Syak.g_02254	Pras.g_00922
OG0000382	Syak.g_02236	Pras.g_00932
OG0000383	Syak.g_02229	Pras.g_00934
OG0000384	Syak.g_02228	Pras.g_00935
OG0000385	Syak.g_02227	Pras.g_00936
OG0000386	Syak.g_02226	Pras.g_00937
OG0000387	Syak.g_02200	Pras.g_00950
OG0000388	Syak.g_02196	Pras.g_00953
OG0000389	Syak.g_02345, Syak.g_02193	Pras.g_00957
OG0000390	Syak.g_02177	Pras.g_00964
OG0000391	Syak.g_02172	Pras.g_00967
OG0000392	Syak.g_02166	Pras.g_00971
OG0000393	Syak.g_02163	Pras.g_00973
OG0000394	Syak.g_02162	Pras.g_00974
OG0000395	Syak.g_02161	Pras.g_00975
OG0000396	Syak.g_02158	Pras.g_00978
OG0000397	Syak.g_02156	Pras.g_00980
OG0000398	Syak.g_02151	Pras.g_00982
OG0000399	Syak.g_02150	Pras.g_00983
OG0000400	Syak.g_02149	Pras.g_00984
OG0000401	Syak.g_02148	Pras.g_00985
OG0000402	Syak.g_02146	Pras.g_00987
OG0000403	Syak.g_02145	Pras.g_00988
OG0000404	Syak.g_02143	Pras.g_00989
OG0000405	Syak.g_02131	Pras.g_00993
OG0000406	Syak.g_02126	Pras.g_00998
OG0000407	Syak.g_02125	Pras.g_00999
OG0000408	Syak.g_02123	Pras.g_01001
OG0000409	Syak.g_02121	Pras.g_01003
OG0000410	Syak.g_02120	Pras.g_01004
OG0000411	Syak.g_02119	Pras.g_01005
OG0000412	Syak.g_02118	Pras.g_01006
OG0000413	Syak.g_02116	Pras.g_01007
OG0000415	Syak.g_02114	Pras.g_01009
OG0000416	Syak.g_02113	Pras.g_01010
OG0000417	Syak.g_02112	Pras.g_01011
OG0000418	Syak.g_02107	Pras.g_01016
OG0000419	Syak.g_02105	Pras.g_01018
OG0000420	Syak.g_02103	Pras.g_01019
OG0000421	Syak.g_02097	Pras.g_01024
OG0000422	Syak.g_02096	Pras.g_01025
OG0000423	Syak.g_02095	Pras.g_01026
OG0000424	Syak.g_02094	Pras.g_01027
OG0000425	Syak.g_02093	Pras.g_01028
OG0000426	Syak.g_02092	Pras.g_01029
OG0000427	Syak.g_02091	Pras.g_01030
OG0000428	Syak.g_02088	Pras.g_01032
OG0000429	Syak.g_02086	Pras.g_01033
OG0000430	Syak.g_02084	Pras.g_01034
OG0000431	Syak.g_02081	Pras.g_01036
OG0000432	Syak.g_02075	Pras.g_01039
OG0000433	Syak.g_02073	Pras.g_01040
OG0000434	Syak.g_02072	Pras.g_01041
OG0000435	Syak.g_02071	Pras.g_01042
OG0000436	Syak.g_02064	Pras.g_01047
OG0000437	Syak.g_02063	Pras.g_01048
OG0000438	Syak.g_02062	Pras.g_01049
OG0000439	Syak.g_02060	Pras.g_01051
OG0000440	Syak.g_02059	Pras.g_01052
OG0000441	Syak.g_02053	Pras.g_01055
OG0000442	Syak.g_02043	Pras.g_01056
OG0000443	Syak.g_02041	Pras.g_01057
OG0000444	Syak.g_02022	Pras.g_01063
OG0000445	Syak.g_02015	Pras.g_01064
OG0000446	Syak.g_02013	Pras.g_01065
OG0000447	Syak.g_02006	Pras.g_01066
OG0000448	Syak.g_02005	Pras.g_01067
OG0000449	Syak.g_02004	Pras.g_01068
OG0000450	Syak.g_01998	Pras.g_01069
OG0000451	Syak.g_01997	Pras.g_01070
OG0000452	Syak.g_01993	Pras.g_01073
OG0000453	Syak.g_01992	Pras.g_01074
OG0000454	Syak.g_01991	Pras.g_01075
OG0000455	Syak.g_01990	Pras.g_01076
OG0000456	Syak.g_01989	Pras.g_01077
OG0000457	Syak.g_01987	Pras.g_01078
OG0000458	Syak.g_01986	Pras.g_01079
OG0000459	Syak.g_01985	Pras.g_01080
OG0000460	Syak.g_02303	Pras.g_01087
OG0000461	Syak.g_01402	Pras.g_01094
OG0000462	Syak.g_01405	Pras.g_01096
OG0000463	Syak.g_01406	Pras.g_01097
OG0000464	Syak.g_01407	Pras.g_01098
OG0000465	Syak.g_01409	Pras.g_01099
OG0000466	Syak.g_01414	Pras.g_01102
OG0000467	Syak.g_01416	Pras.g_01103
OG0000468	Syak.g_01421	Pras.g_01105
OG0000469	Syak.g_01436	Pras.g_01114
OG0000470	Syak.g_01438	Pras.g_01116
OG0000471	Syak.g_01439	Pras.g_01117
OG0000472	Syak.g_01441	Pras.g_01118
OG0000473	Syak.g_01443	Pras.g_01120
OG0000474	Syak.g_01444	Pras.g_01121
OG0000475	Syak.g_01445	Pras.g_01122
OG0000476	Syak.g_01447	Pras.g_01123
OG0000477	Syak.g_01453	Pras.g_01127
OG0000478	Syak.g_01454	Pras.g_01128
OG0000479	Syak.g_01455	Pras.g_01129
OG0000480	Syak.g_01462	Pras.g_01134
OG0000481	Syak.g_01464	Pras.g_01136
OG0000482	Syak.g_01465	Pras.g_01137
OG0000483	Syak.g_01469	Pras.g_01140
OG0000484	Syak.g_01470	Pras.g_01141
OG0000485	Syak.g_01472	Pras.g_01142
OG0000486	Syak.g_01473	Pras.g_01143
OG0000487	Syak.g_01479	Pras.g_01146
OG0000488	Syak.g_01483	Pras.g_01149
OG0000489	Syak.g_01499	Pras.g_01155
OG0000490	Syak.g_01507	Pras.g_01160
OG0000491	Syak.g_01511	Pras.g_01161
OG0000492	Syak.g_01513	Pras.g_01163
OG0000493	Syak.g_01514	Pras.g_01164
OG0000494	Syak.g_01515	Pras.g_01165
OG0000495	Syak.g_01516	Pras.g_01166
OG0000496	Syak.g_01517	Pras.g_01167
OG0000497	Syak.g_01518	Pras.g_01168
OG0000498	Syak.g_01519	Pras.g_01169
OG0000499	Syak.g_01520	Pras.g_01170
OG0000500	Syak.g_01521	Pras.g_01171
OG0000501	Syak.g_01524	Pras.g_01173
OG0000502	Syak.g_01538	Pras.g_01176
OG0000503	Syak.g_01246	Pras.g_01187
OG0000504	Syak.g_01244	Pras.g_01188
OG0000505	Syak.g_01243	Pras.g_01189
OG0000506	Syak.g_01241	Pras.g_01191
OG0000507	Syak.g_01235	Pras.g_01194
OG0000508	Syak.g_01231	Pras.g_01198
OG0000509	Syak.g_01229	Pras.g_01200
OG0000510	Syak.g_01228	Pras.g_01201
OG0000511	Syak.g_01227	Pras.g_01202
OG0000512	Syak.g_01225	Pras.g_01204
OG0000513	Syak.g_01211	Pras.g_01211
OG0000514	Syak.g_01204	Pras.g_01309
OG0000515	Syak.g_01203	Pras.g_01310
OG0000516	Syak.g_01199	Pras.g_01311
OG0000517	Syak.g_01192	Pras.g_01313
OG0000518	Syak.g_01180	Pras.g_01324
OG0000519	Syak.g_01179	Pras.g_01325
OG0000520	Syak.g_01178	Pras.g_01326
OG0000521	Syak.g_01167	Pras.g_01331
OG0000522	Syak.g_01163	Pras.g_01332
OG0000523	Syak.g_01162	Pras.g_01333
OG0000524	Syak.g_01149	Pras.g_01339
OG0000525	Syak.g_01130	Pras.g_01342
OG0000526	Syak.g_01127	Pras.g_01343
OG0000527	Syak.g_01120	Pras.g_01351
OG0000528	Syak.g_02570	Pras.g_01356
OG0000529	Syak.g_02575	Pras.g_01359
OG0000530	Syak.g_02578	Pras.g_01362
OG0000531	Syak.g_02579	Pras.g_01363
OG0000532	Syak.g_02582	Pras.g_01365
OG0000533	Syak.g_02584	Pras.g_01366
OG0000534	Syak.g_02585	Pras.g_01367
OG0000535	Syak.g_02586	Pras.g_01368
OG0000536	Syak.g_02587	Pras.g_01369
OG0000537	Syak.g_02588	Pras.g_01370
OG0000538	Syak.g_02600	Pras.g_01378
OG0000539	Syak.g_02601	Pras.g_01379
OG0000540	Syak.g_02602	Pras.g_01380
OG0000541	Syak.g_02603	Pras.g_01381
OG0000542	Syak.g_02606	Pras.g_01383
OG0000543	Syak.g_02608	Pras.g_01385
OG0000544	Syak.g_02609	Pras.g_01386
OG0000545	Syak.g_02611	Pras.g_01388
OG0000546	Syak.g_02613	Pras.g_01391
OG0000547	Syak.g_02615	Pras.g_01393
OG0000548	Syak.g_02616	Pras.g_01394
OG0000549	Syak.g_02622	Pras.g_01396
OG0000550	Syak.g_02626	Pras.g_01401
OG0000551	Syak.g_02631	Pras.g_01404
OG0000552	Syak.g_02632	Pras.g_01405
OG0000553	Syak.g_02636	Pras.g_01406
OG0000554	Syak.g_02641	Pras.g_01411
OG0000555	Syak.g_02657	Pras.g_01419
OG0000556	Syak.g_02661	Pras.g_01421
OG0000557	Syak.g_02663	Pras.g_01422
OG0000558	Syak.g_02666	Pras.g_01424
OG0000559	Syak.g_02670	Pras.g_01428
OG0000560	Syak.g_02672	Pras.g_01431
OG0000561	Syak.g_02673	Pras.g_01432
OG0000562	Syak.g_02674	Pras.g_01433
OG0000563	Syak.g_02675	Pras.g_01434
OG0000564	Syak.g_02676	Pras.g_01435
OG0000565	Syak.g_02679	Pras.g_01438
OG0000566	Syak.g_02683	Pras.g_01440
OG0000567	Syak.g_02687	Pras.g_01444
OG0000568	Syak.g_02690	Pras.g_01445
OG0000569	Syak.g_02691	Pras.g_01446
OG0000570	Syak.g_02692	Pras.g_01447
OG0000571	Syak.g_02696	Pras.g_01449
OG0000572	Syak.g_02713	Pras.g_01463
OG0000573	Syak.g_02723	Pras.g_01468
OG0000574	Syak.g_02724	Pras.g_01469
OG0000575	Syak.g_02729	Pras.g_01473
OG0000576	Syak.g_02731	Pras.g_01475
OG0000577	Syak.g_02732	Pras.g_01476
OG0000578	Syak.g_02733	Pras.g_01477
OG0000579	Syak.g_02734	Pras.g_01478
OG0000580	Syak.g_02735	Pras.g_01479
OG0000581	Syak.g_02742	Pras.g_01481
OG0000582	Syak.g_02748	Pras.g_01484
OG0000583	Syak.g_02749	Pras.g_01485
OG0000584	Syak.g_02750	Pras.g_01486
OG0000585	Syak.g_02753	Pras.g_01488
OG0000586	Syak.g_02754	Pras.g_01489
OG0000587	Syak.g_02756	Pras.g_01490
OG0000588	Syak.g_00004	Pras.g_01494
OG0000589	Syak.g_00008	Pras.g_01497
OG0000590	Syak.g_00009	Pras.g_01498
