Orthogroup	Syak	Praz
OG0000078	Syak.g_02310	Praz.g_00599
OG0000079	Syak.g_01417	Praz.g_00612
OG0000081	Syak.g_00115	Praz.g_01797
OG0000082	Syak.g_02711	Praz.g_01744
OG0000084	Syak.g_01036	Praz.g_01045
OG0000085	Syak.g_02427	Praz.g_00884
OG0000086	Syak.g_02219	Praz.g_00448
OG0000087	Syak.g_02141	Praz.g_00499
OG0000088	Syak.g_02106	Praz.g_00526
OG0000089	Syak.g_01215	Praz.g_00818
OG0000090	Syak.g_02640	Praz.g_01795
OG0000091	Syak.g_00043	Praz.g_01688
OG0000092	Syak.g_01126	Praz.g_01403, Praz.g_00244
OG0000094	Syak.g_00656	Praz.g_01296
OG0000097	Syak.g_00816	Praz.g_00713
OG0000098	Syak.g_00345	Praz.g_01157
OG0000099	Syak.g_01527	Praz.g_01098
OG0000100	Syak.g_00622	Praz.g_00967
OG0000101	Syak.g_01305	Praz.g_00263
OG0000102	Syak.g_01661	Praz.g_00200
OG0000103	Syak.g_01812	Praz.g_00120
OG0000104	Syak.g_01799	Praz.g_00361
OG0000105	Syak.g_01451	Praz.g_00632
OG0000106	Syak.g_00096	Praz.g_00804
OG0000107	Syak.g_01392	Praz.g_00788
OG0000108	Syak.g_02574	Praz.g_01848
OG0000109	Syak.g_01061	Praz.g_01834
OG0000110	Syak.g_02698	Praz.g_01754
OG0000111	Syak.g_00725	Praz.g_01631
OG0000112	Syak.g_00512	Praz.g_01547
OG0000113	Syak.g_00461	Praz.g_01490
OG0000114	Syak.g_00373	Praz.g_01408
OG0000115	Syak.g_01066	Praz.g_00054
OG0000116	Syak.g_00911	Praz.g_00002
OG0000117	Syak.g_00846	Praz.g_01237
OG0000118	Syak.g_00954	Praz.g_01168
OG0000119	Syak.g_00917	Praz.g_01143
OG0000120	Syak.g_01526	Praz.g_01118
OG0000121	Syak.g_01044	Praz.g_01039
OG0000122	Syak.g_00081	Praz.g_01001
OG0000123	Syak.g_01299	Praz.g_00256
OG0000124	Syak.g_01692	Praz.g_00189
OG0000125	Syak.g_01934	Praz.g_00152
OG0000126	Syak.g_01801	Praz.g_00360
OG0000127	Syak.g_02269, Syak.g_02544	Praz.g_01255
OG0000128	Syak.g_01782	Praz.g_00376
OG0000129	Syak.g_01947	Praz.g_00410
OG0000130	Syak.g_02255	Praz.g_00429
OG0000131	Syak.g_02128	Praz.g_00505
OG0000132	Syak.g_02108	Praz.g_00524
OG0000133	Syak.g_00507	Praz.g_00679
OG0000134	Syak.g_01212	Praz.g_00817
OG0000135	Syak.g_01897	Praz.g_00791
OG0000136	Syak.g_01186	Praz.g_01887
OG0000137	Syak.g_01118	Praz.g_01853
OG0000138	Syak.g_02591	Praz.g_01833
OG0000139	Syak.g_02646	Praz.g_01791
OG0000140	Syak.g_02650	Praz.g_01790
OG0000141	Syak.g_02746	Praz.g_01723
OG0000142	Syak.g_00035	Praz.g_01695
OG0000143	Syak.g_00039	Praz.g_01691
OG0000144	Syak.g_00260	Praz.g_01678
OG0000145	Syak.g_02598	Praz.g_01554
OG0000146	Syak.g_00514	Praz.g_01546
OG0000147	Syak.g_00515	Praz.g_01545
OG0000148	Syak.g_00455	Praz.g_01496
OG0000149	Syak.g_00596	Praz.g_01465
OG0000150	Syak.g_02747	Praz.g_01457
OG0000151	Syak.g_00387	Praz.g_01398
OG0000152	Syak.g_00503	Praz.g_01350
OG0000153	Syak.g_00470	Praz.g_01331
OG0000154	Syak.g_00645	Praz.g_01303
OG0000155	Syak.g_00855	Praz.g_00734
OG0000156	Syak.g_00919	Praz.g_01191
OG0000157	Syak.g_00920	Praz.g_01190
OG0000158	Syak.g_01624	Praz.g_01097
OG0000160	Syak.g_01043	Praz.g_01040
OG0000161	Syak.g_01050	Praz.g_01034
OG0000162	Syak.g_01058	Praz.g_01028
OG0000163	Syak.g_02478	Praz.g_00994
OG0000164	Syak.g_02384	Praz.g_00853
OG0000165	Syak.g_02374	Praz.g_00846
OG0000166	Syak.g_01345	Praz.g_00299
OG0000167	Syak.g_01561	Praz.g_00232
OG0000168	Syak.g_01625	Praz.g_00222
OG0000169	Syak.g_01637	Praz.g_00212
OG0000170	Syak.g_01644	Praz.g_00210
OG0000171	Syak.g_01691	Praz.g_00190
OG0000172	Syak.g_01713	Praz.g_00181
OG0000173	Syak.g_01733	Praz.g_00166
OG0000174	Syak.g_01895	Praz.g_00138
OG0000175	Syak.g_01827	Praz.g_00128
OG0000176	Syak.g_01790	Praz.g_00369
OG0000177	Syak.g_01789	Praz.g_00370
OG0000178	Syak.g_01788	Praz.g_00371
OG0000179	Syak.g_01773	Praz.g_00381
OG0000180	Syak.g_01772	Praz.g_00382
OG0000181	Syak.g_01771	Praz.g_00383
OG0000182	Syak.g_01770	Praz.g_00384
OG0000183	Syak.g_01766	Praz.g_00388
OG0000184	Syak.g_01955	Praz.g_00412
OG0000185	Syak.g_01971	Praz.g_00415
OG0000186	Syak.g_02258	Praz.g_00424
OG0000187	Syak.g_02257	Praz.g_00425
OG0000188	Syak.g_02235	Praz.g_00442
OG0000189	Syak.g_02203	Praz.g_00456
OG0000190	Syak.g_01575	Praz.g_00457
OG0000191	Syak.g_02171	Praz.g_00477
OG0000192	Syak.g_02165	Praz.g_00481
OG0000193	Syak.g_02127	Praz.g_00506
OG0000194	Syak.g_02124	Praz.g_00509
OG0000195	Syak.g_02122	Praz.g_00511
OG0000196	Syak.g_02111	Praz.g_00521
OG0000197	Syak.g_02110	Praz.g_00522
OG0000198	Syak.g_02109	Praz.g_00523
OG0000199	Syak.g_02100	Praz.g_00530
OG0000200	Syak.g_02083	Praz.g_00544
OG0000201	Syak.g_02068	Praz.g_00552
OG0000202	Syak.g_02067	Praz.g_00553
OG0000203	Syak.g_02066	Praz.g_00554
OG0000204	Syak.g_02065	Praz.g_00555
OG0000205	Syak.g_02058	Praz.g_00562
OG0000206	Syak.g_02038	Praz.g_00567
OG0000207	Syak.g_02025	Praz.g_00569
OG0000208	Syak.g_02024	Praz.g_00570
OG0000209	Syak.g_01995	Praz.g_00579
OG0000210	Syak.g_01994	Praz.g_00580
OG0000211	Syak.g_02017	Praz.g_00593
OG0000212	Syak.g_02311	Praz.g_00600
OG0000213	Syak.g_01425	Praz.g_00617
OG0000214	Syak.g_01442	Praz.g_00626
OG0000215	Syak.g_01474	Praz.g_00650
OG0000216	Syak.g_01478	Praz.g_00651
OG0000217	Syak.g_01482	Praz.g_00654
OG0000218	Syak.g_01484	Praz.g_00656
OG0000219	Syak.g_01485	Praz.g_00657
OG0000220	Syak.g_01486	Praz.g_00658
OG0000221	Syak.g_01498	Praz.g_00659
OG0000222	Syak.g_01512	Praz.g_00667
OG0000223	Syak.g_01531	Praz.g_00680
OG0000224	Syak.g_01532	Praz.g_00682
OG0000225	Syak.g_01230	Praz.g_00348
OG0000226	Syak.g_01226	Praz.g_00352
OG0000227	Syak.g_01224	Praz.g_00354
OG0000228	Syak.g_01216	Praz.g_00819
OG0000229	Syak.g_01191	Praz.g_01892
OG0000230	Syak.g_01189	Praz.g_01890
OG0000231	Syak.g_01176	Praz.g_01879
OG0000232	Syak.g_01156	Praz.g_01870
OG0000233	Syak.g_01145	Praz.g_01865
OG0000234	Syak.g_01116	Praz.g_01852
OG0000235	Syak.g_02573	Praz.g_01849
OG0000236	Syak.g_02589	Praz.g_01835
OG0000237	Syak.g_02607	Praz.g_01822
OG0000238	Syak.g_02612	Praz.g_01816
OG0000239	Syak.g_02628	Praz.g_01803
OG0000240	Syak.g_02629	Praz.g_01802
OG0000241	Syak.g_00027	Praz.g_01798
OG0000242	Syak.g_02638	Praz.g_01796
OG0000243	Syak.g_02658	Praz.g_01785
OG0000244	Syak.g_02665	Praz.g_01782
OG0000245	Syak.g_02667	Praz.g_01780
OG0000246	Syak.g_02671	Praz.g_01776
OG0000247	Syak.g_02681	Praz.g_01766
OG0000248	Syak.g_02684	Praz.g_01764
OG0000249	Syak.g_02686	Praz.g_01762
OG0000250	Syak.g_02694	Praz.g_01757
OG0000251	Syak.g_02722	Praz.g_01739
OG0000252	Syak.g_02725	Praz.g_01736
OG0000253	Syak.g_02727	Praz.g_01735
OG0000254	Syak.g_02752	Praz.g_01719
OG0000255	Syak.g_02772	Praz.g_01713
OG0000256	Syak.g_00020	Praz.g_01703
OG0000257	Syak.g_00026	Praz.g_01700
OG0000258	Syak.g_00044	Praz.g_01687
OG0000259	Syak.g_00334	Praz.g_01670
OG0000260	Syak.g_00338	Praz.g_01667
OG0000261	Syak.g_00348	Praz.g_01665
OG0000262	Syak.g_00353	Praz.g_01661
OG0000263	Syak.g_00828	Praz.g_01649
OG0000264	Syak.g_00698	Praz.g_01639
OG0000265	Syak.g_00211	Praz.g_01607
OG0000266	Syak.g_00778	Praz.g_01597
OG0000267	Syak.g_00555	Praz.g_01586
OG0000268	Syak.g_00554	Praz.g_01585
OG0000269	Syak.g_00429	Praz.g_01517
OG0000270	Syak.g_00432	Praz.g_01514
OG0000271	Syak.g_00440	Praz.g_01506
OG0000272	Syak.g_00441	Praz.g_01505
OG0000274	Syak.g_00615	Praz.g_01481
OG0000275	Syak.g_00611	Praz.g_01478
OG0000276	Syak.g_00604	Praz.g_01473
OG0000277	Syak.g_00603	Praz.g_01472
OG0000278	Syak.g_00600	Praz.g_01469
OG0000279	Syak.g_00592	Praz.g_01462
OG0000280	Syak.g_00582	Praz.g_01461
OG0000281	Syak.g_00339	Praz.g_01456
OG0000282	Syak.g_00375	Praz.g_01406
OG0000283	Syak.g_00541	Praz.g_01373
OG0000284	Syak.g_00536	Praz.g_01368
OG0000285	Syak.g_00523	Praz.g_01363
OG0000286	Syak.g_00504	Praz.g_01351
OG0000287	Syak.g_00477	Praz.g_01334
OG0000288	Syak.g_00644	Praz.g_01304
OG0000289	Syak.g_00659	Praz.g_01292
OG0000290	Syak.g_00738	Praz.g_01279, Praz.g_00063
OG0000291	Syak.g_00737	Praz.g_00065
OG0000292	Syak.g_01802	Praz.g_00114
OG0000293	Syak.g_00910	Praz.g_00001
OG0000294	Syak.g_00909	Praz.g_00763
OG0000295	Syak.g_00863	Praz.g_00742
OG0000296	Syak.g_00861	Praz.g_00740
OG0000297	Syak.g_00848	Praz.g_00732
OG0000298	Syak.g_00847	Praz.g_00731
OG0000299	Syak.g_00820	Praz.g_00714
OG0000300	Syak.g_00813	Praz.g_00711
OG0000301	Syak.g_00812	Praz.g_00710
OG0000302	Syak.g_00811	Praz.g_00708
OG0000303	Syak.g_00674	Praz.g_00701
OG0000304	Syak.g_00680	Praz.g_00697
OG0000305	Syak.g_00732	Praz.g_01147
OG0000306	Syak.g_00094	Praz.g_01144
OG0000307	Syak.g_02556	Praz.g_01130
OG0000308	Syak.g_02554	Praz.g_01129
OG0000309	Syak.g_02549	Praz.g_01125
OG0000310	Syak.g_00994	Praz.g_01056
OG0000311	Syak.g_00999	Praz.g_01054
OG0000312	Syak.g_01028	Praz.g_01051
OG0000313	Syak.g_01046	Praz.g_01037
OG0000314	Syak.g_01079	Praz.g_01014
OG0000315	Syak.g_01090	Praz.g_01004
OG0000316	Syak.g_02462	Praz.g_00984
OG0000317	Syak.g_02419	Praz.g_00879
OG0000318	Syak.g_02415	Praz.g_00876
OG0000319	Syak.g_02399	Praz.g_00863
OG0000320	Syak.g_02397	Praz.g_00861
OG0000321	Syak.g_02396	Praz.g_00860
OG0000322	Syak.g_02395	Praz.g_00859
OG0000323	Syak.g_02380	Praz.g_00850
OG0000324	Syak.g_02347	Praz.g_00824
OG0000325	Syak.g_01391	Praz.g_00334
OG0000326	Syak.g_01384	Praz.g_00328
OG0000327	Syak.g_01350	Praz.g_00304
OG0000328	Syak.g_01349	Praz.g_00303
OG0000329	Syak.g_01331	Praz.g_00286
OG0000330	Syak.g_01330	Praz.g_00285
OG0000331	Syak.g_01329	Praz.g_00284
OG0000332	Syak.g_01314	Praz.g_00270
OG0000333	Syak.g_01311	Praz.g_00268
OG0000334	Syak.g_01302	Praz.g_00260
OG0000335	Syak.g_01298	Praz.g_00255
OG0000336	Syak.g_01294	Praz.g_00251
OG0000337	Syak.g_01555	Praz.g_00234
OG0000338	Syak.g_01558	Praz.g_00233
OG0000339	Syak.g_01566	Praz.g_00229
OG0000340	Syak.g_01626	Praz.g_00221
OG0000341	Syak.g_01628	Praz.g_00219
OG0000342	Syak.g_01629	Praz.g_00218
OG0000343	Syak.g_01631	Praz.g_00217
OG0000344	Syak.g_01635	Praz.g_00214
OG0000345	Syak.g_01645	Praz.g_00209
OG0000346	Syak.g_01651	Praz.g_00204
OG0000347	Syak.g_01694	Praz.g_00188
OG0000348	Syak.g_01717	Praz.g_00178
OG0000349	Syak.g_01740	Praz.g_00161
OG0000350	Syak.g_01377	Praz.g_00142
OG0000351	Syak.g_01823	Praz.g_00125
OG0000352	Syak.g_01822	Praz.g_00124
OG0000353	Syak.g_01796	Praz.g_00364
OG0000355	Syak.g_01793	Praz.g_00366
OG0000356	Syak.g_01792	Praz.g_00367
OG0000357	Syak.g_01791	Praz.g_00368
OG0000358	Syak.g_01787	Praz.g_00372
OG0000359	Syak.g_01785	Praz.g_00373
OG0000360	Syak.g_01784	Praz.g_00374
OG0000361	Syak.g_01783	Praz.g_00375
OG0000362	Syak.g_01781	Praz.g_00377
OG0000363	Syak.g_01779	Praz.g_00379
OG0000364	Syak.g_01778	Praz.g_00380
OG0000365	Syak.g_01769	Praz.g_00385
OG0000366	Syak.g_01768	Praz.g_00386
OG0000367	Syak.g_01767	Praz.g_00387
OG0000368	Syak.g_01765	Praz.g_00389
OG0000369	Syak.g_01764	Praz.g_00390
OG0000370	Syak.g_01763	Praz.g_00391
OG0000371	Syak.g_01753	Praz.g_00397
OG0000372	Syak.g_01748	Praz.g_00400
OG0000373	Syak.g_01747	Praz.g_00401
OG0000374	Syak.g_01746	Praz.g_00402
OG0000375	Syak.g_01744	Praz.g_00406
OG0000376	Syak.g_01742	Praz.g_00408
OG0000377	Syak.g_01948	Praz.g_00411
OG0000378	Syak.g_01968	Praz.g_00413
OG0000379	Syak.g_01972	Praz.g_00416
OG0000380	Syak.g_02256	Praz.g_00426
OG0000381	Syak.g_02254	Praz.g_00430
OG0000382	Syak.g_02236	Praz.g_00441
OG0000383	Syak.g_02229	Praz.g_00443
OG0000384	Syak.g_02228	Praz.g_00444
OG0000385	Syak.g_02227	Praz.g_00445
OG0000386	Syak.g_02226	Praz.g_00446
OG0000387	Syak.g_02200	Praz.g_00459
OG0000388	Syak.g_02196	Praz.g_00462
OG0000389	Syak.g_02345, Syak.g_02193	Praz.g_00466
OG0000390	Syak.g_02177	Praz.g_00473
OG0000391	Syak.g_02172	Praz.g_00476
OG0000392	Syak.g_02166	Praz.g_00480
OG0000393	Syak.g_02163	Praz.g_00482
OG0000394	Syak.g_02162	Praz.g_00483
OG0000395	Syak.g_02161	Praz.g_00484
OG0000396	Syak.g_02158	Praz.g_00487
OG0000397	Syak.g_02156	Praz.g_00489
OG0000398	Syak.g_02151	Praz.g_00491
OG0000399	Syak.g_02150	Praz.g_00492
OG0000400	Syak.g_02149	Praz.g_00493
OG0000401	Syak.g_02148	Praz.g_00494
OG0000402	Syak.g_02146	Praz.g_00496
OG0000403	Syak.g_02145	Praz.g_00497
OG0000404	Syak.g_02143	Praz.g_00498
OG0000405	Syak.g_02131	Praz.g_00502
OG0000406	Syak.g_02126	Praz.g_00507
OG0000407	Syak.g_02125	Praz.g_00508
OG0000408	Syak.g_02123	Praz.g_00510
OG0000409	Syak.g_02121	Praz.g_00512
OG0000410	Syak.g_02120	Praz.g_00513
OG0000411	Syak.g_02119	Praz.g_00514
OG0000412	Syak.g_02118	Praz.g_00515
OG0000413	Syak.g_02116	Praz.g_00516
OG0000415	Syak.g_02114	Praz.g_00518
OG0000416	Syak.g_02113	Praz.g_00519
OG0000417	Syak.g_02112	Praz.g_00520
OG0000418	Syak.g_02107	Praz.g_00525
OG0000419	Syak.g_02105	Praz.g_00527
OG0000420	Syak.g_02103	Praz.g_00528
OG0000421	Syak.g_02097	Praz.g_00533
OG0000422	Syak.g_02096	Praz.g_00534
OG0000423	Syak.g_02095	Praz.g_00535
OG0000424	Syak.g_02094	Praz.g_00536
OG0000425	Syak.g_02093	Praz.g_00537
OG0000426	Syak.g_02092	Praz.g_00538
OG0000427	Syak.g_02091	Praz.g_00539
OG0000428	Syak.g_02088	Praz.g_00541
OG0000429	Syak.g_02086	Praz.g_00542
OG0000430	Syak.g_02084	Praz.g_00543
OG0000431	Syak.g_02081	Praz.g_00545
OG0000432	Syak.g_02075	Praz.g_00548
OG0000433	Syak.g_02073	Praz.g_00549
OG0000434	Syak.g_02072	Praz.g_00550
OG0000435	Syak.g_02071	Praz.g_00551
OG0000436	Syak.g_02064	Praz.g_00556
OG0000437	Syak.g_02063	Praz.g_00557
OG0000438	Syak.g_02062	Praz.g_00558
OG0000439	Syak.g_02060	Praz.g_00560
OG0000440	Syak.g_02059	Praz.g_00561
OG0000441	Syak.g_02053	Praz.g_00564
OG0000442	Syak.g_02043	Praz.g_00565
OG0000443	Syak.g_02041	Praz.g_00566
OG0000444	Syak.g_02022	Praz.g_00571
OG0000445	Syak.g_02015	Praz.g_00572
OG0000446	Syak.g_02013	Praz.g_00573
OG0000447	Syak.g_02006	Praz.g_00574
OG0000448	Syak.g_02005	Praz.g_00575
OG0000449	Syak.g_02004	Praz.g_00576
OG0000450	Syak.g_01998	Praz.g_00577
OG0000451	Syak.g_01997	Praz.g_00578
OG0000452	Syak.g_01993	Praz.g_00581
OG0000453	Syak.g_01992	Praz.g_00582
OG0000454	Syak.g_01991	Praz.g_00583
OG0000455	Syak.g_01990	Praz.g_00584
OG0000456	Syak.g_01989	Praz.g_00585
OG0000457	Syak.g_01987	Praz.g_00586
OG0000458	Syak.g_01986	Praz.g_00587
OG0000459	Syak.g_01985	Praz.g_00588
OG0000460	Syak.g_02303	Praz.g_00595
OG0000461	Syak.g_01402	Praz.g_00602
OG0000462	Syak.g_01405	Praz.g_00604
OG0000463	Syak.g_01406	Praz.g_00605
OG0000464	Syak.g_01407	Praz.g_00606
OG0000465	Syak.g_01409	Praz.g_00607
OG0000466	Syak.g_01414	Praz.g_00610
OG0000467	Syak.g_01416	Praz.g_00611
OG0000468	Syak.g_01421	Praz.g_00613
OG0000469	Syak.g_01436	Praz.g_00621
OG0000470	Syak.g_01438	Praz.g_00623
OG0000471	Syak.g_01439	Praz.g_00624
OG0000472	Syak.g_01441	Praz.g_00625
OG0000473	Syak.g_01443	Praz.g_00627
OG0000474	Syak.g_01444	Praz.g_00628
OG0000475	Syak.g_01445	Praz.g_00629
OG0000476	Syak.g_01447	Praz.g_00630
OG0000477	Syak.g_01453	Praz.g_00633
OG0000478	Syak.g_01454	Praz.g_00634
OG0000479	Syak.g_01455	Praz.g_00635
OG0000480	Syak.g_01462	Praz.g_00640
OG0000481	Syak.g_01464	Praz.g_00642
OG0000482	Syak.g_01465	Praz.g_00643
OG0000483	Syak.g_01469	Praz.g_00646
OG0000484	Syak.g_01470	Praz.g_00647
OG0000485	Syak.g_01472	Praz.g_00648
OG0000486	Syak.g_01473	Praz.g_00649
OG0000487	Syak.g_01479	Praz.g_00652
OG0000488	Syak.g_01483	Praz.g_00655
OG0000489	Syak.g_01499	Praz.g_00660
OG0000490	Syak.g_01507	Praz.g_00665
OG0000491	Syak.g_01511	Praz.g_00666
OG0000492	Syak.g_01513	Praz.g_00668
OG0000493	Syak.g_01514	Praz.g_00669
OG0000494	Syak.g_01515	Praz.g_00670
OG0000495	Syak.g_01516	Praz.g_00671
OG0000496	Syak.g_01517	Praz.g_00672
OG0000497	Syak.g_01518	Praz.g_00673
OG0000498	Syak.g_01519	Praz.g_00674
OG0000499	Syak.g_01520	Praz.g_00675
OG0000500	Syak.g_01521	Praz.g_00676
OG0000501	Syak.g_01524	Praz.g_00678
OG0000502	Syak.g_01538	Praz.g_00681
OG0000503	Syak.g_01246	Praz.g_01931
OG0000504	Syak.g_01244	Praz.g_01932
OG0000505	Syak.g_01243	Praz.g_01933
OG0000506	Syak.g_01241	Praz.g_01935
OG0000507	Syak.g_01235	Praz.g_00343
OG0000508	Syak.g_01231	Praz.g_00347
OG0000509	Syak.g_01229	Praz.g_00349
OG0000510	Syak.g_01228	Praz.g_00350
OG0000511	Syak.g_01227	Praz.g_00351
OG0000512	Syak.g_01225	Praz.g_00353
OG0000513	Syak.g_01211	Praz.g_00816
OG0000514	Syak.g_01204	Praz.g_01897
OG0000515	Syak.g_01203	Praz.g_01896
OG0000516	Syak.g_01199	Praz.g_01895
OG0000517	Syak.g_01192	Praz.g_01893
OG0000518	Syak.g_01180	Praz.g_01882
OG0000519	Syak.g_01179	Praz.g_01881
OG0000520	Syak.g_01178	Praz.g_01880
OG0000521	Syak.g_01167	Praz.g_01875
OG0000522	Syak.g_01163	Praz.g_01873
OG0000523	Syak.g_01162	Praz.g_01872
OG0000524	Syak.g_01149	Praz.g_01867
OG0000525	Syak.g_01130	Praz.g_01864
OG0000526	Syak.g_01127	Praz.g_01863
OG0000527	Syak.g_01120	Praz.g_01855
OG0000528	Syak.g_02570	Praz.g_01850
OG0000529	Syak.g_02575	Praz.g_01847
OG0000530	Syak.g_02578	Praz.g_01844
OG0000531	Syak.g_02579	Praz.g_01843
OG0000532	Syak.g_02582	Praz.g_01841
OG0000533	Syak.g_02584	Praz.g_01840
OG0000534	Syak.g_02585	Praz.g_01839
OG0000535	Syak.g_02586	Praz.g_01838
OG0000536	Syak.g_02587	Praz.g_01837
OG0000537	Syak.g_02588	Praz.g_01836
OG0000538	Syak.g_02600	Praz.g_01828
OG0000539	Syak.g_02601	Praz.g_01827
OG0000540	Syak.g_02602	Praz.g_01826
OG0000541	Syak.g_02603	Praz.g_01825
OG0000542	Syak.g_02606	Praz.g_01823
OG0000543	Syak.g_02608	Praz.g_01821
OG0000544	Syak.g_02609	Praz.g_01820
OG0000545	Syak.g_02611	Praz.g_01818
OG0000546	Syak.g_02613	Praz.g_01815
OG0000547	Syak.g_02615	Praz.g_01813
OG0000548	Syak.g_02616	Praz.g_01812
OG0000549	Syak.g_02622	Praz.g_01810
OG0000550	Syak.g_02626	Praz.g_01805
OG0000551	Syak.g_02631	Praz.g_01801
OG0000552	Syak.g_02632	Praz.g_01800
OG0000553	Syak.g_02636	Praz.g_01799
OG0000554	Syak.g_02641	Praz.g_01794
OG0000555	Syak.g_02657	Praz.g_01786
OG0000556	Syak.g_02661	Praz.g_01784
OG0000557	Syak.g_02663	Praz.g_01783
OG0000558	Syak.g_02666	Praz.g_01781
OG0000559	Syak.g_02670	Praz.g_01777
OG0000560	Syak.g_02672	Praz.g_01774
OG0000561	Syak.g_02673	Praz.g_01773
OG0000562	Syak.g_02674	Praz.g_01772
OG0000563	Syak.g_02675	Praz.g_01771
OG0000564	Syak.g_02676	Praz.g_01770
OG0000565	Syak.g_02679	Praz.g_01767
OG0000566	Syak.g_02683	Praz.g_01765
OG0000567	Syak.g_02687	Praz.g_01761
OG0000568	Syak.g_02690	Praz.g_01760
OG0000569	Syak.g_02691	Praz.g_01759
OG0000570	Syak.g_02692	Praz.g_01758
OG0000571	Syak.g_02696	Praz.g_01756
OG0000572	Syak.g_02713	Praz.g_01743
OG0000573	Syak.g_02723	Praz.g_01738
OG0000574	Syak.g_02724	Praz.g_01737
OG0000575	Syak.g_02729	Praz.g_01733
OG0000576	Syak.g_02731	Praz.g_01731
OG0000577	Syak.g_02732	Praz.g_01730
OG0000578	Syak.g_02733	Praz.g_01729
OG0000579	Syak.g_02734	Praz.g_01728
OG0000580	Syak.g_02735	Praz.g_01727
OG0000581	Syak.g_02742	Praz.g_01725
OG0000582	Syak.g_02748	Praz.g_01722
OG0000583	Syak.g_02749	Praz.g_01721
OG0000584	Syak.g_02750	Praz.g_01720
OG0000585	Syak.g_02753	Praz.g_01718
OG0000586	Syak.g_02754	Praz.g_01717
OG0000587	Syak.g_02756	Praz.g_01716
OG0000588	Syak.g_00004	Praz.g_01712
OG0000589	Syak.g_00008	Praz.g_01709
OG0000590	Syak.g_00009	Praz.g_01708
OG0000591	Syak.g_00017	Praz.g_01705
OG0000592	Syak.g_00018	Praz.g_01704
