Orthogroup	Syak	Syal
OG0000154	Syak.g_00645	Syal.g_01918
OG0000155	Syak.g_00855	Syal.g_01695
OG0000156	Syak.g_00919	Syal.g_01620
OG0000157	Syak.g_00920	Syal.g_01619
OG0000158	Syak.g_01624	Syal.g_01431
OG0000159	Syak.g_01580	Syal.g_01400
OG0000160	Syak.g_01043	Syal.g_00372
OG0000161	Syak.g_01050	Syal.g_00384
OG0000162	Syak.g_01058	Syal.g_00396
OG0000163	Syak.g_02478	Syal.g_02971
OG0000164	Syak.g_02384	Syal.g_00623
OG0000165	Syak.g_02374	Syal.g_00632
OG0000166	Syak.g_01345	Syal.g_00236
OG0000167	Syak.g_01561	Syal.g_01347
OG0000168	Syak.g_01625	Syal.g_01433
OG0000169	Syak.g_01637	Syal.g_01447
OG0000170	Syak.g_01644	Syal.g_01454
OG0000171	Syak.g_01691	Syal.g_01518
OG0000172	Syak.g_01713	Syal.g_00174, Syal.g_00173
OG0000173	Syak.g_01733	Syal.g_00155
OG0000174	Syak.g_01895	Syal.g_01121
OG0000175	Syak.g_01827	Syal.g_01172
OG0000176	Syak.g_01790	Syal.g_00101
OG0000177	Syak.g_01789	Syal.g_00102
OG0000178	Syak.g_01788	Syal.g_00103
OG0000179	Syak.g_01773	Syal.g_00118
OG0000180	Syak.g_01772	Syal.g_00119
OG0000181	Syak.g_01771	Syal.g_00120
OG0000182	Syak.g_01770	Syal.g_00121
OG0000183	Syak.g_01766	Syal.g_00125
OG0000184	Syak.g_01955	Syal.g_01050
OG0000185	Syak.g_01971	Syal.g_01025
OG0000186	Syak.g_02258	Syal.g_02684, Syal.g_00747
OG0000187	Syak.g_02257	Syal.g_02685, Syal.g_00748
OG0000188	Syak.g_02235	Syal.g_00771
OG0000189	Syak.g_02203	Syal.g_00807
OG0000190	Syak.g_01575	Syal.g_01364
OG0000191	Syak.g_02171	Syal.g_00841
OG0000192	Syak.g_02165	Syal.g_00847
OG0000193	Syak.g_02127	Syal.g_00887
OG0000194	Syak.g_02124	Syal.g_00890
OG0000195	Syak.g_02122	Syal.g_00892
OG0000196	Syak.g_02111	Syal.g_00903
OG0000197	Syak.g_02110	Syal.g_00904
OG0000198	Syak.g_02109	Syal.g_00905
OG0000199	Syak.g_02100	Syal.g_00913
OG0000200	Syak.g_02083	Syal.g_00932
OG0000201	Syak.g_02068	Syal.g_00949
OG0000202	Syak.g_02067	Syal.g_00950
OG0000203	Syak.g_02066	Syal.g_00951
OG0000204	Syak.g_02065	Syal.g_00952
OG0000205	Syak.g_02058	Syal.g_00959
OG0000206	Syak.g_02038	Syal.g_00971
OG0000207	Syak.g_02025	Syal.g_00974
OG0000208	Syak.g_02024	Syal.g_00975
OG0000209	Syak.g_01995	Syal.g_01000
OG0000210	Syak.g_01994	Syal.g_01001
OG0000211	Syak.g_02300	Syal.g_00688
OG0000212	Syak.g_02311	Syal.g_00679
OG0000213	Syak.g_01425	Syal.g_01229
OG0000214	Syak.g_01442	Syal.g_01246
OG0000215	Syak.g_01474	Syal.g_01277
OG0000216	Syak.g_01478	Syal.g_01281
OG0000217	Syak.g_01482	Syal.g_01285
OG0000218	Syak.g_01484	Syal.g_01287
OG0000219	Syak.g_01485	Syal.g_01288
OG0000220	Syak.g_01486	Syal.g_01289
OG0000221	Syak.g_01498	Syal.g_01297
OG0000222	Syak.g_01512	Syal.g_01309
OG0000223	Syak.g_01531	Syal.g_01327
OG0000224	Syak.g_01532	Syal.g_01329
OG0000225	Syak.g_01230	Syal.g_00363
OG0000226	Syak.g_01226	Syal.g_00367
OG0000227	Syak.g_01224	Syal.g_00369
OG0000228	Syak.g_01216	Syal.g_00556
OG0000229	Syak.g_01191	Syal.g_00525
OG0000230	Syak.g_01189	Syal.g_00523
OG0000231	Syak.g_01176	Syal.g_00510
OG0000232	Syak.g_01156	Syal.g_00495
OG0000233	Syak.g_01145	Syal.g_00487
OG0000234	Syak.g_01116	Syal.g_00461
OG0000235	Syak.g_02573	Syal.g_02896
OG0000236	Syak.g_02589	Syal.g_02912
OG0000237	Syak.g_02607	Syal.g_02930
OG0000238	Syak.g_02612	Syal.g_02935
OG0000239	Syak.g_02628	Syal.g_02951
OG0000240	Syak.g_02629	Syal.g_02952
OG0000241	Syak.g_00027	Syal.g_02696
OG0000242	Syak.g_02638	Syal.g_02840
OG0000243	Syak.g_02658	Syal.g_02822
OG0000244	Syak.g_02665	Syal.g_02815
OG0000245	Syak.g_02667	Syal.g_02813
OG0000246	Syak.g_02671	Syal.g_02809
OG0000247	Syak.g_02681	Syal.g_02797
OG0000248	Syak.g_02684	Syal.g_02794
OG0000249	Syak.g_02686	Syal.g_02792
OG0000250	Syak.g_02694	Syal.g_02786
OG0000251	Syak.g_02722	Syal.g_02760
OG0000252	Syak.g_02725	Syal.g_02757
OG0000253	Syak.g_02727	Syal.g_02755
OG0000254	Syak.g_02752	Syal.g_02732
OG0000255	Syak.g_02772	Syal.g_02719
OG0000256	Syak.g_00020	Syal.g_02705
OG0000257	Syak.g_00026	Syal.g_02697
OG0000258	Syak.g_00044	Syal.g_02623
OG0000259	Syak.g_00334	Syal.g_02182
OG0000260	Syak.g_00338	Syal.g_02188
OG0000261	Syak.g_00348	Syal.g_02199
OG0000262	Syak.g_00353	Syal.g_02204
OG0000263	Syak.g_00828	Syal.g_01720
OG0000264	Syak.g_00698	Syal.g_01788
OG0000265	Syak.g_00211	Syal.g_02534
OG0000266	Syak.g_00778	Syal.g_02421
OG0000267	Syak.g_00555	Syal.g_02043
OG0000268	Syak.g_00554	Syal.g_02042
OG0000269	Syak.g_00429	Syal.g_02409
OG0000270	Syak.g_00432	Syal.g_02412
OG0000271	Syak.g_00440	Syal.g_01871
OG0000272	Syak.g_00441	Syal.g_01872
OG0000273	Syak.g_00616	Syal.g_02454
OG0000274	Syak.g_00615	Syal.g_02455
OG0000275	Syak.g_00611	Syal.g_02458
OG0000276	Syak.g_00604	Syal.g_02467
OG0000277	Syak.g_00603	Syal.g_02468
OG0000278	Syak.g_00600	Syal.g_02471
OG0000279	Syak.g_00592	Syal.g_02479
OG0000280	Syak.g_00582	Syal.g_02493
OG0000281	Syak.g_00339	Syal.g_02190
OG0000282	Syak.g_00375	Syal.g_02284
OG0000283	Syak.g_00541	Syal.g_02131, Syal.g_02028
OG0000284	Syak.g_00536	Syal.g_02023
OG0000285	Syak.g_00523	Syal.g_02012
OG0000286	Syak.g_00504	Syal.g_01992
OG0000287	Syak.g_00477	Syal.g_01965
OG0000288	Syak.g_00644	Syal.g_01919
OG0000289	Syak.g_00659	Syal.g_01904
OG0000290	Syak.g_00738	Syal.g_01826
OG0000291	Syak.g_00737	Syal.g_01824
OG0000292	Syak.g_01802	Syal.g_00089
OG0000293	Syak.g_00910	Syal.g_01631
OG0000294	Syak.g_00909	Syal.g_01632
OG0000295	Syak.g_00863	Syal.g_01687
OG0000296	Syak.g_00861	Syal.g_01689
OG0000297	Syak.g_00848	Syal.g_01702
OG0000298	Syak.g_00847	Syal.g_01703
OG0000299	Syak.g_00820	Syal.g_01732
OG0000300	Syak.g_00813	Syal.g_01738
OG0000301	Syak.g_00812	Syal.g_01739
OG0000302	Syak.g_00811	Syal.g_01740
OG0000303	Syak.g_00674	Syal.g_01763
OG0000304	Syak.g_00680	Syal.g_01756
OG0000305	Syak.g_00732	Syal.g_01821
OG0000306	Syak.g_00094	Syal.g_02579
OG0000307	Syak.g_02556	Syal.g_02880
OG0000308	Syak.g_02554	Syal.g_02878
OG0000309	Syak.g_02549	Syal.g_02873
OG0000310	Syak.g_00994	Syal.g_01537
OG0000311	Syak.g_00999	Syal.g_00061
OG0000312	Syak.g_01028	Syal.g_00031
OG0000313	Syak.g_01046	Syal.g_00381
OG0000314	Syak.g_01079	Syal.g_00416
OG0000315	Syak.g_01090	Syal.g_00426
OG0000316	Syak.g_02462	Syal.g_02987
OG0000317	Syak.g_02419	Syal.g_00583
OG0000318	Syak.g_02415	Syal.g_00588
OG0000319	Syak.g_02399	Syal.g_00608
OG0000320	Syak.g_02397	Syal.g_00610
OG0000321	Syak.g_02396	Syal.g_00611
OG0000322	Syak.g_02395	Syal.g_00612
OG0000323	Syak.g_02380	Syal.g_00626
OG0000324	Syak.g_02347	Syal.g_00656
OG0000325	Syak.g_01391	Syal.g_00195
OG0000326	Syak.g_01384	Syal.g_00202
OG0000327	Syak.g_01350	Syal.g_00230
OG0000328	Syak.g_01349	Syal.g_00231
OG0000329	Syak.g_01331	Syal.g_00249
OG0000330	Syak.g_01330	Syal.g_00250
OG0000331	Syak.g_01329	Syal.g_00251
OG0000332	Syak.g_01314	Syal.g_00266
OG0000333	Syak.g_01311	Syal.g_00269
OG0000334	Syak.g_01302	Syal.g_00279
OG0000335	Syak.g_01298	Syal.g_00284
OG0000336	Syak.g_01294	Syal.g_00288
OG0000337	Syak.g_01555	Syal.g_01343
OG0000338	Syak.g_01558	Syal.g_01345
OG0000339	Syak.g_01566	Syal.g_01351
OG0000340	Syak.g_01626	Syal.g_01434
OG0000341	Syak.g_01628	Syal.g_01436
OG0000342	Syak.g_01629	Syal.g_01437
OG0000343	Syak.g_01631	Syal.g_01441
OG0000344	Syak.g_01635	Syal.g_01445
OG0000345	Syak.g_01645	Syal.g_01455
OG0000346	Syak.g_01651	Syal.g_01460
OG0000347	Syak.g_01694	Syal.g_01525
OG0000348	Syak.g_01717	Syal.g_00170
OG0000349	Syak.g_01740	Syal.g_00148
OG0000350	Syak.g_01377	Syal.g_00209
OG0000351	Syak.g_01823	Syal.g_01175
OG0000352	Syak.g_01822	Syal.g_01176
OG0000353	Syak.g_01796	Syal.g_00095
OG0000354	Syak.g_02618	Syal.g_02941
OG0000354	Syak.g_01775	Syal.g_00116
OG0000355	Syak.g_01793	Syal.g_00098
OG0000356	Syak.g_01792	Syal.g_00099
OG0000357	Syak.g_01791	Syal.g_00100
OG0000358	Syak.g_01787	Syal.g_00104
OG0000359	Syak.g_01785	Syal.g_00106
OG0000360	Syak.g_01784	Syal.g_00107
OG0000361	Syak.g_01783	Syal.g_00108
OG0000362	Syak.g_01781	Syal.g_00110
OG0000363	Syak.g_01779	Syal.g_00112
OG0000364	Syak.g_01778	Syal.g_00113
OG0000365	Syak.g_01769	Syal.g_00122
OG0000366	Syak.g_01768	Syal.g_00123
OG0000367	Syak.g_01767	Syal.g_00124
OG0000368	Syak.g_01765	Syal.g_00126
OG0000369	Syak.g_01764	Syal.g_00127
OG0000370	Syak.g_01763	Syal.g_00128
OG0000371	Syak.g_01753	Syal.g_00135
OG0000372	Syak.g_01748	Syal.g_00141
OG0000373	Syak.g_01747	Syal.g_00142
OG0000374	Syak.g_01746	Syal.g_00143
OG0000375	Syak.g_01744	Syal.g_00144
OG0000376	Syak.g_01742	Syal.g_00146
OG0000377	Syak.g_01948	Syal.g_01061
OG0000378	Syak.g_01968	Syal.g_01027
OG0000379	Syak.g_01972	Syal.g_01024
OG0000380	Syak.g_02256	Syal.g_00749
OG0000381	Syak.g_02254	Syal.g_00752
OG0000382	Syak.g_02236	Syal.g_00770
OG0000383	Syak.g_02229	Syal.g_00775
OG0000384	Syak.g_02228	Syal.g_00776
OG0000385	Syak.g_02227	Syal.g_00777
OG0000386	Syak.g_02226	Syal.g_00778
OG0000387	Syak.g_02200	Syal.g_00811
OG0000388	Syak.g_02196	Syal.g_00815
OG0000389	Syak.g_02193	Syal.g_00819
OG0000390	Syak.g_02177	Syal.g_00835
OG0000391	Syak.g_02172	Syal.g_00840
OG0000392	Syak.g_02166	Syal.g_00846
OG0000393	Syak.g_02163	Syal.g_00849
OG0000394	Syak.g_02162	Syal.g_00850
OG0000395	Syak.g_02161	Syal.g_00851
OG0000396	Syak.g_02158	Syal.g_00854
OG0000397	Syak.g_02156	Syal.g_00857
OG0000398	Syak.g_02151	Syal.g_00862
OG0000399	Syak.g_02150	Syal.g_00863
OG0000400	Syak.g_02149	Syal.g_00864
OG0000401	Syak.g_02148	Syal.g_00865
OG0000402	Syak.g_02146	Syal.g_00867
OG0000403	Syak.g_02145	Syal.g_00868
OG0000404	Syak.g_02143	Syal.g_00870
OG0000405	Syak.g_02131	Syal.g_00883
OG0000406	Syak.g_02126	Syal.g_00888
OG0000407	Syak.g_02125	Syal.g_00889
OG0000408	Syak.g_02123	Syal.g_00891
OG0000409	Syak.g_02121	Syal.g_00893
OG0000410	Syak.g_02120	Syal.g_00894
OG0000411	Syak.g_02119	Syal.g_00895
OG0000412	Syak.g_02118	Syal.g_00896
OG0000413	Syak.g_02116	Syal.g_00898
OG0000415	Syak.g_02114	Syal.g_00900
OG0000416	Syak.g_02113	Syal.g_00901
OG0000417	Syak.g_02112	Syal.g_00902
OG0000418	Syak.g_02107	Syal.g_00907
OG0000419	Syak.g_02105	Syal.g_00909
OG0000420	Syak.g_02103	Syal.g_00911
OG0000421	Syak.g_02097	Syal.g_00916
OG0000422	Syak.g_02096	Syal.g_00917
OG0000423	Syak.g_02095	Syal.g_00918
OG0000424	Syak.g_02094	Syal.g_00919
OG0000425	Syak.g_02093	Syal.g_00920
OG0000426	Syak.g_02092	Syal.g_00921
OG0000427	Syak.g_02091	Syal.g_00922
OG0000428	Syak.g_02088	Syal.g_00925
OG0000429	Syak.g_02086	Syal.g_00929
OG0000430	Syak.g_02084	Syal.g_00931
OG0000431	Syak.g_02081	Syal.g_00934
OG0000432	Syak.g_02075	Syal.g_00940
OG0000433	Syak.g_02073	Syal.g_00943
OG0000434	Syak.g_02072	Syal.g_00944
OG0000435	Syak.g_02071	Syal.g_00946
OG0000436	Syak.g_02064	Syal.g_00953
OG0000437	Syak.g_02063	Syal.g_00954
OG0000438	Syak.g_02062	Syal.g_00955
OG0000439	Syak.g_02060	Syal.g_00957
OG0000440	Syak.g_02059	Syal.g_00958
OG0000441	Syak.g_02053	Syal.g_00962
OG0000442	Syak.g_02043	Syal.g_00964
OG0000443	Syak.g_02041	Syal.g_00966
OG0000444	Syak.g_02022	Syal.g_00978
OG0000445	Syak.g_02015	Syal.g_00979
OG0000446	Syak.g_02013	Syal.g_00981
OG0000447	Syak.g_02006	Syal.g_00989
OG0000448	Syak.g_02005	Syal.g_00990
OG0000449	Syak.g_02004	Syal.g_00991
OG0000450	Syak.g_01998	Syal.g_00997
OG0000451	Syak.g_01997	Syal.g_00998
OG0000452	Syak.g_01993	Syal.g_01002
OG0000453	Syak.g_01992	Syal.g_01003
OG0000454	Syak.g_01991	Syal.g_01004
OG0000455	Syak.g_01990	Syal.g_01005
OG0000456	Syak.g_01989	Syal.g_01006
OG0000457	Syak.g_01987	Syal.g_01008
OG0000458	Syak.g_01986	Syal.g_01009
OG0000459	Syak.g_01985	Syal.g_01010
OG0000460	Syak.g_02303	Syal.g_00686
OG0000461	Syak.g_01402	Syal.g_01199
OG0000462	Syak.g_01405	Syal.g_01202
OG0000463	Syak.g_01406	Syal.g_01203
OG0000464	Syak.g_01407	Syal.g_01204
OG0000465	Syak.g_01409	Syal.g_01205
OG0000466	Syak.g_01414	Syal.g_01210
OG0000467	Syak.g_01416	Syal.g_01212
OG0000468	Syak.g_01421	Syal.g_01225
OG0000469	Syak.g_01436	Syal.g_01240
OG0000470	Syak.g_01438	Syal.g_01242
OG0000471	Syak.g_01439	Syal.g_01243
OG0000472	Syak.g_01441	Syal.g_01245
OG0000473	Syak.g_01443	Syal.g_01247
OG0000474	Syak.g_01444	Syal.g_01248
OG0000475	Syak.g_01445	Syal.g_01249
OG0000476	Syak.g_01447	Syal.g_01251
OG0000477	Syak.g_01453	Syal.g_01257
OG0000478	Syak.g_01454	Syal.g_01258
OG0000479	Syak.g_01455	Syal.g_01259
OG0000480	Syak.g_01462	Syal.g_01266
OG0000481	Syak.g_01464	Syal.g_01268
OG0000482	Syak.g_01465	Syal.g_01269
OG0000483	Syak.g_01469	Syal.g_01273
OG0000484	Syak.g_01470	Syal.g_01274
OG0000485	Syak.g_01472	Syal.g_01275
OG0000486	Syak.g_01473	Syal.g_01276
OG0000487	Syak.g_01479	Syal.g_01282
OG0000488	Syak.g_01483	Syal.g_01286
OG0000489	Syak.g_01499	Syal.g_01298
OG0000490	Syak.g_01507	Syal.g_01307
OG0000491	Syak.g_01511	Syal.g_01308
OG0000492	Syak.g_01513	Syal.g_01310
OG0000493	Syak.g_01514	Syal.g_01311
OG0000494	Syak.g_01515	Syal.g_01312
OG0000495	Syak.g_01516	Syal.g_01313
OG0000496	Syak.g_01517	Syal.g_01314
OG0000497	Syak.g_01518	Syal.g_01315
OG0000498	Syak.g_01519	Syal.g_01316
OG0000499	Syak.g_01520	Syal.g_01317
OG0000500	Syak.g_01521	Syal.g_01318
OG0000501	Syak.g_01524	Syal.g_01321
OG0000502	Syak.g_01538	Syal.g_01328
OG0000503	Syak.g_01246	Syal.g_00347
OG0000504	Syak.g_01244	Syal.g_00349
OG0000505	Syak.g_01243	Syal.g_00350
OG0000506	Syak.g_01241	Syal.g_00352
OG0000507	Syak.g_01235	Syal.g_00358
OG0000508	Syak.g_01231	Syal.g_00362
OG0000509	Syak.g_01229	Syal.g_00364
OG0000510	Syak.g_01228	Syal.g_00365
OG0000511	Syak.g_01227	Syal.g_00366
OG0000512	Syak.g_01225	Syal.g_00368
OG0000513	Syak.g_01211	Syal.g_00551
OG0000514	Syak.g_01204	Syal.g_00539
OG0000515	Syak.g_01203	Syal.g_00538
OG0000516	Syak.g_01199	Syal.g_00534
OG0000517	Syak.g_01192	Syal.g_00526
OG0000518	Syak.g_01180	Syal.g_00514
OG0000519	Syak.g_01179	Syal.g_00513
OG0000520	Syak.g_01178	Syal.g_00512
OG0000521	Syak.g_01167	Syal.g_00502
OG0000522	Syak.g_01163	Syal.g_00500
OG0000523	Syak.g_01162	Syal.g_00499
OG0000524	Syak.g_01149	Syal.g_00491
OG0000525	Syak.g_01130	Syal.g_00473
OG0000526	Syak.g_01127	Syal.g_00471
OG0000527	Syak.g_01120	Syal.g_00465
OG0000528	Syak.g_02570	Syal.g_02893
OG0000529	Syak.g_02575	Syal.g_02898
OG0000530	Syak.g_02578	Syal.g_02901
OG0000531	Syak.g_02579	Syal.g_02902
OG0000532	Syak.g_02582	Syal.g_02905
OG0000533	Syak.g_02584	Syal.g_02907
OG0000534	Syak.g_02585	Syal.g_02908
OG0000535	Syak.g_02586	Syal.g_02909
OG0000536	Syak.g_02587	Syal.g_02910
OG0000537	Syak.g_02588	Syal.g_02911
OG0000538	Syak.g_02600	Syal.g_02923
OG0000539	Syak.g_02601	Syal.g_02924
OG0000540	Syak.g_02602	Syal.g_02925
OG0000541	Syak.g_02603	Syal.g_02926
OG0000542	Syak.g_02606	Syal.g_02929
OG0000543	Syak.g_02608	Syal.g_02931
OG0000544	Syak.g_02609	Syal.g_02932
OG0000545	Syak.g_02611	Syal.g_02934
OG0000546	Syak.g_02613	Syal.g_02936
OG0000547	Syak.g_02615	Syal.g_02938
OG0000548	Syak.g_02616	Syal.g_02939
OG0000549	Syak.g_02622	Syal.g_02945
OG0000550	Syak.g_02626	Syal.g_02949
OG0000551	Syak.g_02631	Syal.g_02953
OG0000552	Syak.g_02632	Syal.g_02954
OG0000553	Syak.g_02636	Syal.g_02843
OG0000554	Syak.g_02641	Syal.g_02837
OG0000555	Syak.g_02657	Syal.g_02823
OG0000556	Syak.g_02661	Syal.g_02819
OG0000557	Syak.g_02663	Syal.g_02816
OG0000558	Syak.g_02666	Syal.g_02814
OG0000559	Syak.g_02670	Syal.g_02810
OG0000560	Syak.g_02672	Syal.g_02807
OG0000561	Syak.g_02673	Syal.g_02806
OG0000562	Syak.g_02674	Syal.g_02805
OG0000563	Syak.g_02675	Syal.g_02804
OG0000564	Syak.g_02676	Syal.g_02803
