Orthogroup	Syak	Syaq
OG0000030	Syak.g_01685	Syaq.g_01048
OG0000031	Syak.g_01630	Syaq.g_01009
OG0000032	Syak.g_01092	Syaq.g_00421
OG0000033	Syak.g_02101	Syaq.g_01399
OG0000034	Syak.g_00950, Syak.g_02133	Syaq.g_00312, Syaq.g_01431
OG0000035	Syak.g_01040	Syaq.g_00371
OG0000035	Syak.g_01041	Syaq.g_00372
OG0000037	Syak.g_02188	Syaq.g_01483
OG0000038	Syak.g_01938	Syaq.g_01260
OG0000038	Syak.g_01936	Syaq.g_01258
OG0000039	Syak.g_01918	Syaq.g_01241
OG0000042	Syak.g_00843, Syak.g_01681	Syaq.g_00200, Syaq.g_01044
OG0000044	Syak.g_00767	Syaq.g_02701
OG0000045	Syak.g_00228	Syaq.g_02047
OG0000046	Syak.g_01276	Syaq.g_00570, Syaq.g_00573
OG0000048	Syak.g_01446	Syaq.g_00749
OG0000052	Syak.g_01549	Syaq.g_00969
OG0000053	Syak.g_01068	Syaq.g_00397
OG0000054	Syak.g_02744	Syaq.g_02005
OG0000055	Syak.g_00766	Syaq.g_02700
OG0000057	Syak.g_01676	Syaq.g_02541
OG0000057	Syak.g_00724	Syaq.g_02605
OG0000058	Syak.g_01530	Syaq.g_00944
OG0000059	Syak.g_01355	Syaq.g_00657
OG0000060	Syak.g_01138	Syaq.g_00456
OG0000060	Syak.g_02572	Syaq.g_01770
OG0000060	Syak.g_00844	Syaq.g_00201
OG0000061	Syak.g_00898	Syaq.g_00249
OG0000062	Syak.g_02434	Syaq.g_01690
OG0000063	Syak.g_01752	Syaq.g_01110
OG0000064	Syak.g_00254	Syaq.g_02138
OG0000065	Syak.g_00282	Syaq.g_01908
OG0000066	Syak.g_02653	Syaq.g_01851
OG0000067	Syak.g_00434	Syaq.g_02340
OG0000068	Syak.g_02565	Syaq.g_01763
OG0000070	Syak.g_01174	Syaq.g_00484
OG0000071	Syak.g_00936	Syaq.g_00297
OG0000072	Syak.g_02099	Syaq.g_01397
OG0000073	Syak.g_02597	Syaq.g_01795
OG0000075	Syak.g_01564	Syaq.g_00986
OG0000076	Syak.g_01650	Syaq.g_01028
OG0000077	Syak.g_02243	Syaq.g_01547
OG0000078	Syak.g_02310	Syaq.g_01585
OG0000079	Syak.g_01417	Syaq.g_00721
OG0000081	Syak.g_00115	Syaq.g_01893
OG0000082	Syak.g_02711	Syaq.g_01975
OG0000084	Syak.g_01036	Syaq.g_00367
OG0000085	Syak.g_02427	Syaq.g_01683
OG0000086	Syak.g_02219	Syaq.g_01525
OG0000087	Syak.g_02141	Syaq.g_01438
OG0000088	Syak.g_02106	Syaq.g_01402
OG0000089	Syak.g_01215	Syaq.g_00529
OG0000090	Syak.g_02640	Syaq.g_01838
OG0000091	Syak.g_00043	Syaq.g_02090
OG0000093	Syak.g_00416	Syaq.g_02323
OG0000094	Syak.g_00656	Syaq.g_00056
OG0000095	Syak.g_00736	Syaq.g_02679
OG0000097	Syak.g_00816	Syaq.g_00167
OG0000098	Syak.g_00345	Syaq.g_02221
OG0000098	Syak.g_02651	Syaq.g_01849
OG0000099	Syak.g_01527	Syaq.g_00882
OG0000100	Syak.g_00622	Syaq.g_02371
OG0000101	Syak.g_01305	Syaq.g_00607
OG0000102	Syak.g_01661	Syaq.g_01033
OG0000103	Syak.g_01812	Syaq.g_01170
OG0000104	Syak.g_01799	Syaq.g_01154
OG0000105	Syak.g_01451	Syaq.g_00754
OG0000106	Syak.g_00096	Syaq.g_01863
OG0000107	Syak.g_01392	Syaq.g_00694
OG0000108	Syak.g_02574	Syaq.g_01772
OG0000109	Syak.g_02590, Syak.g_01061	Syaq.g_01788
OG0000110	Syak.g_02698	Syaq.g_01962
OG0000111	Syak.g_00725	Syaq.g_02606
OG0000112	Syak.g_00512	Syaq.g_02476
OG0000114	Syak.g_00373	Syaq.g_02269
OG0000115	Syak.g_01066	Syaq.g_00395
OG0000116	Syak.g_00911	Syaq.g_00263
OG0000117	Syak.g_00846	Syaq.g_00203
OG0000118	Syak.g_00954	Syaq.g_00325, Syaq.g_00316
OG0000120	Syak.g_01526	Syaq.g_00883
OG0000121	Syak.g_01044	Syaq.g_00375
OG0000122	Syak.g_00081	Syaq.g_02118
OG0000123	Syak.g_01299	Syaq.g_00599
OG0000124	Syak.g_01692	Syaq.g_01055
OG0000125	Syak.g_01934	Syaq.g_01256
OG0000126	Syak.g_01801	Syaq.g_01156
OG0000128	Syak.g_01782	Syaq.g_01138
OG0000129	Syak.g_01947	Syaq.g_01269
OG0000130	Syak.g_02255	Syaq.g_01559
OG0000131	Syak.g_02128	Syaq.g_01427, Syaq.g_01424
OG0000132	Syak.g_02108	Syaq.g_01404
OG0000133	Syak.g_00507	Syaq.g_02481
OG0000134	Syak.g_01212	Syaq.g_00526
OG0000135	Syak.g_01897	Syaq.g_01227
OG0000136	Syak.g_01186	Syaq.g_00496
OG0000137	Syak.g_01118	Syaq.g_00442
OG0000138	Syak.g_02591	Syaq.g_01789
OG0000139	Syak.g_02646	Syaq.g_01844
OG0000140	Syak.g_02650	Syaq.g_01848
OG0000141	Syak.g_02746	Syaq.g_02010
OG0000142	Syak.g_00035	Syaq.g_02082
OG0000143	Syak.g_00039	Syaq.g_02086
OG0000144	Syak.g_00260	Syaq.g_02152
OG0000145	Syak.g_02598	Syaq.g_01796
OG0000146	Syak.g_00514	Syaq.g_02475
OG0000147	Syak.g_00515	Syaq.g_02474
OG0000148	Syak.g_00455	Syaq.g_02359
OG0000149	Syak.g_00596	Syaq.g_02395
OG0000150	Syak.g_02747	Syaq.g_02011
OG0000151	Syak.g_00387	Syaq.g_02283
OG0000152	Syak.g_00503	Syaq.g_02485
OG0000153	Syak.g_00470	Syaq.g_02518
OG0000154	Syak.g_00645	Syaq.g_00066
OG0000155	Syak.g_00855	Syaq.g_00212
OG0000156	Syak.g_00919	Syaq.g_00281
OG0000157	Syak.g_00920	Syaq.g_00282
OG0000158	Syak.g_01624	Syaq.g_01003
OG0000160	Syak.g_01043	Syaq.g_00374
OG0000161	Syak.g_01050	Syaq.g_00382
OG0000162	Syak.g_01058	Syaq.g_00389
OG0000163	Syak.g_02478	Syaq.g_01730
OG0000164	Syak.g_02384	Syaq.g_01642
OG0000165	Syak.g_02374	Syaq.g_01630
OG0000166	Syak.g_01345	Syaq.g_00647
OG0000167	Syak.g_01561	Syaq.g_00983
OG0000168	Syak.g_01625	Syaq.g_01004
OG0000169	Syak.g_01637	Syaq.g_01016
OG0000170	Syak.g_01644	Syaq.g_01023
OG0000171	Syak.g_01691	Syaq.g_01052
OG0000172	Syak.g_01713	Syaq.g_01074
OG0000173	Syak.g_01733	Syaq.g_01092
OG0000174	Syak.g_01895	Syaq.g_01224
OG0000175	Syak.g_01827	Syaq.g_01183
OG0000176	Syak.g_01790	Syaq.g_01146
OG0000177	Syak.g_01789	Syaq.g_01145
OG0000178	Syak.g_01788	Syaq.g_01144
OG0000179	Syak.g_01773	Syaq.g_01129
OG0000180	Syak.g_01772	Syaq.g_01128
OG0000181	Syak.g_01771	Syaq.g_01127
OG0000182	Syak.g_01770	Syaq.g_01126
OG0000183	Syak.g_01766	Syaq.g_01122
OG0000184	Syak.g_01955	Syaq.g_01277
OG0000185	Syak.g_01971	Syaq.g_01290
OG0000186	Syak.g_02258	Syaq.g_01563
OG0000187	Syak.g_02257	Syaq.g_01561
OG0000188	Syak.g_02235	Syaq.g_01539
OG0000189	Syak.g_02203	Syaq.g_01499
OG0000190	Syak.g_01575	Syaq.g_01497
OG0000191	Syak.g_02171	Syaq.g_01467
OG0000192	Syak.g_02165	Syaq.g_01462
OG0000193	Syak.g_02127	Syaq.g_01423
OG0000194	Syak.g_02124	Syaq.g_01420
OG0000195	Syak.g_02122	Syaq.g_01418
OG0000196	Syak.g_02111	Syaq.g_01407
OG0000197	Syak.g_02110	Syaq.g_01406
OG0000198	Syak.g_02109	Syaq.g_01405
OG0000199	Syak.g_02100	Syaq.g_01398
OG0000200	Syak.g_02083	Syaq.g_01382
OG0000201	Syak.g_02068	Syaq.g_01365
OG0000202	Syak.g_02067	Syaq.g_01364
OG0000203	Syak.g_02066	Syaq.g_01363
OG0000204	Syak.g_02065	Syaq.g_01362
OG0000205	Syak.g_02058	Syaq.g_01355
OG0000206	Syak.g_02038	Syaq.g_01345
OG0000207	Syak.g_02025	Syaq.g_01338
OG0000208	Syak.g_02024	Syaq.g_01337
OG0000209	Syak.g_01995	Syaq.g_01310
OG0000210	Syak.g_01994	Syaq.g_01309
OG0000211	Syak.g_02300, Syak.g_02017	Syaq.g_01570
OG0000212	Syak.g_02311	Syaq.g_01586
OG0000213	Syak.g_01425	Syaq.g_00729
OG0000214	Syak.g_01442	Syaq.g_00745
OG0000215	Syak.g_01474	Syaq.g_00777
OG0000216	Syak.g_01478	Syaq.g_00781
OG0000217	Syak.g_01482	Syaq.g_00844
OG0000218	Syak.g_01484	Syaq.g_00846
OG0000219	Syak.g_01485	Syaq.g_00847
OG0000220	Syak.g_01486	Syaq.g_00848
OG0000221	Syak.g_01498	Syaq.g_00856
OG0000222	Syak.g_01512	Syaq.g_00868
OG0000223	Syak.g_01531	Syaq.g_00946
OG0000224	Syak.g_01532	Syaq.g_00950
OG0000225	Syak.g_01230	Syaq.g_00543
OG0000226	Syak.g_01226	Syaq.g_00536
OG0000227	Syak.g_01224	Syaq.g_00534
OG0000228	Syak.g_01216	Syaq.g_00531
OG0000229	Syak.g_01191	Syaq.g_00501
OG0000230	Syak.g_01189	Syaq.g_00499
OG0000231	Syak.g_01176	Syaq.g_00485
OG0000232	Syak.g_01156	Syaq.g_00472
OG0000233	Syak.g_01145	Syaq.g_00464
OG0000234	Syak.g_01116	Syaq.g_00440
OG0000235	Syak.g_02573	Syaq.g_01771
OG0000236	Syak.g_02589	Syaq.g_01787
OG0000237	Syak.g_02607	Syaq.g_01805
OG0000238	Syak.g_02612	Syaq.g_01810
OG0000239	Syak.g_02628	Syaq.g_01826
OG0000240	Syak.g_02629	Syaq.g_01827
OG0000241	Syak.g_00027	Syaq.g_02074
OG0000242	Syak.g_02638	Syaq.g_01836
OG0000243	Syak.g_02658	Syaq.g_01922
OG0000244	Syak.g_02665	Syaq.g_01928
OG0000245	Syak.g_02667	Syaq.g_01930
OG0000246	Syak.g_02671	Syaq.g_01934
OG0000247	Syak.g_02681	Syaq.g_01945
OG0000248	Syak.g_02684	Syaq.g_01948
OG0000249	Syak.g_02686	Syaq.g_01950
OG0000250	Syak.g_02694	Syaq.g_01958
OG0000251	Syak.g_02722	Syaq.g_01984
OG0000252	Syak.g_02725	Syaq.g_01987
OG0000253	Syak.g_02727	Syaq.g_01989
OG0000254	Syak.g_02752	Syaq.g_02016
OG0000255	Syak.g_02772	Syaq.g_02041
OG0000256	Syak.g_00020	Syaq.g_02068
OG0000257	Syak.g_00026	Syaq.g_02073
OG0000258	Syak.g_00044	Syaq.g_02095
OG0000259	Syak.g_00334	Syaq.g_02239
OG0000260	Syak.g_00338	Syaq.g_02242
OG0000261	Syak.g_00348	Syaq.g_02245
OG0000262	Syak.g_00353	Syaq.g_02250
OG0000263	Syak.g_00828	Syaq.g_00185
OG0000264	Syak.g_00698	Syaq.g_02582
OG0000266	Syak.g_00778	Syaq.g_00037
OG0000267	Syak.g_00555	Syaq.g_02430
OG0000268	Syak.g_00554	Syaq.g_02431
OG0000269	Syak.g_00429	Syaq.g_02335
OG0000270	Syak.g_00432	Syaq.g_02338
OG0000271	Syak.g_00440	Syaq.g_02346
OG0000272	Syak.g_00441	Syaq.g_02347
OG0000273	Syak.g_00616	Syaq.g_02376
OG0000274	Syak.g_00615	Syaq.g_02377
OG0000275	Syak.g_00611	Syaq.g_02380
OG0000276	Syak.g_00604	Syaq.g_02387
OG0000277	Syak.g_00603	Syaq.g_02388
OG0000278	Syak.g_00600	Syaq.g_02391
OG0000279	Syak.g_00592	Syaq.g_02401
OG0000280	Syak.g_00582	Syaq.g_02410
OG0000281	Syak.g_00339	Syaq.g_02224
OG0000282	Syak.g_00375	Syaq.g_02271
OG0000283	Syak.g_00541	Syaq.g_02445
OG0000284	Syak.g_00536	Syaq.g_02450
OG0000285	Syak.g_00523	Syaq.g_02466
OG0000286	Syak.g_00504	Syaq.g_02484
OG0000287	Syak.g_00477	Syaq.g_02511
OG0000288	Syak.g_00644	Syaq.g_00067
OG0000289	Syak.g_00659	Syaq.g_00053
OG0000290	Syak.g_00738	Syaq.g_02682
OG0000291	Syak.g_00737	Syaq.g_02680
OG0000292	Syak.g_01802	Syaq.g_01157
OG0000293	Syak.g_00910	Syaq.g_00262
OG0000294	Syak.g_00909	Syaq.g_00261
OG0000295	Syak.g_00863	Syaq.g_00220
OG0000296	Syak.g_00861	Syaq.g_00218
OG0000297	Syak.g_00848	Syaq.g_00205
OG0000298	Syak.g_00847	Syaq.g_00204
OG0000299	Syak.g_00820	Syaq.g_00171
OG0000300	Syak.g_00813	Syaq.g_00164
OG0000301	Syak.g_00812	Syaq.g_00163
OG0000302	Syak.g_00811	Syaq.g_00162
OG0000303	Syak.g_00674	Syaq.g_00152
OG0000304	Syak.g_00680	Syaq.g_00146
OG0000305	Syak.g_00732	Syaq.g_02677
OG0000306	Syak.g_00094	Syaq.g_01861
OG0000307	Syak.g_02556	Syaq.g_01754
OG0000308	Syak.g_02554	Syaq.g_01752
OG0000309	Syak.g_02549	Syaq.g_01747
OG0000310	Syak.g_00994	Syaq.g_00347
OG0000311	Syak.g_00999	Syaq.g_00352
OG0000312	Syak.g_01028	Syaq.g_00359
OG0000313	Syak.g_01046	Syaq.g_00379
OG0000314	Syak.g_01079	Syaq.g_00408
OG0000315	Syak.g_01090	Syaq.g_00418
OG0000316	Syak.g_02462	Syaq.g_01716
OG0000317	Syak.g_02419	Syaq.g_01675
OG0000318	Syak.g_02415	Syaq.g_01672
OG0000319	Syak.g_02399	Syaq.g_01657
OG0000320	Syak.g_02397	Syaq.g_01655
OG0000321	Syak.g_02396	Syaq.g_01654
OG0000322	Syak.g_02395	Syaq.g_01653
OG0000323	Syak.g_02380	Syaq.g_01638
OG0000324	Syak.g_02347	Syaq.g_01605
OG0000325	Syak.g_01391	Syaq.g_00693
OG0000326	Syak.g_01384	Syaq.g_00686
OG0000327	Syak.g_01350	Syaq.g_00652
OG0000328	Syak.g_01349	Syaq.g_00651
OG0000329	Syak.g_01331	Syaq.g_00633
OG0000330	Syak.g_01330	Syaq.g_00632
OG0000331	Syak.g_01329	Syaq.g_00631
OG0000332	Syak.g_01314	Syaq.g_00616
OG0000333	Syak.g_01311	Syaq.g_00613
OG0000334	Syak.g_01302	Syaq.g_00603
OG0000335	Syak.g_01298	Syaq.g_00598
OG0000336	Syak.g_01294	Syaq.g_00594
OG0000337	Syak.g_01555	Syaq.g_00975
OG0000338	Syak.g_01558	Syaq.g_00981
OG0000339	Syak.g_01566	Syaq.g_00988
OG0000340	Syak.g_01626	Syaq.g_01005
OG0000341	Syak.g_01628	Syaq.g_01007
OG0000342	Syak.g_01629	Syaq.g_01008
OG0000343	Syak.g_01631	Syaq.g_01010
OG0000344	Syak.g_01635	Syaq.g_01014
OG0000345	Syak.g_01645	Syaq.g_01024
OG0000346	Syak.g_01651	Syaq.g_01029
OG0000347	Syak.g_01694	Syaq.g_01057
OG0000348	Syak.g_01717	Syaq.g_01070
OG0000349	Syak.g_01740	Syaq.g_01099
OG0000350	Syak.g_01377	Syaq.g_00679
OG0000351	Syak.g_01823	Syaq.g_01179
OG0000352	Syak.g_01822	Syaq.g_01178
OG0000353	Syak.g_01796	Syaq.g_01151
OG0000354	Syak.g_02618	Syaq.g_01816
OG0000354	Syak.g_01775	Syaq.g_01131
OG0000355	Syak.g_01793	Syaq.g_01149
OG0000356	Syak.g_01792	Syaq.g_01148
OG0000357	Syak.g_01791	Syaq.g_01147
OG0000358	Syak.g_01787	Syaq.g_01143
OG0000359	Syak.g_01785	Syaq.g_01141
OG0000360	Syak.g_01784	Syaq.g_01140
OG0000361	Syak.g_01783	Syaq.g_01139
OG0000362	Syak.g_01781	Syaq.g_01137
OG0000363	Syak.g_01779	Syaq.g_01135
OG0000364	Syak.g_01778	Syaq.g_01134
OG0000365	Syak.g_01769	Syaq.g_01125
OG0000366	Syak.g_01768	Syaq.g_01124
OG0000367	Syak.g_01767	Syaq.g_01123
OG0000368	Syak.g_01765	Syaq.g_01121
OG0000369	Syak.g_01764	Syaq.g_01120
OG0000370	Syak.g_01763	Syaq.g_01119
OG0000371	Syak.g_01753	Syaq.g_01111
OG0000372	Syak.g_01748	Syaq.g_01106
OG0000373	Syak.g_01747	Syaq.g_01105
OG0000374	Syak.g_01746	Syaq.g_01104
OG0000375	Syak.g_01744	Syaq.g_01103
OG0000376	Syak.g_01742	Syaq.g_01101
OG0000377	Syak.g_01948	Syaq.g_01270
OG0000378	Syak.g_01968	Syaq.g_01286
OG0000379	Syak.g_01972	Syaq.g_01291
OG0000380	Syak.g_02256	Syaq.g_01560
OG0000381	Syak.g_02254	Syaq.g_01558
OG0000382	Syak.g_02236	Syaq.g_01540
OG0000383	Syak.g_02229	Syaq.g_01535
OG0000384	Syak.g_02228	Syaq.g_01534
OG0000385	Syak.g_02227	Syaq.g_01533
OG0000386	Syak.g_02226	Syaq.g_01532
OG0000387	Syak.g_02200	Syaq.g_01495
OG0000388	Syak.g_02196	Syaq.g_01491
OG0000389	Syak.g_02193	Syaq.g_01488
OG0000390	Syak.g_02177	Syaq.g_01473
OG0000391	Syak.g_02172	Syaq.g_01468
OG0000392	Syak.g_02166	Syaq.g_01463
OG0000393	Syak.g_02163	Syaq.g_01460
OG0000394	Syak.g_02162	Syaq.g_01459
OG0000395	Syak.g_02161	Syaq.g_01458
OG0000396	Syak.g_02158	Syaq.g_01455
OG0000397	Syak.g_02156	Syaq.g_01453
OG0000398	Syak.g_02151	Syaq.g_01448
OG0000399	Syak.g_02150	Syaq.g_01447
OG0000400	Syak.g_02149	Syaq.g_01446
OG0000401	Syak.g_02148	Syaq.g_01445
OG0000402	Syak.g_02146	Syaq.g_01443
OG0000403	Syak.g_02145	Syaq.g_01442
OG0000404	Syak.g_02143	Syaq.g_01440
OG0000405	Syak.g_02131	Syaq.g_01429
OG0000406	Syak.g_02126	Syaq.g_01422
OG0000407	Syak.g_02125	Syaq.g_01421
OG0000408	Syak.g_02123	Syaq.g_01419
OG0000409	Syak.g_02121	Syaq.g_01417
OG0000410	Syak.g_02120	Syaq.g_01416
OG0000411	Syak.g_02119	Syaq.g_01415
OG0000412	Syak.g_02118	Syaq.g_01414
OG0000413	Syak.g_02116	Syaq.g_01412
OG0000415	Syak.g_02114	Syaq.g_01410
OG0000416	Syak.g_02113	Syaq.g_01409
OG0000417	Syak.g_02112	Syaq.g_01408
OG0000418	Syak.g_02107	Syaq.g_01403
OG0000419	Syak.g_02105	Syaq.g_01401
OG0000420	Syak.g_02103	Syaq.g_01400
OG0000421	Syak.g_02097	Syaq.g_01395
OG0000422	Syak.g_02096	Syaq.g_01394
OG0000423	Syak.g_02095	Syaq.g_01393
OG0000424	Syak.g_02094	Syaq.g_01392
OG0000425	Syak.g_02093	Syaq.g_01391
OG0000426	Syak.g_02092	Syaq.g_01390
OG0000427	Syak.g_02091	Syaq.g_01389
OG0000428	Syak.g_02088	Syaq.g_01386
OG0000429	Syak.g_02086	Syaq.g_01384
OG0000430	Syak.g_02084	Syaq.g_01383
OG0000431	Syak.g_02081	Syaq.g_01380
OG0000432	Syak.g_02075	Syaq.g_01374
OG0000433	Syak.g_02073	Syaq.g_01369
OG0000434	Syak.g_02072	Syaq.g_01368
OG0000435	Syak.g_02071	Syaq.g_01367
OG0000436	Syak.g_02064	Syaq.g_01361
OG0000437	Syak.g_02063	Syaq.g_01360
OG0000438	Syak.g_02062	Syaq.g_01359
OG0000439	Syak.g_02060	Syaq.g_01357
OG0000440	Syak.g_02059	Syaq.g_01356
OG0000441	Syak.g_02053	Syaq.g_01352
OG0000442	Syak.g_02043	Syaq.g_01350
OG0000443	Syak.g_02041	Syaq.g_01347
OG0000444	Syak.g_02022	Syaq.g_01333
OG0000445	Syak.g_02015	Syaq.g_01332
OG0000446	Syak.g_02013	Syaq.g_01330
OG0000447	Syak.g_02006	Syaq.g_01328
OG0000448	Syak.g_02005	Syaq.g_01327
OG0000449	Syak.g_02004	Syaq.g_01320
OG0000450	Syak.g_01998	Syaq.g_01313
OG0000451	Syak.g_01997	Syaq.g_01312
OG0000452	Syak.g_01993	Syaq.g_01308
OG0000453	Syak.g_01992	Syaq.g_01307
OG0000454	Syak.g_01991	Syaq.g_01306
OG0000455	Syak.g_01990	Syaq.g_01305
OG0000456	Syak.g_01989	Syaq.g_01304
OG0000457	Syak.g_01987	Syaq.g_01302
OG0000458	Syak.g_01986	Syaq.g_01299
OG0000459	Syak.g_01985	Syaq.g_01298
OG0000460	Syak.g_02303	Syaq.g_01577
OG0000461	Syak.g_01402	Syaq.g_00707
OG0000462	Syak.g_01405	Syaq.g_00710
OG0000463	Syak.g_01406	Syaq.g_00711
OG0000464	Syak.g_01407	Syaq.g_00712
OG0000465	Syak.g_01409	Syaq.g_00714
OG0000466	Syak.g_01414	Syaq.g_00718
OG0000467	Syak.g_01416	Syaq.g_00720
OG0000468	Syak.g_01421	Syaq.g_00725
OG0000469	Syak.g_01436	Syaq.g_00739
OG0000470	Syak.g_01438	Syaq.g_00741
OG0000471	Syak.g_01439	Syaq.g_00742
OG0000472	Syak.g_01441	Syaq.g_00744
OG0000473	Syak.g_01443	Syaq.g_00746
OG0000474	Syak.g_01444	Syaq.g_00747
OG0000475	Syak.g_01445	Syaq.g_00748
OG0000476	Syak.g_01447	Syaq.g_00750
OG0000477	Syak.g_01453	Syaq.g_00756
OG0000478	Syak.g_01454	Syaq.g_00757
OG0000479	Syak.g_01455	Syaq.g_00759
OG0000480	Syak.g_01462	Syaq.g_00766
OG0000481	Syak.g_01464	Syaq.g_00768
OG0000482	Syak.g_01465	Syaq.g_00769
OG0000483	Syak.g_01469	Syaq.g_00773
OG0000484	Syak.g_01470	Syaq.g_00774
OG0000485	Syak.g_01472	Syaq.g_00775
OG0000486	Syak.g_01473	Syaq.g_00776
OG0000487	Syak.g_01479	Syaq.g_00782
OG0000488	Syak.g_01483	Syaq.g_00845
OG0000489	Syak.g_01499	Syaq.g_00857
OG0000490	Syak.g_01507	Syaq.g_00864
OG0000491	Syak.g_01511	Syaq.g_00865
OG0000492	Syak.g_01513	Syaq.g_00869
OG0000493	Syak.g_01514	Syaq.g_00870
OG0000494	Syak.g_01515	Syaq.g_00871
OG0000495	Syak.g_01516	Syaq.g_00872
OG0000496	Syak.g_01517	Syaq.g_00873
OG0000497	Syak.g_01518	Syaq.g_00874
OG0000498	Syak.g_01519	Syaq.g_00875
OG0000499	Syak.g_01520	Syaq.g_00876
OG0000500	Syak.g_01521	Syaq.g_00877
OG0000501	Syak.g_01524	Syaq.g_00880
OG0000502	Syak.g_01538	Syaq.g_00953
OG0000503	Syak.g_01246	Syaq.g_00559
OG0000504	Syak.g_01244	Syaq.g_00557
OG0000505	Syak.g_01243	Syaq.g_00556
OG0000506	Syak.g_01241	Syaq.g_00554
OG0000507	Syak.g_01235	Syaq.g_00548
OG0000508	Syak.g_01231	Syaq.g_00544
OG0000509	Syak.g_01229	Syaq.g_00542
OG0000510	Syak.g_01228	Syaq.g_00538
OG0000511	Syak.g_01227	Syaq.g_00537
OG0000512	Syak.g_01225	Syaq.g_00535
OG0000513	Syak.g_01211	Syaq.g_00525
OG0000514	Syak.g_01204	Syaq.g_00514
OG0000515	Syak.g_01203	Syaq.g_00513
OG0000516	Syak.g_01199	Syaq.g_00509
OG0000517	Syak.g_01192	Syaq.g_00502
OG0000518	Syak.g_01180	Syaq.g_00490
OG0000519	Syak.g_01179	Syaq.g_00489
OG0000520	Syak.g_01178	Syaq.g_00488
OG0000521	Syak.g_01167	Syaq.g_00477
OG0000522	Syak.g_01163	Syaq.g_00475
OG0000523	Syak.g_01162	Syaq.g_00474
OG0000524	Syak.g_01149	Syaq.g_00469
OG0000525	Syak.g_01130	Syaq.g_00450
OG0000526	Syak.g_01127	Syaq.g_00448
OG0000527	Syak.g_01120	Syaq.g_00444
OG0000528	Syak.g_02570	Syaq.g_01768
OG0000529	Syak.g_02575	Syaq.g_01773
OG0000530	Syak.g_02578	Syaq.g_01776
OG0000531	Syak.g_02579	Syaq.g_01777
OG0000532	Syak.g_02582	Syaq.g_01780
OG0000533	Syak.g_02584	Syaq.g_01782
OG0000534	Syak.g_02585	Syaq.g_01783
OG0000535	Syak.g_02586	Syaq.g_01784
OG0000536	Syak.g_02587	Syaq.g_01785
OG0000537	Syak.g_02588	Syaq.g_01786
OG0000538	Syak.g_02600	Syaq.g_01798
OG0000539	Syak.g_02601	Syaq.g_01799
OG0000540	Syak.g_02602	Syaq.g_01800
OG0000541	Syak.g_02603	Syaq.g_01801
OG0000542	Syak.g_02606	Syaq.g_01804
OG0000543	Syak.g_02608	Syaq.g_01806
OG0000544	Syak.g_02609	Syaq.g_02567, Syaq.g_01807
OG0000545	Syak.g_02611	Syaq.g_01809
OG0000546	Syak.g_02613	Syaq.g_01811
OG0000547	Syak.g_02615	Syaq.g_01813
OG0000548	Syak.g_02616	Syaq.g_01814
OG0000549	Syak.g_02622	Syaq.g_01819
OG0000550	Syak.g_02626	Syaq.g_01824
OG0000551	Syak.g_02631	Syaq.g_01829
OG0000552	Syak.g_02632	Syaq.g_01830
OG0000553	Syak.g_02636	Syaq.g_01834
OG0000554	Syak.g_02641	Syaq.g_01839
OG0000555	Syak.g_02657	Syaq.g_01857
OG0000556	Syak.g_02661	Syaq.g_01925
OG0000557	Syak.g_02663	Syaq.g_01927
