Orthogroup	Syak	Prbl
OG0000112	Syak.g_00512	Prbl.g_02470
OG0000113	Syak.g_00461	Prbl.g_02310
OG0000114	Syak.g_00373	Prbl.g_02407
OG0000115	Syak.g_01066	Prbl.g_00687
OG0000116	Syak.g_00911	Prbl.g_02069
OG0000117	Syak.g_00846	Prbl.g_01384
OG0000118	Syak.g_00954	Prbl.g_01736
OG0000119	Syak.g_00917	Prbl.g_00007, Prbl.g_00046
OG0000120	Syak.g_01526	Prbl.g_00892
OG0000121	Syak.g_01044	Prbl.g_00234, Prbl.g_00240
OG0000122	Syak.g_00081	Prbl.g_01808
OG0000123	Syak.g_01299	Prbl.g_01135
OG0000124	Syak.g_01692	Prbl.g_02054
OG0000125	Syak.g_01934	Prbl.g_02231
OG0000126	Syak.g_01801	Prbl.g_02127
OG0000128	Syak.g_01782	Prbl.g_02109
OG0000129	Syak.g_01947	Prbl.g_02243
OG0000130	Syak.g_02255	Prbl.g_00608
OG0000131	Syak.g_02128	Prbl.g_00303
OG0000132	Syak.g_02108	Prbl.g_00283
OG0000133	Syak.g_00507	Prbl.g_00897
OG0000134	Syak.g_01212	Prbl.g_02677
OG0000135	Syak.g_01897	Prbl.g_02190
OG0000136	Syak.g_01186	Prbl.g_00647
OG0000137	Syak.g_01118	Prbl.g_01340
OG0000138	Syak.g_02591	Prbl.g_00528
OG0000139	Syak.g_02646	Prbl.g_00760
OG0000140	Syak.g_02650	Prbl.g_00754
OG0000141	Syak.g_02746	Prbl.g_01751
OG0000142	Syak.g_00035	Prbl.g_01639
OG0000143	Syak.g_00039	Prbl.g_01643
OG0000144	Syak.g_00260	Prbl.g_01042
OG0000145	Syak.g_02598	Prbl.g_00534
OG0000146	Syak.g_00514	Prbl.g_02469
OG0000147	Syak.g_00515	Prbl.g_02468
OG0000148	Syak.g_00455	Prbl.g_02316
OG0000149	Syak.g_00596	Prbl.g_01552
OG0000150	Syak.g_02747	Prbl.g_01576
OG0000151	Syak.g_00387	Prbl.g_02386
OG0000152	Syak.g_00503	Prbl.g_02478
OG0000153	Syak.g_00470	Prbl.g_02505
OG0000154	Syak.g_00645	Prbl.g_02532
OG0000155	Syak.g_00855	Prbl.g_00185
OG0000156	Syak.g_00919	Prbl.g_00115
OG0000157	Syak.g_00920	Prbl.g_00114
OG0000158	Syak.g_01624	Prbl.g_00843
OG0000160	Syak.g_01043	Prbl.g_00241
OG0000161	Syak.g_01050	Prbl.g_00227
OG0000162	Syak.g_01058	Prbl.g_00221
OG0000163	Syak.g_02478	Prbl.g_00452
OG0000164	Syak.g_02384	Prbl.g_00365
OG0000165	Syak.g_02374	Prbl.g_00356
OG0000166	Syak.g_01345	Prbl.g_00962
OG0000167	Syak.g_01561	Prbl.g_00857
OG0000168	Syak.g_01625	Prbl.g_00842
OG0000169	Syak.g_01637	Prbl.g_01302
OG0000170	Syak.g_01644	Prbl.g_01290
OG0000171	Syak.g_01691	Prbl.g_02055
OG0000172	Syak.g_01713	Prbl.g_02021
OG0000173	Syak.g_01733	Prbl.g_02000
OG0000174	Syak.g_01895	Prbl.g_02188
OG0000175	Syak.g_01827	Prbl.g_02150
OG0000176	Syak.g_01790	Prbl.g_02117
OG0000177	Syak.g_01789	Prbl.g_02116
OG0000178	Syak.g_01788	Prbl.g_02115
OG0000179	Syak.g_01773	Prbl.g_01961
OG0000180	Syak.g_01772	Prbl.g_01962
OG0000181	Syak.g_01771	Prbl.g_01963
OG0000182	Syak.g_01770	Prbl.g_01964
OG0000183	Syak.g_01766	Prbl.g_01968
OG0000184	Syak.g_01955	Prbl.g_02251
OG0000185	Syak.g_01971	Prbl.g_02273
OG0000186	Syak.g_02258	Prbl.g_00614
OG0000187	Syak.g_02257	Prbl.g_00613
OG0000188	Syak.g_02235	Prbl.g_00591
OG0000189	Syak.g_02203	Prbl.g_00565
OG0000190	Syak.g_01575	Prbl.g_00563
OG0000191	Syak.g_02171	Prbl.g_01325
OG0000192	Syak.g_02165	Prbl.g_01316
OG0000193	Syak.g_02127	Prbl.g_00302
OG0000194	Syak.g_02124	Prbl.g_00299
OG0000195	Syak.g_02122	Prbl.g_00297
OG0000196	Syak.g_02111	Prbl.g_00286
OG0000197	Syak.g_02110	Prbl.g_00285
OG0000198	Syak.g_02109	Prbl.g_00284
OG0000199	Syak.g_02100	Prbl.g_00277
OG0000200	Syak.g_02083	Prbl.g_00069
OG0000201	Syak.g_02068	Prbl.g_00088
OG0000202	Syak.g_02067	Prbl.g_00089
OG0000203	Syak.g_02066	Prbl.g_00090
OG0000204	Syak.g_02065	Prbl.g_00091
OG0000205	Syak.g_02058	Prbl.g_00098
OG0000206	Syak.g_02038	Prbl.g_01282
OG0000207	Syak.g_02025	Prbl.g_00130
OG0000208	Syak.g_02024	Prbl.g_00129
OG0000209	Syak.g_01995	Prbl.g_01256
OG0000210	Syak.g_01994	Prbl.g_01257
OG0000211	Syak.g_02300, Syak.g_02017	Prbl.g_01922
OG0000212	Syak.g_02311	Prbl.g_00192
OG0000213	Syak.g_01425	Prbl.g_01496
OG0000214	Syak.g_01442	Prbl.g_01469
OG0000215	Syak.g_01474	Prbl.g_01439
OG0000216	Syak.g_01478	Prbl.g_01436
OG0000217	Syak.g_01482	Prbl.g_01432
OG0000218	Syak.g_01484	Prbl.g_01428
OG0000219	Syak.g_01485	Prbl.g_01427
OG0000220	Syak.g_01486	Prbl.g_01426
OG0000221	Syak.g_01498	Prbl.g_01421
OG0000222	Syak.g_01512	Prbl.g_00911
OG0000223	Syak.g_01531	Prbl.g_00888
OG0000224	Syak.g_01532	Prbl.g_00877
OG0000225	Syak.g_01230	Prbl.g_01218
OG0000226	Syak.g_01226	Prbl.g_01222
OG0000227	Syak.g_01224	Prbl.g_01224
OG0000228	Syak.g_01216	Prbl.g_02673
OG0000229	Syak.g_01191	Prbl.g_00652
OG0000230	Syak.g_01189	Prbl.g_00650
OG0000231	Syak.g_01176	Prbl.g_00635
OG0000232	Syak.g_01156	Prbl.g_00619
OG0000233	Syak.g_01145	Prbl.g_01360
OG0000234	Syak.g_01116	Prbl.g_01339
OG0000235	Syak.g_02573	Prbl.g_00510
OG0000236	Syak.g_02589	Prbl.g_00526
OG0000237	Syak.g_02607	Prbl.g_00800
OG0000238	Syak.g_02612	Prbl.g_00795
OG0000239	Syak.g_02628	Prbl.g_00779
OG0000240	Syak.g_02629	Prbl.g_00778
OG0000241	Syak.g_00027	Prbl.g_01526
OG0000242	Syak.g_02638	Prbl.g_00768
OG0000243	Syak.g_02658	Prbl.g_02647
OG0000244	Syak.g_02665	Prbl.g_01879
OG0000245	Syak.g_02667	Prbl.g_01882
OG0000246	Syak.g_02671	Prbl.g_01886
OG0000247	Syak.g_02681	Prbl.g_01897
OG0000248	Syak.g_02684	Prbl.g_01900
OG0000249	Syak.g_02686	Prbl.g_01902
OG0000250	Syak.g_02694	Prbl.g_01799
OG0000251	Syak.g_02722	Prbl.g_01775
OG0000252	Syak.g_02725	Prbl.g_01772
OG0000253	Syak.g_02727	Prbl.g_01766
OG0000254	Syak.g_02752	Prbl.g_01747
OG0000255	Syak.g_02772	Prbl.g_01612
OG0000256	Syak.g_00020	Prbl.g_01626
OG0000257	Syak.g_00026	Prbl.g_01632
OG0000258	Syak.g_00044	Prbl.g_01655
OG0000259	Syak.g_00334	Prbl.g_01406
OG0000260	Syak.g_00338	Prbl.g_01403
OG0000261	Syak.g_00348	Prbl.g_01400
OG0000262	Syak.g_00353	Prbl.g_01395
OG0000263	Syak.g_00828	Prbl.g_01242
OG0000264	Syak.g_00698	Prbl.g_01859
OG0000266	Syak.g_00778	Prbl.g_02556
OG0000267	Syak.g_00555	Prbl.g_02431
OG0000268	Syak.g_00554	Prbl.g_02432
OG0000269	Syak.g_00429	Prbl.g_02340
OG0000270	Syak.g_00432	Prbl.g_02337
OG0000271	Syak.g_00440	Prbl.g_02329
OG0000272	Syak.g_00441	Prbl.g_02328
OG0000274	Syak.g_00615	Prbl.g_01535
OG0000275	Syak.g_00611	Prbl.g_01538
OG0000276	Syak.g_00604	Prbl.g_01544
OG0000277	Syak.g_00603	Prbl.g_01545
OG0000278	Syak.g_00600	Prbl.g_01548
OG0000279	Syak.g_00592	Prbl.g_01556
OG0000280	Syak.g_00582	Prbl.g_01562
OG0000281	Syak.g_00339	Prbl.g_01577
OG0000282	Syak.g_00375	Prbl.g_02405
OG0000283	Syak.g_00541	Prbl.g_02443
OG0000284	Syak.g_00536	Prbl.g_02449
OG0000285	Syak.g_00523	Prbl.g_01688
OG0000286	Syak.g_00504	Prbl.g_02477
OG0000287	Syak.g_00477	Prbl.g_02608
OG0000288	Syak.g_00644	Prbl.g_02531
OG0000289	Syak.g_00659	Prbl.g_02544
OG0000290	Syak.g_00738	Prbl.g_00930
OG0000291	Syak.g_00737	Prbl.g_00928
OG0000292	Syak.g_01802	Prbl.g_02128
OG0000293	Syak.g_00910	Prbl.g_02071
OG0000294	Syak.g_00909	Prbl.g_02072
OG0000295	Syak.g_00863	Prbl.g_00178
OG0000296	Syak.g_00861	Prbl.g_00180
OG0000297	Syak.g_00848	Prbl.g_01382
OG0000298	Syak.g_00847	Prbl.g_01383
OG0000299	Syak.g_00820	Prbl.g_01372
OG0000300	Syak.g_00813	Prbl.g_02582
OG0000301	Syak.g_00812	Prbl.g_02583
OG0000302	Syak.g_00811	Prbl.g_02586
OG0000303	Syak.g_00674	Prbl.g_00187
OG0000304	Syak.g_00680	Prbl.g_01102
OG0000305	Syak.g_00732	Prbl.g_00926
OG0000306	Syak.g_00094	Prbl.g_01586
OG0000307	Syak.g_02556	Prbl.g_00494
OG0000308	Syak.g_02554	Prbl.g_00492
OG0000309	Syak.g_02549	Prbl.g_00488
OG0000310	Syak.g_00994	Prbl.g_00160
OG0000311	Syak.g_00999	Prbl.g_00258
OG0000312	Syak.g_01028	Prbl.g_00254
OG0000313	Syak.g_01046	Prbl.g_00230
OG0000314	Syak.g_01079	Prbl.g_00699
OG0000315	Syak.g_01090	Prbl.g_00709
OG0000316	Syak.g_02462	Prbl.g_00441
OG0000317	Syak.g_02419	Prbl.g_00399
OG0000318	Syak.g_02415	Prbl.g_00393
OG0000319	Syak.g_02399	Prbl.g_00376
OG0000320	Syak.g_02397	Prbl.g_00374
OG0000321	Syak.g_02396	Prbl.g_00373
OG0000322	Syak.g_02395	Prbl.g_00372
OG0000323	Syak.g_02380	Prbl.g_00361
OG0000324	Syak.g_02347	Prbl.g_00332
OG0000325	Syak.g_01391	Prbl.g_02683
OG0000326	Syak.g_01384	Prbl.g_01059
OG0000327	Syak.g_01350	Prbl.g_00957
OG0000328	Syak.g_01349	Prbl.g_00958
OG0000329	Syak.g_01331	Prbl.g_00975
OG0000330	Syak.g_01330	Prbl.g_00976
OG0000331	Syak.g_01329	Prbl.g_00977
OG0000332	Syak.g_01314	Prbl.g_00992
OG0000333	Syak.g_01311	Prbl.g_00994
OG0000334	Syak.g_01302	Prbl.g_01131
OG0000335	Syak.g_01298	Prbl.g_01136
OG0000336	Syak.g_01294	Prbl.g_01140
OG0000337	Syak.g_01555	Prbl.g_00863
OG0000338	Syak.g_01558	Prbl.g_00859
OG0000339	Syak.g_01566	Prbl.g_00853
OG0000340	Syak.g_01626	Prbl.g_00841
OG0000341	Syak.g_01628	Prbl.g_00839
OG0000342	Syak.g_01629	Prbl.g_00838
OG0000343	Syak.g_01631	Prbl.g_01307
OG0000344	Syak.g_01635	Prbl.g_01304
OG0000345	Syak.g_01645	Prbl.g_01289
OG0000346	Syak.g_01651	Prbl.g_01284
OG0000347	Syak.g_01694	Prbl.g_02053
OG0000348	Syak.g_01717	Prbl.g_02016
OG0000349	Syak.g_01740	Prbl.g_01992
OG0000350	Syak.g_01377	Prbl.g_02195
OG0000351	Syak.g_01823	Prbl.g_02147
OG0000352	Syak.g_01822	Prbl.g_02146
OG0000353	Syak.g_01796	Prbl.g_02122
OG0000354	Syak.g_02618	Prbl.g_00789
OG0000354	Syak.g_01775	Prbl.g_01959
OG0000355	Syak.g_01793	Prbl.g_02120
OG0000356	Syak.g_01792	Prbl.g_02119
OG0000357	Syak.g_01791	Prbl.g_02118
OG0000358	Syak.g_01787	Prbl.g_02114
OG0000359	Syak.g_01785	Prbl.g_02112
OG0000360	Syak.g_01784	Prbl.g_02111
OG0000361	Syak.g_01783	Prbl.g_02110
OG0000362	Syak.g_01781	Prbl.g_02108
OG0000363	Syak.g_01779	Prbl.g_01955
OG0000364	Syak.g_01778	Prbl.g_01956
OG0000365	Syak.g_01769	Prbl.g_01965
OG0000366	Syak.g_01768	Prbl.g_01966
OG0000367	Syak.g_01767	Prbl.g_01967
OG0000368	Syak.g_01765	Prbl.g_01969
OG0000369	Syak.g_01764	Prbl.g_01970
OG0000370	Syak.g_01763	Prbl.g_01971
OG0000371	Syak.g_01753	Prbl.g_01980
OG0000372	Syak.g_01748	Prbl.g_01985
OG0000373	Syak.g_01747	Prbl.g_01986
OG0000374	Syak.g_01746	Prbl.g_01987
OG0000375	Syak.g_01744	Prbl.g_01988
OG0000376	Syak.g_01742	Prbl.g_01990
OG0000377	Syak.g_01948	Prbl.g_02244
OG0000378	Syak.g_01968	Prbl.g_02258
OG0000379	Syak.g_01972	Prbl.g_02274
OG0000380	Syak.g_02256	Prbl.g_00612
OG0000381	Syak.g_02254	Prbl.g_00607
OG0000382	Syak.g_02236	Prbl.g_00592
OG0000383	Syak.g_02229	Prbl.g_00590
OG0000384	Syak.g_02228	Prbl.g_00589
OG0000385	Syak.g_02227	Prbl.g_00588
OG0000386	Syak.g_02226	Prbl.g_00587
OG0000387	Syak.g_02200	Prbl.g_00561
OG0000388	Syak.g_02196	Prbl.g_00557
OG0000389	Syak.g_02345, Syak.g_02193	Prbl.g_00553
OG0000390	Syak.g_02177	Prbl.g_01331
OG0000391	Syak.g_02172	Prbl.g_01326
OG0000392	Syak.g_02166	Prbl.g_01320
OG0000393	Syak.g_02163	Prbl.g_01315
OG0000394	Syak.g_02162	Prbl.g_01314
OG0000395	Syak.g_02161	Prbl.g_01313
OG0000396	Syak.g_02158	Prbl.g_00827
OG0000397	Syak.g_02156	Prbl.g_00825
OG0000398	Syak.g_02151	Prbl.g_00820
OG0000399	Syak.g_02150	Prbl.g_00819
OG0000400	Syak.g_02149	Prbl.g_00818
OG0000401	Syak.g_02148	Prbl.g_00817
OG0000402	Syak.g_02146	Prbl.g_00815
OG0000403	Syak.g_02145	Prbl.g_00814
OG0000404	Syak.g_02143	Prbl.g_00812
OG0000405	Syak.g_02131	Prbl.g_00305
OG0000406	Syak.g_02126	Prbl.g_00301
OG0000407	Syak.g_02125	Prbl.g_00300
OG0000408	Syak.g_02123	Prbl.g_00298
OG0000409	Syak.g_02121	Prbl.g_00296
OG0000410	Syak.g_02120	Prbl.g_00295
OG0000411	Syak.g_02119	Prbl.g_00294
OG0000412	Syak.g_02118	Prbl.g_00293
OG0000413	Syak.g_02116	Prbl.g_00291
OG0000415	Syak.g_02114	Prbl.g_00289
OG0000416	Syak.g_02113	Prbl.g_00288
OG0000417	Syak.g_02112	Prbl.g_00287
OG0000418	Syak.g_02107	Prbl.g_00282
OG0000419	Syak.g_02105	Prbl.g_00280
OG0000420	Syak.g_02103	Prbl.g_00279
OG0000421	Syak.g_02097	Prbl.g_00275
OG0000422	Syak.g_02096	Prbl.g_00274
OG0000423	Syak.g_02095	Prbl.g_00273
OG0000424	Syak.g_02094	Prbl.g_00272
OG0000425	Syak.g_02093	Prbl.g_00271
OG0000426	Syak.g_02092	Prbl.g_00270
OG0000427	Syak.g_02091	Prbl.g_00269
OG0000428	Syak.g_02088	Prbl.g_02377
OG0000429	Syak.g_02086	Prbl.g_00066
OG0000430	Syak.g_02084	Prbl.g_00068
OG0000431	Syak.g_02081	Prbl.g_00072
OG0000432	Syak.g_02075	Prbl.g_00079
OG0000433	Syak.g_02073	Prbl.g_00082
OG0000434	Syak.g_02072	Prbl.g_00083
OG0000435	Syak.g_02071	Prbl.g_00086
OG0000436	Syak.g_02064	Prbl.g_00092
OG0000437	Syak.g_02063	Prbl.g_00093
OG0000438	Syak.g_02062	Prbl.g_00094
OG0000439	Syak.g_02060	Prbl.g_00096
OG0000440	Syak.g_02059	Prbl.g_00097
OG0000441	Syak.g_02053	Prbl.g_00104
OG0000442	Syak.g_02043	Prbl.g_00105
OG0000443	Syak.g_02041	Prbl.g_01283
OG0000444	Syak.g_02022	Prbl.g_00127
OG0000445	Syak.g_02015	Prbl.g_00126
OG0000446	Syak.g_02013	Prbl.g_00124
OG0000447	Syak.g_02006	Prbl.g_01244
OG0000448	Syak.g_02005	Prbl.g_01245
OG0000449	Syak.g_02004	Prbl.g_01246
OG0000450	Syak.g_01998	Prbl.g_01252
OG0000451	Syak.g_01997	Prbl.g_01253
OG0000452	Syak.g_01993	Prbl.g_01258
OG0000453	Syak.g_01992	Prbl.g_01259
OG0000454	Syak.g_01991	Prbl.g_01260
OG0000455	Syak.g_01990	Prbl.g_01261
OG0000456	Syak.g_01989	Prbl.g_01262
OG0000457	Syak.g_01987	Prbl.g_01264
OG0000458	Syak.g_01986	Prbl.g_01265
OG0000459	Syak.g_01985	Prbl.g_01266
OG0000460	Syak.g_02303	Prbl.g_01923
OG0000461	Syak.g_01402	Prbl.g_02679
OG0000462	Syak.g_01405	Prbl.g_02666
OG0000463	Syak.g_01406	Prbl.g_01516
OG0000464	Syak.g_01407	Prbl.g_01515
OG0000465	Syak.g_01409	Prbl.g_01513
OG0000466	Syak.g_01414	Prbl.g_01508
OG0000467	Syak.g_01416	Prbl.g_01506
OG0000468	Syak.g_01421	Prbl.g_01499
OG0000469	Syak.g_01436	Prbl.g_01486
OG0000470	Syak.g_01438	Prbl.g_01473
OG0000471	Syak.g_01439	Prbl.g_01472
OG0000472	Syak.g_01441	Prbl.g_01470
OG0000473	Syak.g_01443	Prbl.g_01468
OG0000474	Syak.g_01444	Prbl.g_01467
OG0000475	Syak.g_01445	Prbl.g_01466
OG0000476	Syak.g_01447	Prbl.g_01464
OG0000477	Syak.g_01453	Prbl.g_01459
OG0000478	Syak.g_01454	Prbl.g_01458
OG0000479	Syak.g_01455	Prbl.g_01457
OG0000480	Syak.g_01462	Prbl.g_01450
OG0000481	Syak.g_01464	Prbl.g_01448
OG0000482	Syak.g_01465	Prbl.g_01447
OG0000483	Syak.g_01469	Prbl.g_01443
OG0000484	Syak.g_01470	Prbl.g_01442
OG0000485	Syak.g_01472	Prbl.g_01441
OG0000486	Syak.g_01473	Prbl.g_01440
OG0000487	Syak.g_01479	Prbl.g_01435
OG0000488	Syak.g_01483	Prbl.g_01431
OG0000489	Syak.g_01499	Prbl.g_01420
OG0000490	Syak.g_01507	Prbl.g_01414
OG0000491	Syak.g_01511	Prbl.g_01413
OG0000492	Syak.g_01513	Prbl.g_00909
OG0000493	Syak.g_01514	Prbl.g_00908
OG0000494	Syak.g_01515	Prbl.g_00907
OG0000495	Syak.g_01516	Prbl.g_00906
OG0000496	Syak.g_01517	Prbl.g_00905
OG0000497	Syak.g_01518	Prbl.g_00904
OG0000498	Syak.g_01519	Prbl.g_00903
OG0000499	Syak.g_01520	Prbl.g_00902
OG0000500	Syak.g_01521	Prbl.g_00901
OG0000501	Syak.g_01524	Prbl.g_00898
OG0000502	Syak.g_01538	Prbl.g_00886
OG0000503	Syak.g_01246	Prbl.g_01201
OG0000504	Syak.g_01244	Prbl.g_01203
OG0000505	Syak.g_01243	Prbl.g_01204
OG0000506	Syak.g_01241	Prbl.g_01206
OG0000507	Syak.g_01235	Prbl.g_01210
OG0000508	Syak.g_01231	Prbl.g_01217
OG0000509	Syak.g_01229	Prbl.g_01219
OG0000510	Syak.g_01228	Prbl.g_01220
OG0000511	Syak.g_01227	Prbl.g_01221
OG0000512	Syak.g_01225	Prbl.g_01223
OG0000513	Syak.g_01211	Prbl.g_02678
OG0000514	Syak.g_01204	Prbl.g_00676
OG0000515	Syak.g_01203	Prbl.g_00675
OG0000516	Syak.g_01199	Prbl.g_00663
OG0000517	Syak.g_01192	Prbl.g_00653
OG0000518	Syak.g_01180	Prbl.g_00641
OG0000519	Syak.g_01179	Prbl.g_00640
OG0000520	Syak.g_01178	Prbl.g_00639
OG0000521	Syak.g_01167	Prbl.g_00625
OG0000522	Syak.g_01163	Prbl.g_00623
OG0000523	Syak.g_01162	Prbl.g_00622
OG0000524	Syak.g_01149	Prbl.g_01364
OG0000525	Syak.g_01130	Prbl.g_01348
OG0000526	Syak.g_01127	Prbl.g_01346
OG0000527	Syak.g_01120	Prbl.g_01342
OG0000528	Syak.g_02570	Prbl.g_00506
OG0000529	Syak.g_02575	Prbl.g_00512
OG0000530	Syak.g_02578	Prbl.g_00515
OG0000531	Syak.g_02579	Prbl.g_00516
OG0000532	Syak.g_02582	Prbl.g_00519
OG0000533	Syak.g_02584	Prbl.g_00521
OG0000534	Syak.g_02585	Prbl.g_00522
OG0000535	Syak.g_02586	Prbl.g_00523
OG0000536	Syak.g_02587	Prbl.g_00524
OG0000537	Syak.g_02588	Prbl.g_00525
OG0000538	Syak.g_02600	Prbl.g_00536
OG0000539	Syak.g_02601	Prbl.g_00806
OG0000540	Syak.g_02602	Prbl.g_00805
OG0000541	Syak.g_02603	Prbl.g_00804
OG0000542	Syak.g_02606	Prbl.g_00801
OG0000543	Syak.g_02608	Prbl.g_00799
OG0000544	Syak.g_02609	Prbl.g_00798
OG0000545	Syak.g_02611	Prbl.g_00797
OG0000546	Syak.g_02613	Prbl.g_00794
OG0000547	Syak.g_02615	Prbl.g_00792
OG0000548	Syak.g_02616	Prbl.g_00791
OG0000549	Syak.g_02622	Prbl.g_00785
OG0000550	Syak.g_02626	Prbl.g_00780
OG0000551	Syak.g_02631	Prbl.g_00776
OG0000552	Syak.g_02632	Prbl.g_00775
OG0000553	Syak.g_02636	Prbl.g_00770
OG0000554	Syak.g_02641	Prbl.g_00765
OG0000555	Syak.g_02657	Prbl.g_00747
OG0000556	Syak.g_02661	Prbl.g_02645
OG0000557	Syak.g_02663	Prbl.g_01878
OG0000558	Syak.g_02666	Prbl.g_01881
OG0000559	Syak.g_02670	Prbl.g_01885
OG0000560	Syak.g_02672	Prbl.g_01888
OG0000561	Syak.g_02673	Prbl.g_01889
OG0000562	Syak.g_02674	Prbl.g_01890
OG0000563	Syak.g_02675	Prbl.g_01891
OG0000564	Syak.g_02676	Prbl.g_01892
OG0000565	Syak.g_02679	Prbl.g_01895
OG0000566	Syak.g_02683	Prbl.g_01899
OG0000567	Syak.g_02687	Prbl.g_01903
