Orthogroup	Syak	Syab
OG0000087	Syak.g_02141	Syab.g_02551
OG0000088	Syak.g_02106	Syab.g_02586
OG0000089	Syak.g_01215	Syab.g_00551
OG0000090	Syak.g_02640	Syab.g_02041
OG0000091	Syak.g_00043	Syab.g_01866
OG0000092	Syak.g_01126	Syab.g_01242, Syab.g_00690
OG0000093	Syak.g_00416	Syab.g_01582
OG0000094	Syak.g_00656	Syab.g_01306
OG0000095	Syak.g_00736	Syab.g_01210
OG0000097	Syak.g_00816	Syab.g_01051
OG0000098	Syak.g_00345	Syab.g_01553
OG0000099	Syak.g_01527	Syab.g_00230
OG0000100	Syak.g_00622	Syab.g_01694
OG0000101	Syak.g_01305	Syab.g_00446
OG0000102	Syak.g_01661	Syab.g_00104
OG0000103	Syak.g_01812	Syab.g_02895
OG0000104	Syak.g_01799	Syab.g_02910
OG0000105	Syak.g_01451	Syab.g_00303
OG0000106	Syak.g_00096	Syab.g_01817
OG0000107	Syak.g_01392	Syab.g_00367
OG0000108	Syak.g_02574	Syab.g_02096
OG0000109	Syak.g_02590, Syak.g_01061	Syab.g_02112
OG0000110	Syak.g_02698	Syab.g_01984
OG0000111	Syak.g_00725	Syab.g_01201
OG0000112	Syak.g_00512	Syab.g_01392
OG0000113	Syak.g_00461	Syab.g_01689
OG0000114	Syak.g_00373	Syab.g_01633
OG0000114	Syak.g_00065	Syab.g_02656
OG0000115	Syak.g_01066	Syab.g_00748
OG0000116	Syak.g_00911	Syab.g_00945
OG0000117	Syak.g_00846	Syab.g_01018
OG0000118	Syak.g_00954	Syab.g_00897
OG0000120	Syak.g_01526	Syab.g_00229
OG0000121	Syak.g_01044	Syab.g_00772
OG0000122	Syak.g_00081	Syab.g_01839
OG0000123	Syak.g_01299	Syab.g_00454
OG0000124	Syak.g_01692	Syab.g_00088
OG0000125	Syak.g_01934	Syab.g_02763
OG0000126	Syak.g_01801	Syab.g_02908
OG0000128	Syak.g_01782	Syab.g_00012
OG0000129	Syak.g_01947	Syab.g_02749
OG0000130	Syak.g_02255	Syab.g_02434
OG0000131	Syak.g_02128	Syab.g_02564
OG0000132	Syak.g_02108	Syab.g_02584
OG0000133	Syak.g_00507	Syab.g_01387
OG0000134	Syak.g_01212	Syab.g_00554
OG0000135	Syak.g_01897	Syab.g_02815
OG0000136	Syak.g_01186	Syab.g_00588
OG0000137	Syak.g_01118	Syab.g_00697
OG0000138	Syak.g_02591	Syab.g_02113
OG0000139	Syak.g_02646	Syab.g_02035
OG0000140	Syak.g_02650	Syab.g_02033
OG0000141	Syak.g_02746	Syab.g_01931
OG0000142	Syak.g_00035	Syab.g_01873
OG0000143	Syak.g_00039	Syab.g_01870
OG0000144	Syak.g_00260	Syab.g_01757
OG0000145	Syak.g_02598	Syab.g_02120
OG0000146	Syak.g_00514	Syab.g_01393
OG0000147	Syak.g_00515	Syab.g_01394
OG0000148	Syak.g_00455	Syab.g_01682
OG0000149	Syak.g_00596	Syab.g_01720
OG0000150	Syak.g_02747	Syab.g_01930
OG0000151	Syak.g_00387	Syab.g_01612
OG0000152	Syak.g_00503	Syab.g_01383
OG0000153	Syak.g_00470	Syab.g_01343
OG0000154	Syak.g_00645	Syab.g_01317
OG0000155	Syak.g_00855	Syab.g_01009
OG0000156	Syak.g_00919	Syab.g_00933
OG0000157	Syak.g_00920	Syab.g_00932
OG0000158	Syak.g_01624	Syab.g_00161
OG0000159	Syak.g_01580	Syab.g_00148
OG0000160	Syak.g_01043	Syab.g_00774
OG0000161	Syak.g_01050	Syab.g_00766
OG0000162	Syak.g_01058	Syab.g_00755
OG0000163	Syak.g_02478	Syab.g_02173
OG0000164	Syak.g_02384	Syab.g_02307
OG0000165	Syak.g_02374	Syab.g_02316
OG0000166	Syak.g_01345	Syab.g_00407
OG0000167	Syak.g_01561	Syab.g_00205
OG0000168	Syak.g_01625	Syab.g_00136
OG0000169	Syak.g_01637	Syab.g_00125
OG0000170	Syak.g_01644	Syab.g_00118
OG0000171	Syak.g_01691	Syab.g_00089
OG0000172	Syak.g_01713	Syab.g_00080
OG0000173	Syak.g_01733	Syab.g_00061
OG0000174	Syak.g_01895	Syab.g_02819
OG0000175	Syak.g_01827	Syab.g_02876
OG0000176	Syak.g_01790	Syab.g_00004
OG0000177	Syak.g_01789	Syab.g_00005
OG0000178	Syak.g_01788	Syab.g_00006
OG0000179	Syak.g_01773	Syab.g_00022
OG0000180	Syak.g_01772	Syab.g_00023
OG0000181	Syak.g_01771	Syab.g_00024
OG0000182	Syak.g_01770	Syab.g_00025
OG0000183	Syak.g_01766	Syab.g_00029
OG0000184	Syak.g_01955	Syab.g_02738
OG0000185	Syak.g_01971	Syab.g_02715
OG0000186	Syak.g_02258	Syab.g_02430
OG0000187	Syak.g_02257	Syab.g_02431
OG0000188	Syak.g_02235	Syab.g_02454
OG0000189	Syak.g_02203	Syab.g_02487
OG0000190	Syak.g_01575	Syab.g_00190, Syab.g_00139
OG0000191	Syak.g_02171	Syab.g_02522
OG0000192	Syak.g_02165	Syab.g_02528
OG0000193	Syak.g_02127	Syab.g_02565
OG0000194	Syak.g_02124	Syab.g_02568
OG0000195	Syak.g_02122	Syab.g_02570
OG0000196	Syak.g_02111	Syab.g_02581
OG0000197	Syak.g_02110	Syab.g_02582
OG0000198	Syak.g_02109	Syab.g_02583
OG0000199	Syak.g_02100	Syab.g_02591
OG0000200	Syak.g_02083	Syab.g_02611
OG0000201	Syak.g_02068	Syab.g_02628
OG0000202	Syak.g_02067	Syab.g_02629
OG0000203	Syak.g_02066	Syab.g_02630
OG0000204	Syak.g_02065	Syab.g_02631
OG0000205	Syak.g_02058	Syab.g_02638
OG0000206	Syak.g_02038	Syab.g_02674
OG0000207	Syak.g_02025	Syab.g_02677
OG0000208	Syak.g_02024	Syab.g_02678
OG0000209	Syak.g_01995	Syab.g_02698
OG0000210	Syak.g_01994	Syab.g_02699
OG0000211	Syak.g_02300	Syab.g_02374
OG0000212	Syak.g_02311	Syab.g_02365
OG0000213	Syak.g_01425	Syab.g_00332
OG0000214	Syak.g_01442	Syab.g_00312
OG0000215	Syak.g_01474	Syab.g_00281
OG0000216	Syak.g_01478	Syab.g_00277
OG0000217	Syak.g_01482	Syab.g_00273
OG0000218	Syak.g_01484	Syab.g_00271
OG0000219	Syak.g_01485	Syab.g_00270
OG0000220	Syak.g_01486	Syab.g_00269
OG0000221	Syak.g_01498	Syab.g_00257
OG0000222	Syak.g_01512	Syab.g_00244
OG0000223	Syak.g_01531	Syab.g_00226
OG0000224	Syak.g_01532	Syab.g_00223
OG0000225	Syak.g_01230	Syab.g_00538
OG0000226	Syak.g_01226	Syab.g_00542
OG0000227	Syak.g_01224	Syab.g_00544
OG0000228	Syak.g_01216	Syab.g_00550
OG0000229	Syak.g_01191	Syab.g_00583
OG0000230	Syak.g_01189	Syab.g_00585
OG0000231	Syak.g_01176	Syab.g_00613
OG0000232	Syak.g_01156	Syab.g_00631
OG0000233	Syak.g_01145	Syab.g_00645
OG0000234	Syak.g_01116	Syab.g_00699
OG0000235	Syak.g_02573	Syab.g_02095
OG0000236	Syak.g_02589	Syab.g_02111
OG0000237	Syak.g_02607	Syab.g_02129
OG0000238	Syak.g_02612	Syab.g_02134
OG0000239	Syak.g_02628	Syab.g_02151
OG0000240	Syak.g_02629	Syab.g_02152
OG0000241	Syak.g_00027	Syab.g_01884
OG0000242	Syak.g_02638	Syab.g_02043
OG0000243	Syak.g_02658	Syab.g_02025
OG0000244	Syak.g_02665	Syab.g_02017
OG0000245	Syak.g_02667	Syab.g_02015
OG0000246	Syak.g_02671	Syab.g_02011
OG0000247	Syak.g_02681	Syab.g_01999
OG0000248	Syak.g_02684	Syab.g_01996
OG0000249	Syak.g_02686	Syab.g_01994
OG0000250	Syak.g_02694	Syab.g_01988
OG0000251	Syak.g_02722	Syab.g_01961
OG0000252	Syak.g_02725	Syab.g_01958
OG0000253	Syak.g_02727	Syab.g_01956
OG0000254	Syak.g_02752	Syab.g_01925
OG0000255	Syak.g_02772	Syab.g_01912
OG0000256	Syak.g_00020	Syab.g_01890
OG0000257	Syak.g_00026	Syab.g_01885
OG0000258	Syak.g_00044	Syab.g_01861
OG0000259	Syak.g_00334	Syab.g_01538
OG0000260	Syak.g_00338	Syab.g_01544
OG0000261	Syak.g_00348	Syab.g_01556
OG0000262	Syak.g_00353	Syab.g_01561
OG0000263	Syak.g_00828	Syab.g_01035
OG0000264	Syak.g_00698	Syab.g_01173
OG0000265	Syak.g_00211	Syab.g_01773
OG0000266	Syak.g_00778	Syab.g_01667
OG0000267	Syak.g_00555	Syab.g_01433
OG0000268	Syak.g_00554	Syab.g_01432
OG0000269	Syak.g_00429	Syab.g_01650
OG0000270	Syak.g_00432	Syab.g_01657
OG0000271	Syak.g_00440	Syab.g_01279
OG0000272	Syak.g_00441	Syab.g_01280
OG0000273	Syak.g_00616	Syab.g_01699
OG0000274	Syak.g_00615	Syab.g_01700
OG0000275	Syak.g_00611	Syab.g_01704
OG0000276	Syak.g_00604	Syab.g_01712
OG0000277	Syak.g_00603	Syab.g_01713
OG0000278	Syak.g_00600	Syab.g_01716
OG0000279	Syak.g_00592	Syab.g_01724
OG0000280	Syak.g_00582	Syab.g_01736
OG0000281	Syak.g_00339	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syak.g_00375	Syab.g_01631
OG0000283	Syak.g_00541	Syab.g_01418
OG0000284	Syak.g_00536	Syab.g_01413
OG0000285	Syak.g_00523	Syab.g_01402
OG0000286	Syak.g_00504	Syab.g_01384
OG0000287	Syak.g_00477	Syab.g_01350
OG0000288	Syak.g_00644	Syab.g_01318
OG0000289	Syak.g_00659	Syab.g_01303
OG0000290	Syak.g_00738	Syab.g_01213
OG0000291	Syak.g_00737	Syab.g_01211
OG0000292	Syak.g_01802	Syab.g_02907
OG0000293	Syak.g_00910	Syab.g_00946
OG0000294	Syak.g_00909	Syab.g_00947
OG0000295	Syak.g_00863	Syab.g_01001
OG0000296	Syak.g_00861	Syab.g_01003
OG0000297	Syak.g_00848	Syab.g_01016
OG0000298	Syak.g_00847	Syab.g_01017
OG0000299	Syak.g_00820	Syab.g_01047
OG0000300	Syak.g_00813	Syab.g_01054
OG0000301	Syak.g_00812	Syab.g_01055
OG0000302	Syak.g_00811	Syab.g_01056
OG0000303	Syak.g_00674	Syab.g_01149
OG0000304	Syak.g_00680	Syab.g_01143
OG0000305	Syak.g_00732	Syab.g_01208
OG0000306	Syak.g_00094	Syab.g_01819
OG0000307	Syak.g_02556	Syab.g_02078
OG0000308	Syak.g_02554	Syab.g_02076
OG0000309	Syak.g_02549	Syab.g_02071
OG0000310	Syak.g_00994	Syab.g_00817
OG0000311	Syak.g_00999	Syab.g_00811
OG0000312	Syak.g_01028	Syab.g_00793
OG0000313	Syak.g_01046	Syab.g_00769
OG0000314	Syak.g_01079	Syab.g_00736
OG0000315	Syak.g_01090	Syab.g_00726
OG0000316	Syak.g_02462	Syab.g_02189
OG0000317	Syak.g_02419	Syab.g_02251
OG0000318	Syak.g_02415	Syab.g_02257
OG0000319	Syak.g_02399	Syab.g_02291
OG0000320	Syak.g_02397	Syab.g_02293
OG0000321	Syak.g_02396	Syab.g_02294
OG0000322	Syak.g_02395	Syab.g_02295
OG0000323	Syak.g_02380	Syab.g_02310
OG0000324	Syak.g_02347	Syab.g_02341
OG0000325	Syak.g_01391	Syab.g_00368
OG0000326	Syak.g_01384	Syab.g_00375
OG0000327	Syak.g_01350	Syab.g_00402
OG0000328	Syak.g_01349	Syab.g_00403
OG0000329	Syak.g_01331	Syab.g_00420
OG0000330	Syak.g_01330	Syab.g_00421
OG0000331	Syak.g_01329	Syab.g_00422
OG0000332	Syak.g_01314	Syab.g_00437
OG0000333	Syak.g_01311	Syab.g_00440
OG0000334	Syak.g_01302	Syab.g_00450
OG0000335	Syak.g_01298	Syab.g_00455
OG0000336	Syak.g_01294	Syab.g_00459
OG0000337	Syak.g_01555	Syab.g_00210
OG0000338	Syak.g_01558	Syab.g_00207
OG0000339	Syak.g_01566	Syab.g_00201
OG0000340	Syak.g_01626	Syab.g_00135
OG0000341	Syak.g_01628	Syab.g_00133
OG0000342	Syak.g_01629	Syab.g_00132
OG0000343	Syak.g_01631	Syab.g_00131
OG0000344	Syak.g_01635	Syab.g_02424, Syab.g_00127
OG0000345	Syak.g_01645	Syab.g_00117
OG0000346	Syak.g_01651	Syab.g_00112
OG0000347	Syak.g_01694	Syab.g_00087
OG0000348	Syak.g_01717	Syab.g_00076
OG0000349	Syak.g_01740	Syab.g_00054
OG0000350	Syak.g_01377	Syab.g_00382
OG0000351	Syak.g_01823	Syab.g_02879
OG0000352	Syak.g_01822	Syab.g_02880
OG0000353	Syak.g_01796	Syab.g_02913
OG0000354	Syak.g_02618	Syab.g_02140
OG0000354	Syak.g_01775	Syab.g_00020
OG0000355	Syak.g_01793	Syab.g_00001
OG0000356	Syak.g_01792	Syab.g_00002
OG0000357	Syak.g_01791	Syab.g_00003
OG0000358	Syak.g_01787	Syab.g_00007
OG0000359	Syak.g_01785	Syab.g_00009
OG0000360	Syak.g_01784	Syab.g_00010
OG0000361	Syak.g_01783	Syab.g_00011
OG0000362	Syak.g_01781	Syab.g_00013
OG0000363	Syak.g_01779	Syab.g_00015
OG0000364	Syak.g_01778	Syab.g_00016
OG0000365	Syak.g_01769	Syab.g_00026
OG0000366	Syak.g_01768	Syab.g_00027
OG0000367	Syak.g_01767	Syab.g_00028
OG0000368	Syak.g_01765	Syab.g_00030
OG0000369	Syak.g_01764	Syab.g_00031
OG0000370	Syak.g_01763	Syab.g_00032
OG0000371	Syak.g_01753	Syab.g_00711, Syab.g_00039
OG0000372	Syak.g_01748	Syab.g_00045
OG0000373	Syak.g_01747	Syab.g_00046
OG0000374	Syak.g_01746	Syab.g_00047
OG0000375	Syak.g_01744	Syab.g_00050
OG0000376	Syak.g_01742	Syab.g_00052
OG0000377	Syak.g_01948	Syab.g_02748
OG0000378	Syak.g_01968	Syab.g_02717
OG0000379	Syak.g_01972	Syab.g_02714
OG0000380	Syak.g_02256	Syab.g_02432
OG0000381	Syak.g_02254	Syab.g_02435
OG0000382	Syak.g_02236	Syab.g_02453
OG0000383	Syak.g_02229	Syab.g_02459
OG0000384	Syak.g_02228	Syab.g_02460
OG0000385	Syak.g_02227	Syab.g_02461
OG0000386	Syak.g_02226	Syab.g_02462
OG0000387	Syak.g_02200	Syab.g_02491
OG0000388	Syak.g_02196	Syab.g_02495
OG0000389	Syak.g_02193	Syab.g_02499
OG0000390	Syak.g_02177	Syab.g_02516
OG0000391	Syak.g_02172	Syab.g_02521
OG0000392	Syak.g_02166	Syab.g_02527
OG0000393	Syak.g_02163	Syab.g_02530
OG0000394	Syak.g_02162	Syab.g_02531
OG0000395	Syak.g_02161	Syab.g_02532
OG0000396	Syak.g_02158	Syab.g_02535
OG0000397	Syak.g_02156	Syab.g_02537
OG0000398	Syak.g_02151	Syab.g_02542
OG0000399	Syak.g_02150	Syab.g_02543
OG0000400	Syak.g_02149	Syab.g_02544
OG0000401	Syak.g_02148	Syab.g_02545
OG0000402	Syak.g_02146	Syab.g_02547
OG0000403	Syak.g_02145	Syab.g_02548
OG0000404	Syak.g_02143	Syab.g_02550
OG0000405	Syak.g_02131	Syab.g_02562
OG0000406	Syak.g_02126	Syab.g_02566
OG0000407	Syak.g_02125	Syab.g_02567
OG0000408	Syak.g_02123	Syab.g_02569
OG0000409	Syak.g_02121	Syab.g_02571
OG0000410	Syak.g_02120	Syab.g_02572
OG0000411	Syak.g_02119	Syab.g_02573
OG0000412	Syak.g_02118	Syab.g_02574
OG0000413	Syak.g_02116	Syab.g_02576
OG0000415	Syak.g_02114	Syab.g_02578
OG0000416	Syak.g_02113	Syab.g_02579
OG0000417	Syak.g_02112	Syab.g_02580
OG0000418	Syak.g_02107	Syab.g_02585
OG0000419	Syak.g_02105	Syab.g_02587
OG0000420	Syak.g_02103	Syab.g_02589
OG0000421	Syak.g_02097	Syab.g_02595
OG0000422	Syak.g_02096	Syab.g_02596
OG0000423	Syak.g_02095	Syab.g_02597
OG0000424	Syak.g_02094	Syab.g_02598
OG0000425	Syak.g_02093	Syab.g_02599
OG0000426	Syak.g_02092	Syab.g_02600
OG0000427	Syak.g_02091	Syab.g_02601
OG0000428	Syak.g_02088	Syab.g_02604
OG0000429	Syak.g_02086	Syab.g_02608
OG0000430	Syak.g_02084	Syab.g_02610
OG0000431	Syak.g_02081	Syab.g_02613
OG0000432	Syak.g_02075	Syab.g_02619
OG0000433	Syak.g_02073	Syab.g_02622
OG0000434	Syak.g_02072	Syab.g_02623
OG0000435	Syak.g_02071	Syab.g_02625
OG0000436	Syak.g_02064	Syab.g_02632
OG0000437	Syak.g_02063	Syab.g_02633
OG0000438	Syak.g_02062	Syab.g_02634
OG0000439	Syak.g_02060	Syab.g_02636
OG0000440	Syak.g_02059	Syab.g_02637
OG0000441	Syak.g_02053	Syab.g_02641
OG0000442	Syak.g_02043	Syab.g_02642
OG0000443	Syak.g_02041	Syab.g_02668
OG0000444	Syak.g_02022	Syab.g_02681
OG0000445	Syak.g_02015	Syab.g_02682
OG0000446	Syak.g_02013	Syab.g_02684
OG0000447	Syak.g_02006	Syab.g_02687
OG0000448	Syak.g_02005	Syab.g_02688
OG0000449	Syak.g_02004	Syab.g_02689
OG0000450	Syak.g_01998	Syab.g_02695
OG0000451	Syak.g_01997	Syab.g_02696
OG0000452	Syak.g_01993	Syab.g_02701
OG0000453	Syak.g_01992	Syab.g_02702
OG0000454	Syak.g_01991	Syab.g_02703
OG0000455	Syak.g_01990	Syab.g_02704
OG0000456	Syak.g_01989	Syab.g_02705
OG0000457	Syak.g_01987	Syab.g_02707
OG0000458	Syak.g_01986	Syab.g_02708
OG0000459	Syak.g_01985	Syab.g_02709
OG0000460	Syak.g_02303	Syab.g_02372
OG0000461	Syak.g_01402	Syab.g_00356
OG0000462	Syak.g_01405	Syab.g_00352
OG0000463	Syak.g_01406	Syab.g_00351
OG0000464	Syak.g_01407	Syab.g_00350
OG0000465	Syak.g_01409	Syab.g_00349
OG0000466	Syak.g_01414	Syab.g_00343
OG0000467	Syak.g_01416	Syab.g_00341
OG0000468	Syak.g_01421	Syab.g_00336
OG0000469	Syak.g_01436	Syab.g_00318
OG0000470	Syak.g_01438	Syab.g_00316
OG0000471	Syak.g_01439	Syab.g_00315
OG0000472	Syak.g_01441	Syab.g_00313
OG0000473	Syak.g_01443	Syab.g_00311
OG0000474	Syak.g_01444	Syab.g_00310
OG0000475	Syak.g_01445	Syab.g_00309
OG0000476	Syak.g_01447	Syab.g_00307
OG0000477	Syak.g_01453	Syab.g_00301
OG0000478	Syak.g_01454	Syab.g_00300
OG0000479	Syak.g_01455	Syab.g_00299
OG0000480	Syak.g_01462	Syab.g_00292
OG0000481	Syak.g_01464	Syab.g_00290
OG0000482	Syak.g_01465	Syab.g_00289
OG0000483	Syak.g_01469	Syab.g_00285
OG0000484	Syak.g_01470	Syab.g_00284
OG0000485	Syak.g_01472	Syab.g_00283
OG0000486	Syak.g_01473	Syab.g_00282
OG0000487	Syak.g_01479	Syab.g_00276
OG0000488	Syak.g_01483	Syab.g_00272
OG0000489	Syak.g_01499	Syab.g_00256
OG0000490	Syak.g_01507	Syab.g_00247
OG0000491	Syak.g_01511	Syab.g_00245
OG0000492	Syak.g_01513	Syab.g_00243
OG0000493	Syak.g_01514	Syab.g_00242
OG0000494	Syak.g_01515	Syab.g_00241
OG0000495	Syak.g_01516	Syab.g_00240
OG0000496	Syak.g_01517	Syab.g_00239
OG0000497	Syak.g_01518	Syab.g_00238
OG0000498	Syak.g_01519	Syab.g_00237
OG0000499	Syak.g_01520	Syab.g_00236
OG0000500	Syak.g_01521	Syab.g_00235
OG0000501	Syak.g_01524	Syab.g_00232
OG0000502	Syak.g_01538	Syab.g_00224
OG0000503	Syak.g_01246	Syab.g_00523
OG0000504	Syak.g_01244	Syab.g_00525
OG0000505	Syak.g_01243	Syab.g_00526
OG0000506	Syak.g_01241	Syab.g_00528
OG0000507	Syak.g_01235	Syab.g_00533
OG0000508	Syak.g_01231	Syab.g_00537
OG0000509	Syak.g_01229	Syab.g_00539
OG0000510	Syak.g_01228	Syab.g_00540
OG0000511	Syak.g_01227	Syab.g_00541
OG0000512	Syak.g_01225	Syab.g_00543
OG0000513	Syak.g_01211	Syab.g_00555
OG0000514	Syak.g_01204	Syab.g_00566
OG0000515	Syak.g_01203	Syab.g_00567
OG0000516	Syak.g_01199	Syab.g_00575
OG0000517	Syak.g_01192	Syab.g_00582
OG0000518	Syak.g_01180	Syab.g_00594
OG0000519	Syak.g_01179	Syab.g_00610
OG0000520	Syak.g_01178	Syab.g_00611
OG0000521	Syak.g_01167	Syab.g_00624
OG0000522	Syak.g_01163	Syab.g_00626
OG0000523	Syak.g_01162	Syab.g_00627
OG0000524	Syak.g_01149	Syab.g_00640
OG0000525	Syak.g_01130	Syab.g_00671
OG0000526	Syak.g_01127	Syab.g_00689
OG0000527	Syak.g_01120	Syab.g_00695
OG0000528	Syak.g_02570	Syab.g_02092
OG0000529	Syak.g_02575	Syab.g_02097
OG0000530	Syak.g_02578	Syab.g_02100
OG0000531	Syak.g_02579	Syab.g_02101
OG0000532	Syak.g_02582	Syab.g_02104
OG0000533	Syak.g_02584	Syab.g_02106
OG0000534	Syak.g_02585	Syab.g_02107
OG0000535	Syak.g_02586	Syab.g_02108
OG0000536	Syak.g_02587	Syab.g_02109
OG0000537	Syak.g_02588	Syab.g_02110
OG0000538	Syak.g_02600	Syab.g_02122
OG0000539	Syak.g_02601	Syab.g_02123
OG0000540	Syak.g_02602	Syab.g_02124
OG0000541	Syak.g_02603	Syab.g_02125
OG0000542	Syak.g_02606	Syab.g_02128
OG0000543	Syak.g_02608	Syab.g_02130
OG0000544	Syak.g_02609	Syab.g_02131
OG0000545	Syak.g_02611	Syab.g_02133
OG0000546	Syak.g_02613	Syab.g_02135
OG0000547	Syak.g_02615	Syab.g_02137
OG0000548	Syak.g_02616	Syab.g_02138
OG0000549	Syak.g_02622	Syab.g_02144
OG0000550	Syak.g_02626	Syab.g_02149
OG0000551	Syak.g_02631	Syab.g_02153
OG0000552	Syak.g_02632	Syab.g_02154
OG0000553	Syak.g_02636	Syab.g_02046
OG0000554	Syak.g_02641	Syab.g_02040
OG0000555	Syak.g_02657	Syab.g_02026
OG0000556	Syak.g_02661	Syab.g_02022
OG0000557	Syak.g_02663	Syab.g_02019
OG0000558	Syak.g_02666	Syab.g_02016
OG0000559	Syak.g_02670	Syab.g_02012
OG0000560	Syak.g_02672	Syab.g_02009
OG0000561	Syak.g_02673	Syab.g_02008
OG0000562	Syak.g_02674	Syab.g_02007
OG0000563	Syak.g_02675	Syab.g_02006
