Orthogroup	Syak	Pray
OG0000034	Syak.g_00950, Syak.g_02133	Pray.g_01860
OG0000035	Syak.g_01041	Pray.g_01722
OG0000037	Syak.g_02188	Pray.g_00180
OG0000038	Syak.g_01938, Syak.g_01936	Pray.g_01415
OG0000039	Syak.g_00772, Syak.g_01918	Pray.g_01077
OG0000042	Syak.g_00843, Syak.g_01681	Pray.g_01371
OG0000043	Syak.g_00335	Pray.g_00420
OG0000044	Syak.g_00153	Pray.g_00002
OG0000045	Syak.g_00228	Pray.g_00849
OG0000047	Syak.g_01147	Pray.g_00897, Pray.g_00808
OG0000048	Syak.g_01446	Pray.g_00852
OG0000050	Syak.g_00106	Pray.g_00883
OG0000052	Syak.g_01549	Pray.g_01793
OG0000053	Syak.g_01068	Pray.g_01702
OG0000054	Syak.g_02744	Pray.g_01157
OG0000055	Syak.g_00766	Pray.g_00329
OG0000057	Syak.g_00724	Pray.g_01065
OG0000058	Syak.g_01530	Pray.g_01786
OG0000059	Syak.g_01355	Pray.g_01258, Pray.g_01761
OG0000061	Syak.g_00898	Pray.g_00064
OG0000063	Syak.g_01752	Pray.g_01495
OG0000065	Syak.g_02192, Syak.g_00282	Pray.g_00182
OG0000066	Syak.g_02653	Pray.g_01222
OG0000067	Syak.g_00434	Pray.g_00348
OG0000068	Syak.g_02565	Pray.g_01829
OG0000070	Syak.g_01174	Pray.g_00940
OG0000071	Syak.g_00936	Pray.g_01870
OG0000072	Syak.g_02099	Pray.g_00652
OG0000073	Syak.g_02597	Pray.g_00990
OG0000075	Syak.g_01564	Pray.g_01339
OG0000076	Syak.g_01650	Pray.g_01364
OG0000077	Syak.g_02243	Pray.g_00211
OG0000078	Syak.g_02310	Pray.g_00720
OG0000079	Syak.g_01417	Pray.g_00733
OG0000081	Syak.g_00115	Pray.g_01022
OG0000082	Syak.g_02711	Pray.g_01177
OG0000084	Syak.g_01036	Pray.g_01726
OG0000085	Syak.g_02427	Pray.g_01566
OG0000086	Syak.g_02219	Pray.g_00201
OG0000087	Syak.g_02141	Pray.g_00150
OG0000088	Syak.g_02106	Pray.g_00647
OG0000089	Syak.g_01215	Pray.g_00834
OG0000090	Syak.g_02640	Pray.g_01024, Pray.g_01228
OG0000091	Syak.g_00043	Pray.g_01121
OG0000092	Syak.g_01126	Pray.g_00457, Pray.g_01325
OG0000094	Syak.g_00656	Pray.g_00565
OG0000097	Syak.g_00816	Pray.g_00022
OG0000098	Syak.g_00345	Pray.g_01847
OG0000099	Syak.g_01527	Pray.g_01788
OG0000100	Syak.g_00622	Pray.g_01648
OG0000101	Syak.g_01305	Pray.g_01306
OG0000102	Syak.g_01661	Pray.g_01369
OG0000103	Syak.g_01812	Pray.g_01449
OG0000104	Syak.g_01799	Pray.g_01457
OG0000105	Syak.g_01451	Pray.g_00753
OG0000106	Syak.g_00096	Pray.g_00848
OG0000107	Syak.g_01392	Pray.g_00864
OG0000108	Syak.g_02574	Pray.g_00970
OG0000109	Syak.g_01061	Pray.g_00984
OG0000110	Syak.g_02698	Pray.g_01187
OG0000111	Syak.g_00725	Pray.g_01064
OG0000112	Syak.g_00512	Pray.g_00313
OG0000113	Syak.g_00461	Pray.g_00370
OG0000114	Syak.g_00373	Pray.g_00452
OG0000115	Syak.g_01066	Pray.g_00126
OG0000116	Syak.g_00911	Pray.g_00074
OG0000117	Syak.g_00846	Pray.g_01927
OG0000118	Syak.g_00954	Pray.g_01858
OG0000119	Syak.g_00917	Pray.g_01833
OG0000120	Syak.g_01526	Pray.g_01808
OG0000121	Syak.g_01044	Pray.g_01720
OG0000122	Syak.g_00081	Pray.g_01682
OG0000123	Syak.g_01299	Pray.g_01313
OG0000124	Syak.g_01692	Pray.g_01380
OG0000125	Syak.g_01934	Pray.g_01417
OG0000126	Syak.g_01801	Pray.g_01456
OG0000128	Syak.g_01782	Pray.g_01473
OG0000129	Syak.g_01947	Pray.g_00239
OG0000130	Syak.g_02255	Pray.g_00220
OG0000131	Syak.g_02128	Pray.g_00144
OG0000132	Syak.g_02108	Pray.g_00645
OG0000133	Syak.g_00507	Pray.g_00800
OG0000134	Syak.g_01212	Pray.g_00835
OG0000135	Syak.g_01897	Pray.g_00861
OG0000136	Syak.g_01186	Pray.g_00931
OG0000137	Syak.g_01118	Pray.g_00965
OG0000138	Syak.g_02591	Pray.g_00985
OG0000139	Syak.g_02646	Pray.g_01224
OG0000140	Syak.g_02650	Pray.g_01223
OG0000141	Syak.g_02746	Pray.g_01156
OG0000142	Syak.g_00035	Pray.g_01128
OG0000143	Syak.g_00039	Pray.g_01124
OG0000144	Syak.g_00260	Pray.g_01111
OG0000145	Syak.g_02598	Pray.g_00306
OG0000146	Syak.g_00514	Pray.g_00314
OG0000147	Syak.g_00515	Pray.g_00315
OG0000148	Syak.g_00455	Pray.g_00364
OG0000149	Syak.g_00596	Pray.g_00395
OG0000150	Syak.g_02747	Pray.g_00403
OG0000151	Syak.g_00387	Pray.g_00462
OG0000152	Syak.g_00503	Pray.g_00511
OG0000153	Syak.g_00470	Pray.g_00530
OG0000154	Syak.g_00645	Pray.g_00558
OG0000155	Syak.g_00855	Pray.g_00043
OG0000156	Syak.g_00919	Pray.g_01881
OG0000157	Syak.g_00920	Pray.g_01880
OG0000158	Syak.g_01624	Pray.g_01787
OG0000160	Syak.g_01043	Pray.g_01721
OG0000161	Syak.g_01050	Pray.g_01715
OG0000162	Syak.g_01058	Pray.g_01709
OG0000163	Syak.g_02478	Pray.g_01675
OG0000164	Syak.g_02384	Pray.g_01535
OG0000165	Syak.g_02374	Pray.g_01528
OG0000166	Syak.g_01345	Pray.g_01270
OG0000167	Syak.g_01561	Pray.g_01337
OG0000168	Syak.g_01625	Pray.g_01347
OG0000169	Syak.g_01637	Pray.g_01357
OG0000170	Syak.g_01644	Pray.g_01359
OG0000171	Syak.g_01691	Pray.g_01379
OG0000172	Syak.g_01713	Pray.g_01388
OG0000173	Syak.g_01733	Pray.g_01403
OG0000174	Syak.g_01895	Pray.g_01431
OG0000175	Syak.g_01827	Pray.g_01441
OG0000176	Syak.g_01790	Pray.g_01465, Pray.g_01466
OG0000177	Syak.g_01789	Pray.g_01467
OG0000178	Syak.g_01788	Pray.g_01468
OG0000179	Syak.g_01773	Pray.g_01478
OG0000180	Syak.g_01772	Pray.g_01479
OG0000181	Syak.g_01771	Pray.g_01480
OG0000182	Syak.g_01770	Pray.g_01481
OG0000183	Syak.g_01766	Pray.g_01485
OG0000184	Syak.g_01955	Pray.g_00237
OG0000185	Syak.g_01971	Pray.g_00234
OG0000186	Syak.g_02258	Pray.g_00225
OG0000187	Syak.g_02257	Pray.g_00224
OG0000188	Syak.g_02235	Pray.g_00207
OG0000189	Syak.g_02203	Pray.g_00193
OG0000190	Syak.g_01575	Pray.g_00192
OG0000191	Syak.g_02171	Pray.g_00172
OG0000192	Syak.g_02165	Pray.g_00168
OG0000193	Syak.g_02127	Pray.g_00143
OG0000194	Syak.g_02124	Pray.g_00140
OG0000195	Syak.g_02122	Pray.g_00138
OG0000196	Syak.g_02111	Pray.g_00642
OG0000197	Syak.g_02110	Pray.g_00643
OG0000198	Syak.g_02109	Pray.g_00644
OG0000199	Syak.g_02100	Pray.g_00651
OG0000200	Syak.g_02083	Pray.g_00665
OG0000201	Syak.g_02068	Pray.g_00673
OG0000202	Syak.g_02067	Pray.g_00674
OG0000203	Syak.g_02066	Pray.g_00675
OG0000204	Syak.g_02065	Pray.g_00676
OG0000205	Syak.g_02058	Pray.g_00683
OG0000206	Syak.g_02038	Pray.g_00688
OG0000207	Syak.g_02025	Pray.g_00690
OG0000208	Syak.g_02024	Pray.g_00691
OG0000209	Syak.g_01995	Pray.g_00700
OG0000210	Syak.g_01994	Pray.g_00701
OG0000211	Syak.g_02017	Pray.g_00714
OG0000212	Syak.g_02311	Pray.g_00721
OG0000213	Syak.g_01425	Pray.g_00738
OG0000214	Syak.g_01442	Pray.g_00747
OG0000215	Syak.g_01474	Pray.g_00771
OG0000216	Syak.g_01478	Pray.g_00772
OG0000217	Syak.g_01482	Pray.g_00775
OG0000218	Syak.g_01484	Pray.g_00777
OG0000219	Syak.g_01485	Pray.g_00778
OG0000220	Syak.g_01486	Pray.g_00779
OG0000221	Syak.g_01498	Pray.g_00780
OG0000222	Syak.g_01512	Pray.g_00788
OG0000223	Syak.g_01531	Pray.g_00801
OG0000224	Syak.g_01532	Pray.g_00803
OG0000225	Syak.g_01230	Pray.g_00824
OG0000226	Syak.g_01226	Pray.g_00828
OG0000227	Syak.g_01224	Pray.g_00830
OG0000228	Syak.g_01216	Pray.g_00833
OG0000229	Syak.g_01191	Pray.g_00926
OG0000230	Syak.g_01189	Pray.g_00928
OG0000231	Syak.g_01176	Pray.g_00939
OG0000232	Syak.g_01156	Pray.g_00948
OG0000233	Syak.g_01145	Pray.g_00953
OG0000234	Syak.g_01116	Pray.g_00966
OG0000235	Syak.g_02573	Pray.g_00969
OG0000236	Syak.g_02589	Pray.g_00983
OG0000237	Syak.g_02607	Pray.g_00997
OG0000238	Syak.g_02612	Pray.g_01003
OG0000239	Syak.g_02628	Pray.g_01016
OG0000240	Syak.g_02629	Pray.g_01017
OG0000241	Syak.g_00027	Pray.g_01021
OG0000242	Syak.g_02638	Pray.g_01023
OG0000243	Syak.g_02658	Pray.g_01218
OG0000244	Syak.g_02665	Pray.g_01215
OG0000245	Syak.g_02667	Pray.g_01213
OG0000246	Syak.g_02671	Pray.g_01209
OG0000247	Syak.g_02681	Pray.g_01199
OG0000248	Syak.g_02684	Pray.g_01197
OG0000249	Syak.g_02686	Pray.g_01195
OG0000250	Syak.g_02694	Pray.g_01190
OG0000251	Syak.g_02722	Pray.g_01172
OG0000252	Syak.g_02725	Pray.g_01169
OG0000253	Syak.g_02727	Pray.g_01168
OG0000254	Syak.g_02752	Pray.g_01152
OG0000255	Syak.g_02772	Pray.g_01146
OG0000256	Syak.g_00020	Pray.g_01136
OG0000257	Syak.g_00026	Pray.g_01133
OG0000258	Syak.g_00044	Pray.g_01120
OG0000259	Syak.g_00334	Pray.g_01103
OG0000260	Syak.g_00338	Pray.g_01100
OG0000261	Syak.g_00348	Pray.g_01098
OG0000262	Syak.g_00353	Pray.g_01094
OG0000263	Syak.g_00828	Pray.g_01082
OG0000264	Syak.g_00698	Pray.g_01072
OG0000265	Syak.g_00211	Pray.g_01040
OG0000266	Syak.g_00778	Pray.g_01030
OG0000267	Syak.g_00555	Pray.g_00274
OG0000268	Syak.g_00554	Pray.g_00275
OG0000269	Syak.g_00429	Pray.g_00343
OG0000270	Syak.g_00432	Pray.g_00346
OG0000271	Syak.g_00440	Pray.g_00354
OG0000272	Syak.g_00441	Pray.g_00355
OG0000274	Syak.g_00615	Pray.g_00379
OG0000275	Syak.g_00611	Pray.g_00382
OG0000276	Syak.g_00604	Pray.g_00387
OG0000277	Syak.g_00603	Pray.g_00388
OG0000278	Syak.g_00600	Pray.g_00391
OG0000279	Syak.g_00592	Pray.g_00398
OG0000280	Syak.g_00582	Pray.g_00399
OG0000281	Syak.g_00339	Pray.g_00404
OG0000282	Syak.g_00375	Pray.g_00454
OG0000283	Syak.g_00541	Pray.g_00488
OG0000284	Syak.g_00536	Pray.g_00493
OG0000285	Syak.g_00523	Pray.g_00498
OG0000286	Syak.g_00504	Pray.g_00510
OG0000287	Syak.g_00477	Pray.g_00527
OG0000288	Syak.g_00644	Pray.g_00557
OG0000289	Syak.g_00659	Pray.g_00568
OG0000290	Syak.g_00738	Pray.g_00581
OG0000291	Syak.g_00737	Pray.g_00583
OG0000292	Syak.g_01802	Pray.g_00632
OG0000293	Syak.g_00910	Pray.g_00073
OG0000294	Syak.g_00909	Pray.g_00072
OG0000295	Syak.g_00863	Pray.g_00051
OG0000296	Syak.g_00861	Pray.g_00049
OG0000297	Syak.g_00848	Pray.g_00041
OG0000298	Syak.g_00847	Pray.g_00040
OG0000299	Syak.g_00820	Pray.g_00023
OG0000300	Syak.g_00813	Pray.g_00020
OG0000301	Syak.g_00812	Pray.g_00019
OG0000302	Syak.g_00811	Pray.g_00017
OG0000303	Syak.g_00674	Pray.g_00010
OG0000304	Syak.g_00680	Pray.g_00006
OG0000305	Syak.g_00732	Pray.g_01837
OG0000306	Syak.g_00094	Pray.g_01834
OG0000307	Syak.g_02556	Pray.g_01820
OG0000308	Syak.g_02554	Pray.g_01819
OG0000309	Syak.g_02549	Pray.g_01815
OG0000310	Syak.g_00994	Pray.g_01737
OG0000311	Syak.g_00999	Pray.g_01735
OG0000312	Syak.g_01028	Pray.g_01732
OG0000313	Syak.g_01046	Pray.g_01718
OG0000314	Syak.g_01079	Pray.g_01695
OG0000315	Syak.g_01090	Pray.g_01685
OG0000316	Syak.g_02462	Pray.g_01665
OG0000317	Syak.g_02419	Pray.g_01561
OG0000318	Syak.g_02415	Pray.g_01558
OG0000319	Syak.g_02399	Pray.g_01545
OG0000320	Syak.g_02397	Pray.g_01543
OG0000321	Syak.g_02396	Pray.g_01542
OG0000322	Syak.g_02395	Pray.g_01541
OG0000323	Syak.g_02380	Pray.g_01532
OG0000324	Syak.g_02347	Pray.g_01506
OG0000325	Syak.g_01391	Pray.g_01235
OG0000326	Syak.g_01384	Pray.g_01241
OG0000327	Syak.g_01350	Pray.g_01265
OG0000328	Syak.g_01349	Pray.g_01266
OG0000329	Syak.g_01331	Pray.g_01283
OG0000330	Syak.g_01330	Pray.g_01284
OG0000331	Syak.g_01329	Pray.g_01285
OG0000332	Syak.g_01314	Pray.g_01299
OG0000333	Syak.g_01311	Pray.g_01301
OG0000334	Syak.g_01302	Pray.g_01309
OG0000335	Syak.g_01298	Pray.g_01314
OG0000336	Syak.g_01294	Pray.g_01318
OG0000337	Syak.g_01555	Pray.g_01335
OG0000338	Syak.g_01558	Pray.g_01336
OG0000339	Syak.g_01566	Pray.g_01340
OG0000340	Syak.g_01626	Pray.g_01348
OG0000341	Syak.g_01628	Pray.g_01350
OG0000342	Syak.g_01629	Pray.g_01351
OG0000343	Syak.g_01631	Pray.g_01352
OG0000344	Syak.g_01635	Pray.g_01355
OG0000345	Syak.g_01645	Pray.g_01360
OG0000346	Syak.g_01651	Pray.g_01365
OG0000347	Syak.g_01694	Pray.g_01381
OG0000348	Syak.g_01717	Pray.g_01391
OG0000349	Syak.g_01740	Pray.g_01408
OG0000350	Syak.g_01377	Pray.g_01427
OG0000351	Syak.g_01823	Pray.g_01444
OG0000352	Syak.g_01822	Pray.g_01445
OG0000353	Syak.g_01796	Pray.g_01460
OG0000355	Syak.g_01793	Pray.g_01462
OG0000356	Syak.g_01792	Pray.g_01463
OG0000357	Syak.g_01791	Pray.g_01464
OG0000358	Syak.g_01787	Pray.g_01469
OG0000359	Syak.g_01785	Pray.g_01470
OG0000360	Syak.g_01784	Pray.g_01471
OG0000361	Syak.g_01783	Pray.g_01472
OG0000362	Syak.g_01781	Pray.g_01474
OG0000363	Syak.g_01779	Pray.g_01476
OG0000364	Syak.g_01778	Pray.g_01477
OG0000365	Syak.g_01769	Pray.g_01482
OG0000366	Syak.g_01768	Pray.g_01483
OG0000367	Syak.g_01767	Pray.g_01484
OG0000368	Syak.g_01765	Pray.g_01486
OG0000369	Syak.g_01764	Pray.g_01487
OG0000370	Syak.g_01763	Pray.g_01488
OG0000371	Syak.g_01753	Pray.g_01494
OG0000372	Syak.g_01748	Pray.g_01497
OG0000373	Syak.g_01747	Pray.g_01498
OG0000374	Syak.g_01746	Pray.g_01499
OG0000375	Syak.g_01744	Pray.g_00243
OG0000376	Syak.g_01742	Pray.g_00241
OG0000377	Syak.g_01948	Pray.g_00238
OG0000378	Syak.g_01968	Pray.g_00236
OG0000379	Syak.g_01972	Pray.g_00233
OG0000380	Syak.g_02256	Pray.g_00223
OG0000381	Syak.g_02254	Pray.g_00219
OG0000382	Syak.g_02236	Pray.g_00208
OG0000383	Syak.g_02229	Pray.g_00206
OG0000384	Syak.g_02228	Pray.g_00205
OG0000385	Syak.g_02227	Pray.g_00204
OG0000386	Syak.g_02226	Pray.g_00203
OG0000387	Syak.g_02200	Pray.g_00190
OG0000388	Syak.g_02196	Pray.g_00187
OG0000389	Syak.g_02345, Syak.g_02193	Pray.g_00183
OG0000390	Syak.g_02177	Pray.g_00176
OG0000391	Syak.g_02172	Pray.g_00173
OG0000392	Syak.g_02166	Pray.g_00169
OG0000393	Syak.g_02163	Pray.g_00167
OG0000394	Syak.g_02162	Pray.g_00166
OG0000395	Syak.g_02161	Pray.g_00165
OG0000396	Syak.g_02158	Pray.g_00162
OG0000397	Syak.g_02156	Pray.g_00160
OG0000398	Syak.g_02151	Pray.g_00158
OG0000399	Syak.g_02150	Pray.g_00157
OG0000400	Syak.g_02149	Pray.g_00156
OG0000401	Syak.g_02148	Pray.g_00155
OG0000402	Syak.g_02146	Pray.g_00153
OG0000403	Syak.g_02145	Pray.g_00152
OG0000404	Syak.g_02143	Pray.g_00151
OG0000405	Syak.g_02131	Pray.g_00147
OG0000406	Syak.g_02126	Pray.g_00142
OG0000407	Syak.g_02125	Pray.g_00141
OG0000408	Syak.g_02123	Pray.g_00139
OG0000409	Syak.g_02121	Pray.g_00137
OG0000410	Syak.g_02120	Pray.g_00136
OG0000411	Syak.g_02119	Pray.g_00635
OG0000412	Syak.g_02118	Pray.g_00636
OG0000413	Syak.g_02116	Pray.g_00637
OG0000415	Syak.g_02114	Pray.g_00639
OG0000416	Syak.g_02113	Pray.g_00640
OG0000417	Syak.g_02112	Pray.g_00641
OG0000418	Syak.g_02107	Pray.g_00646
OG0000419	Syak.g_02105	Pray.g_00648
OG0000420	Syak.g_02103	Pray.g_00649
OG0000421	Syak.g_02097	Pray.g_00654
OG0000422	Syak.g_02096	Pray.g_00655
OG0000423	Syak.g_02095	Pray.g_00656
OG0000424	Syak.g_02094	Pray.g_00657
OG0000425	Syak.g_02093	Pray.g_00658
OG0000426	Syak.g_02092	Pray.g_00659
OG0000427	Syak.g_02091	Pray.g_00660
OG0000428	Syak.g_02088	Pray.g_00662
OG0000429	Syak.g_02086	Pray.g_00663
OG0000430	Syak.g_02084	Pray.g_00664
OG0000431	Syak.g_02081	Pray.g_00666
OG0000432	Syak.g_02075	Pray.g_00669
OG0000433	Syak.g_02073	Pray.g_00670
OG0000434	Syak.g_02072	Pray.g_00671
OG0000435	Syak.g_02071	Pray.g_00672
OG0000436	Syak.g_02064	Pray.g_00677
OG0000437	Syak.g_02063	Pray.g_00678
OG0000438	Syak.g_02062	Pray.g_00679
OG0000439	Syak.g_02060	Pray.g_00681
OG0000440	Syak.g_02059	Pray.g_00682
OG0000441	Syak.g_02053	Pray.g_00685
OG0000442	Syak.g_02043	Pray.g_00686
OG0000443	Syak.g_02041	Pray.g_00687
OG0000444	Syak.g_02022	Pray.g_00692
OG0000445	Syak.g_02015	Pray.g_00693
OG0000446	Syak.g_02013	Pray.g_00694
OG0000447	Syak.g_02006	Pray.g_00695
OG0000448	Syak.g_02005	Pray.g_00696
OG0000449	Syak.g_02004	Pray.g_00697
OG0000450	Syak.g_01998	Pray.g_00698
OG0000451	Syak.g_01997	Pray.g_00699
OG0000452	Syak.g_01993	Pray.g_00702
OG0000453	Syak.g_01992	Pray.g_00703
OG0000454	Syak.g_01991	Pray.g_00704
OG0000455	Syak.g_01990	Pray.g_00705
OG0000456	Syak.g_01989	Pray.g_00706
OG0000457	Syak.g_01987	Pray.g_00707
OG0000458	Syak.g_01986	Pray.g_00708
OG0000459	Syak.g_01985	Pray.g_00709
OG0000460	Syak.g_02303	Pray.g_00716
OG0000461	Syak.g_01402	Pray.g_00723
OG0000462	Syak.g_01405	Pray.g_00725
OG0000463	Syak.g_01406	Pray.g_00726
OG0000464	Syak.g_01407	Pray.g_00727
OG0000465	Syak.g_01409	Pray.g_00728
OG0000466	Syak.g_01414	Pray.g_00731
OG0000467	Syak.g_01416	Pray.g_00732
OG0000468	Syak.g_01421	Pray.g_00734
OG0000469	Syak.g_01436	Pray.g_00742
OG0000470	Syak.g_01438	Pray.g_00744
OG0000471	Syak.g_01439	Pray.g_00745
OG0000472	Syak.g_01441	Pray.g_00746
OG0000473	Syak.g_01443	Pray.g_00748
OG0000474	Syak.g_01444	Pray.g_00749
OG0000475	Syak.g_01445	Pray.g_00750
OG0000476	Syak.g_01447	Pray.g_00751
OG0000477	Syak.g_01453	Pray.g_00754
OG0000478	Syak.g_01454	Pray.g_00755
OG0000479	Syak.g_01455	Pray.g_00756
OG0000480	Syak.g_01462	Pray.g_00761
OG0000481	Syak.g_01464	Pray.g_00763
OG0000482	Syak.g_01465	Pray.g_00764
OG0000483	Syak.g_01469	Pray.g_00767
OG0000484	Syak.g_01470	Pray.g_00768
OG0000485	Syak.g_01472	Pray.g_00769
OG0000486	Syak.g_01473	Pray.g_00770
OG0000487	Syak.g_01479	Pray.g_00773
OG0000488	Syak.g_01483	Pray.g_00776
OG0000489	Syak.g_01499	Pray.g_00781
OG0000490	Syak.g_01507	Pray.g_00786
OG0000491	Syak.g_01511	Pray.g_00787
OG0000492	Syak.g_01513	Pray.g_00789
OG0000493	Syak.g_01514	Pray.g_00790
OG0000494	Syak.g_01515	Pray.g_00791
OG0000495	Syak.g_01516	Pray.g_00792
OG0000496	Syak.g_01517	Pray.g_00793
OG0000497	Syak.g_01518	Pray.g_00794
OG0000498	Syak.g_01519	Pray.g_00795
OG0000499	Syak.g_01520	Pray.g_00796
OG0000500	Syak.g_01521	Pray.g_00797
OG0000501	Syak.g_01524	Pray.g_00799
OG0000502	Syak.g_01538	Pray.g_00802
OG0000503	Syak.g_01246	Pray.g_00812
OG0000504	Syak.g_01244	Pray.g_00813
OG0000505	Syak.g_01243	Pray.g_00814
OG0000506	Syak.g_01241	Pray.g_00816
OG0000507	Syak.g_01235	Pray.g_00819
OG0000508	Syak.g_01231	Pray.g_00823
OG0000509	Syak.g_01229	Pray.g_00825
OG0000510	Syak.g_01228	Pray.g_00826
OG0000511	Syak.g_01227	Pray.g_00827
OG0000512	Syak.g_01225	Pray.g_00829
OG0000513	Syak.g_01211	Pray.g_00836
OG0000514	Syak.g_01204	Pray.g_00921
OG0000515	Syak.g_01203	Pray.g_00922
OG0000516	Syak.g_01199	Pray.g_00923
OG0000517	Syak.g_01192	Pray.g_00925
OG0000518	Syak.g_01180	Pray.g_00936
OG0000519	Syak.g_01179	Pray.g_00937
OG0000520	Syak.g_01178	Pray.g_00938
OG0000521	Syak.g_01167	Pray.g_00943
OG0000522	Syak.g_01163	Pray.g_00945
OG0000523	Syak.g_01162	Pray.g_00946
OG0000524	Syak.g_01149	Pray.g_00951
OG0000525	Syak.g_01130	Pray.g_00954
OG0000526	Syak.g_01127	Pray.g_00955
OG0000527	Syak.g_01120	Pray.g_00963
OG0000528	Syak.g_02570	Pray.g_00968
OG0000529	Syak.g_02575	Pray.g_00971
OG0000530	Syak.g_02578	Pray.g_00974
OG0000531	Syak.g_02579	Pray.g_00975
OG0000532	Syak.g_02582	Pray.g_00977
OG0000533	Syak.g_02584	Pray.g_00978
OG0000534	Syak.g_02585	Pray.g_00979
OG0000535	Syak.g_02586	Pray.g_00980
OG0000536	Syak.g_02587	Pray.g_00981
OG0000537	Syak.g_02588	Pray.g_00982
OG0000538	Syak.g_02600	Pray.g_00991
OG0000539	Syak.g_02601	Pray.g_00992
OG0000540	Syak.g_02602	Pray.g_00993
OG0000541	Syak.g_02603	Pray.g_00994
OG0000542	Syak.g_02606	Pray.g_00996
OG0000543	Syak.g_02608	Pray.g_00998
OG0000544	Syak.g_02609	Pray.g_00999
OG0000545	Syak.g_02611	Pray.g_01001
OG0000546	Syak.g_02613	Pray.g_01004
OG0000547	Syak.g_02615	Pray.g_01006
OG0000548	Syak.g_02616	Pray.g_01007
OG0000549	Syak.g_02622	Pray.g_01009
OG0000550	Syak.g_02626	Pray.g_01014
OG0000551	Syak.g_02631	Pray.g_01018
OG0000552	Syak.g_02632	Pray.g_01019
OG0000553	Syak.g_02636	Pray.g_01020
OG0000554	Syak.g_02641	Pray.g_01227
OG0000555	Syak.g_02657	Pray.g_01219
OG0000556	Syak.g_02661	Pray.g_01217
OG0000557	Syak.g_02663	Pray.g_01216
OG0000558	Syak.g_02666	Pray.g_01214
OG0000559	Syak.g_02670	Pray.g_01210
OG0000560	Syak.g_02672	Pray.g_01207
OG0000561	Syak.g_02673	Pray.g_01206
OG0000562	Syak.g_02674	Pray.g_01205
OG0000563	Syak.g_02675	Pray.g_01204
OG0000564	Syak.g_02676	Pray.g_01203
OG0000565	Syak.g_02679	Pray.g_01200
OG0000566	Syak.g_02683	Pray.g_01198
OG0000567	Syak.g_02687	Pray.g_01194
OG0000568	Syak.g_02690	Pray.g_01193
OG0000569	Syak.g_02691	Pray.g_01192
OG0000570	Syak.g_02692	Pray.g_01191
OG0000571	Syak.g_02696	Pray.g_01189
OG0000572	Syak.g_02713	Pray.g_01176
OG0000573	Syak.g_02723	Pray.g_01171
OG0000574	Syak.g_02724	Pray.g_01170
OG0000575	Syak.g_02729	Pray.g_01166
OG0000576	Syak.g_02731	Pray.g_01164
OG0000577	Syak.g_02732	Pray.g_01163
OG0000578	Syak.g_02733	Pray.g_01162
OG0000579	Syak.g_02734	Pray.g_01161
OG0000580	Syak.g_02735	Pray.g_01160
OG0000581	Syak.g_02742	Pray.g_01158
OG0000582	Syak.g_02748	Pray.g_01155
OG0000583	Syak.g_02749	Pray.g_01154
OG0000584	Syak.g_02750	Pray.g_01153
OG0000585	Syak.g_02753	Pray.g_01151
OG0000586	Syak.g_02754	Pray.g_01150
OG0000587	Syak.g_02756	Pray.g_01149
OG0000588	Syak.g_00004	Pray.g_01145
OG0000589	Syak.g_00008	Pray.g_01142
OG0000590	Syak.g_00009	Pray.g_01141
OG0000591	Syak.g_00017	Pray.g_01138
OG0000592	Syak.g_00018	Pray.g_01137
