Orthogroup	Syak	Prbk
OG0000084	Syak.g_01036	Prbk.g_00255
OG0000085	Syak.g_02427	Prbk.g_00919
OG0000086	Syak.g_02219	Prbk.g_01295
OG0000087	Syak.g_02141	Prbk.g_00559
OG0000088	Syak.g_02106	Prbk.g_01836, Prbk.g_00773
OG0000089	Syak.g_01215	Prbk.g_00364
OG0000090	Syak.g_02640	Prbk.g_01080
OG0000091	Syak.g_00043	Prbk.g_02639
OG0000093	Syak.g_00416	Prbk.g_02444
OG0000095	Syak.g_00736	Prbk.g_00056
OG0000097	Syak.g_00816	Prbk.g_00189
OG0000098	Syak.g_00345	Prbk.g_01199
OG0000099	Syak.g_01527	Prbk.g_00476
OG0000100	Syak.g_00622	Prbk.g_01360, Prbk.g_02498
OG0000101	Syak.g_01305	Prbk.g_00944
OG0000102	Syak.g_01661	Prbk.g_01484
OG0000103	Syak.g_01812	Prbk.g_02260
OG0000104	Syak.g_01799	Prbk.g_02274
OG0000105	Syak.g_01451	Prbk.g_00409
OG0000106	Syak.g_00096	Prbk.g_00925
OG0000107	Syak.g_01392	Prbk.g_01902
OG0000108	Syak.g_02574	Prbk.g_02061
OG0000109	Syak.g_02590, Syak.g_01061	Prbk.g_02077
OG0000110	Syak.g_02698	Prbk.g_01110
OG0000111	Syak.g_00725	Prbk.g_01766
OG0000112	Syak.g_00512	Prbk.g_02332
OG0000113	Syak.g_00461	Prbk.g_02493
OG0000114	Syak.g_00373	Prbk.g_02396
OG0000115	Syak.g_01066	Prbk.g_01234
OG0000116	Syak.g_00911	Prbk.g_01034
OG0000117	Syak.g_00846	Prbk.g_01496
OG0000118	Syak.g_00954	Prbk.g_01169
OG0000119	Syak.g_00917	Prbk.g_01746, Prbk.g_01786
OG0000120	Syak.g_01526	Prbk.g_00477
OG0000121	Syak.g_01044	Prbk.g_00267, Prbk.g_00261
OG0000122	Syak.g_00081	Prbk.g_02664
OG0000123	Syak.g_01299	Prbk.g_00805
OG0000124	Syak.g_01692	Prbk.g_01539
OG0000125	Syak.g_01934	Prbk.g_02168
OG0000126	Syak.g_01801	Prbk.g_02272
OG0000128	Syak.g_01782	Prbk.g_02290
OG0000129	Syak.g_01947	Prbk.g_02156
OG0000130	Syak.g_02255	Prbk.g_01320
OG0000131	Syak.g_02128	Prbk.g_00751
OG0000132	Syak.g_02108	Prbk.g_00771
OG0000133	Syak.g_00507	Prbk.g_00472
OG0000134	Syak.g_01212	Prbk.g_00361
OG0000135	Syak.g_01897	Prbk.g_02209
OG0000136	Syak.g_01186	Prbk.g_00323
OG0000137	Syak.g_01118	Prbk.g_02113
OG0000138	Syak.g_02591	Prbk.g_02078
OG0000139	Syak.g_02646	Prbk.g_01086
OG0000140	Syak.g_02650	Prbk.g_01092
OG0000141	Syak.g_02746	Prbk.g_01154
OG0000142	Syak.g_00035	Prbk.g_02631
OG0000143	Syak.g_00039	Prbk.g_02635
OG0000144	Syak.g_00260	Prbk.g_00739
OG0000145	Syak.g_02598	Prbk.g_01863
OG0000146	Syak.g_00514	Prbk.g_02333
OG0000147	Syak.g_00515	Prbk.g_02334
OG0000148	Syak.g_00455	Prbk.g_02487
OG0000149	Syak.g_00596	Prbk.g_02544
OG0000150	Syak.g_02747	Prbk.g_02567
OG0000151	Syak.g_00387	Prbk.g_02417
OG0000152	Syak.g_00503	Prbk.g_02324
OG0000153	Syak.g_00470	Prbk.g_02297
OG0000154	Syak.g_00645	Prbk.g_00584
OG0000155	Syak.g_00855	Prbk.g_00099
OG0000156	Syak.g_00919	Prbk.g_00164
OG0000157	Syak.g_00920	Prbk.g_00163
OG0000158	Syak.g_01624	Prbk.g_00526
OG0000160	Syak.g_01043	Prbk.g_00260
OG0000161	Syak.g_01050	Prbk.g_00274
OG0000162	Syak.g_01058	Prbk.g_00280
OG0000163	Syak.g_02478	Prbk.g_02002
OG0000164	Syak.g_02384	Prbk.g_01432
OG0000165	Syak.g_02374	Prbk.g_01423
OG0000166	Syak.g_01345	Prbk.g_00982
OG0000167	Syak.g_01561	Prbk.g_00512
OG0000168	Syak.g_01625	Prbk.g_00527
OG0000169	Syak.g_01637	Prbk.g_00220
OG0000170	Syak.g_01644	Prbk.g_00232
OG0000171	Syak.g_01691	Prbk.g_01538
OG0000172	Syak.g_01713	Prbk.g_01573
OG0000173	Syak.g_01733	Prbk.g_01594
OG0000174	Syak.g_01895	Prbk.g_02211
OG0000175	Syak.g_01827	Prbk.g_02249
OG0000176	Syak.g_01790	Prbk.g_02282
OG0000177	Syak.g_01789	Prbk.g_02283
OG0000178	Syak.g_01788	Prbk.g_02284
OG0000179	Syak.g_01773	Prbk.g_01633
OG0000180	Syak.g_01772	Prbk.g_01632
OG0000181	Syak.g_01771	Prbk.g_01631
OG0000182	Syak.g_01770	Prbk.g_01630
OG0000183	Syak.g_01766	Prbk.g_01626
OG0000184	Syak.g_01955	Prbk.g_02148
OG0000185	Syak.g_01971	Prbk.g_02126
OG0000186	Syak.g_02258	Prbk.g_01326
OG0000187	Syak.g_02257	Prbk.g_01324
OG0000188	Syak.g_02235	Prbk.g_01303
OG0000189	Syak.g_02203	Prbk.g_00024
OG0000190	Syak.g_01575	Prbk.g_00022
OG0000191	Syak.g_02171	Prbk.g_00197
OG0000192	Syak.g_02165	Prbk.g_00206
OG0000193	Syak.g_02127	Prbk.g_00752
OG0000194	Syak.g_02124	Prbk.g_00755
OG0000195	Syak.g_02122	Prbk.g_00757
OG0000196	Syak.g_02111	Prbk.g_00768
OG0000197	Syak.g_02110	Prbk.g_00769
OG0000198	Syak.g_02109	Prbk.g_00770
OG0000199	Syak.g_02100	Prbk.g_00777
OG0000200	Syak.g_02083	Prbk.g_01280
OG0000201	Syak.g_02068	Prbk.g_01261
OG0000202	Syak.g_02067	Prbk.g_01260
OG0000203	Syak.g_02066	Prbk.g_01259
OG0000204	Syak.g_02065	Prbk.g_01258
OG0000205	Syak.g_02058	Prbk.g_01251
OG0000206	Syak.g_02038	Prbk.g_00632
OG0000207	Syak.g_02025	Prbk.g_00686
OG0000208	Syak.g_02024	Prbk.g_00685
OG0000209	Syak.g_01995	Prbk.g_00658
OG0000210	Syak.g_01994	Prbk.g_00657
OG0000211	Syak.g_02300, Syak.g_02017	Prbk.g_01368
OG0000212	Syak.g_02311	Prbk.g_01514
OG0000213	Syak.g_01425	Prbk.g_00374
OG0000214	Syak.g_01442	Prbk.g_00401
OG0000215	Syak.g_01474	Prbk.g_00431
OG0000216	Syak.g_01478	Prbk.g_00434
OG0000217	Syak.g_01482	Prbk.g_00438
OG0000218	Syak.g_01484	Prbk.g_00442
OG0000219	Syak.g_01485	Prbk.g_00443
OG0000220	Syak.g_01486	Prbk.g_00444
OG0000221	Syak.g_01498	Prbk.g_00449
OG0000222	Syak.g_01512	Prbk.g_00458
OG0000223	Syak.g_01531	Prbk.g_00481
OG0000224	Syak.g_01532	Prbk.g_00492
OG0000225	Syak.g_01230	Prbk.g_00889
OG0000226	Syak.g_01226	Prbk.g_00893
OG0000227	Syak.g_01224	Prbk.g_00895
OG0000228	Syak.g_01216	Prbk.g_00365
OG0000229	Syak.g_01191	Prbk.g_00328
OG0000230	Syak.g_01189	Prbk.g_00326
OG0000231	Syak.g_01176	Prbk.g_00311
OG0000232	Syak.g_01156	Prbk.g_00295
OG0000233	Syak.g_01145	Prbk.g_02092
OG0000234	Syak.g_01116	Prbk.g_02114
OG0000235	Syak.g_02573	Prbk.g_02060
OG0000236	Syak.g_02589	Prbk.g_02076
OG0000237	Syak.g_02607	Prbk.g_01047
OG0000238	Syak.g_02612	Prbk.g_01051
OG0000239	Syak.g_02628	Prbk.g_01067
OG0000240	Syak.g_02629	Prbk.g_01068
OG0000241	Syak.g_00027	Prbk.g_01965
OG0000242	Syak.g_02638	Prbk.g_01078
OG0000243	Syak.g_02658	Prbk.g_02684
OG0000244	Syak.g_02665	Prbk.g_01897
OG0000245	Syak.g_02667	Prbk.g_01894
OG0000246	Syak.g_02671	Prbk.g_01890
OG0000247	Syak.g_02681	Prbk.g_01879
OG0000248	Syak.g_02684	Prbk.g_01876
OG0000249	Syak.g_02686	Prbk.g_01874
OG0000250	Syak.g_02694	Prbk.g_01106
OG0000251	Syak.g_02722	Prbk.g_01130
OG0000252	Syak.g_02725	Prbk.g_01133
OG0000253	Syak.g_02727	Prbk.g_01139
OG0000254	Syak.g_02752	Prbk.g_01158
OG0000255	Syak.g_02772	Prbk.g_02604
OG0000256	Syak.g_00020	Prbk.g_02618
OG0000257	Syak.g_00026	Prbk.g_02624
OG0000258	Syak.g_00044	Prbk.g_02647
OG0000259	Syak.g_00334	Prbk.g_00720
OG0000260	Syak.g_00338	Prbk.g_00717
OG0000261	Syak.g_00348	Prbk.g_00714
OG0000262	Syak.g_00353	Prbk.g_00709
OG0000263	Syak.g_00828	Prbk.g_00672
OG0000264	Syak.g_00698	Prbk.g_01815
OG0000266	Syak.g_00778	Prbk.g_00608
OG0000267	Syak.g_00555	Prbk.g_02371
OG0000268	Syak.g_00554	Prbk.g_02370
OG0000269	Syak.g_00429	Prbk.g_02463
OG0000270	Syak.g_00432	Prbk.g_02466
OG0000271	Syak.g_00440	Prbk.g_02474
OG0000272	Syak.g_00441	Prbk.g_02475
OG0000274	Syak.g_00615	Prbk.g_02527
OG0000275	Syak.g_00611	Prbk.g_02530
OG0000276	Syak.g_00604	Prbk.g_02536
OG0000277	Syak.g_00603	Prbk.g_02537
OG0000278	Syak.g_00600	Prbk.g_02540
OG0000279	Syak.g_00592	Prbk.g_02548
OG0000280	Syak.g_00582	Prbk.g_02554
OG0000281	Syak.g_00339	Prbk.g_02568
OG0000282	Syak.g_00375	Prbk.g_02398
OG0000283	Syak.g_00541	Prbk.g_02359
OG0000284	Syak.g_00536	Prbk.g_02353
OG0000285	Syak.g_00523	Prbk.g_01698
OG0000286	Syak.g_00504	Prbk.g_02325
OG0000287	Syak.g_00477	Prbk.g_01728
OG0000288	Syak.g_00644	Prbk.g_00583
OG0000289	Syak.g_00659	Prbk.g_00596
OG0000290	Syak.g_00738	Prbk.g_00059
OG0000291	Syak.g_00737	Prbk.g_00057
OG0000292	Syak.g_01802	Prbk.g_02271
OG0000293	Syak.g_00910	Prbk.g_01032
OG0000294	Syak.g_00909	Prbk.g_01031
OG0000295	Syak.g_00863	Prbk.g_00106
OG0000296	Syak.g_00861	Prbk.g_00104
OG0000297	Syak.g_00848	Prbk.g_01498
OG0000298	Syak.g_00847	Prbk.g_01497
OG0000299	Syak.g_00820	Prbk.g_01508
OG0000300	Syak.g_00813	Prbk.g_00186
OG0000301	Syak.g_00812	Prbk.g_00185
OG0000302	Syak.g_00811	Prbk.g_00182
OG0000303	Syak.g_00674	Prbk.g_00097
OG0000304	Syak.g_00680	Prbk.g_00121
OG0000305	Syak.g_00732	Prbk.g_00055
OG0000306	Syak.g_00094	Prbk.g_02578
OG0000307	Syak.g_02556	Prbk.g_02044
OG0000308	Syak.g_02554	Prbk.g_02042
OG0000309	Syak.g_02549	Prbk.g_02038
OG0000310	Syak.g_00994	Prbk.g_01937
OG0000311	Syak.g_00999	Prbk.g_00243
OG0000312	Syak.g_01028	Prbk.g_00247
OG0000313	Syak.g_01046	Prbk.g_00271
OG0000314	Syak.g_01079	Prbk.g_01222
OG0000315	Syak.g_01090	Prbk.g_01212
OG0000316	Syak.g_02462	Prbk.g_01991
OG0000317	Syak.g_02419	Prbk.g_00913
OG0000318	Syak.g_02415	Prbk.g_00906
OG0000319	Syak.g_02399	Prbk.g_01443
OG0000320	Syak.g_02397	Prbk.g_01441
OG0000321	Syak.g_02396	Prbk.g_01440
OG0000322	Syak.g_02395	Prbk.g_01439
OG0000323	Syak.g_02380	Prbk.g_01428
OG0000324	Syak.g_02347	Prbk.g_01399
OG0000325	Syak.g_01391	Prbk.g_01904
OG0000326	Syak.g_01384	Prbk.g_01912
OG0000327	Syak.g_01350	Prbk.g_00987
OG0000328	Syak.g_01349	Prbk.g_00986
OG0000329	Syak.g_01331	Prbk.g_00969
OG0000330	Syak.g_01330	Prbk.g_00968
OG0000331	Syak.g_01329	Prbk.g_00967
OG0000332	Syak.g_01314	Prbk.g_00952
OG0000333	Syak.g_01311	Prbk.g_00950
OG0000334	Syak.g_01302	Prbk.g_00801
OG0000335	Syak.g_01298	Prbk.g_00806
OG0000336	Syak.g_01294	Prbk.g_00810
OG0000337	Syak.g_01555	Prbk.g_00506
OG0000338	Syak.g_01558	Prbk.g_00510
OG0000339	Syak.g_01566	Prbk.g_00516
OG0000340	Syak.g_01626	Prbk.g_00528
OG0000341	Syak.g_01628	Prbk.g_00530
OG0000342	Syak.g_01629	Prbk.g_00531
OG0000343	Syak.g_01631	Prbk.g_00215
OG0000344	Syak.g_01635	Prbk.g_00218
OG0000345	Syak.g_01645	Prbk.g_00233
OG0000346	Syak.g_01651	Prbk.g_00238
OG0000347	Syak.g_01694	Prbk.g_01540
OG0000348	Syak.g_01717	Prbk.g_01578
OG0000349	Syak.g_01740	Prbk.g_01602
OG0000350	Syak.g_01377	Prbk.g_02204
OG0000351	Syak.g_01823	Prbk.g_02252
OG0000352	Syak.g_01822	Prbk.g_02253
OG0000353	Syak.g_01796	Prbk.g_02277
OG0000354	Syak.g_02618	Prbk.g_01057
OG0000354	Syak.g_01775	Prbk.g_01635
OG0000355	Syak.g_01793	Prbk.g_02279
OG0000356	Syak.g_01792	Prbk.g_02280
OG0000357	Syak.g_01791	Prbk.g_02281
OG0000358	Syak.g_01787	Prbk.g_02285
OG0000359	Syak.g_01785	Prbk.g_02287
OG0000360	Syak.g_01784	Prbk.g_02288
OG0000361	Syak.g_01783	Prbk.g_02289
OG0000362	Syak.g_01781	Prbk.g_02291
OG0000363	Syak.g_01779	Prbk.g_01639
OG0000364	Syak.g_01778	Prbk.g_01638
OG0000365	Syak.g_01769	Prbk.g_01629
OG0000366	Syak.g_01768	Prbk.g_01628
OG0000367	Syak.g_01767	Prbk.g_01627
OG0000368	Syak.g_01765	Prbk.g_01625
OG0000369	Syak.g_01764	Prbk.g_01624
OG0000370	Syak.g_01763	Prbk.g_01623
OG0000371	Syak.g_01753	Prbk.g_01614
OG0000372	Syak.g_01748	Prbk.g_01609
OG0000373	Syak.g_01747	Prbk.g_01608
OG0000374	Syak.g_01746	Prbk.g_01607
OG0000375	Syak.g_01744	Prbk.g_01606
OG0000376	Syak.g_01742	Prbk.g_01604
OG0000377	Syak.g_01948	Prbk.g_02155
OG0000378	Syak.g_01968	Prbk.g_02141
OG0000379	Syak.g_01972	Prbk.g_02125
OG0000380	Syak.g_02256	Prbk.g_01323
OG0000381	Syak.g_02254	Prbk.g_01319
OG0000382	Syak.g_02236	Prbk.g_01304
OG0000383	Syak.g_02229	Prbk.g_01302
OG0000384	Syak.g_02228	Prbk.g_01301
OG0000385	Syak.g_02227	Prbk.g_01300
OG0000386	Syak.g_02226	Prbk.g_01299
OG0000387	Syak.g_02200	Prbk.g_00020
OG0000388	Syak.g_02196	Prbk.g_00016
OG0000389	Syak.g_02345, Syak.g_02193	Prbk.g_00012
OG0000390	Syak.g_02177	Prbk.g_00191
OG0000391	Syak.g_02172	Prbk.g_00196
OG0000392	Syak.g_02166	Prbk.g_00202
OG0000393	Syak.g_02163	Prbk.g_00207
OG0000394	Syak.g_02162	Prbk.g_00208
OG0000395	Syak.g_02161	Prbk.g_00209
OG0000396	Syak.g_02158	Prbk.g_00542
OG0000397	Syak.g_02156	Prbk.g_00544
OG0000398	Syak.g_02151	Prbk.g_00549
OG0000399	Syak.g_02150	Prbk.g_00550
OG0000400	Syak.g_02149	Prbk.g_00551
OG0000401	Syak.g_02148	Prbk.g_00552
OG0000402	Syak.g_02146	Prbk.g_00554
OG0000403	Syak.g_02145	Prbk.g_00555
OG0000404	Syak.g_02143	Prbk.g_00557
OG0000405	Syak.g_02131	Prbk.g_00749
OG0000406	Syak.g_02126	Prbk.g_00753
OG0000407	Syak.g_02125	Prbk.g_00754
OG0000408	Syak.g_02123	Prbk.g_00756
OG0000409	Syak.g_02121	Prbk.g_00758
OG0000410	Syak.g_02120	Prbk.g_00759
OG0000411	Syak.g_02119	Prbk.g_00760
OG0000412	Syak.g_02118	Prbk.g_00761
OG0000413	Syak.g_02116	Prbk.g_00763
OG0000415	Syak.g_02114	Prbk.g_00765
OG0000416	Syak.g_02113	Prbk.g_00766
OG0000417	Syak.g_02112	Prbk.g_00767
OG0000418	Syak.g_02107	Prbk.g_00772
OG0000419	Syak.g_02105	Prbk.g_00774
OG0000420	Syak.g_02103	Prbk.g_00775
OG0000421	Syak.g_02097	Prbk.g_00779
OG0000422	Syak.g_02096	Prbk.g_00780
OG0000423	Syak.g_02095	Prbk.g_00781
OG0000424	Syak.g_02094	Prbk.g_00782
OG0000425	Syak.g_02093	Prbk.g_00783
OG0000426	Syak.g_02092	Prbk.g_00784
OG0000427	Syak.g_02091	Prbk.g_00785
OG0000428	Syak.g_02088	Prbk.g_02425
OG0000429	Syak.g_02086	Prbk.g_01283
OG0000430	Syak.g_02084	Prbk.g_01281
OG0000431	Syak.g_02081	Prbk.g_01277
OG0000432	Syak.g_02075	Prbk.g_01270
OG0000433	Syak.g_02073	Prbk.g_01267
OG0000434	Syak.g_02072	Prbk.g_01266
OG0000435	Syak.g_02071	Prbk.g_01263
OG0000436	Syak.g_02064	Prbk.g_01257
OG0000437	Syak.g_02063	Prbk.g_01256
OG0000438	Syak.g_02062	Prbk.g_01255
OG0000439	Syak.g_02060	Prbk.g_01253
OG0000440	Syak.g_02059	Prbk.g_01252
OG0000441	Syak.g_02053	Prbk.g_01245
OG0000442	Syak.g_02043	Prbk.g_01244
OG0000443	Syak.g_02041	Prbk.g_00631
OG0000444	Syak.g_02022	Prbk.g_00683
OG0000445	Syak.g_02015	Prbk.g_00682
OG0000446	Syak.g_02013	Prbk.g_00680
OG0000447	Syak.g_02006	Prbk.g_00670
OG0000448	Syak.g_02005	Prbk.g_00669
OG0000449	Syak.g_02004	Prbk.g_00668
OG0000450	Syak.g_01998	Prbk.g_00662
OG0000451	Syak.g_01997	Prbk.g_00661
OG0000452	Syak.g_01993	Prbk.g_00656
OG0000453	Syak.g_01992	Prbk.g_00655
OG0000454	Syak.g_01991	Prbk.g_00654
OG0000455	Syak.g_01990	Prbk.g_00653
OG0000456	Syak.g_01989	Prbk.g_00652
OG0000457	Syak.g_01987	Prbk.g_00650
OG0000458	Syak.g_01986	Prbk.g_00649
OG0000459	Syak.g_01985	Prbk.g_00648
OG0000460	Syak.g_02303	Prbk.g_01369
OG0000461	Syak.g_01402	Prbk.g_01900
OG0000462	Syak.g_01405	Prbk.g_01012
OG0000463	Syak.g_01406	Prbk.g_01011
OG0000464	Syak.g_01407	Prbk.g_01010
OG0000465	Syak.g_01409	Prbk.g_01008
OG0000466	Syak.g_01414	Prbk.g_01003
OG0000467	Syak.g_01416	Prbk.g_01001
OG0000468	Syak.g_01421	Prbk.g_00371
OG0000469	Syak.g_01436	Prbk.g_00384
OG0000470	Syak.g_01438	Prbk.g_00397
OG0000471	Syak.g_01439	Prbk.g_00398
OG0000472	Syak.g_01441	Prbk.g_00400
OG0000473	Syak.g_01443	Prbk.g_00402
OG0000474	Syak.g_01444	Prbk.g_00403
OG0000475	Syak.g_01445	Prbk.g_00404
OG0000476	Syak.g_01447	Prbk.g_00406
OG0000477	Syak.g_01453	Prbk.g_00411
OG0000478	Syak.g_01454	Prbk.g_00412
OG0000479	Syak.g_01455	Prbk.g_00413
OG0000480	Syak.g_01462	Prbk.g_00420
OG0000481	Syak.g_01464	Prbk.g_00422
OG0000482	Syak.g_01465	Prbk.g_00423
OG0000483	Syak.g_01469	Prbk.g_00427
OG0000484	Syak.g_01470	Prbk.g_00428
OG0000485	Syak.g_01472	Prbk.g_00429
OG0000486	Syak.g_01473	Prbk.g_00430
OG0000487	Syak.g_01479	Prbk.g_00435
OG0000488	Syak.g_01483	Prbk.g_00439
OG0000489	Syak.g_01499	Prbk.g_00450
OG0000490	Syak.g_01507	Prbk.g_00456
OG0000491	Syak.g_01511	Prbk.g_00457
OG0000492	Syak.g_01513	Prbk.g_00460
OG0000493	Syak.g_01514	Prbk.g_00461
OG0000494	Syak.g_01515	Prbk.g_00462
OG0000495	Syak.g_01516	Prbk.g_00463
OG0000496	Syak.g_01517	Prbk.g_00464
OG0000497	Syak.g_01518	Prbk.g_00465
OG0000498	Syak.g_01519	Prbk.g_00466
OG0000499	Syak.g_01520	Prbk.g_00467
OG0000500	Syak.g_01521	Prbk.g_00468
OG0000501	Syak.g_01524	Prbk.g_00471
OG0000502	Syak.g_01538	Prbk.g_00483
OG0000503	Syak.g_01246	Prbk.g_00871
OG0000504	Syak.g_01244	Prbk.g_00873
OG0000505	Syak.g_01243	Prbk.g_00874
OG0000506	Syak.g_01241	Prbk.g_00876
OG0000507	Syak.g_01235	Prbk.g_00881
OG0000508	Syak.g_01231	Prbk.g_00888
OG0000509	Syak.g_01229	Prbk.g_00890
OG0000510	Syak.g_01228	Prbk.g_00891
OG0000511	Syak.g_01227	Prbk.g_00892
OG0000512	Syak.g_01225	Prbk.g_00894
OG0000513	Syak.g_01211	Prbk.g_00360
OG0000514	Syak.g_01204	Prbk.g_00352
OG0000515	Syak.g_01203	Prbk.g_00351
OG0000516	Syak.g_01199	Prbk.g_00339
OG0000517	Syak.g_01192	Prbk.g_00329
OG0000518	Syak.g_01180	Prbk.g_00317
OG0000519	Syak.g_01179	Prbk.g_00316
OG0000520	Syak.g_01178	Prbk.g_00315
OG0000521	Syak.g_01167	Prbk.g_00301
OG0000522	Syak.g_01163	Prbk.g_00299
OG0000523	Syak.g_01162	Prbk.g_00298
OG0000524	Syak.g_01149	Prbk.g_02088
OG0000525	Syak.g_01130	Prbk.g_02105
OG0000526	Syak.g_01127	Prbk.g_02107
OG0000527	Syak.g_01120	Prbk.g_02111
OG0000528	Syak.g_02570	Prbk.g_02056
OG0000529	Syak.g_02575	Prbk.g_02062
OG0000530	Syak.g_02578	Prbk.g_02065
OG0000531	Syak.g_02579	Prbk.g_02066
OG0000532	Syak.g_02582	Prbk.g_02069
OG0000533	Syak.g_02584	Prbk.g_02071
OG0000534	Syak.g_02585	Prbk.g_02072
OG0000535	Syak.g_02586	Prbk.g_02073
OG0000536	Syak.g_02587	Prbk.g_02074
OG0000537	Syak.g_02588	Prbk.g_02075
OG0000538	Syak.g_02600	Prbk.g_01865
OG0000539	Syak.g_02601	Prbk.g_01041
OG0000540	Syak.g_02602	Prbk.g_01042
OG0000541	Syak.g_02603	Prbk.g_01043
OG0000542	Syak.g_02606	Prbk.g_01046
OG0000543	Syak.g_02608	Prbk.g_01048
OG0000544	Syak.g_02609	Prbk.g_01049
OG0000545	Syak.g_02611	Prbk.g_01050
OG0000546	Syak.g_02613	Prbk.g_01052
OG0000547	Syak.g_02615	Prbk.g_01054
OG0000548	Syak.g_02616	Prbk.g_01055
OG0000549	Syak.g_02622	Prbk.g_01061
OG0000550	Syak.g_02626	Prbk.g_01066
OG0000551	Syak.g_02631	Prbk.g_01070
OG0000552	Syak.g_02632	Prbk.g_01071
OG0000553	Syak.g_02636	Prbk.g_01076
OG0000554	Syak.g_02641	Prbk.g_01081
OG0000555	Syak.g_02657	Prbk.g_01099
OG0000556	Syak.g_02661	Prbk.g_02686
OG0000557	Syak.g_02663	Prbk.g_01898
OG0000558	Syak.g_02666	Prbk.g_01895
OG0000559	Syak.g_02670	Prbk.g_01891
OG0000560	Syak.g_02672	Prbk.g_01888
OG0000561	Syak.g_02673	Prbk.g_01887
OG0000562	Syak.g_02674	Prbk.g_01886
OG0000563	Syak.g_02675	Prbk.g_01885
OG0000564	Syak.g_02676	Prbk.g_01884
OG0000565	Syak.g_02679	Prbk.g_01881
OG0000566	Syak.g_02683	Prbk.g_01877
OG0000567	Syak.g_02687	Prbk.g_01873
OG0000568	Syak.g_02690	Prbk.g_01871
OG0000569	Syak.g_02691	Prbk.g_01104
