Orthogroup	Syak	Prag
OG0000085	Syak.g_02427	Prag.g_01662
OG0000086	Syak.g_02219	Prag.g_00082
OG0000087	Syak.g_02141	Prag.g_00132
OG0000088	Syak.g_02106	Prag.g_00159
OG0000089	Syak.g_01215	Prag.g_00350
OG0000090	Syak.g_02640	Prag.g_00512
OG0000091	Syak.g_00043	Prag.g_00620
OG0000092	Syak.g_01126	Prag.g_00911
OG0000094	Syak.g_00656	Prag.g_01017
OG0000097	Syak.g_00816	Prag.g_01194
OG0000098	Syak.g_00345	Prag.g_01371
OG0000099	Syak.g_01527	Prag.g_01424
OG0000100	Syak.g_00622	Prag.g_01564
OG0000101	Syak.g_01305	Prag.g_01804
OG0000102	Syak.g_01661	Prag.g_01866
OG0000103	Syak.g_01812	Prag.g_01945
OG0000104	Syak.g_01799	Prag.g_01953
OG0000105	Syak.g_01451	Prag.g_00265
OG0000106	Syak.g_00096	Prag.g_00364
OG0000107	Syak.g_01392	Prag.g_00378
OG0000108	Syak.g_02574	Prag.g_00459
OG0000109	Syak.g_01061	Prag.g_00473
OG0000110	Syak.g_02698	Prag.g_00553
OG0000111	Syak.g_00725	Prag.g_00677
OG0000112	Syak.g_00512	Prag.g_00771
OG0000113	Syak.g_00461	Prag.g_00828
OG0000114	Syak.g_00373	Prag.g_00906
OG0000115	Syak.g_01066	Prag.g_01097
OG0000116	Syak.g_00911	Prag.g_01143
OG0000117	Syak.g_00846	Prag.g_01298
OG0000118	Syak.g_00954	Prag.g_01367
OG0000119	Syak.g_00917	Prag.g_01385
OG0000120	Syak.g_01526	Prag.g_01423
OG0000121	Syak.g_01044	Prag.g_01492
OG0000122	Syak.g_00081	Prag.g_01530
OG0000123	Syak.g_01299	Prag.g_01811
OG0000124	Syak.g_01692	Prag.g_01877
OG0000125	Syak.g_01934	Prag.g_01913
OG0000126	Syak.g_01801	Prag.g_01952
OG0000128	Syak.g_01782	Prag.g_00011
OG0000129	Syak.g_01947	Prag.g_00044
OG0000130	Syak.g_02255	Prag.g_00063
OG0000131	Syak.g_02128	Prag.g_00138
OG0000132	Syak.g_02108	Prag.g_00157
OG0000133	Syak.g_00507	Prag.g_00313
OG0000134	Syak.g_01212	Prag.g_00351
OG0000135	Syak.g_01897	Prag.g_00375
OG0000136	Syak.g_01186	Prag.g_00420
OG0000137	Syak.g_01118	Prag.g_00454
OG0000138	Syak.g_02591	Prag.g_00474
OG0000139	Syak.g_02646	Prag.g_00516
OG0000140	Syak.g_02650	Prag.g_00517
OG0000141	Syak.g_02746	Prag.g_00585
OG0000142	Syak.g_00035	Prag.g_00613
OG0000143	Syak.g_00039	Prag.g_00617
OG0000144	Syak.g_00260	Prag.g_00630
OG0000145	Syak.g_02598	Prag.g_00758
OG0000146	Syak.g_00514	Prag.g_00772
OG0000147	Syak.g_00515	Prag.g_00773
OG0000148	Syak.g_00455	Prag.g_00822
OG0000149	Syak.g_00596	Prag.g_00851
OG0000150	Syak.g_02747	Prag.g_00859
OG0000151	Syak.g_00387	Prag.g_00916
OG0000152	Syak.g_00503	Prag.g_00964
OG0000153	Syak.g_00470	Prag.g_00983
OG0000154	Syak.g_00645	Prag.g_01010
OG0000155	Syak.g_00855	Prag.g_01173
OG0000156	Syak.g_00919	Prag.g_01342
OG0000157	Syak.g_00920	Prag.g_01343
OG0000158	Syak.g_01624	Prag.g_01425
OG0000160	Syak.g_01043	Prag.g_01491
OG0000161	Syak.g_01050	Prag.g_01497
OG0000162	Syak.g_01058	Prag.g_01503
OG0000163	Syak.g_02478	Prag.g_01537
OG0000164	Syak.g_02384	Prag.g_01693
OG0000165	Syak.g_02374	Prag.g_01700
OG0000166	Syak.g_01345	Prag.g_01768
OG0000167	Syak.g_01561	Prag.g_01834
OG0000168	Syak.g_01625	Prag.g_01844
OG0000169	Syak.g_01637	Prag.g_01854
OG0000170	Syak.g_01644	Prag.g_01856
OG0000171	Syak.g_01691	Prag.g_01876
OG0000172	Syak.g_01713	Prag.g_01884
OG0000173	Syak.g_01733	Prag.g_01899
OG0000174	Syak.g_01895	Prag.g_01927
OG0000175	Syak.g_01827	Prag.g_01937
OG0000176	Syak.g_01790	Prag.g_00004
OG0000177	Syak.g_01789	Prag.g_00005
OG0000178	Syak.g_01788	Prag.g_00006
OG0000179	Syak.g_01773	Prag.g_00016
OG0000180	Syak.g_01772	Prag.g_00017
OG0000181	Syak.g_01771	Prag.g_00018
OG0000182	Syak.g_01770	Prag.g_00019
OG0000183	Syak.g_01766	Prag.g_00023
OG0000184	Syak.g_01955	Prag.g_00046
OG0000185	Syak.g_01971	Prag.g_00049
OG0000186	Syak.g_02258	Prag.g_00058
OG0000187	Syak.g_02257	Prag.g_00059
OG0000188	Syak.g_02235	Prag.g_00076
OG0000189	Syak.g_02203	Prag.g_00089
OG0000190	Syak.g_01575	Prag.g_00090
OG0000191	Syak.g_02171	Prag.g_00110
OG0000192	Syak.g_02165	Prag.g_00114
OG0000193	Syak.g_02127	Prag.g_00139
OG0000194	Syak.g_02124	Prag.g_00142
OG0000195	Syak.g_02122	Prag.g_00144
OG0000196	Syak.g_02111	Prag.g_00154
OG0000197	Syak.g_02110	Prag.g_00155
OG0000198	Syak.g_02109	Prag.g_00156
OG0000199	Syak.g_02100	Prag.g_00163
OG0000200	Syak.g_02083	Prag.g_00177
OG0000201	Syak.g_02068	Prag.g_00185
OG0000202	Syak.g_02067	Prag.g_00186
OG0000203	Syak.g_02066	Prag.g_00187
OG0000204	Syak.g_02065	Prag.g_00188
OG0000205	Syak.g_02058	Prag.g_00195
OG0000206	Syak.g_02038	Prag.g_00200
OG0000207	Syak.g_02025	Prag.g_00202
OG0000208	Syak.g_02024	Prag.g_00203
OG0000209	Syak.g_01995	Prag.g_00212
OG0000210	Syak.g_01994	Prag.g_00213
OG0000211	Syak.g_02017	Prag.g_00226
OG0000212	Syak.g_02311	Prag.g_00233
OG0000213	Syak.g_01425	Prag.g_00249
OG0000214	Syak.g_01442	Prag.g_00258
OG0000215	Syak.g_01474	Prag.g_00283
OG0000216	Syak.g_01478	Prag.g_00285
OG0000217	Syak.g_01482	Prag.g_00288
OG0000218	Syak.g_01484	Prag.g_00290
OG0000219	Syak.g_01485	Prag.g_00291
OG0000220	Syak.g_01486	Prag.g_00292
OG0000221	Syak.g_01498	Prag.g_00293
OG0000222	Syak.g_01512	Prag.g_00301
OG0000223	Syak.g_01531	Prag.g_00314
OG0000224	Syak.g_01532	Prag.g_00316
OG0000225	Syak.g_01230	Prag.g_00340
OG0000226	Syak.g_01226	Prag.g_00344
OG0000227	Syak.g_01224	Prag.g_00346
OG0000228	Syak.g_01216	Prag.g_00349
OG0000229	Syak.g_01191	Prag.g_00415
OG0000230	Syak.g_01189	Prag.g_00417
OG0000231	Syak.g_01176	Prag.g_00428
OG0000232	Syak.g_01156	Prag.g_00437
OG0000233	Syak.g_01145	Prag.g_00442
OG0000234	Syak.g_01116	Prag.g_00455
OG0000235	Syak.g_02573	Prag.g_00458
OG0000236	Syak.g_02589	Prag.g_00472
OG0000237	Syak.g_02607	Prag.g_00485
OG0000238	Syak.g_02612	Prag.g_00491
OG0000239	Syak.g_02628	Prag.g_00504
OG0000240	Syak.g_02629	Prag.g_00505
OG0000241	Syak.g_00027	Prag.g_00509
OG0000242	Syak.g_02638	Prag.g_00511
OG0000243	Syak.g_02658	Prag.g_00522
OG0000244	Syak.g_02665	Prag.g_00525
OG0000245	Syak.g_02667	Prag.g_00527
OG0000246	Syak.g_02671	Prag.g_00531
OG0000247	Syak.g_02681	Prag.g_00541
OG0000248	Syak.g_02684	Prag.g_00543
OG0000249	Syak.g_02686	Prag.g_00545
OG0000250	Syak.g_02694	Prag.g_00550
OG0000251	Syak.g_02722	Prag.g_00569
OG0000252	Syak.g_02725	Prag.g_00572
OG0000253	Syak.g_02727	Prag.g_00573
OG0000254	Syak.g_02752	Prag.g_00589
OG0000255	Syak.g_02772	Prag.g_00595
OG0000256	Syak.g_00020	Prag.g_00605
OG0000257	Syak.g_00026	Prag.g_00608
OG0000258	Syak.g_00044	Prag.g_00621
OG0000259	Syak.g_00334	Prag.g_00638
OG0000260	Syak.g_00338	Prag.g_00641
OG0000261	Syak.g_00348	Prag.g_00643
OG0000262	Syak.g_00353	Prag.g_00647
OG0000263	Syak.g_00828	Prag.g_00659
OG0000264	Syak.g_00698	Prag.g_00669
OG0000265	Syak.g_00211	Prag.g_00692
OG0000266	Syak.g_00778	Prag.g_00702
OG0000267	Syak.g_00555	Prag.g_00713
OG0000268	Syak.g_00554	Prag.g_00714
OG0000269	Syak.g_00429	Prag.g_00801
OG0000270	Syak.g_00432	Prag.g_00804
OG0000271	Syak.g_00440	Prag.g_00812
OG0000272	Syak.g_00441	Prag.g_00813
OG0000274	Syak.g_00615	Prag.g_00836
OG0000275	Syak.g_00611	Prag.g_00838
OG0000276	Syak.g_00604	Prag.g_00843
OG0000277	Syak.g_00603	Prag.g_00844
OG0000278	Syak.g_00600	Prag.g_00847
OG0000279	Syak.g_00592	Prag.g_00854
OG0000280	Syak.g_00582	Prag.g_00855
OG0000281	Syak.g_00339	Prag.g_00860
OG0000282	Syak.g_00375	Prag.g_00908
OG0000283	Syak.g_00541	Prag.g_00941
OG0000284	Syak.g_00536	Prag.g_00946
OG0000285	Syak.g_00523	Prag.g_00951
OG0000286	Syak.g_00504	Prag.g_00963
OG0000287	Syak.g_00477	Prag.g_00980
OG0000288	Syak.g_00644	Prag.g_01009
OG0000289	Syak.g_00659	Prag.g_01020
OG0000290	Syak.g_00738	Prag.g_01033
OG0000291	Syak.g_00737	Prag.g_01035
OG0000292	Syak.g_01802	Prag.g_01085
OG0000293	Syak.g_00910	Prag.g_01144
OG0000294	Syak.g_00909	Prag.g_01145
OG0000295	Syak.g_00863	Prag.g_01165
OG0000296	Syak.g_00861	Prag.g_01167
OG0000297	Syak.g_00848	Prag.g_01175
OG0000298	Syak.g_00847	Prag.g_01176
OG0000299	Syak.g_00820	Prag.g_01193
OG0000300	Syak.g_00813	Prag.g_01196
OG0000301	Syak.g_00812	Prag.g_01197
OG0000302	Syak.g_00811	Prag.g_01199
OG0000303	Syak.g_00674	Prag.g_01206
OG0000304	Syak.g_00680	Prag.g_01210
OG0000305	Syak.g_00732	Prag.g_01381
OG0000306	Syak.g_00094	Prag.g_01384
OG0000307	Syak.g_02556	Prag.g_01398
OG0000308	Syak.g_02554	Prag.g_01399
OG0000309	Syak.g_02549	Prag.g_01403
OG0000310	Syak.g_00994	Prag.g_01473
OG0000311	Syak.g_00999	Prag.g_01475
OG0000312	Syak.g_01028	Prag.g_01478
OG0000313	Syak.g_01046	Prag.g_01494
OG0000314	Syak.g_01079	Prag.g_01516
OG0000315	Syak.g_01090	Prag.g_01527
OG0000316	Syak.g_02462	Prag.g_01547
OG0000317	Syak.g_02419	Prag.g_01667
OG0000318	Syak.g_02415	Prag.g_01670
OG0000319	Syak.g_02399	Prag.g_01683
OG0000320	Syak.g_02397	Prag.g_01685
OG0000321	Syak.g_02396	Prag.g_01686
OG0000322	Syak.g_02395	Prag.g_01687
OG0000323	Syak.g_02380	Prag.g_01696
OG0000324	Syak.g_02347	Prag.g_01723
OG0000325	Syak.g_01391	Prag.g_01733
OG0000326	Syak.g_01384	Prag.g_01739
OG0000327	Syak.g_01350	Prag.g_01763
OG0000328	Syak.g_01349	Prag.g_01764
OG0000329	Syak.g_01331	Prag.g_01781
OG0000330	Syak.g_01330	Prag.g_01782
OG0000331	Syak.g_01329	Prag.g_01783
OG0000332	Syak.g_01314	Prag.g_01797
OG0000333	Syak.g_01311	Prag.g_01799
OG0000334	Syak.g_01302	Prag.g_01807
OG0000335	Syak.g_01298	Prag.g_01812
OG0000336	Syak.g_01294	Prag.g_01816
OG0000337	Syak.g_01555	Prag.g_01832
OG0000338	Syak.g_01558	Prag.g_01833
OG0000339	Syak.g_01566	Prag.g_01837
OG0000340	Syak.g_01626	Prag.g_01845
OG0000341	Syak.g_01628	Prag.g_01847
OG0000342	Syak.g_01629	Prag.g_01848
OG0000343	Syak.g_01631	Prag.g_01849
OG0000344	Syak.g_01635	Prag.g_01852
OG0000345	Syak.g_01645	Prag.g_01857
OG0000346	Syak.g_01651	Prag.g_01862
OG0000347	Syak.g_01694	Prag.g_01878
OG0000348	Syak.g_01717	Prag.g_01887
OG0000349	Syak.g_01740	Prag.g_01904
OG0000350	Syak.g_01377	Prag.g_01923
OG0000351	Syak.g_01823	Prag.g_01940
OG0000352	Syak.g_01822	Prag.g_01941
OG0000353	Syak.g_01796	Prag.g_01956
OG0000354	Syak.g_01775	Prag.g_01282
OG0000355	Syak.g_01793	Prag.g_00001
OG0000356	Syak.g_01792	Prag.g_00002
OG0000357	Syak.g_01791	Prag.g_00003
OG0000358	Syak.g_01787	Prag.g_00007
OG0000359	Syak.g_01785	Prag.g_00008
OG0000360	Syak.g_01784	Prag.g_00009
OG0000361	Syak.g_01783	Prag.g_00010
OG0000362	Syak.g_01781	Prag.g_00012
OG0000363	Syak.g_01779	Prag.g_00014
OG0000364	Syak.g_01778	Prag.g_00015
OG0000365	Syak.g_01769	Prag.g_00020
OG0000366	Syak.g_01768	Prag.g_00021
OG0000367	Syak.g_01767	Prag.g_00022
OG0000368	Syak.g_01765	Prag.g_00024
OG0000369	Syak.g_01764	Prag.g_00025
OG0000370	Syak.g_01763	Prag.g_00026
OG0000371	Syak.g_01753	Prag.g_00032
OG0000372	Syak.g_01748	Prag.g_00035
OG0000373	Syak.g_01747	Prag.g_00036
OG0000374	Syak.g_01746	Prag.g_00037
OG0000375	Syak.g_01744	Prag.g_00040
OG0000376	Syak.g_01742	Prag.g_00042
OG0000377	Syak.g_01948	Prag.g_00045
OG0000378	Syak.g_01968	Prag.g_00047
OG0000379	Syak.g_01972	Prag.g_00050
OG0000380	Syak.g_02256	Prag.g_00060
OG0000381	Syak.g_02254	Prag.g_00064
OG0000382	Syak.g_02236	Prag.g_00075
OG0000383	Syak.g_02229	Prag.g_00077
OG0000384	Syak.g_02228	Prag.g_00078
OG0000385	Syak.g_02227	Prag.g_00079
OG0000386	Syak.g_02226	Prag.g_00080
OG0000387	Syak.g_02200	Prag.g_00092
OG0000388	Syak.g_02196	Prag.g_00095
OG0000389	Syak.g_02345, Syak.g_02193	Prag.g_00099
OG0000390	Syak.g_02177	Prag.g_00106
OG0000391	Syak.g_02172	Prag.g_00109
OG0000392	Syak.g_02166	Prag.g_00113
OG0000393	Syak.g_02163	Prag.g_00115
OG0000394	Syak.g_02162	Prag.g_00116
OG0000395	Syak.g_02161	Prag.g_00117
OG0000396	Syak.g_02158	Prag.g_00120
OG0000397	Syak.g_02156	Prag.g_00122
OG0000398	Syak.g_02151	Prag.g_00124
OG0000399	Syak.g_02150	Prag.g_00125
OG0000400	Syak.g_02149	Prag.g_00126
OG0000401	Syak.g_02148	Prag.g_00127
OG0000402	Syak.g_02146	Prag.g_00129
OG0000403	Syak.g_02145	Prag.g_00130
OG0000404	Syak.g_02143	Prag.g_00131
OG0000405	Syak.g_02131	Prag.g_00135
OG0000406	Syak.g_02126	Prag.g_00140
OG0000407	Syak.g_02125	Prag.g_00141
OG0000408	Syak.g_02123	Prag.g_00143
OG0000409	Syak.g_02121	Prag.g_00145
OG0000410	Syak.g_02120	Prag.g_00146
OG0000411	Syak.g_02119	Prag.g_00147
OG0000412	Syak.g_02118	Prag.g_00148
OG0000413	Syak.g_02116	Prag.g_00149
OG0000415	Syak.g_02114	Prag.g_00151
OG0000416	Syak.g_02113	Prag.g_00152
OG0000417	Syak.g_02112	Prag.g_00153
OG0000418	Syak.g_02107	Prag.g_00158
OG0000419	Syak.g_02105	Prag.g_00160
OG0000420	Syak.g_02103	Prag.g_00161
OG0000421	Syak.g_02097	Prag.g_00166
OG0000422	Syak.g_02096	Prag.g_00167
OG0000423	Syak.g_02095	Prag.g_00168
OG0000424	Syak.g_02094	Prag.g_00169
OG0000425	Syak.g_02093	Prag.g_00170
OG0000426	Syak.g_02092	Prag.g_00171
OG0000427	Syak.g_02091	Prag.g_00172
OG0000428	Syak.g_02088	Prag.g_00174
OG0000429	Syak.g_02086	Prag.g_00175
OG0000430	Syak.g_02084	Prag.g_00176
OG0000431	Syak.g_02081	Prag.g_00178
OG0000432	Syak.g_02075	Prag.g_00181
OG0000433	Syak.g_02073	Prag.g_00182
OG0000434	Syak.g_02072	Prag.g_00183
OG0000435	Syak.g_02071	Prag.g_00184
OG0000436	Syak.g_02064	Prag.g_00189
OG0000437	Syak.g_02063	Prag.g_00190
OG0000438	Syak.g_02062	Prag.g_00191
OG0000439	Syak.g_02060	Prag.g_00193
OG0000440	Syak.g_02059	Prag.g_00194
OG0000441	Syak.g_02053	Prag.g_00197
OG0000442	Syak.g_02043	Prag.g_00198
OG0000443	Syak.g_02041	Prag.g_00199
OG0000444	Syak.g_02022	Prag.g_00204
OG0000445	Syak.g_02015	Prag.g_00205
OG0000446	Syak.g_02013	Prag.g_00206
OG0000447	Syak.g_02006	Prag.g_00207
OG0000448	Syak.g_02005	Prag.g_00208
OG0000449	Syak.g_02004	Prag.g_00209
OG0000450	Syak.g_01998	Prag.g_00210
OG0000451	Syak.g_01997	Prag.g_00211
OG0000452	Syak.g_01993	Prag.g_00214
OG0000453	Syak.g_01992	Prag.g_00215
OG0000454	Syak.g_01991	Prag.g_00216
OG0000455	Syak.g_01990	Prag.g_00217
OG0000456	Syak.g_01989	Prag.g_00218
OG0000457	Syak.g_01987	Prag.g_00219
OG0000458	Syak.g_01986	Prag.g_00220
OG0000459	Syak.g_01985	Prag.g_00221
OG0000460	Syak.g_02303	Prag.g_00228
OG0000461	Syak.g_01402	Prag.g_00235
OG0000462	Syak.g_01405	Prag.g_00237
OG0000463	Syak.g_01406	Prag.g_00238
OG0000464	Syak.g_01407	Prag.g_00239
OG0000465	Syak.g_01409	Prag.g_00240
OG0000466	Syak.g_01414	Prag.g_00243
OG0000467	Syak.g_01416	Prag.g_00244
OG0000468	Syak.g_01421	Prag.g_00245
OG0000469	Syak.g_01436	Prag.g_00253
OG0000470	Syak.g_01438	Prag.g_00255
OG0000471	Syak.g_01439	Prag.g_00256
OG0000472	Syak.g_01441	Prag.g_00257
OG0000473	Syak.g_01443	Prag.g_00259
OG0000474	Syak.g_01444	Prag.g_00260
OG0000475	Syak.g_01445	Prag.g_00261
OG0000476	Syak.g_01447	Prag.g_00262
OG0000477	Syak.g_01453	Prag.g_00266
OG0000478	Syak.g_01454	Prag.g_00267
OG0000479	Syak.g_01455	Prag.g_00268
OG0000480	Syak.g_01462	Prag.g_00273
OG0000481	Syak.g_01464	Prag.g_00275
OG0000482	Syak.g_01465	Prag.g_00276
OG0000483	Syak.g_01469	Prag.g_00279
OG0000484	Syak.g_01470	Prag.g_00280
OG0000485	Syak.g_01472	Prag.g_00281
OG0000486	Syak.g_01473	Prag.g_00282
OG0000487	Syak.g_01479	Prag.g_00286
OG0000488	Syak.g_01483	Prag.g_00289
OG0000489	Syak.g_01499	Prag.g_00294
OG0000490	Syak.g_01507	Prag.g_00299
OG0000491	Syak.g_01511	Prag.g_00300
OG0000492	Syak.g_01513	Prag.g_00302
OG0000493	Syak.g_01514	Prag.g_00303
OG0000494	Syak.g_01515	Prag.g_00304
OG0000495	Syak.g_01516	Prag.g_00305
OG0000496	Syak.g_01517	Prag.g_00306
OG0000497	Syak.g_01518	Prag.g_00307
OG0000498	Syak.g_01519	Prag.g_00308
OG0000499	Syak.g_01520	Prag.g_00309
OG0000500	Syak.g_01521	Prag.g_00310
OG0000501	Syak.g_01524	Prag.g_00312
OG0000502	Syak.g_01538	Prag.g_00315
OG0000503	Syak.g_01246	Prag.g_00329
OG0000504	Syak.g_01244	Prag.g_00330
OG0000505	Syak.g_01243	Prag.g_00331
OG0000506	Syak.g_01241	Prag.g_00333
OG0000507	Syak.g_01235	Prag.g_00336
OG0000508	Syak.g_01231	Prag.g_00339
OG0000509	Syak.g_01229	Prag.g_00341
OG0000510	Syak.g_01228	Prag.g_00342
OG0000511	Syak.g_01227	Prag.g_00343
OG0000512	Syak.g_01225	Prag.g_00345
OG0000513	Syak.g_01211	Prag.g_00352
OG0000514	Syak.g_01204	Prag.g_00410
OG0000515	Syak.g_01203	Prag.g_00411
OG0000516	Syak.g_01199	Prag.g_00412
OG0000517	Syak.g_01192	Prag.g_00414
OG0000518	Syak.g_01180	Prag.g_00425
OG0000519	Syak.g_01179	Prag.g_00426
OG0000520	Syak.g_01178	Prag.g_00427
OG0000521	Syak.g_01167	Prag.g_00432
OG0000522	Syak.g_01163	Prag.g_00434
OG0000523	Syak.g_01162	Prag.g_00435
OG0000524	Syak.g_01149	Prag.g_00440
OG0000525	Syak.g_01130	Prag.g_00443
OG0000526	Syak.g_01127	Prag.g_00444
OG0000527	Syak.g_01120	Prag.g_00452
OG0000528	Syak.g_02570	Prag.g_00457
OG0000529	Syak.g_02575	Prag.g_00460
OG0000530	Syak.g_02578	Prag.g_00463
OG0000531	Syak.g_02579	Prag.g_00464
OG0000532	Syak.g_02582	Prag.g_00466
OG0000533	Syak.g_02584	Prag.g_00467
OG0000534	Syak.g_02585	Prag.g_00468
OG0000535	Syak.g_02586	Prag.g_00469
OG0000536	Syak.g_02587	Prag.g_00470
OG0000537	Syak.g_02588	Prag.g_00471
OG0000538	Syak.g_02600	Prag.g_00479
OG0000539	Syak.g_02601	Prag.g_00480
OG0000540	Syak.g_02602	Prag.g_00481
OG0000541	Syak.g_02603	Prag.g_00482
OG0000542	Syak.g_02606	Prag.g_00484
OG0000543	Syak.g_02608	Prag.g_00486
OG0000544	Syak.g_02609	Prag.g_00487
OG0000545	Syak.g_02611	Prag.g_00489
OG0000546	Syak.g_02613	Prag.g_00492
OG0000547	Syak.g_02615	Prag.g_00494
OG0000548	Syak.g_02616	Prag.g_00495
OG0000549	Syak.g_02622	Prag.g_00497
OG0000550	Syak.g_02626	Prag.g_00502
OG0000551	Syak.g_02631	Prag.g_00506
OG0000552	Syak.g_02632	Prag.g_00507
OG0000553	Syak.g_02636	Prag.g_00508
OG0000554	Syak.g_02641	Prag.g_00513
OG0000555	Syak.g_02657	Prag.g_00521
OG0000556	Syak.g_02661	Prag.g_00523
OG0000557	Syak.g_02663	Prag.g_00524
OG0000558	Syak.g_02666	Prag.g_00526
OG0000559	Syak.g_02670	Prag.g_00530
OG0000560	Syak.g_02672	Prag.g_00533
OG0000561	Syak.g_02673	Prag.g_00534
OG0000562	Syak.g_02674	Prag.g_00535
OG0000563	Syak.g_02675	Prag.g_00536
OG0000564	Syak.g_02676	Prag.g_00537
OG0000565	Syak.g_02679	Prag.g_00540
OG0000566	Syak.g_02683	Prag.g_00542
OG0000567	Syak.g_02687	Prag.g_00546
OG0000568	Syak.g_02690	Prag.g_00547
OG0000569	Syak.g_02691	Prag.g_00548
OG0000570	Syak.g_02692	Prag.g_00549
OG0000571	Syak.g_02696	Prag.g_00551
OG0000572	Syak.g_02713	Prag.g_00564
OG0000573	Syak.g_02723	Prag.g_00570
OG0000574	Syak.g_02724	Prag.g_00571
OG0000575	Syak.g_02729	Prag.g_00575
OG0000576	Syak.g_02731	Prag.g_00577
OG0000577	Syak.g_02732	Prag.g_00578
OG0000578	Syak.g_02733	Prag.g_00579
OG0000579	Syak.g_02734	Prag.g_00580
OG0000580	Syak.g_02735	Prag.g_00581
OG0000581	Syak.g_02742	Prag.g_00583
OG0000582	Syak.g_02748	Prag.g_00586
OG0000583	Syak.g_02749	Prag.g_00587
OG0000584	Syak.g_02750	Prag.g_00588
OG0000585	Syak.g_02753	Prag.g_00590
OG0000586	Syak.g_02754	Prag.g_00591
OG0000587	Syak.g_02756	Prag.g_00592
OG0000588	Syak.g_00004	Prag.g_00596
OG0000589	Syak.g_00008	Prag.g_00599
OG0000590	Syak.g_00009	Prag.g_00600
OG0000591	Syak.g_00017	Prag.g_00603
