Orthogroup	Syak	Prar
OG0000087	Syak.g_02141	Prar.g_00189
OG0000088	Syak.g_02106	Prar.g_00161
OG0000089	Syak.g_01215	Prar.g_00416
OG0000090	Syak.g_02640	Prar.g_01363
OG0000091	Syak.g_00043	Prar.g_01472
OG0000092	Syak.g_01126	Prar.g_01781, Prar.g_00615
OG0000094	Syak.g_00656	Prar.g_01885
OG0000097	Syak.g_00816	Prar.g_01222
OG0000098	Syak.g_00345	Prar.g_00929
OG0000099	Syak.g_01527	Prar.g_00872
OG0000100	Syak.g_00622	Prar.g_00773
OG0000101	Syak.g_01305	Prar.g_01027
OG0000102	Syak.g_01661	Prar.g_00658
OG0000103	Syak.g_01812	Prar.g_00050
OG0000104	Syak.g_01799	Prar.g_00042
OG0000105	Syak.g_01451	Prar.g_00313
OG0000106	Syak.g_00096	Prar.g_00431
OG0000107	Syak.g_01392	Prar.g_00446
OG0000108	Syak.g_02574	Prar.g_00530
OG0000109	Syak.g_01061	Prar.g_00544
OG0000110	Syak.g_02698	Prar.g_01404
OG0000111	Syak.g_00725	Prar.g_01529
OG0000112	Syak.g_00512	Prar.g_01652
OG0000113	Syak.g_00461	Prar.g_01706
OG0000114	Syak.g_00373	Prar.g_01776
OG0000115	Syak.g_01066	Prar.g_01318
OG0000116	Syak.g_00911	Prar.g_01273
OG0000117	Syak.g_00846	Prar.g_01003
OG0000118	Syak.g_00954	Prar.g_00943
OG0000119	Syak.g_00917	Prar.g_00915
OG0000120	Syak.g_01526	Prar.g_00880
OG0000121	Syak.g_01044	Prar.g_00337
OG0000122	Syak.g_00081	Prar.g_00807
OG0000123	Syak.g_01299	Prar.g_01021
OG0000124	Syak.g_01692	Prar.g_00668
OG0000125	Syak.g_01934	Prar.g_00704
OG0000126	Syak.g_01801	Prar.g_00043
OG0000128	Syak.g_01782	Prar.g_00027
OG0000129	Syak.g_01947	Prar.g_00576
OG0000130	Syak.g_02255	Prar.g_00549
OG0000131	Syak.g_02128	Prar.g_00182
OG0000132	Syak.g_02108	Prar.g_00163
OG0000133	Syak.g_00507	Prar.g_00265
OG0000134	Syak.g_01212	Prar.g_00417
OG0000135	Syak.g_01897	Prar.g_00444
OG0000136	Syak.g_01186	Prar.g_00489
OG0000137	Syak.g_01118	Prar.g_00525
OG0000138	Syak.g_02591	Prar.g_00545
OG0000139	Syak.g_02646	Prar.g_01367
OG0000140	Syak.g_02650	Prar.g_01368
OG0000141	Syak.g_02746	Prar.g_01437
OG0000142	Syak.g_00035	Prar.g_01465
OG0000143	Syak.g_00039	Prar.g_01469
OG0000144	Syak.g_00260	Prar.g_01482
OG0000145	Syak.g_02598	Prar.g_01651
OG0000146	Syak.g_00514	Prar.g_01653
OG0000147	Syak.g_00515	Prar.g_01654
OG0000148	Syak.g_00455	Prar.g_01700
OG0000149	Syak.g_00596	Prar.g_01730
OG0000150	Syak.g_02747	Prar.g_01738
OG0000151	Syak.g_00387	Prar.g_01786
OG0000152	Syak.g_00503	Prar.g_01833
OG0000153	Syak.g_00470	Prar.g_01852
OG0000154	Syak.g_00645	Prar.g_01878
OG0000155	Syak.g_00855	Prar.g_01243
OG0000156	Syak.g_00919	Prar.g_00966
OG0000157	Syak.g_00920	Prar.g_00965
OG0000158	Syak.g_01624	Prar.g_00375
OG0000160	Syak.g_01043	Prar.g_00338
OG0000161	Syak.g_01050	Prar.g_00840
OG0000162	Syak.g_01058	Prar.g_00834
OG0000163	Syak.g_02478	Prar.g_00800
OG0000164	Syak.g_02384	Prar.g_01964
OG0000165	Syak.g_02374	Prar.g_01971
OG0000166	Syak.g_01345	Prar.g_01063
OG0000167	Syak.g_01561	Prar.g_00627
OG0000168	Syak.g_01625	Prar.g_00637
OG0000169	Syak.g_01637	Prar.g_00647
OG0000170	Syak.g_01644	Prar.g_00649
OG0000171	Syak.g_01691	Prar.g_00667
OG0000172	Syak.g_01713	Prar.g_00675
OG0000173	Syak.g_01733	Prar.g_00690
OG0000174	Syak.g_01895	Prar.g_00068
OG0000175	Syak.g_01827	Prar.g_00058
OG0000176	Syak.g_01790	Prar.g_00034
OG0000177	Syak.g_01789	Prar.g_00033
OG0000178	Syak.g_01788	Prar.g_00032
OG0000179	Syak.g_01773	Prar.g_00022
OG0000180	Syak.g_01772	Prar.g_00021
OG0000181	Syak.g_01771	Prar.g_00020
OG0000182	Syak.g_01770	Prar.g_00019
OG0000183	Syak.g_01766	Prar.g_00015
OG0000184	Syak.g_01955	Prar.g_00573
OG0000185	Syak.g_01971	Prar.g_00570
OG0000186	Syak.g_02258	Prar.g_00554
OG0000187	Syak.g_02257	Prar.g_00553
OG0000188	Syak.g_02235	Prar.g_00246
OG0000189	Syak.g_02203	Prar.g_00232
OG0000190	Syak.g_01575	Prar.g_00231
OG0000191	Syak.g_02171	Prar.g_00211
OG0000192	Syak.g_02165	Prar.g_00207
OG0000193	Syak.g_02127	Prar.g_00181
OG0000194	Syak.g_02124	Prar.g_00178
OG0000195	Syak.g_02122	Prar.g_00176
OG0000196	Syak.g_02111	Prar.g_00166
OG0000197	Syak.g_02110	Prar.g_00165
OG0000198	Syak.g_02109	Prar.g_00164
OG0000199	Syak.g_02100	Prar.g_00157
OG0000200	Syak.g_02083	Prar.g_00143
OG0000201	Syak.g_02068	Prar.g_00135
OG0000202	Syak.g_02067	Prar.g_00134
OG0000203	Syak.g_02066	Prar.g_00133
OG0000204	Syak.g_02065	Prar.g_00132
OG0000205	Syak.g_02058	Prar.g_00125
OG0000206	Syak.g_02038	Prar.g_00120
OG0000207	Syak.g_02025	Prar.g_00118
OG0000208	Syak.g_02024	Prar.g_00117
OG0000209	Syak.g_01995	Prar.g_00108
OG0000210	Syak.g_01994	Prar.g_00107
OG0000211	Syak.g_02017	Prar.g_00094
OG0000212	Syak.g_02311	Prar.g_00087
OG0000213	Syak.g_01425	Prar.g_00330
OG0000214	Syak.g_01442	Prar.g_00320
OG0000215	Syak.g_01474	Prar.g_00295
OG0000216	Syak.g_01478	Prar.g_00293
OG0000217	Syak.g_01482	Prar.g_01154, Prar.g_00290
OG0000218	Syak.g_01484	Prar.g_00288
OG0000219	Syak.g_01485	Prar.g_00287
OG0000220	Syak.g_01486	Prar.g_00286
OG0000221	Syak.g_01498	Prar.g_00285
OG0000222	Syak.g_01512	Prar.g_00277
OG0000223	Syak.g_01531	Prar.g_00264
OG0000224	Syak.g_01532	Prar.g_00262
OG0000225	Syak.g_01230	Prar.g_00406
OG0000226	Syak.g_01226	Prar.g_00410
OG0000227	Syak.g_01224	Prar.g_00412
OG0000228	Syak.g_01216	Prar.g_00415
OG0000229	Syak.g_01191	Prar.g_00484
OG0000230	Syak.g_01189	Prar.g_00486
OG0000231	Syak.g_01176	Prar.g_00497
OG0000232	Syak.g_01156	Prar.g_00506
OG0000233	Syak.g_01145	Prar.g_00512
OG0000234	Syak.g_01116	Prar.g_00526
OG0000235	Syak.g_02573	Prar.g_00529
OG0000236	Syak.g_02589	Prar.g_00543
OG0000237	Syak.g_02607	Prar.g_01337
OG0000238	Syak.g_02612	Prar.g_01343
OG0000239	Syak.g_02628	Prar.g_01355
OG0000240	Syak.g_02629	Prar.g_01356
OG0000241	Syak.g_00027	Prar.g_01360
OG0000242	Syak.g_02638	Prar.g_01362
OG0000243	Syak.g_02658	Prar.g_01373
OG0000244	Syak.g_02665	Prar.g_01376
OG0000245	Syak.g_02667	Prar.g_01378
OG0000246	Syak.g_02671	Prar.g_01382
OG0000247	Syak.g_02681	Prar.g_01392
OG0000248	Syak.g_02684	Prar.g_01394
OG0000249	Syak.g_02686	Prar.g_01396
OG0000250	Syak.g_02694	Prar.g_01401
OG0000251	Syak.g_02722	Prar.g_01420
OG0000252	Syak.g_02725	Prar.g_01424
OG0000253	Syak.g_02727	Prar.g_01425
OG0000254	Syak.g_02752	Prar.g_01441
OG0000255	Syak.g_02772	Prar.g_01447
OG0000256	Syak.g_00020	Prar.g_01457
OG0000257	Syak.g_00026	Prar.g_01460
OG0000258	Syak.g_00044	Prar.g_01473
OG0000259	Syak.g_00334	Prar.g_01490
OG0000260	Syak.g_00338	Prar.g_01493
OG0000261	Syak.g_00348	Prar.g_01495
OG0000262	Syak.g_00353	Prar.g_01499
OG0000263	Syak.g_00828	Prar.g_01511
OG0000264	Syak.g_00698	Prar.g_01521
OG0000265	Syak.g_00211	Prar.g_01599
OG0000266	Syak.g_00778	Prar.g_01609
OG0000267	Syak.g_00555	Prar.g_01620
OG0000268	Syak.g_00554	Prar.g_01621
OG0000269	Syak.g_00429	Prar.g_01679
OG0000270	Syak.g_00432	Prar.g_01682
OG0000271	Syak.g_00440	Prar.g_01690
OG0000272	Syak.g_00441	Prar.g_01691
OG0000274	Syak.g_00615	Prar.g_01715
OG0000275	Syak.g_00611	Prar.g_01717
OG0000276	Syak.g_00604	Prar.g_01722
OG0000277	Syak.g_00603	Prar.g_01723
OG0000278	Syak.g_00600	Prar.g_01726
OG0000279	Syak.g_00592	Prar.g_01733
OG0000280	Syak.g_00582	Prar.g_01734
OG0000281	Syak.g_00339	Prar.g_01740
OG0000282	Syak.g_00375	Prar.g_01778
OG0000283	Syak.g_00541	Prar.g_01810
OG0000284	Syak.g_00536	Prar.g_01815
OG0000285	Syak.g_00523	Prar.g_01820
OG0000286	Syak.g_00504	Prar.g_01832
OG0000287	Syak.g_00477	Prar.g_01849
OG0000288	Syak.g_00644	Prar.g_01877
OG0000289	Syak.g_00659	Prar.g_01888
OG0000290	Syak.g_00738	Prar.g_01901
OG0000291	Syak.g_00737	Prar.g_01903
OG0000292	Syak.g_01802	Prar.g_01953
OG0000293	Syak.g_00910	Prar.g_01272
OG0000294	Syak.g_00909	Prar.g_01271
OG0000295	Syak.g_00863	Prar.g_01251
OG0000296	Syak.g_00861	Prar.g_01249
OG0000297	Syak.g_00848	Prar.g_01241
OG0000298	Syak.g_00847	Prar.g_01240
OG0000299	Syak.g_00820	Prar.g_01223
OG0000300	Syak.g_00813	Prar.g_01220
OG0000301	Syak.g_00812	Prar.g_01219
OG0000302	Syak.g_00811	Prar.g_01217
OG0000303	Syak.g_00674	Prar.g_01210
OG0000304	Syak.g_00680	Prar.g_01206
OG0000305	Syak.g_00732	Prar.g_00919
OG0000306	Syak.g_00094	Prar.g_00916
OG0000307	Syak.g_02556	Prar.g_00902
OG0000308	Syak.g_02554	Prar.g_00901
OG0000309	Syak.g_02549	Prar.g_00897
OG0000310	Syak.g_00994	Prar.g_00354
OG0000311	Syak.g_00999	Prar.g_00352
OG0000312	Syak.g_01028	Prar.g_00349
OG0000313	Syak.g_01046	Prar.g_00335
OG0000314	Syak.g_01079	Prar.g_00820
OG0000315	Syak.g_01090	Prar.g_00810
OG0000316	Syak.g_02462	Prar.g_00790
OG0000317	Syak.g_02419	Prar.g_01145
OG0000318	Syak.g_02415	Prar.g_01142
OG0000319	Syak.g_02399	Prar.g_01129
OG0000320	Syak.g_02397	Prar.g_01127
OG0000321	Syak.g_02396	Prar.g_01126
OG0000322	Syak.g_02395	Prar.g_01125
OG0000323	Syak.g_02380	Prar.g_01967
OG0000324	Syak.g_02347	Prar.g_00609
OG0000325	Syak.g_01391	Prar.g_01113
OG0000326	Syak.g_01384	Prar.g_01107
OG0000327	Syak.g_01350	Prar.g_01068
OG0000328	Syak.g_01349	Prar.g_01067
OG0000329	Syak.g_01331	Prar.g_01050
OG0000330	Syak.g_01330	Prar.g_01049
OG0000331	Syak.g_01329	Prar.g_01048
OG0000332	Syak.g_01314	Prar.g_01034
OG0000333	Syak.g_01311	Prar.g_01032
OG0000334	Syak.g_01302	Prar.g_01024
OG0000335	Syak.g_01298	Prar.g_01020
OG0000336	Syak.g_01294	Prar.g_01016
OG0000337	Syak.g_01555	Prar.g_00625
OG0000338	Syak.g_01558	Prar.g_00626
OG0000339	Syak.g_01566	Prar.g_00630
OG0000340	Syak.g_01626	Prar.g_00638
OG0000341	Syak.g_01628	Prar.g_00640
OG0000342	Syak.g_01629	Prar.g_00641
OG0000343	Syak.g_01631	Prar.g_00642
OG0000344	Syak.g_01635	Prar.g_00645
OG0000345	Syak.g_01645	Prar.g_00650
OG0000346	Syak.g_01651	Prar.g_00654
OG0000347	Syak.g_01694	Prar.g_00669
OG0000348	Syak.g_01717	Prar.g_00678
OG0000349	Syak.g_01740	Prar.g_00695
OG0000350	Syak.g_01377	Prar.g_00072
OG0000351	Syak.g_01823	Prar.g_00055
OG0000352	Syak.g_01822	Prar.g_00054
OG0000353	Syak.g_01796	Prar.g_00039
OG0000355	Syak.g_01793	Prar.g_00037
OG0000356	Syak.g_01792	Prar.g_00036
OG0000357	Syak.g_01791	Prar.g_00035
OG0000358	Syak.g_01787	Prar.g_00031
OG0000359	Syak.g_01785	Prar.g_00030
OG0000360	Syak.g_01784	Prar.g_00029
OG0000361	Syak.g_01783	Prar.g_00028
OG0000362	Syak.g_01781	Prar.g_00026
OG0000363	Syak.g_01779	Prar.g_00024
OG0000364	Syak.g_01778	Prar.g_00023
OG0000365	Syak.g_01769	Prar.g_00018
OG0000366	Syak.g_01768	Prar.g_00017
OG0000367	Syak.g_01767	Prar.g_00016
OG0000368	Syak.g_01765	Prar.g_00014
OG0000369	Syak.g_01764	Prar.g_00013
OG0000370	Syak.g_01763	Prar.g_00012
OG0000371	Syak.g_01753	Prar.g_00006
OG0000372	Syak.g_01748	Prar.g_00002
OG0000373	Syak.g_01747	Prar.g_00001
OG0000374	Syak.g_01746	Prar.g_00594
OG0000375	Syak.g_01744	Prar.g_00580
OG0000376	Syak.g_01742	Prar.g_00578
OG0000377	Syak.g_01948	Prar.g_00574
OG0000378	Syak.g_01968	Prar.g_00572
OG0000379	Syak.g_01972	Prar.g_00569
OG0000380	Syak.g_02256	Prar.g_00552
OG0000381	Syak.g_02254	Prar.g_00548
OG0000382	Syak.g_02236	Prar.g_00247
OG0000383	Syak.g_02229	Prar.g_00245
OG0000384	Syak.g_02228	Prar.g_00244
OG0000385	Syak.g_02227	Prar.g_00243
OG0000386	Syak.g_02226	Prar.g_00242
OG0000387	Syak.g_02200	Prar.g_00229
OG0000388	Syak.g_02196	Prar.g_00226
OG0000389	Syak.g_02345, Syak.g_02193	Prar.g_00222
OG0000390	Syak.g_02177	Prar.g_00215
OG0000391	Syak.g_02172	Prar.g_00212
OG0000392	Syak.g_02166	Prar.g_00208
OG0000393	Syak.g_02163	Prar.g_00206
OG0000394	Syak.g_02162	Prar.g_00205
OG0000395	Syak.g_02161	Prar.g_00204
OG0000396	Syak.g_02158	Prar.g_00201
OG0000397	Syak.g_02156	Prar.g_00199
OG0000398	Syak.g_02151	Prar.g_00197
OG0000399	Syak.g_02150	Prar.g_00196
OG0000400	Syak.g_02149	Prar.g_00195
OG0000401	Syak.g_02148	Prar.g_00194
OG0000402	Syak.g_02146	Prar.g_00192
OG0000403	Syak.g_02145	Prar.g_00191
OG0000404	Syak.g_02143	Prar.g_00190
OG0000405	Syak.g_02131	Prar.g_00186
OG0000406	Syak.g_02126	Prar.g_00180
OG0000407	Syak.g_02125	Prar.g_00179
OG0000408	Syak.g_02123	Prar.g_00177
OG0000409	Syak.g_02121	Prar.g_00175
OG0000410	Syak.g_02120	Prar.g_00174
OG0000411	Syak.g_02119	Prar.g_00173
OG0000412	Syak.g_02118	Prar.g_00172
OG0000413	Syak.g_02116	Prar.g_00171
OG0000415	Syak.g_02114	Prar.g_00169
OG0000416	Syak.g_02113	Prar.g_00168
OG0000417	Syak.g_02112	Prar.g_00167
OG0000418	Syak.g_02107	Prar.g_00162
OG0000419	Syak.g_02105	Prar.g_00160
OG0000420	Syak.g_02103	Prar.g_00159
OG0000421	Syak.g_02097	Prar.g_00154
OG0000422	Syak.g_02096	Prar.g_00153
OG0000423	Syak.g_02095	Prar.g_00152
OG0000424	Syak.g_02094	Prar.g_00151
OG0000425	Syak.g_02093	Prar.g_00150
OG0000426	Syak.g_02092	Prar.g_00149
OG0000427	Syak.g_02091	Prar.g_00148
OG0000428	Syak.g_02088	Prar.g_00146
OG0000429	Syak.g_02086	Prar.g_00145
OG0000430	Syak.g_02084	Prar.g_00144
OG0000431	Syak.g_02081	Prar.g_00142
OG0000432	Syak.g_02075	Prar.g_00139
OG0000433	Syak.g_02073	Prar.g_00138
OG0000434	Syak.g_02072	Prar.g_00137
OG0000435	Syak.g_02071	Prar.g_00136
OG0000436	Syak.g_02064	Prar.g_00131
OG0000437	Syak.g_02063	Prar.g_00130
OG0000438	Syak.g_02062	Prar.g_00129
OG0000439	Syak.g_02060	Prar.g_00127
OG0000440	Syak.g_02059	Prar.g_00126
OG0000441	Syak.g_02053	Prar.g_00123
OG0000442	Syak.g_02043	Prar.g_00122
OG0000443	Syak.g_02041	Prar.g_00121
OG0000444	Syak.g_02022	Prar.g_00116
OG0000445	Syak.g_02015	Prar.g_00115
OG0000446	Syak.g_02013	Prar.g_00114
OG0000447	Syak.g_02006	Prar.g_00113
OG0000448	Syak.g_02005	Prar.g_00112
OG0000449	Syak.g_02004	Prar.g_00111
OG0000450	Syak.g_01998	Prar.g_00110
OG0000451	Syak.g_01997	Prar.g_00109
OG0000452	Syak.g_01993	Prar.g_00106
OG0000453	Syak.g_01992	Prar.g_00105
OG0000454	Syak.g_01991	Prar.g_00104
OG0000455	Syak.g_01990	Prar.g_00103
OG0000456	Syak.g_01989	Prar.g_00102
OG0000457	Syak.g_01987	Prar.g_00101
OG0000458	Syak.g_01986	Prar.g_00100
OG0000459	Syak.g_01985	Prar.g_00099
OG0000460	Syak.g_02303	Prar.g_00092
OG0000461	Syak.g_01402	Prar.g_00085
OG0000462	Syak.g_01405	Prar.g_00083
OG0000463	Syak.g_01406	Prar.g_00082
OG0000464	Syak.g_01407	Prar.g_00081
OG0000465	Syak.g_01409	Prar.g_00080
OG0000466	Syak.g_01414	Prar.g_00077
OG0000467	Syak.g_01416	Prar.g_00076
OG0000468	Syak.g_01421	Prar.g_00334
OG0000469	Syak.g_01436	Prar.g_00325
OG0000470	Syak.g_01438	Prar.g_00323
OG0000471	Syak.g_01439	Prar.g_00322
OG0000472	Syak.g_01441	Prar.g_00321
OG0000473	Syak.g_01443	Prar.g_00319
OG0000474	Syak.g_01444	Prar.g_00318
OG0000475	Syak.g_01445	Prar.g_00317
OG0000476	Syak.g_01447	Prar.g_00316
OG0000477	Syak.g_01453	Prar.g_00312
OG0000478	Syak.g_01454	Prar.g_00311
OG0000479	Syak.g_01455	Prar.g_00310
OG0000480	Syak.g_01462	Prar.g_00305
OG0000481	Syak.g_01464	Prar.g_00303
OG0000482	Syak.g_01465	Prar.g_00302
OG0000483	Syak.g_01469	Prar.g_00299
OG0000484	Syak.g_01470	Prar.g_00298
OG0000485	Syak.g_01472	Prar.g_00297
OG0000486	Syak.g_01473	Prar.g_00296
OG0000487	Syak.g_01479	Prar.g_00292
OG0000488	Syak.g_01483	Prar.g_00289
OG0000489	Syak.g_01499	Prar.g_00284
OG0000490	Syak.g_01507	Prar.g_00279
OG0000491	Syak.g_01511	Prar.g_00278
OG0000492	Syak.g_01513	Prar.g_00276
OG0000493	Syak.g_01514	Prar.g_00275
OG0000494	Syak.g_01515	Prar.g_00274
OG0000495	Syak.g_01516	Prar.g_00273
OG0000496	Syak.g_01517	Prar.g_00272
OG0000497	Syak.g_01518	Prar.g_00271
OG0000498	Syak.g_01519	Prar.g_00270
OG0000499	Syak.g_01520	Prar.g_00269
OG0000500	Syak.g_01521	Prar.g_00268
OG0000501	Syak.g_01524	Prar.g_00266
OG0000502	Syak.g_01538	Prar.g_00263
OG0000503	Syak.g_01246	Prar.g_00394
OG0000504	Syak.g_01244	Prar.g_00395
OG0000505	Syak.g_01243	Prar.g_00396
OG0000506	Syak.g_01241	Prar.g_00398
OG0000507	Syak.g_01235	Prar.g_00401
OG0000508	Syak.g_01231	Prar.g_00405
OG0000509	Syak.g_01229	Prar.g_00407
OG0000510	Syak.g_01228	Prar.g_00408
OG0000511	Syak.g_01227	Prar.g_00409
OG0000512	Syak.g_01225	Prar.g_00411
OG0000513	Syak.g_01211	Prar.g_00418
OG0000514	Syak.g_01204	Prar.g_00479
OG0000515	Syak.g_01203	Prar.g_00480
OG0000516	Syak.g_01199	Prar.g_00481
OG0000517	Syak.g_01192	Prar.g_00483
OG0000518	Syak.g_01180	Prar.g_00494
OG0000519	Syak.g_01179	Prar.g_00495
OG0000520	Syak.g_01178	Prar.g_00496
OG0000521	Syak.g_01167	Prar.g_00501
OG0000522	Syak.g_01163	Prar.g_00503
OG0000523	Syak.g_01162	Prar.g_00504
OG0000524	Syak.g_01149	Prar.g_00510
OG0000525	Syak.g_01130	Prar.g_00513
OG0000526	Syak.g_01127	Prar.g_00514
OG0000527	Syak.g_01120	Prar.g_00523
OG0000528	Syak.g_02570	Prar.g_00528
OG0000529	Syak.g_02575	Prar.g_00531
OG0000530	Syak.g_02578	Prar.g_00534
OG0000531	Syak.g_02579	Prar.g_00535
OG0000532	Syak.g_02582	Prar.g_00537
OG0000533	Syak.g_02584	Prar.g_00538
OG0000534	Syak.g_02585	Prar.g_00539
OG0000535	Syak.g_02586	Prar.g_00540
OG0000536	Syak.g_02587	Prar.g_00541
OG0000537	Syak.g_02588	Prar.g_00542
OG0000538	Syak.g_02600	Prar.g_01331
OG0000539	Syak.g_02601	Prar.g_01332
OG0000540	Syak.g_02602	Prar.g_01333
OG0000541	Syak.g_02603	Prar.g_01334
OG0000542	Syak.g_02606	Prar.g_01336
OG0000543	Syak.g_02608	Prar.g_01338
OG0000544	Syak.g_02609	Prar.g_01339
OG0000545	Syak.g_02611	Prar.g_01341
OG0000546	Syak.g_02613	Prar.g_01344
OG0000547	Syak.g_02615	Prar.g_01345
OG0000548	Syak.g_02616	Prar.g_01346
OG0000549	Syak.g_02622	Prar.g_01348
OG0000550	Syak.g_02626	Prar.g_01353
OG0000551	Syak.g_02631	Prar.g_01357
OG0000552	Syak.g_02632	Prar.g_01358
OG0000553	Syak.g_02636	Prar.g_01359
OG0000554	Syak.g_02641	Prar.g_01364
OG0000555	Syak.g_02657	Prar.g_01372
OG0000556	Syak.g_02661	Prar.g_01374
OG0000557	Syak.g_02663	Prar.g_01375
OG0000558	Syak.g_02666	Prar.g_01377
OG0000559	Syak.g_02670	Prar.g_01381
OG0000560	Syak.g_02672	Prar.g_01384
OG0000561	Syak.g_02673	Prar.g_01385
OG0000562	Syak.g_02674	Prar.g_01386
OG0000563	Syak.g_02675	Prar.g_01387
OG0000564	Syak.g_02676	Prar.g_01388
OG0000565	Syak.g_02679	Prar.g_01391
OG0000566	Syak.g_02683	Prar.g_01393
OG0000567	Syak.g_02687	Prar.g_01397
OG0000568	Syak.g_02690	Prar.g_01398
OG0000569	Syak.g_02691	Prar.g_01399
OG0000570	Syak.g_02692	Prar.g_01400
OG0000571	Syak.g_02696	Prar.g_01402
OG0000572	Syak.g_02713	Prar.g_01415
OG0000573	Syak.g_02723	Prar.g_01422
OG0000574	Syak.g_02724	Prar.g_01423
OG0000575	Syak.g_02729	Prar.g_01427
OG0000576	Syak.g_02731	Prar.g_01429
OG0000577	Syak.g_02732	Prar.g_01430
OG0000578	Syak.g_02733	Prar.g_01431
OG0000579	Syak.g_02734	Prar.g_01432
OG0000580	Syak.g_02735	Prar.g_01433
OG0000581	Syak.g_02742	Prar.g_01435
OG0000582	Syak.g_02748	Prar.g_01438
OG0000583	Syak.g_02749	Prar.g_01439
OG0000584	Syak.g_02750	Prar.g_01440
OG0000585	Syak.g_02753	Prar.g_01442
OG0000586	Syak.g_02754	Prar.g_01443
OG0000587	Syak.g_02756	Prar.g_01444
OG0000588	Syak.g_00004	Prar.g_01448
OG0000589	Syak.g_00008	Prar.g_01451
OG0000590	Syak.g_00009	Prar.g_01452
OG0000591	Syak.g_00017	Prar.g_01455
OG0000592	Syak.g_00018	Prar.g_01456
OG0000593	Syak.g_00031	Prar.g_01462
