Orthogroup	Syak	Pral
OG0000164	Syak.g_02384	Pral.g_00131
OG0000165	Syak.g_02374	Pral.g_00138
OG0000166	Syak.g_01345	Pral.g_00206
OG0000167	Syak.g_01561	Pral.g_00277
OG0000168	Syak.g_01625	Pral.g_00288
OG0000169	Syak.g_01637	Pral.g_00298
OG0000170	Syak.g_01644	Pral.g_00301
OG0000171	Syak.g_01691	Pral.g_00321
OG0000172	Syak.g_01713	Pral.g_00328
OG0000173	Syak.g_01733	Pral.g_00343
OG0000174	Syak.g_01895	Pral.g_00375
OG0000175	Syak.g_01827	Pral.g_00387
OG0000176	Syak.g_01790	Pral.g_00414
OG0000177	Syak.g_01789	Pral.g_00415
OG0000178	Syak.g_01788	Pral.g_00416
OG0000179	Syak.g_01773	Pral.g_01028
OG0000180	Syak.g_01772	Pral.g_01027
OG0000181	Syak.g_01771	Pral.g_01026
OG0000182	Syak.g_01770	Pral.g_01025
OG0000183	Syak.g_01766	Pral.g_01021
OG0000184	Syak.g_01955	Pral.g_00996
OG0000185	Syak.g_01971	Pral.g_00993
OG0000186	Syak.g_02258	Pral.g_00984
OG0000187	Syak.g_02257	Pral.g_00983
OG0000188	Syak.g_02235	Pral.g_00965
OG0000189	Syak.g_02203	Pral.g_00951
OG0000190	Syak.g_01575	Pral.g_00950
OG0000191	Syak.g_02171	Pral.g_00928
OG0000192	Syak.g_02165	Pral.g_00923
OG0000193	Syak.g_02127	Pral.g_00899
OG0000194	Syak.g_02124	Pral.g_00896
OG0000195	Syak.g_02122	Pral.g_00894
OG0000196	Syak.g_02111	Pral.g_00883
OG0000197	Syak.g_02110	Pral.g_00882
OG0000198	Syak.g_02109	Pral.g_00881
OG0000199	Syak.g_02100	Pral.g_00873
OG0000200	Syak.g_02083	Pral.g_00860
OG0000201	Syak.g_02068	Pral.g_00851
OG0000202	Syak.g_02067	Pral.g_00850
OG0000203	Syak.g_02066	Pral.g_00849
OG0000204	Syak.g_02065	Pral.g_00848
OG0000205	Syak.g_02058	Pral.g_00842
OG0000206	Syak.g_02038	Pral.g_00837
OG0000207	Syak.g_02025	Pral.g_00835
OG0000208	Syak.g_02024	Pral.g_00834
OG0000209	Syak.g_01995	Pral.g_00825
OG0000210	Syak.g_01994	Pral.g_00824
OG0000211	Syak.g_02300, Syak.g_02017	Pral.g_00807
OG0000212	Syak.g_02311	Pral.g_00799
OG0000213	Syak.g_01425	Pral.g_00781
OG0000214	Syak.g_01442	Pral.g_00772
OG0000215	Syak.g_01474	Pral.g_00746
OG0000216	Syak.g_01478	Pral.g_00744
OG0000217	Syak.g_01482	Pral.g_00741
OG0000218	Syak.g_01484	Pral.g_00739
OG0000219	Syak.g_01485	Pral.g_00738
OG0000220	Syak.g_01486	Pral.g_00737
OG0000221	Syak.g_01498	Pral.g_00736
OG0000222	Syak.g_01512	Pral.g_00729
OG0000223	Syak.g_01531	Pral.g_00716
OG0000224	Syak.g_01532	Pral.g_00714
OG0000225	Syak.g_01230	Pral.g_00686
OG0000226	Syak.g_01226	Pral.g_00682
OG0000227	Syak.g_01224	Pral.g_00680
OG0000228	Syak.g_01216	Pral.g_00677
OG0000229	Syak.g_01191	Pral.g_00658
OG0000230	Syak.g_01189	Pral.g_00656
OG0000231	Syak.g_01176	Pral.g_00644
OG0000232	Syak.g_01156	Pral.g_00631
OG0000233	Syak.g_01145	Pral.g_00625
OG0000234	Syak.g_01116	Pral.g_00616
OG0000235	Syak.g_02573	Pral.g_00612
OG0000236	Syak.g_02589	Pral.g_00597
OG0000237	Syak.g_02607	Pral.g_00584
OG0000238	Syak.g_02612	Pral.g_00578
OG0000239	Syak.g_02628	Pral.g_00565
OG0000240	Syak.g_02629	Pral.g_00564
OG0000241	Syak.g_00027	Pral.g_00560
OG0000242	Syak.g_02638	Pral.g_00558
OG0000243	Syak.g_02658	Pral.g_00547
OG0000244	Syak.g_02665	Pral.g_00544
OG0000245	Syak.g_02667	Pral.g_00542
OG0000246	Syak.g_02671	Pral.g_00538
OG0000247	Syak.g_02681	Pral.g_00527
OG0000248	Syak.g_02684	Pral.g_00524
OG0000249	Syak.g_02686	Pral.g_00522
OG0000250	Syak.g_02694	Pral.g_00516
OG0000251	Syak.g_02722	Pral.g_00498
OG0000252	Syak.g_02725	Pral.g_00495
OG0000253	Syak.g_02727	Pral.g_00494
OG0000254	Syak.g_02752	Pral.g_00477
OG0000255	Syak.g_02772	Pral.g_00470
OG0000256	Syak.g_00020	Pral.g_00460
OG0000257	Syak.g_00026	Pral.g_01430
OG0000258	Syak.g_00044	Pral.g_01444
OG0000259	Syak.g_00334	Pral.g_01461
OG0000260	Syak.g_00338	Pral.g_01464
OG0000261	Syak.g_00348	Pral.g_01467
OG0000262	Syak.g_00353	Pral.g_01471
OG0000263	Syak.g_00828	Pral.g_01761
OG0000264	Syak.g_00698	Pral.g_01750
OG0000265	Syak.g_00211	Pral.g_01729
OG0000266	Syak.g_00778	Pral.g_01719
OG0000267	Syak.g_00555	Pral.g_01706
OG0000268	Syak.g_00554	Pral.g_01705
OG0000269	Syak.g_00429	Pral.g_01483
OG0000270	Syak.g_00432	Pral.g_01486
OG0000271	Syak.g_00440	Pral.g_01494
OG0000272	Syak.g_00441	Pral.g_01495
OG0000274	Syak.g_00615	Pral.g_01519
OG0000275	Syak.g_00611	Pral.g_01522
OG0000276	Syak.g_00604	Pral.g_01527
OG0000277	Syak.g_00603	Pral.g_01528
OG0000278	Syak.g_00600	Pral.g_01531
OG0000279	Syak.g_00592	Pral.g_01538
OG0000280	Syak.g_00582	Pral.g_01539
OG0000281	Syak.g_00339	Pral.g_01546
OG0000282	Syak.g_00375	Pral.g_01797
OG0000283	Syak.g_00541	Pral.g_01655
OG0000284	Syak.g_00536	Pral.g_01650
OG0000285	Syak.g_00523	Pral.g_01644
OG0000286	Syak.g_00504	Pral.g_01628
OG0000287	Syak.g_00477	Pral.g_00050
OG0000288	Syak.g_00644	Pral.g_01594
OG0000289	Syak.g_00659	Pral.g_01609
OG0000290	Syak.g_00738	Pral.g_01564
OG0000291	Syak.g_00737	Pral.g_01562
OG0000292	Syak.g_01802	Pral.g_01316
OG0000293	Syak.g_00910	Pral.g_01357
OG0000294	Syak.g_00909	Pral.g_01358
OG0000295	Syak.g_00863	Pral.g_01382
OG0000296	Syak.g_00861	Pral.g_01384
OG0000297	Syak.g_00848	Pral.g_01394
OG0000298	Syak.g_00847	Pral.g_01395
OG0000299	Syak.g_00820	Pral.g_01415
OG0000300	Syak.g_00813	Pral.g_01419
OG0000301	Syak.g_00812	Pral.g_01420
OG0000302	Syak.g_00811	Pral.g_01422
OG0000303	Syak.g_00674	Pral.g_01428
OG0000304	Syak.g_00680	Pral.g_00455
OG0000305	Syak.g_00732	Pral.g_01323
OG0000306	Syak.g_00094	Pral.g_01550
OG0000307	Syak.g_02556	Pral.g_01213
OG0000308	Syak.g_02554	Pral.g_01212
OG0000309	Syak.g_02549	Pral.g_01208
OG0000310	Syak.g_00994	Pral.g_01181
OG0000311	Syak.g_00999	Pral.g_01179
OG0000312	Syak.g_01028	Pral.g_01176
OG0000313	Syak.g_01046	Pral.g_01157
OG0000314	Syak.g_01079	Pral.g_01133
OG0000315	Syak.g_01090	Pral.g_01123
OG0000316	Syak.g_02462	Pral.g_01095
OG0000317	Syak.g_02419	Pral.g_00104
OG0000318	Syak.g_02415	Pral.g_00108
OG0000319	Syak.g_02399	Pral.g_00121
OG0000320	Syak.g_02397	Pral.g_00123
OG0000321	Syak.g_02396	Pral.g_00124
OG0000322	Syak.g_02395	Pral.g_00125
OG0000323	Syak.g_02380	Pral.g_00134
OG0000324	Syak.g_02347	Pral.g_00162
OG0000325	Syak.g_01391	Pral.g_00172
OG0000326	Syak.g_01384	Pral.g_00179
OG0000327	Syak.g_01350	Pral.g_00201
OG0000328	Syak.g_01349	Pral.g_00202
OG0000329	Syak.g_01331	Pral.g_00219
OG0000330	Syak.g_01330	Pral.g_00220
OG0000331	Syak.g_01329	Pral.g_00221
OG0000332	Syak.g_01314	Pral.g_00235
OG0000333	Syak.g_01311	Pral.g_00237
OG0000334	Syak.g_01302	Pral.g_00246
OG0000335	Syak.g_01298	Pral.g_00251
OG0000336	Syak.g_01294	Pral.g_00255
OG0000337	Syak.g_01555	Pral.g_00274
OG0000338	Syak.g_01558	Pral.g_00275
OG0000339	Syak.g_01566	Pral.g_00280
OG0000340	Syak.g_01626	Pral.g_00289
OG0000341	Syak.g_01628	Pral.g_00291
OG0000342	Syak.g_01629	Pral.g_00292
OG0000343	Syak.g_01631	Pral.g_00293
OG0000344	Syak.g_01635	Pral.g_00296
OG0000345	Syak.g_01645	Pral.g_00302
OG0000346	Syak.g_01651	Pral.g_00306
OG0000347	Syak.g_01694	Pral.g_00323
OG0000348	Syak.g_01717	Pral.g_00331
OG0000349	Syak.g_01740	Pral.g_00349
OG0000350	Syak.g_01377	Pral.g_00370
OG0000351	Syak.g_01823	Pral.g_00390
OG0000352	Syak.g_01822	Pral.g_00391
OG0000353	Syak.g_01796	Pral.g_00409
OG0000354	Syak.g_01775	Pral.g_01677
OG0000355	Syak.g_01793	Pral.g_00411
OG0000356	Syak.g_01792	Pral.g_00412
OG0000357	Syak.g_01791	Pral.g_00413
OG0000358	Syak.g_01787	Pral.g_00417
OG0000359	Syak.g_01785	Pral.g_00418
OG0000360	Syak.g_01784	Pral.g_00419
OG0000361	Syak.g_01783	Pral.g_00420
OG0000362	Syak.g_01781	Pral.g_00422
OG0000363	Syak.g_01779	Pral.g_01030
OG0000364	Syak.g_01778	Pral.g_01029
OG0000365	Syak.g_01769	Pral.g_01024
OG0000366	Syak.g_01768	Pral.g_01023
OG0000367	Syak.g_01767	Pral.g_01022
OG0000368	Syak.g_01765	Pral.g_01020
OG0000369	Syak.g_01764	Pral.g_01019
OG0000370	Syak.g_01763	Pral.g_01018
OG0000371	Syak.g_01753	Pral.g_01011
OG0000372	Syak.g_01748	Pral.g_01009
OG0000373	Syak.g_01747	Pral.g_01008
OG0000374	Syak.g_01746	Pral.g_01007
OG0000375	Syak.g_01744	Pral.g_01005
OG0000376	Syak.g_01742	Pral.g_01003
OG0000377	Syak.g_01948	Pral.g_00999
OG0000378	Syak.g_01968	Pral.g_00995
OG0000379	Syak.g_01972	Pral.g_00992
OG0000380	Syak.g_02256	Pral.g_00982
OG0000381	Syak.g_02254	Pral.g_00977
OG0000382	Syak.g_02236	Pral.g_00966
OG0000383	Syak.g_02229	Pral.g_00964
OG0000384	Syak.g_02228	Pral.g_00963
OG0000385	Syak.g_02227	Pral.g_00962
OG0000386	Syak.g_02226	Pral.g_00961
OG0000387	Syak.g_02200	Pral.g_00948
OG0000388	Syak.g_02196	Pral.g_00944
OG0000389	Syak.g_02345, Syak.g_02193	Pral.g_00941
OG0000390	Syak.g_02177	Pral.g_00932
OG0000391	Syak.g_02172	Pral.g_00929
OG0000392	Syak.g_02166	Pral.g_00925
OG0000393	Syak.g_02163	Pral.g_00922
OG0000394	Syak.g_02162	Pral.g_00921
OG0000395	Syak.g_02161	Pral.g_00920
OG0000396	Syak.g_02158	Pral.g_00918
OG0000397	Syak.g_02156	Pral.g_00916
OG0000398	Syak.g_02151	Pral.g_00913
OG0000399	Syak.g_02150	Pral.g_00912
OG0000400	Syak.g_02149	Pral.g_00911
OG0000401	Syak.g_02148	Pral.g_00910
OG0000402	Syak.g_02146	Pral.g_00450
OG0000403	Syak.g_02145	Pral.g_00908
OG0000404	Syak.g_02143	Pral.g_00907
OG0000405	Syak.g_02131	Pral.g_00903
OG0000406	Syak.g_02126	Pral.g_00898
OG0000407	Syak.g_02125	Pral.g_00897
OG0000408	Syak.g_02123	Pral.g_00895
OG0000409	Syak.g_02121	Pral.g_00893
OG0000410	Syak.g_02120	Pral.g_00892
OG0000411	Syak.g_02119	Pral.g_00891
OG0000412	Syak.g_02118	Pral.g_00890
OG0000413	Syak.g_02116	Pral.g_00888
OG0000415	Syak.g_02114	Pral.g_00886
OG0000416	Syak.g_02113	Pral.g_00885
OG0000417	Syak.g_02112	Pral.g_00884
OG0000418	Syak.g_02107	Pral.g_00879
OG0000419	Syak.g_02105	Pral.g_00877
OG0000420	Syak.g_02103	Pral.g_00875
OG0000421	Syak.g_02097	Pral.g_00871
OG0000422	Syak.g_02096	Pral.g_00870
OG0000423	Syak.g_02095	Pral.g_00869
OG0000424	Syak.g_02094	Pral.g_00868
OG0000425	Syak.g_02093	Pral.g_00867
OG0000426	Syak.g_02092	Pral.g_00866
OG0000427	Syak.g_02091	Pral.g_00865
OG0000428	Syak.g_02088	Pral.g_00863
OG0000429	Syak.g_02086	Pral.g_00862
OG0000430	Syak.g_02084	Pral.g_00861
OG0000431	Syak.g_02081	Pral.g_00859
OG0000432	Syak.g_02075	Pral.g_00855
OG0000433	Syak.g_02073	Pral.g_00854
OG0000434	Syak.g_02072	Pral.g_00853
OG0000435	Syak.g_02071	Pral.g_00852
OG0000436	Syak.g_02064	Pral.g_00847
OG0000437	Syak.g_02063	Pral.g_00846
OG0000438	Syak.g_02062	Pral.g_00845
OG0000439	Syak.g_02060	Pral.g_00844
OG0000440	Syak.g_02059	Pral.g_00843
OG0000441	Syak.g_02053	Pral.g_00840
OG0000442	Syak.g_02043	Pral.g_00839
OG0000443	Syak.g_02041	Pral.g_00838
OG0000444	Syak.g_02022	Pral.g_00833
OG0000445	Syak.g_02015	Pral.g_00832
OG0000446	Syak.g_02013	Pral.g_00831
OG0000447	Syak.g_02006	Pral.g_00830
OG0000448	Syak.g_02005	Pral.g_00829
OG0000449	Syak.g_02004	Pral.g_00828
OG0000450	Syak.g_01998	Pral.g_00827
OG0000451	Syak.g_01997	Pral.g_00826
OG0000452	Syak.g_01993	Pral.g_00823
OG0000453	Syak.g_01992	Pral.g_00822
OG0000454	Syak.g_01991	Pral.g_00821
OG0000455	Syak.g_01990	Pral.g_00820
OG0000456	Syak.g_01989	Pral.g_00819
OG0000457	Syak.g_01987	Pral.g_00817
OG0000458	Syak.g_01986	Pral.g_00816
OG0000459	Syak.g_01985	Pral.g_00815
OG0000460	Syak.g_02303	Pral.g_00805
OG0000461	Syak.g_01402	Pral.g_00796
OG0000462	Syak.g_01405	Pral.g_00795
OG0000463	Syak.g_01406	Pral.g_00794
OG0000464	Syak.g_01407	Pral.g_00793
OG0000465	Syak.g_01409	Pral.g_00792
OG0000466	Syak.g_01414	Pral.g_00789
OG0000467	Syak.g_01416	Pral.g_00788
OG0000468	Syak.g_01421	Pral.g_00785
OG0000469	Syak.g_01436	Pral.g_00777
OG0000470	Syak.g_01438	Pral.g_00775
OG0000471	Syak.g_01439	Pral.g_00774
OG0000472	Syak.g_01441	Pral.g_00773
OG0000473	Syak.g_01443	Pral.g_00771
OG0000474	Syak.g_01444	Pral.g_00770
OG0000475	Syak.g_01445	Pral.g_00769
OG0000476	Syak.g_01447	Pral.g_00767
OG0000477	Syak.g_01453	Pral.g_00764
OG0000478	Syak.g_01454	Pral.g_00763
OG0000479	Syak.g_01455	Pral.g_00762
OG0000480	Syak.g_01462	Pral.g_00756
OG0000481	Syak.g_01464	Pral.g_00754
OG0000482	Syak.g_01465	Pral.g_00753
OG0000483	Syak.g_01469	Pral.g_00750
OG0000484	Syak.g_01470	Pral.g_00749
OG0000485	Syak.g_01472	Pral.g_00748
OG0000486	Syak.g_01473	Pral.g_00747
OG0000487	Syak.g_01479	Pral.g_00743
OG0000488	Syak.g_01483	Pral.g_00740
OG0000489	Syak.g_01499	Pral.g_00735
OG0000490	Syak.g_01507	Pral.g_00731
OG0000491	Syak.g_01511	Pral.g_00730
OG0000492	Syak.g_01513	Pral.g_00728
OG0000493	Syak.g_01514	Pral.g_00727
OG0000494	Syak.g_01515	Pral.g_00726
OG0000495	Syak.g_01516	Pral.g_00725
OG0000496	Syak.g_01517	Pral.g_00724
OG0000497	Syak.g_01518	Pral.g_00723
OG0000498	Syak.g_01519	Pral.g_00722
OG0000499	Syak.g_01520	Pral.g_00721
OG0000500	Syak.g_01521	Pral.g_00720
OG0000501	Syak.g_01524	Pral.g_00718
OG0000502	Syak.g_01538	Pral.g_00715
OG0000503	Syak.g_01246	Pral.g_00698
OG0000504	Syak.g_01244	Pral.g_00696
OG0000505	Syak.g_01243	Pral.g_00695
OG0000506	Syak.g_01241	Pral.g_00694
OG0000507	Syak.g_01235	Pral.g_00691
OG0000508	Syak.g_01231	Pral.g_00687
OG0000509	Syak.g_01229	Pral.g_00685
OG0000510	Syak.g_01228	Pral.g_00684
OG0000511	Syak.g_01227	Pral.g_00683
OG0000512	Syak.g_01225	Pral.g_00681
OG0000513	Syak.g_01211	Pral.g_00673
OG0000514	Syak.g_01204	Pral.g_00663
OG0000515	Syak.g_01203	Pral.g_00662
OG0000516	Syak.g_01199	Pral.g_00661
OG0000517	Syak.g_01192	Pral.g_00659
OG0000518	Syak.g_01180	Pral.g_00647
OG0000519	Syak.g_01179	Pral.g_00646
OG0000520	Syak.g_01178	Pral.g_00645
OG0000521	Syak.g_01167	Pral.g_00635
OG0000522	Syak.g_01163	Pral.g_00633
OG0000523	Syak.g_01162	Pral.g_00632
OG0000524	Syak.g_01149	Pral.g_00627
OG0000525	Syak.g_01130	Pral.g_00623
OG0000526	Syak.g_01127	Pral.g_00622
OG0000527	Syak.g_01120	Pral.g_00619
OG0000528	Syak.g_02570	Pral.g_00613
OG0000529	Syak.g_02575	Pral.g_00610
OG0000530	Syak.g_02578	Pral.g_00607
OG0000531	Syak.g_02579	Pral.g_00606
OG0000532	Syak.g_02582	Pral.g_00603
OG0000533	Syak.g_02584	Pral.g_00602
OG0000534	Syak.g_02585	Pral.g_00601
OG0000535	Syak.g_02586	Pral.g_00600
OG0000536	Syak.g_02587	Pral.g_00599
OG0000537	Syak.g_02588	Pral.g_00598
OG0000538	Syak.g_02600	Pral.g_00590
OG0000539	Syak.g_02601	Pral.g_00589
OG0000540	Syak.g_02602	Pral.g_00588
OG0000541	Syak.g_02603	Pral.g_00587
OG0000542	Syak.g_02606	Pral.g_00585
OG0000543	Syak.g_02608	Pral.g_00583
OG0000544	Syak.g_02609	Pral.g_00582
OG0000545	Syak.g_02611	Pral.g_00580
OG0000546	Syak.g_02613	Pral.g_00577
OG0000547	Syak.g_02615	Pral.g_00575
OG0000548	Syak.g_02616	Pral.g_00574
OG0000549	Syak.g_02622	Pral.g_00571
OG0000550	Syak.g_02626	Pral.g_00566
OG0000551	Syak.g_02631	Pral.g_00563
OG0000552	Syak.g_02632	Pral.g_00562
OG0000553	Syak.g_02636	Pral.g_00561
OG0000554	Syak.g_02641	Pral.g_00556
OG0000555	Syak.g_02657	Pral.g_00548
OG0000556	Syak.g_02661	Pral.g_00546
OG0000557	Syak.g_02663	Pral.g_00545
OG0000558	Syak.g_02666	Pral.g_00543
OG0000559	Syak.g_02670	Pral.g_00539
OG0000560	Syak.g_02672	Pral.g_00536
OG0000561	Syak.g_02673	Pral.g_00535
OG0000562	Syak.g_02674	Pral.g_00534
OG0000563	Syak.g_02675	Pral.g_00533
OG0000564	Syak.g_02676	Pral.g_00532
OG0000565	Syak.g_02679	Pral.g_00529
OG0000566	Syak.g_02683	Pral.g_00525
OG0000567	Syak.g_02687	Pral.g_00521
OG0000568	Syak.g_02690	Pral.g_00520
OG0000569	Syak.g_02691	Pral.g_00519
OG0000570	Syak.g_02692	Pral.g_00518
OG0000571	Syak.g_02696	Pral.g_00515
OG0000572	Syak.g_02713	Pral.g_00503
OG0000573	Syak.g_02723	Pral.g_00497
OG0000574	Syak.g_02724	Pral.g_00496
OG0000575	Syak.g_02729	Pral.g_00492
OG0000576	Syak.g_02731	Pral.g_00490
OG0000577	Syak.g_02732	Pral.g_00489
OG0000578	Syak.g_02733	Pral.g_00488
OG0000579	Syak.g_02734	Pral.g_00487
OG0000580	Syak.g_02735	Pral.g_00486
OG0000581	Syak.g_02742	Pral.g_00483
OG0000582	Syak.g_02748	Pral.g_00480
OG0000583	Syak.g_02749	Pral.g_00479
OG0000584	Syak.g_02750	Pral.g_00478
OG0000585	Syak.g_02753	Pral.g_00476
OG0000586	Syak.g_02754	Pral.g_00475
OG0000587	Syak.g_02756	Pral.g_00474
OG0000588	Syak.g_00004	Pral.g_00469
