Orthogroup	Syak	Syaj
OG0000148	Syak.g_00455	Syaj.g_01003, Syaj.g_01002
OG0000149	Syak.g_00596	Syaj.g_00369
OG0000150	Syak.g_02747	Syaj.g_01339, Syaj.g_00154
OG0000151	Syak.g_00387	Syaj.g_01074
OG0000152	Syak.g_00503	Syaj.g_00898
OG0000153	Syak.g_00470	Syaj.g_00842
OG0000154	Syak.g_00645	Syaj.g_00814
OG0000155	Syak.g_00855	Syaj.g_00338
OG0000156	Syak.g_00919	Syaj.g_00282
OG0000157	Syak.g_00920	Syaj.g_00281
OG0000158	Syak.g_01624	Syaj.g_02445
OG0000160	Syak.g_01043	Syaj.g_01382
OG0000161	Syak.g_01050	Syaj.g_01389
OG0000162	Syak.g_01058	Syaj.g_01395
OG0000163	Syak.g_02478	Syaj.g_01639
OG0000164	Syak.g_02384	Syaj.g_01758
OG0000165	Syak.g_02374	Syaj.g_01582
OG0000166	Syak.g_01345	Syaj.g_02698
OG0000167	Syak.g_01561	Syaj.g_02460
OG0000168	Syak.g_01625	Syaj.g_02444
OG0000169	Syak.g_01637	Syaj.g_02431, Syaj.g_02429
OG0000170	Syak.g_01644	Syaj.g_02422
OG0000171	Syak.g_01691	Syaj.g_02389
OG0000172	Syak.g_01713	Syaj.g_02365
OG0000173	Syak.g_01733	Syaj.g_02321
OG0000174	Syak.g_01895	Syaj.g_02169
OG0000175	Syak.g_01827	Syaj.g_02229
OG0000176	Syak.g_01790	Syaj.g_02266
OG0000177	Syak.g_01789	Syaj.g_02267
OG0000178	Syak.g_01788	Syaj.g_02268
OG0000179	Syak.g_01773	Syaj.g_02283
OG0000180	Syak.g_01772	Syaj.g_02284
OG0000181	Syak.g_01771	Syaj.g_02285
OG0000182	Syak.g_01770	Syaj.g_02286
OG0000183	Syak.g_01766	Syaj.g_02290
OG0000184	Syak.g_01955	Syaj.g_02098
OG0000185	Syak.g_01971	Syaj.g_02087
OG0000186	Syak.g_02258	Syaj.g_01812
OG0000187	Syak.g_02257	Syaj.g_01814
OG0000188	Syak.g_02235	Syaj.g_01837
OG0000189	Syak.g_02203	Syaj.g_01874
OG0000190	Syak.g_01575	Syaj.g_01876
OG0000191	Syak.g_02171	Syaj.g_01910
OG0000192	Syak.g_02165	Syaj.g_01919
OG0000193	Syak.g_02127	Syaj.g_01965
OG0000194	Syak.g_02124	Syaj.g_01968
OG0000195	Syak.g_02122	Syaj.g_01971
OG0000196	Syak.g_02111	Syaj.g_01981
OG0000197	Syak.g_02110	Syaj.g_01982
OG0000198	Syak.g_02109	Syaj.g_01983
OG0000199	Syak.g_02100	Syaj.g_01991
OG0000200	Syak.g_02083	Syaj.g_02008
OG0000201	Syak.g_02068	Syaj.g_02024
OG0000202	Syak.g_02067	Syaj.g_02025
OG0000203	Syak.g_02066	Syaj.g_02026
OG0000204	Syak.g_02065	Syaj.g_02027
OG0000205	Syak.g_02058	Syaj.g_02035
OG0000206	Syak.g_02038	Syaj.g_02043
OG0000207	Syak.g_02025	Syaj.g_02045
OG0000208	Syak.g_02024	Syaj.g_02046
OG0000209	Syak.g_01995	Syaj.g_02070
OG0000210	Syak.g_01994	Syaj.g_02071
OG0000211	Syak.g_02300	Syaj.g_02856
OG0000212	Syak.g_02311	Syaj.g_02881
OG0000213	Syak.g_01425	Syaj.g_02601
OG0000214	Syak.g_01442	Syaj.g_02582
OG0000215	Syak.g_01474	Syaj.g_02551
OG0000216	Syak.g_01478	Syaj.g_02547
OG0000217	Syak.g_01482	Syaj.g_02543
OG0000218	Syak.g_01484	Syaj.g_02541
OG0000219	Syak.g_01485	Syaj.g_02540
OG0000220	Syak.g_01486	Syaj.g_02539
OG0000221	Syak.g_01498	Syaj.g_02530
OG0000222	Syak.g_01512	Syaj.g_02516
OG0000223	Syak.g_01531	Syaj.g_02494
OG0000224	Syak.g_01532	Syaj.g_02487
OG0000225	Syak.g_01230	Syaj.g_02821
OG0000226	Syak.g_01226	Syaj.g_02825
OG0000227	Syak.g_01224	Syaj.g_02827
OG0000228	Syak.g_01216	Syaj.g_02828
OG0000229	Syak.g_01191	Syaj.g_01555
OG0000230	Syak.g_01189	Syaj.g_01553
OG0000231	Syak.g_01176	Syaj.g_01541
OG0000232	Syak.g_01156	Syaj.g_01497
OG0000233	Syak.g_01145	Syaj.g_01481
OG0000234	Syak.g_01116	Syaj.g_01442
OG0000235	Syak.g_02573	Syaj.g_00071
OG0000236	Syak.g_02589	Syaj.g_00086
OG0000237	Syak.g_02607	Syaj.g_00103
OG0000238	Syak.g_02612	Syaj.g_00108
OG0000239	Syak.g_02628	Syaj.g_00125
OG0000240	Syak.g_02629	Syaj.g_00126
OG0000241	Syak.g_00027	Syaj.g_01291
OG0000242	Syak.g_02638	Syaj.g_00142
OG0000243	Syak.g_02658	Syaj.g_00164
OG0000244	Syak.g_02665	Syaj.g_00180
OG0000245	Syak.g_02667	Syaj.g_00182
OG0000246	Syak.g_02671	Syaj.g_00186
OG0000247	Syak.g_02681	Syaj.g_00197
OG0000248	Syak.g_02684	Syaj.g_00200
OG0000249	Syak.g_02686	Syaj.g_00202
OG0000250	Syak.g_02694	Syaj.g_00211
OG0000251	Syak.g_02722	Syaj.g_00237
OG0000252	Syak.g_02725	Syaj.g_00243
OG0000253	Syak.g_02727	Syaj.g_00245
OG0000254	Syak.g_02752	Syaj.g_01335
OG0000255	Syak.g_02772	Syaj.g_01315
OG0000256	Syak.g_00020	Syaj.g_01297
OG0000257	Syak.g_00026	Syaj.g_01292
OG0000258	Syak.g_00044	Syaj.g_01274
OG0000259	Syak.g_00334	Syaj.g_00707
OG0000260	Syak.g_00338	Syaj.g_00712
OG0000261	Syak.g_00348	Syaj.g_00715
OG0000262	Syak.g_00353	Syaj.g_00720
OG0000263	Syak.g_00828	Syaj.g_00605
OG0000264	Syak.g_00698	Syaj.g_00485
OG0000267	Syak.g_00555	Syaj.g_00770
OG0000268	Syak.g_00554	Syaj.g_00771
OG0000269	Syak.g_00429	Syaj.g_01031
OG0000270	Syak.g_00432	Syaj.g_01025
OG0000271	Syak.g_00440	Syaj.g_01017
OG0000272	Syak.g_00441	Syaj.g_01016
OG0000274	Syak.g_00615	Syaj.g_00388
OG0000275	Syak.g_00611	Syaj.g_00384
OG0000276	Syak.g_00604	Syaj.g_00377
OG0000277	Syak.g_00603	Syaj.g_00376
OG0000278	Syak.g_00600	Syaj.g_00373
OG0000279	Syak.g_00592	Syaj.g_00357
OG0000280	Syak.g_00582	Syaj.g_00348
OG0000281	Syak.g_00339	Syaj.g_02670
OG0000282	Syak.g_00375	Syaj.g_00743
OG0000283	Syak.g_00541	Syaj.g_00790
OG0000284	Syak.g_00536	Syaj.g_00930
OG0000285	Syak.g_00523	Syaj.g_00917
OG0000286	Syak.g_00504	Syaj.g_00899
OG0000287	Syak.g_00477	Syaj.g_00849
OG0000288	Syak.g_00644	Syaj.g_00815
OG0000289	Syak.g_00659	Syaj.g_00800
OG0000290	Syak.g_00738	Syaj.g_00424
OG0000291	Syak.g_00737	Syaj.g_00426
OG0000292	Syak.g_01802	Syaj.g_02255
OG0000293	Syak.g_00910	Syaj.g_00290
OG0000294	Syak.g_00909	Syaj.g_00291
OG0000295	Syak.g_00863	Syaj.g_00330
OG0000296	Syak.g_00861	Syaj.g_00332
OG0000297	Syak.g_00848	Syaj.g_00639
OG0000298	Syak.g_00847	Syaj.g_00638
OG0000299	Syak.g_00820	Syaj.g_00592
OG0000300	Syak.g_00813	Syaj.g_00586
OG0000301	Syak.g_00812	Syaj.g_00585
OG0000302	Syak.g_00811	Syaj.g_00582
OG0000303	Syak.g_00674	Syaj.g_00572
OG0000304	Syak.g_00680	Syaj.g_00566
OG0000305	Syak.g_00732	Syaj.g_00429
OG0000306	Syak.g_00094	Syaj.g_01126
OG0000307	Syak.g_02556	Syaj.g_00051
OG0000308	Syak.g_02554	Syaj.g_00049
OG0000309	Syak.g_02549	Syaj.g_00044
OG0000310	Syak.g_00994	Syaj.g_01358
OG0000311	Syak.g_00999	Syaj.g_01362
OG0000312	Syak.g_01028	Syaj.g_01368
OG0000313	Syak.g_01046	Syaj.g_01386
OG0000314	Syak.g_01079	Syaj.g_01420
OG0000315	Syak.g_01090	Syaj.g_01430
OG0000316	Syak.g_02462	Syaj.g_01664
OG0000317	Syak.g_02419	Syaj.g_01715
OG0000318	Syak.g_02415	Syaj.g_01722
OG0000319	Syak.g_02399	Syaj.g_01741
OG0000320	Syak.g_02397	Syaj.g_01743
OG0000321	Syak.g_02396	Syaj.g_01744
OG0000322	Syak.g_02395	Syaj.g_01745
OG0000323	Syak.g_02380	Syaj.g_01760
OG0000324	Syak.g_02347	Syaj.g_01609
OG0000325	Syak.g_01391	Syaj.g_02638
OG0000326	Syak.g_01384	Syaj.g_02645
OG0000327	Syak.g_01350	Syaj.g_02693
OG0000328	Syak.g_01349	Syaj.g_02694
OG0000329	Syak.g_01331	Syaj.g_02712
OG0000330	Syak.g_01330	Syaj.g_02713
OG0000331	Syak.g_01329	Syaj.g_02714
OG0000332	Syak.g_01314	Syaj.g_02729
OG0000333	Syak.g_01311	Syaj.g_02732
OG0000334	Syak.g_01302	Syaj.g_02741
OG0000335	Syak.g_01298	Syaj.g_02746
OG0000336	Syak.g_01294	Syaj.g_02750
OG0000337	Syak.g_01555	Syaj.g_02466
OG0000338	Syak.g_01558	Syaj.g_02462
OG0000339	Syak.g_01566	Syaj.g_02455
OG0000340	Syak.g_01626	Syaj.g_02443
OG0000341	Syak.g_01628	Syaj.g_02441
OG0000342	Syak.g_01629	Syaj.g_02440
OG0000343	Syak.g_01631	Syaj.g_02437
OG0000344	Syak.g_01635	Syaj.g_02433
OG0000345	Syak.g_01645	Syaj.g_02421
OG0000346	Syak.g_01651	Syaj.g_02416
OG0000347	Syak.g_01694	Syaj.g_02383
OG0000348	Syak.g_01717	Syaj.g_02333
OG0000349	Syak.g_01740	Syaj.g_02314
OG0000350	Syak.g_01377	Syaj.g_02652
OG0000351	Syak.g_01823	Syaj.g_02234
OG0000352	Syak.g_01822	Syaj.g_02235
OG0000353	Syak.g_01796	Syaj.g_02261
OG0000354	Syak.g_02618	Syaj.g_00114
OG0000354	Syak.g_01775	Syaj.g_02281
OG0000355	Syak.g_01793	Syaj.g_02263
OG0000356	Syak.g_01792	Syaj.g_02264
OG0000357	Syak.g_01791	Syaj.g_02265
OG0000358	Syak.g_01787	Syaj.g_02269
OG0000359	Syak.g_01785	Syaj.g_02271
OG0000360	Syak.g_01784	Syaj.g_02272
OG0000361	Syak.g_01783	Syaj.g_02273
OG0000362	Syak.g_01781	Syaj.g_02275
OG0000363	Syak.g_01779	Syaj.g_02277
OG0000364	Syak.g_01778	Syaj.g_02278
OG0000365	Syak.g_01769	Syaj.g_02287
OG0000366	Syak.g_01768	Syaj.g_02288
OG0000367	Syak.g_01767	Syaj.g_02289
OG0000368	Syak.g_01765	Syaj.g_02291
OG0000369	Syak.g_01764	Syaj.g_02292
OG0000370	Syak.g_01763	Syaj.g_02293
OG0000371	Syak.g_01753	Syaj.g_02301
OG0000372	Syak.g_01748	Syaj.g_02307
OG0000373	Syak.g_01747	Syaj.g_02308
OG0000374	Syak.g_01746	Syaj.g_02309
OG0000375	Syak.g_01744	Syaj.g_02310
OG0000376	Syak.g_01742	Syaj.g_02312
OG0000377	Syak.g_01948	Syaj.g_02105
OG0000378	Syak.g_01968	Syaj.g_02091
OG0000379	Syak.g_01972	Syaj.g_02086
OG0000380	Syak.g_02256	Syaj.g_01815
OG0000381	Syak.g_02254	Syaj.g_01819
OG0000382	Syak.g_02236	Syaj.g_01836
OG0000383	Syak.g_02229	Syaj.g_01839
OG0000384	Syak.g_02228	Syaj.g_01840
OG0000385	Syak.g_02227	Syaj.g_01841
OG0000386	Syak.g_02226	Syaj.g_01842
OG0000387	Syak.g_02200	Syaj.g_01878
OG0000388	Syak.g_02196	Syaj.g_01882
OG0000389	Syak.g_02345, Syak.g_02193	Syaj.g_01886
OG0000390	Syak.g_02177	Syaj.g_01904
OG0000391	Syak.g_02172	Syaj.g_01909
OG0000392	Syak.g_02166	Syaj.g_01918
OG0000393	Syak.g_02163	Syaj.g_01922
OG0000394	Syak.g_02162	Syaj.g_01923
OG0000395	Syak.g_02161	Syaj.g_01924
OG0000396	Syak.g_02158	Syaj.g_01928
OG0000397	Syak.g_02156	Syaj.g_01930
OG0000398	Syak.g_02151	Syaj.g_01935
OG0000399	Syak.g_02150	Syaj.g_01936
OG0000400	Syak.g_02149	Syaj.g_01937
OG0000401	Syak.g_02148	Syaj.g_01938
OG0000402	Syak.g_02146	Syaj.g_01940
OG0000403	Syak.g_02145	Syaj.g_01941
OG0000404	Syak.g_02143	Syaj.g_01943
OG0000405	Syak.g_02131	Syaj.g_01961
OG0000406	Syak.g_02126	Syaj.g_01966
OG0000407	Syak.g_02125	Syaj.g_01967
OG0000408	Syak.g_02123	Syaj.g_01970
OG0000409	Syak.g_02121	Syaj.g_01972
OG0000410	Syak.g_02120	Syaj.g_01973
OG0000411	Syak.g_02119	Syaj.g_01974
OG0000412	Syak.g_02118	Syaj.g_01975
OG0000413	Syak.g_02116	Syaj.g_01977
OG0000415	Syak.g_02114	Syaj.g_01978
OG0000416	Syak.g_02113	Syaj.g_01979
OG0000417	Syak.g_02112	Syaj.g_01980
OG0000418	Syak.g_02107	Syaj.g_01985
OG0000419	Syak.g_02105	Syaj.g_01987
OG0000420	Syak.g_02103	Syaj.g_01989
OG0000421	Syak.g_02097	Syaj.g_01994
OG0000422	Syak.g_02096	Syaj.g_01995
OG0000423	Syak.g_02095	Syaj.g_01996
OG0000424	Syak.g_02094	Syaj.g_01997
OG0000425	Syak.g_02093	Syaj.g_01998
OG0000426	Syak.g_02092	Syaj.g_01999
OG0000427	Syak.g_02091	Syaj.g_02000
OG0000428	Syak.g_02088	Syaj.g_02003
OG0000429	Syak.g_02086	Syaj.g_02005
OG0000430	Syak.g_02084	Syaj.g_02007
OG0000431	Syak.g_02081	Syaj.g_02010
OG0000432	Syak.g_02075	Syaj.g_02017
OG0000433	Syak.g_02073	Syaj.g_02020
OG0000434	Syak.g_02072	Syaj.g_02021
OG0000435	Syak.g_02071	Syaj.g_02023
OG0000436	Syak.g_02064	Syaj.g_02029
OG0000437	Syak.g_02063	Syaj.g_02030
OG0000438	Syak.g_02062	Syaj.g_02031
OG0000439	Syak.g_02060	Syaj.g_02033
OG0000440	Syak.g_02059	Syaj.g_02034
OG0000441	Syak.g_02053	Syaj.g_02038
OG0000442	Syak.g_02043	Syaj.g_02039
OG0000443	Syak.g_02041	Syaj.g_02040
OG0000444	Syak.g_02022	Syaj.g_02052
OG0000445	Syak.g_02015	Syaj.g_02053
OG0000446	Syak.g_02013	Syaj.g_02055
OG0000447	Syak.g_02006	Syaj.g_02058
OG0000448	Syak.g_02005	Syaj.g_02059
OG0000449	Syak.g_02004	Syaj.g_02060
OG0000450	Syak.g_01998	Syaj.g_02067
OG0000451	Syak.g_01997	Syaj.g_02068
OG0000452	Syak.g_01993	Syaj.g_02072
OG0000453	Syak.g_01992	Syaj.g_02073
OG0000454	Syak.g_01991	Syaj.g_02074
OG0000455	Syak.g_01990	Syaj.g_02075
OG0000456	Syak.g_01989	Syaj.g_02076
OG0000457	Syak.g_01987	Syaj.g_02078
OG0000458	Syak.g_01986	Syaj.g_02079
OG0000459	Syak.g_01985	Syaj.g_02080
OG0000460	Syak.g_02303	Syaj.g_02858
OG0000461	Syak.g_01402	Syaj.g_02623
OG0000462	Syak.g_01405	Syaj.g_02620
OG0000463	Syak.g_01406	Syaj.g_02619
OG0000464	Syak.g_01407	Syaj.g_02618
OG0000465	Syak.g_01409	Syaj.g_02617
OG0000466	Syak.g_01414	Syaj.g_02612
OG0000467	Syak.g_01416	Syaj.g_02610
OG0000468	Syak.g_01421	Syaj.g_02605
OG0000469	Syak.g_01436	Syaj.g_02590
OG0000470	Syak.g_01438	Syaj.g_02586
OG0000471	Syak.g_01439	Syaj.g_02585
OG0000472	Syak.g_01441	Syaj.g_02583
OG0000473	Syak.g_01443	Syaj.g_02581
OG0000474	Syak.g_01444	Syaj.g_02580
OG0000475	Syak.g_01445	Syaj.g_02579
OG0000476	Syak.g_01447	Syaj.g_02577
OG0000477	Syak.g_01453	Syaj.g_02571
OG0000478	Syak.g_01454	Syaj.g_02570
OG0000479	Syak.g_01455	Syaj.g_02569
OG0000480	Syak.g_01462	Syaj.g_02562
OG0000481	Syak.g_01464	Syaj.g_02560
OG0000482	Syak.g_01465	Syaj.g_02559
OG0000483	Syak.g_01469	Syaj.g_02555
OG0000484	Syak.g_01470	Syaj.g_02554
OG0000485	Syak.g_01472	Syaj.g_02553
OG0000486	Syak.g_01473	Syaj.g_02552
OG0000487	Syak.g_01479	Syaj.g_02546
OG0000488	Syak.g_01483	Syaj.g_02542
OG0000489	Syak.g_01499	Syaj.g_02529
OG0000490	Syak.g_01507	Syaj.g_02519
OG0000491	Syak.g_01511	Syaj.g_02517
OG0000492	Syak.g_01513	Syaj.g_02515
OG0000493	Syak.g_01514	Syaj.g_02514
OG0000494	Syak.g_01515	Syaj.g_02513
OG0000495	Syak.g_01516	Syaj.g_02512
OG0000496	Syak.g_01517	Syaj.g_02511
OG0000497	Syak.g_01518	Syaj.g_02510
OG0000498	Syak.g_01519	Syaj.g_02509
OG0000499	Syak.g_01520	Syaj.g_02508
OG0000500	Syak.g_01521	Syaj.g_02507
OG0000501	Syak.g_01524	Syaj.g_02504
OG0000502	Syak.g_01538	Syaj.g_02492
OG0000503	Syak.g_01246	Syaj.g_02805
OG0000504	Syak.g_01244	Syaj.g_02807
OG0000505	Syak.g_01243	Syaj.g_02808
OG0000506	Syak.g_01241	Syaj.g_02810
OG0000507	Syak.g_01235	Syaj.g_02816
OG0000508	Syak.g_01231	Syaj.g_02820
OG0000509	Syak.g_01229	Syaj.g_02822
OG0000510	Syak.g_01228	Syaj.g_02823
OG0000511	Syak.g_01227	Syaj.g_02824
OG0000512	Syak.g_01225	Syaj.g_02826
OG0000513	Syak.g_01211	Syaj.g_02833
OG0000514	Syak.g_01204	Syaj.g_02839
OG0000515	Syak.g_01203	Syaj.g_02840
OG0000516	Syak.g_01199	Syaj.g_01561
OG0000517	Syak.g_01192	Syaj.g_01556
OG0000518	Syak.g_01180	Syaj.g_01544
OG0000519	Syak.g_01179	Syaj.g_01543
OG0000520	Syak.g_01178	Syaj.g_01542
OG0000521	Syak.g_01167	Syaj.g_00271
OG0000522	Syak.g_01163	Syaj.g_00273
OG0000523	Syak.g_01162	Syaj.g_00274
OG0000524	Syak.g_01149	Syaj.g_01485
OG0000525	Syak.g_01130	Syaj.g_01454
OG0000526	Syak.g_01127	Syaj.g_01451
OG0000527	Syak.g_01120	Syaj.g_01446
OG0000528	Syak.g_02570	Syaj.g_00065
OG0000529	Syak.g_02575	Syaj.g_00073
OG0000530	Syak.g_02578	Syaj.g_00076
OG0000531	Syak.g_02579	Syaj.g_00077
OG0000532	Syak.g_02582	Syaj.g_00080
OG0000533	Syak.g_02584	Syaj.g_00081
OG0000534	Syak.g_02585	Syaj.g_00082
OG0000535	Syak.g_02586	Syaj.g_00083
OG0000536	Syak.g_02587	Syaj.g_00084
OG0000537	Syak.g_02588	Syaj.g_00085
OG0000538	Syak.g_02600	Syaj.g_00096
OG0000539	Syak.g_02601	Syaj.g_00097
OG0000540	Syak.g_02602	Syaj.g_00098
OG0000541	Syak.g_02603	Syaj.g_00099
OG0000542	Syak.g_02606	Syaj.g_00102
OG0000543	Syak.g_02608	Syaj.g_00104
OG0000544	Syak.g_02609	Syaj.g_00105
OG0000545	Syak.g_02611	Syaj.g_00107
OG0000546	Syak.g_02613	Syaj.g_00109
OG0000547	Syak.g_02615	Syaj.g_00111
OG0000548	Syak.g_02616	Syaj.g_00112
OG0000549	Syak.g_02622	Syaj.g_00118
