Orthogroup	Pral	Prbn
OG0000164	Pral.g_00131	Prbn.g_01770
OG0000165	Pral.g_00138	Prbn.g_01777
OG0000166	Pral.g_00206	Prbn.g_01844
OG0000167	Pral.g_00277	Prbn.g_01915
OG0000168	Pral.g_00288	Prbn.g_01013
OG0000169	Pral.g_00298	Prbn.g_01003
OG0000170	Pral.g_00301	Prbn.g_01000
OG0000171	Pral.g_00321	Prbn.g_00980
OG0000172	Pral.g_00328	Prbn.g_00973
OG0000173	Pral.g_00343	Prbn.g_00958
OG0000174	Pral.g_00375	Prbn.g_00929
OG0000175	Pral.g_00387	Prbn.g_00916
OG0000176	Pral.g_00414	Prbn.g_00010
OG0000177	Pral.g_00415	Prbn.g_00009
OG0000178	Pral.g_00416	Prbn.g_00008
OG0000179	Pral.g_01028	Prbn.g_00766
OG0000180	Pral.g_01027	Prbn.g_00765
OG0000181	Pral.g_01026	Prbn.g_00764
OG0000182	Pral.g_01025	Prbn.g_00763
OG0000183	Pral.g_01021	Prbn.g_00759
OG0000184	Pral.g_00996	Prbn.g_00733
OG0000185	Pral.g_00993	Prbn.g_00730
OG0000186	Pral.g_00984	Prbn.g_00714
OG0000187	Pral.g_00983	Prbn.g_00713
OG0000188	Pral.g_00965	Prbn.g_01339
OG0000189	Pral.g_00951	Prbn.g_01325
OG0000190	Pral.g_00950	Prbn.g_01323
OG0000191	Pral.g_00928	Prbn.g_01300
OG0000192	Pral.g_00923	Prbn.g_01295
OG0000193	Pral.g_00899	Prbn.g_01268
OG0000194	Pral.g_00896	Prbn.g_01265
OG0000195	Pral.g_00894	Prbn.g_01263
OG0000196	Pral.g_00883	Prbn.g_01252
OG0000197	Pral.g_00882	Prbn.g_01251
OG0000198	Pral.g_00881	Prbn.g_01250
OG0000199	Pral.g_00873	Prbn.g_01243, Prbn.g_00384
OG0000200	Pral.g_00860	Prbn.g_00370
OG0000201	Pral.g_00851	Prbn.g_00361
OG0000202	Pral.g_00850	Prbn.g_00360
OG0000203	Pral.g_00849	Prbn.g_00359
OG0000204	Pral.g_00848	Prbn.g_00358
OG0000205	Pral.g_00842	Prbn.g_00351
OG0000206	Pral.g_00837	Prbn.g_00346
OG0000207	Pral.g_00835	Prbn.g_00343
OG0000208	Pral.g_00834	Prbn.g_00342
OG0000209	Pral.g_00825	Prbn.g_00333
OG0000210	Pral.g_00824	Prbn.g_00332
OG0000211	Pral.g_00807	Prbn.g_00317
OG0000212	Pral.g_00799	Prbn.g_00309
OG0000213	Pral.g_00781	Prbn.g_00024
OG0000214	Pral.g_00772	Prbn.g_00034
OG0000215	Pral.g_00746	Prbn.g_00061
OG0000216	Pral.g_00744	Prbn.g_00062
OG0000217	Pral.g_00741	Prbn.g_00065
OG0000218	Pral.g_00739	Prbn.g_00067
OG0000219	Pral.g_00738	Prbn.g_00068
OG0000220	Pral.g_00737	Prbn.g_00069
OG0000221	Pral.g_00736	Prbn.g_00070
OG0000222	Pral.g_00729	Prbn.g_00077
OG0000223	Pral.g_00716	Prbn.g_00089
OG0000224	Pral.g_00714	Prbn.g_00091
OG0000225	Pral.g_00686	Prbn.g_00117
OG0000226	Pral.g_00682	Prbn.g_00121
OG0000227	Pral.g_00680	Prbn.g_00123
OG0000228	Pral.g_00677	Prbn.g_00697
OG0000229	Pral.g_00658	Prbn.g_00677
OG0000230	Pral.g_00656	Prbn.g_00675
OG0000231	Pral.g_00644	Prbn.g_00664
OG0000232	Pral.g_00631	Prbn.g_00653
OG0000233	Pral.g_00625	Prbn.g_00647
OG0000234	Pral.g_00616	Prbn.g_00638
OG0000235	Pral.g_00612	Prbn.g_00635
OG0000236	Pral.g_00597	Prbn.g_00621
OG0000237	Pral.g_00584	Prbn.g_00608
OG0000238	Pral.g_00578	Prbn.g_00602
OG0000239	Pral.g_00565	Prbn.g_00591
OG0000240	Pral.g_00564	Prbn.g_00590
OG0000241	Pral.g_00560	Prbn.g_00586
OG0000242	Pral.g_00558	Prbn.g_00584
OG0000243	Pral.g_00547	Prbn.g_00573
OG0000244	Pral.g_00544	Prbn.g_00570
OG0000245	Pral.g_00542	Prbn.g_00568
OG0000246	Pral.g_00538	Prbn.g_00564
OG0000247	Pral.g_00527	Prbn.g_00554
OG0000248	Pral.g_00524	Prbn.g_00551
OG0000249	Pral.g_00522	Prbn.g_00549
OG0000250	Pral.g_00516	Prbn.g_00544
OG0000251	Pral.g_00498	Prbn.g_00524
OG0000252	Pral.g_00495	Prbn.g_00521
OG0000253	Pral.g_00494	Prbn.g_00520
OG0000254	Pral.g_00477	Prbn.g_00503
OG0000255	Pral.g_00470	Prbn.g_00497
OG0000256	Pral.g_00460	Prbn.g_00487
OG0000257	Pral.g_01430	Prbn.g_00421
OG0000258	Pral.g_01444	Prbn.g_00435
OG0000259	Pral.g_01461	Prbn.g_00835
OG0000260	Pral.g_01464	Prbn.g_00838
OG0000261	Pral.g_01467	Prbn.g_00841
OG0000262	Pral.g_01471	Prbn.g_00845
OG0000263	Pral.g_01761	Prbn.g_01583
OG0000264	Pral.g_01750	Prbn.g_01572
OG0000265	Pral.g_01729	Prbn.g_01554
OG0000266	Pral.g_01719	Prbn.g_00864
OG0000267	Pral.g_01706	Prbn.g_01350
OG0000268	Pral.g_01705	Prbn.g_01351
OG0000269	Pral.g_01483	Prbn.g_01551
OG0000270	Pral.g_01486	Prbn.g_01548
OG0000271	Pral.g_01494	Prbn.g_01540
OG0000272	Pral.g_01495	Prbn.g_01539
OG0000273	Pral.g_01518	Prbn.g_01515
OG0000274	Pral.g_01519	Prbn.g_01514
OG0000275	Pral.g_01522	Prbn.g_01511
OG0000276	Pral.g_01527	Prbn.g_01505
OG0000277	Pral.g_01528	Prbn.g_01504
OG0000278	Pral.g_01531	Prbn.g_01501
OG0000279	Pral.g_01538	Prbn.g_01494
OG0000280	Pral.g_01539	Prbn.g_01493
OG0000281	Pral.g_01546	Prbn.g_01486
OG0000282	Pral.g_01797	Prbn.g_01619
OG0000283	Pral.g_01655	Prbn.g_01442
OG0000284	Pral.g_01650	Prbn.g_01437
OG0000285	Pral.g_01644	Prbn.g_01432
OG0000286	Pral.g_01628	Prbn.g_01419
OG0000287	Pral.g_00050	Prbn.g_01123
OG0000288	Pral.g_01594	Prbn.g_01380
OG0000289	Pral.g_01609	Prbn.g_01364
OG0000290	Pral.g_01564	Prbn.g_01468
OG0000291	Pral.g_01562	Prbn.g_01470
OG0000292	Pral.g_01316	Prbn.g_01144
OG0000293	Pral.g_01357	Prbn.g_01179
OG0000294	Pral.g_01358	Prbn.g_01180
OG0000295	Pral.g_01382	Prbn.g_01203
OG0000296	Pral.g_01384	Prbn.g_01205
OG0000297	Pral.g_01394	Prbn.g_00387
OG0000298	Pral.g_01395	Prbn.g_00388
OG0000299	Pral.g_01415	Prbn.g_00407
OG0000300	Pral.g_01419	Prbn.g_00410
OG0000301	Pral.g_01420	Prbn.g_00411
OG0000302	Pral.g_01422	Prbn.g_00413
OG0000303	Pral.g_01428	Prbn.g_00419
OG0000304	Pral.g_00455	Prbn.g_00482
OG0000305	Pral.g_01323	Prbn.g_01146
OG0000306	Pral.g_01550	Prbn.g_01482
OG0000307	Pral.g_01213	Prbn.g_00159
OG0000308	Pral.g_01212	Prbn.g_00160
OG0000309	Pral.g_01208	Prbn.g_00164
OG0000310	Pral.g_01181	Prbn.g_00198
OG0000311	Pral.g_01179	Prbn.g_00200
OG0000312	Pral.g_01176	Prbn.g_00203
OG0000313	Pral.g_01157	Prbn.g_00216
OG0000314	Pral.g_01133	Prbn.g_00239
OG0000315	Pral.g_01123	Prbn.g_00249
OG0000316	Pral.g_01095	Prbn.g_00274
OG0000317	Pral.g_00104	Prbn.g_01742
OG0000318	Pral.g_00108	Prbn.g_01746
OG0000319	Pral.g_00121	Prbn.g_01759
OG0000320	Pral.g_00123	Prbn.g_01761
OG0000321	Pral.g_00124	Prbn.g_01762
OG0000322	Pral.g_00125	Prbn.g_01763
OG0000323	Pral.g_00134	Prbn.g_01773
OG0000324	Pral.g_00162	Prbn.g_01800
OG0000325	Pral.g_00172	Prbn.g_01811
OG0000326	Pral.g_00179	Prbn.g_01818
OG0000327	Pral.g_00201	Prbn.g_01839
OG0000328	Pral.g_00202	Prbn.g_01840
OG0000329	Pral.g_00219	Prbn.g_01857
OG0000330	Pral.g_00220	Prbn.g_01858
OG0000331	Pral.g_00221	Prbn.g_01859
OG0000332	Pral.g_00235	Prbn.g_01873
OG0000333	Pral.g_00237	Prbn.g_01875
OG0000334	Pral.g_00246	Prbn.g_01884
OG0000335	Pral.g_00251	Prbn.g_01889
OG0000336	Pral.g_00255	Prbn.g_01893
OG0000337	Pral.g_00274	Prbn.g_01911
OG0000338	Pral.g_00275	Prbn.g_01912
OG0000339	Pral.g_00280	Prbn.g_01918
OG0000340	Pral.g_00289	Prbn.g_01012
OG0000341	Pral.g_00291	Prbn.g_01010
OG0000342	Pral.g_00292	Prbn.g_01009
OG0000343	Pral.g_00293	Prbn.g_01008
OG0000344	Pral.g_00296	Prbn.g_01005
OG0000345	Pral.g_00302	Prbn.g_00999
OG0000346	Pral.g_00306	Prbn.g_00995
OG0000347	Pral.g_00323	Prbn.g_00978
OG0000348	Pral.g_00331	Prbn.g_00970
OG0000349	Pral.g_00349	Prbn.g_00953
OG0000350	Pral.g_00370	Prbn.g_00798
OG0000351	Pral.g_00390	Prbn.g_00913
OG0000352	Pral.g_00391	Prbn.g_00912
OG0000353	Pral.g_00409	Prbn.g_00299
OG0000355	Pral.g_00411	Prbn.g_00301
OG0000356	Pral.g_00412	Prbn.g_00302
OG0000357	Pral.g_00413	Prbn.g_00011
OG0000358	Pral.g_00417	Prbn.g_00007
OG0000359	Pral.g_00418	Prbn.g_00006
OG0000360	Pral.g_00419	Prbn.g_00005
OG0000361	Pral.g_00420	Prbn.g_00004
OG0000362	Pral.g_00422	Prbn.g_00001
OG0000363	Pral.g_01030	Prbn.g_00768
OG0000364	Pral.g_01029	Prbn.g_00767
OG0000365	Pral.g_01024	Prbn.g_00762
OG0000366	Pral.g_01023	Prbn.g_00761
OG0000367	Pral.g_01022	Prbn.g_00760
OG0000368	Pral.g_01020	Prbn.g_00758
OG0000369	Pral.g_01019	Prbn.g_00757
OG0000370	Pral.g_01018	Prbn.g_00756
OG0000371	Pral.g_01011	Prbn.g_00749
OG0000372	Pral.g_01009	Prbn.g_00746
OG0000373	Pral.g_01008	Prbn.g_00745
OG0000374	Pral.g_01007	Prbn.g_00744
OG0000375	Pral.g_01005	Prbn.g_00742
OG0000376	Pral.g_01003	Prbn.g_00740
OG0000377	Pral.g_00999	Prbn.g_00736
OG0000378	Pral.g_00995	Prbn.g_00732
OG0000379	Pral.g_00992	Prbn.g_00729
OG0000380	Pral.g_00982	Prbn.g_00712
OG0000381	Pral.g_00977	Prbn.g_00707
OG0000382	Pral.g_00966	Prbn.g_01340
OG0000383	Pral.g_00964	Prbn.g_01338
OG0000384	Pral.g_00963	Prbn.g_01337
OG0000385	Pral.g_00962	Prbn.g_01336
OG0000386	Pral.g_00961	Prbn.g_01335
OG0000387	Pral.g_00948	Prbn.g_01321
OG0000388	Pral.g_00944	Prbn.g_01317
OG0000389	Pral.g_00941	Prbn.g_01314
OG0000390	Pral.g_00932	Prbn.g_01304
OG0000391	Pral.g_00929	Prbn.g_01301
OG0000392	Pral.g_00925	Prbn.g_01297
OG0000393	Pral.g_00922	Prbn.g_01294
OG0000394	Pral.g_00921	Prbn.g_01293
OG0000395	Pral.g_00920	Prbn.g_01292
OG0000396	Pral.g_00918	Prbn.g_01290
OG0000397	Pral.g_00916	Prbn.g_01288
OG0000398	Pral.g_00913	Prbn.g_01285
OG0000399	Pral.g_00912	Prbn.g_01284
OG0000400	Pral.g_00911	Prbn.g_01283
OG0000401	Pral.g_00910	Prbn.g_01282
OG0000402	Pral.g_00450	Prbn.g_01356
OG0000403	Pral.g_00908	Prbn.g_01280
OG0000404	Pral.g_00907	Prbn.g_01279
OG0000405	Pral.g_00903	Prbn.g_01275
OG0000406	Pral.g_00898	Prbn.g_01267
OG0000407	Pral.g_00897	Prbn.g_01266
OG0000408	Pral.g_00895	Prbn.g_01264
OG0000409	Pral.g_00893	Prbn.g_01262
OG0000410	Pral.g_00892	Prbn.g_01261
OG0000411	Pral.g_00891	Prbn.g_01260
OG0000412	Pral.g_00890	Prbn.g_01259
OG0000413	Pral.g_00888	Prbn.g_01257
OG0000414	Pral.g_00887	Prbn.g_01256
OG0000415	Pral.g_00886	Prbn.g_01255
OG0000416	Pral.g_00885	Prbn.g_01254
OG0000417	Pral.g_00884	Prbn.g_01253
OG0000418	Pral.g_00879	Prbn.g_01248
OG0000419	Pral.g_00877	Prbn.g_01246
OG0000420	Pral.g_00875	Prbn.g_01245
OG0000421	Pral.g_00871	Prbn.g_00381
OG0000422	Pral.g_00870	Prbn.g_00380
OG0000423	Pral.g_00869	Prbn.g_00379
OG0000424	Pral.g_00868	Prbn.g_00378
OG0000425	Pral.g_00867	Prbn.g_00377
OG0000426	Pral.g_00866	Prbn.g_00376
OG0000427	Pral.g_00865	Prbn.g_00375
OG0000428	Pral.g_00863	Prbn.g_00373
OG0000429	Pral.g_00862	Prbn.g_00372
OG0000430	Pral.g_00861	Prbn.g_00371
OG0000431	Pral.g_00859	Prbn.g_00369
OG0000432	Pral.g_00855	Prbn.g_00365
OG0000433	Pral.g_00854	Prbn.g_00364
OG0000434	Pral.g_00853	Prbn.g_00363
OG0000435	Pral.g_00852	Prbn.g_00362
OG0000436	Pral.g_00847	Prbn.g_00357
OG0000437	Pral.g_00846	Prbn.g_00356
OG0000438	Pral.g_00845	Prbn.g_00355
OG0000439	Pral.g_00844	Prbn.g_00353
OG0000440	Pral.g_00843	Prbn.g_00352
OG0000441	Pral.g_00840	Prbn.g_00349
OG0000442	Pral.g_00839	Prbn.g_00348
OG0000443	Pral.g_00838	Prbn.g_00347
OG0000444	Pral.g_00833	Prbn.g_00341
OG0000445	Pral.g_00832	Prbn.g_00340
OG0000446	Pral.g_00831	Prbn.g_00339
OG0000447	Pral.g_00830	Prbn.g_00338
OG0000448	Pral.g_00829	Prbn.g_00337
OG0000449	Pral.g_00828	Prbn.g_00336
OG0000450	Pral.g_00827	Prbn.g_00335
OG0000451	Pral.g_00826	Prbn.g_00334
OG0000452	Pral.g_00823	Prbn.g_00331
OG0000453	Pral.g_00822	Prbn.g_00330
OG0000454	Pral.g_00821	Prbn.g_00329
OG0000455	Pral.g_00820	Prbn.g_00328
OG0000456	Pral.g_00819	Prbn.g_00327
OG0000457	Pral.g_00817	Prbn.g_00325
OG0000458	Pral.g_00816	Prbn.g_00324
OG0000459	Pral.g_00815	Prbn.g_00323
OG0000460	Pral.g_00805	Prbn.g_00315
OG0000461	Pral.g_00796	Prbn.g_00307
OG0000462	Pral.g_00795	Prbn.g_00305
OG0000463	Pral.g_00794	Prbn.g_00304
OG0000464	Pral.g_00793	Prbn.g_00012
OG0000465	Pral.g_00792	Prbn.g_00013
OG0000466	Pral.g_00789	Prbn.g_00016
OG0000467	Pral.g_00788	Prbn.g_00017
OG0000468	Pral.g_00785	Prbn.g_00020
OG0000469	Pral.g_00777	Prbn.g_00028
OG0000470	Pral.g_00775	Prbn.g_00030
OG0000471	Pral.g_00774	Prbn.g_00031
OG0000472	Pral.g_00773	Prbn.g_00033
OG0000473	Pral.g_00771	Prbn.g_00035
OG0000474	Pral.g_00770	Prbn.g_00036
OG0000475	Pral.g_00769	Prbn.g_00037
OG0000476	Pral.g_00767	Prbn.g_00039
OG0000477	Pral.g_00764	Prbn.g_00042
OG0000478	Pral.g_00763	Prbn.g_00043
OG0000479	Pral.g_00762	Prbn.g_00044
OG0000480	Pral.g_00756	Prbn.g_00049
OG0000481	Pral.g_00754	Prbn.g_00052
OG0000482	Pral.g_00753	Prbn.g_00053
OG0000483	Pral.g_00750	Prbn.g_00056
OG0000484	Pral.g_00749	Prbn.g_00057
OG0000485	Pral.g_00748	Prbn.g_00059
OG0000486	Pral.g_00747	Prbn.g_00060
OG0000487	Pral.g_00743	Prbn.g_00063
OG0000488	Pral.g_00740	Prbn.g_00066
OG0000489	Pral.g_00735	Prbn.g_00071
OG0000490	Pral.g_00731	Prbn.g_00075
OG0000491	Pral.g_00730	Prbn.g_00076
OG0000492	Pral.g_00728	Prbn.g_00078
OG0000493	Pral.g_00727	Prbn.g_00079
OG0000494	Pral.g_00726	Prbn.g_00080
OG0000495	Pral.g_00725	Prbn.g_00081
OG0000496	Pral.g_00724	Prbn.g_00082
OG0000497	Pral.g_00723	Prbn.g_00083
OG0000498	Pral.g_00722	Prbn.g_00084
OG0000499	Pral.g_00721	Prbn.g_00085
OG0000500	Pral.g_00720	Prbn.g_00086
OG0000501	Pral.g_00718	Prbn.g_00087
OG0000502	Pral.g_00715	Prbn.g_00090
OG0000503	Pral.g_00698	Prbn.g_00105
OG0000504	Pral.g_00696	Prbn.g_00107
OG0000505	Pral.g_00695	Prbn.g_00108
OG0000506	Pral.g_00694	Prbn.g_00109
OG0000507	Pral.g_00691	Prbn.g_00112
OG0000508	Pral.g_00687	Prbn.g_00116
OG0000509	Pral.g_00685	Prbn.g_00118
OG0000510	Pral.g_00684	Prbn.g_00119
OG0000511	Pral.g_00683	Prbn.g_00120
OG0000512	Pral.g_00681	Prbn.g_00122
OG0000513	Pral.g_00673	Prbn.g_00693
OG0000514	Pral.g_00663	Prbn.g_00682
OG0000515	Pral.g_00662	Prbn.g_00681
OG0000516	Pral.g_00661	Prbn.g_00680
OG0000517	Pral.g_00659	Prbn.g_00678
OG0000518	Pral.g_00647	Prbn.g_00667
OG0000519	Pral.g_00646	Prbn.g_00666
OG0000520	Pral.g_00645	Prbn.g_00665
OG0000521	Pral.g_00635	Prbn.g_00657
OG0000522	Pral.g_00633	Prbn.g_00655
OG0000523	Pral.g_00632	Prbn.g_00654
OG0000524	Pral.g_00627	Prbn.g_00649
OG0000525	Pral.g_00623	Prbn.g_00645
OG0000526	Pral.g_00622	Prbn.g_00644
OG0000527	Pral.g_00619	Prbn.g_00641
OG0000528	Pral.g_00613	Prbn.g_00636
OG0000529	Pral.g_00610	Prbn.g_00633
OG0000530	Pral.g_00607	Prbn.g_00630
OG0000531	Pral.g_00606	Prbn.g_00629
OG0000532	Pral.g_00603	Prbn.g_00627
OG0000533	Pral.g_00602	Prbn.g_00626
OG0000534	Pral.g_00601	Prbn.g_00625
OG0000535	Pral.g_00600	Prbn.g_00624
OG0000536	Pral.g_00599	Prbn.g_00623
OG0000537	Pral.g_00598	Prbn.g_00622
OG0000538	Pral.g_00590	Prbn.g_00613
OG0000539	Pral.g_00589	Prbn.g_00612
OG0000540	Pral.g_00588	Prbn.g_00611
