Orthogroup	Pral	Prac
OG0000120	Pral.g_00702	Prac.g_00248
OG0000121	Pral.g_01159	Prac.g_00409
OG0000122	Pral.g_01116	Prac.g_00371
OG0000123	Pral.g_00250	Prac.g_00554
OG0000124	Pral.g_00322	Prac.g_00056
OG0000125	Pral.g_00358	Prac.g_00092
OG0000126	Pral.g_00405	Prac.g_00130
OG0000128	Pral.g_00421	Prac.g_01936
OG0000129	Pral.g_01000	Prac.g_01888
OG0000130	Pral.g_00978	Prac.g_01862
OG0000131	Pral.g_00900	Prac.g_01785
OG0000132	Pral.g_00880	Prac.g_01766
OG0000133	Pral.g_00717	Prac.g_01609
OG0000134	Pral.g_00674	Prac.g_01177
OG0000135	Pral.g_01034	Prac.g_01150
OG0000136	Pral.g_00653	Prac.g_01106
OG0000137	Pral.g_00617	Prac.g_01069
OG0000138	Pral.g_00595	Prac.g_01049
OG0000139	Pral.g_00553	Prac.g_00835
OG0000140	Pral.g_00552	Prac.g_00834
OG0000141	Pral.g_00481	Prac.g_00764
OG0000142	Pral.g_01436	Prac.g_00736
OG0000143	Pral.g_01440	Prac.g_00732
OG0000144	Pral.g_01453	Prac.g_00719
OG0000145	Pral.g_01037	Prac.g_01508
OG0000146	Pral.g_01636	Prac.g_01506
OG0000147	Pral.g_01637	Prac.g_01505
OG0000148	Pral.g_01505	Prac.g_01459
OG0000149	Pral.g_01535	Prac.g_01429
OG0000150	Pral.g_01545	Prac.g_01421
OG0000151	Pral.g_01789	Prac.g_01374
OG0000152	Pral.g_01627	Prac.g_01327
OG0000153	Pral.g_01578	Prac.g_01308
OG0000154	Pral.g_01595	Prac.g_01282
OG0000155	Pral.g_01390	Prac.g_00965
OG0000156	Pral.g_01292	Prac.g_00164
OG0000157	Pral.g_01291	Prac.g_00165
OG0000158	Pral.g_00287	Prac.g_00447
OG0000159	Pral.g_01263	Prac.g_00452, Prac.g_00257
OG0000160	Pral.g_01160	Prac.g_00410
OG0000161	Pral.g_01154	Prac.g_00404
OG0000162	Pral.g_01148	Prac.g_00398
OG0000163	Pral.g_01106	Prac.g_00364
OG0000164	Pral.g_00131	Prac.g_00601
OG0000165	Pral.g_00138	Prac.g_00594
OG0000166	Pral.g_00206	Prac.g_00512
OG0000167	Pral.g_00277	Prac.g_00015
OG0000168	Pral.g_00288	Prac.g_00025
OG0000169	Pral.g_00298	Prac.g_00035
OG0000170	Pral.g_00301	Prac.g_00037
OG0000171	Pral.g_00321	Prac.g_00055
OG0000172	Pral.g_00328	Prac.g_00063
OG0000173	Pral.g_00343	Prac.g_00078
OG0000174	Pral.g_00375	Prac.g_00105
OG0000175	Pral.g_00387	Prac.g_00115
OG0000176	Pral.g_00414	Prac.g_01943
OG0000177	Pral.g_00415	Prac.g_01942
OG0000178	Pral.g_00416	Prac.g_01941
OG0000179	Pral.g_01028	Prac.g_01931
OG0000180	Pral.g_01027	Prac.g_01930
OG0000181	Pral.g_01026	Prac.g_01929
OG0000182	Pral.g_01025	Prac.g_01928
OG0000183	Pral.g_01021	Prac.g_01924
OG0000184	Pral.g_00996	Prac.g_01885
OG0000185	Pral.g_00993	Prac.g_01882
OG0000186	Pral.g_00984	Prac.g_01867
OG0000187	Pral.g_00983	Prac.g_01866
OG0000188	Pral.g_00965	Prac.g_01849
OG0000189	Pral.g_00951	Prac.g_01835
OG0000190	Pral.g_00950	Prac.g_01834
OG0000191	Pral.g_00928	Prac.g_01814
OG0000192	Pral.g_00923	Prac.g_01810
OG0000193	Pral.g_00899	Prac.g_01784
OG0000194	Pral.g_00896	Prac.g_01781
OG0000195	Pral.g_00894	Prac.g_01779
OG0000196	Pral.g_00883	Prac.g_01769
OG0000197	Pral.g_00882	Prac.g_01768
OG0000198	Pral.g_00881	Prac.g_01767
OG0000199	Pral.g_00873	Prac.g_01760
OG0000200	Pral.g_00860	Prac.g_01746
OG0000201	Pral.g_00851	Prac.g_01738
OG0000202	Pral.g_00850	Prac.g_01737
OG0000203	Pral.g_00849	Prac.g_01736
OG0000204	Pral.g_00848	Prac.g_01735
OG0000205	Pral.g_00842	Prac.g_01728
OG0000206	Pral.g_00837	Prac.g_01723
OG0000207	Pral.g_00835	Prac.g_01721
OG0000208	Pral.g_00834	Prac.g_01720
OG0000209	Pral.g_00825	Prac.g_01711
OG0000210	Pral.g_00824	Prac.g_01710
OG0000211	Pral.g_00807	Prac.g_01697
OG0000212	Pral.g_00799	Prac.g_01690
OG0000213	Pral.g_00781	Prac.g_01674
OG0000214	Pral.g_00772	Prac.g_01664
OG0000215	Pral.g_00746	Prac.g_01639
OG0000216	Pral.g_00744	Prac.g_01637
OG0000217	Pral.g_00741	Prac.g_01634
OG0000218	Pral.g_00739	Prac.g_01632
OG0000219	Pral.g_00738	Prac.g_01631
OG0000220	Pral.g_00737	Prac.g_01630
OG0000221	Pral.g_00736	Prac.g_01629
OG0000222	Pral.g_00729	Prac.g_01621
OG0000223	Pral.g_00716	Prac.g_01608
OG0000224	Pral.g_00714	Prac.g_01606
OG0000225	Pral.g_00686	Prac.g_01188
OG0000226	Pral.g_00682	Prac.g_01184
OG0000227	Pral.g_00680	Prac.g_01182
OG0000228	Pral.g_00677	Prac.g_01179
OG0000229	Pral.g_00658	Prac.g_01111
OG0000230	Pral.g_00656	Prac.g_01109
OG0000231	Pral.g_00644	Prac.g_01098
OG0000232	Pral.g_00631	Prac.g_01089
OG0000233	Pral.g_00625	Prac.g_01082
OG0000234	Pral.g_00616	Prac.g_01068
OG0000235	Pral.g_00612	Prac.g_01065
OG0000236	Pral.g_00597	Prac.g_01051
OG0000237	Pral.g_00584	Prac.g_00865
OG0000238	Pral.g_00578	Prac.g_00859
OG0000239	Pral.g_00565	Prac.g_00847
OG0000240	Pral.g_00564	Prac.g_00846
OG0000241	Pral.g_00560	Prac.g_00842
OG0000242	Pral.g_00558	Prac.g_00840
OG0000243	Pral.g_00547	Prac.g_00829
OG0000244	Pral.g_00544	Prac.g_00826
OG0000245	Pral.g_00542	Prac.g_00824
OG0000246	Pral.g_00538	Prac.g_00820
OG0000247	Pral.g_00527	Prac.g_00810
OG0000248	Pral.g_00524	Prac.g_00808
OG0000249	Pral.g_00522	Prac.g_00806
OG0000250	Pral.g_00516	Prac.g_00801
OG0000251	Pral.g_00498	Prac.g_00782
OG0000252	Pral.g_00495	Prac.g_00778
OG0000253	Pral.g_00494	Prac.g_00777
OG0000254	Pral.g_00477	Prac.g_00760
OG0000255	Pral.g_00470	Prac.g_00754
OG0000256	Pral.g_00460	Prac.g_00744
OG0000257	Pral.g_01430	Prac.g_00741
OG0000258	Pral.g_01444	Prac.g_00728
OG0000259	Pral.g_01461	Prac.g_00711
OG0000260	Pral.g_01464	Prac.g_00708
OG0000261	Pral.g_01467	Prac.g_00706
OG0000262	Pral.g_01471	Prac.g_00702
OG0000263	Pral.g_01761	Prac.g_00690
OG0000264	Pral.g_01750	Prac.g_00680
OG0000265	Pral.g_01729	Prac.g_01560
OG0000266	Pral.g_01719	Prac.g_01550
OG0000267	Pral.g_01706	Prac.g_01539
OG0000268	Pral.g_01705	Prac.g_01538
OG0000269	Pral.g_01483	Prac.g_01480
OG0000270	Pral.g_01486	Prac.g_01477
OG0000271	Pral.g_01494	Prac.g_01469
OG0000272	Pral.g_01495	Prac.g_01468
OG0000273	Pral.g_01518	Prac.g_01445
OG0000274	Pral.g_01519	Prac.g_01444
OG0000275	Pral.g_01522	Prac.g_01442
OG0000276	Pral.g_01527	Prac.g_01437
OG0000277	Pral.g_01528	Prac.g_01436
OG0000278	Pral.g_01531	Prac.g_01433
OG0000279	Pral.g_01538	Prac.g_01426
OG0000280	Pral.g_01539	Prac.g_01425
OG0000281	Pral.g_01546	Prac.g_01420
OG0000282	Pral.g_01797	Prac.g_01382
OG0000283	Pral.g_01655	Prac.g_01350
OG0000284	Pral.g_01650	Prac.g_01345
OG0000285	Pral.g_01644	Prac.g_01340
OG0000286	Pral.g_01628	Prac.g_01328
OG0000287	Pral.g_00050	Prac.g_01311
OG0000288	Pral.g_01594	Prac.g_01283
OG0000289	Pral.g_01609	Prac.g_01272
OG0000290	Pral.g_01564	Prac.g_01259
OG0000291	Pral.g_01562	Prac.g_01257
OG0000292	Pral.g_01316	Prac.g_01207
OG0000293	Pral.g_01357	Prac.g_00994
OG0000294	Pral.g_01358	Prac.g_00993
OG0000295	Pral.g_01382	Prac.g_00973
OG0000296	Pral.g_01384	Prac.g_00971
OG0000297	Pral.g_01394	Prac.g_00963
OG0000298	Pral.g_01395	Prac.g_00962
OG0000299	Pral.g_01415	Prac.g_00945
OG0000300	Pral.g_01419	Prac.g_00942
OG0000301	Pral.g_01420	Prac.g_00941
OG0000302	Pral.g_01422	Prac.g_00939
OG0000303	Pral.g_01428	Prac.g_00932
OG0000304	Pral.g_00455	Prac.g_00928
OG0000305	Pral.g_01323	Prac.g_00209
OG0000306	Pral.g_01550	Prac.g_00212
OG0000307	Pral.g_01213	Prac.g_00226
OG0000308	Pral.g_01212	Prac.g_00227
OG0000309	Pral.g_01208	Prac.g_00231
OG0000310	Pral.g_01181	Prac.g_00426
OG0000311	Pral.g_01179	Prac.g_00424
OG0000312	Pral.g_01176	Prac.g_00421
OG0000313	Pral.g_01157	Prac.g_00407
OG0000314	Pral.g_01133	Prac.g_00384
OG0000315	Pral.g_01123	Prac.g_00374
OG0000316	Pral.g_01095	Prac.g_00354
OG0000317	Pral.g_00104	Prac.g_00627
OG0000318	Pral.g_00108	Prac.g_00624
OG0000319	Pral.g_00121	Prac.g_00611
OG0000320	Pral.g_00123	Prac.g_00609
OG0000321	Pral.g_00124	Prac.g_00608
OG0000322	Pral.g_00125	Prac.g_00607
OG0000323	Pral.g_00134	Prac.g_00598
OG0000324	Pral.g_00162	Prac.g_00572
OG0000325	Pral.g_00172	Prac.g_00477
OG0000326	Pral.g_00179	Prac.g_00483
OG0000327	Pral.g_00201	Prac.g_00507
OG0000328	Pral.g_00202	Prac.g_00508
OG0000329	Pral.g_00219	Prac.g_00525
OG0000330	Pral.g_00220	Prac.g_00526
OG0000331	Pral.g_00221	Prac.g_00527
OG0000332	Pral.g_00235	Prac.g_00541
OG0000333	Pral.g_00237	Prac.g_00543
OG0000334	Pral.g_00246	Prac.g_00551
OG0000335	Pral.g_00251	Prac.g_00555
OG0000336	Pral.g_00255	Prac.g_00559
OG0000337	Pral.g_00274	Prac.g_00013
OG0000338	Pral.g_00275	Prac.g_00014
OG0000339	Pral.g_00280	Prac.g_00018
OG0000340	Pral.g_00289	Prac.g_00026
OG0000341	Pral.g_00291	Prac.g_00028
OG0000342	Pral.g_00292	Prac.g_00029
OG0000343	Pral.g_00293	Prac.g_00030
OG0000344	Pral.g_00296	Prac.g_00033
OG0000345	Pral.g_00302	Prac.g_00038
OG0000346	Pral.g_00306	Prac.g_00042
OG0000347	Pral.g_00323	Prac.g_00057
OG0000348	Pral.g_00331	Prac.g_00066
OG0000349	Pral.g_00349	Prac.g_00083
OG0000350	Pral.g_00370	Prac.g_00101
OG0000351	Pral.g_00390	Prac.g_00118
OG0000352	Pral.g_00391	Prac.g_00119
OG0000353	Pral.g_00409	Prac.g_01948
OG0000355	Pral.g_00411	Prac.g_01946
OG0000356	Pral.g_00412	Prac.g_01945
OG0000357	Pral.g_00413	Prac.g_01944
OG0000358	Pral.g_00417	Prac.g_01940
OG0000359	Pral.g_00418	Prac.g_01939
OG0000360	Pral.g_00419	Prac.g_01938
OG0000361	Pral.g_00420	Prac.g_01937
OG0000362	Pral.g_00422	Prac.g_01935
OG0000363	Pral.g_01030	Prac.g_01933
OG0000364	Pral.g_01029	Prac.g_01932
OG0000365	Pral.g_01024	Prac.g_01927
OG0000366	Pral.g_01023	Prac.g_01926
OG0000367	Pral.g_01022	Prac.g_01925
OG0000368	Pral.g_01020	Prac.g_01923
OG0000369	Pral.g_01019	Prac.g_01922
OG0000370	Pral.g_01018	Prac.g_01921
OG0000371	Pral.g_01011	Prac.g_01915
OG0000372	Pral.g_01009	Prac.g_01911
OG0000373	Pral.g_01008	Prac.g_01910
OG0000374	Pral.g_01007	Prac.g_01909
OG0000375	Pral.g_01005	Prac.g_01892
OG0000376	Pral.g_01003	Prac.g_01890
OG0000377	Pral.g_00999	Prac.g_01886
OG0000378	Pral.g_00995	Prac.g_01884
OG0000379	Pral.g_00992	Prac.g_01881
OG0000380	Pral.g_00982	Prac.g_01865
OG0000381	Pral.g_00977	Prac.g_01861
OG0000382	Pral.g_00966	Prac.g_01850
OG0000383	Pral.g_00964	Prac.g_01848
OG0000384	Pral.g_00963	Prac.g_01847
OG0000385	Pral.g_00962	Prac.g_01846
OG0000386	Pral.g_00961	Prac.g_01845
OG0000387	Pral.g_00948	Prac.g_01832
OG0000388	Pral.g_00944	Prac.g_01829
OG0000389	Pral.g_00941	Prac.g_01825
OG0000390	Pral.g_00932	Prac.g_01818
OG0000391	Pral.g_00929	Prac.g_01815
OG0000392	Pral.g_00925	Prac.g_01811
OG0000393	Pral.g_00922	Prac.g_01809
OG0000394	Pral.g_00921	Prac.g_01808
OG0000395	Pral.g_00920	Prac.g_01807
OG0000396	Pral.g_00918	Prac.g_01804
OG0000397	Pral.g_00916	Prac.g_01802
OG0000398	Pral.g_00913	Prac.g_01800
OG0000399	Pral.g_00912	Prac.g_01799
OG0000400	Pral.g_00911	Prac.g_01798
OG0000401	Pral.g_00910	Prac.g_01797
OG0000402	Pral.g_00450	Prac.g_01795
OG0000403	Pral.g_00908	Prac.g_01794
OG0000404	Pral.g_00907	Prac.g_01793
OG0000405	Pral.g_00903	Prac.g_01789
OG0000406	Pral.g_00898	Prac.g_01783
OG0000407	Pral.g_00897	Prac.g_01782
OG0000408	Pral.g_00895	Prac.g_01780
OG0000409	Pral.g_00893	Prac.g_01778
OG0000410	Pral.g_00892	Prac.g_01777
OG0000411	Pral.g_00891	Prac.g_01776
OG0000412	Pral.g_00890	Prac.g_01775
OG0000413	Pral.g_00888	Prac.g_01774
OG0000414	Pral.g_00887	Prac.g_01590, Prac.g_01773
OG0000415	Pral.g_00886	Prac.g_01772
OG0000416	Pral.g_00885	Prac.g_01771
OG0000417	Pral.g_00884	Prac.g_01770
OG0000418	Pral.g_00879	Prac.g_01765
OG0000419	Pral.g_00877	Prac.g_01763
OG0000420	Pral.g_00875	Prac.g_01762
OG0000421	Pral.g_00871	Prac.g_01757
OG0000422	Pral.g_00870	Prac.g_01756
OG0000423	Pral.g_00869	Prac.g_01755
OG0000424	Pral.g_00868	Prac.g_01754
OG0000425	Pral.g_00867	Prac.g_01753
OG0000426	Pral.g_00866	Prac.g_01752
OG0000427	Pral.g_00865	Prac.g_01751
OG0000428	Pral.g_00863	Prac.g_01749
OG0000429	Pral.g_00862	Prac.g_01748
OG0000430	Pral.g_00861	Prac.g_01747
OG0000431	Pral.g_00859	Prac.g_01745
OG0000432	Pral.g_00855	Prac.g_01742
OG0000433	Pral.g_00854	Prac.g_01741
OG0000434	Pral.g_00853	Prac.g_01740
OG0000435	Pral.g_00852	Prac.g_01739
OG0000436	Pral.g_00847	Prac.g_01734
OG0000437	Pral.g_00846	Prac.g_01733
OG0000438	Pral.g_00845	Prac.g_01732
OG0000439	Pral.g_00844	Prac.g_01730
OG0000440	Pral.g_00843	Prac.g_01729
OG0000441	Pral.g_00840	Prac.g_01726
OG0000442	Pral.g_00839	Prac.g_01725
OG0000443	Pral.g_00838	Prac.g_01724
OG0000444	Pral.g_00833	Prac.g_01719
OG0000445	Pral.g_00832	Prac.g_01718
OG0000446	Pral.g_00831	Prac.g_01717
OG0000447	Pral.g_00830	Prac.g_01716
OG0000448	Pral.g_00829	Prac.g_01715
OG0000449	Pral.g_00828	Prac.g_01714
OG0000450	Pral.g_00827	Prac.g_01713
OG0000451	Pral.g_00826	Prac.g_01712
OG0000452	Pral.g_00823	Prac.g_01709
OG0000453	Pral.g_00822	Prac.g_01708
OG0000454	Pral.g_00821	Prac.g_01707
OG0000455	Pral.g_00820	Prac.g_01706
OG0000456	Pral.g_00819	Prac.g_01705
OG0000457	Pral.g_00817	Prac.g_01704
OG0000458	Pral.g_00816	Prac.g_01703
OG0000459	Pral.g_00815	Prac.g_01702
OG0000460	Pral.g_00805	Prac.g_01695
OG0000461	Pral.g_00796	Prac.g_01688
OG0000462	Pral.g_00795	Prac.g_01686
OG0000463	Pral.g_00794	Prac.g_01685
OG0000464	Pral.g_00793	Prac.g_01684
OG0000465	Pral.g_00792	Prac.g_01683
OG0000466	Pral.g_00789	Prac.g_01680
OG0000467	Pral.g_00788	Prac.g_01679
OG0000468	Pral.g_00785	Prac.g_01678
OG0000469	Pral.g_00777	Prac.g_01669
OG0000470	Pral.g_00775	Prac.g_01667
OG0000471	Pral.g_00774	Prac.g_01666
OG0000472	Pral.g_00773	Prac.g_01665
OG0000473	Pral.g_00771	Prac.g_01663
OG0000474	Pral.g_00770	Prac.g_01662
OG0000475	Pral.g_00769	Prac.g_01661
OG0000476	Pral.g_00767	Prac.g_01660
OG0000477	Pral.g_00764	Prac.g_01656
OG0000478	Pral.g_00763	Prac.g_01655
OG0000479	Pral.g_00762	Prac.g_01654
OG0000480	Pral.g_00756	Prac.g_01649
OG0000481	Pral.g_00754	Prac.g_01647
OG0000482	Pral.g_00753	Prac.g_01646
OG0000483	Pral.g_00750	Prac.g_01643
OG0000484	Pral.g_00749	Prac.g_01642
OG0000485	Pral.g_00748	Prac.g_01641
OG0000486	Pral.g_00747	Prac.g_01640
OG0000487	Pral.g_00743	Prac.g_01636
OG0000488	Pral.g_00740	Prac.g_01633
OG0000489	Pral.g_00735	Prac.g_01628
OG0000490	Pral.g_00731	Prac.g_01623
OG0000491	Pral.g_00730	Prac.g_01622
OG0000492	Pral.g_00728	Prac.g_01620
OG0000493	Pral.g_00727	Prac.g_01619
OG0000494	Pral.g_00726	Prac.g_01618
OG0000495	Pral.g_00725	Prac.g_01617
OG0000496	Pral.g_00724	Prac.g_01616
OG0000497	Pral.g_00723	Prac.g_01615
OG0000498	Pral.g_00722	Prac.g_01614
OG0000499	Pral.g_00721	Prac.g_01613
OG0000500	Pral.g_00720	Prac.g_01612
OG0000501	Pral.g_00718	Prac.g_01610
OG0000502	Pral.g_00715	Prac.g_01607
OG0000503	Pral.g_00698	Prac.g_01200
OG0000504	Pral.g_00696	Prac.g_01199
OG0000505	Pral.g_00695	Prac.g_01198
OG0000506	Pral.g_00694	Prac.g_01196
OG0000507	Pral.g_00691	Prac.g_01193
OG0000508	Pral.g_00687	Prac.g_01189
OG0000509	Pral.g_00685	Prac.g_01187
OG0000510	Pral.g_00684	Prac.g_01186
OG0000511	Pral.g_00683	Prac.g_01185
OG0000512	Pral.g_00681	Prac.g_01183
OG0000513	Pral.g_00673	Prac.g_01176
OG0000514	Pral.g_00663	Prac.g_01116
OG0000515	Pral.g_00662	Prac.g_01115
OG0000516	Pral.g_00661	Prac.g_01114
OG0000517	Pral.g_00659	Prac.g_01112
OG0000518	Pral.g_00647	Prac.g_01101
OG0000519	Pral.g_00646	Prac.g_01100
OG0000520	Pral.g_00645	Prac.g_01099
OG0000521	Pral.g_00635	Prac.g_01094
OG0000522	Pral.g_00633	Prac.g_01092
OG0000523	Pral.g_00632	Prac.g_01091
OG0000524	Pral.g_00627	Prac.g_01084
OG0000525	Pral.g_00623	Prac.g_01081
OG0000526	Pral.g_00622	Prac.g_01080
OG0000527	Pral.g_00619	Prac.g_01071
OG0000528	Pral.g_00613	Prac.g_01066
OG0000529	Pral.g_00610	Prac.g_01063
OG0000530	Pral.g_00607	Prac.g_01060
OG0000531	Pral.g_00606	Prac.g_01059
OG0000532	Pral.g_00603	Prac.g_01057
OG0000533	Pral.g_00602	Prac.g_01056
OG0000534	Pral.g_00601	Prac.g_01055
OG0000535	Pral.g_00600	Prac.g_01054
OG0000536	Pral.g_00599	Prac.g_01053
OG0000537	Pral.g_00598	Prac.g_01052
OG0000538	Pral.g_00590	Prac.g_00871
OG0000539	Pral.g_00589	Prac.g_00870
OG0000540	Pral.g_00588	Prac.g_00869
OG0000541	Pral.g_00587	Prac.g_00868
OG0000542	Pral.g_00585	Prac.g_00866
OG0000543	Pral.g_00583	Prac.g_00864
OG0000544	Pral.g_00582	Prac.g_00863
OG0000545	Pral.g_00580	Prac.g_00861
OG0000546	Pral.g_00577	Prac.g_00858
OG0000547	Pral.g_00575	Prac.g_00857
OG0000548	Pral.g_00574	Prac.g_00856
OG0000549	Pral.g_00571	Prac.g_00854
OG0000550	Pral.g_00566	Prac.g_00849
OG0000551	Pral.g_00563	Prac.g_00845
OG0000552	Pral.g_00562	Prac.g_00844
OG0000553	Pral.g_00561	Prac.g_00843
OG0000554	Pral.g_00556	Prac.g_00838
OG0000555	Pral.g_00548	Prac.g_00830
OG0000556	Pral.g_00546	Prac.g_00828
OG0000557	Pral.g_00545	Prac.g_00827
OG0000558	Pral.g_00543	Prac.g_00825
OG0000559	Pral.g_00539	Prac.g_00821
OG0000560	Pral.g_00536	Prac.g_00818
OG0000561	Pral.g_00535	Prac.g_00817
OG0000562	Pral.g_00534	Prac.g_00816
OG0000563	Pral.g_00533	Prac.g_00815
OG0000564	Pral.g_00532	Prac.g_00814
OG0000565	Pral.g_00529	Prac.g_00811
OG0000566	Pral.g_00525	Prac.g_00809
OG0000567	Pral.g_00521	Prac.g_00805
OG0000568	Pral.g_00520	Prac.g_00804
OG0000569	Pral.g_00519	Prac.g_00803
OG0000570	Pral.g_00518	Prac.g_00802
OG0000571	Pral.g_00515	Prac.g_00800
OG0000572	Pral.g_00503	Prac.g_00787
OG0000573	Pral.g_00497	Prac.g_00780
OG0000574	Pral.g_00496	Prac.g_00779
OG0000575	Pral.g_00492	Prac.g_00775
OG0000576	Pral.g_00490	Prac.g_00772
OG0000577	Pral.g_00489	Prac.g_00771
OG0000578	Pral.g_00488	Prac.g_00770
OG0000579	Pral.g_00487	Prac.g_00769
