Orthogroup	Pral	Syah
OG0000181	Pral.g_01026	Syah.g_00353
OG0000182	Pral.g_01025	Syah.g_00352
OG0000183	Pral.g_01021	Syah.g_00348
OG0000184	Pral.g_00996	Syah.g_00525
OG0000185	Pral.g_00993	Syah.g_00528
OG0000186	Pral.g_00984	Syah.g_02479
OG0000187	Pral.g_00983	Syah.g_02480
OG0000188	Pral.g_00965	Syah.g_02501
OG0000189	Pral.g_00951	Syah.g_02526
OG0000190	Pral.g_00950	Syah.g_02528
OG0000191	Pral.g_00928	Syah.g_00008
OG0000192	Pral.g_00923	Syah.g_00013
OG0000193	Pral.g_00899	Syah.g_00053
OG0000194	Pral.g_00896	Syah.g_00056
OG0000195	Pral.g_00894	Syah.g_00058
OG0000196	Pral.g_00883	Syah.g_00069
OG0000197	Pral.g_00882	Syah.g_00070
OG0000198	Pral.g_00881	Syah.g_00071
OG0000199	Pral.g_00873	Syah.g_00079
OG0000200	Pral.g_00860	Syah.g_00616
OG0000202	Pral.g_00850	Syah.g_00600
OG0000203	Pral.g_00849	Syah.g_00599
OG0000204	Pral.g_00848	Syah.g_00598
OG0000205	Pral.g_00842	Syah.g_00591
OG0000206	Pral.g_00837	Syah.g_00578
OG0000207	Pral.g_00835	Syah.g_00575
OG0000208	Pral.g_00834	Syah.g_00574
OG0000209	Pral.g_00825	Syah.g_00544
OG0000210	Pral.g_00824	Syah.g_00543
OG0000211	Pral.g_00807	Syah.g_00904
OG0000212	Pral.g_00799	Syah.g_00913
OG0000213	Pral.g_00781	Syah.g_00657
OG0000214	Pral.g_00772	Syah.g_00641
OG0000215	Pral.g_00746	Syah.g_00101
OG0000216	Pral.g_00744	Syah.g_00105
OG0000217	Pral.g_00741	Syah.g_00109
OG0000218	Pral.g_00739	Syah.g_00111
OG0000219	Pral.g_00738	Syah.g_00112
OG0000220	Pral.g_00737	Syah.g_00113
OG0000221	Pral.g_00736	Syah.g_00120
OG0000222	Pral.g_00729	Syah.g_00131
OG0000223	Pral.g_00716	Syah.g_00153
OG0000224	Pral.g_00714	Syah.g_00162
OG0000225	Pral.g_00686	Syah.g_00874
OG0000226	Pral.g_00682	Syah.g_00878
OG0000227	Pral.g_00680	Syah.g_00880
OG0000228	Pral.g_00677	Syah.g_00887
OG0000229	Pral.g_00658	Syah.g_02236
OG0000230	Pral.g_00656	Syah.g_02234
OG0000231	Pral.g_00644	Syah.g_02218
OG0000232	Pral.g_00631	Syah.g_01206
OG0000233	Pral.g_00625	Syah.g_01210
OG0000234	Pral.g_00616	Syah.g_01222
OG0000235	Pral.g_00612	Syah.g_00996
OG0000236	Pral.g_00597	Syah.g_01011
OG0000237	Pral.g_00584	Syah.g_01028
OG0000238	Pral.g_00578	Syah.g_01032
OG0000239	Pral.g_00565	Syah.g_01048
OG0000240	Pral.g_00564	Syah.g_01049
OG0000241	Pral.g_00560	Syah.g_01944
OG0000242	Pral.g_00558	Syah.g_01062
OG0000243	Pral.g_00547	Syah.g_01079
OG0000244	Pral.g_00544	Syah.g_01087
OG0000245	Pral.g_00542	Syah.g_01090
OG0000246	Pral.g_00538	Syah.g_01094
OG0000247	Pral.g_00527	Syah.g_01106
OG0000248	Pral.g_00524	Syah.g_01109
OG0000249	Pral.g_00522	Syah.g_01111
OG0000250	Pral.g_00516	Syah.g_01120
OG0000251	Pral.g_00498	Syah.g_01145
OG0000252	Pral.g_00495	Syah.g_01148
OG0000253	Pral.g_00494	Syah.g_01149
OG0000254	Pral.g_00477	Syah.g_01976
OG0000255	Pral.g_00470	Syah.g_01968
OG0000256	Pral.g_00460	Syah.g_01952
OG0000257	Pral.g_01430	Syah.g_01945
OG0000258	Pral.g_01444	Syah.g_01926
OG0000259	Pral.g_01461	Syah.g_01494
OG0000260	Pral.g_01464	Syah.g_01497
OG0000261	Pral.g_01467	Syah.g_01500
OG0000262	Pral.g_01471	Syah.g_01505
OG0000263	Pral.g_01761	Syah.g_01410
OG0000264	Pral.g_01750	Syah.g_02000
OG0000265	Pral.g_01729	Syah.g_02252
OG0000266	Pral.g_01719	Syah.g_01714
OG0000267	Pral.g_01706	Syah.g_01574
OG0000268	Pral.g_01705	Syah.g_01575
OG0000269	Pral.g_01483	Syah.g_01784
OG0000270	Pral.g_01486	Syah.g_01781
OG0000271	Pral.g_01494	Syah.g_01773
OG0000272	Pral.g_01495	Syah.g_01772
OG0000273	Pral.g_01518	Syah.g_02075
OG0000274	Pral.g_01519	Syah.g_02076
OG0000275	Pral.g_01522	Syah.g_02081
OG0000276	Pral.g_01527	Syah.g_02088
OG0000277	Pral.g_01528	Syah.g_02089
OG0000278	Pral.g_01531	Syah.g_02092
OG0000279	Pral.g_01538	Syah.g_02100
OG0000280	Pral.g_01539	Syah.g_02112
OG0000281	Pral.g_01546	Syah.g_00722
OG0000282	Pral.g_01797	Syah.g_01531
OG0000283	Pral.g_01655	Syah.g_01585
OG0000284	Pral.g_01650	Syah.g_01591
OG0000285	Pral.g_01644	Syah.g_01603
OG0000286	Pral.g_01628	Syah.g_01621
OG0000287	Pral.g_00050	Syah.g_01231, Syah.g_01649
OG0000288	Pral.g_01594	Syah.g_01681
OG0000289	Pral.g_01609	Syah.g_01695
OG0000290	Pral.g_01564	Syah.g_02033
OG0000291	Pral.g_01562	Syah.g_02031
OG0000292	Pral.g_01316	Syah.g_00380
OG0000293	Pral.g_01357	Syah.g_02173
OG0000294	Pral.g_01358	Syah.g_02172
OG0000295	Pral.g_01382	Syah.g_02131
OG0000296	Pral.g_01384	Syah.g_02129
OG0000297	Pral.g_01394	Syah.g_01427
OG0000298	Pral.g_01395	Syah.g_01426
OG0000299	Pral.g_01415	Syah.g_01404
OG0000300	Pral.g_01419	Syah.g_01397
OG0000301	Pral.g_01420	Syah.g_01396
OG0000302	Pral.g_01422	Syah.g_01395
OG0000303	Pral.g_01428	Syah.g_01387
OG0000304	Pral.g_00455	Syah.g_01382
OG0000305	Pral.g_01323	Syah.g_02028
OG0000306	Pral.g_01550	Syah.g_02116
OG0000307	Pral.g_01213	Syah.g_00978
OG0000308	Pral.g_01212	Syah.g_00976
OG0000309	Pral.g_01208	Syah.g_00971
OG0000310	Pral.g_01181	Syah.g_01321
OG0000311	Pral.g_01179	Syah.g_01317
OG0000312	Pral.g_01176	Syah.g_01304
OG0000313	Pral.g_01157	Syah.g_01285
OG0000314	Pral.g_01133	Syah.g_01259
OG0000315	Pral.g_01123	Syah.g_01248
OG0000316	Pral.g_01095	Syah.g_02333
OG0000317	Pral.g_00104	Syah.g_02380
OG0000318	Pral.g_00108	Syah.g_02385
OG0000319	Pral.g_00121	Syah.g_02405
OG0000320	Pral.g_00123	Syah.g_02407
OG0000321	Pral.g_00124	Syah.g_02408
OG0000322	Pral.g_00125	Syah.g_02409
OG0000323	Pral.g_00134	Syah.g_02425
OG0000324	Pral.g_00162	Syah.g_02278
OG0000325	Pral.g_00172	Syah.g_00689
OG0000326	Pral.g_00179	Syah.g_00696
OG0000327	Pral.g_00201	Syah.g_00742
OG0000328	Pral.g_00202	Syah.g_00743
OG0000329	Pral.g_00219	Syah.g_00760
OG0000330	Pral.g_00220	Syah.g_00761
OG0000331	Pral.g_00221	Syah.g_00762
OG0000332	Pral.g_00235	Syah.g_00776
OG0000333	Pral.g_00237	Syah.g_00779
OG0000334	Pral.g_00246	Syah.g_00789
OG0000335	Pral.g_00251	Syah.g_00794
OG0000336	Pral.g_00255	Syah.g_00798
OG0000337	Pral.g_00274	Syah.g_00178
OG0000338	Pral.g_00275	Syah.g_00181
OG0000339	Pral.g_00280	Syah.g_00188
OG0000340	Pral.g_00289	Syah.g_00206
OG0000341	Pral.g_00291	Syah.g_00208
OG0000342	Pral.g_00292	Syah.g_00209
OG0000343	Pral.g_00293	Syah.g_00231
OG0000344	Pral.g_00296	Syah.g_00235
OG0000345	Pral.g_00302	Syah.g_00246
OG0000346	Pral.g_00306	Syah.g_00251
OG0000347	Pral.g_00323	Syah.g_00275
OG0000348	Pral.g_00331	Syah.g_00301
OG0000349	Pral.g_00349	Syah.g_00320
OG0000350	Pral.g_00370	Syah.g_00703
OG0000351	Pral.g_00390	Syah.g_00399
OG0000352	Pral.g_00391	Syah.g_00398
OG0000353	Pral.g_00409	Syah.g_00374
OG0000354	Pral.g_01677	Syah.g_00561
OG0000355	Pral.g_00411	Syah.g_00372
OG0000356	Pral.g_00412	Syah.g_00371
OG0000357	Pral.g_00413	Syah.g_00370
OG0000358	Pral.g_00417	Syah.g_00366
OG0000359	Pral.g_00418	Syah.g_00364
OG0000360	Pral.g_00419	Syah.g_00363
OG0000361	Pral.g_00420	Syah.g_00362
OG0000362	Pral.g_00422	Syah.g_00360
OG0000363	Pral.g_01030	Syah.g_00358
OG0000364	Pral.g_01029	Syah.g_00357
OG0000365	Pral.g_01024	Syah.g_00351
OG0000366	Pral.g_01023	Syah.g_00350
OG0000367	Pral.g_01022	Syah.g_00349
OG0000368	Pral.g_01020	Syah.g_00347
OG0000369	Pral.g_01019	Syah.g_00346
OG0000370	Pral.g_01018	Syah.g_00345
OG0000371	Pral.g_01011	Syah.g_00338
OG0000372	Pral.g_01009	Syah.g_00333
OG0000373	Pral.g_01008	Syah.g_00332
OG0000374	Pral.g_01007	Syah.g_00331
OG0000375	Pral.g_01005	Syah.g_00329
OG0000376	Pral.g_01003	Syah.g_00327
OG0000377	Pral.g_00999	Syah.g_00517
OG0000378	Pral.g_00995	Syah.g_00526
OG0000379	Pral.g_00992	Syah.g_00529
OG0000380	Pral.g_00982	Syah.g_02481
OG0000381	Pral.g_00977	Syah.g_02484
OG0000382	Pral.g_00966	Syah.g_02500
OG0000383	Pral.g_00964	Syah.g_02502
OG0000384	Pral.g_00963	Syah.g_02503
OG0000385	Pral.g_00962	Syah.g_02504
OG0000386	Pral.g_00961	Syah.g_02505
OG0000387	Pral.g_00948	Syah.g_02530
OG0000388	Pral.g_00944	Syah.g_02533
OG0000389	Pral.g_00941	Syah.g_02536
OG0000390	Pral.g_00932	Syah.g_00002
OG0000391	Pral.g_00929	Syah.g_00007
OG0000392	Pral.g_00925	Syah.g_00012
OG0000393	Pral.g_00922	Syah.g_00014
OG0000394	Pral.g_00921	Syah.g_00015
OG0000395	Pral.g_00920	Syah.g_00016
OG0000396	Pral.g_00918	Syah.g_00019
OG0000397	Pral.g_00916	Syah.g_00021
OG0000398	Pral.g_00913	Syah.g_00027
OG0000399	Pral.g_00912	Syah.g_00028
OG0000400	Pral.g_00911	Syah.g_00029
OG0000401	Pral.g_00910	Syah.g_00030
OG0000402	Pral.g_00450	Syah.g_00033
OG0000403	Pral.g_00908	Syah.g_00034
OG0000404	Pral.g_00907	Syah.g_00036
OG0000405	Pral.g_00903	Syah.g_00050
OG0000406	Pral.g_00898	Syah.g_00054
OG0000407	Pral.g_00897	Syah.g_00055
OG0000408	Pral.g_00895	Syah.g_00057
OG0000409	Pral.g_00893	Syah.g_00059
OG0000410	Pral.g_00892	Syah.g_00060
OG0000411	Pral.g_00891	Syah.g_00061
OG0000412	Pral.g_00890	Syah.g_00062
OG0000413	Pral.g_00888	Syah.g_00064
OG0000414	Pral.g_00887	Syah.g_00065
OG0000415	Pral.g_00886	Syah.g_00066
OG0000416	Pral.g_00885	Syah.g_00067
OG0000417	Pral.g_00884	Syah.g_00068
OG0000418	Pral.g_00879	Syah.g_00073
OG0000419	Pral.g_00877	Syah.g_00075
OG0000420	Pral.g_00875	Syah.g_00077
OG0000421	Pral.g_00871	Syah.g_00082
OG0000422	Pral.g_00870	Syah.g_00083
OG0000423	Pral.g_00869	Syah.g_00084
OG0000424	Pral.g_00868	Syah.g_00085
OG0000425	Pral.g_00867	Syah.g_00086
OG0000426	Pral.g_00866	Syah.g_00087
OG0000427	Pral.g_00865	Syah.g_00088
OG0000428	Pral.g_00863	Syah.g_00620
OG0000429	Pral.g_00862	Syah.g_00618
OG0000430	Pral.g_00861	Syah.g_00617
OG0000431	Pral.g_00859	Syah.g_00613
OG0000432	Pral.g_00855	Syah.g_00607
OG0000433	Pral.g_00854	Syah.g_00605
OG0000434	Pral.g_00853	Syah.g_00604
OG0000435	Pral.g_00852	Syah.g_00602
OG0000436	Pral.g_00847	Syah.g_00597
OG0000437	Pral.g_00846	Syah.g_00596
OG0000438	Pral.g_00845	Syah.g_00595
OG0000439	Pral.g_00844	Syah.g_00593
OG0000440	Pral.g_00843	Syah.g_00592
OG0000441	Pral.g_00840	Syah.g_00585
OG0000442	Pral.g_00839	Syah.g_00580
OG0000443	Pral.g_00838	Syah.g_00579
OG0000444	Pral.g_00833	Syah.g_00573
OG0000445	Pral.g_00832	Syah.g_00572
OG0000446	Pral.g_00831	Syah.g_00570
OG0000447	Pral.g_00830	Syah.g_00567
OG0000448	Pral.g_00829	Syah.g_00566
OG0000449	Pral.g_00828	Syah.g_00565
OG0000450	Pral.g_00827	Syah.g_00547
OG0000451	Pral.g_00826	Syah.g_00546
OG0000452	Pral.g_00823	Syah.g_00542
OG0000453	Pral.g_00822	Syah.g_00541
OG0000454	Pral.g_00821	Syah.g_00540
OG0000455	Pral.g_00820	Syah.g_00539
OG0000456	Pral.g_00819	Syah.g_00538
OG0000457	Pral.g_00817	Syah.g_00536
OG0000458	Pral.g_00816	Syah.g_00535
OG0000459	Pral.g_00815	Syah.g_00534
OG0000460	Pral.g_00805	Syah.g_00906
OG0000461	Pral.g_00796	Syah.g_00678
OG0000462	Pral.g_00795	Syah.g_00675
OG0000463	Pral.g_00794	Syah.g_00674
OG0000464	Pral.g_00793	Syah.g_00673
OG0000465	Pral.g_00792	Syah.g_00672
OG0000466	Pral.g_00789	Syah.g_00668
OG0000467	Pral.g_00788	Syah.g_00666
OG0000468	Pral.g_00785	Syah.g_00661
OG0000469	Pral.g_00777	Syah.g_00647
OG0000470	Pral.g_00775	Syah.g_00645
OG0000471	Pral.g_00774	Syah.g_00644
OG0000472	Pral.g_00773	Syah.g_00642
OG0000473	Pral.g_00771	Syah.g_00640
OG0000474	Pral.g_00770	Syah.g_00639
OG0000475	Pral.g_00769	Syah.g_00638
OG0000476	Pral.g_00767	Syah.g_00636
OG0000477	Pral.g_00764	Syah.g_00630
OG0000478	Pral.g_00763	Syah.g_00629
OG0000479	Pral.g_00762	Syah.g_00628
OG0000480	Pral.g_00756	Syah.g_00089
OG0000481	Pral.g_00754	Syah.g_00091
OG0000482	Pral.g_00753	Syah.g_00092
OG0000483	Pral.g_00750	Syah.g_00096
OG0000484	Pral.g_00749	Syah.g_00097
OG0000485	Pral.g_00748	Syah.g_00098
OG0000486	Pral.g_00747	Syah.g_00099
OG0000487	Pral.g_00743	Syah.g_00106
OG0000488	Pral.g_00740	Syah.g_00110
OG0000489	Pral.g_00735	Syah.g_00121
OG0000490	Pral.g_00731	Syah.g_00129
OG0000491	Pral.g_00730	Syah.g_00130
OG0000492	Pral.g_00728	Syah.g_00132
OG0000493	Pral.g_00727	Syah.g_00133
OG0000494	Pral.g_00726	Syah.g_00134
OG0000495	Pral.g_00725	Syah.g_00135
OG0000496	Pral.g_00724	Syah.g_00136
OG0000497	Pral.g_00723	Syah.g_00137
OG0000498	Pral.g_00722	Syah.g_00138
OG0000499	Pral.g_00721	Syah.g_00139
OG0000500	Pral.g_00720	Syah.g_00140
OG0000501	Pral.g_00718	Syah.g_00143
OG0000502	Pral.g_00715	Syah.g_00155
OG0000503	Pral.g_00698	Syah.g_00858
OG0000504	Pral.g_00696	Syah.g_00860
OG0000505	Pral.g_00695	Syah.g_00861
OG0000506	Pral.g_00694	Syah.g_00863
OG0000507	Pral.g_00691	Syah.g_00869
OG0000508	Pral.g_00687	Syah.g_00873
OG0000509	Pral.g_00685	Syah.g_00875
OG0000510	Pral.g_00684	Syah.g_00876
OG0000511	Pral.g_00683	Syah.g_00877
OG0000512	Pral.g_00681	Syah.g_00879
OG0000513	Pral.g_00673	Syah.g_00892
OG0000514	Pral.g_00663	Syah.g_00899
OG0000515	Pral.g_00662	Syah.g_00900
OG0000516	Pral.g_00661	Syah.g_02231
OG0000517	Pral.g_00659	Syah.g_02237
OG0000518	Pral.g_00647	Syah.g_02221
OG0000519	Pral.g_00646	Syah.g_02220
OG0000520	Pral.g_00645	Syah.g_02219
OG0000521	Pral.g_00635	Syah.g_01202
OG0000522	Pral.g_00633	Syah.g_01204
OG0000523	Pral.g_00632	Syah.g_01205
OG0000524	Pral.g_00627	Syah.g_01207
OG0000525	Pral.g_00623	Syah.g_01212
OG0000526	Pral.g_00622	Syah.g_01215
OG0000527	Pral.g_00619	Syah.g_01219
OG0000528	Pral.g_00613	Syah.g_00991
OG0000529	Pral.g_00610	Syah.g_00998
OG0000530	Pral.g_00607	Syah.g_01001
OG0000531	Pral.g_00606	Syah.g_01002
OG0000532	Pral.g_00603	Syah.g_01005
OG0000533	Pral.g_00602	Syah.g_01006
OG0000534	Pral.g_00601	Syah.g_01007
OG0000535	Pral.g_00600	Syah.g_01008
OG0000536	Pral.g_00599	Syah.g_01009
OG0000537	Pral.g_00598	Syah.g_01010
OG0000538	Pral.g_00590	Syah.g_01021
OG0000539	Pral.g_00589	Syah.g_01022
OG0000540	Pral.g_00588	Syah.g_01023
OG0000541	Pral.g_00587	Syah.g_01024
OG0000542	Pral.g_00585	Syah.g_01027
OG0000543	Pral.g_00583	Syah.g_01029
OG0000545	Pral.g_00580	Syah.g_01031
OG0000546	Pral.g_00577	Syah.g_01033
OG0000547	Pral.g_00575	Syah.g_01035
OG0000548	Pral.g_00574	Syah.g_01036
OG0000549	Pral.g_00571	Syah.g_01042
OG0000550	Pral.g_00566	Syah.g_01046
OG0000551	Pral.g_00563	Syah.g_01051
OG0000552	Pral.g_00562	Syah.g_01052
OG0000553	Pral.g_00561	Syah.g_01054
OG0000554	Pral.g_00556	Syah.g_01065
OG0000555	Pral.g_00548	Syah.g_01078
OG0000556	Pral.g_00546	Syah.g_01084
OG0000557	Pral.g_00545	Syah.g_01086
OG0000558	Pral.g_00543	Syah.g_01088
OG0000559	Pral.g_00539	Syah.g_01093
OG0000560	Pral.g_00536	Syah.g_01096
OG0000561	Pral.g_00535	Syah.g_01097
OG0000562	Pral.g_00534	Syah.g_01098
OG0000563	Pral.g_00533	Syah.g_01099
OG0000564	Pral.g_00532	Syah.g_01100
OG0000565	Pral.g_00529	Syah.g_01104
OG0000566	Pral.g_00525	Syah.g_01108
OG0000567	Pral.g_00521	Syah.g_01112
OG0000568	Pral.g_00520	Syah.g_01116
OG0000569	Pral.g_00519	Syah.g_01117
OG0000570	Pral.g_00518	Syah.g_01118
OG0000571	Pral.g_00515	Syah.g_01122
OG0000572	Pral.g_00503	Syah.g_01137
OG0000573	Pral.g_00497	Syah.g_01146
OG0000574	Pral.g_00496	Syah.g_01147
OG0000575	Pral.g_00492	Syah.g_01151
OG0000576	Pral.g_00490	Syah.g_01153
OG0000577	Pral.g_00489	Syah.g_01154
OG0000578	Pral.g_00488	Syah.g_01155
OG0000579	Pral.g_00487	Syah.g_01156
OG0000580	Pral.g_00486	Syah.g_01157
OG0000581	Pral.g_00483	Syah.g_01163
OG0000582	Pral.g_00480	Syah.g_01979
OG0000583	Pral.g_00479	Syah.g_01978
OG0000584	Pral.g_00478	Syah.g_01977
OG0000585	Pral.g_00476	Syah.g_01975
OG0000586	Pral.g_00475	Syah.g_01974
OG0000587	Pral.g_00474	Syah.g_01972
