Orthogroup	Pral	Syaj
OG0000152	Pral.g_01627	Syaj.g_00898
OG0000153	Pral.g_01578	Syaj.g_00842
OG0000154	Pral.g_01595	Syaj.g_00814
OG0000155	Pral.g_01390	Syaj.g_00338
OG0000156	Pral.g_01292	Syaj.g_00282
OG0000157	Pral.g_01291	Syaj.g_00281
OG0000158	Pral.g_00287	Syaj.g_02445
OG0000160	Pral.g_01160	Syaj.g_01382
OG0000161	Pral.g_01154	Syaj.g_01389
OG0000162	Pral.g_01148	Syaj.g_01395
OG0000163	Pral.g_01106	Syaj.g_01639
OG0000164	Pral.g_00131	Syaj.g_01758
OG0000165	Pral.g_00138	Syaj.g_01582
OG0000166	Pral.g_00206	Syaj.g_02698
OG0000167	Pral.g_00277	Syaj.g_02460
OG0000168	Pral.g_00288	Syaj.g_02444
OG0000169	Pral.g_00298	Syaj.g_02431, Syaj.g_02429
OG0000170	Pral.g_00301	Syaj.g_02422
OG0000171	Pral.g_00321	Syaj.g_02389
OG0000172	Pral.g_00328	Syaj.g_02365
OG0000173	Pral.g_00343	Syaj.g_02321
OG0000174	Pral.g_00375	Syaj.g_02169
OG0000175	Pral.g_00387	Syaj.g_02229
OG0000176	Pral.g_00414	Syaj.g_02266
OG0000177	Pral.g_00415	Syaj.g_02267
OG0000178	Pral.g_00416	Syaj.g_02268
OG0000179	Pral.g_01028	Syaj.g_02283
OG0000180	Pral.g_01027	Syaj.g_02284
OG0000181	Pral.g_01026	Syaj.g_02285
OG0000182	Pral.g_01025	Syaj.g_02286
OG0000183	Pral.g_01021	Syaj.g_02290
OG0000184	Pral.g_00996	Syaj.g_02098
OG0000185	Pral.g_00993	Syaj.g_02087
OG0000186	Pral.g_00984	Syaj.g_01812
OG0000187	Pral.g_00983	Syaj.g_01814
OG0000188	Pral.g_00965	Syaj.g_01837
OG0000189	Pral.g_00951	Syaj.g_01874
OG0000190	Pral.g_00950	Syaj.g_01876
OG0000191	Pral.g_00928	Syaj.g_01910
OG0000192	Pral.g_00923	Syaj.g_01919
OG0000193	Pral.g_00899	Syaj.g_01965
OG0000194	Pral.g_00896	Syaj.g_01968
OG0000195	Pral.g_00894	Syaj.g_01971
OG0000196	Pral.g_00883	Syaj.g_01981
OG0000197	Pral.g_00882	Syaj.g_01982
OG0000198	Pral.g_00881	Syaj.g_01983
OG0000199	Pral.g_00873	Syaj.g_01991
OG0000200	Pral.g_00860	Syaj.g_02008
OG0000201	Pral.g_00851	Syaj.g_02024
OG0000202	Pral.g_00850	Syaj.g_02025
OG0000203	Pral.g_00849	Syaj.g_02026
OG0000204	Pral.g_00848	Syaj.g_02027
OG0000205	Pral.g_00842	Syaj.g_02035
OG0000206	Pral.g_00837	Syaj.g_02043
OG0000207	Pral.g_00835	Syaj.g_02045
OG0000208	Pral.g_00834	Syaj.g_02046
OG0000209	Pral.g_00825	Syaj.g_02070
OG0000210	Pral.g_00824	Syaj.g_02071
OG0000211	Pral.g_00807	Syaj.g_02856
OG0000212	Pral.g_00799	Syaj.g_02881
OG0000213	Pral.g_00781	Syaj.g_02601
OG0000214	Pral.g_00772	Syaj.g_02582
OG0000215	Pral.g_00746	Syaj.g_02551
OG0000216	Pral.g_00744	Syaj.g_02547
OG0000217	Pral.g_00741	Syaj.g_02543
OG0000218	Pral.g_00739	Syaj.g_02541
OG0000219	Pral.g_00738	Syaj.g_02540
OG0000220	Pral.g_00737	Syaj.g_02539
OG0000221	Pral.g_00736	Syaj.g_02530
OG0000222	Pral.g_00729	Syaj.g_02516
OG0000223	Pral.g_00716	Syaj.g_02494
OG0000224	Pral.g_00714	Syaj.g_02487
OG0000225	Pral.g_00686	Syaj.g_02821
OG0000226	Pral.g_00682	Syaj.g_02825
OG0000227	Pral.g_00680	Syaj.g_02827
OG0000228	Pral.g_00677	Syaj.g_02828
OG0000229	Pral.g_00658	Syaj.g_01555
OG0000230	Pral.g_00656	Syaj.g_01553
OG0000231	Pral.g_00644	Syaj.g_01541
OG0000232	Pral.g_00631	Syaj.g_01497
OG0000233	Pral.g_00625	Syaj.g_01481
OG0000234	Pral.g_00616	Syaj.g_01442
OG0000235	Pral.g_00612	Syaj.g_00071
OG0000236	Pral.g_00597	Syaj.g_00086
OG0000237	Pral.g_00584	Syaj.g_00103
OG0000238	Pral.g_00578	Syaj.g_00108
OG0000239	Pral.g_00565	Syaj.g_00125
OG0000240	Pral.g_00564	Syaj.g_00126
OG0000241	Pral.g_00560	Syaj.g_01291
OG0000242	Pral.g_00558	Syaj.g_00142
OG0000243	Pral.g_00547	Syaj.g_00164
OG0000244	Pral.g_00544	Syaj.g_00180
OG0000245	Pral.g_00542	Syaj.g_00182
OG0000246	Pral.g_00538	Syaj.g_00186
OG0000247	Pral.g_00527	Syaj.g_00197
OG0000248	Pral.g_00524	Syaj.g_00200
OG0000249	Pral.g_00522	Syaj.g_00202
OG0000250	Pral.g_00516	Syaj.g_00211
OG0000251	Pral.g_00498	Syaj.g_00237
OG0000252	Pral.g_00495	Syaj.g_00243
OG0000253	Pral.g_00494	Syaj.g_00245
OG0000254	Pral.g_00477	Syaj.g_01335
OG0000255	Pral.g_00470	Syaj.g_01315
OG0000256	Pral.g_00460	Syaj.g_01297
OG0000257	Pral.g_01430	Syaj.g_01292
OG0000258	Pral.g_01444	Syaj.g_01274
OG0000259	Pral.g_01461	Syaj.g_00707
OG0000260	Pral.g_01464	Syaj.g_00712
OG0000261	Pral.g_01467	Syaj.g_00715
OG0000262	Pral.g_01471	Syaj.g_00720
OG0000263	Pral.g_01761	Syaj.g_00605
OG0000264	Pral.g_01750	Syaj.g_00485
OG0000265	Pral.g_01729	Syaj.g_00510
OG0000266	Pral.g_01719	Syaj.g_00946
OG0000267	Pral.g_01706	Syaj.g_00770
OG0000268	Pral.g_01705	Syaj.g_00771
OG0000269	Pral.g_01483	Syaj.g_01031
OG0000270	Pral.g_01486	Syaj.g_01025
OG0000271	Pral.g_01494	Syaj.g_01017
OG0000272	Pral.g_01495	Syaj.g_01016
OG0000273	Pral.g_01518	Syaj.g_00389
OG0000274	Pral.g_01519	Syaj.g_00388
OG0000275	Pral.g_01522	Syaj.g_00384
OG0000276	Pral.g_01527	Syaj.g_00377
OG0000277	Pral.g_01528	Syaj.g_00376
OG0000278	Pral.g_01531	Syaj.g_00373
OG0000279	Pral.g_01538	Syaj.g_00357
OG0000280	Pral.g_01539	Syaj.g_00348
OG0000281	Pral.g_01546	Syaj.g_02670
OG0000282	Pral.g_01797	Syaj.g_00743
OG0000283	Pral.g_01655	Syaj.g_00790
OG0000284	Pral.g_01650	Syaj.g_00930
OG0000285	Pral.g_01644	Syaj.g_00917
OG0000286	Pral.g_01628	Syaj.g_00899
OG0000287	Pral.g_00050	Syaj.g_00849
OG0000288	Pral.g_01594	Syaj.g_00815
OG0000289	Pral.g_01609	Syaj.g_00800
OG0000290	Pral.g_01564	Syaj.g_00424
OG0000291	Pral.g_01562	Syaj.g_00426
OG0000292	Pral.g_01316	Syaj.g_02255
OG0000293	Pral.g_01357	Syaj.g_00290
OG0000294	Pral.g_01358	Syaj.g_00291
OG0000295	Pral.g_01382	Syaj.g_00330
OG0000296	Pral.g_01384	Syaj.g_00332
OG0000297	Pral.g_01394	Syaj.g_00639
OG0000298	Pral.g_01395	Syaj.g_00638
OG0000299	Pral.g_01415	Syaj.g_00592
OG0000300	Pral.g_01419	Syaj.g_00586
OG0000301	Pral.g_01420	Syaj.g_00585
OG0000302	Pral.g_01422	Syaj.g_00582
OG0000303	Pral.g_01428	Syaj.g_00572
OG0000304	Pral.g_00455	Syaj.g_00566
OG0000305	Pral.g_01323	Syaj.g_00429
OG0000306	Pral.g_01550	Syaj.g_01126
OG0000307	Pral.g_01213	Syaj.g_00051
OG0000308	Pral.g_01212	Syaj.g_00049
OG0000309	Pral.g_01208	Syaj.g_00044
OG0000310	Pral.g_01181	Syaj.g_01358
OG0000311	Pral.g_01179	Syaj.g_01362
OG0000312	Pral.g_01176	Syaj.g_01368
OG0000313	Pral.g_01157	Syaj.g_01386
OG0000314	Pral.g_01133	Syaj.g_01420
OG0000315	Pral.g_01123	Syaj.g_01430
OG0000316	Pral.g_01095	Syaj.g_01664
OG0000317	Pral.g_00104	Syaj.g_01715
OG0000318	Pral.g_00108	Syaj.g_01722
OG0000319	Pral.g_00121	Syaj.g_01741
OG0000320	Pral.g_00123	Syaj.g_01743
OG0000321	Pral.g_00124	Syaj.g_01744
OG0000322	Pral.g_00125	Syaj.g_01745
OG0000323	Pral.g_00134	Syaj.g_01760
OG0000324	Pral.g_00162	Syaj.g_01609
OG0000325	Pral.g_00172	Syaj.g_02638
OG0000326	Pral.g_00179	Syaj.g_02645
OG0000327	Pral.g_00201	Syaj.g_02693
OG0000328	Pral.g_00202	Syaj.g_02694
OG0000329	Pral.g_00219	Syaj.g_02712
OG0000330	Pral.g_00220	Syaj.g_02713
OG0000331	Pral.g_00221	Syaj.g_02714
OG0000332	Pral.g_00235	Syaj.g_02729
OG0000333	Pral.g_00237	Syaj.g_02732
OG0000334	Pral.g_00246	Syaj.g_02741
OG0000335	Pral.g_00251	Syaj.g_02746
OG0000336	Pral.g_00255	Syaj.g_02750
OG0000337	Pral.g_00274	Syaj.g_02466
OG0000338	Pral.g_00275	Syaj.g_02462
OG0000339	Pral.g_00280	Syaj.g_02455
OG0000340	Pral.g_00289	Syaj.g_02443
OG0000341	Pral.g_00291	Syaj.g_02441
OG0000342	Pral.g_00292	Syaj.g_02440
OG0000343	Pral.g_00293	Syaj.g_02437
OG0000344	Pral.g_00296	Syaj.g_02433
OG0000345	Pral.g_00302	Syaj.g_02421
OG0000346	Pral.g_00306	Syaj.g_02416
OG0000347	Pral.g_00323	Syaj.g_02383
OG0000348	Pral.g_00331	Syaj.g_02333
OG0000349	Pral.g_00349	Syaj.g_02314
OG0000350	Pral.g_00370	Syaj.g_02652
OG0000351	Pral.g_00390	Syaj.g_02234
OG0000352	Pral.g_00391	Syaj.g_02235
OG0000353	Pral.g_00409	Syaj.g_02261
OG0000354	Pral.g_01677	Syaj.g_02281
OG0000355	Pral.g_00411	Syaj.g_02263
OG0000356	Pral.g_00412	Syaj.g_02264
OG0000357	Pral.g_00413	Syaj.g_02265
OG0000358	Pral.g_00417	Syaj.g_02269
OG0000359	Pral.g_00418	Syaj.g_02271
OG0000360	Pral.g_00419	Syaj.g_02272
OG0000361	Pral.g_00420	Syaj.g_02273
OG0000362	Pral.g_00422	Syaj.g_02275
OG0000363	Pral.g_01030	Syaj.g_02277
OG0000364	Pral.g_01029	Syaj.g_02278
OG0000365	Pral.g_01024	Syaj.g_02287
OG0000366	Pral.g_01023	Syaj.g_02288
OG0000367	Pral.g_01022	Syaj.g_02289
OG0000368	Pral.g_01020	Syaj.g_02291
OG0000369	Pral.g_01019	Syaj.g_02292
OG0000370	Pral.g_01018	Syaj.g_02293
OG0000371	Pral.g_01011	Syaj.g_02301
OG0000372	Pral.g_01009	Syaj.g_02307
OG0000373	Pral.g_01008	Syaj.g_02308
OG0000374	Pral.g_01007	Syaj.g_02309
OG0000375	Pral.g_01005	Syaj.g_02310
OG0000376	Pral.g_01003	Syaj.g_02312
OG0000377	Pral.g_00999	Syaj.g_02105
OG0000378	Pral.g_00995	Syaj.g_02091
OG0000379	Pral.g_00992	Syaj.g_02086
OG0000380	Pral.g_00982	Syaj.g_01815
OG0000381	Pral.g_00977	Syaj.g_01819
OG0000382	Pral.g_00966	Syaj.g_01836
OG0000383	Pral.g_00964	Syaj.g_01839
OG0000384	Pral.g_00963	Syaj.g_01840
OG0000385	Pral.g_00962	Syaj.g_01841
OG0000386	Pral.g_00961	Syaj.g_01842
OG0000387	Pral.g_00948	Syaj.g_01878
OG0000388	Pral.g_00944	Syaj.g_01882
OG0000389	Pral.g_00941	Syaj.g_01886
OG0000390	Pral.g_00932	Syaj.g_01904
OG0000391	Pral.g_00929	Syaj.g_01909
OG0000392	Pral.g_00925	Syaj.g_01918
OG0000393	Pral.g_00922	Syaj.g_01922
OG0000394	Pral.g_00921	Syaj.g_01923
OG0000395	Pral.g_00920	Syaj.g_01924
OG0000396	Pral.g_00918	Syaj.g_01928
OG0000397	Pral.g_00916	Syaj.g_01930
OG0000398	Pral.g_00913	Syaj.g_01935
OG0000399	Pral.g_00912	Syaj.g_01936
OG0000400	Pral.g_00911	Syaj.g_01937
OG0000401	Pral.g_00910	Syaj.g_01938
OG0000402	Pral.g_00450	Syaj.g_01940
OG0000403	Pral.g_00908	Syaj.g_01941
OG0000404	Pral.g_00907	Syaj.g_01943
OG0000405	Pral.g_00903	Syaj.g_01961
OG0000406	Pral.g_00898	Syaj.g_01966
OG0000407	Pral.g_00897	Syaj.g_01967
OG0000408	Pral.g_00895	Syaj.g_01970
OG0000409	Pral.g_00893	Syaj.g_01972
OG0000410	Pral.g_00892	Syaj.g_01973
OG0000411	Pral.g_00891	Syaj.g_01974
OG0000412	Pral.g_00890	Syaj.g_01975
OG0000413	Pral.g_00888	Syaj.g_01977
OG0000415	Pral.g_00886	Syaj.g_01978
OG0000416	Pral.g_00885	Syaj.g_01979
OG0000417	Pral.g_00884	Syaj.g_01980
OG0000418	Pral.g_00879	Syaj.g_01985
OG0000419	Pral.g_00877	Syaj.g_01987
OG0000420	Pral.g_00875	Syaj.g_01989
OG0000421	Pral.g_00871	Syaj.g_01994
OG0000422	Pral.g_00870	Syaj.g_01995
OG0000423	Pral.g_00869	Syaj.g_01996
OG0000424	Pral.g_00868	Syaj.g_01997
OG0000425	Pral.g_00867	Syaj.g_01998
OG0000426	Pral.g_00866	Syaj.g_01999
OG0000427	Pral.g_00865	Syaj.g_02000
OG0000428	Pral.g_00863	Syaj.g_02003
OG0000429	Pral.g_00862	Syaj.g_02005
OG0000430	Pral.g_00861	Syaj.g_02007
OG0000431	Pral.g_00859	Syaj.g_02010
OG0000432	Pral.g_00855	Syaj.g_02017
OG0000433	Pral.g_00854	Syaj.g_02020
OG0000434	Pral.g_00853	Syaj.g_02021
OG0000435	Pral.g_00852	Syaj.g_02023
OG0000436	Pral.g_00847	Syaj.g_02029
OG0000437	Pral.g_00846	Syaj.g_02030
OG0000438	Pral.g_00845	Syaj.g_02031
OG0000439	Pral.g_00844	Syaj.g_02033
OG0000440	Pral.g_00843	Syaj.g_02034
OG0000441	Pral.g_00840	Syaj.g_02038
OG0000442	Pral.g_00839	Syaj.g_02039
OG0000443	Pral.g_00838	Syaj.g_02040
OG0000444	Pral.g_00833	Syaj.g_02052
OG0000445	Pral.g_00832	Syaj.g_02053
OG0000446	Pral.g_00831	Syaj.g_02055
OG0000447	Pral.g_00830	Syaj.g_02058
OG0000448	Pral.g_00829	Syaj.g_02059
OG0000449	Pral.g_00828	Syaj.g_02060
OG0000450	Pral.g_00827	Syaj.g_02067
OG0000451	Pral.g_00826	Syaj.g_02068
OG0000452	Pral.g_00823	Syaj.g_02072
OG0000453	Pral.g_00822	Syaj.g_02073
OG0000454	Pral.g_00821	Syaj.g_02074
OG0000455	Pral.g_00820	Syaj.g_02075
OG0000456	Pral.g_00819	Syaj.g_02076
OG0000457	Pral.g_00817	Syaj.g_02078
OG0000458	Pral.g_00816	Syaj.g_02079
OG0000459	Pral.g_00815	Syaj.g_02080
OG0000460	Pral.g_00805	Syaj.g_02858
OG0000461	Pral.g_00796	Syaj.g_02623
OG0000462	Pral.g_00795	Syaj.g_02620
OG0000463	Pral.g_00794	Syaj.g_02619
OG0000464	Pral.g_00793	Syaj.g_02618
OG0000465	Pral.g_00792	Syaj.g_02617
OG0000466	Pral.g_00789	Syaj.g_02612
OG0000467	Pral.g_00788	Syaj.g_02610
OG0000468	Pral.g_00785	Syaj.g_02605
OG0000469	Pral.g_00777	Syaj.g_02590
OG0000470	Pral.g_00775	Syaj.g_02586
OG0000471	Pral.g_00774	Syaj.g_02585
OG0000472	Pral.g_00773	Syaj.g_02583
OG0000473	Pral.g_00771	Syaj.g_02581
OG0000474	Pral.g_00770	Syaj.g_02580
OG0000475	Pral.g_00769	Syaj.g_02579
OG0000476	Pral.g_00767	Syaj.g_02577
OG0000477	Pral.g_00764	Syaj.g_02571
OG0000478	Pral.g_00763	Syaj.g_02570
OG0000479	Pral.g_00762	Syaj.g_02569
OG0000480	Pral.g_00756	Syaj.g_02562
OG0000481	Pral.g_00754	Syaj.g_02560
OG0000482	Pral.g_00753	Syaj.g_02559
OG0000483	Pral.g_00750	Syaj.g_02555
OG0000484	Pral.g_00749	Syaj.g_02554
OG0000485	Pral.g_00748	Syaj.g_02553
OG0000486	Pral.g_00747	Syaj.g_02552
OG0000487	Pral.g_00743	Syaj.g_02546
OG0000488	Pral.g_00740	Syaj.g_02542
OG0000489	Pral.g_00735	Syaj.g_02529
OG0000490	Pral.g_00731	Syaj.g_02519
OG0000491	Pral.g_00730	Syaj.g_02517
OG0000492	Pral.g_00728	Syaj.g_02515
OG0000493	Pral.g_00727	Syaj.g_02514
OG0000494	Pral.g_00726	Syaj.g_02513
OG0000495	Pral.g_00725	Syaj.g_02512
OG0000496	Pral.g_00724	Syaj.g_02511
OG0000497	Pral.g_00723	Syaj.g_02510
OG0000498	Pral.g_00722	Syaj.g_02509
OG0000499	Pral.g_00721	Syaj.g_02508
OG0000500	Pral.g_00720	Syaj.g_02507
OG0000501	Pral.g_00718	Syaj.g_02504
OG0000502	Pral.g_00715	Syaj.g_02492
OG0000503	Pral.g_00698	Syaj.g_02805
OG0000504	Pral.g_00696	Syaj.g_02807
OG0000505	Pral.g_00695	Syaj.g_02808
OG0000506	Pral.g_00694	Syaj.g_02810
OG0000507	Pral.g_00691	Syaj.g_02816
OG0000508	Pral.g_00687	Syaj.g_02820
OG0000509	Pral.g_00685	Syaj.g_02822
OG0000510	Pral.g_00684	Syaj.g_02823
OG0000511	Pral.g_00683	Syaj.g_02824
OG0000512	Pral.g_00681	Syaj.g_02826
OG0000513	Pral.g_00673	Syaj.g_02833
OG0000514	Pral.g_00663	Syaj.g_02839
OG0000515	Pral.g_00662	Syaj.g_02840
OG0000516	Pral.g_00661	Syaj.g_01561
OG0000517	Pral.g_00659	Syaj.g_01556
OG0000518	Pral.g_00647	Syaj.g_01544
OG0000519	Pral.g_00646	Syaj.g_01543
OG0000520	Pral.g_00645	Syaj.g_01542
OG0000521	Pral.g_00635	Syaj.g_00271
OG0000522	Pral.g_00633	Syaj.g_00273
OG0000523	Pral.g_00632	Syaj.g_00274
OG0000524	Pral.g_00627	Syaj.g_01485
OG0000525	Pral.g_00623	Syaj.g_01454
OG0000526	Pral.g_00622	Syaj.g_01451
OG0000527	Pral.g_00619	Syaj.g_01446
OG0000528	Pral.g_00613	Syaj.g_00065
OG0000529	Pral.g_00610	Syaj.g_00073
OG0000530	Pral.g_00607	Syaj.g_00076
OG0000531	Pral.g_00606	Syaj.g_00077
OG0000532	Pral.g_00603	Syaj.g_00080
OG0000533	Pral.g_00602	Syaj.g_00081
OG0000534	Pral.g_00601	Syaj.g_00082
OG0000535	Pral.g_00600	Syaj.g_00083
OG0000536	Pral.g_00599	Syaj.g_00084
OG0000537	Pral.g_00598	Syaj.g_00085
OG0000538	Pral.g_00590	Syaj.g_00096
OG0000539	Pral.g_00589	Syaj.g_00097
OG0000540	Pral.g_00588	Syaj.g_00098
OG0000541	Pral.g_00587	Syaj.g_00099
OG0000542	Pral.g_00585	Syaj.g_00102
OG0000543	Pral.g_00583	Syaj.g_00104
OG0000544	Pral.g_00582	Syaj.g_00105
OG0000545	Pral.g_00580	Syaj.g_00107
OG0000546	Pral.g_00577	Syaj.g_00109
OG0000547	Pral.g_00575	Syaj.g_00111
OG0000548	Pral.g_00574	Syaj.g_00112
OG0000549	Pral.g_00571	Syaj.g_00118
OG0000550	Pral.g_00566	Syaj.g_00123
OG0000551	Pral.g_00563	Syaj.g_00128
OG0000552	Pral.g_00562	Syaj.g_00129
OG0000553	Pral.g_00561	Syaj.g_00133
OG0000554	Pral.g_00556	Syaj.g_00145
OG0000555	Pral.g_00548	Syaj.g_00163
OG0000556	Pral.g_00546	Syaj.g_00167
OG0000557	Pral.g_00545	Syaj.g_00178
OG0000558	Pral.g_00543	Syaj.g_00181
